date,trailingCashDividendsPaid,trailingPretaxIncome,annualNetIncome,quarterlyDilutedAverageShares,annualPretaxIncome,quarterlyTotalAssets,quarterlyOtherNonCurrentLiabilities,annualCashDividendsPaid,annualAccountsReceivable,annualPurchaseOfInvestment,annualLongTermDebt,quarterlyLongTermDebt,trailingPurchaseOfInvestment,annualBasicEPS,quarterlyOtherCurrentLiabilities,trailingInvestingCashFlow,quarterlyCostOfRevenue,quarterlyTotalNonCurrentAssets,quarterlyChangeInCashSupplementalAsReported,annualGoodwill,quarterlyAccountsReceivable,annualSaleOfInvestment,quarterlyCurrentAccruedExpenses,annualIncomeTaxPayable,trailingChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualStockholdersEquity,annualOtherNonCashItems,quarterlyInvestmentsAndAdvances,quarterlyNetIncomeContinuousOperations,annualOperatingIncome,annualInvestingCashFlow,quarterlyNetIncome,trailingSaleOfInvestment,annualRetainedEarnings,quarterlySellingGeneralAndAdministration,quarterlyGoodwill,annualTotalAssets,trailingCommonStockIssuance,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,trailingStockBasedCompensation,annualEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,trailingTotalRevenue,trailingChangeInAccountPayable,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyBasicEPS,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInventory,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,annualChangeInAccountPayable,quarterlyPurchaseOfInvestment,annualAccountsPayable,trailingOtherIncomeExpense,annualDilutedAverageShares,annualNetPPE,annualOperatingCashFlow,quarterlyOperatingExpense,trailingOperatingIncome,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualCurrentLiabilities,quarterlyCurrentDebt,quarterlyEndCashPosition,quarterlyOtherIntangibleAssets,annualOtherShortTermInvestments,quarterlyInterestExpense,trailingCashFlowFromContinuingFinancingActivities,annualOtherIntangibleAssets,quarterlyInvestingCashFlow,annualCommonStockIssuance,quarterlyDepreciationAndAmortization,quarterlyCashDividendsPaid,trailingEndCashPosition,quarterlyTotalLiabilitiesNetMinorityInterest,annualRepurchaseOfCapitalStock,quarterlyOtherNonCurrentAssets,annualInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,annualOtherNonCurrentLiabilities,annualDilutedEPS,annualOtherNonCurrentAssets,annualEbitda,trailingNetOtherInvestingChanges,annualGainsLossesNotAffectingRetainedEarnings,quarterlyFreeCashFlow,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherCurrentAssets,quarterlyChangeInInventory,trailingChangesInAccountReceivables,annualChangesInAccountReceivables,annualInterestExpense,trailingBeginningCashPosition,annualCurrentAssets,annualBeginningCashPosition,trailingCapitalExpenditure,annualGrossPPE,quarterlySaleOfInvestment,trailingChangeInCashSupplementalAsReported,annualDeferredIncomeTax,annualNetIncomeCommonStockholders,quarterlyRepurchaseOfCapitalStock,quarterlyChangesInAccountReceivables,quarterlyAccountsPayable,trailingRepaymentOfDebt,quarterlyCapitalStock,annualSellingGeneralAndAdministration,quarterlyChangeInAccountPayable,annualRepaymentOfDebt,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossProfit,quarterlyBasicAverageShares,quarterlyBeginningCashPosition,annualOtherIncomeExpense,trailingGrossProfit,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,annualCapitalExpenditure,trailingDeferredIncomeTax,annualCurrentAccruedExpenses,quarterlyStockholdersEquity,annualTaxProvision,quarterlyNetOtherInvestingChanges,annualCurrentDebt,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,annualInventory,trailingCostOfRevenue,quarterlyNetPPE,trailingResearchAndDevelopment,annualCapitalStock,quarterlyTaxProvision,annualCurrentDeferredRevenue,annualTotalRevenue,annualCostOfRevenue,annualOtherCurrentAssets,trailingChangeInInventory,annualResearchAndDevelopment,quarterlyOtherNonCashItems,annualTotalNonCurrentAssets,quarterlyEbitda,annualGrossProfit,trailingDepreciationAndAmortization,quarterlyStockBasedCompensation,annualFreeCashFlow,annualStockBasedCompensation,trailingTaxProvision,annualNetOtherFinancingCharges,quarterlyChangeInWorkingCapital,annualNonCurrentDeferredTaxesLiabilities,annualAccumulatedDepreciation,quarterlyDeferredIncomeTax,quarterlyCashFlowFromContinuingFinancingActivities,annualPurchaseOfBusiness,annualOperatingExpense,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,annualNetIncomeContinuousOperations,quarterlyRetainedEarnings,trailingSellingGeneralAndAdministration,quarterlyCommonStockIssuance,trailingOtherNonCashItems,quarterlyResearchAndDevelopment,trailingOperatingExpense,trailingNetIncomeContinuousOperations,quarterlyTotalRevenue,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,quarterlyPretaxIncome,quarterlyDilutedEPS,quarterlyPurchaseOfBusiness,annualBasicAverageShares,quarterlyCurrentAssets,trailingNetIncome,quarterlyCurrentLiabilities,trailingFreeCashFlow,quarterlyGrossPPE,annualTotalLiabilitiesNetMinorityInterest,quarterlyIncomeTaxPayable,quarterlyOperatingIncome,annualChangeInInventory,trailingPurchaseOfBusiness,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredRevenue,trailingBasicAverageShares,trailingRepurchaseOfCapitalStock,trailingBasicEPS,trailingDilutedEPS,trailingDilutedAverageShares,trailingInterestExpense
,,,,553188339.0,,1344629000.0,0.0,,,,,,,,0.0,,397292000.0,132328000.0,12739000.0,,344894000.0,,155057000.0,,,12712000.0,,,,97262000.0,,,97262000.0,,,120655000.0,,,,,,,,97262000.0,0.0,,,,12712000.0,0.196885,713180000.0,41656000.0,402530000.0,,,-120404000.0,,,,,,145723000.0,,,,,402530000.0,89616000.0,,61000.0,,,-99450000.0,,63046000.0,,,324145000.0,,15914000.0,,0.0,,,,,,,82081000.0,,,,98882000.0,22034000.0,,,,,,,,,24541000.0,,,,,,156376000.0,,0.0,,,,17818000.0,282802000.0,497112921.0,389791000.0,,,,,,,,,,1020484000.0,,0.0,,,-32700000.0,,,26798000.0,,,43014000.0,,,,,,,,,200125000,,,,,,,,-108806000.0,,,25282000.0,17532000.0,,,310650000.0,,,343041000.0,,17532000.0,,25068000.0,,,680094000,85668000.0,-3587000.0,140276000.0,0.177196,,,1212301000.0,,311433000.0,,59498000.0,,,137079000,,,,,,,,,,
,,,138335000.0,,197663000.0,1306963000.0,,,109144000.0,-868723000.0,,,,0.277507,0.0,,141544000.0,184499000.0,212510000.0,,109144000.0,761150000.0,98067000.0,,,,1099912000.0,,,3573000.0,184571000.0,-143896000.0,3573000.0,,346614000.0,44727000.0,,1306963000.0,,72654000.0,145501000.0,,313608000.0,3573000.0,0.0,,,,,,840864000.0,48018000.0,313608000.0,,,-626684000.0,108984000.0,,557706057.0,30490000.0,215309000.0,65216000.0,,,207051000.0,,313608000.0,105815000.0,527256000.0,70000.0,,105815000.0,54395000.0,72654000.0,12077000.0,,,207051000.0,,20153000.0,,0.0,,0.247506,20153000.0,330072000.0,,11618000.0,112020000.0,0.0,313608000.0,840864000.0,117678000.0,-6362000.0,,,277000.0,,1122464000.0,165120000.0,,68923000.0,709372000.0,,878000.0,138335000.0,,,108984000.0,,0.0,289797000.0,,,11618000.0,62317000.0,,402530000.0,471000.0,,0.0,,,148488000.0,-14941000.0,,98067000.0,1099912000.0,59328000.0,-21382000.0,,,-38433000.0,48018000.0,,30490000.0,,0.0,-1334000.0,,1405857000.0,844946000.0,117678000.0,,86543000.0,,184499000.0,9178000,560911000.0,,,200368000.0,,,0.0,97082000.0,,-38433000.0,-33336000.0,42520000.0,,376340000.0,527256000.0,-122271000.0,138335000.0,346614000.0,,42520000.0,,20489000.0,,,203861000,118931000.0,-6911000.0,2239000.0,,,500032832.0,1122464000.0,,207051000.0,,68923000.0,207051000.0,,-2899000,-21591000.0,,,,,,,,,
,,,,538269209.0,,1267447000.0,,,,,,,,,0.0,,172270000.0,197642000.0,-71267000.0,,94804000.0,,88558000.0,,,93000.0,,,,-3585000.0,,,-3585000.0,,,64469000.0,,,,,,,,-3585000.0,1343000.0,,,,,-0.0075,785899000.0,45136000.0,242341000.0,,,-73756000.0,,,,,,82271000.0,,,,,242341000.0,119132000.0,,62000.0,,,-26520000.0,,24993000.0,,,154098000.0,,11063000.0,,0.0,,,,,,,-59706000.0,,,,135398000.0,2882000.0,,,,,,,,,66892000.0,,,,,,65447000.0,,0.0,,,,5760000.0,68823000.0,538269209.0,313608000.0,,,,,,,,,,1113349000.0,,-14425000.0,,,-38433000.0,,,31911000.0,,,-2515000.0,,,,,,,,,11545000,,,,,,,,-72005000.0,,,-9304000.0,13169000.0,,,543558000.0,,,343029000.0,,13169000.0,,17802000.0,,,241093000,-54475000.0,-5231000.0,-6100000.0,-0.0075,,,1069805000.0,,154005000.0,,70344000.0,,,-13448000,,,,,,,,,,
,,,,725659191.0,,1297501000.0,,,,,,,,,0.0,,141458000.0,215239000.0,-39256000.0,,116879000.0,,85759000.0,,,656000.0,,,,-13242000.0,,,-13242000.0,,,79557000.0,,,,,,,,-13242000.0,4000.0,,,,,-0.01875,750259000.0,52035000.0,203085000.0,,,-58906000.0,,,,,,107629000.0,,,,,203085000.0,117508000.0,,51000.0,,,-12942000.0,,25544000.0,,,177253000.0,,13882000.0,,0.0,,,,,,,-47285000.0,,,,151473000.0,-6899000.0,,,,,,,,,65964000.0,,,,,,90838000.0,,0.0,,,,3007000.0,81082000.0,725659191.0,242341000.0,,,,,,,,,,1120248000.0,,-12508000.0,,,-38433000.0,,,35668000.0,,,-6975000.0,,,,,,,,,-1003000,,,,,,,,-45097000.0,,,-15693000.0,14195000.0,,,547174000.0,,,329787000.0,,14195000.0,,28072000.0,,,222540000,-39793000.0,-7492000.0,-20217000.0,-0.01875,,,1082262000.0,,176597000.0,,74101000.0,,,-26547000,,,,,,,,,,
,,,,597504000.0,,1595954000.0,,,,,,,,,0.0,,498325000.0,269506000.0,63984000.0,,414492000.0,,171384000.0,,,1216000.0,,,,67945000.0,,,67945000.0,,,180711000.0,,,,,,,,67945000.0,2948000.0,,,,,0.125,764606000.0,84828000.0,267069000.0,,,-10500000.0,,,,,,233850000.0,,,,,267069000.0,180535000.0,,85000.0,,,44049000.0,,128334000.0,,,386474000.0,,13033000.0,,0.0,,,,,,,2885000.0,,,,53661000.0,-32793000.0,,,,,,,,,49648000.0,,,,,,213874000.0,,0.0,,,,-687000.0,317917000.0,549930000.0,203085000.0,,,,,,,,,,1209480000.0,,12352000.0,,,-38433000.0,,,39180000.0,,,25284000.0,,,,,,,,,212401000,,,,,,,,-208317000.0,,,14178000.0,10486000.0,,,497537000.0,,,397732000.0,,10486000.0,,53139000.0,,,816242000,10336000.0,-7451000.0,93229000.0,0.115,,,1326448000.0,,385258000.0,,77613000.0,,,84067000,,,,,,,,,,
,,,41899000.0,,48587000.0,1419523000.0,,,28782000.0,-242568000.0,,,,0.075,0.0,,128309000.0,303468000.0,87262000.0,100446000.0,28782000.0,201568000.0,103169000.0,,,1776000.0,1225584000.0,,,-9219000.0,17957000.0,-85796000.0,-9219000.0,,388513000.0,53162000.0,100446000.0,1419523000.0,,45088000.0,188703000.0,,354331000.0,-9219000.0,2000.0,,,,,,944960000.0,61483000.0,354331000.0,,,-99406000.0,88994000.0,,598874000.0,45368000.0,86007000.0,85931000.0,,1776000.0,192163000.0,,354331000.0,102432000.0,590629000.0,64000.0,,102432000.0,-90383000.0,45088000.0,9832000.0,,,193939000.0,,1409000.0,,0.0,,0.07,1409000.0,206660000.0,,13336000.0,159707000.0,-7500000.0,354331000.0,944960000.0,71166000.0,23345000.0,,,262000.0,,1116055000.0,313608000.0,,93199000.0,19064000.0,,-28677000.0,41899000.0,,,88994000.0,,0.0,377899000.0,,,13336000.0,59816000.0,,267069000.0,4297000.0,,0.0,,,40723000.0,-30406000.0,,103169000.0,1225584000.0,6688000.0,7081000.0,,,-47831000.0,61483000.0,,45368000.0,,0.0,-9106000.0,,1468000000.0,940362000.0,71166000.0,,131782000.0,,303468000.0,-16283000,527638000.0,,,55601000.0,,,0.0,183124000.0,,-47831000.0,-17858000.0,7238000.0,,509681000.0,590629000.0,-142295000.0,41899000.0,388513000.0,,7238000.0,,32769000.0,,,188125000,169939000.0,-10232000.0,-18325000.0,,,546354000.0,1116055000.0,,192163000.0,,93199000.0,193939000.0,,-26115000,-13465000.0,,,,,,,,,
,,,,556670000.0,,1437402000.0,,,,,,,,,0.0,,137789000.0,373421000.0,-109308000.0,,65361000.0,,88264000.0,,,40960000.0,,,,-17826000.0,,,-17826000.0,,,57644000.0,180646000.0,,,,,,,-17826000.0,2000.0,,,,,-0.03,792576000.0,64095000.0,245023000.0,,,-63455000.0,,,,,,83066000.0,,,,,245023000.0,86172000.0,,83000.0,,,-15619000.0,,25561000.0,,,202568000.0,,4113000.0,,0.0,,,,,,,-104303000.0,,,,129704000.0,1012000.0,,,,,,,,,80967000.0,,,,,,73344000.0,,0.0,,,,1469000.0,50280000.0,556670000.0,354331000.0,,,,,,,,,,1234834000.0,,0.0,,,-47831000.0,,,43986000.0,,,-6685000.0,,,,,,,5203000.0,,-7225000,,,,,,,,-107924000.0,,,-6684000.0,4837000.0,,,547553000.0,,,370687000.0,,4837000.0,,25422000.0,,,188069000,-101672000.0,-2631000.0,-24511000.0,-0.03,,,1063981000.0,,161608000.0,,91817000.0,,,-32786000,,,,,,,,,,
,,,,561254000.0,,1533029000.0,,,,,,,,,0.0,,141078000.0,453394000.0,-55302000.0,,97086000.0,,169195000.0,,,41070000.0,,,,-24302000.0,,,-24302000.0,,,58896000.0,188254000.0,,,,,,,-24302000.0,0.0,,,,,-0.045,747395000.0,71063000.0,189721000.0,,,-83823000.0,,,,,,84504000.0,,,,,189721000.0,93194000.0,,,,,-1251000.0,,9241000.0,,,293683000.0,,5676000.0,,4405000.0,,,,,,,-72508000.0,,,,157607000.0,-6968000.0,,,,,,,,,100026000.0,,,,,,83418000.0,,0.0,,,,12575000.0,47094000.0,561254000.0,245023000.0,,,,,,,,,,1239346000.0,,-12500000.0,,,-47831000.0,,,45185000.0,,,-5076000.0,,,,,,,7020000.0,,-28169000,,,,,,,,4390000.0,,,-63465000.0,11490000.0,,,557674000.0,,,299379000.0,,7085000.0,,25608000.0,,,188172000,-67599000.0,-4909000.0,-29378000.0,-0.045,,,1079635000.0,,252613000.0,,93016000.0,,,-37410000,,,,,,,,,,
,,,,614350000.0,,1891470000.0,,,,,,,,,0.0,,483180000.0,407092000.0,178189000.0,,456589000.0,,247581000.0,,,41128000.0,,,,142820000.0,,,142820000.0,,,130797000.0,188398000.0,,,,,,,142820000.0,1823000.0,,,,,0.255,805200000.0,85680000.0,367910000.0,,,-68443000.0,,,,,,167959000.0,,,,,367910000.0,80488000.0,,16000.0,,,118837000.0,,55859000.0,,,482584000.0,,5941000.0,,4607000.0,,,,,,,38288000.0,,,,132643000.0,-14617000.0,,,,,,,,,180346000.0,,,,,,193875000.0,,0.0,,,,18659000.0,341079000.0,565024000.0,189721000.0,,,,,,,,,,1408886000.0,,12500000.0,,,-47831000.0,,,46713000.0,,,40024000.0,,,,,,,8575000.0,,228979000,,,,,,,,-198474000.0,,,36895000.0,11641000.0,,,437290000.0,,,442199000.0,,7034000.0,,37162000.0,,,824259000,43854000.0,-5566000.0,182844000.0,0.23,,,1484378000.0,,441456000.0,,94544000.0,,,173120000,,,,,,,,,,
,,,85787000.0,,109825000.0,1793947000.0,,,148694000.0,-479533000.0,,,,0.155,0.0,,216007000.0,392714000.0,16499000.0,195374000.0,148694000.0,492771000.0,204652000.0,,,41246000.0,1411532000.0,2326000.0,,-14422000.0,73147000.0,-35242000.0,-14422000.0,,427777000.0,80941000.0,195374000.0,1793947000.0,,27968000.0,147133000.0,,384409000.0,-14422000.0,-2000.0,,,,,,954849000.0,91231000.0,384409000.0,,,-263812000.0,136517000.0,,610678000.0,46540000.0,27162000.0,125619000.0,,41246000.0,341169000.0,,384409000.0,95633000.0,570440000.0,17000.0,,95633000.0,-137209000.0,18956000.0,56472000.0,,,382415000.0,,6376000.0,,0.0,,0.14,6376000.0,220280000.0,,20202000.0,147750000.0,0.0,384409000.0,954849000.0,154895000.0,-5551000.0,,,97000.0,,1401233000.0,354331000.0,,106604000.0,131432000.0,,-44092000.0,85787000.0,,,136517000.0,,0.0,328727000.0,,,20202000.0,96505000.0,,367910000.0,1823000.0,,0.0,,,30078000.0,-17935000.0,,204652000.0,1411532000.0,24038000.0,0.0,,,-60064000.0,91231000.0,,46540000.0,,0.0,-4045000.0,,1513012000.0,978065000.0,154895000.0,,133073000.0,-18472000.0,392714000.0,27358000,534947000.0,,,9227000.0,,,9012000.0,139839000.0,,-60064000.0,-10838000.0,0.0,,461800000.0,570440000.0,-162169000.0,85787000.0,427777000.0,,0.0,,44678000.0,,,312512000,152579000.0,-4829000.0,-18467000.0,,,562228000.0,1401233000.0,,341169000.0,,106604000.0,382415000.0,,-29114000,-26124000.0,,,,,,,,,
,,,,623986000.0,,1839066000.0,,,,,,,,,0.0,,327960000.0,395986000.0,-40428000.0,,197964000.0,,249940000.0,,,17971000.0,,,,27826000.0,,,27826000.0,,,104506000.0,221049000.0,,,,,,,27826000.0,0.0,,,,,0.05,963796000.0,92529000.0,343981000.0,,,-187495000.0,,,,,,137403000.0,,,,,343981000.0,77825000.0,,24000.0,,,-61051000.0,,86391000.0,,,377573000.0,,6473000.0,,370000.0,,,,,,,-842000.0,,,,138594000.0,-1298000.0,,,,,,,,,145864000.0,,,,,,109662000.0,,0.0,,,,22517000.0,167495000.0,567126000.0,384409000.0,,,,,,,,,,1461493000.0,,-8413000.0,,,-60064000.0,,,48706000.0,,,13828000.0,,,,,,,8190000.0,,116483000,,,,,,,,-123207000.0,,,7306000.0,11552000.0,,,619815000.0,,,455603000.0,,11182000.0,,32897000.0,,,495455000,6506000.0,-7348000.0,41654000.0,0.045,,,1443080000.0,,359602000.0,,108770000.0,,,30092000,,,,,,,,,,
,,,,626526000.0,,1961200000.0,,,,,,,,,0.0,,204956000.0,494316000.0,48548000.0,,109725000.0,,255266000.0,,,18325000.0,,,,698000.0,,,698000.0,,,89250000.0,280248000.0,,,,,,,698000.0,0.0,,,,,0.0,961760000.0,189033000.0,392529000.0,,,-191232000.0,,,,,,122335000.0,,,,,392529000.0,111578000.0,,37000.0,,,-20849000.0,,29054000.0,,,431650000.0,,10738000.0,,7771000.0,,,,,,,31988000.0,,,,146334000.0,-96504000.0,,,,,,,,,268369000.0,,,,,,158059000.0,,0.0,,,,27358000.0,112790000.0,574630000.0,343981000.0,,,,,,,,,,1529550000.0,,-25000000.0,,,-60064000.0,,,53500000.0,,,1889000.0,,,,,,,7897000.0,,19509000,,,,,,,,9890000.0,,,-8633000.0,26851000.0,,,569231000.0,,,456301000.0,,19080000.0,,33085000.0,,,317746000,39893000.0,-7905000.0,2587000.0,0.0,,,1466884000.0,,413325000.0,,113564000.0,,,-9545000,,,,,,,,,,
,,,,632944000.0,,2613114000.0,,,,,,,,,0.0,,762290000.0,435753000.0,256130000.0,,704075000.0,,482367000.0,,,21009000.0,,,,272196000.0,,,272196000.0,,,191159000.0,279297000.0,,,,,,,272196000.0,2000.0,,,,,0.465,1188573000.0,153423000.0,648659000.0,,,-128864000.0,,,,,,315660000.0,,,,,648659000.0,92495000.0,,52000.0,,,22350000.0,,92653000.0,,,746714000.0,,9639000.0,,42407000.0,,,,,,,178011000.0,,,,110738000.0,35610000.0,,,,,,,,,129217000.0,,,,,,243338000.0,,0.0,,,,23940000.0,720194000.0,582352000.0,392529000.0,,,,,,,,,,1866400000.0,,29278000.0,,,-60064000.0,,,54203000.0,,,144356000.0,,,,,,,20035000.0,,497187000,,,,,,,,-277176000.0,,,77585000.0,51109000.0,,,539914000.0,,,728497000.0,,8702000.0,,124501000.0,,,1482484000,185508000.0,-7497000.0,416552000.0,0.43,,,2177361000.0,,725705000.0,,114267000.0,,,404534000,,,,,,,,,,
,,,344883000.0,,530868000.0,2530673000.0,,,203420000.0,-556643000.0,,,,0.595,156001000.0,,350229000.0,551278000.0,747591000.0,279161000.0,203420000.0,984938000.0,270174000.0,,,26710000.0,1947892000.0,53749000.0,,44163000.0,479614000.0,326291000.0,44163000.0,,772660000.0,118637000.0,279161000.0,2530673000.0,,105163000.0,243547000.0,,1396250000.0,44163000.0,1101000.0,,,,,,1449212000.0,146874000.0,1396250000.0,,,-49052000.0,129896000.0,,629462000.0,54528000.0,573500000.0,197689000.0,,26710000.0,556071000.0,,1396250000.0,78494000.0,52962000.0,25000.0,,78494000.0,385841000.0,48012000.0,35449000.0,,,582781000.0,,106270000.0,,6603000.0,,0.55,106270000.0,723161000.0,,26352000.0,334943000.0,-4050000.0,1396250000.0,1449212000.0,138647000.0,6549000.0,,,138000.0,,1979395000.0,384409000.0,,132574000.0,441488000.0,,24550000.0,344883000.0,,,129896000.0,,0.0,503552000.0,,,26352000.0,252222000.0,,648659000.0,1103000.0,,156001000.0,,,1011841000.0,-29400000.0,,270174000.0,1947892000.0,185985000.0,85000.0,,,-78046000.0,146874000.0,,54528000.0,,0.0,25912000.0,,2898136000.0,1645435000.0,138647000.0,,269535000.0,17627000.0,551278000.0,89982000,1252701000.0,,,544100000.0,,,57151000.0,296845000.0,,-78046000.0,-51708000.0,15651000.0,,773087000.0,52962000.0,-93648000.0,344883000.0,772660000.0,,9048000.0,,79052000.0,,,602451000,341593000.0,-6650000.0,70075000.0,,,577914000.0,1979395000.0,,556071000.0,,132574000.0,582781000.0,,54533000,-55643000.0,,,,,,,,,
,,,,646972000.0,,2748556000.0,,,,,,,,,0.0,,380174000.0,605763000.0,-203896000.0,,400989000.0,,445971000.0,,,24014000.0,,,,59015000.0,,,59015000.0,,,143854000.0,320706000.0,,,,,,,59015000.0,0.0,,,,,0.1,1252714000.0,229409000.0,1192354000.0,,,,,,,,,193894000.0,,,,,1192354000.0,81287000.0,,,,,-21413000.0,,30188000.0,,,645572000.0,,111443000.0,,15834000.0,,,,,,,-236211000.0,,,,194143000.0,-82535000.0,,,,,,,,,33029000.0,,,,,,175587000.0,,0.0,,,,25327000.0,274029000.0,592646000.0,1396250000.0,,,,,,,,,,2102984000.0,,-40298000.0,,,-78046000.0,,,62330000.0,,,32068000.0,,,,,,,13388000.0,,110323000,,,,,,,,-304214000.0,,,-20339000.0,38997000.0,,,60360000.0,,,831675000.0,,23163000.0,,50040000.0,,,654203000,-222067000.0,-14144000.0,91083000.0,0.09,,,2142793000.0,,621558000.0,,140376000.0,,,80135000,,,,,,,,,,
,,,,1271000000.0,,13741000000.0,169000000.0,,,,,,,,0.0,,408000000.0,9540000000.0,,,316000000.0,,557000000.0,,,865000000.0,,,,-108000000.0,,,-108000000.0,,,236000000.0,7270000000.0,,,,,,,-108000000.0,-54000000.0,,,,696000000.0,-0.08,2936000000.0,377000000.0,2842000000.0,206000000.0,,,,,,,,436000000.0,,,,,,1915000000.0,,,,,,,,,,1966000000.0,,107000000.0,,,,,,,,,,,,,344000000.0,,,,,,,,,,,,,,,,338000000.0,,0.0,,,,13000000.0,303000000.0,1271000000.0,,,,,,,,,,,11775000000.0,,,,,-78046000.0,,,168000000.0,,,-62000000.0,,,,,,,,,-133000000,,,,,,,,,,,,,,,94000000.0,,,-403000000.0,,,,200000000.0,,,711000000,,,-170000000.0,-0.08,,,4201000000.0,,1101000000.0,,246046000.0,,,-133000000,,,,,,,,,,
,,,-107000000.0,,-187000000.0,14701000000.0,239000000.0,,1210000000.0,,,,,-0.11,350000000.0,,1233000000.0,9206000000.0,116000000.0,7227000000.0,1210000000.0,,492000000.0,,,854000000.0,11527000000.0,97000000.0,,-71000000.0,-140000000.0,1101000000.0,-71000000.0,,-474000000.0,343000000.0,7227000000.0,14701000000.0,,1488000000.0,561000000.0,,2958000000.0,-71000000.0,-25000000.0,,,,615000000.0,,3002000000.0,262000000.0,2958000000.0,923000000.0,,,555000000.0,,946000000.0,149000000.0,379000000.0,521000000.0,,854000000.0,2320000000.0,,2958000000.0,1717000000.0,44000000.0,,,1717000000.0,23000000.0,1753000000.0,297000000.0,,,3174000000.0,-128000000.0,113000000.0,,4000000.0,239000000.0,-0.11,113000000.0,421000000.0,,-43000000.0,232000000.0,27000000.0,2958000000.0,3002000000.0,485000000.0,115000000.0,,,3000000.0,,5495000000.0,62000000.0,,396000000.0,,,-432000000.0,-107000000.0,-126000000.0,,555000000.0,,0.0,735000000.0,,,-43000000.0,406000000.0,,2842000000.0,-80000000.0,,350000000.0,,,2896000000.0,-46000000.0,,492000000.0,11527000000.0,-80000000.0,62000000.0,,,-247000000.0,262000000.0,,149000000.0,,0.0,-58000000.0,923000000.0,3026000000.0,1839000000.0,485000000.0,,592000000.0,41000000.0,9206000000.0,182000000,1187000000.0,,,333000000.0,,,-137000000.0,303000000.0,615000000.0,-247000000.0,-323000000.0,-119000000.0,,1327000000.0,44000000.0,253000000.0,-107000000.0,-474000000.0,,3000000.0,,178000000.0,,,1639000000,254000000.0,-22000000.0,-129000000.0,,,946000000.0,5495000000.0,,2320000000.0,,396000000.0,3174000000.0,,-115000000,-20000000.0,,,,,,,,,
,,,,1359000000.0,,13651000000.0,181000000.0,,,,,,,,0.0,,484000000.0,9141000000.0,30000000.0,,185000000.0,,504000000.0,,,889000000.0,,,79000000.0,189000000.0,,,189000000.0,,,186000000.0,7213000000.0,,,,,,,189000000.0,-5000000.0,,,,708000000.0,0.14,3030000000.0,230000000.0,2988000000.0,647000000.0,,,,,,,,303000000.0,,,,,2988000000.0,1688000000.0,,,,,-7000000.0,,137000000.0,,,2203000000.0,,23000000.0,,17000000.0,,,,,,,317000000.0,,,,494000000.0,32000000.0,,,,,,,,,3000000.0,,,,-313000000.0,1026000000.0,163000000.0,,0.0,,-392000000.0,,-46000000.0,497000000.0,1308000000.0,2958000000.0,,,,,,,,,,11448000000.0,,0.0,,,,,,138000000.0,,,0.0,,,,,,,3000000.0,,331000000,,,30000000.0,,,,,-68000000.0,,,56000000.0,-289000000.0,,,42000000.0,,,-285000000.0,,7000000.0,,117000000.0,,,981000000,327000000.0,-10000000.0,189000000.0,0.14,,,4510000000.0,,1314000000.0,,,,,194000000,,,,,,,,,,
,,,,1332000000.0,,13519000000.0,198000000.0,,,,,,,,0.0,,472000000.0,9009000000.0,-260000000.0,,282000000.0,,533000000.0,,,897000000.0,,,23000000.0,195000000.0,,,195000000.0,,,210000000.0,7176000000.0,,,,,,,195000000.0,-15000000.0,,,,699000000.0,0.15,2830000000.0,198000000.0,2728000000.0,423000000.0,,,,,,,,333000000.0,,,,,2728000000.0,1227000000.0,,,,,-17000000.0,,146000000.0,,,1988000000.0,,449000000.0,,39000000.0,,,,,,,-132000000.0,,,,408000000.0,32000000.0,,,,,,,,,2000000.0,,,,-229000000.0,-98000000.0,135000000.0,,0.0,,-29000000.0,,-14000000.0,566000000.0,1289000000.0,2988000000.0,,,,,,,,,,11531000000.0,,-5000000.0,,,,,,134000000.0,,,23000000.0,,,,,,,-2000000.0,,233000000,,,43000000.0,,,,,-288000000.0,,,-174000000.0,-152000000.0,,,102000000.0,,,-90000000.0,,38000000.0,,123000000.0,,,1038000000,-118000000.0,-14000000.0,218000000.0,0.15,,,4510000000.0,,1091000000.0,,,,,233000000,,,,,,,,,,
