date,annualPurchaseOfBusiness,annualOtherNonCashItems,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,annualStockholdersEquity,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,trailingOtherNonCashItems,quarterlyNetOtherFinancingCharges,trailingStockBasedCompensation,annualDepreciationAndAmortization,annualNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,annualStockBasedCompensation,trailingSaleOfInvestment,quarterlyOtherIncomeExpense,annualInvestingCashFlow,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyInventory,quarterlyOperatingCashFlow,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,annualDilutedAverageShares,quarterlyAccumulatedDepreciation,annualPurchaseOfInvestment,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,annualAccountsReceivable,trailingOperatingCashFlow,annualCapitalStock,trailingCashDividendsPaid,trailingPretaxIncome,annualDilutedEPS,trailingNetIncome,annualGoodwill,quarterlyPurchaseOfBusiness,quarterlyNetPPE,quarterlyPretaxIncome,annualOtherIntangibleAssets,annualBasicAverageShares,annualGrossProfit,quarterlyTaxProvision,annualInventory,annualCurrentLiabilities,quarterlyOtherShortTermInvestments,annualOperatingCashFlow,annualEbitda,trailingNetOtherInvestingChanges,quarterlyDilutedEPS,quarterlyCommonStockIssuance,annualNetPPE,quarterlyFreeCashFlow,trailingChangeInWorkingCapital,annualOtherNonCurrentLiabilities,quarterlyChangesInAccountReceivables,quarterlyOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,annualChangeInCashSupplementalAsReported,quarterlyTotalNonCurrentAssets,annualOtherCurrentLiabilities,annualNetOtherInvestingChanges,annualTotalRevenue,annualGainsLossesNotAffectingRetainedEarnings,annualRepaymentOfDebt,trailingGrossProfit,trailingTotalRevenue,trailingPurchaseOfInvestment,trailingOtherIncomeExpense,quarterlyBasicAverageShares,annualEndCashPosition,trailingInterestExpense,quarterlySaleOfInvestment,annualCashFlowFromContinuingFinancingActivities,quarterlyTotalAssets,trailingOperatingIncome,quarterlyNetIncomeCommonStockholders,annualPretaxIncome,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,annualOperatingIncome,quarterlyGainsLossesNotAffectingRetainedEarnings,annualGrossPPE,annualAccountsPayable,trailingInvestingCashFlow,quarterlyCapitalStock,annualOtherIncomeExpense,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,trailingChangeInCashSupplementalAsReported,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyOperatingIncome,quarterlyBasicEPS,trailingNetIncomeContinuousOperations,quarterlyTotalRevenue,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyChangeInAccountPayable,annualInvestmentsAndAdvances,quarterlyEndCashPosition,annualOperatingExpense,trailingRepurchaseOfCapitalStock,annualCurrentAccruedExpenses,trailingNetOtherFinancingCharges,quarterlyGrossProfit,quarterlyTotalLiabilitiesNetMinorityInterest,annualCapitalExpenditure,trailingDeferredIncomeTax,annualCashAndCashEquivalents,trailingSellingGeneralAndAdministration,annualCurrentDeferredRevenue,annualNetIncomeContinuousOperations,annualCurrentAssets,trailingCostOfRevenue,annualChangesInAccountReceivables,trailingBeginningCashPosition,quarterlyIncomeTaxPayable,quarterlyCurrentLiabilities,annualInterestExpense,quarterlyGrossPPE,quarterlyCashDividendsPaid,quarterlyInvestingCashFlow,trailingChangesInAccountReceivables,annualOtherShortTermInvestments,annualNetOtherFinancingCharges,trailingOperatingExpense,annualAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,annualDeferredIncomeTax,annualNetIncomeCommonStockholders,quarterlyRetainedEarnings,annualRepurchaseOfCapitalStock,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,annualOtherNonCurrentAssets,annualChangeInWorkingCapital,quarterlyStockholdersEquity,annualBasicEPS,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyDilutedAverageShares,quarterlyCostOfRevenue,annualCommonStockIssuance,annualRetainedEarnings,annualFreeCashFlow,quarterlyCurrentAssets,quarterlyNetOtherInvestingChanges,trailingFreeCashFlow,quarterlyGoodwill,quarterlyOperatingExpense,annualNetIncome,quarterlyCurrentDeferredRevenue,trailingNetIncomeCommonStockholders,quarterlyLongTermDebt,quarterlySellingGeneralAndAdministration,annualOtherCurrentAssets,annualCashDividendsPaid,quarterlyOtherNonCurrentLiabilities,annualCostOfRevenue,annualLongTermDebt,annualBeginningCashPosition,quarterlyRepaymentOfDebt,annualTaxProvision,annualCurrentDebt,annualTotalAssets,annualSellingGeneralAndAdministration,trailingTaxProvision,quarterlyOtherCurrentAssets,annualTotalNonCurrentAssets,trailingBasicAverageShares,trailingCommonStockIssuance,annualResearchAndDevelopment,trailingPurchaseOfBusiness,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredRevenue,trailingBasicEPS,trailingDilutedEPS,trailingRepaymentOfDebt,quarterlyResearchAndDevelopment,quarterlyChangeInInventory,annualIncomeTaxPayable,annualChangeInInventory,trailingChangeInInventory,trailingChangeInAccountPayable,trailingResearchAndDevelopment,trailingDilutedAverageShares
1999-05-31,,,,,-3600000.0,435800000.0,-12700000.0,,,0.0,,32900000.0,,520200000.0,,,3600000.0,-108400000.0,37900000.0,37900000.0,,45400000.0,,14100000.0,373182000.0,-102600000.0,-811000000.0,,-1900000.0,1422000000.0,,,,,,0.373333,,,,65900000.0,55900000.0,,368281500.0,478200000.0,18000000.0,,1432300000.0,,174100000.0,220400000.0,,,2100000.0,65900000.0,41800000.0,,,,,52700000.0,17100000.0,80000000.0,1422000000.0,204500000.0,1175400000.0,,,,,,,,0.0,,137100000.0,-48600000.0,1873100000.0,,37900000.0,200100000.0,,9100000.0,-239700000.0,,187500000.0,,168500000.0,10300000.0,,,12600000.0,0.0,52700000.0,,,52700000.0,52400000.0,,,304900000.0,10300000.0,-3700000.0,1700000.0,,,0.0,290700000.0,,,,127500000.0,1437300000.0,-22100000.0,,52700000.0,,,139100000.0,1793100000.0,,,,,1432300000.0,,168500000.0,-14800000.0,-34600000.0,,,0.0,,-102600000.0,,61500000.0,-400000.0,139100000.0,362300000.0,,,5000000.0,,,14100000.0,3500000.0,435800000.0,0.38,1437300000.0,5000000.0,,,,177400000.0,5500000.0,362300000.0,152000000.0,1793100000.0,71600000.0,,,75100000.0,139100000.0,,,,66000000.0,1659400000.0,-54100000.0,,697200000.0,,35600000.0,,61000000.0,,1873100000.0,257800000.0,,1659400000.0,80000000.0,,,,,,,,,,,,,,,,,
1999-08-31,,,,,-5000000.0,,-13400000.0,,,0.0,,,,,,,3700000.0,,43000000.0,43000000.0,,60600000.0,,13000000.0,,-102700000.0,,,16500000.0,1488600000.0,,,,,,,,,,65500000.0,62300000.0,,,,19300000.0,,,309800000.0,,,,0.073333,1400000.0,,55600000.0,,,,,,,78500000.0,,,,,,,,,,369886500.0,,,172100000.0,,1967900000.0,,43000000.0,,,8800000.0,-255200000.0,,,-2400000.0,,,,2500000.0,,52700000.0,69200000.0,,,379000000.0,58700000.0,0.073333,,166400000.0,11800000.0,6700000.0,1400000.0,,,69200000.0,,,,,135800000.0,1505400000.0,,,,,,,,,,,,1500400000.0,,168200000.0,-14800000.0,-30700000.0,,,,,,,67500000.0,,,390500000.0,,,,,,,,462500000.0,,,5000000.0,,,369886500.0,30600000.0,,,,1889400000.0,57400000.0,,,77100000.0,,,,,68300000.0,,,,,,,,,,,,,1421700000.0,,,,,,,,,,,,,,,,,,
1999-11-30,,,,,-7500000.0,,-18000000.0,,,0.0,,,,,,,3900000.0,,45800000.0,45800000.0,,36700000.0,,17900000.0,,-107900000.0,,,-45300000.0,1515400000.0,,,,,,,,,,67400000.0,66400000.0,,,,20600000.0,,,358100000.0,,,,0.08,4200000.0,,29200000.0,,,,,,,85300000.0,,,,,,,,,,370705500.0,,,112700000.0,,2027400000.0,,45800000.0,,,8900000.0,-200300000.0,,,-3200000.0,,,,2500000.0,,69200000.0,23800000.0,,,381900000.0,62500000.0,0.086667,,172400000.0,10900000.0,-21400000.0,2100000.0,,,23800000.0,,,,,139900000.0,1531600000.0,,,,,,,,,,,,1526300000.0,,175300000.0,-22200000.0,-64000000.0,,,,,,,71400000.0,,,414100000.0,,,,,,,,495800000.0,,,5300000.0,,,370705500.0,32500000.0,,,,1942100000.0,31100000.0,,,77400000.0,,,,,68500000.0,,,,,,,,,,,,,1455900000.0,,,,,,,,,,,,,,,,,,
2000-02-29,,,,,-11900000.0,,-19000000.0,,,0.0,,,,,,,4000000.0,,49600000.0,49600000.0,,95600000.0,,17800000.0,,-112100000.0,,,40900000.0,1923400000.0,,,,,,,,,,72800000.0,71900000.0,,,,22300000.0,,,373700000.0,,,,0.133333,3300000.0,,83700000.0,,,,,,,90600000.0,,,,,,,,,,370972500.0,,,174200000.0,,2469600000.0,,49600000.0,,,9200000.0,-168300000.0,,,-7000000.0,,,,2500000.0,,23800000.0,64800000.0,,,438500000.0,67900000.0,0.133333,,192200000.0,12800000.0,42200000.0,-7100000.0,,,64800000.0,,,,,155400000.0,1941300000.0,,,,,,,,,,,,1936200000.0,,184900000.0,-22300000.0,-35700000.0,,,,,,,77100000.0,,,441400000.0,,,,,,,,528300000.0,,,5100000.0,,,377722500.0,36800000.0,,,,2379000000.0,-29700000.0,,,87500000.0,,,,,78300000.0,,,,,,,,,,,,,1845300000.0,,,,,,,,,,,,,,,,,,
2000-05-31,,,,,-8488000.0,563432000.0,-20010000.0,,,-69000.0,,36484000.0,,730954000.0,,,4879000.0,-184174000.0,51607000.0,51607000.0,,56128000.0,,9549000.0,375081000.0,-117494000.0,-1301811000.0,,-17656000.0,1809540000.0,87608000.0,,3718000.0,,,0.51,,,,75375000.0,74772000.0,5584000.0,370603000.0,591122000.0,23165000.0,,1886945000.0,,249028000.0,295377000.0,,,2342000.0,75375000.0,47640000.0,,,,5584000.0,47136000.0,-5556000.0,93002000.0,1809540000.0,419571000.0,728119000.0,-8575000.0,,,,,,,47136000.0,,271954000.0,-70410000.0,2455577000.0,,51607000.0,275372000.0,,9584000.0,-678011000.0,,258893000.0,-8575000.0,192869000.0,17086000.0,,3718000.0,16479000.0,64800000.0,47136000.0,,,47136000.0,69893000.0,,,197219000.0,17086000.0,-7776000.0,814000.0,,,47136000.0,332229000.0,,55600000.0,,160022000.0,1892145000.0,-32888000.0,,47136000.0,,4719000.0,190007000.0,2362575000.0,,,,,1886945000.0,,192869000.0,-22283000.0,-53774000.0,,,-69000.0,,-117494000.0,,79477000.0,-2786000.0,190007000.0,469385000.0,,,5200000.0,,,9549000.0,19724000.0,563432000.0,0.51,1892145000.0,5200000.0,55600000.0,87608000.0,,37197000.0,11242000.0,469385000.0,216140000.0,2362575000.0,360771000.0,,,90129000.0,190007000.0,4719000.0,,,80545000.0,2189325000.0,-81583000.0,,136997000.0,,52692000.0,,85365000.0,,2455577000.0,295745000.0,,2189325000.0,93002000.0,,,,,,,,,,,,,,,,,
2000-08-31,,,,,-6066000.0,,-18781000.0,,,0.0,,,,,,,5534000.0,,58630000.0,58630000.0,,73590000.0,,12263000.0,,-123173000.0,,,867000.0,1871156000.0,,,,,,,,,,75576000.0,84360000.0,,,,25730000.0,,,461919000.0,,,,0.16,3553000.0,,67524000.0,,,,6731000.0,,,94570000.0,,,,,,,,,,372015000.0,,,153750000.0,,2510902000.0,,58630000.0,,,9309000.0,-196941000.0,,,2766000.0,,,,3723000.0,,47136000.0,48003000.0,,,509922000.0,78826000.0,0.16,,203883000.0,14020000.0,1971000.0,3015000.0,,,48003000.0,,,,,167265000.0,1890791000.0,,,,,,,,,,,,1885176000.0,,198749000.0,-22334000.0,-53942000.0,,,,,,,88135000.0,,,505681000.0,,,,,,,,620111000.0,,,5615000.0,,,377165000.0,36618000.0,,,,2416332000.0,-4688000.0,,,88439000.0,,,,,79130000.0,,,,,,,,,,,,,1791987000.0,,,,,,,,,,,,,,,,,,
2000-11-30,,,,,-10648000.0,,-28250000.0,,,0.0,,,,,,,5965000.0,,62126000.0,62126000.0,,57350000.0,,12046000.0,,-128799000.0,,,-15442000.0,1919063000.0,,,,,,,,,,80272000.0,89390000.0,,,,27264000.0,,,491212000.0,,,,0.16,5299000.0,,46702000.0,,,,6442000.0,,,98760000.0,,,,,,,,,,372618000.0,,,79142000.0,,2603829000.0,,62126000.0,,,9415000.0,-171274000.0,,,2192000.0,,,,3729000.0,,48003000.0,32561000.0,,,523773000.0,83425000.0,0.17,,208098000.0,14346000.0,-19137000.0,4300000.0,,,32561000.0,,,,,170418000.0,1938566000.0,,,,,,,,,,,,1933409000.0,,209071000.0,-33549000.0,-44542000.0,,,,,,,92840000.0,,,534215000.0,,,,,,,,665263000.0,,,5157000.0,,,377839000.0,37680000.0,,,,2505069000.0,58238000.0,,,86993000.0,,,,,77578000.0,,,,,,,,,,,,,1849748000.0,,,,,,,,,,,,,,,,,,
2001-02-28,,,,,-12257000.0,,-30946000.0,,,0.0,,,,,,,7234000.0,,66352000.0,66352000.0,,125299000.0,,11255000.0,,-131840000.0,,,74235000.0,1934490000.0,,,,,,,,,,86291000.0,94116000.0,,,,27764000.0,,,506273000.0,,,,0.18,2628000.0,,113042000.0,,,,8843000.0,,,106389000.0,,,,,,,,,,373057000.0,,,189280000.0,,2671131000.0,,66352000.0,,,9803000.0,-175409000.0,,,13231000.0,,,,3733000.0,,32561000.0,106796000.0,,,613069000.0,86882000.0,0.18,,229256000.0,14116000.0,61746000.0,-8728000.0,,,106796000.0,,,,,184683000.0,1953740000.0,,,,,,,,,,,,1948606000.0,,218131000.0,-33574000.0,-20118000.0,,,,,,,96685000.0,,,566993000.0,,,,,,,,717391000.0,,,5134000.0,,,377681000.0,44573000.0,,,,2564742000.0,-21770000.0,,,97801000.0,,,,,87998000.0,,,,,,,,,,,,,1841602000.0,,,,,,,,,,,,,,,,,,
2001-05-31,,,,,-16279000.0,757842000.0,-30535000.0,,,0.0,,39139000.0,,594477000.0,,,8546000.0,-197778000.0,67761000.0,67761000.0,,48699000.0,,8872000.0,377510000.0,-137911000.0,-921138000.0,,-61012000.0,2050847000.0,100640000.0,,3736000.0,,,0.68,,,,96078000.0,96115000.0,9612000.0,372777000.0,669505000.0,28354000.0,,2143842000.0,,304938000.0,375841000.0,,,3120000.0,96078000.0,32420000.0,,,,9612000.0,45784000.0,-1352000.0,115923000.0,2050847000.0,174101000.0,869857000.0,13067000.0,,,,,,,45784000.0,,172305000.0,-108512000.0,2907196000.0,,67761000.0,363981000.0,,10612000.0,-377514000.0,,336702000.0,13067000.0,233989000.0,16377000.0,,3736000.0,27279000.0,106796000.0,45784000.0,,,45784000.0,87569000.0,,,228620000.0,16377000.0,-31051000.0,4824000.0,,,45784000.0,332803000.0,,67201000.0,,147139000.0,2149354000.0,-45250000.0,,45784000.0,,4421000.0,254869000.0,2791273000.0,,,,,2143842000.0,,233989000.0,-33655000.0,-79176000.0,,,0.0,,-137911000.0,,98181000.0,3411000.0,254869000.0,601142000.0,,,5512000.0,,,8872000.0,13529000.0,757842000.0,0.68,2149354000.0,5512000.0,67201000.0,100640000.0,,81481000.0,14600000.0,601142000.0,259688000.0,2791273000.0,142321000.0,,,59570000.0,254869000.0,4421000.0,,,88097000.0,2609262000.0,-123112000.0,,200352000.0,,47136000.0,,109112000.0,,2907196000.0,332803000.0,,2609262000.0,115923000.0,,,,,,,,,,,,,,,,,
2001-08-31,,,,,-7154000.0,,-27302000.0,,,0.0,,,,,,,7527000.0,,70193000.0,70193000.0,,68074000.0,,8909000.0,,-144047000.0,,,13541000.0,1885501000.0,,,,,,,,,,96699000.0,101289000.0,,,,31096000.0,,,,,,,0.19,6377000.0,,60920000.0,,,,9476000.0,,,115350000.0,,,,,,,,,,373978000.0,,,282145000.0,,2792249000.0,,70193000.0,,,11071000.0,-316007000.0,,,20353000.0,,,,3743000.0,,45784000.0,59325000.0,,,59325000.0,93762000.0,0.19,,234814000.0,13136000.0,-14322000.0,5042000.0,,,59325000.0,,,,,181058000.0,1976515000.0,,,,,,,,,,,,1970833000.0,,240746000.0,-33679000.0,-27231000.0,,,,,,,104833000.0,,,637656000.0,,,,,,,,815734000.0,,,5682000.0,55964000.0,112682000.0,377747000.0,53756000.0,,,,2676899000.0,13780000.0,,,87296000.0,,3239000.0,,,87296000.0,,,,,,,,,,,,,2473389000.0,,,,,,,,,,,,,,,,,,
2001-11-30,,,,,-18938000.0,,-37965000.0,,,0.0,,,,,,,8191000.0,,68698000.0,68698000.0,,67783000.0,,8713000.0,,-149232000.0,,,36965000.0,1844822000.0,,,,,,,,,,107071000.0,99274000.0,,,,30576000.0,,,,,,,0.18,3244000.0,,48845000.0,,,,9316000.0,,,125100000.0,,,,,,,,,,374512000.0,,,247232000.0,,2772540000.0,,68698000.0,,,11436000.0,-218889000.0,,,16145000.0,,,,3747000.0,,59325000.0,96290000.0,,,96290000.0,91083000.0,0.18,,232988000.0,12179000.0,-16262000.0,7628000.0,,,96290000.0,,,,,178257000.0,1925968000.0,,,,,,,,,,,,1920102000.0,,256303000.0,-41209000.0,7147000.0,,,,,,,102519000.0,,,665145000.0,,,,,,,,846572000.0,,,5866000.0,41914000.0,112911000.0,377614000.0,54731000.0,,,,2647440000.0,-2262000.0,,,87174000.0,,3344000.0,,,87174000.0,,,,,,,,,,,,,2405263000.0,,,,,,,,,,,,,,,,,,
2002-02-28,,,,,-6616000.0,,-37063000.0,,,0.0,,,,,,,8427000.0,,66973000.0,66973000.0,,141491000.0,,8934000.0,,-154597000.0,,,63305000.0,2272011000.0,,,,,,,,,,106914000.0,95644000.0,,,,28671000.0,,,,,,,0.18,4190000.0,,134875000.0,,,,8852000.0,,,125947000.0,,,,,,,,,,374922000.0,,,235061000.0,,3275035000.0,,66973000.0,,,11923000.0,-319225000.0,,,20539000.0,,,,3751000.0,,96290000.0,159595000.0,,,159595000.0,87217000.0,0.18,,242800000.0,15056000.0,65438000.0,-14076000.0,,,159595000.0,,,,,186061000.0,2390737000.0,,,,,,,,,,,,2385302000.0,,261511000.0,-41253000.0,-41123000.0,,,,,,,99140000.0,,,690865000.0,,,,,,,,884298000.0,,,5435000.0,85417000.0,86424000.0,378096000.0,56739000.0,,,,3149088000.0,49656000.0,,,98844000.0,,5189000.0,,,98844000.0,,,,,,,,,,,,,2872463000.0,,,,,,,,,,,,,,,,,,
2002-05-31,,,,,-21670000.0,923981000.0,-34120000.0,,,0.0,,47392000.0,,1054292000.0,,,7170000.0,-151258000.0,68667000.0,68667000.0,,26473000.0,,7895000.0,378002000.0,-151905000.0,-1213325000.0,,-97698000.0,1930893000.0,109858000.0,,3759000.0,,,0.73,,,,121566000.0,98802000.0,9040000.0,374747000.0,734213000.0,30135000.0,,2023406000.0,,303821000.0,411086000.0,,,7220000.0,121566000.0,4803000.0,,,,9040000.0,61897000.0,16113000.0,138501000.0,1930893000.0,62139000.0,954910000.0,17024000.0,,,,,,,61897000.0,,289854000.0,-136450000.0,2953075000.0,,68667000.0,395009000.0,,12962000.0,-359204000.0,,363694000.0,17024000.0,273471000.0,14104000.0,,3759000.0,31315000.0,159595000.0,61897000.0,,,61897000.0,91632000.0,,,244308000.0,14104000.0,-66332000.0,5156000.0,,,61897000.0,370519000.0,,64769000.0,,188837000.0,2029094000.0,-54378000.0,,61897000.0,,4137000.0,274531000.0,2814574000.0,,,,,2023406000.0,,273471000.0,-41340000.0,-90051000.0,,,0.0,,-151905000.0,,104594000.0,3750000.0,274531000.0,718192000.0,,,5688000.0,,,7895000.0,-31478000.0,923981000.0,0.73,2029094000.0,5688000.0,64769000.0,109858000.0,,55471000.0,21031000.0,718192000.0,249443000.0,2814574000.0,965000.0,,,97205000.0,274531000.0,4137000.0,,,97205000.0,2607403000.0,-157481000.0,,220697000.0,,45784000.0,,120478000.0,,2953075000.0,370519000.0,,2607403000.0,138501000.0,,,,,,,,,,,,,,,,,
2002-08-31,,,,,-22495000.0,,-39611000.0,,,0.0,,,,,,,8385000.0,,75940000.0,75940000.0,,115760000.0,,1994594000.0,,-158473000.0,,,79725000.0,15980000.0,,,,,,,,,,136981000.0,110862000.0,,,,34922000.0,,,,,,,0.2,1626000.0,,93265000.0,,,,8726000.0,,,2140471000.0,,,,,,,,,,375955000.0,,,273400000.0,,3069137000.0,,75940000.0,,,13152000.0,-216392000.0,,,27133000.0,,,,3761000.0,,61897000.0,141622000.0,,,141622000.0,102477000.0,0.2,,252675000.0,14956000.0,24866000.0,3666000.0,,,141622000.0,,,,,196731000.0,2097000000.0,,,,,,,,,,,,125609000.0,,295454000.0,-41237000.0,3576000.0,,,,,,,115629000.0,,,752895000.0,,,,,,,,972137000.0,,,1971391000.0,73058000.0,112177000.0,377949000.0,55944000.0,,,,928666000.0,-30937000.0,,,94254000.0,,2596000.0,,,94254000.0,,,,,,,,,,,,,642237000.0,,,,,,,,,,,,,,,,,,
2002-11-30,,,,,-14918000.0,,-39490000.0,,,0.0,,,,,,,11401000.0,,74651000.0,74651000.0,,58984000.0,,2228709000.0,,-163630000.0,,,-43106000.0,18772000.0,,,,,,,,,,151786000.0,110595000.0,,,,35944000.0,,,,,,,0.2,1893000.0,,44066000.0,,,,310030000.0,,,2690525000.0,,,,,,,,,,376191000.0,,,441832000.0,,3317018000.0,,74651000.0,,,15101000.0,-203430000.0,,,19105000.0,,,,3763000.0,,141622000.0,98516000.0,,,98516000.0,99194000.0,0.2,,268807000.0,19023000.0,-29823000.0,5378000.0,,,98516000.0,,,,,205189000.0,2316552000.0,,,,,,,,,,,,102002000.0,,315416000.0,-41383000.0,-62600000.0,,,,,,,114295000.0,,,786163000.0,,,,,,,,1000466000.0,,,2214550000.0,49349000.0,122521000.0,377934000.0,63618000.0,,,,626493000.0,26609000.0,,,105995000.0,,2464000.0,,,105995000.0,,,,,,,,,,,,,372234000.0,,,,,,,,,,,,,,,,,,
2003-02-28,,,,,-11117000.0,,-39745000.0,,,0.0,,,,,,,3760000.0,,71521000.0,71521000.0,,135456000.0,,7154000.0,,-171938000.0,,,71087000.0,2513078000.0,,,,,,,,,,153815000.0,105179000.0,,,,33658000.0,,,382673000.0,,,,0.19,1656000.0,,124339000.0,,,,309770000.0,,,470739000.0,,,,,,,,,,376356000.0,,,95262000.0,,3675174000.0,,71521000.0,,,16813000.0,-187963000.0,,,29453000.0,,,,3764000.0,,98516000.0,169603000.0,,,552276000.0,101419000.0,0.19,,287789000.0,21627000.0,57594000.0,-11139000.0,,,169603000.0,,,,,218995000.0,2631863000.0,,,,,,,,,,,,2618715000.0,,325753000.0,-41401000.0,-24624000.0,,,,,,,118232000.0,,,816283000.0,,,,,,,,1043311000.0,,,13148000.0,73609000.0,98839000.0,378081000.0,68794000.0,,,,3204435000.0,79189000.0,,,117576000.0,,4885000.0,,,117576000.0,,,,,,,,,,,,,2522082000.0,,,,,,,,,,,,,,,,,,
2003-05-31,,,,,-11682000.0,1077371000.0,-38432000.0,,,0.0,,64555000.0,7045000.0,1028577000.0,,,6957000.0,-198456000.0,71340000.0,71340000.0,,63508000.0,,7057000.0,378083000.0,-178063000.0,-815714000.0,7045000.0,-89732000.0,2483791000.0,118512000.0,,3767000.0,,,0.78,,,,159039000.0,104908000.0,492045000.0,376263000.0,788380000.0,33568000.0,,2587525000.0,301328000.0,373708000.0,465596000.0,,,2995000.0,159039000.0,51826000.0,,18842000.0,,492045000.0,381199000.0,17974000.0,658141000.0,2483791000.0,141470000.0,1046029000.0,28695000.0,,,,,,,79871000.0,,218083000.0,-157278000.0,3690783000.0,,71340000.0,431544000.0,,19489000.0,-207929000.0,,401041000.0,28695000.0,337102000.0,22213000.0,,3767000.0,30503000.0,169603000.0,79871000.0,,,381199000.0,97951000.0,,,236758000.0,22213000.0,-36158000.0,11758000.0,,,79871000.0,387339000.0,,70388000.0,,167465000.0,2613412000.0,-60212000.0,,79871000.0,,3645000.0,293452000.0,3032642000.0,,,,,2587525000.0,,337102000.0,-41427000.0,-114808000.0,,301328000.0,0.0,,-178063000.0,,117440000.0,9663000.0,293452000.0,846196000.0,,,25887000.0,,,7057000.0,16479000.0,1077371000.0,0.78,2613412000.0,25887000.0,70388000.0,118512000.0,,69293000.0,8170000.0,846196000.0,313496000.0,3032642000.0,66609000.0,,,69514000.0,293452000.0,3645000.0,,,122564000.0,2498041000.0,-165448000.0,18842000.0,257649000.0,,61897000.0,,138092000.0,,3690783000.0,440389000.0,,2498041000.0,658141000.0,,,,,,,,,,,,,,,,,
2003-08-31,,,,,-10710000.0,,-36620000.0,,,0.0,,,,,,,3949000.0,,80343000.0,80343000.0,,112426000.0,,6847000.0,,-187169000.0,,7332000.0,51948000.0,2386407000.0,,,,,,,,,,160138000.0,119027000.0,,,,38684000.0,,,306253000.0,,,,0.21,4834000.0,,101716000.0,,,,488710000.0,,,655695000.0,,,,,,,,,,376836000.0,,,243554000.0,,3612336000.0,,80343000.0,,,19796000.0,-239817000.0,,,14522000.0,,,,3770000.0,,79871000.0,131819000.0,,,438072000.0,115078000.0,0.21,,309253000.0,21107000.0,2160000.0,11220000.0,,,131819000.0,,,,,237582000.0,2503109000.0,,,,,,,,,,,,2476089000.0,,347307000.0,-41454000.0,-23858000.0,,,,,,,134874000.0,,,885085000.0,,,,,,,,1109227000.0,,,27020000.0,55571000.0,128169000.0,378815000.0,71671000.0,,,,2956641000.0,-16885000.0,,,122504000.0,,2706000.0,,,122504000.0,,,19688000.0,,,,,,,,,,2359732000.0,,,,,,,,,,,,,,,,,,
2003-11-30,,,,,-18561000.0,,-38968000.0,,,0.0,,,,,,,5071000.0,,80684000.0,80684000.0,,70610000.0,,6592000.0,,-194828000.0,,8307000.0,2419000.0,2370388000.0,,,,,,,,,,169021000.0,119886000.0,,,,39202000.0,,,315505000.0,,,,0.21,6318000.0,,52049000.0,,,,486444000.0,,,662057000.0,,,,,,,,,,377263000.0,,,459397000.0,,3660508000.0,,80684000.0,,,20358000.0,-369129000.0,,,13636000.0,,,,3775000.0,,131819000.0,134238000.0,,,449743000.0,114815000.0,0.21,,312099000.0,22487000.0,-35015000.0,6582000.0,,,134238000.0,,,,,237664000.0,2505908000.0,,,,,,,,,,,,2477506000.0,,363849000.0,-45286000.0,-29223000.0,,,,,,,135173000.0,,,920483000.0,,,,,,,,1154600000.0,,,28402000.0,66592000.0,148760000.0,379649000.0,74435000.0,,,,2998451000.0,-100930000.0,,,122849000.0,,2608000.0,,,122849000.0,,,20095000.0,,,,,,,,,,2365454000.0,,,,,,,,,,,,,,,,,,
