,trailingPretaxIncome,annualNonCurrentDeferredRevenue,annualGoodwill,annualTotalAssets,trailingCashDividendsPaid,annualNetIncome,trailingNetIncome,annualRetainedEarnings,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,annualCashDividendsPaid,quarterlyLongTermDebt,annualLongTermDebt,quarterlyOtherCurrentLiabilities,quarterlyOtherShortTermInvestments,quarterlyChangeInCashSupplementalAsReported,trailingInvestingCashFlow,quarterlyOtherNonCurrentLiabilities,annualPretaxIncome,annualBasicAverageShares,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,annualSaleOfInvestment,annualCommonStockIssuance,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualOperatingIncome,annualOtherNonCashItems,trailingChangeInWorkingCapital,trailingChangeInAccountPayable,annualPurchaseOfInvestment,annualBasicEPS,annualStockholdersEquity,quarterlyGoodwill,quarterlySellingGeneralAndAdministration,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyDilutedAverageShares,annualDepreciationAndAmortization,trailingStockBasedCompensation,quarterlyNetIncomeCommonStockholders,annualCashFlowFromContinuingFinancingActivities,trailingCashFlowFromContinuingFinancingActivities,annualEndCashPosition,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,trailingTotalRevenue,quarterlyInventory,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,annualOperatingCashFlow,trailingOperatingIncome,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,annualAccountsPayable,quarterlyCurrentDebt,annualCurrentLiabilities,quarterlyCashDividendsPaid,quarterlyPurchaseOfInvestment,annualOtherShortTermInvestments,trailingEndCashPosition,annualOtherIntangibleAssets,quarterlyDepreciationAndAmortization,annualIncomeTaxPayable,quarterlyOtherNonCurrentAssets,quarterlyOtherIntangibleAssets,annualOtherNonCurrentAssets,annualNetPPE,annualGainsLossesNotAffectingRetainedEarnings,quarterlyNetOtherFinancingCharges,annualEbitda,annualOtherNonCurrentLiabilities,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,annualRepurchaseOfCapitalStock,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherCurrentAssets,trailingBeginningCashPosition,annualInterestExpense,annualBeginningCashPosition,trailingChangeInCashSupplementalAsReported,quarterlyChangeInInventory,annualCurrentAssets,trailingCapitalExpenditure,quarterlyDilutedEPS,annualGrossPPE,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,annualNetIncomeCommonStockholders,quarterlySaleOfInvestment,quarterlyGrossProfit,quarterlyAccountsPayable,annualSellingGeneralAndAdministration,quarterlyChangeInAccountPayable,trailingRepurchaseOfCapitalStock,annualRepaymentOfDebt,annualTotalNonCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOperatingExpense,trailingGrossProfit,trailingRepaymentOfDebt,quarterlyCapitalStock,annualOtherIncomeExpense,quarterlyBeginningCashPosition,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,trailingDeferredIncomeTax,annualCapitalExpenditure,annualCurrentAccruedExpenses,annualChangeInCashSupplementalAsReported,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,trailingInterestExpense,quarterlyNetOtherInvestingChanges,quarterlyTaxProvision,annualTaxProvision,annualInventory,trailingTaxProvision,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,annualStockBasedCompensation,annualCurrentDebt,quarterlyNetPPE,annualCapitalStock,annualOtherCurrentAssets,annualCostOfRevenue,annualTotalRevenue,quarterlyBasicAverageShares,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,trailingChangeInInventory,trailingDepreciationAndAmortization,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyBasicEPS,annualNetOtherFinancingCharges,annualGrossProfit,annualNonCurrentDeferredTaxesLiabilities,annualAccumulatedDepreciation,quarterlyRetainedEarnings,annualFreeCashFlow,quarterlyNonCurrentDeferredRevenue,quarterlyPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingOtherNonCashItems,quarterlyPretaxIncome,trailingSellingGeneralAndAdministration,annualOperatingExpense,annualChangeInWorkingCapital,annualPurchaseOfBusiness,trailingOperatingExpense,trailingNetIncomeContinuousOperations,annualNetIncomeContinuousOperations,quarterlyOperatingCashFlow,annualDilutedAverageShares,quarterlyCashFlowFromContinuingFinancingActivities,trailingCostOfRevenue,quarterlyCapitalExpenditure,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyCurrentLiabilities,annualDilutedEPS,quarterlyIncomeTaxPayable,annualChangeInInventory,quarterlyOperatingIncome,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,trailingFreeCashFlow,annualAccountsReceivable,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,trailingBasicAverageShares,quarterlyResearchAndDevelopment,trailingPurchaseOfBusiness,quarterlyChangesInAccountReceivables,annualInvestmentsAndAdvances,trailingResearchAndDevelopment,trailingSaleOfInvestment,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingOtherIncomeExpense,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualResearchAndDevelopment,annualChangesInAccountReceivables,trailingDilutedAverageShares,trailingCommonStockIssuance,annualCurrentDeferredRevenue,quarterlyAccountsReceivable,trailingBasicEPS
602208000,,,,210300000.0,,10000000.0,,85800000.0,27700000.0,210300000.0,,45600000.0,45600000.0,51600000.0,,,,700000.0,16100000.0,250000000.0,,,,,,22500000.0,,,,,0.04,111600000.0,,,,6200000.0,6200000.0,,,,6200000.0,,,,,,700000.0,,171000000.0,,,,,,,5700000.0,5700000.0,,,800000.0,52400000.0,,,,,,,,5100000.0,,5100000.0,22600000.0,,,28500000.0,700000.0,98700000.0,,,5700000.0,,5700000.0,5900000.0,,6300000.0,,,,182600000.0,,,52000000.0,,,10000000.0,,,,151700000.0,,,,27700000.0,,,,,,,,,111600000.0,,,,,,51600000.0,,,,6100000.0,171000000.0,,,-29400000.0,,800000.0,22600000.0,,5900000.0,432800000.0,613000000.0,,,,,,,-400400000.0,,,180200000.0,700000.0,-29400000.0,85800000.0,,,,,,,,,157700000.0,,,,,10000000.0,,250000000.0,,,,52000000.0,182600000.0,52400000.0,0.04,,,-400400000.0,98700000.0,190100000.0,,,,,,,,,,,,,,,,,,,,,,,
609897600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-400000.0,-400000.0,20000000.0,,,-400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000000.0,,,,,,129900000.0,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129900000.0,,129900000.0,,,,,,,,,,,,,,,,,,,,,,,
617846400,,,,,,,,,33400000.0,229900000.0,,62500000.0,,13700000.0,,,,600000.0,,,103800000.0,,,,,,,,,,,,,36400000.0,,2800000.0,2800000.0,140000000.0,,,2800000.0,,,,,,700000.0,,186000000.0,,,,,,,3500000.0,3500000.0,1500000.0,,3800000.0,,,,,,,,,5200000.0,,,,,,,,117600000.0,,,,,,7000000.0,,,,,,,,0.02,,,,,,43800000.0,37000000.0,,,,,,,37800000.0,,,,,,,112300000.0,,,,,,,,,1800000.0,,,,,-31900000.0,,,28200000.0,,,,,140000000.0,,,,,,7400000.0,0.02,,,,,86400000.0,,,,,,,4600000.0,,,,,,,,,,,,,60100000.0,196500000.0,54500000.0,,,,6000000.0,,147600000.0,,,,,,,,,,,,,,,,,,,,,,,
625795200,,,,,,,,,37500000.0,249900000.0,,60900000.0,,14500000.0,,-900000.0,,1100000.0,,,101800000.0,,,,,,,,,,,,,36400000.0,,2800000.0,2800000.0,140000000.0,,,2800000.0,,,,,-5100000.0,1100000.0,,,,,,,,,2700000.0,2700000.0,1400000.0,,7800000.0,,-800000.0,,,,,1400000.0,,5100000.0,,,,,2400000.0,,,135600000.0,-2500000.0,,,,,7300000.0,,,,,-16400000.0,,,0.02,,,,,,43800000.0,51300000.0,,14300000.0,,,,,37800000.0,,,,,,,114300000.0,,,,,,,,,1900000.0,,,,-500000.0,-33400000.0,,,32400000.0,,,,,140000000.0,2900000.0,,,,,7400000.0,0.02,,,,,88200000.0,,,,-800000.0,,,4700000.0,,,,,,,,2600000.0,,1600000.0,,-5100000.0,65800000.0,212400000.0,73600000.0,,,,6000000.0,,145600000.0,,,,,,,,,,,,,,,,,,,,,,,
633744000,,,,193800000.0,,12400000.0,,94500000.0,38600000.0,193800000.0,-3700000.0,26800000.0,26800000.0,15200000.0,,3900000.0,,1300000.0,20300000.0,248000000.0,129800000.0,,,,,25900000.0,12100000.0,,,,0.05,120600000.0,,47200000.0,-17000000.0,7300000.0,7300000.0,,6000000.0,,7300000.0,-15100000.0,,,,-3200000.0,1300000.0,,140400000.0,,,32900000.0,,,-11700000.0,6500000.0,6500000.0,1200000.0,22100000.0,7800000.0,45100000.0,-1000000.0,,,,,1900000.0,,5700000.0,,5700000.0,32900000.0,,-33700000.0,31900000.0,1300000.0,73200000.0,38500000.0,,6500000.0,,6500000.0,8300000.0,,5600000.0,5700000.0,,62000000.0,155200000.0,,,63500000.0,-100000.0,,12400000.0,,62200000.0,22100000.0,154800000.0,-29300000.0,,-72800000.0,38600000.0,,49100000.0,,,,,,,120600000.0,,-17000000.0,,800000.0,,15200000.0,,,4500000.0,7900000.0,140400000.0,,-34100000.0,-30600000.0,,7800000.0,32900000.0,,8300000.0,428400000.0,615100000.0,,3700000.0,,,,,15000000.0,,-11400000.0,186700000.0,1300000.0,-30600000.0,94500000.0,15900000.0,,,31800000.0,-500000.0,,11800000.0,,160800000.0,14500000.0,,,,12400000.0,41700000.0,248000000.0,-34700000.0,,-3200000.0,63500000.0,155200000.0,45100000.0,0.05,,30600000.0,13100000.0,73200000.0,192000000.0,,,,,,,,,,,,,,,,,,,,,,,
641433600,,,,,,,,,38800000.0,248800000.0,,46700000.0,,15000000.0,,1900000.0,,1300000.0,,,94800000.0,,,,,,,,,,,,,35800000.0,,400000.0,400000.0,40000000.0,,,400000.0,,,,,-1800000.0,1300000.0,,192400000.0,,,,,,,8400000.0,8400000.0,1000000.0,,7800000.0,,-900000.0,,,,,1500000.0,,5600000.0,,,,,19900000.0,,,128700000.0,-17000000.0,,,,,9200000.0,,,,,-52100000.0,,,0.01,,,,,,39000000.0,57900000.0,,35900000.0,,,,,37300000.0,,,,,6500000.0,,120100000.0,,,,,,,,,200000.0,,,,-100000.0,-32100000.0,,,33200000.0,,,,,40000000.0,3100000.0,,,,,3200000.0,0.01,,,,,94000000.0,,,,-17200000.0,,,600000.0,,,,,,,,-15200000.0,,19000000.0,,-1800000.0,65300000.0,210000000.0,80700000.0,,,,1700000.0,,133800000.0,,,,,,,,,,,,,,,,,,,,,,,
649382400,,,,,,,,,39100000.0,245500000.0,,57600000.0,,16500000.0,,-1100000.0,,1300000.0,,,107800000.0,,,,,,,,,,,,,37900000.0,,2500000.0,2500000.0,125000000.0,,,2500000.0,,,,,-1900000.0,1300000.0,,191000000.0,,,,,,,7300000.0,7300000.0,1500000.0,,7800000.0,,-900000.0,,,,,1600000.0,,5600000.0,,,,,10900000.0,,,123700000.0,-11200000.0,,,,,8100000.0,,,,,1400000.0,,,0.02,,,,,,45200000.0,40500000.0,,-17400000.0,,,,,39500000.0,,,,,,,121800000.0,,,,,,,,,1600000.0,,,,-4600000.0,-33700000.0,,,33500000.0,,,,,125000000.0,3200000.0,,,,,7300000.0,0.02,,,,,95600000.0,,,,-13400000.0,,,4100000.0,,,,,,,,-9300000.0,,10000000.0,,-1900000.0,67200000.0,206400000.0,64800000.0,,,,5700000.0,,153000000.0,,,,,,,,,,,,,,,,,,,,,,,
657331200,,,,,,,,,40200000.0,269900000.0,,60200000.0,,17800000.0,,5300000.0,,1400000.0,,,115200000.0,,,,,,,,,,,,,41600000.0,,2800000.0,2800000.0,140000000.0,,,2800000.0,,,,,-2700000.0,1400000.0,,208500000.0,,,,,,,12600000.0,12600000.0,1500000.0,,10400000.0,,-900000.0,,,,,1700000.0,,5600000.0,,,,,5100000.0,,,146300000.0,1100000.0,,,,,8600000.0,,,,,-17500000.0,,,0.02,,,,,,49400000.0,56500000.0,,16000000.0,,,,,43300000.0,,,,,,,123600000.0,,,,,,,,,1800000.0,,,,-5000000.0,-35300000.0,,,34600000.0,,,,,140000000.0,3300000.0,,,,,7800000.0,0.02,,,,,97400000.0,,,,-700000.0,,,4600000.0,,,,,,,,3800000.0,,4200000.0,,-2700000.0,69900000.0,229700000.0,84700000.0,,,,6100000.0,,164600000.0,,,,,,,,,,,,,,,,,,,,,,,
665280000,,,,207700000.0,,14600000.0,,105400000.0,39500000.0,207700000.0,-3700000.0,19100000.0,19100000.0,22000000.0,,-8700000.0,,1800000.0,23100000.0,292000000.0,141400000.0,,,,,28100000.0,12900000.0,,,,0.05,131700000.0,,44000000.0,-8900000.0,8900000.0,8900000.0,,6500000.0,,8900000.0,-17500000.0,,,,-2500000.0,1800000.0,,154800000.0,,,23800000.0,,,9400000.0,3900000.0,3900000.0,1000000.0,31500000.0,1600000.0,55100000.0,-1000000.0,,,,,1700000.0,,4800000.0,,4800000.0,34700000.0,,-49700000.0,34600000.0,1800000.0,76000000.0,42000000.0,,3900000.0,,3900000.0,9500000.0,,5000000.0,6500000.0,,53800000.0,168200000.0,,,68100000.0,-400000.0,,14600000.0,,60500000.0,31500000.0,159300000.0,-25100000.0,,-59700000.0,39500000.0,,45700000.0,,,,,,,131700000.0,,-8900000.0,,-2600000.0,,22000000.0,,,4900000.0,8500000.0,154800000.0,,-50000000.0,-33400000.0,,1600000.0,34700000.0,,9500000.0,459300000.0,653200000.0,,3300000.0,,,,,16500000.0,,-13800000.0,193900000.0,1800000.0,-33400000.0,105400000.0,14900000.0,,,34500000.0,-500000.0,,13800000.0,,165800000.0,3200000.0,,,,14600000.0,44500000.0,292000000.0,-50700000.0,,-2500000.0,68100000.0,168200000.0,55100000.0,0.05,,-14400000.0,14800000.0,76000000.0,201900000.0,,,,,,,,,,,,,,,,,,,,,,,
672969600,,,,,,,,,40000000.0,244100000.0,,24100000.0,,17400000.0,,2100000.0,,1800000.0,,,105000000.0,,,,,,,,,,,,,39200000.0,,1200000.0,1200000.0,60000000.0,,,1200000.0,,,,,-2200000.0,1800000.0,,187600000.0,,,,,,,5900000.0,5900000.0,600000.0,,1600000.0,,-900000.0,,,,,1500000.0,,4800000.0,,,,,5000000.0,,,112200000.0,-2000000.0,,,,,10600000.0,,,,,-32800000.0,,,0.02,,,,,,43300000.0,67300000.0,,35800000.0,,,,,40700000.0,,,,,3900000.0,,131900000.0,,,,,,,,,700000.0,,,,-5000000.0,-34900000.0,,,35200000.0,,,,,60000000.0,3100000.0,,,,,4100000.0,0.02,,,,,105700000.0,,,,-2600000.0,,,1900000.0,,,,,,,,200000.0,,4100000.0,,-2200000.0,70100000.0,204100000.0,86300000.0,,,,2600000.0,,148300000.0,,,,,,,,,,,,,,,,,,,,,,,
680918400,,,,,,,,,41100000.0,260000000.0,,38300000.0,,20800000.0,,2800000.0,,1700000.0,,,122200000.0,,,,,,,,,,,,,42700000.0,,3800000.0,3800000.0,190000000.0,,,3800000.0,,,,,-2900000.0,1600000.0,,197600000.0,,,,,,,8800000.0,8800000.0,700000.0,,1300000.0,,-1000000.0,,,,,1600000.0,,4800000.0,,,,,13600000.0,,,125600000.0,-9800000.0,,,,,12500000.0,,,,,-10100000.0,,,0.02,,,,,,51100000.0,63500000.0,,-3800000.0,,,,,44300000.0,,,,,,,134400000.0,,,,,,,,,2400000.0,,,,-6000000.0,-36500000.0,,,36300000.0,,,,,190000000.0,3200000.0,,,,,8400000.0,0.02,,,,,80800000.0,,,,-12200000.0,,,6200000.0,,,,,,,,-6900000.0,,12600000.0,,-2900000.0,72800000.0,218900000.0,85600000.0,,,,6800000.0,,173300000.0,,,,,,,,,,,,,,,,,,,,,,,
688867200,,,,,,,,,42600000.0,297000000.0,,45700000.0,,21900000.0,,-1200000.0,,1700000.0,,,133200000.0,,,,,,,,,,,,,46700000.0,,4300000.0,4300000.0,215000000.0,,,4300000.0,,,,,-3600000.0,1800000.0,,235200000.0,,,,,,,7600000.0,7600000.0,1200000.0,,10300000.0,,-1100000.0,,,,,1700000.0,,4600000.0,,,,,16900000.0,,,158900000.0,-16900000.0,,,,,11600000.0,,,,,-37500000.0,,,0.02,,,,,,56500000.0,79300000.0,,15800000.0,,,,,48400000.0,,,,,,,138100000.0,,,,,,,,,2700000.0,,,,-900000.0,-36100000.0,,,38000000.0,,,,,215000000.0,3300000.0,,,,,9800000.0,0.02,,,,,84100000.0,,,,-19000000.0,,,7000000.0,,,,,,,,-13300000.0,,15800000.0,,-3600000.0,74100000.0,254400000.0,111500000.0,,,,8100000.0,,189700000.0,,,,,,,,,,,,,,,,,,,,,,,
696816000,,,,237300000.0,,21500000.0,,95400000.0,44900000.0,237300000.0,-4000000.0,21200000.0,21200000.0,23300000.0,,400000.0,,2700000.0,34700000.0,307142857.0,171800000.0,,,,,37800000.0,13400000.0,,,,0.07,151000000.0,,49100000.0,-12800000.0,12300000.0,12300000.0,,6700000.0,,12300000.0,-400000.0,,,,-4100000.0,2800000.0,,172800000.0,,,17300000.0,,,6300000.0,7900000.0,7900000.0,600000.0,37800000.0,1300000.0,62400000.0,-1000000.0,,,,,1900000.0,,4500000.0,,4500000.0,40400000.0,,-31900000.0,44500000.0,2700000.0,86300000.0,33200000.0,,7900000.0,,7900000.0,11700000.0,,3100000.0,3900000.0,,62400000.0,192400000.0,,,76600000.0,-1900000.0,,21500000.0,,71200000.0,37800000.0,177700000.0,-41500000.0,,-42400000.0,44900000.0,,51000000.0,,,,,,,151000000.0,,-12800000.0,,4100000.0,,23300000.0,,,7300000.0,13200000.0,172800000.0,,-30500000.0,-36200000.0,,1300000.0,40400000.0,,11700000.0,532200000.0,754400000.0,,3800000.0,,,,,22100000.0,,3600000.0,222200000.0,2800000.0,-36200000.0,95400000.0,4500000.0,,,24800000.0,-1700000.0,,19600000.0,,184400000.0,-9000000.0,,,,21500000.0,37300000.0,307142857.0,-32900000.0,,-4100000.0,76600000.0,192400000.0,62400000.0,0.07,,-18000000.0,20200000.0,86300000.0,243000000.0,,,,,,,,,,,,,,,,,,,,,,,
704592000,,,,,,,,,47900000.0,292800000.0,,23500000.0,,25300000.0,,5900000.0,,2700000.0,,,134200000.0,,,,,,,,,,,,,45600000.0,,3900000.0,3900000.0,195000000.0,,,3900000.0,,,,,-5000000.0,2800000.0,,217400000.0,,,,,,,13900000.0,13900000.0,600000.0,,1300000.0,,-1300000.0,,,,,1900000.0,,4500000.0,,,,,2500000.0,,,139100000.0,4700000.0,,,,,13600000.0,,,,,-44600000.0,,,0.02,,,,,,54400000.0,86300000.0,,48500000.0,,,,,47500000.0,,,,,7900000.0,,153700000.0,,,,,,,,,2400000.0,,,,-1000000.0,-37600000.0,,,43400000.0,,,,,195000000.0,3800000.0,,,,,8800000.0,0.02,,,,,95400000.0,,,,4000000.0,-100000.0,,6300000.0,,,,,,,,9700000.0,,1200000.0,,-5000000.0,81000000.0,244900000.0,112900000.0,,,,6900000.0,,188600000.0,,,,,,,,,,,,,,,,,,,,,,,
712540800,,,,,,,,,51300000.0,297900000.0,,37300000.0,,30500000.0,,4200000.0,,2800000.0,,,153900000.0,,,,,,,,,,,,,49700000.0,,6700000.0,6700000.0,335000000.0,,,6700000.0,,,,,-5400000.0,2900000.0,,215200000.0,,,,,,,18100000.0,18100000.0,600000.0,,1300000.0,,-1300000.0,,,,,1900000.0,,4500000.0,,,,,14900000.0,,,137600000.0,-9400000.0,,,,,13300000.0,,,,,,,,0.02,,,,,,63000000.0,65700000.0,,,,,,,51600000.0,,,,,,,160300000.0,,,,,,,,,4100000.0,,,,-1700000.0,-39500000.0,,,46800000.0,,,,,335000000.0,3700000.0,,,,,13300000.0,0.02,,,,,100800000.0,,,,-12300000.0,-200000.0,,10800000.0,,,,,,,,-4000000.0,,13600000.0,,-5400000.0,86300000.0,246600000.0,97500000.0,,,,11400000.0,,216900000.0,,,,,,,,,,,,,,,,,,,,,,,
720489600,,,,,,,,,56200000.0,357500000.0,,7100000.0,,35000000.0,,11300000.0,,2800000.0,,,157000000.0,,,,,,,,,,,,,49900000.0,,8300000.0,8300000.0,415000000.0,,,8300000.0,,,,,-7200000.0,2900000.0,,258100000.0,,,,,,,29300000.0,29300000.0,1100000.0,,58300000.0,,-1300000.0,,,,,2200000.0,,4500000.0,,,,,28500000.0,,,188600000.0,-15900000.0,,,,,13900000.0,,,,,,,,0.02,,,,,,66500000.0,85400000.0,,,,,,,52100000.0,,,,,,,168900000.0,,,,,,,,,5100000.0,,,,-5600000.0,-40700000.0,,,51700000.0,,,,,415000000.0,4700000.0,,,,,16600000.0,0.02,,,,,107800000.0,,,,-18500000.0,-900000.0,,13400000.0,,,,,,,,-8700000.0,,27200000.0,,-7200000.0,92400000.0,301300000.0,178700000.0,,,,14400000.0,,223500000.0,,,,,,,,,,,,,,,,,,,,,,,
728438400,,,,316400000.0,,35600000.0,,119600000.0,60700000.0,316400000.0,-5500000.0,7000000.0,7000000.0,41700000.0,,-4300000.0,,2600000.0,58200000.0,323636364.0,200300000.0,,,,,60900000.0,16400000.0,,,,0.11,189800000.0,,61000000.0,-24700000.0,16800000.0,16800000.0,,8200000.0,,16800000.0,-1000000.0,,,,-7100000.0,2600000.0,,216800000.0,,,42700000.0,,,26200000.0,25000000.0,25000000.0,500000.0,64000000.0,11300000.0,117000000.0,-1600000.0,,,,,2200000.0,,4600000.0,,4600000.0,56100000.0,,-41400000.0,69100000.0,2600000.0,126600000.0,38600000.0,,25000000.0,,25000000.0,13900000.0,,2700000.0,7900000.0,,41300000.0,255700000.0,,,93500000.0,-2300000.0,,35600000.0,,91400000.0,64000000.0,206200000.0,-21400000.0,,-55500000.0,60700000.0,,63200000.0,,,,,,,189800000.0,,-24700000.0,,17100000.0,,41700000.0,,,11100000.0,22600000.0,216800000.0,,-47200000.0,-37400000.0,,11300000.0,56100000.0,,13900000.0,645400000.0,920700000.0,,4200000.0,,,,,30400000.0,,4500000.0,275300000.0,2600000.0,-37400000.0,119600000.0,18000000.0,,,28000000.0,-1100000.0,,27900000.0,,214400000.0,1200000.0,,,,35600000.0,45700000.0,323636364.0,-43000000.0,,-7100000.0,93500000.0,255700000.0,117000000.0,0.11,,-44100000.0,28200000.0,126600000.0,291700000.0,,,,,,,,,,,,,,,,,,,,,,,
736128000,,,,,,,,,64300000.0,374000000.0,,6100000.0,,43100000.0,,-7600000.0,,2600000.0,,,156800000.0,,,,,,,,,,,,,52400000.0,,5900000.0,5900000.0,295000000.0,,,5900000.0,,,,,-5000000.0,2600000.0,,276900000.0,,,,,,,17400000.0,17400000.0,500000.0,,26300000.0,,-1700000.0,,,,,2500000.0,,5800000.0,,,,,14700000.0,,,179400000.0,-20600000.0,,,,,15400000.0,,,,,-60100000.0,,,0.02,,,,,,65000000.0,101300000.0,,37300000.0,,,,,54900000.0,,,,,25000000.0,,194600000.0,,,,,,,,,3700000.0,,,,-15900000.0,-39800000.0,,,58500000.0,,,,,295000000.0,5100000.0,,,,,12600000.0,0.02,,,,,123800000.0,,,,-23400000.0,-700000.0,,9600000.0,,,,,,,,-15600000.0,,13000000.0,,-5000000.0,98300000.0,309700000.0,170700000.0,,,,10100000.0,,221800000.0,,,,,,,,,,,,,,,,,,,,,,,
744076800,,,,,,,,,71100000.0,376200000.0,,6000000.0,,42600000.0,,5200000.0,,2500000.0,,,179900000.0,,,,,,,,,,,,,56700000.0,,9600000.0,9600000.0,320000000.0,,,9600000.0,,,,,-11400000.0,2600000.0,,263700000.0,,,,,,,22600000.0,22600000.0,700000.0,,35300000.0,,-1600000.0,,,,,2700000.0,,4700000.0,,,,,12700000.0,,,169700000.0,-5900000.0,,,,,18800000.0,,,,,13300000.0,,,0.03,,,,,,75700000.0,83300000.0,,-18100000.0,,,,,59400000.0,,,,,,,206500000.0,,,,,,,,,6000000.0,,,,1900000.0,-41900000.0,,,66400000.0,,,,,320000000.0,5400000.0,,,,,19000000.0,0.03,,,,,127700000.0,,,,-6100000.0,-700000.0,,15600000.0,,,,,,,,5500000.0,,11100000.0,,-11400000.0,108300000.0,305100000.0,161200000.0,,,,16300000.0,,255600000.0,,,,,,,,,,,,,,,,,,,,,,,
752025600,,,,,,,,,77300000.0,454400000.0,,5800000.0,,45500000.0,,10500000.0,,2600000.0,,,187300000.0,,,,,,,,,,,,,62000000.0,,11000000.0,11000000.0,366666667.0,,,11000000.0,,,,,-8800000.0,2600000.0,,322600000.0,,,,,,,33200000.0,33200000.0,500000.0,,69100000.0,,-2100000.0,,,,,3100000.0,,5400000.0,,,,,37700000.0,,,235000000.0,-25100000.0,,,,,21300000.0,,,,,-58900000.0,,,0.03,,,,,,85300000.0,112000000.0,,28800000.0,,,,,67600000.0,,,,,,,219400000.0,,,,,,,,,6200000.0,,,,11700000.0,-44100000.0,,,71900000.0,,,,,366666667.0,6000000.0,,,,,23300000.0,0.03,,,,,136500000.0,,,,-29600000.0,-600000.0,,17200000.0,,,,,,,,-16300000.0,,35600000.0,,-8800000.0,116000000.0,377100000.0,226600000.0,,,,17700000.0,,272600000.0,,,,,,,,,,,,,,,,,,,,,,,
759974400,,,,397200000.0,,48600000.0,,156400000.0,82200000.0,397200000.0,-2100000.0,5700000.0,5700000.0,47900000.0,,-5900000.0,,2600000.0,78000000.0,324000000.0,277100000.0,,,,,80200000.0,11800000.0,,,,0.15,240700000.0,,74800000.0,-9800000.0,22100000.0,22100000.0,,3500000.0,,22100000.0,-50600000.0,,,,15400000.0,2600000.0,,260000000.0,,,62600000.0,,,-30900000.0,35400000.0,35400000.0,500000.0,81000000.0,19300000.0,148200000.0,3300000.0,,,,,-4800000.0,,4700000.0,,4700000.0,77500000.0,,-113600000.0,83700000.0,2600000.0,156500000.0,104400000.0,,35400000.0,,35400000.0,19600000.0,,2200000.0,33200000.0,,168200000.0,315000000.0,,,124800000.0,-100000.0,,48600000.0,,106000000.0,81000000.0,245800000.0,-78900000.0,,-53000000.0,82200000.0,,70000000.0,,,,,,,240700000.0,,-9800000.0,,2200000.0,,47900000.0,,,13400000.0,29400000.0,260000000.0,,-50700000.0,-47300000.0,,19300000.0,77500000.0,,19600000.0,803500000.0,1133000000.0,,-4700000.0,,,,,31200000.0,,-48500000.0,329500000.0,2600000.0,-47300000.0,156400000.0,52800000.0,,,91500000.0,1900000.0,,35500000.0,,249300000.0,32400000.0,,,,48600000.0,89000000.0,324000000.0,-110300000.0,,15400000.0,124800000.0,315000000.0,148200000.0,0.15,,62500000.0,36000000.0,156500000.0,383100000.0,,,,,,,,,,,,,,,,,,,,,,,
