,trailingPretaxIncome,annualNonCurrentDeferredRevenue,annualGoodwill,annualTotalAssets,trailingCashDividendsPaid,annualNetIncome,trailingNetIncome,annualRetainedEarnings,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,annualCashDividendsPaid,quarterlyLongTermDebt,annualLongTermDebt,quarterlyOtherCurrentLiabilities,quarterlyOtherShortTermInvestments,quarterlyChangeInCashSupplementalAsReported,trailingInvestingCashFlow,quarterlyOtherNonCurrentLiabilities,annualPretaxIncome,annualBasicAverageShares,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,annualSaleOfInvestment,annualCommonStockIssuance,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualOperatingIncome,annualOtherNonCashItems,trailingChangeInWorkingCapital,trailingChangeInAccountPayable,annualPurchaseOfInvestment,annualBasicEPS,annualStockholdersEquity,quarterlyGoodwill,quarterlySellingGeneralAndAdministration,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyDilutedAverageShares,annualDepreciationAndAmortization,trailingStockBasedCompensation,quarterlyNetIncomeCommonStockholders,annualCashFlowFromContinuingFinancingActivities,trailingCashFlowFromContinuingFinancingActivities,annualEndCashPosition,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,trailingTotalRevenue,quarterlyInventory,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,annualOperatingCashFlow,trailingOperatingIncome,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,annualAccountsPayable,quarterlyCurrentDebt,annualCurrentLiabilities,quarterlyCashDividendsPaid,quarterlyPurchaseOfInvestment,annualOtherShortTermInvestments,trailingEndCashPosition,annualOtherIntangibleAssets,quarterlyDepreciationAndAmortization,annualIncomeTaxPayable,quarterlyOtherNonCurrentAssets,quarterlyOtherIntangibleAssets,annualOtherNonCurrentAssets,annualNetPPE,annualGainsLossesNotAffectingRetainedEarnings,quarterlyNetOtherFinancingCharges,annualEbitda,annualOtherNonCurrentLiabilities,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,annualRepurchaseOfCapitalStock,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherCurrentAssets,trailingBeginningCashPosition,annualInterestExpense,annualBeginningCashPosition,trailingChangeInCashSupplementalAsReported,quarterlyChangeInInventory,annualCurrentAssets,trailingCapitalExpenditure,quarterlyDilutedEPS,annualGrossPPE,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,annualNetIncomeCommonStockholders,quarterlySaleOfInvestment,quarterlyGrossProfit,quarterlyAccountsPayable,annualSellingGeneralAndAdministration,quarterlyChangeInAccountPayable,trailingRepurchaseOfCapitalStock,annualRepaymentOfDebt,annualTotalNonCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOperatingExpense,trailingGrossProfit,trailingRepaymentOfDebt,quarterlyCapitalStock,annualOtherIncomeExpense,quarterlyBeginningCashPosition,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,trailingDeferredIncomeTax,annualCapitalExpenditure,annualCurrentAccruedExpenses,annualChangeInCashSupplementalAsReported,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,trailingInterestExpense,quarterlyNetOtherInvestingChanges,quarterlyTaxProvision,annualTaxProvision,annualInventory,trailingTaxProvision,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,annualStockBasedCompensation,annualCurrentDebt,quarterlyNetPPE,annualCapitalStock,annualOtherCurrentAssets,annualCostOfRevenue,annualTotalRevenue,quarterlyBasicAverageShares,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,trailingChangeInInventory,trailingDepreciationAndAmortization,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyBasicEPS,annualNetOtherFinancingCharges,annualGrossProfit,annualNonCurrentDeferredTaxesLiabilities,annualAccumulatedDepreciation,quarterlyRetainedEarnings,annualFreeCashFlow,quarterlyNonCurrentDeferredRevenue,quarterlyPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingOtherNonCashItems,quarterlyPretaxIncome,trailingSellingGeneralAndAdministration,annualOperatingExpense,annualChangeInWorkingCapital,annualPurchaseOfBusiness,trailingOperatingExpense,trailingNetIncomeContinuousOperations,annualNetIncomeContinuousOperations,quarterlyOperatingCashFlow,annualDilutedAverageShares,quarterlyCashFlowFromContinuingFinancingActivities,trailingCostOfRevenue,quarterlyCapitalExpenditure,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyCurrentLiabilities,annualDilutedEPS,quarterlyIncomeTaxPayable,annualChangeInInventory,quarterlyOperatingIncome,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,trailingFreeCashFlow,annualAccountsReceivable,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,trailingBasicAverageShares,quarterlyResearchAndDevelopment,trailingPurchaseOfBusiness,quarterlyChangesInAccountReceivables,annualInvestmentsAndAdvances,trailingResearchAndDevelopment,trailingSaleOfInvestment,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingOtherIncomeExpense,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualResearchAndDevelopment,annualChangesInAccountReceivables,trailingDilutedAverageShares,trailingCommonStockIssuance,annualCurrentDeferredRevenue,quarterlyAccountsReceivable,trailingBasicEPS
1217462400,,,,,,,,,7056989000.0,8909790000.0,,4177610000.0,,0.0,2597000.0,145726000.0,,305636000.0,,,1851349000.0,341728000.0,,,4978270000.0,,,,,,,,4344930000.0,614980000.0,,27718000.0,27718000.0,320558000.0,,,27718000.0,,,,261630000.0,1836000.0,483867000.0,,1490063000.0,-292000.0,,,,,,261630000.0,264227000.0,99434000.0,,2999000.0,,0.0,0.0,,,,60617000.0,,97389000.0,1347948000.0,,,,-101920000.0,,,6142987000.0,100236000.0,,,,,0.0,,,,,-189003000.0,,,0.086468,,,-503000.0,,45974000.0,758035000.0,818246000.0,,209555000.0,,,,-24331000.0,614980000.0,,,277712000.0,,115904000.0,,2766803000.0,,,,,,,,0.0,16828000.0,,,,101350000.0,,,,1266722000.0,,,,,317945000.0,1695000.0,,,,2170000.0,204597000.0,0.087179,,,,,28816000.0,,,,51504000.0,-12608000.0,,44546000.0,,,,,,,,144963000.0,,-1073000.0,,-44727000.0,,1852801000.0,1164717000.0,,1744000.0,,143055000.0,,2609384000.0,,,,,,,,,,,,,,,,,,,,,,,
1225411200,,,,,,,,,7053804000.0,8940101000.0,,4172467000.0,,0.0,0.0,-111040000.0,,256103000.0,,,1826651000.0,439583000.0,,,4983980000.0,,,,,,,,4337152000.0,634055000.0,,-7306000.0,-7306000.0,320558000.0,,,-7306000.0,,,,150590000.0,-76724000.0,542260000.0,,1619922000.0,-34766000.0,,,,,,150590000.0,150590000.0,98393000.0,,8455000.0,,0.0,0.0,,,,62132000.0,,91030000.0,1336774000.0,,,,102601000.0,,,6176637000.0,-114991000.0,,,,,0.0,,,,,-147258000.0,,,-0.022979,,,-275000.0,,2597000.0,772287000.0,720126000.0,,-93139000.0,,,,-23055000.0,634055000.0,,,277938000.0,,261630000.0,,2763464000.0,,,,,,,,0.0,12998000.0,,,,-103528000.0,,,,1288848000.0,,,,,317945000.0,19554000.0,2268000.0,,,2690000.0,166217000.0,-0.022979,,,,,21510000.0,,,0.0,-160616000.0,47689000.0,,5692000.0,,,,,,,,-35382000.0,,1066000.0,,-79609000.0,,1886297000.0,1192657000.0,,1824000.0,,138232000.0,,2598938000.0,,,,,,,,,,,,,,,,,,,,,,,
1233360000,,,4338589000.0,8889199000.0,,108182000.0,,103364000.0,7019074000.0,8889199000.0,0.0,4122956000.0,4122956000.0,0.0,0.0,227405000.0,,289288000.0,194403000.0,317024000.0,2008150000.0,375045000.0,61547000.0,4228000.0,4982269000.0,612486000.0,53105000.0,,,-9903000.0,0.34,2831695000.0,4338589000.0,617370000.0,-152636000.0,81854000.0,81854000.0,,247899000.0,,81854000.0,-144756000.0,,377995000.0,377995000.0,-45542000.0,556101000.0,,1414955000.0,6144000.0,,575178000.0,,4982269000.0,140356000.0,377995000.0,377995000.0,93234000.0,678421000.0,14158000.0,1075235000.0,0.0,0.0,0.0,,1325558000.0,63744000.0,7611000.0,85967000.0,1325558000.0,85967000.0,1268960000.0,-39430000.0,-2137000.0,834234000.0,289288000.0,6057504000.0,268199000.0,-498000.0,377995000.0,0.0,377995000.0,0.0,,391932000.0,100209000.0,,191683000.0,1870125000.0,,,1561008000.0,73434000.0,290000.0,108182000.0,0.0,837698000.0,678421000.0,2448611000.0,-28920000.0,,-146925000.0,7019074000.0,-39430000.0,617370000.0,,,278114000.0,-29212000.0,150590000.0,,2831695000.0,,-205546000.0,375045000.0,277786000.0,,0.0,,0.0,51652000.0,86221000.0,1414955000.0,,-41202000.0,-292048000.0,9958000.0,14158000.0,1268960000.0,278114000.0,0.0,7396571000.0,10457668000.0,,17514000.0,1960000.0,,,2752000.0,290484000.0,,-1561000.0,3061097000.0,556101000.0,-292048000.0,103364000.0,369632000.0,,0.0,105169000.0,43953000.0,,133506000.0,,2448611000.0,83550000.0,0.0,,,108182000.0,314036000.0,317503000.0,-41089000.0,,-45837000.0,1561008000.0,1870125000.0,1075235000.0,0.34,7611000.0,-173014000.0,220328000.0,6057504000.0,2845848000.0,,,,,,,,,,,,,,,,,,,,,,,
1241049600,,,,,,,,,7016653000.0,8978801000.0,,4117190000.0,,0.0,,56589000.0,,283916000.0,,,1924579000.0,332722000.0,,,4969554000.0,,,,,,,,4338589000.0,630489000.0,,83006000.0,83006000.0,320558000.0,,,83006000.0,,,,434584000.0,-51673000.0,554098000.0,,1454692000.0,-1667000.0,,,,,,434584000.0,434584000.0,89235000.0,,19526000.0,,,0.0,,,,64531000.0,,82804000.0,1314425000.0,,,,0.0,,,6062216000.0,57068000.0,,,,,0.0,,,,,-39040000.0,,,0.258942,,,-252000.0,,0.0,855358000.0,700438000.0,,10578000.0,,,,-40426000.0,630489000.0,,,278159000.0,,377995000.0,,2916585000.0,,,,,,,,0.0,51055000.0,,,,-999000.0,,,,1280835000.0,,,,,317945000.0,1957000.0,620000.0,,,2938000.0,287827000.0,0.26107,,,,,186370000.0,,,,-58303000.0,15461000.0,,134061000.0,,,,,,,,108893000.0,,-631000.0,,-51825000.0,,1962148000.0,1092662000.0,,28034000.0,,224869000.0,,2779937000.0,,,,,,,,,,,,,,,,,,,,,,,
1248998400,,,,,,,,,6994165000.0,9139944000.0,,4111023000.0,,0.0,,80791000.0,,280726000.0,,,1995865000.0,304384000.0,,,4957581000.0,,,,,,,,4338589000.0,672825000.0,,93590000.0,93590000.0,320558000.0,,,93590000.0,,,,515375000.0,-55310000.0,550551000.0,,1552586000.0,2395000.0,,,,,,515375000.0,515375000.0,89945000.0,,26797000.0,,,0.0,,,,66537000.0,,78928000.0,1303196000.0,,,,262000.0,,,6123406000.0,79492000.0,,,,,0.0,,,,,-97222000.0,,,0.29196,,,-1075000.0,,0.0,906042000.0,800308000.0,,103400000.0,,,,-36623000.0,672825000.0,,,278217000.0,,434584000.0,,3016538000.0,,,,,,,,0.0,52092000.0,,,,-536000.0,,,,1273452000.0,,,,,317945000.0,6184000.0,1398000.0,,,3168000.0,302164000.0,0.294359,,,,,279960000.0,,,,-32049000.0,-2893000.0,,145682000.0,,,,,,,,134972000.0,,1129000.0,,-55480000.0,,2145779000.0,1165825000.0,,19304000.0,,233217000.0,,2901907000.0,,,,,,,,,,,,,,,,,,,,,,,
1256947200,,,,,,,,,7015218000.0,9132532000.0,,4105252000.0,,0.0,,-178356000.0,,298622000.0,,,2025669000.0,381346000.0,,,4966185000.0,,,,,,,,4338589000.0,686843000.0,,75649000.0,75649000.0,320558000.0,,,75649000.0,,,,337019000.0,-79194000.0,547180000.0,,1680273000.0,-513000.0,,,,,,337019000.0,337019000.0,87612000.0,,26762000.0,,,0.0,,,,62977000.0,,77491000.0,1293280000.0,,,,-239685000.0,,,6277118000.0,67708000.0,,,,,0.0,,,,,-126731000.0,,,0.24,,,-353000.0,,0.0,903082000.0,852988000.0,,48889000.0,,,,-36605000.0,686843000.0,,,278202000.0,,515375000.0,,2855414000.0,,,,,,,,0.0,52491000.0,,,,-6386000.0,,,,1305858000.0,,,,,317945000.0,1070000.0,0.0,,,3143000.0,278729000.0,0.24,,,,,115878000.0,,,,-23261000.0,27730000.0,,128140000.0,,,,,,,,147262000.0,,-246424000.0,,-79554000.0,,2117314000.0,1310933000.0,,3659000.0,,216239000.0,,2928751000.0,,,,,,,,,,,,,,,,,,,,,,,
1264896000,,,4338589000.0,8863519000.0,,339442000.0,,203075000.0,7018070000.0,8863519000.0,,3399715000.0,3399715000.0,0.0,,-114943000.0,,302348000.0,552116000.0,322778000.0,2160396000.0,342290000.0,0.0,443753000.0,4266721000.0,953258000.0,8567000.0,,,0.0,1.05,3390298000.0,4338589000.0,746456000.0,-248046000.0,87197000.0,87197000.0,,256771000.0,,87197000.0,-576516000.0,,222076000.0,222076000.0,-61869000.0,546172000.0,,1519578000.0,-55757000.0,,668643000.0,,4266721000.0,106049000.0,222076000.0,222076000.0,78952000.0,830953000.0,3671000.0,1206500000.0,,0.0,,,1284283000.0,62726000.0,4525000.0,66812000.0,1284283000.0,66812000.0,1328386000.0,-34167000.0,3334000.0,1154631000.0,302348000.0,5473221000.0,213628000.0,,222076000.0,0.0,222076000.0,0.0,,345744000.0,377995000.0,,162745000.0,1845449000.0,,,1792373000.0,9470000.0,,339442000.0,0.0,1025389000.0,830953000.0,2736613000.0,-56818000.0,,-785260000.0,7018070000.0,-34167000.0,746456000.0,,,298013000.0,-55542000.0,337019000.0,,3390298000.0,,-250747000.0,342290000.0,-155919000.0,,0.0,,0.0,57036000.0,212674000.0,1519578000.0,,-777339000.0,-463987000.0,17295000.0,3671000.0,1328386000.0,298013000.0,0.0,8106509000.0,11796380000.0,,-644000.0,441735000.0,,,8046000.0,285911000.0,,-236089000.0,3689871000.0,546172000.0,-463987000.0,203075000.0,417896000.0,,,95446000.0,-30828000.0,,144233000.0,,2736613000.0,-18167000.0,0.0,,,339442000.0,277516000.0,324836000.0,-330590000.0,,-63888000.0,1792373000.0,1845449000.0,1206500000.0,1.04,4525000.0,-100248000.0,278933000.0,5473221000.0,3185785000.0,,,,,,,,,,,,,,,,,,,,,,,
1272585600,,,,,,,,,7038498000.0,8977076000.0,,3399887000.0,,0.0,,633000.0,,277989000.0,,,2111558000.0,332251000.0,,,4234510000.0,,,,,,,,4338589000.0,709033000.0,,135996000.0,135996000.0,344397000.0,,,135996000.0,,,,222709000.0,-90740000.0,540010000.0,,1604754000.0,-145000.0,,,,,,222709000.0,222709000.0,72018000.0,,3547000.0,,,,,,,63252000.0,,62868000.0,1276173000.0,,,,4578000.0,,,5440550000.0,-4025000.0,,,,,0.0,,,,,-85176000.0,,,0.39,,,,,,999756000.0,789274000.0,,-36954000.0,,,,-29771000.0,709033000.0,,,298371000.0,,222076000.0,,3536526000.0,,,,,,,,0.0,82570000.0,,,,-463000.0,,,,1360868000.0,,,,,340819000.0,1633000.0,285000.0,,,4979000.0,353836000.0,0.4,,,,,339071000.0,,,,-124110000.0,5223000.0,,218566000.0,,,,,,,,86973000.0,,4400000.0,,-90998000.0,,1938578000.0,1206040000.0,,34686000.0,,290723000.0,,3111314000.0,,,,,,,,,,,,,,,,,,,,,,,
1280534400,,,,,,,,,7044790000.0,9179474000.0,,3350807000.0,,0.0,,58712000.0,,279423000.0,,,2178176000.0,321672000.0,,,4177470000.0,,,,,,,,4338589000.0,735222000.0,,141195000.0,141195000.0,344746000.0,,,141195000.0,,,,281421000.0,-71774000.0,532313000.0,,1738439000.0,-6526000.0,,,,,,281421000.0,281421000.0,69330000.0,,1595000.0,,,,,,,62904000.0,,59581000.0,1268990000.0,,,,84000.0,,,5496630000.0,115850000.0,,,,,0.0,,,,,-134413000.0,,,0.41,,,,,,1035979000.0,941742000.0,,150930000.0,,,,-29667000.0,735222000.0,,,298399000.0,,222709000.0,,3682844000.0,,,,,,,,0.0,83738000.0,,,,-57674000.0,,,,1377630000.0,,,,,341001000.0,4833000.0,116000.0,,,3387000.0,357167000.0,0.41,,,,,480266000.0,,,,-15326000.0,-15470000.0,,224933000.0,,,,,,,,187910000.0,,-57424000.0,,-72060000.0,,2134684000.0,1319160000.0,,14864000.0,,300757000.0,,3214155000.0,,,,,,,,,,,,,,,,,,,,,,,
1288483200,,,,,,,,,7076816000.0,9349574000.0,,3286907000.0,,0.0,,-43515000.0,,254669000.0,,,2212759000.0,378750000.0,,,4121869000.0,,,,,,,,4338589000.0,736334000.0,,128120000.0,128120000.0,344739000.0,,,128120000.0,,,,237906000.0,-95861000.0,565510000.0,,1885753000.0,-8312000.0,,,,,,237906000.0,237906000.0,67235000.0,,1358000.0,,,,,,,63583000.0,,60693000.0,1262834000.0,,,,926000.0,,,5532184000.0,27554000.0,,,,,0.0,,,,,-147314000.0,,,0.37,,,,,,1010668000.0,971538000.0,,32957000.0,,,,-26755000.0,736334000.0,,,298459000.0,,281421000.0,,3817390000.0,,,,,,,,0.0,70757000.0,,,,-72517000.0,,,,1414700000.0,,,,,341062000.0,1454000.0,198000.0,,,3254000.0,329695000.0,0.38,,,,,608386000.0,,,,-116315000.0,35454000.0,,198877000.0,,,,,,,,123739000.0,,-71393000.0,,-96185000.0,,2272758000.0,1410315000.0,,14068000.0,,274334000.0,,3223427000.0,,,,,,,,,,,,,,,,,,,,,,,
1296432000,,,4338589000.0,9546222000.0,,627857000.0,,830932000.0,7178397000.0,9546222000.0,,3287070000.0,3287070000.0,0.0,,259540000.0,,231582000.0,984972000.0,341047000.0,2355951000.0,347741000.0,0.0,631000.0,4126370000.0,1274065000.0,13549000.0,,,0.0,1.84,4054479000.0,4338589000.0,721902000.0,-418947000.0,222546000.0,222546000.0,,254927000.0,,222546000.0,-130367000.0,,497446000.0,497446000.0,-160572000.0,598565000.0,,1765433000.0,-118000.0,,824684000.0,,4126370000.0,123424000.0,497446000.0,497446000.0,65629000.0,953641000.0,1157000.0,1365373000.0,,,,,1256922000.0,65188000.0,25980000.0,58311000.0,1256922000.0,58311000.0,1524575000.0,-20296000.0,8317000.0,1514111000.0,231582000.0,5491743000.0,264910000.0,-13723000.0,497446000.0,0.0,497446000.0,0.0,,274212000.0,222076000.0,,115094000.0,2367825000.0,,,2177269000.0,50985000.0,,627857000.0,,1130153000.0,953641000.0,2902491000.0,-23509000.0,,-131180000.0,7178397000.0,-20296000.0,721902000.0,,,298819000.0,-15101000.0,237906000.0,,4054479000.0,,-420395000.0,347741000.0,275370000.0,,0.0,,0.0,120050000.0,357115000.0,1765433000.0,,-526000.0,-652694000.0,15956000.0,1157000.0,1524575000.0,298819000.0,0.0,8858444000.0,13035000000.0,,5629000.0,32000.0,,,4336000.0,473413000.0,,13905000.0,4176556000.0,598565000.0,-652694000.0,830932000.0,404289000.0,,,116490000.0,25778000.0,,342596000.0,,2902491000.0,-139261000.0,,,,627857000.0,426062000.0,344800000.0,-5950000.0,,-161152000.0,2177269000.0,2367825000.0,1365373000.0,1.82,25980000.0,-251809000.0,408251000.0,5491743000.0,3486104000.0,,,,,,,,,,,,,,,,,,,,,,,
1304121600,,,,,,,,,7207967000.0,9714864000.0,,3262597000.0,,0.0,,105017000.0,,230043000.0,,,2364300000.0,380422000.0,,,4107978000.0,,,,,,,,4338589000.0,765779000.0,,156969000.0,156969000.0,345393000.0,,,156969000.0,,,,602463000.0,-91591000.0,606071000.0,,1767121000.0,-2272000.0,,,,,,602463000.0,602463000.0,65591000.0,,1039000.0,,,,,,,67486000.0,,55493000.0,1251289000.0,,,,434000.0,,,5495208000.0,131614000.0,,,,,0.0,,,,,-5275000.0,,,0.45,,,-412000.0,,,1087397000.0,933710000.0,,-25922000.0,,,,-15595000.0,765779000.0,,,298844000.0,,497446000.0,,4219656000.0,,,,,,,,0.0,96805000.0,,,,-27151000.0,,,,1562596000.0,,,,,341522000.0,4574000.0,165000.0,,,3519000.0,386851000.0,0.46,,,,,987901000.0,,,,-18102000.0,7393000.0,,253774000.0,,,,,,,,223572000.0,,-26964000.0,,-91958000.0,,2506897000.0,1387230000.0,,32217000.0,,321618000.0,,3451697000.0,,,,,,,,,,,,,,,,,,,,,,,
1312070400,,,,,,,,,7256322000.0,9529103000.0,,2779408000.0,,0.0,,-489413000.0,,215875000.0,,,2426852000.0,366623000.0,,,3628588000.0,,,,,,,,4338589000.0,798313000.0,,146042000.0,146042000.0,345625000.0,,,146042000.0,,,,113050000.0,-126059000.0,624034000.0,,1973863000.0,-58239000.0,,,,,,113050000.0,113050000.0,60653000.0,,963000.0,,,,,,,68385000.0,,48969000.0,1245773000.0,,,,16000.0,,,5155539000.0,48702000.0,,,,,0.0,,,,,-217394000.0,,,0.42,,,-39000.0,,,1148342000.0,1122949000.0,,192612000.0,,,,-10982000.0,798313000.0,,,298842000.0,,602463000.0,,4373564000.0,,,,,,,,0.0,85121000.0,,,,-909810000.0,,,,1622991000.0,,,,,341534000.0,13135000.0,12000.0,,,3279000.0,360201000.0,0.43,,,,,1133943000.0,,,,-124837000.0,10743000.0,,231163000.0,,,,,,,,174867000.0,,-538221000.0,,-126165000.0,,2272781000.0,1526951000.0,,810000.0,,350029000.0,,3575194000.0,,,,,,,,,,,,,,,,,,,,,,,
1320019200,,,,,,,,,7343027000.0,9735882000.0,,2721061000.0,,0.0,,5530000.0,,233950000.0,,,2479422000.0,414977000.0,,,3609649000.0,,,,,,,,4338589000.0,804885000.0,,171164000.0,171164000.0,345777000.0,,,171164000.0,,,,118580000.0,-144720000.0,647329000.0,,2089722000.0,-53000.0,,,,,,118580000.0,118580000.0,38642000.0,,763000.0,,,,,,,68900000.0,,46908000.0,1240733000.0,,,,15651000.0,,,5181870000.0,61084000.0,,,,,0.0,,,,,-128263000.0,,,0.5,,,-12914000.0,,,1115802000.0,1132544000.0,,-2354000.0,,,,-7876000.0,804885000.0,,,299514000.0,,113050000.0,,4554012000.0,,,,,,,,0.0,101068000.0,,,,-1171947000.0,,,,1716797000.0,,,,,341955000.0,13947000.0,0.0,,,4171000.0,379774000.0,0.5,,,,,1305107000.0,,,,-42312000.0,5841000.0,,272232000.0,,,,,,,,206060000.0,,-55810000.0,,-144976000.0,,2392855000.0,1572221000.0,,1111000.0,,310917000.0,,3595224000.0,,,,,,,,,,,,,,,,,,,,,,,
1327968000,,,4338589000.0,9688520000.0,,766685000.0,,1416918000.0,7413446000.0,9688520000.0,,2617891000.0,2617891000.0,0.0,,7546000.0,,229149000.0,1225289000.0,341234000.0,2838704000.0,212133000.0,,177000.0,3510123000.0,1490804000.0,54190000.0,,,,2.25,4668495000.0,4338589000.0,838129000.0,-513835000.0,292510000.0,292510000.0,,275408000.0,,292510000.0,-907965000.0,,126126000.0,126126000.0,-151465000.0,656996000.0,,2009206000.0,-51000.0,,1050480000.0,,3510123000.0,104442000.0,126126000.0,126126000.0,40105000.0,1064087000.0,590000.0,1509902000.0,,,,,1235954000.0,70637000.0,44428000.0,43943000.0,1235954000.0,43943000.0,1794960000.0,-5191000.0,-11992000.0,1705688000.0,229149000.0,5020025000.0,294219000.0,-185000000.0,126126000.0,0.0,126126000.0,0.0,,204991000.0,497446000.0,,59440000.0,2275074000.0,,,2680985000.0,-22870000.0,-171635000.0,766685000.0,,1346369000.0,1064087000.0,3207106000.0,-59894000.0,,-1885051000.0,7413446000.0,-5191000.0,838129000.0,,,295828000.0,-60615000.0,118580000.0,,4668495000.0,,-514861000.0,212133000.0,-371320000.0,,0.0,,0.0,175610000.0,458604000.0,2009206000.0,,223857000.0,-886025000.0,15250000.0,590000.0,1794960000.0,295828000.0,0.0,10109278000.0,14807188000.0,,22534000.0,0.0,,,4281000.0,578862000.0,,4109000.0,4697910000.0,656996000.0,-886025000.0,1416918000.0,535619000.0,,,86765000.0,-46847000.0,,468120000.0,,3207106000.0,-98486000.0,,,,766685000.0,445981000.0,345117000.0,-286970000.0,,-151762000.0,2680985000.0,2275074000.0,1509902000.0,2.22,44428000.0,-291492000.0,508240000.0,5020025000.0,4185073000.0,,,,,,,,,,,,,,,,,,,,,,,
1335744000,,,,,,,,,7496473000.0,9770208000.0,,2880920000.0,,0.0,,6404000.0,,231427000.0,,,2672949000.0,360349000.0,,,3767523000.0,,,,,,,,4338589000.0,843932000.0,,213415000.0,213415000.0,339490000.0,,,213415000.0,,,,132530000.0,-145738000.0,649532000.0,,2000864000.0,-1671000.0,,,,,,132530000.0,132530000.0,37074000.0,,459000.0,,,,,,,72271000.0,,47846000.0,1231866000.0,,,,-21984000.0,,,5178776000.0,46782000.0,,,,,0.0,,,,,6499000.0,,,0.63,,,-300000000.0,,,1228256000.0,985924000.0,,-82227000.0,,,,-2662000.0,843932000.0,,,290782000.0,,126126000.0,,4591432000.0,,,,,,,,0.0,132164000.0,,,,-322002000.0,,,,1878172000.0,,,,,336080000.0,2828000.0,,,,4759000.0,454924000.0,0.64,,,,,1336298000.0,,,,-82555000.0,-19708000.0,,345579000.0,,,,,,,,192639000.0,,-40497000.0,,-145857000.0,,2273735000.0,1411253000.0,,50355000.0,,384324000.0,,3901205000.0,,,,,,,,,,,,,,,,,,,,,,,
1343692800,,,,,,,,,7589030000.0,10103474000.0,,2887251000.0,,0.0,,1627000.0,,222008000.0,,,2685432000.0,366271000.0,,,3766381000.0,,,,,,,,4338589000.0,876009000.0,,214140000.0,214140000.0,335521000.0,,,214140000.0,,,,134157000.0,-157824000.0,651521000.0,,2147837000.0,-26557000.0,,,,,,134157000.0,134157000.0,35666000.0,,344000.0,,,,,,,73989000.0,,50737000.0,1227499000.0,,,,-41504000.0,,,5293064000.0,22722000.0,,,,,0.0,,,,,-146497000.0,,,0.64,,,0.0,,,1263223000.0,1143857000.0,,150742000.0,,,,-5171000.0,876009000.0,,,291983000.0,,132530000.0,,4810410000.0,,,,,,,,0.0,110851000.0,,,,-971044000.0,,,,1972205000.0,,,,,333001000.0,504000.0,,,,5465000.0,434646000.0,0.64,,,,,1550438000.0,,,,-101865000.0,-40371000.0,,324991000.0,,,,,,,,180853000.0,,-21402000.0,,-158131000.0,,2514444000.0,1526683000.0,,665000.0,,387214000.0,,3948655000.0,,,,,,,,,,,,,,,,,,,,,,,
1351641600,,,,,,,,,7655485000.0,10273677000.0,,3023367000.0,,0.0,,8423000.0,,225699000.0,,,2738524000.0,392439000.0,,,3904976000.0,,,,,,,,4338589000.0,864734000.0,,207685000.0,207685000.0,334004000.0,,,207685000.0,,,,142580000.0,-148920000.0,655910000.0,,2330436000.0,-1728000.0,,,,,,142580000.0,142580000.0,27726000.0,,891000.0,,,,,,,76138000.0,,46055000.0,1223407000.0,,,,-22929000.0,,,5538815000.0,167756000.0,,,,,0.0,,,,,-186078000.0,,,0.62,,,-296442000.0,,,1226123000.0,1199727000.0,,62218000.0,,,,-4608000.0,864734000.0,,,287613000.0,,134157000.0,,4734862000.0,,,,,,,,0.0,124250000.0,,,,-534780000.0,,,,2047434000.0,,,,,332337000.0,6216000.0,,,,5133000.0,435799000.0,0.62,,,,,1468534000.0,,,,23257000.0,-1035000.0,,331935000.0,,,,,,,,317394000.0,,-160051000.0,,-149638000.0,,2618192000.0,1633839000.0,,997000.0,,361389000.0,,3964647000.0,,,,,,,,,,,,,,,,,,,,,,,
