,trailingSaleOfInvestment,annualIncomeTaxPayable,annualSaleOfInvestment,annualNonCurrentDeferredTaxesLiabilities,quarterlyInvestmentsAndAdvances,trailingOtherNonCashItems,trailingPurchaseOfBusiness,annualStockholdersEquity,quarterlyNetOtherFinancingCharges,annualAccountsReceivable,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,annualPurchaseOfInvestment,annualPurchaseOfBusiness,quarterlyLongTermDebt,quarterlyDilutedEPS,quarterlyNetIncomeContinuousOperations,annualDepreciationAndAmortization,trailingPretaxIncome,quarterlyOtherNonCurrentAssets,quarterlyNetIncome,annualInvestingCashFlow,quarterlyOperatingCashFlow,quarterlyNetPPE,quarterlyOtherIncomeExpense,quarterlyInventory,annualStockBasedCompensation,annualGoodwill,trailingNetIncome,quarterlyAccountsReceivable,annualChangeInInventory,quarterlyCostOfRevenue,trailingCashDividendsPaid,quarterlyTaxProvision,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherShortTermInvestments,trailingNetOtherInvestingChanges,quarterlyResearchAndDevelopment,annualChangeInWorkingCapital,annualOperatingCashFlow,annualInventory,annualCurrentLiabilities,annualGrossProfit,trailingChangeInInventory,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,annualGainsLossesNotAffectingRetainedEarnings,annualNetPPE,annualOtherIncomeExpense,annualCashCashEquivalentsAndMarketableSecurities,trailingRepaymentOfDebt,annualOperatingIncome,trailingChangeInWorkingCapital,trailingOperatingIncome,trailingOtherIncomeExpense,trailingResearchAndDevelopment,annualOtherNonCurrentLiabilities,annualCapitalStock,annualRepaymentOfDebt,annualTotalRevenue,quarterlyFreeCashFlow,trailingGrossProfit,annualOtherCurrentLiabilities,annualChangeInCashSupplementalAsReported,annualNetOtherInvestingChanges,trailingCashFlowFromContinuingFinancingActivities,trailingEndCashPosition,annualCashFlowFromContinuingFinancingActivities,trailingStockBasedCompensation,trailingInterestExpense,quarterlyChangesInAccountReceivables,quarterlyNetIncomeCommonStockholders,trailingPurchaseOfInvestment,annualEndCashPosition,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,trailingTotalRevenue,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyBeginningCashPosition,annualPretaxIncome,trailingCapitalExpenditure,quarterlyCapitalStock,annualGrossPPE,trailingChangeInCashSupplementalAsReported,annualAccountsPayable,trailingInvestingCashFlow,quarterlySaleOfInvestment,quarterlyCurrentDebt,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,annualSellingGeneralAndAdministration,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOperatingExpense,annualOtherNonCurrentAssets,quarterlyDilutedAverageShares,quarterlyGrossPPE,trailingSellingGeneralAndAdministration,quarterlyIncomeTaxPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInWorkingCapital,annualBasicEPS,quarterlyAccountsPayable,quarterlyChangeInAccountPayable,annualInvestmentsAndAdvances,annualRepurchaseOfCapitalStock,trailingOperatingExpense,quarterlyDeferredIncomeTax,quarterlyGrossProfit,trailingRepurchaseOfCapitalStock,quarterlyOperatingIncome,annualNetIncomeContinuousOperations,annualBeginningCashPosition,trailingNetOtherFinancingCharges,quarterlyTotalRevenue,annualCapitalExpenditure,annualBasicAverageShares,trailingDeferredIncomeTax,annualCurrentAccruedExpenses,annualCashAndCashEquivalents,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualNetOtherFinancingCharges,quarterlyChangeInInventory,trailingBeginningCashPosition,annualInterestExpense,annualChangesInAccountReceivables,trailingCostOfRevenue,annualCurrentAssets,trailingNetIncomeContinuousOperations,quarterlyOtherNonCashItems,annualEbitda,annualNetIncomeCommonStockholders,annualDeferredIncomeTax,annualResearchAndDevelopment,quarterlyStockBasedCompensation,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,annualAccumulatedDepreciation,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualOtherShortTermInvestments,quarterlyRetainedEarnings,annualFreeCashFlow,annualOtherIntangibleAssets,quarterlyPurchaseOfBusiness,quarterlyCurrentLiabilities,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,quarterlyCurrentAssets,quarterlyCashDividendsPaid,quarterlyBasicEPS,quarterlyOperatingExpense,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPretaxIncome,trailingOperatingCashFlow,quarterlyStockholdersEquity,quarterlyNonCurrentDeferredTaxesLiabilities,annualCostOfRevenue,quarterlyAccumulatedDepreciation,quarterlyGoodwill,trailingNetIncomeCommonStockholders,quarterlySellingGeneralAndAdministration,annualRetainedEarnings,trailingTaxProvision,quarterlyNetOtherInvestingChanges,annualDilutedEPS,annualTaxProvision,annualTotalAssets,annualCurrentDebt,quarterlyRepaymentOfDebt,quarterlyBasicAverageShares,annualCashDividendsPaid,annualLongTermDebt,annualNetIncome,quarterlyOtherCurrentAssets,annualOtherNonCashItems,annualDilutedAverageShares,quarterlyOtherNonCurrentLiabilities,annualOtherCurrentAssets,annualTotalNonCurrentAssets,trailingDepreciationAndAmortization,trailingBasicAverageShares,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyCommonStockIssuance,annualCommonStockIssuance,trailingChangesInAccountReceivables,trailingDilutedEPS,trailingBasicEPS,trailingCommonStockIssuance,annualNonCurrentDeferredRevenue,quarterlyCurrentAccruedExpenses,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,trailingDilutedAverageShares
1372550400,,,,,,,,,-1596000000.0,,-63931000000.0,-14795000000.0,,,540123000000.0,18.395,29711000000.0,,,90923000000.0,29076000000.0,,-89368000000.0,509870000000.0,,237524000000.0,,,,367160000000.0,,115091000000.0,,20476000000.0,348321000000.0,-169427000000.0,117999000000.0,,77546000000.0,,,,,,,1055288000000.0,45862000000.0,,,,,,,,,,,,,,,-104163000000.0,,,,,,,,,,-90994000000.0,29076000000.0,,,3933711000000.0,2551423000000.0,,384882000000.0,266883000000.0,545580000000.0,,,0.0,,,,,2080000000.0,1525000000.0,-10000000.0,726000000.0,,,,,1580646915.0,,,,1657197000000.0,-93938000000.0,,106395000000.0,-26022000000.0,,,,19243000000.0,295211000000.0,,47705000000.0,,,,410302000000.0,,,,,,-16127000000.0,384758000000.0,,-6300000000.0,,,,,,,29378000000.0,,,,,,-7000000.0,96775000000.0,,,,,2201131000000.0,,,-3342000000.0,543620000000.0,,,1382289000000.0,-62118000000.0,18.415,247506000000.0,1113577000000.0,50187000000.0,,2212073000000.0,330250000000.0,,,704030000000.0,,,,,-2113000000.0,,,,,,1578930220.0,,,,156139000000.0,,,158813000000.0,,,,,,,,,,,,,,,,,
1380499200,,,,,,,,,-350000000.0,,,-19474000000.0,,,790085000000.0,27.085,43942000000.0,,,94810000000.0,42804000000.0,,82262000000.0,503051000000.0,-9000000.0,238534000000.0,,,,385959000000.0,,120137000000.0,,20447000000.0,330434000000.0,341523000000.0,366557000000.0,,76641000000.0,,,,,,,1054950000000.0,62134000000.0,,,,,,,,,,,,,,,62788000000.0,,,,,,,,,,,42804000000.0,,,4253216000000.0,2540266000000.0,,719136000000.0,352579000000.0,384758000000.0,,,0.0,,,,,21977000000.0,1332000000.0,-483000000.0,7112000000.0,,,,,1580358132.0,,,,1906048000000.0,43227000000.0,,107887000000.0,,,,,,297602000000.0,,52703000000.0,,,,417739000000.0,,,,,,4796000000.0,717677000000.0,,2352000000.0,,,,,,,-82154000000.0,,,,,,-10000000.0,133635000000.0,,,,,2236713000000.0,,,0.0,546986000000.0,,,1712950000000.0,-8926000000.0,27.11,244899000000.0,1359062000000.0,64389000000.0,,2282374000000.0,320266000000.0,,,707466000000.0,,130949000000.0,,,293000000.0,,,,,,1578900775.0,,,,130909000000.0,,,159949000000.0,,,,,,,,,,,,,,,,,
1388448000,,,,,,,,,-2293000000.0,,,-21494000000.0,,,790080000000.0,34.5,56273000000.0,,,103484000000.0,54532000000.0,,49994000000.0,507295000000.0,278000000.0,251898000000.0,,,,427770000000.0,,131537000000.0,,22515000000.0,366047000000.0,-163194000000.0,291317000000.0,,83105000000.0,,,,,,,1107807000000.0,31071000000.0,,,,,,,,,,,,,,,28500000000.0,,,,,,,,,,,54532000000.0,,,4425786000000.0,2641489000000.0,,732646000000.0,441329000000.0,717677000000.0,,,0.0,,,,,25768000000.0,1422000000.0,-140839000000.0,6216000000.0,,,,,1580637681.0,,,,1972543000000.0,-52812000000.0,,122927000000.0,,,,,,327284000000.0,,66787000000.0,,,,458821000000.0,,,,,,-131994000000.0,592959000000.0,,-4971000000.0,,,,,,,52774000000.0,,,,,,-13000000.0,116075000000.0,,,,,2212006000000.0,,,0.0,581084000000.0,,,1784297000000.0,-61762000000.0,34.535,260497000000.0,1391459000000.0,78788000000.0,,2382903000000.0,339950000000.0,,,748706000000.0,,138316000000.0,,,-3000000.0,,,,,,1579035761.0,,,,130998000000.0,,,171637000000.0,,,,,,,,,,,,,,,,,
1396224000,,52332000000.0,52269000000.0,280595000000.0,202807000000.0,,,2470739000000.0,-1084000000.0,430620000000.0,-7899000000.0,-22756000000.0,-141686000000.0,-3342000000.0,704580000000.0,,-4896000000.0,215743000000.0,,40772000000.0,-4340000000.0,-158611000000.0,105447000000.0,542253000000.0,,254329000000.0,,814671000000.0,,430620000000.0,-16919000000.0,130943000000.0,,-16522000000.0,284769000000.0,82262000000.0,184981000000.0,,103366000000.0,-12482000000.0,148335000000.0,254329000000.0,802754000000.0,1201422000000.0,,1135597000000.0,76676000000.0,,542253000000.0,1000000000.0,851029000000.0,,139273000000.0,,,,,149684000000.0,0.0,-167000000.0,1691685000000.0,82691000000.0,,284769000000.0,91164000000.0,-699000000.0,,,101440000000.0,,,48055000000.0,-4340000000.0,,666048000000.0,4569144000000.0,2976607000000.0,,851029000000.0,666048000000.0,592959000000.0,158851000000.0,,0.0,1167682000000.0,,184900000000.0,,2444000000.0,155404000000.0,-354000000.0,27569000000.0,556210000000.0,,1062149000000.0,40772000000.0,,1167682000000.0,,52332000000.0,2028509000000.0,91041000000.0,67.55,184900000000.0,10822000000.0,202807000000.0,,,-12913000000.0,273867000000.0,,-30084000000.0,109559000000.0,545580000000.0,,404810000000.0,-78519000000.0,1578948927.0,,,666048000000.0,-15286000000.0,666048000000.0,-5323000000.0,-8000000000.0,,30720000000.0,-42504000000.0,,1592536000000.0,,3000000.0,405314000000.0,106658000000.0,49292000000.0,341560000000.0,,,82827000000.0,-625430000000.0,1225755000000.0,2306000000.0,184981000000.0,1901307000000.0,69816000000.0,1135597000000.0,0.0,802754000000.0,2028509000000.0,,1592536000000.0,-9327000000.0,,303951000000.0,1225755000000.0,-21418000000.0,,2470739000000.0,280595000000.0,490263000000.0,-625430000000.0,814671000000.0,,,1901307000000.0,,1124000000.0,67.475,49292000000.0,4569144000000.0,155404000000.0,,,-142133000000.0,704580000000.0,106658000000.0,43509000000.0,1000000.0,1580703964.0,149684000000.0,43509000000.0,2976607000000.0,,,,,,,,,,,,,,,
1404086400,,,,,211396000000.0,,,,-1746000000.0,,-79259000000.0,-40007000000.0,,,702559000000.0,21.18,34310000000.0,,,39605000000.0,33399000000.0,,12037000000.0,532605000000.0,929000000.0,267575000000.0,,,,425033000000.0,,118039000000.0,,25679000000.0,257945000000.0,-37722000000.0,139829000000.0,,75155000000.0,,,,,,,1098586000000.0,47729000000.0,,,,,,,,,,,,,,,-27970000000.0,,,,,,,,,,-9692000000.0,33399000000.0,,,4437328000000.0,2905971000000.0,,762744000000.0,622915000000.0,666048000000.0,,,0.0,,,,,53898000000.0,153356000000.0,,8588000000.0,,,,,1576912181.0,,,58737000000.0,1983330000000.0,-65313000000.0,,154733000000.0,-25105000000.0,,,,25679000000.0,293109000000.0,,63688000000.0,,,,411148000000.0,,,,,,29501000000.0,622915000000.0,,-15245000000.0,,,,,,,-15271000000.0,,,,,,-16001000000.0,116306000000.0,,,,,1853441000000.0,,,0.0,740638000000.0,,,1531358000000.0,-60973000000.0,21.2,229421000000.0,1242692000000.0,59989000000.0,,2388581000000.0,272588000000.0,,,800496000000.0,,136581000000.0,,,-847000000.0,,,,,,1575424528.0,,,,56756000000.0,,,175553000000.0,,,,,,,,,,,,,,,,,
1412035200,,,,,215001000000.0,,,,-13354000000.0,,-26860000000.0,-19137000000.0,,,714761000000.0,17.8,28843000000.0,,,39086000000.0,28037000000.0,,72616000000.0,535266000000.0,135000000.0,277415000000.0,,,,455230000000.0,,128948000000.0,,24303000000.0,250900000000.0,41731000000.0,159908000000.0,,81363000000.0,,,,,,,1099174000000.0,49966000000.0,,,,,,,,,,,,,,,53479000000.0,,,,,,,,,,-24193000000.0,28037000000.0,,,4571807000000.0,2938159000000.0,,841361000000.0,681453000000.0,622915000000.0,,,0.0,,,,,3659000000.0,165397000000.0,,6141000000.0,,,,,1575112360.0,,,80101000000.0,2040875000000.0,-11973000000.0,,155223000000.0,7583000000.0,,,,24303000000.0,311256000000.0,,53007000000.0,,,,440204000000.0,,,,,,-4026000000.0,681453000000.0,,-7470000000.0,,,,,,,12107000000.0,,,,,,-1558000000.0,109253000000.0,,,,,1879162000000.0,,,,779162000000.0,,,1633648000000.0,-10006000000.0,17.84,258249000000.0,1261713000000.0,53146000000.0,,2463880000000.0,266221000000.0,,,821515000000.0,,146569000000.0,,,7000000.0,,,,,,1571580717.0,,,,51347000000.0,,,185065000000.0,,,,,,,,,,,,,,,,,
1419984000,,,,,249003000000.0,,,,-1330000000.0,,-63051000000.0,-26674000000.0,,,731084000000.0,11.62,19191000000.0,,,38979000000.0,18308000000.0,,64883000000.0,539801000000.0,257000000.0,282659000000.0,,,,489021000000.0,,139420000000.0,,55240000000.0,283561000000.0,79793000000.0,74992000000.0,,92708000000.0,,,,,,,1058229000000.0,82716000000.0,,,,,,,,,,,,,,,38209000000.0,,,,,,,,,,-23318000000.0,18308000000.0,,,4653372000000.0,2949580000000.0,,856499000000.0,781507000000.0,681453000000.0,,,0.0,,,,,105349000000.0,181791000000.0,-3392000000.0,12989000000.0,,,,,1575559380.0,,,73617000000.0,2080506000000.0,-46737000000.0,,168488000000.0,-1883000000.0,,,,55240000000.0,349213000000.0,,82357000000.0,,,,488633000000.0,,,,,,77960000000.0,781507000000.0,,-1540000000.0,,,,,,,-19996000000.0,,,,,,-10000000.0,170136000000.0,,,,,1824972000000.0,,,,837920000000.0,,,1703791000000.0,-61089000000.0,11.65,266856000000.0,1242586000000.0,74431000000.0,,2503479000000.0,246845000000.0,,,880981000000.0,,154887000000.0,,,46000000.0,,,,,,1571502146.0,,,,62646000000.0,,,156241000000.0,,,,,,,,,,,,,,,,,
1427760000,,41071000000.0,165357000000.0,156132000000.0,251748000000.0,,,2137047000000.0,-614000000.0,444681000000.0,-131828000000.0,-22900000000.0,-3571000000.0,,629416000000.0,,-225378000000.0,260951000000.0,,52192000000.0,-225520000000.0,91347000000.0,32981000000.0,526162000000.0,16000000.0,262354000000.0,,821911000000.0,,444681000000.0,-14548000000.0,134583000000.0,,-107625000000.0,286419000000.0,-110936000000.0,61275000000.0,,132869000000.0,182306000000.0,182517000000.0,262354000000.0,1016824000000.0,1256834000000.0,,939381000000.0,80540000000.0,,526162000000.0,1337000000.0,713423000000.0,,-129254000000.0,,,,,148883000000.0,0.0,-119493000000.0,1777824000000.0,10081000000.0,,286419000000.0,-27134000000.0,-1777000000.0,,,-300998000000.0,,,24688000000.0,-225520000000.0,,655243000000.0,4296192000000.0,2776118000000.0,,713423000000.0,652148000000.0,781507000000.0,-145437000000.0,,0.0,,,170782000000.0,,2451000000.0,99965000000.0,-174000000.0,5159000000.0,612613000000.0,,1386088000000.0,52192000000.0,,,,41071000000.0,2090016000000.0,306329000000.0,-92.685,170782000000.0,12323000000.0,251748000000.0,-17587000000.0,,-107625000000.0,303256000000.0,,-328306000000.0,-143034000000.0,666048000000.0,,437839000000.0,-108718000000.0,1572800345.0,,,652148000000.0,-12088000000.0,655243000000.0,-17044000000.0,9707000000.0,,32878000000.0,-32515000000.0,,1520072000000.0,,-56860000000.0,148392000000.0,-145775000000.0,-2403000000.0,382096000000.0,,-18000000.0,-247304000000.0,,1073192000000.0,-7082000000.0,61275000000.0,1601326000000.0,73799000000.0,939381000000.0,,1016824000000.0,2090016000000.0,,1520072000000.0,-9569000000.0,,631562000000.0,1073192000000.0,-333003000000.0,,2137047000000.0,156132000000.0,520990000000.0,,821911000000.0,,174577000000.0,1601326000000.0,,-983000000.0,-92.685,-2403000000.0,4296192000000.0,99965000000.0,,,-141637000000.0,629416000000.0,-145775000000.0,63223000000.0,-1000000.0,1572800345.0,148883000000.0,63223000000.0,2776118000000.0,,,,,,,,,,,,,,,
1435622400,,,,,281544000000.0,,,,-1283000000.0,,-86570000000.0,-15602000000.0,,,633184000000.0,15.56,25429000000.0,,,52691000000.0,24583000000.0,,18643000000.0,526127000000.0,808000000.0,277629000000.0,,,,461222000000.0,,121121000000.0,,23292000000.0,255865000000.0,-88282000000.0,61519000000.0,,80991000000.0,,,,,,,950985000000.0,48958000000.0,,,,,,,,,,,,,,,3041000000.0,,,,,,,,,,-7238000000.0,24583000000.0,,,4320850000000.0,2849371000000.0,,637923000000.0,576404000000.0,655243000000.0,,,0.0,,,,,,99974000000.0,,5799000000.0,,,,,1579884319.0,,,56417000000.0,2089229000000.0,-67034000000.0,,172898000000.0,-4771000000.0,,,,23292000000.0,325174000000.0,,49558000000.0,,,,446295000000.0,,,,,,-20356000000.0,576404000000.0,,-7518000000.0,,,,,,,-41294000000.0,,,,,,-22300000000.0,103478000000.0,,,,,1561990000000.0,,,-8130000000.0,1010949000000.0,,,1471481000000.0,-62500000000.0,15.66,275616000000.0,1078280000000.0,48721000000.0,,2165238000000.0,160719000000.0,,,858819000000.0,,161694000000.0,,,55000000.0,,,,,,1569795658.0,,,,75529000000.0,,,155111000000.0,,,,,,,,,,,,,,,,,
1443571200,,,,,254574000000.0,,,,-1628000000.0,,-11722000000.0,-23712000000.0,,,629048000000.0,18.855,30559000000.0,,,50804000000.0,29802000000.0,,76329000000.0,517605000000.0,158000000.0,274998000000.0,,,,471774000000.0,,136293000000.0,,22759000000.0,237086000000.0,44042000000.0,59312000000.0,,80382000000.0,,,,,,,890036000000.0,46046000000.0,,,,,,,,,,,,,,,52617000000.0,,,,,,,,,,-24327000000.0,29802000000.0,,,4213829000000.0,2733608000000.0,,667593000000.0,608281000000.0,576404000000.0,,,0.0,,,,,,99983000000.0,,16518000000.0,,,,,1580588703.0,,,67652000000.0,2031515000000.0,-18586000000.0,,157658000000.0,-4827000000.0,,,,22760000000.0,321461000000.0,,60890000000.0,,,,457754000000.0,,,,,,-20564000000.0,608281000000.0,,-9571000000.0,,,,,,,18205000000.0,,,,,,-18000000.0,115882000000.0,,,,,1593154000000.0,,,0.0,985980000000.0,,,1480221000000.0,-8256000000.0,19.02,260571000000.0,1045535000000.0,53318000000.0,,2119439000000.0,150051000000.0,,,836339000000.0,,151800000000.0,,,-638000000.0,,,,,,1566876972.0,,,,58726000000.0,,,147400000000.0,,,,,,,,,,,,,,,,,
1451520000,,,,,265870000000.0,,,,-996000000.0,,-64574000000.0,-21423000000.0,,,630121000000.0,37.505,60376000000.0,,,51993000000.0,59260000000.0,,75600000000.0,516718000000.0,-526000000.0,268741000000.0,,,,483877000000.0,,145026000000.0,,-7809000000.0,266742000000.0,-47326000000.0,99558000000.0,,92525000000.0,,,,,,,798335000000.0,50376000000.0,,,,,,,,,,,,,,,54177000000.0,,,,,,,,,,-14545000000.0,59260000000.0,,,4189879000000.0,2640167000000.0,,660510000000.0,560952000000.0,608281000000.0,,,0.0,,,,,1352000000.0,99997000000.0,,8260000000.0,,,,,1580055993.0,,,59120000000.0,2027508000000.0,-10657000000.0,,170420000000.0,2310000000.0,,,,-7810000000.0,344182000000.0,,57030000000.0,,,,489208000000.0,,,,,,-58352000000.0,560952000000.0,,3760000000.0,,,,,,,0.0,,,,,,-20000000.0,111203000000.0,,,,,1581564000000.0,,,-139000000.0,1011248000000.0,,,1549712000000.0,-63016000000.0,37.82,287152000000.0,1016260000000.0,52567000000.0,,2098862000000.0,129209000000.0,,,818741000000.0,,162032000000.0,,,-317000000.0,,,,,,1566895822.0,,,,61093000000.0,,,140434000000.0,,,,,,,,,,,,,,,,,
1459382400,,43133000000.0,56454000000.0,123469000000.0,159564000000.0,,,1948692000000.0,-2142000000.0,415379000000.0,38028000000.0,-24120000000.0,-40017000000.0,-8269000000.0,539760000000.0,,-32885000000.0,197381000000.0,,18975000000.0,-33480000000.0,-71208000000.0,-145081000000.0,551916000000.0,-443000000.0,254010000000.0,,779316000000.0,,415379000000.0,-6845000000.0,132965000000.0,,-1183000000.0,279186000000.0,-78991000000.0,108600000000.0,,92029000000.0,-245117000000.0,25491000000.0,254010000000.0,857213000000.0,1271972000000.0,,743128000000.0,52001000000.0,,551916000000.0,-3000000.0,560026000000.0,,130827000000.0,,,,,173152000000.0,0.0,-100012000000.0,1807378000000.0,-169201000000.0,,279186000000.0,-170557000000.0,-2215000000.0,,,-124838000000.0,,,58482000000.0,-33480000000.0,,451426000000.0,3824085000000.0,2450298000000.0,,560026000000.0,451426000000.0,560952000000.0,120539000000.0,,0.0,,,191089000000.0,,52069000000.0,228464000000.0,-17000000.0,1354000000.0,650773000000.0,,1141145000000.0,18975000000.0,,,,43133000000.0,1812882000000.0,-148840000000.0,51.13,191089000000.0,25198000000.0,159564000000.0,-22346000000.0,,-1183000000.0,281155000000.0,,-36654000000.0,83480000000.0,655243000000.0,,414121000000.0,-84857000000.0,1567885781.0,,,451426000000.0,28064000000.0,451426000000.0,-6049000000.0,6484000000.0,,31931000000.0,12372000000.0,,1373787000000.0,,36088000000.0,349851000000.0,80166000000.0,37059000000.0,345927000000.0,,-8000000.0,19287000000.0,,955669000000.0,17910000000.0,108600000000.0,1523127000000.0,-59366000000.0,743128000000.0,0.0,857213000000.0,1812882000000.0,,1373787000000.0,-7766000000.0,,317809000000.0,955669000000.0,-34068000000.0,,1948692000000.0,123469000000.0,535405000000.0,,779316000000.0,,175247000000.0,1523127000000.0,,-1315000000.0,50.855,37059000000.0,3824085000000.0,228464000000.0,,,-141538000000.0,539760000000.0,80166000000.0,64145000000.0,22096000000.0,1576364173.0,173152000000.0,64145000000.0,2450298000000.0,,,,,,,,,,,,,,,
1467244800,,,,,269696000000.0,,,,-2670000000.0,,112434000000.0,-14419000000.0,,,739779000000.0,63.375,100344000000.0,,,18164000000.0,99527000000.0,,50770000000.0,529339000000.0,-359000000.0,242201000000.0,,,,426781000000.0,,135395000000.0,,49333000000.0,255837000000.0,157591000000.0,151101000000.0,,76550000000.0,,,,,,,662001000000.0,43803000000.0,,,,,,,,,,,,,,,36351000000.0,,,,,,,,,,-33635000000.0,99527000000.0,,,3817012000000.0,2343484000000.0,,732771000000.0,581670000000.0,451426000000.0,,,0.0,,,,,1597000000.0,214625000000.0,-55000000000.0,5372000000.0,,,,,1570445759.0,,,62043000000.0,1947729000000.0,-29091000000.0,,190310000000.0,1014000000.0,,,,49333000000.0,298610000000.0,,152933000000.0,,,,434005000000.0,,,,,,-5614000000.0,581670000000.0,,-6972000000.0,,,,,,,1000000.0,,,,,,-20994000000.0,198852000000.0,,,,,1549977000000.0,,,,822761000000.0,,,1473528000000.0,-63410000000.0,63.65,145677000000.0,1124968000000.0,149677000000.0,,1808683000000.0,112092000000.0,,,706672000000.0,,144955000000.0,,,-2781000000.0,,,,,,1563660644.0,,,,56928000000.0,,,161628000000.0,,,,,,,,,,,,,,,,,
1475193600,,,,,280706000000.0,,,,-2154000000.0,,-14348000000.0,-22764000000.0,,,739798000000.0,15.805,25265000000.0,,,18076000000.0,24773000000.0,,61004000000.0,537486000000.0,-491000000.0,237923000000.0,,,,436535000000.0,,141462000000.0,,-19923000000.0,234027000000.0,41205000000.0,120032000000.0,,75416000000.0,,,,,,,608537000000.0,62498000000.0,,,,,,,,,,,,,,,38240000000.0,,,,,,,,,,-13365000000.0,24773000000.0,,,3801817000000.0,2317516000000.0,,739176000000.0,619144000000.0,581670000000.0,,,0.0,,,,,25065000000.0,211467000000.0,0.0,5749000000.0,,,,,1567415375.0,,,61455000000.0,1922774000000.0,-3625000000.0,,196877000000.0,16497000000.0,,,,-19923000000.0,275333000000.0,,9143000000.0,,,,416795000000.0,,,,,,-5451000000.0,619144000000.0,,8295000000.0,,,,,,,0.0,,,,,,-2106000000.0,73589000000.0,,,,,1573629000000.0,,,,808837000000.0,,,1484302000000.0,-7452000000.0,15.86,266190000000.0,1113937000000.0,5342000000.0,,1819158000000.0,108159000000.0,,,697261000000.0,,145984000000.0,,,-8432000000.0,,,,,,1561979823.0,,,,59696000000.0,,,154466000000.0,,,,,,,,,,,,,,,,,
1483142400,,,,,302381000000.0,,,,-2374000000.0,,-66639000000.0,-36206000000.0,,,740055000000.0,26.365,42428000000.0,,,16998000000.0,41374000000.0,,25131000000.0,523314000000.0,474000000.0,222910000000.0,,,,490300000000.0,,147490000000.0,,11373000000.0,282284000000.0,-70483000000.0,179281000000.0,,71833000000.0,,,,,,,684861000000.0,41210000000.0,,,,,,,,,,,,,,,-11075000000.0,,,,,,,,,,-54966000000.0,41374000000.0,,,4142032000000.0,2485771000000.0,,738447000000.0,559166000000.0,619144000000.0,,,0.0,,,,,30017000000.0,235844000000.0,-15000000000.0,5889000000.0,,,,,1569277451.0,,,78175000000.0,2097623000000.0,-62687000000.0,,231832000000.0,16235000000.0,,,,11373000000.0,317555000000.0,,55355000000.0,,,,465045000000.0,,,,,,-28974000000.0,559166000000.0,,4642000000.0,,,,,,,-2000000.0,,,,,,-7000000.0,100900000000.0,,,,,1546995000000.0,,,,957948000000.0,,,1656260000000.0,-63178000000.0,26.495,262200000000.0,1139675000000.0,53801000000.0,,1981581000000.0,115036000000.0,,,777344000000.0,,148434000000.0,,,-12703000000.0,,,,,,1561577656.0,,,,71215000000.0,,,163270000000.0,,,,,,,,,,,,,,,,,
