,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,annualAccountsReceivable,quarterlyChangeInCashSupplementalAsReported,annualPurchaseOfInvestment,annualLongTermDebt,annualPretaxIncome,quarterlyLongTermDebt,trailingCashDividendsPaid,annualNetIncome,quarterlyTotalAssets,annualCashDividendsPaid,quarterlyTotalNonCurrentAssets,annualGoodwill,quarterlyAccountsReceivable,annualSaleOfInvestment,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyDilutedEPS,trailingInvestingCashFlow,annualStockholdersEquity,annualOtherNonCashItems,trailingChangeInWorkingCapital,quarterlyInvestmentsAndAdvances,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualRetainedEarnings,quarterlyInventory,annualDilutedAverageShares,quarterlyOtherIncomeExpense,annualTotalAssets,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,annualInvestingCashFlow,quarterlyGoodwill,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,trailingTotalRevenue,trailingOperatingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,annualOperatingIncome,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualEndCashPosition,quarterlyOperatingExpense,trailingOtherIncomeExpense,quarterlyBasicAverageShares,quarterlyEndCashPosition,annualCommonStockIssuance,quarterlyOtherIntangibleAssets,quarterlyInvestingCashFlow,annualOtherIntangibleAssets,annualOtherIncomeExpense,quarterlyDepreciationAndAmortization,annualNetPPE,trailingEndCashPosition,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,annualBasicAverageShares,annualOperatingCashFlow,annualAccountsPayable,quarterlyCurrentDebt,annualCurrentLiabilities,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInterestExpense,trailingCashFlowFromContinuingFinancingActivities,quarterlyPurchaseOfInvestment,annualChangeInAccountPayable,annualEbitda,annualOtherNonCurrentLiabilities,trailingNetOtherInvestingChanges,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,annualRepurchaseOfCapitalStock,annualInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,annualGainsLossesNotAffectingRetainedEarnings,annualCashCashEquivalentsAndMarketableSecurities,annualNetOtherInvestingChanges,quarterlyOtherNonCurrentAssets,trailingPretaxIncome,annualCashAndCashEquivalents,annualCurrentAssets,annualBeginningCashPosition,trailingCapitalExpenditure,trailingBeginningCashPosition,trailingOperatingExpense,annualInterestExpense,quarterlyOtherCurrentAssets,annualChangesInAccountReceivables,quarterlyGainsLossesNotAffectingRetainedEarnings,annualSellingGeneralAndAdministration,annualOtherNonCurrentAssets,trailingChangeInCashSupplementalAsReported,annualGrossPPE,annualNetIncomeCommonStockholders,quarterlySaleOfInvestment,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,annualAccumulatedDepreciation,annualRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyChangeInAccountPayable,quarterlyAccountsPayable,trailingRepaymentOfDebt,quarterlyBasicEPS,quarterlyGrossProfit,trailingRepurchaseOfCapitalStock,quarterlyNetOtherInvestingChanges,trailingGrossProfit,annualTaxProvision,trailingInterestExpense,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,trailingDeferredIncomeTax,trailingNetIncomeCommonStockholders,annualCurrentAccruedExpenses,annualCapitalExpenditure,annualChangeInCashSupplementalAsReported,quarterlyStockholdersEquity,trailingCostOfRevenue,quarterlySellingGeneralAndAdministration,annualCapitalStock,quarterlyOtherNonCashItems,annualCostOfRevenue,annualTotalRevenue,annualOtherCurrentAssets,annualDilutedEPS,annualCurrentDebt,quarterlyRepaymentOfDebt,quarterlyTaxProvision,quarterlyPretaxIncome,quarterlyNetPPE,annualFreeCashFlow,annualTotalNonCurrentAssets,annualNetOtherFinancingCharges,annualInventory,quarterlyEbitda,trailingTaxProvision,annualGrossProfit,trailingDepreciationAndAmortization,quarterlyOperatingIncome,annualChangeInWorkingCapital,quarterlyCashFlowFromContinuingFinancingActivities,trailingNetIncomeContinuousOperations,quarterlyDilutedAverageShares,annualPurchaseOfBusiness,quarterlyResearchAndDevelopment,annualNetIncomeContinuousOperations,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingOtherNonCashItems,quarterlyRetainedEarnings,annualBasicEPS,annualOperatingExpense,quarterlyCurrentAssets,annualChangeInInventory,trailingNetIncome,quarterlyPurchaseOfBusiness,quarterlyGrossPPE,quarterlyCurrentLiabilities,trailingSellingGeneralAndAdministration,trailingFreeCashFlow,annualNonCurrentDeferredTaxesLiabilities,quarterlyIncomeTaxPayable,quarterlyOperatingCashFlow,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,trailingBasicAverageShares,annualNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,quarterlyChangesInAccountReceivables,annualIncomeTaxPayable,annualStockBasedCompensation,trailingResearchAndDevelopment,trailingSaleOfInvestment,trailingDilutedEPS,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualResearchAndDevelopment,trailingDilutedAverageShares,trailingCommonStockIssuance,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyStockBasedCompensation,trailingStockBasedCompensation,trailingChangeInInventory,quarterlyChangeInInventory,trailingBasicEPS
938649600,269500000.0,177700000.0,,-18100000.0,,,,1230100000.0,,,2846700000.0,,1824700000.0,,,,,824500000.0,0.017656,,,,,,1499600000.0,,497700000.0,,600000.0,,,,,,37000000.0,37000000.0,,,,30600000.0,30600000.0,,36400000.0,,,80700000.0,,484736000.0,30600000.0,,706000000.0,-26800000.0,,,40800000.0,,,-4600000.0,,,,,103900000.0,,,26500000.0,,,,,,,83800000.0,2139000000.0,,,-1100000.0,,,,0.0,,,,,,,,,73000000.0,,-29400000.0,,,,,,,,-14400000.0,,,0.0,438200000.0,,357800000.0,,0.018906,167100000.0,,-2100000.0,,,,,,,,,,,687600000.0,,36700000.0,,17400000.0,,,,,,,22700000.0,59700000.0,1118700000.0,,,,,127200000.0,,,,86400000.0,,-99800000.0,,484736000.0,,3200000.0,,6300000.0,,,,,466900000.0,,,1022000000.0,,,,1901400000.0,639400000.0,,,,,108500000.0,,991600000.0,-782700000.0,-24700000.0,,,,,,,,,,,,,,,,,,,,,,,
946598400,258700000.0,220600000.0,,5200000.0,,1092700000.0,169100000.0,1092700000.0,,104200000.0,2732100000.0,-22500000.0,1836300000.0,,,,,653700000.0,,,690900000.0,-800000.0,,,1351400000.0,481200000.0,565900000.0,515555556.0,-400000.0,2732100000.0,-211500000.0,162900000.0,-92700000.0,,19500000.0,19500000.0,,,,35800000.0,35800000.0,278800000.0,18800000.0,,35800000.0,81000000.0,,,35800000.0,36800000.0,715100000.0,-27300000.0,715100000.0,-200000.0,40900000.0,1121200000.0,,-6600000.0,,483333333.0,306000000.0,345500000.0,104000000.0,670100000.0,1351400000.0,25600000.0,,,,441700000.0,258700000.0,,152400000.0,2021500000.0,-72300000.0,,100000.0,-26700000.0,35800000.0,14300000.0,0.0,,35800000.0,895800000.0,34000000.0,,,,107600000.0,73900000.0,,-26700000.0,154500000.0,0.0,,1934600000.0,101500000.0,,34300000.0,-24200000.0,-813400000.0,,30600000.0,448700000.0,,345500000.0,,,139600000.0,,10600000.0,,64900000.0,,,220600000.0,,,,-107000000.0,1800000.0,690900000.0,,50100000.0,448700000.0,129700000.0,2988000000.0,3584200000.0,73900000.0,0.196875,104000000.0,,12500000.0,32000000.0,1121200000.0,199000000.0,1836300000.0,-2400000.0,565900000.0,99500000.0,,596200000.0,,58600000.0,-700000.0,-157800000.0,,,,,104200000.0,6000000.0,,,3400000.0,,481200000.0,0.21,317400000.0,895800000.0,-49100000.0,,,1934600000.0,670100000.0,,,,,190300000.0,2021500000.0,793300000.0,-813400000.0,-37900000.0,,,,,,,,,,,,,,,,,,,,,,,
954460800,266100000.0,174200000.0,,6700000.0,,,,1176300000.0,,,2826100000.0,,1788300000.0,,,,,680900000.0,0.009688,,,,,,1442400000.0,,639900000.0,,-1700000.0,,,,,,20000000.0,20000000.0,,,,42500000.0,42500000.0,,19400000.0,,,77600000.0,,1901248000.0,42500000.0,,695000000.0,10900000.0,,,40400000.0,,,-4500000.0,,,,,150900000.0,,,23400000.0,,,,,,,-151500000.0,2103500000.0,,,-2000000.0,,,,0.0,,,,,,,,,77100000.0,,-28000000.0,,,,,,,,-15600000.0,,,35800000.0,463300000.0,,336000000.0,,0.010156,136700000.0,,34400000.0,,,,,,,,,,,703500000.0,,33500000.0,,,,,,,,,13800000.0,33800000.0,1093300000.0,,,,,99500000.0,,,,59100000.0,,123800000.0,,2030080000.0,,3700000.0,,15200000.0,,-186400000.0,,,496100000.0,,,1037800000.0,,,,1939200000.0,661100000.0,,,,,-128000000.0,,817600000.0,-845900000.0,-23500000.0,,,,,,,,,,,,,,,,,,,,,,,
962323200,253400000.0,200600000.0,,-7700000.0,,,,1107600000.0,,,2759600000.0,,1700800000.0,,,,,885000000.0,-0.034375,,,,,,1361000000.0,,588200000.0,,-1700000.0,,,,,,-15400000.0,-15400000.0,,,,34800000.0,34800000.0,,-16100000.0,,,75100000.0,,468363636.0,34800000.0,,661000000.0,-18700000.0,,,38900000.0,,,-6400000.0,,,,,160500000.0,,,23800000.0,,,,,,,65100000.0,2080900000.0,,,-500000.0,,,,0.0,,,,,,,,,82600000.0,,-29700000.0,,,,,,,,-22000000.0,,,42500000.0,473700000.0,,358800000.0,,-0.034375,76200000.0,,4000000.0,,,,,,,,,,,663400000.0,,32500000.0,,,,,,,,,-6400000.0,-21800000.0,1039800000.0,,,,,40000000.0,,,,1100000.0,,-76800000.0,,468363636.0,,3700000.0,,6100000.0,,-3700000.0,,,469300000.0,,,1058800000.0,,,,1904700000.0,719900000.0,,,,,87800000.0,,961200000.0,-864900000.0,-22700000.0,,,,,,,,,,,,,,,,,,,,,,,
970272000,264900000.0,189100000.0,,-7400000.0,,,,1064500000.0,,,2712800000.0,,1681200000.0,,,,,794200000.0,0.089375,,,,,,1329400000.0,,528200000.0,,3000000.0,,,,,,44500000.0,44500000.0,,,,27400000.0,27400000.0,,43900000.0,,,76600000.0,,462105263.0,27400000.0,,657300000.0,-20100000.0,,,39300000.0,,,-4500000.0,,,,,147800000.0,,,24400000.0,,,,,,,65500000.0,2013000000.0,,,-1400000.0,,,,0.0,,,,,,,,,82100000.0,,-29500000.0,,,,,,,,-19800000.0,,,34800000.0,476800000.0,,346700000.0,,0.095,167100000.0,,3500000.0,,,,,,,,,,,685700000.0,,37300000.0,,,,,,,,,24300000.0,68800000.0,1023900000.0,,,,,129800000.0,,,,90500000.0,,-76400000.0,,491188811.0,,,,4600000.0,,8900000.0,8900000.0,,508100000.0,,,1031600000.0,,,,1920400000.0,683600000.0,,,,,89100000.0,,961300000.0,-896500000.0,-23600000.0,,,,,,,,,,,,,,,,,,,,,,,
978220800,281800000.0,201300000.0,,-1800000.0,,1011600000.0,111000000.0,1011600000.0,,68200000.0,2649800000.0,-21600000.0,1680500000.0,,,,,787400000.0,,,682400000.0,,,,1293400000.0,529300000.0,627500000.0,490467290.0,-3200000.0,2649800000.0,-134200000.0,159100000.0,-52500000.0,,19100000.0,19100000.0,,,,25600000.0,25600000.0,299600000.0,18400000.0,,25600000.0,79100000.0,,,25600000.0,30700000.0,676800000.0,-24600000.0,676800000.0,-94400000.0,40500000.0,1003700000.0,,-6200000.0,,464424779.0,176500000.0,332100000.0,125700000.0,659100000.0,1293400000.0,23600000.0,,,,458700000.0,281800000.0,,98700000.0,1952500000.0,-91600000.0,,200000.0,-29700000.0,25600000.0,46200000.0,0.0,,25600000.0,969300000.0,35800000.0,,,,95200000.0,86000000.0,,-29700000.0,141900000.0,0.0,,1901200000.0,65600000.0,,9800000.0,-34200000.0,-897500000.0,,27400000.0,486700000.0,,332100000.0,,,137200000.0,,4300000.0,,42800000.0,,,201300000.0,,,,-98700000.0,-10200000.0,682400000.0,,38600000.0,486700000.0,,3064100000.0,3664700000.0,86000000.0,0.13375,125700000.0,,11100000.0,30200000.0,1003700000.0,77800000.0,1680500000.0,-3700000.0,627500000.0,98600000.0,,600600000.0,,58100000.0,-130100000.0,-104800000.0,,,,,68200000.0,4800000.0,,51100000.0,14100000.0,,529300000.0,0.14125,301000000.0,969300000.0,-73800000.0,,,1901200000.0,659100000.0,,,,,127600000.0,1952500000.0,924600000.0,-897500000.0,-28900000.0,,,,,,,,,,,,,,,,,,,,,,,
985996800,278400000.0,145400000.0,,2400000.0,,,,1144400000.0,,,2729300000.0,,1650000000.0,,280500000.0,,,722400000.0,0.009531,,,,,,1422800000.0,,686700000.0,,500000.0,,,,,,18500000.0,18500000.0,,,,28000000.0,28000000.0,,17900000.0,,,75600000.0,,1749056000.0,28000000.0,,662500000.0,-5500000.0,,,38300000.0,,,-4100000.0,,,,,168700000.0,,,24300000.0,,,,,,,-159500000.0,2046600000.0,,,-1200000.0,,,,0.0,,,,,,,,,0.0,,-34300000.0,,,,,,,,-32600000.0,,,25600000.0,495500000.0,,309700000.0,,0.010156,127600000.0,,13400000.0,,,,,,,,,,,667800000.0,,34300000.0,,-3900000.0,,,,,,,9700000.0,28200000.0,987500000.0,,,,,90300000.0,,,,52000000.0,,148500000.0,,1878912000.0,,3000000.0,,9600000.0,,-199500000.0,6000000.0,,543100000.0,,,1079300000.0,,,,1912800000.0,623800000.0,,,,,-140600000.0,,850000000.0,-925300000.0,-18900000.0,,,,,,,,,,,,,,,,,,,,,,,
993859200,251000000.0,196600000.0,,-3100000.0,,,,1037600000.0,,,2478700000.0,,1454300000.0,,329300000.0,,,1105000000.0,-0.37,,,,,,1288600000.0,,566600000.0,,500000.0,,,,,,-162100000.0,-162100000.0,,,,24900000.0,24900000.0,,-162700000.0,,,69400000.0,,439729730.0,24900000.0,,561500000.0,-14100000.0,,,38800000.0,,,-6100000.0,,,,,156700000.0,,,22600000.0,,,,,,,108800000.0,1950200000.0,,,-1100000.0,,,,0.0,,,,,,,,,0.0,,-28400000.0,,,,,,,,0.0,,,28000000.0,506400000.0,,308300000.0,,-0.37,-112400000.0,,4200000.0,,,,,,,,,,,517700000.0,,26600000.0,,-185500000.0,,,,,,,-40600000.0,-204400000.0,892800000.0,,,,,-143000000.0,,,,-181800000.0,,-116100000.0,,439729730.0,,4000000.0,,7000000.0,,182500000.0,2200000.0,,376300000.0,,,1024400000.0,,,,1850600000.0,661600000.0,,,,,127100000.0,,992600000.0,-957800000.0,-18300000.0,,,,,,,,,,,,,,,,,,,,,,,
1001808000,259400000.0,190400000.0,,11500000.0,,,,965800000.0,,,2369900000.0,,1424700000.0,,351100000.0,,,853000000.0,0.07625,,,,,,1269500000.0,,457200000.0,,500000.0,,,,,,36300000.0,36300000.0,,,,36400000.0,36400000.0,,35700000.0,,,70000000.0,,439384615.0,36400000.0,,556700000.0,-10900000.0,,,37600000.0,,,-4200000.0,,,,,155800000.0,,,21600000.0,,,,,,,105700000.0,1887300000.0,,,-1400000.0,,,,0.0,,,,,,,,,0.0,,-41100000.0,,,,,,,,-25500000.0,,,24900000.0,467700000.0,,271600000.0,,0.08125,147500000.0,,1400000.0,,,,,,,,,,,472400000.0,,30700000.0,,,,,,,,,19600000.0,55900000.0,868000000.0,,,,,115100000.0,,,,77500000.0,,-95600000.0,,468196721.0,,1700000.0,,6800000.0,,-135900000.0,14400000.0,,407900000.0,,,945200000.0,,,,1852300000.0,617800000.0,,,,,118000000.0,,1000500000.0,-984300000.0,-12300000.0,,,,,,,,,,,,,,,,,,,,,,,
1009756800,276000000.0,201200000.0,172000000.0,46700000.0,,949100000.0,-113700000.0,949100000.0,,-99200000.0,2313600000.0,-20400000.0,1520100000.0,,172000000.0,,,461800000.0,,,504100000.0,,,,1225100000.0,410000000.0,449300000.0,438592965.0,-268700000.0,2313600000.0,-140400000.0,152500000.0,-122900000.0,,8100000.0,8100000.0,,,,83100000.0,83100000.0,-25400000.0,7900000.0,,83100000.0,354300000.0,,,83100000.0,32100000.0,615700000.0,-92400000.0,615700000.0,-267200000.0,37800000.0,904400000.0,,-6000000.0,,438592965.0,320800000.0,258500000.0,115000000.0,574700000.0,1225100000.0,19800000.0,,,,127100000.0,276000000.0,,197300000.0,1799800000.0,-85900000.0,,-200000.0,-43700000.0,83100000.0,23500000.0,0.0,,83100000.0,793500000.0,25600000.0,,,,88300000.0,0.0,,-43700000.0,145600000.0,0.0,,1904800000.0,-101200000.0,,2500000.0,-27800000.0,-1000400000.0,,36400000.0,478900000.0,,258500000.0,,,381200000.0,,4500000.0,,-9700000.0,,,201200000.0,,,,-68500000.0,57500000.0,504100000.0,,54000000.0,478900000.0,,3142200000.0,3686100000.0,0.0,-0.115625,115000000.0,,1600000.0,7100000.0,904400000.0,252300000.0,1520100000.0,-3900000.0,449300000.0,64700000.0,,543900000.0,,26900000.0,42900000.0,-77200000.0,,,,,-99200000.0,8700000.0,,195800000.0,-20100000.0,,410000000.0,-0.115625,569300000.0,793500000.0,155800000.0,,,1904800000.0,574700000.0,,,,,216300000.0,1799800000.0,843000000.0,-1000400000.0,-19000000.0,,,,,,,,,,,,,,,,,,,,,,,
1017532800,281200000.0,170400000.0,,-61200000.0,,,,1010400000.0,,,2391000000.0,,1529900000.0,,251100000.0,,,745700000.0,0.06,,,,,,1291600000.0,,506300000.0,,1800000.0,,,,,,27500000.0,27500000.0,,,,21900000.0,21900000.0,,27500000.0,,,73000000.0,,448979592.0,21900000.0,,624000000.0,-39100000.0,,,35700000.0,,,-5100000.0,,,,,127900000.0,,,17400000.0,,,,,,,-80000000.0,1890500000.0,,,0.0,,,,0.0,,,,,,,,,0.0,,-35500000.0,,,,,,,,-56400000.0,,,83100000.0,492800000.0,,300600000.0,,0.06125,130200000.0,,-9100000.0,,,,,,,,,,,492100000.0,,37300000.0,,,,,,,,,13900000.0,41400000.0,905900000.0,,,,,92900000.0,,,,57200000.0,,27900000.0,,458333333.0,,,,13300000.0,,-115300000.0,9600000.0,,432400000.0,,,861100000.0,,,,1919100000.0,598900000.0,,,,,-50000000.0,,875900000.0,-1013200000.0,-30000000.0,,,,,,,,,,,,,,,,,,,,,,,
1025395200,288400000.0,202800000.0,,14600000.0,,,,910000000.0,,,2373800000.0,,1538100000.0,,284900000.0,,,862900000.0,0.10875,,,,,,1198400000.0,,447000000.0,,800000.0,,,,,,49900000.0,49900000.0,,,,36500000.0,36500000.0,,49900000.0,,,76400000.0,,448539326.0,36500000.0,,630800000.0,-35400000.0,,,37100000.0,,,-5100000.0,,,,,122400000.0,,,18900000.0,,,,,,,143800000.0,1829900000.0,,,100000.0,,,,0.0,,,,,,,,,0.0,,-26600000.0,,,,,,,,-17600000.0,,,21900000.0,499600000.0,,306300000.0,,0.11125,171300000.0,,-1000000.0,,,,,,,,,,,535000000.0,,39300000.0,,,,,,,,,26300000.0,76200000.0,907300000.0,,,,,132000000.0,,,,94900000.0,,-128200000.0,,458850575.0,,,,6800000.0,,80300000.0,5900000.0,,477200000.0,,,835700000.0,,,,1954100000.0,631500000.0,,,,,178200000.0,,1034200000.0,-1046800000.0,-34400000.0,,,,,,,,,,,,,,,,,,,,,,,
1033344000,282200000.0,0.0,,21700000.0,,,,888900000.0,,,2382100000.0,,1562400000.0,,299400000.0,,242700000.0,866800000.0,0.10875,,,,,,1171100000.0,,397600000.0,,2100000.0,,,,,,50000000.0,50000000.0,,,,58200000.0,58200000.0,,50000000.0,,,78400000.0,,449438202.0,58200000.0,,631100000.0,-75200000.0,,,36200000.0,,,-5100000.0,,,,,134100000.0,,,18800000.0,,,,,,,99900000.0,1835000000.0,,,-100000.0,,,,0.0,,,,,,,,,0.0,,-54000000.0,,,,,,,,-20300000.0,,,36500000.0,508800000.0,,287100000.0,,0.11125,171800000.0,,-51900000.0,,,,,,,,,,,541600000.0,,42200000.0,,,,,,,,,26100000.0,74600000.0,931300000.0,,,,,129600000.0,,,,93400000.0,,-26300000.0,,459770115.0,,,,9200000.0,,45900000.0,-7400000.0,,522200000.0,,,819700000.0,,,,2000600000.0,663900000.0,,,,,123200000.0,,1038600000.0,-1069300000.0,-23300000.0,,,,,,,,,,,,,,,,,,,,,,,
1041292800,646500000.0,301100000.0,345900000.0,201000000.0,,1854000000.0,235400000.0,1854000000.0,,156100000.0,4132400000.0,-20400000.0,2907900000.0,1148100000.0,345900000.0,,147100000.0,755000000.0,,,492900000.0,,,,2565000000.0,562000000.0,552500000.0,460811808.0,1200000.0,4132400000.0,741400000.0,149200000.0,-1021200000.0,1148100000.0,28700000.0,31900000.0,,,64500000.0,259200000.0,259200000.0,311000000.0,28700000.0,,259200000.0,88700000.0,,,259200000.0,35000000.0,,-871500000.0,,6900000.0,40200000.0,1445900000.0,,-5100000.0,,450830325.0,452300000.0,439600000.0,127000000.0,1068900000.0,2565000000.0,20500000.0,,,,460200000.0,646500000.0,,130200000.0,3633900000.0,-104100000.0,,200000.0,-138300000.0,259200000.0,-5900000.0,313900000.0,,259200000.0,1224500000.0,83100000.0,,,,75600000.0,0.0,,-138300000.0,165900000.0,313900000.0,,2527300000.0,156100000.0,,30700000.0,-9800000.0,-1081400000.0,,58200000.0,514500000.0,,439600000.0,,,155200000.0,,13000000.0,,83900000.0,,,301100000.0,,,147100000.0,-158400000.0,176100000.0,492900000.0,,46100000.0,514500000.0,,3230400000.0,3858900000.0,0.0,0.33875,127000000.0,,17600000.0,46000000.0,1445900000.0,293900000.0,2907900000.0,200000.0,552500000.0,106700000.0,,628500000.0,,66500000.0,152300000.0,868000000.0,,,,,159300000.0,5700000.0,,141400000.0,22600000.0,,562000000.0,0.34625,317500000.0,1224500000.0,12400000.0,,,2527300000.0,1068900000.0,,,64500000.0,,200900000.0,3633900000.0,910200000.0,-1081400000.0,-70700000.0,,,,,,,,,,,,,,,,,,,,,,,
1049068800,661700000.0,206000000.0,,-205100000.0,,,,2005800000.0,,,4160400000.0,,2954800000.0,,452000000.0,,98500000.0,889500000.0,0.034375,,,,,,2742500000.0,,640700000.0,,1200000.0,,,,,,31500000.0,31500000.0,,,75000000.0,54100000.0,54100000.0,,31500000.0,,,104500000.0,,898608000.0,54100000.0,,1521800000.0,-63900000.0,,,49900000.0,,,-4900000.0,,,,,143900000.0,,,32000000.0,,,,,,,-334800000.0,3609700000.0,,,-1200000.0,,,,0.0,,,,,,,,,0.0,,-118300000.0,,,,,,,,-7300000.0,,,259200000.0,523900000.0,,418800000.0,,0.035,181400000.0,,-5600000.0,,,,,,,,,,,544800000.0,,53200000.0,,,,,,,,,15700000.0,44900000.0,1433000000.0,,,,,126800000.0,,,,76900000.0,,162200000.0,,918800000.0,,,,13500000.0,,-251000000.0,5800000.0,,588700000.0,,,1205600000.0,,,,2560300000.0,867200000.0,,,,,-304500000.0,,1070900000.0,-1127300000.0,-30300000.0,,,,,,,,,,,,,,,,,,,,,,,
1056931200,679700000.0,231700000.0,,-14300000.0,,,,1900600000.0,,,4229500000.0,,3067900000.0,,472700000.0,,131900000.0,1106100000.0,0.1625,,,,,,2654200000.0,,589100000.0,,3200000.0,,,,,,74300000.0,74300000.0,,,73900000.0,39800000.0,39800000.0,,74300000.0,,,109000000.0,,448512000.0,39800000.0,,1318800000.0,-17300000.0,,,51500000.0,,,-5100000.0,,,,,147300000.0,,,33400000.0,,,,,,,133700000.0,3595300000.0,,,700000.0,,,,293300000.0,,,,,,,,,0.0,,-76300000.0,,,,,,,,-32100000.0,,,54100000.0,528100000.0,,430200000.0,,0.16625,247200000.0,,24300000.0,,,,,,,,,,,628100000.0,,57500000.0,,,,,,,,,33500000.0,107800000.0,1455800000.0,,,,,189700000.0,,,,138200000.0,,-176500000.0,,458448000.0,,,,2000000.0,,51200000.0,10000000.0,,657800000.0,,,1161600000.0,,,,2632300000.0,941100000.0,,,,,175300000.0,,1353300000.0,-1176500000.0,-41600000.0,,,,,,,,,,,,,,,,,,,,,,,
1064880000,700000000.0,234800000.0,,18600000.0,,,,1800500000.0,,,4221900000.0,,3036400000.0,,554400000.0,,152900000.0,1107400000.0,0.15125,,,,,,2584100000.0,,524900000.0,,-10800000.0,,,,,,68800000.0,68800000.0,,,83600000.0,58400000.0,58400000.0,,68800000.0,,,112100000.0,,445312000.0,58400000.0,,1245900000.0,-21300000.0,,,49900000.0,,,-8400000.0,,,,,150600000.0,,,30900000.0,,,,,,,140800000.0,3529100000.0,,,-9000000.0,,,,353800000.0,,,,,,,,,0.0,,-71300000.0,,,,,,,,-17000000.0,,,39800000.0,538100000.0,,406700000.0,,0.155,251900000.0,,5300000.0,,,,,,,,,,,686500000.0,,62200000.0,,,,,,,,,29100000.0,97200000.0,1436700000.0,,,,,189700000.0,,,,139800000.0,,-122600000.0,,454632000.0,,,,10000000.0,,1200000.0,19900000.0,,718300000.0,,,1185500000.0,,,,2654200000.0,945000000.0,,,,,167400000.0,,1359300000.0,-1217500000.0,-26600000.0,,,,,,,,,,,,,,,,,,,,,,,
1072828800,701700000.0,223200000.0,250100000.0,-21900000.0,,1579300000.0,319700000.0,1579300000.0,,229900000.0,4069600000.0,-26800000.0,3146100000.0,,250100000.0,,180600000.0,989800000.0,,,807800000.0,,,,2394500000.0,748800000.0,546200000.0,457096000.0,6200000.0,4069600000.0,-463900000.0,205500000.0,-123800000.0,,55300000.0,55300000.0,,,113500000.0,36500000.0,36500000.0,460800000.0,55300000.0,,36500000.0,99200000.0,,,36500000.0,35500000.0,1336900000.0,-21300000.0,1336900000.0,-200000.0,54200000.0,1471100000.0,,-8400000.0,,446840000.0,364000000.0,349700000.0,107600000.0,861100000.0,2394500000.0,29600000.0,,,,666300000.0,701700000.0,,287100000.0,3255600000.0,-63400000.0,,-6000000.0,-1400000.0,36500000.0,41400000.0,338100000.0,,36500000.0,923500000.0,259200000.0,,,,125900000.0,0.0,,-1400000.0,221600000.0,338100000.0,,2736900000.0,229900000.0,,17800000.0,-7000000.0,-1265800000.0,,58400000.0,567300000.0,,349700000.0,,,203700000.0,,17400000.0,,100100000.0,,,223200000.0,,,180600000.0,-137200000.0,-222700000.0,807800000.0,,48700000.0,567300000.0,,4092800000.0,4977000000.0,0.0,0.5025,107600000.0,,21800000.0,72800000.0,1471100000.0,226800000.0,3146100000.0,-15500000.0,546200000.0,158700000.0,,884200000.0,,104500000.0,-99100000.0,-327000000.0,,,,,229900000.0,10000000.0,,99500000.0,-17900000.0,,748800000.0,0.515,423400000.0,923500000.0,38500000.0,,,2736900000.0,861100000.0,,,113500000.0,,325800000.0,3255600000.0,1193500000.0,-1265800000.0,-38700000.0,,,,,,,,,,,,,,,,,,,,,,,
