date,annualOperatingIncome,annualChangeInAccountPayable,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,annualResearchAndDevelopment,trailingOperatingIncome,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,annualAccountsPayable,annualFreeCashFlow,annualCommonStockIssuance,annualOtherShortTermInvestments,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,quarterlyDepreciationAndAmortization,annualEndCashPosition,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualDilutedEPS,trailingCostOfRevenue,annualDilutedAverageShares,annualOtherCurrentAssets,trailingTotalRevenue,trailingNetOtherInvestingChanges,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,quarterlyPurchaseOfInvestment,annualNetOtherInvestingChanges,quarterlyTotalNonCurrentAssets,annualCashAndCashEquivalents,trailingNetIncome,trailingTaxProvision,trailingPretaxIncome,trailingEndCashPosition,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyDilutedEPS,annualPretaxIncome,annualNetIncome,quarterlyNetIncomeCommonStockholders,annualCashDividendsPaid,annualInvestmentsAndAdvances,annualCurrentDebt,quarterlyTotalAssets,quarterlyFreeCashFlow,annualNetIncomeContinuousOperations,annualOperatingExpense,annualCurrentDeferredRevenue,annualCostOfRevenue,annualBasicAverageShares,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualOtherNonCurrentAssets,annualSellingGeneralAndAdministration,trailingSaleOfInvestment,annualSaleOfInvestment,annualRepurchaseOfCapitalStock,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualStockholdersEquity,annualOtherNonCashItems,annualLongTermDebt,annualCurrentAssets,quarterlyCurrentAccruedExpenses,annualNetIncomeCommonStockholders,quarterlyCostOfRevenue,annualCurrentAccruedExpenses,trailingNetIncomeCommonStockholders,annualCurrentLiabilities,quarterlyStockholdersEquity,annualRetainedEarnings,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualTotalAssets,quarterlyAccountsReceivable,annualTaxProvision,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,annualDepreciationAndAmortization,quarterlyBasicAverageShares,quarterlyBasicEPS,quarterlyChangeInAccountPayable,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyGrossProfit,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,annualAccountsReceivable,trailingOperatingCashFlow,annualNetPPE,quarterlyOperatingExpense,trailingOtherIncomeExpense,trailingGrossProfit,annualOperatingCashFlow,annualGrossProfit,annualTotalNonCurrentAssets,quarterlyPretaxIncome,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,annualOtherIntangibleAssets,quarterlyRepaymentOfDebt,trailingRepaymentOfDebt,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyTaxProvision,annualEbitda,quarterlyNetPPE,annualOtherIncomeExpense,quarterlyBeginningCashPosition,trailingChangeInCashSupplementalAsReported,quarterlyCurrentDebt,quarterlyCapitalExpenditure,annualGrossPPE,quarterlyInterestExpense,trailingDepreciationAndAmortization,trailingCashFlowFromContinuingFinancingActivities,quarterlyChangesInAccountReceivables,annualChangeInInventory,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualPurchaseOfBusiness,annualOtherNonCurrentLiabilities,trailingOtherNonCashItems,annualBeginningCashPosition,quarterlySaleOfInvestment,quarterlyIncomeTaxPayable,quarterlyOperatingCashFlow,annualInvestingCashFlow,annualDeferredIncomeTax,trailingSellingGeneralAndAdministration,trailingInvestingCashFlow,trailingDeferredIncomeTax,annualCapitalExpenditure,annualAccumulatedDepreciation,quarterlyChangeInCashSupplementalAsReported,quarterlyRepurchaseOfCapitalStock,annualIncomeTaxPayable,quarterlyGrossPPE,quarterlyNonCurrentDeferredRevenue,trailingInterestExpense,trailingCashDividendsPaid,annualBasicEPS,quarterlyAccountsPayable,annualNonCurrentDeferredTaxesLiabilities,annualChangesInAccountReceivables,annualNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,quarterlyDilutedAverageShares,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCommonStockIssuance,trailingCapitalExpenditure,trailingPurchaseOfInvestment,trailingOperatingExpense,quarterlyOtherCurrentLiabilities,trailingNetIncomeContinuousOperations,quarterlyResearchAndDevelopment,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,annualStockBasedCompensation,annualGoodwill,annualInventory,quarterlyEbitda,annualNetOtherFinancingCharges,annualCashFlowFromContinuingFinancingActivities,trailingStockBasedCompensation,trailingChangeInWorkingCapital,annualRepaymentOfDebt,annualInterestExpense,annualCapitalStock,annualPurchaseOfInvestment,annualTotalRevenue,trailingResearchAndDevelopment,trailingBasicAverageShares,quarterlyChangeInInventory,trailingRepurchaseOfCapitalStock,trailingChangeInInventory,trailingChangesInAccountReceivables,trailingDilutedEPS,trailingBasicEPS,trailingCommonStockIssuance,trailingChangeInAccountPayable,trailingDilutedAverageShares
1970-01-01 00:00:01.388448000,4550000000.0,-176000000.0,,0.0,6347000000.0,2282000000.0,,4699000000.0,15000000.0,640000000.0,3321000000.0,49000000.0,38000000.0,7352000000.0,1336000000.0,11046000000.0,,237000000.0,2748000000.0,4699000000.0,2.78,,1195000000.0,58000000.0,,,16258000000.0,38000000.0,-292000000.0,-173000000.0,0.0,19741000000.0,2748000000.0,,,,,1828000000.0,5109000000.0,11046000000.0,1.11,4396000000.0,3326000000.0,1324000000.0,-1013000000.0,358000000.0,586000000.0,27094000000.0,642000000.0,3325000000.0,7266000000.0,1488000000.0,4999000000.0,1193000000.0,1324000000.0,1324000000.0,-1000000.0,4997000000.0,,1421000000.0,0.0,58000000.0,121000000.0,16040000000.0,122000000.0,3682000000.0,7352000000.0,,3326000000.0,1338000000.0,,,6347000000.0,16040000000.0,16258000000.0,2748000000.0,-242000000.0,27094000000.0,3802000000.0,1071000000.0,13688000000.0,0.0,951000000.0,1194000000.0,1.11,680000000.0,-27000000.0,115000000.0,55000000.0,3771000000.0,1488000000.0,3682000000.0,358000000.0,3802000000.0,,1820000000.0,1943000000.0,,,3832000000.0,11816000000.0,19741000000.0,1779000000.0,2786000000.0,2956000000.0,-29000000.0,2956000000.0,-1001000000.0,,1229000000.0,2786000000.0,2748000000.0,455000000.0,5528000000.0,1820000000.0,-87000000.0,3255000000.0,,586000000.0,-150000000.0,3358000000.0,43000000.0,,,-876000000.0,,-1000000.0,0.0,-988000000.0,-1538000000.0,-1160000000.0,121000000.0,,2477000000.0,110000000.0,433000000.0,792000000.0,-1781000000.0,1071000000.0,,,,-511000000.0,-1538000000.0,-507000000.0,0.0,433000000.0,3358000000.0,74000000.0,,,2.79,640000000.0,115000000.0,-110000000.0,74000000.0,,-920000000.0,457000000.0,,1196000000.0,,13000000.0,,,,292000000.0,,607000000.0,292000000.0,,271000000.0,,,13688000000.0,55000000.0,1822000000.0,0.0,-1589000000.0,,,-1625000000.0,181000000.0,1229000000.0,-1531000000.0,16815000000.0,,,,,,,,,,,
1970-01-01 00:00:01.396224000,,,,,7990000000.0,,,,33000000.0,,,,,9664000000.0,1173000000.0,,,235000000.0,,4743000000.0,,,,,,,16794000000.0,705000000.0,,-562000000.0,,19685000000.0,,,,,,738000000.0,3698000000.0,12733000000.0,0.45,,,534000000.0,,,,29349000000.0,2236000000.0,,,,,,534000000.0,534000000.0,,,,,,432000000.0,116000000.0,,,,,,,1236000000.0,,,,16609000000.0,,4513000000.0,-596000000.0,,3867000000.0,,13694000000.0,0.0,,1194000000.0,0.45,-827000000.0,-27000000.0,102000000.0,,2462000000.0,4118000000.0,,653000000.0,,,,1724000000.0,,,,,,704000000.0,,2824000000.0,-3000000.0,,,,1229000000.0,5218000000.0,4513000000.0,170000000.0,,1832000000.0,,2748000000.0,,,-116000000.0,,31000000.0,,,-17000000.0,,80000000.0,0.0,5000000.0,,,,,,85000000.0,235000000.0,2352000000.0,,,,,,,,1765000000.0,,,,67000000.0,,,,818000000.0,,,,,1797000000.0,170000000.0,,1196000000.0,,5000000.0,,,,1568000000.0,,549000000.0,,,,,,,,970000000.0,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.404086400,,,,,7385000000.0,,,,10000000.0,,,,,7610000000.0,1267000000.0,,,243000000.0,,4687000000.0,,,,,,,16156000000.0,30000000.0,,-151000000.0,,20616000000.0,,,,,,1026000000.0,4151000000.0,12072000000.0,0.47,,,557000000.0,,,,28226000000.0,62000000.0,,,,,,556000000.0,557000000.0,,,,,,470000000.0,158000000.0,,,,,,,1289000000.0,,,,16147000000.0,,3123000000.0,-402000000.0,,3573000000.0,,14380000000.0,-304000000.0,,1194000000.0,0.47,234000000.0,-324000000.0,102000000.0,,2862000000.0,3304000000.0,3748000000.0,418000000.0,,,,1836000000.0,,,,,,719000000.0,,2907000000.0,-726000000.0,,,,1229000000.0,3153000000.0,3123000000.0,163000000.0,,1847000000.0,,4513000000.0,,500000000.0,-161000000.0,,30000000.0,,,314000000.0,,105000000.0,-1280000000.0,-1258000000.0,,,,,,636000000.0,205000000.0,223000000.0,,,,,,,,-1390000000.0,,,,63000000.0,,,,846000000.0,,,,,-426000000.0,162000000.0,,1197000000.0,,22000000.0,,,,1696000000.0,,566000000.0,,,,,,,,992000000.0,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.412035200,,,,0.0,7048000000.0,,,,-202000000.0,,,,,8001000000.0,1208000000.0,,,255000000.0,,4816000000.0,,,,,,,17025000000.0,461000000.0,,-138000000.0,,21592000000.0,,,,,,1218000000.0,4254000000.0,11864000000.0,0.73,,,880000000.0,,,,29593000000.0,349000000.0,,,,,,881000000.0,880000000.0,,,,,,471000000.0,123000000.0,,,,,,,1285000000.0,,,,17721000000.0,,3354000000.0,-314000000.0,,3502000000.0,,15088000000.0,304000000.0,,1195000000.0,0.74,457000000.0,-9000000.0,128000000.0,,2970000000.0,2503000000.0,,815000000.0,,,,1752000000.0,,,,,,1199000000.0,,2953000000.0,-1000000.0,,0.0,,1229000000.0,3815000000.0,3354000000.0,318000000.0,,1916000000.0,,3123000000.0,,,-158000000.0,,39000000.0,,,183000000.0,,134000000.0,0.0,19000000.0,,,,,,-17000000.0,209000000.0,507000000.0,,,,,,,,231000000.0,,,,68000000.0,,,,961000000.0,,,,,-428000000.0,318000000.0,,1198000000.0,,18000000.0,,,,1882000000.0,,545000000.0,,,,,,,,1493000000.0,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.419984000,4766000000.0,573000000.0,,0.0,8544000000.0,2331000000.0,,9013000000.0,-286000000.0,1006000000.0,2883000000.0,51000000.0,658000000.0,8980000000.0,1549000000.0,18780000000.0,,277000000.0,3348000000.0,10365000000.0,2.74,,1198000000.0,433000000.0,,,18317000000.0,41000000.0,34000000.0,-170000000.0,-1000000.0,29527000000.0,3348000000.0,,,,,1784000000.0,5458000000.0,18909000000.0,,4356000000.0,3275000000.0,1309000000.0,-1194000000.0,1020000000.0,2154000000.0,38507000000.0,161000000.0,3276000000.0,7522000000.0,1681000000.0,5272000000.0,1195000000.0,1309000000.0,1309000000.0,164000000.0,5195000000.0,,833000000.0,0.0,122000000.0,59000000.0,19500000000.0,-445000000.0,8930000000.0,8942000000.0,1979000000.0,3275000000.0,1462000000.0,1979000000.0,,9767000000.0,19504000000.0,18311000000.0,3328000000.0,-5928000000.0,38374000000.0,4241000000.0,1080000000.0,20945000000.0,-1000000.0,1010000000.0,,,709000000.0,-26000000.0,513000000.0,90000000.0,3995000000.0,1793000000.0,8930000000.0,645000000.0,4330000000.0,,2102000000.0,2211000000.0,,,3574000000.0,12288000000.0,29432000000.0,1734000000.0,4006000000.0,4608000000.0,-5630000000.0,4608000000.0,-1476000000.0,,1229000000.0,3369000000.0,3328000000.0,425000000.0,5518000000.0,2102000000.0,-386000000.0,3354000000.0,,2154000000.0,-256000000.0,2102000000.0,52000000.0,,,-766000000.0,,99000000.0,0.0,5532000000.0,,-6354000000.0,231000000.0,,2748000000.0,129000000.0,339000000.0,417000000.0,-7214000000.0,1080000000.0,,,,-691000000.0,,-26000000.0,,333000000.0,2102000000.0,78000000.0,,,2.74,756000000.0,386000000.0,-286000000.0,78000000.0,,-984000000.0,425000000.0,,,,6000000.0,,,,545000000.0,,670000000.0,2796000000.0,,600000000.0,,,20831000000.0,90000000.0,2063000000.0,0.0,4219000000.0,,,-2219000000.0,152000000.0,1229000000.0,-1002000000.0,17561000000.0,,,,,,,,,,,
1970-01-01 00:00:01.427760000,,,,,10954000000.0,,,,9000000.0,,,,,11855000000.0,1525000000.0,,,321000000.0,,10675000000.0,,,,,,,18722000000.0,959000000.0,,-755000000.0,,32076000000.0,,,,,,687000000.0,4497000000.0,21629000000.0,0.35,,,414000000.0,,,,43931000000.0,2243000000.0,,,,,,413000000.0,414000000.0,,,,,,484000000.0,243000000.0,,,,,,,1559000000.0,,,,22209000000.0,,4635000000.0,-500000000.0,,5536000000.0,,22838000000.0,266000000.0,,1195000000.0,0.35,-567000000.0,-199000000.0,431000000.0,,2937000000.0,5534000000.0,,1217000000.0,,,,2250000000.0,,,,,,478000000.0,,4895000000.0,-10000000.0,,-770000000.0,,1229000000.0,5594000000.0,4635000000.0,65000000.0,,2184000000.0,,3328000000.0,,,-123000000.0,,59000000.0,,,-890000000.0,,169000000.0,0.0,-762000000.0,,,,,,388000000.0,164000000.0,2366000000.0,,,,,,,,1307000000.0,,,,68000000.0,,,,956000000.0,,,,,1954000000.0,65000000.0,,1198000000.0,,6000000.0,,,,2201000000.0,,724000000.0,,,,,,,,858000000.0,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.435622400,,,,,9769000000.0,,,,-8000000.0,,,,,9710000000.0,1570000000.0,,,325000000.0,,10372000000.0,,,,,,,17883000000.0,67000000.0,,-344000000.0,,31233000000.0,,,,,,1068000000.0,4970000000.0,20141000000.0,0.39,,,471000000.0,,,,40944000000.0,283000000.0,,,,,,469000000.0,471000000.0,,,,,,633000000.0,265000000.0,,,,,,,1607000000.0,,,,20772000000.0,,3923000000.0,276000000.0,,4452000000.0,,22157000000.0,-1099000000.0,,1196000000.0,0.39,155000000.0,-420000000.0,344000000.0,,3363000000.0,4196000000.0,9024000000.0,930000000.0,,,,2295000000.0,,,,,,637000000.0,,4557000000.0,0.0,,-1750000000.0,,1229000000.0,3990000000.0,3923000000.0,168000000.0,,2145000000.0,,4635000000.0,,1367000000.0,-126000000.0,,50000000.0,,,922000000.0,,167000000.0,-1316000000.0,-1305000000.0,,,,,,746000000.0,169000000.0,409000000.0,,,,,,,,-712000000.0,,,,63000000.0,,,,989000000.0,,,,,-129000000.0,168000000.0,,1198000000.0,,18000000.0,,,,2554000000.0,,728000000.0,,,,,,,,1012000000.0,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.443571200,,,,0.0,8595000000.0,,,,-34000000.0,,,,,9618000000.0,1421000000.0,,,319000000.0,,10521000000.0,,,,,,,18778000000.0,921000000.0,,-610000000.0,,31039000000.0,,,,,,1356000000.0,4985000000.0,19116000000.0,0.75,,,898000000.0,,,,40657000000.0,337000000.0,,,,,,896000000.0,898000000.0,,,,,,530000000.0,198000000.0,,,,,,,1544000000.0,,,,21513000000.0,,3844000000.0,-569000000.0,,4056000000.0,,22231000000.0,1098000000.0,,1198000000.0,0.75,164000000.0,-171000000.0,512000000.0,,3440000000.0,2961000000.0,9061000000.0,1324000000.0,,,,2084000000.0,,,,,,1229000000.0,,4353000000.0,-3000000.0,,0.0,,1229000000.0,4765000000.0,3844000000.0,333000000.0,,2122000000.0,,3923000000.0,,1366000000.0,-129000000.0,,60000000.0,,,165000000.0,,231000000.0,0.0,34000000.0,,,,,,174000000.0,99000000.0,466000000.0,,,,,,,,-79000000.0,,,,70000000.0,,,,968000000.0,,,,,-872000000.0,334000000.0,,1198000000.0,,34000000.0,,,,2644000000.0,,660000000.0,,,,,,,,1608000000.0,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.451520000,4874000000.0,757000000.0,,0.0,7867000000.0,2845000000.0,,10228000000.0,38000000.0,893000000.0,3070000000.0,64000000.0,27000000.0,9739000000.0,1940000000.0,18095000000.0,,324000000.0,3411000000.0,10228000000.0,2.56,,1198000000.0,122000000.0,,,20044000000.0,27000000.0,-182000000.0,-162000000.0,-2000000.0,31651000000.0,3411000000.0,,,,,1757000000.0,6346000000.0,18095000000.0,1.07,3991000000.0,3064000000.0,1286000000.0,-1316000000.0,939000000.0,567000000.0,41390000000.0,207000000.0,3056000000.0,9293000000.0,2111000000.0,6626000000.0,1197000000.0,1283000000.0,1286000000.0,248000000.0,6449000000.0,,2146000000.0,,122000000.0,75000000.0,23267000000.0,5000000.0,8628000000.0,9739000000.0,,3064000000.0,1856000000.0,2255000000.0,,7867000000.0,23267000000.0,20044000000.0,3411000000.0,459000000.0,41390000000.0,5198000000.0,935000000.0,22689000000.0,-1000000.0,1289000000.0,1198000000.0,1.07,1005000000.0,-88000000.0,448000000.0,77000000.0,4490000000.0,2111000000.0,8628000000.0,939000000.0,5198000000.0,,2192000000.0,2733000000.0,,,3638000000.0,14167000000.0,31651000000.0,1646000000.0,3438000000.0,4280000000.0,-26000000.0,4280000000.0,-1332000000.0,,1229000000.0,3438000000.0,3411000000.0,363000000.0,5526000000.0,2192000000.0,-877000000.0,3844000000.0,,567000000.0,-190000000.0,2192000000.0,76000000.0,,,-1041000000.0,,248000000.0,0.0,-1323000000.0,,-39000000.0,75000000.0,,3328000000.0,838000000.0,230000000.0,397000000.0,-334000000.0,935000000.0,,,,-568000000.0,,-433000000.0,,230000000.0,2192000000.0,106000000.0,,,2.56,893000000.0,448000000.0,-844000000.0,106000000.0,,-1135000000.0,368000000.0,,1199000000.0,,6000000.0,,,,360000000.0,,796000000.0,360000000.0,,83000000.0,,,22689000000.0,77000000.0,1722000000.0,0.0,-3356000000.0,,,-3852000000.0,246000000.0,1229000000.0,-1871000000.0,20793000000.0,,,,,,,,,,,
1970-01-01 00:00:01.459382400,,,,,9708000000.0,,,,43000000.0,,,,,12368000000.0,1540000000.0,,,309000000.0,,10256000000.0,,,,,,,20621000000.0,360000000.0,,-164000000.0,,30516000000.0,,,,,,823000000.0,4727000000.0,19964000000.0,0.48,,,572000000.0,,,,42884000000.0,2331000000.0,,,,,,570000000.0,572000000.0,,,,,,550000000.0,345000000.0,,,,,,,1649000000.0,,,,22892000000.0,,5743000000.0,-132000000.0,,5550000000.0,,21922000000.0,0.0,,1198000000.0,0.48,-1097000000.0,-46000000.0,385000000.0,,3078000000.0,5265000000.0,,1251000000.0,,,,2255000000.0,,,,,,743000000.0,,3954000000.0,-3000000.0,,-2000000.0,,1229000000.0,6103000000.0,5743000000.0,173000000.0,,2177000000.0,,3411000000.0,,,-151000000.0,,70000000.0,,,-443000000.0,,337000000.0,2000000.0,8000000.0,,,,,,186000000.0,191000000.0,2482000000.0,,,,,,,,2332000000.0,,,,107000000.0,,,,954000000.0,,,,,1662000000.0,173000000.0,,1199000000.0,,7000000.0,,,,2274000000.0,,709000000.0,,,,,,,,1122000000.0,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.467244800,,,,,8574000000.0,,,,28000000.0,,,,,10549000000.0,1791000000.0,,,306000000.0,,10250000000.0,,,,,,,20054000000.0,386000000.0,,-156000000.0,,31239000000.0,,,,,,1280000000.0,5236000000.0,18824000000.0,,,,816000000.0,,,,41788000000.0,217000000.0,,,,,,813000000.0,816000000.0,,,,,,636000000.0,292000000.0,,,,,,,1461000000.0,,,,22938000000.0,,4206000000.0,-269000000.0,,4979000000.0,,22354000000.0,0.0,,,,-68000000.0,-112000000.0,426000000.0,,3776000000.0,4470000000.0,8672000000.0,1278000000.0,,,,2496000000.0,,,,,,1144000000.0,,3884000000.0,-13000000.0,,-542000000.0,,1229000000.0,4592000000.0,4206000000.0,331000000.0,,2284000000.0,,5743000000.0,,16000000.0,-222000000.0,,62000000.0,,,557000000.0,,374000000.0,2000000.0,-1911000000.0,,,,,,122000000.0,268000000.0,439000000.0,,,,,,,,-1536000000.0,,,,106000000.0,,,,1047000000.0,,,,,-529000000.0,331000000.0,,,,8000000.0,,,,2582000000.0,,710000000.0,,,,,,,,1512000000.0,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.475193600,,,,0.0,8949000000.0,,,,42000000.0,,,,,10374000000.0,1858000000.0,,,317000000.0,,8888000000.0,,,,,,,20785000000.0,501000000.0,,-239000000.0,,31227000000.0,,,,,,1101000000.0,5375000000.0,17837000000.0,0.61,,,730000000.0,,,,41601000000.0,462000000.0,,,,,,725000000.0,730000000.0,,,,,,637000000.0,406000000.0,,,,,,,1646000000.0,,,,23742000000.0,,4112000000.0,-372000000.0,,4824000000.0,,22276000000.0,1000000.0,,1198000000.0,0.61,582000000.0,-42000000.0,392000000.0,,3729000000.0,3373000000.0,,1411000000.0,,,,2628000000.0,,,,,,1013000000.0,,3730000000.0,-38000000.0,,-850000000.0,,1229000000.0,4613000000.0,4112000000.0,288000000.0,,2373000000.0,,4206000000.0,,,-245000000.0,,78000000.0,,,176000000.0,,396000000.0,-2000000.0,-441000000.0,,,,,,149000000.0,249000000.0,707000000.0,,,,,,,,-94000000.0,,,,90000000.0,,,,1114000000.0,,,,,-375000000.0,288000000.0,,1199000000.0,,9000000.0,,,,2752000000.0,,766000000.0,,,,,,,,1408000000.0,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.483142400,5148000000.0,513000000.0,,0.0,9734000000.0,3041000000.0,,8238000000.0,-37000000.0,1290000000.0,3690000000.0,27000000.0,1124000000.0,11626000000.0,2110000000.0,17972000000.0,,336000000.0,3702000000.0,8238000000.0,3.03,,1199000000.0,587000000.0,,,22287000000.0,1124000000.0,-29000000.0,-990000000.0,1000000.0,32728000000.0,3702000000.0,,,,,1943000000.0,6723000000.0,17972000000.0,1.26,4849000000.0,3631000000.0,1513000000.0,-1378000000.0,1358000000.0,1430000000.0,44354000000.0,680000000.0,3619000000.0,10344000000.0,2433000000.0,6570000000.0,1198000000.0,1511000000.0,1513000000.0,529000000.0,7299000000.0,,869000000.0,,587000000.0,470000000.0,26361000000.0,78000000.0,6450000000.0,11626000000.0,2545000000.0,3631000000.0,1814000000.0,2545000000.0,,9734000000.0,26361000000.0,22287000000.0,3702000000.0,-1026000000.0,44354000000.0,5975000000.0,1230000000.0,23311000000.0,0.0,1268000000.0,1199000000.0,1.26,1096000000.0,-61000000.0,424000000.0,139000000.0,4909000000.0,2433000000.0,6450000000.0,1358000000.0,5975000000.0,,2580000000.0,2966000000.0,,,4628000000.0,15492000000.0,32728000000.0,1949000000.0,4826000000.0,3786000000.0,-52000000.0,3786000000.0,-406000000.0,,1229000000.0,4826000000.0,3702000000.0,438000000.0,6385000000.0,2580000000.0,-262000000.0,4112000000.0,,1430000000.0,-320000000.0,2580000000.0,59000000.0,,,-965000000.0,,529000000.0,44000000.0,-361000000.0,,-106000000.0,470000000.0,,3411000000.0,336000000.0,318000000.0,1000000000.0,-1799000000.0,1230000000.0,,,,-938000000.0,,-411000000.0,,318000000.0,2580000000.0,143000000.0,,,3.03,1290000000.0,424000000.0,-725000000.0,143000000.0,,-800000000.0,437000000.0,,1199000000.0,,3000000.0,,,,3697000000.0,,857000000.0,3697000000.0,,291000000.0,,,23311000000.0,139000000.0,2008000000.0,47000000.0,-2705000000.0,,,-1800000000.0,268000000.0,1229000000.0,-1625000000.0,22062000000.0,,,,,,,,,,,
1970-01-01 00:00:01.490918400,,,,,12649000000.0,,,,-25000000.0,,,,,15147000000.0,1999000000.0,,,320000000.0,,8308000000.0,,,,,,,22826000000.0,1545000000.0,,-981000000.0,,32578000000.0,,,,,,677000000.0,5285000000.0,20957000000.0,0.43,,,521000000.0,,,,47724000000.0,2608000000.0,,,,,,530000000.0,521000000.0,,,,,,775000000.0,613000000.0,,,,,,,1760000000.0,,,,26736000000.0,,5937000000.0,-644000000.0,,6596000000.0,,23092000000.0,-1000000.0,,1199000000.0,0.43,-596000000.0,-22000000.0,349000000.0,,3524000000.0,6215000000.0,,1447000000.0,,,,2847000000.0,,,,,,668000000.0,,3638000000.0,-22000000.0,,-3000000.0,,1229000000.0,7482000000.0,5937000000.0,138000000.0,,2620000000.0,,3702000000.0,,,-264000000.0,,94000000.0,,,-633000000.0,,548000000.0,0.0,1000000.0,,,,,,624000000.0,328000000.0,2872000000.0,,,,,,,,2234000000.0,,,,70000000.0,,,,1183000000.0,,,,,2258000000.0,138000000.0,,1199000000.0,,0.0,,,,2990000000.0,,852000000.0,,,,,,,,1082000000.0,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.498780800,,,,,10318000000.0,,,,10000000.0,,,,,11638000000.0,1985000000.0,,,322000000.0,,8057000000.0,,,,,,,22004000000.0,868000000.0,,-862000000.0,,31263000000.0,,,,,,1165000000.0,5781000000.0,18375000000.0,,,,668000000.0,,,,42900000000.0,343000000.0,,,,,,667000000.0,668000000.0,,,,,,751000000.0,546000000.0,,,,,,,1795000000.0,,,,24518000000.0,,4236000000.0,279000000.0,,5359000000.0,,21949000000.0,0.0,,,,-38000000.0,-230000000.0,380000000.0,,3988000000.0,4898000000.0,6225000000.0,1497000000.0,,,,2823000000.0,,,,,,908000000.0,,3273000000.0,0.0,,-1000000000.0,,1229000000.0,5104000000.0,4236000000.0,241000000.0,,2719000000.0,,5937000000.0,,542000000.0,-299000000.0,,62000000.0,,,936000000.0,,557000000.0,-1521000000.0,-2508000000.0,,,,,,1440000000.0,288000000.0,642000000.0,,,,,,,,-1700000000.0,,,,78000000.0,,,,1142000000.0,,,,,-179000000.0,241000000.0,,,,0.0,,,,3079000000.0,,842000000.0,,,,,,,,1292000000.0,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.506729600,,,,0.0,9507000000.0,,,,-81000000.0,,,,,11219000000.0,1891000000.0,,,319000000.0,,7553000000.0,,,,,,,22992000000.0,1013000000.0,,-255000000.0,,30212000000.0,,,,,,1246000000.0,5589000000.0,17060000000.0,0.82,,,983000000.0,,,,41430000000.0,287000000.0,,,,,,992000000.0,983000000.0,,,,,,756000000.0,465000000.0,,,,,,,1673000000.0,,,,24369000000.0,,4220000000.0,-271000000.0,,4869000000.0,,21353000000.0,1000000.0,,1198000000.0,0.82,178000000.0,71000000.0,422000000.0,,3917000000.0,3531000000.0,,1233000000.0,,,,2671000000.0,,,,,,1390000000.0,,3038000000.0,0.0,,-4000000.0,,1229000000.0,5233000000.0,4220000000.0,398000000.0,,2806000000.0,,4236000000.0,,,-324000000.0,,58000000.0,,,428000000.0,,552000000.0,-17000000.0,-299000000.0,,,,,,307000000.0,256000000.0,611000000.0,,,,,,,,-16000000.0,,,,84000000.0,,,,1089000000.0,,,,,-662000000.0,398000000.0,,1198000000.0,,0.0,,,,3076000000.0,,781000000.0,,,,,,,,1767000000.0,,,,,,,,,,,,,,,,,,,,
