,trailingOtherIncomeExpense,trailingGrossProfit,annualOperatingCashFlow,annualTotalNonCurrentAssets,quarterlyOperatingExpense,quarterlyPretaxIncome,annualGrossProfit,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,quarterlyRepaymentOfDebt,quarterlyTaxProvision,annualInventory,quarterlyNetPPE,annualEbitda,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyBeginningCashPosition,annualNetPPE,quarterlyCapitalStock,annualOtherIncomeExpense,annualGrossPPE,quarterlyCurrentDebt,quarterlyInterestExpense,annualChangeInInventory,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,annualPurchaseOfBusiness,quarterlyCashFlowFromContinuingFinancingActivities,annualOtherNonCurrentLiabilities,annualBeginningCashPosition,quarterlyOperatingCashFlow,annualDeferredIncomeTax,trailingOperatingExpense,annualInvestingCashFlow,quarterlyDilutedEPS,annualCapitalExpenditure,annualPretaxIncome,annualNonCurrentDeferredTaxesLiabilities,quarterlyGrossPPE,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,annualChangesInAccountReceivables,annualNonCurrentDeferredRevenue,annualAccumulatedDepreciation,quarterlyNonCurrentDeferredRevenue,quarterlyDilutedAverageShares,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyGainsLossesNotAffectingRetainedEarnings,annualBasicEPS,trailingNetIncomeContinuousOperations,annualOtherCurrentLiabilities,quarterlyEbitda,annualChangeInCashSupplementalAsReported,annualGoodwill,annualNetOtherFinancingCharges,trailingInterestExpense,annualCashFlowFromContinuingFinancingActivities,annualInterestExpense,annualPurchaseOfInvestment,annualRepaymentOfDebt,annualCapitalStock,annualTotalRevenue,annualAccountsPayable,annualOperatingIncome,quarterlyOtherNonCashItems,trailingOperatingIncome,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualCommonStockIssuance,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,annualOtherShortTermInvestments,annualFreeCashFlow,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,annualTotalLiabilitiesNetMinorityInterest,annualEndCashPosition,trailingCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingTotalRevenue,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,annualDilutedEPS,annualOtherCurrentAssets,quarterlyTotalRevenue,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,quarterlyPurchaseOfInvestment,quarterlyTotalNonCurrentAssets,quarterlyOperatingIncome,annualBasicAverageShares,trailingTaxProvision,trailingNetIncome,quarterlyTotalLiabilitiesNetMinorityInterest,annualCurrentDebt,annualNetIncome,trailingPretaxIncome,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,quarterlyTotalAssets,annualCashDividendsPaid,annualOperatingExpense,annualNetIncomeContinuousOperations,trailingSellingGeneralAndAdministration,annualGainsLossesNotAffectingRetainedEarnings,annualCostOfRevenue,quarterlyFreeCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualSaleOfInvestment,quarterlyOtherCurrentAssets,annualRepurchaseOfCapitalStock,annualStockholdersEquity,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,annualCurrentAssets,annualOtherNonCurrentAssets,annualLongTermDebt,annualDilutedAverageShares,annualDepreciationAndAmortization,annualNetIncomeCommonStockholders,quarterlyGoodwill,trailingNetIncomeCommonStockholders,annualCurrentLiabilities,annualCurrentAccruedExpenses,annualRetainedEarnings,quarterlyEndCashPosition,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyInvestingCashFlow,quarterlyAccountsReceivable,annualTotalAssets,quarterlyCostOfRevenue,annualTaxProvision,quarterlyCurrentAccruedExpenses,quarterlyInvestmentsAndAdvances,quarterlyGrossProfit,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyNonCurrentDeferredTaxesLiabilities,annualAccountsReceivable,quarterlyLongTermDebt,quarterlyBasicAverageShares,quarterlyBasicEPS,trailingBeginningCashPosition,trailingBasicAverageShares,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,trailingCommonStockIssuance,annualResearchAndDevelopment,quarterlyDepreciationAndAmortization,trailingPurchaseOfBusiness,quarterlyRepurchaseOfCapitalStock,trailingOtherNonCashItems,quarterlySaleOfInvestment,trailingChangeInWorkingCapital,trailingCashFlowFromContinuingFinancingActivities,trailingBasicEPS,trailingDilutedEPS,trailingRepaymentOfDebt,quarterlyResearchAndDevelopment,trailingStockBasedCompensation,quarterlyChangeInAccountPayable,trailingPurchaseOfInvestment,quarterlyChangeInInventory,annualCurrentDeferredRevenue,trailingChangesInAccountReceivables,annualStockBasedCompensation,quarterlyCommonStockIssuance,quarterlyDeferredIncomeTax,trailingCapitalExpenditure,trailingNetOtherInvestingChanges,annualIncomeTaxPayable,trailingChangeInInventory,trailingChangeInAccountPayable,quarterlyPurchaseOfBusiness,trailingCashDividendsPaid,trailingEndCashPosition,trailingOperatingCashFlow,trailingNetOtherFinancingCharges,trailingInvestingCashFlow,trailingDepreciationAndAmortization,trailingSaleOfInvestment,quarterlyCapitalExpenditure,trailingDeferredIncomeTax,quarterlyCurrentDeferredRevenue,trailingResearchAndDevelopment,quarterlyIncomeTaxPayable,trailingRepurchaseOfCapitalStock,trailingDilutedAverageShares,trailingFreeCashFlow
1396224000,,,,,20565000000.0,5276000000.0,,102699000000.0,,,,1500000000.0,,71977000000.0,,32994000000.0,32994000000.0,,,,,,2310000000.0,1679000000.0,,10170000000.0,,,,,,,,,,,1.390633,,,,71977000000.0,,,,,,,1789113135.0,,46605000000.0,,,,,6955000000.0,,,,,,,,,,,,,,,,,,73917000000.0,20421000000.0,,,,49884000000.0,,,,90037000000.0,,,,,,,64228000000.0,,,,283695000000.0,5946000000.0,,,,139921000000.0,,,,2488000000.0,,357612000000.0,,,,,,,,3776000000.0,2488000000.0,,13556000000.0,,,,16010000000.0,,,,,,,,,,,,,,154533000000.0,,,11323000000.0,,37717000000.0,,969000000.0,98849000000.0,26511000000.0,695000000.0,16044000000.0,,,74027000000.0,1789113135.0,1.390633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404086400,,,,,21811000000.0,6716000000.0,,104200000000.0,,,,2253000000.0,,74418000000.0,,36785000000.0,36785000000.0,,,,,,2205000000.0,1675000000.0,,10907000000.0,,,,,,,,,,,1.686869,,,,74418000000.0,,,,,,,1789113135.0,,49294000000.0,,,,,8391000000.0,,,,,,,,,,,,,,,,,,79469000000.0,21353000000.0,,,,51923000000.0,,,,89768000000.0,,,,,,,70956000000.0,,,,285520000000.0,7953000000.0,,,,141691000000.0,,,,3018000000.0,,364989000000.0,,,,,,,,4463000000.0,3018000000.0,,13306000000.0,,,,15981000000.0,,,,,,,,,,,,,,160140000000.0,,,12269000000.0,,41192000000.0,,424000000.0,95995000000.0,29764000000.0,629000000.0,17109000000.0,,,73787000000.0,1789113135.0,1.686869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412035200,,,,,22331000000.0,7991000000.0,,102650000000.0,,,,1274000000.0,,75427000000.0,,41751000000.0,41751000000.0,,,,,,1879000000.0,1787000000.0,,12570000000.0,,,,,,,,,,,2.686247,,,,75427000000.0,,,,,,,1789113135.0,,50926000000.0,,,,,9778000000.0,,,,,,,,,,,,,,,,,,84007000000.0,21955000000.0,,,,53809000000.0,,,,88341000000.0,,,,,,,72391000000.0,,,,285478000000.0,8323000000.0,,,,142150000000.0,,,,4806000000.0,,369485000000.0,,,,,,,,6717000000.0,4806000000.0,,12789000000.0,,,,12682000000.0,,,,,,,,,,,,,,164177000000.0,,,13012000000.0,,41737000000.0,,1004000000.0,94831000000.0,30654000000.0,1509000000.0,16455000000.0,,,75659000000.0,1789113135.0,2.686247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419984000,,,37364000000.0,297061000000.0,14135000000.0,8786000000.0,110171000000.0,76353000000.0,76353000000.0,35641000000.0,,1193000000.0,17214000000.0,75629000000.0,45185000000.0,35641000000.0,35497000000.0,,75629000000.0,0.0,3867000000.0,116586000000.0,1553000000.0,1126000000.0,-1122000000.0,1021000000.0,,-40957000000.0,0.0,,177000000.0,27259000000.0,,,,-15608000000.0,,-706000000.0,28883000000.0,3643000000.0,116586000000.0,34245000000.0,,-4962000000.0,177000000.0,-40957000000.0,177000000.0,,,347000000.0,-5645000000.0,41.5,,347000000.0,9912000000.0,12468000000.0,25174000000.0,-1785000000.0,,-9288000000.0,6288000000.0,-673000000.0,-5721000000.0,0.0,263449000000.0,34245000000.0,30855000000.0,,,96732000000.0,6910000000.0,,79112000000.0,15088000000.0,144000000.0,36658000000.0,,49319000000.0,146051000000.0,35497000000.0,,96732000000.0,,876000000.0,144000000.0,147122000000.0,41.5,413000000.0,54667000000.0,-17572000000.0,35497000000.0,,297061000000.0,8493000000.0,357234400.0,,,146051000000.0,1553000000.0,16701000000.0,,6311000000.0,102256000000.0,376173000000.0,-3152000000.0,79316000000.0,22630000000.0,,-5645000000.0,153278000000.0,,7593000000.0,6311000000.0,589000000.0,413000000.0,,170473000000.0,79291000000.0,177000000.0,5839000000.0,79112000000.0,1021000000.0,82935000000.0,357822600.0,10014000000.0,16701000000.0,25174000000.0,,49319000000.0,482000000.0,147122000000.0,,170473000000.0,,,8856000000.0,376173000000.0,32039000000.0,6253000000.0,482000000.0,102256000000.0,22628000000.0,1034000000.0,17214000000.0,3643000000.0,8856000000.0,82935000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427760000,,,,,19831000000.0,5767000000.0,,91909000000.0,,,,1418000000.0,,72092000000.0,,34525000000.0,34525000000.0,,,,,,1452000000.0,1662000000.0,,22828000000.0,,-28963000000.0,,,,,,,,,1.752265,,,,72092000000.0,10452000000.0,,,,,,1789113135.0,,50698000000.0,,,,,7429000000.0,,,,,,,,,,,,,,,,,,73250000000.0,19565000000.0,,,,53249000000.0,,,,95647000000.0,,,,,,,65199000000.0,,,,288738000000.0,5858000000.0,,,,148896000000.0,,,,3135000000.0,,361988000000.0,,,,,,,,4349000000.0,3135000000.0,,11261000000.0,,,,13845000000.0,,,,,,,,,,,,,,153443000000.0,,,10795000000.0,,39510000000.0,,1099000000.0,97394000000.0,25689000000.0,1245000000.0,16669000000.0,,,81802000000.0,1789113135.0,1.752265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435622400,,,,,21073000000.0,7526000000.0,,99421000000.0,,,,2230000000.0,,74336000000.0,,36676000000.0,36676000000.0,,,,,,3741000000.0,1780000000.0,,23106000000.0,,,,,,,,,,,2.164201,,,,74336000000.0,,,,,,,1789113135.0,,48320000000.0,,,,,9306000000.0,,,,,,,,,,,,,,,,,,75429000000.0,20948000000.0,,,,52576000000.0,,,,97627000000.0,,,,,,,75120000000.0,,,,298507000000.0,8325000000.0,,,,150203000000.0,,,,3872000000.0,,373936000000.0,,,,,,,,5296000000.0,3872000000.0,,10409000000.0,,,,16074000000.0,,,,,,,,,,,,,,164084000000.0,,,11451000000.0,,45722000000.0,,515000000.0,101644000000.0,29398000000.0,583000000.0,16893000000.0,,,81553000000.0,1789113135.0,2.164201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443571200,,,,,22352000000.0,7866000000.0,,103554000000.0,,,,1806000000.0,,76355000000.0,,43377000000.0,43377000000.0,,,,,,13363000000.0,1795000000.0,,31996000000.0,,,,,,,,,,,2.780148,,,,76355000000.0,,,,,,,1789113135.0,,61981000000.0,,,,,9661000000.0,,,,,,,,,,,,,,,,,,95039000000.0,21846000000.0,,,,76545000000.0,,,,109050000000.0,,,,,,,78763000000.0,,,,325704000000.0,8513000000.0,,,,185595000000.0,,,,4974000000.0,,420743000000.0,,,,,,,,6060000000.0,4974000000.0,,10914000000.0,,,,20622000000.0,,,,,,,,,,,,,,175499000000.0,,,18486000000.0,,47898000000.0,,1201000000.0,113799000000.0,30865000000.0,821000000.0,22262000000.0,,,88428000000.0,1789113135.0,2.780148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451520000,,,36742000000.0,322609000000.0,25057000000.0,9668000000.0,123179000000.0,74491000000.0,74491000000.0,31833000000.0,,2364000000.0,24680000000.0,80296000000.0,49453000000.0,31833000000.0,29396000000.0,,80296000000.0,0.0,3074000000.0,124678000000.0,5895000000.0,2523000000.0,-4330000000.0,1398000000.0,,-44382000000.0,-12711000000.0,,495000000.0,35497000000.0,,,,-28359000000.0,3.038377,-18456000000.0,31208000000.0,6230000000.0,124678000000.0,45009000000.0,,-4379000000.0,218000000.0,-44382000000.0,218000000.0,1789113135.0,,4709000000.0,-4163000000.0,44.0,,4709000000.0,12191000000.0,-5358000000.0,33850000000.0,8621000000.0,,-13741000000.0,7420000000.0,-28000000.0,-15520000000.0,0.0,311589000000.0,45009000000.0,34887000000.0,,,102130000000.0,5556000000.0,,86723000000.0,24707000000.0,2437000000.0,18286000000.0,,65346000000.0,167476000000.0,29396000000.0,,102130000000.0,,-2524000000.0,2437000000.0,156532000000.0,44.0,291000000.0,89469000000.0,-1279000000.0,29396000000.0,,322609000000.0,10638000000.0,357372000.0,,,167476000000.0,5895000000.0,17683000000.0,,5436000000.0,120686000000.0,409332000000.0,-10701000000.0,88292000000.0,23276000000.0,,-4163000000.0,188410000000.0,,7304000000.0,5436000000.0,358000000.0,291000000.0,,181524000000.0,88303000000.0,495000000.0,6753000000.0,86723000000.0,1398000000.0,85969000000.0,357822600.0,10825000000.0,17683000000.0,33850000000.0,,65346000000.0,597000000.0,156532000000.0,,181524000000.0,,,13847000000.0,409332000000.0,53774000000.0,7932000000.0,597000000.0,120686000000.0,35695000000.0,1249000000.0,24680000000.0,6230000000.0,13847000000.0,85969000000.0,1789113135.0,3.038377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1459382400,,,,,24365000000.0,5851000000.0,,112767000000.0,,,,1495000000.0,,81950000000.0,,50407000000.0,50407000000.0,,,,,,5925000000.0,2034000000.0,,24292000000.0,,,,,,,,,,,1.67625,,,,81950000000.0,,,,,,,1789113135.0,,69514000000.0,,,,,7885000000.0,,,,,,,,,,,,,,,,,,108257000000.0,24321000000.0,,,,76683000000.0,,,,128938000000.0,,,,,,,85856000000.0,,,,336266000000.0,6818000000.0,,,,205621000000.0,,,,2999000000.0,,444523000000.0,,,,,,,,4356000000.0,2999000000.0,,14672000000.0,,,,26478000000.0,,,,,,,,,,,,,,178570000000.0,,,18589000000.0,,54673000000.0,,1244000000.0,117257000000.0,31183000000.0,490000000.0,24589000000.0,,,102460000000.0,1789113135.0,1.67625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467244800,,,,,25919000000.0,8049000000.0,,123343000000.0,,,,1893000000.0,,87535000000.0,,49956000000.0,49956000000.0,,,,,,5458000000.0,2411000000.0,,28084000000.0,,,,,,,,,,,2.723696,,,,87535000000.0,,,,,,,1789113135.0,,67078000000.0,,,,,10460000000.0,,,,,,,,,,,,,,,,,,110985000000.0,26062000000.0,,,,73339000000.0,,,,142602000000.0,,,,,,,94543000000.0,,,,362527000000.0,9409000000.0,,,,215941000000.0,,,,4873000000.0,,473512000000.0,,,,,,,,6156000000.0,4873000000.0,,14149000000.0,,,,34599000000.0,,,,,,,,,,,,,,197239000000.0,,,20232000000.0,,59215000000.0,,803000000.0,123565000000.0,35328000000.0,461000000.0,26648000000.0,,,108003000000.0,1789113135.0,2.723696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475193600,,,,,27328000000.0,9398000000.0,,125252000000.0,,,,1468000000.0,,91536000000.0,,57912000000.0,57912000000.0,,,,,,5965000000.0,2506000000.0,,30511000000.0,,,,,,,,,,,3.739842,,,,91536000000.0,,,,,,,1789113135.0,,72551000000.0,,,,,11904000000.0,,,,,,,,,,,,,,,,,,121083000000.0,27199000000.0,,,,80075000000.0,,,,144924000000.0,,,,,,,100325000000.0,,,,371767000000.0,9303000000.0,,,,224999000000.0,,,,6691000000.0,,492850000000.0,,,,,,,,7930000000.0,6691000000.0,,14258000000.0,,,,34091000000.0,,,,,,,,,,,,,,207519000000.0,,,20710000000.0,,63694000000.0,,1559000000.0,124468000000.0,36631000000.0,1894000000.0,28203000000.0,,,110833000000.0,1789113135.0,3.739842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483142400,,,50131000000.0,427672000000.0,32483000000.0,11880000000.0,148204000000.0,101411000000.0,101411000000.0,43757000000.0,,3061000000.0,31932000000.0,102223000000.0,57953000000.0,43757000000.0,43637000000.0,,102223000000.0,0.0,5727000000.0,163443000000.0,7281000000.0,2223000000.0,-4936000000.0,10104000000.0,,-61220000000.0,-18230000000.0,,917000000.0,29396000000.0,,,,-38645000000.0,,-21392000000.0,35063000000.0,11037000000.0,163443000000.0,59089000000.0,,-1889000000.0,917000000.0,-61220000000.0,917000000.0,,,339000000.0,14027000000.0,52.5,,339000000.0,14103000000.0,12783000000.0,51857000000.0,-2359000000.0,,1297000000.0,9181000000.0,-361000000.0,-5458000000.0,0.0,399507000000.0,59089000000.0,37683000000.0,,,173164000000.0,15337000000.0,,117951000000.0,32502000000.0,120000000.0,28739000000.0,,86289000000.0,259453000000.0,43637000000.0,,173164000000.0,,10381000000.0,120000000.0,168796000000.0,52.5,325000000.0,117537000000.0,-1707000000.0,43637000000.0,,427672000000.0,12135000000.0,357429000.0,,,259453000000.0,7281000000.0,21140000000.0,,6663000000.0,128706000000.0,545623000000.0,-12045000000.0,110521000000.0,27175000000.0,,14027000000.0,251303000000.0,,8819000000.0,6663000000.0,85000000.0,325000000.0,,211904000000.0,110518000000.0,917000000.0,8347000000.0,117951000000.0,10104000000.0,131967000000.0,357822600.0,13709000000.0,21140000000.0,51857000000.0,,86289000000.0,976000000.0,168796000000.0,,211904000000.0,,,20984000000.0,545623000000.0,72919000000.0,7888000000.0,976000000.0,128706000000.0,44618000000.0,3114000000.0,31932000000.0,11037000000.0,20984000000.0,131967000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490918400,,,,,31262000000.0,8239000000.0,,153511000000.0,,,,1649000000.0,,116457000000.0,,41176000000.0,41176000000.0,,,,,,7045000000.0,3108000000.0,,39225000000.0,,,,,,,,,,,1.839459,,,,116457000000.0,,,,,,,1789113135.0,,87989000000.0,,,,,11347000000.0,,,,,,,,,,,,,,,,,,114925000000.0,31597000000.0,,,,96396000000.0,,,,161669000000.0,,,,,,,110862000000.0,,,,418594000000.0,8093000000.0,,,,258065000000.0,,,,3291000000.0,,533519000000.0,,,,,,,,6590000000.0,3291000000.0,,18066000000.0,,,,47207000000.0,,,,,,,,,,,,,,201188000000.0,,,22577000000.0,,71507000000.0,,1362000000.0,109401000000.0,39355000000.0,1888000000.0,33106000000.0,,,114462000000.0,1789113135.0,1.839459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498780800,,,,,31779000000.0,8098000000.0,,145758000000.0,,,,1680000000.0,,108899000000.0,,51249000000.0,51249000000.0,,,,,,6682000000.0,2696000000.0,,37290000000.0,,,,,,,,,,,2.602966,,,,108899000000.0,,,,,,,87046729.0,,79518000000.0,,,,,10794000000.0,,,,,,,,,,,,,,,,,,121879000000.0,31587000000.0,,,,86938000000.0,,,,162041000000.0,,,,,,,114801000000.0,,,,401983000000.0,10425000000.0,,,,248979000000.0,,,,4657000000.0,,523862000000.0,,,,,,,,6418000000.0,4657000000.0,,17549000000.0,,,,40824000000.0,,,,,,,,,,,,,,200617000000.0,,,22141000000.0,,72597000000.0,,738000000.0,110036000000.0,42204000000.0,-61000000.0,30940000000.0,,,121217000000.0,87046729.0,2.602966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506729600,,,,,32133000000.0,40017000000.0,,151238000000.0,,,,6302000000.0,,114256000000.0,,101139000000.0,101139000000.0,,,,,,6737000000.0,2734000000.0,,39081000000.0,,,,,,,,,,,18.136919,,,,114256000000.0,,,,,,,1789113135.0,,84921000000.0,,,,,42751000000.0,,,,,,,,,,,,,,,,,,175187000000.0,31815000000.0,,,,93220000000.0,,,,160296000000.0,,,,,,,114648000000.0,,,,391529000000.0,9385000000.0,,,,253516000000.0,,,,32449000000.0,,566716000000.0,,,,,,,,33715000000.0,32449000000.0,,18631000000.0,,,,47175000000.0,,,,,,,,,,,,,,238934000000.0,,,24666000000.0,,73130000000.0,,1562000000.0,86954000000.0,41518000000.0,31388000000.0,30751000000.0,,,113121000000.0,1789113135.0,18.136919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514678400,,,40135000000.0,407353000000.0,34059000000.0,-7100000000.0,170268000000.0,110644000000.0,110644000000.0,99104000000.0,,1386000000.0,34840000000.0,116712000000.0,76193000000.0,99104000000.0,96944000000.0,,116712000000.0,0.0,16691000000.0,186944000000.0,13590000000.0,2194000000.0,-2602000000.0,6187000000.0,,-70232000000.0,-1059000000.0,,1028000000.0,43637000000.0,,,,31417000000.0,,-24184000000.0,47790000000.0,6133000000.0,186944000000.0,66163000000.0,,-11349000000.0,1028000000.0,-70232000000.0,1028000000.0,,,3963000000.0,18267000000.0,106.0,,3963000000.0,-4906000000.0,50013000000.0,43449000000.0,2020000000.0,,-21539000000.0,10738000000.0,-2235000000.0,-18130000000.0,0.0,460456000000.0,66163000000.0,40657000000.0,,,146607000000.0,7394000000.0,,181188000000.0,33182000000.0,2160000000.0,15951000000.0,,105022000000.0,251629000000.0,96944000000.0,,146607000000.0,,-2944000000.0,2160000000.0,201868000000.0,105.5,463000000.0,119506000000.0,-1241000000.0,96944000000.0,,407353000000.0,13077000000.0,357494200.0,,,251629000000.0,13590000000.0,42408000000.0,,3040000000.0,97300000000.0,588541000000.0,-12450000000.0,129611000000.0,37207000000.0,,18267000000.0,290188000000.0,,-8486000000.0,3040000000.0,0.0,463000000.0,,250291000000.0,128580000000.0,1028000000.0,35375000000.0,181188000000.0,6187000000.0,117758000000.0,357822600.0,17665000000.0,42408000000.0,43449000000.0,,105022000000.0,976000000.0,201868000000.0,,250291000000.0,,,25481000000.0,588541000000.0,72370000000.0,10583000000.0,976000000.0,97300000000.0,47136000000.0,-15261000000.0,34840000000.0,6133000000.0,25481000000.0,117758000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522454400,,,,,32952000000.0,2081000000.0,,,,,,603000000.0,,112193000000.0,,94160000000.0,81112000000.0,,,,,,12470000000.0,2592000000.0,,45118000000.0,,,,,,,,,,,0.001118,,,,112193000000.0,,,,,,,1789113135.0,,105186000000.0,,,,,4673000000.0,,,,,,,,,,,,,,,,,,173249000000.0,32755000000.0,,,,119014000000.0,,,,139547000000.0,,,13048000000.0,,,,115337000000.0,,,,397821000000.0,8412000000.0,,,,258561000000.0,,,,2000000.0,,571070000000.0,,,,,,,,1478000000.0,2000000.0,,18781000000.0,,,,33695000000.0,,,,,,,,,,,,,,225888000000.0,,,25985000000.0,,73973000000.0,,1358000000.0,92278000000.0,41364000000.0,-4250000000.0,34323000000.0,,,105852000000.0,1789113135.0,0.001118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530316800,,,,,34984000000.0,15358000000.0,,,,,,4581000000.0,,116471000000.0,,78503000000.0,53876000000.0,,,,,,14302000000.0,2292000000.0,,67084000000.0,,,,,,,,,,,4.916402,,,,116471000000.0,,,,,,,1789113135.0,,91253000000.0,,,,,17650000000.0,,,,,,,,,,,,,,,,,,158617000000.0,34379000000.0,,,,106347000000.0,,,,153672000000.0,,,24627000000.0,,,,124708000000.0,,,,426115000000.0,10733000000.0,,,,260019000000.0,,,,8796000000.0,,584732000000.0,,,,,,,,10777000000.0,8796000000.0,,18407000000.0,,,,33376000000.0,,,,,,,,,,,,,,238092000000.0,,,27095000000.0,,78991000000.0,,792000000.0,91207000000.0,45717000000.0,6420000000.0,34612000000.0,,,120296000000.0,1789113135.0,4.916402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538265600,,,,,33313000000.0,7972000000.0,,,,,,1784000000.0,,103108000000.0,,76554000000.0,54166000000.0,,,,,,12349000000.0,2334000000.0,,63729000000.0,,,,,,,,,,,2.623087,,,,103108000000.0,,,,,,,,,98169000000.0,,,,,10306000000.0,,,,,,,,,,,,,,,,,,183060000000.0,33021000000.0,,,,112106000000.0,,,,145776000000.0,,,22388000000.0,,,,118371000000.0,,,,397732000000.0,9992000000.0,,,,257882000000.0,,,,4693000000.0,,580792000000.0,,,,,,,,6188000000.0,4693000000.0,,19903000000.0,,,,28705000000.0,,,,,,,,,,,,,,236289000000.0,,,25491000000.0,,75066000000.0,,1588000000.0,89763000000.0,43305000000.0,-600000000.0,32541000000.0,,,117071000000.0,,2.623087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546214400,,,,398774000000.0,34893000000.0,15368000000.0,175170000000.0,105080000000.0,105080000000.0,92971000000.0,,3671000000.0,35686000000.0,108602000000.0,66524000000.0,92971000000.0,62047000000.0,,108602000000.0,0.0,3727000000.0,172939000000.0,13674000000.0,2252000000.0,,4854000000.0,,-64337000000.0,,,970000000.0,,,,,,,,39883000000.0,5886000000.0,172939000000.0,65669000000.0,,,970000000.0,-64337000000.0,970000000.0,,,404000000.0,9053000000.0,60.0,,404000000.0,17620000000.0,,40530000000.0,,,,9404000000.0,,,0.0,469744000000.0,65669000000.0,43148000000.0,,,139375000000.0,,,177607000000.0,35975000000.0,30924000000.0,,,101464000000.0,240839000000.0,,,139375000000.0,,,30924000000.0,217802000000.0,60.0,390000000.0,126706000000.0,,62047000000.0,,398774000000.0,14842000000.0,357561400.0,,,240839000000.0,13674000000.0,23990000000.0,,10760000000.0,106226000000.0,576381000000.0,,132022000000.0,29714000000.0,,9053000000.0,294574000000.0,,11697000000.0,10760000000.0,,390000000.0,,257053000000.0,132035000000.0,970000000.0,,177607000000.0,4854000000.0,114990000000.0,357822600.0,,23990000000.0,40530000000.0,,101464000000.0,964000000.0,217802000000.0,,257053000000.0,,,23501000000.0,576381000000.0,76971000000.0,10169000000.0,964000000.0,106226000000.0,49735000000.0,2208000000.0,35686000000.0,5886000000.0,23501000000.0,114990000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
