,trailingRepaymentOfDebt,quarterlyCapitalStock,quarterlyOtherIntangibleAssets,annualRepaymentOfDebt,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,annualEbitda,quarterlyBeginningCashPosition,quarterlyOperatingExpense,annualOtherNonCurrentLiabilities,quarterlyCurrentDeferredRevenue,trailingNetIncomeCommonStockholders,trailingGrossProfit,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,annualChangeInCashSupplementalAsReported,annualCashCashEquivalentsAndMarketableSecurities,annualOtherCurrentLiabilities,annualBasicAverageShares,trailingInterestExpense,quarterlyOtherCurrentAssets,annualCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,annualBeginningCashPosition,trailingOtherIncomeExpense,annualGrossPPE,annualBasicEPS,trailingCapitalExpenditure,annualOtherIncomeExpense,quarterlyCurrentDebt,annualTotalNonCurrentAssets,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyDilutedAverageShares,quarterlyInterestExpense,trailingDepreciationAndAmortization,annualSellingGeneralAndAdministration,trailingCashFlowFromContinuingFinancingActivities,quarterlySaleOfInvestment,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,annualNonCurrentDeferredTaxesLiabilities,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOperatingExpense,annualPurchaseOfBusiness,trailingNetIncomeContinuousOperations,quarterlyResearchAndDevelopment,trailingOperatingExpense,trailingOtherNonCashItems,quarterlyTotalRevenue,quarterlyOperatingCashFlow,trailingDeferredIncomeTax,quarterlyIncomeTaxPayable,annualCapitalExpenditure,trailingStockBasedCompensation,quarterlyBasicEPS,trailingSellingGeneralAndAdministration,annualPurchaseOfInvestment,annualNetIncomeContinuousOperations,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,annualChangeInInventory,quarterlyOperatingIncome,quarterlyGrossPPE,annualInvestingCashFlow,trailingNetOtherFinancingCharges,trailingChangesInAccountReceivables,trailingCashDividendsPaid,trailingBeginningCashPosition,annualInterestExpense,trailingNetIncome,annualGoodwill,quarterlyNetPPE,trailingResearchAndDevelopment,annualStockBasedCompensation,trailingCostOfRevenue,quarterlyOtherCurrentLiabilities,annualChangesInAccountReceivables,quarterlyTaxProvision,annualCapitalStock,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,annualDilutedEPS,annualDilutedAverageShares,quarterlyOtherShortTermInvestments,annualResearchAndDevelopment,annualNetOtherFinancingCharges,annualGrossProfit,quarterlyChangeInCashSupplementalAsReported,annualInventory,annualAccumulatedDepreciation,trailingChangeInInventory,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,annualDeferredIncomeTax,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalLiabilitiesNetMinorityInterest,annualFreeCashFlow,annualCommonStockIssuance,annualChangeInWorkingCapital,quarterlyFreeCashFlow,trailingChangeInWorkingCapital,annualOperatingIncome,quarterlyRetainedEarnings,annualNetOtherInvestingChanges,annualTotalRevenue,quarterlyBasicAverageShares,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentLiabilities,trailingChangeInAccountPayable,annualRetainedEarnings,quarterlySellingGeneralAndAdministration,quarterlyCurrentAssets,quarterlyGoodwill,trailingFreeCashFlow,trailingPretaxIncome,annualEndCashPosition,annualNetIncome,annualCurrentDebt,annualNonCurrentDeferredRevenue,annualTaxProvision,quarterlyTotalAssets,annualPretaxIncome,annualTotalAssets,quarterlyNetIncomeCommonStockholders,trailingTotalRevenue,annualCurrentDeferredRevenue,quarterlyTotalNonCurrentAssets,annualOtherCurrentAssets,annualCashDividendsPaid,trailingPurchaseOfInvestment,annualCostOfRevenue,annualLongTermDebt,trailingInvestingCashFlow,annualAccountsPayable,trailingOperatingIncome,quarterlyOtherNonCurrentLiabilities,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,trailingTaxProvision,annualRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,quarterlyTotalLiabilitiesNetMinorityInterest,annualIncomeTaxPayable,annualSaleOfInvestment,trailingRepurchaseOfCapitalStock,quarterlyOtherNonCurrentAssets,annualInvestmentsAndAdvances,annualOtherNonCashItems,annualStockholdersEquity,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,annualDepreciationAndAmortization,annualCashAndCashEquivalents,quarterlyDilutedEPS,trailingSaleOfInvestment,annualCurrentAccruedExpenses,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyLongTermDebt,quarterlyInvestingCashFlow,quarterlyInventory,annualCurrentAssets,quarterlyEndCashPosition,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyChangeInInventory,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,annualCurrentLiabilities,annualNetPPE,quarterlyCashDividendsPaid,quarterlyCostOfRevenue,annualOperatingCashFlow,annualOtherNonCurrentAssets,annualOtherIntangibleAssets,annualOtherShortTermInvestments,quarterlyAccountsReceivable,annualNetIncomeCommonStockholders,trailingBasicAverageShares,trailingBasicEPS,trailingNetOtherInvestingChanges,trailingDilutedEPS,trailingDilutedAverageShares,trailingCommonStockIssuance
594259200,,,,,,,1515000000.0,,,157000000.0,,,,,4533000000.0,,918000000.0,2063000000.0,1942857143.0,,164000000.0,,-1814000000.0,,0.0,,4330000000.0,0.42,,0.0,507000000.0,3077000000.0,,,918000000.0,918000000.0,,,,3957000000.0,,,,,,,,176000000.0,,4330000000.0,,,,,,2709000000.0,,,,,,,,,816000000.0,,,,-5980000000.0,4330000000.0,0.0,,,,,,,,2516000000.0,,,,2063000000.0,,,,,,,0.42,1942857143.0,,,,5472000000.0,,1478000000.0,-1814000000.0,,,-5980000000.0,,394000000.0,2964000000.0,0.0,,,,,1142000000.0,4299000000.0,,9831000000.0,,,2570000000.0,,4299000000.0,,4420000000.0,,,,0.0,816000000.0,507000000.0,,326000000.0,7497000000.0,1142000000.0,7497000000.0,,,,3077000000.0,164000000.0,,,4359000000.0,61000000.0,,,,157000000.0,,,,,,,2964000000.0,,,,561000000.0,,,4533000000.0,,,,,918000000.0,,,,,243000000.0,61000000.0,,1478000000.0,4420000000.0,,176000000.0,,,,,,394000000.0,,2570000000.0,2516000000.0,,,0.0,561000000.0,,,,816000000.0,,,,,,
602208000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1873744000.0,,,,,,,,,,,,,,,,,,,2657000000.0,,,,,,0.11,,,,,,,2657000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2657000000.0,,,,,,,,,,,,,1873744000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,,,,193000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609897600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1873744000.0,,,,,,,,,,,,,,,,,,,2864000000.0,,,,,,0.11,,,,,,,2864000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2864000000.0,,,,,,,,,,,,,1873744000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,,,,203000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617846400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1873744000.0,,,,,,,,,,,,,,,,,,,3001000000.0,,,,,,0.1,,,,,,,3001000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3001000000.0,,,,,,,,,,,,,1873744000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,187000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625795200,,,,,,,1674000000.0,,,164000000.0,,,,,5446000000.0,92000000.0,906000000.0,1760000000.0,1884090909.0,,384000000.0,748000000.0,-2089000000.0,,814000000.0,,4982000000.0,0.44,,65000000.0,1341000000.0,4344000000.0,,,906000000.0,906000000.0,,,,4596000000.0,,,642000000.0,,,,,248000000.0,,5058000000.0,,,,,,3377000000.0,,,,-857000000.0,,,,-58000000.0,829000000.0,,,-324000000.0,-7310000000.0,4982000000.0,-1152000000.0,,,,,126000000.0,,,2893000000.0,,,,1760000000.0,,,,,,,0.44,1884090909.0,,,15000000.0,6270000000.0,,1947000000.0,-2089000000.0,,,-7310000000.0,-6000000.0,886000000.0,4629000000.0,-361000000.0,223000000.0,-789000000.0,,,1212000000.0,4987000000.0,-531000000.0,11899000000.0,,,3743000000.0,,4987000000.0,,5731000000.0,,,,0.0,829000000.0,1341000000.0,,322000000.0,10075000000.0,1151000000.0,10075000000.0,,,,4344000000.0,384000000.0,-85000000.0,,5629000000.0,474000000.0,,642000000.0,,164000000.0,,,,,-140000000.0,,4629000000.0,,174000000.0,,1451000000.0,,,5446000000.0,,,,462000000.0,906000000.0,,,,,246000000.0,474000000.0,,1947000000.0,5731000000.0,,248000000.0,,,,,,886000000.0,,3743000000.0,2893000000.0,,,496000000.0,1451000000.0,,,,829000000.0,,,,,,
633744000,,,,,247000000.0,,,906000000.0,1337000000.0,,,,,-11000000.0,5634000000.0,,,,,,465000000.0,,-2140000000.0,,,,,,,,1444000000.0,,,,773000000.0,773000000.0,1922222222.0,42000000.0,,,,8000000.0,1378000000.0,-227000000.0,-11000000.0,,,,,,,,,,,3103000000.0,70000000.0,,,,,0.09,,,,-35000000.0,-246000000.0,,274000000.0,5086000000.0,,,,,,,,,2946000000.0,,,,1006000000.0,,74000000.0,,,,48000000.0,,,,,,,-133000000.0,,,,,409000000.0,,740000000.0,,,,,-176000000.0,,,5110000000.0,,,1922222222.0,,3828000000.0,,,1202000000.0,5718000000.0,,,,,,,,,10202000000.0,,,173000000.0,,,4484000000.0,,,,,,,,,157000000.0,,135000000.0,-9000000.0,,,,4568000000.0,,,,1538000000.0,,,,1611000000.0,6000000.0,,,,0.09,,,173000000.0,173000000.0,338000000.0,-168000000.0,2021000000.0,,0.0,245000000.0,15000000.0,,,-74000000.0,,,,,,-50000000.0,1492000000.0,,,,,,,,,,,,
641433600,,,,,266000000.0,,,0.0,1409000000.0,,,,,-5000000.0,5900000000.0,,,,,,501000000.0,,-2220000000.0,,,,,,,,1455000000.0,,,,934000000.0,934000000.0,1860000000.0,41000000.0,,,,4000000.0,1381000000.0,-34000000.0,-7000000.0,,,,,,,,,,,3308000000.0,278000000.0,,,,,0.1,,,,70000000.0,-202000000.0,,294000000.0,5233000000.0,,,,,,,,,3013000000.0,,,,1023000000.0,,80000000.0,,,,61000000.0,,,,,,,161000000.0,,,,,427000000.0,,740000000.0,,,,,76000000.0,,,5296000000.0,,,1860000000.0,,3859000000.0,,,1276000000.0,5991000000.0,,,,,,,,,10499000000.0,,,186000000.0,,,4508000000.0,,,,,,,,,166000000.0,,133000000.0,-1000000.0,,,,4599000000.0,,,,1495000000.0,,,,1703000000.0,2000000.0,,,,0.1,,,186000000.0,186000000.0,336000000.0,-187000000.0,2042000000.0,,0.0,238000000.0,13000000.0,,,-21000000.0,,,,,,0.0,1605000000.0,,,,,,,,,,,,
649382400,,,,,254000000.0,,,0.0,1401000000.0,,,,,-9000000.0,6089000000.0,,,,,,547000000.0,,-2298000000.0,,,,,,,,1623000000.0,,,,951000000.0,951000000.0,1780000000.0,43000000.0,,,,8000000.0,1444000000.0,-138000000.0,-15000000.0,,,,,,,,,,,3242000000.0,168000000.0,,,,,0.1,,,,66000000.0,-214000000.0,,276000000.0,5372000000.0,,,,,,,,,3074000000.0,,,,987000000.0,,76000000.0,,,,50000000.0,,,,,,,17000000.0,,,,,419000000.0,,651000000.0,,,,,-46000000.0,,,5423000000.0,,,1780000000.0,,4054000000.0,,,1258000000.0,6193000000.0,,,,,,,,,10794000000.0,,,178000000.0,,,4601000000.0,,,,,,,,,175000000.0,,143000000.0,-26000000.0,,,,4705000000.0,,,,1527000000.0,,,,1677000000.0,6000000.0,,,,0.1,,,178000000.0,178000000.0,235000000.0,-217000000.0,2119000000.0,,0.0,241000000.0,21000000.0,,,-77000000.0,,,,,,-51000000.0,1565000000.0,,,,,,,,,,,,
657331200,,,,,289000000.0,,1728000000.0,0.0,1497000000.0,189000000.0,,,,-156000000.0,6363000000.0,171000000.0,1077000000.0,1887000000.0,1894871795.0,,458000000.0,338000000.0,-2364000000.0,,906000000.0,,5565000000.0,0.39,,66000000.0,1896000000.0,4885000000.0,,,1077000000.0,1077000000.0,,46000000.0,,5078000000.0,,33000000.0,660000000.0,-185000000.0,111000000.0,,,261000000.0,,5644000000.0,,,,,,3580000000.0,283000000.0,,,-955000000.0,,,,-42000000.0,739000000.0,237000000.0,-293000000.0,-145000000.0,318000000.0,5565000000.0,-966000000.0,,,,,172000000.0,,,3201000000.0,,,,1887000000.0,,87000000.0,,,,61000000.0,0.39,1894871795.0,,,19000000.0,6806000000.0,126000000.0,2092000000.0,-2364000000.0,,,473000000.0,78000000.0,589000000.0,5032000000.0,-156000000.0,220000000.0,-584000000.0,-10000000.0,,1162000000.0,5624000000.0,-181000000.0,13233000000.0,,,4443000000.0,,5624000000.0,1342000000.0,6510000000.0,,,,0.0,739000000.0,1896000000.0,,317000000.0,11395000000.0,1056000000.0,11395000000.0,202000000.0,,,4885000000.0,458000000.0,-102000000.0,,6427000000.0,139000000.0,,660000000.0,,189000000.0,,155000000.0,-6000000.0,,,,5032000000.0,,53000000.0,,1684000000.0,,,6363000000.0,1815000000.0,5000000.0,,566000000.0,1077000000.0,,,,202000000.0,202000000.0,139000000.0,-394000000.0,2092000000.0,6510000000.0,0.0,261000000.0,17000000.0,,,27000000.0,,589000000.0,,4443000000.0,3201000000.0,-1000000.0,1765000000.0,799000000.0,1684000000.0,,,,739000000.0,,,,,,
665280000,,,,,306000000.0,,,1077000000.0,1417000000.0,,,,,-146000000.0,6594000000.0,,,,,,433000000.0,,-2366000000.0,,,,,,,,1378000000.0,,,,766000000.0,766000000.0,1863636364.0,41000000.0,,,,,1478000000.0,82000000.0,4000000.0,,,,,,,,,,,3408000000.0,426000000.0,,,,,0.11,,,,-475000000.0,-223000000.0,,305000000.0,5563000000.0,,,,,,,,,3197000000.0,,,,1069000000.0,,101000000.0,,,,64000000.0,,,,,,,-311000000.0,,,,,440000000.0,,607000000.0,,,,,203000000.0,,,5773000000.0,,,1863636364.0,,3925000000.0,,,1282000000.0,6082000000.0,,,,,,,,,11126000000.0,,,205000000.0,,,5044000000.0,,,,,,,,,185000000.0,,135000000.0,,,,,4532000000.0,,,,1847000000.0,,,,1722000000.0,4000000.0,,,,0.11,,,205000000.0,205000000.0,143000000.0,-262000000.0,2077000000.0,,0.0,279000000.0,42000000.0,,,15000000.0,,,,,,-25000000.0,1686000000.0,,,,,,,,,,,,
672969600,,,,,348000000.0,,,0.0,1529000000.0,,,,,-13000000.0,6927000000.0,,,,,,452000000.0,,-2453000000.0,,,,,,,,1173000000.0,,,,1024000000.0,1024000000.0,1941666667.0,32000000.0,,,,,1564000000.0,191000000.0,-23000000.0,,,,,,,,,,,3730000000.0,565000000.0,,,,,0.12,,,,-123000000.0,-179000000.0,,367000000.0,5679000000.0,,,,,,,,,3226000000.0,,,,1179000000.0,,115000000.0,,,,65000000.0,,,,,,,258000000.0,,,,,531000000.0,,660000000.0,,,,,386000000.0,,,6005000000.0,,,1941666667.0,,3916000000.0,,,1365000000.0,6469000000.0,,,,,,,,,11503000000.0,,,233000000.0,,,5034000000.0,,,,,,,,,192000000.0,,164000000.0,,,,,4576000000.0,,,,1808000000.0,,,,1896000000.0,-4000000.0,,,,0.12,,,233000000.0,233000000.0,192000000.0,-184000000.0,2116000000.0,,0.0,276000000.0,13000000.0,,,-39000000.0,,,,,,-32000000.0,1834000000.0,,,,,,,,,,,,
680918400,,,,,286000000.0,,,0.0,1471000000.0,,,,,39000000.0,7136000000.0,,,,,,701000000.0,,-2548000000.0,,,,,,,,1121000000.0,,,,770000000.0,770000000.0,1920000000.0,29000000.0,,,,,1502000000.0,-133000000.0,-15000000.0,,,,,,,,,,,3524000000.0,205000000.0,,,,,0.1,,,,-26000000.0,-194000000.0,,303000000.0,5802000000.0,,,,,,,,,3254000000.0,,,,1090000000.0,,94000000.0,,,,59000000.0,,,,,,,-254000000.0,,,,,464000000.0,,674000000.0,,,,,11000000.0,,,6134000000.0,,,1920000000.0,,3713000000.0,,,1310000000.0,6453000000.0,,,,,,,,,11523000000.0,,,192000000.0,,,5070000000.0,,,,,,,,,198000000.0,,161000000.0,,,,,4387000000.0,,,,1816000000.0,,,,1774000000.0,-3000000.0,,,,0.1,,,192000000.0,192000000.0,190000000.0,-433000000.0,2288000000.0,,0.0,286000000.0,12000000.0,,,-172000000.0,,,,,,-31000000.0,1750000000.0,,,,,,,,,,,,
688867200,,,,,187000000.0,,1834000000.0,0.0,1633000000.0,210000000.0,,,,-129000000.0,7269000000.0,-452000000.0,625000000.0,2176000000.0,1986842105.0,,842000000.0,-590000000.0,-2616000000.0,,1077000000.0,,5961000000.0,0.38,,47000000.0,1201000000.0,5257000000.0,,,625000000.0,625000000.0,,28000000.0,,5426000000.0,,,686000000.0,74000000.0,-7000000.0,,,243000000.0,,6050000000.0,,,,,,3832000000.0,356000000.0,,,-862000000.0,,,,-512000000.0,755000000.0,34000000.0,-266000000.0,-181000000.0,235000000.0,5961000000.0,-1414000000.0,,,,,130000000.0,,,3345000000.0,,,,2176000000.0,,62000000.0,,,,63000000.0,0.38,1986842105.0,,,5000000.0,7260000000.0,-145000000.0,2273000000.0,-2616000000.0,,,399000000.0,-41000000.0,641000000.0,4704000000.0,690000000.0,251000000.0,214000000.0,90000000.0,,1210000000.0,6259000000.0,-249000000.0,14494000000.0,,,4063000000.0,,6259000000.0,1469000000.0,6716000000.0,,,,0.0,755000000.0,1201000000.0,,372000000.0,11973000000.0,1127000000.0,11973000000.0,125000000.0,,,5257000000.0,842000000.0,-120000000.0,,7234000000.0,188000000.0,,686000000.0,,210000000.0,,164000000.0,-213000000.0,,-79000000.0,,4704000000.0,,46000000.0,,1912000000.0,,,7269000000.0,1868000000.0,8000000.0,,624000000.0,625000000.0,,,,125000000.0,125000000.0,188000000.0,-535000000.0,2273000000.0,6716000000.0,0.0,243000000.0,-20000000.0,,,15000000.0,,641000000.0,,4063000000.0,3345000000.0,-32000000.0,1964000000.0,1552000000.0,1912000000.0,,,,755000000.0,,,,,,
696816000,,,,,457000000.0,,,625000000.0,1483000000.0,,,,,-126000000.0,7582000000.0,,,,,,464000000.0,,-2768000000.0,,,,,,,,855000000.0,,,,944000000.0,944000000.0,1912500000.0,28000000.0,,,,543000000.0,1826000000.0,-149000000.0,-16000000.0,,,,,,,,,,,3863000000.0,289000000.0,,,,,0.16,,,,-197000000.0,-214000000.0,,475000000.0,6142000000.0,,,,,,,,,3374000000.0,,,,1229000000.0,,151000000.0,,,,71000000.0,,,,,,,319000000.0,,,,-38000000.0,623000000.0,,784000000.0,,,,,75000000.0,,,6483000000.0,,,1912500000.0,,3910000000.0,,,1335000000.0,6862000000.0,,,,,,,,,12276000000.0,,,306000000.0,,,5414000000.0,,,,,,,,,198000000.0,,148000000.0,-77000000.0,,,,4694000000.0,,,,2040000000.0,,,,1958000000.0,3000000.0,,,,0.16,,,306000000.0,306000000.0,338000000.0,227000000.0,2410000000.0,,0.0,248000000.0,10000000.0,,,-102000000.0,,,,,,-31000000.0,1905000000.0,,,,,,,,,,,,
704592000,,,,,493000000.0,,,0.0,1621000000.0,,,,,-21000000.0,7788000000.0,,,,,,708000000.0,,-2764000000.0,,,,,,,,679000000.0,,,,896000000.0,896000000.0,2037500000.0,22000000.0,,,,-9000000.0,1749000000.0,171000000.0,13000000.0,,,,,,,,,,,4183000000.0,673000000.0,,,,,0.16,,,,-249000000.0,-250000000.0,,486000000.0,6217000000.0,,,,,,,,,3453000000.0,,,,1455000000.0,,167000000.0,,,,112000000.0,,,,,,,-48000000.0,,,,-219000000.0,649000000.0,,884000000.0,,,,,423000000.0,,,6809000000.0,,,2037500000.0,,3883000000.0,,,1458000000.0,7060000000.0,,,,,,,,,12555000000.0,,,326000000.0,,,5495000000.0,,,,,,,,,210000000.0,,163000000.0,-218000000.0,,,,4767000000.0,,,,2042000000.0,,,,2107000000.0,-3000000.0,,,,0.16,,,326000000.0,326000000.0,424000000.0,-472000000.0,2386000000.0,,0.0,250000000.0,29000000.0,,,24000000.0,,,,,,-51000000.0,2076000000.0,,,,,,,,,,,,
712540800,,,,,287000000.0,,,0.0,1605000000.0,,,,,-48000000.0,7786000000.0,,,,,,444000000.0,,-2855000000.0,,,,,,,,1139000000.0,,,,949000000.0,949000000.0,1910000000.0,23000000.0,,,,130000000.0,1902000000.0,-140000000.0,2000000.0,,,,,,,,,,,4040000000.0,226000000.0,,,,,0.1,,,,263000000.0,-250000000.0,,305000000.0,6381000000.0,,,,,,,,,3526000000.0,,,,1280000000.0,,96000000.0,,,,25000000.0,,,,,,,53000000.0,,,,-168000000.0,478000000.0,,898000000.0,,,,,-24000000.0,,,6899000000.0,,,1910000000.0,,4321000000.0,,,1432000000.0,7370000000.0,,,,,,,,,13005000000.0,,,191000000.0,,,5635000000.0,,,,,,,,,221000000.0,,173000000.0,-292000000.0,,,,5219000000.0,,,,2109000000.0,,,,1910000000.0,0.0,,,,0.1,,,191000000.0,191000000.0,424000000.0,-436000000.0,2458000000.0,,0.0,253000000.0,5000000.0,,,-72000000.0,,,,,,-51000000.0,2130000000.0,,,,,,,,,,,,
720489600,,,,,88000000.0,,2077000000.0,0.0,1812000000.0,633000000.0,,,,-323000000.0,7499000000.0,16000000.0,641000000.0,2785000000.0,2033333333.0,,936000000.0,-6000000.0,-2943000000.0,,625000000.0,,6592000000.0,0.27,,17000000.0,1384000000.0,6021000000.0,,,641000000.0,641000000.0,,23000000.0,,5848000000.0,,219000000.0,925000000.0,-113000000.0,-34000000.0,,,49000000.0,,6521000000.0,,,,,,4324000000.0,100000000.0,,,-1032000000.0,,,,-782000000.0,881000000.0,177000000.0,-318000000.0,-267000000.0,138000000.0,6592000000.0,-1266000000.0,,,,,96000000.0,,,3649000000.0,,,,2785000000.0,,30000000.0,,,,85000000.0,0.27,2033333333.0,,,-2000000.0,7925000000.0,-308000000.0,2605000000.0,-2943000000.0,,-105000000.0,327000000.0,-35000000.0,1107000000.0,6201000000.0,256000000.0,293000000.0,-231000000.0,-218000000.0,,1404000000.0,6625000000.0,-518000000.0,16410000000.0,,,5094000000.0,,6625000000.0,1623000000.0,7679000000.0,,,,0.0,549000000.0,1384000000.0,,444000000.0,13700000000.0,1325000000.0,13700000000.0,-274000000.0,,,6021000000.0,936000000.0,-183000000.0,,8485000000.0,425000000.0,,925000000.0,,633000000.0,,189000000.0,-195000000.0,,-530000000.0,,6201000000.0,,883000000.0,,2372000000.0,,,7499000000.0,1950000000.0,-2000000.0,,673000000.0,641000000.0,,,,-274000000.0,58000000.0,425000000.0,-585000000.0,2605000000.0,7679000000.0,0.0,49000000.0,-27000000.0,,,-117000000.0,,1107000000.0,,5094000000.0,3649000000.0,-50000000.0,2374000000.0,1288000000.0,2372000000.0,,,,549000000.0,,,,,,
728438400,,,,,401000000.0,,,641000000.0,1675000000.0,,,,,6000000.0,7718000000.0,,,,,,1051000000.0,,-3053000000.0,,,,,,,,1747000000.0,,,,1024000000.0,1024000000.0,2007692308.0,32000000.0,,,,278000000.0,2255000000.0,29000000.0,-46000000.0,,,,,,,,,,,4573000000.0,431000000.0,,,,,0.13,,,,264000000.0,-287000000.0,,421000000.0,6756000000.0,,,,,,,,,3703000000.0,,,,1516000000.0,,140000000.0,,,,73000000.0,,,,,,,383000000.0,,,,-18000000.0,608000000.0,,1072000000.0,,,,,144000000.0,,,6785000000.0,,,2007692308.0,,5518000000.0,,,1488000000.0,8335000000.0,,,,,,,,,14308000000.0,,,261000000.0,,,5973000000.0,,,,,,,,,601000000.0,,187000000.0,-398000000.0,,,,6590000000.0,,,,2270000000.0,,,,2096000000.0,-6000000.0,,,,0.13,,,261000000.0,261000000.0,422000000.0,-312000000.0,2852000000.0,,0.0,49000000.0,12000000.0,,,-225000000.0,,,,,,-50000000.0,2477000000.0,,,,,,,,,,,,
736128000,,,,,534000000.0,,,0.0,1744000000.0,,,,,-7000000.0,8100000000.0,,,,,,1091000000.0,,-3147000000.0,,,,,,,,1618000000.0,,,,1104000000.0,1104000000.0,1927777778.0,28000000.0,,,,315000000.0,2342000000.0,-48000000.0,-72000000.0,,,,,,,,,,,5096000000.0,426000000.0,,,,,0.18,,,,-161000000.0,-280000000.0,,554000000.0,6915000000.0,,,,,,,,,3768000000.0,,,,1725000000.0,,187000000.0,,,,71000000.0,,,,,,,80000000.0,,,,-57000000.0,753000000.0,,1078000000.0,,,,,146000000.0,,,7132000000.0,,,1927777778.0,,5685000000.0,,,1545000000.0,8747000000.0,,,,,,,,,14863000000.0,,,347000000.0,,,6116000000.0,,,,,,,,,607000000.0,,199000000.0,-269000000.0,,,,6763000000.0,,,,2348000000.0,,,,2298000000.0,-3000000.0,,,,0.18,,,347000000.0,347000000.0,427000000.0,-185000000.0,3022000000.0,,0.0,44000000.0,8000000.0,,,-170000000.0,,,,,,-51000000.0,2798000000.0,,,,,,,,,,,,
744076800,,,,,397000000.0,,,0.0,1790000000.0,,,,,22000000.0,8292000000.0,,,,,,1316000000.0,,-3231000000.0,,,,,,,,1882000000.0,,,,946000000.0,946000000.0,1935714286.0,31000000.0,,,,245000000.0,2437000000.0,-344000000.0,-5000000.0,,,,,,,,,,,4961000000.0,146000000.0,,,,,0.14,,,,263000000.0,-395000000.0,,427000000.0,7184000000.0,,,,,,,,,3953000000.0,,,,1741000000.0,,126000000.0,,,,84000000.0,,,,,,,-158000000.0,,,,-62000000.0,651000000.0,,1154000000.0,,,,,-249000000.0,,,7276000000.0,,,1935714286.0,,6060000000.0,,,1566000000.0,9245000000.0,,,,,,,,,15506000000.0,,,271000000.0,,,6261000000.0,,,,,,,,,627000000.0,,224000000.0,-469000000.0,,,,7214000000.0,,,,2308000000.0,,,,2217000000.0,-10000000.0,,,,0.14,,,271000000.0,271000000.0,468000000.0,-567000000.0,3451000000.0,,0.0,59000000.0,1000000.0,,,-429000000.0,,,,,,-64000000.0,2744000000.0,,,,,,,,,,,,
