,trailingRepaymentOfDebt,quarterlyCapitalStock,quarterlyOtherIntangibleAssets,annualRepaymentOfDebt,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,annualEbitda,quarterlyBeginningCashPosition,quarterlyOperatingExpense,annualOtherNonCurrentLiabilities,quarterlyCurrentDeferredRevenue,trailingNetIncomeCommonStockholders,trailingGrossProfit,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,annualChangeInCashSupplementalAsReported,annualCashCashEquivalentsAndMarketableSecurities,annualOtherCurrentLiabilities,annualBasicAverageShares,trailingInterestExpense,quarterlyOtherCurrentAssets,annualCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,annualBeginningCashPosition,trailingOtherIncomeExpense,annualGrossPPE,annualBasicEPS,trailingCapitalExpenditure,annualOtherIncomeExpense,quarterlyCurrentDebt,annualTotalNonCurrentAssets,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyDilutedAverageShares,quarterlyInterestExpense,trailingDepreciationAndAmortization,annualSellingGeneralAndAdministration,trailingCashFlowFromContinuingFinancingActivities,quarterlySaleOfInvestment,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,annualNonCurrentDeferredTaxesLiabilities,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOperatingExpense,annualPurchaseOfBusiness,trailingNetIncomeContinuousOperations,quarterlyResearchAndDevelopment,trailingOperatingExpense,trailingOtherNonCashItems,quarterlyTotalRevenue,quarterlyOperatingCashFlow,trailingDeferredIncomeTax,quarterlyIncomeTaxPayable,annualCapitalExpenditure,trailingStockBasedCompensation,quarterlyBasicEPS,trailingSellingGeneralAndAdministration,annualPurchaseOfInvestment,annualNetIncomeContinuousOperations,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,annualChangeInInventory,quarterlyOperatingIncome,quarterlyGrossPPE,annualInvestingCashFlow,trailingNetOtherFinancingCharges,trailingChangesInAccountReceivables,trailingCashDividendsPaid,trailingBeginningCashPosition,annualInterestExpense,trailingNetIncome,annualGoodwill,quarterlyNetPPE,trailingResearchAndDevelopment,annualStockBasedCompensation,trailingCostOfRevenue,quarterlyOtherCurrentLiabilities,annualChangesInAccountReceivables,quarterlyTaxProvision,annualCapitalStock,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,annualDilutedEPS,annualDilutedAverageShares,quarterlyOtherShortTermInvestments,annualResearchAndDevelopment,annualNetOtherFinancingCharges,annualGrossProfit,quarterlyChangeInCashSupplementalAsReported,annualInventory,annualAccumulatedDepreciation,trailingChangeInInventory,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,annualDeferredIncomeTax,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalLiabilitiesNetMinorityInterest,annualFreeCashFlow,annualCommonStockIssuance,annualChangeInWorkingCapital,quarterlyFreeCashFlow,trailingChangeInWorkingCapital,annualOperatingIncome,quarterlyRetainedEarnings,annualNetOtherInvestingChanges,annualTotalRevenue,quarterlyBasicAverageShares,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentLiabilities,trailingChangeInAccountPayable,annualRetainedEarnings,quarterlySellingGeneralAndAdministration,quarterlyCurrentAssets,quarterlyGoodwill,trailingFreeCashFlow,trailingPretaxIncome,annualEndCashPosition,annualNetIncome,annualCurrentDebt,annualNonCurrentDeferredRevenue,annualTaxProvision,quarterlyTotalAssets,annualPretaxIncome,annualTotalAssets,quarterlyNetIncomeCommonStockholders,trailingTotalRevenue,annualCurrentDeferredRevenue,quarterlyTotalNonCurrentAssets,annualOtherCurrentAssets,annualCashDividendsPaid,trailingPurchaseOfInvestment,annualCostOfRevenue,annualLongTermDebt,trailingInvestingCashFlow,annualAccountsPayable,trailingOperatingIncome,quarterlyOtherNonCurrentLiabilities,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,trailingTaxProvision,annualRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,quarterlyTotalLiabilitiesNetMinorityInterest,annualIncomeTaxPayable,annualSaleOfInvestment,trailingRepurchaseOfCapitalStock,quarterlyOtherNonCurrentAssets,annualInvestmentsAndAdvances,annualOtherNonCashItems,annualStockholdersEquity,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,annualDepreciationAndAmortization,annualCashAndCashEquivalents,quarterlyDilutedEPS,trailingSaleOfInvestment,annualCurrentAccruedExpenses,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyLongTermDebt,quarterlyInvestingCashFlow,quarterlyInventory,annualCurrentAssets,quarterlyEndCashPosition,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyChangeInInventory,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,annualCurrentLiabilities,annualNetPPE,quarterlyCashDividendsPaid,quarterlyCostOfRevenue,annualOperatingCashFlow,annualOtherNonCurrentAssets,annualOtherIntangibleAssets,annualOtherShortTermInvestments,quarterlyAccountsReceivable,annualNetIncomeCommonStockholders,trailingBasicAverageShares,trailingBasicEPS,trailingNetOtherInvestingChanges,trailingDilutedEPS,trailingDilutedAverageShares,trailingCommonStockIssuance
1020124800,,20000000.0,,,353000000.0,,,6983000000.0,2466000000.0,,1943000000.0,,,18000000.0,14961000000.0,,,,,,4798000000.0,,-5539000000.0,,,,,,,,1618000000.0,,,,8741000000.0,8888000000.0,1938461538.0,45000000.0,,,,49000000.0,3584000000.0,1336000000.0,193000000.0,,,,-5000000.0,,,,742000000.0,,,10621000000.0,2063000000.0,,,,,0.13,,,,-107000000.0,-365000000.0,,572000000.0,9844000000.0,,,,,,,,,4305000000.0,,,,3353000000.0,,115000000.0,,,-160000000.0,25000000.0,,,147000000.0,,,,1758000000.0,,,,0.0,953000000.0,,5487000000.0,,,,,1698000000.0,,,14101000000.0,,,1938461538.0,,13832000000.0,,,1724000000.0,23855000000.0,,,,,,,,,34280000000.0,,,252000000.0,,,10425000000.0,,,,,,,,,1045000000.0,,381000000.0,-37000000.0,,,,19319000000.0,,,,6120000000.0,,,,3038000000.0,0.0,,,,0.13,,,252000000.0,238000000.0,4442000000.0,-198000000.0,4017000000.0,,8741000000.0,,-174000000.0,,,497000000.0,,,3334000000.0,,,-155000000.0,7583000000.0,,,,,3936000000.0,,,,,,,
1028073600,,31000000.0,20262000000.0,,-2495000000.0,,,8741000000.0,3868000000.0,,3322000000.0,,,-18000000.0,36341000000.0,,,,,,8118000000.0,,-5682000000.0,,,,,,,,2003000000.0,,,,11092000000.0,11229000000.0,3028358209.0,-19000000.0,,,,159000000.0,6699000000.0,-712000000.0,-841000000.0,,,,-41000000.0,,,,983000000.0,,,16536000000.0,158000000.0,,,,,-0.67,,,,-959000000.0,-260000000.0,,249000000.0,12791000000.0,,,,,,,,,7109000000.0,,,,4191000000.0,,-466000000.0,,,54000000.0,145000000.0,,,137000000.0,,,,2351000000.0,,,,-342000000.0,963000000.0,,9659000000.0,,,,,-102000000.0,,,11584000000.0,,,3028358209.0,,24912000000.0,,,2738000000.0,36358000000.0,,,,,,,,,70912000000.0,,,-2029000000.0,,,34554000000.0,,,,,,,,,3271000000.0,,714000000.0,-78000000.0,,,,34571000000.0,,,,7183000000.0,,,,4117000000.0,0.0,,,,-0.67,,,-2029000000.0,-2029000000.0,6388000000.0,3152000000.0,5568000000.0,,11092000000.0,,-2764000000.0,,,-87000000.0,,,8697000000.0,,,-245000000.0,12419000000.0,,,,,8171000000.0,,,,,,,
1036022400,,30000000.0,19951000000.0,,455000000.0,,4381000000.0,11092000000.0,4069000000.0,4103000000.0,3260000000.0,,,3557000000.0,36262000000.0,6995000000.0,11429000000.0,3541000000.0,2499000000.0,,6940000000.0,-1567000000.0,-5612000000.0,,4197000000.0,,12536000000.0,-0.36,,-3366000000.0,1793000000.0,34635000000.0,,,11192000000.0,11429000000.0,,,,9033000000.0,,85000000.0,7012000000.0,-1073000000.0,389000000.0,,,,-401000000.0,12747000000.0,,,967000000.0,,,18049000000.0,1502000000.0,,,-1710000000.0,,,,-351000000.0,-923000000.0,-1008000000.0,-755000000.0,765000000.0,720000000.0,12536000000.0,3118000000.0,,,,,,,,6924000000.0,,,,3541000000.0,,65000000.0,30000000.0,,75000000.0,18000000.0,-0.36,2499000000.0,237000000.0,3312000000.0,0.0,15009000000.0,100000000.0,5797000000.0,-5612000000.0,,-125000000.0,1429000000.0,-351000000.0,10138000000.0,34448000000.0,3734000000.0,377000000.0,402000000.0,747000000.0,,2262000000.0,11973000000.0,4436000000.0,56588000000.0,,-401000000.0,24310000000.0,,11973000000.0,2951000000.0,36075000000.0,,,,11192000000.0,-903000000.0,1793000000.0,,-129000000.0,70710000000.0,-1052000000.0,70710000000.0,390000000.0,,3260000000.0,34635000000.0,6940000000.0,-801000000.0,,41579000000.0,6035000000.0,,7012000000.0,,4103000000.0,,709000000.0,-86000000.0,,-671000000.0,,34448000000.0,,381000000.0,,7760000000.0,,138000000.0,36262000000.0,4789000000.0,0.0,,2119000000.0,11192000000.0,,,8704000000.0,390000000.0,390000000.0,6035000000.0,-394000000.0,5797000000.0,36075000000.0,11192000000.0,,-333000000.0,,8456000000.0,-391000000.0,,10138000000.0,8704000000.0,24310000000.0,6924000000.0,-245000000.0,13260000000.0,5444000000.0,7760000000.0,19951000000.0,237000000.0,8456000000.0,-903000000.0,,,,,,
1043971200,,31000000.0,19873000000.0,,925000000.0,,,11192000000.0,3771000000.0,,3450000000.0,,,0.0,36469000000.0,,,,,,7277000000.0,,-6435000000.0,,,,,,,,3033000000.0,,,,12641000000.0,12864000000.0,3004166667.0,,,,,200000000.0,6334000000.0,-1027000000.0,138000000.0,,,,-474000000.0,,,,908000000.0,,,17877000000.0,647000000.0,,,,,0.24,,,,1131000000.0,-612000000.0,,965000000.0,13300000000.0,,,,,,,,,6865000000.0,,,,3260000000.0,,204000000.0,,,34000000.0,203000000.0,,,223000000.0,,,,1449000000.0,,,,-155000000.0,1655000000.0,,10427000000.0,,,,,35000000.0,,,12205000000.0,,,3004166667.0,,25197000000.0,,,2725000000.0,37663000000.0,,,,,,,,,72093000000.0,,,721000000.0,,,34430000000.0,,,,,,,,,4240000000.0,,690000000.0,-43000000.0,,,,35624000000.0,,,,7692000000.0,,,,4736000000.0,0.0,,,,0.24,,,721000000.0,721000000.0,6187000000.0,-329000000.0,6091000000.0,,12641000000.0,,-91000000.0,,,-275000000.0,,,9120000000.0,,,-245000000.0,13141000000.0,,,,,7866000000.0,,,,,,,
1051660800,,30000000.0,19463000000.0,,611000000.0,,,12641000000.0,3877000000.0,,3610000000.0,,,0.0,36892000000.0,,,,,,7688000000.0,,-6840000000.0,,,,,,,,1745000000.0,,,,13476000000.0,13730000000.0,2995454545.0,20000000.0,,,,136000000.0,7052000000.0,961000000.0,-299000000.0,,,,-474000000.0,,,,941000000.0,,,17983000000.0,2559000000.0,,,,,0.22,,,,-1227000000.0,-451000000.0,,1003000000.0,13532000000.0,,,,,,,,,6692000000.0,,,,12772000000.0,,-48000000.0,,,,4000000.0,,,254000000.0,,,,835000000.0,,,,-191000000.0,1633000000.0,,10768000000.0,,,,,2108000000.0,,,12863000000.0,,,2995454545.0,,25179000000.0,,,2795000000.0,38439000000.0,,,,,,,,,72839000000.0,,,659000000.0,,,34400000000.0,,,,,,,,,4042000000.0,,630000000.0,-169000000.0,,,,35947000000.0,,,,8245000000.0,,,,4880000000.0,0.0,,,,0.22,,,659000000.0,659000000.0,6726000000.0,-497000000.0,5743000000.0,,13476000000.0,,-372000000.0,,,140000000.0,,,,,,-244000000.0,13103000000.0,,,,,7900000000.0,,,,,,,
1059609600,,30000000.0,19248000000.0,,287000000.0,,,13476000000.0,3822000000.0,,3684000000.0,,,0.0,36866000000.0,,,,,,7089000000.0,,-6866000000.0,,,,,,,,1278000000.0,,,,12911000000.0,13163000000.0,3071000000.0,,,,,304000000.0,7557000000.0,-994000000.0,-23000000.0,,,,-354000000.0,,,,896000000.0,,,17348000000.0,468000000.0,,,,,0.1,,,,-782000000.0,-430000000.0,,717000000.0,13429000000.0,,,,,,,,,6563000000.0,,,,2989000000.0,,-10000000.0,,,,234000000.0,,,252000000.0,,,,-565000000.0,,,,-203000000.0,1323000000.0,,10576000000.0,,,,,38000000.0,,,12673000000.0,,,3048000000.0,,24097000000.0,,,2785000000.0,37248000000.0,,,,,,,,,71539000000.0,,,297000000.0,,,34291000000.0,,,,,,,,,4068000000.0,,606000000.0,-157000000.0,,,,34673000000.0,,,,8480000000.0,,,,4539000000.0,0.0,,,,0.1,,,297000000.0,297000000.0,6508000000.0,-251000000.0,6142000000.0,,12911000000.0,,-440000000.0,,,-498000000.0,,,8589000000.0,,,-244000000.0,12809000000.0,,,,,7629000000.0,,,,,,,
1067558400,,30000000.0,19250000000.0,,1065000000.0,,6504000000.0,12911000000.0,3757000000.0,3838000000.0,3657000000.0,,,0.0,37746000000.0,2996000000.0,14591000000.0,3354000000.0,3047000000.0,,8454000000.0,-1549000000.0,-6817000000.0,,11192000000.0,,13299000000.0,0.83,,-1110000000.0,1080000000.0,33712000000.0,,,14188000000.0,14591000000.0,,,,11012000000.0,,235000000.0,9285000000.0,615000000.0,-95000000.0,,,,-203000000.0,15227000000.0,,,907000000.0,,,19853000000.0,2383000000.0,,,-1995000000.0,,,,-596000000.0,2539000000.0,-671000000.0,-502000000.0,-638000000.0,1292000000.0,13299000000.0,-1512000000.0,,,,,,,,6482000000.0,,,,3354000000.0,,203000000.0,30000000.0,,,41000000.0,0.83,3063000000.0,403000000.0,3652000000.0,0.0,19204000000.0,1277000000.0,6065000000.0,-6817000000.0,,-202000000.0,1893000000.0,-279000000.0,10332000000.0,36962000000.0,4062000000.0,482000000.0,-445000000.0,1881000000.0,,3977000000.0,13332000000.0,0.0,73061000000.0,,-203000000.0,26630000000.0,,13332000000.0,2707000000.0,40996000000.0,,,,14188000000.0,2539000000.0,1080000000.0,,349000000.0,74708000000.0,2888000000.0,74708000000.0,862000000.0,,3657000000.0,33712000000.0,8454000000.0,-977000000.0,,53857000000.0,6494000000.0,,9285000000.0,,3838000000.0,,601000000.0,-227000000.0,,-751000000.0,,36962000000.0,,875000000.0,,7980000000.0,,88000000.0,37746000000.0,5049000000.0,0.0,,2527000000.0,14188000000.0,,,9254000000.0,862000000.0,862000000.0,6494000000.0,-435000000.0,6065000000.0,40996000000.0,14188000000.0,,-207000000.0,,8921000000.0,-5000000.0,,10332000000.0,9254000000.0,26630000000.0,6482000000.0,-244000000.0,14804000000.0,6057000000.0,7980000000.0,19250000000.0,403000000.0,8921000000.0,2539000000.0,,,,,,
1075507200,,31000000.0,19314000000.0,,1163000000.0,,,14188000000.0,3738000000.0,,3956000000.0,,,0.0,38268000000.0,,,,,,7701000000.0,,-6750000000.0,,,,,,,,837000000.0,,,,13576000000.0,13940000000.0,3088000000.0,,,,,432000000.0,6970000000.0,-1407000000.0,101000000.0,,,,-150000000.0,,,,875000000.0,,,19514000000.0,148000000.0,,,,,0.31,,,,-461000000.0,-425000000.0,,1212000000.0,13089000000.0,,,,,,,,,6339000000.0,,,,12452000000.0,,227000000.0,,,-201000000.0,270000000.0,,,364000000.0,,,,-612000000.0,,,,-256000000.0,1777000000.0,,10330000000.0,,,,,-277000000.0,,,13706000000.0,,,3050000000.0,,24710000000.0,,,2719000000.0,39543000000.0,,,,,,,,,73308000000.0,,,936000000.0,,,33765000000.0,,,,,,,,,3786000000.0,,565000000.0,-214000000.0,,,,35040000000.0,,,,8112000000.0,,,,4950000000.0,0.0,,,,0.3,,,936000000.0,936000000.0,6544000000.0,-299000000.0,6487000000.0,,13576000000.0,,-60000000.0,,,-520000000.0,,,495000000.0,,,-244000000.0,14564000000.0,,,,,8321000000.0,,,,,,,
1083283200,,30000000.0,19830000000.0,,1065000000.0,,,13576000000.0,3874000000.0,,4279000000.0,,,0.0,38848000000.0,,,,,,7776000000.0,,-6893000000.0,,,,,,,,803000000.0,,,,14654000000.0,15008000000.0,3081000000.0,,,,,147000000.0,8268000000.0,710000000.0,24000000.0,,,,-156000000.0,,,,910000000.0,,,20113000000.0,2634000000.0,,,,,0.29,,,,-617000000.0,-498000000.0,,1194000000.0,13275000000.0,,,,,,,,,6382000000.0,,,,3383000000.0,,181000000.0,,,257000000.0,27000000.0,,,354000000.0,,,,1078000000.0,,,,-348000000.0,1820000000.0,,10262000000.0,,,,,2136000000.0,,,14577000000.0,,,3043000000.0,,25814000000.0,,,2816000000.0,40603000000.0,,,,,,,,,74924000000.0,,,884000000.0,,,34321000000.0,,,,,,,,,3809000000.0,,626000000.0,-139000000.0,,,,36076000000.0,,,,8109000000.0,,,,5068000000.0,0.0,,,,0.29,,,884000000.0,884000000.0,6453000000.0,-939000000.0,6273000000.0,,14654000000.0,,-131000000.0,,,161000000.0,,,9081000000.0,,,-244000000.0,15045000000.0,,,,,8530000000.0,,,,,,,
1091232000,,30000000.0,19746000000.0,,678000000.0,,,14654000000.0,3746000000.0,,4236000000.0,,,0.0,38711000000.0,,,,,,8283000000.0,,-7262000000.0,,,,,,,,2212000000.0,,,,13985000000.0,14296000000.0,3057000000.0,,,,,206000000.0,8483000000.0,-1092000000.0,92000000.0,,,,-145000000.0,,,,862000000.0,,,18889000000.0,319000000.0,,,,,0.19,,,,-614000000.0,-464000000.0,,700000000.0,13507000000.0,,,,,,,,,6245000000.0,,,,2988000000.0,,92000000.0,,,-35000000.0,241000000.0,,,311000000.0,,,,-669000000.0,,,,-500000000.0,1302000000.0,,8892000000.0,,,,,-145000000.0,,,14569000000.0,,,3037000000.0,,26778000000.0,,,2738000000.0,40712000000.0,,,,,,,,,74381000000.0,,,586000000.0,,,33669000000.0,,,,,,,,,3985000000.0,,602000000.0,-158000000.0,,,,35670000000.0,,,,7678000000.0,,,,4446000000.0,0.0,,,,0.19,,,586000000.0,586000000.0,4907000000.0,-374000000.0,6745000000.0,,13985000000.0,,-42000000.0,,,-591000000.0,,,8859000000.0,,,-244000000.0,14443000000.0,,,,,8465000000.0,,,,,,,
1099180800,,29000000.0,19931000000.0,,1290000000.0,,6827000000.0,13985000000.0,3775000000.0,5363000000.0,2958000000.0,,,0.0,37564000000.0,-1525000000.0,12974000000.0,3917000000.0,3024000000.0,,1102000000.0,-4159000000.0,-7187000000.0,,14188000000.0,,13836000000.0,1.16,,-271000000.0,2511000000.0,33237000000.0,,,12663000000.0,12974000000.0,,,,11024000000.0,,279000000.0,9377000000.0,200000000.0,-191000000.0,,,,-243000000.0,15133000000.0,,,859000000.0,,,21389000000.0,1987000000.0,,,-2126000000.0,,,,-715000000.0,3497000000.0,-2467000000.0,-739000000.0,-1341000000.0,1326000000.0,13836000000.0,-2454000000.0,,,,,,,,6649000000.0,,,,3917000000.0,,199000000.0,29000000.0,,68000000.0,32000000.0,1.15,3055000000.0,311000000.0,3506000000.0,0.0,19565000000.0,-1322000000.0,7071000000.0,-7187000000.0,,-2205000000.0,1928000000.0,26000000.0,9986000000.0,38574000000.0,2962000000.0,570000000.0,-1589000000.0,1248000000.0,,4432000000.0,15649000000.0,0.0,79905000000.0,,-243000000.0,28588000000.0,,15649000000.0,2751000000.0,42901000000.0,,,,12663000000.0,3497000000.0,2511000000.0,,699000000.0,76138000000.0,4196000000.0,76138000000.0,1091000000.0,,2958000000.0,33237000000.0,1102000000.0,-972000000.0,,60340000000.0,4623000000.0,,9377000000.0,,5363000000.0,,602000000.0,-204000000.0,,-3309000000.0,,38574000000.0,,1064000000.0,,6657000000.0,,89000000.0,37564000000.0,5101000000.0,0.0,,2395000000.0,12663000000.0,,,9825000000.0,1091000000.0,1091000000.0,4623000000.0,-842000000.0,7071000000.0,42901000000.0,12663000000.0,,-38000000.0,,10226000000.0,-391000000.0,,9986000000.0,9825000000.0,28588000000.0,6649000000.0,-240000000.0,16288000000.0,5088000000.0,6657000000.0,19931000000.0,311000000.0,10226000000.0,3497000000.0,,,,,,
1107129600,,29000000.0,19789000000.0,,1050000000.0,,,12663000000.0,3749000000.0,,3150000000.0,,,0.0,37726000000.0,,,,,,9520000000.0,,-7187000000.0,,,,,,,,2803000000.0,,,,13302000000.0,13600000000.0,2936000000.0,,,,,1693000000.0,8234000000.0,-364000000.0,230000000.0,,,,-163000000.0,,,,878000000.0,,,21454000000.0,1558000000.0,,,,,0.32,,,,-508000000.0,-575000000.0,,1168000000.0,13877000000.0,,,,,,,,,6690000000.0,,,,3123000000.0,,107000000.0,,,1000000.0,262000000.0,,,298000000.0,,,,639000000.0,,,,-637000000.0,1780000000.0,,9844000000.0,,,,,983000000.0,,,16011000000.0,,,2908000000.0,,27573000000.0,,,2704000000.0,41715000000.0,,,,,,,,,75143000000.0,,,943000000.0,,,33428000000.0,,,,,,,,,5436000000.0,,612000000.0,-1678000000.0,,,,37417000000.0,,,,6949000000.0,,,,4917000000.0,0.0,,,,0.32,,,943000000.0,943000000.0,4408000000.0,-411000000.0,7120000000.0,,13302000000.0,,-143000000.0,,,-198000000.0,,,10263000000.0,,,-233000000.0,16537000000.0,,,,,8665000000.0,,,,,,,
1114819200,,29000000.0,19897000000.0,,1079000000.0,,,13302000000.0,3974000000.0,,3524000000.0,,,7000000.0,38173000000.0,,,,,,9543000000.0,,-7187000000.0,,,,,,,,2754000000.0,,,,14362000000.0,14483000000.0,2917000000.0,,,,,211000000.0,8583000000.0,808000000.0,-53000000.0,,,,-175000000.0,,,,890000000.0,,,21570000000.0,2374000000.0,,,,,0.33,,,,-795000000.0,-898000000.0,,1167000000.0,13856000000.0,,,,,,,,,6669000000.0,,,,1361000000.0,,113000000.0,,,,90000000.0,,,121000000.0,,,,1060000000.0,,,,,1766000000.0,,9760000000.0,,,,,1476000000.0,,,16950000000.0,,,2886000000.0,,28415000000.0,,,2933000000.0,42476000000.0,,,,,,,,,76348000000.0,,,966000000.0,,,33872000000.0,,,,,,,,,5363000000.0,,599000000.0,-25000000.0,,,,38175000000.0,,,,7306000000.0,,,,5141000000.0,0.0,,,,0.33,,,966000000.0,966000000.0,4397000000.0,-519000000.0,6464000000.0,,14362000000.0,,-1000000.0,,,564000000.0,,,12193000000.0,,,-233000000.0,16429000000.0,,,,,9266000000.0,,,,,,,
1122768000,,29000000.0,19853000000.0,,1033000000.0,,,14362000000.0,3792000000.0,,3615000000.0,,,-339000000.0,37386000000.0,,,,,,9172000000.0,,-7187000000.0,,,,,,,,2375000000.0,,,,14445000000.0,14544000000.0,2907000000.0,,,,,43000000.0,9070000000.0,1717000000.0,-301000000.0,,,,-166000000.0,,,,863000000.0,,,20759000000.0,2210000000.0,,,,,0.03,,,,-1934000000.0,0.0,,1025000000.0,13617000000.0,,,,,,,,,6430000000.0,,,,4577000000.0,,960000000.0,,,,446000000.0,,,99000000.0,,,,83000000.0,,,,,1613000000.0,,8855000000.0,,,,,2210000000.0,,,16407000000.0,,,2873000000.0,,29175000000.0,,,2761000000.0,41702000000.0,,,,,,,,,75416000000.0,,,73000000.0,,,33714000000.0,,,,,,,,,5458000000.0,,588000000.0,-21000000.0,,,,38030000000.0,,,,7431000000.0,,,,4817000000.0,0.0,,,,0.03,,,73000000.0,73000000.0,3397000000.0,-193000000.0,6644000000.0,,14445000000.0,,-111000000.0,,,-314000000.0,,,9538000000.0,,,-231000000.0,15942000000.0,,,,,8764000000.0,,,,,,,
1130716800,,28000000.0,20030000000.0,,381000000.0,,7503000000.0,14445000000.0,3582000000.0,5289000000.0,3815000000.0,,,0.0,37176000000.0,1248000000.0,13929000000.0,4710000000.0,2879000000.0,,0.0,-5023000000.0,-7429000000.0,,12663000000.0,,13880000000.0,0.83,,-1606000000.0,1831000000.0,33983000000.0,,,13911000000.0,13929000000.0,,,,11184000000.0,,119000000.0,10223000000.0,-577000000.0,-38000000.0,,,,-21000000.0,15097000000.0,,,859000000.0,,,22913000000.0,1886000000.0,,,-1995000000.0,,,,-1729000000.0,2398000000.0,-1786000000.0,-522000000.0,-208000000.0,1799000000.0,13880000000.0,-1757000000.0,,,,,,,,6451000000.0,,,,4710000000.0,,-35000000.0,28000000.0,,,363000000.0,0.82,2909000000.0,18000000.0,3490000000.0,0.0,20256000000.0,-534000000.0,6877000000.0,-7429000000.0,,-1399000000.0,2344000000.0,-162000000.0,8681000000.0,40141000000.0,6033000000.0,1161000000.0,1584000000.0,1364000000.0,,5159000000.0,16679000000.0,0.0,86696000000.0,,-21000000.0,31460000000.0,,16679000000.0,2786000000.0,43334000000.0,,,,13911000000.0,2398000000.0,1831000000.0,,1145000000.0,77317000000.0,3543000000.0,77317000000.0,416000000.0,,3815000000.0,33983000000.0,0.0,-926000000.0,,66440000000.0,3392000000.0,,10223000000.0,,5289000000.0,,545000000.0,-5000000.0,,-3514000000.0,,40141000000.0,,2066000000.0,,7502000000.0,,,37176000000.0,5381000000.0,0.0,,2344000000.0,13911000000.0,,,10881000000.0,416000000.0,416000000.0,3392000000.0,-634000000.0,6877000000.0,43334000000.0,13911000000.0,,-1351000000.0,,9903000000.0,-260000000.0,,8681000000.0,10881000000.0,31460000000.0,6451000000.0,-229000000.0,17532000000.0,8028000000.0,7502000000.0,20030000000.0,18000000.0,9903000000.0,2398000000.0,,,,,,
1138665600,,28000000.0,20573000000.0,,1528000000.0,,,13911000000.0,3710000000.0,,3824000000.0,,,0.0,35806000000.0,,,,,,9280000000.0,,-7429000000.0,,,,,,,,2632000000.0,,,,11934000000.0,11946000000.0,2893000000.0,,,,,21000000.0,8932000000.0,-324000000.0,55000000.0,,,,-1727000000.0,,,,871000000.0,,,22659000000.0,1846000000.0,,,,,0.43,,,,-2856000000.0,-427000000.0,,1557000000.0,13775000000.0,,,,,,,,,6346000000.0,,,,4196000000.0,,301000000.0,,,,647000000.0,,,12000000.0,,,,-1977000000.0,,,,-3123000000.0,2120000000.0,,7930000000.0,,,,,1419000000.0,,,17111000000.0,,,2822000000.0,,30677000000.0,,,2692000000.0,39178000000.0,,,,,,,,,74413000000.0,,,1227000000.0,,,35235000000.0,,,,,,,,,5514000000.0,,563000000.0,-13000000.0,,,,38607000000.0,,,,8316000000.0,,,,5267000000.0,65000000.0,,,,0.42,,,1227000000.0,1227000000.0,2416000000.0,-967000000.0,6731000000.0,,11934000000.0,,-67000000.0,,,89000000.0,,,11093000000.0,,,-227000000.0,17392000000.0,,,,,8679000000.0,,,,,,,
