,annualChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,quarterlyOtherCurrentAssets,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,annualGrossPPE,trailingNetIncomeCommonStockholders,trailingChangeInCashSupplementalAsReported,annualDilutedEPS,annualBeginningCashPosition,annualOtherNonCurrentLiabilities,quarterlyChangeInInventory,annualInterestExpense,quarterlyChangesInAccountReceivables,annualBasicAverageShares,annualSellingGeneralAndAdministration,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyCapitalStock,trailingDeferredIncomeTax,annualCapitalExpenditure,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,annualOtherIncomeExpense,trailingCapitalExpenditure,annualTotalNonCurrentAssets,annualRepaymentOfDebt,trailingGrossProfit,quarterlyStockholdersEquity,quarterlyRepaymentOfDebt,trailingInterestExpense,annualCashFlowFromContinuingFinancingActivities,quarterlyNetPPE,annualStockBasedCompensation,annualChangeInInventory,annualInventory,quarterlyTaxProvision,trailingChangeInInventory,trailingNetOtherFinancingCharges,trailingTaxProvision,quarterlyEbitda,quarterlyAccumulatedDepreciation,quarterlyStockBasedCompensation,quarterlyCommonStockIssuance,annualNetIncomeContinuousOperations,annualOtherNonCashItems,annualPurchaseOfBusiness,trailingOtherNonCashItems,annualCostOfRevenue,trailingDepreciationAndAmortization,annualCapitalStock,annualCurrentDebt,annualNetOtherFinancingCharges,quarterlyPurchaseOfBusiness,annualFreeCashFlow,quarterlyPretaxIncome,annualGrossProfit,trailingOperatingExpense,annualAccumulatedDepreciation,annualDeferredIncomeTax,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,annualDilutedAverageShares,trailingSellingGeneralAndAdministration,quarterlyOtherNonCashItems,annualOperatingExpense,annualChangeInWorkingCapital,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,trailingCostOfRevenue,trailingNetIncomeContinuousOperations,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,annualChangesInAccountReceivables,quarterlyBasicEPS,quarterlyOperatingCashFlow,trailingCashDividendsPaid,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyIncomeTaxPayable,annualTotalLiabilitiesNetMinorityInterest,trailingPurchaseOfBusiness,quarterlyDeferredIncomeTax,quarterlyTotalRevenue,trailingBeginningCashPosition,quarterlyGrossPPE,quarterlyCurrentLiabilities,trailingFreeCashFlow,quarterlyCurrentAssets,annualNonCurrentDeferredTaxesLiabilities,annualRetainedEarnings,trailingNetIncome,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,annualNonCurrentDeferredRevenue,quarterlyGoodwill,annualNetIncome,annualNetOtherInvestingChanges,quarterlyBasicAverageShares,quarterlyLongTermDebt,trailingNetOtherInvestingChanges,annualAccountsReceivable,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyFreeCashFlow,annualCashDividendsPaid,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,annualGoodwill,quarterlyCostOfRevenue,annualPretaxIncome,annualCommonStockIssuance,quarterlyDepreciationAndAmortization,annualInvestingCashFlow,annualOperatingIncome,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,trailingChangeInWorkingCapital,annualAccountsPayable,trailingInvestingCashFlow,annualTotalRevenue,annualOtherCurrentAssets,annualPurchaseOfInvestment,trailingTotalRevenue,annualStockholdersEquity,quarterlySellingGeneralAndAdministration,annualLongTermDebt,annualEndCashPosition,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTaxProvision,annualDepreciationAndAmortization,trailingStockBasedCompensation,annualTotalAssets,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyEndCashPosition,trailingEndCashPosition,annualCurrentAccruedExpenses,annualCurrentLiabilities,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,annualCashAndCashEquivalents,quarterlyDilutedEPS,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,annualBasicEPS,quarterlyCurrentDebt,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingOtherIncomeExpense,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyChangeInAccountPayable,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualIncomeTaxPayable,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,quarterlyDilutedAverageShares,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,quarterlyOtherIntangibleAssets,quarterlyTotalLiabilitiesNetMinorityInterest,annualRepurchaseOfCapitalStock,quarterlyOtherNonCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,annualOperatingCashFlow,annualOtherNonCurrentAssets,annualNetPPE,annualEbitda,annualCurrentAssets,trailingPretaxIncome,quarterlyInvestmentsAndAdvances,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualInvestmentsAndAdvances,annualSaleOfInvestment,trailingResearchAndDevelopment,annualChangeInAccountPayable,trailingSaleOfInvestment,trailingDilutedEPS,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualResearchAndDevelopment,quarterlySaleOfInvestment,quarterlyOtherShortTermInvestments,trailingDilutedAverageShares,trailingCommonStockIssuance,annualCurrentDeferredRevenue,annualOtherShortTermInvestments,trailingBasicEPS
767664000,,-600000.0,22900000.0,,,,,,,,,4800000.0,,,,,,102300000.0,75400000.0,,38200000.0,,,,,0.0,7700000.0,,,,,,163700000.0,,,,56900000.0,,,,10400000.0,,,,32100000.0,-120600000.0,,2400000.0,,,,,,,,,,,,26000000.0,,,,,107200000.0,-300000.0,,,,,,26900000.0,155900000.0,,,24000000.0,-5100000.0,,0.074375,-20400000.0,,-41200000.0,,,,,0.0,276500000.0,,177500000.0,283300000.0,,455100000.0,,,,75200000.0,530300000.0,,,,,209747899.0,77200000.0,,,-1400000.0,5300000.0,-25500000.0,,,,,174200000.0,,,5200000.0,,,15600000.0,15600000.0,,,,,,,,,70800000.0,,,83300000.0,,,,,2800000.0,123700000.0,0.0,,,,,,,0.074375,800000.0,,7700000.0,,89200000.0,,,3600000.0,5300000.0,,15600000.0,,,-5700000.0,-1500000.0,209747899.0,,,,366600000.0,,18300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775612800,-25600000.0,-500000.0,25800000.0,22200000.0,131400000.0,185400000.0,,,0.106875,61800000.0,-100000.0,4900000.0,13600000.0,,207719298.0,244900000.0,,79300000.0,70400000.0,,37000000.0,,,-18200000.0,,0.0,36200000.0,8000000.0,,79100000.0,,,168700000.0,,,-30900000.0,58800000.0,,-40100000.0,118800000.0,2700000.0,,,,14000000.0,-126600000.0,,100000.0,22200000.0,1000000.0,,,488000000.0,,,20300000.0,5300000.0,,9600000.0,6700000.0,306300000.0,,-126600000.0,-2700000.0,109700000.0,-1100000.0,208000000.0,,,263700000.0,-12800000.0,8900000.0,131400000.0,,,-71600000.0,-8900000.0,,,109400000.0,,100100000.0,,,274900000.0,,-2100000.0,192600000.0,,185400000.0,188700000.0,,364500000.0,5300000.0,109700000.0,,79100000.0,443600000.0,,,22200000.0,-5000000.0,,81000000.0,,,28500000.0,-100000.0,100500000.0,-6000000.0,,,,113300000.0,37000000.0,6100000.0,5100000.0,-22900000.0,42600000.0,4000000.0,4000000.0,,37000000.0,,794300000.0,25800000.0,,,168700000.0,65300000.0,81000000.0,0.0,86200000.0,14800000.0,18800000.0,,443600000.0,1100000.0,118800000.0,0.0,,,188700000.0,,,36200000.0,,5300000.0,,36200000.0,0.106875,20300000.0,86200000.0,,3400000.0,-6600000.0,,4000000.0,,,-9100000.0,-1500000.0,,36200000.0,,,274900000.0,-2300000.0,20300000.0,,27800000.0,20300000.0,58800000.0,61400000.0,364500000.0,,,,,,,,,,,,,,,,,,,,,,
783561600,,1700000.0,28200000.0,,,,,,,,,-14100000.0,,,,,,80100000.0,66700000.0,,37500000.0,,,,,36200000.0,12400000.0,,,,,,178700000.0,,,,59900000.0,,,,5500000.0,,,,17400000.0,-129700000.0,,4200000.0,,,,,,,,,,,,13800000.0,,,,,116500000.0,-1100000.0,,,-100000.0,,,13400000.0,138600000.0,,,-8300000.0,-4700000.0,,0.04,-12800000.0,,-25000000.0,,,,,,205700000.0,,189600000.0,197200000.0,,373400000.0,,,,78200000.0,451600000.0,,,,,207500000.0,70400000.0,,,-23800000.0,5300000.0,-17500000.0,,,,,125600000.0,,,4000000.0,,,8300000.0,8300000.0,,,,,,,,,62700000.0,,,75700000.0,,,,,2900000.0,132900000.0,0.0,,,,,,,0.04,,,12400000.0,,21100000.0,,,2500000.0,0.0,,8300000.0,,,-3000000.0,-1500000.0,207500000.0,,,,272900000.0,,18300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
791510400,,-900000.0,31200000.0,,,,,,,,,-32200000.0,,,,,,80300000.0,68200000.0,,42000000.0,,,,,0.0,9200000.0,,,,,,185000000.0,,,,63100000.0,,,,4500000.0,,,,16500000.0,-133800000.0,,900000.0,,,,,,,,,,,,11300000.0,,,,,121800000.0,-200000.0,,,,,,12100000.0,140100000.0,,,51000000.0,-7400000.0,,0.031875,-46300000.0,,-57200000.0,,,,,,214000000.0,,196900000.0,254000000.0,,427400000.0,,,,82200000.0,509600000.0,,,,,213333333.0,65400000.0,,,-3200000.0,5200000.0,-53700000.0,,,,,133700000.0,,,4400000.0,,,6800000.0,6800000.0,,,,,,,,,64000000.0,,,70600000.0,,,,,1900000.0,165100000.0,0.0,,,,,,,0.031875,,,9200000.0,,71900000.0,,,2600000.0,5900000.0,,6800000.0,,,-8000000.0,-1500000.0,213333333.0,,,,324600000.0,,19100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799200000,,1600000.0,30200000.0,,,,,,,,,27000000.0,,,,,,111700000.0,80600000.0,,44700000.0,,,,,0.0,11700000.0,,,,,,202000000.0,,,,65800000.0,,,,11700000.0,,,,36000000.0,-138100000.0,,1100000.0,,,,,,,,,,,,29200000.0,,,,,137800000.0,-1700000.0,,,,,,31100000.0,167200000.0,,,45300000.0,-7800000.0,,0.0825,-37500000.0,,-61100000.0,,,,,0.0,310600000.0,,203900000.0,319800000.0,,509300000.0,,,,83200000.0,592500000.0,,,,,212121212.0,65400000.0,,,2500000.0,5300000.0,-45300000.0,,,,,198900000.0,,,4900000.0,,,17500000.0,17500000.0,,,,,,,,,76200000.0,,,70700000.0,,,,,1600000.0,138000000.0,0.0,,,,,,,0.0825,,,11700000.0,,107900000.0,,,3400000.0,11500000.0,,17500000.0,,,-5800000.0,-1600000.0,212121212.0,,,,390500000.0,,17400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807148800,-24300000.0,1600000.0,35900000.0,36700000.0,133000000.0,208200000.0,,,0.175625,36200000.0,-100000.0,14300000.0,11900000.0,,208967972.0,269800000.0,,79000000.0,70800000.0,,41100000.0,,,-28200000.0,,0.0,11900000.0,8200000.0,,86700000.0,,,185500000.0,,,-16800000.0,70100000.0,,-5000000.0,123700000.0,2600000.0,,,,12100000.0,-138100000.0,,2100000.0,36700000.0,1200000.0,,,581100000.0,,,38600000.0,2300000.0,,-12700000.0,6700000.0,351800000.0,,-138100000.0,-1300000.0,140400000.0,-23200000.0,210322581.0,,-200000.0,287000000.0,-38200000.0,8200000.0,133000000.0,,,-104800000.0,-8300000.0,,,112100000.0,,105100000.0,,,282800000.0,,-1000000.0,202600000.0,,208200000.0,212700000.0,,381600000.0,5300000.0,140400000.0,,86700000.0,468300000.0,,,36700000.0,4000000.0,,64900000.0,,,200000.0,-100000.0,103800000.0,-6000000.0,,,,123600000.0,61100000.0,8300000.0,3900000.0,-23400000.0,64800000.0,4100000.0,4100000.0,,41100000.0,,932900000.0,35900000.0,,,185500000.0,66900000.0,64900000.0,0.0,70100000.0,24400000.0,17200000.0,,468300000.0,1900000.0,123700000.0,0.0,,,212700000.0,,,11900000.0,,5300000.0,,11900000.0,0.175625,38600000.0,70100000.0,,3400000.0,-15100000.0,,4100000.0,,,-6600000.0,-1400000.0,,11900000.0,,,282800000.0,-26200000.0,16600000.0,,15500000.0,16600000.0,70100000.0,82000000.0,381600000.0,,,,,,,,,,,,,,,,,,,,,,
815097600,,-100000.0,33900000.0,,,,,,,,,-22100000.0,,,,,,75300000.0,68600000.0,,51100000.0,,,,,11900000.0,7700000.0,,,,,,190900000.0,,,,70000000.0,,,,2600000.0,,,,10300000.0,-141700000.0,,3600000.0,,,,,,,,,,,,6600000.0,,,,,142900000.0,-900000.0,,,-100000.0,,,6700000.0,113200000.0,,,7600000.0,-3300000.0,,0.02,-8600000.0,,-16300000.0,,,,,200000.0,192300000.0,,211700000.0,221200000.0,,386300000.0,,,,86400000.0,472700000.0,,,,,200000000.0,53400000.0,,,-4200000.0,7200000.0,-11900000.0,,,,,117000000.0,,,3600000.0,,,4000000.0,4000000.0,,,,,,,,,65000000.0,,,60600000.0,,,,,2500000.0,145900000.0,0.0,,,,,,,0.02,,,7700000.0,,56900000.0,,,2500000.0,-300000.0,,4000000.0,,,-3400000.0,-1500000.0,200000000.0,,,,281800000.0,,16400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823046400,,-1000000.0,32100000.0,,,,,,,,,-17700000.0,,,,,,81000000.0,68500000.0,,46000000.0,,,,,7700000.0,4300000.0,,,,,,199400000.0,,,,67900000.0,,,,5600000.0,,,,17200000.0,-145300000.0,,2800000.0,,,,,,,,,,,,14100000.0,,,,,149900000.0,-600000.0,,,,,,12500000.0,116600000.0,,,69000000.0,-2500000.0,,0.041875,-68200000.0,,-81400000.0,,,,,,211500000.0,,213200000.0,287800000.0,,462500000.0,,,,85200000.0,547700000.0,,,,,202985075.0,53400000.0,,,-3400000.0,7100000.0,-70700000.0,,,,,130500000.0,,,4700000.0,,,8500000.0,8500000.0,,,,,,,,,63800000.0,,,60500000.0,,,,,4500000.0,163600000.0,0.0,,,,,,,0.041875,,,4300000.0,,125200000.0,,,3000000.0,0.0,,8500000.0,,,-3500000.0,-1500000.0,202985075.0,,,,348300000.0,,17300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830822400,,-700000.0,32400000.0,,,,,,,,,4700000.0,,,,,,108200000.0,77900000.0,,39600000.0,,,,,0.0,4200000.0,,,,,,210200000.0,,,,68700000.0,,,,11000000.0,,,,34700000.0,-148100000.0,,400000.0,,,,,,,,,,,,27800000.0,,,,,165300000.0,-6600000.0,,,,,,30300000.0,142900000.0,,,39100000.0,-4700000.0,,0.083125,-34000000.0,,-56300000.0,,,,,,288600000.0,,216800000.0,341400000.0,,538700000.0,,,,86400000.0,625100000.0,,,,,202105263.0,53300000.0,,,-100000.0,20200000.0,-38700000.0,,,,,180400000.0,,,4100000.0,,,16800000.0,16800000.0,,,,,,,,,73500000.0,,,73500000.0,,,,,1600000.0,158800000.0,0.0,,,,,,,0.083125,,,4200000.0,,158900000.0,,,4100000.0,0.0,,16800000.0,,,-5200000.0,-1400000.0,202105263.0,,,,414900000.0,,17700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838771200,,-1000000.0,34300000.0,,,,,,,,,15500000.0,,,,,,90300000.0,77300000.0,,26200000.0,,,,,0.0,1200000.0,,,,,,209600000.0,,,,68800000.0,,,,4200000.0,,,,17400000.0,-151600000.0,,500000.0,,,,,,,,,,,,10700000.0,,,,,170400000.0,-5900000.0,,,-1400000.0,,,13000000.0,136500000.0,,,-79800000.0,-4500000.0,,0.0325,82100000.0,,71200000.0,,,,,,232600000.0,,220400000.0,246700000.0,,444600000.0,,,,87300000.0,531900000.0,,,,,200000000.0,53000000.0,,,-3100000.0,22600000.0,77600000.0,,,,,142300000.0,,,4400000.0,,,6500000.0,6500000.0,,,,,,,,,72900000.0,,,75600000.0,,,,,1500000.0,143300000.0,0.0,,,,,,,0.0325,,,1200000.0,,84000000.0,,,3800000.0,0.0,,6500000.0,,,-5300000.0,-1500000.0,200000000.0,,,,322300000.0,,18500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846720000,-7600000.0,1900000.0,35000000.0,36400000.0,123000000.0,229100000.0,,,0.18125,7700000.0,22400000.0,13100000.0,13600000.0,,200827586.0,278300000.0,,80700000.0,73000000.0,,43500000.0,,,-21400000.0,,0.0,100000.0,10300000.0,,91900000.0,,,213600000.0,,,-17700000.0,73800000.0,,15600000.0,130300000.0,3000000.0,,,,12700000.0,-155300000.0,,900000.0,36400000.0,1400000.0,,,571000000.0,,,41400000.0,12800000.0,,11000000.0,7600000.0,359900000.0,,-155300000.0,800000.0,173600000.0,-300000.0,201904762.0,,1300000.0,296500000.0,-24100000.0,7700000.0,123000000.0,,,-46000000.0,-9700000.0,,,52500000.0,,42400000.0,,,283300000.0,,-700000.0,198200000.0,,229100000.0,207900000.0,,405000000.0,,173600000.0,,91900000.0,496900000.0,,,36400000.0,-800000.0,,53000000.0,,,-1000000.0,22400000.0,42800000.0,-5800000.0,,,,117500000.0,60200000.0,4600000.0,5000000.0,-21700000.0,63400000.0,4600000.0,4600000.0,,43500000.0,,930900000.0,35000000.0,,,213600000.0,68000000.0,53000000.0,0.0,75400000.0,23800000.0,18200000.0,,496900000.0,2700000.0,130300000.0,0.0,,,207900000.0,,,100000.0,,,,100000.0,0.18125,41400000.0,75400000.0,,2700000.0,12800000.0,,4600000.0,,,-7700000.0,-1400000.0,,100000.0,,,283300000.0,-13400000.0,18100000.0,,32400000.0,18100000.0,73800000.0,81600000.0,405000000.0,,,,,,,,,,,,,,,,,,,,,,
854668800,,-121500000.0,44500000.0,,,,,,,,,-14100000.0,,,,,,80700000.0,73900000.0,,38500000.0,,,,,100000.0,100000.0,,,,,,216900000.0,,,,108300000.0,,,,1600000.0,,,,12200000.0,-200600000.0,,2800000.0,,,,,,,,,,,,4100000.0,,,,,174700000.0,,,,1400000.0,,,6800000.0,133700000.0,,,155300000.0,-6600000.0,,0.013125,-25200000.0,,-36000000.0,,,,,1500000.0,209000000.0,,308900000.0,366900000.0,,483500000.0,,,,176800000.0,660300000.0,,,,,190476190.0,53300000.0,,,0.0,23200000.0,-31800000.0,,,,,128300000.0,,,5400000.0,,,2500000.0,2500000.0,,,,,,,,,68500000.0,,,76500000.0,,,,,1200000.0,175200000.0,0.0,,,,,,,0.0125,,,100000.0,,194700000.0,,,3800000.0,0.0,,2500000.0,,,-128100000.0,-1500000.0,200000000.0,,,,443400000.0,,68500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862358400,,-5700000.0,34500000.0,,,,,,,,,16200000.0,,,,,,130200000.0,94300000.0,,57100000.0,,,,,0.0,5600000.0,,,,,,227700000.0,,,,115200000.0,,,,12400000.0,,,,41000000.0,-203900000.0,,1200000.0,,,,,,,,,,,,31400000.0,,,,,192300000.0,,,,500000.0,,,35900000.0,160200000.0,,,75600000.0,-11000000.0,,0.09875,-53200000.0,,-77700000.0,,,,,0.0,352200000.0,,319100000.0,495700000.0,,611800000.0,,,,188200000.0,800000000.0,,,,,192405063.0,53000000.0,,,5500000.0,23600000.0,-64200000.0,,,,,222000000.0,,,5100000.0,,,19000000.0,19000000.0,,,,,,,,,89200000.0,,,76600000.0,,,,,1600000.0,159000000.0,0.0,,,,,,,0.095625,,,5600000.0,,278400000.0,,,6100000.0,0.0,,19000000.0,,,-16500000.0,-1400000.0,198692810.0,,,,572300000.0,,73000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870307200,,1600000.0,39300000.0,,,,,,,,,-2800000.0,,,,,,98600000.0,79800000.0,,46500000.0,,,,,0.0,,,,,,,233700000.0,,,,116600000.0,,,,6500000.0,,,,25000000.0,-206100000.0,,2600000.0,,,,,,,,,,,,16400000.0,,,,,199100000.0,0.0,,,-700000.0,,,18800000.0,146400000.0,,,-87300000.0,-7100000.0,,0.043125,89000000.0,,73500000.0,,,,,0.0,249300000.0,,322700000.0,288300000.0,,509300000.0,,,,195700000.0,705000000.0,,,,,190144928.0,177700000.0,,,-5600000.0,5300000.0,81900000.0,,,,,150700000.0,,,6200000.0,,,8200000.0,9900000.0,,,,,,,,,73600000.0,,,183000000.0,,,,,3200000.0,161800000.0,0.0,,,,,,,0.041875,,,,,95400000.0,,,5500000.0,-23700000.0,,8200000.0,,,-4500000.0,-1400000.0,195820896.0,,,,471300000.0,,79100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878256000,-100000.0,-5300000.0,52800000.0,34800000.0,138000000.0,297900000.0,,,0.175,100000.0,4900000.0,2100000.0,19900000.0,,198857143.0,315700000.0,,109500000.0,98600000.0,,58400000.0,,,-37000000.0,,0.0,,7900000.0,,189600000.0,,,241200000.0,,,87300000.0,116900000.0,,1400000.0,160100000.0,3200000.0,,,,25100000.0,-181000000.0,,1800000.0,36500000.0,-100000.0,,,632300000.0,,,41400000.0,-29300000.0,,46900000.0,8200000.0,418900000.0,,-181000000.0,2100000.0,202700000.0,0.0,198857143.0,,-1300000.0,346600000.0,11300000.0,10900000.0,138000000.0,,,-56300000.0,-12300000.0,,,73300000.0,,51500000.0,,,420400000.0,,600000.0,240800000.0,,297900000.0,237800000.0,,472000000.0,,202700000.0,,189600000.0,661600000.0,,,34800000.0,-130900000.0,,177700000.0,,,0.0,4900000.0,61000000.0,-5800000.0,,,,131300000.0,60300000.0,8400000.0,14200000.0,-166700000.0,72300000.0,5000000.0,5000000.0,,58400000.0,,1051200000.0,52800000.0,,,241200000.0,84400000.0,177700000.0,0.0,182600000.0,23800000.0,30900000.0,,661600000.0,1900000.0,160100000.0,0.0,,,237800000.0,,,,,,,,0.175,41400000.0,182600000.0,,4500000.0,-5600000.0,,5000000.0,,,-17600000.0,-1500000.0,,,,,420400000.0,-8000000.0,72700000.0,,83900000.0,72700000.0,116900000.0,103200000.0,472000000.0,,,,,,,,,,,,,,,,,,,,,,
886204800,,-12400000.0,58000000.0,,,,,,,,,-39200000.0,,,,,,79900000.0,78700000.0,,72200000.0,,,,,0.0,,,,,,,265200000.0,,,,124800000.0,,,,-700000.0,,,,8000000.0,-183700000.0,,1000000.0,,,,,,,,,,,,-1800000.0,,,,,200100000.0,,,,200000.0,,,1200000.0,123800000.0,,,93100000.0,-10500000.0,,-0.005,-70400000.0,,-78200000.0,,,,,,210100000.0,,308500000.0,331200000.0,,555100000.0,,,,224300000.0,779400000.0,,,,,220000000.0,178100000.0,,,0.0,4900000.0,-80900000.0,,,,,130200000.0,,,6800000.0,,,-1100000.0,-1100000.0,,,,,,,,,71900000.0,,,183000000.0,,,,,2900000.0,209300000.0,0.0,,,,,,,-0.005,,,,,135200000.0,,,5800000.0,0.0,,-1100000.0,,,-21600000.0,-1500000.0,220000000.0,,,,514200000.0,,99500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893894400,,-1800000.0,53600000.0,,,,,,,,,-1700000.0,,,,,,142300000.0,104300000.0,,69400000.0,,,,,0.0,600000.0,,,,,,283600000.0,,,,130800000.0,,,,13100000.0,,,,47300000.0,-188200000.0,,700000.0,,,,,,,,,,,,33200000.0,,,,,218600000.0,,,,,,,38000000.0,155900000.0,,,100900000.0,-7300000.0,,0.0975,-90500000.0,,-117300000.0,,,,,,379700000.0,,319000000.0,463700000.0,,707000000.0,,,,245200000.0,952200000.0,,,,,206153846.0,198300000.0,,,600000.0,6600000.0,-97800000.0,,,,,237400000.0,,,9300000.0,,,20100000.0,20100000.0,,,,,,,,,95000000.0,,,204900000.0,,,,,2100000.0,212400000.0,0.0,,,,,,,0.095625,,,600000.0,,238400000.0,,,6900000.0,-100000.0,,20100000.0,,,-9100000.0,-1600000.0,210196078.0,,,,668600000.0,,114400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901843200,,-1600000.0,52100000.0,,,,,,,,,9500000.0,,,,,,107800000.0,96000000.0,,30500000.0,,,,,0.0,2800000.0,,,,,,279000000.0,,,,133000000.0,,,,-1700000.0,,,,18300000.0,-192500000.0,,500000.0,,,,,,,,,,,,-4300000.0,,,,,214500000.0,,,,,,,11800000.0,161600000.0,,,-82000000.0,-6700000.0,,-0.0125,93500000.0,,89500000.0,,,,,100000.0,291000000.0,,325500000.0,350800000.0,,586500000.0,,,,246900000.0,833400000.0,,,,,208000000.0,196900000.0,,,2200000.0,6700000.0,86800000.0,,,,,183200000.0,,,6500000.0,,,-2600000.0,-2600000.0,,,,,,,,,89500000.0,,,203600000.0,,,,,-9400000.0,203000000.0,0.0,,,,,,,-0.0125,,,2800000.0,,158700000.0,,,6700000.0,1100000.0,,-2600000.0,,,-8300000.0,-1500000.0,208000000.0,,,,554400000.0,,113900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909792000,100000.0,14900000.0,53600000.0,4100000.0,161300000.0,330500000.0,,,0.019375,0.0,5600000.0,18600000.0,25400000.0,,204704000.0,345600000.0,,92700000.0,104800000.0,,65300000.0,,,-51100000.0,,0.0,100000.0,-6500000.0,,244600000.0,,,263400000.0,,,-19500000.0,127100000.0,,-12800000.0,184300000.0,-8000000.0,,,,3500000.0,-203400000.0,,0.0,4100000.0,100000.0,,,687900000.0,,,31600000.0,0.0,,18000000.0,-20300000.0,422500000.0,,-203400000.0,1200000.0,200600000.0,,211168000.0,,,383800000.0,24200000.0,-12100000.0,161300000.0,,,-131500000.0,-26600000.0,,,136500000.0,,130200000.0,,,460600000.0,,3700000.0,229700000.0,,330500000.0,258200000.0,,479400000.0,,200600000.0,,244600000.0,724000000.0,,,4100000.0,-900000.0,,196800000.0,,,-2700000.0,5600000.0,109900000.0,-6200000.0,,,,137000000.0,6800000.0,2200000.0,15600000.0,-48000000.0,38700000.0,-12300000.0,-12300000.0,,65300000.0,,1110400000.0,53600000.0,,,263400000.0,89200000.0,196800000.0,0.0,202400000.0,2700000.0,38200000.0,,724000000.0,-2100000.0,184300000.0,0.0,,,258200000.0,,,100000.0,,,,100000.0,0.02,31600000.0,202400000.0,,6000000.0,-1000000.0,,-12300000.0,,,-9000000.0,-1600000.0,,100000.0,113700000.0,113700000.0,460600000.0,-1700000.0,3800000.0,,69100000.0,3800000.0,127100000.0,76900000.0,479400000.0,,,,,,,,,,,,,,,,,,,,,,
917740800,,-3600000.0,55500000.0,,,,,,,,,-32400000.0,,,,,,95900000.0,90300000.0,,61200000.0,,,,,100000.0,100000.0,,,,,,266300000.0,,,,125700000.0,,,,500000.0,,,,13500000.0,-208200000.0,,900000.0,,,,,,,,,,,,1300000.0,,,,,199900000.0,-10100000.0,,,,,,5600000.0,147100000.0,,,98600000.0,-5000000.0,,0.00375,-90100000.0,,-99700000.0,,,,,1000000.0,250800000.0,,333900000.0,349400000.0,,560100000.0,,,,258000000.0,818100000.0,,,,,213333333.0,196800000.0,,,0.0,5600000.0,-95100000.0,,,,,154900000.0,,,7900000.0,,,800000.0,800000.0,,,,,,,,,82400000.0,,,202400000.0,,,,,800000.0,216700000.0,0.0,,,,,,,0.00375,,,100000.0,,141100000.0,,,5000000.0,-100000.0,,800000.0,,,-8300000.0,-1500000.0,213333333.0,,,128600000.0,551800000.0,,3700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
