date,annualTotalNonCurrentAssets,annualNetPPE,quarterlyOperatingExpense,trailingGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,annualOtherIncomeExpense,quarterlyCashAndCashEquivalents,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,annualGrossProfit,quarterlyDilutedEPS,annualEbitda,quarterlyCapitalStock,annualCashFlowFromContinuingFinancingActivities,quarterlyBeginningCashPosition,quarterlyTaxProvision,quarterlyNetPPE,quarterlyRepaymentOfDebt,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,trailingChangeInCashSupplementalAsReported,annualChangeInInventory,trailingCashFlowFromContinuingFinancingActivities,annualGrossPPE,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyAccumulatedDepreciation,quarterlyCurrentDebt,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,annualBeginningCashPosition,quarterlyNetOtherFinancingCharges,annualDilutedAverageShares,annualPurchaseOfBusiness,annualDilutedEPS,annualIncomeTaxPayable,trailingOtherIncomeExpense,annualOtherNonCurrentLiabilities,quarterlyOtherIntangibleAssets,trailingSellingGeneralAndAdministration,annualInvestingCashFlow,quarterlyGrossPPE,trailingOperatingExpense,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOperatingExpense,quarterlySaleOfInvestment,quarterlyIncomeTaxPayable,trailingCapitalExpenditure,annualAccumulatedDepreciation,quarterlyOperatingCashFlow,annualPurchaseOfInvestment,quarterlyChangeInCashSupplementalAsReported,trailingInvestingCashFlow,annualCapitalExpenditure,annualChangesInAccountReceivables,quarterlyBasicAverageShares,trailingCashDividendsPaid,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,trailingInterestExpense,trailingNetIncomeContinuousOperations,quarterlyAccountsPayable,annualNonCurrentDeferredTaxesLiabilities,quarterlyChangeInWorkingCapital,annualBasicAverageShares,trailingNetIncome,trailingPurchaseOfBusiness,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,annualNetOtherFinancingCharges,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,quarterlyEbitda,annualInventory,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,annualChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,annualInterestExpense,annualRepaymentOfDebt,trailingChangeInWorkingCapital,annualCapitalStock,annualGoodwill,annualStockBasedCompensation,quarterlyCurrentLiabilities,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentAssets,quarterlyCashDividendsPaid,annualOperatingIncome,annualOtherShortTermInvestments,trailingFreeCashFlow,quarterlyDepreciationAndAmortization,annualTotalRevenue,quarterlyOtherNonCashItems,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualAccountsPayable,annualChangeInWorkingCapital,quarterlySellingGeneralAndAdministration,annualOtherCurrentAssets,annualTaxProvision,annualTotalLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingTotalRevenue,annualEndCashPosition,trailingCostOfRevenue,quarterlyPurchaseOfInvestment,trailingEndCashPosition,quarterlyTotalRevenue,trailingPretaxIncome,annualNetIncomeContinuousOperations,quarterlyBasicEPS,trailingTaxProvision,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,annualCashDividendsPaid,annualPretaxIncome,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,trailingOperatingIncome,annualCostOfRevenue,quarterlyNetIncomeCommonStockholders,annualNetIncome,annualFreeCashFlow,quarterlyTotalNonCurrentAssets,annualCurrentDebt,quarterlyTotalAssets,quarterlyNetIncome,annualOtherNonCurrentAssets,quarterlyNetIncomeContinuousOperations,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualLongTermDebt,annualOtherNonCashItems,annualRepurchaseOfCapitalStock,annualCurrentAssets,quarterlyOtherCurrentAssets,annualTotalAssets,annualStockholdersEquity,annualCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyCurrentAccruedExpenses,quarterlyNetOtherInvestingChanges,annualDepreciationAndAmortization,trailingNetIncomeCommonStockholders,annualBasicEPS,quarterlyStockholdersEquity,annualRetainedEarnings,annualCurrentLiabilities,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyNonCurrentDeferredTaxesLiabilities,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyInvestingCashFlow,quarterlyDilutedAverageShares,quarterlyGrossProfit,annualSaleOfInvestment,annualCommonStockIssuance,quarterlyEndCashPosition,trailingRepurchaseOfCapitalStock,trailingBasicAverageShares,quarterlyInvestmentsAndAdvances,quarterlyChangesInAccountReceivables,trailingCommonStockIssuance,annualResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue,trailingOtherNonCashItems,annualNonCurrentDeferredRevenue,annualInvestmentsAndAdvances,trailingBasicEPS,trailingDilutedEPS,trailingRepaymentOfDebt,quarterlyResearchAndDevelopment,trailingStockBasedCompensation,quarterlyChangeInAccountPayable,trailingPurchaseOfInvestment,annualCurrentDeferredRevenue,trailingChangesInAccountReceivables,trailingNetOtherInvestingChanges,trailingChangeInInventory,trailingChangeInAccountPayable,trailingSaleOfInvestment,trailingDeferredIncomeTax,quarterlyCurrentDeferredRevenue,trailingResearchAndDevelopment,trailingDilutedAverageShares
2003-03-31,,,343800000.0,,,,,125200000.0,,273600000.0,,0.45,,169300000.0,,347700000.0,15200000.0,1253000000.0,,108700000.0,,,,,,50100000.0,,-830600000.0,529900000.0,-656800000.0,-24700000.0,,0.0,,,,,,,4930800000.0,,,2083600000.0,,,,-146600000.0,,,,,,-252700000.0,,-222500000.0,,,,336703297.0,,165400000.0,0.0,,,692100000.0,,-388000000.0,,,,,,,,,217000000.0,,148400000.0,1400000.0,,,,,,,,,2640200000.0,,3103300000.0,-28800000.0,,,,51600000.0,,,,,,,343800000.0,,,,3581800000.0,3693400000.0,,,,,,2198700000.0,,,0.455,,,,,,6333600000.0,-277400000.0,,,153200000.0,,,6834800000.0,,9938100000.0,153200000.0,,93500000.0,,0.0,1604800000.0,,,,,0.0,,,,1348900000.0,,1689500000.0,,1203600000.0,-6600000.0,1418200000.0,-5400000.0,,,,3604500000.0,,,2088600000.0,,,,,684100000.0,340444444.0,509200000.0,,,125200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-06-30,,,398000000.0,,,,,108100000.0,,273700000.0,,0.405,,169700000.0,,125200000.0,25000000.0,1243200000.0,,178100000.0,,,,,,44000000.0,,-830600000.0,699300000.0,-105200000.0,-25400000.0,,0.0,,,,,,,4983500000.0,,,2073800000.0,,,,3679500000.0,,,,,,107500000.0,,-11600000.0,,,,339756098.0,,219500000.0,0.0,,,727000000.0,,-108100000.0,,,,,,,,,269100000.0,,165600000.0,12300000.0,,,,,,,,,2835400000.0,,3255700000.0,-28800000.0,,,,49600000.0,,,,,,,398000000.0,,,,,3540800000.0,,,,,,2525100000.0,,,0.41,,,,,,6376200000.0,82100000.0,,,139300000.0,,,6969700000.0,,10225400000.0,139300000.0,,153100000.0,,743000000.0,1704600000.0,,,,,0.0,,,,1505400000.0,,1907600000.0,,1222400000.0,2600000.0,1409100000.0,699600000.0,,,,3849200000.0,,,1836200000.0,,,,,-20200000.0,343950617.0,617500000.0,,,108100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-09-30,,,376000000.0,,,,,191100000.0,,336200000.0,,0.44,,172800000.0,,108100000.0,24900000.0,1227500000.0,,178200000.0,,,,,,42400000.0,,-830600000.0,611500000.0,-47900000.0,-24000000.0,,0.0,,,,,,,4996900000.0,,,2058100000.0,,,,3911100000.0,,,,,,126200000.0,,83000000.0,,,,343555556.0,,222400000.0,10200000.0,,,665400000.0,,51000000.0,,,,,,,,,264900000.0,,145100000.0,129700000.0,,,,,,,,,2696400000.0,,3200200000.0,-32600000.0,,,,42500000.0,,-16500000.0,,,,,376000000.0,,,,,3393500000.0,,,,,,2519500000.0,,,0.45,,,,,,6089900000.0,102200000.0,,,154600000.0,,,6972600000.0,,10172800000.0,154600000.0,,153300000.0,,748200000.0,1612100000.0,,,,,15200000.0,,,,1447100000.0,,1921100000.0,,1103300000.0,-1800000.0,1409300000.0,41100000.0,,,,4082900000.0,,,1781400000.0,,,,,8900000.0,351363636.0,598400000.0,,,191100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-31,7126300000.0,1213100000.0,428700000.0,,459600000.0,5070900000.0,12400000.0,457700000.0,148100000.0,459600000.0,2405200000.0,,1060900000.0,174500000.0,-851900000.0,191100000.0,31100000.0,1213100000.0,,227100000.0,,,199200000.0,,2043700000.0,40100000.0,,-830600000.0,800700000.0,-42000000.0,-33800000.0,342200000.0,0.0,344652406.0,,1.87,,,1479100000.0,5070900000.0,,815200000.0,2043700000.0,,-20800000.0,,-270500000.0,1538300000.0,,,,-830600000.0,167100000.0,,266600000.0,,-107900000.0,,,,263900000.0,0.0,,,738900000.0,,-49800000.0,341909814.0,,,,,0.0,,0.0,314200000.0,1009100000.0,1900000.0,67700000.0,115500000.0,,176500000.0,,,174500000.0,,,3053000000.0,-270500000.0,3538600000.0,-33000000.0,866900000.0,1900000.0,,50300000.0,9876200000.0,,2997700000.0,,738900000.0,-494900000.0,428700000.0,0.0,94200000.0,6050700000.0,3978700000.0,2997700000.0,,457700000.0,,,,2665900000.0,,593500000.0,,,-1300000.0,457700000.0,-123200000.0,687700000.0,6050700000.0,133300000.0,,7471000000.0,197400000.0,644500000.0,40200000.0,7126300000.0,800700000.0,10664900000.0,197400000.0,842300000.0,196000000.0,1538300000.0,842300000.0,1479100000.0,1518600000.0,,,3538600000.0,0.0,10664900000.0,4493300000.0,1513400000.0,1712800000.0,,1973300000.0,644500000.0,1009100000.0,18400000.0,1513400000.0,-736600000.0,194000000.0,,1.885,4493300000.0,3978700000.0,3053000000.0,1518600000.0,,,1712800000.0,,142400000.0,,692600000.0,147600000.0,211100000.0,457700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-31,,,373100000.0,,,,,210800000.0,,211800000.0,,0.51,,175700000.0,,457700000.0,25800000.0,1140300000.0,,190800000.0,,,,,,40900000.0,,-830600000.0,799500000.0,-179800000.0,-23600000.0,,0.0,,,,,,,5046300000.0,,,1970900000.0,,,-205600000.0,-265000000.0,,,,,,-53600000.0,,-246900000.0,,,,348543689.0,,236900000.0,31800000.0,,,696800000.0,,-235800000.0,,,,,,,,,285800000.0,,1000000.0,55900000.0,,,,,,,,,3000100000.0,,3508400000.0,-33200000.0,,,,48900000.0,,-23800000.0,,,,,373100000.0,,,,,3102200000.0,,,,,,2292000000.0,,,0.515,,,,,,6102300000.0,-77200000.0,,,179500000.0,,,7085600000.0,,10594000000.0,179500000.0,,165000000.0,,899000000.0,1579400000.0,,,,,157800000.0,,,,1662100000.0,,1682000000.0,,1083500000.0,-5200000.0,1472000000.0,2000000.0,,,,4491700000.0,,,1522800000.0,,,,,-13400000.0,351960784.0,610000000.0,,,210800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-30,,,376800000.0,,,,,390700000.0,,390700000.0,,0.815,,176600000.0,,210800000.0,42900000.0,1111800000.0,,293300000.0,,,,,,40000000.0,,-830600000.0,691600000.0,-268800000.0,-44000000.0,,0.0,,,,,,,5030200000.0,,,1942400000.0,,,-10200000.0,-284400000.0,,,,,,300300000.0,,178000000.0,,,,346909091.0,,334500000.0,1000000.0,,,740500000.0,,-66400000.0,,,,,,,,,386800000.0,,,35000000.0,,,,,,,,,2803500000.0,,3580900000.0,-32900000.0,,,,52300000.0,,59900000.0,,,,,376800000.0,,,,,3025900000.0,,,,,,2713900000.0,,,0.825,,,,,,5829400000.0,256300000.0,,,286200000.0,,,7008500000.0,,10589400000.0,286200000.0,,250400000.0,,866500000.0,1659300000.0,,,,,13300000.0,,,,1767700000.0,,2002600000.0,,1051200000.0,-1200000.0,1370400000.0,0.0,,,,4760000000.0,,,1366600000.0,,,,,171800000.0,351165644.0,711300000.0,,,390700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-30,,,351000000.0,,,,,440700000.0,,440700000.0,,0.68,,176700000.0,,390700000.0,42000000.0,997100000.0,,247600000.0,,,,,,35700000.0,,-830600000.0,621700000.0,-184700000.0,2400000.0,,0.0,,,,,,,4771800000.0,,,1827700000.0,,,-66800000.0,-262500000.0,,,,,,230800000.0,,92400000.0,,,,347153285.0,,278200000.0,350900000.0,,,658800000.0,,14100000.0,,,,,,,,,304100000.0,,,7600000.0,,,,,,,,,2883000000.0,,4181200000.0,-43300000.0,,,,25900000.0,,-20400000.0,,,,,351000000.0,,,,,2967700000.0,,,,,,2368000000.0,,,0.685,,,,,,5850700000.0,233200000.0,,,237800000.0,,,6588500000.0,,10769700000.0,237800000.0,,205600000.0,,819600000.0,1611300000.0,,,,,850500000.0,,,,1577800000.0,,1738800000.0,,1026500000.0,5100000.0,1251600000.0,-400000.0,,,,4919000000.0,,,1356400000.0,,,,,17100000.0,349705882.0,629200000.0,,,440700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-12-31,6804900000.0,1013200000.0,383400000.0,,1703700000.0,4829200000.0,17000000.0,1703700000.0,753200000.0,1703700000.0,2539600000.0,,1294700000.0,173100000.0,-807200000.0,440700000.0,39400000.0,1013200000.0,,261700000.0,,,-174800000.0,,1843800000.0,37000000.0,,-830600000.0,612800000.0,-173900000.0,-43400000.0,436100000.0,0.0,350705036.0,,3.475,,,1536300000.0,4829200000.0,,1328900000.0,1843800000.0,,-59200000.0,-73300000.0,62800000.0,1419300000.0,,,,-830600000.0,275700000.0,,1244100000.0,,-108600000.0,,,,297900000.0,0.0,,,684000000.0,,124100000.0,346714083.0,,,,,0.0,,0.0,345200000.0,1058800000.0,,72200000.0,1267600000.0,,153100000.0,,,173100000.0,,,2876900000.0,62800000.0,4609700000.0,-43200000.0,1120300000.0,,,47300000.0,9393600000.0,,2803900000.0,,684000000.0,-164000000.0,383400000.0,0.0,138400000.0,5680800000.0,5028300000.0,2803900000.0,,1703700000.0,,,,2459000000.0,,829800000.0,,,7600000.0,1703700000.0,-152600000.0,968200000.0,5680800000.0,232300000.0,,6854000000.0,515200000.0,1218700000.0,644600000.0,6804900000.0,612800000.0,11414600000.0,515200000.0,962500000.0,222300000.0,1419300000.0,962500000.0,1536300000.0,1267600000.0,,-355900000.0,4609700000.0,0.0,11414600000.0,5733800000.0,1580100000.0,1498400000.0,,1777700000.0,1218700000.0,1058800000.0,16800000.0,1580100000.0,6000000.0,174400000.0,,3.515,5733800000.0,5028300000.0,2876900000.0,1267600000.0,,,1498400000.0,,1153400000.0,,681300000.0,,170700000.0,1703700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-03-31,,,351200000.0,,,,,1024500000.0,,1024500000.0,,0.64,,171500000.0,,1703700000.0,35300000.0,1085700000.0,,267600000.0,,,,,,36600000.0,,-830600000.0,689800000.0,-254600000.0,-29100000.0,,0.0,,,,,,,5193300000.0,,,1916300000.0,,,-242700000.0,-22300000.0,,,,,,-74000000.0,,-679200000.0,,,,345891473.0,,296900000.0,0.0,,,752000000.0,,-343400000.0,,,,,,,,,348800000.0,,,63700000.0,,,,,,,,,2966700000.0,,4376700000.0,-43100000.0,,,,51900000.0,,-5400000.0,,,,,351200000.0,,,,5522100000.0,2894600000.0,,,,,,2458800000.0,,,0.645,,,,,,5861300000.0,-103100000.0,,,223100000.0,,,7155900000.0,,11532600000.0,223100000.0,,232300000.0,,876900000.0,1562200000.0,,,,,0.0,,,,1713200000.0,,1810700000.0,,1248300000.0,7300000.0,1524900000.0,1400000.0,,,,5671300000.0,,,1332400000.0,,,,,-349500000.0,348593750.0,648100000.0,,,1024500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-30,,,361300000.0,,,,,915600000.0,,915600000.0,,0.835,,168600000.0,,1024500000.0,59800000.0,1073000000.0,,351600000.0,,,,,,37700000.0,,-830600000.0,983900000.0,-175800000.0,-29100000.0,,0.0,,,,,,,5256800000.0,,,1903600000.0,,,-299200000.0,-150100000.0,,,,,,198400000.0,,-108900000.0,,,,337751479.0,,379100000.0,0.0,,,772700000.0,,-108500000.0,,,,,,,,,425200000.0,,,5800000.0,,,,,,,,,3197600000.0,,4272700000.0,-42200000.0,,,,46100000.0,,-40400000.0,,,,,361300000.0,,,,5539800000.0,2796900000.0,,,,,,2759500000.0,,,0.845,,,,,,5994500000.0,169300000.0,,,285400000.0,,,7280100000.0,,11552800000.0,285400000.0,,291800000.0,,950300000.0,1607200000.0,,,,,0.0,,,,1786100000.0,,2019100000.0,,1210800000.0,10200000.0,1441000000.0,3100000.0,,,,5558300000.0,,,1189700000.0,,,,,-103500000.0,341796407.0,740400000.0,,,915600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-30,,,354600000.0,,,,,732100000.0,,884800000.0,,0.75,,333900000.0,,915600000.0,58000000.0,1091800000.0,,314100000.0,,,,,,35500000.0,,-830600000.0,993400000.0,-201500000.0,-23300000.0,,0.0,,,,,,,5285100000.0,,,1922400000.0,,,-155500000.0,-166800000.0,,,,,,298300000.0,,-153700000.0,,,,334473684.0,,340000000.0,0.0,,,722900000.0,,-15300000.0,,,,,,,,,386100000.0,,152700000.0,8800000.0,,,,,,,,,3146800000.0,,4240200000.0,-53900000.0,,,,46100000.0,,11400000.0,,,,,354600000.0,,,,5440700000.0,2785400000.0,,,,,,2615300000.0,,,0.76,,,,,,5932200000.0,275000000.0,,,254200000.0,,,7299800000.0,,11540000000.0,254200000.0,,256100000.0,,922900000.0,1594700000.0,,,,,0.0,,,,1764600000.0,,1920700000.0,,1230300000.0,9600000.0,1430500000.0,2300000.0,,,,5607800000.0,,,1190700000.0,,,,,-269200000.0,338933333.0,694600000.0,,,732100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-12-31,7508200000.0,1076000000.0,373900000.0,,1037100000.0,5231900000.0,53000000.0,880600000.0,809100000.0,1037100000.0,2802800000.0,,1557500000.0,330700000.0,-875700000.0,732100000.0,51600000.0,1076000000.0,,324500000.0,,,600000.0,,1994800000.0,34500000.0,,-918800000.0,932700000.0,-243800000.0,-30300000.0,1703100000.0,0.0,341165049.0,,3.09,,,1610400000.0,5231900000.0,,-741700000.0,1994800000.0,,64000000.0,-139800000.0,-127600000.0,1441000000.0,,,,-918800000.0,386400000.0,-153200000.0,119300000.0,,-111800000.0,,,,345700000.0,0.0,,,812500000.0,,44400000.0,337884615.0,,,,,0.0,,0.0,397300000.0,1128800000.0,156500000.0,12600000.0,-822500000.0,,144300000.0,,,330700000.0,,,3199700000.0,-127600000.0,4248200000.0,-52900000.0,1361800000.0,156500000.0,,51600000.0,10546900000.0,,2794700000.0,,812500000.0,-422800000.0,373900000.0,0.0,204700000.0,5994400000.0,5558900000.0,2794700000.0,,880600000.0,,-3700000.0,,2713300000.0,,1053100000.0,,,7600000.0,880600000.0,-192100000.0,1257800000.0,5994400000.0,356100000.0,,7744100000.0,291500000.0,1054200000.0,697300000.0,7508200000.0,932700000.0,11756400000.0,291500000.0,1200300000.0,272900000.0,1441000000.0,1200300000.0,1610400000.0,1184300000.0,,-837200000.0,4248200000.0,0.0,11756400000.0,5762000000.0,1454500000.0,1679000000.0,,1993700000.0,1054200000.0,1128800000.0,26000000.0,1454500000.0,800000.0,195700000.0,,3.12,5762000000.0,5558900000.0,3199700000.0,1184300000.0,,,1679000000.0,,-19500000.0,,719600000.0,,90900000.0,880600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-03-31,,,371900000.0,,,,,778000000.0,,824700000.0,,0.76,,328400000.0,,880600000.0,47700000.0,1085800000.0,,310000000.0,,,,,,34800000.0,,-918800000.0,929200000.0,-183800000.0,-34100000.0,,0.0,,,,,,,795400000.0,,,2004600000.0,,,-163500000.0,5573200000.0,,109800000.0,,,,23100000.0,,-102600000.0,,,,328831169.0,,341100000.0,0.0,,,896200000.0,,-297700000.0,,,,,,,,,389500000.0,,46700000.0,45700000.0,,,,,,,,,3315900000.0,,4407600000.0,-52300000.0,,,,48400000.0,,,,,,,371900000.0,,,,,2769900000.0,,,,,,2711000000.0,,,0.77,,,,,,6085800000.0,-11000000.0,,,253200000.0,,,7579800000.0,,11987400000.0,253200000.0,,262300000.0,,1221700000.0,1589100000.0,,,,,0.0,,,,1900600000.0,4476900000.0,1998000000.0,,1246900000.0,3700000.0,1490500000.0,-500000.0,,,,5901600000.0,,,1180800000.0,,,,,51100000.0,333157895.0,713000000.0,,,778000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-30,,,410000000.0,,,,,258700000.0,,259300000.0,,0.95,,324800000.0,,778000000.0,62900000.0,1202600000.0,,384900000.0,,,,,,30400000.0,,-918800000.0,467500000.0,-709800000.0,-56800000.0,,0.0,,,,,,,719300000.0,,,2121400000.0,,,-220200000.0,700000.0,,46100000.0,,,,193000000.0,,-519300000.0,,,,326562500.0,,416500000.0,0.0,,,932700000.0,,-88600000.0,,,,,,,,,464600000.0,,600000.0,35700000.0,,,,,,,,,2921300000.0,,4031300000.0,-52700000.0,,,,48100000.0,,,,,,,410000000.0,,,,5735500000.0,2776400000.0,,,,,,3041900000.0,,,0.96,,,,,,5697700000.0,136200000.0,,,313500000.0,,,7727400000.0,,11758700000.0,313500000.0,,322000000.0,,1283500000.0,1605000000.0,,,,,0.0,,,,2071600000.0,4522000000.0,2215400000.0,,1297700000.0,-1200000.0,1521100000.0,-1400000.0,,,,6061000000.0,,,1171400000.0,,,,,-13400000.0,330000000.0,826500000.0,,,258700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-09-30,,,364400000.0,,,,,265400000.0,,266300000.0,,0.76,,308900000.0,,258700000.0,72400000.0,1231400000.0,,326400000.0,,,,,,31000000.0,,-918800000.0,908400000.0,-224100000.0,-55500000.0,,0.0,,,,,,,715600000.0,,,2150200000.0,,,-610300000.0,22000000.0,,0.0,,,,297600000.0,,6700000.0,,,,316623377.0,,357700000.0,0.0,,,962700000.0,,-11500000.0,,,,,,,,,407000000.0,,900000.0,2800000.0,,,,,,,,,3369500000.0,,4038500000.0,-57500000.0,,,,49300000.0,,-6400000.0,,,,,364400000.0,,,,5349100000.0,2730400000.0,,,,,,2766000000.0,,,0.77,,,,,,6099900000.0,242100000.0,,,243800000.0,,,7741400000.0,,11779900000.0,243800000.0,,254000000.0,,1252300000.0,1559300000.0,,,,,0.0,,,,2017300000.0,4542100000.0,2043900000.0,,1386700000.0,-300000.0,1498400000.0,-500000.0,,,,5680000000.0,,,1171100000.0,,,,,-69300000.0,320789474.0,722100000.0,,,265400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-31,8050000000.0,1276300000.0,398000000.0,,363000000.0,736200000.0,5900000.0,362300000.0,972200000.0,363000000.0,2985100000.0,,1631500000.0,306800000.0,-1358700000.0,265400000.0,48800000.0,1276300000.0,,278700000.0,,,-116100000.0,,2448500000.0,35600000.0,,-1172200000.0,1079400000.0,-241000000.0,-65900000.0,880600000.0,0.0,322656250.0,,3.2,,,2222300000.0,736200000.0,,-161200000.0,2448500000.0,,-59300000.0,-102300000.0,-358100000.0,1544300000.0,-100000.0,,,-1172200000.0,458500000.0,,96900000.0,,-212300000.0,,,,325500000.0,0.0,,,1026800000.0,,211000000.0,319659443.0,,,,,0.0,,0.0,370400000.0,1320300000.0,700000.0,11500000.0,-518300000.0,,131800000.0,,,306800000.0,4604800000.0,,3613600000.0,-358100000.0,4095900000.0,-55100000.0,1440800000.0,700000.0,,44900000.0,11409300000.0,-3400000.0,3127500000.0,,1026800000.0,-186800000.0,398000000.0,0.0,231700000.0,6741100000.0,5456100000.0,3127500000.0,,362300000.0,,,,2890400000.0,,1068300000.0,,,400000.0,362300000.0,-217600000.0,1300000000.0,6741100000.0,392600000.0,,8424200000.0,221900000.0,1032500000.0,759900000.0,8050000000.0,1079400000.0,12145900000.0,221900000.0,1432700000.0,229900000.0,1544300000.0,1432700000.0,2222300000.0,905200000.0,23400000.0,-1096300000.0,4095900000.0,0.0,12145900000.0,5404800000.0,1507400000.0,1996200000.0,4604800000.0,2166900000.0,1032500000.0,1320300000.0,3700000.0,1507400000.0,2800000.0,190700000.0,,3.23,5404800000.0,5456100000.0,3613600000.0,905200000.0,,,1996200000.0,,-129600000.0,,723500000.0,155800000.0,95700000.0,362300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-03-31,,,415200000.0,,,,,304600000.0,,305200000.0,,0.7,,305300000.0,,355800000.0,44500000.0,1149500000.0,,261000000.0,,,,,,35600000.0,,-1172200000.0,1186800000.0,-42000000.0,-47000000.0,,0.0,,,,,,,731500000.0,,,2321700000.0,,,-133600000.0,-316200000.0,,100000.0,,,,45800000.0,,-51200000.0,,,,306338028.0,,299900000.0,198300000.0,,,922700000.0,,-112500000.0,,,,,,,,,343500000.0,,600000.0,44700000.0,,,,,,,,,3551200000.0,,4578400000.0,-55300000.0,,,,43600000.0,,11900000.0,,,,,415200000.0,,,,5397000000.0,3473700000.0,,,,,,2668100000.0,,,0.71,,,,,,7024900000.0,-1200000.0,,,217500000.0,,,7832600000.0,,12411000000.0,217500000.0,,216500000.0,,1417100000.0,2570700000.0,,,,,628800000.0,,,,1860600000.0,4534500000.0,1953000000.0,,1249500000.0,-3300000.0,1243400000.0,-100000.0,,,,5386100000.0,,,903000000.0,,,,,-57300000.0,310714286.0,715100000.0,,,304600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-06-30,,,360800000.0,,,,,460200000.0,,460900000.0,,3.17,,293400000.0,,304600000.0,43900000.0,873300000.0,,251900000.0,,,,,,30800000.0,,-1172200000.0,686700000.0,-1186700000.0,-10800000.0,,0.0,,,,,,,707000000.0,,,2045500000.0,,,-712900000.0,-153700000.0,,0.0,,,,152400000.0,,238300000.0,,,,300342679.0,,274100000.0,1239200000.0,,,685100000.0,,-262500000.0,,,,,,,,,301100000.0,,700000.0,76700000.0,,,,,,,,,3578300000.0,,5664400000.0,-54300000.0,,,,27000000.0,,5900000.0,,,,,360800000.0,,,,5692700000.0,2995600000.0,,,,,,2224600000.0,,,3.21,,,,,,6573900000.0,141600000.0,,,964100000.0,,,6741900000.0,,12406300000.0,964100000.0,,208000000.0,,1284100000.0,2101100000.0,,,,,2130600000.0,,,,1644000000.0,3877500000.0,1589700000.0,,919300000.0,8600000.0,967300000.0,3500000.0,,,,5832400000.0,,,894500000.0,,,,,1265800000.0,304132492.0,634900000.0,,,460200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
