,annualOperatingIncome,annualAccountsPayable,annualResearchAndDevelopment,annualTotalRevenue,trailingFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentLiabilities,quarterlyBasicEPS,quarterlyCurrentAssets,annualOtherCurrentAssets,annualOtherShortTermInvestments,trailingChangeInAccountPayable,quarterlyOtherNonCashItems,quarterlyDepreciationAndAmortization,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlySellingGeneralAndAdministration,annualChangeInAccountPayable,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,annualTaxProvision,annualChangeInWorkingCapital,annualTotalLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyBasicAverageShares,trailingTotalRevenue,trailingCostOfRevenue,quarterlyPurchaseOfInvestment,quarterlyTotalRevenue,trailingTaxProvision,annualNetIncomeContinuousOperations,trailingEndCashPosition,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,annualCurrentDebt,annualPretaxIncome,annualCurrentDeferredRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyTotalAssets,annualCostOfRevenue,trailingOperatingIncome,annualFreeCashFlow,quarterlyNetIncomeCommonStockholders,annualNetIncome,quarterlyTotalNonCurrentAssets,annualBasicEPS,quarterlyNetIncomeContinuousOperations,annualOtherNonCurrentAssets,annualSellingGeneralAndAdministration,trailingSaleOfInvestment,quarterlyNetIncome,quarterlyOtherNonCurrentLiabilities,quarterlyDilutedAverageShares,annualRepurchaseOfCapitalStock,trailingPretaxIncome,annualTotalAssets,annualCurrentAssets,annualStockholdersEquity,quarterlyOtherCurrentAssets,annualLongTermDebt,annualNetIncomeCommonStockholders,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,annualDepreciationAndAmortization,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,trailingNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,annualCurrentAccruedExpenses,annualCurrentLiabilities,annualRetainedEarnings,quarterlyStockholdersEquity,quarterlyChangeInInventory,annualSaleOfInvestment,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,annualCommonStockIssuance,trailingOperatingCashFlow,trailingRepurchaseOfCapitalStock,quarterlyEndCashPosition,quarterlyInventory,quarterlyGrossProfit,annualAccountsReceivable,quarterlyInvestingCashFlow,quarterlyOtherIncomeExpense,quarterlyChangeInAccountPayable,quarterlyOperatingExpense,trailingGrossProfit,annualNetPPE,annualTotalNonCurrentAssets,annualOperatingCashFlow,quarterlyCurrentDeferredRevenue,annualOtherIncomeExpense,annualCashCashEquivalentsAndMarketableSecurities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,annualOtherIntangibleAssets,annualGrossProfit,quarterlyCapitalStock,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyRepaymentOfDebt,annualCashFlowFromContinuingFinancingActivities,annualEbitda,annualDilutedAverageShares,quarterlyNetPPE,quarterlyTaxProvision,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,trailingChangeInCashSupplementalAsReported,annualGrossPPE,annualDilutedEPS,annualChangeInInventory,trailingCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,annualOtherNonCashItems,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,trailingDepreciationAndAmortization,quarterlyOtherNonCurrentAssets,annualBasicAverageShares,quarterlyAccumulatedDepreciation,annualIncomeTaxPayable,quarterlyOtherIntangibleAssets,annualOtherNonCurrentLiabilities,annualBeginningCashPosition,annualPurchaseOfBusiness,trailingOtherIncomeExpense,quarterlyDilutedEPS,quarterlyNetOtherFinancingCharges,quarterlySaleOfInvestment,quarterlyIncomeTaxPayable,annualDeferredIncomeTax,annualCapitalExpenditure,annualInvestingCashFlow,trailingInvestingCashFlow,trailingOperatingExpense,annualOperatingExpense,trailingSellingGeneralAndAdministration,quarterlyGrossPPE,trailingCapitalExpenditure,annualPurchaseOfInvestment,quarterlyRepurchaseOfCapitalStock,trailingDeferredIncomeTax,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,annualAccumulatedDepreciation,trailingBeginningCashPosition,quarterlyResearchAndDevelopment,quarterlyChangeInWorkingCapital,trailingPurchaseOfInvestment,trailingNetIncomeContinuousOperations,annualNonCurrentDeferredTaxesLiabilities,trailingInterestExpense,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,trailingNetIncome,quarterlyDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,trailingChangeInInventory,quarterlyStockBasedCompensation,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,quarterlyCommonStockIssuance,trailingStockBasedCompensation,annualNetOtherFinancingCharges,quarterlyOtherShortTermInvestments,annualChangeInCashSupplementalAsReported,quarterlyEbitda,annualInventory,trailingChangeInWorkingCapital,annualRepaymentOfDebt,annualCapitalStock,annualStockBasedCompensation,annualGoodwill,annualInterestExpense,trailingBasicAverageShares,quarterlyInvestmentsAndAdvances,quarterlyChangesInAccountReceivables,trailingCommonStockIssuance,annualChangesInAccountReceivables,trailingPurchaseOfBusiness,annualCashDividendsPaid,quarterlyNonCurrentDeferredRevenue,trailingOtherNonCashItems,annualNonCurrentDeferredRevenue,annualInvestmentsAndAdvances,trailingBasicEPS,trailingDilutedEPS,trailingChangesInAccountReceivables,quarterlyCashDividendsPaid,trailingCashDividendsPaid,trailingResearchAndDevelopment,trailingDilutedAverageShares
1072828800,31119000.0,5215000.0,1384000.0,200013000.0,,1230000.0,19919000.0,,38249000.0,0.0,,,,1038000.0,837000.0,35925000.0,,837000.0,18965000.0,10494000.0,9628000.0,20756000.0,28935000.0,,,,,59486000.0,,20817000.0,,18965000.0,0.0,,31311000.0,,20756000.0,8193000.0,65127000.0,44422000.0,,30914000.0,6837000.0,20817000.0,26878000.0,0.545,6837000.0,2416000.0,123088000.0,,6837000.0,,,-8237000.0,,65127000.0,38249000.0,44371000.0,0.0,,20817000.0,13421000.0,14704000.0,,3877000.0,0.0,,,,14704000.0,19919000.0,28935000.0,44371000.0,-1332000.0,,,,3504000.0,,,18965000.0,14069000.0,46065000.0,,-1615000.0,-179000.0,,36223000.0,,20195000.0,26878000.0,35478000.0,,117000.0,18965000.0,18965000.0,18965000.0,4267000.0,155591000.0,19000.0,,10335000.0,,-13737000.0,34996000.0,42638000.0,20195000.0,2866000.0,,9703000.0,,41935000.0,0.49,-4612000.0,,1000.0,,-1616000.0,881000.0,,,2416000.0,38036000.0,-21740000.0,,4267000.0,,6686000.0,,,,0.0,,,-170000.0,-4564000.0,-9857000.0,,,124472000.0,,41935000.0,,,0.0,,9809000.0,8630000.0,-21740000.0,,298000.0,1975000.0,,,,,9842000.0,0.0,,-329000.0,1230000.0,5215000.0,,,0.0,,881000.0,,0.0,,12279000.0,10880000.0,14069000.0,,,19000.0,,,49000.0,,,,,,,,,,,,,,,,,,
1080691200,,,,,,,21395000.0,0.16,34875000.0,,,,,1026000.0,,36874000.0,,740000.0,,,,,29461000.0,38754000.0,,,,61775000.0,,,,,,,,,22135000.0,5778000.0,65077000.0,,,,6213000.0,,30202000.0,,6213000.0,,,,6213000.0,,41706000.0,,,,,,0.0,,,15058000.0,16069000.0,,,0.0,,,,,,,42942000.0,-1007000.0,,,,,,,14861000.0,14715000.0,46717000.0,,-4152000.0,99000.0,,37452000.0,,,,,,,,14861000.0,14861000.0,,,19000.0,,18965000.0,,,,,22020000.0,3201000.0,,9414000.0,,,,,,,,-2017000.0,-8026000.0,,,2495000.0,,-21740000.0,,5687000.0,,,,,0.15,0.0,,,,,,,,,,43760000.0,,,,,7795000.0,-4104000.0,,,578000.0,16000.0,,,,,9265000.0,0.0,,108000.0,1353000.0,5326000.0,,,,,222000.0,,,,,10291000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1088553600,,,,,,,19300000.0,0.195,32699000.0,,,,,1229000.0,,39212000.0,,772000.0,,,,,32169000.0,38398000.0,,,,67246000.0,,,,,,,,,20072000.0,5743000.0,64949000.0,,,,7413000.0,,32250000.0,,7413000.0,,,,7413000.0,,41046000.0,,,,,,0.0,,,16195000.0,,,,0.0,,,,,,,44877000.0,973000.0,,,,,,,13798000.0,13574000.0,51051000.0,,-3316000.0,-37000.0,,39819000.0,,,,,,,,13798000.0,13798000.0,,,19000.0,,14861000.0,,,,,24062000.0,3818000.0,,11231000.0,,,,,,,,-3332000.0,-6378000.0,,,2498000.0,,-23718000.0,,5690000.0,,,,,0.18,8248000.0,,,,,,,,,,47780000.0,,,,,9075000.0,-1063000.0,,,607000.0,248000.0,,,,,11232000.0,15197000.0,,66000.0,1142000.0,4103000.0,,,,,271000.0,,,,,12461000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1096502400,,,,,,,26647000.0,0.21,43309000.0,,,,,1175000.0,,39351000.0,,911000.0,,,,,35193000.0,38104000.0,,,,68673000.0,,,,,,,,,27558000.0,13696000.0,75285000.0,,,,7996000.0,,31976000.0,,7996000.0,,,,7996000.0,0.0,40592000.0,,,,,,0.0,,,16732000.0,,,,0.0,,,,,,,47727000.0,-3707000.0,,911000.0,,,,,21445000.0,16195000.0,51941000.0,,-817000.0,-569000.0,,39801000.0,,,,,,,,21445000.0,21445000.0,,,19000.0,,13798000.0,,,,,23689000.0,3631000.0,,11627000.0,,,,,,,,-825000.0,-6293000.0,,,2597000.0,,-24906000.0,,5690000.0,,,,,0.195,0.0,,,,,,,,,,48595000.0,,,-6754000.0,,14521000.0,7647000.0,,,450000.0,5244000.0,,,,,12140000.0,18618000.0,,-515000.0,1374000.0,8029000.0,,,,,461000.0,,,,,13315000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1104451200,44846000.0,5106000.0,2031000.0,272824000.0,,1475000.0,22750000.0,,40823000.0,0.0,,,,1410000.0,1071000.0,43688000.0,,1071000.0,15067000.0,14302000.0,863000.0,23821000.0,34496000.0,,,,,75130000.0,,30777000.0,,15067000.0,0.0,,45079000.0,,23821000.0,6014000.0,71664000.0,66822000.0,,31231000.0,9155000.0,30777000.0,30841000.0,0.805,9155000.0,1957000.0,159125000.0,,9155000.0,0.0,,-34941000.0,,71664000.0,40823000.0,47843000.0,0.0,,30777000.0,18837000.0,17644000.0,,4840000.0,0.0,,,,17644000.0,22750000.0,34496000.0,47843000.0,-1091000.0,,1071000.0,,1418000.0,,,15067000.0,17722000.0,56293000.0,,-778000.0,168000.0,,44084000.0,,23194000.0,30841000.0,38183000.0,,-339000.0,15067000.0,15067000.0,15067000.0,5690000.0,206002000.0,19000.0,,21445000.0,,-33523000.0,49686000.0,40830000.0,23194000.0,3652000.0,,12807000.0,,49653000.0,0.755,-4832000.0,,,,-778000.0,-12826000.0,,,1957000.0,38326000.0,-26459000.0,,5690000.0,0.0,18965000.0,,,,0.0,,,-29000.0,-6952000.0,-9063000.0,,,161156000.0,,49653000.0,,,-13290000.0,,6792000.0,-6378000.0,-26459000.0,,396000.0,-4645000.0,,,1071000.0,,12209000.0,0.0,,312000.0,1475000.0,5106000.0,,,0.0,,464000.0,,0.0,,-3898000.0,13619000.0,17722000.0,,,19000.0,,,,,,,,,,,,,,,,,,,,,
1112227200,,,,,,,23647000.0,0.235,53285000.0,,,,,1348000.0,,44399000.0,,1571000.0,,,,,43424000.0,38136000.0,,,,76578000.0,,,,,,,,,25218000.0,5941000.0,85478000.0,,,,8928000.0,,32193000.0,,8928000.0,,,,8928000.0,0.0,39942000.0,,,,,,0.0,,,18010000.0,18526000.0,,,0.0,,,,,,,60260000.0,-5497000.0,,1571000.0,,,,,22033000.0,22624000.0,58568000.0,,-1596000.0,61000.0,,44998000.0,,,,,,,,22033000.0,22033000.0,,,19000.0,,15067000.0,,,,,23473000.0,4807000.0,,13735000.0,,,,,,,,-1596000.0,1537000.0,,,3030000.0,,-27666000.0,,5690000.0,,,,,0.225,0.0,,,,,,,,,,51139000.0,,,,,7537000.0,6966000.0,,,599000.0,-3617000.0,,,,,13570000.0,0.0,,234000.0,842000.0,5121000.0,,,,,1537000.0,,,,,14918000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1120089600,,,,,,,25520000.0,0.25,50083000.0,,,,,1476000.0,,47079000.0,,1495000.0,,,,,41914000.0,37896000.0,,,,82015000.0,,,,,,,,,27015000.0,13335000.0,81818000.0,,,,9543000.0,,31735000.0,,9543000.0,,,,9543000.0,0.0,39642000.0,,,,,,0.0,,,19499000.0,20706000.0,,,0.0,,,,,,,54803000.0,952000.0,,1495000.0,,,,,20428000.0,22044000.0,62516000.0,,-1088000.0,-67000.0,,47768000.0,,,,,,,,20428000.0,20428000.0,,,19000.0,,22033000.0,,,,,23233000.0,5138000.0,,14681000.0,,,,,,,,-1092000.0,-14987000.0,,,2812000.0,,-28402000.0,,5690000.0,,,,,0.24,0.0,,,,,,,,,,51635000.0,,,,,14427000.0,-1605000.0,,,689000.0,4182000.0,,,,,14748000.0,0.0,,-178000.0,735000.0,4814000.0,,,,,14000.0,,,,,16224000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1128038400,,,,,,,26246000.0,0.265,63450000.0,,,,,1529000.0,,47301000.0,,1495000.0,,,,,51956000.0,37734000.0,,,,82225000.0,,,,,,,,,27741000.0,9821000.0,94741000.0,,,,10042000.0,,31291000.0,,10042000.0,,,,10042000.0,,39510000.0,,,,,,465000.0,,,19760000.0,4533000.0,,,0.0,,,,,,,67000000.0,-4534000.0,,,,,,,31321000.0,25518000.0,62465000.0,,-967000.0,37000.0,,47852000.0,,,,,1614000.0,,,31321000.0,31321000.0,,,19000.0,,20428000.0,,,,,22737000.0,4743000.0,,14785000.0,,,,,,8000.0,,-980000.0,1139000.0,,,2864000.0,,-29246000.0,,5690000.0,,,,,0.255,0.0,,,,,,,,,,51983000.0,,,0.0,,10801000.0,10893000.0,,,551000.0,-1714000.0,,,,,14613000.0,13161000.0,,-311000.0,879000.0,6938000.0,,,,,1139000.0,,,,,16142000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1135987200,58363000.0,4955000.0,2339000.0,327742000.0,,839000.0,26556000.0,,41830000.0,0.0,,,,1551000.0,1414000.0,50245000.0,,1414000.0,10579000.0,19856000.0,1911000.0,27970000.0,35720000.0,,,,,86924000.0,,38994000.0,,10579000.0,0.0,,58850000.0,,27970000.0,14610000.0,73708000.0,78016000.0,,43707000.0,10481000.0,38994000.0,31878000.0,1.035,10481000.0,2886000.0,189024000.0,,10481000.0,,,-49199000.0,,73708000.0,41830000.0,45738000.0,0.0,,38994000.0,20747000.0,21601000.0,,5904000.0,-1406000.0,,,,21601000.0,26556000.0,35720000.0,45738000.0,2659000.0,,,,2961000.0,,,10579000.0,22223000.0,66177000.0,,-2047000.0,-3000.0,,50745000.0,,23302000.0,31878000.0,48018000.0,,-62000.0,10579000.0,10579000.0,10579000.0,5690000.0,249726000.0,18000.0,,31321000.0,,-46238000.0,64267000.0,39442000.0,23302000.0,5168000.0,,15649000.0,,52907000.0,0.99,-6420000.0,,1000.0,,-643000.0,-33927000.0,,,2886000.0,37746000.0,-29605000.0,,5690000.0,,15067000.0,,,,0.0,,,-631000.0,-4311000.0,-5698000.0,,,191363000.0,,52907000.0,,,-34198000.0,,15253000.0,-20742000.0,-29605000.0,,500000.0,3060000.0,,,,,15432000.0,0.0,,-376000.0,839000.0,4955000.0,,,0.0,,271000.0,,0.0,,-4488000.0,16983000.0,22223000.0,,,18000.0,,,12000.0,,,,,,,,,,,,,,,,,,
1143763200,,,,,,,30276000.0,0.26,56398000.0,,,,,1464000.0,,53054000.0,,832000.0,,,,,45280000.0,36920000.0,,,,89651000.0,,,,,,,,,31108000.0,13890000.0,88348000.0,,,,9560000.0,,31950000.0,,9560000.0,,,,9560000.0,,38456000.0,,,,,,952000.0,,,21338000.0,2829000.0,5690000.0,,0.0,,,,,,,57240000.0,44000.0,,,,,,,25505000.0,21295000.0,68313000.0,,-1487000.0,153000.0,,53786000.0,,,,,2904000.0,,,25505000.0,25505000.0,,,19000.0,,10579000.0,,,,,23489000.0,5262000.0,,14822000.0,,,,,,,,-1487000.0,951000.0,,,2771000.0,,-30684000.0,,,,,,,0.25,212000.0,,,,,,,,,,54173000.0,,,,,15377000.0,14926000.0,,,732000.0,3425000.0,,,,,14527000.0,18891000.0,,-603000.0,713000.0,5652000.0,,,,,739000.0,,,,,15991000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1151625600,,,,,,,30782000.0,0.285,38211000.0,,,,,1460000.0,,55445000.0,,69000.0,,,,,31211000.0,36298000.0,,,,93911000.0,,,,,,,,,30851000.0,13244000.0,70290000.0,,,,10344000.0,,32079000.0,,10344000.0,,,,10344000.0,,37554000.0,,,,,,0.0,,,22276000.0,9027000.0,5690000.0,,0.0,,,,,,,39439000.0,296000.0,,,,,,,9173000.0,20458000.0,71635000.0,,-1617000.0,177000.0,,56275000.0,,,,,3307000.0,,,9173000.0,9173000.0,,,18000.0,,25505000.0,,,,,23777000.0,5352000.0,,15696000.0,,,,,,10000.0,,-1617000.0,-29458000.0,,,2612000.0,,-31814000.0,,,,,,,0.275,620000.0,,,,,,,,,,55591000.0,,,,,14861000.0,-16332000.0,,,830000.0,1688000.0,,,,,15360000.0,12145000.0,,-118000.0,790000.0,6303000.0,,,,,68000.0,,,,,16820000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1159574400,,,,,,,34882000.0,0.285,53022000.0,,,,2415000.0,1325000.0,,56381000.0,,,,,,,39110000.0,35560000.0,,,,95187000.0,,,,,,,,,34882000.0,11627000.0,86825000.0,,,,10223000.0,,33803000.0,,10223000.0,,,,10223000.0,,36972000.0,,,,,,1498000.0,,,22188000.0,5481000.0,5690000.0,,0.0,,,,,,,51943000.0,-2237000.0,,,,,,,20977000.0,22497000.0,72999000.0,,-3157000.0,-73000.0,,57262000.0,,,,,2797000.0,,,20977000.0,20977000.0,,,18000.0,,9173000.0,,,,,25764000.0,5582000.0,,15805000.0,,,,,,,,-3174000.0,55000.0,,,2349000.0,,-32711000.0,,,,,,,0.275,1277000.0,,,,,,,,,,58475000.0,,,-2959000.0,,14801000.0,11804000.0,,,881000.0,3588000.0,,,,,15737000.0,17676000.0,,-588000.0,819000.0,8928000.0,,,,,1737000.0,,,,,17062000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1167523200,62343000.0,10241000.0,3197000.0,374190000.0,,355000.0,39805000.0,,60615000.0,1676000.0,,,-1000000.0,1313000.0,,54225000.0,,,27029000.0,22488000.0,12724000.0,39805000.0,44251000.0,,,,,95441000.0,,41266000.0,,27029000.0,-660000.0,,63754000.0,3902000.0,39805000.0,10721000.0,100002000.0,89545000.0,,49482000.0,11139000.0,41266000.0,39387000.0,1.145,11139000.0,3374000.0,219105000.0,,11139000.0,,,-40958000.0,,100002000.0,60615000.0,60197000.0,1676000.0,,41266000.0,23743000.0,7022000.0,5690000.0,5562000.0,-660000.0,,,,7022000.0,39805000.0,44251000.0,60197000.0,-327000.0,,,,3547000.0,,,27029000.0,22483000.0,71698000.0,,-5419000.0,610000.0,,54979000.0,,30323000.0,39387000.0,60520000.0,3902000.0,867000.0,27029000.0,27029000.0,27029000.0,,284645000.0,18000.0,,20977000.0,,-32448000.0,67905000.0,37448000.0,30323000.0,6292000.0,,17431000.0,,63653000.0,1.1,-2224000.0,,106000.0,2273000.0,-4760000.0,-3996000.0,,,3374000.0,36106000.0,-33330000.0,,,,10579000.0,,,,2854000.0,,,-1304000.0,-11038000.0,-11680000.0,,,222302000.0,,63653000.0,,,-7853000.0,,15481000.0,6052000.0,-33330000.0,,754000.0,4023000.0,,,,,16719000.0,18640000.0,,5000.0,355000.0,10241000.0,,,18640000.0,,1003000.0,,4963000.0,,16450000.0,18032000.0,22483000.0,,,18000.0,,5690000.0,110000.0,,,,,,,,,,,,,,,,,,
1175299200,,,,,,,39266000.0,0.325,63895000.0,,,,1307000.0,1286000.0,,61074000.0,,,,,,,52243000.0,35792000.0,,,,102567000.0,,,,,,,,,39266000.0,7456000.0,111021000.0,,,,11686000.0,,47126000.0,,11686000.0,,,,11686000.0,,36926000.0,,,,,,2247000.0,,,22587000.0,4204000.0,5690000.0,,30000.0,,,,,,,71755000.0,243000.0,,,,,,,32496000.0,21900000.0,79980000.0,,-8733000.0,170000.0,,62048000.0,,,,,3394000.0,,,32496000.0,32496000.0,,,18000.0,,27029000.0,,,,,37979000.0,6717000.0,,18403000.0,,,,,,6000.0,,-8782000.0,-2041000.0,,,3457000.0,,-33983000.0,,,,,,,0.315,784000.0,,,,,,,,,,71962000.0,,,-5022000.0,,16238000.0,5467000.0,,,974000.0,2266000.0,,,,,17932000.0,24467000.0,,-339000.0,438000.0,7201000.0,,,,,2197000.0,,,,,19218000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1183161600,,,,,,,79017000.0,0.34,43933000.0,,,,1832000.0,1171000.0,,65811000.0,,,,,,,13213000.0,33418000.0,,,,107542000.0,,,,,,,,,79017000.0,10872000.0,95968000.0,,,,11314000.0,,52035000.0,,11407000.0,,,,11314000.0,,34326000.0,,,,,,5655000.0,,,22443000.0,7053000.0,5690000.0,,-35000.0,,,,,,,16951000.0,-217000.0,,,,,,,9876000.0,20810000.0,85099000.0,,-5520000.0,303000.0,,66713000.0,,,,,4468000.0,,,9876000.0,9876000.0,,,16000.0,,32496000.0,,,,,42293000.0,6966000.0,,18373000.0,,,,,,403000.0,,-5489000.0,-33397000.0,34515000.0,,4052000.0,,-34401000.0,,,,,,,0.33,60000.0,,,,,,,,,,76694000.0,,,-67976000.0,,16361000.0,-22620000.0,,,902000.0,2662000.0,,,,,18386000.0,23644000.0,,-659000.0,608000.0,9337000.0,,,,,4000.0,,,,,19557000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1191110400,,,,,,,40417000.0,0.35,45617000.0,,,,1596000.0,1142000.0,,66074000.0,,36298000.0,,,,,19049000.0,32346000.0,,,,106181000.0,,,,,,,,,76715000.0,6806000.0,101648000.0,,,,11258000.0,,56031000.0,,11663000.0,,,,11258000.0,1673000.0,33226000.0,,,,,,2561000.0,,,21960000.0,8070000.0,5690000.0,,-571000.0,,,,,,,24933000.0,1489000.0,,,34625000.0,,,,11718000.0,21058000.0,84221000.0,,-4562000.0,253000.0,,66938000.0,,,,,4315000.0,,,11718000.0,11718000.0,,,16000.0,,9876000.0,,,,,45838000.0,5350000.0,,17013000.0,,,,,,576000.0,,-4737000.0,-5361000.0,,,4503000.0,,-35625000.0,,,,,,,0.34,227000.0,,,,,,,,,,81463000.0,,,-6582000.0,,11543000.0,1842000.0,,,864000.0,-2297000.0,,,,,17283000.0,20122000.0,,-142000.0,1037000.0,7910000.0,,,,,884000.0,,,,,18425000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1199059200,70701000.0,8111000.0,3363000.0,423149000.0,,989000.0,40185000.0,,45992000.0,1830000.0,,,211000.0,1734000.0,30305000.0,68259000.0,,30305000.0,12865000.0,25243000.0,3135000.0,70490000.0,30108000.0,,,,,108748000.0,,45929000.0,,12865000.0,-543000.0,,71172000.0,4302000.0,70490000.0,5821000.0,109128000.0,87891000.0,,30955000.0,11059000.0,45317000.0,63136000.0,1.355,11059000.0,5385000.0,261194000.0,,11059000.0,2305000.0,,-79580000.0,,109128000.0,45992000.0,38638000.0,1830000.0,28000000.0,45317000.0,22902000.0,10139000.0,5690000.0,5333000.0,33000.0,,,,10139000.0,40185000.0,30108000.0,38638000.0,1166000.0,,,28000000.0,3148000.0,,,12865000.0,19439000.0,85846000.0,,-7195000.0,-4000.0,,68926000.0,,52061000.0,63136000.0,57219000.0,4302000.0,722000.0,12865000.0,12865000.0,12865000.0,,335258000.0,16000.0,,11718000.0,,-45900000.0,76034000.0,34412000.0,52061000.0,6144000.0,,17203000.0,,88520000.0,1.315,2681000.0,,-179000.0,4946000.0,-7256000.0,-5101000.0,,,5385000.0,33468000.0,-36459000.0,,,2305000.0,27029000.0,,,,1461000.0,,,-1565000.0,-26264000.0,-26010000.0,,,264557000.0,,88520000.0,,,0.0,,13077000.0,1147000.0,-36459000.0,,667000.0,504000.0,,,,,16920000.0,17633000.0,,-425000.0,989000.0,8111000.0,,,17633000.0,,63000.0,,2532000.0,,-14164000.0,18654000.0,19439000.0,,,16000.0,,5690000.0,806000.0,,,,,,,,,,,,,,,,,,
1206921600,,,,,,,37586000.0,0.23,50706000.0,,,,575000.0,1609000.0,,67138000.0,,30728000.0,,,,,37655000.0,32726000.0,,,,101570000.0,,,,,,,,,68314000.0,2980000.0,118016000.0,,,,7547000.0,,67310000.0,,7547000.0,,,,7547000.0,2728000.0,32918000.0,,,,,,2049000.0,,,21502000.0,,5690000.0,,29000.0,,,,,,,49702000.0,-1571000.0,,,28000000.0,,,,17566000.0,21080000.0,80068000.0,,-5929000.0,70000.0,,68111000.0,,,,,,,,17566000.0,17566000.0,,,16000.0,,12865000.0,,,,,55888000.0,4339000.0,,11886000.0,,,,,,239000.0,,-6080000.0,1443000.0,,,5732000.0,,-37471000.0,,,,,,,0.23,1113000.0,,,,,,,,,,93359000.0,,,,,9060000.0,4701000.0,,,973000.0,348000.0,,,,,11957000.0,29654000.0,,-927000.0,1575000.0,7932000.0,,,,,330000.0,,,,,13566000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1214784000,,,,,,,42079000.0,0.31,44276000.0,,,,1655000.0,1562000.0,,70738000.0,,12655000.0,,,,,47803000.0,32786000.0,,,,109208000.0,,,,,,,,,54734000.0,10633000.0,116145000.0,,,,10148000.0,,71869000.0,,10148000.0,,,,10148000.0,2820000.0,32920000.0,,,,,,-2000.0,,,21884000.0,,5690000.0,,12000.0,,,,,,,61411000.0,-992000.0,,,9835000.0,,,,9982000.0,22038000.0,87324000.0,,-5493000.0,-27000.0,,71356000.0,,,,,,,,9982000.0,9982000.0,,,16000.0,,17566000.0,,,,,60163000.0,5755000.0,,15903000.0,,,,,,123000.0,,-5502000.0,-18232000.0,,,6016000.0,,-37471000.0,,,,,,,0.31,-85000.0,,,,,,,,,,97634000.0,,,,,16135000.0,-7584000.0,,,618000.0,3620000.0,,,,,15968000.0,33326000.0,,-864000.0,1833000.0,8753000.0,,,,,18000.0,,,,,17530000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1222732800,,,,,,,44259000.0,0.255,49780000.0,,,,1179000.0,1723000.0,,71360000.0,,33486000.0,,,,,33361000.0,32062000.0,,,,107176000.0,,,,,,,,,77745000.0,9426000.0,121142000.0,,,,8139000.0,,71362000.0,,8139000.0,,,,8139000.0,2836000.0,32266000.0,,,,,,3149000.0,,,22228000.0,8030000.0,5690000.0,,524000.0,,,,,,,43397000.0,-1183000.0,,,30650000.0,,,,13699000.0,22011000.0,84948000.0,,-2958000.0,-410000.0,,72194000.0,,,,,7842000.0,,,13699000.0,13699000.0,,,16000.0,,9982000.0,,,,,59392000.0,4126000.0,,12265000.0,,,,,,84000.0,,-3499000.0,-5859000.0,,,6280000.0,,-36794000.0,,,,,,,0.25,1197000.0,,,,,,,,,,96186000.0,,,,,12925000.0,3717000.0,,,834000.0,1699000.0,,,,,12754000.0,19003000.0,,188000.0,408000.0,9384000.0,,,,,194000.0,,,,,14477000.0,,,,,,,,,,,,,,,,,,,,,,,,,
