date,annualFreeCashFlow,annualCommonStockIssuance,quarterlyCurrentAssets,quarterlyRetainedEarnings,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,quarterlyDepreciationAndAmortization,annualBasicAverageShares,annualChangeInAccountPayable,annualGainsLossesNotAffectingRetainedEarnings,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,annualAccountsPayable,annualOtherCurrentAssets,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,annualChangeInWorkingCapital,annualOperatingIncome,annualEndCashPosition,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentLiabilities,trailingCostOfRevenue,trailingNetIncome,trailingTaxProvision,trailingPretaxIncome,trailingEndCashPosition,quarterlyPurchaseOfInvestment,annualNetOtherInvestingChanges,quarterlyOtherNonCurrentLiabilities,annualCashAndCashEquivalents,quarterlyDilutedAverageShares,quarterlyFreeCashFlow,annualNetIncomeContinuousOperations,annualCurrentDeferredRevenue,annualCostOfRevenue,annualPretaxIncome,annualBasicEPS,annualNetIncome,quarterlyNetIncomeCommonStockholders,annualCashDividendsPaid,trailingOperatingIncome,quarterlyTotalNonCurrentAssets,annualCurrentDebt,quarterlyTotalAssets,annualSellingGeneralAndAdministration,quarterlyGrossProfit,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualOtherNonCurrentAssets,annualDilutedAverageShares,annualOtherNonCashItems,annualLongTermDebt,annualCurrentAssets,annualDepreciationAndAmortization,annualRepurchaseOfCapitalStock,quarterlyOtherCurrentAssets,quarterlyBasicEPS,annualStockholdersEquity,quarterlyOtherIncomeExpense,annualRetainedEarnings,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualTotalAssets,quarterlyInventory,quarterlyAccountsReceivable,annualTaxProvision,quarterlyNetOtherInvestingChanges,annualNetIncomeCommonStockholders,annualCurrentAccruedExpenses,trailingNetIncomeCommonStockholders,annualCurrentLiabilities,quarterlyNonCurrentDeferredTaxesLiabilities,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyCurrentAccruedExpenses,quarterlyOperatingExpense,quarterlyCashDividendsPaid,quarterlyCostOfRevenue,quarterlyChangeInInventory,annualDilutedEPS,quarterlyChangeInAccountPayable,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIncomeExpense,quarterlyCapitalStock,annualNetPPE,trailingGrossProfit,annualOperatingCashFlow,annualRepaymentOfDebt,annualGrossProfit,annualTotalNonCurrentAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyStockholdersEquity,quarterlyCashAndCashEquivalents,annualEbitda,quarterlyBeginningCashPosition,quarterlyRepaymentOfDebt,trailingRepaymentOfDebt,quarterlyBasicAverageShares,quarterlyPretaxIncome,trailingCashFlowFromContinuingFinancingActivities,quarterlyChangesInAccountReceivables,annualChangeInInventory,trailingChangeInCashSupplementalAsReported,quarterlyAccumulatedDepreciation,quarterlyCurrentDebt,quarterlyCapitalExpenditure,annualGrossPPE,quarterlyInterestExpense,trailingDepreciationAndAmortization,annualOtherNonCurrentLiabilities,annualBeginningCashPosition,quarterlyNetOtherFinancingCharges,trailingOtherIncomeExpense,annualAccumulatedDepreciation,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyRepurchaseOfCapitalStock,annualOperatingExpense,annualIncomeTaxPayable,quarterlyGrossPPE,trailingOperatingExpense,quarterlyOperatingCashFlow,annualInvestingCashFlow,annualDeferredIncomeTax,trailingSellingGeneralAndAdministration,quarterlyCashFlowFromContinuingFinancingActivities,trailingInvestingCashFlow,trailingDeferredIncomeTax,annualCapitalExpenditure,quarterlyCommonStockIssuance,trailingCapitalExpenditure,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyTotalRevenue,trailingNetIncomeContinuousOperations,trailingInterestExpense,quarterlyIncomeTaxPayable,trailingCashDividendsPaid,quarterlyAccountsPayable,annualNonCurrentDeferredTaxesLiabilities,annualChangesInAccountReceivables,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,annualInventory,quarterlyTaxProvision,quarterlyNetPPE,annualNetOtherFinancingCharges,annualCashFlowFromContinuingFinancingActivities,annualOtherCurrentLiabilities,trailingChangeInInventory,quarterlyDilutedEPS,quarterlyEbitda,annualChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,annualCapitalStock,quarterlyChangeInCashSupplementalAsReported,annualTotalRevenue,trailingChangeInWorkingCapital,trailingChangesInAccountReceivables,annualStockBasedCompensation,annualInterestExpense,annualResearchAndDevelopment,trailingBasicAverageShares,quarterlyNonCurrentDeferredRevenue,trailingStockBasedCompensation,quarterlySaleOfInvestment,annualInvestmentsAndAdvances,trailingRepurchaseOfCapitalStock,annualSaleOfInvestment,quarterlyOtherShortTermInvestments,quarterlyInvestmentsAndAdvances,trailingPurchaseOfBusiness,trailingOtherNonCashItems,trailingDilutedEPS,trailingNetOtherInvestingChanges,annualOtherIntangibleAssets,trailingNetOtherFinancingCharges,quarterlyPurchaseOfBusiness,annualGoodwill,annualPurchaseOfBusiness,trailingBasicEPS,trailingResearchAndDevelopment,annualPurchaseOfInvestment,trailingCommonStockIssuance,annualOtherShortTermInvestments,annualNonCurrentDeferredRevenue,trailingSaleOfInvestment,trailingPurchaseOfInvestment,quarterlyOtherIntangibleAssets,quarterlyGoodwill,quarterlyResearchAndDevelopment,trailingDilutedAverageShares
1986-01-31,,,,,,-123574000.0,,,,,,,,,,3331917000.0,,,,,,3061037000.0,32967000.0,6906000.0,39873000.0,74262000.0,,,,,18959520.0,,,,,,,,,,54021000.0,,,,,,,,2300000,,,,,,,,,,0.12006,,,,,,,,,,,,,32457000.0,,,12158000.0,,,,179592000.0,,,,,,,,,,,,270880000.0,,,,,,,,,,,-70000000.0,18959520.0,,-93292000.0,,,-214022000.0,,,,,,127176000.0,,,,-11298000.0,,,,,,,216859000.0,,,,198958000.0,,-300322000.0,15757000.0,,,-303166000.0,31700000,,31700000,32967000.0,3692000.0,,-28532000.0,,,,,,288284000.0,,,,,,,-24190000.0,0.12006,31700000,,,,,,-6643000.0,695000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18959520.0,,,,,,,,,,,,,,,,,,1900000,,,,,,,,,,0.10005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18959520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32300000,,32300000,,,,,,,,,,,,,,,,,,0.10005,32300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18959520.0,,,,,,,,,,,,,,,,,,5100000,,,,,,,,,,0.27347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18959520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42300000,,42300000,,,,,,,,,,,,,,,,,,0.27347,42300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-10-31,0.0,,33300000.0,30900000.0,14100000.0,,,19014883.0,,,7900000.0,,,900000.0,,,,29400000.0,0.0,7900000.0,6200000.0,,,,,,,,100000.0,11200000.0,,,15600000.0,,109100000.0,29800000.0,0.82041,15600000.0,,,,20100000.0,200000.0,53400000.0,8200000.0,,300000.0,14100000.0,6300000,,300000.0,19014883.0,,2500000.0,33300000.0,,,900000.0,,39300000.0,,30900000.0,,,53400000.0,12900000.0,,14200000.0,,15600000.0,,,6200000.0,5300000.0,,,2500000.0,,,,,,,,0.82041,,11200000.0,700000.0,,19800000.0,,0.0,,41900000.0,20100000.0,11200000.0,39300000.0,11200000.0,33700000.0,,,,,,,,,,-25900000.0,200000.0,,45700000.0,,,100000.0,0.0,,,-25900000.0,,,12500000.0,,45700000.0,,,0.0,,,,,,,,,-76900000,6000000.0,44700000,,,,,,5300000.0,,,,,12900000.0,,19800000.0,,,6000000.0,,,-76900000,,,,,151000000.0,,,,200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20398801.0,,,,,,,,,,,,,,,,,,3600000,,,,,,,,,,0.19343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20398801.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36600000,,36600000,,,,,,,,,,,,,,,,,,0.19343,36600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20398801.0,,,,,,,,,,,,,,,,,,2900000,,,,,,,,,,0.15341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20398801.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36700000,,36700000,,,,,,,,,,,,,,,,,,0.15341,36700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20398801.0,,,,,,,,,,,,,,,,,,2200000,,,,,,,,,,0.10672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20398801.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38300000,,38300000,,,,,,,,,,,,,,,,,,0.10672,38300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-10-31,0.0,,45900000.0,40100000.0,11800000.0,,,19633041.0,,,8000000.0,,,2500000.0,,,,17900000.0,0.0,8000000.0,3800000.0,,,,,,,,0.0,23100000.0,,,11000000.0,,118600000.0,19400000.0,0.56028,11000000.0,,,,22500000.0,200000.0,68400000.0,9100000.0,,200000.0,11800000.0,2300000,,200000.0,19633041.0,,2300000.0,45900000.0,,,2500000.0,,56600000.0,,40100000.0,,,68400000.0,13600000.0,,8400000.0,,11000000.0,,,3800000.0,5700000.0,,,2300000.0,,,,,,,,0.56028,,23100000.0,1600000.0,,22300000.0,,0.0,,31400000.0,22500000.0,23100000.0,56600000.0,23100000.0,22300000.0,,,,,,,,,,-29300000.0,200000.0,,51600000.0,,,0.0,0.0,,,-29300000.0,,,13500000.0,,51600000.0,,,0.0,,,,,,,,,-93700000,3600000.0,38400000,,,,,,5700000.0,,,,,13600000.0,,22300000.0,,,3600000.0,,,-93700000,,,,,150000000.0,,,,100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20398801.0,,,,,,,,,,,,,,,,,,200000,,,,,,,,,,0.00667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20398801.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33700000,,33700000,,,,,,,,,,,,,,,,,,0.00667,33700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20398801.0,,,,,,,,,,,,,,,,,,800000,,,,,,,,,,0.04002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20398801.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37600000,,37600000,,,,,,,,,,,,,,,,,,0.04002,37600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20398801.0,,,,,,,,,,,,,,,,,,5100000,,,,,,,,,,0.24679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20398801.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45600000,,45600000,,,,,,,,,,,,,,,,,,0.24679,45600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-10-31,0.0,,53200000.0,50200000.0,11600000.0,,,20545283.0,,,3300000.0,,,1500000.0,,,,15400000.0,0.0,3300000.0,8300000.0,,,,,,,,-100000.0,27500000.0,,,11100000.0,,135900000.0,17200000.0,0.54027,11100000.0,,,,25100000.0,100000.0,78300000.0,10000000.0,,100000.0,11600000.0,5000000,,100000.0,20545283.0,,2200000.0,53200000.0,,,1500000.0,,66700000.0,,50200000.0,,,78300000.0,15000000.0,,6100000.0,,11100000.0,,,8300000.0,1200000.0,,,2200000.0,,,,,,,,0.54027,,27500000.0,1800000.0,,25000000.0,,0.0,,29900000.0,25100000.0,27500000.0,66700000.0,27500000.0,19900000.0,,,,,,,,,,-32900000.0,100000.0,,57900000.0,,,-100000.0,0.0,,,-32900000.0,,,14500000.0,,57900000.0,,,0.0,,,,,,,,,-101500000,8200000.0,48900000,,,,,,1200000.0,,,,,15000000.0,,25000000.0,,,8200000.0,,,-101500000,,,,,165800000.0,,,,100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20398801.0,,,,,,,,,,,,,,,,,,2000000,,,,,,,,,,0.10005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20398801.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41900000,,41900000,,,,,,,,,,,,,,,,,,0.10005,41900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20398801.0,,,,,,,,,,,,,,,,,,4000000,,,,,,,,,,0.19343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20398801.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45500000,,45500000,,,,,,,,,,,,,,,,,,0.19343,45500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20398801.0,,,,,,,,,,,,,,,,,,6000000,,,,,,,,,,0.29348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20398801.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50900000,,50900000,,,,,,,,,,,,,,,,,,0.29348,50900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-10-31,9500000.0,,51900000.0,54000000.0,10700000.0,,,20480831.0,,,6800000.0,,2100000.0,1600000.0,,,-1800000.0,20700000.0,0.0,6800000.0,3900000.0,,,,,,,0.0,0.0,25600000.0,,,15300000.0,,147800000.0,23300000.0,0.74704,15300000.0,,-11500000.0,,29300000.0,100000.0,81200000.0,11000000.0,,100000.0,10700000.0,3300000,,100000.0,20480831.0,-100000.0,2100000.0,51900000.0,4800000.0,,1600000.0,,70500000.0,,54000000.0,,,81200000.0,15100000.0,,8000000.0,,15300000.0,,,3900000.0,4700000.0,,,2100000.0,,,,,,,,0.74704,,25600000.0,2800000.0,,29200000.0,,18600000.0,,36500000.0,29300000.0,25600000.0,70500000.0,25600000.0,25500000.0,,,,,,,,-100000.0,,-36400000.0,100000.0,,65600000.0,,,0.0,27500000.0,,,-36400000.0,,,15800000.0,,65600000.0,,,-9000000.0,400000.0,,,,,-9100000.0,,,-117600000,1700000.0,46000000,,,,,2100000.0,4700000.0,,,,,15100000.0,,29200000.0,0.0,-11600000.0,1700000.0,,,-117600000,-1900000.0,,,,184300000.0,,,,100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-01-31,,,51500000.0,53800000.0,,,1300000.0,,,,,,,,2300000.0,,,,,6800000.0,5600000.0,,,,,,,,0.0,,22488756.0,600000.0,,,,,,,600000.0,,,31200000.0,,82700000.0,,3800000.0,100000.0,12400000.0,600000,600000.0,,,,,,,,2100000.0,0.02668,,500000.0,,0.0,-3200000.0,,15100000.0,,,0.0,,,,,4700000.0,,,2100000.0,,,,3600000.0,-700000.0,36000000.0,-100000.0,,,,,,,,,,,,25400000.0,70300000.0,25400000.0,,25600000.0,,,22488756.0,700000.0,,,,,-37600000.0,100000.0,-3200000.0,,,,,,100000.0,,,,,,,68700000.0,,3800000.0,,,,-700000.0,,,,,,200000,300000.0,39800000,,,,,5200000.0,,,1900000.0,,,,100000.0,31100000.0,,,,,0.02668,1500000,,,,-100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-04-30,,,51600000.0,56100000.0,,,1300000.0,,,,,,,,2500000.0,,,,,6800000.0,6000000.0,,,,,,,,100000.0,,20444323.0,1300000.0,,,,,,,3000000.0,,,33800000.0,,85400000.0,,7800000.0,200000.0,12800000.0,3000000,3000000.0,,,,,,,,1900000.0,0.14674,,400000.0,,0.0,-3800000.0,,14900000.0,,,0.0,,,,,4700000.0,,,2000000.0,,,,3800000.0,-700000.0,36000000.0,200000.0,,,,,,,,,,,,26000000.0,72600000.0,26000000.0,,0.0,,,20444323.0,4500000.0,,,,,-38600000.0,100000.0,-3800000.0,,,,,,-100000.0,,,,,,,72200000.0,,5100000.0,,,,-800000.0,,,,,,4000000,300000.0,43800000,,,,,5600000.0,,,800000.0,,,,1500000.0,33600000.0,,,,,0.14674,5300000,,,,500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-07-31,,,53600000.0,58800000.0,,,1300000.0,,,,,,,,2800000.0,,,,,6700000.0,6800000.0,,,,,,,,0.0,,20614693.0,1100000.0,,,,,,,3300000.0,,,35200000.0,,88800000.0,,8600000.0,200000.0,13500000.0,3300000,3300000.0,,,,,,,,1900000.0,0.16008,,500000.0,,0.0,-2800000.0,,16100000.0,,,0.0,,,,,4700000.0,,,2000000.0,,,,4200000.0,-600000.0,39100000.0,-1100000.0,,,,,,,,,,,,26500000.0,75300000.0,26500000.0,,0.0,,,20614693.0,5000000.0,,,,,-39800000.0,100000.0,-2800000.0,,,,,,0.0,,,,,,,74800000.0,,3900000.0,,,,-600000.0,,,,,,4400000,300000.0,47700000,,,,,6400000.0,,,-600000.0,,,,1700000.0,35000000.0,,,,,0.16008,5800000,,,,500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-10-31,2300000.0,,51500000.0,60400000.0,10800000.0,,1500000.0,20362953.0,,,7500000.0,,1200000.0,1600000.0,2600000.0,,-900000.0,11700000.0,0.0,7500000.0,3300000.0,,,,,,,0.0,-100000.0,25100000.0,,-700000.0,9100000.0,,148500000.0,13800000.0,0.44689,9100000.0,2300000.0,-2700000.0,,36200000.0,100000.0,87700000.0,10200000.0,7000000.0,400000.0,10800000.0,2300000,2300000.0,400000.0,20362953.0,200000.0,2000000.0,51500000.0,5400000.0,,1600000.0,,76900000.0,600000.0,60400000.0,0.0,-2200000.0,87700000.0,15600000.0,,4700000.0,0.0,9100000.0,,,3300000.0,5600000.0,,,2000000.0,,,,4100000.0,-700000.0,37400000.0,400000.0,0.44689,,25100000.0,2200000.0,,35800000.0,,14400000.0,,27300000.0,36200000.0,25100000.0,76900000.0,25100000.0,17100000.0,0.0,,,,3700000.0,,,-600000.0,,-41100000.0,100000.0,-2300000.0,76900000.0,0.0,,-100000.0,25600000.0,0.0,,-41100000.0,,,15600000.0,,76900000.0,,1600000.0,-12000000.0,600000.0,,-700000.0,,,-12100000.0,,,2900000,2000000.0,44400000,,,,,1200000.0,5600000.0,,-3000000.0,,,15600000.0,1400000.0,35800000.0,0.0,-2800000.0,2000000.0,,,4400000,-500000.0,,,-1400000.0,175800000.0,,,,100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-01-31,,,52300000.0,60500000.0,,,1500000.0,,,,,-100000.0,,,3000000.0,,,,,7500000.0,6200000.0,,,,,,,,-100000.0,,19990005.0,-300000.0,,,,,,,800000.0,,,38400000.0,,90700000.0,,5300000.0,500000.0,13700000.0,800000,800000.0,,,,,,,,1500000.0,0.04002,,400000.0,,0.0,-3600000.0,,15900000.0,,,0.0,,,,,5600000.0,,,2000000.0,,,,4500000.0,-700000.0,36200000.0,-300000.0,,,,,,,,,,,,24100000.0,77000000.0,24100000.0,,25100000.0,,,19990005.0,1200000.0,,,,,-42500000.0,100000.0,-3600000.0,,,,,,100000.0,,,,,,,80400000.0,,3300000.0,,,,-700000.0,,,,,,800000,100000.0,41500000,,,,,6000000.0,,,1100000.0,,,,400000.0,37900000.0,,,,,0.04002,2300000,,,,-1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-04-30,,,51700000.0,61400000.0,,,1600000.0,,,,,200000.0,,,3300000.0,,,,,7500000.0,6900000.0,,,,,,,,0.0,,19990005.0,-1000000.0,,,,,,,1600000.0,,,40600000.0,,92300000.0,,7000000.0,300000.0,14400000.0,1600000,1600000.0,,,,,,,,1800000.0,0.08004,,400000.0,,0.0,-4000000.0,,17700000.0,,,0.0,,,,,5600000.0,,,1900000.0,,,,4900000.0,-700000.0,36600000.0,-1800000.0,,,,,,,,,,,,22300000.0,77900000.0,22300000.0,,0.0,,,19990005.0,2500000.0,,,,,-43700000.0,100000.0,-4000000.0,,,,,,-100000.0,,,,,,,84000000.0,,3000000.0,,,,-800000.0,,,,,,2100000,0.0,43600000,,,,,6800000.0,,,-400000.0,,,,900000.0,40300000.0,,,,,0.08004,3700000,,,,-1800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-07-31,,,50600000.0,62800000.0,,,1600000.0,,,,,,,,3300000.0,,,,,7500000.0,7300000.0,,,,,,,,0.0,,20989505.0,-1900000.0,,,,,,,2100000.0,,,43500000.0,,94100000.0,,7700000.0,400000.0,14800000.0,2100000,2100000.0,,,,,,,,1700000.0,0.10005,,300000.0,,0.0,-4400000.0,,16900000.0,,,0.0,,,,,5600000.0,,,1900000.0,,,,4900000.0,-600000.0,41800000.0,800000.0,,,,,,,,,,,,19900000.0,79300000.0,19900000.0,,0.0,,,20989505.0,3200000.0,,,,,-45200000.0,100000.0,-4500000.0,,,,,,0.0,,,,,,,88300000.0,,2600000.0,,,,-600000.0,,,,,,2800000,0.0,49500000,,,,,7200000.0,,,-1000000.0,,,,1100000.0,43100000.0,,,,,0.10005,4400000,,,,-2400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-10-31,-3400000.0,,48400000.0,65200000.0,12500000.0,,1700000.0,20716914.0,,,7600000.0,,1800000.0,1700000.0,3000000.0,,-1100000.0,10000000.0,0.0,7600000.0,4900000.0,,,,,,,100000.0,0.0,19000000.0,,-200000.0,7600000.0,,157200000.0,11500000.0,0.36685,7600000.0,3100000.0,-2700000.0,,45800000.0,100000.0,94200000.0,12500000.0,8900000.0,400000.0,12500000.0,3100000,3100000.0,400000.0,20716914.0,-200000.0,1900000.0,48400000.0,6400000.0,,1700000.0,,81700000.0,400000.0,65200000.0,0.0,-3900000.0,94200000.0,16500000.0,,3900000.0,100000.0,7600000.0,,,4900000.0,5700000.0,,,1900000.0,,,,4700000.0,-700000.0,42700000.0,400000.0,0.36685,,19000000.0,1500000.0,,45400000.0,,12700000.0,,28900000.0,45800000.0,19000000.0,81700000.0,19000000.0,16400000.0,0.0,,,,4700000.0,,,-900000.0,,-46300000.0,100000.0,-4000000.0,91700000.0,0.0,,0.0,25100000.0,0.0,,-46300000.0,,,18900000.0,,91700000.0,,3800000.0,-15900000.0,100000.0,,-700000.0,,,-16100000.0,,,4200000,3000000.0,51600000,,,,,1800000.0,5700000.0,,-800000.0,,,16500000.0,1600000.0,45400000.0,0.0,-2800000.0,3000000.0,,,5900000,-6100000.0,,,-900000.0,186100000.0,,,,100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-01-31,,,43700000.0,64900000.0,,,1800000.0,,,,,-100000.0,,,3100000.0,,,,,7600000.0,6000000.0,,,,,,,,0.0,,19990005.0,-4000000.0,,,,,,,400000.0,,,51300000.0,,95000000.0,,5200000.0,500000.0,13600000.0,400000,400000.0,,,,,,,,1800000.0,0.02001,,300000.0,,0.0,-7200000.0,,17500000.0,,,0.0,,,,,5700000.0,,,1900000.0,,,,4900000.0,-700000.0,41200000.0,-900000.0,,,,,,,,,,,,14300000.0,81400000.0,14300000.0,,19000000.0,,,19990005.0,600000.0,,,,,-48000000.0,100000.0,-7200000.0,,,,,,100000.0,,,,,,,98800000.0,,3200000.0,,,,-700000.0,,,,,,300000,0.0,46400000,,,,,5900000.0,,,1100000.0,,,,200000.0,50800000.0,,,,,0.02001,2100000,,,,-4700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-04-30,,,35700000.0,64500000.0,,,1900000.0,,,,,0.0,,,3400000.0,,,,,7500000.0,7100000.0,,,,,,,,0.0,,14992504.0,-10400000.0,,,,,,,300000.0,,,59900000.0,,95600000.0,,5600000.0,500000.0,14600000.0,300000,300000.0,,,,,,,,1700000.0,0.02001,,100000.0,,0.0,-10500000.0,,18700000.0,,,0.0,,,,,5700000.0,,,1800000.0,,,,5200000.0,-700000.0,43500000.0,-1200000.0,,,,,,,,,,,,3200000.0,81000000.0,3200000.0,,0.0,,,14992504.0,500000.0,,,,,-49400000.0,100000.0,-10500000.0,,,,,,-100000.0,,,,,,,108800000.0,,100000.0,,,,-800000.0,,,,,,400000,0.0,49100000,,,,,7000000.0,,,-2100000.0,,,,200000.0,59400000.0,,,,,0.02001,2300000,,,,-11100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-07-31,,,37000000.0,64800000.0,,,2000000.0,,,,,,,,3700000.0,,,,,22500000.0,6000000.0,,,,,,,,0.0,,19276076.0,-13600000.0,,,,,,,900000.0,,,72700000.0,,109700000.0,,7000000.0,600000.0,28500000.0,900000,900000.0,,,,,,,,1800000.0,0.04669,,100000.0,,0.0,-14600000.0,,20300000.0,,,0.0,,,,,5700000.0,,,16800000.0,,,,5600000.0,-600000.0,48100000.0,-1700000.0,,,,,,,,,,,,3900000.0,81200000.0,3900000.0,,0.0,,,19276076.0,1400000.0,,,,,-51400000.0,100000.0,-14600000.0,,100000.0,,,,0.0,,,,,,,123500000.0,,1000000.0,,,,14400000.0,,,,,,1400000,100000.0,55100000,,,,,5800000.0,,,-2000000.0,,,,500000.0,72100000.0,,,,,0.04669,3400000,,,,600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
