,annualOtherCurrentAssets,annualCostOfRevenue,quarterlyOtherNonCashItems,trailingOperatingIncome,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,annualBasicAverageShares,annualCurrentDebt,trailingFreeCashFlow,trailingCommonStockIssuance,annualEndCashPosition,annualTaxProvision,quarterlyCurrentLiabilities,quarterlyCurrentAssets,annualOtherShortTermInvestments,quarterlyCashDividendsPaid,trailingTaxProvision,trailingEndCashPosition,quarterlyRetainedEarnings,quarterlyDepreciationAndAmortization,quarterlyEbitda,annualOperatingIncome,annualAccountsPayable,annualChangeInWorkingCapital,quarterlyFreeCashFlow,annualNetIncomeContinuousOperations,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,quarterlyPurchaseOfInvestment,quarterlyNonCurrentDeferredRevenue,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,annualTotalLiabilitiesNetMinorityInterest,annualInvestmentsAndAdvances,quarterlyOperatingIncome,quarterlyTotalAssets,annualFreeCashFlow,quarterlyNetIncomeCommonStockholders,annualNetIncome,quarterlyDilutedAverageShares,quarterlyTotalNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,annualOperatingExpense,annualGainsLossesNotAffectingRetainedEarnings,annualBasicEPS,annualDilutedAverageShares,annualCurrentAssets,annualAccountsReceivable,annualBeginningCashPosition,annualLongTermDebt,annualCashDividendsPaid,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncomeContinuousOperations,trailingPretaxIncome,annualTotalAssets,annualSellingGeneralAndAdministration,quarterlyOtherCurrentAssets,quarterlyBasicEPS,annualRepurchaseOfCapitalStock,annualOtherNonCurrentAssets,annualOtherNonCashItems,trailingNetIncomeCommonStockholders,annualStockholdersEquity,quarterlyStockholdersEquity,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualNetIncomeCommonStockholders,annualSaleOfInvestment,annualDepreciationAndAmortization,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyInvestingCashFlow,trailingRepurchaseOfCapitalStock,annualCommonStockIssuance,quarterlyGrossProfit,quarterlyEndCashPosition,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyNetIncome,quarterlyChangeInAccountPayable,annualCurrentAccruedExpenses,annualRetainedEarnings,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyInvestmentsAndAdvances,annualDilutedEPS,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,annualCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingOperatingCashFlow,trailingOtherIncomeExpense,quarterlyRepaymentOfDebt,annualCashFlowFromContinuingFinancingActivities,trailingCashFlowFromContinuingFinancingActivities,quarterlyTaxProvision,annualGrossProfit,annualCurrentLiabilities,annualInventory,quarterlyNetPPE,quarterlyPretaxIncome,trailingRepaymentOfDebt,annualOtherIncomeExpense,annualNetPPE,quarterlyBeginningCashPosition,annualTotalNonCurrentAssets,annualEbitda,annualOperatingCashFlow,quarterlyCommonStockIssuance,quarterlyBasicAverageShares,quarterlyCapitalStock,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,annualOtherNonCurrentLiabilities,quarterlyCurrentDebt,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyNetOtherFinancingCharges,quarterlyInterestExpense,annualNonCurrentDeferredTaxesLiabilities,annualChangeInInventory,annualIncomeTaxPayable,quarterlyChangesInAccountReceivables,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherNonCurrentAssets,trailingOtherNonCashItems,quarterlyAccumulatedDepreciation,annualPurchaseOfInvestment,trailingDeferredIncomeTax,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,annualChangesInAccountReceivables,trailingBeginningCashPosition,quarterlyIncomeTaxPayable,annualPretaxIncome,annualDeferredIncomeTax,annualInvestingCashFlow,annualInterestExpense,quarterlySaleOfInvestment,trailingChangesInAccountReceivables,trailingInterestExpense,trailingCashDividendsPaid,quarterlyGrossPPE,trailingNetIncome,annualNonCurrentDeferredRevenue,quarterlyRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,annualAccumulatedDepreciation,trailingChangeInCashSupplementalAsReported,trailingPurchaseOfInvestment,annualGrossPPE,trailingInvestingCashFlow,trailingOperatingExpense,trailingNetIncomeContinuousOperations,quarterlyOtherCurrentLiabilities,trailingCapitalExpenditure,quarterlyOtherShortTermInvestments,quarterlyDilutedEPS,trailingChangeInInventory,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualNetOtherFinancingCharges,annualChangeInCashSupplementalAsReported,trailingChangeInWorkingCapital,annualCapitalExpenditure,trailingGrossProfit,annualRepaymentOfDebt,annualTotalRevenue,quarterlyOtherIntangibleAssets,annualChangeInAccountPayable,annualGoodwill,trailingSellingGeneralAndAdministration,trailingDilutedAverageShares,annualResearchAndDevelopment,annualStockBasedCompensation,quarterlyStockBasedCompensation,quarterlyPurchaseOfBusiness,trailingBasicEPS,trailingChangeInAccountPayable,quarterlyGoodwill,trailingStockBasedCompensation,quarterlyResearchAndDevelopment,trailingNetOtherInvestingChanges,trailingBasicAverageShares,trailingResearchAndDevelopment,trailingSaleOfInvestment,quarterlyCurrentDeferredRevenue,annualCurrentDeferredRevenue,annualPurchaseOfBusiness,trailingPurchaseOfBusiness,trailingDilutedEPS,annualOtherIntangibleAssets
615168000,,,,,,,109000000.0,,,,,,,,1218600000.0,1821200000.0,,,,,4568700000.0,,316300000.0,,,,,,,,,,1174200000.0,,,,232900000.0,10125000000.0,,173800000.0,,526666667.0,8303800000.0,4873300000.0,,,,,,,,,,377800000.0,173800000.0,,,,583900000.0,0.33,,,,,,5182200000.0,748900000.0,,3654700000.0,,,,,,,,,425300000.0,,68300000.0,55300000.0,173800000.0,,,,192400000.0,,,,2657100000.0,619800000.0,,253500000.0,253500000.0,,,,,,102400000.0,,,,7681100000.0,276200000.0,,,,,,,,,526666667.0,,,,,101000000.0,,,12100000.0,,,,,,622700000.0,,-3643700000.0,,,,,,,,,,,,,,,,11324800000.0,,,,,,838800000.0,,,,,,,,278800000.0,,,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623116800,,,158100000.0,,,,112000000.0,,,,,,,,1215500000.0,1780100000.0,,-62700000.0,,,4548200000.0,85500000.0,286000000.0,,,,131700000.0,,,,,,1142000000.0,17600000.0,,,200500000.0,10123100000.0,,150500000.0,,518965517.0,8343000000.0,4897700000.0,,,,,,,,,,390100000.0,150500000.0,,,,619000000.0,0.29,,,,,,5156100000.0,744000000.0,,3682200000.0,,,,-2100000.0,,-162200000.0,,,398000000.0,,65100000.0,40300000.0,150500000.0,,,,197500000.0,3200000.0,,,2698900000.0,593200000.0,,164700000.0,164700000.0,,,-27600000.0,,,78400000.0,,,,7724100000.0,228900000.0,,,,,,,,5400000.0,518965517.0,,,-151000000.0,,100000000.0,-209300000.0,-146600000.0,12100000.0,,,,-15800000.0,,618900000.0,,-3643700000.0,,,-88700000.0,282700000.0,,,,,,,,,,,,11367800000.0,,,-124300000.0,42000000.0,,845400000.0,,,,,,,,270100000.0,,,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631065600,541000000.0,2956500000.0,175100000.0,,3799800000.0,,91600000.0,,518119658.0,97500000.0,,,,326500000.0,1206800000.0,1709700000.0,,-61600000.0,,,4566500000.0,92200000.0,288400000.0,825200000.0,819400000.0,102100000.0,-11200000.0,606200000.0,216300000.0,21800000.0,,,1107900000.0,-7600000.0,5006600000.0,,196200000.0,10244300000.0,455600000.0,148200000.0,606200000.0,,8534600000.0,5006600000.0,754300000.0,,1.17,522586207.0,1709700000.0,,226700000.0,693600000.0,-241900000.0,403200000.0,148200000.0,,10244300000.0,407300000.0,541000000.0,,-363400000.0,652600000.0,645600000.0,,5168600000.0,5168600000.0,727900000.0,,3799800000.0,606200000.0,46100000.0,347000000.0,4400000.0,,-155400000.0,,22500000.0,380000000.0,,64600000.0,31500000.0,148200000.0,,,4566500000.0,183800000.0,500000.0,,1.16,2703000000.0,693600000.0,,216300000.0,216300000.0,,,-24200000.0,-572100000.0,,66800000.0,1579500000.0,1206800000.0,64600000.0,7882000000.0,215000000.0,,158200000.0,7882000000.0,,8534600000.0,1172200000.0,1107200000.0,1300000.0,,,,-250500000.0,403200000.0,97500000.0,-32300000.0,29300000.0,12700000.0,2703000000.0,1600000.0,,43500000.0,216300000.0,652600000.0,,-3963800000.0,,,51500000.0,239300000.0,78200000.0,,,932700000.0,100300000.0,-545500000.0,50700000.0,,,,,11845800000.0,,,-69900000.0,15800000.0,,819400000.0,-3963800000.0,,,11845800000.0,,,,289900000.0,,,,,289900000.0,,-330200000.0,-10400000.0,,-651600000.0,,-111400000.0,4536000000.0,,,,,,,,,,,,,,,,,,,,,,,,
638841600,,,181200000.0,,,,91100000.0,,,,,,,,1275300000.0,1632500000.0,,-60900000.0,,,4534400000.0,91900000.0,295500000.0,,,,121500000.0,,,,-3300000.0,,1138300000.0,34700000.0,,,203600000.0,10298800000.0,,140200000.0,,500714286.0,8666300000.0,5101400000.0,,,,,,,,,,420800000.0,140200000.0,,,,541600000.0,0.28,,,,,,5128500000.0,751700000.0,,3826100000.0,,,,-44600000.0,,-199200000.0,,,386600000.0,,74600000.0,31200000.0,140200000.0,,,,183000000.0,-9900000.0,,,2699400000.0,705900000.0,,108900000.0,108900000.0,,,-22500000.0,,,80100000.0,,,,7945600000.0,220300000.0,,,,216200000.0,,,,3600000.0,500714286.0,,,-139900000.0,,97400000.0,-169500000.0,-108600000.0,14500000.0,,,,-19600000.0,,720700000.0,,-4055700000.0,,,-107300000.0,261400000.0,,,,,,,,2500000.0,,,,12001300000.0,,,-124700000.0,-2800000.0,,805400000.0,,,,,,,,372500000.0,,,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646704000,,,179400000.0,,,,97700000.0,,,,,,,,1521100000.0,1895900000.0,,-59600000.0,,,4480000000.0,93000000.0,320500000.0,,,,55600000.0,,,,-34400000.0,,1179400000.0,-17900000.0,,,227500000.0,10525700000.0,,155900000.0,,487187500.0,8629800000.0,5392300000.0,,,,,,,,,,421300000.0,155900000.0,,,,570700000.0,0.32,,,,,,5064600000.0,761200000.0,,3871200000.0,,,,-5800000.0,,-114700000.0,,,418200000.0,,77000000.0,35100000.0,155900000.0,,,,190700000.0,-2400000.0,,,2706900000.0,743000000.0,,342300000.0,342300000.0,,,-31900000.0,,,91100000.0,,,,7926700000.0,247000000.0,,,,,,,,5000000.0,487187500.0,,,-176200000.0,,381000000.0,116300000.0,175900000.0,15600000.0,,,,1500000.0,,703100000.0,,-4148700000.0,,,233400000.0,231800000.0,,,,,,,,6900000.0,,,,12075400000.0,,,-149700000.0,7400000.0,,843600000.0,,,,,,,,296500000.0,,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654652800,,,180900000.0,,,,97200000.0,,,,,,,,1406900000.0,1825700000.0,,-64600000.0,,,4412000000.0,93000000.0,306700000.0,,,,103100000.0,,,,-56100000.0,,1175000000.0,22400000.0,,,213700000.0,10488100000.0,,142900000.0,,476333333.0,8662400000.0,5435700000.0,,,,,,,,,,450700000.0,142900000.0,,,,480400000.0,0.3,,,,,,4984000000.0,771100000.0,,4028800000.0,,,,91900000.0,,-37900000.0,,,403900000.0,,84100000.0,34400000.0,142900000.0,,,,190200000.0,-7100000.0,,,2695900000.0,882200000.0,,341000000.0,341000000.0,,,-26000000.0,,,83900000.0,,,,7966200000.0,226800000.0,,,,,,,,1800000.0,476333333.0,,,-144500000.0,,260200000.0,-211000000.0,-146400000.0,21300000.0,,,,-14300000.0,,696200000.0,,-4241700000.0,,,-1300000.0,247600000.0,,,,,,,,52900000.0,,,,12207900000.0,,,-166500000.0,-5600000.0,,837200000.0,,,,,,,,309500000.0,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662601600,423600000.0,3024100000.0,180700000.0,,4171600000.0,,125800000.0,,479396552.0,266700000.0,,,,319300000.0,1371800000.0,1746800000.0,,-63100000.0,,,4351200000.0,95100000.0,258400000.0,808100000.0,791600000.0,92200000.0,44800000.0,556100000.0,389700000.0,129700000.0,-8700000.0,,1124300000.0,53000000.0,5543400000.0,,163300000.0,10523000000.0,325000000.0,117100000.0,556100000.0,,8776200000.0,5543400000.0,784800000.0,,1.16,479396552.0,1746800000.0,,216200000.0,1030400000.0,-248200000.0,432800000.0,117100000.0,,10523000000.0,411800000.0,423600000.0,,-576300000.0,648200000.0,722200000.0,,4911900000.0,4911900000.0,740100000.0,,4171600000.0,556100000.0,91900000.0,373000000.0,88200000.0,,-84800000.0,,11000000.0,384200000.0,,80800000.0,44600000.0,117100000.0,,,4351200000.0,220900000.0,3300000.0,,1.16,2708400000.0,1030400000.0,,389700000.0,389700000.0,,,-20400000.0,-384600000.0,,64200000.0,1592900000.0,1371800000.0,80800000.0,8128000000.0,181300000.0,,145300000.0,8128000000.0,,8776200000.0,1181100000.0,994700000.0,600000.0,,,,-209100000.0,432800000.0,266700000.0,-120400000.0,-57300000.0,26600000.0,2708400000.0,-16100000.0,,67500000.0,389700000.0,648200000.0,,-3873100000.0,-102500000.0,,48700000.0,253900000.0,35100000.0,,,875400000.0,-2800000.0,-436600000.0,78000000.0,29600000.0,,,,12001100000.0,,,-135400000.0,-1800000.0,,791600000.0,-3873100000.0,,,12001100000.0,,,,313500000.0,,,,,313500000.0,,-136400000.0,173500000.0,,-669700000.0,,-100800000.0,4617000000.0,,,,,,,,,,,,,,,,,,,,,,,,
670377600,,,185800000.0,,,,96700000.0,,,,,,,,1164900000.0,1682500000.0,,-61800000.0,,,4245000000.0,94900000.0,247100000.0,,,,115500000.0,,,,-73300000.0,,1065300000.0,25800000.0,,,152200000.0,10514000000.0,,100000000.0,,454545455.0,8831500000.0,5648500000.0,,,,,,,,,,452000000.0,100000000.0,,,,498400000.0,0.22,,,,,,4796900000.0,721500000.0,,4483600000.0,,,,-54800000.0,,-219600000.0,,,343800000.0,,84400000.0,30300000.0,100000000.0,,,,191600000.0,-3600000.0,,,2724600000.0,1307000000.0,,361800000.0,361800000.0,,,-131100000.0,,,59200000.0,,,,8160600000.0,159200000.0,,,,389700000.0,,,,4200000.0,454545455.0,,,-114000000.0,,163800000.0,-37800000.0,24000000.0,23300000.0,,,,114800000.0,,670900000.0,,-3968000000.0,,,-27900000.0,229500000.0,,,,,,,,33500000.0,,,,12128600000.0,,,-155200000.0,12800000.0,,686300000.0,,,,,,,,314800000.0,,,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678240000,,,185800000.0,,,,90300000.0,,,,,,,,1154500000.0,1500200000.0,,-60500000.0,,,4133500000.0,95700000.0,300400000.0,,,,90000000.0,,,,,,1113500000.0,16500000.0,,,204700000.0,10369900000.0,,134000000.0,,446666667.0,8869700000.0,5629200000.0,,,,,,,,,,458700000.0,134000000.0,,,,457000000.0,0.3,,,,,,4672400000.0,722800000.0,,4474700000.0,,,,-61600000.0,,-111900000.0,,,390700000.0,,77000000.0,33500000.0,134000000.0,,,,186000000.0,7400000.0,,,2734100000.0,1281900000.0,,210700000.0,210700000.0,,,-29500000.0,,,79700000.0,,,,8208100000.0,213700000.0,,,,,,,,2700000.0,446666667.0,,,-156600000.0,,160300000.0,-285800000.0,-225300000.0,24500000.0,,,,-17600000.0,,661600000.0,,-3968000000.0,,,-151100000.0,246600000.0,,,,,,,,14400000.0,,,,12176100000.0,,,-198500000.0,6000000.0,,707200000.0,,,,,,,,287000000.0,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686188800,,,193500000.0,,,,88700000.0,,,,,,,,1182400000.0,1415700000.0,,-58700000.0,,,4063400000.0,94700000.0,337300000.0,,,,54800000.0,,,,,,1167600000.0,-7100000.0,,,242200000.0,10378700000.0,,150300000.0,,442058824.0,8963000000.0,5718900000.0,,,,,,,,,,482600000.0,150300000.0,,,,458000000.0,0.34,,,,,,4591600000.0,741600000.0,,4536500000.0,,,,64800000.0,,-206100000.0,,,426000000.0,,70700000.0,21200000.0,150300000.0,,,,183800000.0,6300000.0,,,2738200000.0,1315700000.0,,114400000.0,114400000.0,,,-25300000.0,,,87600000.0,,,,8329400000.0,237900000.0,,,,,,,,2100000.0,442058824.0,,,-189800000.0,,213500000.0,-134800000.0,-76100000.0,25500000.0,,,,-17100000.0,,633600000.0,,-3581100000.0,,,-96300000.0,244600000.0,,,,,,,,10200000.0,,,,11910500000.0,,,-171800000.0,2600000.0,,677100000.0,,,,,,,,291800000.0,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694137600,515900000.0,3588700000.0,161000000.0,,4657400000.0,,93600000.0,,424285714.0,408700000.0,,,158200000.0,113900000.0,1340800000.0,1469300000.0,,-57500000.0,,,3563000000.0,96000000.0,-391100000.0,112000000.0,698200000.0,-60000000.0,-157300000.0,29700000.0,158200000.0,-71400000.0,-4200000.0,,1104900000.0,-95200000.0,5998200000.0,,-487100000.0,10148100000.0,103000000.0,-354600000.0,29700000.0,,8678800000.0,5998200000.0,750600000.0,,0.07,424285714.0,1469300000.0,,389700000.0,1300100000.0,-238500000.0,750800000.0,-354600000.0,,10148100000.0,369300000.0,515900000.0,,-635300000.0,306600000.0,726100000.0,,4093400000.0,4093400000.0,1402400000.0,,4657400000.0,29700000.0,212400000.0,381300000.0,-19800000.0,,-7200000.0,,12900000.0,-297500000.0,,70300000.0,46300000.0,-354600000.0,,,3563000000.0,189600000.0,400000.0,,0.07,2606500000.0,1300100000.0,,158200000.0,158200000.0,,,-24500000.0,-449100000.0,,-112600000.0,862600000.0,1340800000.0,70300000.0,8372200000.0,-467200000.0,,131300000.0,8372200000.0,,8678800000.0,493300000.0,762400000.0,3900000.0,,,,-199000000.0,750800000.0,408700000.0,9300000.0,66800000.0,26400000.0,2606500000.0,10500000.0,,47700000.0,158200000.0,306600000.0,,-3962400000.0,-93600000.0,,43800000.0,41700000.0,127800000.0,,,143600000.0,-124100000.0,-544800000.0,99700000.0,154300000.0,,,,12334600000.0,,,-109800000.0,-145500000.0,,698200000.0,-3962400000.0,,,12334600000.0,,,,233900000.0,,,,,233900000.0,,-210600000.0,-231500000.0,,-659400000.0,,-210400000.0,4451300000.0,,,,,,,,,,,,,,,,,,,,,,,,
702000000,,,190200000.0,,,,365300000.0,,,,,,,,1251700000.0,1547700000.0,,-64200000.0,,,3593300000.0,98000000.0,310700000.0,,,,164800000.0,,,,-24100000.0,,1098200000.0,71600000.0,,,212700000.0,10294400000.0,,138700000.0,,433437500.0,8746700000.0,6110800000.0,,,,,,,,,,721600000.0,138700000.0,,,,535200000.0,0.32,,,,,,4128100000.0,422200000.0,,4859100000.0,,,,-54500000.0,,-189100000.0,,,676000000.0,,75900000.0,27000000.0,138700000.0,-800000.0,,,463300000.0,-5600000.0,,,2619400000.0,1518100000.0,,222200000.0,222200000.0,,,-186200000.0,,,72400000.0,,,,8397600000.0,211100000.0,,,,158200000.0,,,,7200000.0,433437500.0,,,-119200000.0,,258500000.0,-30900000.0,33300000.0,28600000.0,,,,10500000.0,,349100000.0,,-4060400000.0,,,64000000.0,284000000.0,,,,,,,,2200000.0,,,,12458000000.0,,,-41600000.0,5800000.0,,701400000.0,,,,,,,,291800000.0,,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709862400,,,194100000.0,,,,382200000.0,,,,,,,,1216400000.0,1474800000.0,,-64000000.0,,,3618400000.0,97700000.0,327700000.0,,,,46700000.0,,,,-39200000.0,,1146900000.0,-11000000.0,,,230000000.0,10295200000.0,,145000000.0,,426470588.0,8820400000.0,6085200000.0,,,,,,,,,,689000000.0,145000000.0,,,,206600000.0,0.34,,,,,,4155000000.0,437000000.0,,4868800000.0,,,,57000000.0,,-126100000.0,,,709900000.0,,83500000.0,25600000.0,145000000.0,,,,479900000.0,-7600000.0,,,2634500000.0,1545300000.0,,164400000.0,164400000.0,,,-27000000.0,,,83700000.0,,,,8457100000.0,228700000.0,,,,,,,,5200000.0,426470588.0,,,-170000000.0,,204700000.0,-148400000.0,-84400000.0,26900000.0,,,,-14700000.0,,363300000.0,,-4060400000.0,,,-57800000.0,216700000.0,,,,,,,,13100000.0,,,,12517500000.0,,,-62800000.0,5000000.0,,745100000.0,,,,,,,,266600000.0,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717811200,,,194600000.0,,,,375400000.0,,,,,,,,1236800000.0,1422300000.0,,-63500000.0,,,3666200000.0,99100000.0,335500000.0,,,,-50300000.0,,,,-4000000.0,,1188200000.0,9700000.0,,,236400000.0,10381800000.0,,145800000.0,,428823529.0,8959500000.0,6126600000.0,,,,,,,,,,676000000.0,145800000.0,,,,183800000.0,0.34,,,,,,4200500000.0,477300000.0,,4889800000.0,,,,-200000.0,,-229400000.0,,,710900000.0,,77500000.0,21900000.0,145800000.0,,,,474500000.0,6000000.0,,,2636800000.0,1577000000.0,,87700000.0,87700000.0,,,-28300000.0,,,85600000.0,,,,8579400000.0,231400000.0,,,,,,,,100000.0,428823529.0,,,-243700000.0,,232500000.0,-40700000.0,22800000.0,26900000.0,,,,-63900000.0,,380100000.0,,-4060400000.0,,,-76700000.0,193400000.0,,,,,,,,10900000.0,,,,12639800000.0,,,-36500000.0,25200000.0,,712300000.0,,,,,,,,292000000.0,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725760000,189700000.0,1823300000.0,194300000.0,,4931000000.0,,371900000.0,,425725191.0,231200000.0,,,111800000.0,317600000.0,1182500000.0,1397200000.0,,-63300000.0,,,3697800000.0,101800000.0,309200000.0,886500000.0,655100000.0,94500000.0,80900000.0,557700000.0,111800000.0,-66200000.0,,,1173300000.0,24200000.0,6113500000.0,,207400000.0,10400500000.0,242100000.0,128200000.0,557700000.0,,9003300000.0,6113500000.0,1896800000.0,,1.31,429000000.0,1397200000.0,,158200000.0,1565900000.0,-255000000.0,710300000.0,128200000.0,,10400500000.0,1500200000.0,189700000.0,,-177200000.0,355300000.0,773200000.0,,4232600000.0,4232600000.0,492200000.0,,4931000000.0,557700000.0,40200000.0,396600000.0,-68500000.0,,-130500000.0,,15200000.0,681100000.0,,80800000.0,23300000.0,128200000.0,,,3697800000.0,473700000.0,-3300000.0,,1.3,2654800000.0,1565900000.0,,111800000.0,111800000.0,,,-13800000.0,-329500000.0,,75900000.0,2783300000.0,1182500000.0,80800000.0,8648000000.0,204100000.0,,97800000.0,8648000000.0,,9003300000.0,1283100000.0,958200000.0,2700000.0,,,,-183200000.0,710300000.0,231200000.0,-109500000.0,-46200000.0,26600000.0,2654800000.0,-10500000.0,,44400000.0,111800000.0,355300000.0,,-4021200000.0,,,24100000.0,264100000.0,-23700000.0,,,875300000.0,64100000.0,-675100000.0,109000000.0,14000000.0,,,,12669200000.0,,,-36300000.0,28100000.0,,655100000.0,-4021200000.0,,,12669200000.0,,,,296200000.0,,,,,296200000.0,,-74500000.0,-46400000.0,,-716100000.0,,-255300000.0,4606600000.0,,,,,,,,,,,,,,,,,,,,,,,,
733536000,,,173100000.0,,,,382100000.0,,,,,,,,1210200000.0,1405800000.0,,-63200000.0,,,3972200000.0,103800000.0,297400000.0,,,,62500000.0,,,,-20100000.0,,1115500000.0,12700000.0,,,193600000.0,10467200000.0,,362000000.0,,420930233.0,9061400000.0,5900700000.0,,,,,,,,,,1075000000.0,139000000.0,,,,438100000.0,0.86,,,,,,4512700000.0,436000000.0,,4690500000.0,,,,,,-91800000.0,,,679500000.0,,90700000.0,53200000.0,362000000.0,,,,485900000.0,-9900000.0,,,2063600000.0,1551900000.0,,136300000.0,136300000.0,,,-17500000.0,,,82100000.0,,,,8690700000.0,221100000.0,,,,111800000.0,,,,7400000.0,420930233.0,,,-152100000.0,,228200000.0,-98300000.0,-35100000.0,25800000.0,,,,7900000.0,,370700000.0,,-4021200000.0,,,24500000.0,214600000.0,,,,,,,,46300000.0,,,,12711900000.0,,,-25300000.0,900000.0,,636300000.0,,,,,,,,345700000.0,,,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741398400,,,195000000.0,,,,380800000.0,,,,,,,,1224000000.0,1535500000.0,,-62900000.0,,,4030200000.0,105100000.0,295900000.0,,,,84800000.0,,,,-23800000.0,,1170400000.0,13000000.0,,,190800000.0,10536900000.0,,155200000.0,,419459459.0,9001400000.0,5912800000.0,,,,,,,,,,1063100000.0,155200000.0,,,,348200000.0,0.37,,,,,,4570100000.0,493700000.0,,4688800000.0,,,,,,-154300000.0,,,676700000.0,,85500000.0,31900000.0,155200000.0,,,,485900000.0,4800000.0,,,2077600000.0,1548100000.0,,140000000.0,140000000.0,,,-23600000.0,,,43100000.0,,,,8610800000.0,198300000.0,,,,,,,,1600000.0,419459459.0,,,-179500000.0,,224400000.0,-106300000.0,-43400000.0,24400000.0,,,,-4100000.0,,390600000.0,,-4021200000.0,,,3700000.0,264300000.0,,,,,,,,-5200000.0,,,,12632000000.0,,,-37000000.0,-31200000.0,,659900000.0,,,,,,,,339700000.0,,,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749347200,,,180300000.0,,,,379800000.0,,,,,,,,1316000000.0,1497000000.0,,-66900000.0,,,4022800000.0,98900000.0,324300000.0,,,,89800000.0,,,,-21600000.0,,1088900000.0,89000000.0,,,225400000.0,10583700000.0,,95200000.0,,413913043.0,9086700000.0,5965400000.0,,,,,,,,,,1044500000.0,95200000.0,,,,330100000.0,0.23,,,,,,4564400000.0,384800000.0,,4649400000.0,,,,,,-136200000.0,,,704100000.0,,71700000.0,32100000.0,95200000.0,,,,478700000.0,13600000.0,,,2150400000.0,1454500000.0,,137200000.0,137200000.0,,,-34000000.0,,,137800000.0,,,,8671100000.0,233000000.0,,,,,,,,3900000.0,413913043.0,,,-176800000.0,,284300000.0,-133200000.0,-66300000.0,24500000.0,,,,-5700000.0,,415600000.0,,-4021200000.0,,,-2800000.0,266600000.0,,,,,,,,56000000.0,,,,12692300000.0,,,-36300000.0,58800000.0,,705300000.0,,,,,,,,326400000.0,,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
