,annualOtherCurrentAssets,annualCostOfRevenue,quarterlyOtherNonCashItems,trailingOperatingIncome,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,annualBasicAverageShares,annualCurrentDebt,trailingFreeCashFlow,trailingCommonStockIssuance,annualEndCashPosition,annualTaxProvision,quarterlyCurrentLiabilities,quarterlyCurrentAssets,annualOtherShortTermInvestments,quarterlyCashDividendsPaid,trailingTaxProvision,trailingEndCashPosition,quarterlyRetainedEarnings,quarterlyDepreciationAndAmortization,quarterlyEbitda,annualOperatingIncome,annualAccountsPayable,annualChangeInWorkingCapital,quarterlyFreeCashFlow,annualNetIncomeContinuousOperations,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,quarterlyPurchaseOfInvestment,quarterlyNonCurrentDeferredRevenue,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,annualTotalLiabilitiesNetMinorityInterest,annualInvestmentsAndAdvances,quarterlyOperatingIncome,quarterlyTotalAssets,annualFreeCashFlow,quarterlyNetIncomeCommonStockholders,annualNetIncome,quarterlyDilutedAverageShares,quarterlyTotalNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,annualOperatingExpense,annualGainsLossesNotAffectingRetainedEarnings,annualBasicEPS,annualDilutedAverageShares,annualCurrentAssets,annualAccountsReceivable,annualBeginningCashPosition,annualLongTermDebt,annualCashDividendsPaid,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncomeContinuousOperations,trailingPretaxIncome,annualTotalAssets,annualSellingGeneralAndAdministration,quarterlyOtherCurrentAssets,quarterlyBasicEPS,annualRepurchaseOfCapitalStock,annualOtherNonCurrentAssets,annualOtherNonCashItems,trailingNetIncomeCommonStockholders,annualStockholdersEquity,quarterlyStockholdersEquity,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualNetIncomeCommonStockholders,annualSaleOfInvestment,annualDepreciationAndAmortization,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyInvestingCashFlow,trailingRepurchaseOfCapitalStock,annualCommonStockIssuance,quarterlyGrossProfit,quarterlyEndCashPosition,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyNetIncome,quarterlyChangeInAccountPayable,annualCurrentAccruedExpenses,annualRetainedEarnings,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyInvestmentsAndAdvances,annualDilutedEPS,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,annualCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingOperatingCashFlow,trailingOtherIncomeExpense,quarterlyRepaymentOfDebt,annualCashFlowFromContinuingFinancingActivities,trailingCashFlowFromContinuingFinancingActivities,quarterlyTaxProvision,annualGrossProfit,annualCurrentLiabilities,annualInventory,quarterlyNetPPE,quarterlyPretaxIncome,trailingRepaymentOfDebt,annualOtherIncomeExpense,annualNetPPE,quarterlyBeginningCashPosition,annualTotalNonCurrentAssets,annualEbitda,annualOperatingCashFlow,quarterlyCommonStockIssuance,quarterlyBasicAverageShares,quarterlyCapitalStock,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,annualOtherNonCurrentLiabilities,quarterlyCurrentDebt,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyNetOtherFinancingCharges,quarterlyInterestExpense,annualNonCurrentDeferredTaxesLiabilities,annualChangeInInventory,annualIncomeTaxPayable,quarterlyChangesInAccountReceivables,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherNonCurrentAssets,trailingOtherNonCashItems,quarterlyAccumulatedDepreciation,annualPurchaseOfInvestment,trailingDeferredIncomeTax,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,annualChangesInAccountReceivables,trailingBeginningCashPosition,quarterlyIncomeTaxPayable,annualPretaxIncome,annualDeferredIncomeTax,annualInvestingCashFlow,annualInterestExpense,quarterlySaleOfInvestment,trailingChangesInAccountReceivables,trailingInterestExpense,trailingCashDividendsPaid,quarterlyGrossPPE,trailingNetIncome,annualNonCurrentDeferredRevenue,quarterlyRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,annualAccumulatedDepreciation,trailingChangeInCashSupplementalAsReported,trailingPurchaseOfInvestment,annualGrossPPE,trailingInvestingCashFlow,trailingOperatingExpense,trailingNetIncomeContinuousOperations,quarterlyOtherCurrentLiabilities,trailingCapitalExpenditure,quarterlyOtherShortTermInvestments,quarterlyDilutedEPS,trailingChangeInInventory,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualNetOtherFinancingCharges,annualChangeInCashSupplementalAsReported,trailingChangeInWorkingCapital,annualCapitalExpenditure,trailingGrossProfit,annualRepaymentOfDebt,annualTotalRevenue,quarterlyOtherIntangibleAssets,annualChangeInAccountPayable,annualGoodwill,trailingSellingGeneralAndAdministration,trailingDilutedAverageShares,annualResearchAndDevelopment,annualStockBasedCompensation,quarterlyStockBasedCompensation,quarterlyPurchaseOfBusiness,trailingBasicEPS,trailingChangeInAccountPayable,quarterlyGoodwill,trailingStockBasedCompensation,quarterlyResearchAndDevelopment,trailingNetOtherInvestingChanges,trailingBasicAverageShares,trailingResearchAndDevelopment,trailingSaleOfInvestment,quarterlyCurrentDeferredRevenue,annualCurrentDeferredRevenue,annualPurchaseOfBusiness,trailingPurchaseOfBusiness,trailingDilutedEPS,annualOtherIntangibleAssets
1033344000,,,,,,,703000000.0,,,,,,,,1835000000.0,1144000000.0,,-28000000.0,,,5593000000.0,133000000.0,-482000000.0,,,,68000000.0,,,,-14000000.0,,1598000000.0,-75000000.0,,,-615000000.0,19794000000.0,,126000000.0,,393750000.0,18650000000.0,13324000000.0,,,,,,,,,,1520000000.0,126000000.0,,,,69000000.0,0.32,,,,,,6425000000.0,769000000.0,,11489000000.0,,,,0.0,685000000.0,-166000000.0,,,829000000.0,132000000.0,91000000.0,4000000.0,126000000.0,,,,1444000000.0,9000000.0,6190000000.0,,2942000000.0,7027000000.0,,132000000.0,132000000.0,,,-91000000.0,,,63000000.0,,,,11332000000.0,189000000.0,,,,94000000.0,,,,3000000.0,393750000.0,410000000.0,,-169000000.0,,356000000.0,-33000000.0,-8000000.0,126000000.0,,,,-161000000.0,,1128000000.0,,-5435000000.0,,,38000000.0,237000000.0,,,,,,,,2000000.0,,,,16767000000.0,,,,69000000.0,-33000000.0,886000000.0,,,,,,,,343000000.0,,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041292800,148000000.0,2382000000.0,,,11558000000.0,,281000000.0,,389830508.0,358000000.0,,,184000000.0,246000000.0,1853000000.0,1299000000.0,,-27000000.0,,,5694000000.0,134000000.0,2766000000.0,816000000.0,908000000.0,-214000000.0,9000000.0,460000000.0,184000000.0,-689000000.0,-20000000.0,,1581000000.0,-38000000.0,13411000000.0,6178000000.0,2632000000.0,19956000000.0,114000000.0,129000000.0,460000000.0,,18657000000.0,13411000000.0,3072000000.0,0.0,1.18,389830508.0,1299000000.0,683000000.0,204000000.0,7006000000.0,-101000000.0,1542000000.0,129000000.0,,19956000000.0,2364000000.0,148000000.0,,,1109000000.0,-49000000.0,,6500000000.0,6500000000.0,141000000.0,,11558000000.0,460000000.0,63000000.0,529000000.0,-689000000.0,683000000.0,-128000000.0,,42000000.0,1440000000.0,184000000.0,97000000.0,26000000.0,129000000.0,,,5694000000.0,-1192000000.0,-6000000.0,6178000000.0,1.18,3010000000.0,7006000000.0,410000000.0,184000000.0,184000000.0,,,-40000000.0,-150000000.0,,57000000.0,3888000000.0,1853000000.0,97000000.0,11370000000.0,186000000.0,,66000000.0,11370000000.0,132000000.0,18657000000.0,1345000000.0,803000000.0,3000000.0,,410000000.0,,-172000000.0,1542000000.0,358000000.0,-1000000.0,23000000.0,128000000.0,3010000000.0,-7000000.0,,1000000.0,184000000.0,1109000000.0,,-5717000000.0,-78000000.0,,52000000.0,181000000.0,-208000000.0,,,706000000.0,178000000.0,-673000000.0,518000000.0,48000000.0,,,,17087000000.0,,,,39000000.0,0.0,908000000.0,-5717000000.0,,,17087000000.0,,,,318000000.0,,,,,318000000.0,,-91000000.0,-20000000.0,,-689000000.0,,-763000000.0,6270000000.0,,,,,,,,,,,,,,,,,,,,,,,,
1049068800,,,10000000.0,,,,735000000.0,,,,,,,,2171000000.0,1331000000.0,,-27000000.0,,,5876000000.0,131000000.0,-580000000.0,,,,-64000000.0,,,,-20000000.0,,1561000000.0,-60000000.0,,,-711000000.0,20434000000.0,,209000000.0,,387037037.0,19103000000.0,13696000000.0,,,,,,,,,,1577000000.0,85000000.0,,,,120000000.0,0.54,,,,,,6687000000.0,784000000.0,,11525000000.0,,,,0.0,789000000.0,-210000000.0,,,777000000.0,128000000.0,101000000.0,21000000.0,209000000.0,,,,1488000000.0,-4000000.0,6199000000.0,,3075000000.0,6873000000.0,,128000000.0,128000000.0,,,-40000000.0,,,40000000.0,,,,11772000000.0,125000000.0,,,,184000000.0,,,,1000000.0,387037037.0,411000000.0,,-197000000.0,,616000000.0,21000000.0,47000000.0,127000000.0,,,,-106000000.0,,1132000000.0,,-5717000000.0,,,-56000000.0,133000000.0,,,,,,,,4000000.0,,,,17489000000.0,,,,-6000000.0,-68000000.0,904000000.0,,,,,,,,-296000000.0,,,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056931200,,,0.0,,,,731000000.0,,,,,,,,2069000000.0,1306000000.0,,-28000000.0,,,5985000000.0,132000000.0,-492000000.0,,,,44000000.0,,,,-46000000.0,,1633000000.0,-67000000.0,,,-624000000.0,20538000000.0,,137000000.0,,391428571.0,19232000000.0,13679000000.0,,,,,,,,,,1621000000.0,137000000.0,,,,92000000.0,0.35,,,,,,6809000000.0,773000000.0,,11610000000.0,,,,0.0,800000000.0,-222000000.0,,,860000000.0,110000000.0,102000000.0,24000000.0,137000000.0,,,,1484000000.0,-1000000.0,6215000000.0,,3141000000.0,6848000000.0,,110000000.0,110000000.0,,,-47000000.0,,,62000000.0,,,,11823000000.0,199000000.0,,,,128000000.0,,,,3000000.0,391428571.0,411000000.0,,-189000000.0,,613000000.0,-29000000.0,-4000000.0,123000000.0,,,,-11000000.0,,1194000000.0,,-5717000000.0,,,-18000000.0,233000000.0,,,,,,,,1000000.0,,,,17540000000.0,,,,53000000.0,-64000000.0,923000000.0,,,,,,,,-392000000.0,,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064880000,,,0.0,,,,724000000.0,,,,,,,,1854000000.0,1284000000.0,,-31000000.0,,,6091000000.0,132000000.0,-439000000.0,,,,284000000.0,,,,-17000000.0,,1598000000.0,114000000.0,,,-571000000.0,20559000000.0,,137000000.0,,391428571.0,19275000000.0,13594000000.0,,,,,,,,,,1718000000.0,137000000.0,,,,54000000.0,0.35,,,,,,6915000000.0,733000000.0,,11740000000.0,,,,-536000000.0,779000000.0,-146000000.0,,,865000000.0,158000000.0,92000000.0,12000000.0,137000000.0,,,,1436000000.0,10000000.0,6229000000.0,,3199000000.0,6823000000.0,,161000000.0,158000000.0,,,-298000000.0,,,63000000.0,,,,11821000000.0,200000000.0,,,,110000000.0,,,,1000000.0,391428571.0,412000000.0,,-150000000.0,,363000000.0,-240000000.0,-210000000.0,123000000.0,,,,21000000.0,,1225000000.0,,-5717000000.0,,,48000000.0,434000000.0,,,,,,,,-4000000.0,,,,17538000000.0,,,,69000000.0,-69000000.0,938000000.0,,,,,,,,331000000.0,,3000000.0,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072828800,165000000.0,2826000000.0,0.0,,11810000000.0,,866000000.0,,390510949.0,360000000.0,,,284000000.0,175000000.0,1801000000.0,1425000000.0,,-31000000.0,,,6112000000.0,133000000.0,1987000000.0,-52000000.0,948000000.0,86000000.0,70000000.0,411000000.0,284000000.0,-720000000.0,-23000000.0,,1676000000.0,99000000.0,13611000000.0,6259000000.0,1854000000.0,20596000000.0,334000000.0,52000000.0,535000000.0,,19171000000.0,13611000000.0,3694000000.0,-44000000.0,1.37,390510949.0,1425000000.0,695000000.0,184000000.0,6800000000.0,-117000000.0,1787000000.0,52000000.0,,20596000000.0,3056000000.0,165000000.0,,,1133000000.0,10000000.0,,6976000000.0,6976000000.0,536000000.0,,11810000000.0,535000000.0,108000000.0,528000000.0,-184000000.0,695000000.0,-62000000.0,,13000000.0,1140000000.0,284000000.0,92000000.0,-122000000.0,52000000.0,,,6112000000.0,-714000000.0,0.0,6259000000.0,1.37,3223000000.0,6800000000.0,412000000.0,284000000.0,284000000.0,,,-43000000.0,-314000000.0,,10000000.0,3642000000.0,1801000000.0,92000000.0,11779000000.0,62000000.0,,-65000000.0,11779000000.0,158000000.0,19171000000.0,476000000.0,1054000000.0,8000000.0,,412000000.0,,-184000000.0,1787000000.0,360000000.0,-66000000.0,-43000000.0,124000000.0,3223000000.0,5000000.0,,84000000.0,284000000.0,1133000000.0,,-5812000000.0,-106000000.0,,126000000.0,254000000.0,-12000000.0,,,586000000.0,132000000.0,-640000000.0,497000000.0,107000000.0,,,,17591000000.0,,,,16000000.0,-44000000.0,948000000.0,-5812000000.0,,,17591000000.0,,,,294000000.0,,,,,294000000.0,,-43000000.0,100000000.0,,-720000000.0,,-428000000.0,6468000000.0,,,,,,,,,,,,,,,,,,,,,,,,
1080691200,,,,,,,727000000.0,,,,,,,,1686000000.0,1322000000.0,,-32000000.0,,,6239000000.0,132000000.0,-439000000.0,,,,86000000.0,,,,-23000000.0,,1693000000.0,-44000000.0,,,-571000000.0,20592000000.0,,158000000.0,,395000000.0,19270000000.0,13470000000.0,,,,,,,,,,1850000000.0,158000000.0,,,,156000000.0,0.4,,,,,,7122000000.0,775000000.0,,11784000000.0,,,,-172000000.0,765000000.0,-193000000.0,,,918000000.0,107000000.0,97000000.0,10000000.0,158000000.0,,,,1489000000.0,-5000000.0,6275000000.0,,3263000000.0,6671000000.0,,107000000.0,107000000.0,,,-303000000.0,,,77000000.0,,,,11819000000.0,235000000.0,,,,284000000.0,,,,5000000.0,395000000.0,413000000.0,,-172000000.0,,210000000.0,-242000000.0,-215000000.0,121000000.0,,,,-71000000.0,,1176000000.0,,-5812000000.0,,,-177000000.0,258000000.0,,,,,,,,1000000.0,,,,17631000000.0,,,,28000000.0,-37000000.0,884000000.0,,,,,,,,359000000.0,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088553600,,,,,,,742000000.0,,,,,,,,1942000000.0,1431000000.0,,-31000000.0,,,6421000000.0,133000000.0,-375000000.0,,,,128000000.0,,,,-28000000.0,,1813000000.0,-16000000.0,,,-508000000.0,20829000000.0,,213000000.0,,394444444.0,19398000000.0,13474000000.0,,,,,,,,,,1869000000.0,213000000.0,,,,155000000.0,0.55,,,,,,7355000000.0,794000000.0,,11532000000.0,,,,-240000000.0,782000000.0,-250000000.0,,,1019000000.0,203000000.0,100000000.0,0.0,213000000.0,,,,1527000000.0,-3000000.0,6293000000.0,,3327000000.0,6336000000.0,,203000000.0,203000000.0,,,-68000000.0,,,91000000.0,,,,11915000000.0,304000000.0,,,,107000000.0,,,,24000000.0,387272727.0,415000000.0,,-240000000.0,,511000000.0,-22000000.0,-15000000.0,121000000.0,,,,-16000000.0,,1190000000.0,,-5812000000.0,,,96000000.0,368000000.0,,,,,,,,3000000.0,,,,17727000000.0,,,,60000000.0,-21000000.0,931000000.0,,,,,,,,299000000.0,,,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096502400,,,,,,,711000000.0,,,,,,,,2122000000.0,1806000000.0,,-39000000.0,,,6669000000.0,152000000.0,401000000.0,,,,328000000.0,,,,-95000000.0,,1857000000.0,196000000.0,,,249000000.0,24429000000.0,,288000000.0,,400000000.0,22623000000.0,16741000000.0,,,,,,,,,,1116000000.0,288000000.0,,,,177000000.0,0.73,,,,,,7688000000.0,698000000.0,,14619000000.0,,,,-257000000.0,806000000.0,-322000000.0,,,1159000000.0,475000000.0,102000000.0,40000000.0,288000000.0,,,,910000000.0,-2000000.0,793000000.0,,6484000000.0,7019000000.0,,530000000.0,475000000.0,,,-55000000.0,,,100000000.0,,,,20368000000.0,388000000.0,,,,203000000.0,,,,42000000.0,394520548.0,417000000.0,,-257000000.0,,529000000.0,9000000.0,6000000.0,121000000.0,,,,-23000000.0,,1462000000.0,,-5812000000.0,,,272000000.0,585000000.0,,,,,,,,1000000.0,,,,26180000000.0,,,,24000000.0,11000000.0,1004000000.0,,,,,,,,344000000.0,,55000000.0,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104451200,240000000.0,2839000000.0,,,14559000000.0,,713000000.0,,394444444.0,662000000.0,,,579000000.0,379000000.0,2201000000.0,1967000000.0,90000000.0,-40000000.0,,,6893000000.0,192000000.0,443000000.0,709000000.0,1012000000.0,82000000.0,78000000.0,923000000.0,579000000.0,-1041000000.0,-82000000.0,,1949000000.0,-54000000.0,16760000000.0,805000000.0,251000000.0,24750000000.0,620000000.0,264000000.0,923000000.0,,22783000000.0,16760000000.0,3764000000.0,-24000000.0,2.34,399567100.0,1967000000.0,767000000.0,284000000.0,6863000000.0,-142000000.0,698000000.0,264000000.0,,24750000000.0,2893000000.0,240000000.0,,,1452000000.0,,,7990000000.0,7990000000.0,690000000.0,,14559000000.0,923000000.0,61000000.0,609000000.0,-372000000.0,767000000.0,-368000000.0,,162000000.0,1259000000.0,579000000.0,104000000.0,92000000.0,264000000.0,,,6893000000.0,1008000000.0,-2000000.0,805000000.0,2.31,6550000000.0,6863000000.0,421000000.0,669000000.0,579000000.0,,,-29000000.0,-233000000.0,,111000000.0,4473000000.0,2201000000.0,104000000.0,20526000000.0,375000000.0,,142000000.0,20526000000.0,475000000.0,22783000000.0,1318000000.0,1661000000.0,91000000.0,,421000000.0,,-372000000.0,698000000.0,662000000.0,22000000.0,-29000000.0,126000000.0,6550000000.0,-12000000.0,,39000000.0,669000000.0,1452000000.0,,-6239000000.0,-228000000.0,,104000000.0,450000000.0,-71000000.0,,,1302000000.0,200000000.0,-1133000000.0,489000000.0,56000000.0,,,,26765000000.0,,,,88000000.0,-24000000.0,1012000000.0,-6239000000.0,,,26765000000.0,,,,317000000.0,,90000000.0,,,317000000.0,,-253000000.0,295000000.0,,-1041000000.0,,-455000000.0,7312000000.0,,,,,,,,,,,,,,,,,,,,,,,,
1112227200,,,,,,,795000000.0,,,,,,,,2177000000.0,2595000000.0,,-44000000.0,,,7043000000.0,197000000.0,374000000.0,,,,264000000.0,,,,-303000000.0,,1961000000.0,6000000.0,,,177000000.0,25487000000.0,,194000000.0,,412765957.0,22892000000.0,17233000000.0,,,,,,,,,,1313000000.0,194000000.0,,,,256000000.0,0.48,,,,,,8254000000.0,734000000.0,,15056000000.0,,,,-144000000.0,890000000.0,-227000000.0,,,1227000000.0,864000000.0,114000000.0,2000000.0,194000000.0,,,,1050000000.0,-10000000.0,1525000000.0,,6618000000.0,7125000000.0,,1119000000.0,864000000.0,,,-138000000.0,,,83000000.0,,,,20474000000.0,277000000.0,,,,467000000.0,,,,66000000.0,404166667.0,425000000.0,,-144000000.0,,557000000.0,216000000.0,194000000.0,128000000.0,,,,-52000000.0,,893000000.0,,-6239000000.0,,,397000000.0,408000000.0,,,,,,,,216000000.0,,,,26713000000.0,,,,24000000.0,-2000000.0,1098000000.0,,,,,,,,295000000.0,,255000000.0,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120089600,,,,,,,735000000.0,,,,,,,,1620000000.0,1970000000.0,,-44000000.0,,,7423000000.0,196000000.0,646000000.0,,,,239000000.0,,,,-124000000.0,,2154000000.0,-76000000.0,,,450000000.0,24907000000.0,,424000000.0,,407692308.0,22937000000.0,16286000000.0,,,,,,,,,,1298000000.0,424000000.0,,,,169000000.0,1.05,,,,,,8621000000.0,710000000.0,,14666000000.0,,,,-213000000.0,885000000.0,-158000000.0,,,1444000000.0,431000000.0,125000000.0,9000000.0,424000000.0,,,,994000000.0,-11000000.0,1556000000.0,,6491000000.0,6877000000.0,,615000000.0,431000000.0,,,-689000000.0,,,51000000.0,,,,20471000000.0,475000000.0,,,,864000000.0,,,,6000000.0,403809524.0,426000000.0,,-213000000.0,,115000000.0,-727000000.0,-689000000.0,126000000.0,,,,4000000.0,,910000000.0,,-6239000000.0,,,-433000000.0,452000000.0,,,,,,,,148000000.0,,,,26710000000.0,,,,-71000000.0,-25000000.0,1065000000.0,,,,,,,,232000000.0,,184000000.0,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128038400,,,,,,,778000000.0,,,,,,,,1982000000.0,2436000000.0,,-53000000.0,,,7671000000.0,198000000.0,546000000.0,,,,521000000.0,,,,-805000000.0,,2155000000.0,209000000.0,,,348000000.0,25433000000.0,,301000000.0,,412328767.0,22997000000.0,16517000000.0,,,,,,,,,,1323000000.0,301000000.0,,,,124000000.0,0.74,,,,,,8916000000.0,772000000.0,,14535000000.0,,,,-221000000.0,950000000.0,-817000000.0,,,1383000000.0,309000000.0,137000000.0,32000000.0,301000000.0,,,,1035000000.0,-12000000.0,1608000000.0,,6567000000.0,6645000000.0,,1050000000.0,309000000.0,,,-36000000.0,,,140000000.0,,,,20481000000.0,441000000.0,,,,431000000.0,,,,42000000.0,406756757.0,427000000.0,,-221000000.0,,313000000.0,-47000000.0,-36000000.0,119000000.0,,,,-64000000.0,,908000000.0,,-6239000000.0,,,-122000000.0,742000000.0,,,,,,,,189000000.0,,,,26720000000.0,,,,54000000.0,-33000000.0,1132000000.0,,,,,,,,275000000.0,,741000000.0,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135987200,163000000.0,3018000000.0,,,14651000000.0,,762000000.0,,404100946.0,314000000.0,,,289000000.0,416000000.0,1921000000.0,2650000000.0,968000000.0,-53000000.0,,,7980000000.0,196000000.0,632000000.0,1411000000.0,1163000000.0,45000000.0,56000000.0,1281000000.0,289000000.0,-1025000000.0,-590000000.0,,2257000000.0,-94000000.0,16572000000.0,1590000000.0,436000000.0,25861000000.0,1080000000.0,362000000.0,1281000000.0,,23211000000.0,16572000000.0,4098000000.0,-77000000.0,3.17,411897106.0,2650000000.0,931000000.0,467000000.0,6616000000.0,-194000000.0,945000000.0,362000000.0,,25861000000.0,3070000000.0,163000000.0,,,916000000.0,,,9289000000.0,9289000000.0,802000000.0,,14651000000.0,1281000000.0,910000000.0,787000000.0,-447000000.0,931000000.0,-625000000.0,,194000000.0,1455000000.0,289000000.0,132000000.0,31000000.0,362000000.0,,,7980000000.0,1019000000.0,5000000.0,1590000000.0,3.11,6620000000.0,6616000000.0,431000000.0,1257000000.0,289000000.0,,,-26000000.0,-456000000.0,,142000000.0,5509000000.0,1921000000.0,132000000.0,20705000000.0,504000000.0,,74000000.0,20705000000.0,309000000.0,23211000000.0,2198000000.0,2105000000.0,80000000.0,,431000000.0,,-447000000.0,945000000.0,314000000.0,102000000.0,75000000.0,121000000.0,6620000000.0,-28000000.0,,18000000.0,1257000000.0,916000000.0,,-6821000000.0,-1822000000.0,,-20000000.0,503000000.0,-94000000.0,,,1697000000.0,80000000.0,-1827000000.0,494000000.0,357000000.0,,,,27526000000.0,,,,73000000.0,-77000000.0,1163000000.0,-6821000000.0,,,27526000000.0,,,,213000000.0,,968000000.0,,,213000000.0,,,-178000000.0,,-1025000000.0,,-889000000.0,8527000000.0,,,,,,,,,,,,,,,,,,,,,,,,
1143763200,,,,,,,859000000.0,,,,,,,,1961000000.0,2944000000.0,,-66000000.0,,,8158000000.0,185000000.0,566000000.0,,,,254000000.0,,,,-354000000.0,,2303000000.0,46000000.0,,,381000000.0,26241000000.0,,305000000.0,,423611111.0,23297000000.0,16532000000.0,,,,,,,,,,1408000000.0,305000000.0,,,,107000000.0,0.74,,,,,,9709000000.0,819000000.0,,14571000000.0,,,,-256000000.0,985000000.0,-291000000.0,,,1484000000.0,526000000.0,143000000.0,35000000.0,305000000.0,,,,1103000000.0,-11000000.0,1623000000.0,,6613000000.0,6550000000.0,,1542000000.0,526000000.0,,,-32000000.0,,,161000000.0,,,,20756000000.0,466000000.0,,,,289000000.0,,,,183000000.0,412162162.0,436000000.0,,-256000000.0,,348000000.0,18000000.0,-32000000.0,120000000.0,,,,-54000000.0,,918000000.0,,-6821000000.0,,,237000000.0,510000000.0,,,,,,,,267000000.0,,,,27577000000.0,,,-67000000.0,-1000000.0,-85000000.0,1036000000.0,,,,,,,,276000000.0,,1016000000.0,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151625600,,,,,,,798000000.0,,,,,,,,2343000000.0,2910000000.0,,-67000000.0,,,8350000000.0,187000000.0,672000000.0,,,,265000000.0,,,,-996000000.0,,2392000000.0,70000000.0,,,485000000.0,26559000000.0,,375000000.0,,421348315.0,23649000000.0,16608000000.0,,,,,,,,,,1497000000.0,375000000.0,,,,64000000.0,0.91,,,,,,9951000000.0,858000000.0,,14265000000.0,,,,-323000000.0,990000000.0,-683000000.0,,,1534000000.0,257000000.0,146000000.0,33000000.0,375000000.0,,,,1049000000.0,-3000000.0,1744000000.0,,6593000000.0,6175000000.0,,1535000000.0,257000000.0,,,-39000000.0,,,214000000.0,,,,20886000000.0,589000000.0,,,,526000000.0,,,,51000000.0,412087912.0,435000000.0,,-323000000.0,,690000000.0,-174000000.0,-39000000.0,121000000.0,,,,-5000000.0,,1019000000.0,,-6821000000.0,,,-269000000.0,588000000.0,,,,,,,,610000000.0,,,,27707000000.0,,,-119000000.0,-26000000.0,-89000000.0,1115000000.0,,,,,,,,223000000.0,,1278000000.0,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159574400,,,,,,,754000000.0,,,,,,,,2189000000.0,2216000000.0,,-74000000.0,,,8028000000.0,188000000.0,743000000.0,,,,336000000.0,,,,-154000000.0,,2393000000.0,47000000.0,,,555000000.0,25978000000.0,,416000000.0,,407843137.0,23762000000.0,16399000000.0,,,,,,,,,,1489000000.0,416000000.0,,,,52000000.0,1.04,,,,,,9579000000.0,839000000.0,,14210000000.0,,,,-283000000.0,1027000000.0,433000000.0,,,1554000000.0,270000000.0,158000000.0,41000000.0,416000000.0,,,,999000000.0,-12000000.0,1779000000.0,,6580000000.0,6141000000.0,,803000000.0,270000000.0,,,-241000000.0,,,220000000.0,,,,20970000000.0,636000000.0,,,,257000000.0,,,,922000000.0,400000000.0,418000000.0,,-283000000.0,,484000000.0,-1039000000.0,-1157000000.0,120000000.0,,,,-37000000.0,,1013000000.0,,-6821000000.0,,,13000000.0,619000000.0,,,,,,,,862000000.0,,,,27791000000.0,,,-730000000.0,-15000000.0,-87000000.0,1168000000.0,,,,,,,,265000000.0,,533000000.0,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
