date,trailingSaleOfInvestment,annualSaleOfInvestment,quarterlyOperatingCashFlow,trailingInvestingCashFlow,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,annualDilutedAverageShares,quarterlyNetIncome,quarterlyCashFlowFromContinuingFinancingActivities,annualOtherNonCashItems,annualLongTermDebt,quarterlyCommonStockIssuance,trailingPurchaseOfInvestment,annualDepreciationAndAmortization,trailingCashDividendsPaid,annualNonCurrentDeferredRevenue,annualStockholdersEquity,annualStockBasedCompensation,quarterlyNetPPE,annualRetainedEarnings,annualGoodwill,quarterlyAccountsReceivable,quarterlyTaxProvision,quarterlyGoodwill,annualTotalAssets,annualCashFlowFromContinuingFinancingActivities,trailingStockBasedCompensation,quarterlyCurrentAccruedExpenses,quarterlyDilutedEPS,annualAccountsReceivable,quarterlyChangeInCashSupplementalAsReported,trailingOperatingCashFlow,annualCapitalStock,annualPurchaseOfInvestment,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,trailingChangeInWorkingCapital,annualDilutedEPS,annualOtherIntangibleAssets,quarterlyOtherIntangibleAssets,annualOtherShortTermInvestments,annualCommonStockIssuance,quarterlyDepreciationAndAmortization,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,annualBasicAverageShares,annualChangeInAccountPayable,annualAccountsPayable,quarterlyCapitalStock,annualNetPPE,annualOperatingCashFlow,quarterlyCashAndCashEquivalents,trailingTotalRevenue,quarterlyBeginningCashPosition,annualEndCashPosition,quarterlyBasicAverageShares,trailingRepaymentOfDebt,annualOperatingIncome,trailingCashFlowFromContinuingFinancingActivities,quarterlyChangesInAccountReceivables,trailingEndCashPosition,annualGrossPPE,annualNetOtherInvestingChanges,quarterlyPurchaseOfInvestment,trailingPretaxIncome,trailingChangeInCashSupplementalAsReported,annualCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyFreeCashFlow,annualInvestmentsAndAdvances,annualPretaxIncome,quarterlyTotalAssets,quarterlyNetOtherFinancingCharges,quarterlyNetIncomeCommonStockholders,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingSellingGeneralAndAdministration,quarterlyGrossPPE,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlySaleOfInvestment,annualDeferredIncomeTax,annualAccumulatedDepreciation,annualCapitalExpenditure,trailingDeferredIncomeTax,annualSellingGeneralAndAdministration,quarterlyOperatingIncome,quarterlyBasicEPS,trailingCapitalExpenditure,trailingNetIncomeContinuousOperations,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,annualRepurchaseOfCapitalStock,trailingInterestExpense,annualChangesInAccountReceivables,trailingBeginningCashPosition,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualTaxProvision,annualNetOtherFinancingCharges,quarterlyNetOtherInvestingChanges,annualNetIncomeCommonStockholders,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,annualCurrentAccruedExpenses,annualRepaymentOfDebt,annualTotalRevenue,annualInterestExpense,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,annualFreeCashFlow,quarterlyRetainedEarnings,trailingFreeCashFlow,trailingCommonStockIssuance,annualTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,quarterlyRepaymentOfDebt,trailingNetIncome,trailingTaxProvision,quarterlyTotalRevenue,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,trailingDepreciationAndAmortization,annualPurchaseOfBusiness,annualBeginningCashPosition,annualNetIncomeContinuousOperations,annualBasicEPS,quarterlyDilutedAverageShares,annualCurrentDebt,annualNetIncome,annualCashDividendsPaid,trailingChangeInInventory,annualIncomeTaxPayable,annualCurrentLiabilities,quarterlyCurrentDeferredRevenue,trailingPurchaseOfBusiness,annualGrossProfit,annualInventory,annualOperatingExpense,trailingGrossProfit,quarterlyNonCurrentDeferredTaxesLiabilities,annualResearchAndDevelopment,annualCurrentDeferredRevenue,annualNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyResearchAndDevelopment,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentLiabilities,quarterlyOtherIncomeExpense,annualTotalNonCurrentAssets,annualCashCashEquivalentsAndMarketableSecurities,annualCurrentAssets,trailingBasicAverageShares,annualOtherCurrentLiabilities,quarterlyGrossProfit,annualCostOfRevenue,quarterlyOtherCurrentAssets,trailingOtherIncomeExpense,trailingBasicEPS,trailingOperatingIncome,quarterlyTotalNonCurrentAssets,annualEbitda,trailingNetOtherInvestingChanges,annualOtherIncomeExpense,trailingCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyOtherNonCurrentLiabilities,trailingChangesInAccountReceivables,trailingOtherNonCashItems,trailingOperatingExpense,annualChangeInInventory,trailingNetOtherFinancingCharges,quarterlyIncomeTaxPayable,annualOtherCurrentAssets,quarterlyCostOfRevenue,trailingDilutedEPS,quarterlyOtherCurrentLiabilities,quarterlyOtherNonCurrentAssets,trailingDilutedAverageShares,trailingResearchAndDevelopment,annualOtherNonCurrentLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentAssets,trailingChangeInAccountPayable,annualOtherNonCurrentAssets,quarterlyEbitda
1990-12-31,,8950000000.0,471000000.0,,137000000.0,-11523000000.0,1327272727.0,137000000.0,-1573000000.0,10946000000.0,12521000000.0,,,603000000.0,,,6635000000.0,,3466000000.0,3474000000.0,,,-1000000.0,,137682000000.0,5716000000.0,,,,,-2852000000.0,,500000000.0,-12418000000.0,12521000000.0,57998000000.0,,0.11,,,,,153000000.0,-298000000.0,-116000000.0,1327272727.0,,,500000000.0,3466000000.0,4584000000.0,6400000000.0,,0.0,0.0,,,725000000.0,,,,,-7336000000.0,-567000000.0,,,6400000000.0,19609000000.0,2236000000.0,327000000.0,57998000000.0,725000000.0,137682000000.0,721000000.0,102000000.0,,-298000000.0,,,131047000000.0,1446000000.0,,,-719000000.0,,9936000000.0,136000000.0,,,,279000000.0,,,,,,,,0.0,-1750000000.0,387000000.0,2701000000.0,-2485000000.0,146000000.0,,-1223000000.0,,,-11311000000.0,15840000000.0,8492000000.0,,,,136000000.0,3865000000.0,3474000000.0,,,131047000000.0,8027000000.0,2722000000.0,6635000000.0,,-1663000000.0,-3177000000.0,,,4065000000.0,,-144000000.0,,,7452000000.0,338000000.0,0.11,,19609000000.0,181000000.0,-435000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-03-31,,,784000000.0,,264200000.0,,,264200000.0,1849000000.0,,,,,,,,,,3561000000.0,,,,69000000.0,,,,,,0.18,,2412000000.0,,,,12618000000.0,48567000000.0,,,,,,,163000000.0,,-116000000.0,,,,500000000.0,,,8638000000.0,,6400000000.0,,1467777778.0,,,,,,,,-4252000000.0,,,,20496000000.0,2094000000.0,538000000.0,,,141136000000.0,1264000000.0,264200000.0,,-275000000.0,,,134217000000.0,3836000000.0,,,,,,333000000.0,0.18,,,677000000.0,,,,,,,,0.0,-221000000.0,,,441000000.0,,,,,,,,,,,,333200000.0,,3622000000.0,,,,818800000.0,1967000000.0,6919000000.0,,,-5780000000.0,,,4198000000.0,,-246000000.0,,,,,,1467777778.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-06-30,,,5000000.0,,256000000.0,,,256000000.0,1709000000.0,,,,,,,,,,3558000000.0,,,,54000000.0,,,,,,0.18,,-551000000.0,,,,12572000000.0,52112000000.0,,,,,,,165000000.0,,-114000000.0,,,,500000000.0,,,8040000000.0,,0.0,,1422222222.0,,,,,,,,-4526000000.0,,,,22542000000.0,2076000000.0,-131000000.0,,,143253000000.0,-99000000.0,256000000.0,,-344000000.0,,,136084000000.0,3165000000.0,,,,,,310000000.0,0.18,,,-50000000.0,,,,,,,,0.0,-2265000000.0,,,-768000000.0,,,,,,,,,,,,310000000.0,,3763000000.0,,,,1004200000.0,2079000000.0,7169000000.0,,,-1515000000.0,,,4287000000.0,,-136000000.0,,,,,,1422222222.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-09-30,,,-637000000.0,,31000000.0,,,31000000.0,2027000000.0,,,,,,,,,,3640000000.0,,,,-82000000.0,,,,,,0.02,,-750000000.0,,,,13078000000.0,59167000000.0,,,,,,,134000000.0,,-115000000.0,,,,501000000.0,,,7261000000.0,,0.0,,1550000000.0,,,,,,,,-4476000000.0,,,,22994000000.0,2109000000.0,-789000000.0,,,153456000000.0,553000000.0,31000000.0,,-179000000.0,,,146042000000.0,3227000000.0,,,,,,-51000000.0,0.02,,,-543000000.0,,,,,,,,0.0,-2140000000.0,,,-739000000.0,,,,,,,,,,,,-51000000.0,,3652000000.0,,,,-2768000000.0,2167000000.0,7414000000.0,,,-4001000000.0,,,4374000000.0,,-152000000.0,,,,,,1550000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-12-31,,39928000000.0,255000000.0,,238000000.0,-4052000000.0,1413207547.0,238000000.0,-2485000000.0,2987000000.0,13292000000.0,,,753000000.0,,,7465000000.0,,3688000000.0,3757000000.0,,,-71000000.0,,146441000000.0,3100000000.0,,,,,-1656000000.0,,351000000.0,-18190000000.0,13292000000.0,55828000000.0,,0.53,,,,,291000000.0,-129000000.0,-132000000.0,1413207547.0,,,351000000.0,3688000000.0,407000000.0,4876000000.0,,0.0,0.0,,,759000000.0,,,,,-25134000000.0,-4936000000.0,,,4876000000.0,22398000000.0,1973000000.0,133000000.0,55828000000.0,759000000.0,146441000000.0,3459000000.0,198000000.0,,-129000000.0,,,138976000000.0,29700000000.0,,,-656000000.0,,8656000000.0,167000000.0,,,,325000000.0,,,,,,,,0.0,574000000.0,-30000000.0,5177000000.0,-24068000000.0,749000000.0,,-545000000.0,,,-19416000000.0,17511000000.0,8252000000.0,,,,167000000.0,-249000000.0,3757000000.0,,,138976000000.0,3932000000.0,2443000000.0,7465000000.0,,409000000.0,-8120000000.0,,,4652000000.0,,-122000000.0,,,5605000000.0,789000000.0,0.53,,22398000000.0,789000000.0,-477000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-03-31,,,-1523000000.0,,249000000.0,,,465000000.0,2122000000.0,,,,,,,,,,3589000000.0,,,,124000000.0,,,,,,0.32,,732000000.0,,,,14633000000.0,62169000000.0,,,,,,,177000000.0,,-129000000.0,,,,201000000.0,,,5407000000.0,,4876000000.0,,1453125000.0,,,,,,,,-6690000000.0,,,,23640000000.0,1941000000.0,-1627000000.0,,,158097000000.0,1343000000.0,465000000.0,,-86000000.0,,,150357000000.0,5482000000.0,,,,,,373000000.0,0.32,,,-1948000000.0,,,,,,,,0.0,133000000.0,,,1445000000.0,,,,,,,,,,,,373000000.0,,4092000000.0,,,,4963000000.0,2546000000.0,7740000000.0,,,-6071000000.0,,,4735000000.0,,-104000000.0,,,,,,1453125000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-06-30,,,2223000000.0,,310000000.0,,,310000000.0,-516000000.0,,,,,,,,,,3656000000.0,,,,270000000.0,,,,,,0.21,,-107000000.0,,,,15169000000.0,65776000000.0,,,,,,,263000000.0,,-126000000.0,,,,201000000.0,,,6955000000.0,,0.0,,1476190476.0,,,,,,,,-4762000000.0,,,,22961000000.0,2002000000.0,2057000000.0,,,163672000000.0,1350000000.0,310000000.0,,-88000000.0,,,155699000000.0,12330000000.0,,,,,,580000000.0,0.21,,,6287000000.0,,,,,,,,0.0,-1814000000.0,,,-9216000000.0,,,,,,,,,,,,580000000.0,,4272000000.0,,,,-4495000000.0,2568000000.0,7973000000.0,,,-5951000000.0,,,4886000000.0,,-166000000.0,,,,,,1476190476.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-09-30,,,-639000000.0,,-205000000.0,,,-205000000.0,1892000000.0,,,,,,,,,,3573000000.0,,,,-92000000.0,,,,,,-0.15,,305000000.0,,,,15452000000.0,69641000000.0,,,,,,,18000000.0,,-133000000.0,,,,201000000.0,,,7281000000.0,,0.0,,1366666667.0,,,,,,,,-5523000000.0,,,,25061000000.0,1880000000.0,-738000000.0,,,172819000000.0,1424000000.0,-205000000.0,,-81000000.0,,,165331000000.0,-3754000000.0,,,,,,-297000000.0,-0.15,,,-3118000000.0,,,,,,,,0.0,-948000000.0,,,8428000000.0,,,,,,,,,,,,-297000000.0,,3746000000.0,,,,3738000000.0,3148000000.0,7488000000.0,,,-4948000000.0,,,4832000000.0,,-99000000.0,,,,,,1366666667.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-12-31,,28917000000.0,-1123000000.0,,82000000.0,-3611000000.0,1395000000.0,81500000.0,825000000.0,7760000000.0,15122000000.0,,,660000000.0,,,7499000000.0,,3497000000.0,3697000000.0,,,36000000.0,,175752000000.0,4323000000.0,,,,,-1280000000.0,,201000000.0,-17903000000.0,15122000000.0,69347000000.0,,0.3,,,,,202000000.0,-84000000.0,-130000000.0,1395000000.0,,,201000000.0,3497000000.0,-1062000000.0,5395000000.0,,0.0,0.0,,,775000000.0,,,,,-14055000000.0,-928000000.0,,,5395000000.0,26016000000.0,1825000000.0,-1324000000.0,69347000000.0,775000000.0,175752000000.0,-1942000000.0,38500000.0,,-84000000.0,,,168253000000.0,14859000000.0,,,-570000000.0,,12738000000.0,118000000.0,,,,-6359000000.0,,,,,,,,0.0,-982000000.0,339000000.0,2175000000.0,-14712000000.0,418500000.0,,-350000000.0,,,-19164000000.0,19312000000.0,7649000000.0,,,,118000000.0,-1632000000.0,3697000000.0,,,168253000000.0,3554000000.0,3253000000.0,7499000000.0,,-5138000000.0,-2194000000.0,,,4873000000.0,,-201000000.0,,,6319000000.0,436000000.0,0.3,,26016000000.0,461500000.0,-518000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-03-31,,,2671000000.0,,243200000.0,,,243200000.0,-766000000.0,,,,,,,,,,2602000000.0,,,,575000000.0,,,,,,0.16,,2212000000.0,,,,14451000000.0,72198000000.0,,,,,,,258000000.0,,-131000000.0,,,,201000000.0,,,7573000000.0,,5395000000.0,,1520000000.0,,,,,,,,-4188000000.0,,,,22986000000.0,1674000000.0,2582000000.0,,,170460000000.0,296000000.0,243200000.0,,-74000000.0,,,162784000000.0,3799000000.0,,,,,,818000000.0,0.16,,,654000000.0,,,,,,,,0.0,307000000.0,,,785000000.0,,,,,,,,,,,,818200000.0,,3811000000.0,,,,1206800000.0,2362000000.0,7676000000.0,,,-5084000000.0,,,3766000000.0,,-89000000.0,,,,,,1520000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-06-30,,,-2168000000.0,,416000000.0,,,416000000.0,2495000000.0,,,,,,,,,,2594000000.0,,,,205000000.0,,,,,,0.28,,-1359000000.0,,,,15789000000.0,91795000000.0,,,,,,,155000000.0,,-131000000.0,,,,201000000.0,,,6167000000.0,,0.0,,1485714286.0,,,,,,,,-3020000000.0,,,,22980000000.0,1685000000.0,-2271000000.0,,,169261000000.0,482000000.0,416000000.0,,-64000000.0,,,161218000000.0,1820000000.0,,,,,,621000000.0,0.28,,,202000000.0,,,,,,,,0.0,-1686000000.0,,,-383000000.0,,,,,,,,,,,,621000000.0,,4095000000.0,,,,4216200000.0,2355000000.0,8043000000.0,,,-3769000000.0,,,3995000000.0,,-103000000.0,,,,,,1485714286.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-09-30,,,-2314000000.0,,420000000.0,,,420000000.0,2930000000.0,,,,,,,,,,2585000000.0,,,,164000000.0,,,,,,0.28,,2052000000.0,,,,16231000000.0,93973000000.0,,,,,,,282000000.0,,-131000000.0,,,,201000000.0,,,8245000000.0,,0.0,,1500000000.0,,,,,,,,-2986000000.0,,,,24044000000.0,1790000000.0,-2458000000.0,,,172417000000.0,506000000.0,420000000.0,,-67000000.0,,,164009000000.0,2326000000.0,,,,,,584000000.0,0.28,,,-842000000.0,,,,,,,,0.0,1436000000.0,,,2240000000.0,,,,,,,,,,,,584000000.0,,4385000000.0,,,,-69000000.0,2359000000.0,8408000000.0,,,-5035000000.0,,,4028000000.0,,-144000000.0,,,,,,1500000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-12-31,,10604000000.0,2224000000.0,,526000000.0,-2477000000.0,1864935065.0,399000000.0,-1889000000.0,11000000.0,8561000000.0,,,411000000.0,,,8734000000.0,,1976000000.0,4649000000.0,,,-223000000.0,,94132000000.0,2770000000.0,,,,,-2199000000.0,,201000000.0,-13802000000.0,8561000000.0,39308000000.0,,0.77,,,,,-284000000.0,-66000000.0,-133000000.0,1841025641.0,,,201000000.0,1976000000.0,413000000.0,3312000000.0,,0.0,0.0,,,2326000000.0,,,,,1007000000.0,-3608000000.0,,,3312000000.0,12489000000.0,-3307000000.0,2274000000.0,39308000000.0,2326000000.0,94132000000.0,-187000000.0,357000000.0,,-66000000.0,,,85398000000.0,2659000000.0,,,-286000000.0,,7578000000.0,303000000.0,,,,-1628000000.0,,,,,,,,0.0,-2534000000.0,721000000.0,1097000000.0,-1635000000.0,1436000000.0,,706000000.0,,,-11397000000.0,12390000000.0,1783000000.0,,,,303000000.0,127000000.0,4649000000.0,,,85398000000.0,-5343000000.0,496000000.0,8734000000.0,,-1614000000.0,2491000000.0,,,596000000.0,,50000000.0,,,3408000000.0,1605000000.0,0.78,,12489000000.0,1478000000.0,-526000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-03-31,,,-1442000000.0,,317000000.0,,,353000000.0,4383000000.0,,,,,,,,,,1982000000.0,,,,123000000.0,,,,,,0.23,,3623000000.0,,,,8468000000.0,38915000000.0,,,,,,,73000000.0,,-134000000.0,,,,201000000.0,,,6832000000.0,,3312000000.0,,1521709000.0,,,,,,,,-4139000000.0,,,,13455000000.0,233000000.0,-1510000000.0,,,97002000000.0,3723000000.0,337000000.0,,10000000.0,,,87849000000.0,3896000000.0,,,,,,440000000.0,0.23,,,1111000000.0,,,,,,,,6832000000.0,682000000.0,,,993000000.0,,,,,,,,,,,,440000000.0,,4868000000.0,,,,-2943000000.0,1856000000.0,9153000000.0,,,-4167000000.0,,,3140000000.0,,-68000000.0,,,,,,1521709000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-06-30,,,-299000000.0,,359000000.0,,,357000000.0,-1473000000.0,,,,,,,,,,1959000000.0,,,,119000000.0,,,,,,0.23,,-2382000000.0,,,,8565000000.0,39016000000.0,,,,,,,-3000000.0,,-133000000.0,,,,201000000.0,,,4633000000.0,,6832000000.0,,1535384000.0,,,,,,,,-2356000000.0,,,,12864000000.0,257000000.0,-369000000.0,,,95499000000.0,-989000000.0,357000000.0,,-204000000.0,,,88742000000.0,2358000000.0,,,,,,478000000.0,0.23,,,-1885000000.0,,,,,,,,4633000000.0,-610000000.0,,,-542000000.0,,,,,,,,,,,,478000000.0,,2644000000.0,,,,1229000000.0,1919000000.0,6757000000.0,,,-2844000000.0,,,3251000000.0,,-70000000.0,,,,,,1535384000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-09-30,,,2562000000.0,,369000000.0,,,369000000.0,916000000.0,,,,,,,,,,1905000000.0,,,,129000000.0,,,,,,0.24,,2324000000.0,,,,7986000000.0,39495000000.0,,,,,,,118000000.0,,-119000000.0,,,,200000000.0,,,6959000000.0,,4633000000.0,,1539276000.0,,,,,,,,-3985000000.0,,,,14338000000.0,251000000.0,2507000000.0,,,98195000000.0,387000000.0,369000000.0,,-286000000.0,,,91334000000.0,3226000000.0,,,,,,498000000.0,0.24,,,2957000000.0,,,,,,,,6959000000.0,-1154000000.0,,,-340000000.0,,,,,,,,,,,,498000000.0,,2806000000.0,,,,-881000000.0,1983000000.0,6861000000.0,,,-1007000000.0,,,3353000000.0,,-55000000.0,,,,,,1539276000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-12-31,,11551000000.0,993000000.0,,335000000.0,-4274000000.0,1533550000.0,335000000.0,-1286000000.0,-1258000000.0,7162000000.0,,,378000000.0,,,6433000000.0,,1840000000.0,2750000000.0,,,140000000.0,,97006000000.0,2540000000.0,,,,,-3485000000.0,,200000000.0,-13224000000.0,7162000000.0,40108000000.0,,0.916667,,,,,190000000.0,-466000000.0,-118000000.0,1506545455.0,,,200000000.0,1840000000.0,1814000000.0,3433000000.0,,6959000000.0,3433000000.0,,,1891000000.0,,,,,-2268000000.0,-2744000000.0,,,3433000000.0,14810000000.0,270000000.0,853000000.0,40108000000.0,1891000000.0,97006000000.0,702000000.0,303000000.0,,-466000000.0,,,90573000000.0,2071000000.0,,,-333000000.0,,7828000000.0,475000000.0,,,,-869000000.0,,,,,,,,3433000000.0,-3192000000.0,511000000.0,3823000000.0,-2379000000.0,1381000000.0,,80000000.0,,,-8729000000.0,13271000000.0,1011000000.0,,,,475000000.0,1481000000.0,2750000000.0,,,90573000000.0,1337000000.0,2076000000.0,6433000000.0,,1314000000.0,-711000000.0,,,3532000000.0,,-140000000.0,,,3312000000.0,1380000000.0,0.916667,,14810000000.0,1413000000.0,-504000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-03-31,,,1109000000.0,,353000000.0,,,353000000.0,-170000000.0,,,,,,,,,,1842000000.0,,,,145000000.0,,,,,,0.23,,868000000.0,,,,6985000000.0,41204000000.0,,,,,,,61000000.0,,-115000000.0,,,,200000000.0,,,4340000000.0,,3433000000.0,,1509273000.0,,,,,,,,-6308000000.0,,,,14623000000.0,303000000.0,1034000000.0,,,99737000000.0,677000000.0,353000000.0,,-172000000.0,,,92754000000.0,5749000000.0,,,,,,498000000.0,0.23,,,-456000000.0,,,,,,,,4340000000.0,-71000000.0,,,563000000.0,,,,,,,,,,,,498000000.0,,2901000000.0,,,,1151000000.0,2030000000.0,6983000000.0,,,-8683000000.0,,,3468000000.0,,-75000000.0,,,,,,1509273000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-06-30,,,2030000000.0,,410000000.0,,,410000000.0,1387000000.0,,,,,,,,,,1843000000.0,,,,162000000.0,,,,,,0.27,,432000000.0,,,,6491000000.0,42880000000.0,,,,,,,109000000.0,,-116000000.0,,,,200000000.0,,,4754000000.0,,4340000000.0,,1499306000.0,,,,,,,,811000000.0,,,,16201000000.0,319000000.0,1955000000.0,,,104178000000.0,734000000.0,410000000.0,,103000000.0,,,97024000000.0,-2036000000.0,,,,,,572000000.0,0.27,,,87000000.0,,,,,,,,4754000000.0,-2985000000.0,,,-1685000000.0,,,,,,,,,,,,572000000.0,,2888000000.0,,,,1424000000.0,2155000000.0,7154000000.0,,,-10442000000.0,,,3648000000.0,,-75000000.0,,,,,,1499306000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-09-30,,,748000000.0,,416000000.0,,,416000000.0,772000000.0,,,,,,,,,,1827000000.0,,,,155000000.0,,,,,,0.28,,-198000000.0,,,,6284000000.0,43075000000.0,,,,,,,67000000.0,,-113000000.0,,,,200000000.0,,,4577000000.0,,4754000000.0,,1491039000.0,,,,,,,,-1703000000.0,,,,17163000000.0,310000000.0,674000000.0,,,106312000000.0,330000000.0,416000000.0,,129000000.0,,,98870000000.0,1840000000.0,,,,,,571000000.0,0.28,,,-425000000.0,,,,,,,,4577000000.0,-1718000000.0,,,-1781000000.0,,,,,,,,,,,,571000000.0,,3057000000.0,,,,690000000.0,2194000000.0,7442000000.0,,,10061000000.0,,,3744000000.0,,-74000000.0,,,,,,1491039000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-12-31,,10510000000.0,-833000000.0,,385000000.0,-6742000000.0,1499790000.0,385000000.0,1453000000.0,2953000000.0,7570000000.0,,,367000000.0,,,8220000000.0,,1783000000.0,3159000000.0,,,157000000.0,,107405000000.0,3442000000.0,,,,,-1348000000.0,,200000000.0,-11242000000.0,7570000000.0,42561000000.0,,1.036667,,,,,130000000.0,790000000.0,-114000000.0,1494000000.0,,,200000000.0,1783000000.0,3054000000.0,3200000000.0,,4577000000.0,3200000000.0,,,2183000000.0,,,,,-5663000000.0,-4042000000.0,,,3200000000.0,17654000000.0,310000000.0,-956000000.0,42561000000.0,2183000000.0,107405000000.0,31000000.0,370000000.0,,790000000.0,,,99185000000.0,4957000000.0,,,-347000000.0,,8558000000.0,542000000.0,,,,-1036000000.0,,,,,,,,3200000000.0,-1968000000.0,619000000.0,1772000000.0,-2760000000.0,1549000000.0,,-246000000.0,,,-15454000000.0,14599000000.0,1242000000.0,,,,542000000.0,2707000000.0,3159000000.0,,,99185000000.0,-312000000.0,2179000000.0,8220000000.0,,-1830000000.0,-6390000000.0,,,3739000000.0,,-123000000.0,,,3433000000.0,1564000000.0,1.036667,,17654000000.0,1564000000.0,-458000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-03-31,,,854000000.0,,396000000.0,,,396000000.0,-189000000.0,,,,,,,,,,1782000000.0,,,,169000000.0,,,,,,0.27,,2425000000.0,,,,7793000000.0,41444000000.0,,,,,,,37000000.0,,-113000000.0,,,,200000000.0,,,5629000000.0,,3200000000.0,,1473273000.0,,,,,,,,-2367000000.0,,,,18306000000.0,291000000.0,766000000.0,,,107910000000.0,-166000000.0,390000000.0,,555000000.0,,,99918000000.0,3184000000.0,,,,,,565000000.0,0.27,,,-465000000.0,,,,,,,,5629000000.0,1760000000.0,,,1031000000.0,,,,,,,,,,,,565000000.0,,3164000000.0,,,,886000000.0,2115000000.0,7992000000.0,,,-5035000000.0,,,3591000000.0,,-88000000.0,,,,,,1473273000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
