date,trailingSaleOfInvestment,annualSaleOfInvestment,quarterlyOperatingCashFlow,trailingInvestingCashFlow,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,annualDilutedAverageShares,quarterlyNetIncome,quarterlyCashFlowFromContinuingFinancingActivities,annualOtherNonCashItems,annualLongTermDebt,quarterlyCommonStockIssuance,trailingPurchaseOfInvestment,annualDepreciationAndAmortization,trailingCashDividendsPaid,annualNonCurrentDeferredRevenue,annualStockholdersEquity,annualStockBasedCompensation,quarterlyNetPPE,annualRetainedEarnings,annualGoodwill,quarterlyAccountsReceivable,quarterlyTaxProvision,quarterlyGoodwill,annualTotalAssets,annualCashFlowFromContinuingFinancingActivities,trailingStockBasedCompensation,quarterlyCurrentAccruedExpenses,quarterlyDilutedEPS,annualAccountsReceivable,quarterlyChangeInCashSupplementalAsReported,trailingOperatingCashFlow,annualCapitalStock,annualPurchaseOfInvestment,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,trailingChangeInWorkingCapital,annualDilutedEPS,annualOtherIntangibleAssets,quarterlyOtherIntangibleAssets,annualOtherShortTermInvestments,annualCommonStockIssuance,quarterlyDepreciationAndAmortization,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,annualBasicAverageShares,annualChangeInAccountPayable,annualAccountsPayable,quarterlyCapitalStock,annualNetPPE,annualOperatingCashFlow,quarterlyCashAndCashEquivalents,trailingTotalRevenue,quarterlyBeginningCashPosition,annualEndCashPosition,quarterlyBasicAverageShares,trailingRepaymentOfDebt,annualOperatingIncome,trailingCashFlowFromContinuingFinancingActivities,quarterlyChangesInAccountReceivables,trailingEndCashPosition,annualGrossPPE,annualNetOtherInvestingChanges,quarterlyPurchaseOfInvestment,trailingPretaxIncome,trailingChangeInCashSupplementalAsReported,annualCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyFreeCashFlow,annualInvestmentsAndAdvances,annualPretaxIncome,quarterlyTotalAssets,quarterlyNetOtherFinancingCharges,quarterlyNetIncomeCommonStockholders,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingSellingGeneralAndAdministration,quarterlyGrossPPE,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlySaleOfInvestment,annualDeferredIncomeTax,annualAccumulatedDepreciation,annualCapitalExpenditure,trailingDeferredIncomeTax,annualSellingGeneralAndAdministration,quarterlyOperatingIncome,quarterlyBasicEPS,trailingCapitalExpenditure,trailingNetIncomeContinuousOperations,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,annualRepurchaseOfCapitalStock,trailingInterestExpense,annualChangesInAccountReceivables,trailingBeginningCashPosition,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualTaxProvision,annualNetOtherFinancingCharges,quarterlyNetOtherInvestingChanges,annualNetIncomeCommonStockholders,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,annualCurrentAccruedExpenses,annualRepaymentOfDebt,annualTotalRevenue,annualInterestExpense,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,annualFreeCashFlow,quarterlyRetainedEarnings,trailingFreeCashFlow,trailingCommonStockIssuance,annualTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,quarterlyRepaymentOfDebt,trailingNetIncome,trailingTaxProvision,quarterlyTotalRevenue,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,trailingDepreciationAndAmortization,annualPurchaseOfBusiness,annualBeginningCashPosition,annualNetIncomeContinuousOperations,annualBasicEPS,quarterlyDilutedAverageShares,annualCurrentDebt,annualNetIncome,annualCashDividendsPaid,trailingChangeInInventory,annualIncomeTaxPayable,annualCurrentLiabilities,quarterlyCurrentDeferredRevenue,trailingPurchaseOfBusiness,annualGrossProfit,annualInventory,annualOperatingExpense,trailingGrossProfit,quarterlyNonCurrentDeferredTaxesLiabilities,annualResearchAndDevelopment,annualCurrentDeferredRevenue,annualNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyResearchAndDevelopment,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentLiabilities,quarterlyOtherIncomeExpense,annualTotalNonCurrentAssets,annualCashCashEquivalentsAndMarketableSecurities,annualCurrentAssets,trailingBasicAverageShares,annualOtherCurrentLiabilities,quarterlyGrossProfit,annualCostOfRevenue,quarterlyOtherCurrentAssets,trailingOtherIncomeExpense,trailingBasicEPS,trailingOperatingIncome,quarterlyTotalNonCurrentAssets,annualEbitda,trailingNetOtherInvestingChanges,annualOtherIncomeExpense,trailingCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyOtherNonCurrentLiabilities,trailingChangesInAccountReceivables,trailingOtherNonCashItems,trailingOperatingExpense,annualChangeInInventory,trailingNetOtherFinancingCharges,quarterlyIncomeTaxPayable,annualOtherCurrentAssets,quarterlyCostOfRevenue,trailingDilutedEPS,quarterlyOtherCurrentLiabilities,quarterlyOtherNonCurrentAssets,trailingDilutedAverageShares,trailingResearchAndDevelopment,annualOtherNonCurrentLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentAssets,trailingChangeInAccountPayable,annualOtherNonCurrentAssets,quarterlyEbitda
2012-06-30,,,3310000000.0,,1339000000.0,,,1339000000.0,-4470000000.0,,,138000000.0,,,,,,,3442000000.0,,,43919000000.0,540000000.0,,,,,,1.15,,-5010000000.0,,,,55953000000.0,6326000000.0,,,,,,,253000000.0,,-235000000.0,,,,228000000.0,,,22072000000.0,,27082000000.0,,1145000000.0,,,,,,,,-106000000.0,,,,3553000000.0,550000000.0,3080000000.0,,,148128000000.0,0.0,1325000000.0,-1778000000.0,-951000000.0,,8547000000.0,128861000000.0,420000000.0,,,,,,1879000000.0,1.16,,,1014000000.0,11768000000.0,,,,,171000000.0,,22072000000.0,-3719000000.0,,,-990000000.0,,,,72000000.0,,,,,,726000000.0,,1879000000.0,,7717000000.0,,,,533000000.0,3951000000.0,19267000000.0,,,-3202000000.0,,,7965000000.0,-5105000000.0,-230000000.0,,,,,,1152000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-30,,,3872000000.0,,1250000000.0,,,1250000000.0,303000000.0,,,24000000.0,,,,,,,3553000000.0,,,45182000000.0,620000000.0,,,,,,1.09,,3071000000.0,,,,56271000000.0,6060000000.0,,,,,,,244000000.0,,-229000000.0,,,,224000000.0,,,25143000000.0,,22072000000.0,,1126000000.0,,,,,,,,-147000000.0,,,,4027000000.0,558000000.0,3603000000.0,,,152873000000.0,0.0,1236000000.0,-1004000000.0,-835000000.0,,8860000000.0,133395000000.0,466000000.0,,,,,,1870000000.0,1.1,,,1971000000.0,13093000000.0,,,,,-140000000.0,,25143000000.0,-1215000000.0,,,-23000000.0,,,,68000000.0,,,,,,2367000000.0,,1870000000.0,,7923000000.0,,,,547000000.0,3977000000.0,19478000000.0,,,-3714000000.0,,,7862000000.0,-5307000000.0,-269000000.0,,,,,,1132000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-31,,2087000000.0,-3532000000.0,,637000000.0,-6545000000.0,1141000000.0,637000000.0,4215000000.0,2287000000.0,58850000000.0,50000000.0,,991000000.0,,1286000000.0,18886000000.0,297000000.0,3635000000.0,7525000000.0,3181000000.0,42338000000.0,292000000.0,3181000000.0,153140000000.0,-3268000000.0,,2079000000.0,,42338000000.0,-2893000000.0,,221000000.0,-473000000.0,58850000000.0,5614000000.0,,3.89,993000000.0,993000000.0,6000000000.0,443000000.0,240000000.0,-927000000.0,-227000000.0,1135000000.0,-358000000.0,10006000000.0,221000000.0,3635000000.0,7082000000.0,22250000000.0,,25143000000.0,22250000000.0,,,6451000000.0,,,,9064000000.0,31000000.0,-162000000.0,,,22250000000.0,3846000000.0,544000000.0,-3820000000.0,5614000000.0,6451000000.0,153140000000.0,0.0,630000000.0,-999000000.0,-927000000.0,,9064000000.0,134254000000.0,575000000.0,218000000.0,-5429000000.0,-1053000000.0,,16951000000.0,929000000.0,,,,-5251000000.0,10006000000.0,-3952000000.0,,-358000000.0,,139000000.0,1286000000.0,22250000000.0,-3559000000.0,1969000000.0,0.0,1120000000.0,4433000000.0,,-2643000000.0,65000000.0,2079000000.0,-14076000000.0,31582000000.0,2226000000.0,,-3953000000.0,,929000000.0,6029000000.0,7525000000.0,,,134254000000.0,703000000.0,5069000000.0,18886000000.0,6000000000.0,-896000000.0,-2659000000.0,,,8141000000.0,-5429000000.0,-288000000.0,,-466000000.0,24893000000.0,4482000000.0,3.91,,3846000000.0,4482000000.0,-902000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-31,,,7547000000.0,,1280000000.0,,,1280000000.0,-1830000000.0,,,275000000.0,,,,,,,3713000000.0,,,42961000000.0,629000000.0,,,,,,1.15,,5714000000.0,,,,56366000000.0,5793000000.0,,,,,,,245000000.0,,-222000000.0,,,,220000000.0,,,27964000000.0,,22250000000.0,,1099000000.0,,,,,,,,-472000000.0,,,,3359000000.0,519000000.0,7343000000.0,,,156855000000.0,0.0,1269000000.0,-787000000.0,-980000000.0,,9362000000.0,137565000000.0,267000000.0,,,,,,1909000000.0,1.15,,,5427000000.0,14230000000.0,,,,,2000000.0,4232000000.0,27964000000.0,32000000.0,,,-1058000000.0,,,,96000000.0,,,,,,4946000000.0,-11000000.0,1909000000.0,,7830000000.0,,,,593000000.0,4041000000.0,19290000000.0,6000000000.0,,-3001000000.0,,,7881000000.0,-5649000000.0,-204000000.0,,,,,,1106000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-30,,,2682000000.0,,1405000000.0,,,1405000000.0,-5444000000.0,,,226000000.0,,,,,,,3716000000.0,,,43711000000.0,590000000.0,,,,,,1.27,,-4835000000.0,,,,52675000000.0,5262000000.0,,,,,,,252000000.0,,-221000000.0,,,,217000000.0,,,23129000000.0,,27964000000.0,,1090000000.0,,,,,,,,-134000000.0,,,,2961000000.0,492000000.0,2411000000.0,,,151933000000.0,0.0,1392000000.0,-1355000000.0,-1308000000.0,,9427000000.0,132899000000.0,465000000.0,,,,,,1995000000.0,1.28,,,534000000.0,14313000000.0,,,,,-203000000.0,4125000000.0,23129000000.0,-1962000000.0,,,1042000000.0,,,,101000000.0,,,,,,301000000.0,,1995000000.0,,7883000000.0,,,,694000000.0,4215000000.0,19034000000.0,5000000000.0,,-5426000000.0,,,8245000000.0,-5711000000.0,-271000000.0,,,,,,1097000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-30,,,-2026000000.0,,1366000000.0,,,1366000000.0,682000000.0,,,51000000.0,,,,,,,3746000000.0,,,43068000000.0,638000000.0,,,,,,1.25,,-843000000.0,,,,52529000000.0,5137000000.0,,,,,,,266000000.0,,-250000000.0,,,,215000000.0,,,22286000000.0,,23129000000.0,,1074000000.0,,,,,,,,-267000000.0,,,,3247000000.0,484000000.0,-2186000000.0,,,150103000000.0,0.0,1354000000.0,-1058000000.0,-1339000000.0,,9614000000.0,130887000000.0,299000000.0,,,,,,2004000000.0,1.26,,,-4089000000.0,11361000000.0,,,,,-139000000.0,4088000000.0,22286000000.0,463000000.0,,,-13000000.0,,,,78000000.0,,,,,,-4266000000.0,,2004000000.0,,8147000000.0,,,,570000000.0,4281000000.0,19216000000.0,5000000000.0,,-5065000000.0,,,8301000000.0,-5868000000.0,-160000000.0,,,,,,1081000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-31,,1509000000.0,344000000.0,,1308000000.0,-7269000000.0,1089000000.0,1308000000.0,2701000000.0,2460000000.0,55091000000.0,169000000.0,,1020000000.0,,1314000000.0,19496000000.0,350000000.0,3875000000.0,8507000000.0,3198000000.0,43777000000.0,672000000.0,3198000000.0,153375000000.0,-3891000000.0,,2210000000.0,,43777000000.0,-2800000000.0,,213000000.0,-1348000000.0,55091000000.0,5016000000.0,,4.88,817000000.0,817000000.0,5000000000.0,721000000.0,257000000.0,-1426000000.0,-246000000.0,1082000000.0,88000000.0,10615000000.0,213000000.0,3875000000.0,8547000000.0,19486000000.0,,22286000000.0,19486000000.0,,,7888000000.0,,,,9853000000.0,72000000.0,-475000000.0,,,19486000000.0,5463000000.0,463000000.0,-27000000.0,5016000000.0,7888000000.0,153375000000.0,0.0,1297000000.0,-743000000.0,-1426000000.0,,9853000000.0,133879000000.0,478000000.0,-283000000.0,-5978000000.0,-1006000000.0,,16837000000.0,1980000000.0,,,,-1881000000.0,10615000000.0,-3943000000.0,,-73000000.0,,57000000.0,1314000000.0,19486000000.0,-5802000000.0,2529000000.0,0.0,101000000.0,5312000000.0,,-2764000000.0,75000000.0,2210000000.0,-14763000000.0,32974000000.0,1958000000.0,,-893000000.0,,1980000000.0,7541000000.0,8507000000.0,,,133879000000.0,603000000.0,4300000000.0,19496000000.0,5000000000.0,-9000000.0,-1271000000.0,,,8547000000.0,-5978000000.0,-371000000.0,,-195000000.0,22250000000.0,5359000000.0,4.91,,5463000000.0,5359000000.0,-939000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-31,,,3285000000.0,,1432000000.0,,,1432000000.0,-3561000000.0,,,233000000.0,,,,,,,3893000000.0,,,44240000000.0,776000000.0,,,,,,1.33,,1254000000.0,,,,54095000000.0,4761000000.0,,,,,,,249000000.0,,-246000000.0,,,,212000000.0,,,20740000000.0,,19486000000.0,,1060000000.0,,,,,,,,-71000000.0,,,,2821000000.0,439000000.0,3059000000.0,,,151497000000.0,0.0,1420000000.0,-961000000.0,-1394000000.0,,9983000000.0,131520000000.0,398000000.0,,,,,,2208000000.0,1.34,,,987000000.0,11844000000.0,,,,,44000000.0,3843000000.0,20740000000.0,1557000000.0,,,-610000000.0,,,,88000000.0,,,,,,607000000.0,-6000000.0,2208000000.0,,8822000000.0,,,,573000000.0,4050000000.0,19977000000.0,5000000000.0,,-3500000000.0,,,8199000000.0,-6090000000.0,-226000000.0,,,,,,1067000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,,,1600000000.0,,1529000000.0,,,1529000000.0,-815000000.0,,,-40000000.0,,,,,,,3870000000.0,,,44893000000.0,783000000.0,,,,,,1.43,,-2310000000.0,,,,54836000000.0,4855000000.0,,,,,,,266000000.0,,-243000000.0,,,,210000000.0,,,18430000000.0,,20740000000.0,,1052000000.0,,,,,,,,-372000000.0,,,,3436000000.0,443000000.0,1280000000.0,,,152384000000.0,0.0,1517000000.0,-1130000000.0,-1371000000.0,,10032000000.0,132171000000.0,207000000.0,,,,,,2312000000.0,1.44,,,-319000000.0,11645000000.0,,,,,-441000000.0,3718000000.0,18430000000.0,-3133000000.0,,,680000000.0,,,,76000000.0,,,,,,535000000.0,,2312000000.0,,9127000000.0,,,,565000000.0,4709000000.0,20213000000.0,5000000000.0,,-3161000000.0,,,8657000000.0,-6162000000.0,-320000000.0,,,,,,1058000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-30,,,3701000000.0,,1477000000.0,,,1477000000.0,644000000.0,,,58000000.0,,,,,,,3921000000.0,,,44685000000.0,769000000.0,,,,,,1.4,,2834000000.0,,,,55712000000.0,4750000000.0,,,,,,,249000000.0,,-281000000.0,,,,207000000.0,,,21264000000.0,,18430000000.0,,1041000000.0,,,,,,,,-382000000.0,,,,3382000000.0,420000000.0,3393000000.0,,,153862000000.0,0.0,1466000000.0,-1114000000.0,-1542000000.0,,10248000000.0,133646000000.0,483000000.0,,,,,,2246000000.0,1.41,,,1541000000.0,11510000000.0,,,,,-100000000.0,3539000000.0,21264000000.0,-1404000000.0,,,20000000.0,,,,46000000.0,,,,,,651000000.0,,2246000000.0,,9335000000.0,,,,534000000.0,4090000000.0,20216000000.0,5000000000.0,,-3998000000.0,,,8329000000.0,-6327000000.0,-308000000.0,,,,,,1047000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,,2348000000.0,2404000000.0,,1447000000.0,-7967000000.0,1051000000.0,1447000000.0,3743000000.0,2334000000.0,57812000000.0,111000000.0,,1012000000.0,,1308000000.0,20673000000.0,290000000.0,3938000000.0,9513000000.0,3024000000.0,44386000000.0,778000000.0,3024000000.0,159103000000.0,11000000.0,,2389000000.0,,44386000000.0,1024000000.0,,205000000.0,-886000000.0,57812000000.0,4431000000.0,,5.56,854000000.0,854000000.0,4000000000.0,362000000.0,248000000.0,-1919000000.0,-271000000.0,1045000000.0,2594000000.0,11300000000.0,205000000.0,3938000000.0,10990000000.0,22288000000.0,,21264000000.0,22288000000.0,,,8991000000.0,,,,10208000000.0,72000000.0,-61000000.0,,,22288000000.0,4127000000.0,405000000.0,2063000000.0,4431000000.0,8991000000.0,159103000000.0,742000000.0,1436000000.0,-1184000000.0,-1919000000.0,,10208000000.0,138430000000.0,1260000000.0,-941000000.0,-6270000000.0,-1195000000.0,,17551000000.0,2225000000.0,,,,491000000.0,11300000000.0,-4389000000.0,,,,-444000000.0,1308000000.0,22288000000.0,-4987000000.0,3106000000.0,0.0,-18000000.0,5839000000.0,,2802000000.0,80000000.0,2389000000.0,-12768000000.0,34292000000.0,1707000000.0,,801000000.0,,2225000000.0,9795000000.0,9513000000.0,,,138430000000.0,662000000.0,4702000000.0,20673000000.0,4000000000.0,2700000000.0,-2109000000.0,,,9107000000.0,-6270000000.0,-341000000.0,,,19486000000.0,5885000000.0,5.58,,4127000000.0,5885000000.0,-1041000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-31,,,2126000000.0,,1525000000.0,,,1525000000.0,-3542000000.0,,,54000000.0,,,,,,,3940000000.0,,,43274000000.0,791000000.0,,,,,,1.48,,1284000000.0,,,,54712000000.0,4417000000.0,,,,,,,251000000.0,,-268000000.0,,,,204000000.0,,,23572000000.0,,22288000000.0,,1019000000.0,,,,,,,,-447000000.0,,,,2361000000.0,410000000.0,1870000000.0,,,154684000000.0,0.0,1514000000.0,-791000000.0,-2151000000.0,,10309000000.0,132854000000.0,439000000.0,,,,,,2316000000.0,1.49,,,-360000000.0,10643000000.0,,,,,219000000.0,3364000000.0,23572000000.0,2821000000.0,,,15000000.0,,,,71000000.0,,,,,,-1230000000.0,-59000000.0,2316000000.0,,10107000000.0,,,,491000000.0,2002000000.0,21830000000.0,4000000000.0,,-3100000000.0,,,6049000000.0,-6369000000.0,-256000000.0,,,,,,1023000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,,,2175000000.0,,1473000000.0,,,1473000000.0,1053000000.0,,,89000000.0,,,,,,,4016000000.0,,,44459000000.0,757000000.0,,,,,,1.42,,-2501000000.0,,,,52740000000.0,4584000000.0,,,,,,,263000000.0,,-265000000.0,,,,201000000.0,,,21071000000.0,,23572000000.0,,1009000000.0,,,,,,,,-765000000.0,,,,4486000000.0,414000000.0,1894000000.0,,,157152000000.0,0.0,1442000000.0,-1180000000.0,-2154000000.0,,10576000000.0,135267000000.0,552000000.0,,,,,,2230000000.0,1.43,,,-23000000.0,11056000000.0,,,,,-74000000.0,3225000000.0,21071000000.0,-5751000000.0,,,-1544000000.0,,,,69000000.0,,,,,,-91000000.0,-15000000.0,2230000000.0,,10199000000.0,,,,536000000.0,2096000000.0,21885000000.0,5000000000.0,,-5376000000.0,,,6243000000.0,-6560000000.0,-281000000.0,,,,,,1013000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-30,,,3773000000.0,,1266000000.0,,,1266000000.0,-4986000000.0,,,26000000.0,,,,,,,4032000000.0,,,43890000000.0,672000000.0,,,,,,1.24,,-1133000000.0,,,,48653000000.0,3947000000.0,,,,,,,266000000.0,,-335000000.0,,,,197000000.0,,,19938000000.0,,21071000000.0,,994000000.0,,,,,,,,-352000000.0,,,,3160000000.0,399000000.0,3431000000.0,,,154216000000.0,0.0,1234000000.0,-1359000000.0,-2374000000.0,,10765000000.0,132881000000.0,842000000.0,,,,,,1938000000.0,1.24,,,1772000000.0,11340000000.0,,,,,-120000000.0,3044000000.0,19938000000.0,223000000.0,,,846000000.0,,,,60000000.0,,,,,,1591000000.0,-48000000.0,1938000000.0,,10025000000.0,,,,589000000.0,2143000000.0,21335000000.0,4000000000.0,,-8634000000.0,,,6161000000.0,-6733000000.0,-342000000.0,,,,,,997000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,,2103000000.0,2898000000.0,,899000000.0,-8193000000.0,1003000000.0,899000000.0,5446000000.0,2222000000.0,48032000000.0,24000000.0,,1043000000.0,,1343000000.0,20673000000.0,234000000.0,4108000000.0,9665000000.0,2749000000.0,43671000000.0,555000000.0,2749000000.0,161184000000.0,-2029000000.0,,2238000000.0,,43671000000.0,2824000000.0,,194000000.0,-1713000000.0,48032000000.0,4397000000.0,,5.05,796000000.0,796000000.0,4000000000.0,193000000.0,263000000.0,-2534000000.0,-304000000.0,999000000.0,1020000000.0,11822000000.0,194000000.0,4108000000.0,10972000000.0,22762000000.0,,19938000000.0,22762000000.0,,,7938000000.0,,,,10909000000.0,-120000000.0,-149000000.0,,,22762000000.0,5221000000.0,400000000.0,2436000000.0,4397000000.0,7938000000.0,161184000000.0,0.0,873000000.0,-1150000000.0,-2534000000.0,,10909000000.0,140511000000.0,270000000.0,506000000.0,-6801000000.0,-1341000000.0,,8430000000.0,1454000000.0,,,,649000000.0,11822000000.0,-4480000000.0,,,,481000000.0,1343000000.0,22762000000.0,-5486000000.0,2775000000.0,0.0,563000000.0,5063000000.0,,474000000.0,34000000.0,2238000000.0,-19610000000.0,24804000000.0,1623000000.0,,750000000.0,-33000000.0,1454000000.0,9631000000.0,9665000000.0,,,140511000000.0,606000000.0,2189000000.0,20673000000.0,4000000000.0,2038000000.0,-2500000000.0,,,6351000000.0,-6801000000.0,-462000000.0,,-155000000.0,22288000000.0,5163000000.0,5.07,,5221000000.0,5163000000.0,-1172000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-31,,,2469000000.0,,1426000000.0,,,1426000000.0,-3864000000.0,,,11000000.0,,,,,,,4137000000.0,,,44027000000.0,758000000.0,,,,,,1.45,,2283000000.0,,,,47311000000.0,3839000000.0,,,,,,,261000000.0,,-302000000.0,,,,191000000.0,,,25045000000.0,,22762000000.0,,961000000.0,,,,,,,,-345000000.0,,,,2596000000.0,425000000.0,2167000000.0,,,158816000000.0,0.0,1394000000.0,-1128000000.0,-2502000000.0,,11109000000.0,138089000000.0,271000000.0,,,,,,2184000000.0,1.45,,,60000000.0,12027000000.0,,,,,218000000.0,3011000000.0,25045000000.0,3640000000.0,,,132000000.0,,,,70000000.0,,,,,,-356000000.0,-155000000.0,2184000000.0,,9949000000.0,,,,504000000.0,2148000000.0,20727000000.0,4000000000.0,,-1036000000.0,,,6230000000.0,-6972000000.0,-302000000.0,,,,,,963000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,,,669000000.0,,2015000000.0,,,2015000000.0,-408000000.0,,,64000000.0,,,,,,,4210000000.0,,,44800000000.0,1001000000.0,,,,,,2.1,,8722000000.0,,,,50649000000.0,3892000000.0,,,,,,,275000000.0,,-299000000.0,,,,185000000.0,,,33767000000.0,,25045000000.0,,938000000.0,,,,,,,,-446000000.0,,,,2343000000.0,436000000.0,322000000.0,,,159642000000.0,0.0,2015000000.0,-1724000000.0,-2621000000.0,,9065000000.0,138930000000.0,341000000.0,,,,,,3016000000.0,2.11,,,-1077000000.0,11729000000.0,,,,,-1070000000.0,2803000000.0,33767000000.0,8498000000.0,,,-6000000.0,,,,63000000.0,,,,,,-403000000.0,,3016000000.0,,10280000000.0,,,,526000000.0,2319000000.0,20712000000.0,4000000000.0,,-522000000.0,,,7279000000.0,-4855000000.0,-347000000.0,,,,,,941000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-30,,,1748000000.0,,1142000000.0,,,1142000000.0,-6981000000.0,,,3000000.0,,,,,,,4301000000.0,,,44821000000.0,593000000.0,,,,,,1.2,,-7247000000.0,,,,44894000000.0,3728000000.0,,,,,,,274000000.0,,-291000000.0,,,,184000000.0,,,26520000000.0,,33767000000.0,,920000000.0,,,,,,,,-564000000.0,,,,2861000000.0,430000000.0,1422000000.0,,,153377000000.0,0.0,1142000000.0,-625000000.0,-2618000000.0,,9296000000.0,132360000000.0,648000000.0,,,,,,1735000000.0,1.21,,,-5000000.0,11372000000.0,,,,,-224000000.0,2656000000.0,26520000000.0,-2008000000.0,,,-553000000.0,,,,57000000.0,,,,,,-269000000.0,,1735000000.0,,10661000000.0,,,,561000000.0,2261000000.0,21017000000.0,4000000000.0,,-7791000000.0,,,5930000000.0,-4995000000.0,-326000000.0,,,,,,923000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
