date,annualLongTermDebt,annualCashDividendsPaid,trailingPurchaseOfInvestment,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyOtherNonCurrentLiabilities,annualAccountsReceivable,quarterlyBasicEPS,trailingCashDividendsPaid,quarterlyLongTermDebt,annualPretaxIncome,annualPurchaseOfInvestment,quarterlyTotalAssets,annualNetIncome,quarterlyTotalNonCurrentAssets,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,annualGoodwill,annualSaleOfInvestment,annualIncomeTaxPayable,trailingInvestingCashFlow,annualStockholdersEquity,annualOtherNonCashItems,quarterlyInvestmentsAndAdvances,trailingChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualRetainedEarnings,trailingSaleOfInvestment,quarterlyOtherIncomeExpense,trailingStockBasedCompensation,annualTotalAssets,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,quarterlyGoodwill,annualInvestingCashFlow,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,annualBasicEPS,trailingOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyNetIncomeCommonStockholders,quarterlyDilutedAverageShares,annualEndCashPosition,trailingOperatingIncome,annualOperatingIncome,quarterlyInventory,trailingTotalRevenue,quarterlyOperatingExpense,trailingOtherIncomeExpense,annualOtherIntangibleAssets,quarterlyEndCashPosition,annualCurrentLiabilities,quarterlyOtherIntangibleAssets,annualOtherIncomeExpense,quarterlyInvestingCashFlow,annualNetPPE,annualCommonStockIssuance,quarterlyCashDividendsPaid,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualOperatingCashFlow,trailingEndCashPosition,quarterlyCurrentDebt,annualAccountsPayable,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,trailingNetOtherInvestingChanges,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,annualEbitda,annualInvestmentsAndAdvances,annualRepurchaseOfCapitalStock,annualOtherNonCurrentLiabilities,quarterlyNetOtherFinancingCharges,annualCashCashEquivalentsAndMarketableSecurities,annualGainsLossesNotAffectingRetainedEarnings,trailingPretaxIncome,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,annualBeginningCashPosition,annualInterestExpense,annualCurrentAssets,annualDilutedAverageShares,trailingInterestExpense,trailingCapitalExpenditure,trailingBeginningCashPosition,trailingOperatingExpense,annualChangesInAccountReceivables,quarterlyOtherCurrentAssets,quarterlyRepurchaseOfCapitalStock,annualOtherNonCurrentAssets,trailingChangeInCashSupplementalAsReported,annualGrossPPE,annualNetIncomeCommonStockholders,annualAccumulatedDepreciation,quarterlySaleOfInvestment,annualSellingGeneralAndAdministration,annualDeferredIncomeTax,annualRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyDilutedEPS,quarterlyCapitalStock,annualDilutedEPS,trailingRepurchaseOfCapitalStock,trailingRepaymentOfDebt,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,annualChangeInCashSupplementalAsReported,annualCurrentAccruedExpenses,quarterlyNetOtherInvestingChanges,trailingGrossProfit,trailingDeferredIncomeTax,annualTaxProvision,trailingNetIncomeCommonStockholders,annualCapitalExpenditure,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,quarterlyStockholdersEquity,trailingCostOfRevenue,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,annualOtherCurrentAssets,annualCostOfRevenue,annualTotalRevenue,annualCurrentDebt,annualCapitalStock,quarterlyTaxProvision,annualBasicAverageShares,quarterlyNetPPE,annualNetOtherFinancingCharges,annualGrossProfit,annualStockBasedCompensation,annualTotalNonCurrentAssets,quarterlyStockBasedCompensation,annualFreeCashFlow,annualResearchAndDevelopment,quarterlyOtherNonCashItems,trailingDepreciationAndAmortization,annualInventory,quarterlyEbitda,trailingTaxProvision,trailingNetIncomeContinuousOperations,trailingOtherNonCashItems,annualPurchaseOfBusiness,quarterlyOperatingIncome,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyBasicAverageShares,quarterlyResearchAndDevelopment,annualNetIncomeContinuousOperations,quarterlyCommonStockIssuance,annualChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyRetainedEarnings,annualChangeInInventory,quarterlyPretaxIncome,quarterlyGrossPPE,quarterlyPurchaseOfBusiness,trailingFreeCashFlow,trailingNetIncome,quarterlyIncomeTaxPayable,annualOperatingExpense,trailingSellingGeneralAndAdministration,quarterlyCurrentAssets,annualNonCurrentDeferredTaxesLiabilities,quarterlyCurrentLiabilities,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,trailingBasicAverageShares,annualNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,quarterlyChangesInAccountReceivables,trailingResearchAndDevelopment,quarterlyChangeInAccountPayable,trailingDilutedEPS,trailingChangesInAccountReceivables,quarterlyOtherShortTermInvestments,trailingDilutedAverageShares,trailingCommonStockIssuance,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,annualOtherShortTermInvestments,trailingChangeInInventory,quarterlyChangeInInventory,trailingBasicEPS
1988-12-31,743300000.0,,,,868500000.0,94300000.0,,,,743300000.0,608400000.0,,4267600000.0,378600000.0,3032100000.0,,,,,,,,1865600000.0,,,,1422600000.0,1701300000.0,,,,4267600000.0,,,94700000.0,,0.0,,,1.18,,84100000.0,84100000.0,585000000.0,,,0.0,,640600000.0,566500000.0,,,,,,979400000.0,,69900000.0,,2575300000.0,,,1422600000.0,,0.0,,110900000.0,,,,,,456800000.0,,,2402000000.0,828200000.0,,,94300000.0,,84100000.0,,,84100000.0,,0.0,80600000.0,1235500000.0,320847458.0,,,,,,0.0,,456800000.0,,4154300000.0,378600000.0,-1579000000.0,,1348700000.0,,,,,,1.18,,,,,,,,,,,229800000.0,,,,868500000.0,1865600000.0,,-1579000000.0,,0.0,3216600000.0,5393500000.0,110900000.0,,,320847458.0,2575300000.0,,2176900000.0,,3032100000.0,,0.0,,,,566500000.0,-3361800000.0,,,,,-3361800000.0,,,,378600000.0,,,,,1701300000.0,,,4154300000.0,,,,,1536300000.0,,1235500000.0,585000000.0,979400000.0,2402000000.0,1391100000.0,,,,,,,,,,,,,,,,,,,,,
1989-03-31,,,,,,,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,103100000.0,,,,,,,,,,,322096000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1421800000.0,,,,,1421800000.0,,322096000.0,,,,,,,,,,,,,,,,,,,,,1421800000.0,,,,,,,,,,,,,,,,,,,,,
1989-06-30,,,,,610000000.0,0.0,,0.32,,725800000.0,,,4488700000.0,,3193500000.0,,896800000.0,,,,,,,,,,1331400000.0,,,22800000.0,,,,,101300000.0,,,101300000.0,293200000.0,,,130400000.0,130400000.0,605600000.0,101300000.0,316562500.0,,,,591800000.0,,344300000.0,,,,,,,,,,,,,,,181100000.0,,,,16800000.0,,437500000.0,,,2462000000.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.32,,,,,499200000.0,,339500000.0,,,,,,,,,,,1929400000.0,,-1614200000.0,,,,,,,55500000.0,,2756000000.0,,,,,,,,,,,206000000.0,,,,,154900000.0,,316562500.0,,,,,,,1821100000.0,,156800000.0,4370200000.0,,,,,,,1295200000.0,,1130600000.0,,1396000000.0,,,,,,,,,,,,,,,,,,,,,
1989-09-30,,,,8800000.0,699900000.0,0.0,,0.34,,728900000.0,,,4694600000.0,,3346700000.0,,921500000.0,,,,,,,,,,1359800000.0,,,15600000.0,,,,,108800000.0,,,108800000.0,301700000.0,,,139200000.0,139200000.0,630900000.0,108800000.0,320000000.0,,,,584200000.0,,353600000.0,,,0.0,,,,-181200000.0,,,-52400000.0,,,,,176000000.0,,53500000.0,,17600000.0,,447600000.0,,56900000.0,2588100000.0,,,,,200000.0,,,,,,,,,,,,,,,0.0,-200000.0,,,,,,,,,,0.0,0.34,,,,,531200000.0,,352400000.0,,,3400000.0,,,,,,,,2005000000.0,,-1660500000.0,,,,,,,63600000.0,,2899100000.0,,,,,,,,17000000.0,,,231100000.0,,,,,177600000.0,-54400000.0,320000000.0,,,,,,65100000.0,1877500000.0,,172400000.0,4559600000.0,,,,,,,1347900000.0,,1228300000.0,,1452700000.0,-187500000.0,244400000.0,,,,,,,,,,,,,,,,,,,
1989-12-31,745100000.0,-189400000.0,,25100000.0,196700000.0,79900000.0,,,,745100000.0,666200000.0,,4923000000.0,423800000.0,3479800000.0,,737200000.0,,,,,,2085800000.0,19800000.0,,,1468500000.0,1915500000.0,,20400000.0,,4923000000.0,-1200000.0,210900000.0,110600000.0,,-681200000.0,110600000.0,501500000.0,1.32,,164300000.0,164300000.0,643500000.0,110600000.0,,0.0,,673400000.0,615500000.0,,556700000.0,,,0.0,1263200000.0,,74900000.0,-178000000.0,3040900000.0,,-52400000.0,1468500000.0,,762600000.0,,293300000.0,773200000.0,55200000.0,,17500000.0,,438900000.0,,-65500000.0,2731700000.0,884300000.0,,-1100000.0,79900000.0,-100000.0,164300000.0,,,164300000.0,1500000.0,84100000.0,68200000.0,1443200000.0,321060606.0,,,,,,38600000.0,0.0,438900000.0,,4753600000.0,423800000.0,-1712700000.0,,1406100000.0,58000000.0,,0.0,,,1.32,,,725900000.0,,773200000.0,80200000.0,,7500000.0,,,242400000.0,,-696400000.0,,196700000.0,2085800000.0,,-1712700000.0,,38600000.0,3443200000.0,5733600000.0,293300000.0,,58300000.0,321060606.0,3040900000.0,5100000.0,2290400000.0,,3479800000.0,,66200000.0,,-52900000.0,,615500000.0,224400000.0,,,,,169200000.0,81000000.0,,,423800000.0,,50100000.0,,-48800000.0,1915500000.0,-49000000.0,168900000.0,4753600000.0,,,,,1617000000.0,,1443200000.0,643500000.0,1263200000.0,2731700000.0,1463100000.0,-187600000.0,122100000.0,,,,,,,,,,,,,,,,,,,
1990-03-31,,,,-49300000.0,619100000.0,86900000.0,,0.37,,749900000.0,,,4983900000.0,,3544800000.0,,991600000.0,,,,,,,,,,1499600000.0,,,15800000.0,,,,,117200000.0,,,117200000.0,332100000.0,,,115000000.0,115000000.0,662800000.0,117200000.0,316756757.0,,,,647300000.0,,390600000.0,,,0.0,,,,-162600000.0,,,-52500000.0,,,,,266700000.0,,58500000.0,,20000000.0,,410400000.0,,45400000.0,2771600000.0,,,,,1800000.0,,,,,,,,,,,,,,,30800000.0,-23900000.0,,,,,,,,,,164300000.0,0.37,,,,,581700000.0,,386200000.0,,,-3800000.0,,,,,,,,2107400000.0,,-1758700000.0,,,,,,,67700000.0,,3134400000.0,,,,,,,,45400000.0,,,249600000.0,,,,,191100000.0,-96400000.0,316756757.0,,,,,,-11400000.0,1980200000.0,,184900000.0,4893100000.0,,,,,,,1439100000.0,,1272000000.0,,1573300000.0,-164300000.0,209700000.0,,,,,,,,,,,,,,,,,,,
1990-06-30,,,,-500000.0,625800000.0,93700000.0,,0.26,,750900000.0,,,5034600000.0,,3616000000.0,,1009200000.0,,,,,,,,,,1513700000.0,,,-3300000.0,,,,,80400000.0,,,80400000.0,348000000.0,,,105900000.0,105900000.0,669100000.0,80400000.0,309230769.0,,,,624200000.0,,408000000.0,,,0.0,,,,-166700000.0,,,-54600000.0,,,,,369500000.0,,61600000.0,,23700000.0,,451500000.0,,-13100000.0,2889100000.0,,,,,1300000.0,,,,,,,,,,,,,,,26500000.0,-41100000.0,,,,,,,,,,0.0,0.26,,,,,603500000.0,,380100000.0,,,-5000000.0,,,,,,,,2105300000.0,,-1677000000.0,,,,,,,86300000.0,,3164500000.0,,,,,,,,38400000.0,,,257100000.0,,,,,195500000.0,14600000.0,309230769.0,,,,,,-28800000.0,2006000000.0,,166700000.0,4841500000.0,,,,,,,1418600000.0,,1375400000.0,,1612700000.0,-164700000.0,151600000.0,,,,,,,,,,,,,,,,,,,
1990-09-30,,,,-39600000.0,679200000.0,102100000.0,,0.39,,748100000.0,,,5184100000.0,,3765400000.0,,963000000.0,,,,,,,,,,1538300000.0,,,21700000.0,,,,,123300000.0,,,123300000.0,355700000.0,,,66300000.0,66300000.0,688100000.0,123300000.0,316153846.0,,,,651600000.0,,415600000.0,,,0.0,,,,-176300000.0,,,-54200000.0,,,,,327300000.0,,59600000.0,,22700000.0,,479900000.0,,72500000.0,2944600000.0,,,,,1400000.0,,,,,,,,,,,,,,,21100000.0,-700000.0,,,,,,,,,,0.0,0.39,,,,,612100000.0,,399800000.0,,,-15200000.0,,,,,,,,2197900000.0,,-1743600000.0,,,,,,,70200000.0,,3285500000.0,,,,,,,,6000000.0,,,256400000.0,,,,,196500000.0,-98500000.0,316153846.0,,,,,,46300000.0,2075100000.0,,193500000.0,5029100000.0,,,,,,,1418700000.0,,1406300000.0,,1575100000.0,-162700000.0,235200000.0,,,,,,,,,,,,,,,,,,,
1990-12-31,728500000.0,-215700000.0,,-6100000.0,198100000.0,106900000.0,,,,728500000.0,709300000.0,,5283900000.0,432100000.0,3886800000.0,,1019800000.0,,,,,,2259700000.0,38300000.0,,,1513000000.0,2130000000.0,,19300000.0,,5283900000.0,-169300000.0,240300000.0,111200000.0,,-663000000.0,111200000.0,395300000.0,1.35,,60200000.0,60200000.0,677600000.0,111200000.0,,0.0,,753600000.0,668000000.0,,455900000.0,,,0.0,1466200000.0,,53500000.0,-157400000.0,3386300000.0,,-54400000.0,1513000000.0,,736800000.0,,409900000.0,858200000.0,60600000.0,,21700000.0,,500500000.0,,-26500000.0,2979200000.0,993900000.0,,-66100000.0,106900000.0,2800000.0,60200000.0,,,60200000.0,-15600000.0,155700000.0,88100000.0,1397100000.0,320074074.0,,,,,,45800000.0,-400000.0,500500000.0,,5188000000.0,432100000.0,-1801700000.0,,1431100000.0,42600000.0,,0.0,,,1.35,,,626400000.0,,858200000.0,-95500000.0,,8400000.0,,,277200000.0,,-658500000.0,,198100000.0,2259700000.0,,-1801700000.0,,45800000.0,3982300000.0,6407300000.0,409900000.0,,53000000.0,320074074.0,3386300000.0,7300000.0,2425000000.0,,3886800000.0,,78300000.0,,-51500000.0,,668000000.0,231100000.0,,,,,170500000.0,11000000.0,,,432100000.0,,-16500000.0,,-22600000.0,2130000000.0,-96200000.0,164200000.0,5188000000.0,,,,,1671400000.0,,1397100000.0,677600000.0,1466200000.0,2979200000.0,1646200000.0,-166800000.0,140300000.0,,,,,,,,,,,,,,,,,,,
1991-03-31,,,,-5700000.0,674800000.0,114000000.0,,0.38,,731000000.0,,,5337300000.0,,3871900000.0,,1002500000.0,,,,,,,,,,1522100000.0,,,21900000.0,,,,,120300000.0,,,120300000.0,409300000.0,,,54500000.0,54500000.0,677100000.0,120300000.0,316578947.0,,,,673600000.0,,473800000.0,,,0.0,,,,-136700000.0,,,-54300000.0,,,,,406500000.0,,64500000.0,,24200000.0,,486300000.0,,55800000.0,3008000000.0,,,,,8100000.0,,,,,,,,,,,,,,,27600000.0,-100000.0,,,,,,,,,,60200000.0,0.38,,,,,665100000.0,,404600000.0,,,-16300000.0,,,,,,,,2283200000.0,,-1826800000.0,,,,,,,65600000.0,,3385600000.0,,,,,,,,46100000.0,,,255800000.0,,,,,191300000.0,-47200000.0,316578947.0,,,,,,-52700000.0,2196000000.0,,185900000.0,5212400000.0,,,,,,,1465400000.0,,1485900000.0,,1667600000.0,-122400000.0,178200000.0,,,,,,,,,,,,,,,,,,,
1991-06-30,,,,-9800000.0,696400000.0,112500000.0,,0.39,,920600000.0,,,5364000000.0,,3933400000.0,,1014600000.0,,,,,,,,,,1710600000.0,,,26600000.0,,,,,123200000.0,,,123200000.0,425300000.0,,,44700000.0,44700000.0,677500000.0,123200000.0,315897436.0,,,,673000000.0,,489100000.0,,,0.0,,,,-145200000.0,,,-59200000.0,,,,,209700000.0,,63800000.0,,24500000.0,,508900000.0,,63800000.0,2987500000.0,,,,,2800000.0,,,,,,,,,,,,,,,26700000.0,-300000.0,,,,,,,,,,0.0,0.39,,,,,673200000.0,,370800000.0,,,-10500000.0,,,,,,,,2331100000.0,,-1861400000.0,,,,,,,61000000.0,,3424500000.0,,,,,,,,-6900000.0,,,247900000.0,,,,,184100000.0,-63900000.0,315897436.0,,,,,,19200000.0,2260000000.0,,184200000.0,5285900000.0,,,,,,,1430600000.0,,1276900000.0,,1687800000.0,-135500000.0,199300000.0,,,,,,,,,,,,,,,,,,,
1991-09-30,,,,6800000.0,734700000.0,111500000.0,,0.4,,916600000.0,,,5488600000.0,,4068200000.0,,1009600000.0,,,,,,,,,,1713100000.0,,,25800000.0,,,,,126100000.0,,,126100000.0,426900000.0,,,51500000.0,51500000.0,685000000.0,126100000.0,315250000.0,,,,696100000.0,,493800000.0,,,0.0,,,,-143000000.0,,,-59200000.0,,,,,193800000.0,,66900000.0,,26400000.0,,554100000.0,,106800000.0,3008900000.0,,,,,-600000.0,,,,,,,,,,,,,,,24200000.0,-200000.0,,,,,,,,,,0.0,0.4,,,,,685000000.0,,367300000.0,,,-21400000.0,,,,,,,,2431700000.0,,-1928500000.0,,,,,,,62100000.0,,3514100000.0,,,,,,,,-10100000.0,,,258100000.0,,,,,191200000.0,-79900000.0,315250000.0,,,,,,46800000.0,2326900000.0,,188200000.0,5442600000.0,,,,,,,1420400000.0,,1295800000.0,,1694600000.0,-122900000.0,229700000.0,,,,,,,,,,,,,,,,,,,
1991-12-31,874700000.0,-231900000.0,,-8700000.0,700100000.0,89400000.0,,,,874700000.0,744400000.0,,5650400000.0,508300000.0,4175600000.0,,1040200000.0,,,,,,2519700000.0,9300000.0,,,1646900000.0,2395100000.0,,43100000.0,,5650400000.0,-177200000.0,265500000.0,138700000.0,,-577300000.0,138700000.0,441200000.0,1.59,,42800000.0,42800000.0,682800000.0,138700000.0,,0.0,,741800000.0,686000000.0,,511500000.0,,,0.0,1433300000.0,,117400000.0,-152400000.0,3610200000.0,,-59200000.0,1646900000.0,,737100000.0,,306600000.0,426600000.0,70300000.0,,27000000.0,,565400000.0,,-26300000.0,3080200000.0,1007300000.0,,-800000.0,89400000.0,2300000.0,42800000.0,,,42800000.0,-40300000.0,60200000.0,102100000.0,1474800000.0,319685535.0,,,,,,54900000.0,-200000.0,565400000.0,,5591800000.0,508300000.0,-1981600000.0,,1702700000.0,7000000.0,,0.0,,,1.59,,,686700000.0,,426600000.0,-17400000.0,,7900000.0,,,236100000.0,,-537000000.0,,700100000.0,2519700000.0,,-1981600000.0,,54900000.0,4066900000.0,6776900000.0,306600000.0,,47400000.0,319685535.0,3610200000.0,12600000.0,2710000000.0,,4175600000.0,,200100000.0,,-19800000.0,,686000000.0,245500000.0,,,,,175200000.0,13800000.0,,,508300000.0,,-53000000.0,,-66300000.0,2395100000.0,-18000000.0,186100000.0,5591800000.0,,,,,1968200000.0,,1474800000.0,682800000.0,1433300000.0,3080200000.0,1726900000.0,-156200000.0,129900000.0,,,,,,,,,,,,,,,,,,,
1992-03-31,,,,15700000.0,726800000.0,89000000.0,,0.43,,879900000.0,,,5681000000.0,,4156800000.0,,1025100000.0,,,,,,,,,,1652800000.0,,,25000000.0,,,,,136400000.0,,,136400000.0,434700000.0,,,58500000.0,58500000.0,683900000.0,136400000.0,317209302.0,,,,697700000.0,,504300000.0,,,0.0,,,,-142300000.0,,,-65600000.0,,,,,335200000.0,,69600000.0,,25700000.0,,543400000.0,,48600000.0,3083900000.0,,,,,9500000.0,,,,,,,,,,,,,,,32700000.0,,,,,,,,,,,42800000.0,0.43,,,,,714600000.0,,369100000.0,,,-10600000.0,,,,,,,,2544400000.0,,-2012300000.0,,,,,,,69200000.0,,3613400000.0,,,,,,,,45900000.0,,,279900000.0,,,,,210300000.0,-22300000.0,317209302.0,,,,,,-71600000.0,2465900000.0,,205600000.0,5625700000.0,,,,,,,1524200000.0,,1431100000.0,,1739700000.0,-131700000.0,180300000.0,,,,,,,,,,,,,,,,,,,
1992-06-30,,,,8200000.0,757100000.0,96900000.0,,0.43,,871800000.0,,,5891000000.0,,4341100000.0,,971500000.0,,,,,,,,,,1666400000.0,,,28600000.0,,,,,138100000.0,,,138100000.0,501600000.0,,,66700000.0,66700000.0,697700000.0,138100000.0,321162791.0,,,,704200000.0,,572500000.0,,,0.0,,,,-185300000.0,,,-65700000.0,,,,,337000000.0,,72100000.0,,24300000.0,,596700000.0,,97100000.0,3184800000.0,,,,,-100000.0,,,,,,,,,,,,,,,30600000.0,,,,,,,,,,,0.0,0.43,,,,,777100000.0,,424300000.0,,,-16800000.0,,,,,,,,2655800000.0,,-2083500000.0,,,,,,,67800000.0,,3744400000.0,,,,,,,,-12300000.0,,,276700000.0,,,,,204600000.0,-72100000.0,321162791.0,,,,,,67700000.0,2534600000.0,,205900000.0,5827900000.0,,,,,,,1549900000.0,,1518400000.0,,1748600000.0,-168500000.0,265600000.0,,,,,,,,,,,,,,,,,,,
1992-09-30,,,,-6400000.0,793300000.0,105900000.0,,0.44,,873000000.0,,,6036000000.0,,4461800000.0,,1071900000.0,,,,,,,,,,1683400000.0,,,25000000.0,,,,,139000000.0,,,139000000.0,434000000.0,,,60300000.0,60300000.0,704500000.0,139000000.0,315909091.0,,,,712900000.0,,510400000.0,,,0.0,,,,-184900000.0,,,-65700000.0,,,,,364300000.0,,75200000.0,,24600000.0,,640200000.0,,43300000.0,3273700000.0,,,,,1800000.0,,,,,,,,,,,,,,,25600000.0,,,,,,,,,,,0.0,0.44,,,,,721600000.0,,432700000.0,,,-14300000.0,,,,,,,,2709200000.0,,-2132200000.0,,,,,,,69800000.0,,3821600000.0,,,,,,,,600000.0,,,287600000.0,,,,,211200000.0,-35400000.0,315909091.0,,,,,,-900000.0,2611600000.0,,208800000.0,5953800000.0,,,,,,,1574200000.0,,1590300000.0,,1793500000.0,-170600000.0,213900000.0,,,,,,,,,,,,,,,,,,,
1992-12-31,994600000.0,-262800000.0,,-19200000.0,905000000.0,409300000.0,,,,994600000.0,531300000.0,,6029100000.0,135000000.0,4346500000.0,,1109900000.0,,,,,,2191100000.0,276600000.0,,,1958500000.0,2197900000.0,,22500000.0,,6029100000.0,13800000.0,289000000.0,-68500000.0,,-830000000.0,-278500000.0,710300000.0,0.42,,41100000.0,41100000.0,554600000.0,-278500000.0,,0.0,,543100000.0,719700000.0,,782400000.0,,,0.0,1822800000.0,,101100000.0,-317500000.0,3774800000.0,,-65800000.0,1958500000.0,,814500000.0,,445300000.0,472500000.0,72100000.0,,24800000.0,,571700000.0,,-65000000.0,3781300000.0,832100000.0,,-2300000.0,409300000.0,9100000.0,41100000.0,,,41100000.0,-139500000.0,42800000.0,99400000.0,1682600000.0,321428571.0,,,,,,146700000.0,,571700000.0,,5974100000.0,135000000.0,-2199300000.0,,2013500000.0,-3400000.0,,0.0,,,0.42,,,699400000.0,,472500000.0,-1700000.0,,-97800000.0,,,186300000.0,,-690500000.0,,905000000.0,2191100000.0,,-2199300000.0,,146700000.0,4245500000.0,7091100000.0,445300000.0,,-20500000.0,321428571.0,3774800000.0,20300000.0,2845600000.0,,4346500000.0,,124000000.0,,242400000.0,,719700000.0,-10900000.0,,,,,-83000000.0,143600000.0,,,345000000.0,,-92700000.0,,-87900000.0,2197900000.0,-38200000.0,-89000000.0,5974100000.0,,,,,2302500000.0,,1682600000.0,554600000.0,1822800000.0,3781300000.0,1809300000.0,-219700000.0,154700000.0,,,,,,,,,,,,,,,,,,,
1993-03-31,,,,14700000.0,855000000.0,416100000.0,,0.39,,1024500000.0,,,6181700000.0,,4472500000.0,,1029800000.0,,,,,,,,,,2006900000.0,,,24700000.0,,,,,124800000.0,,,124800000.0,406700000.0,,,55800000.0,55800000.0,566300000.0,124800000.0,320000000.0,,,,775900000.0,,476200000.0,,,0.0,,,,-170800000.0,,,-65900000.0,,,,,479400000.0,,69500000.0,,26100000.0,,611700000.0,,30400000.0,3798000000.0,,,,,900000.0,,,,,,,,,,,,,,,138600000.0,,,,,,,,,,,41100000.0,0.39,,,,,672200000.0,,456700000.0,,,-14500000.0,,,,,,,,2325400000.0,,-2257900000.0,,,,,,,66400000.0,,3860800000.0,,,,,,,,5400000.0,,,265500000.0,,,,,196000000.0,-1200000.0,320000000.0,,,,,,-13000000.0,2256800000.0,,191200000.0,6118700000.0,,,,,,,1709200000.0,,1791100000.0,,1702000000.0,-156300000.0,186700000.0,,,,,,,,,,,,,,,,,,,
1993-06-30,,,,-2300000.0,841700000.0,419500000.0,,0.42,,1037100000.0,,,6291200000.0,,4559100000.0,,1049900000.0,,,,,,,,,,2028100000.0,,,39000000.0,,,,,133300000.0,,,133300000.0,412500000.0,,,53500000.0,53500000.0,571500000.0,133300000.0,317380952.0,,,,808000000.0,,484400000.0,,,0.0,,,,-191200000.0,,,-69100000.0,,,,,567100000.0,,71900000.0,,28100000.0,,623400000.0,,-25000000.0,3876700000.0,,,,,-200000.0,,,,,,,,,,,,,,,121100000.0,,,,,,,,,,,0.0,0.42,,,,,676000000.0,,439800000.0,,,-8500000.0,,,,,,,,2358200000.0,,-2280000000.0,,,,,,,65500000.0,,3935700000.0,,,,,,,,6500000.0,,,263500000.0,,,,,191600000.0,31200000.0,317380952.0,,,,,,-54000000.0,2321000000.0,,198800000.0,6215700000.0,,,,,,,1732100000.0,,1848600000.0,,1725900000.0,-182700000.0,157700000.0,,,,,,,,,,,,,,,,,,,
1993-09-30,,,,-5800000.0,832600000.0,415800000.0,,0.35,,1041300000.0,,,6315800000.0,,4661000000.0,,1121200000.0,,,,,,,,,,2034600000.0,,,29100000.0,,,,,111200000.0,,,111200000.0,398300000.0,,,47700000.0,47700000.0,577500000.0,111200000.0,317714286.0,,,,751800000.0,,470200000.0,,,0.0,,,,-190900000.0,,,-69200000.0,,,,,596100000.0,,74200000.0,,27400000.0,,661700000.0,,66100000.0,3871900000.0,,,,,1000000.0,,,,,,,,,,,,,,,116300000.0,,,,,,,,,,,0.0,0.35,,,,,659800000.0,,408600000.0,,,-36900000.0,,,,,,,,2384100000.0,,-2318900000.0,,,,,,,76000000.0,,3999300000.0,,,,,,,,7500000.0,,,263800000.0,,,,,189600000.0,-35000000.0,317714286.0,,,,,,27200000.0,2363000000.0,,187200000.0,6318200000.0,,,,,,,1654800000.0,,1837300000.0,,1781000000.0,-154000000.0,220100000.0,,,,,,,,,,,,,,,,,,,
