date,annualLongTermDebt,annualCashDividendsPaid,trailingPurchaseOfInvestment,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyOtherNonCurrentLiabilities,annualAccountsReceivable,quarterlyBasicEPS,trailingCashDividendsPaid,quarterlyLongTermDebt,annualPretaxIncome,annualPurchaseOfInvestment,quarterlyTotalAssets,annualNetIncome,quarterlyTotalNonCurrentAssets,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,annualGoodwill,annualSaleOfInvestment,annualIncomeTaxPayable,trailingInvestingCashFlow,annualStockholdersEquity,annualOtherNonCashItems,quarterlyInvestmentsAndAdvances,trailingChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualRetainedEarnings,trailingSaleOfInvestment,quarterlyOtherIncomeExpense,trailingStockBasedCompensation,annualTotalAssets,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,quarterlyGoodwill,annualInvestingCashFlow,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,annualBasicEPS,trailingOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyNetIncomeCommonStockholders,quarterlyDilutedAverageShares,annualEndCashPosition,trailingOperatingIncome,annualOperatingIncome,quarterlyInventory,trailingTotalRevenue,quarterlyOperatingExpense,trailingOtherIncomeExpense,annualOtherIntangibleAssets,quarterlyEndCashPosition,annualCurrentLiabilities,quarterlyOtherIntangibleAssets,annualOtherIncomeExpense,quarterlyInvestingCashFlow,annualNetPPE,annualCommonStockIssuance,quarterlyCashDividendsPaid,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualOperatingCashFlow,trailingEndCashPosition,quarterlyCurrentDebt,annualAccountsPayable,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,trailingNetOtherInvestingChanges,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,annualEbitda,annualInvestmentsAndAdvances,annualRepurchaseOfCapitalStock,annualOtherNonCurrentLiabilities,quarterlyNetOtherFinancingCharges,annualCashCashEquivalentsAndMarketableSecurities,annualGainsLossesNotAffectingRetainedEarnings,trailingPretaxIncome,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,annualBeginningCashPosition,annualInterestExpense,annualCurrentAssets,annualDilutedAverageShares,trailingInterestExpense,trailingCapitalExpenditure,trailingBeginningCashPosition,trailingOperatingExpense,annualChangesInAccountReceivables,quarterlyOtherCurrentAssets,quarterlyRepurchaseOfCapitalStock,annualOtherNonCurrentAssets,trailingChangeInCashSupplementalAsReported,annualGrossPPE,annualNetIncomeCommonStockholders,annualAccumulatedDepreciation,quarterlySaleOfInvestment,annualSellingGeneralAndAdministration,annualDeferredIncomeTax,annualRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyDilutedEPS,quarterlyCapitalStock,annualDilutedEPS,trailingRepurchaseOfCapitalStock,trailingRepaymentOfDebt,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,annualChangeInCashSupplementalAsReported,annualCurrentAccruedExpenses,quarterlyNetOtherInvestingChanges,trailingGrossProfit,trailingDeferredIncomeTax,annualTaxProvision,trailingNetIncomeCommonStockholders,annualCapitalExpenditure,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,quarterlyStockholdersEquity,trailingCostOfRevenue,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,annualOtherCurrentAssets,annualCostOfRevenue,annualTotalRevenue,annualCurrentDebt,annualCapitalStock,quarterlyTaxProvision,annualBasicAverageShares,quarterlyNetPPE,annualNetOtherFinancingCharges,annualGrossProfit,annualStockBasedCompensation,annualTotalNonCurrentAssets,quarterlyStockBasedCompensation,annualFreeCashFlow,annualResearchAndDevelopment,quarterlyOtherNonCashItems,trailingDepreciationAndAmortization,annualInventory,quarterlyEbitda,trailingTaxProvision,trailingNetIncomeContinuousOperations,trailingOtherNonCashItems,annualPurchaseOfBusiness,quarterlyOperatingIncome,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyBasicAverageShares,quarterlyResearchAndDevelopment,annualNetIncomeContinuousOperations,quarterlyCommonStockIssuance,annualChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyRetainedEarnings,annualChangeInInventory,quarterlyPretaxIncome,quarterlyGrossPPE,quarterlyPurchaseOfBusiness,trailingFreeCashFlow,trailingNetIncome,quarterlyIncomeTaxPayable,annualOperatingExpense,trailingSellingGeneralAndAdministration,quarterlyCurrentAssets,annualNonCurrentDeferredTaxesLiabilities,quarterlyCurrentLiabilities,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,trailingBasicAverageShares,annualNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,quarterlyChangesInAccountReceivables,trailingResearchAndDevelopment,quarterlyChangeInAccountPayable,trailingDilutedEPS,trailingChangesInAccountReceivables,quarterlyOtherShortTermInvestments,trailingDilutedAverageShares,trailingCommonStockIssuance,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,annualOtherShortTermInvestments,trailingChangeInInventory,quarterlyChangeInInventory,trailingBasicEPS
1998-09-30,,,,11100000.0,2185800000.0,888000000.0,,0.62,,2086500000.0,,,11502300000.0,,8223500000.0,,1766000000.0,,,,,,,,,,3602300000.0,,,164300000.0,,,,,340000000.0,,,340000000.0,728600000.0,,,90000000.0,90000000.0,627800000.0,340000000.0,548387097.0,,,,1261900000.0,,912700000.0,,,0.0,,1367600000.0,,43400000.0,,,-138800000.0,,,,,658300000.0,,129900000.0,,50700000.0,,932300000.0,,274800000.0,7338800000.0,,,,,-2100000.0,,,,,,,,,,,,,,,408900000.0,-545400000.0,,,,,,,,,,0.0,0.62,,,,,1333700000.0,,892400000.0,,,-3400000.0,,,,,,,,3974600000.0,,-4785400000.0,,,,,,,188000000.0,,5923600000.0,,,,,,,,-100000.0,,,550900000.0,,,,,421000000.0,-510300000.0,548387097.0,54200000.0,,1500000.0,,4700000.0,,5399700000.0,,528000000.0,10709000000.0,,,,,,,3278800000.0,,3736500000.0,,3099700000.0,-203200000.0,478000000.0,,,,,,,,,,,,,,,,,,,
1998-12-31,2068200000.0,-545500000.0,,54000000.0,2492300000.0,899900000.0,,,,2068200000.0,1738900000.0,,11510300000.0,1165800000.0,8143400000.0,,1839300000.0,,,,,,3887200000.0,-56000000.0,,,3634400000.0,5509100000.0,,-16900000.0,,11510300000.0,-1239700000.0,542500000.0,239300000.0,,-698400000.0,228100000.0,612300000.0,2.12,,144000000.0,144000000.0,666300000.0,228100000.0,,0.0,,1777600000.0,1283800000.0,,839500000.0,,588300000.0,0.0,3790700000.0,588300000.0,184300000.0,-160700000.0,5845000000.0,38300000.0,-136000000.0,3634400000.0,,1991300000.0,,635400000.0,663000000.0,164300000.0,,50900000.0,,1710100000.0,,403200000.0,7425100000.0,2320100000.0,,-919700000.0,899900000.0,-15500000.0,144000000.0,,,144000000.0,-11300000.0,90800000.0,198700000.0,3366900000.0,552511848.0,,,,,,473900000.0,-213400000.0,1710100000.0,,10547700000.0,1165800000.0,-4702700000.0,,2664300000.0,53300000.0,,0.0,,,2.11,,,1268900000.0,,663000000.0,53200000.0,,5700000.0,,,561900000.0,,-1012000000.0,,2492300000.0,3887200000.0,,-4702700000.0,,473900000.0,7088600000.0,12297800000.0,635400000.0,,117300000.0,549905660.0,5845000000.0,-29400000.0,5209200000.0,,8143400000.0,,979300000.0,224800000.0,6800000.0,,1283800000.0,593700000.0,,,,,429400000.0,-396900000.0,,62900000.0,1177000000.0,12200000.0,63600000.0,-16000000.0,,5509100000.0,-400000.0,356600000.0,10547700000.0,,,,,3431600000.0,,3366900000.0,666300000.0,3790700000.0,7425100000.0,3108200000.0,-208400000.0,611600000.0,,,,,,,,,,,,,,,,,,,
1999-03-31,,,,-38900000.0,2030300000.0,894600000.0,,0.75,,2086700000.0,,,11405300000.0,,8171500000.0,,1703600000.0,,,,,,,,,,3663200000.0,,,65000000.0,,,,,403700000.0,,,403700000.0,655900000.0,,,105100000.0,105100000.0,681900000.0,403700000.0,538266667.0,,,,1265800000.0,,847300000.0,,,0.0,,1419500000.0,,-207800000.0,,,-135500000.0,,,,,880600000.0,,136600000.0,,53500000.0,,936700000.0,,263700000.0,7481500000.0,,,,,8300000.0,,,,,,,,,,,,,,,411500000.0,-339900000.0,,,,,,,,,,144000000.0,0.75,,,,,1421600000.0,,907400000.0,,,-57700000.0,,,,,,,,3708800000.0,,-4649100000.0,,,,,,,177100000.0,,5815300000.0,,,,,,,,-78200000.0,,,710900000.0,,,,,574300000.0,-263400000.0,538266667.0,54800000.0,,6000000.0,,,,5912800000.0,,580800000.0,10464400000.0,,,,,,,3233800000.0,,3818300000.0,,3125200000.0,-168600000.0,432300000.0,,,,,,,,,,,,,,,,,,,
1999-06-30,,,,69400000.0,2054300000.0,902600000.0,,0.73,,2110900000.0,,,12088300000.0,,8754400000.0,,1696300000.0,,,,,,,,,,3807600000.0,,,81200000.0,,,,,391100000.0,,,391100000.0,684400000.0,,,174500000.0,174500000.0,794100000.0,391100000.0,535753425.0,,,,1257500000.0,,912100000.0,,,0.0,,1622400000.0,,-502100000.0,,,-139100000.0,,,,,1092800000.0,,165500000.0,,54600000.0,,938600000.0,,-36500000.0,7788300000.0,,,,,2700000.0,,,,,,,,,,,,,,,400400000.0,-19600000.0,,,,,,,,,,0.0,0.73,,,,,1452300000.0,,833600000.0,,,29300000.0,,,,,,,,4076100000.0,,-4586800000.0,,,,,,,165800000.0,,6193400000.0,,,,,,,,-75100000.0,,,705700000.0,,,,,540200000.0,65300000.0,535753425.0,62200000.0,,31000000.0,,,,6407800000.0,,556900000.0,10780200000.0,,,,,,,3333900000.0,,3980700000.0,,3148600000.0,-542700000.0,506200000.0,,,,,,,,,,,,,,,,,,,
1999-09-30,,,,19800000.0,2134800000.0,907400000.0,,0.9,,1995800000.0,,,13005300000.0,,9586100000.0,,1808600000.0,,,,,,,,,,3698900000.0,,,223500000.0,,,,,478400000.0,,,478400000.0,734800000.0,,,194300000.0,194300000.0,795700000.0,478400000.0,537528090.0,,,,1287200000.0,,960600000.0,,,194300000.0,,1317000000.0,,-26800000.0,,,-138500000.0,,,,,895900000.0,,163600000.0,,53600000.0,,2104400000.0,,472700000.0,7650500000.0,,,,,6800000.0,,,,,,,,,,,,,,,382500000.0,-75900000.0,,,,,,,,,,0.0,0.89,,,,,1498900000.0,5130200000.0,920900000.0,,,-500000.0,,,,,,,,5130200000.0,,-4881800000.0,,,,,,,222600000.0,,6164700000.0,,,,,,,,176000000.0,,,701900000.0,,,,,538300000.0,-518600000.0,531555556.0,62200000.0,,5600000.0,,,,,,701000000.0,11046500000.0,,,,,,,3419200000.0,,3951600000.0,,3307500000.0,-92500000.0,565200000.0,,,,,,,,,,,,,,,,,,,
1999-12-31,1926600000.0,-551300000.0,,128500000.0,2283000000.0,868500000.0,,,,1926600000.0,2398300000.0,,12815500000.0,1668100000.0,9253700000.0,,1868400000.0,,,,,,5093100000.0,-36500000.0,,,3632000000.0,6764600000.0,,63300000.0,,12815500000.0,-1378700000.0,628000000.0,424000000.0,,-576800000.0,424000000.0,728700000.0,3.11,,322800000.0,322800000.0,836900000.0,424000000.0,,322800000.0,,2228400000.0,1239900000.0,,961600000.0,,1246100000.0,322800000.0,3845800000.0,1246100000.0,396600000.0,159900000.0,6222000000.0,60800000.0,-138200000.0,3632000000.0,,2134300000.0,,782400000.0,780400000.0,162300000.0,,51400000.0,,1785600000.0,,376100000.0,7477800000.0,2856400000.0,,-779000000.0,868500000.0,-5000000.0,322800000.0,-1128300000.0,,322800000.0,366300000.0,144000000.0,213100000.0,3561800000.0,539838188.0,,,,,,398500000.0,-343600000.0,1785600000.0,,11080800000.0,1668100000.0,-4858800000.0,,2805200000.0,126200000.0,,194300000.0,,710800000.0,3.09,,,1557100000.0,-1128300000.0,780400000.0,178800000.0,,395200000.0,,,730200000.0,,-1058300000.0,,2283000000.0,5093100000.0,,-4858800000.0,,398500000.0,7095400000.0,13006800000.0,782400000.0,710800000.0,180600000.0,536366559.0,6222000000.0,12800000.0,5911400000.0,,9253700000.0,,1076000000.0,249800000.0,-59200000.0,,1239900000.0,757800000.0,,,,,595500000.0,-662000000.0,,70600000.0,1668100000.0,18200000.0,-67100000.0,,24600000.0,6764600000.0,,604600000.0,11080800000.0,,,,,3683000000.0,,3561800000.0,836900000.0,3845800000.0,7477800000.0,3425500000.0,-254500000.0,630600000.0,,,,,,,,,,,,,,,,,,,
2000-03-31,,,,-109900000.0,1998900000.0,862100000.0,,0.86,,1950000000.0,,,13788000000.0,,10201600000.0,,1827800000.0,,,,,,,,,,3676200000.0,,,134800000.0,,,,,470200000.0,,,470200000.0,735300000.0,,,212900000.0,212900000.0,864100000.0,470200000.0,546744186.0,,,,1336700000.0,,967900000.0,,,-4800000.0,,1963700000.0,,-221400000.0,,,-141000000.0,,,,,989100000.0,,171400000.0,,49400000.0,,1776400000.0,,346700000.0,7742500000.0,,,,,-7100000.0,,,,,,,,,,,,,,,388700000.0,-387400000.0,,,,,,32300000.0,,,,105100000.0,0.86,,,,,1559400000.0,,1078300000.0,,,-26500000.0,,,,,,,,5743200000.0,,-5011900000.0,,,,,,,202200000.0,,6461500000.0,,,,,,,,22000000.0,,,762900000.0,,,,,591500000.0,-470700000.0,546744186.0,61200000.0,,10100000.0,,,-62600000.0,7093800000.0,,672400000.0,11473400000.0,,,,,,,3586400000.0,,4066300000.0,,3387200000.0,-235500000.0,582200000.0,,,,,,,,,,,,,,,,,,,
2000-06-30,,,,10000000.0,1942300000.0,856100000.0,,0.8,,2050900000.0,,,13905500000.0,,10207900000.0,,1885100000.0,,,,,,,,,,3821000000.0,,,53500000.0,,,,,434300000.0,,,434300000.0,717400000.0,,,222900000.0,222900000.0,914000000.0,434300000.0,549746835.0,,,,1384900000.0,,953500000.0,,,222900000.0,,2040300000.0,,-198700000.0,,,-148200000.0,,,,,1113800000.0,,167700000.0,,54000000.0,,1581300000.0,,233300000.0,7976000000.0,,,,,-1400000.0,,,,,,,,,,,,,,,391300000.0,-380700000.0,,,,,,6000000.0,,,,-4800000.0,0.79,,,,,1579400000.0,5619500000.0,1098900000.0,,,213700000.0,,,,,,,,5619500000.0,,-5027000000.0,,,,,,,182900000.0,,6586300000.0,,,,,,,,-15400000.0,,,793600000.0,,,,,625900000.0,-284300000.0,542875000.0,68400000.0,,24300000.0,,,-112400000.0,,,617200000.0,11613300000.0,,,,,,,3697600000.0,,4155000000.0,,3464500000.0,-259700000.0,493000000.0,,,,,,,,,,,,,,,,,,,
2000-09-30,,,,200000.0,1865600000.0,852700000.0,,0.82,,2027100000.0,,,13964900000.0,,10262300000.0,,1953900000.0,,,,,,,,,,3807100000.0,,,41300000.0,,,,,440400000.0,,,440400000.0,689200000.0,,,223100000.0,223100000.0,927300000.0,440400000.0,543703704.0,,,,1391800000.0,,922400000.0,,,223100000.0,,1973200000.0,,-283300000.0,,,-146200000.0,,,,,1404300000.0,,165800000.0,,58800000.0,,1682700000.0,,167500000.0,8135900000.0,,,,,9400000.0,,,,,,,,,,,,,,,374600000.0,-319400000.0,,,,,,600000.0,,,,222900000.0,0.81,,,,,1575600000.0,5507400000.0,1058900000.0,,,0.0,,,,,,,,5507400000.0,,-5061200000.0,,,,,,,181000000.0,,6606400000.0,,,,,,,,,,,819000000.0,,,,,653200000.0,-159400000.0,537073171.0,67400000.0,,11200000.0,,,-148100000.0,,,621400000.0,11667600000.0,,,,,,,3702600000.0,,4328800000.0,,3529500000.0,-275400000.0,442900000.0,,,,,,,,,,,,,,,,,,,
2000-12-31,2000600000.0,-580100000.0,,-16600000.0,1907500000.0,869200000.0,,,,2000600000.0,2559100000.0,,14479800000.0,1800600000.0,10689900000.0,,1970000000.0,,,53100000.0,,,5767300000.0,-109400000.0,,,3857300000.0,7982000000.0,,61000000.0,,14479800000.0,-1064600000.0,673400000.0,455700000.0,,-1184900000.0,455700000.0,722900000.0,3.34,,206500000.0,206500000.0,987500000.0,455700000.0,,206500000.0,,2529600000.0,1390400000.0,,971800000.0,,2009900000.0,206500000.0,4573900000.0,2009900000.0,290600000.0,-481500000.0,6918500000.0,90300000.0,-144700000.0,3857300000.0,,2133200000.0,,1490500000.0,1175900000.0,168500000.0,,59600000.0,,1761500000.0,,215400000.0,8431200000.0,3203000000.0,,-1190700000.0,869200000.0,1600000.0,206500000.0,-1363700000.0,,206500000.0,182300000.0,322800000.0,221800000.0,3789900000.0,543987915.0,,,,,,383400000.0,-103200000.0,1761500000.0,,12014800000.0,1800600000.0,-5096300000.0,14200000.0,2864800000.0,84100000.0,,223100000.0,,710800000.0,3.31,,,1630800000.0,-1363700000.0,1175900000.0,-116300000.0,,-4900000.0,,,758500000.0,,-1170300000.0,,1907500000.0,5767300000.0,,-5096300000.0,,383400000.0,7636800000.0,13982000000.0,1490500000.0,710800000.0,192400000.0,539101796.0,6918500000.0,2500000.0,6345200000.0,,10689900000.0,,962900000.0,277400000.0,,,1390400000.0,827500000.0,,,,,659000000.0,-150200000.0,,80400000.0,1800600000.0,44700000.0,-338300000.0,,-15200000.0,7982000000.0,,648100000.0,12014800000.0,,,,,3815600000.0,,3789900000.0,987500000.0,4573900000.0,8431200000.0,3600800000.0,-399700000.0,615100000.0,,,,,,,,,,,,,,,,,,,
2001-03-31,,,,71000000.0,686500000.0,866300000.0,,0.81,,2010000000.0,,,14474200000.0,,10752300000.0,1719200000.0,2151000000.0,1096000000.0,,,,,,,,,4394000000.0,,,37300000.0,,,,,433400000.0,2028900000.0,,433400000.0,733600000.0,,,277500000.0,277500000.0,997800000.0,433400000.0,535061728.0,,,,1356900000.0,,826300000.0,,,277500000.0,,,,-307000000.0,,,-144200000.0,,,,,1106000000.0,,177300000.0,,50500000.0,,1811800000.0,,198900000.0,8335100000.0,,,,,513400000.0,,,,,,,,,,,,,,,368300000.0,-144600000.0,,,,,,12600000.0,,,,206500000.0,0.81,,,,,1457400000.0,5862700000.0,1052600000.0,,,-23000000.0,,,,,,,,5862700000.0,,-5137600000.0,,,,,,,174900000.0,,6911600000.0,,,,,,,,-5500000.0,,,808400000.0,,,,,631100000.0,-79600000.0,535061728.0,68700000.0,,70200000.0,,,-147600000.0,,,585300000.0,12049200000.0,,,,,,,3721900000.0,,3941100000.0,,3608400000.0,-258700000.0,457600000.0,,,,,,,,,,,,,,,,,,,
2001-06-30,,,,43400000.0,617400000.0,873100000.0,,0.78,,2027700000.0,,,14629800000.0,,10848200000.0,1695300000.0,2103700000.0,1120800000.0,,,,,,,,,4440700000.0,,,44600000.0,,,,,415400000.0,1994900000.0,,415400000.0,736200000.0,,,320900000.0,320900000.0,1012700000.0,415400000.0,532564103.0,,,,1385600000.0,,839900000.0,,,320900000.0,,,,-314400000.0,,,-149300000.0,,,,,1200400000.0,,181800000.0,,48400000.0,,1890000000.0,,251600000.0,8452600000.0,,,,,-521200000.0,,,,,,,,,,,,,,,379800000.0,-151200000.0,,,,,,2300000.0,,,,277500000.0,0.78,,,,,1430500000.0,5896600000.0,1073300000.0,,,-11300000.0,,,,,,,,5896600000.0,,-5243400000.0,,,,,,,164300000.0,,6963300000.0,,,,,,,,31500000.0,,,772400000.0,,,,,590600000.0,-182800000.0,532564103.0,73200000.0,,526200000.0,,,-88100000.0,,,546200000.0,12206700000.0,,,,,,,3781600000.0,,4011900000.0,,3534200000.0,-289000000.0,540600000.0,,,,,,,,,,,,,,,,,,,
2001-09-30,,,,15500000.0,778300000.0,904500000.0,,0.79,,2113800000.0,,,15117300000.0,,11141100000.0,1811000000.0,2161800000.0,1169000000.0,,,,,,,,,4601400000.0,,,12800000.0,,,,,419400000.0,2008800000.0,,419400000.0,805100000.0,,,336400000.0,336400000.0,1049500000.0,419400000.0,530886076.0,,,,1473800000.0,,919100000.0,,,450800000.0,,,,-310200000.0,,,-148700000.0,,,,,1244900000.0,,183300000.0,,46500000.0,,1813700000.0,,414700000.0,8833800000.0,,,,,6100000.0,,,,,,,,,,,,,,,355000000.0,-251900000.0,,,,,,10800000.0,,,,320900000.0,0.79,,,,,1548200000.0,5935900000.0,1040200000.0,,,-5900000.0,,,,,,,,5935900000.0,,-5539400000.0,,,,,,,173700000.0,,7318600000.0,,,,,,,,25600000.0,,,812400000.0,,,,,629100000.0,-341100000.0,530886076.0,73900000.0,,7300000.0,,,38500000.0,,,586700000.0,12858000000.0,,,,,,,3976200000.0,,4232400000.0,,3710000000.0,-252100000.0,666800000.0,,,,,,,,,,,,,,,,,,,
2001-12-31,2424000000.0,-590100000.0,,68800000.0,481800000.0,916000000.0,1672400000.0,,,2424000000.0,2164400000.0,-19700000.0,15007600000.0,1609900000.0,11085400000.0,1672400000.0,2199000000.0,1681500000.0,,33100000.0,,,5646900000.0,25800000.0,,,4883000000.0,8999500000.0,,-24000000.0,,15007600000.0,-804000000.0,739600000.0,341700000.0,,-1251100000.0,341700000.0,827400000.0,3.04,,405200000.0,405200000.0,1004600000.0,341700000.0,,405200000.0,,2338200000.0,1494100000.0,,985400000.0,,1950300000.0,405200000.0,4168300000.0,1950300000.0,70700000.0,-319500000.0,7326500000.0,618000000.0,-147900000.0,4883000000.0,,2253800000.0,,1236100000.0,768900000.0,197200000.0,0.0,46200000.0,,1808600000.0,,289100000.0,9051300000.0,3077800000.0,,-891500000.0,916000000.0,-25000000.0,405200000.0,-1730800000.0,,405200000.0,-64400000.0,206500000.0,191600000.0,3922200000.0,533079470.0,,,,,,0.0,-343800000.0,1808600000.0,,12714700000.0,1609900000.0,-5388200000.0,7400000.0,3102300000.0,39700000.0,,450800000.0,,710800000.0,3.02,,,1472800000.0,-1730800000.0,768900000.0,198700000.0,1681500000.0,-24200000.0,,,645700000.0,,-1099500000.0,,481800000.0,5646900000.0,,-5388200000.0,,0.0,8615500000.0,14524400000.0,1236100000.0,710800000.0,132800000.0,529572368.0,7326500000.0,-26700000.0,5908900000.0,,11085400000.0,,1154300000.0,295300000.0,-25800000.0,,1494100000.0,684600000.0,,,,,487400000.0,-200500000.0,,79500000.0,1609900000.0,14300000.0,-287300000.0,,-90100000.0,8999500000.0,-37700000.0,446200000.0,12714700000.0,,,,,3570700000.0,,3922200000.0,1004600000.0,4168300000.0,9051300000.0,3671800000.0,-299700000.0,588800000.0,,,,,,,,,,,,,,,,,,,
2002-03-31,,,,-45500000.0,656900000.0,922400000.0,,0.84,,2816500000.0,,,14995900000.0,,11083800000.0,1786700000.0,2118500000.0,1167500000.0,,,,,,,,,5313800000.0,,,51100000.0,,,,,450600000.0,,,439200000.0,566200000.0,,,359700000.0,359700000.0,1032600000.0,439200000.0,522857143.0,,,,1459500000.0,,547500000.0,,,161000000.0,,1943200000.0,,-204100000.0,,,-146500000.0,,,,,776300000.0,,170900000.0,,46700000.0,,1859500000.0,,355300000.0,8947800000.0,,,,,-15000000.0,,,,,,,,,,,,,,,306200000.0,-166700000.0,,,,,,4000000.0,,,,206500000.0,0.84,,,,,1212400000.0,5737400000.0,1033300000.0,,,-34300000.0,,,,,,,,5737400000.0,,-5457500000.0,,,,,,,185100000.0,,7281100000.0,,,,,,,,59400000.0,,,835800000.0,,,,,664900000.0,-362500000.0,522857143.0,,,27200000.0,,,-159800000.0,,,621900000.0,12738600000.0,,,,,,,3912100000.0,,3634000000.0,,3330900000.0,-165800000.0,521100000.0,,,,,,,,,,,,,,,,,,,
2002-06-30,,,,20700000.0,641100000.0,942300000.0,,0.82,,2815900000.0,,,15529800000.0,,11532900000.0,1806600000.0,2166100000.0,1292100000.0,,,,,,,,,5382700000.0,,,-9700000.0,,,,,424600000.0,,,424600000.0,587300000.0,,,380400000.0,380400000.0,1078500000.0,424600000.0,524197531.0,,,,1472600000.0,,618500000.0,,,380400000.0,,2266400000.0,,-561000000.0,,,-156000000.0,,,,,895700000.0,,170200000.0,,45100000.0,,1770000000.0,,580600000.0,9296900000.0,,,,,-16800000.0,,,,,,,,,,,,,,,337300000.0,-164900000.0,,,,,,22200000.0,,,,161000000.0,0.81,,,,,1242800000.0,5990600000.0,1085300000.0,,,30100000.0,,,,,,,,5990600000.0,,-5707000000.0,,,,,,,163200000.0,,7496500000.0,,,,,,,,38500000.0,,,794500000.0,,,,,624300000.0,-215100000.0,517804878.0,,,26300000.0,,,104200000.0,,,582700000.0,13203500000.0,,,,,,,3996900000.0,,3914200000.0,,3408900000.0,-216200000.0,796800000.0,,,,,,,,,,,,,,,,,,,
2002-09-30,,,,108800000.0,524800000.0,962200000.0,,0.85,,2845600000.0,,,15416300000.0,,11395000000.0,1785600000.0,2246500000.0,1236600000.0,,,,,,,,,5470200000.0,,,11800000.0,,,,,441200000.0,,,441200000.0,579100000.0,,,489200000.0,489200000.0,1112600000.0,441200000.0,519058824.0,,,,1399300000.0,,595400000.0,,,534800000.0,,2226100000.0,,-217300000.0,,,-155400000.0,,,,,933800000.0,,177200000.0,,45100000.0,,1714000000.0,,335600000.0,9164000000.0,,,,,-2200000.0,,,,,,,,,,,,,,,347200000.0,-148600000.0,,,,,,8200000.0,,,,380400000.0,0.85,,,,,1240200000.0,6013500000.0,998600000.0,,,200000.0,,,,,,,,6013500000.0,,-5758200000.0,,,,,,,176400000.0,,7454900000.0,,,,,,,,,,,822000000.0,,,,,644800000.0,-230900000.0,519058824.0,,,8900000.0,,19900000.0,-101700000.0,,,603300000.0,13213100000.0,,,,,,,4021300000.0,,3693800000.0,,3486700000.0,-221400000.0,557000000.0,,,,,,,,,,,,,,,,,,,
2002-12-31,2844000000.0,-612700000.0,,46000000.0,431500000.0,1390000000.0,1952100000.0,,,2844000000.0,2297400000.0,-9000000.0,15585800000.0,1674600000.0,11311900000.0,1952100000.0,2219600000.0,1675700000.0,,44900000.0,,,5650300000.0,61500000.0,,,5641700000.0,10054000000.0,,-13200000.0,,15585800000.0,-1014800000.0,706600000.0,369600000.0,,-1294100000.0,369600000.0,545900000.0,3.24,,494500000.0,494500000.0,854200000.0,369600000.0,,494500000.0,,2463800000.0,1430100000.0,,590400000.0,,2254900000.0,494500000.0,4038300000.0,2254900000.0,40000000.0,-311700000.0,7619400000.0,68900000.0,-154800000.0,5641700000.0,,2424200000.0,,1086600000.0,844500000.0,188300000.0,-7300000.0,45200000.0,,1437600000.0,,282000000.0,9680000000.0,3170400000.0,,-680700000.0,1390000000.0,-900000.0,494500000.0,-2182900000.0,,494500000.0,-54800000.0,364500000.0,182100000.0,4273900000.0,520062112.0,,,,,,0.0,-200500000.0,1437600000.0,,13564000000.0,1674600000.0,-5944600000.0,10500000.0,2278500000.0,197600000.0,,534800000.0,,710800000.0,3.22,,,1120200000.0,-2182900000.0,844500000.0,130000000.0,1675700000.0,-50800000.0,,,666600000.0,,-870700000.0,,431500000.0,5650300000.0,,-5944600000.0,,0.0,8750700000.0,13566300000.0,1086600000.0,710800000.0,141900000.0,516851852.0,7619400000.0,-34900000.0,4815600000.0,,11311900000.0,,1553500000.0,,,,1430100000.0,718100000.0,,,,,529800000.0,-206300000.0,,,1686000000.0,6500000.0,-197600000.0,100000000.0,-40300000.0,10054000000.0,,489500000.0,13564000000.0,,,,,2351800000.0,,4273900000.0,854200000.0,4038300000.0,9680000000.0,3339800000.0,-267300000.0,549300000.0,,,,,,,,,,,,,,,,,,,
