,quarterlyLongTermDebt,trailingPurchaseOfInvestment,annualPretaxIncome,annualPurchaseOfInvestment,annualLongTermDebt,quarterlyOtherCurrentLiabilities,annualAccountsReceivable,annualTotalAssets,annualNetIncome,trailingNetIncome,annualDilutedEPS,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,annualBasicAverageShares,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyOtherShortTermInvestments,quarterlyChangeInCashSupplementalAsReported,trailingInvestingCashFlow,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,trailingChangeInWorkingCapital,annualBasicEPS,quarterlyInvestmentsAndAdvances,annualSaleOfInvestment,quarterlyDilutedAverageShares,annualCommonStockIssuance,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualStockholdersEquity,annualInvestingCashFlow,quarterlyInventory,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherIncomeExpense,trailingSaleOfInvestment,trailingStockBasedCompensation,trailingCommonStockIssuance,annualDepreciationAndAmortization,annualRetainedEarnings,trailingTotalRevenue,trailingOperatingCashFlow,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualCashFlowFromContinuingFinancingActivities,trailingOtherIncomeExpense,annualEndCashPosition,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualOtherIntangibleAssets,annualNetPPE,annualOperatingIncome,annualOtherShortTermInvestments,annualOtherIncomeExpense,trailingEndCashPosition,quarterlyDepreciationAndAmortization,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlyCashAndCashEquivalents,trailingCashFlowFromContinuingFinancingActivities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyCurrentDebt,annualAccountsPayable,annualCurrentLiabilities,quarterlyNetOtherFinancingCharges,quarterlyBasicEPS,annualOtherNonCurrentLiabilities,annualEbitda,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,annualRepurchaseOfCapitalStock,annualIncomeTaxPayable,annualInvestmentsAndAdvances,quarterlyOtherIntangibleAssets,annualGainsLossesNotAffectingRetainedEarnings,annualCashCashEquivalentsAndMarketableSecurities,trailingPretaxIncome,annualNetOtherInvestingChanges,annualDilutedAverageShares,quarterlyOtherNonCurrentAssets,annualCashAndCashEquivalents,annualChangesInAccountReceivables,annualBeginningCashPosition,quarterlyChangeInInventory,trailingInterestExpense,annualCurrentAssets,quarterlyBasicAverageShares,trailingChangesInAccountReceivables,quarterlyOtherCurrentAssets,annualInterestExpense,trailingBeginningCashPosition,annualOtherNonCurrentAssets,quarterlyChangesInAccountReceivables,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyRepurchaseOfCapitalStock,annualNetIncomeCommonStockholders,trailingChangeInCashSupplementalAsReported,quarterlySaleOfInvestment,trailingOperatingExpense,trailingCapitalExpenditure,annualSellingGeneralAndAdministration,annualAccumulatedDepreciation,annualGrossPPE,annualRepaymentOfDebt,trailingRepaymentOfDebt,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyGrossProfit,quarterlyAccountsPayable,quarterlyChangeInAccountPayable,annualCurrentAccruedExpenses,annualChangeInCashSupplementalAsReported,quarterlyOperatingExpense,trailingGrossProfit,annualOtherCurrentLiabilities,quarterlyNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,quarterlyCurrentDeferredRevenue,quarterlyStockholdersEquity,annualCapitalExpenditure,annualCurrentDeferredRevenue,quarterlySellingGeneralAndAdministration,annualCapitalStock,annualOtherCurrentAssets,annualCostOfRevenue,annualTotalRevenue,trailingResearchAndDevelopment,annualTaxProvision,quarterlyTaxProvision,quarterlyRepaymentOfDebt,trailingCostOfRevenue,annualStockBasedCompensation,annualCurrentDebt,annualNetOtherFinancingCharges,annualGrossProfit,annualTotalNonCurrentAssets,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyEbitda,annualResearchAndDevelopment,quarterlyOtherNonCashItems,annualInventory,quarterlyCommonStockIssuance,trailingTaxProvision,trailingChangeInInventory,trailingDepreciationAndAmortization,quarterlyStockBasedCompensation,quarterlyDilutedEPS,trailingOtherNonCashItems,annualChangeInWorkingCapital,annualPurchaseOfBusiness,quarterlyOperatingIncome,trailingNetIncomeContinuousOperations,annualTotalLiabilitiesNetMinorityInterest,quarterlyResearchAndDevelopment,quarterlyRetainedEarnings,quarterlyPurchaseOfBusiness,annualFreeCashFlow,quarterlyChangeInWorkingCapital,quarterlyGrossPPE,quarterlyCurrentAssets,trailingSellingGeneralAndAdministration,quarterlyCurrentLiabilities,annualOperatingExpense,quarterlyIncomeTaxPayable,annualChangeInInventory,trailingFreeCashFlow,quarterlyTotalRevenue,annualNetIncomeContinuousOperations,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,annualNonCurrentDeferredRevenue,annualGoodwill,trailingCashDividendsPaid,trailingDilutedAverageShares,trailingNetOtherFinancingCharges,annualCashDividendsPaid,trailingBasicEPS,quarterlyDeferredIncomeTax,trailingChangeInAccountPayable,annualDeferredIncomeTax,trailingDeferredIncomeTax,quarterlyGoodwill,trailingNetOtherInvestingChanges,trailingBasicAverageShares,quarterlyNonCurrentDeferredTaxesLiabilities,trailingRepurchaseOfCapitalStock,quarterlyCashDividendsPaid,annualNonCurrentDeferredTaxesLiabilities,trailingPurchaseOfBusiness,trailingDilutedEPS,quarterlyNonCurrentDeferredRevenue
1412035200,3763000.0,,,,,1061000.0,,,,,,49243000.0,319058000.0,,0.0,9602000.0,3362000.0,183718000.0,-50455000.0,,0.0,,,,647000.0,,41066000.0,,10128000.0,,,,-29226000.0,-29226000.0,4256000.0,,,,,,,,-29226000.0,,,,,52299000.0,-20541000.0,,,,,,,1049000.0,,,,52299000.0,,236017000.0,-45573000.0,,2512000.0,,,0.0,-0.71,,,32854000.0,-48219000.0,,,,5689000.0,,,,,,5729000.0,,,,,,,41066000.0,,26436000.0,,,,21125000.0,-55000.0,,,,37930000.0,,,,,,,,4000.0,102754000.0,1059000.0,967000.0,,,,34734000.0,,,0.0,,3362000.0,286204000.0,,,12882000.0,,,,,,,,-23000.0,,,,,,,-29226000.0,37178000.0,-32626000.0,,1083000.0,,5430000.0,,,,4649000.0,-0.71,,,,-33675000.0,,,21852000.0,-634609000.0,,,-8258000.0,56043000.0,269815000.0,,22726000.0,,,,,1059000.0,,-35321000.0,5407000.0,-18865000.0,-12898000.0,,,,,,,,,,,,,,,,,,,,,
1419984000,3738000.0,,-135789000.0,-274368000.0,3738000.0,1185000.0,2416000.0,295033000.0,-135789000.0,,-3.39,47237000.0,295033000.0,40026000.0,0.0,11196000.0,2416000.0,136793000.0,21252000.0,,0.0,12000.0,,-3.39,,142163000.0,41304000.0,104249000.0,10513000.0,247653000.0,-159030000.0,,-44416000.0,-44416000.0,0.0,,,,3690000.0,-679025000.0,,,-44416000.0,,104155000.0,,73551000.0,73551000.0,46677000.0,5891000.0,38501000.0,-133789000.0,136793000.0,-2779000.0,,1158000.0,-128539000.0,10513000.0,,73551000.0,,210344000.0,-2179000.0,,2590000.0,12408000.0,36867000.0,0.0,-1.08,0.0,-133789000.0,47380000.0,-28907000.0,,,,5891000.0,-95000.0,210344000.0,,7250000.0,40026000.0,2845000.0,73551000.0,1114000.0,256965000.0,,,247796000.0,41304000.0,,1571000.0,,,2845000.0,946000.0,-95000.0,,-135789000.0,,52314000.0,,,49315000.0,-19896000.0,58397000.0,-94000.0,,4000.0,52299000.0,27000.0,12408000.0,,11196000.0,-183414000.0,44749000.0,,1185000.0,4000000.0,,3318000.0,247653000.0,-26825000.0,3318000.0,13917000.0,4000.0,1571000.0,0.0,9757000.0,,,,-24000.0,,20345000.0,2590000.0,0.0,9757000.0,47237000.0,-44416000.0,38501000.0,-44722000.0,94231000.0,-19000.0,,48000.0,,,,5767000.0,-1.08,,-22136000.0,,-44722000.0,,47380000.0,30832000.0,-679025000.0,,-155364000.0,11370000.0,58397000.0,247796000.0,,36867000.0,143546000.0,,,,27000.0,-135789000.0,-25449000.0,24000.0,-19896000.0,-3458000.0,,,,,,,,,,,,,,,,,,,,,
1427760000,1450000.0,,,,,1256000.0,,,,,,49659000.0,242708000.0,,0.0,12017000.0,2416000.0,91787000.0,885000.0,,0.0,,,,783000.0,,41324000.0,,8043000.0,,,,-61559000.0,-61559000.0,0.0,,,,,,,,-61559000.0,,,,,74436000.0,43827000.0,,,,,,,1280000.0,,,,74436000.0,,166223000.0,0.0,,4930000.0,,,0.0,-1.49,,,41949000.0,-44271000.0,,,,5842000.0,,,,,,6058000.0,,,,,,,41324000.0,,443000.0,,,,0.0,-17000.0,,,,44750000.0,,,,,,,,4000.0,73551000.0,0.0,9318000.0,,,,61862000.0,,,0.0,,3363000.0,200759000.0,,,22697000.0,,,,,,,,-25000.0,,,,,,,-61559000.0,37759000.0,-61862000.0,,14471000.0,,431000.0,,,,14156000.0,-1.49,,,,-61862000.0,,,39165000.0,-740584000.0,,,2329000.0,58796000.0,193049000.0,,33906000.0,,,,,0.0,,-43348000.0,406000.0,-21037000.0,-923000.0,,,,,,,,,,,,,,,,,,,,,
1435622400,20652000.0,,,,,1372000.0,,,,,,49316000.0,231710000.0,,0.0,10229000.0,2416000.0,87349000.0,-4898000.0,,0.0,,,,,,41357000.0,,27372000.0,,,,-41851000.0,-41851000.0,0.0,,,,,,,,-41851000.0,,,,,69538000.0,3383000.0,,,,,,,1291000.0,,,,69538000.0,,156887000.0,-49631000.0,,5008000.0,,,540000.0,-1.01,,,66334000.0,-29417000.0,,,,6024000.0,,,,,,6096000.0,,,,,,,41357000.0,,455000.0,,,,0.0,-19000.0,,,,53900000.0,,,,,,,,4000.0,74436000.0,0.0,14095000.0,,,,42107000.0,,,0.0,,3303000.0,165376000.0,,,11289000.0,,,,,,,,-24000.0,,,,,,,-41851000.0,37196000.0,-40816000.0,,6228000.0,,,,,,5930000.0,-1.01,,,,-42107000.0,,,29180000.0,-782435000.0,,,5800000.0,59389000.0,182394000.0,,38962000.0,,,,,0.0,,-28531000.0,20250000.0,-22193000.0,-886000.0,,,,,,,,,,,,,,,,,,,,,
1443571200,17397000.0,,,,,1283000.0,,,,,,62643000.0,184751000.0,,0.0,13499000.0,2733000.0,44090000.0,-13719000.0,,0.0,,,,,,41565000.0,,23848000.0,,,,-51939000.0,-51939000.0,0.0,,,,,,,,-51939000.0,,,,,55819000.0,31019000.0,,,,,,,1312000.0,,,,55819000.0,,99909000.0,-10696000.0,,5889000.0,,,0.0,-1.25,,,61515000.0,-47803000.0,,,,6116000.0,,,,,,19148000.0,,,,,,,41565000.0,,634000.0,,,,-317000.0,-1000.0,,,,43204000.0,,,,,,,,4000.0,69538000.0,0.0,7431000.0,,,,51763000.0,,,0.0,,3303000.0,123236000.0,,,13280000.0,,,,,,,,-2524000.0,,,,,,,-51939000.0,37379000.0,-50451000.0,,5875000.0,,4233000.0,,,,5683000.0,-1.25,,,,-51763000.0,,,36673000.0,-834374000.0,,,-1610000.0,60747000.0,122108000.0,,37667000.0,,,,,0.0,,-46314000.0,1576000.0,-23368000.0,-1489000.0,,,,,,,,,,,,,,,,,,,,,
1451520000,14969000.0,,-220030000.0,-172696000.0,14969000.0,1275000.0,3977000.0,273782000.0,-220030000.0,,-5.2,49239000.0,273782000.0,42290000.0,0.0,20864000.0,3977000.0,112187000.0,24485000.0,,0.0,367000.0,,-5.2,11478000.0,185939000.0,44882000.0,130805000.0,21141000.0,190347000.0,8410000.0,,-64681000.0,-64681000.0,0.0,,,,5247000.0,-899055000.0,,,-64681000.0,,147808000.0,,80304000.0,80304000.0,-69819000.0,6642000.0,37344000.0,-220184000.0,112187000.0,0.0,,1364000.0,-149465000.0,21141000.0,,80304000.0,,192491000.0,-112369000.0,,8429000.0,20234000.0,62294000.0,0.0,-1.44,0.0,-220184000.0,83435000.0,-32807000.0,,,11478000.0,6642000.0,-111000.0,192491000.0,,0.0,42290000.0,5253000.0,80304000.0,-1561000.0,73551000.0,,,224543000.0,44882000.0,,1201000.0,,,5253000.0,-1244000.0,-111000.0,,-220030000.0,,44085000.0,,,75043000.0,-24594000.0,61938000.0,-2598000.0,,5000.0,55819000.0,1253000.0,20234000.0,,20864000.0,6753000.0,65705000.0,,1275000.0,0.0,,3303000.0,190347000.0,-4833000.0,3303000.0,24329000.0,5000.0,1201000.0,0.0,1253000.0,,,,-25000.0,,32117000.0,8429000.0,0.0,1253000.0,49239000.0,-64681000.0,37344000.0,-64452000.0,146394000.0,6195000.0,,125601000.0,,,,6348000.0,-1.44,,31985000.0,,-64452000.0,,83435000.0,41376000.0,-899055000.0,,-154298000.0,25466000.0,61938000.0,224543000.0,,62294000.0,221437000.0,,,,1253000.0,-220030000.0,-31272000.0,125576000.0,-24594000.0,-1535000.0,,,,,,,,,,,,,,,,,,,,,
1459382400,13373000.0,,,,,1303000.0,,,,,,52638000.0,213364000.0,,,19724000.0,3990000.0,91155000.0,-42303000.0,,0.0,,,,,,45697000.0,,19242000.0,,,,-59770000.0,-59770000.0,0.0,,,,,,,,-59770000.0,,,,,38001000.0,19422000.0,,,,,,,1397000.0,,,,38001000.0,,129156000.0,,,7604000.0,,,0.0,-1.31,,,74402000.0,-62266000.0,,,,6728000.0,,,,,,1024000.0,,,,,,,45697000.0,,1071000.0,,,,-13000.0,-5000.0,,,,21000000.0,,,,,,,,5000.0,80304000.0,,18673000.0,,,,59702000.0,,,0.0,,3303000.0,138962000.0,,,17906000.0,,,,,,,,-2525000.0,,,,,,,-59770000.0,36982000.0,-58305000.0,,7077000.0,,,,,,6835000.0,-1.31,,,,-59702000.0,,,38826000.0,-958825000.0,,,-9407000.0,62808000.0,160726000.0,,55160000.0,,,,,0.0,,-60688000.0,-1037000.0,-25826000.0,-1578000.0,,,,,,,,,,,,,,,,,,,,,
1467244800,10111000.0,,,,,1324000.0,,,,,,50874000.0,204068000.0,,,29497000.0,3982000.0,11396000.0,73818000.0,,0.0,,,,11478000.0,,46157000.0,,15678000.0,,,,-62301000.0,-62301000.0,0.0,,,,,,,,-62301000.0,,,,,111819000.0,78935000.0,,,,,,,1476000.0,,,,111819000.0,,123215000.0,,,10106000.0,,,0.0,-1.35,,,82609000.0,-44061000.0,,,,6991000.0,,,,,,1026000.0,,,,,,,46157000.0,,1105000.0,,,,8000.0,1000.0,,,,79712000.0,,,,,,,,5000.0,38001000.0,,17133000.0,,,,62100000.0,,,0.0,,3303000.0,121459000.0,,,17752000.0,,,,,,,,-26000.0,,,,,,,-62301000.0,36158000.0,-62100000.0,,6982000.0,,,,,,6830000.0,-1.35,,,,-62100000.0,,,44348000.0,-1021126000.0,,,10550000.0,63306000.0,153194000.0,,66930000.0,,,,,0.0,,-43284000.0,38167000.0,-27148000.0,-777000.0,,,,,,,,,,,,,,,,,,,,,
1475193600,8491000.0,,,,,1300000.0,,,,,,52566000.0,487310000.0,,,21890000.0,3986000.0,0.0,283321000.0,,0.0,,,,11479000.0,,48254000.0,,13753000.0,,,2921000.0,-56742000.0,-56742000.0,0.0,,,,,,,,-56742000.0,,,,,395140000.0,10224000.0,,,,,,,1074000.0,,,,395140000.0,,395140000.0,0.0,,10107000.0,,,364951000.0,-1.18,,,78686000.0,-61780000.0,,,,8111000.0,,,,,,1026000.0,,,,,,,48254000.0,,1556000.0,,,,-4000.0,0.0,,,,11389000.0,,,,,,,,5000.0,111819000.0,,20684000.0,,,,56533000.0,,,0.0,,3303000.0,408624000.0,,,22184000.0,,,,,,,,-2525000.0,,,,,,,-56742000.0,35620000.0,-56533000.0,,9507000.0,,,,,,9428000.0,-1.18,,,,-56533000.0,,,34349000.0,-1077868000.0,,,-14979000.0,64046000.0,434744000.0,,64933000.0,,,,,0.0,,-60615000.0,333712000.0,-28426000.0,-1165000.0,,,,,,,,,,,,,,,,,,,,,
1483142400,6042000.0,,-267265000.0,-195427000.0,6042000.0,1305000.0,5228000.0,424104000.0,-267265000.0,,-5.49,50628000.0,424104000.0,48697000.0,130000.0,22268000.0,5228000.0,195425000.0,-272720000.0,,0.0,1266000.0,,-5.49,,112100000.0,54619000.0,364802000.0,11991000.0,336691000.0,-90193000.0,12813000.0,-88452000.0,-88452000.0,0.0,,,,5611000.0,-1166320000.0,,,-88452000.0,,378129000.0,,122420000.0,122420000.0,-198774000.0,8076000.0,37801000.0,-266730000.0,195425000.0,-2548000.0,,1664000.0,-245820000.0,11991000.0,,122420000.0,,317845000.0,-195427000.0,,10108000.0,29690000.0,75422000.0,0.0,-1.62,0.0,-266730000.0,87413000.0,-84579000.0,,,,8076000.0,-120000.0,317845000.0,,0.0,48697000.0,1026000.0,122420000.0,-1251000.0,80304000.0,-9892000.0,,373476000.0,54619000.0,,914000.0,,,1026000.0,-1242000.0,-120000.0,,-267265000.0,,-1000.0,,,83749000.0,-30346000.0,68147000.0,-7603000.0,,5000.0,395140000.0,5291000.0,29690000.0,,22268000.0,42116000.0,93686000.0,,1305000.0,0.0,,3303000.0,336691000.0,-6866000.0,3303000.0,22937000.0,5000.0,914000.0,130000.0,5421000.0,,,,-2527000.0,,29962000.0,10108000.0,0.0,5291000.0,50628000.0,-88452000.0,37801000.0,-88395000.0,188272000.0,762000.0,12813000.0,-149000.0,,,,6869000.0,-1.62,,-15767000.0,,-88395000.0,,87413000.0,70749000.0,-1166320000.0,,-252686000.0,-1931000.0,68147000.0,373476000.0,,75422000.0,272021000.0,,-12813000.0,,5421000.0,-267265000.0,-81233000.0,7287000.0,-30346000.0,-3346000.0,,,,,,,,,,,,,,,,,,,,,
1490918400,2343000.0,,,,,1377000.0,,,,,,54226000.0,511533000.0,,252000.0,25105000.0,12278000.0,115590000.0,152303000.0,,0.0,,,,,,56012000.0,,7762000.0,,,30445000.0,84090000.0,84090000.0,125000000.0,,,,,,,,84090000.0,,,,,274859000.0,209985000.0,,,,,,,1637000.0,,,,274723000.0,,391097000.0,,,11346000.0,,,0.0,1.53,,,82391000.0,-63598000.0,,,,7684000.0,,,,,,1026000.0,,,,-17632000.0,,,54850000.0,,956000.0,,,,-7050000.0,-55000.0,,,,90695000.0,,,,,,,,5000.0,122556000.0,16090000.0,27446000.0,,,,55335000.0,,,125000000.0,,3303000.0,429142000.0,,,26216000.0,,,,,,,2000000.0,-2543000.0,,,,,,,86090000.0,38412000.0,-39245000.0,,5694000.0,,,,,,5712000.0,1.5,,,,-39245000.0,,,29119000.0,-1082230000.0,,,-24794000.0,69900000.0,457307000.0,,74629000.0,,,,,16342000.0,,-57888000.0,206000.0,-31488000.0,-5710000.0,,,,,,,,,,,,,,,,,,,,,
1498780800,0.0,,,,,1340000.0,,,,,,59554000.0,450139000.0,,534000.0,29280000.0,17791000.0,132598000.0,-106375000.0,,0.0,,,,,,54976000.0,,6407000.0,,,41754000.0,-63046000.0,-63046000.0,-2839000.0,,,,,,,,-63046000.0,,,,,168484000.0,-20054000.0,,,,,,,1772000.0,,,,168348000.0,,301730000.0,,,11217000.0,,,0.0,-1.15,,,72367000.0,-88374000.0,,,,7795000.0,,,,,,1026000.0,,,,-11309000.0,,,54976000.0,,1140000.0,,,,-5513000.0,-38000.0,,,,83521000.0,,,,,,,,6000.0,274859000.0,34477000.0,10921000.0,,,,94977000.0,,,0.0,,3303000.0,377772000.0,,,36069000.0,,,,,,,-109000.0,-2511000.0,,,,,,,-63155000.0,39393000.0,-60500000.0,,10340000.0,,,,,,10465000.0,-1.15,,,,-60500000.0,,,58908000.0,-1145276000.0,,,-34332000.0,72440000.0,390585000.0,,65960000.0,,,,,35011000.0,,-85147000.0,-1174000.0,-33047000.0,-3227000.0,,,,,,,,,,,,,,,,,,,,,
1506729600,26550000.0,,,,,1366000.0,,,,,,64673000.0,800281000.0,,3078000.0,37604000.0,24751000.0,0.0,449283000.0,,0.0,,,,,,61528000.0,,32655000.0,,,64693000.0,-47734000.0,-47734000.0,-25588000.0,,,,,,,,-47734000.0,,,,,617767000.0,124949000.0,,,,,,,2559000.0,,,,617630000.0,,618414000.0,0.0,,4732000.0,,,0.0,-0.78,,,103125000.0,-65658000.0,,,,14029000.0,,,,,,1146000.0,,,,-22939000.0,,,61528000.0,,1022000.0,,,,-6960000.0,-12000.0,,,,132704000.0,,,,,,,,6000.0,168484000.0,42876000.0,5317000.0,,,,63195000.0,,,0.0,,3303000.0,697156000.0,,,28176000.0,,,,,,,2011000.0,-33035000.0,,,,,,,-45723000.0,38872000.0,-19539000.0,,6921000.0,,353959000.0,,,,6922000.0,-0.78,,,,-20319000.0,,,34239000.0,-1193010000.0,,,-19837000.0,73549000.0,735608000.0,,70470000.0,,3493000.0,,,45954000.0,,-57903000.0,382237000.0,-34677000.0,-7755000.0,,,,,,,,,,,,,,,,,,,,,
1514678400,424876000.0,,-48628000.0,-589520000.0,424876000.0,1392000.0,29468000.0,1307964000.0,-50688000.0,,-0.86,79320000.0,1307964000.0,58818000.0,3546000.0,68982000.0,29468000.0,479369000.0,-17940000.0,,0.0,2679000.0,,-0.86,9980000.0,306920000.0,64277000.0,353959000.0,430415000.0,789217000.0,-178815000.0,83605000.0,-23998000.0,-23998000.0,1739000.0,,,,8092000.0,-1217008000.0,,,-23998000.0,,888082000.0,,599827000.0,599827000.0,-493695000.0,14355000.0,43156000.0,-143211000.0,479369000.0,96573000.0,,2124000.0,-231996000.0,430415000.0,,599691000.0,,1079060000.0,-489172000.0,,6175000.0,8467000.0,88332000.0,-66055000.0,-0.37,0.0,-142158000.0,518747000.0,-35581000.0,,943000.0,9980000.0,14355000.0,-379000.0,1079060000.0,,125000000.0,58818000.0,21809000.0,599691000.0,-24240000.0,122556000.0,-18912000.0,,1228644000.0,64277000.0,,36511000.0,5781000.0,,21809000.0,-4717000.0,-379000.0,,-50688000.0,,0.0,,,122682000.0,-18022000.0,61178000.0,-54754000.0,,6000.0,617767000.0,53731000.0,8467000.0,,68982000.0,477271000.0,76878000.0,,1392000.0,0.0,,3316000.0,789217000.0,-21215000.0,3316000.0,32221000.0,6000.0,36511000.0,7353000.0,154584000.0,,2060000.0,-1842000.0,-16665000.0,,30465000.0,6175000.0,-66055000.0,147231000.0,79320000.0,-25840000.0,43156000.0,-22931000.0,166707000.0,6622000.0,83605000.0,0.0,,,,7366000.0,-0.37,,-97461000.0,,-23147000.0,,518747000.0,44441000.0,-1217008000.0,,-253211000.0,-18498000.0,61178000.0,1228644000.0,,88332000.0,290442000.0,943000.0,-70792000.0,,57277000.0,-50688000.0,-31058000.0,506813000.0,-18022000.0,-4523000.0,,,,,,,,,,,,,,,,,,,,,
1522454400,427365000.0,,,,,4723000.0,,,,,,80866000.0,1300283000.0,,5582000.0,44087000.0,38919000.0,491757000.0,-42457000.0,,,,,,0.0,,64631000.0,,432327000.0,,,99375000.0,-35363000.0,-35363000.0,1277000.0,,,,,,,,-35363000.0,,,,,557370000.0,-14260000.0,,,,,,,2252000.0,,,,557234000.0,,1048991000.0,-91514000.0,7634000.0,3446000.0,,,,-0.55,,,523523000.0,-48507000.0,,,,14473000.0,,,,,,1025000.0,,,,-15770000.0,,,64631000.0,,2400000.0,,,,-10380000.0,-643000.0,,,,90093000.0,,,,,,,,7000.0,599827000.0,59022000.0,17379000.0,,,,89761000.0,,,,,,776760000.0,,,40756000.0,,,,,,,139000.0,-101407000.0,,,,,,,-35224000.0,53927000.0,-25338000.0,,4940000.0,,,,,,10526000.0,-0.55,,,,-30739000.0,,,46204000.0,-1252371000.0,,,-16774000.0,73744000.0,1219417000.0,,91196000.0,,943000.0,,,64604000.0,,-35668000.0,7471000.0,-19817000.0,-12839000.0,,,,,,,,,,,,,,,,,,,,,
1530316800,429925000.0,,,,,2011000.0,,,,,,107916000.0,1247160000.0,,6735000.0,37138000.0,42056000.0,538769000.0,-146995000.0,,,,,,,,65484000.0,,443426000.0,,,104126000.0,-109267000.0,-109267000.0,3262000.0,,,,,,,,-109267000.0,,,,,410375000.0,-55092000.0,,,,,,,2873000.0,,,,410375000.0,,949144000.0,-204662000.0,8145000.0,9514000.0,,,,-1.67,,,548113000.0,-126834000.0,,,,14857000.0,,,,,,1241000.0,,,,-4751000.0,,,65484000.0,,1868000.0,,,,-3137000.0,-361000.0,,,,159150000.0,,,,,,,,7000.0,557370000.0,66794000.0,17382000.0,,,,172443000.0,,,,,3303000.0,699047000.0,,,46351000.0,,,,,,,622000.0,-73511000.0,,,,,,,-108645000.0,57624000.0,-97627000.0,,5018000.0,,,,,,15279000.0,-1.67,,,,-105649000.0,,,122848000.0,-1361638000.0,,,-29615000.0,79748000.0,1139244000.0,,104687000.0,,523000.0,,,73529000.0,,-117254000.0,25351000.0,-22124000.0,-9580000.0,,,,,,,,,,,,,,,,,,,,,
1538265600,415446000.0,,,,,1995000.0,,,,,,170829000.0,1182906000.0,,8741000.0,88687000.0,48601000.0,583158000.0,-200673000.0,,,,,,30000000.0,,66209000.0,,428665000.0,,,115816000.0,-76393000.0,-76393000.0,2236000.0,,,,,,,,-76393000.0,,,,,209702000.0,-63400000.0,,,,,,,3593000.0,,,,209702000.0,,792860000.0,-355564000.0,10681000.0,,,,,-1.15,,,543058000.0,-134486000.0,,,,15324000.0,,,,,,78664000.0,,,,-11690000.0,,,66209000.0,,54800000.0,,,,-5616000.0,8000.0,,,,313332000.0,,,,,,,,7000.0,410375000.0,69745000.0,20408000.0,,,,139844000.0,,,,,3303000.0,639848000.0,,,53044000.0,,,,,,,-674000.0,-76968000.0,,,,,,,-77067000.0,76841000.0,-69883000.0,,5248000.0,,,,,,11484000.0,-1.15,,,,-70099000.0,,,86584000.0,-1438031000.0,,,-57715000.0,102065000.0,1012077000.0,,114393000.0,,0.0,,,78486000.0,,-113318000.0,-23955000.0,-25224000.0,-21168000.0,,,,,,,,,,,,,,,,,,,,,
1546214400,420554000.0,,-362610000.0,-1171956000.0,420554000.0,2463000.0,49044000.0,1642075000.0,-361918000.0,,-5.462913,215892000.0,1642075000.0,66250000.0,13135000.0,134095000.0,49044000.0,803083000.0,161127000.0,,,20190000.0,,-5.46,,865813000.0,68653000.0,513409000.0,436109000.0,1032276000.0,-370488000.0,125445000.0,-140895000.0,-140895000.0,3364000.0,,,,12245000.0,-1578926000.0,,,-140895000.0,,530150000.0,,370829000.0,370829000.0,-237736000.0,11574000.0,97024000.0,-343628000.0,803083000.0,10139000.0,,3527000.0,-388660000.0,436109000.0,,370829000.0,,1173912000.0,-520216000.0,7249000.0,,33829000.0,173690000.0,,-2.05,,-342763000.0,609799000.0,-143178000.0,,301000.0,,11574000.0,-99000.0,1173912000.0,,,66250000.0,107294000.0,370829000.0,-19576000.0,599827000.0,-9629000.0,,1426183000.0,68653000.0,,77782000.0,33709000.0,,107294000.0,-443000.0,-99000.0,,-361918000.0,,303238000.0,,,207761000.0,-28149000.0,125173000.0,-269353000.0,,7000.0,209702000.0,71280000.0,33829000.0,,134095000.0,-228998000.0,210643000.0,,2463000.0,,,3303000.0,1032276000.0,-64345000.0,3303000.0,64220000.0,7000.0,77782000.0,34193000.0,301034000.0,,-692000.0,-779000.0,-17467000.0,,50127000.0,,,266841000.0,215892000.0,-141674000.0,97024000.0,-139147000.0,401843000.0,4984000.0,125445000.0,513409000.0,,,,12838000.0,-2.052277,,-107892000.0,,-139363000.0,,609799000.0,146207000.0,-1578926000.0,,-453005000.0,-3788000.0,125173000.0,1426183000.0,,173690000.0,610469000.0,301000.0,-41840000.0,,84415000.0,-361918000.0,-122420000.0,521283000.0,-28149000.0,-20758000.0,,,,,,,,,,,,,,,,,,,,,
