,trailingCapitalExpenditure,quarterlySaleOfInvestment,annualDeferredIncomeTax,annualBeginningCashPosition,annualInterestExpense,quarterlyGrossPPE,annualChangesInAccountReceivables,trailingBeginningCashPosition,trailingInterestExpense,quarterlyIncomeTaxPayable,quarterlyDeferredIncomeTax,annualSellingGeneralAndAdministration,annualRepurchaseOfCapitalStock,annualAccumulatedDepreciation,quarterlyOtherCurrentAssets,quarterlyRepurchaseOfCapitalStock,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingOperatingExpense,annualCurrentAssets,trailingNetIncomeContinuousOperations,annualGrossPPE,annualOtherNonCurrentAssets,trailingChangeInCashSupplementalAsReported,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,quarterlyBasicEPS,annualNetOtherFinancingCharges,quarterlyNetOtherInvestingChanges,quarterlyEndCashPosition,quarterlyInvestingCashFlow,trailingRepurchaseOfCapitalStock,annualTaxProvision,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyGrossProfit,annualCurrentAccruedExpenses,annualChangeInCashSupplementalAsReported,annualCapitalExpenditure,annualRepaymentOfDebt,trailingGrossProfit,trailingChangeInAccountPayable,annualResearchAndDevelopment,quarterlyOtherNonCashItems,annualCostOfRevenue,annualOtherCurrentAssets,annualTotalRevenue,annualCapitalStock,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyPretaxIncome,trailingCostOfRevenue,trailingFreeCashFlow,annualFreeCashFlow,annualCurrentDebt,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,annualInventory,quarterlyNetPPE,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyTaxProvision,trailingTaxProvision,quarterlyEbitda,annualTotalNonCurrentAssets,annualGrossProfit,quarterlyStockBasedCompensation,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,quarterlyCapitalExpenditure,quarterlyTotalRevenue,quarterlyDilutedAverageShares,annualPurchaseOfBusiness,trailingDepreciationAndAmortization,annualChangeInInventory,quarterlyOperatingIncome,trailingPurchaseOfBusiness,quarterlyChangeInWorkingCapital,trailingNetIncome,annualBasicEPS,annualNonCurrentDeferredTaxesLiabilities,annualTotalLiabilitiesNetMinorityInterest,annualNetIncome,trailingSellingGeneralAndAdministration,trailingOtherNonCashItems,annualCurrentDeferredRevenue,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,annualNetIncomeContinuousOperations,annualOperatingExpense,trailingInvestingCashFlow,annualAccountsReceivable,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,annualLongTermDebt,annualCashDividendsPaid,trailingCashDividendsPaid,annualPretaxIncome,annualIncomeTaxPayable,annualSaleOfInvestment,quarterlyDilutedEPS,trailingPurchaseOfInvestment,quarterlyResearchAndDevelopment,quarterlyOtherCurrentLiabilities,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,quarterlyCommonStockIssuance,annualDepreciationAndAmortization,trailingChangeInInventory,quarterlyAccountsReceivable,quarterlyGoodwill,trailingStockBasedCompensation,annualStockholdersEquity,quarterlyCurrentAccruedExpenses,annualStockBasedCompensation,quarterlyCostOfRevenue,annualGoodwill,annualTotalAssets,annualCashFlowFromContinuingFinancingActivities,annualDilutedAverageShares,trailingChangeInWorkingCapital,quarterlyOtherIncomeExpense,annualDilutedEPS,trailingSaleOfInvestment,quarterlyInventory,quarterlyNetIncome,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,annualRetainedEarnings,annualPurchaseOfInvestment,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingIncome,quarterlyCurrentDeferredRevenue,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualAccountsPayable,trailingOperatingCashFlow,trailingTotalRevenue,annualChangeInAccountPayable,trailingOtherIncomeExpense,quarterlyOperatingExpense,annualOperatingIncome,annualCommonStockIssuance,annualOtherShortTermInvestments,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherIntangibleAssets,annualEndCashPosition,quarterlyCashDividendsPaid,quarterlyBasicAverageShares,quarterlyDepreciationAndAmortization,trailingEndCashPosition,annualOtherIntangibleAssets,trailingCashFlowFromContinuingFinancingActivities,annualBasicAverageShares,annualOtherIncomeExpense,annualCurrentLiabilities,quarterlyBeginningCashPosition,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,annualEbitda,quarterlyCashAndCashEquivalents,annualNetPPE,annualCashAndCashEquivalents,quarterlyFreeCashFlow,quarterlyCurrentDebt,annualOtherNonCurrentLiabilities,annualNetOtherInvestingChanges,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,annualInvestmentsAndAdvances,quarterlyNetIncomeCommonStockholders,trailingPretaxIncome,quarterlyTotalAssets,quarterlyNetOtherFinancingCharges,annualGainsLossesNotAffectingRetainedEarnings,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,trailingBasicAverageShares,trailingCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredRevenue,trailingBasicEPS,trailingDilutedEPS,trailingRepaymentOfDebt,trailingChangesInAccountReceivables,trailingNetOtherInvestingChanges,trailingNetOtherFinancingCharges,trailingDeferredIncomeTax,trailingResearchAndDevelopment,trailingDilutedAverageShares
1033344000,,,-14000000.0,121000000.0,66000000.0,2181000000.0,,,,,,953000000.0,,-1193000000.0,109000000.0,,325000000.0,-194000000.0,,1775000000.0,,2181000000.0,137000000.0,,,1609000000.0,121000000.0,479000000.0,,0.0,-4000000.0,289000000.0,-36000000.0,,7000000.0,,30000000.0,319000000.0,,168000000.0,-104000000.0,,,,,,2674000000.0,109000000.0,3909000000.0,216000000.0,234000000.0,966000000.0,64000000.0,,,336000000.0,162000000.0,,,1775000000.0,557000000.0,988000000.0,1449000000.0,2165000000.0,15000000.0,,137000000.0,2249000000.0,1235000000.0,,85000000.0,,-33000000.0,1017000000.0,,,,53000000.0,85000000.0,,97000000.0,,0.66,158000000.0,2415000000.0,121000000.0,,,,-1193000000.0,-74000000.0,226000000.0,953000000.0,,645000000.0,75000000.0,181000000.0,-175000000.0,49000000.0,767000000.0,-122000000.0,,233000000.0,,,,,,479000000.0,524000000.0,,1000000.0,206000000.0,,645000000.0,,,1609000000.0,,,698000000.0,,4024000000.0,-97000000.0,188800000.0,,-10000000.0,0.64,,557000000.0,49000000.0,767000000.0,,2165000000.0,,158000000.0,,,440000000.0,1449000000.0,325000000.0,,,,,234000000.0,282000000.0,25000000.0,,289000000.0,1124000000.0,289000000.0,-30000000.0,,52000000.0,,1124000000.0,,184900000.0,12000000.0,966000000.0,214000000.0,289000000.0,216000000.0,488000000.0,289000000.0,988000000.0,289000000.0,148000000.0,162000000.0,524000000.0,-4000000.0,,16000000.0,,2249000000.0,,49000000.0,,4024000000.0,-45000000.0,-194000000.0,137000000.0,2415000000.0,,,,,,,,,,,,,
1041292800,,,,,,2202000000.0,,,,,,,,,110000000.0,-28000000.0,291000000.0,-181000000.0,,,,,,,,1612000000.0,,,0.22,,-5000000.0,307000000.0,-20000000.0,,,,6000000.0,321000000.0,,,,,,,,,,,,,251000000.0,930000000.0,60000000.0,,,,,,,1772000000.0,,962000000.0,1464000000.0,2156000000.0,18000000.0,,120000000.0,,,,,,-15000000.0,984000000.0,189400000.0,,,,70000000.0,,11000000.0,,,,,,,,,-1240000000.0,-55000000.0,,,,,18000000.0,104000000.0,,42000000.0,,,,,,,0.22,,,479000000.0,536000000.0,,6000000.0,,,622000000.0,,,,,,663000000.0,,,,,,5000000.0,,,555000000.0,42000000.0,770000000.0,,,,158000000.0,,,,,,,,,,251000000.0,,,,,1128000000.0,,-31000000.0,185600000.0,50000000.0,,,,,,,289000000.0,307000000.0,216000000.0,,307000000.0,,,89000000.0,160000000.0,,,,15000000.0,,2234000000.0,,42000000.0,,4006000000.0,-1000000.0,,144000000.0,2394000000.0,,,,,,,,,,,,,
1049068800,,,,,,2208000000.0,,,,,,,,,119000000.0,-38000000.0,305000000.0,-175000000.0,,,,,,,,1633000000.0,,,0.26,,-2000000.0,296000000.0,-54000000.0,,,,-5000000.0,336000000.0,,,,,,,,,,,,,254000000.0,926000000.0,65000000.0,,,,,,,1787000000.0,,941000000.0,1450000000.0,2099000000.0,16000000.0,,129000000.0,,,,,,-27000000.0,1029000000.0,190400000.0,,,,82000000.0,,-14000000.0,,,,,,,,,-1267000000.0,-44000000.0,,,,,-11000000.0,97000000.0,,49000000.0,,,,,,,0.26,,,469000000.0,530000000.0,,27000000.0,,,636000000.0,,,,,,693000000.0,,,,,,-2000000.0,,,555000000.0,49000000.0,770000000.0,,,,150000000.0,,,,,,,,,,254000000.0,,,,,1132000000.0,,-30000000.0,185600000.0,47000000.0,,,,,,,307000000.0,296000000.0,216000000.0,,296000000.0,,,70000000.0,152000000.0,,,,15000000.0,,2222000000.0,,49000000.0,,4009000000.0,-1000000.0,,149000000.0,2376000000.0,,,,,,,,,,,,,
1056931200,,,,,,2220000000.0,,,,,,,,,133000000.0,-29000000.0,316000000.0,-159000000.0,,,,,,,,1700000000.0,,,0.69,,1000000.0,126000000.0,-29000000.0,,,,-4000000.0,344000000.0,,,,,,,,,,,,,253000000.0,851000000.0,84000000.0,,,,,,,1675000000.0,,932000000.0,1392000000.0,2141000000.0,-44000000.0,,141000000.0,,,,,,-29000000.0,1033000000.0,189800000.0,,,,91000000.0,,-48000000.0,,,,,,,,,-1288000000.0,-200000000.0,,,,,-170000000.0,77000000.0,,128000000.0,,,,,,,0.67,,,533000000.0,488000000.0,,9000000.0,,,661000000.0,,,,,,689000000.0,,,,,,4000000.0,,,569000000.0,128000000.0,777000000.0,,,,127000000.0,,,,,,,,,,253000000.0,,,,,1143000000.0,,-31000000.0,185000000.0,50000000.0,,,,,,,296000000.0,126000000.0,216000000.0,,126000000.0,,,48000000.0,2000000.0,,,,11000000.0,,2268000000.0,,128000000.0,,3943000000.0,1000000.0,,193000000.0,2243000000.0,,,,,,,,,,,,,
1064880000,,,27000000.0,289000000.0,52000000.0,2202000000.0,,,,,,1007000000.0,-128000000.0,-1277000000.0,120000000.0,-33000000.0,327000000.0,-344000000.0,,1736000000.0,,2202000000.0,183000000.0,,,1587000000.0,286000000.0,313000000.0,,-2000000.0,8000000.0,226000000.0,-30000000.0,,17000000.0,,29000000.0,351000000.0,171000000.0,-63000000.0,-109000000.0,,,,,,2752000000.0,120000000.0,4104000000.0,216000000.0,249000000.0,820000000.0,90000000.0,,,327000000.0,9000000.0,,,1736000000.0,542000000.0,925000000.0,1579000000.0,2143000000.0,27000000.0,,153000000.0,2250000000.0,1352000000.0,,-40000000.0,,-38000000.0,1058000000.0,,,,26000000.0,102000000.0,,11000000.0,,1.54,37000000.0,2399000000.0,286000000.0,,,,-1277000000.0,-36000000.0,282000000.0,1007000000.0,,684000000.0,100000000.0,158000000.0,-133000000.0,63000000.0,764000000.0,-122000000.0,,299000000.0,,,,,,313000000.0,778000000.0,,28000000.0,198000000.0,,684000000.0,,,1587000000.0,171000000.0,,707000000.0,,3986000000.0,-335000000.0,190100000.0,,-1000000.0,1.51,,542000000.0,67000000.0,764000000.0,,2143000000.0,,37000000.0,,,436000000.0,1579000000.0,327000000.0,,,,,249000000.0,345000000.0,70000000.0,,226000000.0,1142000000.0,226000000.0,-30000000.0,,51000000.0,,1142000000.0,,185400000.0,6000000.0,820000000.0,126000000.0,226000000.0,216000000.0,543000000.0,226000000.0,925000000.0,226000000.0,120000000.0,9000000.0,778000000.0,2000000.0,,11000000.0,,2250000000.0,,67000000.0,,3986000000.0,-1000000.0,-344000000.0,183000000.0,2399000000.0,,,,,,,,,,,,,
1072828800,,,,,,2221300000.0,,,,,,,,,126200000.0,-40700000.0,290300000.0,-319700000.0,,,,,,,,1655000000.0,,,0.33,,200000.0,315600000.0,-16000000.0,,,,2400000.0,340200000.0,,,,,,,,,,,,,257200000.0,795800000.0,76200000.0,,,,,,,1814900000.0,,902800000.0,1587100000.0,2086700000.0,18600000.0,,131400000.0,,,,,,-16200000.0,1015700000.0,192300000.0,,,,83000000.0,,24900000.0,,,,,,,,,-1318500000.0,-36500000.0,,,,,89200000.0,144300000.0,,57600000.0,,,,,,,0.32,,,496800000.0,795700000.0,,35600000.0,,,668700000.0,,,,,,675500000.0,,,,,,3700000.0,,,544200000.0,62200000.0,759400000.0,,,,32000000.0,,,,,,,,,,257200000.0,,,,,1151300000.0,,-30800000.0,186300000.0,48400000.0,,,,,,,226400000.0,315600000.0,216400000.0,,315600000.0,,,128100000.0,8700000.0,,,,10500000.0,,2223000000.0,,62200000.0,,4037900000.0,-600000.0,,168900000.0,2382900000.0,,,,,,,,,,,,,
1080691200,,,,,,2228500000.0,,,,,,,,,110700000.0,-59200000.0,330500000.0,-313700000.0,,,,,,,,1666100000.0,,,0.42,,2400000.0,353800000.0,-18500000.0,,,,-12800000.0,399800000.0,,,,,,,,,,,,,278400000.0,855200000.0,111900000.0,,,,,,,1867900000.0,,879900000.0,1547300000.0,2113600000.0,33600000.0,,169700000.0,,,,,,-20900000.0,1112900000.0,192100000.0,,,,121400000.0,,51600000.0,,,,,,,,,-1348600000.0,-88000000.0,,,,,38200000.0,145100000.0,,78300000.0,,,,,,,0.41,,,524400000.0,758700000.0,,10600000.0,,,689900000.0,,,,,,713100000.0,,,,,,700000.0,,,557800000.0,78300000.0,766000000.0,,,,22600000.0,,,,,,,,,,278400000.0,,,,,1147200000.0,,-30700000.0,186700000.0,48300000.0,,,,,,,315600000.0,353800000.0,216400000.0,,353800000.0,,,124200000.0,300000.0,,,,10200000.0,,2200700000.0,,78300000.0,,4068600000.0,-300000.0,,173600000.0,2402500000.0,,,,,,,,,,,,,
1088553600,,,,,,2216300000.0,,,,,,,,,106600000.0,-74100000.0,338000000.0,-307600000.0,,,,,,,,1677100000.0,,,0.68,,100000.0,329700000.0,-22600000.0,,,,-12100000.0,423100000.0,,,,,,,,,,,,,277400000.0,910600000.0,131200000.0,,,,,,,1868500000.0,,857200000.0,1446900000.0,2160600000.0,4800000.0,,191800000.0,,,,,,-22700000.0,1163500000.0,190500000.0,,,,145700000.0,,-17800000.0,,,,,,,,,-1359100000.0,-96100000.0,,,,,-24100000.0,94300000.0,,126400000.0,,,,,,,0.66,,,572300000.0,691500000.0,,8700000.0,,,709400000.0,,,,,,740400000.0,,,,,,-4400000.0,,,570700000.0,126400000.0,752300000.0,,,,3100000.0,,,,,,,,,,277400000.0,,,,,1144300000.0,,-30600000.0,185000000.0,46100000.0,,,,,,,353800000.0,329700000.0,216400000.0,,329700000.0,,,71600000.0,300000.0,,,,10100000.0,,2166100000.0,,126400000.0,,4034600000.0,-100000.0,,164600000.0,2357500000.0,,,,,,,,,,,,,
1096502400,,,63600000.0,252300000.0,41700000.0,2139700000.0,,,,,,1058600000.0,-258400000.0,-1335200000.0,125400000.0,-84400000.0,362200000.0,-227900000.0,,2026100000.0,,2139700000.0,235700000.0,,,1861000000.0,414900000.0,501200000.0,,-1200000.0,-2300000.0,473800000.0,-8100000.0,,84000000.0,,-6000000.0,399700000.0,,221500000.0,-98000000.0,,,,,,2848300000.0,125400000.0,4411100000.0,216400000.0,245600000.0,863600000.0,118800000.0,,,498900000.0,200000.0,,,2026100000.0,574300000.0,804500000.0,1476600000.0,2255700000.0,27000000.0,,198000000.0,2175100000.0,1562800000.0,,39400000.0,,-38200000.0,1119000000.0,,,,-28500000.0,154100000.0,,-19300000.0,,2.24,89300000.0,2340200000.0,414900000.0,,,,-1335200000.0,-91400000.0,354100000.0,1058600000.0,,719900000.0,118200000.0,213200000.0,-65200000.0,91800000.0,757700000.0,-122500000.0,,438100000.0,,,,,,501200000.0,629600000.0,,23600000.0,186700000.0,,719900000.0,,,1861000000.0,,,719300000.0,,4201200000.0,-312000000.0,191100000.0,,-24400000.0,2.17,,574300000.0,148000000.0,757700000.0,,2255700000.0,,89300000.0,,,596900000.0,1476600000.0,362200000.0,,,,,245600000.0,504200000.0,78500000.0,,473800000.0,1134900000.0,473800000.0,-30400000.0,,43900000.0,,1134900000.0,,185500000.0,-24400000.0,863600000.0,329700000.0,473800000.0,216400000.0,690900000.0,473800000.0,804500000.0,473800000.0,175000000.0,200000.0,629600000.0,400000.0,,10900000.0,,2175100000.0,,148000000.0,,4201200000.0,-200000.0,-227900000.0,235700000.0,2340200000.0,,,,,,,,,,,,,
1104451200,,,,,,2120200000.0,,,,,,,,,105000000.0,-116400000.0,334400000.0,-187100000.0,,,,,,,,1959700000.0,,,0.72,,0.0,467700000.0,-21300000.0,,,,-23400000.0,449100000.0,,,,,,,,,,,,,263000000.0,845200000.0,179600000.0,,,,,,,2066000000.0,,785000000.0,1471200000.0,2274200000.0,57500000.0,,232300000.0,,,,,14900000.0,-11900000.0,1184900000.0,189100000.0,,,,186100000.0,,-59000000.0,,,,,,,,,-1335200000.0,-102500000.0,,,,,-6100000.0,120700000.0,,122100000.0,,,,,,,0.71,,,510600000.0,631900000.0,,45400000.0,,,733100000.0,,,,,,735800000.0,,,,,,4600000.0,,,608800000.0,133400000.0,754500000.0,,,,84800000.0,,,,,,,,,,263000000.0,,,,,1148000000.0,,-30500000.0,184500000.0,46200000.0,,,,,,,473800000.0,482600000.0,216400000.0,,467700000.0,,,108800000.0,200000.0,,,-14900000.0,11100000.0,,2210100000.0,,133400000.0,,4276100000.0,-1000000.0,,277100000.0,2316400000.0,,,,,,,,,,,,,
1112227200,,,,,,2127400000.0,,,,,,,,,101100000.0,-146200000.0,356600000.0,-202600000.0,,,,,,,,1989000000.0,,,0.81,,14200000.0,484700000.0,-34700000.0,,,,-14000000.0,455900000.0,,,,,,,,,,,,,263300000.0,883100000.0,180600000.0,,,,,,,2107400000.0,,792200000.0,1431200000.0,2330400000.0,38100000.0,,233500000.0,,,,,,-50500000.0,1218400000.0,189000000.0,,,,192600000.0,,-51900000.0,,,,,,,,,-1335200000.0,-137000000.0,,,,,17000000.0,189600000.0,,142500000.0,,,,,,,0.79,,,526300000.0,639800000.0,,39800000.0,,,767600000.0,,,,,,762500000.0,,,,,,-500000.0,,,619700000.0,150000000.0,748700000.0,,,,42700000.0,,,,,,,,,,263300000.0,,,,,1139100000.0,,-30500000.0,184500000.0,40900000.0,,,,,,,467700000.0,484700000.0,216400000.0,,484700000.0,,,139100000.0,200000.0,,,,11500000.0,,2195900000.0,,150000000.0,,4303300000.0,-100000.0,,264600000.0,2314300000.0,,,,,,,,,,,,,
1120089600,,,,,,2106300000.0,,,,,,,,,122500000.0,-127700000.0,332000000.0,-223100000.0,,,,,,,,1891700000.0,,,0.7,,0.0,468800000.0,-22900000.0,,,,19700000.0,481000000.0,,,,,,,,,,,,,286600000.0,924400000.0,191200000.0,,,,,,,2078400000.0,,771100000.0,1421000000.0,2371100000.0,63900000.0,,234500000.0,,,,,,-23300000.0,1264700000.0,186400000.0,,,,194400000.0,,-7800000.0,,,,,,,,,-1335200000.0,-166200000.0,,,,,-15900000.0,175100000.0,,127300000.0,,,,,,,0.68,,,592200000.0,629300000.0,,2600000.0,,,756100000.0,,,,,,783700000.0,,,,,,8500000.0,,,595000000.0,127300000.0,751800000.0,,,,39900000.0,,,,,,,,,,286600000.0,,,,,1126900000.0,,-41000000.0,182700000.0,40100000.0,,,,,,,484700000.0,468800000.0,216400000.0,,468800000.0,,,151800000.0,200000.0,,,,11700000.0,,2158700000.0,,127300000.0,,4237100000.0,-100000.0,,260700000.0,2345400000.0,,,,,,,,,,,,,
1128038400,,,115800000.0,473800000.0,45800000.0,2179600000.0,,,,,,1120800000.0,-499200000.0,-1405100000.0,184000000.0,-108900000.0,388500000.0,-503200000.0,,2186500000.0,,2179600000.0,378900000.0,,,1649100000.0,540000000.0,551100000.0,,-1300000.0,0.0,463600000.0,-43900000.0,,218600000.0,,26700000.0,508100000.0,,-10200000.0,-124100000.0,,,,,,3109100000.0,184000000.0,5003200000.0,216400000.0,307900000.0,940800000.0,185600000.0,,,542200000.0,1200000.0,,,2186500000.0,569900000.0,774500000.0,1935200000.0,2493500000.0,59100000.0,,244200000.0,2338600000.0,1894100000.0,,-129100000.0,,-38400000.0,1335200000.0,,,,9000000.0,200200000.0,,-10400000.0,,2.95,,2876000000.0,540000000.0,,,,-1405100000.0,-144900000.0,518400000.0,1120800000.0,,799600000.0,-5200000.0,180900000.0,-122800000.0,126500000.0,748200000.0,-142700000.0,,737000000.0,,,,,,551100000.0,1187000000.0,,3800000.0,171200000.0,,799600000.0,,,1649100000.0,,,827100000.0,,4525100000.0,-550600000.0,187200000.0,,-3100000.0,2.88,,569900000.0,129300000.0,748200000.0,,2493500000.0,,,,,666300000.0,1935200000.0,388500000.0,,,,,307900000.0,773300000.0,91600000.0,,463600000.0,1118900000.0,463600000.0,-40700000.0,,44000000.0,,1118900000.0,,183100000.0,9500000.0,940800000.0,468800000.0,463600000.0,216400000.0,944500000.0,463600000.0,774500000.0,463600000.0,142500000.0,1200000.0,1187000000.0,-700000.0,,11500000.0,,2338600000.0,,129300000.0,,4525100000.0,-100000.0,-503200000.0,378900000.0,2876000000.0,,,,,,,,,,,,,
1135987200,,,,,,2068600000.0,,,,,,,,,144000000.0,-201100000.0,397100000.0,-507300000.0,,,,,,,,1583300000.0,,,0.82,,0.0,246700000.0,94900000.0,,,,-27500000.0,514500000.0,,,,,,,,,,,,,295500000.0,1047300000.0,209800000.0,,,,,,,1964300000.0,,663500000.0,1988600000.0,2574700000.0,64100000.0,,254600000.0,,,,,,-27200000.0,1301400000.0,182300000.0,,,,219000000.0,,50400000.0,,,,,,,,,-1405100000.0,-110600000.0,,,,,-216900000.0,-197500000.0,,145700000.0,,,,,,,0.8,,,547000000.0,1241400000.0,,17400000.0,,,793700000.0,,,,,,786900000.0,,,,,,4300000.0,,,595700000.0,145700000.0,747200000.0,,,,,,,,,,,,,,295500000.0,,,,,1141200000.0,,-40300000.0,178700000.0,35600000.0,,,,,,,463600000.0,246700000.0,216400000.0,,246700000.0,,,-224700000.0,103200000.0,,,,13500000.0,,2654900000.0,,145700000.0,,4619200000.0,11400000.0,,820100000.0,3035900000.0,,,,,,,,,,,,,
1143763200,,,,,,2056600000.0,,,,,,,,,139900000.0,-89400000.0,388500000.0,-500500000.0,,,,,,,,1672900000.0,,,0.83,,-6400000.0,302300000.0,-28600000.0,,,,-14000000.0,548900000.0,,,,,,,,,,,,,322600000.0,1105400000.0,214900000.0,,,,,,,2098200000.0,,651500000.0,1988700000.0,2634900000.0,65400000.0,,269700000.0,,,,,,-32100000.0,1377900000.0,180700000.0,,,,226300000.0,,-41500000.0,,,,,,,,,-1405100000.0,-73500000.0,,,,,55600000.0,155100000.0,,149500000.0,,,,,,,0.81,,,615400000.0,1242900000.0,,30300000.0,,,849500000.0,,,,,,829000000.0,,,,,,3100000.0,,,606200000.0,146500000.0,745800000.0,,,,,,,,,,,,,,322600000.0,,,,,1150500000.0,,-39900000.0,177200000.0,43400000.0,,,,,,,246700000.0,302300000.0,216400000.0,,302300000.0,,,123000000.0,101500000.0,,,,14500000.0,,2668800000.0,,146500000.0,,4767000000.0,27200000.0,,808400000.0,3094100000.0,,,,,,,,,,,,,
1151625600,,,,,,2055400000.0,,,,,,,,,176800000.0,-133900000.0,395300000.0,-490200000.0,,,,,,,,1636200000.0,,,0.84,,0.0,338900000.0,-34900000.0,,,,-2700000.0,565200000.0,,,,,,,,,,,,,330700000.0,1181800000.0,219600000.0,,,,,,,2186800000.0,,650300000.0,1996300000.0,2693400000.0,70600000.0,,271800000.0,,,,,,-34400000.0,1428400000.0,179800000.0,,,,234500000.0,,-32100000.0,,,,,,,,,-1405100000.0,-107300000.0,,,,,36600000.0,180900000.0,,149000000.0,,,,,,,0.83,,,634300000.0,1251200000.0,,9000000.0,,,867900000.0,834900000.0,,,,,863200000.0,,,,,,-600000.0,,,614200000.0,149000000.0,745100000.0,,,,,,,,,,,,,,330700000.0,,,,,327700000.0,,-39900000.0,176600000.0,37300000.0,,,,,,,302300000.0,338900000.0,216400000.0,,338900000.0,,,146500000.0,152200000.0,,,,14300000.0,,2627500000.0,,149000000.0,,4814300000.0,6800000.0,,741200000.0,3178100000.0,,,,,,,,,,,,,
1159574400,,,-16100000.0,463600000.0,58400000.0,2090500000.0,,,,,,1275300000.0,-722500000.0,-1418900000.0,116800000.0,-298100000.0,470500000.0,-75300000.0,,2188000000.0,,2090500000.0,709700000.0,,,1918200000.0,607000000.0,603000000.0,,46700000.0,0.0,414700000.0,51100000.0,,263300000.0,,16700000.0,565800000.0,,-48900000.0,-150100000.0,,,,,-347000000.0,3367000000.0,116800000.0,5561400000.0,216400000.0,326500000.0,1293300000.0,247100000.0,,,276100000.0,219800000.0,,,2188000000.0,599500000.0,671600000.0,1523900000.0,2856200000.0,63200000.0,,276600000.0,2547400000.0,2194400000.0,,46400000.0,,-56400000.0,1453700000.0,,,,-27500000.0,239300000.0,,69600000.0,,3.44,155300000.0,2817200000.0,607000000.0,,,,-1418900000.0,-265000000.0,628100000.0,1275300000.0,,879300000.0,75800000.0,287700000.0,82500000.0,183900000.0,748200000.0,-159300000.0,,891400000.0,,24100000.0,,,,603000000.0,620400000.0,-370000000.0,3400000.0,153600000.0,,879300000.0,841000000.0,,1918200000.0,,,887900000.0,841000000.0,4735400000.0,-556400000.0,179900000.0,,16000000.0,3.37,,599500000.0,165800000.0,748200000.0,,2856200000.0,,155300000.0,,,426200000.0,1523900000.0,470500000.0,,,,,326500000.0,919100000.0,60100000.0,,414700000.0,325100000.0,414700000.0,-39200000.0,,37300000.0,,325100000.0,,176600000.0,22800000.0,1293300000.0,338900000.0,414700000.0,216400000.0,1072700000.0,414700000.0,671600000.0,414700000.0,231300000.0,219800000.0,620400000.0,-6400000.0,,16100000.0,,2547400000.0,,165800000.0,,4735400000.0,1300000.0,-75300000.0,709700000.0,2817200000.0,,,,,,,,,,,,,
1167523200,,,,,,1539300000.0,,,,,,,,,458500000.0,-350700000.0,376600000.0,-58800000.0,,,,,,,,1988300000.0,,,2.55,,0.0,433500000.0,-31100000.0,,,,-37300000.0,497600000.0,,,,,,,,2600000.0,,,,,293100000.0,1624100000.0,186900000.0,,,,,,,2504000000.0,,468100000.0,1449100000.0,3226900000.0,56000000.0,,233000000.0,,,,,,-29200000.0,1146300000.0,171400000.0,,,,204500000.0,,-60800000.0,,,,,,,,,-1071200000.0,-69300000.0,,,,,25400000.0,120700000.0,,130900000.0,,,,,,,2.5,,,714300000.0,617300000.0,,11900000.0,,,788300000.0,699700000.0,,,,,648700000.0,,,,,,800000.0,,,450900000.0,429100000.0,749500000.0,,,,82300000.0,,,,,,,,,,293100000.0,,,,,125100000.0,,-49200000.0,168600000.0,28500000.0,,,,,,,408100000.0,433500000.0,216400000.0,,433500000.0,,,91500000.0,533200000.0,,,,18400000.0,,2557500000.0,,429100000.0,,5061500000.0,4500000.0,,1264600000.0,3073200000.0,,,,,,,,,,,,,
