date,trailingDeferredIncomeTax,trailingCapitalExpenditure,annualCapitalExpenditure,quarterlySaleOfInvestment,annualDeferredIncomeTax,trailingOperatingExpense,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,annualInterestExpense,quarterlyIncomeTaxPayable,trailingChangesInAccountReceivables,annualRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,trailingBeginningCashPosition,annualAccumulatedDepreciation,annualSellingGeneralAndAdministration,annualChangesInAccountReceivables,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,trailingNetIncomeContinuousOperations,annualOtherNonCurrentAssets,annualCurrentAssets,trailingChangeInCashSupplementalAsReported,annualBasicEPS,trailingNetIncomeCommonStockholders,annualNetIncomeCommonStockholders,trailingNetOtherFinancingCharges,quarterlyStockholdersEquity,annualOtherCurrentLiabilities,quarterlyEbitda,annualNetOtherFinancingCharges,quarterlyEndCashPosition,quarterlyNetOtherInvestingChanges,quarterlyInvestingCashFlow,quarterlyDilutedAverageShares,annualTaxProvision,trailingInterestExpense,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyGrossProfit,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,annualCurrentAccruedExpenses,trailingGrossProfit,quarterlyOtherNonCashItems,annualCostOfRevenue,annualTotalRevenue,annualDilutedEPS,quarterlyBasicAverageShares,annualCapitalStock,quarterlySellingGeneralAndAdministration,quarterlyPretaxIncome,trailingCostOfRevenue,trailingFreeCashFlow,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,annualFreeCashFlow,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualInventory,quarterlyTaxProvision,quarterlyNetPPE,trailingTaxProvision,annualGrossProfit,annualTotalNonCurrentAssets,quarterlyStockBasedCompensation,quarterlyOtherShortTermInvestments,annualOtherCurrentAssets,annualChangeInWorkingCapital,quarterlyTotalRevenue,quarterlyCapitalExpenditure,trailingDepreciationAndAmortization,quarterlyBasicEPS,annualChangeInInventory,quarterlyOperatingIncome,trailingPurchaseOfBusiness,trailingNetIncome,annualTotalLiabilitiesNetMinorityInterest,annualCurrentDebt,annualNetIncome,annualCurrentDeferredRevenue,annualDilutedAverageShares,trailingOtherNonCashItems,annualBeginningCashPosition,annualPurchaseOfBusiness,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualNetIncomeContinuousOperations,annualOperatingExpense,trailingSellingGeneralAndAdministration,trailingInvestingCashFlow,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyOperatingCashFlow,quarterlyNetIncome,annualCashDividendsPaid,annualNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,annualPretaxIncome,annualIncomeTaxPayable,annualLongTermDebt,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyOtherNonCurrentLiabilities,quarterlyDilutedEPS,quarterlyCommonStockIssuance,annualOtherNonCashItems,annualDepreciationAndAmortization,quarterlyGoodwill,quarterlyAccountsReceivable,annualStockBasedCompensation,annualStockholdersEquity,quarterlyCostOfRevenue,annualGoodwill,trailingStockBasedCompensation,quarterlyCurrentAccruedExpenses,annualTotalAssets,annualCashFlowFromContinuingFinancingActivities,trailingChangeInWorkingCapital,quarterlyInvestmentsAndAdvances,quarterlyInventory,annualRetainedEarnings,quarterlyOtherIncomeExpense,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,annualPurchaseOfInvestment,quarterlyCurrentDeferredRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualOperatingCashFlow,trailingOperatingIncome,annualAccountsPayable,annualOperatingIncome,trailingTotalRevenue,trailingOtherIncomeExpense,quarterlyOperatingExpense,annualOtherIntangibleAssets,quarterlyOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,annualCommonStockIssuance,annualOtherShortTermInvestments,quarterlyCashDividendsPaid,annualBasicAverageShares,annualEndCashPosition,trailingEndCashPosition,quarterlyDepreciationAndAmortization,trailingRepaymentOfDebt,trailingCashFlowFromContinuingFinancingActivities,annualCurrentLiabilities,quarterlyBeginningCashPosition,quarterlyCapitalStock,trailingNetOtherInvestingChanges,annualOtherIncomeExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,annualNetPPE,annualEbitda,quarterlyCurrentDebt,annualCashAndCashEquivalents,annualGrossPPE,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,annualNetOtherInvestingChanges,annualOtherNonCurrentLiabilities,quarterlyTotalNonCurrentAssets,quarterlyChangesInAccountReceivables,quarterlyNetIncomeCommonStockholders,trailingPretaxIncome,annualInvestmentsAndAdvances,quarterlyTotalAssets,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,quarterlyFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,quarterlyTotalLiabilitiesNetMinorityInterest,trailingChangeInInventory,annualResearchAndDevelopment,trailingCashDividendsPaid,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingBasicAverageShares,trailingSaleOfInvestment,trailingRepurchaseOfCapitalStock,trailingBasicEPS,trailingPurchaseOfInvestment,trailingDilutedEPS,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingCommonStockIssuance,trailingChangeInAccountPayable
,,,,103098000.0,,,0.0,219039000.0,,14046000.0,,,-41000.0,-95015000.0,,,,,-22960000.0,18076000.0,-6735000.0,,,,,,,,,537414000.0,,118189000.0,,66306000.0,-4915000.0,13410000.0,37367742.0,,,,,12372000.0,,,,,21098000.0,,,,37367742.0,,5986000.0,-18534000.0,,,-15775000.0,-6880000.0,,309098000.0,171099000.0,348648000.0,143886000.0,,-6950000.0,172652000.0,,,,,123673000.0,,,120446000.0,-13301000.0,,-0.31,,108883000.0,,,,,,,,,,,13787000.0,-46387000.0,,,,,-11584000.0,,-76236000.0,-11584000.0,,,,,,,-50184000.0,88197000.0,9435000.0,-0.31,3806000.0,,,293412000.0,58995000.0,,,108074000.0,,,39801000.0,,,,106622000.0,5798000.0,,-17114000.0,,,129727000.0,4724000.0,,,,,,,,,,,-96511000.0,,4757000.0,,,,,,,,9306000.0,,,,116490000.0,377000.0,,,189979000.0,66306000.0,,,10979000.0,,,-55697000.0,2229000.0,,,594449000.0,,-11584000.0,,,903547000.0,16114000.0,17006000.0,-89537000.0,,314985000.0,,,,,,,,,,,,,,,,
,,,,116661000.0,,,0.0,229095000.0,,3151000.0,,,-149000.0,-18559000.0,,,,,-27610000.0,17127000.0,-7542000.0,,,,,,,,,524334000.0,,126774000.0,,92251000.0,2100000.0,2471000.0,38382857.0,,,,,24061000.0,,,,,31167000.0,,,,38382857.0,,5901000.0,-20416000.0,,,-12375000.0,-1833000.0,,299596000.0,158402000.0,335214000.0,140451000.0,,-6982000.0,178657000.0,,,,,89419000.0,,,130395000.0,-14991000.0,,-0.35,,117604000.0,,,,,,,,,,,15957000.0,-50438000.0,,,,,-13434000.0,,8195000.0,-13434000.0,,,,,,,25945000.0,68702000.0,9971000.0,-0.35,3152000.0,,,293888000.0,60255000.0,,,106334000.0,,,56151000.0,,,,90265000.0,6691000.0,,-29252000.0,,,127368000.0,3112000.0,,,,,,,,,,,-93543000.0,,4753000.0,,,,,,,,9170000.0,,,,66306000.0,381000.0,,,181670000.0,92251000.0,,,13271000.0,,,-88924000.0,2434000.0,,,580386000.0,,-13434000.0,,,879982000.0,5785000.0,12823000.0,-6796000.0,,298853000.0,,,,,,,,,,,,,,,,
,,,,31359000.0,,,0.0,249973000.0,,5315000.0,,,28000.0,-18584000.0,,,,,-18007000.0,22200000.0,-9397000.0,,,,,,,,,552962000.0,,107128000.0,,90437000.0,-1980000.0,-4463000.0,41845000.0,,,,,12014000.0,,,,,-10702000.0,,,,38040909.0,,5643000.0,12605000.0,,,-22626000.0,-10405000.0,,315571000.0,152916000.0,343582000.0,141183000.0,,4236000.0,191942000.0,,,,,58621000.0,,,107749000.0,-12064000.0,,0.22,,97327000.0,,,,,,,,,,,13368000.0,-58031000.0,,,,,8369000.0,,-11089000.0,8369000.0,,,,,,,-1814000.0,65487000.0,10282000.0,0.2,8052000.0,,,311887000.0,71765000.0,,,95735000.0,,,41482000.0,,,,70804000.0,6465000.0,,13213000.0,,,127897000.0,3004000.0,,,,,,,,,,,-85313000.0,,4747000.0,,,,,,,,9801000.0,,,,92251000.0,386000.0,,,149058000.0,90437000.0,,,18432000.0,,,848000.0,2200000.0,,,590389000.0,,8369000.0,,,905960000.0,2109000.0,11009000.0,-23153000.0,,294099000.0,,,,,,,,,,,,,,,,
,,,-55785000.0,42579000.0,-1213000.0,,0.0,261655000.0,9169000.0,31723000.0,,0.0,-1051000.0,18479000.0,,-60147000.0,22003000.0,,-26704000.0,15696000.0,-11415000.0,,14709000.0,288714000.0,,-0.46,,-17446000.0,,545855000.0,66389000.0,-610816000.0,24797000.0,102194000.0,-1926000.0,-10882000.0,,-5680000.0,,,,22549000.0,-202520000.0,-14296000.0,48462000.0,,7403000.0,413809000.0,484804000.0,-0.46,,387000.0,4473000.0,3220000.0,,,-9701000.0,-183402000.0,-101189000.0,288714000.0,168719000.0,342786000.0,138681000.0,7344000.0,4016000.0,201508000.0,,70995000.0,621522000.0,,60091000.0,-11415000.0,-113679000.0,126214000.0,-15429000.0,,,,-620507000.0,,,307400000.0,6449000.0,-17446000.0,,37926087.0,,116490000.0,-60477000.0,-12459000.0,-60147000.0,-17446000.0,367688000.0,,,-796000.0,536000.0,33726000.0,-796000.0,,0.0,293697000.0,-23126000.0,31723000.0,124474000.0,11757000.0,66389000.0,14207000.0,,1916000.0,48966000.0,37968000.0,317591000.0,70925000.0,,545855000.0,103665000.0,317591000.0,,48462000.0,910236000.0,30653000.0,,67713000.0,7344000.0,342786000.0,-5678000.0,70925000.0,,124474000.0,0.0,-170178000.0,,138681000.0,,-45404000.0,,15696000.0,-296693000.0,,,643056000.0,8400000.0,8400000.0,162285000.0,16926000.0,60091000.0,,37926087.0,102194000.0,,9691000.0,,,168719000.0,90437000.0,387000.0,,-38831000.0,162285000.0,102194000.0,201508000.0,-258725000.0,6449000.0,102194000.0,261655000.0,-26405000.0,2306000.0,-6721000.0,14207000.0,621522000.0,,-796000.0,,67713000.0,910236000.0,789000.0,14709000.0,18297000.0,-26704000.0,307400000.0,,,,,,,,,,,,,,,,
,,,,13950000.0,,,,279263000.0,,27471000.0,,,-344000.0,4775000.0,,,,,-31068000.0,17272000.0,-15666000.0,,,,,,,,,560271000.0,,137420000.0,,114316000.0,-5226000.0,-17713000.0,41600000.0,,,,,11663000.0,,,,,2608000.0,,,,41600000.0,,7755000.0,179000.0,,,-10207000.0,-567000.0,,309427000.0,201991000.0,342370000.0,139354000.0,,595000.0,212721000.0,,,,,47884000.0,,,138369000.0,-13487000.0,,-0.01,,130614000.0,,,,,,,,,,,16640000.0,-66542000.0,,,,,531000.0,,13429000.0,-416000.0,,,,,,,12122000.0,87259000.0,15298000.0,-0.01,8628000.0,,,333517000.0,87640000.0,,,126706000.0,,,54541000.0,,,,36051000.0,7349000.0,,-1726000.0,,,124056000.0,,,,,,,,,,,,-118951000.0,,9503000.0,,,,,,,,6806000.0,,,,102194000.0,398000.0,,,162200000.0,114316000.0,,,15448000.0,,,-2743000.0,2003000.0,,,654997000.0,,-416000.0,,,964424000.0,-4412000.0,49072000.0,-58000.0,,341345000.0,,,,,,,,,,,,,,,,
,,,,21469000.0,,,,293585000.0,,19408000.0,,,2290000.0,-6287000.0,,,,,-20413000.0,16169000.0,-16544000.0,,,,,,,,,498521000.0,,142023000.0,,140799000.0,11649000.0,-3897000.0,39100000.0,,,,,22479000.0,,,,,103689000.0,,,,39100000.0,,7885000.0,-6667000.0,,,-11633000.0,-2960000.0,,312661000.0,197002000.0,261144000.0,139218000.0,,-1584000.0,223179000.0,,,,,35370000.0,,,159422000.0,-12445000.0,,-0.13,,134293000.0,,,,,,,,,,,4370000.0,-70406000.0,,,,,-3792000.0,,26196000.0,-5083000.0,,,,,,,26483000.0,75318000.0,15070000.0,-0.13,5873000.0,,,265169000.0,76856000.0,,,136943000.0,,,69594000.0,,,,28531000.0,7340000.0,,-1641000.0,,,124148000.0,,,,,,,,,,,,-111814000.0,,5888000.0,,,,,,,,7730000.0,,,,114316000.0,403000.0,,,176169000.0,140799000.0,,,16513000.0,,,-12937000.0,2376000.0,,,590286000.0,,-5083000.0,,,902947000.0,1469000.0,48492000.0,13751000.0,,336220000.0,,,,,,,,,,,,,,,,
,,,,11255000.0,,,,362744000.0,,21776000.0,,,63000.0,780000.0,,,,,-26754000.0,27298000.0,-12512000.0,,,,,,,,,484439000.0,,129183000.0,,104985000.0,-13987000.0,-42148000.0,40650000.0,,,,,10417000.0,,,,,13860000.0,,,,40650000.0,,6551000.0,-7525000.0,,,-16601000.0,-13121000.0,,273459000.0,221971000.0,252962000.0,171175000.0,,-1834000.0,286604000.0,,,,,39221000.0,,,131463000.0,-20903000.0,,-0.14,,121912000.0,,,,,,,,,,,-5285000.0,-76140000.0,,,,,-5904000.0,,13792000.0,-5691000.0,,,,,,,-35814000.0,94914000.0,18595000.0,-0.14,193000.0,,,281197000.0,75264000.0,,,121046000.0,,,60922000.0,,,,30337000.0,6981000.0,,-6324000.0,,,144643000.0,7937000.0,,,,,,,,,,,-111495000.0,,5717000.0,,,,,,,,7271000.0,,,,140799000.0,402000.0,,,144206000.0,104985000.0,,,17061000.0,,,-1912000.0,2067000.0,,,673073000.0,,-5691000.0,,,946532000.0,1136000.0,46298000.0,-7111000.0,,393146000.0,,,,,,,,,,,,,,,,
,,,-69755000.0,15536000.0,-9108000.0,,,389324000.0,8391000.0,14758000.0,,0.0,-11117000.0,15087000.0,,-79873000.0,26122000.0,,-19244000.0,29323000.0,-12951000.0,,42143000.0,269974000.0,,-2.4,,-95943000.0,,485928000.0,100344000.0,-812285000.0,5445000.0,104685000.0,2883000.0,-33750000.0,,-3490000.0,,,,20731000.0,-20142000.0,2491000.0,68853000.0,,18193000.0,541256000.0,603998000.0,-2.4,,403000.0,6480000.0,-4352000.0,,,-17766000.0,-3494000.0,11370000.0,269974000.0,224643000.0,246843000.0,180691000.0,6223000.0,-667000.0,309451000.0,,62742000.0,695301000.0,,22546000.0,-12951000.0,14355000.0,174745000.0,-22920000.0,,,,-821515000.0,,,405334000.0,11365000.0,-95943000.0,,39976250.0,,102194000.0,-56207000.0,6072000.0,-79873000.0,-14875000.0,494890000.0,,,-3685000.0,-97508000.0,27708000.0,-6119000.0,,,62210000.0,-18365000.0,14758000.0,154055000.0,-300000.0,100344000.0,26636000.0,,984000.0,138350000.0,31037000.0,272520000.0,98156000.0,,485928000.0,154014000.0,272520000.0,,68853000.0,965275000.0,21797000.0,,21105000.0,6223000.0,246843000.0,-16658000.0,98156000.0,,154055000.0,,-29075000.0,,180691000.0,,81125000.0,,29323000.0,-432148000.0,,,842246000.0,38064000.0,38064000.0,127231000.0,15678000.0,22546000.0,,39976250.0,104685000.0,,9230000.0,,,224643000.0,104985000.0,403000.0,,-19827000.0,127231000.0,104685000.0,309451000.0,-401111000.0,11365000.0,104685000.0,389324000.0,-11483000.0,1945000.0,-4681000.0,26636000.0,695301000.0,,-6119000.0,,21105000.0,965275000.0,7252000.0,42143000.0,4788000.0,-19244000.0,405334000.0,,,,,,,,,,,,,,,,
,,,,8287000.0,,,,345732000.0,,1130000.0,,,-2422000.0,-3408000.0,,,,,-18236000.0,26016000.0,78774000.0,,,,,,,,,476864000.0,,7227000.0,,99040000.0,-4532000.0,-17223000.0,40951282.0,,,,,4905000.0,,,,,18678000.0,,,,40951282.0,,6771000.0,-21154000.0,,,-1714000.0,-2626000.0,,330086000.0,238552000.0,230872000.0,178461000.0,,-8012000.0,289691000.0,,,,,23726000.0,,,108721000.0,-9414000.0,,-0.39,,-1866000.0,,,,,,,,,,,-1201000.0,-56041000.0,,,,,-13142000.0,,11187000.0,-15971000.0,,,,,,,-7003000.0,141643000.0,26546000.0,-0.39,90000.0,,,194526000.0,80595000.0,,,103816000.0,,,57664000.0,,,,5705000.0,4702000.0,,-16886000.0,,,151915000.0,,,,,,,,,,,,6771000.0,,36157000.0,,,,,,,,9093000.0,,,,106043000.0,410000.0,,,115586000.0,91860000.0,,,12099000.0,,,-9850000.0,2402000.0,,,637407000.0,,-15971000.0,,,967493000.0,771000.0,83511000.0,1773000.0,,417013000.0,,,,,,,,,,,,,,,,
,,,,26422000.0,,,,356764000.0,,64368000.0,,,-3307000.0,9208000.0,,,,,2436000.0,33857000.0,61027000.0,,,,,,,,,557120000.0,,-3718000.0,,184949000.0,95021000.0,57842000.0,41134667.0,,,,,17719000.0,,,,,29699000.0,,,,41134667.0,,6680000.0,-16454000.0,,,-37319000.0,-4584000.0,,368000000.0,311124000.0,261727000.0,167015000.0,,-3222000.0,307482000.0,,,,,9957000.0,,,116242000.0,-18070000.0,,0.75,,-11119000.0,,,,,,,,,,,209000.0,-49282000.0,,,,,-13232000.0,,29217000.0,30851000.0,,,,,,,87267000.0,115004000.0,49443000.0,0.75,1395000.0,,,215412000.0,55425000.0,,,98523000.0,,,79287000.0,,,,4435000.0,3503000.0,,-2177000.0,,,117572000.0,,,,,,,,,,,,28838000.0,,66885000.0,,,,,,,,7401000.0,,,,99040000.0,413000.0,,,190526000.0,180569000.0,,,18608000.0,,,-8212000.0,3158000.0,,,701166000.0,,30851000.0,,,1069166000.0,986000.0,73161000.0,11147000.0,,478139000.0,,,,,,,,,,,,,,,,
,,,,2150000.0,,,,394010000.0,,35532000.0,,,-118000.0,-38125000.0,,,,,5248000.0,33513000.0,61053000.0,,,,,,,,,606004000.0,,17947000.0,,90960000.0,-993000.0,-72063000.0,45208333.0,,,,,13853000.0,,,,,2641000.0,,,,41730769.0,,2592000.0,9468000.0,,,-3816000.0,-4823000.0,,304570000.0,270152000.0,267152000.0,135435000.0,,3698000.0,338543000.0,,,,,42044000.0,,,106327000.0,-37685000.0,,0.13,,10906000.0,,,,,,,,,,,5751000.0,-55467000.0,,,,,5770000.0,,-23136000.0,5425000.0,,,,,,,-93989000.0,109955000.0,48446000.0,0.12,8647000.0,,,223630000.0,44168000.0,,,92474000.0,,,70994000.0,,,,3758000.0,4054000.0,,420000.0,,,86989000.0,,,,,,,,,,,,2947000.0,,67268000.0,,,,,,,,7041000.0,,,,184949000.0,438000.0,,,129071000.0,87027000.0,,,20158000.0,,,-32837000.0,1858000.0,,,745963000.0,,5425000.0,,,1050533000.0,-423000.0,78645000.0,-60821000.0,,405587000.0,,,,,,,,,,,,,,,,
,,,-81078000.0,30209000.0,-6471000.0,,,429606000.0,8844000.0,20346000.0,,,-624000.0,7677000.0,,-63756000.0,19530000.0,,22200000.0,33992000.0,-29760000.0,,145098000.0,269857000.0,,1.1,,46135000.0,,669150000.0,160691000.0,37247000.0,-419000.0,98388000.0,-97523000.0,-11423000.0,,2930000.0,,,,39545000.0,-39482000.0,-6297000.0,76080000.0,,9704000.0,396634000.0,472806000.0,1.05,,450000.0,3488000.0,51509000.0,,,-19040000.0,-27449000.0,-22183000.0,269857000.0,312967000.0,292978000.0,121806000.0,3375000.0,10467000.0,365850000.0,,76172000.0,880057000.0,,16765000.0,-29760000.0,-24648000.0,154913000.0,-15909000.0,,,,35695000.0,,,434773000.0,21654000.0,46135000.0,,43938095.0,,104685000.0,-61889000.0,-7546000.0,-63756000.0,8087000.0,42580000.0,,,28581000.0,-42867000.0,41627000.0,25825000.0,,,67068000.0,23478000.0,20346000.0,75100000.0,7428000.0,160691000.0,46706000.0,,4892000.0,60722000.0,25087000.0,233561000.0,90636000.0,,669150000.0,115368000.0,233561000.0,,76080000.0,1149914000.0,-2787000.0,,3759000.0,3375000.0,292978000.0,17264000.0,90636000.0,,75100000.0,,-55312000.0,,121806000.0,,58895000.0,,33992000.0,33592000.0,,,3850000.0,88634000.0,88634000.0,108910000.0,15024000.0,16765000.0,,41940909.0,98388000.0,,1552000.0,,,312967000.0,90960000.0,450000.0,,-16023000.0,108910000.0,92145000.0,365850000.0,58679000.0,21654000.0,92145000.0,429606000.0,-4413000.0,1450000.0,-8027000.0,46706000.0,880057000.0,,25825000.0,,3759000.0,1149914000.0,-1753000.0,145098000.0,25718000.0,22200000.0,434773000.0,,,,,,,,,,,,,,,,
,,,,18621000.0,,,,433947000.0,,18968000.0,,,-660000.0,10664000.0,,,,,16332000.0,38098000.0,930000.0,,,,,,,,,668784000.0,,12118000.0,,122467000.0,-1355000.0,-1506000.0,38400000.0,,,,,9593000.0,,,,,3153000.0,,,,38400000.0,,5289000.0,5696000.0,,,-6133000.0,-22606000.0,,323481000.0,386042000.0,292594000.0,113440000.0,,707000.0,364324000.0,,,,,337000.0,,,132156000.0,-12631000.0,,-0.01,,3592000.0,,,,,,,,,,,3075000.0,-69623000.0,,,,,2507000.0,,21299000.0,-384000.0,,,,,,,24079000.0,218610000.0,45302000.0,-0.01,3547000.0,,,246033000.0,104389000.0,,,122563000.0,,,85801000.0,,,,,4084000.0,,3662000.0,,,68138000.0,,,,,,,,,,,,6001000.0,,89030000.0,,,,,,,,8526000.0,,,,98388000.0,453000.0,,,114631000.0,114294000.0,,,24565000.0,,,-8000.0,1558000.0,,,892780000.0,,-384000.0,,,1216261000.0,1647000.0,120202000.0,8668000.0,,499482000.0,,,,,,,,,,,,,,,,
,,,,54992000.0,,,,451483000.0,,11930000.0,,,8763000.0,-7430000.0,,,,,8114000.0,31657000.0,890000.0,,,,,,,,,693038000.0,,31203000.0,,132000000.0,-1070000.0,-22312000.0,48395349.0,,,,,29875000.0,,,,,-4240000.0,,,,45239130.0,,5431000.0,36312000.0,,,-3517000.0,-8474000.0,,326170000.0,321907000.0,313405000.0,109885000.0,,6409000.0,375573000.0,,,,,37370000.0,,,158251000.0,-35458000.0,,0.46,,22161000.0,,,,,,,,,,,5926000.0,-75910000.0,,,,,23837000.0,,26945000.0,20810000.0,,,,,,,9533000.0,171228000.0,39892000.0,0.43,5627000.0,,,244678000.0,67398000.0,,,128376000.0,,,86893000.0,,,,,3888000.0,,15746000.0,,,69993000.0,,,,,,,,,,,,7714000.0,,90152000.0,,,,,,,,9042000.0,,,,122467000.0,458000.0,,,161644000.0,124274000.0,,,20199000.0,,,-37259000.0,1595000.0,,,853431000.0,,20810000.0,,,1179601000.0,1857000.0,119440000.0,-8513000.0,,431792000.0,,,,,,,,,,,,,,,,
,,,,-19356000.0,,,,496918000.0,,1077000.0,,,1363000.0,-11921000.0,,,,,16206000.0,37190000.0,0.0,,,,,,,,,804096000.0,,22314000.0,,99405000.0,24886000.0,-46936000.0,49126316.0,,,,,24047000.0,,,,,12832000.0,,,,46670000.0,,5450000.0,16290000.0,,,-11655000.0,-5895000.0,,288098000.0,342963000.0,322738000.0,117703000.0,,2795000.0,415015000.0,,,,,30667000.0,,,146110000.0,-25949000.0,,0.2,,17706000.0,,,,,,,,,,,1629000.0,-81903000.0,,,,,9303000.0,,16216000.0,9334000.0,,,,,,,-32595000.0,187001000.0,44622000.0,0.19,2431000.0,,,345426000.0,71695000.0,,,122063000.0,,,86205000.0,,,,,4074000.0,,651000.0,,,73081000.0,,,,,,,,,,,,6341000.0,,113808000.0,,,,,,,,4608000.0,,,,132000000.0,486000.0,,,121417000.0,90750000.0,,,31490000.0,,,-14862000.0,2067000.0,,,1029884000.0,,9334000.0,,,1317982000.0,915000.0,110944000.0,-9733000.0,,460666000.0,,,,,,,,,,,,,,,,
,,,-100779000.0,19694000.0,1992000.0,,,582772000.0,7670000.0,16628000.0,,,-7474000.0,2334000.0,,-97180000.0,21380000.0,,47230000.0,20824000.0,20000000.0,,59388000.0,380897000.0,,1.36,,63011000.0,,878635000.0,263090000.0,55929000.0,1335000.0,116261000.0,-3503000.0,-57419000.0,,6798000.0,,,,54830000.0,-66939000.0,17873000.0,108542000.0,,12998000.0,529674000.0,648019000.0,1.29,,488000.0,5210000.0,52502000.0,,,-54457000.0,-29964000.0,23563000.0,380897000.0,456094000.0,355989000.0,158443000.0,4647000.0,-3113000.0,485592000.0,,118345000.0,1149813000.0,,4515000.0,20000000.0,-6353000.0,211502000.0,-26741000.0,,,,47788000.0,,,614537000.0,47010000.0,63011000.0,,48845736.0,,98388000.0,-75762000.0,21197000.0,-97180000.0,82658000.0,27098000.0,,,47011000.0,-128173000.0,59882000.0,33251000.0,,,73951000.0,110800000.0,16628000.0,86605000.0,16856000.0,263090000.0,71838000.0,,8049000.0,24743000.0,30317000.0,364973000.0,128523000.0,,878635000.0,156672000.0,364973000.0,,108542000.0,1530710000.0,31827000.0,,,4647000.0,355989000.0,-12462000.0,128523000.0,,86605000.0,,-57648000.0,,158443000.0,,124342000.0,,20824000.0,91247000.0,,,7042000.0,186141000.0,186141000.0,110144000.0,19654000.0,4515000.0,,46331618.0,116261000.0,,8141000.0,,,456094000.0,99405000.0,488000.0,,7597000.0,110144000.0,105629000.0,485592000.0,121564000.0,47010000.0,105629000.0,582772000.0,-5519000.0,2450000.0,18958000.0,71838000.0,1149813000.0,,33251000.0,,,1530710000.0,-3084000.0,59388000.0,33141000.0,47230000.0,614537000.0,,,,,,,,,,,,,,,,
,,,,897000.0,,,,580630000.0,,14369000.0,,,-1570000.0,29839000.0,,,,,30719000.0,23862000.0,6521000.0,,,,,,,,,873853000.0,,16854000.0,,104812000.0,8188000.0,-40801000.0,51066667.0,,,,,12230000.0,,,,,636000.0,,,,51066667.0,,6214000.0,5527000.0,,,-26269000.0,-48939000.0,,363376000.0,438339000.0,360585000.0,151329000.0,,691000.0,477730000.0,,,,,11816000.0,,,184114000.0,-14358000.0,,0.09,,5236000.0,,,,,,,,,,,-14817000.0,-102900000.0,,,,,3854000.0,,45119000.0,4596000.0,,,,,,,-11449000.0,276348000.0,48142000.0,0.09,5542000.0,,,360921000.0,114252000.0,,,171884000.0,,,97971000.0,,,,,4855000.0,,249000.0,,,81208000.0,21979000.0,,,,,,,,,,,6994000.0,,184572000.0,,,,,,,,11618000.0,,,,116261000.0,493000.0,,,116628000.0,104812000.0,,,25292000.0,,,-9259000.0,2374000.0,,,1138116000.0,,4596000.0,,,1501492000.0,-20359000.0,39715000.0,30761000.0,,589668000.0,,,,,,,,,,,,,,,,
,,,,10743000.0,,,,598768000.0,,2185000.0,,,385000.0,-17755000.0,,,,,24711000.0,29751000.0,18523000.0,,,,,,,,,898224000.0,,46450000.0,,85766000.0,-30450000.0,-45087000.0,52121053.0,,,,,39717000.0,,,,,6307000.0,,,,49515000.0,,5687000.0,33249000.0,,,20273000.0,-20103000.0,,307440000.0,369422000.0,380391000.0,139240000.0,,4738000.0,488411000.0,,,,,17905000.0,,,217789000.0,-29768000.0,,0.4,,33616000.0,,,,,,,,,,,2086000.0,-110357000.0,,,,,22157000.0,,23928000.0,19806000.0,,,,,,,-19046000.0,210407000.0,40617000.0,0.38,2994000.0,,,359333000.0,80887000.0,,,178072000.0,,,99374000.0,,,,,4613000.0,,-936000.0,,,78105000.0,20518000.0,,,,,,,,,,,6101000.0,,181627000.0,,,,,,,,12834000.0,,,,104812000.0,496000.0,,,103671000.0,85766000.0,,,27323000.0,,,-15885000.0,2704000.0,,,1144765000.0,,19806000.0,,,1452205000.0,-908000.0,36761000.0,-5840000.0,,508662000.0,,,,,,,,,,,,,,,,
