date,quarterlyOtherIncomeExpense,trailingStockBasedCompensation,annualDilutedEPS,annualDepreciationAndAmortization,trailingCashFlowFromContinuingFinancingActivities,quarterlyCommonStockIssuance,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyAccumulatedDepreciation,quarterlyCurrentDebt,annualCurrentLiabilities,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,trailingOtherNonCashItems,quarterlyNetOtherFinancingCharges,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,annualPurchaseOfBusiness,quarterlyInvestmentsAndAdvances,annualIncomeTaxPayable,annualCapitalStock,annualSaleOfInvestment,annualStockBasedCompensation,annualNetPPE,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,annualOperatingCashFlow,quarterlyOperatingCashFlow,annualBasicAverageShares,quarterlyDilutedAverageShares,quarterlyChangeInCashSupplementalAsReported,annualGrossProfit,quarterlyOtherNonCurrentAssets,annualEbitda,trailingCashDividendsPaid,quarterlyOtherCurrentLiabilities,trailingPretaxIncome,quarterlyTaxProvision,annualNonCurrentDeferredTaxesLiabilities,quarterlyNetPPE,quarterlyPretaxIncome,trailingNetIncome,quarterlyPurchaseOfBusiness,trailingPurchaseOfBusiness,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,annualOtherCurrentLiabilities,quarterlyOtherShortTermInvestments,annualGrossPPE,annualNetOtherInvestingChanges,annualChangeInCashSupplementalAsReported,annualInterestExpense,annualRepaymentOfDebt,annualPretaxIncome,trailingChangeInWorkingCapital,quarterlyFreeCashFlow,annualGoodwill,trailingChangesInAccountReceivables,annualOtherNonCurrentLiabilities,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,annualInvestingCashFlow,annualOperatingIncome,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingGrossProfit,annualDilutedAverageShares,quarterlySaleOfInvestment,annualOtherIncomeExpense,quarterlyDepreciationAndAmortization,annualTotalRevenue,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,annualPurchaseOfInvestment,quarterlyCashCashEquivalentsAndMarketableSecurities,annualAccountsPayable,trailingInvestingCashFlow,trailingDeferredIncomeTax,annualCapitalExpenditure,trailingPurchaseOfInvestment,quarterlyCapitalStock,trailingInterestExpense,annualCashFlowFromContinuingFinancingActivities,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,quarterlyAccountsPayable,quarterlyBasicEPS,trailingTotalRevenue,annualEndCashPosition,annualCurrentAccruedExpenses,quarterlyBasicAverageShares,annualNetOtherFinancingCharges,quarterlyPurchaseOfInvestment,trailingNetOtherFinancingCharges,quarterlyEbitda,trailingEndCashPosition,quarterlyTotalRevenue,annualNetIncomeContinuousOperations,trailingTaxProvision,quarterlyStockBasedCompensation,annualCashAndCashEquivalents,annualCurrentDeferredRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,trailingOperatingIncome,annualCostOfRevenue,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,annualInvestmentsAndAdvances,quarterlyGrossProfit,quarterlyEndCashPosition,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,annualCurrentDebt,quarterlyCurrentLiabilities,trailingSellingGeneralAndAdministration,annualGainsLossesNotAffectingRetainedEarnings,quarterlyGrossPPE,trailingOperatingExpense,annualOtherNonCurrentAssets,quarterlyCurrentAssets,quarterlyCashDividendsPaid,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,annualOperatingExpense,annualOtherShortTermInvestments,quarterlyIncomeTaxPayable,trailingFreeCashFlow,quarterlyOtherNonCashItems,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualAccumulatedDepreciation,annualChangeInAccountPayable,annualChangesInAccountReceivables,annualChangeInWorkingCapital,quarterlyOperatingIncome,annualRepurchaseOfCapitalStock,trailingNetIncomeContinuousOperations,annualCurrentAssets,annualTotalLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyChangeInWorkingCapital,trailingCostOfRevenue,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,quarterlyCurrentAccruedExpenses,quarterlyDilutedEPS,quarterlyNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualRetainedEarnings,quarterlyLongTermDebt,annualCashDividendsPaid,annualBeginningCashPosition,annualAccountsReceivable,annualNetIncome,annualCommonStockIssuance,annualBasicEPS,annualFreeCashFlow,quarterlyNetIncome,annualTotalNonCurrentAssets,quarterlyOperatingExpense,quarterlyNetIncomeContinuousOperations,trailingSaleOfInvestment,quarterlyCurrentDeferredRevenue,trailingChangeInAccountPayable,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlySellingGeneralAndAdministration,annualLongTermDebt,annualOtherNonCashItems,annualOtherCurrentAssets,annualTaxProvision,quarterlyOtherCurrentAssets,annualTotalAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRepaymentOfDebt,annualStockholdersEquity,annualInventory,trailingBasicAverageShares,trailingOtherIncomeExpense,trailingCommonStockIssuance,annualResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredRevenue,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,quarterlyChangeInInventory,trailingNetOtherInvestingChanges,annualChangeInInventory,trailingChangeInInventory,trailingResearchAndDevelopment,quarterlyInventory,trailingDilutedAverageShares
1970-01-01 00:00:01.427760000,-17000000.0,,,,,,23000000.0,,,1946000000.0,,-268000000.0,-60000000.0,,-2000000.0,1913000000.0,,,309000000.0,,,,,,,,,465000000.0,,560000000.0,100000000.0,,526000000.0,,,289000000.0,,118000000.0,,879000000.0,441000000.0,,-60000000.0,,-122000000.0,,,1073000000.0,,,,,,,,405000000.0,,,,7724000000.0,17942000000.0,66428000000.0,,,-153000000.0,,,0.0,,89000000.0,,752000000.0,,,1825000000.0,,,,,,1000000.0,,,652000000.0,,484000000.0,0.562,,,,560000000.0,,0.0,,553000000.0,,1156000000.0,,,24000000.0,,,54103000000.0,,,315000000.0,-86000000.0,,850000000.0,752000000.0,,-45000000.0,,48798000000.0,,,,,,48486000000.0,-73000000.0,,-232000000.0,,,,,-27000000.0,,,,,,481000000.0,,,,,3441000000.0,80000000.0,,-24000000.0,,608000000.0,8504000000.0,306000000.0,,112000000.0,0.56,34000000.0,,12297000000.0,,2247000000.0,,,,,,,,315000000.0,,369000000.0,323000000.0,,45967000000.0,,,474000000.0,280000000.0,,,,,45600000000.0,,5305000000.0,0.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.435622400,-16000000.0,,,,,,23000000.0,,,1016000000.0,,-1367000000.0,-76000000.0,,-129000000.0,1902000000.0,,,341000000.0,,,,,,,,,305000000.0,,560000000.0,-74000000.0,,487000000.0,,,306000000.0,,109000000.0,,911000000.0,398000000.0,,0.0,,31000000.0,,,22000000.0,,,,,,,,229000000.0,,,,7700000000.0,17971000000.0,63104000000.0,,,-68000000.0,,,1084000000.0,,93000000.0,,678000000.0,,,700000000.0,,,,,,1000000.0,,,752000000.0,,492000000.0,0.51,,,,555000000.0,,0.0,,514000000.0,,1073000000.0,,,23000000.0,,,50661000000.0,,,283000000.0,985000000.0,,797000000.0,678000000.0,,76000000.0,,45580000000.0,,,,,,45133000000.0,-85000000.0,,-206000000.0,,,,,-13000000.0,,,,,,437000000.0,,,,,3641000000.0,-73000000.0,,-14000000.0,,541000000.0,8532000000.0,276000000.0,,121000000.0,0.508,-23000000.0,,12410000000.0,,2247000000.0,,,,,,,,283000000.0,,360000000.0,289000000.0,,43645000000.0,,,393000000.0,267000000.0,,,,,43351000000.0,,5081000000.0,-918000000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.443571200,-4000000.0,,,,,,21000000.0,,,1253000000.0,,-57000000.0,-56000000.0,,-5000000.0,1870000000.0,,,253000000.0,,,,,,,,,120000000.0,,555000000.0,9000000.0,,487000000.0,,,253000000.0,,113000000.0,,904000000.0,423000000.0,,0.0,,29000000.0,,,21000000.0,,,,,,,,64000000.0,,,,7653000000.0,17804000000.0,65856000000.0,,,-191000000.0,,,0.0,,94000000.0,,687000000.0,,,708000000.0,,,,,,1000000.0,,,678000000.0,,328000000.0,0.554,,,,550000000.0,,0.0,,538000000.0,,1151000000.0,,,32000000.0,,,53486000000.0,,,306000000.0,-53000000.0,,816000000.0,687000000.0,,-137000000.0,,48458000000.0,,,,,,48052000000.0,-84000000.0,,-209000000.0,,,,,1000000.0,,,,,,448000000.0,,,,,3863000000.0,-292000000.0,,-25000000.0,,490000000.0,8507000000.0,335000000.0,,130000000.0,0.552,3000000.0,,12340000000.0,,2247000000.0,,,,,,,,306000000.0,,368000000.0,310000000.0,,46494000000.0,,,395000000.0,274000000.0,,,,,0.0,,5028000000.0,237000000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.451520000,-51000000.0,,2.278,374000000.0,,,30000000.0,,-586000000.0,2591000000.0,54743000000.0,3668000000.0,-85000000.0,,-1000000.0,2837000000.0,,-3811000000.0,299000000.0,,1000000.0,1089000000.0,111000000.0,1037000000.0,656000000.0,10758000000.0,1311000000.0,421000000.0,555000000.0,560000000.0,-60000000.0,3338000000.0,501000000.0,2124000000.0,,156000000.0,,18000000.0,2837000000.0,1037000000.0,391000000.0,,-3751000000.0,,17000000.0,,156000000.0,29000000.0,1623000000.0,-294000000.0,-25000000.0,97000000.0,-1028000000.0,1653000000.0,,336000000.0,12079000000.0,,337000000.0,10758000000.0,24674000000.0,77987000000.0,-3298000000.0,1838000000.0,-188000000.0,,560000000.0,5000000.0,-88000000.0,98000000.0,4682000000.0,627000000.0,,-5000000.0,656000000.0,514000000.0,,,-277000000.0,,1000000.0,,1976000000.0,687000000.0,,514000000.0,0.662,,627000000.0,215000000.0,560000000.0,-137000000.0,-5000000.0,,519000000.0,,1219000000.0,1295000000.0,,32000000.0,627000000.0,51267000000.0,63147000000.0,,1344000000.0,370000000.0,-4144000000.0,299000000.0,875000000.0,627000000.0,,85000000.0,2591000000.0,54743000000.0,,-188000000.0,1623000000.0,,501000000.0,53313000000.0,-89000000.0,-108000000.0,-58000000.0,1500000000.0,29000000.0,,,-1000000.0,8404000000.0,-586000000.0,-21000000.0,-45000000.0,-321000000.0,472000000.0,-705000000.0,,53313000000.0,63147000000.0,4148000000.0,-36000000.0,,-45000000.0,,700000000.0,12079000000.0,344000000.0,1274000000.0,215000000.0,0.658,-308000000.0,,14808000000.0,4148000000.0,4717000000.0,-331000000.0,652000000.0,700000000.0,1274000000.0,,2.29,1034000000.0,370000000.0,24674000000.0,403000000.0,373000000.0,,51267000000.0,,1126000000.0,337000000.0,305000000.0,4717000000.0,-40000000.0,0.0,358000000.0,0.0,77987000000.0,8404000000.0,-347000000.0,14808000000.0,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.459382400,-25000000.0,,,,,,46000000.0,,,2048000000.0,,-697000000.0,-56000000.0,,-5000000.0,2893000000.0,,,352000000.0,,,,,,,,,597000000.0,,600000000.0,-159000000.0,,502000000.0,,,227000000.0,,163000000.0,,1018000000.0,540000000.0,,0.0,,-229000000.0,,,25000000.0,,,,,,,,541000000.0,,,,10630000000.0,24606000000.0,79160000000.0,,,-208000000.0,,,,,143000000.0,,468000000.0,,,493000000.0,,,,,,1000000.0,,,627000000.0,,496000000.0,0.62,,,,595000000.0,,0.0,,729000000.0,,1554000000.0,,,29000000.0,,,64080000000.0,,,369000000.0,-59000000.0,,1154000000.0,468000000.0,,-19000000.0,,55636000000.0,,,,,,54554000000.0,-102000000.0,,-47000000.0,,,,,3000000.0,,,,,,611000000.0,,,,,4415000000.0,15000000.0,,30000000.0,,941000000.0,12104000000.0,400000000.0,,107000000.0,0.616,-3000000.0,,15048000000.0,,4718000000.0,,,,,,,,369000000.0,,543000000.0,377000000.0,,52758000000.0,,,329000000.0,400000000.0,,,,,0.0,,8444000000.0,-543000000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.467244800,-11000000.0,,,,,,44000000.0,,,1811000000.0,,-334000000.0,-101000000.0,,8000000.0,2903000000.0,,,427000000.0,,,,,,,,,506000000.0,,600000000.0,-78000000.0,,580000000.0,,,102000000.0,,153000000.0,,1048000000.0,516000000.0,,,,72000000.0,,,24000000.0,,,,,,,,405000000.0,,,,10493000000.0,24594000000.0,75224000000.0,,,-258000000.0,,,,,146000000.0,,390000000.0,,,414000000.0,,,,,,1000000.0,,,468000000.0,,545000000.0,0.6,,,,595000000.0,,,,706000000.0,,1504000000.0,,,31000000.0,,,59894000000.0,,,357000000.0,-243000000.0,,1129000000.0,390000000.0,,98000000.0,,51438000000.0,,,,,,50630000000.0,-103000000.0,,-1000000.0,,,,,1000000.0,,,,,,571000000.0,,,,,4669000000.0,-54000000.0,,19000000.0,,862000000.0,12046000000.0,375000000.0,,149000000.0,0.596,-142000000.0,,15292000000.0,,4719000000.0,,,,,,,,357000000.0,,558000000.0,363000000.0,,48831000000.0,,,331000000.0,412000000.0,,,,,0.0,,8456000000.0,-238000000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.475193600,-1000000.0,,,,,,44000000.0,,,1585000000.0,,-335000000.0,-97000000.0,,-5000000.0,2841000000.0,,,416000000.0,,,,,,,,,405000000.0,,600000000.0,68000000.0,,588000000.0,,,122000000.0,,93000000.0,,1080000000.0,443000000.0,,,,69000000.0,,,24000000.0,,,,,,,,308000000.0,,,,10359000000.0,24452000000.0,76296000000.0,,,-316000000.0,,,0.0,,181000000.0,,458000000.0,,,482000000.0,,,,,,1000000.0,,,390000000.0,,416000000.0,0.576,,,,595000000.0,,,,668000000.0,,1416000000.0,,,30000000.0,,,60752000000.0,,,344000000.0,-4000000.0,,1078000000.0,458000000.0,,-162000000.0,,52354000000.0,,,,,,51844000000.0,-102000000.0,,-3000000.0,,,,,-2000000.0,,,,,,488000000.0,,,,,4911000000.0,-125000000.0,,-29000000.0,,789000000.0,12009000000.0,338000000.0,,182000000.0,0.572,93000000.0,,15512000000.0,,4720000000.0,,,,,,,,344000000.0,,590000000.0,350000000.0,,50049000000.0,,,349000000.0,409000000.0,,,,,0.0,,8398000000.0,-225000000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.483142400,-3000000.0,,2.37,610000000.0,,,44000000.0,,-807000000.0,2493000000.0,58617000000.0,-96000000.0,-111000000.0,,2000000.0,2958000000.0,,-425000000.0,432000000.0,,6000000.0,0.0,124000000.0,1129000000.0,430000000.0,10420000000.0,2149000000.0,641000000.0,595000000.0,600000000.0,-51000000.0,4499000000.0,598000000.0,2817000000.0,,111000000.0,,171000000.0,2958000000.0,1129000000.0,530000000.0,,,,23000000.0,,111000000.0,23000000.0,1936000000.0,-108000000.0,-220000000.0,178000000.0,-949000000.0,2029000000.0,,530000000.0,12291000000.0,,337000000.0,10420000000.0,24870000000.0,82003000000.0,-898000000.0,2247000000.0,-344000000.0,,599000000.0,0.0,-40000000.0,140000000.0,5958000000.0,407000000.0,,0.0,430000000.0,519000000.0,,,-365000000.0,,6000000.0,,-1462000000.0,458000000.0,,519000000.0,0.59,,407000000.0,230000000.0,595000000.0,0.0,,,714000000.0,,1484000000.0,1449000000.0,,34000000.0,407000000.0,55264000000.0,66249000000.0,,1459000000.0,352000000.0,-592000000.0,432000000.0,1138000000.0,407000000.0,,97000000.0,2493000000.0,58617000000.0,,-344000000.0,1936000000.0,,598000000.0,57133000000.0,-102000000.0,114000000.0,-53000000.0,2252000000.0,23000000.0,,,-8000000.0,7632000000.0,-807000000.0,14000000.0,-65000000.0,-142000000.0,577000000.0,-104000000.0,,57133000000.0,66249000000.0,4789000000.0,22000000.0,,94000000.0,,777000000.0,12291000000.0,346000000.0,1422000000.0,230000000.0,0.59,-56000000.0,,15717000000.0,4789000000.0,3871000000.0,-409000000.0,627000000.0,777000000.0,1422000000.0,,2.39,1784000000.0,352000000.0,24870000000.0,561000000.0,359000000.0,,55264000000.0,,1642000000.0,337000000.0,421000000.0,3871000000.0,-6000000.0,0.0,580000000.0,0.0,82003000000.0,7632000000.0,57000000.0,15717000000.0,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.490918400,172000000.0,,,,,,45000000.0,,,2376000000.0,,-551000000.0,-66000000.0,,-8000000.0,2985000000.0,,,0.0,,,,,,,,,611000000.0,,599000000.0,-47000000.0,,600000000.0,,,191000000.0,,213000000.0,,1132000000.0,723000000.0,,,,-240000000.0,,,21000000.0,,,,,,,,545000000.0,,,,10356000000.0,24390000000.0,79463000000.0,,,-427000000.0,,,,,134000000.0,,360000000.0,,,381000000.0,,,,,,6000000.0,,,407000000.0,,541000000.0,0.84,,,,594000000.0,,,,902000000.0,,1469000000.0,,,34000000.0,,,63676000000.0,,,502000000.0,-108000000.0,,1164000000.0,360000000.0,,-40000000.0,,56006000000.0,,,,,,55073000000.0,-120000000.0,,-306000000.0,,,,,-1000000.0,,,,,,596000000.0,,,,,5171000000.0,82000000.0,,28000000.0,,999000000.0,12302000000.0,305000000.0,,104000000.0,0.84,-64000000.0,,15755000000.0,,3872000000.0,,,,,,,,502000000.0,,568000000.0,510000000.0,,52794000000.0,,,361000000.0,434000000.0,,,,,0.0,,7670000000.0,-117000000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.498780800,-8000000.0,,,,,,45000000.0,,,2023000000.0,,-770000000.0,-84000000.0,,-55000000.0,2915000000.0,,,0.0,,,,,,,,,487000000.0,,595000000.0,38000000.0,,611000000.0,,,137000000.0,,139000000.0,,1161000000.0,565000000.0,,,,70000000.0,,,17000000.0,,,,,,,,403000000.0,,,,10103000000.0,23876000000.0,80324000000.0,,,-367000000.0,,,,,142000000.0,,398000000.0,,,415000000.0,,,,,,6000000.0,,,360000000.0,,596000000.0,0.71,,,,591000000.0,,,,752000000.0,,1494000000.0,,,34000000.0,,,64391000000.0,,,418000000.0,317000000.0,,1178000000.0,398000000.0,,91000000.0,,56819000000.0,,,,,,56448000000.0,-119000000.0,,-244000000.0,,,,,-6000000.0,,,,,,618000000.0,,,,,5468000000.0,-132000000.0,,-39000000.0,,912000000.0,12001000000.0,316000000.0,,140000000.0,0.7,-25000000.0,,15898000000.0,,3874000000.0,,,,,,,,418000000.0,,560000000.0,426000000.0,,53923000000.0,,,376000000.0,418000000.0,,,,,0.0,,7572000000.0,-352000000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.506729600,7000000.0,,,,,,47000000.0,,,1197000000.0,,-213000000.0,-90000000.0,,-9000000.0,2989000000.0,,,0.0,,,,,,,,,312000000.0,,592000000.0,21000000.0,,615000000.0,,,131000000.0,,185000000.0,,1192000000.0,560000000.0,,,,17000000.0,,,16000000.0,,,,,,,,222000000.0,,,,10056000000.0,23879000000.0,79118000000.0,,,-322000000.0,,,,,128000000.0,,419000000.0,,,435000000.0,,,,,,6000000.0,,,398000000.0,,459000000.0,0.63,,,,588000000.0,,,,735000000.0,,1432000000.0,,,34000000.0,,,63099000000.0,,,369000000.0,-82000000.0,,1143000000.0,419000000.0,,-150000000.0,,54600000000.0,,,,,,55239000000.0,-119000000.0,,-244000000.0,,,,,-6000000.0,,,,,,600000000.0,,,,,5718000000.0,-288000000.0,,69000000.0,,897000000.0,12016000000.0,289000000.0,,184000000.0,0.62,9000000.0,,15992000000.0,,4865000000.0,,,,,,,,369000000.0,,543000000.0,375000000.0,,52629000000.0,,,381000000.0,415000000.0,,,,,0.0,,8499000000.0,-826000000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.514678400,118000000.0,,4.23,535000000.0,,,50000000.0,,-1030000000.0,1833000000.0,54171000000.0,-437000000.0,-117000000.0,,-111000000.0,2283000000.0,,-750000000.0,0.0,,6000000.0,0.0,135000000.0,1246000000.0,551000000.0,10269000000.0,2085000000.0,675000000.0,589000000.0,589000000.0,206000000.0,4629000000.0,971000000.0,3239000000.0,,178000000.0,,-562000000.0,2283000000.0,1246000000.0,669000000.0,,,,18000000.0,,178000000.0,16000000.0,2276000000.0,0.0,218000000.0,187000000.0,-1259000000.0,2517000000.0,,558000000.0,12216000000.0,,348000000.0,10269000000.0,24702000000.0,78264000000.0,92000000.0,2415000000.0,-223000000.0,,594000000.0,,289000000.0,131000000.0,5834000000.0,535000000.0,,-327000000.0,551000000.0,590000000.0,,,-357000000.0,,6000000.0,,-1971000000.0,419000000.0,,590000000.0,2.1,,1568000000.0,227000000.0,584000000.0,-183000000.0,,,850000000.0,,1439000000.0,2542000000.0,,33000000.0,535000000.0,51343000000.0,61312000000.0,,1205000000.0,1225000000.0,-35000000.0,0.0,1144000000.0,1568000000.0,,11000000.0,1833000000.0,54171000000.0,,-223000000.0,2276000000.0,,971000000.0,53562000000.0,-118000000.0,-651000000.0,-243000000.0,2214000000.0,16000000.0,,,-9000000.0,7141000000.0,-1030000000.0,-88000000.0,-135000000.0,-230000000.0,601000000.0,-1037000000.0,,53562000000.0,61312000000.0,6825000000.0,108000000.0,,-709000000.0,,903000000.0,12216000000.0,295000000.0,2514000000.0,227000000.0,2.08,-393000000.0,,16924000000.0,6825000000.0,4267000000.0,-476000000.0,1350000000.0,903000000.0,2514000000.0,,4.27,1728000000.0,1225000000.0,24702000000.0,543000000.0,1231000000.0,,51343000000.0,,1679000000.0,348000000.0,412000000.0,4267000000.0,-22000000.0,0.0,-25000000.0,0.0,78264000000.0,7141000000.0,36000000.0,16924000000.0,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.522454400,7000000.0,,,,,,52000000.0,,,2623000000.0,,270000000.0,-51000000.0,,-7000000.0,2292000000.0,,,,,,,,,,,,573000000.0,,586000000.0,90000000.0,,1353000000.0,,,176000000.0,,143000000.0,,1235000000.0,617000000.0,,-400000000.0,,-259000000.0,,,,,,,,,,,522000000.0,,,,10326000000.0,25428000000.0,82062000000.0,,,-190000000.0,,,,,138000000.0,,523000000.0,,,523000000.0,,,,,,6000000.0,,,1568000000.0,,596000000.0,0.8,,,,582000000.0,,-304000000.0,,807000000.0,,1580000000.0,,,29000000.0,,,65056000000.0,,,464000000.0,-755000000.0,,1225000000.0,1658000000.0,,-8000000.0,,57946000000.0,,,,,,56634000000.0,-140000000.0,,-372000000.0,,,,,1000000.0,,,,,,662000000.0,,,,,7182000000.0,-63000000.0,,-6000000.0,,1167000000.0,12514000000.0,355000000.0,,104000000.0,0.79,,,16978000000.0,,4269000000.0,,,,,,,,464000000.0,,563000000.0,474000000.0,,54447000000.0,,,309000000.0,425000000.0,,,,,,,7110000000.0,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.530316800,-4000000.0,,,,,,55000000.0,,,2645000000.0,,-571000000.0,-57000000.0,,8000000.0,2284000000.0,,,,,,,,,,,,663000000.0,,581000000.0,22000000.0,,1360000000.0,,,122000000.0,,149000000.0,,1220000000.0,611000000.0,,-5000000.0,,111000000.0,,,,,,,,,,,606000000.0,,,,10223000000.0,25287000000.0,82847000000.0,,,-265000000.0,,,,,143000000.0,,532000000.0,,,532000000.0,,,,,,6000000.0,,,1658000000.0,,614000000.0,0.79,,,,578000000.0,,-1000000.0,,809000000.0,,1556000000.0,,,32000000.0,,,66007000000.0,,,455000000.0,-63000000.0,,1246000000.0,1680000000.0,,88000000.0,,58894000000.0,,,,,,57560000000.0,-139000000.0,,-463000000.0,,,,,-5000000.0,,,,,,670000000.0,,,,,7498000000.0,32000000.0,,-1000000.0,,1049000000.0,12484000000.0,310000000.0,,150000000.0,0.78,,,16805000000.0,,4271000000.0,,,,,,,,455000000.0,,576000000.0,462000000.0,,55363000000.0,,,323000000.0,433000000.0,,,,,,,7113000000.0,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.538265600,12000000.0,,,,,,66000000.0,,,1198000000.0,,282000000.0,-53000000.0,,-44000000.0,2275000000.0,,,,,,,,,,,,499000000.0,,576000000.0,-18000000.0,,1362000000.0,,,130000000.0,,89000000.0,,1206000000.0,554000000.0,,-746000000.0,,29000000.0,,,,,,,,,,,446000000.0,,,,10445000000.0,25947000000.0,87242000000.0,,,-274000000.0,,,,,148000000.0,,515000000.0,,,515000000.0,,,,,,6000000.0,,,1680000000.0,,507000000.0,0.8,,,,572000000.0,,0.0,,768000000.0,,1463000000.0,,,32000000.0,,,70388000000.0,,,458000000.0,-799000000.0,,1200000000.0,1662000000.0,,-197000000.0,,61065000000.0,,,,,,61295000000.0,-138000000.0,,-302000000.0,,,,,-7000000.0,,,,,,608000000.0,,,,,7818000000.0,-144000000.0,,5000000.0,,1020000000.0,12934000000.0,263000000.0,,217000000.0,0.79,,,16832000000.0,,6488000000.0,,,,,,,,458000000.0,,592000000.0,465000000.0,,59013000000.0,,,325000000.0,444000000.0,,,,,,,9323000000.0,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.546214400,125000000.0,,3.43,586000000.0,,,71000000.0,,-1266000000.0,951000000.0,66108000000.0,-444000000.0,-119000000.0,,83000000.0,2337000000.0,,-1246000000.0,,,6000000.0,77000000.0,130000000.0,1241000000.0,724000000.0,10462000000.0,2533000000.0,798000000.0,575000000.0,573000000.0,210000000.0,4979000000.0,1311000000.0,3350000000.0,,161000000.0,,119000000.0,2337000000.0,1241000000.0,738000000.0,,-95000000.0,,75000000.0,,161000000.0,,2507000000.0,,304000000.0,244000000.0,-883000000.0,2520000000.0,,679000000.0,13085000000.0,,350000000.0,10462000000.0,26099000000.0,92791000000.0,-1755000000.0,2617000000.0,-315000000.0,,579000000.0,,125000000.0,157000000.0,6276000000.0,724000000.0,,-306000000.0,724000000.0,626000000.0,,,-280000000.0,,6000000.0,,-463000000.0,1662000000.0,,626000000.0,1.07,,1872000000.0,280000000.0,569000000.0,40000000.0,-1000000.0,,966000000.0,,1677000000.0,2020000000.0,,37000000.0,724000000.0,64090000000.0,75560000000.0,,1297000000.0,611000000.0,-138000000.0,,1308000000.0,1872000000.0,,84000000.0,951000000.0,66108000000.0,,-315000000.0,2507000000.0,,1311000000.0,66692000000.0,-138000000.0,27000000.0,-141000000.0,2362000000.0,,,,-13000000.0,9452000000.0,-1266000000.0,-33000000.0,-44000000.0,-96000000.0,677000000.0,-1278000000.0,,66692000000.0,75560000000.0,8317000000.0,79000000.0,,29000000.0,,953000000.0,13085000000.0,369000000.0,1988000000.0,280000000.0,1.07,,,17201000000.0,8317000000.0,6490000000.0,-555000000.0,1568000000.0,953000000.0,1988000000.0,,3.46,2253000000.0,611000000.0,26099000000.0,631000000.0,619000000.0,,64090000000.0,,1776000000.0,350000000.0,474000000.0,6490000000.0,-24000000.0,,500000000.0,,92791000000.0,9452000000.0,-248000000.0,17201000000.0,,,,,,,,,,,,,,,,,
