date,quarterlyStockBasedCompensation,quarterlyPurchaseOfInvestment,trailingNetOtherFinancingCharges,quarterlyTotalRevenue,annualNetOtherFinancingCharges,annualBasicAverageShares,trailingEndCashPosition,trailingTaxProvision,annualNetIncomeContinuousOperations,annualCashAndCashEquivalents,annualCurrentAccruedExpenses,quarterlyTotalLiabilitiesNetMinorityInterest,annualCurrentDeferredRevenue,trailingRepurchaseOfCapitalStock,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,quarterlyInvestingCashFlow,quarterlyChangeInAccountPayable,quarterlyEndCashPosition,annualCurrentDebt,trailingFreeCashFlow,trailingSellingGeneralAndAdministration,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,quarterlyRepurchaseOfCapitalStock,annualDeferredIncomeTax,annualOtherShortTermInvestments,quarterlyIncomeTaxPayable,quarterlyOtherNonCashItems,annualChangeInAccountPayable,quarterlyDilutedAverageShares,annualChangesInAccountReceivables,annualRepurchaseOfCapitalStock,annualChangeInWorkingCapital,trailingNetIncomeContinuousOperations,annualTotalLiabilitiesNetMinorityInterest,quarterlyOperatingIncome,annualBasicEPS,quarterlyRetainedEarnings,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,quarterlyNonCurrentDeferredRevenue,quarterlyGoodwill,annualNetIncomeCommonStockholders,quarterlyNetOtherInvestingChanges,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,trailingNetIncomeCommonStockholders,annualRetainedEarnings,quarterlyStockholdersEquity,annualDilutedAverageShares,quarterlyLongTermDebt,annualBeginningCashPosition,annualAccountsReceivable,annualFreeCashFlow,annualCommonStockIssuance,quarterlyBasicEPS,annualNetIncome,annualCashDividendsPaid,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,trailingSaleOfInvestment,quarterlyCurrentDeferredRevenue,trailingChangeInAccountPayable,quarterlySellingGeneralAndAdministration,annualSellingGeneralAndAdministration,quarterlyRepaymentOfDebt,annualLongTermDebt,annualOtherNonCashItems,annualTaxProvision,annualTotalAssets,annualDilutedEPS,annualStockholdersEquity,annualDepreciationAndAmortization,quarterlyOtherIncomeExpense,trailingStockBasedCompensation,quarterlyCurrentDebt,quarterlyCommonStockIssuance,trailingCashFlowFromContinuingFinancingActivities,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlyCapitalExpenditure,trailingDepreciationAndAmortization,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,trailingOtherNonCashItems,annualPurchaseOfBusiness,trailingOperatingCashFlow,annualIncomeTaxPayable,annualSaleOfInvestment,annualCapitalStock,quarterlyBasicAverageShares,annualStockBasedCompensation,annualNetPPE,annualOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,annualOperatingCashFlow,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,trailingPurchaseOfBusiness,trailingCashDividendsPaid,trailingNetIncome,quarterlyTaxProvision,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyNetPPE,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,trailingPretaxIncome,quarterlyOtherShortTermInvestments,annualNetOtherInvestingChanges,annualChangeInCashSupplementalAsReported,annualPretaxIncome,annualInterestExpense,trailingChangeInWorkingCapital,annualRepaymentOfDebt,quarterlyFreeCashFlow,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,annualGoodwill,annualInvestingCashFlow,quarterlySaleOfInvestment,annualOperatingIncome,trailingCapitalExpenditure,annualTotalRevenue,annualOtherIncomeExpense,quarterlyDepreciationAndAmortization,quarterlyDilutedEPS,annualPurchaseOfInvestment,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingInvestingCashFlow,annualAccountsPayable,trailingDeferredIncomeTax,annualCapitalExpenditure,quarterlyBeginningCashPosition,trailingPurchaseOfInvestment,trailingInterestExpense,trailingRepaymentOfDebt,quarterlyCapitalStock,annualCashFlowFromContinuingFinancingActivities,trailingTotalRevenue,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,annualEndCashPosition,quarterlyGrossPPE,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherNonCurrentAssets,quarterlyTotalNonCurrentAssets,annualOperatingExpense,quarterlyCurrentLiabilities,annualCostOfRevenue,quarterlyGrossProfit,trailingBasicAverageShares,annualEbitda,trailingOperatingIncome,quarterlyResearchAndDevelopment,annualChangeInInventory,annualNonCurrentDeferredRevenue,quarterlyOperatingExpense,quarterlyOtherNonCurrentLiabilities,annualInventory,annualTotalNonCurrentAssets,trailingResearchAndDevelopment,annualCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,trailingDilutedEPS,quarterlyCurrentAssets,quarterlyEbitda,trailingNetOtherInvestingChanges,quarterlyCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingOtherIncomeExpense,annualAccumulatedDepreciation,trailingChangesInAccountReceivables,annualResearchAndDevelopment,quarterlyOtherCurrentLiabilities,quarterlyInventory,quarterlyOtherNonCurrentAssets,quarterlyOtherCurrentAssets,trailingDilutedAverageShares,annualGrossPPE,annualOtherNonCurrentLiabilities,annualGrossProfit,annualNonCurrentDeferredTaxesLiabilities,trailingCommonStockIssuance,trailingOperatingExpense,quarterlyAccumulatedDepreciation,annualOtherCurrentAssets,trailingCostOfRevenue,annualOtherCurrentLiabilities,trailingGrossProfit,trailingChangeInInventory,quarterlyChangeInInventory,annualCurrentLiabilities,trailingBasicEPS
1998-12-31,,-268000000.0,,2469000000.0,35000000.0,167532468.0,,,129000000.0,913000000.0,,3808000000.0,,,57000000,1594000000.0,-46000000.0,,913000000.0,484000000.0,,,13000000.0,,,26000000.0,1594000000.0,,340000000.0,-301000000.0,,77000000.0,,-224000000.0,,3808000000.0,,0.77,753000000.0,,,,,1188000000.0,129000000.0,-17000000.0,,276000000.0,,753000000.0,1688000000.0,167532468.0,1011000000.0,779000000.0,276000000.0,-28000000.0,,,129000000.0,,57000000,57000000,,,,327000000.0,1328000000.0,-30000000.0,1011000000.0,17000000.0,74000000.0,5496000000.0,0.77,1688000000.0,128000000.0,,,484000000.0,,,2000000.0,12000000.0,-20000000.0,,1594000000.0,37000000.0,,0.0,,,1174000000.0,28000000.0,,,433000000.0,,2507000000.0,76000000.0,327000000.0,283000000.0,,,,32000000.0,203000000.0,,433000000.0,,,,1594000000.0,-38000000.0,134000000.0,203000000.0,47000000.0,,-330000000.0,307000000.0,5496000000.0,,1188000000.0,7000000.0,247000000.0,250000000.0,,9781000000.0,-47000000.0,,,-1037000000.0,2507000000.0,913000000.0,,,,-104000000.0,478000000.0,,,,28000000.0,51000000.0,,,13000000.0,913000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-03-31,,-167000000.0,,2477000000.0,,,,,,,,3522000000.0,,,-16000000,,-5000000.0,,636000000.0,,,,,,,,,,-176000000.0,,167559428.0,,,,,,,,,,,,,,,23000000.0,,278000000.0,,,1668000000.0,,579000000.0,,,,,-0.1,,,-16000000,-16000000,,,,325000000.0,,-93000000.0,,,,,,,,,,397000000.0,,,-80000000.0,10000000.0,-30000000.0,,1892000000.0,1000000.0,,,,,,,167559428.0,,,,,,-192000000.0,-277000000.0,,,,-9000000.0,0.0,,430000000.0,,,,1892000000.0,,,,,,,-222000000.0,5190000000.0,1180000000.0,,,169000000.0,,,,,,-0.1,,1892000000.0,,,,,,913000000.0,,,,28000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-30,,-265000000.0,,2505000000.0,,,,,,,,3330000000.0,,,28000000,,42000000.0,,542000000.0,,,,,,,,,,-115000000.0,,168153387.0,,,,,,,,765000000.0,,,,,,,-7000000.0,,278000000.0,,,1677000000.0,,643000000.0,,,,,0.17,,,28000000,28000000,,,,329000000.0,,-12000000.0,,,,,,,,,,285000000.0,,,-49000000.0,8000000.0,-16000000.0,,1789000000.0,,,,,,,,167575863.0,,,,,,-87000000.0,-94000000.0,,,,16000000.0,0.0,,442000000.0,,,,1789000000.0,,,,,,,-103000000.0,5007000000.0,1189000000.0,,,344000000.0,,,,,,0.17,,1789000000.0,,,,,,636000000.0,,,,28000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-30,,-221000000.0,,2557000000.0,,,,,,,,3260000000.0,,,22000000,,-58000000.0,,482000000.0,,,,,,,,,,25000000.0,,168029847.0,,,,,,,,787000000.0,,,,,,,1000000.0,,315000000.0,,,1691000000.0,,667000000.0,,,,,0.13,,,22000000,22000000,,,,338000000.0,,-51000000.0,,,,,,,,,,216000000.0,,,-49000000.0,7000000.0,-19000000.0,,1807000000.0,,,,,,,,167570888.0,,,,,,47000000.0,-60000000.0,,,,12000000.0,0.0,0.0,440000000.0,,,,1807000000.0,,,,,,,28000000.0,4951000000.0,1180000000.0,,,181000000.0,,,,,,0.13,,1807000000.0,,,,,,542000000.0,,,,28000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-31,,-128000000.0,,2574000000.0,-14000000.0,167543860.0,,,-382000000.0,978000000.0,90000000.0,3632000000.0,,,-416000000,1507000000.0,39000000.0,,978000000.0,901000000.0,,,-28000000.0,,,5000000.0,1507000000.0,,738000000.0,-72000000.0,,93000000.0,,21000000.0,,3632000000.0,,-2.28,371000000.0,,,,,806000000.0,-382000000.0,-32000000.0,90000000.0,225000000.0,,371000000.0,1268000000.0,167543860.0,324000000.0,913000000.0,225000000.0,128000000.0,,,-382000000.0,,-416000000,-416000000,,,,376000000.0,1368000000.0,63000000.0,324000000.0,472000000.0,-22000000.0,4900000000.0,-2.28,1268000000.0,124000000.0,,,901000000.0,,,8000000.0,8000000.0,-24000000.0,,1507000000.0,-10000000.0,,-14000000.0,,,863000000.0,28000000.0,,,418000000.0,,2485000000.0,217000000.0,449000000.0,496000000.0,,,,-41000000.0,-404000000.0,0.0,418000000.0,,,,1507000000.0,-15000000.0,65000000.0,-404000000.0,33000000.0,,-93000000.0,425000000.0,4900000000.0,,806000000.0,18000000.0,169000000.0,-371000000.0,,10113000000.0,-33000000.0,,,-781000000.0,2485000000.0,978000000.0,,,,-89000000.0,482000000.0,,,,28000000.0,-170000000.0,,,-28000000.0,978000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-31,,-249000000.0,,2642000000.0,,,,,,,,3122000000.0,,,21000000,,46000000.0,,897000000.0,,,,,,,,,,-91000000.0,,161538462.0,,,,,,35000000.0,,392000000.0,,,,,844000000.0,,-2000000.0,,262000000.0,,,1299000000.0,,324000000.0,,,,,0.13,,,21000000,21000000,,,,353000000.0,,,,,,,,,,-8000000.0,,844000000.0,,,-57000000.0,8000000.0,-33000000.0,,1336000000.0,-7000000.0,,,,,,,161538462.0,,,,,,-70000000.0,-81000000.0,,,,6000000.0,27000000.0,-3000000.0,426000000.0,,,,1336000000.0,,,,,,,-103000000.0,4421000000.0,,,,267000000.0,,,,,,0.13,,2233000000.0,897000000.0,,,,,978000000.0,,,,28000000.0,,,,-21000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-30,,-727000000.0,,2696000000.0,,,,,,,,3036000000.0,,,19000000,,-94000000.0,,789000000.0,,,,,,,,,,33000000.0,,172727273.0,,,,,,31000000.0,,411000000.0,,,,,834000000.0,,466000000.0,,254000000.0,,,1311000000.0,,,,,,,0.11,,,19000000,19000000,,,,363000000.0,,,,,,,,,,-7000000.0,,780000000.0,,,-66000000.0,7000000.0,-40000000.0,,1362000000.0,5000000.0,,,,,,,172727273.0,,,,,,52000000.0,-108000000.0,,,,5000000.0,24000000.0,-3000000.0,425000000.0,,,,1362000000.0,,,,,,,12000000.0,4347000000.0,,,,207000000.0,,,,,,0.11,,2151000000.0,789000000.0,,,,,897000000.0,,,,28000000.0,,,,-27000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-30,,-381000000.0,,2616000000.0,,,,,,,,2595000000.0,,,23000000,,-136000000.0,,364000000.0,,,,,,,,,,-244000000.0,,164285714.0,,,,,,36000000.0,,434000000.0,,,,,820000000.0,,149000000.0,,207000000.0,,,1321000000.0,,324000000.0,,,,,0.14,,,23000000,23000000,,,,363000000.0,,-134000000.0,,,,,,,,-7000000.0,,739000000.0,,,-352000000.0,7000000.0,-26000000.0,,1463000000.0,-192000000.0,,,,,,,164285714.0,,,,,,-221000000.0,-425000000.0,,,,6000000.0,29000000.0,-6000000.0,429000000.0,,,,1463000000.0,,,,,,,-247000000.0,3916000000.0,,,,151000000.0,,,,,,0.14,,1827000000.0,364000000.0,,,,,789000000.0,,,,28000000.0,,,,-17000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-31,,152000000.0,,2560000000.0,-4000000.0,166666667.0,,,90000000.0,658000000.0,,2807000000.0,,,27000000,1409000000.0,6000000.0,,658000000.0,749000000.0,,,-8000000.0,,0.0,19000000.0,1409000000.0,,304000000.0,-202000000.0,,-10000000.0,-26000000.0,-212000000.0,,2807000000.0,41000000.0,0.54,461000000.0,,,,,790000000.0,90000000.0,-613000000.0,,205000000.0,,461000000.0,1360000000.0,166666667.0,324000000.0,978000000.0,205000000.0,-95000000.0,,,90000000.0,,27000000,27000000,,,,363000000.0,1442000000.0,255000000.0,324000000.0,2000000.0,24000000.0,4167000000.0,0.54,1360000000.0,147000000.0,-7000000.0,,749000000.0,,,293000000.0,7000000.0,-36000000.0,,1409000000.0,190000000.0,,-13000000.0,,,1125000000.0,28000000.0,,,435000000.0,,2067000000.0,40000000.0,279000000.0,294000000.0,,,,7000000.0,34000000.0,-1000000.0,435000000.0,,,,1409000000.0,0.0,-320000000.0,114000000.0,29000000.0,,0.0,243000000.0,4167000000.0,,790000000.0,-178000000.0,500000000.0,143000000.0,,10514000000.0,-29000000.0,,,-1205000000.0,2067000000.0,658000000.0,,,,-135000000.0,364000000.0,,,,28000000.0,-182000000.0,,,-8000000.0,658000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-03-31,,-479000000.0,,2445000000.0,,,,,,,,2682000000.0,,,27000000,,13000000.0,3000000.0,570000000.0,,,,,,,,,,-5000000.0,,168750000.0,,,,,,49000000.0,,488000000.0,-42000000.0,16000000.0,,,786000000.0,,0.0,,249000000.0,,,1395000000.0,,,,,,,0.16,,,27000000,27000000,,,,350000000.0,,-31000000.0,,,,,,,,-7000000.0,,718000000.0,,,-32000000.0,7000000.0,-28000000.0,,1398000000.0,-1000000.0,,,,,,,168750000.0,,,,,,-69000000.0,-88000000.0,,,,15000000.0,42000000.0,0.0,439000000.0,-48000000.0,,,1398000000.0,,,,,,,-97000000.0,4077000000.0,,,,520000000.0,,,,,39000000.0,0.16,,1968000000.0,570000000.0,,,,,658000000.0,,,,28000000.0,,,,-3000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-30,,-389000000.0,,2479000000.0,,,,,,,,2740000000.0,,,25000000,,-39000000.0,-207000000.0,603000000.0,,,,,,,,,,168000000.0,,166666667.0,,,,,,46000000.0,,513000000.0,-304000000.0,10000000.0,,,807000000.0,,0.0,,269000000.0,,,1420000000.0,,,,,,,0.15,,,25000000,25000000,,,,347000000.0,,11000000.0,,,,,,,,-7000000.0,,747000000.0,,,30000000.0,7000000.0,-25000000.0,,1380000000.0,0.0,,,,,,,166666667.0,,,,,,42000000.0,33000000.0,,,,14000000.0,39000000.0,-32000000.0,449000000.0,80000000.0,,,1380000000.0,,,,,,,17000000.0,4160000000.0,,,,407000000.0,,,,,39000000.0,0.15,,1983000000.0,603000000.0,,,,,570000000.0,,,,28000000.0,,,,-5000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-30,,-491000000.0,,2611000000.0,,,,,,,,2710000000.0,,,30000000,,-61000000.0,3000000.0,592000000.0,,,,,,,,,,14000000.0,,166666667.0,,,,,,53000000.0,,543000000.0,-12000000.0,14000000.0,,,793000000.0,,0.0,,282000000.0,,,1464000000.0,,318000000.0,,,,,0.18,,,30000000,30000000,,,,399000000.0,,-318000000.0,,,,,,,,40000000.0,,412000000.0,,,-37000000.0,6000000.0,-29000000.0,,1392000000.0,6000000.0,,,,,,,166666667.0,,,,,,87000000.0,-11000000.0,,,,17000000.0,47000000.0,0.0,453000000.0,-4000000.0,,,1392000000.0,,,,,,,58000000.0,4174000000.0,,,,459000000.0,,,,,41000000.0,0.18,,1984000000.0,592000000.0,,,,,603000000.0,,,,28000000.0,,,,6000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-12-31,,-515482000.0,,2622886000.0,-6645000.0,165029577.0,,,117171000.0,651420000.0,,2895689000.0,,,35171000,1389596000.0,-31807000.0,35520000.0,651420000.0,415757000.0,,,11670000.0,,133000.0,56104000.0,1389596000.0,,-30551000.0,-165480000.0,,-14652000.0,-1867000.0,-337428000.0,,2895689000.0,60382000.0,0.71,578122000.0,20572000.0,16104000.0,,,776874000.0,117171000.0,0.0,,322064000.0,,578122000.0,1507949000.0,167387143.0,315489000.0,657562000.0,322064000.0,33987000.0,,,117171000.0,,35171000,35171000,,,,412129000.0,1545129000.0,-518952000.0,315489000.0,146449000.0,65909000.0,4403638000.0,0.7,1507949000.0,171023000.0,50090000.0,,415757000.0,,,2707000.0,5302000.0,-32971000.0,,1389596000.0,-11645000.0,,-29359000.0,,,1898535000.0,28449000.0,,,461761000.0,,2041016000.0,148958000.0,88958000.0,59858000.0,,,,19909000.0,55080000.0,2641000.0,461761000.0,-42652000.0,,,1389596000.0,0.0,-6142000.0,183080000.0,25302000.0,,-856952000.0,55987000.0,4403638000.0,,776874000.0,-118807000.0,512535000.0,208382000.0,,10194886000.0,137090000.0,52023000.0,,-1874482000.0,2041016000.0,651420000.0,,,,-114971000.0,592000000.0,,,,28449000.0,-36293000.0,,,11670000.0,651420000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-03-31,,-425135000.0,,2732582000.0,,,,,,,,2754255000.0,,,46770000,,-36541000.0,-184585000.0,485882000.0,,,,,,,,,,3210000.0,,167035714.0,,,,,,73183000.0,,624893000.0,-232793000.0,12880000.0,,,776874000.0,,0.0,,372078000.0,,,1549652000.0,,339102000.0,,,,,0.28,,,46770000,46770000,,,,435064000.0,,0.0,,,,,,,,65013000.0,,426430000.0,,,11140000.0,4404000.0,-32365000.0,,1409047000.0,467000.0,,,,,,,167035714.0,,,,,,-140137000.0,-165538000.0,,,,22009000.0,68779000.0,0.0,467954000.0,-48208000.0,,,1409047000.0,,,,,,,-172502000.0,4303907000.0,,,,419850000.0,,,,,29796000.0,0.28,,1894929000.0,485882000.0,,,,,651420000.0,,,,28473000.0,,,,3303000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-30,,-572962000.0,,2831940000.0,,,,,,,,2740365000.0,,,45359000,,30230000.0,34128000.0,450700000.0,,,,,,,,,,7053000.0,,167996296.0,,,,,,71082000.0,,670252000.0,-136585000.0,10158000.0,,,776874000.0,,0.0,,517461000.0,,,1621138000.0,,355015000.0,,,,,0.28,,,45359000,45359000,,,,414433000.0,,-20037000.0,,,,,,,,63831000.0,,398279000.0,,,-21634000.0,4377000.0,-24365000.0,,1337776000.0,7076000.0,,,,,,,161996429.0,,,,,,-43778000.0,-35182000.0,,,,21346000.0,66705000.0,0.0,462786000.0,-170713000.0,,,1337776000.0,,,,,,,-68143000.0,4361503000.0,,,,627557000.0,,,,,30237000.0,0.27,,1788476000.0,450700000.0,,,,,485882000.0,,,,28579000.0,,,,18635000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-09-30,,-641706000.0,,2841627000.0,,,,,,,,2711886000.0,,,52331000,,-103641000.0,-1819000.0,375736000.0,,,,,,,,,,2218000.0,,168809677.0,,,,,,81064000.0,,722583000.0,-13642000.0,11183000.0,,,776874000.0,,0.0,,557280000.0,,,1667444000.0,,364501000.0,,,,,0.32,,,52331000,52331000,,,,429019000.0,,-28877000.0,,,,,,,,61056000.0,,369402000.0,,,-53936000.0,4107000.0,-26851000.0,,1420524000.0,-179000.0,,,,,,,163534375.0,,,,,,82613000.0,-74964000.0,,,,24626000.0,76957000.0,0.0,462453000.0,-11823000.0,,,1420524000.0,,,,,,,55762000.0,4379330000.0,,,,564916000.0,,,,,30523000.0,0.31,,1796260000.0,375736000.0,,,,,450700000.0,,,,28551000.0,,,,35819000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-12-31,,-929275000.0,,2855032000.0,6596000.0,164086207.0,,,142755000.0,721357000.0,,2993556000.0,,,-1705000,1405833000.0,-18205000.0,303085000.0,721357000.0,359882000.0,,,22455000.0,,-48596000.0,49561000.0,1405833000.0,,-136809000.0,150809000.0,,-185535000.0,-74035000.0,113619000.0,,2993556000.0,1857000.0,0.87,720877000.0,496639000.0,15340000.0,,,776874000.0,142755000.0,0.0,,348562000.0,,720877000.0,1606474000.0,167947059.0,339913000.0,651420000.0,348562000.0,209272000.0,,,142755000.0,,-1705000,-1705000,,,,460676000.0,1739192000.0,-6961000.0,339913000.0,-124328000.0,67179000.0,4600030000.0,0.85,1606474000.0,120730000.0,54496000.0,,359882000.0,,,-58884000.0,4364000.0,-28555000.0,,1405833000.0,-768000.0,,0.0,,,2551208000.0,28556000.0,,,459842000.0,,2127190000.0,321408000.0,422710000.0,345621000.0,,,,-802000.0,-2507000.0,0.0,459842000.0,45209000.0,,,1405833000.0,0.0,69937000.0,209934000.0,17252000.0,,-55875000.0,394155000.0,4600030000.0,,776874000.0,-128157000.0,938885000.0,227186000.0,,11261181000.0,244396000.0,30174000.0,,-2569078000.0,2127190000.0,721357000.0,,,,-112136000.0,375736000.0,,,,28556000.0,-123314000.0,,,22455000.0,721357000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-03-31,,-1545241000.0,,2931716000.0,,,,,,,,2808408000.0,,,31230000,,-49706000.0,-163253000.0,532652000.0,,,,,,-20817000.0,,,,31875000.0,,164368421.0,,,,,,51337000.0,,752107000.0,-206121000.0,3646000.0,,,776874000.0,,0.0,,472972000.0,,,1620779000.0,,602459000.0,,,,,0.2,,,31230000,31230000,,,,447045000.0,,,,,,,,,,61136000.0,,349579000.0,,,-30769000.0,3935000.0,-21634000.0,,1411356000.0,351000.0,,,,,,,156150000.0,,,,,,-108230000.0,-188705000.0,,,,16172000.0,47402000.0,,423465000.0,-42868000.0,,,1411356000.0,,,,,,,-129864000.0,4429187000.0,,,,1517169000.0,,,,,31140000.0,0.19,,1944008000.0,532652000.0,,,,,721357000.0,,,,28562000.0,,,,23257000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-06-30,,-716035000.0,,3029958000.0,,,,,,,,2787594000.0,,,69276000,,28053000.0,13105000.0,754942000.0,,,,,,-203000.0,,,,-17623000.0,,161106977.0,,,,,,107991000.0,,821383000.0,73982000.0,7408000.0,,,776874000.0,,0.0,,402821000.0,,,1706260000.0,,599708000.0,,,,,0.44,,,69276000,69276000,,,,448537000.0,,,,,,,,,,71668000.0,,344536000.0,,,32741000.0,3801000.0,-20843000.0,,1399220000.0,37987000.0,,,,,,,157445455.0,,,,,,161496000.0,222290000.0,,,,34914000.0,104190000.0,,417446000.0,60877000.0,,,1399220000.0,,,,,,,140653000.0,4493854000.0,,,,764931000.0,,,,,28453000.0,0.43,,2154162000.0,754942000.0,,,,,532652000.0,,,,28708000.0,,,,29839000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-09-30,,-1398118000.0,,3111765000.0,,,,,,,,2990600000.0,,,62119000,,-346331000.0,-8912000.0,635837000.0,,,,,,-23127000.0,,,,-15829000.0,,163471053.0,,,,,,98149000.0,,883502000.0,-36434000.0,19159000.0,,,776874000.0,,0.0,,461684000.0,,,1759124000.0,,928196000.0,,,,,0.39,,,62119000,62119000,,,,458381000.0,,,,,,,,,,66984000.0,,218751000.0,,,157572000.0,4737000.0,-20020000.0,,1682402000.0,7345000.0,,,,,,,159279487.0,,,,,,69654000.0,-119105000.0,,,,31293000.0,93412000.0,,413402000.0,-27522000.0,,,1682402000.0,,,,,,,49634000.0,4749724000.0,,,,1071807000.0,,,,,40639000.0,0.38,,2318239000.0,635837000.0,,,,,754942000.0,,,,28854000.0,,,,20086000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-31,,-913183000.0,,3152872000.0,28225000.0,158981944.0,,,228934000.0,931404000.0,,3457374000.0,,,66309000,1676642000.0,-5179000.0,178967000.0,931404000.0,219054000.0,,,16909000.0,,0.0,32251000.0,1676642000.0,,-3994000.0,19907000.0,,2474000.0,-44147000.0,67398000.0,,3457374000.0,104606000.0,1.44,949811000.0,235971000.0,2038000.0,,,776874000.0,228934000.0,0.0,,452404000.0,,949811000.0,1835949000.0,162364539.0,642638000.0,721357000.0,452404000.0,311872000.0,27681000.0,,228934000.0,,66309000,66309000,,,,486832000.0,1858028000.0,,642638000.0,-5571000.0,115782000.0,5293323000.0,1.41,1835949000.0,126779000.0,71888000.0,,219054000.0,,,10526000.0,4894000.0,-38771000.0,,1676642000.0,-17458000.0,,0.0,,,4289500000.0,28984000.0,,,416472000.0,,2608046000.0,413140000.0,290220000.0,295567000.0,,,,33403000.0,99712000.0,,416472000.0,11987000.0,,,1676642000.0,0.0,210047000.0,344716000.0,17367000.0,,-265000000.0,251449000.0,5293323000.0,,776874000.0,-373163000.0,935593000.0,362083000.0,,12226311000.0,271676000.0,26547000.0,,-4572577000.0,2608046000.0,931404000.0,,,,-101268000.0,635837000.0,,,,28984000.0,170070000.0,,,16909000.0,931404000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-31,,-1491272000.0,,3286949000.0,,,,,,,,3366799000.0,,,67830000,,-460906000.0,-109502000.0,417647000.0,,,,,,-21493000.0,,,,-900000.0,,165439024.0,,,,,,107492000.0,,1017641000.0,-145520000.0,12223000.0,,,776874000.0,,0.0,,511931000.0,,,1908946000.0,,646897000.0,,,,,0.42,,,67830000,67830000,,,,469629000.0,,,,,,,,,,78237000.0,,210437000.0,8657000.0,,-12796000.0,4719000.0,-22732000.0,,2115784000.0,8657000.0,,,,,,,161500000.0,,,,,,-40055000.0,-513757000.0,,,,34943000.0,102773000.0,,397212000.0,-36018000.0,,,2115784000.0,,,,,,,-62787000.0,5275745000.0,,,,1033713000.0,,,,,26312000.0,0.41,,2533431000.0,417647000.0,,,,,931404000.0,,,,29093000.0,,,,24641000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
