date,annualOtherNonCashItems,quarterlyInterestExpense,annualPurchaseOfBusiness,trailingDepreciationAndAmortization,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,annualStockholdersEquity,quarterlyCapitalExpenditure,quarterlyNetOtherFinancingCharges,trailingStockBasedCompensation,trailingPurchaseOfBusiness,annualDepreciationAndAmortization,annualIncomeTaxPayable,quarterlyBasicEPS,annualNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,quarterlyOtherIncomeExpense,annualStockBasedCompensation,trailingSaleOfInvestment,annualChangeInInventory,quarterlyNetIncome,annualInvestingCashFlow,quarterlyInventory,quarterlyNetIncomeContinuousOperations,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyNonCurrentDeferredTaxesLiabilities,annualPurchaseOfInvestment,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,annualCapitalStock,quarterlyOperatingCashFlow,trailingCashDividendsPaid,trailingPretaxIncome,quarterlyNetPPE,annualOtherIntangibleAssets,quarterlyPretaxIncome,trailingNetIncome,quarterlyPurchaseOfBusiness,annualGrossProfit,annualCurrentLiabilities,annualInventory,quarterlyTaxProvision,trailingChangeInInventory,quarterlyResearchAndDevelopment,quarterlyCommonStockIssuance,annualOperatingCashFlow,annualEbitda,trailingNetOtherInvestingChanges,annualNetPPE,quarterlyOtherShortTermInvestments,quarterlyDilutedAverageShares,quarterlyFreeCashFlow,annualOtherNonCurrentLiabilities,annualBasicEPS,quarterlyChangesInAccountReceivables,quarterlyOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,annualChangeInCashSupplementalAsReported,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,annualOtherCurrentLiabilities,annualNetOtherInvestingChanges,trailingChangeInWorkingCapital,annualTotalRevenue,annualGainsLossesNotAffectingRetainedEarnings,annualRepaymentOfDebt,trailingGrossProfit,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingTotalRevenue,trailingPurchaseOfInvestment,trailingOtherIncomeExpense,quarterlySaleOfInvestment,annualEndCashPosition,annualCashFlowFromContinuingFinancingActivities,trailingOperatingIncome,quarterlyNetIncomeCommonStockholders,annualPretaxIncome,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyAccountsPayable,trailingCashFlowFromContinuingFinancingActivities,annualOperatingIncome,quarterlyGainsLossesNotAffectingRetainedEarnings,annualGrossPPE,quarterlyCapitalStock,annualOtherIncomeExpense,trailingInvestingCashFlow,annualAccountsPayable,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,trailingChangeInCashSupplementalAsReported,quarterlyOperatingIncome,trailingNetIncomeContinuousOperations,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyChangeInAccountPayable,quarterlyTotalRevenue,annualNetOtherFinancingCharges,annualInvestmentsAndAdvances,quarterlyEndCashPosition,trailingRepurchaseOfCapitalStock,annualCurrentAccruedExpenses,quarterlyGrossProfit,trailingNetOtherFinancingCharges,quarterlyTotalLiabilitiesNetMinorityInterest,trailingDeferredIncomeTax,annualCapitalExpenditure,annualCashAndCashEquivalents,annualCurrentDeferredRevenue,trailingSellingGeneralAndAdministration,annualDilutedAverageShares,annualNetIncomeContinuousOperations,annualOperatingExpense,trailingResearchAndDevelopment,trailingCostOfRevenue,annualCurrentAssets,annualChangesInAccountReceivables,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyChangeInInventory,quarterlyIncomeTaxPayable,trailingBeginningCashPosition,trailingFreeCashFlow,quarterlyCurrentLiabilities,annualInterestExpense,quarterlyGrossPPE,annualDilutedEPS,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,quarterlyCurrentAssets,trailingChangesInAccountReceivables,annualOtherShortTermInvestments,annualBasicAverageShares,trailingOperatingExpense,annualAccumulatedDepreciation,quarterlyRetainedEarnings,annualDeferredIncomeTax,annualNetIncomeCommonStockholders,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,annualRepurchaseOfCapitalStock,quarterlyDilutedEPS,annualChangeInAccountPayable,quarterlyStockBasedCompensation,annualResearchAndDevelopment,quarterlyOtherNonCashItems,annualChangeInWorkingCapital,annualOtherNonCurrentAssets,quarterlyStockholdersEquity,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalLiabilitiesNetMinorityInterest,quarterlyAccountsReceivable,quarterlyCostOfRevenue,annualCommonStockIssuance,annualRetainedEarnings,annualFreeCashFlow,quarterlyNetOtherInvestingChanges,annualNetIncome,quarterlyOperatingExpense,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,trailingNetIncomeCommonStockholders,trailingChangeInAccountPayable,annualOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualCostOfRevenue,annualCashDividendsPaid,annualBeginningCashPosition,quarterlySellingGeneralAndAdministration,annualLongTermDebt,quarterlyRepaymentOfDebt,annualTaxProvision,quarterlyBasicAverageShares,annualCurrentDebt,annualTotalAssets,annualSellingGeneralAndAdministration,quarterlyOtherCurrentAssets,trailingTaxProvision,annualTotalNonCurrentAssets,annualGoodwill,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredRevenue,trailingBasicAverageShares,trailingBasicEPS,trailingOtherNonCashItems,trailingDilutedEPS,trailingDilutedAverageShares,trailingInterestExpense,trailingCommonStockIssuance,quarterlyGoodwill
1970-01-01 00:00:01.325289600,-12580000.0,,0.0,,9867000.0,,13126701000.0,-172464000.0,0.0,,,293239000.0,,6.75,0.0,9618470000.0,26150000.0,122032000.0,,,898625000.0,-3208233000.0,,916223000.0,33482000.0,58940000.0,-570153000.0,0.0,-1001026000.0,230047000.0,,271089000.0,0.0,2687000.0,1243693000.0,,,848469000.0,60750000.0,1038844000.0,,0.0,4918364000.0,2282577000.0,,122621000.0,,142514000.0,,4072948000.0,3616681000.0,,848469000.0,993606000.0,131176160.0,1071229000.0,63890000.0,24.75,6603000.0,60750000.0,3208224000.0,929481000.0,970745000.0,15444931000.0,0.0,-11375478000.0,,7290652000.0,472586000.0,-20000.0,,3208224000.0,,,,3517811000.0,2214618000.0,73543000.0,,898625000.0,3615729000.0,,76323000.0,-407863000.0,134217000.0,,3323442000.0,472586000.0,1418622000.0,2687000.0,20106000.0,,134217000.0,1943529000.0,,2214618000.0,,,924116000.0,,106880000.0,22054000.0,14477000.0,2099183000.0,226000.0,33482000.0,2214618000.0,,113010000.0,1453097000.0,,2346467000.0,,-450462000.0,2214618000.0,1014073000.0,,131068160.0,3222973000.0,1594922000.0,,,14474186000.0,10800000.0,63890000.0,,,,,2282577000.0,,1418622000.0,24.75,-971144000.0,,14474186000.0,,993606000.0,130622000.0,,-570153000.0,11649092000.0,-42442000.0,3234264000.0,0.0,1000439000.0,,6.75,22710000.0,45143000.0,465490000.0,-9272000.0,361611000.0,58940000.0,13126701000.0,113010000.0,63890000.0,2346467000.0,230047000.0,646086000.0,,11649092000.0,3622486000.0,-3908671000.0,3234264000.0,528981000.0,1014073000.0,,,,9786379000.0,63890000.0,2372288000.0,,1285137000.0,386467000.0,,-10000.0,392756000.0,130904680.0,,15444931000.0,1129432000.0,9786379000.0,,970745000.0,,,,,,,,,,,
1970-01-01 00:00:01.333152000,,,,,21033000.0,,,-23280000.0,0.0,,,,,7.25,,,32821000.0,,,,941680000.0,,,931728000.0,,497199000.0,,,,,,-202169000.0,0.0,,1336865000.0,,,814897000.0,,1094791000.0,,,,,,163063000.0,,154961000.0,,,,,,1214989000.0,131377120.0,1313585000.0,,,20720000.0,43679000.0,,,1358354000.0,16640653000.0,,,,,,,,3227438000.0,,,,430000000.0,,,,941680000.0,,,71677000.0,-654277000.0,142554000.0,,,,,,,,,2214618000.0,,2012449000.0,,,975480000.0,,296127000.0,-16170000.0,14857000.0,1965629000.0,,,2012449000.0,,,1331222000.0,,2514348000.0,,,,,,,,,,,,,,,,,,2462267000.0,,,,-1560332000.0,,15282299000.0,,,,,,,,,,1047157000.0,,7.25,,68273000.0,,2894000.0,,,14164494000.0,179484000.0,52081000.0,,201016000.0,634407000.0,,,,-1312957000.0,,355742000.0,1085450000.0,,,,,52081000.0,,,,200781000.0,,0.0,,131126280.0,,,,0.0,,,,,,,,,,,,,
1970-01-01 00:00:01.341014400,,,,,3679000.0,,,-48915000.0,0.0,,,,,6.75,,,18134000.0,,,,875302000.0,,,858560000.0,,549982000.0,,,,,,-936715000.0,0.0,,880906000.0,,,791541000.0,,1008104000.0,,,,,,149544000.0,,172348000.0,,,,,,13276882000.0,131700720.0,831991000.0,,,-79010000.0,26608000.0,,,1370707000.0,17519727000.0,,,,,,,,14352616000.0,,,,2879949000.0,,,,875302000.0,,,71875000.0,-4358352000.0,104062000.0,,,,,,,,,2012449000.0,,1075734000.0,,,883815000.0,,-135439000.0,-16624000.0,-40641000.0,1962489000.0,,,1075734000.0,,,1321478000.0,,2507983000.0,,,,,,,,,,,,,,,,,,2433472000.0,,,,-1814622000.0,0.0,16149020000.0,,,,,,,,,0.0,955690000.0,,6.75,,57907000.0,,63439000.0,,,15066675000.0,614363000.0,74511000.0,,274174000.0,641011000.0,,,,-287310000.0,,437663000.0,1139312000.0,,,,,74511000.0,,,,265315000.0,,,,131449560.0,,,,0.0,,,,,,,,,,,,,
1970-01-01 00:00:01.348963200,,,,,0.0,,,-65430000.0,0.0,,,,,6.25,,,38099000.0,,,,811935000.0,,,783217000.0,,627660000.0,,,,,,108812000.0,0.0,,670099000.0,,,806665000.0,,978014000.0,,-7915000.0,,,,194797000.0,,201661000.0,,,,,,13751337000.0,131698480.0,604669000.0,,,-31834000.0,11594000.0,,,1448387000.0,18441411000.0,,,,,,,,14935883000.0,,,,150000000.0,,,,811935000.0,,,52310000.0,-70845000.0,124223000.0,,,,,,,,,1075734000.0,,1184546000.0,,,824456000.0,,-211808000.0,7894000.0,26755000.0,2001964000.0,,,1184546000.0,,,1361915000.0,,2630325000.0,,,,,,,,,,,,,,,,,,2537914000.0,,,,-563487000.0,,16993024000.0,,,,,,,,,,876766000.0,,6.25,,47969000.0,,18739000.0,,,15894736000.0,693305000.0,92411000.0,,305510000.0,640049000.0,,,,-569843000.0,,537459000.0,1156554000.0,,,,,92411000.0,,,,335798000.0,,,,131494800.0,,,,0.0,,,,,,,,,,,,,
1970-01-01 00:00:01.356912000,21758000.0,,-7915000.0,,-414942000.0,,15680605000.0,-41061000.0,0.0,,,233509000.0,328792000.0,7.75,,13635944000.0,53880000.0,203018000.0,,,1008535000.0,-4454038000.0,,1013065000.0,490000000.0,90513000.0,-748707000.0,,-17615333000.0,269485000.0,,406223000.0,0.0,2696000.0,1336420000.0,,,826555000.0,11529000.0,1197303000.0,,0.0,5622889000.0,3576502000.0,,184238000.0,,189345000.0,,4224290000.0,3945153000.0,,826555000.0,14172200000.0,131356120.0,1295359000.0,99968000.0,27.75,19806000.0,11529000.0,15762969000.0,-623849000.0,1409283000.0,19277956000.0,0.0,-288825000.0,,8200956000.0,634108000.0,0.0,,15762969000.0,,,,5082388000.0,1590769000.0,-390230000.0,,1008535000.0,4278212000.0,,37647000.0,-5449459000.0,157764000.0,,3711644000.0,634108000.0,826555000.0,2696000.0,142934000.0,,157764000.0,1184546000.0,,1590769000.0,,,1027893000.0,,265584000.0,-6668000.0,42197000.0,2270874000.0,0.0,490000000.0,1590769000.0,,764473000.0,1608274000.0,,3676470000.0,,-178686000.0,1590769000.0,1160018000.0,,131533200.0,3586570000.0,1911245000.0,,,17868673000.0,-70318000.0,99968000.0,,328792000.0,,,3576502000.0,,826555000.0,27.75,-515597000.0,,17868673000.0,,14172200000.0,131306520.0,,-748707000.0,14309609000.0,-31568000.0,3637452000.0,-414942000.0,1065540000.0,-414942000.0,7.75,43168000.0,28869000.0,718315000.0,-5407000.0,214464000.0,90513000.0,15680605000.0,764473000.0,99968000.0,3676470000.0,269485000.0,662600000.0,,14309609000.0,4045604000.0,-107508000.0,3637452000.0,580381000.0,1160018000.0,,,,26188000.0,99968000.0,2578067000.0,,2214618000.0,391036000.0,,0.0,691642000.0,131155080.0,,19277956000.0,1192930000.0,26188000.0,,1409283000.0,,,,,,,,,,,
1970-01-01 00:00:01.364688000,,,,,83458000.0,1003024000.0,,-35578000.0,0.0,,,,,8.25,,,3875000.0,,,,1063489000.0,,,1068920000.0,112000000.0,87548000.0,,,,,,214247000.0,0.0,,1547892000.0,,,828265000.0,,1211791000.0,,,,,,142871000.0,,202729000.0,,,,,,14494456000.0,129874840.0,1512314000.0,,,72418000.0,11464000.0,,,1031255000.0,20904734000.0,,,,,,,,16299472000.0,,,,4967487000.0,,,,1063489000.0,,,38289000.0,-4908848000.0,121921000.0,,,,,,,,,1590769000.0,,1805016000.0,,,1090451000.0,,116015000.0,261550000.0,-26612000.0,2152589000.0,,,1805016000.0,,,1546083000.0,,4221283000.0,,,,,,,,,,,,,,,,,,4155169000.0,,828265000.0,,-1405945000.0,-815413000.0,19873479000.0,,,,,,,,,-106809000.0,1128740000.0,,8.25,,58706000.0,,63189000.0,,,16757139000.0,941119000.0,66114000.0,,197257000.0,606506000.0,,,,-1429702000.0,,455632000.0,1211571000.0,,,,,66114000.0,,,,252903000.0,,,,129677560.0,,,,0.0,,,,,,,,,,,,,
1970-01-01 00:00:01.372550400,,,,,1961000.0,988592000.0,,-34533000.0,0.0,,,,,8.5,,,19539000.0,,,,1095102000.0,,,1085427000.0,112000000.0,94594000.0,,,,,,-441536000.0,0.0,,1049812000.0,,,827642000.0,,1217235000.0,,,,,,131808000.0,,223584000.0,,,,,,15932498000.0,130209760.0,1015279000.0,,,-131097000.0,11400000.0,,,1037647000.0,21982426000.0,,,,,,,,17295978000.0,,,,3954349000.0,,,,1095102000.0,,,39806000.0,-5398529000.0,162844000.0,,,,,,,,,1805016000.0,,1363480000.0,,,1071629000.0,,-158469000.0,10525000.0,40378000.0,2264525000.0,,,1363480000.0,,,1697613000.0,,4172716000.0,,,,,,,,,,,,,,,,,,4084033000.0,,827642000.0,,-1492497000.0,0.0,20944779000.0,,,,,,,,,0.0,1111435000.0,,8.5,,79389000.0,,76964000.0,,,17893073000.0,839122000.0,88683000.0,,327405000.0,566912000.0,,,,-13784000.0,,625984000.0,1220994000.0,,,,,88683000.0,,,,402400000.0,,,,129963080.0,,,,0.0,,,,,,,,,,,,,
1970-01-01 00:00:01.380499200,,,,,1429000.0,983680000.0,,-40687000.0,916000.0,,,,,8.0,,,15966000.0,,,,1048294000.0,,,1044619000.0,450000000.0,329286000.0,,,,,,-446178000.0,0.0,,1015393000.0,,,825445000.0,,1251122000.0,,-200000000.0,,,,206503000.0,,257345000.0,,,,,,16810130000.0,130414000.0,974706000.0,,,-74931000.0,11335000.0,,,1608114000.0,22986334000.0,,,,,,,,17727432000.0,,,,6246194000.0,,,,1048294000.0,,,39890000.0,-7473312000.0,163445000.0,,,,,,,,,1363480000.0,,917302000.0,,,1111589000.0,,-98943000.0,-50011000.0,1626000.0,2356639000.0,,,917302000.0,,,1746755000.0,,4097750000.0,,,,,,,,,,,,,,,,,,3981508000.0,,825445000.0,,-1476985000.0,0.0,21378220000.0,,,,,,,,,0.0,1151479000.0,,8.0,,83219000.0,,1044619000.0,,,18974716000.0,860773000.0,116242000.0,,399718000.0,609884000.0,,,,-9456000.0,,635166000.0,1319884000.0,,,,,116242000.0,,,,377821000.0,,,,130003120.0,,,,0.0,,,,,,,,,,,,,
1970-01-01 00:00:01.388448000,12355000.0,,-200000000.0,,0.0,975504000.0,20245168000.0,-109038000.0,0.0,,,158363000.0,35022000.0,9.5,,19271797000.0,77663000.0,306308000.0,,,1237025000.0,-5453279000.0,,1246252000.0,500000000.0,342098000.0,-899429000.0,,-22687617000.0,402511000.0,,540996000.0,0.0,2663000.0,1622793000.0,,,883384000.0,11271000.0,1295673000.0,,0.0,6717659000.0,4233184000.0,,49421000.0,,237960000.0,,5235890000.0,4510960000.0,,883384000.0,17526651000.0,130504200.0,1513755000.0,144883000.0,34.25,2580000.0,11271000.0,18984949000.0,-132471000.0,1748567000.0,24546330000.0,0.0,-1622139000.0,,9196175000.0,878466000.0,0.0,,18984949000.0,,,,4103767000.0,1458298000.0,86848000.0,,1237025000.0,4975821000.0,,40378000.0,-4906928000.0,219259000.0,,4352597000.0,878466000.0,883384000.0,2663000.0,117043000.0,,219259000.0,917302000.0,,1458298000.0,,,1078928000.0,,157688000.0,60220000.0,55567000.0,2422422000.0,916000.0,500000000.0,1458298000.0,,957299000.0,1727208000.0,,4378067000.0,,-219836000.0,1458298000.0,1481036000.0,,130251880.0,4445218000.0,2365062000.0,,,22797763000.0,-131030000.0,144883000.0,,35022000.0,,,4233184000.0,,883384000.0,34.0,-1077852000.0,0.0,22797763000.0,,17526651000.0,129914960.0,,-899429000.0,18509161000.0,282284000.0,4443910000.0,0.0,1119306000.0,-106809000.0,9.5,70959000.0,84994000.0,921618000.0,-3186611000.0,16291000.0,342098000.0,20245168000.0,957299000.0,144883000.0,4378067000.0,402511000.0,695214000.0,,18509161000.0,5016054000.0,-169197000.0,4443910000.0,648280000.0,1481036000.0,,,,39181000.0,144883000.0,2478516000.0,-815413000.0,1590769000.0,410320000.0,,,530603000.0,130011360.0,975504000.0,24546330000.0,1443444000.0,39181000.0,,1748567000.0,,,,,,,,,,,
1970-01-01 00:00:01.396224000,,,,,-327996000.0,1784109000.0,,-40317000.0,100000.0,,,,,8.75,,,19314000.0,,,,1123860000.0,,,1126050000.0,883000000.0,357775000.0,,,,,,1254711000.0,0.0,,1650409000.0,,,874896000.0,,1305616000.0,,,,,,179566000.0,,243357000.0,,,,,,17109288000.0,130691760.0,1610092000.0,,,40760000.0,11206000.0,,,2138200000.0,25815915000.0,,,,,,,,19822297000.0,,,,7022435000.0,,,,1123860000.0,,,38445000.0,-6962709000.0,210919000.0,,,,,,,,,1458298000.0,,2713009000.0,,,1144087000.0,,397315000.0,40868000.0,-8307000.0,2365512000.0,,,2713009000.0,,,1707736000.0,,5486426000.0,,,,,,,,,,,,,,,,,,5414329000.0,,874896000.0,,-71917000.0,-1122151000.0,23677715000.0,,,,,,,,,0.0,1182532000.0,,8.5,,58013000.0,,-6506000.0,,,20404104000.0,1133024000.0,72097000.0,,361801000.0,657776000.0,,,,-91356000.0,,563649000.0,1602092000.0,,,,,72097000.0,,,,320292000.0,,-975504000.0,,130213440.0,,,,0.0,,,,,,,,,,,,,
1970-01-01 00:00:01.404086400,,,,,5136000.0,2061188000.0,,-92017000.0,10000.0,,,,,9.25,,,-2916000.0,,,,1202349000.0,,,1221633000.0,993000000.0,453615000.0,,,,,,-1044028000.0,0.0,,1157182000.0,,,947475000.0,,1319569000.0,,,,,,97936000.0,,292108000.0,,,,,,18890062000.0,130966680.0,1065165000.0,,,-207179000.0,11141000.0,,,2417641000.0,27275754000.0,,,,,,,,20559043000.0,,,,4408387000.0,,,,1202349000.0,,,34131000.0,-6278808000.0,255499000.0,,,,,,,,,2713009000.0,,1668981000.0,,,1176029000.0,,-85889000.0,-90218000.0,37861000.0,2767590000.0,,,1668981000.0,,,1999685000.0,,5925291000.0,,,,,,,,,,,,,,,,,,5851202000.0,,947475000.0,,-2190508000.0,-274031000.0,24858113000.0,,,,,,,,,,1210160000.0,,9.25,,70378000.0,,-23342000.0,,,21396995000.0,1141873000.0,74089000.0,,568011000.0,767905000.0,,,,-228203000.0,,823656000.0,1692148000.0,,,,,74089000.0,,,,531548000.0,,0.0,,130659320.0,,,,0.0,,,,,,,,,,,,,
1970-01-01 00:00:01.412035200,,,,,-297272000.0,2061088000.0,,-145559000.0,0.0,,,,,8.75,,,12749000.0,,,,1159145000.0,,,1170726000.0,643000000.0,550325000.0,,,,,,525953000.0,0.0,,1147113000.0,,,1065177000.0,,1368066000.0,,-20000000.0,,,,197340000.0,,396442000.0,,,,,,19225270000.0,131217400.0,1001554000.0,,,-203257000.0,40414000.0,,,2280574000.0,28443077000.0,,,,,,,,21420204000.0,,,,5223911000.0,,,,1159145000.0,,,36921000.0,-5192856000.0,272366000.0,,,,,,,,,1668981000.0,,2194934000.0,,,1199233000.0,,-191082000.0,32882000.0,22539000.0,3116739000.0,,,2194934000.0,,,2258441000.0,,6152567000.0,,,,,,,,,,,,,,,,,,6064973000.0,,1065177000.0,,-322491000.0,-298142000.0,26162503000.0,,,,,,,,,,1236154000.0,,8.75,,96619000.0,,-16516000.0,,,22325462000.0,1262387000.0,87594000.0,,768138000.0,858298000.0,,,,-203712000.0,,1059208000.0,1750220000.0,,,,,87594000.0,,,,662766000.0,,0.0,,130711440.0,,,,0.0,,,,,,,,,,,,,
1970-01-01 00:00:01.419984000,-64249000.0,,-20000000.0,,-158310000.0,2049865000.0,23491794000.0,-340451000.0,130376000.0,,,174462000.0,287971000.0,9.75,,20922600000.0,62666000.0,349277000.0,,,1271269000.0,-4504845000.0,,1277296000.0,673000000.0,569116000.0,-968361000.0,,-24065728000.0,873137000.0,,-173481000.0,0.0,2674000.0,1902998000.0,,,1358873000.0,108102000.0,1465189000.0,,0.0,8451290000.0,6756447000.0,,187893000.0,,391591000.0,,5857702000.0,4939587000.0,,1358873000.0,20555126000.0,131444800.0,1562547000.0,133634000.0,36.5,-104705000.0,108102000.0,22576579000.0,563155000.0,2622149000.0,30354671000.0,0.0,-740157000.0,,11712834000.0,937282000.0,-975504000.0,,22576579000.0,,,,4267867000.0,2021453000.0,-778442000.0,,1271269000.0,5458440000.0,,64965000.0,-5631355000.0,410722000.0,,4765125000.0,937282000.0,1358873000.0,2674000.0,91813000.0,,410722000.0,2194934000.0,,2021453000.0,,,1245776000.0,,517781000.0,-100860000.0,138360000.0,3462993000.0,130486000.0,673000000.0,2021453000.0,,1357228000.0,2485428000.0,,6862877000.0,,-618344000.0,2021453000.0,1967780000.0,,131081960.0,4795705000.0,3686165000.0,,,27732522000.0,-474381000.0,106430000.0,,287971000.0,,,6756447000.0,,1358873000.0,36.25,-1919929000.0,-288686000.0,27732522000.0,,20555126000.0,130578000.0,,-968361000.0,21223973000.0,-117328000.0,4756623000.0,0.0,1310741000.0,0.0,9.75,190453000.0,124267000.0,1323498000.0,-17885000.0,638125000.0,569116000.0,23491794000.0,1357228000.0,106430000.0,6862877000.0,873137000.0,977565000.0,,21223973000.0,5239358000.0,-216886000.0,4756623000.0,1239652000.0,1967780000.0,,,,45450000.0,133634000.0,3261544000.0,-1983010000.0,1458298000.0,848061000.0,,0.0,662735000.0,130720760.0,2049865000.0,30354671000.0,2362667000.0,45450000.0,,2622149000.0,,,,,,,,,,,
1970-01-01 00:00:01.427760000,,,,,-1143403000.0,1228341000.0,,-120352000.0,15000.0,,,,,9.75,,,37261000.0,,,,1264422000.0,,,1305403000.0,390000000.0,626729000.0,,,,,,1718448000.0,0.0,,1925148000.0,,,1404575000.0,,1519946000.0,,,,,,214543000.0,,451826000.0,,,,,,19990373000.0,131773360.0,1804796000.0,,,-23999000.0,77248000.0,,,2441608000.0,31396774000.0,,,,,,,,23730274000.0,,,,6664601000.0,,,,1264422000.0,,,38675000.0,-5781316000.0,366179000.0,,,,,,,,,2021453000.0,,3739901000.0,,,1315638000.0,,380986000.0,41137000.0,-46234000.0,3660247000.0,,,3739901000.0,,,2489108000.0,,6785011000.0,,,,,,,,,,,,,,,,,,6594377000.0,,1404575000.0,,935986000.0,-313406000.0,28955166000.0,,,,,,,,,,1354313000.0,,9.5,,160459000.0,,-21787000.0,,,24607024000.0,1695879000.0,190634000.0,,891183000.0,1171139000.0,,,,172917000.0,,1173470000.0,2192522000.0,,,,,137702000.0,,,,721644000.0,,-2049865000.0,,130963920.0,,,,17974161000.0,,,,,,,,,,,,,
1970-01-01 00:00:01.435622400,,,,,603374000.0,2139760000.0,,-334747000.0,0.0,,,,,10.75,,,-19219000.0,,,,1424320000.0,,,1441877000.0,280000000.0,1683621000.0,,,,,,1649971000.0,0.0,,835946000.0,,,1715590000.0,,1587810000.0,,-157532000.0,,,,145933000.0,,496782000.0,,,,,,17516604000.0,132241560.0,501199000.0,,,-883386000.0,79372000.0,,,3704288000.0,35001728000.0,,,,,,,,22906476000.0,,,,7981787000.0,,,,1424320000.0,,,42529000.0,-5382560000.0,366466000.0,,,,,,,,,3739901000.0,,5389872000.0,,,1450376000.0,,-646143000.0,-184958000.0,2509000.0,4567905000.0,,,5389872000.0,,,2845574000.0,,9238864000.0,,,,,,,,,,,,,,,,,,9044602000.0,,1715590000.0,,222658000.0,-313780000.0,31297440000.0,,,,,,,,,,1492905000.0,,10.75,,165335000.0,,-25534000.0,,,25738605000.0,1620409000.0,194262000.0,,1774275000.0,1722331000.0,,,,-1884504000.0,,1395198000.0,3808656000.0,,,,,135738000.0,,,,898416000.0,,0.0,,131499800.0,,,,15065806000.0,,,,,,,,,,,,,
1970-01-01 00:00:01.443571200,,,,,-502037000.0,2226455000.0,,-231505000.0,0.0,,,,,14.25,,,101611000.0,,,,1881903000.0,,,1930938000.0,530000000.0,1498285000.0,,,,,,880210000.0,0.0,,2201932000.0,,,1934205000.0,,2330101000.0,,-30000000.0,,,,399163000.0,,623523000.0,,,,,,18038947000.0,132326240.0,1970427000.0,,,-164331000.0,116613000.0,,,3987402000.0,37206585000.0,,,,,,,,24309029000.0,,,,7249439000.0,,,,1881903000.0,,,46693000.0,-7922738000.0,514962000.0,,,,,,,,,5389872000.0,,6270082000.0,,,2088091000.0,,125253000.0,16261000.0,146195000.0,6671789000.0,,,6270082000.0,,,3849267000.0,,10096572000.0,,,,,,,,,,,,,,,,,,9894502000.0,,1934205000.0,,-904987000.0,-369845000.0,33219183000.0,,,,,,,,,-132192000.0,2134784000.0,,14.25,,168190000.0,,-41623000.0,,,27034098000.0,1823686000.0,202070000.0,,1942200000.0,2822522000.0,,,,29565000.0,,1761176000.0,4110738000.0,,,,,133118000.0,,,,1137653000.0,,-1468128000.0,,131553160.0,,,,13646100000.0,,,,,,,,,,,,,
