,quarterlyCashDividendsPaid,annualOperatingIncome,annualAccountsPayable,quarterlyRetainedEarnings,quarterlyOtherNonCashItems,annualTotalRevenue,annualEndCashPosition,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,annualTaxProvision,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,quarterlyPurchaseOfInvestment,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,quarterlyFreeCashFlow,annualNetIncomeContinuousOperations,annualPretaxIncome,annualNetIncome,annualCashDividendsPaid,trailingTaxProvision,trailingEndCashPosition,quarterlyTotalAssets,quarterlyDepreciationAndAmortization,quarterlyNetIncomeCommonStockholders,annualFreeCashFlow,annualInvestmentsAndAdvances,quarterlyNetIncomeContinuousOperations,annualDilutedAverageShares,quarterlyNetIncome,annualSellingGeneralAndAdministration,quarterlyBasicEPS,quarterlyTotalLiabilitiesNetMinorityInterest,annualStockholdersEquity,annualTotalAssets,trailingSaleOfInvestment,trailingPretaxIncome,quarterlyNetOtherInvestingChanges,annualDepreciationAndAmortization,quarterlyBasicAverageShares,annualNetIncomeCommonStockholders,quarterlyGoodwill,annualDilutedEPS,annualRetainedEarnings,trailingNetIncomeCommonStockholders,quarterlyInvestmentsAndAdvances,quarterlyInvestingCashFlow,annualCommonStockIssuance,quarterlyEndCashPosition,annualOtherIntangibleAssets,annualSaleOfInvestment,annualNetPPE,quarterlyOperatingExpense,quarterlyPretaxIncome,annualCapitalStock,trailingOperatingCashFlow,quarterlyCashAndCashEquivalents,annualBasicEPS,annualOperatingCashFlow,quarterlyCapitalStock,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyRepaymentOfDebt,quarterlyStockholdersEquity,quarterlyPurchaseOfBusiness,annualChangeInInventory,annualBasicAverageShares,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlyCapitalExpenditure,annualPurchaseOfBusiness,annualOtherNonCashItems,quarterlyNetOtherFinancingCharges,quarterlyInterestExpense,quarterlyOtherIntangibleAssets,quarterlyDilutedAverageShares,annualCapitalExpenditure,annualInvestingCashFlow,quarterlySaleOfInvestment,trailingOperatingExpense,quarterlyOperatingCashFlow,trailingInvestingCashFlow,annualPurchaseOfInvestment,annualBeginningCashPosition,annualOperatingExpense,trailingSellingGeneralAndAdministration,trailingCapitalExpenditure,trailingPurchaseOfBusiness,trailingBeginningCashPosition,quarterlyChangeInWorkingCapital,trailingPurchaseOfInvestment,quarterlyAccountsPayable,trailingNetIncome,quarterlyTotalRevenue,quarterlyGrossPPE,trailingCashDividendsPaid,quarterlyOperatingIncome,trailingInterestExpense,trailingNetOtherFinancingCharges,quarterlyDilutedEPS,annualChangeInCashSupplementalAsReported,quarterlyNetPPE,quarterlyCommonStockIssuance,quarterlyTaxProvision,annualChangeInWorkingCapital,annualRepaymentOfDebt,trailingNetIncomeContinuousOperations,annualInterestExpense,trailingChangeInWorkingCapital,quarterlyChangeInCashSupplementalAsReported,annualGoodwill,annualNetOtherFinancingCharges,trailingRepurchaseOfCapitalStock,trailingCostOfRevenue,trailingNetOtherInvestingChanges,annualNonCurrentDeferredTaxesLiabilities,annualLongTermDebt,quarterlyIncomeTaxPayable,trailingOperatingIncome,trailingDeferredIncomeTax,annualDeferredIncomeTax,annualOtherNonCurrentLiabilities,trailingChangeInAccountPayable,quarterlyOtherNonCurrentAssets,annualInventory,annualTotalNonCurrentAssets,annualStockBasedCompensation,annualCurrentLiabilities,annualOtherNonCurrentAssets,quarterlyCurrentAssets,quarterlyOtherIncomeExpense,trailingOtherNonCashItems,annualCurrentDebt,trailingGrossProfit,quarterlyChangeInAccountPayable,quarterlyNonCurrentDeferredRevenue,annualCashFlowFromContinuingFinancingActivities,annualCurrentAccruedExpenses,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyRepurchaseOfCapitalStock,annualChangesInAccountReceivables,quarterlyCurrentLiabilities,quarterlyCurrentDebt,quarterlyOtherCurrentAssets,annualGrossProfit,quarterlyChangesInAccountReceivables,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,quarterlyInventory,trailingBasicEPS,quarterlyTotalNonCurrentAssets,trailingBasicAverageShares,annualNonCurrentDeferredRevenue,trailingStockBasedCompensation,quarterlyDeferredIncomeTax,annualCashCashEquivalentsAndMarketableSecurities,annualCurrentDeferredRevenue,trailingChangesInAccountReceivables,annualRepurchaseOfCapitalStock,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualAccumulatedDepreciation,annualEbitda,annualAccountsReceivable,quarterlyCostOfRevenue,quarterlyLongTermDebt,annualGainsLossesNotAffectingRetainedEarnings,annualCostOfRevenue,trailingCommonStockIssuance,trailingCashFlowFromContinuingFinancingActivities,annualOtherCurrentLiabilities,trailingChangeInInventory,quarterlyNonCurrentDeferredTaxesLiabilities,annualOtherShortTermInvestments,quarterlyCurrentDeferredRevenue,annualCurrentAssets,annualOtherIncomeExpense,annualChangeInAccountPayable,quarterlyOtherShortTermInvestments,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingDilutedEPS,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,annualOtherCurrentAssets,quarterlyCurrentAccruedExpenses,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyResearchAndDevelopment,trailingResearchAndDevelopment,quarterlyAccountsReceivable,annualIncomeTaxPayable,trailingDepreciationAndAmortization,quarterlyGrossProfit,trailingOtherIncomeExpense,quarterlyEbitda,annualResearchAndDevelopment,quarterlyChangeInInventory,trailingDilutedAverageShares,quarterlyAccumulatedDepreciation
1388448000,0.0,277972000000.0,153627000000.0,444084000000.0,,508548000000.0,440773000000.0,53799000000.0,,64684000000.0,14288881000000.0,,-197111000000.0,2983989000000.0,461000000.0,9926000000.0,215122000000.0,279806000000.0,214657000000.0,-67044000000.0,,,15363210000000.0,,38175000000.0,7523000000.0,3243790000000.0,38255000000.0,249601162791.0,38175000000.0,148692000000.0,,14288881000000.0,1065951000000.0,15363210000000.0,,,252000000.0,15416000000.0,,214657000000.0,1610000000.0,0.86,444084000000.0,,3243790000000.0,-109100000000.0,51000000.0,440773000000.0,2053000000.0,730621000000.0,135678000000.0,63225000000.0,51207000000.0,250011000000.0,,2983989000000.0,0.86,45929000000.0,250011000000.0,,526412000000.0,-5273000000.0,1065951000000.0,-29000000.0,,249601162791.0,,135678000000.0,-18083000000.0,-250000000.0,-43209000000.0,2000000.0,64038000000.0,2053000000.0,,-38406000000.0,-278182000000.0,104891000000.0,,28009000000.0,,-971998000000.0,748920000000.0,187427000000.0,,,,,,,153627000000.0,,131183000000.0,135678000000.0,,50417000000.0,,,,-308147000000.0,135678000000.0,2000000.0,12952000000.0,-232260000000.0,-7545000000.0,,256709000000.0,,-85639000000.0,1610000000.0,51000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1396224000,-2000000.0,,,509801000000.0,-11557000000.0,,,31945000000.0,,,,,-153050000000.0,,,253988000000.0,,,,,,,16141448000000.0,,65780000000.0,,,65922000000.0,,65780000000.0,,0.26,14993729000000.0,,,,,16000000.0,,253000000000.0,,1646000000.0,,,,3219807000000.0,-25923000000.0,,661221000000.0,,,,50506000000.0,85767000000.0,,,701328000000.0,,,250011000000.0,,440773000000.0,-13505000000.0,1139141000000.0,-100000000.0,,,,,-2717000000.0,,,111000000.0,69149000000.0,1968000000.0,253000000000.0,,,129706000000.0,,256705000000.0,,,,,,,,,175764000000.0,,161463000000.0,,147329000000.0,134175000000.0,,85288000000.0,,,0.26,,134175000000.0,111000000.0,19845000000.0,,,,,,220448000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404086400,-1574000000.0,,,484539000000.0,-11565000000.0,,,34643000000.0,,,,,-218757000000.0,,,-175180000000.0,,,,,,,16399790000000.0,,64882000000.0,,,65048000000.0,,64882000000.0,,,15252778000000.0,,,,,200000000.0,,,,1655000000.0,,,,3331949000000.0,-98169000000.0,,409237000000.0,,,,44926000000.0,83749000000.0,,,3235573000000.0,,,250011000000.0,,661221000000.0,1005000000.0,1137914000000.0,-6000000.0,,,,,-7995000000.0,,,182000000.0,76032000000.0,1895000000.0,,,,128372000000.0,,-167185000000.0,,,,,,,,,-250374000000.0,,177297000000.0,,139718000000.0,137595000000.0,,83255000000.0,,,,,137595000000.0,182000000.0,18701000000.0,,,,,,-251984000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412035200,-75747000000.0,,,544150000000.0,,,,37666000000.0,,,,,-247422000000.0,,,368170000000.0,,,,,,,16735863000000.0,,59636000000.0,,,59715000000.0,,59636000000.0,,0.24,15527684000000.0,,,,,230000000.0,,248483333333.0,,2666000000.0,,,,3389851000000.0,-92811000000.0,,618863000000.0,,,,50379000000.0,75717000000.0,,,645140000000.0,,,250011000000.0,,409237000000.0,-10000000000.0,1197823000000.0,-3968000000.0,,,,,-6237000000.0,,,0.0,78594000000.0,1808000000.0,248483333333.0,,,164290000000.0,,374407000000.0,,,,,,,,,,,188077000000.0,,141917000000.0,139527000000.0,,75265000000.0,,,0.24,,139527000000.0,0.0,16002000000.0,,,,,,209626000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419984000,-5395000000.0,297247000000.0,185874000000.0,558705000000.0,,570225000000.0,353718000000.0,55571000000.0,,70839000000.0,15491767000000.0,,-191075000000.0,3173698000000.0,504000000.0,-165517000000.0,228247000000.0,299086000000.0,227830000000.0,-82718000000.0,,,16744130000000.0,,37532000000.0,281461000000.0,3570837000000.0,37562000000.0,250362637363.0,37532000000.0,159825000000.0,,15491767000000.0,1242179000000.0,16744130000000.0,,,58000000.0,17811000000.0,,227830000000.0,2696000000.0,0.91,558705000000.0,,3570837000000.0,-126984000000.0,130000000.0,353718000000.0,2043000000.0,504166000000.0,151607000000.0,65501000000.0,53853000000.0,250011000000.0,,3173698000000.0,0.91,316951000000.0,250011000000.0,,618863000000.0,0.0,1242179000000.0,-215000000.0,,250362637363.0,,151607000000.0,-18541000000.0,-4289000000.0,-61911000000.0,-163000000.0,77953000000.0,2043000000.0,,-35490000000.0,-343887000000.0,81798000000.0,,-146976000000.0,,-810304000000.0,440773000000.0,211312000000.0,,,,,,,185874000000.0,,141261000000.0,151607000000.0,,53439000000.0,,,,-87055000000.0,151607000000.0,-163000000.0,16291000000.0,6046000000.0,-22500000000.0,,301728000000.0,,-265145000000.0,2696000000.0,130000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427760000,-2478000000.0,,,625630000000.0,-20005000000.0,,,32714000000.0,,,,,-254456000000.0,,,268019000000.0,,,,,,,17475900000000.0,,67005000000.0,,,67129000000.0,,67005000000.0,,0.27,16159637000000.0,,,,,73000000.0,,248166666667.0,,2519000000.0,,,,3604699000000.0,-84525000000.0,,536312000000.0,,,,55855000000.0,87152000000.0,,,733224000000.0,,,250011000000.0,,353718000000.0,-289000000.0,1305859000000.0,-254000000.0,,,,,-2074000000.0,,,-46000000.0,78856000000.0,1903000000.0,248166666667.0,,,171364000000.0,,270093000000.0,,,,,,,,,181203000000.0,,191367000000.0,,162335000000.0,148506000000.0,,86507000000.0,,,0.27,,148506000000.0,,20023000000.0,,,,,,182594000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435622400,-3111000000.0,,,598917000000.0,-21244000000.0,,,36095000000.0,,,,,-446833000000.0,,,44666000000.0,,,,,,,18219186000000.0,,64890000000.0,,,65115000000.0,,64890000000.0,,,16906736000000.0,,,,,409000000.0,,,,2546000000.0,,,,3643739000000.0,-133217000000.0,,470367000000.0,,,,45990000000.0,82055000000.0,,,3644175000000.0,,,250011000000.0,,536312000000.0,-593000000.0,1301430000000.0,-427000000.0,,,,,-4868000000.0,,,284000000.0,80719000000.0,1784000000.0,,,,319078000000.0,,49534000000.0,,,,,,,,,-38190000000.0,,198692000000.0,,148639000000.0,148979000000.0,,81441000000.0,,,,,148979000000.0,,16940000000.0,,,,,,-65945000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443571200,-74771000000.0,,,658460000000.0,-22874000000.0,,,36975000000.0,,,,,-335939000000.0,,,238876000000.0,,,,,,,18321375000000.0,4566000000.0,59662000000.0,,,59832000000.0,,59662000000.0,,0.24,16946975000000.0,,,,,32000000.0,,248591666667.0,,2102000000.0,,,,3728880000000.0,-161630000000.0,,479189000000.0,,,,48551000000.0,75377000000.0,,,951240000000.0,,,250011000000.0,,470367000000.0,-310000000.0,1363375000000.0,-194000000.0,,,,,-3894000000.0,,,0.0,80288000000.0,1890000000.0,248591666667.0,,,177762000000.0,,242770000000.0,,,,,,,,,144574000000.0,,205457000000.0,,146347000000.0,148403000000.0,,74924000000.0,,,0.24,,148403000000.0,0.0,15545000000.0,,,,,,8822000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451520000,-5502000000.0,296090000000.0,205684000000.0,672154000000.0,-29516000000.0,604922000000.0,387921000000.0,51596000000.0,,69611000000.0,16904406000000.0,,-54223000000.0,3151838000000.0,747000000.0,53344000000.0,228886000000.0,298497000000.0,228145000000.0,-85862000000.0,,,18349489000000.0,,36588000000.0,604905000000.0,3933404000000.0,36810000000.0,250708791209.0,36588000000.0,157380000000.0,,16904406000000.0,1434020000000.0,18349489000000.0,,,233000000.0,,,228145000000.0,2140000000.0,0.91,672154000000.0,,3933404000000.0,-214257000000.0,142000000.0,387921000000.0,2103000000.0,526004000000.0,159531000000.0,65072000000.0,53913000000.0,269670000000.0,,3151838000000.0,0.91,633494000000.0,269670000000.0,,479189000000.0,-1623000000.0,1434020000000.0,-782000000.0,,250708791209.0,,159531000000.0,-17753000000.0,-1657000000.0,-93639000000.0,19563000000.0,72944000000.0,2103000000.0,,-28589000000.0,-593629000000.0,-142200000000.0,,71097000000.0,,-1091451000000.0,353718000000.0,215468000000.0,,,,,-10026000000.0,,205684000000.0,,147601000000.0,159531000000.0,,53218000000.0,,,,34203000000.0,159531000000.0,-96000000.0,17103000000.0,277561000000.0,-2815000000.0,,312807000000.0,,-91268000000.0,2140000000.0,19801000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1459382400,-1671000000.0,,,740034000000.0,-26701000000.0,,,31891000000.0,,,,,-271874000000.0,,,357208000000.0,,,,,,,19143791000000.0,,67952000000.0,,,67911000000.0,,67952000000.0,,0.27,17633567000000.0,,,,,343000000.0,,251674074074.0,,2174000000.0,,,,4043330000000.0,-9321000000.0,,730584000000.0,,,,73724000000.0,88144000000.0,,,826565000000.0,,,269670000000.0,,387921000000.0,-5395000000.0,1499405000000.0,-823000000.0,,,,,-2823000000.0,,,0.0,69386000000.0,2017000000.0,251674074074.0,,,264954000000.0,,360031000000.0,,,,,,,,,262422000000.0,,204289000000.0,,187924000000.0,158107000000.0,,87519000000.0,,,0.27,,158107000000.0,,20233000000.0,,,,,,342663000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467244800,-2140000000.0,,,712609000000.0,-19909000000.0,,,33558000000.0,,,,,-561930000000.0,,,105371000000.0,,,,,,,19760148000000.0,,65458000000.0,,,65992000000.0,,65458000000.0,,,18254188000000.0,,,,,1069000000.0,,,,2312000000.0,,,,4229277000000.0,-317101000000.0,,531695000000.0,,,,44170000000.0,81734000000.0,,,3709543000000.0,,,269670000000.0,,730584000000.0,-3499000000.0,1494865000000.0,-187000000.0,,,,,-6330000000.0,,,19000000.0,66035000000.0,1989000000.0,,,,252463000000.0,,111701000000.0,,,,,,,,,36416000000.0,,205035000000.0,,145003000000.0,161362000000.0,,80829000000.0,,,,,161362000000.0,,15742000000.0,,,,,,-198889000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475193600,-67849000000.0,,,773058000000.0,,,,37245000000.0,,,,,-539829000000.0,,,543239000000.0,,,,,,,20500683000000.0,,60425000000.0,,,60767000000.0,,60425000000.0,,0.24,18929235000000.0,,,,,589000000.0,,251770833333.0,,2767000000.0,,,,4573396000000.0,-411096000000.0,,604802000000.0,,,,46101000000.0,76998000000.0,,,897024000000.0,,,269670000000.0,,531695000000.0,0.0,1559403000000.0,-773000000.0,,,,,-4320000000.0,,,68000000.0,72023000000.0,1954000000.0,251770833333.0,,,131313000000.0,,547559000000.0,,,,,,,,,,,211800000000.0,,139703000000.0,162007000000.0,,76525000000.0,,,0.24,,162007000000.0,68000000.0,16231000000.0,,,,,,73107000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483142400,-8532000000.0,292389000000.0,211330000000.0,786860000000.0,,605021000000.0,599124000000.0,50126000000.0,,62821000000.0,19374051000000.0,,10593000000.0,3807400000000.0,2566000000.0,-151028000000.0,232389000000.0,295210000000.0,231460000000.0,-80192000000.0,,,20963705000000.0,,37625000000.0,854790000000.0,4650407000000.0,37719000000.0,251586956522.0,37625000000.0,152820000000.0,,19374051000000.0,1576500000000.0,20963705000000.0,,,565000000.0,,,231460000000.0,2947000000.0,0.92,786860000000.0,,4650407000000.0,127037000000.0,13000000.0,599124000000.0,2599000000.0,780507000000.0,170095000000.0,55502000000.0,48334000000.0,269670000000.0,,3807400000000.0,0.92,882532000000.0,269670000000.0,,604802000000.0,-2817000000.0,1576500000000.0,390000000.0,,251586956522.0,,170095000000.0,-14269000000.0,-1393000000.0,0.0,-74000000.0,71394000000.0,2599000000.0,,-27742000000.0,-610481000000.0,131777000000.0,,-136759000000.0,,-1363040000000.0,387921000000.0,219497000000.0,,,,,,,211330000000.0,,132391000000.0,170095000000.0,,47516000000.0,,,,211203000000.0,170095000000.0,-93000000.0,10615000000.0,543587000000.0,-11711000000.0,,278838000000.0,,-5678000000.0,2947000000.0,13000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490918400,-1625000000.0,,,856844000000.0,-36162000000.0,,,33602000000.0,,,,,-339310000000.0,,,260530000000.0,,,,,,,21695204000000.0,,70012000000.0,,,70231000000.0,,70012000000.0,,0.28,20044597000000.0,,,,,464000000.0,,250042857143.0,,2953000000.0,,,,4700276000000.0,-7198000000.0,,850580000000.0,,,,47381000000.0,87773000000.0,,,939967000000.0,,,269670000000.0,,599124000000.0,,1637408000000.0,-801000000.0,,,,,-2783000000.0,,,-7000000.0,72638000000.0,2267000000.0,250042857143.0,,,333636000000.0,,263313000000.0,,,,,,,,,165954000000.0,,208695000000.0,,170806000000.0,167626000000.0,,87255000000.0,,,0.28,,167626000000.0,93000000.0,17542000000.0,,,,,,251456000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498780800,-3656000000.0,,,821433000000.0,-24348000000.0,,,33582000000.0,,,,,-369072000000.0,,,-389263000000.0,,,,,,,21692067000000.0,,68327000000.0,,,68778000000.0,,68327000000.0,,,20047465000000.0,,,,,544000000.0,,,,2868000000.0,,,,4619832000000.0,111758000000.0,,589675000000.0,,,,41791000000.0,84320000000.0,,,3674022000000.0,,,269670000000.0,,850580000000.0,,1628445000000.0,-63000000.0,,,,,-4904000000.0,,,3554000000.0,72997000000.0,2322000000.0,,,,485676000000.0,,-384359000000.0,,,,,,,,,-489626000000.0,,202197000000.0,,149565000000.0,166962000000.0,,83451000000.0,,,,,166962000000.0,57000000.0,15542000000.0,,,,,,-260905000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506729600,-68532000000.0,,,884286000000.0,-26454000000.0,,,38875000000.0,,,,,-234181000000.0,,,251045000000.0,,,,,,,22053943000000.0,,62903000000.0,,,63264000000.0,,62903000000.0,,0.25,20345317000000.0,,,,,569000000.0,,251612000000.0,,2834000000.0,,,,4807172000000.0,-132437000000.0,,633238000000.0,,,,47502000000.0,78442000000.0,,,736330000000.0,,,269670000000.0,,589675000000.0,-800000000.0,1692138000000.0,-965000000.0,,,,,-5425000000.0,,,-1219000000.0,76607000000.0,2221000000.0,251612000000.0,,,103834000000.0,,256470000000.0,,,,,,,,,165997000000.0,,205714000000.0,,151428000000.0,165743000000.0,,77650000000.0,,,0.25,,165743000000.0,0.0,15178000000.0,,,,,,43563000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514678400,-9583000000.0,,199588000000.0,886921000000.0,-40398000000.0,621498000000.0,571339000000.0,53059000000.0,,56172000000.0,20328556000000.0,,-582966000000.0,3645530000000.0,2237000000.0,-65485000000.0,243615000000.0,299787000000.0,242264000000.0,-83396000000.0,,,22124383000000.0,,41022000000.0,56827000000.0,4798818000000.0,41342000000.0,252358333333.0,41022000000.0,159118000000.0,,20328556000000.0,1779760000000.0,22124383000000.0,,,660000000.0,,,242264000000.0,2751000000.0,0.96,886921000000.0,,4798818000000.0,-69579000000.0,,571339000000.0,2752000000.0,1448969000000.0,169679000000.0,59437000000.0,49252000000.0,329647000000.0,,3645530000000.0,0.96,79090000000.0,329647000000.0,,633238000000.0,-2212000000.0,1779760000000.0,285000000.0,,252358333333.0,,169679000000.0,-9151000000.0,-1544000000.0,-127362000000.0,61218000000.0,75456000000.0,2752000000.0,,-22263000000.0,-97456000000.0,525823000000.0,,-56334000000.0,,-1525529000000.0,599124000000.0,196111000000.0,,,,,-151183000000.0,,199588000000.0,,149699000000.0,169679000000.0,,49830000000.0,,,,-27785000000.0,169679000000.0,3419000000.0,7910000000.0,-308858000000.0,-6347000000.0,,297698000000.0,,-61899000000.0,2751000000.0,63546000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522454400,-2507000000.0,,,930275000000.0,-38240000000.0,,,34688000000.0,,,,,-435872000000.0,,,345850000000.0,,,,,,,22848740000000.0,,73815000000.0,,,74076000000.0,,73815000000.0,,0.3,20995124000000.0,,,,,69000000.0,,246050000000.0,,2646000000.0,,,,900972000000.0,-7704000000.0,,899122000000.0,,,,55078000000.0,90493000000.0,,,994298000000.0,,,329647000000.0,,571339000000.0,-163000000.0,1837377000000.0,-652000000.0,,,,,-2523000000.0,,,,76459000000.0,2626000000.0,246050000000.0,,,429367000000.0,,348373000000.0,,,,,,,,,236728000000.0,,187245000000.0,,183173000000.0,167514000000.0,,,,,0.3,,167514000000.0,,16417000000.0,,,,,,327783000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530316800,-222000000.0,,,931325000000.0,-28540000000.0,,,36431000000.0,,,,,-600032000000.0,,,-76509000000.0,,,,,,,22805182000000.0,,73212000000.0,,,73389000000.0,,73212000000.0,,,20940605000000.0,,,,,656000000.0,,,,2687000000.0,,,,728623000000.0,-2032000000.0,,852994000000.0,,,,37472000000.0,90927000000.0,,,3557725000000.0,,,329647000000.0,,899122000000.0,-3098000000.0,1848266000000.0,-93000000.0,,,,,-2216000000.0,,,,79375000000.0,2622000000.0,,,,601659000000.0,,-74293000000.0,,,,,,,,,-176354000000.0,,189266000000.0,,156578000000.0,166721000000.0,,,,,,,166721000000.0,,17538000000.0,,,,,,-46128000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538265600,-74468000000.0,,,997475000000.0,-32991000000.0,,,39342000000.0,,,,,-882823000000.0,,,464767000000.0,,,,,,,23354078000000.0,,67081000000.0,,,67391000000.0,,67081000000.0,,0.27,21415229000000.0,,,,,-119000000.0,,248448148148.0,,2736000000.0,,,,806572000000.0,-324884000000.0,,990420000000.0,,,,44863000000.0,82414000000.0,,,875290000000.0,,,329647000000.0,,852994000000.0,-3045000000.0,1922123000000.0,-141000000.0,,,,,-6019000000.0,,,-19000000.0,83200000000.0,2697000000.0,248448148148.0,,,559445000000.0,,470786000000.0,,,,,,,,,373549000000.0,,198242000000.0,,160127000000.0,166453000000.0,,,,,0.27,,166453000000.0,,15023000000.0,,,,,,137426000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546214400,-10949000000.0,,,990872000000.0,-51217000000.0,658751000000.0,860702000000.0,56747000000.0,,52534000000.0,21231099000000.0,,365235000000.0,3503467000000.0,1037000000.0,-139060000000.0,255626000000.0,308160000000.0,254655000000.0,-88146000000.0,,,23222693000000.0,,40547000000.0,595048000000.0,789820000000.0,40770000000.0,254655000000.0,40547000000.0,167208000000.0,,21231099000000.0,1976463000000.0,23222693000000.0,,,431000000.0,,,254655000000.0,2766000000.0,1.0,990872000000.0,,789820000000.0,-35159000000.0,,860702000000.0,3622000000.0,1203244000000.0,169574000000.0,61976000000.0,44326000000.0,329647000000.0,,3503467000000.0,1.0,615831000000.0,329647000000.0,,990420000000.0,-13000000.0,1976463000000.0,-474000000.0,,254655000000.0,,169574000000.0,-10025000000.0,-1360000000.0,-150988000000.0,-34000000.0,85714000000.0,3622000000.0,,-20783000000.0,-369779000000.0,-387227000000.0,,-129035000000.0,,-1553492000000.0,571339000000.0,199389000000.0,,,,,-222474000000.0,,,,158873000000.0,169574000000.0,,,,,,289363000000.0,169574000000.0,,3556000000.0,211449000000.0,-6319000000.0,,324748000000.0,,-129718000000.0,2766000000.0,-138000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
