,trailingInvestingCashFlow,quarterlyOperatingCashFlow,annualPurchaseOfInvestment,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,trailingSaleOfInvestment,annualInvestingCashFlow,trailingPretaxIncome,trailingCashDividendsPaid,annualTotalAssets,trailingPurchaseOfBusiness,annualNonCurrentDeferredTaxesLiabilities,annualBasicEPS,trailingNetIncome,annualLongTermDebt,annualStockholdersEquity,annualOtherNonCashItems,quarterlyOtherCurrentLiabilities,quarterlyDilutedAverageShares,quarterlyResearchAndDevelopment,trailingPurchaseOfInvestment,annualDepreciationAndAmortization,quarterlyCurrentAccruedExpenses,trailingNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,quarterlyCostOfRevenue,quarterlyCommonStockIssuance,quarterlyAccountsReceivable,annualCurrentLiabilities,annualRetainedEarnings,trailingStockBasedCompensation,annualInventory,quarterlyGoodwill,quarterlyBasicEPS,annualGoodwill,annualSaleOfInvestment,annualCommonStockIssuance,quarterlyNonCurrentDeferredTaxesLiabilities,annualStockBasedCompensation,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,quarterlyOtherIncomeExpense,trailingChangeInWorkingCapital,quarterlyInventory,annualCapitalStock,annualAccountsPayable,annualChangeInAccountPayable,trailingOtherIncomeExpense,annualTotalRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCashDividendsPaid,annualNetPPE,annualGainsLossesNotAffectingRetainedEarnings,trailingGrossProfit,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingOperatingIncome,quarterlyCashAndCashEquivalents,annualOperatingCashFlow,annualOtherIntangibleAssets,annualOtherShortTermInvestments,annualCashCashEquivalentsAndMarketableSecurities,quarterlyDepreciationAndAmortization,quarterlyCapitalStock,annualDilutedEPS,annualCashFlowFromContinuingFinancingActivities,annualEndCashPosition,trailingTotalRevenue,annualEbitda,annualOtherIncomeExpense,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,annualOperatingIncome,annualNetOtherInvestingChanges,annualGrossPPE,annualCashAndCashEquivalents,quarterlyCurrentDebt,trailingChangeInCashSupplementalAsReported,quarterlyInterestExpense,trailingEndCashPosition,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,annualIncomeTaxPayable,quarterlyTotalLiabilitiesNetMinorityInterest,annualPretaxIncome,quarterlyOtherNonCurrentAssets,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,annualInvestmentsAndAdvances,quarterlyTotalNonCurrentAssets,quarterlyFreeCashFlow,quarterlyNetOtherFinancingCharges,annualOtherNonCurrentLiabilities,trailingDeferredIncomeTax,trailingCapitalExpenditure,quarterlyIncomeTaxPayable,trailingSellingGeneralAndAdministration,annualCapitalExpenditure,annualOtherNonCurrentAssets,quarterlyRepurchaseOfCapitalStock,annualSellingGeneralAndAdministration,quarterlyGrossPPE,annualDeferredIncomeTax,annualAccumulatedDepreciation,quarterlyDilutedEPS,quarterlySaleOfInvestment,quarterlyOtherCurrentAssets,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,trailingInterestExpense,trailingBeginningCashPosition,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingNetIncomeContinuousOperations,annualCurrentAssets,annualChangesInAccountReceivables,trailingOperatingExpense,annualRepurchaseOfCapitalStock,quarterlyStockBasedCompensation,trailingNetIncomeCommonStockholders,quarterlyNetOtherInvestingChanges,annualDilutedAverageShares,quarterlyStockholdersEquity,annualCurrentAccruedExpenses,annualNetOtherFinancingCharges,annualChangeInCashSupplementalAsReported,quarterlyEbitda,annualNetIncomeCommonStockholders,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,trailingRepurchaseOfCapitalStock,annualInterestExpense,quarterlyBasicAverageShares,quarterlyEndCashPosition,annualRepaymentOfDebt,quarterlyInvestingCashFlow,trailingResearchAndDevelopment,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlyCurrentLiabilities,quarterlyCurrentDeferredRevenue,annualTotalNonCurrentAssets,quarterlyOtherNonCashItems,annualResearchAndDevelopment,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,trailingFreeCashFlow,annualGrossProfit,annualTotalLiabilitiesNetMinorityInterest,annualTaxProvision,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,trailingCostOfRevenue,annualChangeInWorkingCapital,quarterlyNetPPE,annualOtherCurrentAssets,quarterlyRetainedEarnings,quarterlyTaxProvision,annualBasicAverageShares,quarterlyTotalRevenue,annualNetIncomeContinuousOperations,quarterlyCapitalExpenditure,annualChangeInInventory,quarterlyCashFlowFromContinuingFinancingActivities,trailingDepreciationAndAmortization,quarterlyOperatingIncome,trailingTaxProvision,annualNetIncome,annualCurrentDebt,quarterlyAccumulatedDepreciation,annualFreeCashFlow,annualBeginningCashPosition,annualOperatingExpense,annualCashDividendsPaid,annualCurrentDeferredRevenue,annualCostOfRevenue,annualPurchaseOfBusiness,trailingOtherNonCashItems,quarterlyChangeInAccountPayable,annualNonCurrentDeferredRevenue,trailingDilutedAverageShares,trailingBasicEPS,trailingCommonStockIssuance,trailingChangeInAccountPayable,quarterlyChangeInInventory,trailingBasicAverageShares,trailingChangeInInventory,quarterlyChangesInAccountReceivables,trailingChangesInAccountReceivables,trailingDilutedEPS,quarterlyNonCurrentDeferredRevenue
1293753600,,4577000000.0,-40708000000.0,0.0,-67000000.0,2265000000.0,2169000000.0,,-15756000000.0,,,123318000000.0,,7689000000.0,4.28,,14360000000.0,63196000000.0,4381000000.0,0.0,,2592000000.0,,,,,2815000000.0,4524000000.0,292000000.0,9873000000.0,24658000000.0,62364000000.0,,6093000000.0,29692000000.0,,29692000000.0,53200000000.0,730000000.0,7689000000.0,,,9873000000.0,14360000000.0,10225000000.0,175000000.0,,6093000000.0,0.0,4788000000.0,,,51561000000.0,28891000000.0,-96000000.0,15840000000.0,,,8134000000.0,,5319000000.0,14067000000.0,35231000000.0,2815000000.0,8134000000.0,,0.0,4.26,4116000000.0,5319000000.0,,12394000000.0,804000000.0,5386000000.0,,11526000000.0,69000000.0,28957000000.0,5319000000.0,8627000000.0,,196000000.0,,,,,53549000000.0,11702000000.0,405000000.0,123318000000.0,2169000000.0,35231000000.0,10225000000.0,96633000000.0,3833000000.0,34000000.0,0.0,,,,,-2232000000.0,405000000.0,,15797000000.0,28957000000.0,-2616000000.0,-13117000000.0,,,2585000000.0,,2315000000.0,4788000000.0,,,,,26685000000.0,,,-311000000.0,,,-12752000000.0,2286000000.0,63196000000.0,,0.0,2425000000.0,2616000000.0,9794000000.0,,0.0,,692000000.0,,5319000000.0,-5000000.0,-587000000.0,,9940000000.0,7473000000.0,24658000000.0,,96633000000.0,4705000000.0,9070000000.0,26685000000.0,4784000000.0,,37073000000.0,53549000000.0,1733000000.0,28891000000.0,,0.0,2420000000.0,,1762000000.0,15840000000.0,2585000000.0,62364000000.0,155000000.0,2286000000.0,14464000000.0,9969000000.0,-744000000.0,,-4060000000.0,,2467000000.0,,9794000000.0,8627000000.0,-13117000000.0,11835000000.0,2894000000.0,25547000000.0,-4582000000.0,,14488000000.0,-26666000000.0,,,,,,,,,,,,,,
1301529600,,1907000000.0,,15130000000.0,1855000000.0,2821000000.0,2770000000.0,,,,,,,,,,,,,11139000000.0,2304500000.0,2188000000.0,,,,,,4458000000.0,,10861000000.0,,,,,30346000000.0,1.21,,,,,,,,14532000000.0,,117000000.0,,6621000000.0,,,,,,,-5352000000.0,,,,8764000000.0,,,,,,,,,,,,,,,5319000000.0,,,,,,16581000000.0,,189000000.0,,,,,61878000000.0,,16445000000.0,127218000000.0,2770000000.0,34983000000.0,,98118000000.0,1401000000.0,-2461000000.0,,,,,,,,-392000000.0,,,,,1.2,1365000000.0,11618000000.0,-770000000.0,-2291000000.0,4496000000.0,,,,,,,,,,,0.0,,65340000000.0,,,,4752000000.0,,,,,,2290200000.0,7174000000.0,,491000000.0,,9764000000.0,6356000000.0,32216000000.0,,,775000000.0,,29100000000.0,4218000000.0,,,,,29662000000.0,,-589000000.0,3358000000.0,,,16344000000.0,,,537000000.0,,14222000000.0,,-506000000.0,,-487000000.0,,3408000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1309392000,,3446000000.0,,15362000000.0,-2943000000.0,2726000000.0,2704000000.0,,,,,,,,,,,,,11311000000.0,2426000000.0,2397000000.0,,,,,,4619000000.0,,10915000000.0,,,,,30518000000.0,1.13,,,,,,,,13924000000.0,,114000000.0,,7095000000.0,,,,,,,-16000000.0,,,,,,,,,,,,,,,,,,,7174000000.0,,,,,,13581000000.0,,190000000.0,,,,,58822000000.0,,17251000000.0,125915000000.0,2704000000.0,34592000000.0,,99286000000.0,2822000000.0,-753000000.0,,,,,,,,-1742000000.0,,,,,1.11,,8619000000.0,-674000000.0,323000000.0,4644000000.0,,,,,,,,,,,0.0,,67093000000.0,,,,4819000000.0,,,,,,2399000000.0,4231000000.0,,110000000.0,,10504000000.0,7182000000.0,29536000000.0,,,-519000000.0,,26629000000.0,4642000000.0,,,,,29286000000.0,,20000000.0,3246000000.0,,,16925000000.0,,,520000000.0,,15123000000.0,,-624000000.0,,-6557000000.0,,3322000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1317340800,,4234000000.0,,15668000000.0,-145000000.0,2488000000.0,2464000000.0,,,,,,,,,,,,,11286000000.0,2449600000.0,2475000000.0,,,,,,4788000000.0,,10703000000.0,,,,,30173000000.0,1.02,,,,,,,,13738000000.0,,151000000.0,,6605000000.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,4231000000.0,,,,,,10154000000.0,,198000000.0,,,,,55236000000.0,,16257000000.0,121377000000.0,2464000000.0,33295000000.0,,95814000000.0,3650000000.0,-93000000.0,,,,,,,,-643000000.0,,,,,1.01,,8255000000.0,-321000000.0,93000000.0,4390000000.0,,,,,,,,,,,0.0,,66141000000.0,,,,4534000000.0,,,,,,2424000000.0,4086000000.0,,-569000000.0,,10246000000.0,7295000000.0,25830000000.0,,,353000000.0,,25563000000.0,4386000000.0,,,,,29406000000.0,,0.0,2908000000.0,,,16089000000.0,,,420000000.0,,15034000000.0,,-584000000.0,,-3760000000.0,,2951000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1325289600,,4722000000.0,-1937000000.0,0.0,-377000000.0,1210000000.0,1175000000.0,,-792000000.0,,,117496000000.0,,6761000000.0,3.83,,13855000000.0,65844000000.0,7208000000.0,89000000.0,,2523000000.0,,,895000000.0,,1248000000.0,5118000000.0,,10323000000.0,23148000000.0,64949000000.0,,5930000000.0,29943000000.0,,29943000000.0,3409000000.0,163000000.0,6761000000.0,,,10323000000.0,13855000000.0,9560000000.0,128000000.0,,5930000000.0,0.0,4989000000.0,,,59375000000.0,28408000000.0,0.0,15627000000.0,,,4957000000.0,,3709000000.0,14309000000.0,31969000000.0,1248000000.0,4957000000.0,,0.0,3.78,-15024000000.0,3709000000.0,,11524000000.0,526000000.0,4086000000.0,,10998000000.0,0.0,29935000000.0,3709000000.0,6344000000.0,,174000000.0,,,,,51556000000.0,10773000000.0,418000000.0,117496000000.0,1175000000.0,31969000000.0,9560000000.0,93412000000.0,4049000000.0,-83000000.0,0.0,,,,,-2387000000.0,418000000.0,-851000000.0,18049000000.0,29935000000.0,-2435000000.0,-14308000000.0,,,118000000.0,-670000000.0,1762000000.0,4989000000.0,,,,,24084000000.0,,,-3628000000.0,,,0.0,2413000000.0,65844000000.0,895000000.0,-3390000000.0,-1610000000.0,1435000000.0,9113000000.0,,89000000.0,,751000000.0,,3709000000.0,-3082000000.0,-824000000.0,,9878000000.0,8561000000.0,23148000000.0,,93412000000.0,6599000000.0,9583000000.0,24084000000.0,4803000000.0,,40392000000.0,51556000000.0,1528000000.0,28408000000.0,,-12000000.0,1261000000.0,,-113000000.0,15627000000.0,118000000.0,64949000000.0,51000000.0,2382000000.0,14996000000.0,9245000000.0,-673000000.0,45000000.0,-4220000000.0,,1317000000.0,,9113000000.0,6344000000.0,-14308000000.0,11922000000.0,5319000000.0,29394000000.0,-5368000000.0,,18983000000.0,-581000000.0,,,,,,,,,,,,,,
1333152000,,2516000000.0,,14958000000.0,332000000.0,2327000000.0,2305000000.0,,,,,,,,,,,,,12171000000.0,2435100000.0,2235000000.0,,,,,,4484000000.0,,10605000000.0,,,,,30138000000.0,0.95,,,,,,,,13896000000.0,,87000000.0,,6458000000.0,,,,,,,-6010000000.0,,,,,,,,,,,,,,,,,,,3709000000.0,,,,,,10698000000.0,,164000000.0,,,,,56210000000.0,,15905000000.0,119411000000.0,2305000000.0,31569000000.0,,93624000000.0,1892000000.0,-126000000.0,,,,,,,,211000000.0,,,,,0.95,,8724000000.0,-347000000.0,-1859000000.0,4487000000.0,,,,,,,,,,,0.0,,63105000000.0,,,,4046000000.0,,,,,,2414600000.0,4041000000.0,,-445000000.0,,9429000000.0,6614000000.0,27356000000.0,,,1046000000.0,,25787000000.0,4214000000.0,,,,,28854000000.0,,,2738000000.0,,,16012000000.0,,,411000000.0,,13913000000.0,,-624000000.0,,-1742000000.0,,2815000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1341014400,,2985000000.0,,15577000000.0,557000000.0,2733000000.0,2706000000.0,,,,,,,,,,,,,11457000000.0,2441200000.0,2285000000.0,,,,,,4610000000.0,-266000000.0,10487000000.0,,,,,29831000000.0,1.12,,,,,,,,13754000000.0,,210000000.0,,6420000000.0,,,,,,,-20000000.0,,,,,,,,,,,1194000000.0,,,,,,,,4041000000.0,,,,,,8878000000.0,,183000000.0,,,,,54251000000.0,,16220000000.0,118492000000.0,2706000000.0,30735000000.0,,92370000000.0,2271000000.0,93000000.0,,,,,,,,-266000000.0,,,,,1.11,,9215000000.0,460000000.0,-176000000.0,4585000000.0,,,,,,,,,,,0.0,,64130000000.0,,,,4592000000.0,,,,,,2420700000.0,4598000000.0,,-723000000.0,,9931000000.0,6743000000.0,24920000000.0,,,-195000000.0,,26122000000.0,4350000000.0,,,,,29331000000.0,,-43000000.0,3215000000.0,,,15584000000.0,,,482000000.0,,14541000000.0,,-714000000.0,,-1672000000.0,,3188000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1348963200,,4066000000.0,,16332000000.0,-7000000.0,2476000000.0,2449000000.0,,,,,,,,,,,,,12251000000.0,2444500000.0,2191000000.0,,,,,,4575000000.0,,10519000000.0,,,,,30836000000.0,1.01,,,,,,,,15823000000.0,,11000000.0,,6845000000.0,,,,,,,0.0,,,,,,,,,,,1232000000.0,,,,,,,,4598000000.0,,,,,,5017000000.0,,178000000.0,,,,,54014000000.0,,16965000000.0,121219000000.0,2449000000.0,31088000000.0,,95071000000.0,3311000000.0,-26000000.0,,,,,,,,-36000000.0,,,,,1.0,,8784000000.0,364000000.0,560000000.0,4591000000.0,,,,,,,,,,,0.0,,67082000000.0,,,,4270000000.0,,,,,,2418500000.0,4591000000.0,,-1971000000.0,,9464000000.0,6437000000.0,21859000000.0,,,-159000000.0,,26148000000.0,4086000000.0,,,,,32155000000.0,,-1515000000.0,2860000000.0,,,16182000000.0,,,384000000.0,,14039000000.0,,-755000000.0,,-2117000000.0,,3027000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1356912000,,4627000000.0,-1819000000.0,1217000000.0,961000000.0,2082000000.0,2045000000.0,,-5675000000.0,,,124216000000.0,,7286000000.0,3.93,,13781000000.0,69093000000.0,-161000000.0,119000000.0,2450800000.0,2621000000.0,,4920000000.0,838000000.0,,2567000000.0,5087000000.0,,10051000000.0,24051000000.0,68184000000.0,,6744000000.0,31090000000.0,0.84,31090000000.0,737000000.0,414000000.0,7286000000.0,746000000.0,,10051000000.0,13781000000.0,9957000000.0,137000000.0,,6744000000.0,1001000000.0,5593000000.0,515000000.0,,57561000000.0,30946000000.0,0.0,16939000000.0,68184000000.0,,8119000000.0,,5552000000.0,14194000000.0,30331000000.0,2567000000.0,8119000000.0,1384000000.0,1001000000.0,3.89,-6675000000.0,5552000000.0,,16887000000.0,445000000.0,4591000000.0,,11511000000.0,-39000000.0,32772000000.0,5552000000.0,5945000000.0,,199000000.0,,-1239000000.0,,2070000000.0,54997000000.0,11243000000.0,135000000.0,124216000000.0,2045000000.0,30331000000.0,9957000000.0,96212000000.0,3652000000.0,-33000000.0,1217000000.0,,,2070000000.0,,-3068000000.0,135000000.0,-414000000.0,17290000000.0,32772000000.0,1625000000.0,-15833000000.0,0.83,,3090000000.0,348000000.0,2557000000.0,5593000000.0,,,68184000000.0,,28004000000.0,369000000.0,,-505000000.0,,,-39000000.0,2444900000.0,69093000000.0,838000000.0,-92000000.0,1843000000.0,3979000000.0,9505000000.0,,12513000000.0,,724000000.0,2420000000.0,5552000000.0,-704000000.0,-2536000000.0,,9981000000.0,7500000000.0,24051000000.0,71000000.0,96212000000.0,-178000000.0,9332000000.0,28004000000.0,4640000000.0,,38805000000.0,54997000000.0,1625000000.0,30946000000.0,-1111000000.0,-183000000.0,2430000000.0,,399000000.0,16939000000.0,3090000000.0,68184000000.0,348000000.0,2418100000.0,15068000000.0,9618000000.0,-975000000.0,-701000000.0,-1144000000.0,,2481000000.0,,9505000000.0,5945000000.0,-15833000000.0,11126000000.0,3709000000.0,27294000000.0,-6030000000.0,71000000.0,18756000000.0,-1741000000.0,,,,,,,,,,,,,,
1364688000,,1828000000.0,,15884000000.0,-846000000.0,2422000000.0,2398000000.0,,,,,,,,,,,,,12160000000.0,2473000000.0,2297000000.0,,,,,,4606000000.0,1215000000.0,10484000000.0,,,,,30900000000.0,0.98,,,,,,,,11610000000.0,17146000000.0,111000000.0,,7021000000.0,,,,,,,-6106000000.0,,,,6035000000.0,,6035000000.0,,,,,1194000000.0,,,,,,,,5552000000.0,,,,,,9334000000.0,,175000000.0,,,,,53863000000.0,,17146000000.0,121011000000.0,2398000000.0,29585000000.0,,94216000000.0,1178000000.0,-148000000.0,,,,,,,,1215000000.0,,,,,0.97,1226000000.0,3255000000.0,417000000.0,-2057000000.0,4875000000.0,,,,,,,,,,,0.0,,67029000000.0,,,,4208000000.0,,,,,,2441000000.0,4706000000.0,,696000000.0,,9600000000.0,6704000000.0,26369000000.0,,,-45000000.0,,26795000000.0,4218000000.0,,,,,27494000000.0,1699000000.0,,2839000000.0,,,16585000000.0,,,417000000.0,,14206000000.0,,-650000000.0,,-3340000000.0,,2896000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1372550400,,2517000000.0,,15441000000.0,-629000000.0,2548000000.0,2516000000.0,,,,,,,,,,,,,12090000000.0,2490000000.0,2439000000.0,,,,,,4780000000.0,-748000000.0,10792000000.0,,,,,30984000000.0,1.03,,,,,,,,11615000000.0,17412000000.0,174000000.0,,7263000000.0,,,,,,,6000000.0,,,,5250000000.0,,5250000000.0,,,,,1253000000.0,,,,,,,,4706000000.0,,,,,,7256000000.0,,175000000.0,,,,,51444000000.0,,17412000000.0,121072000000.0,2516000000.0,28999000000.0,,94227000000.0,1650000000.0,135000000.0,,,,,,,,-748000000.0,,,,,1.01,,3540000000.0,426000000.0,-932000000.0,5042000000.0,,,,,,,,,,,0.0,,69493000000.0,,,,4402000000.0,,,,,,2453000000.0,4077000000.0,,-640000000.0,,9924000000.0,6954000000.0,24388000000.0,,,-239000000.0,,26845000000.0,4388000000.0,,,,,27056000000.0,,-32000000.0,2974000000.0,,,16832000000.0,,,426000000.0,,14704000000.0,,-867000000.0,,-2519000000.0,,2970000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1380499200,,4379000000.0,,15484000000.0,2286000000.0,2264000000.0,2232000000.0,,,,,,,,,,,,,13077000000.0,2480000000.0,2419000000.0,,,,,,4910000000.0,,10502000000.0,,,,,31180000000.0,0.91,,,,,,,,11119000000.0,18537000000.0,161000000.0,,7516000000.0,,,,,,,0.0,,,,7339000000.0,,7339000000.0,,,,,1219000000.0,,,,,,,,4077000000.0,,,,,,7656000000.0,,170000000.0,,,,,52415000000.0,,0.0,124594000000.0,2232000000.0,28532000000.0,,95824000000.0,3450000000.0,-21000000.0,,,,,,,,-997000000.0,,,,,0.9,,3413000000.0,336000000.0,814000000.0,5079000000.0,,,,,,,,,,,0.0,,72047000000.0,,,,3989000000.0,,,,,,2442000000.0,6363000000.0,,-753000000.0,,9648000000.0,6977000000.0,25812000000.0,,,-8000000.0,,28770000000.0,4227000000.0,,,,,26603000000.0,,-10000000.0,2600000000.0,,,17575000000.0,,,336000000.0,,14558000000.0,,-929000000.0,,-1392000000.0,,2671000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1388448000,,4450000000.0,-443000000.0,1020000000.0,324000000.0,2058000000.0,2029000000.0,,-3352000000.0,,,126254000000.0,,6904000000.0,3.76,,11242000000.0,74343000000.0,-207000000.0,50000000.0,2469000000.0,2697000000.0,,4925000000.0,808000000.0,,2535000000.0,5312000000.0,,9902000000.0,26368000000.0,73431000000.0,,7267000000.0,31026000000.0,0.83,31026000000.0,564000000.0,,6904000000.0,730000000.0,,9902000000.0,11242000000.0,10748000000.0,80000000.0,,7267000000.0,1001000000.0,6148000000.0,502000000.0,,58831000000.0,25414000000.0,0.0,18197000000.0,73431000000.0,,9222000000.0,,6687000000.0,13174000000.0,27841000000.0,2535000000.0,9222000000.0,1259000000.0,1001000000.0,3.7,-8769000000.0,6687000000.0,,16343000000.0,526000000.0,6363000000.0,,10910000000.0,-22000000.0,35456000000.0,6687000000.0,6776000000.0,,163000000.0,,,,2459000000.0,51782000000.0,10735000000.0,108000000.0,126254000000.0,2029000000.0,27841000000.0,10748000000.0,95712000000.0,3325000000.0,-65000000.0,1020000000.0,,,2459000000.0,,-3571000000.0,108000000.0,-2400000000.0,17609000000.0,35456000000.0,1443000000.0,-17259000000.0,0.82,,3392000000.0,264000000.0,2243000000.0,6148000000.0,,,73431000000.0,,30542000000.0,-411000000.0,,-2930000000.0,,,-22000000.0,2479000000.0,74343000000.0,808000000.0,-99000000.0,1135000000.0,3744000000.0,9175000000.0,,50000000.0,,683000000.0,2432000000.0,6687000000.0,-2022000000.0,-2655000000.0,,10051000000.0,7678000000.0,26368000000.0,70000000.0,95712000000.0,85000000.0,9852000000.0,30542000000.0,4776000000.0,,39223000000.0,51782000000.0,1443000000.0,25414000000.0,,-52000000.0,2322000000.0,,68000000.0,18197000000.0,3392000000.0,73431000000.0,264000000.0,2441000000.0,15363000000.0,9292000000.0,-1125000000.0,-653000000.0,-1518000000.0,,2373000000.0,,9175000000.0,6776000000.0,-17259000000.0,9603000000.0,5552000000.0,28313000000.0,-6100000000.0,70000000.0,19608000000.0,-94000000.0,,,,,,,,,,,,,,
1396224000,,1341000000.0,,15034000000.0,483000000.0,2968000000.0,2941000000.0,,,,,,,,,,,,,13266000000.0,2479000000.0,2432000000.0,,,,,551000000.0,4723000000.0,10000000.0,10324000000.0,,,,,31098000000.0,1.21,,,,,,,,15202000000.0,18865000000.0,216000000.0,,7860000000.0,,,,,,,-6810000000.0,,,,7721000000.0,,7170000000.0,,,,,1220000000.0,,,,,,,,6687000000.0,,,,,,6009000000.0,,168000000.0,,,,,54996000000.0,,0.0,125332000000.0,2941000000.0,27403000000.0,,95644000000.0,682000000.0,-78000000.0,,,,,,,,,,,,,1.19,,3783000000.0,544000000.0,-2571000000.0,5485000000.0,,,,,,,,,,,0.0,,70210000000.0,,,,4900000000.0,,,,,,2440000000.0,7170000000.0,,2823000000.0,,9516000000.0,6027000000.0,24760000000.0,,,-910000000.0,,29688000000.0,4222000000.0,,,,,30236000000.0,,,3512000000.0,,,18278000000.0,,,544000000.0,,14239000000.0,,-659000000.0,,-3687000000.0,,3489000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1404086400,,3341000000.0,,14821000000.0,-373000000.0,2723000000.0,2555000000.0,,,,,,,,,,,,,2223000000.0,2471000000.0,2178000000.0,,,,,538000000.0,4378000000.0,,9371000000.0,,,,,29769000000.0,1.05,,,,,,,,12874000000.0,19392000000.0,185000000.0,,6880000000.0,,,,,,,,,,,7335000000.0,,6797000000.0,,,,,1175000000.0,,,,,,,,7170000000.0,,,,,,7556000000.0,,166000000.0,,,,,55251000000.0,,0.0,125768000000.0,2555000000.0,25200000000.0,,90795000000.0,2379000000.0,-25000000.0,,,,,,,,-1870000000.0,,,,,1.03,,3515000000.0,424000000.0,-252000000.0,4991000000.0,,,,,,,,,,,0.0,,70387000000.0,,,,4488000000.0,,,,,,2436000000.0,6797000000.0,,-1078000000.0,,9571000000.0,6387000000.0,27556000000.0,,,-164000000.0,,34973000000.0,3826000000.0,,,,,27695000000.0,,114000000.0,3147000000.0,,,16434000000.0,,,424000000.0,,13949000000.0,,-962000000.0,,-2638000000.0,,3184000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1412035200,,4011000000.0,,14667000000.0,2844000000.0,3102000000.0,3223000000.0,,,,,,,,,,,,,2572000000.0,2460000000.0,2161000000.0,,,,,786000000.0,4421000000.0,,8857000000.0,,,,,29374000000.0,1.33,,,,,,,,12670000000.0,18740000000.0,938000000.0,,6512000000.0,,,,,,,,,,,10427000000.0,,9641000000.0,,,,,1167000000.0,,,,,,,,6797000000.0,,,,,,6937000000.0,,182000000.0,,,,,53953000000.0,,0.0,125377000000.0,3223000000.0,24570000000.0,,88589000000.0,3012000000.0,-38000000.0,,,,,,,,-756000000.0,,,,,1.31,,2755000000.0,430000000.0,490000000.0,4520000000.0,,,,,,,,,,,0.0,,71338000000.0,,,,4881000000.0,,,,,,2422000000.0,9641000000.0,,54000000.0,,8879000000.0,6140000000.0,26616000000.0,,,-287000000.0,,36788000000.0,3565000000.0,,,,,27337000000.0,,-2000000.0,3532000000.0,,,15905000000.0,,,430000000.0,,13300000000.0,,-999000000.0,,-1080000000.0,,2739000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
