,annualChangeInCashSupplementalAsReported,annualGrossPPE,quarterlyOtherCurrentAssets,trailingChangeInCashSupplementalAsReported,annualBeginningCashPosition,annualOtherNonCurrentLiabilities,quarterlyBasicEPS,quarterlyBasicAverageShares,annualInterestExpense,annualNetIncomeCommonStockholders,quarterlySaleOfInvestment,annualCapitalExpenditure,annualTotalNonCurrentAssets,annualSellingGeneralAndAdministration,trailingCapitalExpenditure,quarterlyCashAndCashEquivalents,quarterlyAccountsPayable,annualCapitalStock,quarterlyCapitalStock,annualOtherIncomeExpense,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,annualRepaymentOfDebt,quarterlyStockholdersEquity,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyRepaymentOfDebt,trailingNetIncomeCommonStockholders,trailingInterestExpense,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,quarterlyNetOtherInvestingChanges,annualNetOtherFinancingCharges,quarterlyNetPPE,trailingTaxProvision,quarterlyCommonStockIssuance,quarterlyTaxProvision,annualPurchaseOfBusiness,annualOtherNonCashItems,quarterlyOtherNonCashItems,annualCurrentDebt,annualInventory,quarterlyPretaxIncome,quarterlyCurrentLiabilities,trailingSellingGeneralAndAdministration,quarterlyCurrentAssets,annualFreeCashFlow,quarterlyPurchaseOfBusiness,quarterlyRetainedEarnings,quarterlyOtherCurrentLiabilities,trailingNetIncomeContinuousOperations,annualNetIncomeContinuousOperations,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,quarterlyCapitalExpenditure,trailingBeginningCashPosition,annualTotalLiabilitiesNetMinorityInterest,quarterlyOperatingCashFlow,trailingCashDividendsPaid,annualNonCurrentDeferredTaxesLiabilities,trailingFreeCashFlow,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyTotalNonCurrentAssets,annualRetainedEarnings,annualGoodwill,trailingNetIncome,quarterlyTotalAssets,annualNonCurrentDeferredRevenue,annualNetIncome,quarterlyFreeCashFlow,trailingPurchaseOfInvestment,annualPretaxIncome,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,trailingNetOtherInvestingChanges,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,annualCashDividendsPaid,annualDilutedAverageShares,quarterlyDepreciationAndAmortization,quarterlyAccountsReceivable,annualInvestingCashFlow,annualCommonStockIssuance,annualOtherShortTermInvestments,quarterlyNetIncome,trailingInvestingCashFlow,annualAccountsPayable,annualOperatingIncome,quarterlyInvestmentsAndAdvances,annualBasicAverageShares,annualOtherCurrentAssets,annualTotalRevenue,annualAccountsReceivable,quarterlyDilutedEPS,quarterlyLongTermDebt,trailingTotalRevenue,quarterlySellingGeneralAndAdministration,annualDilutedEPS,annualPurchaseOfInvestment,annualLongTermDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,annualStockholdersEquity,annualTaxProvision,annualTotalAssets,quarterlyNetIncomeContinuousOperations,quarterlyGoodwill,trailingSaleOfInvestment,annualDepreciationAndAmortization,quarterlyEndCashPosition,quarterlyInventory,quarterlyPurchaseOfInvestment,quarterlyInvestingCashFlow,annualCurrentLiabilities,quarterlyDilutedAverageShares,quarterlyOtherIncomeExpense,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,annualInvestmentsAndAdvances,quarterlyNetIncomeCommonStockholders,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualSaleOfInvestment,quarterlyCashDividendsPaid,trailingEndCashPosition,annualOtherNonCurrentAssets,annualOtherIntangibleAssets,annualNetPPE,quarterlyOtherIntangibleAssets,trailingOtherIncomeExpense,annualOperatingCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,annualCurrentAssets,quarterlyOtherNonCurrentAssets,annualBasicEPS,annualCashAndCashEquivalents,trailingPretaxIncome,annualNetOtherInvestingChanges,annualCashCashEquivalentsAndMarketableSecurities,annualCurrentDeferredRevenue,annualChangeInAccountPayable,quarterlyRepurchaseOfCapitalStock,trailingChangesInAccountReceivables,trailingResearchAndDevelopment,quarterlyCurrentAccruedExpenses,trailingCommonStockIssuance,annualCostOfRevenue,trailingChangeInAccountPayable,annualResearchAndDevelopment,annualGrossProfit,annualStockBasedCompensation,trailingCashFlowFromContinuingFinancingActivities,annualDeferredIncomeTax,quarterlyChangeInInventory,trailingOtherNonCashItems,trailingPurchaseOfBusiness,trailingRepurchaseOfCapitalStock,annualIncomeTaxPayable,quarterlyStockBasedCompensation,trailingStockBasedCompensation,trailingGrossProfit,trailingDilutedEPS,annualCashFlowFromContinuingFinancingActivities,annualGainsLossesNotAffectingRetainedEarnings,annualRepurchaseOfCapitalStock,annualChangeInInventory,trailingBasicEPS,quarterlyEbitda,quarterlyIncomeTaxPayable,trailingOperatingExpense,annualChangesInAccountReceivables,trailingDilutedAverageShares,trailingDepreciationAndAmortization,trailingChangeInInventory,trailingCostOfRevenue,quarterlyGrossProfit,trailingDeferredIncomeTax,quarterlyCostOfRevenue,annualCurrentAccruedExpenses,quarterlyChangesInAccountReceivables,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCashFlowFromContinuingFinancingActivities,trailingChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyResearchAndDevelopment,trailingOperatingCashFlow,annualOperatingExpense,trailingBasicAverageShares,trailingOperatingIncome,quarterlyCurrentDeferredRevenue,quarterlyChangeInAccountPayable,quarterlyAccumulatedDepreciation,annualEbitda,annualAccumulatedDepreciation,quarterlyOperatingExpense
1483142400,34227000000.0,36147000000.0,0.0,,333325000000.0,3114451000000.0,,,52937000000.0,62394000000.0,475717000000.0,-16624000000.0,4939917000000.0,129997000000.0,,667133000000.0,60430000000.0,18280000000.0,18280000000.0,43719000000.0,,253025000000.0,-848513000000.0,383449000000.0,11274000000.0,-235513000000.0,,,,0.0,6229000000.0,-23880000000.0,36147000000.0,,-567000000.0,4278000000.0,-17761000000.0,-35490000000.0,,56904000000.0,,11833000000.0,250876000000.0,,636986000000.0,211197000000.0,1845000000.0,175932000000.0,0.0,,72368000000.0,58821000000.0,,-4012000000.0,,5090442000000.0,244846000000.0,,11274000000.0,,36147000000.0,11338000000.0,144900000000.0,4939917000000.0,175932000000.0,20639000000.0,,5576903000000.0,58821000000.0,62394000000.0,240834000000.0,,94411000000.0,72716000000.0,537241000000.0,,114527000000.0,3114451000000.0,-23338000000.0,17877936963.0,,915341000000.0,-330616000000.0,14153000000.0,537241000000.0,5886000000.0,,60430000000.0,93368000000.0,1758709000000.0,17826857143.0,0.0,638707000000.0,915341000000.0,,492806000000.0,,37135000000.0,3.49,-3266503000000.0,492806000000.0,4839566000000.0,367552000000.0,383449000000.0,22043000000.0,5576903000000.0,7555000000.0,20639000000.0,,4782000000.0,367552000000.0,,-613197000000.0,-136355000000.0,250876000000.0,,11167000000.0,13134000000.0,-5849000000.0,1204374000000.0,56904000000.0,1758709000000.0,5886000000.0,4839566000000.0,2975281000000.0,-639000000.0,,2888585000000.0,36550000000.0,36147000000.0,36550000000.0,,227821000000.0,5090442000000.0,636986000000.0,2888585000000.0,3.5,667133000000.0,,7179000000.0,1204374000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490918400,,,0.0,,,,1.29,17870542636.0,,,664375000000.0,,,,,610896000000.0,62635000000.0,,18280000000.0,,,367552000000.0,,411477000000.0,13823000000.0,-339495000000.0,,,,,1071000000.0,,35948000000.0,,2390000000.0,6988000000.0,,,,,,32728000000.0,261092000000.0,,610838000000.0,,-1822000000.0,198958000000.0,0.0,,,25232000000.0,,-2802000000.0,,,-41685000000.0,,,,35948000000.0,32659000000.0,247781000000.0,5162480000000.0,,,,5773318000000.0,,,-44487000000.0,,,,594634000000.0,,-85049000000.0,4400415000000.0,,,,995406000000.0,,,,23053000000.0,,,,1850811000000.0,,,,,1.29,566301000000.0,,29952000000.0,,,,4993701000000.0,,,,,25740000000.0,20268000000.0,,,282503000000.0,,-748212000000.0,-93117000000.0,,17870542636.0,10234000000.0,15837000000.0,-9196000000.0,1205530000000.0,58444000000.0,,23053000000.0,,,-4258000000.0,,,,,36565000000.0,,,5254793000000.0,,3012243000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498780800,,,0.0,,,,,,,,357638000000.0,,,,,621870000000.0,58926000000.0,,18280000000.0,,,282503000000.0,,425780000000.0,16637000000.0,-272806000000.0,,,,,-346000000.0,,38472000000.0,,-2027000000.0,9467000000.0,,,,,,32820000000.0,231816000000.0,,636584000000.0,,149000000.0,208468000000.0,0.0,,,24989000000.0,,-5881000000.0,,,27710000000.0,,,,38472000000.0,32847000000.0,180219000000.0,5342104000000.0,,,,5978688000000.0,,,21829000000.0,,,,673339000000.0,,-56573000000.0,3276950000000.0,,,,1047279000000.0,,,,20374000000.0,,,,2031790000000.0,,,,,,634529000000.0,,32428000000.0,,,,5214174000000.0,,,,,23353000000.0,20321000000.0,,,225930000000.0,,-495304000000.0,-146877000000.0,,,10033000000.0,17620000000.0,47623000000.0,1295209000000.0,70657000000.0,,20374000000.0,,,-4249000000.0,,,,,33351000000.0,,,5445990000000.0,,3043128000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506729600,,,0.0,,,,1.29,17744961240.0,,,537753000000.0,,,,,622203000000.0,57825000000.0,,18280000000.0,,,225930000000.0,,448280000000.0,19209000000.0,-263216000000.0,,,,,301000000.0,,39700000000.0,,338000000.0,8884000000.0,,,,,,35010000000.0,273345000000.0,,635393000000.0,,0.0,222200000000.0,0.0,,,25938000000.0,,-3064000000.0,,,21796000000.0,,,,39700000000.0,35026000000.0,182618000000.0,5533123000000.0,,,,6168516000000.0,,,18732000000.0,,,,733438000000.0,,17101000000.0,3339926000000.0,,,,1053601000000.0,,,,22891000000.0,,,,2139772000000.0,,,,,1.28,703360000000.0,,33176000000.0,,,,5336231000000.0,,,,,26126000000.0,20267000000.0,,,243031000000.0,,-571889000000.0,-40548000000.0,,17883593750.0,12350000000.0,18806000000.0,-3387000000.0,1355641000000.0,75897000000.0,,22891000000.0,,,-22249000000.0,,,,,33084000000.0,,,5609576000000.0,,3092310000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514678400,-58888000000.0,43037000000.0,0.0,,367552000000.0,3510042000000.0,,,72501000000.0,89088000000.0,564207000000.0,-19257000000.0,5800853000000.0,139688000000.0,,628814000000.0,60064000000.0,18280000000.0,18280000000.0,44783000000.0,,243031000000.0,-1147255000000.0,473351000000.0,25891000000.0,-271738000000.0,,,,0.0,-41000000.0,61545000000.0,43037000000.0,,4894000000.0,9423000000.0,-7755000000.0,-32416000000.0,,90310000000.0,,34182000000.0,280929000000.0,,692222000000.0,102026000000.0,-6082000000.0,236863000000.0,0.0,,99978000000.0,59485000000.0,,-7510000000.0,,5905158000000.0,113462000000.0,,25891000000.0,,43037000000.0,34226000000.0,210752000000.0,5800853000000.0,236863000000.0,20507000000.0,,6493075000000.0,59485000000.0,89088000000.0,105952000000.0,,134740000000.0,-81978000000.0,775098000000.0,,65633000000.0,3510042000000.0,-35303000000.0,17853306613.0,,1100465000000.0,-354767000000.0,,775098000000.0,22770000000.0,,60064000000.0,,2262515000000.0,17853306613.0,0.0,821370000000.0,1100465000000.0,,719124000000.0,,44132000000.0,4.99,-2435128000000.0,719124000000.0,5624229000000.0,308664000000.0,473351000000.0,34762000000.0,6493075000000.0,24759000000.0,20507000000.0,,5598000000.0,308664000000.0,,-619723000000.0,-74225000000.0,280929000000.0,,12166000000.0,20238000000.0,26505000000.0,1403912000000.0,90310000000.0,2262515000000.0,22770000000.0,5624229000000.0,2123973000000.0,-4547000000.0,,3185459000000.0,33428000000.0,43037000000.0,33428000000.0,,121283000000.0,5905158000000.0,692222000000.0,3185459000000.0,4.99,628814000000.0,,985000000.0,1403912000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522454400,,,,,,,1.44,17848611111.0,,,431535000000.0,,,,,588963000000.0,63918000000.0,,18280000000.0,,,308664000000.0,,501898000000.0,22917000000.0,-263389000000.0,,,,,1503000000.0,,42592000000.0,,,10633000000.0,,,,,,39584000000.0,,,,,-535000000.0,296536000000.0,,,,23012000000.0,,-1305000000.0,,,,,,,42592000000.0,,293312000000.0,,,,,6725766000000.0,,,138562000000.0,,,,,,53770000000.0,,,,,306245000000.0,,,,25702000000.0,,,,833658000000.0,,,,,1.44,754003000000.0,,30723000000.0,,,,,,,,,28951000000.0,20530000000.0,,,362434000000.0,,-503806000000.0,-82520000000.0,,17848611111.0,10850000000.0,22004000000.0,-28916000000.0,588963000000.0,96935000000.0,,25702000000.0,,,-4863000000.0,,,,,34895000000.0,,,6108353000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530316800,,,,,,,,,,,426447000000.0,,,,,613749000000.0,66388000000.0,,18280000000.0,,,362434000000.0,,516052000000.0,21084000000.0,-286638000000.0,,,,,2361000000.0,,42800000000.0,,,11360000000.0,,,,,,47179000000.0,,,,,-866000000.0,306654000000.0,,,,22285000000.0,,-1356000000.0,,,,,,,42800000000.0,,207247000000.0,,,,,6851431000000.0,,,20384000000.0,,,,,,8666000000.0,,,,,313400000000.0,,,,32393000000.0,,,,922867000000.0,,,,,,788033000000.0,,33551000000.0,,,,,,,,,35819000000.0,20513000000.0,,,371100000000.0,,-402058000000.0,18759000000.0,,,12559000000.0,22194000000.0,-19056000000.0,613749000000.0,100557000000.0,,32393000000.0,,,-17154000000.0,,,,,34351000000.0,,,6216339000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538265600,,,,,,,1.19,17900840336.0,,,348366000000.0,,,,,587509000000.0,67098000000.0,,18280000000.0,,,371100000000.0,,527987000000.0,22191000000.0,-269439000000.0,,,,,5000000.0,,43729000000.0,,,10929000000.0,,,,,,35648000000.0,,,,,35000000.0,316515000000.0,,,,21661000000.0,,-2413000000.0,,,,,,,43729000000.0,,200013000000.0,,,,,6910935000000.0,,,13575000000.0,,,,,,-84547000000.0,,,,,297231000000.0,,,,21302000000.0,,,,938056000000.0,,,,,1.19,781324000000.0,,39259000000.0,,,,,,,,,24719000000.0,20543000000.0,,,286553000000.0,,-387546000000.0,-45749000000.0,,17900840336.0,12886000000.0,22084000000.0,11402000000.0,587509000000.0,93802000000.0,,21302000000.0,,,-28697000000.0,,,,,28747000000.0,,,6260499000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546214400,-640000000.0,45371000000.0,,,308664000000.0,,,,86931000000.0,107404000000.0,293952000000.0,-10663000000.0,,147697000000.0,,548493000000.0,72045000000.0,18280000000.0,18280000000.0,138103000000.0,,286553000000.0,-986646000000.0,556508000000.0,18476000000.0,-167180000000.0,,,,,-955000000.0,51591000000.0,45371000000.0,,,9777000000.0,-184000000.0,1684000000.0,,93627000000.0,,40740000000.0,,,,195597000000.0,1182000000.0,334182000000.0,,,120452000000.0,47227000000.0,,-5589000000.0,,6459317000000.0,,,18476000000.0,,45371000000.0,,189742000000.0,,334182000000.0,20520000000.0,,7142960000000.0,47227000000.0,107404000000.0,23076000000.0,,163151000000.0,-42894000000.0,,,21471000000.0,,-58578000000.0,17870881864.0,,280516000000.0,-240426000000.0,,,28007000000.0,,72045000000.0,,1001745000000.0,17841196013.0,,890314000000.0,280516000000.0,,879306000000.0,,44164000000.0,6.01,-1711291000000.0,879306000000.0,,308024000000.0,556508000000.0,42699000000.0,7142960000000.0,30963000000.0,20520000000.0,,6823000000.0,308024000000.0,,-417881000000.0,-130916000000.0,,,101808000000.0,20649000000.0,88161000000.0,548493000000.0,93627000000.0,1001745000000.0,28007000000.0,,1500300000000.0,-7864000000.0,,,29383000000.0,45371000000.0,29383000000.0,,206260000000.0,6459317000000.0,,,6.02,548493000000.0,,2914000000.0,548493000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1553990400,,,,,,,2.55,17849803922.0,,,387112000000.0,,,,,547452000000.0,75842000000.0,,18280000000.0,,,308024000000.0,,599079000000.0,24157000000.0,-99332000000.0,,,,,521000000.0,,63098000000.0,,,13936000000.0,,,,,,63260000000.0,,,,,-385000000.0,379587000000.0,,,,18681000000.0,,-1463000000.0,,,,,,,63098000000.0,,354335000000.0,,,,,7412152000000.0,,,158611000000.0,,,,,,62048000000.0,,,,,295136000000.0,,,,45517000000.0,,,,1030427000000.0,,,,,2.55,874343000000.0,,40759000000.0,,,,,,,,,49324000000.0,20533000000.0,,,370072000000.0,,-414077000000.0,-36865000000.0,,17849803922.0,38927000000.0,21476000000.0,-68161000000.0,547452000000.0,108868000000.0,,45517000000.0,,,-5620000000.0,,,,,29305000000.0,,,6677859000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561852800,,,,,,,,,,,375902000000.0,,,,,589783000000.0,74199000000.0,,18280000000.0,,,370072000000.0,,625327000000.0,25630000000.0,-153271000000.0,,,,,709000000.0,,61326000000.0,,,-3435000000.0,,,,,,52979000000.0,,,,,371000000.0,411174000000.0,,,,17132000000.0,,-2725000000.0,,,,,,,61326000000.0,,232401000000.0,,,,,7562398000000.0,,,19054000000.0,,,,,,-68297000000.0,,,,,315873000000.0,,,,52159000000.0,,,,1049607000000.0,,,,,,934513000000.0,,40251000000.0,,,,,,,,,56414000000.0,20724000000.0,,,301775000000.0,,-455588000000.0,-86091000000.0,,,39406000000.0,21351000000.0,-28311000000.0,589783000000.0,101118000000.0,,52159000000.0,,,-33583000000.0,,,,,28632000000.0,,,6798426000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1569801600,,,,41374000000.0,,,1.8,17717222222.0,,,494135000000.0,,,,-12571000000.0,551658000000.0,76489000000.0,,18280000000.0,,-627211000000.0,301775000000.0,,641197000000.0,24044000000.0,-207428000000.0,157574000000.0,85313000000.0,-13754000000.0,,-21097000000.0,,61818000000.0,28930000000.0,,8652000000.0,,,,,,44662000000.0,,167650000000.0,,,,429297000000.0,,172711000000.0,,17551000000.0,,-2794000000.0,286553000000.0,,,-73793000000.0,,365816000000.0,61818000000.0,,227841000000.0,,,,157574000000.0,7786963000000.0,,,146241000000.0,-1878325000000.0,,,,1375000000.0,26152000000.0,,,,,316680000000.0,,,,31891000000.0,-357570000000.0,,,1124958000000.0,,,,,1.79,900847000000.0,1013999000000.0,42476000000.0,,,,,,,,,36010000000.0,20657000000.0,1551101000000.0,,327927000000.0,,-571945000000.0,-84864000000.0,,17816201117.0,39751000000.0,21837000000.0,-5443000000.0,551658000000.0,108744000000.0,,31891000000.0,,,-26726000000.0,325057000000.0,,,,28254000000.0,153016000000.0,,6992235000000.0,,,,,201641000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
