,trailingNetIncomeCommonStockholders,annualOtherNonCurrentLiabilities,quarterlyStockholdersEquity,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,quarterlyNetOtherInvestingChanges,quarterlyChangesInAccountReceivables,annualCashCashEquivalentsAndMarketableSecurities,annualChangeInCashSupplementalAsReported,quarterlyOperatingExpense,trailingGrossProfit,annualRepaymentOfDebt,quarterlyDilutedEPS,quarterlyCurrentDeferredRevenue,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingOtherIncomeExpense,annualBeginningCashPosition,quarterlyRepaymentOfDebt,quarterlySaleOfInvestment,annualCashFlowFromContinuingFinancingActivities,trailingCashFlowFromContinuingFinancingActivities,annualSellingGeneralAndAdministration,quarterlyOtherCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,annualOtherIncomeExpense,quarterlyBeginningCashPosition,annualGrossPPE,annualTotalNonCurrentAssets,trailingRepaymentOfDebt,annualDilutedAverageShares,trailingCapitalExpenditure,trailingChangeInCashSupplementalAsReported,quarterlyCapitalStock,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,annualNetIncomeContinuousOperations,annualPurchaseOfBusiness,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyBasicAverageShares,trailingNetOtherFinancingCharges,trailingPurchaseOfBusiness,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,quarterlyTotalRevenue,annualNetOtherFinancingCharges,quarterlyOperatingIncome,annualStockBasedCompensation,annualBasicAverageShares,annualCapitalExpenditure,trailingOtherNonCashItems,quarterlyAccumulatedDepreciation,annualCurrentDeferredRevenue,annualOperatingExpense,trailingSellingGeneralAndAdministration,annualCapitalStock,annualTotalRevenue,quarterlyOtherNonCashItems,trailingCostOfRevenue,annualChangesInAccountReceivables,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,trailingBeginningCashPosition,trailingFreeCashFlow,annualInterestExpense,trailingCashDividendsPaid,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyCurrentAssets,annualAccumulatedDepreciation,trailingNetIncome,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyPurchaseOfBusiness,annualGrossProfit,quarterlyRepurchaseOfCapitalStock,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyResearchAndDevelopment,trailingOperatingExpense,trailingNetIncomeContinuousOperations,annualChangeInWorkingCapital,annualResearchAndDevelopment,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyFreeCashFlow,quarterlyOtherShortTermInvestments,trailingNetOtherInvestingChanges,annualNetOtherInvestingChanges,quarterlyCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,annualTotalLiabilitiesNetMinorityInterest,annualCommonStockIssuance,annualFreeCashFlow,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,trailingPretaxIncome,annualNetIncome,annualRetainedEarnings,trailingChangeInWorkingCapital,quarterlyLongTermDebt,annualPurchaseOfInvestment,annualGainsLossesNotAffectingRetainedEarnings,annualOtherCurrentAssets,quarterlyBasicEPS,annualCostOfRevenue,trailingOperatingIncome,annualLongTermDebt,annualCashDividendsPaid,quarterlyOtherNonCurrentLiabilities,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,quarterlyNetIncomeContinuousOperations,annualPretaxIncome,annualInvestingCashFlow,annualEndCashPosition,annualCurrentDebt,trailingCommonStockIssuance,annualTaxProvision,annualTotalAssets,trailingTaxProvision,trailingEndCashPosition,quarterlyDepreciationAndAmortization,annualNonCurrentDeferredRevenue,annualOperatingIncome,trailingInvestingCashFlow,annualAccountsPayable,annualOtherNonCashItems,annualDilutedEPS,quarterlyCurrentDebt,annualCashAndCashEquivalents,annualStockholdersEquity,quarterlyPurchaseOfInvestment,quarterlyNetOtherFinancingCharges,quarterlyInterestExpense,annualInvestmentsAndAdvances,annualDepreciationAndAmortization,annualSaleOfInvestment,quarterlyInvestingCashFlow,quarterlyGrossProfit,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyChangeInAccountPayable,annualCurrentAccruedExpenses,quarterlyNetIncome,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,trailingOperatingCashFlow,annualCurrentAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualBasicEPS,quarterlyDilutedAverageShares,annualOtherShortTermInvestments,quarterlyCashDividendsPaid,annualNetPPE,annualCurrentLiabilities,annualRepurchaseOfCapitalStock,annualOtherNonCurrentAssets,annualEbitda,annualOperatingCashFlow,quarterlyOtherIntangibleAssets,annualChangeInInventory,trailingInterestExpense,annualGoodwill,trailingDilutedAverageShares,trailingBasicEPS,quarterlyDeferredIncomeTax,annualIncomeTaxPayable,trailingChangeInAccountPayable,annualDeferredIncomeTax,trailingDeferredIncomeTax,quarterlyGoodwill,quarterlyChangeInInventory,trailingStockBasedCompensation,quarterlyAccountsReceivable,trailingBasicAverageShares,trailingChangeInInventory,trailingResearchAndDevelopment,annualAccountsReceivable,quarterlyNonCurrentDeferredTaxesLiabilities,trailingSaleOfInvestment,quarterlyIncomeTaxPayable,trailingRepurchaseOfCapitalStock,annualInventory,trailingChangesInAccountReceivables,quarterlyInventory,annualNonCurrentDeferredTaxesLiabilities,trailingPurchaseOfInvestment,trailingDilutedEPS,annualOtherIntangibleAssets
915062400,,,2339453000.0,68560000.0,,-61779000.0,-1900000.0,16386000.0,5702000.0,343891000.0,,-8475000.0,,,16386000.0,16386000.0,,3188000.0,544825000.0,,433702000.0,,7674000.0,,,48948000.0,4000000.0,9500000.0,4033994000.0,,,50043796.0,,,822000.0,,-185938000.0,94434000.0,,59602000.0,,,,,21762000.0,116084000.0,-162300000.0,-227807000.0,,49323741.0,-718338000.0,,-143135000.0,,211791000.0,,822000.0,352884000.0,-14691000.0,,-2400000.0,-598000.0,70329000.0,,,54003000.0,,4033994000.0,,,-143135000.0,,-80339000.0,,,,,,3890859000.0,-196283000.0,,,,,40762000.0,,,101471000.0,-115609000.0,,,-18479000.0,,,19400000.0,1658538000.0,160771000.0,-527109000.0,4030204000.0,,,94434000.0,-80339000.0,,1484371000.0,-437000.0,,,,,,1484371000.0,-114394000.0,,2174000.0,,31734000.0,,-619229000.0,8890000.0,329000000.0,,,4030204000.0,,,31524000.0,,141093000.0,,48948000.0,-24191000.0,1.37,329000000.0,16386000.0,2339453000.0,,-155700000.0,18303000.0,17211000.0,80224000.0,,-130529000.0,,,8890000.0,22160000.0,13000000.0,19400000.0,31734000.0,17211000.0,,1658538000.0,,,,23000000.0,1.39,,,-43194000.0,3890859000.0,,,,221317000.0,191229000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922838400,,,2324500000.0,,,4900000.0,-2500000.0,,,-70500000.0,,,0.15,,,,,,-800000.0,,,,,,,,,8900000.0,,,,,,,,,-127600000.0,,,81300000.0,66000000.0,,,,17400000.0,126100000.0,,196600000.0,,,,,,,,,,,-14100000.0,,,9700000.0,51100000.0,,,,,3981800000.0,,,,,-103200000.0,,,,,,3981800000.0,224600000.0,,,,,,,,7400000.0,-76500000.0,,,,,,12500000.0,,,,4134000000.0,,,,,,1279500000.0,,,,0.15,,,,,,2400000.0,,19800000.0,,,,,,,,,,28000000.0,,,,,,,323000000.0,,,,-1000000.0,16300000.0,,,,-122700000.0,,-11400000.0,,9900000.0,11200000.0,,19800000.0,,,1777900000.0,,,,,,66000000.0,,-43300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930700800,,,2335100000.0,,,105600000.0,5300000.0,,,-69800000.0,,,0.37,,,,,,-233700000.0,,,,,,,,,,,,,,,,,,-137500000.0,,,-33900000.0,65675676.0,,,,-200000.0,125600000.0,,195400000.0,,,,,,,,,,,500000.0,,,-4000000.0,61900000.0,,,,,3989600000.0,,,,,-112300000.0,,,,,,3989600000.0,222800000.0,,,,,,,,18000000.0,-75600000.0,,,,,,24200000.0,,,,4134800000.0,,,,,,1278700000.0,,,,0.37,,,,,,2400000.0,,34200000.0,,,,,,,,,,27400000.0,,,,,,,316500000.0,,,,-1800000.0,18600000.0,,,,-31900000.0,,100000.0,,24300000.0,-5400000.0,,34200000.0,,,1768200000.0,,,,,,65675676.0,,-42700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938649600,,,2346000000.0,,,33800000.0,-6400000.0,,,-74300000.0,,,0.52,,,,,,-193900000.0,,,,,,,,,14600000.0,,,,,,,700000.0,,-121000000.0,,,43800000.0,65769231.0,,,,-15600000.0,140900000.0,,215200000.0,,,,,,,,,,,-19200000.0,,,-5500000.0,37700000.0,,,,,4046500000.0,,,,,-110800000.0,,,,,,4046500000.0,243700000.0,,,,,,,,10100000.0,-83300000.0,,,,,,15100000.0,,,,4216000000.0,,,,,,1426800000.0,,,,0.52,,,,,,2300000.0,,44100000.0,,,,,,,,,,28500000.0,,,,,,,247000000.0,,,,-2400000.0,19600000.0,,,,-87200000.0,,6900000.0,9000000.0,34200000.0,-1400000.0,,44100000.0,,,1833600000.0,,,,,,65769231.0,,-42500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946598400,,,2370285000.0,132497000.0,,-148276000.0,3000000.0,16422000.0,-1269000.0,527616000.0,,-7588000.0,,,16422000.0,16422000.0,,8890000.0,420812000.0,,13284000.0,,9502000.0,,,18908000.0,,9000000.0,4248285000.0,,,66248500.0,,,841000.0,,-130161000.0,172276000.0,,-77916000.0,,,,,20000000.0,112044000.0,18755000.0,-415572000.0,,65592574.0,-516261000.0,,-206962000.0,,312916000.0,,841000.0,504544000.0,-24733000.0,,-600000.0,-1469000.0,99366000.0,,,74699000.0,,4248285000.0,,,-206962000.0,,-69507000.0,,,,,,4041323000.0,-385749000.0,,,,,21600000.0,,,17775000.0,-30795000.0,,,-3976000.0,,,28100000.0,1749000000.0,53275000.0,-266195000.0,4154662000.0,,,172276000.0,-69507000.0,,1415047000.0,0.0,,,,,,1415047000.0,-175758000.0,,2402000.0,,74276000.0,,-264619000.0,7621000.0,178600000.0,,,4154662000.0,,,29823000.0,,191628000.0,,18908000.0,-57533000.0,2.0,178600000.0,16422000.0,2370285000.0,,23955000.0,20099000.0,10702000.0,113723000.0,,-22819000.0,,,7621000.0,64297000.0,7000000.0,28100000.0,74276000.0,10702000.0,,1749000000.0,,,,11400000.0,2.02,,,-47258000.0,4041323000.0,,,,305351000.0,250066000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954460800,,,2375792000.0,,,-1729000.0,-3518000.0,,,76934000.0,,,0.55,,17544000.0,17544000.0,,,-877000.0,,,,,,,17145000.0,,7621000.0,,,,,,,843000.0,,-72392000.0,,,-15056000.0,66476786.0,,,,-18850000.0,135088000.0,,58154000.0,,,,,-245012000.0,,,,,,1318000.0,,,455000.0,60307000.0,,,,,4308615000.0,,,,,-69222000.0,,,,,,4063603000.0,88821000.0,,,,,,,,3974000.0,-12085000.0,,,,,,14467000.0,,,,4180116000.0,,,,,,1414170000.0,,,,0.56,,,,,,2947000.0,,37227000.0,,,,,,,,,,30667000.0,,,,,,,205000000.0,,,,26400000.0,20067000.0,,,,-44796000.0,,,8076000.0,37227000.0,-5907000.0,,47172000.0,10771000.0,,1768822000.0,,,,,,67685455.0,,-44553000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962323200,,,2396906000.0,,,-27520000.0,-3254000.0,,,80955000.0,,,0.6,,40747000.0,40747000.0,,,-942000.0,,,,,,,19899000.0,,8076000.0,,,,,,,847000.0,,-114112000.0,,,37903000.0,66740984.0,,,,-3102000.0,139958000.0,,59003000.0,,,,,-276160000.0,,,,,,-8148000.0,,,-6404000.0,71198000.0,,,,,4402919000.0,,,,,-65725000.0,,,,,,4126759000.0,90794000.0,,,,,,,,12263000.0,-42914000.0,,,,,,26908000.0,,,,4269597000.0,,,,,,1408117000.0,,,,0.61,,,,,,3285000.0,,40712000.0,,,,,,,,,,31791000.0,,,,,,,,,,,73055000.0,20363000.0,,,,-115505000.0,,,1672000.0,40712000.0,1703000.0,,50657000.0,10770000.0,,1833617000.0,,,,,,67853333.0,,-46473000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970272000,,,2419218000.0,,,5660000.0,-18301000.0,,,82506000.0,,,0.71,,44521000.0,44521000.0,,,-2254000.0,,,,,,,20643000.0,,1672000.0,,,,,,,850000.0,,-112984000.0,,,2295000.0,67430556.0,,,,-15622000.0,146351000.0,,63845000.0,,,,,-306758000.0,,,,,,-6257000.0,,,8690000.0,67778000.0,,,,,4473717000.0,,,,,-54551000.0,,,,,,4166959000.0,95008000.0,,,,,,,,9276000.0,-45206000.0,,,,,,16739000.0,,,,4330237000.0,,,,,,1543431000.0,,,,0.72,,,,,,3359000.0,,48550000.0,,,,,,,,,,31163000.0,,,,,,,146000000.0,,,,-107567000.0,21385000.0,,,,-61383000.0,,,10362000.0,48550000.0,10490000.0,,58494000.0,8450000.0,,1855725000.0,,,,,,68380282.0,,-47160000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978220800,,,2442493000.0,170825000.0,,49021000.0,5158000.0,73967000.0,49613000.0,84850000.0,,-7857000.0,,,73967000.0,73967000.0,,7621000.0,-3784000.0,,37379000.0,,13013000.0,,,19997000.0,,10362000.0,4516004000.0,,,67519763.0,,,855000.0,,-132920000.0,210604000.0,,12237000.0,,,,,29130000.0,151998000.0,-13061000.0,67148000.0,,66211240.0,-432408000.0,,-316045000.0,,325245000.0,,855000.0,573395000.0,-20282000.0,,-19915000.0,46872000.0,95535000.0,,,83609000.0,,4516004000.0,,,-316045000.0,,-47845000.0,,,,,,4199959000.0,99554000.0,,,,,-8444000.0,,,10690000.0,-37385000.0,,,25432000.0,,,32829000.0,1905231000.0,36203000.0,-137590000.0,4397225000.0,,,210604000.0,-47845000.0,,1729924000.0,,,,,,,1729924000.0,-185509000.0,,3422000.0,,84115000.0,,-282584000.0,57234000.0,,,,4397225000.0,,,32406000.0,,248150000.0,,19997000.0,-33369000.0,2.53,,73967000.0,2442493000.0,,-4949000.0,21794000.0,12215000.0,126027000.0,,-60900000.0,,,57234000.0,44336000.0,9407000.0,32829000.0,54281000.0,12215000.0,,1905231000.0,,,,15693000.0,2.58,,,-47323000.0,4199959000.0,,,,374177000.0,294818000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985996800,,,2444278000.0,,,12477000.0,-3705000.0,,,87532000.0,,,0.61,,65345000.0,65345000.0,,,-60273000.0,,,,,,-8093000.0,23418000.0,,57234000.0,,,,,,,859000.0,,-101919000.0,,,3115000.0,67183871.0,,,,-30440000.0,155757000.0,,68225000.0,,,,,-346554000.0,,,,,,10585000.0,,,417000.0,64067000.0,,,,,4599545000.0,,,,,-49444000.0,,,,,,4252991000.0,99788000.0,,,,,,,,9037000.0,-37852000.0,,,,,,20659000.0,,,,4444777000.0,,,,,,1772144000.0,,,,0.62,,,,,,3805000.0,,41654000.0,,,,,,,,,,31563000.0,,,,,,,,,,,51169000.0,23124000.0,,,,-66765000.0,,4901000.0,57651000.0,41654000.0,-11515000.0,,51599000.0,12257000.0,,1951106000.0,,,,,,68285246.0,,-47987000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993859200,,,2344301000.0,,,5369000.0,-2902000.0,,,89647000.0,,,0.57,,22673000.0,22673000.0,,,-143855000.0,,,,,,-6516000.0,29747000.0,,57651000.0,,,,,,,818000.0,,-115825000.0,,,-40619000.0,67467241.0,,,,49730000.0,162359000.0,,72712000.0,,,,,-378623000.0,,,,,,-24642000.0,,,-43482000.0,107593000.0,,,,,4715278000.0,,,,,-52554000.0,,,,,,4336655000.0,105701000.0,,,,,,,,123672000.0,-8232000.0,,,,,,33081000.0,,,,4491444000.0,,,,,,1771841000.0,,,,0.58,,,,,,3743000.0,,39131000.0,,,,,,,,,,32989000.0,,,,,,,,,,,127580000.0,25313000.0,,,,-110456000.0,,,14169000.0,39131000.0,27767000.0,,48518000.0,13043000.0,,2098027000.0,,,,,,68650877.0,,-53508000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001808000,,,2400078000.0,,,-62501000.0,2804000.0,,,91162000.0,,,1.14,,279600000.0,279600000.0,,,174247000.0,,,,,,-11963000.0,36816000.0,,14169000.0,,,,,,,825000.0,,-125827000.0,,,159278000.0,68300862.0,,,,-35176000.0,163269000.0,,72107000.0,,,,,-410789000.0,,,,,,-21777000.0,,,187224000.0,63694000.0,,,,,4727624000.0,,,,,-16700000.0,,,,0.0,,4316835000.0,105115000.0,,,,,,,,24573000.0,-62133000.0,,,,,,21858000.0,,,,4729468000.0,,,,,,2079463000.0,,,,1.16,,,,,,3421000.0,,79229000.0,,,,,,,,,,33008000.0,,,,,,,,,,,-109034000.0,26701000.0,,,,-35748000.0,,,201393000.0,79229000.0,-20392000.0,,86668000.0,13131000.0,,2280684000.0,,,,,,69499123.0,,-50903000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009756800,,,2314555000.0,216500000.0,,31323000.0,-16583000.0,122951000.0,15752000.0,91049000.0,,-31073000.0,,,122951000.0,122951000.0,,57234000.0,-1192000.0,,-33580000.0,,15224000.0,,-8483000.0,43656000.0,,201393000.0,4837869000.0,,,69391026.0,,,783000.0,,-141033000.0,186145000.0,,-155354000.0,,,,,-15036000.0,160272000.0,68790000.0,69223000.0,,67868339.0,-484604000.0,,-447026000.0,,359391000.0,,783000.0,641657000.0,-10919000.0,,-20386000.0,-128407000.0,73369000.0,,,103203000.0,,4837869000.0,,,-447026000.0,,-3497000.0,,,,3949000.0,,4390843000.0,105348000.0,,,,,-30922000.0,,,-106370000.0,-67664000.0,,,-13332000.0,,,38841000.0,2294541000.0,50912000.0,-175881000.0,4664289000.0,,,248997000.0,-3497000.0,,2082769000.0,,-8483000.0,,,,,2082769000.0,-203214000.0,,4255000.0,,26131000.0,,-259391000.0,72986000.0,,,,4664289000.0,,,36125000.0,,282266000.0,,43656000.0,-46753000.0,3.12,,122951000.0,2314555000.0,,-925000.0,28065000.0,15066000.0,133685000.0,,-46422000.0,,,72986000.0,56486000.0,9065000.0,38841000.0,62212000.0,15066000.0,,2294541000.0,,,,4925000.0,3.19,,,-50816000.0,4390843000.0,,-218995000.0,,415951000.0,308723000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017532800,,,2311451000.0,,,41965000.0,2679000.0,,,93087000.0,,,0.51,,12882000.0,12882000.0,,,-23844000.0,,,,,,-7063000.0,45440000.0,,72986000.0,,,,,,,786000.0,,-123274000.0,,,-51531000.0,68634615.0,,,,-29018000.0,160104000.0,,67017000.0,,,,,-480971000.0,,,,,,15399000.0,,,-69847000.0,62993000.0,,,,,4961143000.0,,,,,-16096000.0,,,,,,4480172000.0,101940000.0,,,,,,,,5091000.0,-60281000.0,,,,,,21425000.0,,,,4639430000.0,,,,,,2058925000.0,,,,0.52,,,,,,3694000.0,,35690000.0,,,,,,,,,,34923000.0,,,,,,,,,,,16229000.0,27543000.0,,,,-81309000.0,,,3139000.0,35690000.0,-17188000.0,,40721000.0,14669000.0,,2256180000.0,,,,,,69980392.0,,-49007000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025395200,,,2307713000.0,,,208385000.0,-3041000.0,,,95477000.0,,,0.46,,22102000.0,22102000.0,,,-216505000.0,,,,,,-10157000.0,43767000.0,,3139000.0,,,,,,,790000.0,,-95264000.0,,,173196000.0,68755319.0,,,,30096000.0,160785000.0,,65308000.0,,,,,-516046000.0,,,,,,-15085000.0,,,6353000.0,89717000.0,,,,,5218763000.0,,,,,-31172000.0,,,,,,4702717000.0,101684000.0,,,,,,,,14095000.0,-5547000.0,,,,,,38704000.0,,,,4871197000.0,,,,,,2093800000.0,,,,0.47,,,,,,3483000.0,,32315000.0,,,,,,,,,,36376000.0,,,,,,,179700000.0,,,,213519000.0,28550000.0,,,,-256560000.0,,,9492000.0,32315000.0,18089000.0,,37346000.0,14834000.0,,2487813000.0,,,,,,70250000.0,,-53320000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033344000,,,2223921000.0,,,358199000.0,8485000.0,,,101062000.0,,,0.35,,14169000.0,14169000.0,,,213504000.0,,,,,,-13895000.0,38859000.0,,9492000.0,,,,,,,767000.0,,-724417000.0,,,29184000.0,68569444.0,,,,-222000.0,160358000.0,,59296000.0,,,,,-545525000.0,,,,,,220000.0,,,-6211000.0,67442000.0,,,,,5304074000.0,,,,,-55517000.0,,263613000.0,,-144082000.0,,4758549000.0,97052000.0,,,,,,,,72344000.0,-656975000.0,,,,,,22759000.0,,,,4919810000.0,,,,,,2142948000.0,,,,0.36,,,,,,3042000.0,,27616000.0,,,,,,,,,,37756000.0,,,,,,,,,,,-217571000.0,31817000.0,,,,-102837000.0,,,3285000.0,24685000.0,-8596000.0,,28711000.0,14821000.0,,2621708000.0,,,,,,70528571.0,,-52755000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041292800,,,2194540000.0,155722000.0,,57298000.0,10417000.0,23596000.0,-59633000.0,224747000.0,,-28798000.0,,,23596000.0,23596000.0,,72990000.0,-1953000.0,,72589000.0,,14332000.0,,-12640000.0,29768000.0,-6800000.0,3285000.0,5369453000.0,,,69830493.0,,,755000.0,,-135377000.0,121196000.0,-106300000.0,-78260000.0,,,,,42198000.0,161347000.0,43608000.0,-63400000.0,,68903540.0,-1078332000.0,,-584022000.0,,512433000.0,,755000.0,638966000.0,-61584000.0,,18540000.0,10072000.0,87957000.0,,,121380000.0,,5369453000.0,,,-584022000.0,,-51850000.0,,0.0,,22280000.0,,4785431000.0,-23881000.0,,,,,43054000.0,,,-69234000.0,-47420000.0,,,665847000.0,,,42954000.0,2678852000.0,22296000.0,-770223000.0,4950835000.0,,,173618000.0,-51850000.0,,2471163000.0,,-12640000.0,,,,,2471163000.0,-207450000.0,,4112000.0,,17193000.0,,-440331000.0,13357000.0,,,,4950835000.0,,,39519000.0,,126533000.0,,29768000.0,-61050000.0,2.23,,23596000.0,2194540000.0,,31431000.0,33479000.0,14591000.0,148574000.0,,375000.0,,,13357000.0,63033000.0,10682000.0,42954000.0,66842000.0,14591000.0,,2678852000.0,,,,2987000.0,2.26,,,-52368000.0,4785431000.0,,-121802000.0,,275107000.0,308109000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049068800,,,2151524000.0,,,91794000.0,3062000.0,,,100051000.0,,,0.49,,57752000.0,57752000.0,,,-50884000.0,,,,,,-11891000.0,29294000.0,,12934000.0,,,,,,,747000.0,,-183387000.0,,,25056000.0,67400000.0,,,,-17084000.0,153956000.0,,53905000.0,,,,,-596883000.0,,,,,,-5381000.0,,,34919000.0,55034000.0,,,,,5403515000.0,,,,,-70987000.0,,,,-121570000.0,,4806632000.0,93038000.0,,,,,,,,5846000.0,-128353000.0,,,,,,28608000.0,,,,5004230000.0,,,,,,2381394000.0,,,,0.5,,,,,,3631000.0,,20368000.0,,,,,,,,,,39133000.0,,,,,,,,,,,144133000.0,34369000.0,,,,-45171000.0,,,47853000.0,33700000.0,-11604000.0,,37388000.0,14169000.0,,2776264000.0,,,,,,68775510.0,,-51610000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056931200,,,2101757000.0,,,84236000.0,5195000.0,,,100495000.0,,,1.08,,51661000.0,51661000.0,,,-2451000.0,,,,,,-12149000.0,27521000.0,,47853000.0,,,,,,,715000.0,,-215370000.0,,,-126321000.0,67310909.0,,,,22124000.0,154712000.0,,54217000.0,,,,,-631226000.0,,,,,,-62079000.0,,,-26385000.0,74647000.0,,,,,5388080000.0,,,,,-44225000.0,,,,-82031000.0,,4756854000.0,93329000.0,,,,,,,,4775000.0,-140723000.0,,,,,,41826000.0,,,,4934775000.0,,,,,,2401548000.0,,,,1.1,,,,,,3623000.0,,20594000.0,,,,,,,,,,39112000.0,,,,,,,,,,,-18353000.0,34476000.0,,,,25289000.0,,,21467000.0,74042000.0,5867000.0,,76468000.0,13713000.0,,2794580000.0,,,,,,68557407.0,,-49686000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064880000,,,2250895000.0,,,-157612000.0,-21393000.0,,,102725000.0,,,0.79,,27453000.0,27453000.0,,,48697000.0,,,,,,-9905000.0,30079000.0,,21467000.0,,,,,,,747000.0,,-165502000.0,,,-28635000.0,69015000.0,,,,-49812000.0,153573000.0,,50848000.0,,,,,-656060000.0,,,,,,-11960000.0,,,-14679000.0,34859000.0,,,,,5436971000.0,,,,,-38817000.0,,,,0.0,,4780911000.0,90093000.0,,,,,,,,132840000.0,-130643000.0,,,,,,27006000.0,,,,4965864000.0,,,,,,2288083000.0,,,,0.8,,,,,,3382000.0,,41534000.0,,,,,,,,,,39245000.0,,,,,,,,,,,-160714000.0,33432000.0,,,,-20903000.0,,,6771000.0,55212000.0,-3513000.0,,57387000.0,19967000.0,,2683953000.0,,,,,,69888608.0,,-49458000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072828800,,,2311334000.0,260781000.0,,339306000.0,6111000.0,19021000.0,-5715000.0,236155000.0,,-6059000.0,,,19021000.0,19021000.0,,12911000.0,-1421000.0,,-279465000.0,,13734000.0,,-8212000.0,26912000.0,,6771000.0,5430974000.0,,,69914477.0,,,749000.0,,-162648000.0,100471000.0,,-149565000.0,,,,,21530000.0,155233000.0,-157019000.0,-80922000.0,,68626579.0,-726907000.0,,-694585000.0,,535468000.0,,749000.0,609651000.0,-87028000.0,,-7025000.0,430000.0,75275000.0,,,134911000.0,,5430974000.0,,,-694585000.0,,2024000.0,,,,0.0,,4736389000.0,-40432000.0,,,,,-23242000.0,,,3473000.0,-87373000.0,,,357724000.0,,,38910000.0,2573496000.0,146934000.0,-487092000.0,4909582000.0,,,271525000.0,2024000.0,,2337817000.0,,-8212000.0,,,,,2337817000.0,-202416000.0,,3098000.0,,21388000.0,,33935000.0,7196000.0,,,,4909582000.0,,,40490000.0,,74183000.0,,26912000.0,-166448000.0,3.73,,19021000.0,2311334000.0,,-122085000.0,33085000.0,19735000.0,157980000.0,,74720000.0,,,7196000.0,98108000.0,4654000.0,38910000.0,100283000.0,19735000.0,,2573496000.0,,,,-4596000.0,3.8,,,-51662000.0,4736389000.0,,-203601000.0,,232163000.0,239815000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080691200,,,2300374000.0,,,50941000.0,1015000.0,,,105074000.0,,,0.32,,13641000.0,13641000.0,,,-139790000.0,,,,,,-8584000.0,25646000.0,,7165000.0,,,,,,,755000.0,,-105948000.0,,,-2529000.0,70006061.0,,,,-21226000.0,156879000.0,,51805000.0,,,,,-735751000.0,,,,,,5908000.0,,,-6819000.0,50717000.0,,,,,5501093000.0,,,,,-25529000.0,,,,0.0,,4765342000.0,92563000.0,,,,,,,,12955000.0,-55231000.0,,,,,,26109000.0,,,,4943735000.0,,,,,,2120070000.0,,,,0.33,,,,,,3971000.0,,19546000.0,,,,,,,,,,40758000.0,,,,,,,,,,,176137000.0,32286000.0,,,,-55007000.0,,,346000.0,23102000.0,-11628000.0,,25277000.0,25002000.0,,2619610000.0,,,,,,72193750.0,,-51831000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
