,annualDilutedEPS,annualNonCurrentDeferredRevenue,annualNetIncome,trailingCashDividendsPaid,trailingPretaxIncome,quarterlyTotalNonCurrentAssets,annualLongTermDebt,annualTotalAssets,quarterlyTotalAssets,annualPretaxIncome,annualCashDividendsPaid,annualGoodwill,trailingNetIncome,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,trailingInvestingCashFlow,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualSaleOfInvestment,annualCommonStockIssuance,annualOtherShortTermInvestments,annualStockholdersEquity,annualDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,annualBasicAverageShares,quarterlyGoodwill,annualTotalRevenue,annualInvestingCashFlow,trailingResearchAndDevelopment,annualAccountsReceivable,annualRetainedEarnings,annualPurchaseOfInvestment,quarterlyNetIncome,quarterlyLongTermDebt,quarterlySellingGeneralAndAdministration,annualEndCashPosition,trailingEndCashPosition,trailingTotalRevenue,quarterlyInventory,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,quarterlyDilutedEPS,annualOperatingIncome,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPurchaseOfInvestment,quarterlyCashDividendsPaid,annualOtherIntangibleAssets,quarterlyDilutedAverageShares,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,annualCurrentLiabilities,quarterlyCurrentDebt,annualNetPPE,annualOperatingCashFlow,quarterlyCashAndCashEquivalents,annualAccountsPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherFinancingCharges,quarterlyDepreciationAndAmortization,annualBasicEPS,annualCashCashEquivalentsAndMarketableSecurities,annualOtherNonCurrentLiabilities,quarterlyOtherIntangibleAssets,annualNetOtherInvestingChanges,quarterlyFreeCashFlow,annualCashAndCashEquivalents,quarterlyOtherNonCurrentAssets,trailingInterestExpense,quarterlyChangeInInventory,quarterlyOtherCurrentAssets,quarterlyBasicAverageShares,quarterlyNetOtherInvestingChanges,annualBeginningCashPosition,trailingBeginningCashPosition,annualInterestExpense,annualNetIncomeCommonStockholders,trailingChangeInCashSupplementalAsReported,trailingCapitalExpenditure,trailingOperatingExpense,quarterlySaleOfInvestment,annualCurrentAssets,annualSellingGeneralAndAdministration,annualOtherNonCurrentAssets,annualEbitda,annualGrossPPE,quarterlyAccountsPayable,quarterlyCapitalStock,quarterlyGrossProfit,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,trailingGrossProfit,annualOtherCurrentLiabilities,quarterlyOperatingExpense,annualCapitalStock,quarterlyNonCurrentDeferredTaxesLiabilities,annualChangeInCashSupplementalAsReported,annualRepaymentOfDebt,quarterlyStockholdersEquity,annualCapitalExpenditure,trailingNetIncomeCommonStockholders,annualTaxProvision,quarterlyTaxProvision,annualChangeInInventory,trailingCostOfRevenue,annualNetOtherFinancingCharges,quarterlyNetPPE,quarterlyRepaymentOfDebt,annualCurrentDebt,annualOtherCurrentAssets,annualGrossProfit,trailingTaxProvision,quarterlyEbitda,annualOtherNonCashItems,annualTotalNonCurrentAssets,quarterlyOtherNonCashItems,annualInventory,quarterlyCommonStockIssuance,annualResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredTaxesLiabilities,quarterlyResearchAndDevelopment,quarterlyBasicEPS,quarterlyRetainedEarnings,annualTotalLiabilitiesNetMinorityInterest,trailingNetIncomeContinuousOperations,annualDilutedAverageShares,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyOperatingIncome,quarterlyCurrentLiabilities,quarterlyCurrentAssets,annualFreeCashFlow,quarterlyChangeInWorkingCapital,quarterlyTotalRevenue,quarterlyOperatingCashFlow,trailingFreeCashFlow,quarterlyGrossPPE,annualCostOfRevenue,annualOperatingExpense,trailingSellingGeneralAndAdministration,annualNetIncomeContinuousOperations,quarterlyCapitalExpenditure,annualPurchaseOfBusiness,annualChangesInAccountReceivables,annualCashFlowFromContinuingFinancingActivities,quarterlyOtherIncomeExpense,trailingPurchaseOfInvestment,trailingSaleOfInvestment,trailingNetOtherFinancingCharges,quarterlyStockBasedCompensation,quarterlyInvestmentsAndAdvances,trailingBasicEPS,trailingChangeInInventory,trailingOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,trailingChangeInAccountPayable,trailingRepurchaseOfCapitalStock,annualOtherIncomeExpense,trailingNetOtherInvestingChanges,trailingChangesInAccountReceivables,trailingDilutedAverageShares,trailingCashFlowFromContinuingFinancingActivities,trailingCommonStockIssuance,quarterlyIncomeTaxPayable,annualStockBasedCompensation,trailingDepreciationAndAmortization,quarterlyDeferredIncomeTax,trailingOtherIncomeExpense,quarterlyCashFlowFromContinuingFinancingActivities,annualCurrentAccruedExpenses,quarterlyAccumulatedDepreciation,trailingDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,annualChangeInAccountPayable,annualIncomeTaxPayable,trailingBasicAverageShares,trailingOtherNonCashItems,annualDeferredIncomeTax,trailingPurchaseOfBusiness,quarterlyChangesInAccountReceivables,trailingDilutedEPS,annualAccumulatedDepreciation,annualRepurchaseOfCapitalStock,trailingChangeInWorkingCapital,trailingStockBasedCompensation,quarterlyCurrentAccruedExpenses,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentDeferredRevenue,quarterlyChangeInAccountPayable,annualInvestmentsAndAdvances,annualCurrentDeferredRevenue
1483142400,-0.35,,-148787585.19,,,1087486224.63,,1849908902.76,1849908902.76,-179014545.75,-17865245.21,3679654.4,,116134998.5,215185885.26,3129430.0,11279193.4,-24043708.7,,-11502143.81,,138193108.5,,,,565197855.29,89767621.6,-57633347.96,425107386.0,3679654.4,889525250.25,-23812220.42,,215185885.26,-588661889.61,,-57079689.15,,63155780.82,102580611.77,,,317127619.9,102580611.77,8717157.44,-57079689.15,,,-116154148.06,138193108.5,,-6123628.53,151586583.57,,118829271.77,7572525.7,739830470.93,190000000.0,841900126.42,-13041823.62,118829271.77,298518401.08,878023579.43,-1000000.0,,-0.35,118829271.77,3129430.0,151586583.57,-3717361.42,-33265484.13,118829271.77,0.0,,,54172565.88,,-3717361.42,175776574.47,,17817028.54,-148787585.19,,,,,762422678.13,201686728.39,0.0,-71429895.61,841900126.42,298518401.08,422000000.0,72016651.44,126624320.47,,,11279193.4,71932580.51,422000000.0,,-73195962.7,-254376539.0,565197855.29,-20097859.0,,1643345.83,-254859.43,112948931.86,,-5000000.0,841900126.42,-78366519.0,190000000.0,54172565.88,98019730.11,,-50315681.69,19485954.54,1087486224.63,,317127619.9,,,,,,,-588661889.61,878023579.43,,425107386.0,,-57888207.39,84070.93,739830470.93,762422678.13,-33139682.62,,188151649.94,,,841900126.42,791505520.14,214173878.17,,-180657891.58,13840211.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490918400,,,,,,1056551568.18,,,1849850081.84,,,,,252685838.31,264738103.52,3129430.0,11279193.4,-24055041.16,,,,138193108.5,,,,,,-25852607.46,,3679654.4,,,,,,,-18848577.87,,37039851.14,,,,337516510.1,78525570.61,-8913526.1,-18848577.87,,-0.04,,,,-3334323.34,,471214447.0,94774230.61,4681992.27,,218279160.0,,,94774230.61,,903817365.97,-600000.0,,,,,150458835.63,,-48104841.2,,0.0,,,51437068.45,471214447.0,0.0,,,,,,,,,,,,,,309823833.66,422000000.0,17752675.78,102580611.77,,,,40778751.03,,,,,546349277.42,,,,1049979.4,,,,812354088.83,-60000000.0,,,,,-20120635.79,,,,,,,,,,-0.04,-607510467.48,,,,,-24802628.06,-23026075.25,765624257.47,793298513.66,,,270438514.09,,,812354088.83,,,,,-8913526.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498780800,,,,,,1070929048.62,,,1894232599.36,,,,,220893083.68,280554200.65,3129430.0,11201563.68,-17078338.04,,,,140008283.78,,,,,,-22490090.29,,3679654.4,,,,,,,-25201413.83,,35929117.23,,,,354894515.89,61447232.57,4989886.93,-25201413.83,,,,,,-4328250.0,,,77666624.57,5274308.1,,225000000.0,,,77666624.57,,940879355.05,-600000.0,,,,,159247905.59,,-18301200.23,,0.0,,,56898227.32,,0.0,,,,,,,,,,,,,,334836920.07,422000000.0,44474487.46,78525570.61,,,,38984775.55,,,,,520650799.43,,,,1040427.24,,,,830276296.29,-86948504.3,,,,,-16175354.95,,,,,,,,,,,-632711881.31,,,,,-21449663.05,5489711.91,800871071.27,823303550.74,,,265367571.14,,,830276296.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506729600,,,,,,1044880994.13,,,1843216477.28,,,,,298460981.17,271358246.68,3129430.0,11065840.94,-17946937.38,,,,140008283.78,,,,,,-34559753.28,,3679654.4,,,,,,,-24909337.72,,44274051.83,,,,369135134.51,43500295.19,-17473701.4,-24909337.72,,-0.06,,,,-3319678.35,,415155629.0,59748955.19,5509430.68,,245048307.14,,,59748955.19,,954229776.88,-600000.0,,,,,158074567.93,,-33490254.59,,0.0,,,47601002.28,415155629.0,0.0,,,,,,,,,,,,,,324368327.78,422000000.0,14100364.9,61447232.57,,,,46645486.25,,,,,496242353.97,,,,1152450.07,,,,800624405.31,-30120972.37,,,,,-27897872.53,,,,,,,,,,-0.06,-657621219.03,,,,,-33407303.21,-32545121.35,814221493.1,798335483.15,,,312561346.07,,,800624405.31,,,,,-17473701.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514678400,0.05,2000000.0,20868364.01,,,955685320.75,5060000.0,1925062021.12,1925062021.12,31636317.62,-19617205.66,3679654.4,,236893795.59,354933043.81,4243554.25,16380893.08,33367207.97,,-321215981.16,,148075447.19,,,,588375286.55,72779712.9,106048083.93,417367280.0,3679654.4,1203496955.02,206702807.81,,354933043.81,-567793525.6,,89827693.43,5060000.0,67476252.93,76867503.16,,,389219002.78,76867503.16,228100148.38,89827693.43,,,-6599291.44,148075447.19,,-8634953.97,139749967.3,,78367503.16,4395039.5,752644277.52,285000000.0,725757882.76,-226658464.95,78367503.16,260850663.86,900719724.71,-82422833.33,,0.05,78367503.16,4243554.25,139749967.3,,-150083361.12,78367503.16,0.0,,,56240621.78,,0.0,102580611.77,,21325865.23,20868364.01,,,,,969376700.37,184719273.13,0.0,125741895.75,725757882.76,260850663.86,422000000.0,118235728.13,43500295.19,,,16380893.08,74753534.88,422000000.0,,-25713108.61,-254818320.0,588375286.55,-23321192.19,,8490684.72,5247828.01,-45388183.08,,-84222833.33,725757882.76,-77748843.33,285000000.0,56240621.78,194563256.27,,115690951.44,25672811.15,955685320.75,,389219002.78,,,2000000.0,,,,-567793525.6,900719724.71,,417367280.0,,111295911.94,43482193.25,752644277.52,969376700.37,-249979657.14,,355129523.72,,,725757882.76,1008933698.75,201162547.71,,23145632.9,-1923851.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522454400,,,,,,932385945.1,,,1935148969.16,,,,,213527112.13,298619056.23,4243554.25,16380893.08,20964122.59,,,,161015447.19,,,,,,-25533674.04,,3679654.4,,,,,,,-21650195.02,18000000.0,38173867.12,,,,412029293.27,97831625.75,-37571941.11,-21650195.02,,-0.05,,,,-2726116.59,,433003900.0,96331625.75,6271262.22,,315046461.7,,,96331625.75,,936340346.79,,,,,,138923111.93,,-17951939.22,,,,,64750457.79,433003900.0,,,,,,,,,,,,,,,242949362.8,422000000.0,22253372.32,76867503.16,,,,40297380.06,,,,,566725091.53,,,,1354289.16,,,,703412898.48,-36602505.0,,,,,-17908122.66,,,,,,,2000000.0,,,-0.05,-589443720.62,,,,,-24179384.88,-18044007.74,775324899.6,1002763024.06,,,235780484.45,,,703412898.48,,,,,-37571941.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530316800,,,,,,949547720.63,,,1967484247.06,,,,,199191374.57,282890660.81,4243554.25,78784873.54,11213837.25,,,,160683455.64,,,,,,-15590831.04,,3679654.4,,,,,,,-7032255.31,18000000.0,35210654.8,,,,457571563.05,109045463.0,6679929.84,-7032255.31,,,,,,-4331154.54,,,127045463.0,6193803.36,,333985181.37,,,127045463.0,,983720182.44,,,,,,137598830.17,,14465439.81,,,,,56555232.01,,,,,,,,,,,,,,,,277277114.74,422000000.0,40000653.01,97831625.75,,,,40948439.33,,,,,559974735.81,,,,1318994.75,,,,720227802.43,-120627739.0,,,,,-8078032.93,,,,,,,851166.94,,,,-596475975.93,,,,,-14271836.29,-947786.32,823036726.8,1017936526.43,,,239192027.58,,,720227802.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538265600,,,,,,916911176.19,,,1852060941.8,,,,,268055571.66,209119441.8,4243554.25,66061787.9,-21984310.06,,,,159850841.35,,,,,,-18896017.97,,3679654.4,,,,,,,-15466153.25,18000000.0,46511213.23,,,,477867312.98,87061152.94,14632701.65,-15466153.25,,-0.03,,,,-1898838.38,,515538442.0,88561152.94,5572845.37,,293115021.19,,,88561152.94,,887159206.34,,,,,,137405570.3,,19606960.19,,,,,58177743.49,515538442.0,,,,,,,,,,,,,,,242871441.45,422000000.0,20248581.51,109045463.0,,,,48542805.57,,,,,544542271.37,,,,3524680.07,,,,686900237.33,-106605652.0,,,,,-9798492.53,,,,,,,835394.16,,484469.62,-0.03,-611942129.18,,,,,-15371337.9,-28294224.06,727308364.99,935149765.61,,,288304153.17,,,686900237.33,,,,,-12664278.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546214400,-0.22,2087460.36,-93936155.3,,,1011860896.18,11000000.0,1775485766.32,1775485766.32,-125554760.83,-33385688.43,,,335993559.32,223093594.17,3251807.32,66390983.59,-40399031.6,,22328864.49,,184076708.16,,,,466876306.94,58507556.42,-72624108.67,426982524.0,,1121564249.15,-14240366.57,,223093594.17,-690446430.91,-17280000.0,-49787551.72,11000000.0,43389592.23,46662121.34,,,325700866.01,46662121.34,2018943.05,-49787551.72,,,-80499407.46,184076708.16,,-24429578.92,128526552.1,,61162121.34,8051360.1,728140186.64,277998046.3,719049988.14,11215989.36,61162121.34,264374639.1,912216894.8,,,-0.22,61162121.34,3251807.32,128526552.1,,-30949578.49,61162121.34,,,,51641219.69,,,76867503.16,,25636482.12,-93936155.3,,,,,763624870.14,163285327.38,,-41410722.29,719049988.14,264374639.1,422000000.0,22294024.63,87061152.94,,,66390983.59,55507413.97,422000000.0,,-30205381.82,-394837762.0,466876306.94,-26045107.07,,7089870.89,891906.91,45236775.72,,,719049988.14,-131001866.0,277998046.3,51641219.69,104796631.47,,-63680841.66,29593203.84,1011860896.18,,325700866.01,,11827458.65,2087460.36,,9856494.61,,-690446430.91,912216894.8,,426982524.0,,-71732201.76,-33213389.34,728140186.64,763624870.14,-14829117.71,,358287583.95,,,719049988.14,1016767617.68,185296038.93,,-132644631.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1553990400,,,,,,985798234.58,,,1755699725.5,,,,,236274177.9,185950146.97,24637440.48,52830805.21,5122307.04,,,,184076708.16,,,,,,-30308926.81,,,,,,,,,-22586691.7,11000000.0,38870808.46,,,,360420016.74,51784428.38,-769816.48,-22586691.7,,-0.05,,,,-3345528.2,,451733834.0,51784428.38,4672206.41,,278076606.92,,,51784428.38,,922739780.79,,,,,,127848288.22,,8973548.46,,,,,42859001.13,451733834.0,,,,,,,,,,,,,,,285908749.79,422000000.0,14781074.11,46662121.34,,,,40819016.59,,2087460.36,,,444289615.24,,,,726514.85,,,,694899843.55,,,,,,-24910205.55,,,,,,,3251807.32,,232659.27,-0.05,-713033122.61,,,,,-29582411.96,-26037942.48,738663072.63,769901490.92,,,251055252.01,,,694899843.55,,,,,-828566.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561852800,,,,,,997038048.69,,,1778671992.85,,,,,293576554.15,253850391.94,3251807.32,70483740.29,25486345.46,,,,180815608.58,,,,,,-18217549.93,,,,,,,,,-12987174.01,5500000.0,38873214.71,,,,302005630.64,77270773.84,-6138233.29,-12987174.01,,,,,,-5504616.2,,,79823773.84,5934357.57,,313464154.25,,,79823773.84,,964245244.96,,,,,,126028601.64,,-583575.44,,,,,49746256.53,,,,,,,,,,,,,,,,287241821.1,422000000.0,50525812.48,51784428.38,,,,45209846.01,,,,,431141749.86,,,,860350.77,,,,708918824.06,,,,,,-11422841.59,,,,,,,2941458.7,,4255774.96,,-726020296.62,,,,,-17357199.16,5315966.47,783429636.38,781633944.16,,,344102366.63,,,708918824.06,,,,,-6079483.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1569801600,,,,-35573741.27,-150731295.51,950453482.12,,,1770284120.22,,,,-113646388.45,270135695.87,181284884.2,3251807.32,47858728.48,34490281.87,,,-14865425.72,192785008.58,,,,,,-32653166.72,,,,,15935700.0,,,,-28284971.02,5500000.0,43025342.21,,111292154.36,1245637000.7,353729414.43,111761055.71,-9976319.0,-28284971.02,-78377861.59,-0.07,,,,-2294017.95,,404071015.0,111761055.71,5968182.03,,323027628.16,,,111761055.71,,988530482.81,,,,,,124786045.05,,21482069.12,,,24964832.4,,50240618.52,404071015.0,,,87061152.94,,,24699902.77,626813.78,188034875.05,,,,,,,301050057.16,422000000.0,22056102.24,77270773.84,-322501759.26,109657013.46,,46498598.48,,,,,402836835.08,,-113646388.45,,593684.09,,1135979987.24,,666228419.23,-78000000.0,,,,3072456.62,-26091300.6,,,,,,,2910858.7,,1590771.16,-0.07,-754305267.64,,-153803752.13,,,-32059482.63,-24442496.24,795745474.23,819830638.1,,,292191798.11,,-1077536.35,666228419.23,,,164158957.61,,-9976319.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
