date,annualOperatingIncome,quarterlyBasicAverageShares,annualAccountsPayable,annualResearchAndDevelopment,trailingOperatingIncome,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherShortTermInvestments,annualCommonStockIssuance,annualFreeCashFlow,quarterlySellingGeneralAndAdministration,quarterlyCurrentAssets,quarterlyDepreciationAndAmortization,trailingFreeCashFlow,quarterlyCurrentLiabilities,quarterlyCashDividendsPaid,annualTotalLiabilitiesNetMinorityInterest,annualEndCashPosition,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,trailingTotalRevenue,quarterlyRetainedEarnings,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,quarterlyOtherNonCashItems,annualOtherCurrentAssets,quarterlyTotalRevenue,annualNetOtherInvestingChanges,quarterlyPurchaseOfInvestment,annualCashAndCashEquivalents,quarterlyTotalNonCurrentAssets,trailingTaxProvision,trailingNetIncome,trailingEndCashPosition,quarterlyOperatingIncome,annualCurrentDebt,quarterlyTotalLiabilitiesNetMinorityInterest,annualNetIncome,trailingPretaxIncome,annualPretaxIncome,annualInvestmentsAndAdvances,annualCashDividendsPaid,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,annualOperatingExpense,annualNetIncomeContinuousOperations,annualCurrentDeferredRevenue,annualGainsLossesNotAffectingRetainedEarnings,trailingSellingGeneralAndAdministration,annualCostOfRevenue,quarterlyFreeCashFlow,quarterlyDilutedEPS,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualSaleOfInvestment,annualRepurchaseOfCapitalStock,annualStockholdersEquity,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualSellingGeneralAndAdministration,annualCurrentAssets,annualOtherNonCashItems,annualLongTermDebt,annualOtherNonCurrentAssets,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,quarterlyGoodwill,annualCurrentAccruedExpenses,trailingNetIncomeCommonStockholders,annualCurrentLiabilities,annualRetainedEarnings,quarterlyStockholdersEquity,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualTotalAssets,annualDepreciationAndAmortization,quarterlyNetOtherInvestingChanges,annualTaxProvision,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyChangeInInventory,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyNonCurrentDeferredTaxesLiabilities,trailingChangeInAccountPayable,quarterlyInventory,quarterlyGrossProfit,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,trailingGrossProfit,annualNetPPE,annualTotalNonCurrentAssets,annualOperatingCashFlow,annualDilutedEPS,quarterlyOperatingExpense,trailingOtherIncomeExpense,quarterlyPretaxIncome,annualGrossProfit,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,quarterlyRepaymentOfDebt,quarterlyCapitalStock,trailingRepaymentOfDebt,annualInventory,quarterlyNetPPE,annualEbitda,quarterlyCashAndCashEquivalents,quarterlyTaxProvision,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBeginningCashPosition,annualOtherIncomeExpense,trailingChangeInCashSupplementalAsReported,annualGrossPPE,annualBasicEPS,quarterlyCapitalExpenditure,trailingDepreciationAndAmortization,quarterlyCurrentDebt,trailingCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlyDilutedAverageShares,annualChangeInInventory,quarterlyChangesInAccountReceivables,annualBasicAverageShares,quarterlyOtherNonCurrentAssets,trailingOtherNonCashItems,quarterlyAccumulatedDepreciation,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,annualPurchaseOfBusiness,annualOtherNonCurrentLiabilities,annualBeginningCashPosition,quarterlySaleOfInvestment,quarterlyOperatingCashFlow,trailingInvestingCashFlow,annualDeferredIncomeTax,trailingOperatingExpense,annualInvestingCashFlow,quarterlyRepurchaseOfCapitalStock,trailingDeferredIncomeTax,annualCapitalExpenditure,annualIncomeTaxPayable,annualNonCurrentDeferredTaxesLiabilities,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyAccountsPayable,trailingCashDividendsPaid,quarterlyChangeInWorkingCapital,annualChangesInAccountReceivables,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,annualAccumulatedDepreciation,annualNonCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInCashSupplementalAsReported,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCommonStockIssuance,trailingCapitalExpenditure,quarterlyResearchAndDevelopment,trailingNetIncomeContinuousOperations,quarterlyOtherCurrentLiabilities,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,trailingChangeInInventory,quarterlyEbitda,quarterlyBasicEPS,quarterlyStockBasedCompensation,annualDilutedAverageShares,annualChangeInCashSupplementalAsReported,annualStockBasedCompensation,annualGoodwill,annualNetOtherFinancingCharges,trailingInterestExpense,annualCashFlowFromContinuingFinancingActivities,trailingStockBasedCompensation,trailingChangeInWorkingCapital,trailingChangesInAccountReceivables,annualInterestExpense,annualPurchaseOfInvestment,annualRepaymentOfDebt,annualCapitalStock,annualTotalRevenue,trailingPurchaseOfBusiness,trailingBasicAverageShares,trailingSaleOfInvestment,trailingRepurchaseOfCapitalStock,trailingBasicEPS,trailingNetOtherInvestingChanges,trailingPurchaseOfInvestment,trailingDilutedEPS,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingCommonStockIssuance
1993-09-30,,284300000.0,,,,,,,,,5100000.0,-545700000.0,25700000.0,,-177500000.0,15800000.0,,,-453600000.0,,,-609000000.0,,-87500000.0,,,-237600000,,,,-1594000000.0,,,,-98900000,,-631100000.0,,,,,,-77800000.0,-2139700000.0,,,,,,,-132600000.0,0.2,-77800000,-77800000.0,,,,0.0,-49300000.0,,,,,,109600000.0,,,,,,,-1508600000.0,50400000.0,-361400000.0,,,3600000.0,,-29200000.0,,9100000.0,,,-2900000.0,,,-96000000.0,,-67600000.0,-128000000.0,,-308300000.0,,,,,,-29100000.0,,-99000000.0,,,,,,,0.0,,,-1535300000.0,,-361400000.0,-21200000.0,-448900000.0,-268200000.0,,,,,,,,,2700000.0,284300000.0,,,,-58700000.0,,-268200000.0,-15200000.0,800000.0,,,,,-132600000.0,,,,,,,,,,,-1803500000.0,-52900000.0,,-14400000.0,,-11300000.0,,,,,-81300000.0,4800000.0,-6700000.0,,,,-15200000.0,,,,-73200000,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-12-31,-352300000.0,,-74100000.0,,,,-402000000.0,-87900000.0,-27000000.0,-419700000.0,4900000.0,-542200000.0,26500000.0,,-185200000.0,-200000.0,-587200000.0,-372400000.0,-402000000.0,,,-672800000.0,-2700000.0,-87900000.0,,0.0,-220200000,-4200000.0,1000000.0,-372400000.0,-1621500000.0,,,,-82100000,,-587200000.0,-282500000.0,,-357900000.0,,30200000.0,-67000000.0,-2163700000.0,-115400000.0,-282500000.0,,2800000.0,,416000000.0,-137800000.0,,-67000000,-67000000.0,,,-1576500000.0,0.0,-18500000.0,21300000.0,-542200000.0,,-279500000.0,-56600000.0,106700000.0,-282500000.0,,,,-185200000.0,-672800000.0,-1576500000.0,63600000.0,-372400000.0,-2163700000.0,94100000.0,-4200000.0,-75400000.0,-16600000.0,,-1900000.0,,,-4900000.0,,-16600000.0,-104000000.0,,-65300000.0,-113500000.0,,-279500000.0,,-1564900000.0,-1621500000.0,-419700000.0,0.74,-31400000.0,,-84800000.0,-467700000.0,,,,-460300000.0,,0.0,,-65300000.0,-1564900000.0,-258200000.0,-372400000.0,-17800000.0,-460300000.0,-361400000.0,-17300000.0,,-1925500000.0,0.74,,,,,2400000.0,,11600000.0,,286514000.0,-56600000.0,,-360600000.0,15200000.0,60600000.0,,-18500000.0,-299600000.0,,-137800000.0,,-39800000.0,,219800000.0,,,,,-104000000.0,,-1925500000.0,-74100000.0,,-35200000.0,,-8400000.0,,-360600000.0,,,-13400000.0,2800000.0,-9000000.0,,,,100000.0,100000.0,,,-55600000,,,286514000.0,-72800000.0,,,0.0,,126800000.0,,,,11800000.0,6200000.0,,0.0,-883700000.0,,,,,,,,,,,
1994-03-31,,286700000.0,,,,,,,,,6800000.0,-653300000.0,25200000.0,,-199300000.0,,,,-423700000.0,,,-787100000.0,,-94400000.0,,,-259200000,,2500000.0,,-1700600000.0,,,,-104500000,,-623000000.0,,,,,,-83600000.0,-2353900000.0,,,,,,,-109200000.0,0.21,-83600000,-83600000.0,,,,0.0,-18100000.0,,,,,,122700000.0,,,,,,,-1730900000.0,36400000.0,-462700000.0,,,1000000.0,,-17900000.0,,10100000.0,,,-3500000.0,,,-114500000.0,,-78300000.0,-136500000.0,,-291100000.0,,,,,,-32000000.0,,-106200000.0,,,,,,,0.0,,,-1639700000.0,,-462700000.0,-22600000.0,-557100000.0,-389300000.0,,,,,,,,,1900000.0,286700000.0,,,,-60900000.0,,-377000000.0,0.0,-700000.0,,,,,-109200000.0,,,,,,,,,,,-2016700000.0,-83000000.0,,5100000.0,,-5800000.0,,,,,-73500000.0,6600000.0,-2800000.0,,,,0.0,,,,-79300000,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-06-30,,286800000.0,,,,,,,,,7500000.0,-645800000.0,27100000.0,,-203000000.0,,,,-372000000.0,,,-853200000.0,,-95300000.0,,,-287100000,,1000000.0,,-1727100000.0,,,,-107800000,,-575000000.0,,,,,,-86300000.0,-2372900000.0,,,,,,,-104100000.0,0.21,-86300000,-86300000.0,,,,0.0,-21700000.0,,,,,,144700000.0,,,,,,,-1797900000.0,55000000.0,-432800000.0,,,-2800000.0,,-46600000.0,,-6500000.0,,,-6100000.0,,,-121700000.0,,-71100000.0,-142400000.0,,-228600000.0,,,,,,-34600000.0,,-112200000.0,,,,,,,0.0,,,-1668900000.0,,-432800000.0,-25900000.0,-528100000.0,-462700000.0,,,,,,,,,1500000.0,286800000.0,,,,-58200000.0,,-376900000.0,19800000.0,78900000.0,,,,,-104100000.0,,,,,,,,,,,-2045800000.0,-86700000.0,,18600000.0,,-7300000.0,,,,,29800000.0,6800000.0,-1200000.0,,,,-100000.0,,,,-80700000,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-09-30,,286800000.0,,,,,,,,,6200000.0,-1107700000.0,30600000.0,,-473500000.0,23200000.0,,,-948800000.0,,,-886500000.0,,-95200000.0,,,-290100000,,2600000.0,,-3735000000.0,,,,-102400000,,-1422300000.0,,,,,,-82200000.0,-4842700000.0,,,,,,,-133600000.0,0.2,-82200000,-82200000.0,,,,-100000.0,-157800000.0,,,,,,149400000.0,,,,,,,-3420400000.0,1331100000.0,-774400000.0,,,-13200000.0,,-60900000.0,,-800000.0,,,-9000000.0,,,-259900000.0,,-177100000.0,-140700000.0,,-531100000.0,,,,,,-38300000.0,,-107700000.0,,,,,,,0.0,,,-3650900000.0,,-774400000.0,-25500000.0,-869600000.0,-432800000.0,,,,,,,,,3700000.0,286800000.0,,,,-84100000.0,,-376900000.0,-23800000.0,-1549500000.0,,,,,-133600000.0,,,,,,,,,,,-4027800000.0,-225500000.0,,-20500000.0,,-5000000.0,,,,,-353000000.0,700000.0,-1611300000.0,,,,-23700000.0,,,,-70300000,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-12-31,-461300000.0,,-222800000.0,,,,-767400000.0,-99600000.0,-8400000.0,-527000000.0,12100000.0,-920500000.0,65900000.0,,-405100000.0,1900000.0,-1172500000.0,-542900000.0,-767400000.0,,,-1019500000.0,300000.0,-99600000.0,,0.0,-493000000,-372200000.0,400000.0,-542900000.0,-3949700000.0,,,,-152900000,,-1172500000.0,-351400000.0,,-471100000.0,,44900000.0,-104300000.0,-4870200000.0,-180900000.0,-351400000.0,,,,670900000.0,-180100000.0,,-104300000,-104300000.0,,,-3671200000.0,0.0,-148400000.0,32100000.0,-920500000.0,,-397400000.0,-66500000.0,262100000.0,-351400000.0,,,,-405100000.0,-1019500000.0,-3671200000.0,-1406200000.0,-542900000.0,-4870200000.0,148800000.0,-357200000.0,-119700000.0,-138700000.0,,-7700000.0,,,-7500000.0,,-138700000.0,-221600000.0,,-139300000.0,-230900000.0,,-397400000.0,,-3883200000.0,-3949700000.0,-527000000.0,0.8,-78000000.0,,-151600000.0,-642200000.0,,,,-642500000.0,,0.0,,-139300000.0,-3883200000.0,-312500000.0,-542900000.0,-47300000.0,-642500000.0,-774400000.0,-25800000.0,,-4406800000.0,0.8,,,,,8900000.0,,-4900000.0,,353300000.0,-66500000.0,,-523600000.0,23800000.0,1833800000.0,,-148400000.0,-394600000.0,,-180100000.0,,-26700000.0,,16300000.0,,,,,-221600000.0,,-4406800000.0,-222800000.0,,-2900000.0,,-8600000.0,,-523600000.0,,,248400000.0,,1606900000.0,,,,100000.0,100000.0,,,-87000000,,,353300000.0,-148300000.0,,,0.0,,362500000.0,,,,16000000.0,6500000.0,,0.0,-1313100000.0,,,,,,,,,,,
1995-03-31,,353300000.0,,,,,,,,,9900000.0,-1000400000.0,56700000.0,,-466900000.0,,,,-809700000.0,,,-1116400000.0,,,100000.0,,-419800000,,,,-4039500000.0,,,,-133600000,,-1276600000.0,,,,,,-99500000.0,-5039900000.0,,,,,,,-160600000.0,0.2,-99500000,-99500000.0,,,,0.0,-163000000.0,,,,,,219600000.0,,,,,,,-3763300000.0,55300000.0,-713300000.0,,,3900000.0,,-153600000.0,,-3400000.0,,,-10100000.0,,,-235600000.0,,-133500000.0,-200200000.0,,-411100000.0,,,,,,-66600000.0,,-135700000.0,,,,,,,0.0,,,-3969500000.0,,-713300000.0,-36200000.0,-713300000.0,-541500000.0,,,,,,,,,6600000.0,353300000.0,,,,-70000000.0,,-523600000.0,-100000.0,-66500000.0,,,,-99300000.0,-160600000.0,,,,,,,,,,,-4493100000.0,-225700000.0,,8000000.0,,-14600000.0,,,,,-171800000.0,,-1800000.0,,,,0.0,,,,-76900000,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-06-30,,353300000.0,,,,,,,,,10400000.0,-739100000.0,59400000.0,,-252800000.0,,,,-721400000.0,,,-1169300000.0,,,-200000.0,,-425100000,,,,-4005200000.0,,,,-134800000,,-974200000.0,,,,,,-103500000.0,-4744300000.0,,,,,,,-148300000.0,0.21,-103500000,-103500000.0,,,,100000.0,-168300000.0,,,,,,219400000.0,,,,,,,-3770100000.0,144400000.0,-442200000.0,,,-18000000.0,,-145100000.0,,14200000.0,,,-12900000.0,,,-234700000.0,,-151900000.0,-205700000.0,,-318400000.0,,,,,,-70900000.0,,-139000000.0,,,,,,,0.0,,,-3928100000.0,,-442200000.0,-35500000.0,-442200000.0,-713300000.0,,,,,,,,,8400000.0,353300000.0,,,,-77100000.0,,-523600000.0,29200000.0,264700000.0,,,,1900000.0,-148300000.0,,,,,,,,,,,-4451700000.0,-175900000.0,,21500000.0,,-3200000.0,,,,,260700000.0,,-4800000.0,,,,-100000.0,,,,-74300000,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-09-30,,356212537.0,,,,,,,,,6410256.0,597942755.0,10614371.0,,192009541.0,-50268754.0,,,531604055.0,,,920020871.0,,,99999.0,,295244484,,,,2942829457.0,,,,86240310,,723613596.0,,,,,,67680382.0,3540772212.0,,,,,,,358765832.0,0.19,67680382,67680382.0,,,,0.0,119633274.0,,,,,,160480024.0,,,,,,,2817158617.0,-418915862.0,394528921.0,,,25355217.0,,86911151.0,,-26080262.0,,,6932021.0,,,167113894.0,,116502683.0,134764460.0,,244856887.0,,,,,,48524150.0,,87581992.0,,,,,,,0.0,,,2895721527.0,,394528921.0,19901610.0,394528921.0,-442200000.0,,,,,,,,,5515802.0,356212537.0,,,,47107930.0,,-390280262.0,-74539.0,-322901849.0,,,,168434586.0,660271497.0,,,,,,,,,,,3286001789.0,131410256.0,,-26667561.0,,26893620.0,,,,,-81520751.0,,12935719.0,,,,1.0,,,,128354204,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-12-31,385625228.0,,172350568.0,,,,366776678.0,,10707737.0,117418409.0,9928886.0,508764210.0,54583759.0,,223248992.0,-21442174.0,590025669.0,284708471.0,366776678.0,,,977191052.0,14594793.0,,73341.0,1.0,377173734,30583058.0,,284708471.0,3050091676.0,,,,105810082,,590025669.0,292482582.0,,390465714.0,,-42610928.0,78260757.0,3558855886.0,212321233.0,292482582.0,,,,684415108.0,67552577.0,,78260757,78260757.0,71067107.0,,2950715072.0,1.0,93656033.0,31023102.0,508764210.0,73340.0,100036670.0,44224423.0,206851006.0,292482582.0,,,,223248992.0,977191052.0,2950715072.0,-64099136.0,284708471.0,3558855886.0,181298130.0,19327841.0,97983132.0,116098276.0,,8752943.0,,,2263146.0,,116098276.0,173083975.0,,107957462.0,170322728.0,,100036670.0,,3005867253.0,3050091676.0,502383572.0,0.82,64512646.0,,104538463.0,597946461.0,,,,284708471.0,,0.0,,107957462.0,3005867253.0,566923358.0,284708471.0,26277706.0,284708471.0,394528921.0,25742574.0,,3537367070.0,0.83,-83459498.0,,,,4578298.0,,-6527319.0,,352388653.0,44224423.0,,-531499817.0,74539.0,-196896978.0,,93656033.0,387238724.0,32521.0,151012075.0,,15034837.0,,-283314998.0,,,-384965163.0,,173083975.0,,3537367070.0,172350568.0,,11762354.0,,5941217.0,,-531499817.0,,,-109982843.0,,4372018.0,,,,-73340.0,-73340.0,,,160393841,,,356686076.0,-102603594.0,,,0.0,,-321598827.0,,,,20902090.0,,,0.0,1282361569.0,,,,,,,,,,,
1996-03-31,,360111820.0,,,,,,,,,7871699.0,485102626.0,45685279.0,,233576105.0,,,,289855072.0,,,1048480836.0,,,73567.0,,329287133,,,,3075038623.0,,,,96005297,,523431178.0,,,,,,72022364.0,3560141249.0,,,,,,,32516736.0,0.2,72022364,72022364.0,,,,-1.0,110792319.0,,,,,,179724859.0,,,,,,,3036710071.0,-120723902.0,231001251.0,,,-31928198.0,,143824027.0,,-3310527.0,,,5223277.0,,,179062753.0,,110277349.0,149562274.0,,,,,,,,53556977.0,,97329507.0,,,,,,,0.0,,,3037666446.0,,231001251.0,25307143.0,231001251.0,284484661.0,,,,,-88795704.0,,,,3899066.0,360111820.0,,,,37372177.0,,-533142058.0,0.0,-54071949.0,,,,,121312440.0,,,,,,,,,,,3570808504.0,153461340.0,,-1177076.0,,6106084.0,,,,,-53483411.0,,16111234.0,,,,0.0,,,,141690576,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-06-30,,362736889.0,,,,,,,,,8798299.0,467409634.0,44790562.0,,209179559.0,,,,282938632.0,,,1092308820.0,,,-73566.0,,325463744,,,,3107485886.0,,,,85563458,,492118190.0,,,,,,68920009.0,3574895520.0,,,,,,,40949061.0,0.19,68920009,68920009.0,,,,-1.0,99567417.0,,,,,,186303981.0,,,,,,,3082777330.0,-77091187.0,208812963.0,,,-8690616.0,,133294230.0,,-13699518.0,,,5718894.0,,,183371215.0,,125302442.0,139159763.0,,,,,,,,53596305.0,,86883203.0,,,,,,,0.0,,,3073685754.0,,208812963.0,17963194.0,208812963.0,231001251.0,,,,,-68400571.0,,,,4399149.0,362736889.0,,,,33800132.0,,-531343940.0,-25148471.0,-54513724.0,,,,,109349632.0,,,,,,,,,,,3605029694.0,149424445.0,,-8501053.0,,4305236.0,,,,,-22181960.0,,2218556.0,,,,-73319.0,,,,130361464,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-09-30,,350104050.0,,,,,,,,,8373118.0,478883584.0,42539216.0,,204774146.0,-44202.0,,,736687477.0,,,1113257437.0,,,73447.0,,313624679,,,,3928314359.0,,,,73154610,,941461623.0,,,,,,21006243.0,4407197943.0,,,,,,,-421831570.0,0.06,21006243,21006243.0,,,,0.0,102974660.0,,,,,,189570327.0,,,,,,,3465736320.0,-487238161.0,235475578.0,,,46347789.0,,109731913.0,,-8403102.0,,,-39809034.0,,,183694455.0,,133676093.0,124054352.0,,450018362.0,,,,,,50899742.0,,32096952.0,,,,,,,0.0,,,3891883952.0,,235475578.0,11090709.0,235475578.0,208812963.0,,,,,-533585950.0,,,,1175174.0,350104050.0,,,,36430407.0,,-532280573.0,146768.0,402305835.0,,,,,111754380.0,,,,,,,,,,,4424164525.0,187219978.0,,2627082.0,,312147.0,,,,,26675287.0,,1354382.0,,,,-73449.0,,,,115693826,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-12-31,326012405.0,,167019336.0,,,,821962787.0,,21962787.0,-333017147.0,7861310.0,482962422.0,49983849.0,,191973732.0,-25883929.0,1013936520.0,245020066.0,821962787.0,,,1142940533.0,5034659.0,,-146415.0,-1.0,330598253,-22984312.0,,245020066.0,4031813207.0,,,,71440242,,1013936520.0,218022619.0,,290040131.0,,-51003283.0,56142340.0,4514775629.0,215979569.0,218022619.0,,,,756950018.0,15348626.0,,56142340,56142340.0,,,3500839110.0,-1.0,134987231.0,32980664.0,482962422.0,-72967.0,499963517.0,41006932.0,201312853.0,218022619.0,,,,191973732.0,1142940533.0,3500839110.0,-133917928.0,245020066.0,4514775629.0,182998906.0,-28713287.0,72017512.0,106968260.0,,3450360.0,,,2889783.0,,106968260.0,187012039.0,,130974097.0,129285400.0,,499963517.0,,3990806275.0,4031813207.0,462969719.0,0.59835,57845158.0,,73734586.0,541991974.0,,,,245020066.0,,0.0,,130974097.0,3990806275.0,509011311.0,245020066.0,17592246.0,245020066.0,235475578.0,-26048888.0,,4680773440.0,0.59835,-105204641.0,,,,521508.0,,-21962787.0,,364373058.0,41006932.0,,-689967165.0,-73450.0,23244449.0,,134987231.0,283983947.0,,120553267.0,,14009486.0,,-818971178.0,,,-795986866.0,,187012039.0,,4680773440.0,167019336.0,,12085706.0,,3286019.0,,-689967165.0,,,10026202.0,,2278615.0,,,,-72966.0,-72966.0,,,121424091,,,364373058.0,-38963882.0,,,-1.0,,316964611.0,,,,9996352.0,,,0.0,1298941992.0,,,,,,,,,,,
1997-03-31,,362850917.0,,,,,,,,,9966058.0,498014010.0,48024843.0,,165017693.0,,,,814977974.0,,,1197949014.0,,,1.0,,302014877,,,,4039864231.0,,,,68029176,,979995667.0,,,,,,55029970.0,4537878241.0,,,,,,,36036687.0,0.15166,55029970,55029970.0,,,,0.0,122986929.0,,,,,,175994801.0,,,,,,,3557882574.0,-68968008.0,277027515.0,,,-3971980.0,,80017332.0,,-2022099.0,,,3971979.0,,,192027154.0,,140969163.0,126020076.0,,499963891.0,,,,,,57990900.0,,72001155.0,,,,,,,0.0,,,3993861486.0,,277027515.0,16971185.0,277027515.0,244962808.0,,,,,-64996028.0,,,,,362850917.0,,,,46002745.0,,-682891601.0,,0.0,,,,,101032715.0,,,,,,,,,,,4676753087.0,140030331.0,,-8016177.0,,4983029.0,,,,,31992489.0,,2022099.0,,,,0.0,,,,116054019,0.15166,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-06-30,,389080269.0,,,,,,,,,8983554.0,453017460.0,48983054.0,,155980584.0,,,,814025936.0,,,1229950011.0,,,-72449.0,,311961168,,,,4107875100.0,,,,80055061,,970006520.0,,,,,,62015504.0,4560892560.0,,,,,,,7939260.0,0.15939,62015504,62015504.0,,,,0.0,118090270.0,,,,,,173947693.0,,,,,,,3590886039.0,-134031340.0,230022459.0,,,-21022586.0,,75997971.0,,-5947183.0,,,2028545.0,,,195971890.0,,146997030.0,138013475.0,,499963776.0,,,,,,57958414.0,,82011157.0,,,,,,,0.0,,,4059914511.0,,230022459.0,19995653.0,230022459.0,277027515.0,,,,,-113008754.0,,,,,389080269.0,,,,47960589.0,,-685068463.0,-29921032.0,-33978121.0,,,,,120948014.0,,,,,,,,,,,4744982974.0,130986018.0,,3089712.0,,4000525.0,,,,,-46989229.0,,948270.0,,,,0.0,,,,129038115,0.15939,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-09-30,,374977774.0,,,,,,,,,9992035.0,473970024.0,43966688.0,,197958149.0,17374.0,,,795959742.0,,,914922888.0,,,144855.0,,313952646,,,,3797769894.0,,,,90942002,,993917892.0,,,,,,-314966331.0,4271739917.0,,,,,,,53048164.0,-0.83996,-314966331,-314966331.0,,,,0.0,140033307.0,,,,,,168995728.0,,,,,,,3277822026.0,-30003331.0,326985736.0,,,44978637.0,,44964159.0,,1959580.0,,,-428933459.0,,,155962638.0,,102020129.0,144956918.0,,499963797.0,,,,,,54014916.0,,-337991456.0,,,,,,,0.0,,,3760770400.0,,326985736.0,-23025125.0,326985736.0,230022459.0,,,,,-74981968.0,,,,,374977774.0,,,,36999494.0,,-684671639.0,-72449.0,-994003.0,,,,,128030132.0,,,,,,,,,,,4445442039.0,172978061.0,,6881428.0,,-39973345.0,,,,,96960392.0,,2025649.0,,,,0.0,,,,134964882,-0.83996,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-12-31,340958377.0,,162994054.0,,,,789017139.0,,6016090.0,98006296.0,7064162.0,446030080.0,47063190.0,,193004547.0,-30044880.0,982021686.0,291990206.0,789017139.0,,,960055964.0,11052816.0,,-212316.0,69955.0,356129368,3987408.0,,291990206.0,3860230850.0,,,,101945996,,982021686.0,-122980063.0,,-79958027.0,,-60020986.0,74978086.0,4306260930.0,224064358.0,-122980063.0,,,,719062610.0,982185.0,,74978086,74978086.0,,,3324239244.0,69955.0,143966422.0,36026583.0,446030080.0,-139909.0,500034977.0,35956628.0,200056021.0,-122980063.0,,,,193004547.0,960055964.0,3324239244.0,-135028101.0,291990206.0,4306260930.0,188037775.0,-15996663.0,43022036.0,61979713.0,,1042930.0,,,1939849.0,,61979713.0,145015740.0,,91990206.0,156073347.0,,500034977.0,,3824274222.0,3860230850.0,470024484.0,-0.32876,54127351.0,,104025754.0,565022735.0,,,,291990206.0,,0.0,,91990206.0,3824274222.0,528996152.0,291990206.0,29047668.0,291990206.0,326985736.0,-421056313.0,,4470304302.0,-0.32876,-119031438.0,,,,,,-4966772.0,,374072463.0,35956628.0,,-646030080.0,0.0,-20012136.0,,143966422.0,245050717.0,,120013623.0,,-41972718.0,,-368030780.0,,,-372018188.0,,145015740.0,,4470304302.0,162994054.0,,9097853.0,,-10982927.0,,-646030080.0,,,-34954208.0,,1020072.0,,,,0.0,0.0,,,149009186,,,374072463.0,47009444.0,,,-1.0,,-54984260.0,,,,,,,0.0,1284085345.0,,,,,,,,,,,
1998-03-31,,379983850.0,,,,,,,,,10010575.0,649982376.0,48995418.0,,226013394.0,,,,825942897.0,,,1034966514.0,,,-1.0,,302009165,,,,3821854071.0,,,,97003878,,1051956292.0,,,,,,75008812.0,4471836447.0,,,,,,,21995065.0,0.1974,75008812,75008812.0,,,,70497.0,135001762.0,,,,,,145999295.0,,,,,,,3419880155.0,-5992245.0,438984843.0,,,16989778.0,,121959817.0,,3031371.0,,,44977088.0,,,190976384.0,,88967219.0,156009870.0,,499964751.0,,,,,,59005992.0,,141980966.0,,,,,,,0.0,,,3785830102.0,,438984843.0,66972154.0,438984843.0,291998590.0,,,,,-113006697.0,,,,,379983850.0,,,,36023969.0,,-651039831.0,0.0,17976736.0,,,,,135001762.0,,,,,,,,,,,4436869933.0,195981671.0,,7049700.0,,45964047.0,,,,,146986253.0,,21008107.0,,,,-1.0,,,,145999296,0.1974,,,,,,,,,,,,,,,,,,,,,,,,,,,
