date,annualOperatingIncome,quarterlyBasicAverageShares,annualAccountsPayable,annualResearchAndDevelopment,trailingOperatingIncome,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherShortTermInvestments,annualCommonStockIssuance,annualFreeCashFlow,quarterlySellingGeneralAndAdministration,quarterlyCurrentAssets,quarterlyDepreciationAndAmortization,trailingFreeCashFlow,quarterlyCurrentLiabilities,quarterlyCashDividendsPaid,annualTotalLiabilitiesNetMinorityInterest,annualEndCashPosition,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,trailingTotalRevenue,quarterlyRetainedEarnings,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,quarterlyOtherNonCashItems,annualOtherCurrentAssets,quarterlyTotalRevenue,annualNetOtherInvestingChanges,quarterlyPurchaseOfInvestment,annualCashAndCashEquivalents,quarterlyTotalNonCurrentAssets,trailingTaxProvision,trailingNetIncome,trailingEndCashPosition,quarterlyOperatingIncome,annualCurrentDebt,quarterlyTotalLiabilitiesNetMinorityInterest,annualNetIncome,trailingPretaxIncome,annualPretaxIncome,annualInvestmentsAndAdvances,annualCashDividendsPaid,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,annualOperatingExpense,annualNetIncomeContinuousOperations,annualCurrentDeferredRevenue,annualGainsLossesNotAffectingRetainedEarnings,trailingSellingGeneralAndAdministration,annualCostOfRevenue,quarterlyFreeCashFlow,quarterlyDilutedEPS,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualSaleOfInvestment,annualRepurchaseOfCapitalStock,annualStockholdersEquity,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualSellingGeneralAndAdministration,annualCurrentAssets,annualOtherNonCashItems,annualLongTermDebt,annualOtherNonCurrentAssets,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,quarterlyGoodwill,annualCurrentAccruedExpenses,trailingNetIncomeCommonStockholders,annualCurrentLiabilities,annualRetainedEarnings,quarterlyStockholdersEquity,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualTotalAssets,annualDepreciationAndAmortization,quarterlyNetOtherInvestingChanges,annualTaxProvision,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyChangeInInventory,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyNonCurrentDeferredTaxesLiabilities,trailingChangeInAccountPayable,quarterlyInventory,quarterlyGrossProfit,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,trailingGrossProfit,annualNetPPE,annualTotalNonCurrentAssets,annualOperatingCashFlow,annualDilutedEPS,quarterlyOperatingExpense,trailingOtherIncomeExpense,quarterlyPretaxIncome,annualGrossProfit,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,quarterlyRepaymentOfDebt,quarterlyCapitalStock,trailingRepaymentOfDebt,annualInventory,quarterlyNetPPE,annualEbitda,quarterlyCashAndCashEquivalents,quarterlyTaxProvision,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBeginningCashPosition,annualOtherIncomeExpense,trailingChangeInCashSupplementalAsReported,annualGrossPPE,annualBasicEPS,quarterlyCapitalExpenditure,trailingDepreciationAndAmortization,quarterlyCurrentDebt,trailingCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlyDilutedAverageShares,annualChangeInInventory,quarterlyChangesInAccountReceivables,annualBasicAverageShares,quarterlyOtherNonCurrentAssets,trailingOtherNonCashItems,quarterlyAccumulatedDepreciation,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,annualPurchaseOfBusiness,annualOtherNonCurrentLiabilities,annualBeginningCashPosition,quarterlySaleOfInvestment,quarterlyOperatingCashFlow,trailingInvestingCashFlow,annualDeferredIncomeTax,trailingOperatingExpense,annualInvestingCashFlow,quarterlyRepurchaseOfCapitalStock,trailingDeferredIncomeTax,annualCapitalExpenditure,annualIncomeTaxPayable,annualNonCurrentDeferredTaxesLiabilities,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyAccountsPayable,trailingCashDividendsPaid,quarterlyChangeInWorkingCapital,annualChangesInAccountReceivables,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,annualAccumulatedDepreciation,annualNonCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInCashSupplementalAsReported,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCommonStockIssuance,trailingCapitalExpenditure,quarterlyResearchAndDevelopment,trailingNetIncomeContinuousOperations,quarterlyOtherCurrentLiabilities,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,trailingChangeInInventory,quarterlyEbitda,quarterlyBasicEPS,quarterlyStockBasedCompensation,annualDilutedAverageShares,annualChangeInCashSupplementalAsReported,annualStockBasedCompensation,annualGoodwill,annualNetOtherFinancingCharges,trailingInterestExpense,annualCashFlowFromContinuingFinancingActivities,trailingStockBasedCompensation,trailingChangeInWorkingCapital,trailingChangesInAccountReceivables,annualInterestExpense,annualPurchaseOfInvestment,annualRepaymentOfDebt,annualCapitalStock,annualTotalRevenue,trailingPurchaseOfBusiness,trailingBasicAverageShares,trailingSaleOfInvestment,trailingRepurchaseOfCapitalStock,trailingBasicEPS,trailingNetOtherInvestingChanges,trailingPurchaseOfInvestment,trailingDilutedEPS,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingCommonStockIssuance
2007-12-31,1414761857.0,,807572249.0,,,,5318699023.0,,141979660.0,706877455.0,186542122.0,4288591280.0,259314730.0,,1295942000.0,-130994727.0,6614641023.0,2207229886.0,5318699023.0,,,1831638304.0,-243681402.0,,289897455.0,375591583.0,1918326512,-107743430.0,-7051472.0,2207229886.0,17663880777.0,,,,571533844,232604974.0,6614641023.0,1118719162.0,,1480213473.0,,-260799517.0,537113205.0,21952472057.0,1554727621.0,1109656631.0,23159803.0,151042191.0,,3363206122.0,356706395.0,,537106822,537113205.0,625314671.0,,15256268251.0,375591583.0,1325143489.0,550800524.0,4288591280.0,142986608.0,3152754003.0,2429765380.0,906977504.0,1118719162.0,5847346692.0,,,1295942000.0,1831638304.0,15256268251.0,-1028469756.0,2207229886.0,21952472057.0,1009968785.0,29105029.0,341355352.0,255764777.0,,,,,-36228848.0,,255764777.0,840801531.0,,1117712214.0,1190585741.0,23159803.0,3152754003.0,,8596314571.0,17663880777.0,1753096365.0,1.28,439815164.0,,559505081.0,3148726211.0,,68472460.0,68472460.0,2207229886.0,,0.0,,1117712214.0,8596314571.0,2424730642.0,2207229886.0,15334020.0,2207229886.0,2717850674.0,-6041688.0,,16499848958.0,1.29,-319714583.0,,232604974.0,,22216688.0,,,,867000000.0,2429765380.0,,-7903534387.0,-1145254.0,-154684347.0,,1325143489.0,3042996677.0,75908352.0,676420978.0,,,,-1561776256.0,,,-1046218910.0,,840801531.0,,16499848958.0,807572249.0,,-245693879.0,,,,-7903534387.0,,,-510751697.0,151042191.0,20224780.0,,,,232604974.0,232604974.0,,,830848574,,,879000000.0,-835766791.0,,5847346692.0,-197361796.0,,-1036149431.0,,,,112778169.0,-11076427.0,,0.0,6332695600.0,,,,,,,,,,,
2008-03-31,,872000000.0,,,,,,,,,133177797.0,4242247497.0,241080976.0,,1579663653.0,,,,6509186352.0,,,2345679012.0,,,40828230.0,,1957810829,,-14581511.0,,19651015845.0,,,,766015359,,8088850005.0,,,,,,514241275.0,23893263342.0,,,,,,,462719938.0,0.59,514241275,514241275.0,,,,774764266.0,1513560805.0,,,,,,817536697.0,,5864683581.0,,,,,15711091669.0,-2065714008.0,1930592009.0,,,-69991251.0,,290658112.0,,-133177797.0,,,-6804705.0,,,858364927.0,,1246233110.0,1140274132.0,,4137260620.0,,,,,,374258773.0,,767959561.0,,,74851755.0,,,,0.0,,,10339263148.0,,1930592009.0,252746185.0,1930592009.0,2206668611.0,,,,,-265383494.0,,,,5832604.0,872000000.0,,,,3372217361.0,,-7903178769.0,0.0,1054729270.0,,,,1944202.0,728103432.0,,,,,,,,,,,18242441917.0,873918538.0,,-133177797.0,,,,,,,-276076602.0,16525712.0,69991251.0,,,,471468844.0,,,,1007096335,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-06-30,,872000000.0,,,,,,,,,120860764.0,4411909207.0,263979454.0,,1483737840.0,,,,6493072615.0,,,2656971603.0,,,2406516.0,,1967180898,,-1140215.0,,19943008745.0,,,,645573352,,7976810455.0,,,,,,485408274.0,24354917952.0,,,,,,,205453394.0,0.55,485408274,485408274.0,,,,920703546.0,1424781370.0,,,,,,936425272.0,,5877960106.0,,,,,16254298909.0,-312196968.0,1933772232.0,,,-37113004.0,,237791098.0,,-98717654.0,,,-4913039.0,,,980642626.0,,1319642331.0,1030755626.0,,4087648619.0,,,,,,385182274.0,,646555960.0,,,73695588.0,,,,0.0,,,10483443058.0,,1933772232.0,148373784.0,1933772232.0,1930592009.0,,,,,-325163819.0,,,,7860863.0,885000000.0,,,,3507909993.0,,-7903114867.0,-173921588.0,-218529997.0,,,,55047053.0,530617213.0,,,,,,,,,,,18386557925.0,866660116.0,,-98717654.0,,,,,,,2911622.0,244669352.0,-226094.0,,,,380269234.0,,,,909894861,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-09-30,,872000000.0,,,,,,,,,112728981.0,4064819164.0,262000000.0,,1396899953.0,0.0,,,6610615313.0,,,2903710662.0,,,242000000.0,,1877876938,,0.0,,20294974166.0,,,,378581494,,8007515266.0,,,,,,253640207.0,24359793330.0,,,,,,,-27000000.0,0.29,253640207,253640207.0,,,,671676844.0,1502113669.0,,,,,,1124471583.0,,5954908408.0,,,,,16159699389.0,-979000000.0,1746000000.0,,,-45000000.0,,237670268.0,,-176000000.0,,,-93940817.0,,,726162518.0,,1409112259.0,753405355.0,,4382339126.0,,,,,,374823861.0,,310944105.0,,-396000000.0,76092062.0,,,-1197000000.0,0.0,,,11229685298.0,,1746359793.0,25364021.0,1746359793.0,1934000000.0,,,,,-571000000.0,,200093941.0,,6575857.0,884000000.0,,,,3034288398.0,,-7903240958.0,57000000.0,262000000.0,,,,19000000.0,544000000.0,,,,,,,,,,,19132926256.0,989196806.0,,-176000000.0,,,,,,,-188000000.0,-99577266.0,0.0,,,,207609206.0,,,,640676374,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-31,2096853895.0,,970186131.0,,,,6858013507.0,,74122879.0,429912700.0,418445762.0,4112172624.0,266221715.0,,1844012519.0,-175410608.0,8702026025.0,1437160270.0,6858013507.0,,,2260747817.0,-373085159.0,,800590848.0,856531049.0,2110304871,-205073299.0,-2148987.0,1437160270.0,20048591665.0,,,,342039427,205896887.0,8702026025.0,784878933.0,,1451161258.0,,-349201120.0,-468291570.0,24160764289.0,1724592325.0,784878933.0,14824576.0,-355789820.0,,4091582935.0,-175066163.0,,-468291570,-468291570.0,75770054.0,,15276725416.0,856531049.0,1754241476.0,691813540.0,4112172624.0,953714380.0,4350189425.0,2278043156.0,1083597966.0,784878933.0,5280019766.0,,,1844012519.0,2260747817.0,15276725416.0,-554596040.0,1437160270.0,24160764289.0,1032778784.0,-52889174.0,589688684.0,196837424.0,,32739172.0,,,-655832783.0,,196837424.0,753582606.0,,1308680613.0,1242486842.0,14824576.0,4350189425.0,,11546697414.0,20048591665.0,2205567452.0,0.89,684667478.0,,-274531556.0,4037226157.0,,74946467.0,74946467.0,1437160270.0,,0.0,,1308680613.0,11546697414.0,3129632679.0,1437160270.0,164136782.0,1437160270.0,1746359793.0,-727227804.0,,20594630209.0,0.9,-613606842.0,,205896887.0,,-77291.0,,-373085159.0,,872000000.0,2278043156.0,,-9047932795.0,-3938133.0,-200740974.0,,1754241476.0,2207214627.0,-322008.0,438540679.0,,,,-3912040850.0,,,-1775654752.0,,753582606.0,,20594630209.0,970186131.0,,32739172.0,,,,-9047932795.0,,,-308804944.0,-355789820.0,2727858.0,,,,653104925.0,653104925.0,,,608261142,,,885000000.0,-770054357.0,,5280019766.0,88123868.0,,933124691.0,,,,20589689.0,-18118926.0,,0.0,7913029155.0,,,,,,,,,,,
2009-03-31,,873000000.0,,,,,,,,,35000000.0,4539000000.0,261000000.0,,1613000000.0,,,,7388000000.0,,,2632000000.0,,,38000000.0,,1827000000,,-2000000.0,,20282000000.0,,,,520000000,,9001000000.0,,,,,,371000000.0,24821000000.0,,,,,,,-121000000.0,0.42,373000000,371000000.0,,,,838000000.0,716000000.0,,,,,,955000000.0,,5280000000.0,,,,,15551000000.0,-486000000.0,2104000000.0,,,-17000000.0,,210000000.0,,-84000000.0,1155000000.0,,-82000000.0,,,609000000.0,,1387000000.0,872000000.0,,5078000000.0,,,,,,352000000.0,,439000000.0,,0.0,77000000.0,,,-87000000.0,0.0,,,11808000000.0,,2104000000.0,38000000.0,2104000000.0,1437000000.0,,,,,-470000000.0,,190000000.0,,2000000.0,873000000.0,,,,1148000000.0,,,79000000.0,807000000.0,,,,0.0,349000000.0,,,,,,,,,,,,908000000.0,,-84000000.0,,,,,,,667000000.0,-468000000.0,,,24000000.0,,515000000.0,,,,702000000,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-06-30,,873000000.0,,,,,,,,,45000000.0,4336000000.0,267000000.0,,1390000000.0,,,,7358000000.0,,,2950000000.0,,,-136000000.0,,2029000000,,0.0,,20995000000.0,,,,633000000,,8748000000.0,,,,,,492000000.0,25331000000.0,,,,,,,113000000.0,0.56,492000000,492000000.0,,,,591000000.0,1448000000.0,,,,,,1010000000.0,,5260000000.0,,,,,16257000000.0,-553000000.0,2038000000.0,,,96000000.0,,233000000.0,,-76000000.0,1185000000.0,,89000000.0,,,851000000.0,,1474000000.0,1019000000.0,,5059000000.0,,,,,,386000000.0,,710000000.0,,-48000000.0,75000000.0,,,-206000000.0,0.0,,,12346000000.0,,2038000000.0,198000000.0,2038000000.0,2104000000.0,,,,,-605000000.0,,67000000.0,,14000000.0,873000000.0,,,,1306000000.0,,,56000000.0,-251000000.0,,,,0.0,718000000.0,,,,,,,,,,,,942000000.0,,-60000000.0,,,,,,,-66000000.0,-96000000.0,,,14000000.0,,381000000.0,,,,991000000,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-30,,882000000.0,,,,,,,,,40000000.0,8810000000.0,282000000.0,,1541000000.0,0.0,,,13354000000.0,,,-2400000000.0,,,5949000000.0,,2096000000,,0.0,,21467000000.0,,,,739000000,,14895000000.0,,,,,,-5350000000.0,30277000000.0,,,,,,,376000000.0,-6.07,-5348000000,-5350000000.0,,,,532000000.0,6295000000.0,,,,,,971000000.0,,5260000000.0,,,,,14980000000.0,-619000000.0,6531000000.0,,,-37000000.0,,210000000.0,,-80000000.0,1216000000.0,,-5913000000.0,,,928000000.0,,1537000000.0,1125000000.0,,5060000000.0,,,,,,386000000.0,,-5184000000.0,,-53000000.0,67000000.0,,,-65000000.0,17343000000.0,,,12636000000.0,,6531000000.0,141000000.0,6531000000.0,2038000000.0,,,,,-535000000.0,,71000000.0,,12000000.0,882000000.0,,,,1437000000.0,,-810000000.0,289000000.0,4188000000.0,,,,3000000.0,911000000.0,,,,,,,,,,,13446000000.0,1093000000.0,,-80000000.0,,,,,,,4493000000.0,37000000.0,3885000000.0,,21000000.0,,377000000.0,,,,-4890000000,-6.07,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-31,2836000000.0,,1221000000.0,99000000.0,,,9755000000.0,0.0,3885000000.0,-4673000000.0,60000000.0,4938000000.0,263000000.0,,1773000000.0,-195000000.0,11528000000.0,2564000000.0,9755000000.0,,,-2382000000.0,-297000000.0,0.0,-5370000000.0,10000000.0,2184000000,106000000.0,-81000000.0,2564000000.0,22137000000.0,,,,884000000,54000000.0,11528000000.0,-4274000000.0,,-3630000000.0,1228000000.0,-369000000.0,213000000.0,27075000000.0,1493000000.0,-4365000000.0,,55000000.0,,3807000000.0,-5041000000.0,,118000000,213000000.0,7000000.0,,15063000000.0,10000000.0,1004000000.0,180000000.0,4938000000.0,716000000.0,6281000000.0,1053000000.0,906000000.0,-4274000000.0,5197000000.0,16000000.0,,1773000000.0,-2382000000.0,15063000000.0,-757000000.0,2564000000.0,27075000000.0,1073000000.0,64000000.0,648000000.0,118000000.0,16000000.0,-132000000.0,1228000000.0,,-453000000.0,,118000000.0,1184000000.0,,1540000000.0,1278000000.0,,6281000000.0,,13125000000.0,22137000000.0,-2322000000.0,-4.73,394000000.0,,405000000.0,4329000000.0,0.0,66000000.0,66000000.0,2564000000.0,-39000000.0,17390000000.0,,1540000000.0,13125000000.0,-2500000000.0,2564000000.0,271000000.0,2564000000.0,6531000000.0,-6419000000.0,,22802000000.0,-4.73,-741000000.0,,54000000.0,,29000000.0,,-372000000.0,,903000000.0,1053000000.0,,-9677000000.0,67000000.0,1085000000.0,-101000000.0,1004000000.0,1437000000.0,4000000.0,-4300000000.0,,,,-2415000000.0,,,-2351000000.0,94000000.0,1184000000.0,94000000.0,22802000000.0,1221000000.0,,-57000000.0,,,,-9677000000.0,,,-3967000000.0,55000000.0,0.0,,40000000.0,,303000000.0,303000000.0,,,697000000,,,903000000.0,1127000000.0,,5197000000.0,491000000.0,,5829000000.0,,,,57000000.0,-83000000.0,-397000000.0,17390000000.0,8136000000.0,,,,,,,,,,,
2010-03-31,,984000000.0,,,,,,,,,32000000.0,5931000000.0,,,1920000000.0,,,,9832000000.0,,,-1624000000.0,,,220000000.0,,2561000000,,-1000000.0,,23592000000.0,,,,1165000000,,11752000000.0,,,,,,758000000.0,29523000000.0,,,,,,,421000000.0,0.76,723000000,758000000.0,,,,585000000.0,1156000000.0,,,,,,1017000000.0,,5197000000.0,,,,,16119000000.0,-1091000000.0,3468000000.0,,,-18000000.0,,281000000.0,,-50000000.0,361000000.0,,-69000000.0,,,1225000000.0,,1535000000.0,1544000000.0,,6296000000.0,,,,,,379000000.0,,1065000000.0,,-447000000.0,71000000.0,,,-6000000.0,17396000000.0,,,15347000000.0,,3468000000.0,322000000.0,3468000000.0,2564000000.0,,,,,-630000000.0,,48000000.0,,35000000.0,996000000.0,,,,1686000000.0,,,108000000.0,941000000.0,,,,,1051000000.0,,,,,,,,,,,,1295000000.0,,-50000000.0,,,,,,,904000000.0,134000000.0,834000000.0,,20000000.0,,577000000.0,,,,1395000000,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-30,,985000000.0,,,,,,,,,45000000.0,6296000000.0,319000000.0,,1847000000.0,-197000000.0,,,10627000000.0,,,-1038000000.0,,,-70000000.0,,2642000000,,-1000000.0,,24289000000.0,,,,1170000000,,12474000000.0,,,,,,783000000.0,30585000000.0,,,,,,,257000000.0,0.79,756000000,783000000.0,,,,482000000.0,1227000000.0,,,,,,1035000000.0,,5285000000.0,,,,,16534000000.0,-1168000000.0,3851000000.0,,,-14000000.0,,256000000.0,,,363000000.0,,-161000000.0,,,1190000000.0,,1671000000.0,1607000000.0,,7021000000.0,,,,,,437000000.0,,973000000.0,,-305000000.0,134000000.0,,,-69000000.0,17427000000.0,,,16025000000.0,,3851000000.0,208000000.0,3851000000.0,3468000000.0,,,,,-851000000.0,,17000000.0,,38000000.0,997000000.0,,53000000.0,,1584000000.0,,,-142000000.0,450000000.0,,,,0.0,1108000000.0,,,,,,,,,,,,1285000000.0,,92000000.0,,271000000.0,,,,,383000000.0,-94000000.0,50000000.0,,32000000.0,,545000000.0,,,,1330000000,0.79,5000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-30,,986000000.0,,,,,,,,,36000000.0,7018000000.0,,,2457000000.0,-118000000.0,,,10525000000.0,,,-319000000.0,,,354000000.0,,2775000000,,-26000000.0,,25271000000.0,,,,1272000000,,12982000000.0,,,,,,837000000.0,32289000000.0,,,,,,,490000000.0,0.84,832000000,837000000.0,,,,649000000.0,1330000000.0,,,,,,1065000000.0,,5287000000.0,,,,,17749000000.0,-848000000.0,4281000000.0,,,-12000000.0,,288000000.0,,-124000000.0,414000000.0,,-25000000.0,,,1318000000.0,,1800000000.0,1710000000.0,,6673000000.0,,,,,,438000000.0,,1210000000.0,,-61000000.0,134000000.0,,,-72000000.0,17449000000.0,,,16669000000.0,,4281000000.0,368000000.0,4281000000.0,3851000000.0,,,,,-786000000.0,,295000000.0,,42000000.0,998000000.0,,,,1872000000.0,,,161000000.0,-11000000.0,,,,10000000.0,1276000000.0,,,,,,,,,,,,1477000000.0,,-77000000.0,,,,,,,430000000.0,331000000.0,0.0,,38000000.0,,685000000.0,,,,1569000000,0.85,4000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-31,5034000000.0,,1511000000.0,153000000.0,,,10099000000.0,0.0,884000000.0,804000000.0,47000000.0,7113000000.0,,,2489000000.0,-121000000.0,12588000000.0,3968000000.0,10099000000.0,,,456000000.0,195000000.0,0.0,-1870000000.0,13000000.0,2946000000,-51000000.0,-33000000.0,3968000000.0,26209000000.0,,,,1427000000,14000000.0,12588000000.0,3274000000.0,,4587000000.0,494000000.0,-436000000.0,896000000.0,33322000000.0,1689000000.0,3176000000.0,,531000000.0,,4201000000.0,-364000000.0,,865000000,896000000.0,15000000.0,,19065000000.0,13000000.0,543000000.0,160000000.0,7113000000.0,-1074000000.0,6678000000.0,1331000000.0,1084000000.0,3274000000.0,5287000000.0,10000000.0,,2489000000.0,456000000.0,19065000000.0,-1154000000.0,3968000000.0,33322000000.0,1196000000.0,-7000000.0,1370000000.0,181000000.0,10000000.0,,494000000.0,,-63000000.0,,181000000.0,1114000000.0,,1852000000.0,1862000000.0,,6678000000.0,,17751000000.0,26209000000.0,4127000000.0,3.28,435000000.0,,1339000000.0,6723000000.0,0.0,140000000.0,140000000.0,3968000000.0,-2000000.0,17790000000.0,,1852000000.0,17751000000.0,5926000000.0,3968000000.0,472000000.0,3968000000.0,4281000000.0,-318000000.0,,28716000000.0,3.32,-1145000000.0,,14000000.0,,28000000.0,,,,987000000.0,1331000000.0,,-10965000000.0,99000000.0,54000000.0,-813000000.0,543000000.0,2564000000.0,5000000.0,781000000.0,,,,-4172000000.0,,,-3323000000.0,535000000.0,1114000000.0,535000000.0,28716000000.0,1511000000.0,,418000000.0,,,,-10965000000.0,,,-313000000.0,531000000.0,0.0,,63000000.0,,331000000.0,331000000.0,,,1635000000,,,987000000.0,1404000000.0,,5287000000.0,226000000.0,,1434000000.0,,,,143000000.0,-61000000.0,-149000000.0,17790000000.0,10924000000.0,,,,,,,,,,,
2011-03-31,,999000000.0,,,,,,,,,42000000.0,7691000000.0,311000000.0,,2530000000.0,-120000000.0,,,11208000000.0,,,1492000000.0,,,18000000.0,,3090000000,,-7000000.0,,28348000000.0,,,,1623000000,,13738000000.0,,,,,,1001000000.0,36039000000.0,,,,,,,364000000.0,1.0,1015000000,1001000000.0,,,,1125000000.0,563000000.0,,,,,,1357000000.0,,6099000000.0,,,,,20485000000.0,-1063000000.0,4443000000.0,,,-10000000.0,,315000000.0,,-56000000.0,601000000.0,,-85000000.0,,,2011000000.0,,1808000000.0,1733000000.0,,6772000000.0,,,,,,110000000.0,,1509000000.0,,-25000000.0,479000000.0,,,-2000000.0,17845000000.0,,,18772000000.0,,4443000000.0,494000000.0,4443000000.0,3968000000.0,,,,,-1071000000.0,,14000000.0,,32000000.0,999000000.0,,,,1812000000.0,,,42000000.0,100000000.0,,,,20000000.0,1435000000.0,,,,,,,,,,738000000.0,,1455000000.0,,-56000000.0,,494000000.0,,,,,475000000.0,834000000.0,0.0,,,,323000000.0,,,,1852000000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-30,,999000000.0,,,,,,,,,38000000.0,6570000000.0,354000000.0,,2929000000.0,-120000000.0,,,19046000000.0,,,2531000000.0,,,-204000000.0,,3426000000,,-2000000.0,,38938000000.0,,,,1803000000,,21975000000.0,,,,,,1159000000.0,45508000000.0,,,,,,,-378000000.0,1.16,1180000000,1159000000.0,,,,1119000000.0,495000000.0,,,,,,1496000000.0,,9580000000.0,,,,,21578000000.0,-8394000000.0,2863000000.0,,,-63000000.0,,447000000.0,,,593000000.0,,-29000000.0,,,3364000000.0,,2141000000.0,1930000000.0,,13229000000.0,,,,,,127000000.0,,1730000000.0,,-7315000000.0,498000000.0,,,-347000000.0,17861000000.0,,,25645000000.0,,2863000000.0,550000000.0,2863000000.0,4443000000.0,,,,,-1068000000.0,,130000000.0,,29000000.0,1001000000.0,,-58000000.0,,2070000000.0,,,72000000.0,6115000000.0,,,,51000000.0,690000000.0,,,,,,,,,,427000000.0,,2043000000.0,,-334000000.0,,550000000.0,,,,,-1580000000.0,872000000.0,0.0,,,,329000000.0,,,,2113000000,1.16,6000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-09-30,,1000000000.0,,,,,,,,,44000000.0,6564000000.0,392000000.0,,2893000000.0,-119000000.0,,,19470000000.0,,,3777000000.0,,,234000000.0,,4007000000,,-63000000.0,,40263000000.0,,,,2139000000,,22363000000.0,,,,,,1365000000.0,46827000000.0,,,,,,,375000000.0,1.36,1383000000,1365000000.0,,,,906000000.0,752000000.0,,,,,,1730000000.0,,9557000000.0,,,,,22375000000.0,-1898000000.0,2965000000.0,,,-8000000.0,,444000000.0,,-199000000.0,628000000.0,,-37000000.0,,,3396000000.0,,2249000000.0,2277000000.0,,13185000000.0,,,,,,138000000.0,,2037000000.0,,-337000000.0,500000000.0,,,-16000000.0,17873000000.0,,,27007000000.0,,2965000000.0,654000000.0,2965000000.0,2863000000.0,,,,,-1514000000.0,,198000000.0,,49000000.0,1001000000.0,,,,2034000000.0,,,255000000.0,130000000.0,,,,9000000.0,1889000000.0,,,,,,,,,,451000000.0,,1890000000.0,,-199000000.0,,654000000.0,,,,,102000000.0,411000000.0,0.0,,,,354000000.0,,,,2478000000,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,
