date,trailingOtherIncomeExpense,quarterlyCurrentDeferredRevenue,annualDilutedEPS,trailingGrossProfit,quarterlyCashAndCashEquivalents,annualNetPPE,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,annualTotalNonCurrentAssets,annualGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,annualCashFlowFromContinuingFinancingActivities,annualInventory,quarterlyCapitalStock,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,quarterlyPretaxIncome,annualEbitda,quarterlyNetPPE,annualOtherIncomeExpense,quarterlyTaxProvision,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,quarterlyCurrentDebt,trailingChangeInCashSupplementalAsReported,quarterlyCapitalExpenditure,annualGrossPPE,annualChangeInInventory,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyDilutedAverageShares,quarterlyInterestExpense,trailingDepreciationAndAmortization,annualBasicAverageShares,trailingCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyOtherIntangibleAssets,quarterlyOtherNonCurrentAssets,annualBeginningCashPosition,annualOtherNonCurrentLiabilities,quarterlyNetOtherFinancingCharges,trailingOtherNonCashItems,annualPurchaseOfBusiness,trailingInvestingCashFlow,trailingDeferredIncomeTax,quarterlyOperatingCashFlow,trailingCapitalExpenditure,annualCapitalExpenditure,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyChangeInCashSupplementalAsReported,annualAccumulatedDepreciation,annualDeferredIncomeTax,annualInvestingCashFlow,quarterlySaleOfInvestment,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,annualNonCurrentDeferredTaxesLiabilities,trailingCashDividendsPaid,trailingInterestExpense,trailingBeginningCashPosition,quarterlyChangeInWorkingCapital,trailingNetIncome,trailingNetIncomeContinuousOperations,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentLiabilities,trailingPurchaseOfInvestment,trailingOperatingExpense,trailingChangeInInventory,quarterlyStockBasedCompensation,annualDilutedAverageShares,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,annualChangeInCashSupplementalAsReported,quarterlyEbitda,annualNetOtherFinancingCharges,trailingStockBasedCompensation,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,annualGoodwill,annualInterestExpense,annualStockBasedCompensation,annualRepaymentOfDebt,annualPurchaseOfInvestment,quarterlyBasicEPS,annualCapitalStock,annualTotalRevenue,trailingChangeInWorkingCapital,annualAccountsPayable,quarterlyBasicAverageShares,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlyCashDividendsPaid,trailingChangeInAccountPayable,trailingOperatingIncome,quarterlyOtherNonCashItems,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,annualOtherShortTermInvestments,quarterlyCurrentLiabilities,trailingFreeCashFlow,quarterlyDepreciationAndAmortization,annualTaxProvision,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,annualChangeInWorkingCapital,trailingCostOfRevenue,trailingTotalRevenue,quarterlyRetainedEarnings,annualOtherCurrentAssets,annualOperatingIncome,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,annualNetOtherInvestingChanges,annualNetIncomeContinuousOperations,annualCashAndCashEquivalents,quarterlyOperatingIncome,trailingTaxProvision,trailingEndCashPosition,trailingPretaxIncome,annualNetIncome,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyTotalAssets,annualPretaxIncome,annualCurrentDebt,quarterlyNetIncomeCommonStockholders,annualFreeCashFlow,annualOperatingExpense,quarterlyTotalNonCurrentAssets,annualCashDividendsPaid,annualCurrentDeferredRevenue,trailingSellingGeneralAndAdministration,annualGainsLossesNotAffectingRetainedEarnings,quarterlyFreeCashFlow,annualCostOfRevenue,quarterlyDilutedEPS,quarterlyOtherNonCurrentLiabilities,annualSellingGeneralAndAdministration,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,trailingSaleOfInvestment,quarterlyOtherCurrentAssets,annualTotalAssets,annualCurrentAssets,annualOtherNonCurrentAssets,annualStockholdersEquity,annualLongTermDebt,annualOtherNonCashItems,annualBasicEPS,annualRepurchaseOfCapitalStock,annualDepreciationAndAmortization,quarterlyCurrentAccruedExpenses,trailingNetOtherInvestingChanges,quarterlyCostOfRevenue,annualCurrentLiabilities,trailingNetIncomeCommonStockholders,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,annualCurrentAccruedExpenses,quarterlyAccountsReceivable,annualRetainedEarnings,annualNetIncomeCommonStockholders,quarterlyGoodwill,quarterlyChangeInAccountPayable,annualSaleOfInvestment,trailingRepurchaseOfCapitalStock,quarterlyInvestingCashFlow,annualCommonStockIssuance,quarterlyEndCashPosition,quarterlyInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyGrossProfit,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,annualAccountsReceivable,annualNonCurrentDeferredRevenue,trailingDilutedAverageShares,annualInvestmentsAndAdvances,annualResearchAndDevelopment,trailingBasicEPS,trailingCommonStockIssuance,annualIncomeTaxPayable,quarterlyResearchAndDevelopment,trailingBasicAverageShares,quarterlyChangesInAccountReceivables,trailingResearchAndDevelopment,annualChangesInAccountReceivables,quarterlyIncomeTaxPayable,quarterlyInvestmentsAndAdvances,trailingChangesInAccountReceivables,trailingPurchaseOfBusiness,trailingDilutedEPS,quarterlyNonCurrentDeferredRevenue
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210652000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1086000000.0,,,,,,,,,,0.1,,,,,210652000.0,,,,,,,,,,,,,,,,,,,,,,,1086000000.0,,,,,1086000000.0,,,,,,,,,,,,,,,,,,,0.1,,,,21000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0.36,,-6500000.0,393400000.0,122900000.0,-6500000.0,678200000.0,441100000.0,-6500000.0,9700000.0,-61400000.0,256000000.0,,,,,90600000.0,393400000.0,132300000.0,,,,800000.0,,,449900000.0,-49900000.0,,,,,212312000.0,,-56500000.0,9700000.0,275100000.0,-11800000.0,0.0,,,,,,,,-160200000.0,,449900000.0,,-56500000.0,-3200000.0,-56200000.0,,,252800000.0,8300000.0,,,,,,,,98700000.0,,,,,212312000.0,,,5300000.0,-3617900000.0,0.0,,,98700000.0,,11500000.0,,,-842100000.0,,,4901200000.0,,252800000.0,,222900000.0,,,,,,432100000.0,,,352300000.0,,,74800000.0,575200000.0,222900000.0,0.0,-6000000.0,,,374900000.0,159300000.0,71100000.0,1212200000.0,,-48800000.0,117000000.0,-6500000.0,-3617900000.0,,,,117000000.0,575200000.0,1110300000.0,191800000.0,800000.0,,-37300000.0,370000000.0,678200000.0,-74600000.0,,,,,4460100000.0,,0.0,350500000.0,,31000000.0,,159300000.0,1110300000.0,432100000.0,275100000.0,535100000.0,214600000.0,,0.36,,19500000.0,,,,352300000.0,,,535100000.0,,,374900000.0,117000000.0,,,990200000.0,,,13300000.0,,256000000.0,8300000.0,214600000.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,-28300000.0,,,-28300000.0,,,,,,,,,,72600000.0,,410800000.0,,28300000.0,-6500000.0,,1500000.0,,-61100000.0,,,4900000.0,221500000.0,3200000.0,,,,-61000000.0,,350100000.0,,,0.0,,,,,50900000.0,,,,471800000.0,-21800000.0,,,,,400000.0,378400000.0,,,,,-300000.0,,,,125400000.0,,,,,,4400000.0,,,34800000.0,,,,,,,,,,0.2,,,,,221500000.0,,,,,,100000.0,551300000.0,126000000.0,,505300000.0,,7800000.0,,,223200000.0,,,,,419100000.0,,,1816500000.0,,,,,27000000.0,,,,,728500000.0,1312200000.0,,,44300000.0,,,760900000.0,,,,,-10200000.0,,0.2,0.0,,44300000.0,44300000.0,,262600000.0,,,,,,,,,,,,1655700000.0,,,-16500000.0,583700000.0,,,,,,,,,-77600000.0,,0.0,285900000.0,8700000.0,214500000.0,133800000.0,,160800000.0,48900000.0,,,,,,,,,,,,,,,,,,,,
,,,,,-6100000.0,,,-6100000.0,,,,,,,,,,42500000.0,,424400000.0,,16600000.0,0.0,,800000.0,,-26700000.0,,,-26100000.0,215833333.0,2300000.0,,,,-65600000.0,9500000.0,348500000.0,,,100000.0,,,,,75500000.0,,,,490000000.0,22200000.0,,,,,-900000.0,227500000.0,,,,,46300000.0,,,,114000000.0,,,,,,2000000.0,,,19300000.0,,,,,,,,,,0.12,,,,,215833333.0,,,,,,,366300000.0,84900000.0,,342300000.0,,5400000.0,,,222300000.0,,,,,445000000.0,,,1093000000.0,,,,,13900000.0,,,,,564600000.0,1148700000.0,,,25900000.0,,,782400000.0,,,,,48800000.0,,0.12,0.0,,25900000.0,25900000.0,,91400000.0,,,,,,,,,,,,988800000.0,,,-4500000.0,584100000.0,,,,,,,,,-27100000.0,,0.0,256700000.0,7800000.0,214500000.0,90300000.0,,104200000.0,30800000.0,,,,,,,,,,,,,,,,,,,,
,,,,,-10600000.0,,,-10600000.0,,,,,,,,,,38200000.0,,447200000.0,,14900000.0,0.0,,600000.0,,-33300000.0,,,-17900000.0,211818182.0,2000000.0,,,,-71200000.0,9500000.0,351300000.0,,,0.0,,,,,47900000.0,,,-17900000.0,518400000.0,-4500000.0,,,,,200000.0,258900000.0,,,,,19500000.0,,,,118500000.0,,,,,,500000.0,,,17300000.0,,,,,,,,,,0.11,,,,,211818182.0,,,,,,,382100000.0,90600000.0,,378000000.0,,6000000.0,,,222300000.0,,,,,468100000.0,,,1176700000.0,,,,,11300000.0,,,,,600300000.0,1190100000.0,,,23300000.0,,,808000000.0,,,,,14600000.0,,0.11,0.0,,23300000.0,23300000.0,,106400000.0,,,,,,,,,,,,1068800000.0,,,-1300000.0,589800000.0,,,,,,,,,-34600000.0,,0.0,255800000.0,8000000.0,214300000.0,96600000.0,,107900000.0,28900000.0,,,,,,,,,,,,,,,,,,,,
,,,0.42,,-14800000.0,475000000.0,126000000.0,-14800000.0,830800000.0,496000000.0,-14800000.0,9400000.0,-62500000.0,262200000.0,,,,52300000.0,101000000.0,475000000.0,142300000.0,20400000.0,0.0,,800000.0,,-40600000.0,550600000.0,-6200000.0,-23400000.0,,2700000.0,,217441860.0,,-75600000.0,9400000.0,346400000.0,-6500000.0,0.0,-200000.0,,,,,-48300000.0,,-161700000.0,-6800000.0,550600000.0,-4200000.0,-75600000.0,600000.0,-71800000.0,,900000.0,258500000.0,8000000.0,,,,-83300000.0,,,,118200000.0,,,,,217441860.0,1200000.0,,-8300000.0,29500000.0,-100000.0,,,118200000.0,,10300000.0,,,-1383100000.0,,,5286500000.0,,258500000.0,,201500000.0,,,,,,364500000.0,93500000.0,,377500000.0,,8200000.0,80200000.0,579000000.0,201500000.0,0.0,-17800000.0,,,500300000.0,76100000.0,73600000.0,1200200000.0,,-12800000.0,125400000.0,-14800000.0,21300000.0,,,,125400000.0,579000000.0,1195300000.0,205600000.0,800000.0,31900000.0,-35700000.0,422400000.0,830800000.0,,,,,-88900000.0,4790500000.0,,0.0,395000000.0,31900000.0,31900000.0,,76100000.0,1195300000.0,364500000.0,346400000.0,616300000.0,193500000.0,,0.42,-52200000.0,27400000.0,,,1077200000.0,377500000.0,,9500000.0,616300000.0,,,500300000.0,125400000.0,,,1478600000.0,,67500000.0,8100000.0,0.0,262200000.0,8000000.0,193500000.0,101700000.0,,123000000.0,33700000.0,,,,,,,,,,,,,,,,,,,,
,,,,,17700000.0,,,17700000.0,,,,,,,,,,77800000.0,,553400000.0,,30800000.0,-14800000.0,,600000.0,,-63300000.0,,,-10200000.0,213636364.0,3800000.0,,,,-90800000.0,49800000.0,355500000.0,,,-100000.0,,,,,154300000.0,,,-10900000.0,644200000.0,32500000.0,,,,,,485400000.0,,,,,96600000.0,,,,151000000.0,,,,,,1000000.0,,,38200000.0,,,,,,,,,,0.22,,,,,213636364.0,,,,,,100000.0,546900000.0,160400000.0,,637000000.0,,13100000.0,,,214200000.0,,,,,548400000.0,,,2162100000.0,,,,,25100000.0,,,,,851200000.0,1505600000.0,,,47000000.0,,,958700000.0,,,,,91000000.0,,0.22,3200000.0,,47000000.0,47000000.0,,134900000.0,,,,,,,,,,,,1963500000.0,,,-56400000.0,654400000.0,,,,,,,,,-111700000.0,,0.0,342500000.0,8200000.0,202800000.0,173500000.0,,198600000.0,56700000.0,,,,,,,,,,,,,,,,,,,,
,,,,,-4100000.0,,,-4100000.0,,,,,,,,,,44900000.0,,562700000.0,,17000000.0,0.0,,800000.0,,-29000000.0,,,290300000.0,214615385.0,3200000.0,,,,-98500000.0,49100000.0,359200000.0,,,200000.0,,,,,-296100000.0,,,0.0,661200000.0,-21900000.0,,,,,,316900000.0,,,,,-330800000.0,,,,142600000.0,,,,,,2900000.0,,,12800000.0,,,,,,,,,,0.13,,,,,214615385.0,,,,,,-1700000.0,676000000.0,113900000.0,,460300000.0,,6700000.0,,,501600000.0,,,,,576100000.0,,,1362000000.0,,,,,6100000.0,,,,,961900000.0,1647000000.0,,,27900000.0,,,971000000.0,,,,,-325100000.0,,0.13,6800000.0,,27900000.0,27900000.0,,308300000.0,,,,,,,,,,,,1235300000.0,,,10300000.0,685100000.0,,,,,,,,,-16000000.0,,0.0,311400000.0,8200000.0,486600000.0,120600000.0,,126700000.0,41900000.0,,,,,,,,,,,,,,,,,,,,
,,,,,-2900000.0,,,-2900000.0,,,,,,,,,,41200000.0,,582100000.0,,16100000.0,0.0,,1000000.0,,-35600000.0,,,3800000.0,209166667.0,7100000.0,,,,-106800000.0,52700000.0,359000000.0,,,-100000.0,,,,,35200000.0,,,0.0,688900000.0,1300000.0,,,,,,351700000.0,,,,,-4100000.0,,,,151600000.0,,,,,,6200000.0,,,19600000.0,,,,,,,,,,0.12,,,,,209166667.0,,,,,,1200000.0,730600000.0,122000000.0,,504300000.0,,13400000.0,,,502500000.0,,,,,602400000.0,,,1504300000.0,,,,,6200000.0,,,,,1006800000.0,1724400000.0,,,25100000.0,,,993800000.0,,,,,-400000.0,,0.12,6800000.0,,25100000.0,25100000.0,,339600000.0,,,,,,,,,,,,1362700000.0,,,-2100000.0,717600000.0,,,,,,,,,-37700000.0,,0.0,329700000.0,8200000.0,487500000.0,135400000.0,,141600000.0,42100000.0,,,,,,,,,,,,,,,,,,,,
,,,0.5,,-13300000.0,644800000.0,237400000.0,-13300000.0,1107200000.0,625400000.0,-13300000.0,52500000.0,305100000.0,338000000.0,,,,55800000.0,96500000.0,644800000.0,185000000.0,21700000.0,0.0,,,,-129100000.0,758600000.0,-33200000.0,21200000.0,,7000000.0,,268200000.0,,-113800000.0,52500000.0,409900000.0,-14800000.0,6800000.0,100000.0,,,,,344000000.0,,-257000000.0,0.0,758600000.0,-10400000.0,-113800000.0,4700000.0,-540900000.0,,,380800000.0,10700000.0,,,,299800000.0,,,,174400000.0,,,,,268200000.0,11000000.0,,1500000.0,25800000.0,100000.0,,,174400000.0,,21100000.0,,,-5935800000.0,,,6598100000.0,,380800000.0,,514000000.0,,,,,300000.0,725000000.0,132600000.0,,555200000.0,,7400000.0,85700000.0,1069200000.0,514000000.0,0.0,61500000.0,,,634000000.0,342700000.0,55900000.0,1569700000.0,,-45100000.0,134100000.0,-13300000.0,18400000.0,,,,134100000.0,1069200000.0,1832200000.0,219800000.0,,34100000.0,-19600000.0,569500000.0,1107200000.0,,,,,214900000.0,5972700000.0,,6800000.0,528900000.0,34100000.0,34100000.0,,342700000.0,1832200000.0,725000000.0,409900000.0,763000000.0,496500000.0,-100000.0,0.5,-10900000.0,40600000.0,,,1411300000.0,555200000.0,,3100000.0,763000000.0,,,634000000.0,134100000.0,,,5684700000.0,,-375500000.0,21100000.0,0.0,338000000.0,10700000.0,496500000.0,140000000.0,,158400000.0,44300000.0,,,,,,,,,,,,,,,,,,,,
,,,,,39400000.0,,,39400000.0,,,,,,,,,,83600000.0,,723300000.0,,33300000.0,-13300000.0,,2600000.0,,-136100000.0,,,16500000.0,218695652.0,9500000.0,,,,-120000000.0,51500000.0,400800000.0,,,0.0,,,,,109600000.0,,,,843300000.0,52600000.0,,,,,200000.0,553000000.0,,,,,49600000.0,,,,188300000.0,,,,,,6700000.0,,,36900000.0,,,,,,,,,,0.23,,,,,218695652.0,,,,,,100000.0,912900000.0,193700000.0,,743900000.0,,15000000.0,,,525700000.0,,,,,684400000.0,,,2453700000.0,,,,,21900000.0,,,,,1269600000.0,2088500000.0,,,50300000.0,,,1175600000.0,,,,,-26500000.0,,0.23,8700000.0,,50300000.0,50300000.0,,390900000.0,,,,,,,,,,,,2223100000.0,,,-8300000.0,818900000.0,,,,,,,,,-73500000.0,,0.0,420300000.0,10900000.0,506100000.0,208700000.0,-82300000.0,230600000.0,71200000.0,,,,,,,,,,,,,,,,,,,,
,,,,,11100000.0,,,11100000.0,,,,,,,,,,34200000.0,,764300000.0,,13600000.0,0.0,,,,-49500000.0,,,4200000.0,206000000.0,7000000.0,,,,-127500000.0,49900000.0,411500000.0,,,0.0,,,,,-104900000.0,,,,891800000.0,-28200000.0,,,,,-1400000.0,355800000.0,,,,,-125900000.0,,,,148000000.0,,,,,,1500000.0,,,4200000.0,,,,,,,,,,0.1,,,,,206000000.0,,,,,,-200000.0,641500000.0,139000000.0,,503800000.0,,7300000.0,,,531800000.0,,,,,705000000.0,,,1519200000.0,,,,,-3100000.0,,,,,1035600000.0,1867200000.0,,,20600000.0,,,1225700000.0,,,,,-154400000.0,,0.1,8500000.0,,20600000.0,20600000.0,,198600000.0,,,,,,,,,,,,1376000000.0,,,-9800000.0,831600000.0,,,,,,,,,72500000.0,,0.0,381900000.0,9500000.0,513800000.0,146300000.0,38400000.0,143200000.0,44300000.0,,,,,,,,,,,,,,,,,,,,
,,,,,13400000.0,,,13400000.0,,,,,,,,,,47300000.0,,846900000.0,,18800000.0,0.0,,,,-126200000.0,,,-72900000.0,203571429.0,6600000.0,,,,-136000000.0,49800000.0,391300000.0,,,0.0,,,,,93400000.0,,,,982900000.0,2300000.0,,,,51200000.0,4400000.0,382300000.0,,,,,58000000.0,,,,165400000.0,,,,,,300000.0,,,15300000.0,,,,,,,,,,0.14,,,,,203571429.0,,,,,,-100000.0,583800000.0,144800000.0,,547700000.0,,13100000.0,,,534300000.0,,,,,733500000.0,,,1658300000.0,,,,,2200000.0,,,,,1082000000.0,1871800000.0,,,28500000.0,,,1288000000.0,,,,,-32800000.0,,0.14,8300000.0,,28500000.0,28500000.0,,134200000.0,,,,,,,,,,,,1498200000.0,,,-4700000.0,789800000.0,,,,,,,,,-18300000.0,,0.0,389100000.0,13900000.0,512100000.0,157900000.0,-7200000.0,160100000.0,51800000.0,,,,,,,,,,,,,,,,,,,,
,,,0.53,,-21100000.0,925900000.0,155100000.0,-21100000.0,1366700000.0,715200000.0,-21100000.0,49400000.0,-67900000.0,381500000.0,,,,49900000.0,85800000.0,925900000.0,211700000.0,20300000.0,0.0,,,,-122500000.0,1069900000.0,-43500000.0,-15700000.0,,5100000.0,,243584906.0,,-144000000.0,49400000.0,391400000.0,-13300000.0,7200000.0,100000.0,,,,,57000000.0,,-434300000.0,,1069900000.0,-34600000.0,-144000000.0,1200000.0,-95000000.0,7589300000.0,-2000000.0,370200000.0,18100000.0,,,,11200000.0,,,,196100000.0,,,,,243584906.0,0.0,,-7900000.0,29300000.0,100000.0,,,196100000.0,,28300000.0,,,-7566300000.0,,,7320200000.0,,370200000.0,,534300000.0,,,,,,535900000.0,152000000.0,,566300000.0,,18600000.0,86100000.0,1100600000.0,534300000.0,0.0,-7100000.0,,,763100000.0,126200000.0,31800000.0,1689000000.0,,-7000000.0,129100000.0,-21100000.0,10700000.0,,,,129100000.0,1100600000.0,1902600000.0,215200000.0,,29600000.0,-279200000.0,683400000.0,1366700000.0,,,,,-65500000.0,6605000000.0,,7200000.0,629400000.0,29600000.0,29600000.0,,126200000.0,1902600000.0,535900000.0,391400000.0,802000000.0,509000000.0,,0.53,-93500000.0,54000000.0,,,1507700000.0,566300000.0,,15800000.0,802000000.0,,,763100000.0,129100000.0,,,7772300000.0,,-75700000.0,8500000.0,0.0,381500000.0,18100000.0,509000000.0,170600000.0,7600000.0,181300000.0,44400000.0,,,,,,,,,,,,,,,,,,,,
,,,,,3500000.0,,,3500000.0,,,,,,,,,,77700000.0,,972400000.0,,31100000.0,-21100000.0,,,,-111300000.0,,,400000.0,211818182.0,7900000.0,,,,-155000000.0,46500000.0,430600000.0,,,0.0,,,,,169000000.0,,,-800000.0,1127400000.0,24600000.0,,,,,-200000.0,577500000.0,,,,,110800000.0,,,,202400000.0,,,,,,700000.0,,,29800000.0,,,,,,,,,,0.23,,,,,202608696.0,,,,,,-200000.0,708000000.0,223800000.0,,779900000.0,,19800000.0,,,536300000.0,,,,,809700000.0,,,2589700000.0,-39000000.0,,,,10000000.0,,,,,1316200000.0,2157500000.0,,,46600000.0,,,1449500000.0,,,,,57700000.0,,0.22,6600000.0,,46600000.0,46600000.0,,156100000.0,,,,,,,,,,,,2336100000.0,,,-8700000.0,841300000.0,,,,,,,,,-144500000.0,,0.0,478900000.0,17900000.0,511800000.0,243600000.0,-101400000.0,253600000.0,75600000.0,,,,,,,,,,,,,,,,,,,,
,,,,,-31300000.0,,,-31300000.0,,,,,,,,,,29000000.0,,985600000.0,,11600000.0,0.0,,45000000.0,,-38100000.0,,,-1200000.0,193333333.0,6800000.0,,,,-166900000.0,47000000.0,443900000.0,,,0.0,,,,,-113300000.0,,,0.0,1152500000.0,-34800000.0,,,,,-600000.0,384400000.0,,,,,-142300000.0,,,,172500000.0,,,,,,300000.0,,,3600000.0,,,,,,,,,,0.09,,,,,193333333.0,,,,,,100000.0,521600000.0,159700000.0,,601900000.0,,13400000.0,,,534300000.0,,,,,827100000.0,,,1634300000.0,,,,,-9800000.0,,,,,1136200000.0,1998100000.0,,,17400000.0,,,1476500000.0,,,,,-151400000.0,,0.09,5900000.0,,17400000.0,17400000.0,,43700000.0,,,,,,,,,,,,1471000000.0,,,300000.0,861900000.0,,,,,,,,,79300000.0,,0.0,455700000.0,17300000.0,511100000.0,173100000.0,25100000.0,163300000.0,45600000.0,,,,,,,,,,,,,,,,,,,,
,,,,,-3400000.0,,,-3400000.0,,,,,,,,,,28500000.0,,998900000.0,,11400000.0,0.0,,46900000.0,,-45700000.0,,,40400000.0,190000000.0,7300000.0,,,,-180100000.0,43100000.0,460700000.0,,,-100000.0,,,,,13800000.0,,,-5700000.0,1179000000.0,27900000.0,,,,21900000.0,-1200000.0,392400000.0,,,,,-16300000.0,,,,176600000.0,,,,,,0.0,,,12200000.0,,,,,,,,,,0.09,,,,,190000000.0,,,,,,0.0,514700000.0,162600000.0,,615900000.0,,15700000.0,,,531500000.0,,,,,844200000.0,,,1729100000.0,,,,,-3500000.0,,,,,1147400000.0,2017400000.0,,,17100000.0,,,1502700000.0,,,,,-31900000.0,,0.09,5800000.0,,17100000.0,17100000.0,,20000000.0,,,,,,,,,,,,1554400000.0,,,-3300000.0,870000000.0,,,,,,,,,-26500000.0,,0.0,439300000.0,16200000.0,509500000.0,178200000.0,14500000.0,174700000.0,39200000.0,,,,,,,,,,,,,,,,,,,,
,,,0.5,,101900000.0,2031700000.0,295800000.0,101900000.0,2551000000.0,1535100000.0,101900000.0,,28300000.0,993700000.0,,,,235300000.0,167900000.0,2031700000.0,360700000.0,93100000.0,0.0,,23100000.0,,-337900000.0,2361900000.0,-137900000.0,-11300000.0,,24100000.0,,446400000.0,,-330200000.0,,519300000.0,232900000.0,8200000.0,100000.0,,,,,226300000.0,,-533000000.0,0.0,2361900000.0,-148700000.0,-330200000.0,11000000.0,-450100000.0,-66000000.0,13000000.0,872900000.0,64200000.0,,,,20300000.0,,,,344000000.0,,,,,446400000.0,12500000.0,,-131000000.0,122300000.0,0.0,,,344000000.0,,46100000.0,,,,,,15154700000.0,,872900000.0,,885000000.0,,,,,-4800000.0,1370700000.0,821200000.0,,1240000000.0,,63200000.0,147100000.0,2125000000.0,885000000.0,0.0,-27500000.0,,,1255600000.0,160300000.0,55800000.0,9201600000.0,,-91600000.0,223200000.0,101900000.0,59100000.0,,,,223200000.0,2125000000.0,3921700000.0,370300000.0,23100000.0,142200000.0,-237200000.0,1479300000.0,2551000000.0,,,,,-111600000.0,13619600000.0,,8200000.0,1367200000.0,142200000.0,142200000.0,,160300000.0,3921700000.0,1370700000.0,519300000.0,1796700000.0,812600000.0,-4900000.0,0.5,-6500000.0,112100000.0,,,8258100000.0,1240000000.0,,-79900000.0,1796700000.0,,,1255600000.0,223200000.0,,,31000000.0,,-358400000.0,13500000.0,0.0,993700000.0,64200000.0,812600000.0,884400000.0,-76100000.0,943500000.0,200300000.0,,,,,,,,,,,,,,,,,,,,
,,,,,50700000.0,,,50700000.0,,,,,,,,,,-40300000.0,,2069100000.0,,-7300000.0,120200000.0,,139200000.0,,-142000000.0,,,100800000.0,412500000.0,10800000.0,,,,-330200000.0,,622200000.0,,,1000000.0,,,,,-19300000.0,,,,2399300000.0,-69500000.0,,,,,,1143700000.0,,,,,-72100000.0,,,,387700000.0,,,,,,,,,126600000.0,,,,,,,,,,-0.08,,,,,412500000.0,,,,,,58000000.0,1625600000.0,321700000.0,,1670600000.0,,27800000.0,,,881200000.0,,,,,1222600000.0,,,3687600000.0,-28400000.0,,,,98800000.0,,,,,2551800000.0,4316900000.0,,,-33000000.0,,,2691300000.0,,,,,-161300000.0,,-0.08,0.0,,-33000000.0,-33000000.0,,105200000.0,,,,,,,,,,,,3239300000.0,,,-8200000.0,1765100000.0,,,,,,,,,-150500000.0,,0.0,1337200000.0,63500000.0,817700000.0,349500000.0,-344700000.0,448300000.0,-128400000.0,,,,,,,,,,,,,,,,,,,,
,,,,,36400000.0,,,36400000.0,,,,,,,,,,105600000.0,,2134400000.0,,43300000.0,0.0,,103500000.0,,-105000000.0,,,-10900000.0,445000000.0,11700000.0,,,,-378200000.0,,645900000.0,,,-900000.0,,,,,89200000.0,,,,2512600000.0,-14300000.0,,,,,,891800000.0,,,,,-17500000.0,,,,440600000.0,,,,,,,,,142500000.0,,,,,,,,,,0.14,,,,,445000000.0,,,,,,16000000.0,1360300000.0,352600000.0,,1435900000.0,,28400000.0,,,879100000.0,,,,,1284900000.0,,,4101400000.0,300000.0,,,,114100000.0,,,,,2315000000.0,4140600000.0,,,62300000.0,,,2780300000.0,,,,,-15800000.0,,0.14,0.0,,62300000.0,62300000.0,,83300000.0,,,,,,,,,,,,3606600000.0,,,-53400000.0,1825600000.0,,,,,,,,,-92700000.0,,0.0,1109100000.0,64200000.0,814900000.0,380700000.0,226600000.0,494800000.0,3200000.0,,,,,,,,,,,,,,,,,,,,
