date,trailingOtherIncomeExpense,quarterlyCurrentDeferredRevenue,annualDilutedEPS,trailingGrossProfit,quarterlyCashAndCashEquivalents,annualNetPPE,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,annualTotalNonCurrentAssets,annualGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,annualCashFlowFromContinuingFinancingActivities,annualInventory,quarterlyCapitalStock,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,quarterlyPretaxIncome,annualEbitda,quarterlyNetPPE,annualOtherIncomeExpense,quarterlyTaxProvision,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,quarterlyCurrentDebt,trailingChangeInCashSupplementalAsReported,quarterlyCapitalExpenditure,annualGrossPPE,annualChangeInInventory,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyDilutedAverageShares,quarterlyInterestExpense,trailingDepreciationAndAmortization,annualBasicAverageShares,trailingCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyOtherIntangibleAssets,quarterlyOtherNonCurrentAssets,annualBeginningCashPosition,annualOtherNonCurrentLiabilities,quarterlyNetOtherFinancingCharges,trailingOtherNonCashItems,annualPurchaseOfBusiness,trailingInvestingCashFlow,trailingDeferredIncomeTax,quarterlyOperatingCashFlow,trailingCapitalExpenditure,annualCapitalExpenditure,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyChangeInCashSupplementalAsReported,annualAccumulatedDepreciation,annualDeferredIncomeTax,annualInvestingCashFlow,quarterlySaleOfInvestment,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,annualNonCurrentDeferredTaxesLiabilities,trailingCashDividendsPaid,trailingInterestExpense,trailingBeginningCashPosition,quarterlyChangeInWorkingCapital,trailingNetIncome,trailingNetIncomeContinuousOperations,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentLiabilities,trailingPurchaseOfInvestment,trailingOperatingExpense,trailingChangeInInventory,quarterlyStockBasedCompensation,annualDilutedAverageShares,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,annualChangeInCashSupplementalAsReported,quarterlyEbitda,annualNetOtherFinancingCharges,trailingStockBasedCompensation,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,annualGoodwill,annualInterestExpense,annualStockBasedCompensation,annualRepaymentOfDebt,annualPurchaseOfInvestment,quarterlyBasicEPS,annualCapitalStock,annualTotalRevenue,trailingChangeInWorkingCapital,annualAccountsPayable,quarterlyBasicAverageShares,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlyCashDividendsPaid,trailingChangeInAccountPayable,trailingOperatingIncome,quarterlyOtherNonCashItems,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,annualOtherShortTermInvestments,quarterlyCurrentLiabilities,trailingFreeCashFlow,quarterlyDepreciationAndAmortization,annualTaxProvision,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,annualChangeInWorkingCapital,trailingCostOfRevenue,trailingTotalRevenue,quarterlyRetainedEarnings,annualOtherCurrentAssets,annualOperatingIncome,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,annualNetOtherInvestingChanges,annualNetIncomeContinuousOperations,annualCashAndCashEquivalents,quarterlyOperatingIncome,trailingTaxProvision,trailingEndCashPosition,trailingPretaxIncome,annualNetIncome,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyTotalAssets,annualPretaxIncome,annualCurrentDebt,quarterlyNetIncomeCommonStockholders,annualFreeCashFlow,annualOperatingExpense,quarterlyTotalNonCurrentAssets,annualCashDividendsPaid,annualCurrentDeferredRevenue,trailingSellingGeneralAndAdministration,annualGainsLossesNotAffectingRetainedEarnings,quarterlyFreeCashFlow,annualCostOfRevenue,quarterlyDilutedEPS,quarterlyOtherNonCurrentLiabilities,annualSellingGeneralAndAdministration,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,trailingSaleOfInvestment,quarterlyOtherCurrentAssets,annualTotalAssets,annualCurrentAssets,annualOtherNonCurrentAssets,annualStockholdersEquity,annualLongTermDebt,annualOtherNonCashItems,annualBasicEPS,annualRepurchaseOfCapitalStock,annualDepreciationAndAmortization,quarterlyCurrentAccruedExpenses,trailingNetOtherInvestingChanges,quarterlyCostOfRevenue,annualCurrentLiabilities,trailingNetIncomeCommonStockholders,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,annualCurrentAccruedExpenses,quarterlyAccountsReceivable,annualRetainedEarnings,annualNetIncomeCommonStockholders,quarterlyGoodwill,quarterlyChangeInAccountPayable,annualSaleOfInvestment,trailingRepurchaseOfCapitalStock,quarterlyInvestingCashFlow,annualCommonStockIssuance,quarterlyEndCashPosition,quarterlyInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyGrossProfit,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,annualAccountsReceivable,annualNonCurrentDeferredRevenue,trailingDilutedAverageShares,annualInvestmentsAndAdvances,annualResearchAndDevelopment,trailingBasicEPS,trailingCommonStockIssuance,annualIncomeTaxPayable,quarterlyResearchAndDevelopment,trailingBasicAverageShares,quarterlyChangesInAccountReceivables,trailingResearchAndDevelopment,annualChangesInAccountReceivables,quarterlyIncomeTaxPayable,quarterlyInvestmentsAndAdvances,trailingChangesInAccountReceivables,trailingPurchaseOfBusiness,trailingDilutedEPS,quarterlyNonCurrentDeferredRevenue
,,784813000.0,,,2848658000.0,,,3654621000.0,,,,,,,2175000.0,,,465323000.0,,10249026000.0,,170257000.0,2267381000.0,,97573000.0,,-370370000.0,,,-54245000.0,443281000.0,24140000.0,,,,-3951155000.0,,875858000.0,,,24454000.0,,,,,909823000.0,,,-254237000.0,14200181000.0,581277000.0,,,,530640000.0,-14149000.0,5720508000.0,,,,,468607000.0,,,393305000.0,1391043000.0,,,,,,163238000.0,805963000.0,,615555000.0,,,,,,,,,,0.68,,,,,433678000.0,,,-62985000.0,,,20805000.0,10078466000.0,1590915000.0,,9525513000.0,,149980000.0,,,2485210000.0,,,,,5248498000.0,,,16613717000.0,-441872000.0,,,,465575000.0,,,,,12010723000.0,21203350000.0,,,295066000.0,,,11124884000.0,,,,,539453000.0,,0.67,0.0,,295066000.0,295066000.0,,0.0,,,,,,,,,,1531576000.0,,14548022000.0,,,9588000.0,9115573000.0,,682574000.0,,,,,,,-267545000.0,,2848658000.0,5305725000.0,298354000.0,2186856000.0,1600120000.0,-81832000.0,2065695000.0,-683000.0,,,,,,,,,,,,,,,,,,,,
,,748438000.0,2.89,,2619429000.0,10354996000.0,2176173000.0,3275013000.0,11220303000.0,8980270000.0,3275013000.0,,-612995000.0,5039413000.0,2163000.0,,,607023000.0,2621917000.0,10354996000.0,41822000.0,209195000.0,2848658000.0,,140412000.0,,-449441000.0,14329222000.0,-191792000.0,-374887000.0,,32057000.0,,434442000.0,,-3974226000.0,,865307000.0,2779733000.0,0.0,183366000.0,,,,,412962000.0,,-1598571000.0,-234055000.0,14329222000.0,-229229000.0,-3974226000.0,21288000.0,-1716392000.0,579117000.0,55409000.0,5224753000.0,328313000.0,,,,-283303000.0,,,285661000.0,1156799000.0,,,,,444240000.0,41262000.0,655584000.0,-160304000.0,820634000.0,226592000.0,,,1156799000.0,,102636000.0,,,-1506776000.0,,2163000.0,72483020000.0,,5224753000.0,,2534265000.0,,-138989000.0,,,50055000.0,9462045000.0,2203956000.0,655584000.0,8874165000.0,,216560000.0,716249000.0,11408430000.0,2534265000.0,2619429000.0,131448000.0,,,5360854000.0,0.0,1968835000.0,23099887000.0,-409712000.0,-384577000.0,1282725000.0,2619429000.0,604074000.0,,,,1282725000.0,11408430000.0,20682348000.0,1998974000.0,140412000.0,397828000.0,577602000.0,7011435000.0,11220303000.0,-265029000.0,748438000.0,,285661000.0,-36479000.0,63502750000.0,,0.0,7011187000.0,397828000.0,397828000.0,,0.0,20682348000.0,9462045000.0,865307000.0,9192061000.0,2205952000.0,146076000.0,2.95,-895307000.0,653082000.0,1603763000.0,,20298028000.0,8874165000.0,,-3181000.0,9192061000.0,1603763000.0,747968000.0,5360854000.0,1282725000.0,,,1725924000.0,,-250554000.0,323632000.0,2619429000.0,5039413000.0,328313000.0,2205952000.0,2197785000.0,209405000.0,2801859000.0,19002000.0,,747968000.0,,,,,,,,,,,,,,,,,,
,,770000000.0,,,2215000000.0,,,2817000000.0,,,,,,,2000000.0,,,415000000.0,,10192000000.0,,152000000.0,2619000000.0,,169000000.0,,-375000000.0,,,0.0,440533000.0,25000000.0,,,,-3989000000.0,,705000000.0,,,30000000.0,,,,,-39000000.0,,,-67000000.0,14181000000.0,-404000000.0,,,,717000000.0,3000000.0,5847000000.0,,,,,-531000000.0,,,-240000000.0,1204000000.0,,,,,,23000000.0,602000000.0,,577000000.0,,,,,,,,,,0.61,,,,,432451000.0,,,,,,76000000.0,10100000000.0,1690000000.0,,9538000000.0,,155000000.0,,,2523000000.0,,,,,5506000000.0,,,16395000000.0,-643000000.0,,,,422000000.0,,,,,12061000000.0,20997000000.0,,,263000000.0,,,10897000000.0,,,,,-414000000.0,,0.6,0.0,,263000000.0,263000000.0,,0.0,,,,,,,,,,1548000000.0,,14276000000.0,,,-1000000.0,8851000000.0,,775000000.0,,,,,,,-302000000.0,,2215000000.0,5933000000.0,327000000.0,2196000000.0,1697000000.0,-1096000000.0,2119000000.0,7000000.0,,,,,,,,,,,,,,,,,,,,
,,795000000.0,,,2705000000.0,,,3282000000.0,,,,,,,2000000.0,,,381000000.0,,10354000000.0,,142000000.0,2215000000.0,,173000000.0,,-296000000.0,,,-123000000.0,439688000.0,25000000.0,,,,-4131000000.0,,692000000.0,,,-21000000.0,,,,,861000000.0,,,0.0,14485000000.0,490000000.0,,,,396000000.0,-10000000.0,5000000000.0,,,,,424000000.0,,,-218000000.0,1330000000.0,,,,,,29000000.0,577000000.0,,559000000.0,,,,,,,,,,0.55,,,,,433476000.0,,,,,,51000000.0,9691000000.0,1673000000.0,,8998000000.0,,161000000.0,,,2530000000.0,,,,,5676000000.0,,,16843000000.0,-358000000.0,,,,398000000.0,,,,,11528000000.0,20737000000.0,,,239000000.0,,,11046000000.0,,,,,565000000.0,,0.55,0.0,,239000000.0,239000000.0,,0.0,,,,,,,,,,1700000000.0,,14771000000.0,,,-3000000.0,9121000000.0,,880000000.0,,,,,,,-257000000.0,,2705000000.0,4995000000.0,332000000.0,2198000000.0,1674000000.0,976000000.0,2072000000.0,6000000.0,,,,,,,,,,,,,,,,,,,,
,,842000000.0,,,3083000000.0,,,3668000000.0,,,,,,,2000000.0,,,338000000.0,,10498000000.0,,128000000.0,2705000000.0,,92000000.0,,-226000000.0,,,-102000000.0,439997000.0,25000000.0,,,,-4302000000.0,,719000000.0,,,2000000.0,,,,,686000000.0,,,-2000000.0,14800000000.0,378000000.0,,,,395000000.0,9000000.0,5370000000.0,,,,,243000000.0,,,-57000000.0,1348000000.0,,,,,,,585000000.0,,534000000.0,,,,,,,,,,0.48,,,,,434354000.0,,,-70000000.0,,,-74000000.0,10087000000.0,1664000000.0,,9259000000.0,,171000000.0,,,2481000000.0,,,,,5806000000.0,,,15806000000.0,-390000000.0,,,,366000000.0,,,,,11740000000.0,21304000000.0,,,210000000.0,,,11217000000.0,,,,,460000000.0,,0.48,0.0,,210000000.0,210000000.0,,0.0,,,,,,,,,,1607000000.0,,13776000000.0,,,1000000.0,9473000000.0,,,,,,,,,-219000000.0,,3083000000.0,5277000000.0,336000000.0,2145000000.0,1664000000.0,-226000000.0,2030000000.0,-6000000.0,,,,,,,,,,,,,,,,,,,,
,,824000000.0,2.47,,3157000000.0,10900000000.0,2092000000.0,3727000000.0,11642000000.0,9087000000.0,3727000000.0,,-439000000.0,5405000000.0,2000000.0,,-72000000.0,580000000.0,2550000000.0,10900000000.0,-17000000.0,206000000.0,3083000000.0,,97000000.0,,-353000000.0,15323000000.0,-394000000.0,-214000000.0,,33000000.0,,433988000.0,,-4423000000.0,,742000000.0,2619000000.0,86000000.0,51000000.0,,,,,584000000.0,,-1250000000.0,0.0,15323000000.0,74000000.0,-4423000000.0,70000000.0,-1101000000.0,455000000.0,68000000.0,5450000000.0,388000000.0,,,,-133000000.0,,,104000000.0,1190000000.0,,,,49000000.0,440454000.0,,570000000.0,538000000.0,854000000.0,62000000.0,,,1190000000.0,,108000000.0,181000000.0,-1805000000.0,-1812000000.0,,2000000.0,71422000000.0,,5450000000.0,,2680000000.0,255000000.0,-157000000.0,,,-17000000.0,10337000000.0,2266000000.0,570000000.0,9281000000.0,,241000000.0,628000000.0,11961000000.0,2680000000.0,3157000000.0,3000000.0,,,6101000000.0,0.0,1794000000.0,22378000000.0,-421000000.0,-9000000.0,1086000000.0,3157000000.0,600000000.0,,,,1086000000.0,11961000000.0,21979000000.0,1714000000.0,97000000.0,374000000.0,842000000.0,7293000000.0,11642000000.0,-296000000.0,824000000.0,,104000000.0,231000000.0,62335000000.0,,86000000.0,7293000000.0,374000000.0,374000000.0,,0.0,21979000000.0,10337000000.0,742000000.0,10018000000.0,2206000000.0,36000000.0,2.5,-69000000.0,728000000.0,1720000000.0,,19512000000.0,9281000000.0,,-6000000.0,10018000000.0,1720000000.0,,6101000000.0,1086000000.0,,-8000000.0,1963000000.0,,-323000000.0,,3157000000.0,5405000000.0,388000000.0,2206000000.0,2266000000.0,-48000000.0,2866000000.0,-15000000.0,,,,,,,,,,,,,,,,,,,,
,,883000000.0,,,3617000000.0,,,4189000000.0,,,,,,,2000000.0,,-68000000.0,422000000.0,,11115000000.0,,152000000.0,3157000000.0,,80000000.0,,-313000000.0,,,-5000000.0,444849000.0,24000000.0,,,,-4593000000.0,,736000000.0,,,80000000.0,,,,,751000000.0,,,0.0,15708000000.0,460000000.0,,,,342000000.0,-2000000.0,6317000000.0,,,,,263000000.0,,,150000000.0,1229000000.0,,,,52000000.0,,,572000000.0,,630000000.0,,,,,,,,,,0.61,,,,,437173000.0,,,-79000000.0,,,-3000000.0,11627000000.0,1788000000.0,,10285000000.0,,184000000.0,,,2762000000.0,,,,,6288000000.0,,,17299000000.0,-334000000.0,,,,430000000.0,,,,,13047000000.0,23478000000.0,,,266000000.0,,,11851000000.0,,,,,438000000.0,,0.6,0.0,,266000000.0,270000000.0,,0.0,,,,,,,,,,1776000000.0,,15081000000.0,,,8000000.0,10345000000.0,,,,,,871000000.0,,,-296000000.0,,3617000000.0,6223000000.0,627000000.0,2135000000.0,1788000000.0,-795000000.0,2218000000.0,-2000000.0,,,,,,,,,,,,,,,,,,,,
,,912000000.0,,,4134000000.0,,,4719000000.0,,,,,,,2000000.0,,-22000000.0,474000000.0,,11105000000.0,,169000000.0,3617000000.0,,91000000.0,,-193000000.0,,,116000000.0,446918000.0,26000000.0,,,,-4752000000.0,,760000000.0,,,-36000000.0,,,,,609000000.0,,,-6000000.0,15857000000.0,517000000.0,,,,282000000.0,-1000000.0,5598000000.0,,,,,90000000.0,,,145000000.0,4176000000.0,,,,48000000.0,,,585000000.0,,500000000.0,,,,,,,,,,0.68,,,,,439786000.0,,,0.0,,,-3000000.0,11501000000.0,1876000000.0,,9865000000.0,,185000000.0,,,2758000000.0,,,,,6495000000.0,,,18742000000.0,-294000000.0,,,,470000000.0,,,,,12623000000.0,23366000000.0,,,299000000.0,,,11865000000.0,,,,,416000000.0,,0.67,0.0,,299000000.0,305000000.0,,0.0,,,,,,,,,,1569000000.0,,16396000000.0,,,-6000000.0,10651000000.0,,,,,,-767000000.0,,,-210000000.0,,4134000000.0,5365000000.0,624000000.0,2134000000.0,1876000000.0,858000000.0,2346000000.0,26000000.0,,,,,,,,,,,,,,,,,,,,
,,921000000.0,,,4413000000.0,,,5267000000.0,,,,,,,2000000.0,,-59000000.0,474000000.0,,11058000000.0,,163000000.0,4134000000.0,,30000000.0,,-138000000.0,,,-123000000.0,448391000.0,27000000.0,,,,-4912000000.0,,784000000.0,,,3000000.0,,,,,809000000.0,,,-110000000.0,15970000000.0,279000000.0,,,,324000000.0,3000000.0,5975000000.0,,,,,286000000.0,,,151000000.0,4184000000.0,,,,39000000.0,,,854000000.0,,501000000.0,,,,,,,,,,0.69,,,,,440973000.0,,,-79000000.0,,,-9000000.0,12057000000.0,1792000000.0,,10189000000.0,,180000000.0,,,2738000000.0,,,,,6614000000.0,,,17780000000.0,-593000000.0,,,,494000000.0,,,,,12927000000.0,23899000000.0,,,306000000.0,,,11842000000.0,,,,,671000000.0,,0.68,0.0,,306000000.0,311000000.0,,0.0,,,,,,,,,,1786000000.0,,15494000000.0,,,0.0,10874000000.0,,,,,,328000000.0,,,-406000000.0,,4413000000.0,5546000000.0,606000000.0,2132000000.0,1792000000.0,-183000000.0,2286000000.0,-3000000.0,,,,,,,,,,,,,,,,,,,,
,,869000000.0,2.92,,3214000000.0,11314000000.0,2780000000.0,4749000000.0,12107000000.0,9951000000.0,4749000000.0,,-719000000.0,5638000000.0,2000000.0,,-8000000.0,684000000.0,2165000000.0,11314000000.0,-8000000.0,247000000.0,4413000000.0,,26000000.0,,-411000000.0,16360000000.0,-213000000.0,-707000000.0,,34000000.0,,438611000.0,,-5046000000.0,,793000000.0,3157000000.0,0.0,1000000.0,,,,,611000000.0,,-1055000000.0,-435000000.0,16360000000.0,-1199000000.0,-5046000000.0,7000000.0,-2015000000.0,789000000.0,7000000.0,5947000000.0,681000000.0,,,,-124000000.0,,,122000000.0,1328000000.0,,,,51000000.0,445970000.0,,1535000000.0,57000000.0,964000000.0,48000000.0,,,4090000000.0,,111000000.0,190000000.0,-157000000.0,-2693000000.0,,2000000.0,77946000000.0,,5947000000.0,,2822000000.0,445000000.0,-180000000.0,,,17000000.0,11708000000.0,2410000000.0,1535000000.0,10063000000.0,,246000000.0,731000000.0,12885000000.0,2822000000.0,3214000000.0,515000000.0,,,6590000000.0,0.0,2085000000.0,24125000000.0,-1472000000.0,-8000000.0,1323000000.0,3214000000.0,691000000.0,,,,1303000000.0,12885000000.0,23815000000.0,2054000000.0,26000000.0,432000000.0,1725000000.0,7866000000.0,12107000000.0,-338000000.0,869000000.0,,122000000.0,200000000.0,67995000000.0,,0.0,7866000000.0,432000000.0,437000000.0,,0.0,23815000000.0,11708000000.0,793000000.0,10829000000.0,2141000000.0,2000000.0,2.97,-551000000.0,795000000.0,1893000000.0,,21024000000.0,10063000000.0,,-10000000.0,10829000000.0,1893000000.0,,6590000000.0,1303000000.0,,13000000.0,1737000000.0,,-1103000000.0,,3214000000.0,5638000000.0,681000000.0,2141000000.0,2410000000.0,-93000000.0,3101000000.0,62000000.0,,,,,,,,,,,,,,,,,,,,
,,945000000.0,,,3739000000.0,,,5284000000.0,,,,,,,2000000.0,,-10000000.0,504000000.0,,12019000000.0,,172000000.0,3214000000.0,,24000000.0,,-306000000.0,,,-87000000.0,441360000.0,26000000.0,,,,-5430000000.0,,466000000.0,,,16000000.0,,,,,720000000.0,,,-145000000.0,17449000000.0,525000000.0,,,,716000000.0,-5000000.0,7205000000.0,,,,,157000000.0,,,270000000.0,4273000000.0,,,,57000000.0,,,1545000000.0,,530000000.0,,,,,,,,,,0.72,,,,,434099000.0,,,-89000000.0,,,5000000.0,13558000000.0,1953000000.0,,11502000000.0,,191000000.0,,,2834000000.0,,,,,6685000000.0,,,19239000000.0,-719000000.0,,,,529000000.0,,,,,14336000000.0,26043000000.0,,,312000000.0,,,12485000000.0,,,,,414000000.0,,0.71,0.0,,312000000.0,332000000.0,,0.0,,,,,,,,,,1918000000.0,,16757000000.0,,,165000000.0,11199000000.0,,,,,,961000000.0,,,-137000000.0,,3739000000.0,6852000000.0,691000000.0,2143000000.0,1953000000.0,-912000000.0,2482000000.0,-4000000.0,,,,,,,,,,,,,,,,,,,,
,,978000000.0,,,3355000000.0,,,5379000000.0,,,,,,,2000000.0,,-342000000.0,573000000.0,,12102000000.0,,204000000.0,3739000000.0,,1000000.0,,-234000000.0,,,-416000000.0,443186000.0,27000000.0,,,,-5620000000.0,,476000000.0,,,12000000.0,,,,,726000000.0,,,-94000000.0,17722000000.0,-384000000.0,,,,679000000.0,-1000000.0,5970000000.0,,,,,118000000.0,,,340000000.0,1688000000.0,,,,52000000.0,,,2024000000.0,,795000000.0,,,,,,,,,,0.8,,,,,436682000.0,,,0.0,,,4000000.0,13138000000.0,2042000000.0,,10746000000.0,,195000000.0,,,2846000000.0,,,,,6863000000.0,,,20875000000.0,-1165000000.0,,,,598000000.0,,,,,13592000000.0,25716000000.0,,,348000000.0,,,12578000000.0,,,,,492000000.0,,0.79,0.0,,348000000.0,369000000.0,,0.0,,,,,,,,,,2109000000.0,,18235000000.0,,,-170000000.0,11583000000.0,,,,,,-861000000.0,,,-724000000.0,,3355000000.0,6127000000.0,702000000.0,2144000000.0,2042000000.0,761000000.0,2640000000.0,-2000000.0,,,,,,,,,,,,,,,,,,,,
,,1004000000.0,,,4082000000.0,,,6215000000.0,,,,,,,2000000.0,0.0,319000000.0,534000000.0,,12300000000.0,,193000000.0,3355000000.0,,1000000.0,,-278000000.0,,,241000000.0,443570000.0,27000000.0,,,,-5847000000.0,,605000000.0,,,14000000.0,,,,,811000000.0,,,-108000000.0,18147000000.0,727000000.0,,,,544000000.0,-16000000.0,6800000000.0,,,,,255000000.0,,,484000000.0,5693000000.0,,,,43000000.0,,,2133000000.0,,561000000.0,,,,,,,,,,0.74,,,,,436977000.0,,,-90000000.0,,,8000000.0,14069000000.0,1999000000.0,,12494000000.0,,196000000.0,,,1939000000.0,,,,,6994000000.0,,,20623000000.0,-644000000.0,,,,557000000.0,,,,,14433000000.0,26974000000.0,,,324000000.0,,,12905000000.0,,,,,533000000.0,,0.73,0.0,,324000000.0,341000000.0,,0.0,,,,,,,,,,1981000000.0,,18067000000.0,,,0.0,11963000000.0,,,,,,418000000.0,,,-377000000.0,,4082000000.0,6396000000.0,692000000.0,1247000000.0,1999000000.0,-206000000.0,2556000000.0,-1000000.0,,,,,,,,,,,,,,,,,,,,
,,1114000000.0,3.3,,4009000000.0,12432000000.0,3198000000.0,5613000000.0,13055000000.0,11176000000.0,5613000000.0,,-1277000000.0,6638000000.0,2000000.0,0.0,-586000000.0,772000000.0,2499000000.0,12432000000.0,-9000000.0,272000000.0,4082000000.0,,900000000.0,,-472000000.0,18368000000.0,-642000000.0,-1015000000.0,,36000000.0,,436119000.0,,-5936000000.0,,623000000.0,3214000000.0,0.0,236000000.0,,165000000.0,,,941000000.0,,-1290000000.0,-279000000.0,18368000000.0,-73000000.0,-5936000000.0,84000000.0,-1180000000.0,1277000000.0,106000000.0,6544000000.0,885000000.0,,,,2000000.0,,,373000000.0,624000000.0,,,,55000000.0,443094000.0,,1604000000.0,795000000.0,1081000000.0,278000000.0,,,4606000000.0,,116000000.0,207000000.0,-619000000.0,-3276000000.0,,2000000.0,88915000000.0,,6544000000.0,,2138000000.0,804000000.0,-210000000.0,,,7000000.0,13706000000.0,2734000000.0,1604000000.0,12050000000.0,,273000000.0,841000000.0,14188000000.0,2138000000.0,4009000000.0,532000000.0,,,7111000000.0,0.0,2448000000.0,28178000000.0,-748000000.0,-11000000.0,1542000000.0,4009000000.0,764000000.0,,,,1462000000.0,14188000000.0,26761000000.0,2383000000.0,900000000.0,478000000.0,1908000000.0,8728000000.0,13055000000.0,-389000000.0,1114000000.0,,373000000.0,469000000.0,77739000000.0,,0.0,8728000000.0,478000000.0,500000000.0,,0.0,26761000000.0,13706000000.0,623000000.0,12002000000.0,1253000000.0,24000000.0,3.35,-626000000.0,855000000.0,2746000000.0,,24680000000.0,12050000000.0,,-6000000.0,12002000000.0,2746000000.0,,7111000000.0,1462000000.0,,286000000.0,3216000000.0,,58000000.0,,4009000000.0,6638000000.0,885000000.0,1253000000.0,2734000000.0,-285000000.0,3498000000.0,17000000.0,,,,,,,,,,,,,,,,,,,,
,,1033000000.0,,,4319000000.0,,,5915000000.0,,,,,,,2000000.0,0.0,-83000000.0,553000000.0,,12381000000.0,,225000000.0,4009000000.0,,934000000.0,,-343000000.0,,,67000000.0,440615000.0,27000000.0,,,,-6058000000.0,,630000000.0,,,-68000000.0,,,,,664000000.0,,,-163000000.0,18439000000.0,310000000.0,,,,487000000.0,-14000000.0,7576000000.0,,,,,97000000.0,,,205000000.0,4801000000.0,,,,76000000.0,,1000000.0,1596000000.0,,580000000.0,,,,,,,,,,0.74,,,,,434222000.0,,,0.0,,,8000000.0,14993000000.0,2155000000.0,,13311000000.0,,205000000.0,,,2246000000.0,,,,,7175000000.0,,,21628000000.0,-498000000.0,,,,542000000.0,,,,,15557000000.0,28004000000.0,,,320000000.0,,,13011000000.0,,,,,321000000.0,,0.73,0.0,,320000000.0,328000000.0,,0.0,,,,,,,,,,2102000000.0,,18931000000.0,,,-5000000.0,11909000000.0,,,,,,991000000.0,,,-352000000.0,,4319000000.0,7618000000.0,916000000.0,1330000000.0,2155000000.0,-1062000000.0,2697000000.0,1000000.0,,,,,,,,,,,,,,,,,,,,
,,1087000000.0,,,4389000000.0,,,5785000000.0,,,,,,,2000000.0,0.0,-34000000.0,627000000.0,,12519000000.0,,215000000.0,4319000000.0,,900000000.0,,-289000000.0,,,-459000000.0,439468000.0,27000000.0,,,,-6268000000.0,,632000000.0,,,4000000.0,,,,,580000000.0,,,-151000000.0,18787000000.0,70000000.0,,,,571000000.0,7000000.0,6334000000.0,,,,,-113000000.0,,,306000000.0,5175000000.0,,,,58000000.0,,,1396000000.0,,654000000.0,,,,,,,,,,0.91,,,,,434535000.0,,,-105000000.0,,,11000000.0,14360000000.0,2182000000.0,,12409000000.0,,209000000.0,,,2283000000.0,,,,,7339000000.0,,,22967000000.0,-371000000.0,,,,646000000.0,,,,,14692000000.0,27511000000.0,,,394000000.0,,,13151000000.0,,,,,291000000.0,,0.9,0.0,,394000000.0,412000000.0,,0.0,,,,,,,,,,373000000.0,,20139000000.0,,,-12000000.0,12232000000.0,,,,,,-1066000000.0,,,-100000000.0,,4389000000.0,6934000000.0,903000000.0,1380000000.0,2182000000.0,735000000.0,2828000000.0,-2000000.0,,,,,,,,,,,,,,,,,,,,
,,1122000000.0,,,4791000000.0,,,5976000000.0,,,,,,,2000000.0,,-897000000.0,622000000.0,,12596000000.0,,217000000.0,4389000000.0,,0.0,,-268000000.0,,,-619000000.0,439166000.0,19000000.0,,,,-6443000000.0,,649000000.0,,,4000000.0,,,,,1083000000.0,,,-138000000.0,19039000000.0,402000000.0,,,,659000000.0,0.0,7302000000.0,,,,,429000000.0,,,319000000.0,1799000000.0,,,,45000000.0,,,1185000000.0,,641000000.0,,,,,,,,,,0.89,,,,,433791000.0,,,-104000000.0,,,12000000.0,14591000000.0,2157000000.0,,12366000000.0,,202000000.0,,,2287000000.0,,,,,7611000000.0,,,22324000000.0,-455000000.0,,,,624000000.0,,,,,14653000000.0,27836000000.0,,,386000000.0,,,13245000000.0,,,,,815000000.0,,0.88,0.0,,386000000.0,405000000.0,,0.0,,,,,,,,,,378000000.0,,19543000000.0,,,-3000000.0,12585000000.0,,,,,,469000000.0,,,-65000000.0,,4791000000.0,7044000000.0,914000000.0,1373000000.0,2157000000.0,-107000000.0,2781000000.0,-1000000.0,,,,,,,,,,,,,,,,,,,,
