,annualOperatingCashFlow,trailingGrossProfit,annualCapitalStock,annualDilutedAverageShares,quarterlyNonCurrentDeferredTaxesLiabilities,annualGrossProfit,annualOtherIntangibleAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,annualNetPPE,quarterlyCashAndCashEquivalents,annualTotalNonCurrentAssets,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyTaxProvision,trailingRepaymentOfDebt,annualCashCashEquivalentsAndMarketableSecurities,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyRepaymentOfDebt,quarterlyDilutedEPS,trailingChangeInCashSupplementalAsReported,annualDilutedEPS,annualChangeInInventory,quarterlyInterestExpense,annualOtherNonCashItems,quarterlyCurrentDebt,quarterlyOtherNonCurrentAssets,annualGrossPPE,quarterlyCapitalExpenditure,annualBeginningCashPosition,annualPurchaseOfBusiness,annualOtherNonCurrentLiabilities,quarterlyNetOtherFinancingCharges,quarterlyOtherIntangibleAssets,quarterlyOperatingCashFlow,trailingInvestingCashFlow,trailingCapitalExpenditure,trailingSellingGeneralAndAdministration,annualInvestingCashFlow,quarterlyGrossPPE,trailingOperatingExpense,quarterlySaleOfInvestment,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,annualBasicEPS,annualPurchaseOfInvestment,annualOperatingExpense,annualCapitalExpenditure,trailingInterestExpense,quarterlyAccountsPayable,trailingCashDividendsPaid,annualNonCurrentDeferredRevenue,annualNonCurrentDeferredTaxesLiabilities,quarterlyResearchAndDevelopment,trailingPurchaseOfInvestment,trailingNetIncomeContinuousOperations,quarterlyOperatingIncome,trailingNetIncome,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,trailingBeginningCashPosition,trailingNetOtherFinancingCharges,quarterlyCommonStockIssuance,annualOtherCurrentLiabilities,annualChangeInCashSupplementalAsReported,annualRepaymentOfDebt,annualChangeInWorkingCapital,quarterlyEbitda,quarterlyOtherShortTermInvestments,annualInventory,annualNetOtherFinancingCharges,quarterlyDilutedAverageShares,annualInterestExpense,annualAccountsPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOperatingIncome,annualResearchAndDevelopment,annualCostOfRevenue,quarterlyCashDividendsPaid,annualOtherCurrentAssets,annualTotalRevenue,trailingResearchAndDevelopment,trailingFreeCashFlow,quarterlyBasicEPS,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCashItems,annualTaxProvision,annualEndCashPosition,annualTotalLiabilitiesNetMinorityInterest,trailingTotalRevenue,trailingCostOfRevenue,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualNetOtherInvestingChanges,quarterlyBasicAverageShares,quarterlyPurchaseOfInvestment,quarterlyFreeCashFlow,quarterlyTotalRevenue,trailingTaxProvision,annualNetIncomeContinuousOperations,annualCashAndCashEquivalents,quarterlyTotalLiabilitiesNetMinorityInterest,annualNetIncome,annualPretaxIncome,trailingEndCashPosition,quarterlyDepreciationAndAmortization,annualFreeCashFlow,trailingOperatingIncome,quarterlyNetIncomeCommonStockholders,annualCashDividendsPaid,quarterlyTotalNonCurrentAssets,annualCurrentDebt,quarterlyTotalAssets,quarterlyNetIncomeContinuousOperations,annualAccountsReceivable,quarterlyOtherNonCurrentLiabilities,trailingSaleOfInvestment,annualOtherNonCurrentAssets,quarterlyNetIncome,annualSellingGeneralAndAdministration,trailingPretaxIncome,quarterlyOtherCurrentAssets,annualTotalAssets,annualCurrentAssets,quarterlyNetOtherInvestingChanges,annualLongTermDebt,annualStockholdersEquity,annualBasicAverageShares,annualNetIncomeCommonStockholders,quarterlyCostOfRevenue,quarterlyGoodwill,quarterlyAccountsReceivable,annualDepreciationAndAmortization,annualRetainedEarnings,quarterlyStockholdersEquity,annualEbitda,annualCurrentLiabilities,trailingNetIncomeCommonStockholders,annualSaleOfInvestment,quarterlyChangeInInventory,quarterlyGrossProfit,quarterlyLongTermDebt,quarterlyInventory,quarterlyEndCashPosition,annualOtherShortTermInvestments,annualCommonStockIssuance,quarterlyOperatingExpense,quarterlyInvestingCashFlow,annualStockBasedCompensation,trailingCashFlowFromContinuingFinancingActivities,trailingDilutedEPS,quarterlyCashFlowFromContinuingFinancingActivities,annualAccumulatedDepreciation,annualCashFlowFromContinuingFinancingActivities,annualGoodwill,trailingDilutedAverageShares,quarterlyStockBasedCompensation,quarterlyCurrentDeferredRevenue,trailingCommonStockIssuance,trailingStockBasedCompensation,quarterlyRepurchaseOfCapitalStock,annualCurrentAccruedExpenses,quarterlyChangesInAccountReceivables,trailingPurchaseOfBusiness,annualDeferredIncomeTax,trailingOperatingCashFlow,annualInvestmentsAndAdvances,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherIncomeExpense,quarterlyDeferredIncomeTax,trailingChangesInAccountReceivables,trailingNetOtherInvestingChanges,trailingChangeInWorkingCapital,quarterlyAccumulatedDepreciation,trailingChangeInInventory,quarterlyInvestmentsAndAdvances,annualChangesInAccountReceivables,annualGainsLossesNotAffectingRetainedEarnings,trailingBasicEPS,annualChangeInAccountPayable,quarterlyChangeInAccountPayable,trailingOtherIncomeExpense,quarterlyCurrentAccruedExpenses,annualOtherIncomeExpense,trailingChangeInAccountPayable,annualIncomeTaxPayable,quarterlyIncomeTaxPayable,annualCurrentDeferredRevenue,trailingBasicAverageShares,annualRepurchaseOfCapitalStock,trailingDeferredIncomeTax,trailingDepreciationAndAmortization,trailingOtherNonCashItems,trailingRepurchaseOfCapitalStock
1498780800,,,,,107114096.0,,,17619739308.0,,17375005505.0,,3462729405.0,10365190143.0,381498952.0,,,,656988341.0,21433590477.0,-23796791.0,,,,,342278070.0,,20553909697.0,929201856.0,,-887807550.0,,,,-4967933176.0,2398935140.0,,,,,,21433590477.0,,3840145945.0,-2456636995.0,2717910037.0,,,,,,9449717134.0,,,,,,,794428737.0,,571232518.0,,,,,,,,,999266411.0,244733803.0,,,,,,,,,,492110929.0,,,,,,558963891.0,,,,,,,63263498149.0,44040196844.0,16839208984.0,958972894.0,,,-3810235366.0,-1005894665.0,53601674521.0,,,,44999169738.0,,,,,,,288961877.0,,30930282579.0,,94193780728.0,275489389.0,,177724201.0,,,288961877.0,,,8202180434.0,,,-99682448.0,,,,,51933184012.0,,11973717925.0,,,46986154275.0,,,,,,1668490509.0,10500000.0,16566285935.0,7908553148.0,,,874061772.0,-947420577.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506729600,,,,,118942891.0,,,21026508879.0,,20653371744.0,,3462729405.0,7908553148.0,196596746.0,,,,1000183707.0,21960183195.0,-15642188719.0,0.22,,,,0.0,,22339993021.0,349650940.0,,-331601422.0,,,,-1010659923.0,2376591332.0,,,,,,21960183195.0,,671631740.0,3007235049.0,2826850414.0,,,,,,10045082135.0,,,,,,,2385752967.0,,560737093.0,,,,,,,,,1000183707.0,373137135.0,,,,,,,,,,-980075266.0,,,,,0.22,555000863.0,,,,,,,65483149897.0,44880498938.0,17589659128.0,1665167927.0,,3411137023.0,-722298106.0,301716484.0,57069593368.0,,,,46545666865.0,,,,,,,750450145.0,,31088288504.0,,96571438401.0,803586961.0,,178298855.0,,,750450145.0,,,6181580476.0,,,-13583273.0,,,,,54080209943.0,,13856118359.0,,,47759325121.0,,,,,,2989383425.0,510500000.0,16320621052.0,10915788197.0,,,603630458.0,-392672666.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514678400,3259243125.0,,3462729405.0,,105838376.0,9209809430.0,2416383779.0,19404542726.0,22583798036.0,19003038079.0,34297847134.0,3462729405.0,10915788197.0,250384552.0,,19404542726.0,,339980164.0,22583798036.0,3408396230.0,,,0.46,-4469487930.0,601086479.0,863766780.0,23623884388.0,593612328.0,22583798036.0,-1399755413.0,8275268160.0,,182485202.0,2853296750.0,2416383779.0,,,,,-2141076026.0,22583798036.0,,-744027967.0,-567584885.0,3409405850.0,0.46,-4084553034.0,2930681668.0,-3268013984.0,,7881407507.0,,568905237.0,105838376.0,,,,1961691085.0,,568905237.0,,,,,3409405850.0,2087935158.0,-20536561250.0,-4287917130.0,941066643.0,401504647.0,19997186975.0,-352282061.0,,863766780.0,7881407507.0,1554506709.0,6279127762.0,,195837045341.0,71158027.0,1879824856.0,205046854771.0,,,,566656007.0,,1145542052.0,10363203318.0,47485425359.0,,,63170808088.0,45930918650.0,17358929862.0,1554506709.0,23239015.0,,2053339312.0,362132421.0,49691453833.0,,1711730929.0,19003038079.0,47485425359.0,1604107754.0,2857272981.0,,,-8770859.0,,23444846.0,-1263191423.0,34297847134.0,23623884388.0,97468655222.0,89595612.0,11831963111.0,182485202.0,,593612328.0,23444846.0,2207375753.0,,1879824856.0,97468655222.0,63170808088.0,50247211.0,508750000.0,47532426878.0,3487190770.0,1604107754.0,46977213357.0,,11831963111.0,1804930820.0,17358929862.0,47532426878.0,5525970581.0,45930918650.0,,5168986137.0,,2714240476.0,508750000.0,19997186975.0,10363203318.0,401504647.0,,752549391.0,-48406806.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522454400,,,,,110652697.0,,,18537283105.0,,16576689145.0,,3462729405.0,10363203318.0,150405431.0,,,,974184108.0,22806787031.0,-8844259201.0,0.22,,,,92698575.0,,19191159011.0,4048739689.0,,-500822270.0,,,,259514965.0,2385849597.0,,,,,,22806787031.0,,1142846574.0,-1015935049.0,2058036692.0,,,,,,6259388021.0,,,,,,,981642435.0,,566760052.0,,,,29253755.0,,,,,1066882683.0,1960593960.0,,,3481629918.0,,,,,,,-96666533.0,,,,,0.22,460129520.0,,,,,,,60522688937.0,39601766949.0,18124888444.0,3747499711.0,,3481629918.0,-2254297830.0,296388066.0,50611607557.0,,,,43349266660.0,,,,,,,765958582.0,,33623833308.0,,94146522245.0,823778677.0,,182568029.0,,,765958582.0,,,1729377649.0,,,97935767.0,,,,,48998071455.0,,11938164377.0,,,48288632505.0,,,,,,1613536102.0,2708750000.0,18822028066.0,9347268269.0,,,631893667.0,-1514248318.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530316800,,,,,159865836.0,,,25057510911.0,,22297530592.0,,3462729405.0,9347268269.0,281680011.0,,,,711623737.0,21697978443.0,-12896434733.0,,,,,457620619.0,,27122586330.0,1990170486.0,,-780475522.0,,,,738443838.0,2441740777.0,,,,,,21697978443.0,,6498288335.0,4334806408.0,4017507736.0,,,,,,8058175581.0,,,,,,,1036277269.0,,543525034.0,,,,,,,,,1169244356.0,2759980319.0,,,,,,,,,,-440320544.0,,,,,,600870670.0,,,,,,,67299808779.0,43930085595.0,18234316604.0,4891221972.0,,,-4516015828.0,-772349205.0,53893822379.0,,,,48821307567.0,,,,,,,511672125.0,,32576051552.0,,99875860331.0,429943726.0,,-19355860.0,,,511672125.0,,,3780754793.0,,,-207483683.0,,,,,51993975106.0,,8190084379.0,,,48513007480.0,,,,,,1899847273.0,3808750000.0,18920610993.0,13682074677.0,,,863570004.0,1059522527.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538265600,,,,,174611255.0,,,34510065864.0,,31837932748.0,,3462729405.0,13682074677.0,214487062.0,,,,1031393082.0,21367580579.0,-12241774715.0,0.22,,,,174364223.0,,32995125616.0,1527614555.0,,-223326813.0,,,,2893973905.0,2378031845.0,,,,,,21367580579.0,,4489673076.0,4425626594.0,7029909064.0,,,,,,6352574194.0,,,,,,,1203631296.0,,498578997.0,,,,,,,,,1205757305.0,2672133116.0,,,,,,,,,,-1004885703.0,,,,,0.22,660672730.0,,,,,,,74417149092.0,49557852603.0,19001666251.0,4894577754.0,,3487952400.0,-5637077740.0,3179253158.0,58091930508.0,,,,54452430357.0,,,,,,,767349528.0,,31808657588.0,,106225806680.0,816906020.0,,-123700546.0,,,767349528.0,,,4369071636.0,,,-84366599.0,,,,,56066061950.0,,7224911283.0,,,49333164368.0,,,,,,2025868558.0,3808750000.0,17013633264.0,18107701271.0,,,822237262.0,-1410429764.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546214400,8182118246.0,,3462729405.0,,109138652.0,7817996661.0,2386307919.0,32514628202.0,21560981692.0,22773300539.0,33333567973.0,3462729405.0,18107701271.0,192966808.0,,32514628202.0,,576648647.0,21560981692.0,-19849110821.0,,,0.71,2660163102.0,802241892.0,1386790329.0,29874704731.0,4571396475.0,21560981692.0,-1049328307.0,10363204066.0,,97170451.0,-6780234570.0,2386307919.0,,,,,-9178398035.0,21560981692.0,,4820590823.0,-7460258704.0,5502299145.0,0.71,-23730227908.0,3074668445.0,-2553952912.0,,6230057730.0,,523798415.0,109138652.0,,,,1521777216.0,,523798415.0,,,,,5502299145.0,284239249.0,-53831579470.0,1751777589.0,1378890539.0,9741327663.0,17259265461.0,-2888301862.0,,1419106597.0,6230057730.0,4701097015.0,4743328216.0,206932138.0,207471870099.0,-461939999.0,5065808775.0,215289866760.0,,,,405973166.0,,839539312.0,10647443315.0,50839136623.0,,,69532258978.0,46138039608.0,19072661717.0,4701097015.0,,,-11322836510.0,2924873315.0,52692506316.0,,2454310262.0,22773300539.0,50839136623.0,2447475745.0,3293849574.0,,,5628165334.0,,402495510.0,-2003812779.0,33333567973.0,29874704731.0,102865826951.0,383681839.0,5727719572.0,97170451.0,,4571396475.0,402495510.0,2127646086.0,,5065808775.0,102865826951.0,69532258978.0,,3782000000.0,49766311772.0,3447148937.0,2447475745.0,50413761588.0,,5727719572.0,77873999.0,19072661717.0,49766311772.0,4790830170.0,46138039608.0,,16951398808.0,,2278744728.0,3782000000.0,17259265461.0,10647443315.0,9741327663.0,30000000.0,756967512.0,-7313242480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1553990400,,,,,111439018.0,,,33685925019.0,,24392684880.0,,3462729405.0,10647443315.0,182957897.0,,,,957329465.0,21785016615.0,-11308358749.0,0.21,,,,57193220.0,,33278339553.0,4312026469.0,,-387007856.0,,,,62447260.0,2810907963.0,,,,,,21785016615.0,,4905625970.0,1217044040.0,5293633438.0,,,,,,7698192865.0,,,,17590970.0,,,1218146940.0,,519333031.0,,,,4608680.0,,,,,1014522685.0,9293240139.0,,,3534982867.0,,,,,,,-219125090.0,,,,,0.21,520124938.0,,,,,,,74248127424.0,50375220585.0,19815008119.0,5073705484.0,,3534982867.0,-8569746422.0,356925500.0,48859365421.0,,,,55448926069.0,,,,,,,742346402.0,,33982674316.0,,108230801740.0,774371568.0,,-104867718.0,,,742346402.0,,,5043388710.0,,,,,,,,46955917940.0,,6703600727.0,,,50489471949.0,,,,,,1903447481.0,3807000000.0,18772554837.0,11864487355.0,,,685300541.0,-4050728611.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561852800,,,,,144441028.0,,,47191186290.0,,29200957718.0,,3462729405.0,11864487355.0,351233142.0,,,,841049077.0,26863720016.0,-20982326954.0,,,,,950316130.0,,49439255771.0,4657666407.0,,-698274914.0,,,,-1703257138.0,2856892897.0,,,,,,26863720016.0,,963272321.0,348796934.0,7049567998.0,,,,,,10018967347.0,,,,85992640.0,,,1262594452.0,,614852250.0,,,,60071320.0,,,,,1791365207.0,17990228572.0,,,,,,,,,,-514393101.0,,,,,,611088446.0,,,,,,,92256783321.0,74529090346.0,19680393176.0,2394402342.0,,,-9381582960.0,4070289046.0,56183567705.0,,,,76923492688.0,,,,,,,557930938.0,,40849937461.0,,133106720782.0,489815935.0,,169620939.0,,,557930938.0,,,7042671346.0,,,,,,,,54078483191.0,1627965748.0,5856283689.0,,,50571339051.0,,,,,,2105084514.0,844348500.0,22844475346.0,12213284289.0,,,842490062.0,-10976529390.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1569801600,,8952244888.0,,,105108617.0,,,42984747438.0,,29571455602.0,,3462729405.0,12213284289.0,246123843.0,-70425107864.0,,,1019072793.0,26750894781.0,-18285311340.0,0.0,-4943729365.0,,,18748059.0,,44710349017.0,3805670016.0,,-864142066.0,,,,314233901.0,2724636790.0,,-23786028847.0,-2998753143.0,2272523310.0,,26750894781.0,3295967246.0,9221373201.0,950688365.0,9419148642.0,,,,,1373622707.0,12805704842.0,-1458129864.0,,,99685034.0,-41203756234.0,2420818292.0,1653759035.0,2467751846.0,622740754.0,,18107701271.0,-8106810547.0,,,,,,1037820852.0,13413291836.0,,,,,,,,,,-262671674.0,,,410200782.0,9756744682.0,0.22,735336760.0,,,,,223932431310.0,214980186422.0,92877384106.0,72014134699.0,20445372173.0,3991652391.0,,3477177255.0,-11929590342.0,2404656821.0,66196991868.0,973281690.0,,,76005787090.0,,,12945257604.0,,,5656277642.0,764978996.0,,40140480960.0,,133017865066.0,772948950.0,,-259280993.0,19910862315.0,,764978996.0,,3394099982.0,11725263016.0,,,68715953.0,,,,,63532023703.0,1627965748.0,5728557817.0,,,51326411939.0,,,2467751846.0,,,2664968165.0,2598562304.0,22424641394.0,13163972654.0,,,1011209130.0,-1445528366.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
