,quarterlyGrossPPE,annualOtherNonCurrentAssets,trailingOperatingExpense,annualCapitalExpenditure,quarterlyIncomeTaxPayable,trailingSellingGeneralAndAdministration,annualOperatingExpense,trailingDeferredIncomeTax,annualSellingGeneralAndAdministration,quarterlySaleOfInvestment,annualAccumulatedDepreciation,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,annualChangesInAccountReceivables,annualCurrentAssets,quarterlyOperatingIncome,trailingNetIncomeContinuousOperations,trailingBeginningCashPosition,trailingInterestExpense,trailingCapitalExpenditure,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,annualRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,annualCurrentAccruedExpenses,quarterlyBasicEPS,annualChangeInCashSupplementalAsReported,annualNetOtherFinancingCharges,quarterlyNetOtherInvestingChanges,quarterlyStockBasedCompensation,quarterlyEndCashPosition,quarterlyInvestingCashFlow,trailingNetIncomeCommonStockholders,annualTaxProvision,annualNetIncomeCommonStockholders,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,quarterlyStockholdersEquity,quarterlyEbitda,annualRepaymentOfDebt,annualInterestExpense,trailingChangeInAccountPayable,quarterlyChangeInAccountPayable,annualTotalRevenue,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyChangeInInventory,annualGrossProfit,quarterlyPretaxIncome,annualTotalNonCurrentAssets,trailingFreeCashFlow,quarterlyPurchaseOfBusiness,annualFreeCashFlow,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyOtherNonCashItems,annualTotalLiabilitiesNetMinorityInterest,annualDilutedEPS,quarterlySellingGeneralAndAdministration,trailingCostOfRevenue,quarterlyRepaymentOfDebt,annualOtherCurrentAssets,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyNetPPE,annualChangeInInventory,trailingNetIncome,annualBasicEPS,quarterlyCapitalExpenditure,quarterlyTotalRevenue,quarterlyDilutedAverageShares,trailingDepreciationAndAmortization,trailingTaxProvision,annualCashDividendsPaid,trailingOtherNonCashItems,annualCurrentDeferredRevenue,annualBeginningCashPosition,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualNetIncomeContinuousOperations,annualCostOfRevenue,annualCurrentDebt,annualPurchaseOfBusiness,annualNetIncome,annualSaleOfInvestment,annualIncomeTaxPayable,trailingInvestingCashFlow,trailingSaleOfInvestment,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,trailingPurchaseOfInvestment,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,annualStockholdersEquity,annualOtherNonCashItems,trailingCashDividendsPaid,quarterlyCommonStockIssuance,annualNonCurrentDeferredTaxesLiabilities,annualLongTermDebt,quarterlyDilutedEPS,quarterlyGoodwill,annualRetainedEarnings,annualStockBasedCompensation,quarterlyAccountsReceivable,annualCurrentLiabilities,quarterlyCurrentAccruedExpenses,annualGoodwill,annualTotalAssets,quarterlyCostOfRevenue,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,trailingChangeInInventory,annualInventory,quarterlyLongTermDebt,annualAccountsReceivable,quarterlyInvestmentsAndAdvances,trailingOperatingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,annualPurchaseOfInvestment,annualDilutedAverageShares,quarterlyOtherIncomeExpense,annualCapitalStock,trailingChangeInWorkingCapital,quarterlyOperatingExpense,quarterlyInventory,annualOtherIntangibleAssets,annualOtherIncomeExpense,annualCashCashEquivalentsAndMarketableSecurities,annualCommonStockIssuance,annualOtherShortTermInvestments,quarterlyOtherIntangibleAssets,annualNetPPE,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,trailingGrossProfit,quarterlyBasicAverageShares,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualAccountsPayable,quarterlyDepreciationAndAmortization,annualChangeInAccountPayable,quarterlyBeginningCashPosition,annualBasicAverageShares,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,annualEndCashPosition,trailingNetOtherInvestingChanges,quarterlyCashAndCashEquivalents,annualEbitda,trailingRepaymentOfDebt,annualOperatingIncome,trailingTotalRevenue,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,trailingChangeInCashSupplementalAsReported,trailingPretaxIncome,trailingEndCashPosition,quarterlyCurrentDebt,annualGrossPPE,annualCashAndCashEquivalents,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,annualNetOtherInvestingChanges,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,annualPretaxIncome,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualInvestmentsAndAdvances,quarterlyTotalAssets,quarterlyNetOtherFinancingCharges,trailingOtherIncomeExpense,annualOtherNonCurrentLiabilities,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,trailingResearchAndDevelopment,trailingDilutedEPS,trailingChangesInAccountReceivables,annualResearchAndDevelopment,trailingDilutedAverageShares,trailingCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,trailingStockBasedCompensation,trailingBasicEPS
583632000,,,,,,,,,,,,,,,,458414531970.0,,,,,,,,,,,,25.365124,,,,,,,,,,,,,458414531970.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458414531970.0,621788000.0,,,,,,,,,,,,,,,,,,,,,15486075400.0,,,,,,,,,,,24.030117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,621788000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591580800,,,,,,,,,,,,,,,,524200240507.0,,,,,,,,,,,,20.077634,,,,,,,,,,,,,524200240507.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524200240507.0,621788000.0,,,,,,,,,,,,,,,,,,,,,12474902948.0,,,,,,,,,,,20.077634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,621788000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599529600,,,,,,,,,,,,,,,,615716358208.0,,,,,,,,,,,,43.879444,,,,,,,,,,,,,615716358208.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615716358208.0,621788000.0,,,,,,,,,,,,,,,,,,,,,28985507008.0,,,,,,,,,,,42.625746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,621788000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607305600,1109816874547.0,245381784451.0,,,,,694124203140.0,,567835473550.0,,-562905840034.0,,,,1439413231563.0,-1449900061191.0,,,,,,,,,95160479243.0,,,,,,,,,,,95544778630.0,72751849470.0,,885041488261.0,915387888131.0,-1449900061191.0,,55219846401.0,,,2210092522934.0,,,,855251659917.0,,934629360887.0,,,0.0,1439413231563.0,1123399870122.0,,1458654704319.0,109.989135,,,,95160479243.0,,,335254834197.0,,602528432004.0,546911034513.0,,,109.989135,,599065004966.0,,,,,,,0.0,,-562905840034.0,72751849470.0,1354840863017.0,238358381861.0,,72751849470.0,,,,,,,0.0,14492484822.0,,,76515333122.0,885041488261.0,915387888131.0,,,,37078264994.0,221661236081.0,,,602528432004.0,,,1123399870122.0,,,2374042592450.0,,,,,485542397920.0,221661236081.0,,,,37078264994.0,,,661445783.0,,,,,485542397920.0,142336541923.0,62389017724.0,424319530060.0,,,142336541923.0,546911034513.0,,,,,0.0,335254834197.0,,,,,661445783.0,424319530060.0,,0.0,,424319530060.0,287416186367.0,,161127456777.0,,,934629360887.0,,,,238358381861.0,1109816874547.0,424319530060.0,,,,,245381784451.0,1458654704319.0,,168296628100.0,,,,2374042592450.0,,,76515333122.0,,,,,,,,,,,,,
615168000,,,,,,,,,,,,,,,,572974997640.0,,,,,,,,,,,,34.547784,,,,,,,,,,,,,572974997640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572974997640.0,621788000.0,,,,,,,,,,,,,,,,,,,,,23262174560.0,,,,,,,,,,,34.547784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,621788000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623116800,1219093185179.0,,,,,,,,,,,,,,,37455169004.0,,,,,,,,,256883290248.0,549798341438.0,,34.887453,,,,,,,,,,,,1270377740354.0,74477733597.0,,,,,,,241072296775.0,,,36031760942.0,,,,,1810295955244.0,1256129704753.0,,,,166594563178.0,,,,,,303869711275.0,10075496282.0,637519352004.0,626313502261.0,,,,,659317032326.0,744000000.0,,,,,,,,-592779682918.0,,,,,,,,,,,,,25956264660.0,25956264660.0,,61415871381.0,392107056138.0,,,,,,,34.887453,,,,,,,,,418244735551.0,,,,,199332948604.0,,,,43120891290.0,,,,8945142821.0,,,203617127771.0,592277303602.0,,,,,,,,,,,744000000.0,,,,,,,,453411287671.0,,,,453411287671.0,,,,,,1036255024117.0,,,,314224307177.0,,,,10382505864.0,,,409941521856.0,1559999416028.0,,,25956264660.0,,,2846550979361.0,,,,,,,,,,,,,,,,
631065600,1368381722552.0,,,,,,,,,,,,,,,91189997370.0,,,,,,,,,239752803172.0,630037368748.0,,56.050589,,,,,0.0,0.0,,,,,,1344668011652.0,137525151274.0,,,,,,,330914056650.0,,,94567404680.0,,,,,2111583794104.0,2130799085906.0,,,,193388905376.0,,,,,,524849095974.0,52500718738.0,679778673854.0,757890200364.0,,,,,874935328588.0,750512821.0,,,,,,,,-610491522188.0,,,,,,,,,,,0.0,,42066685942.0,42066685942.0,,62546708992.0,532825526004.0,,,,,,,56.050589,,,,,,,,,544021271938.0,,,,,411813740684.0,,,,50488646298.0,,,,24532911822.0,,,239724059280.0,634348952548.0,,,,,,578341478986.0,,,,,750512821.0,,,,,,0.0,,486131073450.0,,,,486131073450.0,,,,,,1905173905652.0,,,,967936191154.0,,,,21141132566.0,,,568942226302.0,2655648181880.0,0.0,,42066685942.0,,,4016757699756.0,,,,,,,,,,,,,,,,
638841600,1519962871659.0,499253056749.0,,-324013645605.0,,,871511005422.0,,707750845008.0,,-657069166785.0,-1037850066.0,,,2188275414159.0,118448723055.0,,,,,,,,,404069625696.0,577437761721.0,,,152847009720.0,-24074976531.0,,,0.0,-1045272266472.0,,126208858026.0,102181056498.0,,550500835008.0,1421445740394.0,166557834007.0,,70463729481.0,,,2927507711169.0,,366461595159.0,,1164923799081.0,44098450966.0,2155488787074.0,,,-109430281959.0,2188275414159.0,1983866126160.0,,2905539884772.0,138.380009,199903761152.0,,,404069625696.0,,-73467204672.0,921673758612.0,33294227136.0,691318218963.0,862893704874.0,-109288756950.0,,138.380009,,817849757829.0,,,,-14073875895.0,,,296101768830.0,,-657069166785.0,102181056498.0,1762583912088.0,855927529431.0,,102181056498.0,85433930433.0,,,,,214583363646.0,-1045272266472.0,10804223830.0,10804223830.0,,233374739841.0,550500835008.0,1421445740394.0,-7673800488.0,,,46215777939.0,642083240832.0,,,691318218963.0,,,1983866126160.0,,,4343764201233.0,451388162670.0,980170762332.0,163760160414.0,,688786493802.0,642083240832.0,,,,46215777939.0,,-53402103396.0,738409091.0,-45019052060.0,,,248012872104.0,688786493802.0,793342025451.0,5440850346.0,448948778550.0,259053666474.0,,793342025451.0,862893704874.0,,,,,214583363646.0,921673758612.0,577437761721.0,,,0.0,738409091.0,448948778550.0,,0.0,,448948778550.0,457172954073.0,,293412793659.0,,,2155488787074.0,,,,855927529431.0,1519962871659.0,448948778550.0,,29345591975.0,-762725448504.0,,499253056749.0,2905539884772.0,-109430281959.0,228389914524.0,10804223830.0,,,4343764201233.0,,,233374739841.0,,,,,,,,,,,,,
646704000,1531345583070.0,,,,,,,,,,,,,,,90619909770.0,,,,,,,,,230826595830.0,640944850560.0,,33.484011,,,,,0.0,0.0,,,,,,1444758974625.0,136614764880.0,,,,,,,346011593670.0,,,70483843155.0,,,,,2168424552360.0,1949165160330.0,,,,209396828790.0,,,,,,912028359615.0,46070955135.0,695371588440.0,895377674145.0,,,,,853507440390.0,729090909.0,,,,,,,,-635967908925.0,,,,,,,,,,,0.0,,24412888020.0,24412888020.0,,232698656445.0,488059900335.0,,,,,,,33.484011,,,,,,,,,507495846720.0,,,,,630047326980.0,,,,49282376190.0,,,,6529382145.0,,,255391683900.0,723787337775.0,,,,,,767818812240.0,,,,,729090909.0,,,,,,0.0,,524679232365.0,,,,524679232365.0,,,,,,2154437367765.0,,,,820160409435.0,,,,26650228755.0,,,491240881380.0,2861193519945.0,0.0,,24412888020.0,,,4322861920125.0,,,,,,,,,,,,,,,,
654652800,1523791105060.0,,,,,,,,,,,,,,,73812518521.0,,,,,,,,,245166462940.0,656352357633.0,,37.313949,,,,,0.0,0.0,,,,,,1410232321183.0,125374867632.0,,,,,,,346466923670.0,,,58265039896.0,,,,,2194875562439.0,1982462454469.0,,,,221092056038.0,,,,,,911607406703.0,30818557630.0,717353753767.0,946323198975.0,,,,,923782809964.0,735555556.0,,,,,,,,-577467906085.0,,,,,,,,,,,0.0,,27446482266.0,27446482266.0,,226910268039.0,542226954535.0,,,,,,,37.313949,,,,,,,,,577315886294.0,,,,,633839608584.0,,,,50857530080.0,,,,10254425902.0,,,272654405149.0,718569912095.0,,,,,,691924988727.0,,,,,735555556.0,,,,,,0.0,,511795356373.0,,,,511795356373.0,,,,,,2126508116432.0,,,,783883142301.0,,,,25788084546.0,,,488259928730.0,2894069861172.0,0.0,,27446482266.0,,,4321383678871.0,,,,,,,,,,,,,,,,
662601600,1545750626910.0,,,,,,,,,,,,,,,94662994560.0,,,,,,,,,263213604570.0,701545607190.0,,66.492069,,,,,0.0,0.0,,,,,,1445252614050.0,150570611760.0,,,,,,,386658166140.0,,,105423853890.0,,,,,2274924367260.0,2044563272700.0,,,,236087554380.0,,,,,,931648875360.0,55459813470.0,764116001100.0,978736116060.0,,,,,1039556004480.0,751428571.0,,,,,,,,-567014510850.0,,,,,,,,,,,0.0,,49964040420.0,49964040420.0,,228854845650.0,563662767780.0,,,,,,,66.492069,,,,,,,,,652897838340.0,,,,,648202684080.0,,,,54591345630.0,,,,36611347380.0,,,291995171580.0,709999598820.0,,,,,,670714998870.0,,,,,751428571.0,,,,,,0.0,,522546243480.0,,,,522546243480.0,,,,,,2166460875930.0,,,,779354897730.0,,,,25864057860.0,,,517009761000.0,2976212148060.0,0.0,,49964040420.0,,,4441385243190.0,,,,,,,,,,,,,,,,
670377600,1836606880980.0,580821775980.0,,-404362803810.0,,,1105739949870.0,,890873707410.0,,-786163805565.0,6236595690.0,,,2242310129565.0,39407504145.0,,,,,,,,,360678414090.0,668063565915.0,,,-8719946010.0,1312224885.0,,,0.0,-310080151320.0,,152937693855.0,117338302620.0,,619835773905.0,1481586554835.0,100853474745.0,,103044928335.0,,,3703691243160.0,,325327382865.0,,1404235836345.0,36101785305.0,2376284057340.0,,,-236299248915.0,2242310129565.0,2111948347710.0,,3115856824515.0,131.222489,224473908120.0,,,360678414090.0,,-136824136665.0,1003908476805.0,20564197305.0,769076662170.0,1050443075415.0,-132788692395.0,,131.222489,,887657132340.0,,,,-16946043945.0,,,453253763235.0,,-786163805565.0,117338302620.0,2299455406815.0,824049007890.0,,117338302620.0,98586185715.0,,,,,168063554895.0,-310080151320.0,15537588000.0,15537588000.0,,248292702165.0,619835773905.0,1481586554835.0,-39253866990.0,,,58669151310.0,696946623330.0,,,769076662170.0,,,2111948347710.0,,,4618594186905.0,562329749475.0,140520942255.0,214866242460.0,,734267427855.0,696946623330.0,,,,58669151310.0,,-69392709510.0,742772277.0,21427295850.0,,,285919878720.0,734267427855.0,745019205945.0,74810928390.0,444519707280.0,1806072960.0,,745019205945.0,1050443075415.0,,,,,168063554895.0,1003908476805.0,668063565915.0,,,0.0,742772277.0,444519707280.0,,0.0,,444519707280.0,513362128935.0,,298495886475.0,,,2376284057340.0,,,,824049007890.0,1836606880980.0,444519707280.0,,24760694445.0,55099335225.0,,580821775980.0,3115856824515.0,-236299248915.0,270275996475.0,15537588000.0,,,4618594186905.0,,,248292702165.0,,,,,,,,,,,,,
678240000,1850805788064.0,,,,,,,,,,,,,,,58778932992.0,,,,,,,,,269385062976.0,731828042592.0,,28.948349,,,,,0.0,0.0,,,,,,1467502080096.0,116344792320.0,,,,,,,324621269472.0,,,58406739936.0,,,,,2325917116512.0,2199357692544.0,,,,208276477152.0,,,,,,1017203622048.0,35096426688.0,787119388800.0,1082750954688.0,,,,,881215307328.0,805238095.0,,,,,,,,-768054833376.0,,,,,,,,,,,0.0,,23310313248.0,23310313248.0,,250844334816.0,530182115808.0,,,,,,,28.948349,,,,,,,,,556594037856.0,,,,,705085282272.0,,,,61274004960.0,,,,24054699360.0,,,265842336480.0,809836950144.0,,,,,,720882809760.0,,,,,805238095.0,,,,,,0.0,,535572022656.0,,,,535572022656.0,,,,,,2381070613440.0,,,,937347534144.0,,,,24426892416.0,,,577436848992.0,3216561314592.0,0.0,,23310313248.0,,,4706987729952.0,,,,,,,,,,,,,,,,
686188800,1872454580048.0,,,,,,,,,,,,,,,47112705276.0,,,,,,,,,310739420992.0,750338529252.0,,26.549848,,,,,0.0,0.0,,,,,,1463932068872.0,112372231660.0,,,,,,,342944386616.0,,,41816010600.0,,,,,2467768546828.0,2373808634756.0,,,,230572154956.0,,,,,,1043409026400.0,20151334632.0,798672527536.0,1132815639540.0,,,,,973689125552.0,816000000.0,,,,,,,,-739638940508.0,,,,,,,,,,,0.0,,21664675968.0,21664675968.0,,260838981676.0,574711284732.0,,,,,,,26.549848,,,,,,,,,630744738936.0,,,,,722394814232.0,,,,60175230492.0,,,,21385902564.0,,,295831681340.0,868153479752.0,,,,,,711854524576.0,,,,,816000000.0,,,,,,0.0,,508615438136.0,,,,508615438136.0,,,,,,2437196396856.0,,,,1048758820772.0,,,,26695872164.0,,,592526232740.0,3417217661156.0,0.0,,21664675968.0,,,4904964943684.0,,,,,,,,,,,,,,,,
694137600,1858044179593.0,,,,,,,,,,,,,,,78554833296.0,,,,,,,,,270282095795.0,750968215504.0,,117.43248,,,,,0.0,0.0,,,,,,1531531914481.0,147565154404.0,,,,,,,392649238310.0,,,132598759638.0,,,,,2666916601892.0,2333708186868.0,,,,245084083906.0,,,,,,1161257311418.0,35492093097.0,896721911443.0,1161981894804.0,,,,,1149039336392.0,826914894.0,,,,,,,,-696062284789.0,,,,,,,,,,,0.0,,97106666541.0,97106666541.0,,280950961513.0,547847503901.0,,,,,,,117.43248,,,,,,,,,756390098082.0,,,,,818292006317.0,,,,62014343588.0,,,,81765487265.0,,,314094405014.0,883442046972.0,,,,,,668315738232.0,,,,,826914894.0,,,,,,0.0,,693938505899.0,,,,693938505899.0,,,,,,2439647275028.0,,,,1034892467463.0,,,,27721560923.0,,,609349641992.0,3494965498286.0,0.0,,97106666541.0,,,5106563876920.0,,,,,,,,,,,,,,,,
702000000,2182219170184.0,630472610300.0,,-445237232846.0,,,1177063796178.0,,911614232246.0,,-964138114828.0,17140351260.0,,,2360624981322.0,-18109753280.0,,,,,,,,,380568946348.0,1092199126800.0,,,-24634272276.0,-4876363498.0,,,0.0,-417281187070.0,,90405387576.0,120234913606.0,,98736395514.0,1538207011098.0,55387677447.0,,174818295758.0,,,3918988514018.0,,282670380067.0,,1343497935622.0,-22263286149.0,2555001879448.0,,,-294229409536.0,2360624981322.0,2053799406674.0,,3298188908150.0,147.486743,227282702620.0,,,380568946348.0,,-203212815636.0,1244389501476.0,-367420746.0,862013510344.0,1218081055356.0,-158342299198.0,,147.486743,,913316686354.0,,,,-17153638354.0,,,443377039686.0,,-964138114828.0,120234913606.0,2575490578396.0,862863884360.0,,120234913606.0,208740246740.0,,,,,151007823310.0,-417281187070.0,-21895865403.0,-21895865403.0,,288104059202.0,98736395514.0,1538207011098.0,13566122974.0,,,70169143414.0,886116298860.0,,,862013510344.0,,,2053799406674.0,,,4915626860770.0,630646306287.0,245120310112.0,265449563932.0,,877811865110.0,886116298860.0,,,,70169143414.0,,-121948948732.0,815225225.0,91772623534.0,,,300780133347.0,877811865110.0,706448213792.0,219024457496.0,418742767410.0,,,706448213792.0,1218081055356.0,,,,,151007823310.0,1244389501476.0,1092199126800.0,,,0.0,815225225.0,418742767410.0,,0.0,,418742767410.0,431883703376.0,,166434139444.0,,,2555001879448.0,,,,862863884360.0,2182219170184.0,418742767410.0,,95938649220.0,-202920499568.0,,630472610300.0,3298188908150.0,-294229409536.0,210640301182.0,-21895865403.0,,,4915626860770.0,,,288104059202.0,,,,,,,,,,,,,
709862400,2126077249164.0,,,,,,,,,,,,,,,36935000376.0,,,,,,,,,264684062640.0,635342390664.0,,18.870062,,,,,0.0,0.0,,,,,,1515593019516.0,105143982678.0,,,,,,,326288523417.0,,,27814470651.0,,,,,2369488462473.0,1991810471571.0,,,,221144540739.0,,,,,,1294435898736.0,12907122066.0,874451229951.0,1213244314122.0,,,,,920494180011.0,790000000.0,,,,,,,,-912832935042.0,,,,,,,,,,,0.0,,14907348585.0,14907348585.0,,278320827084.0,534815283033.0,,,,,,,18.870062,,,,,,,,,594205656594.0,,,,,958800404856.0,,,,57314666796.0,,,,16970475309.0,,,289353523041.0,899321971008.0,,,,,,664679046276.0,,,,,790000000.0,,,,,,0.0,,512083148946.0,,,,512083148946.0,,,,,,2513781532743.0,,,,821652797874.0,,,,24468179745.0,,,635858172345.0,3286246370307.0,0.0,,14907348585.0,,,4883269995216.0,,,,,,,,,,,,,,,,
717811200,2072059692416.0,,,,,,,,,,,,,,,27265205424.0,,,,,,,,,272652054240.0,648381932152.0,,4.79599,,,,,0.0,0.0,,,,,,1482944211632.0,92310825224.0,,,,,,,330311848824.0,,,10874908232.0,,,,,2406532062912.0,1976115904464.0,,,,238001023600.0,,,,,,1351534074672.0,7865424256.0,885867386784.0,1202043053904.0,,,,,1034123440024.0,627500000.0,,,,,,,,-870016638512.0,,,,,,,,,,,0.0,,3009483976.0,3009483976.0,,298502442496.0,568684561680.0,,,,,,,4.79599,,,,,,,,,703811591200.0,,,,,999148680032.0,,,,53882952144.0,,,,10755008472.0,,,303046643400.0,858038652488.0,,,,,,634137840664.0,,,,,627500000.0,,,,,,0.0,,582377114272.0,,,,582377114272.0,,,,,,2487836090168.0,,,,759049410632.0,,,,25154969648.0,,,651655195600.0,3327649979136.0,0.0,,3009483976.0,,,4894368153080.0,,,,,,,,,,,,,,,,
725760000,2077201486144.0,,,,,,,,,,,,,,,56983826112.0,,,,,,,,,261219549792.0,613967654272.0,,33.696086,,,,,0.0,0.0,,,,,,1502695693056.0,129343051648.0,,,,,,,373240317024.0,,,49882687904.0,,,,,2327563408096.0,1912265383232.0,,,,243897265376.0,,,,,,1354233232384.0,22788538432.0,905850642688.0,1171625404160.0,,,,,1103571789664.0,804074074.0,,,,,,,,-905576081984.0,,,,,,,,,,,0.0,,27094149472.0,27094149472.0,,308880792000.0,573320190048.0,,,,,,,33.696086,,,,,,,,,730331472640.0,,,,,993685107904.0,,,,51667332480.0,,,,18358127072.0,,,316256490912.0,788326181344.0,,,,,,650746308576.0,,,,,804074074.0,,,,,,0.0,,558543832160.0,,,,558543832160.0,,,,,,2527069199648.0,,,,724977538912.0,,,,22601337952.0,,,704697486912.0,3266498615616.0,0.0,,27094149472.0,,,4854632607744.0,,,,,,,,,,,,,,,,
733536000,2250040185932.0,674043869268.0,,-267853449864.0,,,1212024801372.0,,937544499584.0,,-1111691736540.0,-33524750028.0,,,2109888584496.0,5505992008.0,,,,,,,,,337877568028.0,541575740860.0,,,70874009052.0,-14000229628.0,,,0.0,-244194325144.0,,49799012032.0,36258182884.0,,530584584376.0,1428218667260.0,74964328100.0,,146077867628.0,,,3992913726956.0,,311630230564.0,,1338474783492.0,-2413751932.0,2419937968448.0,,,147616859236.0,2109888584496.0,1742885026036.0,,3015826331056.0,45.940048,236665902464.0,,,337877568028.0,,128448374208.0,1272941305020.0,6306100512.0,887791427600.0,1138348449392.0,68726311808.0,,45.940048,,944129269580.0,,,,-18605719440.0,,,418364532124.0,,-1111691736540.0,36258182884.0,2654438943464.0,670724700800.0,,36258182884.0,438704488376.0,,,,,415470309100.0,-244194325144.0,-8719852444.0,-8719852444.0,,340875156160.0,530584584376.0,1428218667260.0,9188009600.0,,,51671068988.0,880395079872.0,,,887791427600.0,,,1742885026036.0,,,4529826552944.0,632499039016.0,-98506947924.0,274480301788.0,,704685881284.0,880395079872.0,,,,51671068988.0,,-484541171268.0,789250000.0,66185194284.0,,,306124238556.0,704685881284.0,607545649788.0,112174112204.0,489238541176.0,,,607545649788.0,1138348449392.0,,,,,415470309100.0,1272941305020.0,541575740860.0,,,0.0,789250000.0,489238541176.0,,0.0,,489238541176.0,400930283908.0,,126449982120.0,,,2419937968448.0,,,,670724700800.0,2250040185932.0,489238541176.0,,74080563020.0,63190536024.0,,674043869268.0,3015826331056.0,147616859236.0,86057194916.0,-8719852444.0,,,4529826552944.0,,,340875156160.0,,,,,,,,,,,,,
741398400,2124870578215.0,,,,,,,,,,,,,,,25223801988.0,,,,,,,,,275743957181.0,584266052986.0,,10.669967,,,,,0.0,0.0,,,,,,1361210370058.0,81827976923.0,,,,,,,286243204709.0,,,36747366348.0,,,,,2086597406586.0,1632835719977.0,,,,204415227786.0,,,,,,1321496752884.0,29075660075.0,893364327009.0,1092071122450.0,,,,,826378274183.0,719000000.0,,,,,,,,-1032799455765.0,,,,,,,,,,,0.0,,7671706273.0,7671706273.0,,340435967102.0,443209089246.0,,,,,,,10.669967,,,,,,,,,540135069474.0,,,,,917542472231.0,,,,63518313551.0,,,,31380372947.0,,,261019402721.0,736259732901.0,,,,,,554582204792.0,,,,,719000000.0,,,,,,0.0,,541458145382.0,,,,541458145382.0,,,,,,2312427258141.0,,,,605360577745.0,,,,18085594065.0,,,665773930899.0,2954332472861.0,0.0,,7671706273.0,,,4399024664727.0,,,,,,,,,,,,,,,,
749347200,2117026319000.0,,,,,,,,,,,,,,,12301818560.0,,,,,,,,,282920616848.0,616596840272.0,,3.181505,,,,,0.0,0.0,,,,,,1362977866352.0,70502146368.0,,,,,,,293440792720.0,,,15992364128.0,,,,,2220966080816.0,1573667719224.0,,,,222938646352.0,,,,,,1507057613728.0,13691075656.0,896972253280.0,1090513795280.0,,,,,947823305000.0,723333333.0,,,,,,,,-1026512523720.0,,,,,,,,,,,0.0,,2301288472.0,2301288472.0,,365947287112.0,481679826720.0,,,,,,,3.181505,,,,,,,,,654382512280.0,,,,,1076653039368.0,,,,64457287248.0,,,,23235590056.0,,,281138974160.0,757961703552.0,,,,,,547155195504.0,,,,,723333333.0,,,,,,0.0,,576965895480.0,,,,576965895480.0,,,,,,2309655829624.0,,,,475391052232.0,,,,17349806176.0,,,671986838840.0,3080725332952.0,0.0,,2301288472.0,,,4530621910440.0,,,,,,,,,,,,,,,,
