,quarterlyGrossPPE,annualOtherNonCurrentAssets,trailingOperatingExpense,annualCapitalExpenditure,quarterlyIncomeTaxPayable,trailingSellingGeneralAndAdministration,annualOperatingExpense,trailingDeferredIncomeTax,annualSellingGeneralAndAdministration,quarterlySaleOfInvestment,annualAccumulatedDepreciation,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,annualChangesInAccountReceivables,annualCurrentAssets,quarterlyOperatingIncome,trailingNetIncomeContinuousOperations,trailingBeginningCashPosition,trailingInterestExpense,trailingCapitalExpenditure,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,annualRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,annualCurrentAccruedExpenses,quarterlyBasicEPS,annualChangeInCashSupplementalAsReported,annualNetOtherFinancingCharges,quarterlyNetOtherInvestingChanges,quarterlyStockBasedCompensation,quarterlyEndCashPosition,quarterlyInvestingCashFlow,trailingNetIncomeCommonStockholders,annualTaxProvision,annualNetIncomeCommonStockholders,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,quarterlyStockholdersEquity,quarterlyEbitda,annualRepaymentOfDebt,annualInterestExpense,trailingChangeInAccountPayable,quarterlyChangeInAccountPayable,annualTotalRevenue,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyChangeInInventory,annualGrossProfit,quarterlyPretaxIncome,annualTotalNonCurrentAssets,trailingFreeCashFlow,quarterlyPurchaseOfBusiness,annualFreeCashFlow,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyOtherNonCashItems,annualTotalLiabilitiesNetMinorityInterest,annualDilutedEPS,quarterlySellingGeneralAndAdministration,trailingCostOfRevenue,quarterlyRepaymentOfDebt,annualOtherCurrentAssets,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyNetPPE,annualChangeInInventory,trailingNetIncome,annualBasicEPS,quarterlyCapitalExpenditure,quarterlyTotalRevenue,quarterlyDilutedAverageShares,trailingDepreciationAndAmortization,trailingTaxProvision,annualCashDividendsPaid,trailingOtherNonCashItems,annualCurrentDeferredRevenue,annualBeginningCashPosition,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualNetIncomeContinuousOperations,annualCostOfRevenue,annualCurrentDebt,annualPurchaseOfBusiness,annualNetIncome,annualSaleOfInvestment,annualIncomeTaxPayable,trailingInvestingCashFlow,trailingSaleOfInvestment,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,trailingPurchaseOfInvestment,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,annualStockholdersEquity,annualOtherNonCashItems,trailingCashDividendsPaid,quarterlyCommonStockIssuance,annualNonCurrentDeferredTaxesLiabilities,annualLongTermDebt,quarterlyDilutedEPS,quarterlyGoodwill,annualRetainedEarnings,annualStockBasedCompensation,quarterlyAccountsReceivable,annualCurrentLiabilities,quarterlyCurrentAccruedExpenses,annualGoodwill,annualTotalAssets,quarterlyCostOfRevenue,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,trailingChangeInInventory,annualInventory,quarterlyLongTermDebt,annualAccountsReceivable,quarterlyInvestmentsAndAdvances,trailingOperatingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,annualPurchaseOfInvestment,annualDilutedAverageShares,quarterlyOtherIncomeExpense,annualCapitalStock,trailingChangeInWorkingCapital,quarterlyOperatingExpense,quarterlyInventory,annualOtherIntangibleAssets,annualOtherIncomeExpense,annualCashCashEquivalentsAndMarketableSecurities,annualCommonStockIssuance,annualOtherShortTermInvestments,quarterlyOtherIntangibleAssets,annualNetPPE,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,trailingGrossProfit,quarterlyBasicAverageShares,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualAccountsPayable,quarterlyDepreciationAndAmortization,annualChangeInAccountPayable,quarterlyBeginningCashPosition,annualBasicAverageShares,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,annualEndCashPosition,trailingNetOtherInvestingChanges,quarterlyCashAndCashEquivalents,annualEbitda,trailingRepaymentOfDebt,annualOperatingIncome,trailingTotalRevenue,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,trailingChangeInCashSupplementalAsReported,trailingPretaxIncome,trailingEndCashPosition,quarterlyCurrentDebt,annualGrossPPE,annualCashAndCashEquivalents,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,annualNetOtherInvestingChanges,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,annualPretaxIncome,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualInvestmentsAndAdvances,quarterlyTotalAssets,quarterlyNetOtherFinancingCharges,trailingOtherIncomeExpense,annualOtherNonCurrentLiabilities,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,trailingResearchAndDevelopment,trailingDilutedEPS,trailingChangesInAccountReceivables,annualResearchAndDevelopment,trailingDilutedAverageShares,trailingCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,trailingStockBasedCompensation,trailingBasicEPS
1033344000,3248722368780.0,,,,,,,,,148456102680.0,,,,,,50377221540.0,,,,,60793142380.0,-54987552550.0,,-373448533590.0,0.0,865295706210.0,,47.456803,,,-851788770.0,,641396943810.0,-166883575490.0,,,,,,2355074264940.0,208666548930.0,,,,,,,477488447640.0,-29447309840.0,,29082502290.0,,,,,3524336877930.0,2650279915800.0,-578431600.0,,,427111226100.0,,,,173643224970.0,,3350328600630.0,-14845461420.0,1295570719170.0,1334509634370.0,,,,-67916429280.0,1784984209590.0,997504000.0,,,,,,,17664475810.0,-1914212734410.0,,,,,,,,,,82702157580.0,229168649400.0,,43927963710.0,43927963710.0,,2364930677850.0,531881244810.0,,,,,,,45.023121,,,,1211243630940.0,,111706012980.0,,,1307495761950.0,,,,,821124374280.0,,,,164273548500.0,,,,-9369676470.0,,,427111226100.0,810659540820.0,,,,,,555122909820.0,,,33450520.0,,918534000.0,,,,158289327390.0,,563417327140.0,,815040168780.0,474933081330.0,,,641396943810.0,,,,,,4868946293430.0,,,,1141396951800.0,,,-265958187410.0,6570941940.0,,,2979313749240.0,6000608516430.0,161252220120.0,,43927963710.0,,,8393283171360.0,27361303500.0,,,,,,,,,,,,,,,
1041292800,3209763565850.0,,,,,,,,,144544227420.0,,,,,,197529393850.0,,,,,-71012448760.0,-30900534850.0,,-385081355900.0,0.0,880745914250.0,,134.220214,,,-336000730.0,,790473912250.0,-149856257960.0,,,,,,2461337401900.0,376019340690.0,,,,,,,669319383250.0,109066485360.0,,188977309450.0,,,,,3810666273900.0,2831333831150.0,17939103500.0,,,471789989400.0,,,,216177689000.0,,3387456875050.0,64853306700.0,1409906136500.0,1301817292000.0,,,,-65406264220.0,2284237987450.0,999828000.0,,,,,,,61685372570.0,-1907946273850.0,,,,,,,,,,154313947890.0,246521987140.0,,124124002750.0,124124002750.0,,2423803253700.0,585223886650.0,,,,,,,124.717898,,,,1467513927250.0,,170447793250.0,,,1614918604200.0,,,,,802945702000.0,,,,160707919350.0,,,,-4157263250.0,,,471789989400.0,693906625900.0,,,,,,544007591000.0,,,-11126789000.0,,920961000.0,,,,178489946840.0,,641396943810.0,,1012709327700.0,471433652550.0,,,796531638700.0,,,,,,4891435939950.0,,,,1194916237000.0,,,-230400807160.0,6651621200.0,,,3045611056950.0,6218790706200.0,181115722920.0,,124124002750.0,,,8702102213850.0,37289693820.0,,,,,,,,,,,,,,,
1049068800,3170884207160.0,3057158023080.0,,-274877602600.0,,,1816905561220.0,,1817023534440.0,169265881140.0,-1894295993540.0,-97917772600.0,,,3149884974000.0,-113629882800.0,,,,,273292372990.0,-32945686950.0,,-471303013900.0,-106647790880.0,862974104300.0,109007255280.0,,29257358560.0,163274936480.0,2249548480.0,,712086355920.0,-305076015150.0,,80693682480.0,115377809160.0,,604848698940.0,2277826931760.0,66067260320.0,,27251813820.0,,,7463457790080.0,,389461712470.0,77316906700.0,2002123516620.0,-131520852460.0,5209343475540.0,,,577714858340.0,3149884974000.0,2431781983860.0,-4721947530.0,6059458498860.0,117.605144,503209568490.0,,,-106647790880.0,241137261680.0,72199610640.0,3627676515000.0,-22525225070.0,1299946911180.0,1276588213620.0,35981832100.0,,125.096561,-73428503400.0,1703391388780.0,,,,-22768831460.0,,,682828997360.0,-133110182460.0,-1894295993540.0,115377809160.0,5461334273460.0,854951925340.0,,115377809160.0,677402229240.0,,,,-84414096590.0,354671102540.0,-705479855600.0,-108995627390.0,-108995627390.0,,2662419628960.0,604848698940.0,2277826931760.0,47897127320.0,,,158909927340.0,806346958700.0,,,1299946911180.0,,1116380580860.0,2431781983860.0,109007255280.0,,8359228449540.0,1313929676310.0,-92962897360.0,663127469620.0,,624904146340.0,806346958700.0,1116380580860.0,,,158909927340.0,,-1134784403180.0,981060910.0,-14698104510.0,475668023040.0,,503091595270.0,624904146340.0,547985606900.0,30319117540.0,953223617600.0,,241137261680.0,547985606900.0,1276588213620.0,-471303013900.0,-82052010.0,,,852592460940.0,3627676515000.0,862974104300.0,179697143120.0,,790473912250.0,922310000.0,953223617600.0,475668023040.0,712086355920.0,,712086355920.0,848345425020.0,,185217955400.0,,,5209343475540.0,,,,854951925340.0,3170884207160.0,712086355920.0,-405600429130.0,7415729170.0,1061758980.0,,3057158023080.0,6059458498860.0,281242599140.0,196071491640.0,-108995627390.0,,,8359228449540.0,65994976430.0,,2662419628960.0,,,,,,,,,,,,,
1056931200,3212455115520.0,,,,,,,,,201317366880.0,,,,,,16646706720.0,,,,,-223473055680.0,15329341440.0,,-430059883680.0,-89820360000.0,801556892640.0,,1.197605,,,2514970080.0,,662395214880.0,-129221557920.0,,,,,,2324431156320.0,153532935360.0,,,,,,,414730542240.0,-84550898880.0,,26347305600.0,,,,,3337964098560.0,2623113793440.0,-7904191680.0,,,403473057120.0,,,,229580840160.0,,3629221585920.0,25269461280.0,1300239531360.0,1302275459520.0,,,,-84071856960.0,1600598815200.0,925537000.0,,,,,,,152215570080.0,-1910179656000.0,,,,,,,,,,-49221557280.0,-71976048480.0,,1077844320.0,1077844320.0,,2751976069920.0,679760484480.0,,,,,,,1.197605,,,,1143712584000.0,,76886228160.0,,,1185868272960.0,,,,,805029946560.0,,,,72215569440.0,,,,14850299520.0,,,398083835520.0,719401203360.0,,,,,,551137728960.0,,,-11497006080.0,,921748000.0,,,,136886228640.0,,711616772160.0,,891976055040.0,475688626560.0,,,662395214880.0,,,,,,5257844353440.0,,,,1064910188160.0,,,-262874253600.0,6227544960.0,,,3171856312800.0,6252335379360.0,-156047905440.0,,1077844320.0,,,8595808452000.0,36526946400.0,,,,,,,,,,,,,,,
1064880000,3302519996860.0,,,,,,,,,210145603320.0,,,,,,33340766420.0,,,,,-28534075120.0,-4178583440.0,,-519402307640.0,-94446920260.0,816570008340.0,,35.682426,,,-614580076700.0,,640945569840.0,-249235168600.0,,,,,,2282894685340.0,204549981320.0,,,,,,,590544143680.0,-108914752420.0,,44268509260.0,,,,,3500334443780.0,2846565502240.0,20616055800.0,,,548394278440.0,,,,273528093740.0,,3796833099000.0,10370204940.0,1330173921820.0,1364183733720.0,,,,-116307264300.0,1805196212620.0,1000749000.0,,,,,,,27980679200.0,-1938336263140.0,,,,,,,,,,-26157566800.0,213367659920.0,,35236395280.0,33117751260.0,,2835526251820.0,688113276180.0,,,,,,,33.452274,,,,1183764469280.0,,92885814140.0,,,1214652068940.0,,,,,881355912320.0,,,,79950934860.0,,,,8586083660.0,,,557203377260.0,802074022940.0,,,,,,542818899440.0,,,-99782240.0,,923326000.0,,,,171209214900.0,,662395214880.0,,914473663580.0,482493298660.0,,,640945569840.0,,,,,,5445249654140.0,,,,1248996403580.0,,,,7359500280.0,,,3299732307360.0,6643398601240.0,97060395620.0,,33117751260.0,,,8945584097920.0,47549768920.0,,,,,,,,,,,,,,,
1072828800,3316890207300.0,,,,,,,,,201512924560.0,,,,,,159142097240.0,,,,,-100486180270.0,-3536816690.0,,-541662219110.0,-118391425440.0,870884751810.0,,100.804293,,,-322197663700.0,,899731937900.0,-218004422300.0,,,,,,2347024218460.0,328151229590.0,,,,,,,773512093930.0,83331598830.0,,158176949750.0,,,,,3881501488950.0,2917855339490.0,64178219250.0,,,604075090130.0,,,,281501351250.0,,4129973348320.0,67774801520.0,1419946435010.0,1366970561670.0,,,,-106537780560.0,2328579177540.0,1000852000.0,,,,,,,259053097280.0,-1949919645630.0,,,,,,,,,,260472964940.0,245847009270.0,,92868636260.0,92868636260.0,,2898016196640.0,752815042200.0,,,,,,,93.297591,,,,1500160915290.0,,115924937410.0,,,1555067083610.0,,,,,1132546960210.0,,,,99410191470.0,,,,-4289544400.0,,,614369996690.0,714316381210.0,,,,,,536943720270.0,,,-11673990050.0,,925086000.0,,,,169009132350.0,,640945569840.0,,1181233289150.0,481286881680.0,,,899731937900.0,,,,,,5531903696850.0,,,,1178230608070.0,,,,7184986870.0,,,3362037662110.0,7047828687810.0,139309228710.0,,92868636260.0,,,9413405185800.0,33242324020.0,,,,,,,,,,,,,,,
1080691200,3280337950750.0,3641993515700.0,,-428377836950.0,,,2344975100150.0,,2309424639600.0,215735574190.0,-1912010107000.0,-34507925050.0,,,3371559807000.0,-109970163450.0,,,,,161292300370.0,-42121866360.0,,-447143475950.0,-108215184900.0,814115971950.0,58069227350.0,,136467896950.0,158673903100.0,940413729770.0,,851230235750.0,-167196104930.0,,52856549850.0,88719771050.0,,860404548150.0,2383757420750.0,86611700760.0,,27939951400.0,,,7514700137550.0,,535594684030.0,31318368670.0,2444120226200.0,-93785786060.0,5741242998500.0,,,205796507700.0,3371559807000.0,2989470546250.0,-37795002120.0,6706109603750.0,91.070897,623633690400.0,,,-108215184900.0,275437879100.0,-191201010700.0,3716639057500.0,-50628708800.0,1370412914750.0,1368327843750.0,-78815683800.0,,96.171606,-121460935130.0,1777756218380.0,,,,-23144288100.0,,,714762338800.0,-125237653960.0,-1912010107000.0,90804842050.0,5070579911350.0,1256880798800.0,,88719771050.0,828711468950.0,,,,-48625943910.0,246935723940.0,-763657253750.0,-38310444390.0,-38250743190.0,,2840700730400.0,860404548150.0,2383757420750.0,39095081250.0,,,96434533750.0,779503793350.0,,,1370412914750.0,,1126563861300.0,2989470546250.0,58069227350.0,,9112802805500.0,1242161534350.0,314011692600.0,673686440100.0,,668161001950.0,779503793350.0,1126563861300.0,,,96434533750.0,,-1204232756050.0,974183563.0,1556715380.0,477481259000.0,,645564847480.0,668161001950.0,527210202350.0,20537949350.0,1126668114850.0,,275437879100.0,527210202350.0,1368327843750.0,-447143475950.0,126490270.0,,,634174344650.0,3716639057500.0,814115971950.0,196581864210.0,,899731937900.0,922515225.0,1126668114850.0,477481259000.0,851230235750.0,,851230235750.0,772831566150.0,,99145126050.0,,,5741242998500.0,,,,1256880798800.0,3280337950750.0,851230235750.0,,7242899670.0,6150959450.0,,3641993515700.0,6706109603750.0,125474788810.0,144391166750.0,-38250743190.0,,,9112802805500.0,41354863760.0,,2840700730400.0,,,,,,,,,,,,,
1088553600,3347036493760.0,,,,,,,,,222838503240.0,,,,,,9896683160.0,,,,,-187710715760.0,-15769440200.0,,-440565532760.0,0.0,789124538560.0,,25.013595,,,217509520.0,,502120726920.0,-378684074320.0,,,,,,2434801566880.0,151495380680.0,,,,,,,512452429120.0,-89613922240.0,,6634040360.0,,,,,3352474231760.0,2941054974680.0,19140837760.0,,,497661781760.0,,,,503860803080.0,,3814355697480.0,-1848830920.0,1400000025480.0,1381294206760.0,,,,-129744428680.0,1623382302520.0,1000348000.0,,,,,,,34910277960.0,-1965742287000.0,,,,,,,,,,-353017950960.0,-22620990080.0,,28167482840.0,23382273400.0,,2938771124720.0,877433403680.0,,,,,,,23.926047,,,,1010875494200.0,,45568244440.0,,,1110929873400.0,,,,,786514424320.0,,,,89070148440.0,,,,14790647360.0,,,502555745960.0,767264831800.0,,,,,,524197943200.0,,,-11636759320.0,,924955000.0,,,,141598697520.0,,855138677880.0,,1005981530000.0,483632417720.0,,,502120726920.0,,,,,,5861229035440.0,,,,1228928788000.0,,,-486460041480.0,7612833200.0,,,3725938077600.0,6755410672160.0,-152365418760.0,,23382273400.0,,,9213703267200.0,15116911640.0,,,,,,,,,,,,,,,
1096502400,3327610862160.0,,,,,,,,,195671454720.0,,,,,,43028502120.0,,,,,-108976858960.0,4544613560.0,,-354352370400.0,0.0,724881696840.0,,57.224606,,,-852644050240.0,,445801693320.0,-286331880440.0,,,,,,2519423344080.0,202849414080.0,,,,,,,513700889760.0,-19002782600.0,,62726972400.0,,,,,3386926367640.0,3009133918080.0,34782349040.0,,,462859027920.0,,,,532078792200.0,,3621217111920.0,16066908720.0,1419390333360.0,1371519749160.0,,,,-119622798440.0,1687685699520.0,1000494000.0,,,,,,,105290007720.0,-1956091113000.0,,,,,,,,,,-43152401040.0,133548688640.0,,52712666280.0,52712666280.0,,2882909642040.0,816110925120.0,,,,,,,52.822714,,,,1047210297120.0,,42588312840.0,,,1173984809760.0,,,,,671398699320.0,,,,66908770560.0,,,,22119511320.0,,,470672387640.0,774623085480.0,,,,,,478705842000.0,,,301885360.0,,925227000.0,,,,159820911960.0,,502120726920.0,,977880485520.0,476174753640.0,,,445801693320.0,,,,,,5786838322200.0,,,,1425552983280.0,,,,7043028480.0,,,3760206877080.0,6630351030000.0,13925890200.0,,52712666280.0,,,9173764689840.0,149073689800.0,,,,,,,,,,,,,,,
1104451200,3326390397800.0,,,,,,,,,174964302840.0,,,,,,137594914200.0,,,,,-36474756680.0,-45926826760.0,,-403652790800.0,0.0,768623044200.0,,154.935362,,,-280551119680.0,,573158233200.0,-190822359440.0,,,,,,2627231751000.0,310010736320.0,,,,,,,656269255200.0,113747014840.0,,148676383800.0,,,,,3654319813000.0,3266570983200.0,-4672210800.0,,,516930035600.0,,,,540529461600.0,,3644982648800.0,6977221600.0,1569464435200.0,1355530508200.0,,,,-94363542880.0,2139954907200.0,1045178000.0,,,,,,,100719071920.0,-1970859889600.0,,,,,,,,,,123340466200.0,226646699440.0,,143238255200.0,143238255200.0,,2943669271800.0,918325490000.0,,,,,,,137.492308,,,,1280627982200.0,,79006774000.0,,,1483685652000.0,,,,,634619347000.0,,,,66694030000.0,,,,16314385800.0,,,518674341000.0,651241551400.0,,,,,,478247498200.0,,,-11648914840.0,,925368000.0,,,,172415822120.0,,445801693320.0,,1113687694800.0,478555316800.0,,,573158233200.0,,,,,,5908475420800.0,,,,1500615675000.0,,,,7182434000.0,,,3850913292200.0,6911553632000.0,132283156560.0,,143238255200.0,,,9562795233800.0,-110322346440.0,,,,,,,,,,,,,,,
1112227200,3394885114740.0,3861133590020.0,,-453702230660.0,,,2049970584620.0,,2021982808160.0,356394413080.0,-2021875575300.0,-69486893280.0,,,3557879061940.0,-76439323700.0,,,,,214562788240.0,-12335239880.0,,-381963447320.0,-87716479480.0,746876869900.0,55653854340.0,,-70130290440.0,321698580.0,1138875467700.0,,779475659340.0,-75800773480.0,,16084929000.0,164173508660.0,,971422478740.0,2871695990800.0,99234677720.0,,24663557800.0,,,7175165128320.0,,484715298920.0,28969739480.0,2164173580520.0,-60718316060.0,5945847621280.0,,,193555312300.0,3557879061940.0,2810680493460.0,,6608224997500.0,158.473224,547634320360.0,,,-87716479480.0,461959160880.0,-118599543160.0,3797544504040.0,-5154554400.0,1506836148720.0,1373009539440.0,34100049480.0,,176.348728,-109971460660.0,1733445311320.0,,,,-22947832040.0,,,849605949780.0,-35675663560.0,-2021875575300.0,168891754500.0,5010991547800.0,1036727290480.0,,164173508660.0,949868673880.0,,,,202699595360.0,309683144960.0,-931639087680.0,-55200186300.0,-55301153140.0,,3045949388300.0,971422478740.0,2871695990800.0,,,,72274947640.0,679320168100.0,,,1506836148720.0,,1113613251100.0,2810680493460.0,55653854340.0,,9503726683220.0,1248730012400.0,205243694040.0,649509433020.0,,631601545400.0,679320168100.0,1113613251100.0,,,72274947640.0,,-1467910620540.0,1035970016.0,1524867020.0,618090205040.0,,561154622620.0,631601545400.0,471181186840.0,54367060020.0,1241434820220.0,,461959160880.0,471181186840.0,1373009539440.0,-381963447320.0,35956760.0,,,647257542960.0,3797544504040.0,746876869900.0,175674001420.0,,573158233200.0,930959417.0,1241434820220.0,618090205040.0,779475659340.0,,779475659340.0,763712428920.0,,114202995900.0,,,5945847621280.0,,,,1036727290480.0,3394885114740.0,779475659340.0,,2911043400.0,5897807300.0,,3861133590020.0,6608224997500.0,199711684300.0,157525071340.0,-55301153140.0,,,9503726683220.0,-53546556420.0,,3045949388300.0,,,,,,,,,,,,,
1120089600,3472020344160.0,,,,,,,,,183461812320.0,,,,,,-15417891120.0,,,,,-230159166000.0,-2662081920.0,,-362708661600.0,0.0,765348552000.0,,-8.873606,,,16416171840.0,,512339849520.0,-224945922240.0,,,,,,2912539460640.0,128112692400.0,,,,,,,466529856480.0,-65221007040.0,,12977649360.0,,,,,3221119123200.0,2707891913040.0,16305251760.0,,,480062106240.0,,,,485164429920.0,,3905274176640.0,12090288720.0,1510731489600.0,1400366010000.0,,,,-115024122960.0,1572513974160.0,996087000.0,,,,,,,36936386640.0,-2071654334160.0,,,,,,,,,,-273307077120.0,-89401584480.0,,-7320725280.0,-7320725280.0,,3143807827440.0,1022794057680.0,,,,,,,-8.873606,,,,947146563120.0,,28839220800.0,,,1105984117680.0,,,,,683933213280.0,,,,77533135920.0,,,,17858132880.0,,,481947747600.0,708002870640.0,,,,,,484942589760.0,,,-12644889120.0,,996087000.0,,,,143530583520.0,,785646926640.0,,997504279440.0,626920292160.0,,,512339849520.0,,,,,,6332649207360.0,,,,890910082560.0,,,-317120508720.0,4880483520.0,,,4202429070960.0,6613166089680.0,-204425707440.0,,-7320725280.0,,,9553768330560.0,66662968080.0,,,,,,,,,,,,,,,
1128038400,3527516189120.0,,,,,,,,,340196422780.0,,,,,,66152275420.0,,,,,-175264642020.0,70516388440.0,,-267786226400.0,0.0,760127089260.0,,28.367185,,,-417079500.0,,583569729820.0,-191484353560.0,,,,,,3011573828340.0,276076817000.0,,,,,,,525360266200.0,-94316041400.0,,95767616560.0,,,,,3609781025620.0,3107454913640.0,,,,432315899400.0,,,,511970954880.0,,3904686280880.0,65357994240.0,1519006022380.0,1385680252880.0,,,,-120310043800.0,1710087380540.0,1044215000.0,,,,,,,207588748060.0,-2141835936240.0,,,,,,,,,,74509844640.0,48325900600.0,,28594122480.0,28594122480.0,,3067060042200.0,1086009310540.0,,,,,,,27.232498,,,,,,33359809560.0,,,1184727114340.0,,,,,693180532660.0,,,,144445706020.0,,,,2609781020.0,,,459207990780.0,809145584940.0,,,,,,831045051760.0,,,276796460.0,,996523000.0,,,,209924541580.0,,512339849520.0,,1095540684700.0,624305007480.0,,,583569729820.0,,,,,,6440031807440.0,,,,1227958704280.0,,,-413618176880.0,7148530620.0,,,4017474208440.0,7012141194520.0,-71984143200.0,,28594122480.0,,,10049812833060.0,-65868686900.0,,,,,,,,,,,,,,,
1135987200,3587229934440.0,,,,,,,,,221378194060.0,,,,,,203030694630.0,,,,,-99731678270.0,12932776160.0,,-138424650440.0,0.0,829603024480.0,,170.078069,,,55929757590.0,,615588121240.0,-164669792600.0,,,,,,3299514534720.0,318825685740.0,,,,,,,793933873940.0,68710635310.0,,226062099780.0,,,,,3993763762780.0,3340380515140.0,,,,585115800580.0,,,,530076647760.0,,3999433031740.0,75708362570.0,1683300442040.0,1382947296930.0,,,,-91239347290.0,2369754425280.0,1045558000.0,,,,,,,19804530560.0,-2204282637510.0,,,,,,,,,,34506542410.0,165445271690.0,,169133190640.0,169133190640.0,,3154948176240.0,1090153177100.0,,,,,,,161.810385,,,,,,93779157380.0,,,1575820551340.0,,,,,651139162010.0,,,,193345693490.0,,,,38149455710.0,,,590903179310.0,752241125130.0,,,,,,864327296860.0,,,-12553068810.0,,997683000.0,,,,115794991110.0,,583569729820.0,,1145664769000.0,622320378130.0,,,615588121240.0,,,,,,6682650786600.0,,,,1326845156180.0,,,-352446015070.0,8031464360.0,,,4251833610230.0,7339813546880.0,74205924400.0,,169133190640.0,,,10676414549380.0,-558061640.0,,,,,,,,,,,,,,,
1143763200,3549081974850.0,4764359771100.0,,-462452926050.0,,,2132532989100.0,,2058615850500.0,136790326240.0,-2160663874650.0,80155368450.0,,,3769067853900.0,-62433304710.0,,,,,191360754590.0,-631714230.0,,-156426556050.0,-117702450.0,854755191900.0,87335217900.0,,-76035782700.0,281191153050.0,4342337670.0,,703036733850.0,-290015764050.0,,176435972550.0,123587572500.0,,1108286269200.0,3203507581650.0,136748792630.0,-149818000000.0,28996000000.0,,,7474576384800.0,,543058468060.0,-73957016870.0,2323799470350.0,-48234510240.0,6837453022950.0,,,-62617703400.0,3769067853900.0,3199858805700.0,,7365937023450.0,116.595223,565944577240.0,,,-117702450.0,536958576900.0,-313794731700.0,4166078217750.0,23365710630.0,1602518856750.0,1388418100200.0,-164783430000.0,,122.281311,-135879412000.0,1839323038560.0,,,,-24835216950.0,,,778954814100.0,95486724390.0,-2160663874650.0,123587572500.0,5150776914450.0,1149482126700.0,,123587572500.0,881826755400.0,,,,88254907370.0,275465634840.0,-871115832450.0,-66687266970.0,-66687266970.0,,3184792892100.0,1108286269200.0,3203507581650.0,-49670433900.0,,-24031880.0,216454805550.0,764830520100.0,,298964223000.0,1602518856750.0,150000000.0,985404911400.0,3199858805700.0,87335217900.0,298964223000.0,10606520876850.0,1296264570500.0,359816389650.0,668432213550.0,,804613948200.0,764830520100.0,985404911400.0,3519907000000.0,,216454805550.0,,-1404896443200.0,1059971149.0,-18321690900.0,624058389900.0,,605491772770.0,804613948200.0,207038609550.0,38370998700.0,1239995310750.0,6944444550.0,536958576900.0,207038609550.0,1388418100200.0,-156426556050.0,85944520.0,,,399835222650.0,4166078217750.0,854755191900.0,199182097340.0,,615588121240.0,1010682432.0,1239995310750.0,624058389900.0,703036733850.0,,703036733850.0,859698694800.0,,191266481250.0,,,6837453022950.0,,,,1149482126700.0,3549081974850.0,703036733850.0,-321711742530.0,8994251570.0,76271187600.0,,4764359771100.0,7365937023450.0,139586222840.0,286252358400.0,-66687266970.0,,3519907000000.0,10606520876850.0,280954933510.0,,3184792892100.0,,,,,,,,,,,,,
