,annualAccountsPayable,trailingFreeCashFlow,trailingOperatingIncome,quarterlyCurrentLiabilities,quarterlyOtherNonCashItems,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,quarterlyCurrentAssets,quarterlyDepreciationAndAmortization,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCommonStockIssuance,quarterlySellingGeneralAndAdministration,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,annualTaxProvision,annualTotalLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,trailingTotalRevenue,annualOtherCurrentAssets,trailingCostOfRevenue,quarterlyRetainedEarnings,annualOperatingIncome,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,quarterlyTotalRevenue,annualNetIncomeContinuousOperations,quarterlyBasicAverageShares,quarterlyOperatingIncome,trailingEndCashPosition,trailingPretaxIncome,quarterlyPurchaseOfInvestment,trailingTaxProvision,annualCurrentDebt,quarterlyTotalLiabilitiesNetMinorityInterest,annualCurrentDeferredRevenue,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,annualPretaxIncome,annualFreeCashFlow,quarterlyFreeCashFlow,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,annualCashDividendsPaid,annualCostOfRevenue,annualNetIncome,annualOtherNonCurrentAssets,annualSellingGeneralAndAdministration,trailingSaleOfInvestment,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualRepurchaseOfCapitalStock,annualTotalAssets,annualOtherNonCashItems,annualCurrentAssets,annualStockholdersEquity,quarterlyOtherCurrentAssets,annualLongTermDebt,quarterlyCurrentAccruedExpenses,annualCurrentLiabilities,annualDepreciationAndAmortization,trailingNetIncomeCommonStockholders,quarterlyAccountsReceivable,trailingNetOtherInvestingChanges,quarterlyCostOfRevenue,quarterlyStockholdersEquity,annualRetainedEarnings,quarterlyNetOtherInvestingChanges,annualCurrentAccruedExpenses,quarterlyGoodwill,annualNetIncomeCommonStockholders,quarterlyInvestmentsAndAdvances,annualBasicAverageShares,annualSaleOfInvestment,quarterlyLongTermDebt,quarterlyInvestingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,annualCommonStockIssuance,annualAccountsReceivable,quarterlyEndCashPosition,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlyDilutedEPS,quarterlyInventory,quarterlyChangeInInventory,annualOtherIncomeExpense,quarterlyCurrentDeferredRevenue,annualOperatingCashFlow,annualTotalNonCurrentAssets,quarterlyCashAndCashEquivalents,trailingGrossProfit,annualNetPPE,annualBasicEPS,quarterlyCashCashEquivalentsAndMarketableSecurities,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,annualGrossProfit,quarterlyDilutedAverageShares,trailingRepaymentOfDebt,quarterlyCapitalStock,quarterlyRepaymentOfDebt,annualCashFlowFromContinuingFinancingActivities,quarterlyBeginningCashPosition,annualEbitda,quarterlyNetPPE,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyTaxProvision,annualGrossPPE,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,quarterlyInterestExpense,trailingDepreciationAndAmortization,annualChangeInInventory,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,annualIncomeTaxPayable,quarterlyOtherIntangibleAssets,annualPurchaseOfBusiness,trailingOtherNonCashItems,annualBeginningCashPosition,quarterlyNetOtherFinancingCharges,trailingOtherIncomeExpense,annualOtherNonCurrentLiabilities,quarterlyIncomeTaxPayable,quarterlyBasicEPS,quarterlySaleOfInvestment,trailingInvestingCashFlow,trailingDeferredIncomeTax,annualCapitalExpenditure,quarterlyGrossPPE,trailingSellingGeneralAndAdministration,trailingCapitalExpenditure,annualOperatingExpense,quarterlyChangeInCashSupplementalAsReported,annualAccumulatedDepreciation,annualDeferredIncomeTax,quarterlyOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,annualInvestingCashFlow,quarterlyChangeInWorkingCapital,trailingInterestExpense,quarterlyDeferredIncomeTax,trailingPurchaseOfBusiness,trailingBeginningCashPosition,annualNonCurrentDeferredTaxesLiabilities,trailingNetIncome,annualDilutedAverageShares,trailingNetIncomeContinuousOperations,quarterlyOtherCurrentLiabilities,annualChangesInAccountReceivables,trailingOperatingExpense,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingChangeInInventory,annualDilutedEPS,trailingStockBasedCompensation,quarterlyStockBasedCompensation,annualNetOtherFinancingCharges,quarterlyCommonStockIssuance,annualChangeInCashSupplementalAsReported,annualInventory,trailingNetOtherFinancingCharges,quarterlyEbitda,annualOtherCurrentLiabilities,trailingChangeInWorkingCapital,annualInterestExpense,annualGoodwill,annualRepaymentOfDebt,trailingChangesInAccountReceivables,annualStockBasedCompensation,annualTotalRevenue,annualCapitalStock,trailingChangeInAccountPayable,trailingCashDividendsPaid,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingResearchAndDevelopment,quarterlyChangeInAccountPayable,annualChangeInAccountPayable,trailingDilutedEPS,trailingPurchaseOfInvestment,annualResearchAndDevelopment,quarterlyOtherShortTermInvestments,trailingDilutedAverageShares,annualPurchaseOfInvestment,quarterlyNonCurrentDeferredRevenue,annualOtherShortTermInvestments,trailingBasicEPS
1293753600,70123000.0,,,154830000.0,-149000.0,-20988000.0,,185586000.0,10055000.0,763132000.0,,19946000.0,763132000.0,19202000.0,26100000.0,917962000.0,-1444000.0,,8833000.0,,198588000.0,93311000.0,0.0,19202000.0,227232000.0,44243000.0,,35496000.0,,,,,3009000.0,917962000.0,,10012000.0,,70343000.0,55423000.0,24535000.0,1382258000.0,1196672000.0,,531648000.0,44243000.0,92724000.0,68042000.0,,50760000.0,10012000.0,10012000.0,,1382258000.0,46447000.0,185586000.0,464296000.0,25100000.0,707030000.0,81698000.0,154830000.0,31908000.0,,87455000.0,,161735000.0,464296000.0,198588000.0,0.0,81698000.0,376263000.0,44243000.0,,82854000.0,,707030000.0,-748361000.0,5342000.0,,-12492000.0,35000.0,87455000.0,19202000.0,,65497000.0,30001000.0,,45606000.0,4910000.0,-14231000.0,,81510000.0,1196672000.0,19202000.0,,393420000.0,0.53,19202000.0,19202000.0,334265000.0,193261000.0,,,930000.0,-28752000.0,653155000.0,77075000.0,110988000.0,393420000.0,-739988000.0,16923000.0,6911000.0,631685000.0,-5366000.0,,6081000.0,,-4661000.0,3009000.0,-8839000.0,657114000.0,,36035000.0,-238265000.0,,390954000.0,-758182000.0,,68182000.0,-24152000.0,,50760000.0,,,,,,-26087000.0,631685000.0,,,99950000.0,-57873000.0,-238265000.0,2402000.0,33374000.0,,-783645000.0,9309000.0,,2044000.0,,,5342000.0,,83243000.0,,0.0,-6276000.0,,70123000.0,-20988000.0,,0.53,,-149000.0,-24371000.0,18000.0,-48980000.0,45606000.0,,33059000.0,0.0,,8737000.0,376263000.0,-32509000.0,,2146000.0,724909000.0,930000.0,,,,,,,,,,,,,,,,,
1301529600,,,,172207000.0,51911000.0,,,218719000.0,19681000.0,,,30693000.0,425793000.0,,,,,,,,245150000.0,,,,439898000.0,,108573000.0,88133000.0,,,-1601000.0,,,598000000.0,,46562000.0,,,,67943000.0,1405069000.0,1186350000.0,,,,,,,46810000.0,46562000.0,46562000.0,,,,,,9599000.0,,77360000.0,,,,98091000.0,,301391000.0,807069000.0,,0.0,,377997000.0,,,,,370028000.0,-14085000.0,8955000.0,,-566000.0,,,38046000.0,,138507000.0,50374000.0,0.43,49765000.0,-5019000.0,,,,,38046000.0,,,,38046000.0,,,,109165000.0,,1175000.0,-340002000.0,,19202000.0,,393313000.0,-1601000.0,73339000.0,26777000.0,,-12370000.0,,14228000.0,,,9000.0,-12757000.0,-47771000.0,,31157000.0,-247689000.0,,383883000.0,,,,-612000.0,,,20328000.0,0.43,,,,,641002000.0,,,,18844000.0,,,80700000.0,,,4512000.0,,3422000.0,,,,,,,0.0,,,74510000.0,-20400000.0,,,,1214000.0,,292843000.0,,,,107248000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1309392000,,,,151553000.0,96302000.0,,,212306000.0,19055000.0,,,34092000.0,391539000.0,,,,,,,,297377000.0,,,,470610000.0,,116060000.0,92235000.0,,,,,,543092000.0,,52227000.0,,,,22691000.0,1403822000.0,1191516000.0,,,,,,,46512000.0,52227000.0,52227000.0,,,,,,12353000.0,,63371000.0,,,,109257000.0,,325228000.0,860730000.0,,0.0,,378050000.0,,9567000.0,,,329873000.0,-24025000.0,15154000.0,,-2004000.0,,,12444000.0,,145382000.0,53147000.0,0.44,63137000.0,-16018000.0,,,,,12444000.0,,,,12444000.0,,,,118697727.0,,1176000.0,264000.0,,38046000.0,,396004000.0,-9304000.0,82486000.0,30259000.0,,-11166000.0,,7745000.0,,,161000.0,-15113000.0,-39381000.0,,31014000.0,-257567000.0,,376881000.0,,,,9000.0,,,,0.45,,,,,653571000.0,,,,-25602000.0,,,37804000.0,,,-43975000.0,,7410000.0,,,,,,,0.0,,,88021000.0,-19859000.0,,,,990000.0,,346000.0,,,,109286000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1317340800,,,,146434000.0,41949000.0,,,222784000.0,18953000.0,,,35487000.0,367603000.0,,,,,,,,338509000.0,,,,455875000.0,,117050000.0,74761000.0,,,,,,514037000.0,,41132000.0,,,,39511000.0,1416526000.0,1193742000.0,,,,,,,34014000.0,41132000.0,41132000.0,,,,,,11205000.0,,75282000.0,,,,101127000.0,,326674000.0,902489000.0,,0.0,,381635000.0,,12898000.0,,,309719000.0,-19317000.0,23870000.0,,-170000.0,,,28550000.0,,129201000.0,54440000.0,0.35,66546000.0,-2157000.0,,,,,28550000.0,,,,28550000.0,,,,117655000.0,,1176000.0,-2000.0,,12444000.0,,399320000.0,-3501000.0,66141000.0,25009000.0,,8130000.0,,7409000.0,,,314000.0,-16151000.0,-20239000.0,,29991000.0,-267380000.0,,369898000.0,,,,-237000.0,,,,0.35,,,,,666700000.0,,,,16106000.0,,,55662000.0,,,-4749000.0,,7287000.0,,,,,,,0.0,,,70838000.0,-19362000.0,,,,882000.0,,0.0,,,,92503000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1325289600,60402000.0,,,127257000.0,30307000.0,-30904000.0,,219680000.0,21220000.0,369398000.0,,35863000.0,369398000.0,38936000.0,102876000.0,496655000.0,-45640000.0,,9235000.0,,368006000.0,314606000.0,0.0,38936000.0,430866000.0,169418000.0,,59477000.0,,,,,10000.0,496655000.0,,29497000.0,21733000.0,272294000.0,180711000.0,50566000.0,1417030000.0,1197350000.0,,1267599000.0,169418000.0,31112000.0,136135000.0,,58245000.0,29497000.0,29497000.0,,1417030000.0,172742000.0,219680000.0,920375000.0,9235000.0,280020000.0,66845000.0,127257000.0,78909000.0,,95807000.0,,314306000.0,920375000.0,368006000.0,0.0,66845000.0,381369000.0,169418000.0,21733000.0,114924000.0,,280020000.0,-26256000.0,31133000.0,,-3805000.0,293117000.0,95807000.0,38936000.0,,116560000.0,57083000.0,,50830000.0,17434000.0,-5149000.0,,240864000.0,1197350000.0,38936000.0,,400222000.0,1.47,38936000.0,38936000.0,362914000.0,529650000.0,,,1176000.0,-321002000.0,-137447000.0,28550000.0,388366000.0,400222000.0,-10653000.0,50328000.0,20831000.0,678622000.0,5320000.0,,7781000.0,,-5760000.0,10000.0,-16132000.0,-30056000.0,,31112000.0,-278400000.0,,362914000.0,-25059000.0,,19202000.0,18000.0,,58245000.0,,,,,,-60153000.0,678622000.0,,,215044000.0,10386000.0,-278400000.0,24702000.0,66698000.0,,-83683000.0,-1428000.0,,6583000.0,,,31133000.0,,115525000.0,,0.0,-10086000.0,,60402000.0,-30904000.0,,1.47,,846000.0,-555000.0,-72000.0,19734000.0,50830000.0,,79329000.0,0.0,,37163000.0,381369000.0,-561009000.0,,3932000.0,1797249000.0,1176000.0,,,,,,,,,,,,,,,,,
1333152000,,,,103641000.0,3835000.0,,,193724000.0,20760000.0,,,37369000.0,342599000.0,,,,,,,,396577000.0,,,,387108000.0,,117302000.0,52510000.0,,,,,,446240000.0,,28571000.0,,,,28881000.0,1402206000.0,1208482000.0,,,,,,,57610000.0,28571000.0,28571000.0,,,,,,9840000.0,,59553000.0,,,,83373000.0,,276469000.0,955966000.0,,0.0,,381369000.0,,32848000.0,,,250018000.0,-33813000.0,34971000.0,,-844000.0,,,27584000.0,,110639000.0,58129000.0,0.24,58481000.0,-8337000.0,,,,,27584000.0,,,,27584000.0,,,,117830000.0,,1183000.0,-30002000.0,,38936000.0,,408547000.0,-11351000.0,44741000.0,16170000.0,,12434000.0,,6925000.0,,,10000.0,-24690000.0,-31110000.0,,29787000.0,-288851000.0,,355931000.0,,,,-1172000.0,,,,0.24,,,,,697398000.0,,,,-11352000.0,,,53571000.0,,,-4304000.0,,3253000.0,,,,,,,0.0,,,44078000.0,-30013000.0,,,,3071000.0,,64000.0,,,,72426000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1341014400,,,,134677000.0,1855000.0,,,248054000.0,21674000.0,,,36894000.0,349343000.0,,,,,,,,432802000.0,,,,436674000.0,,117613000.0,63968000.0,,,,,,484020000.0,,36225000.0,,,,60483000.0,1479208000.0,1231154000.0,,,,,,,56725000.0,36225000.0,36225000.0,,,,,,12654000.0,,63338000.0,,,,97436000.0,,314138000.0,995188000.0,,0.0,,381369000.0,,46359000.0,,,250015000.0,-44685000.0,42603000.0,,-386000.0,,,72254000.0,,122536000.0,58568000.0,0.31,56160000.0,-397000.0,,,,,72254000.0,,,,72254000.0,,,,118141000.0,,1183000.0,-3000.0,,27584000.0,,422664000.0,-16167000.0,57829000.0,21604000.0,,-14063000.0,,5753000.0,,,10000.0,-28806000.0,66000.0,,29413000.0,-301323000.0,,351349000.0,,,,69000.0,,,,0.31,,,,,723987000.0,,,,44670000.0,,,89289000.0,,,20535000.0,,7288000.0,,,,,,,0.0,,,71329000.0,-28940000.0,,,,1855000.0,,0.0,,,,85256000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1348963200,,,,135625000.0,761000.0,,,275023000.0,20524000.0,,,38523000.0,352277000.0,,,,,,,,469974000.0,,,,452732000.0,,117678000.0,65776000.0,,,,,,487902000.0,,37172000.0,,,,24958000.0,1523483000.0,1248460000.0,,,,,,,52678000.0,37172000.0,37172000.0,,,,,,12297000.0,,76875000.0,,,,99263000.0,,327909000.0,1035581000.0,,0.0,,381369000.0,,54424000.0,,,250163000.0,-40083000.0,49436000.0,,-601000.0,,,87686000.0,,124823000.0,59047000.0,0.31,63515000.0,-6627000.0,,,,,87686000.0,,,,87686000.0,,,,118174000.0,,1185000.0,-8000.0,,72254000.0,,438969000.0,-9898000.0,59307000.0,22135000.0,,-1827000.0,,5868000.0,,,80000.0,-30658000.0,-101000.0,,29399000.0,-313718000.0,,344299000.0,,,,-93000.0,,,,0.32,,,,,752687000.0,,,,15432000.0,,,55616000.0,,,-11216000.0,,5111000.0,,,,,,,0.0,,,58670000.0,-28115000.0,,,,2483000.0,,0.0,,,,85699000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1356912000,54014000.0,,,131684000.0,762000.0,-31329000.0,,290262000.0,22413000.0,358296000.0,,38927000.0,358296000.0,103249000.0,76015000.0,489980000.0,8108000.0,,10847000.0,,498776000.0,231741000.0,4272000.0,103249000.0,424915000.0,130770000.0,,49487000.0,,,,,82000.0,489980000.0,,28802000.0,62495000.0,206785000.0,133987000.0,19665000.0,1552416000.0,1262154000.0,,1232604000.0,130770000.0,26961000.0,151713000.0,,61539000.0,28802000.0,28802000.0,,1552416000.0,3042000.0,290262000.0,1062436000.0,10847000.0,250142000.0,32691000.0,131684000.0,85371000.0,,98131000.0,,314088000.0,1062436000.0,498776000.0,4135000.0,32691000.0,381369000.0,130770000.0,62495000.0,117592000.0,,250142000.0,-35251000.0,46615000.0,,929000.0,72000.0,98131000.0,103249000.0,,110827000.0,61340000.0,,65065000.0,193000.0,-902000.0,,249537000.0,1262154000.0,103249000.0,,453927000.0,1.11,103249000.0,103249000.0,337402000.0,468825000.0,,,1186000.0,-19000.0,-31392000.0,87686000.0,316210000.0,453927000.0,-9008000.0,44908000.0,16106000.0,780128000.0,1132000.0,,5508000.0,,-15168000.0,82000.0,-31396000.0,-247000.0,,26961000.0,-326201000.0,,337402000.0,-46424000.0,,38936000.0,-236000.0,,61539000.0,,,,,,-115550000.0,780128000.0,,,237084000.0,15563000.0,-326201000.0,10338000.0,51061000.0,,-153832000.0,3093000.0,,-5314000.0,,,46615000.0,,118089000.0,,0.0,-2324000.0,,54014000.0,-31329000.0,,1.11,,1495000.0,-1432000.0,8000.0,64313000.0,65065000.0,,72829000.0,0.0,,24054000.0,381369000.0,-30032000.0,,8904000.0,1701429000.0,1186000.0,,,,,,,,,,,,,,,,,
1364688000,,,,122170000.0,768000.0,,,312962000.0,21867000.0,,,42293000.0,371764000.0,,,,,,,,531181000.0,,,,445422000.0,,117915000.0,58576000.0,,,,,,493934000.0,,32405000.0,,,,32477000.0,1591793000.0,1278831000.0,,,,,,,59909000.0,32405000.0,32405000.0,,,,,,6651000.0,,64275000.0,,,,98211000.0,,322686000.0,1097859000.0,,0.0,,381369000.0,,73835000.0,,,250120000.0,-39128000.0,61735000.0,,-128000.0,,,121777000.0,,122736000.0,64160000.0,0.27,62664000.0,-390000.0,,,,,121777000.0,,,,121777000.0,,,,118293000.0,,1191000.0,-21000.0,,103249000.0,,462754000.0,-12535000.0,52823000.0,20418000.0,,1451000.0,,5625000.0,,,83000.0,-27005000.0,-1826000.0,,29871000.0,-336637000.0,,331002000.0,,,,-1821000.0,,,,0.27,,,,,799391000.0,,,,18528000.0,,,59482000.0,,,-14719000.0,,16494000.0,,,,,,,0.0,,,57812000.0,-29427000.0,,,,2883000.0,,16000.0,,,,80315000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1372550400,,,,133981000.0,769000.0,,,322970000.0,22076000.0,,,40793000.0,380734000.0,,,,,,,,557599000.0,,,,423593000.0,,118196000.0,50802000.0,,,,,,514715000.0,,26418000.0,,,,41365000.0,1641825000.0,1318855000.0,,,,,,,59469000.0,26418000.0,26418000.0,,,,,,5344000.0,,68708000.0,,,,91872000.0,,309922000.0,1127110000.0,,1981000.0,,381369000.0,,104297000.0,,,250099000.0,-57896000.0,71166000.0,,-2380000.0,,,133571000.0,,113671000.0,62869000.0,0.22,63114000.0,-3490000.0,,,,,133571000.0,,,,133571000.0,,,,118588000.0,,1192000.0,-19000.0,,121777000.0,,478967000.0,-32424000.0,42753000.0,16335000.0,,4808000.0,,5669000.0,,,85000.0,-28333000.0,-8000.0,,28457000.0,-348512000.0,,325765000.0,,,,-5000.0,,,,0.22,,,,,827479000.0,,,,11794000.0,,,69698000.0,,,10033000.0,,7045000.0,,,,,,,0.0,,,65188000.0,-28473000.0,,,,1992000.0,,16000.0,,,,70498000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1380499200,,,,148235000.0,775000.0,,,224331000.0,23131000.0,,,42588000.0,407093000.0,,,,,,,,585250000.0,,,,425786000.0,,118208000.0,49978000.0,,,,,,555328000.0,,27651000.0,,,,6770000.0,1713635000.0,1489304000.0,,,,,,,51086000.0,27651000.0,27651000.0,,,,,,4193000.0,,99595000.0,,,,106693000.0,,310089000.0,1158307000.0,,0.0,,446742000.0,,116250000.0,,,250076000.0,-153821000.0,105931000.0,,359000.0,,,8011000.0,,115697000.0,65719000.0,0.23,71280000.0,-5685000.0,,,,,8011000.0,,,,8011000.0,,,,118480000.0,,1192000.0,-22000.0,,133571000.0,,522262000.0,-121440000.0,45024000.0,17373000.0,,-5310000.0,,5313000.0,,,86000.0,-32755000.0,-11264000.0,,39635000.0,-361585000.0,,364415000.0,,,,-11242000.0,,,,0.23,,,,,883847000.0,,,,-125560000.0,,,39525000.0,,,-9165000.0,,10168000.0,,,,,,,0.0,,,48554000.0,-27293000.0,,,,2519000.0,,0.0,,,,73468000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1388448000,43742000.0,,,176804000.0,1139000.0,-29423000.0,,1127502000.0,31713000.0,1046377000.0,,45982000.0,1046377000.0,870857000.0,54711000.0,1223181000.0,12902000.0,,46513000.0,,607743000.0,192837000.0,1981000.0,870857000.0,428749000.0,108967000.0,,32650000.0,,,,,19888000.0,1223181000.0,,22493000.0,115114000.0,163678000.0,89991000.0,9379000.0,3244133000.0,2116631000.0,,1261101000.0,108967000.0,44643000.0,170825000.0,,1971000.0,22493000.0,22493000.0,,3244133000.0,3451000.0,1127502000.0,2020952000.0,46513000.0,866947000.0,66394000.0,176804000.0,98787000.0,,112844000.0,,318404000.0,2020952000.0,607743000.0,0.0,66394000.0,701637000.0,108967000.0,115114000.0,119526000.0,,866947000.0,-644580000.0,138759000.0,,11929000.0,840558000.0,112844000.0,870857000.0,,110345000.0,77695000.0,,65133000.0,11624000.0,8949000.0,,210721000.0,2116631000.0,870857000.0,,666573000.0,0.91,870857000.0,870857000.0,588664000.0,462449000.0,,,1653000.0,-5518000.0,1457446000.0,8011000.0,300573000.0,666573000.0,-612635000.0,23078000.0,585000.0,1047887000.0,3475000.0,,21501000.0,,2059000.0,19888000.0,-32637000.0,1470544000.0,,44643000.0,-381314000.0,,588664000.0,-779034000.0,,103249000.0,-2403000.0,,1971000.0,,,,,,-120730000.0,1047887000.0,,,269612000.0,862846000.0,-381314000.0,24593000.0,42016000.0,,-895425000.0,26753000.0,,-9114000.0,,,138759000.0,,119924000.0,,0.0,4424000.0,,43742000.0,-29423000.0,,0.91,,2039000.0,-15471000.0,840526000.0,767608000.0,65133000.0,,76292000.0,0.0,,38108000.0,701637000.0,-5580000.0,,9433000.0,1723550000.0,1653000.0,,,,,,,,,,,,,,,,,
1396224000,,,,529727000.0,2452000.0,,,1098438000.0,65669000.0,,,94929000.0,2924380000.0,,,,,,,,554940000.0,,,,931435000.0,,164386000.0,15384000.0,,,,,,3454107000.0,,-52803000.0,,,,-88676000.0,5549859000.0,4451421000.0,,,,,,,106200000.0,-52803000.0,-51006000.0,,,,,,32978000.0,,149432000.0,,,,435386000.0,,755453000.0,1992464000.0,,0.0,,1476541000.0,,149025000.0,,,2330494000.0,-2138538000.0,487686000.0,,-25823000.0,,,143422000.0,,175982000.0,160598000.0,-0.32,410521000.0,16700000.0,,,,,143422000.0,,,,143422000.0,,,,164386000.0,,1658000.0,-537445000.0,,870857000.0,,1681636000.0,-2081690000.0,-69296000.0,-18290000.0,,7018000.0,,58857000.0,,,62451000.0,-58172000.0,1443343000.0,,79984000.0,-425024000.0,,1054608000.0,,,,-42535000.0,,,,-0.32,,,,,2106660000.0,,,,-727435000.0,,,-30504000.0,,,-44228000.0,,-9499000.0,,,,,,,0.0,,,316080000.0,-10199000.0,,,,8459000.0,,2504000.0,,,,55230000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1404086400,,,,557169000.0,2459000.0,,,1147777000.0,67498000.0,,,111845000.0,2873759000.0,,,,,,,,587697000.0,,,,1006959000.0,,164600000.0,79650000.0,,,,,,3430928000.0,,32757000.0,,,,18857000.0,5554795000.0,4407018000.0,,,,,,,98241000.0,32757000.0,34575000.0,,,,,,33022000.0,,167552000.0,,,,467392000.0,,747966000.0,2025380000.0,,0.0,,1442299000.0,,147662000.0,,,2302655000.0,-45648000.0,472863000.0,,-3001000.0,,,143785000.0,,258993000.0,179343000.0,0.2,431529000.0,-19506000.0,,,,,143785000.0,,,,143785000.0,,,,165097000.0,,1659000.0,-6875000.0,,143422000.0,,1697058000.0,6039000.0,50078000.0,15503000.0,,-43938000.0,,26571000.0,,,68616000.0,-52671000.0,-35409000.0,,76077000.0,-467749000.0,,1037479000.0,,,,-6496000.0,,,7830000.0,0.2,,,,,2164807000.0,,,,363000.0,,,71528000.0,,,-27951000.0,,-3383000.0,,,,,,,0.0,,,313171000.0,-16199000.0,,,,6124000.0,,-2087000.0,,,,144147000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1412035200,,,,544290000.0,2483000.0,,,1143369000.0,67311000.0,,,111203000.0,2762136000.0,,,,,,,,602015000.0,,,,955800000.0,,164676000.0,52116000.0,,,,,,3306426000.0,,14318000.0,,,,86922000.0,5377856000.0,4234487000.0,,,,,,,90158000.0,14318000.0,15954000.0,,,,,,21583000.0,,303379000.0,,,,423729000.0,,725170000.0,1971307000.0,,1550000.0,,1393289000.0,,144503000.0,,,2223030000.0,-49299000.0,448948000.0,,329000.0,,,193427000.0,,230630000.0,178514000.0,0.09,420082000.0,-10307000.0,,,,,193427000.0,,,,193427000.0,,,,164957000.0,,1660000.0,-43707000.0,,143785000.0,,1638126000.0,0.0,27090000.0,11136000.0,,-3726000.0,,25355000.0,,,60197000.0,-51351000.0,-38137000.0,,72170000.0,-510134000.0,,979781000.0,,,,-1555000.0,,,10312000.0,0.09,,,,,2148260000.0,,,,49642000.0,,,138273000.0,,,44905000.0,,-610000.0,,,,,,,0.0,,,170402000.0,-86338000.0,,,,2046000.0,,0.0,,,,119756000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1419984000,168518000.0,,,484043000.0,2555000.0,-177060000.0,,1053613000.0,69039000.0,2635536000.0,,94841000.0,2635536000.0,108784000.0,13141000.0,3119579000.0,-16523000.0,,21324000.0,,671958000.0,189175000.0,1550000.0,108784000.0,1000203000.0,68311000.0,166530952.0,42025000.0,,,,,54401000.0,3119579000.0,,69943000.0,202712000.0,81452000.0,34966000.0,17863000.0,5170713000.0,4117100000.0,,3123171000.0,64215000.0,71009000.0,374580000.0,,114700000.0,69943000.0,68788000.0,,5170713000.0,9949000.0,1053613000.0,1952990000.0,21324000.0,2098039000.0,256119000.0,484043000.0,269517000.0,,409779000.0,,794298000.0,1952990000.0,671958000.0,0.0,256119000.0,1320419000.0,64215000.0,202712000.0,164653846.0,,2098039000.0,-90309000.0,422797000.0,,56188000.0,416000.0,409779000.0,108784000.0,,205905000.0,163880000.0,0.42,401613000.0,1919000.0,27693000.0,,275172000.0,4117100000.0,108784000.0,,1574116000.0,0.39,108784000.0,108784000.0,932413000.0,833272000.0,166530952.0,,1662000.0,-97324000.0,1275569000.0,193427000.0,486385000.0,1574116000.0,-18749000.0,73580000.0,4792000.0,1574116000.0,41628000.0,,24633000.0,,-11194000.0,54401000.0,-78012000.0,-94228000.0,,71009000.0,-525699000.0,4363000.0,932413000.0,-2094400000.0,,870857000.0,-5314000.0,,114700000.0,4363000.0,0.42,,,,-240206000.0,1574116000.0,,,644097000.0,-84643000.0,-525699000.0,-21216000.0,95875000.0,,-2323794000.0,10751000.0,,-7724000.0,,,422797000.0,,164653846.0,,0.0,982000.0,,168518000.0,-177060000.0,,0.39,,4178000.0,-55900000.0,-1000.0,-762073000.0,401613000.0,,167252000.0,0.0,,135416000.0,1320419000.0,-685351000.0,,20807000.0,3956443000.0,1662000.0,,,,,,,,,,,,,,,,,
