date,trailingNetIncomeContinuousOperations,annualBasicEPS,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOperatingIncome,quarterlyDilutedAverageShares,annualNetIncomeContinuousOperations,annualInvestmentsAndAdvances,quarterlyChangeInAccountPayable,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,annualRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,annualCurrentAccruedExpenses,quarterlyGrossPPE,annualCapitalExpenditure,annualOperatingExpense,annualCashAndCashEquivalents,annualTaxProvision,trailingDeferredIncomeTax,quarterlyTotalRevenue,trailingNetOtherFinancingCharges,annualChangesInAccountReceivables,trailingCostOfRevenue,trailingBeginningCashPosition,annualCurrentAssets,annualInterestExpense,trailingChangesInAccountReceivables,annualTotalRevenue,quarterlyChangeInInventory,quarterlyEbitda,annualOtherNonCurrentAssets,annualNetOtherFinancingCharges,trailingOperatingExpense,annualCommonStockIssuance,annualOtherShortTermInvestments,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,annualNetIncomeCommonStockholders,annualChangeInAccountPayable,annualDeferredIncomeTax,annualAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,quarterlyBasicEPS,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPretaxIncome,quarterlyRetainedEarnings,quarterlyNetOtherInvestingChanges,trailingCommonStockIssuance,trailingFreeCashFlow,quarterlyPurchaseOfBusiness,trailingNetIncome,quarterlyCurrentAssets,annualTotalAssets,quarterlyCurrentLiabilities,trailingNetIncomeCommonStockholders,annualTotalLiabilitiesNetMinorityInterest,annualDilutedAverageShares,quarterlyStockholdersEquity,annualRetainedEarnings,quarterlySellingGeneralAndAdministration,annualCashDividendsPaid,annualBeginningCashPosition,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentLiabilities,quarterlyRepaymentOfDebt,annualOtherCurrentAssets,annualCostOfRevenue,annualCurrentDebt,annualDilutedEPS,annualLongTermDebt,annualNetIncome,quarterlyOtherCurrentAssets,annualTotalNonCurrentAssets,annualFreeCashFlow,annualSellingGeneralAndAdministration,trailingDepreciationAndAmortization,trailingTaxProvision,trailingOtherNonCashItems,quarterlyCashFlowFromContinuingFinancingActivities,trailingPurchaseOfBusiness,quarterlyInvestmentsAndAdvances,annualStockholdersEquity,annualOtherNonCashItems,quarterlyOtherNonCurrentAssets,quarterlyCommonStockIssuance,annualNonCurrentDeferredTaxesLiabilities,annualPurchaseOfBusiness,quarterlyNetOtherFinancingCharges,annualChangeInInventory,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyLongTermDebt,annualAccountsReceivable,trailingOperatingCashFlow,annualPurchaseOfInvestment,quarterlyOtherCurrentLiabilities,quarterlyNonCurrentDeferredTaxesLiabilities,trailingCashDividendsPaid,quarterlyTaxProvision,quarterlyBasicAverageShares,quarterlyOtherIncomeExpense,annualCapitalStock,quarterlyInventory,quarterlyNetPPE,quarterlyOperatingExpense,quarterlyAccountsReceivable,annualGrossProfit,annualCurrentLiabilities,quarterlyCurrentAccruedExpenses,annualNetPPE,quarterlyCostOfRevenue,annualSaleOfInvestment,annualOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,annualInventory,annualRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyFreeCashFlow,trailingNetOtherInvestingChanges,annualEbitda,trailingRepaymentOfDebt,annualOtherNonCurrentLiabilities,trailingChangeInWorkingCapital,annualChangeInCashSupplementalAsReported,annualCashCashEquivalentsAndMarketableSecurities,annualGainsLossesNotAffectingRetainedEarnings,trailingGrossProfit,trailingPretaxIncome,annualOtherCurrentLiabilities,annualNetOtherInvestingChanges,quarterlyCashCashEquivalentsAndMarketableSecurities,annualEndCashPosition,trailingInterestExpense,annualPretaxIncome,quarterlyCashAndCashEquivalents,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,quarterlyTotalAssets,annualOperatingIncome,trailingTotalRevenue,trailingOtherIncomeExpense,quarterlyChangesInAccountReceivables,annualOtherIncomeExpense,quarterlyTotalNonCurrentAssets,annualBasicAverageShares,trailingChangeInCashSupplementalAsReported,quarterlyDilutedEPS,trailingEndCashPosition,trailingInvestingCashFlow,quarterlyCurrentDebt,annualAccountsPayable,annualGrossPPE,quarterlyDepreciationAndAmortization,quarterlySaleOfInvestment,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,annualResearchAndDevelopment,trailingBasicAverageShares,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingStockBasedCompensation,trailingRepurchaseOfCapitalStock,quarterlyStockBasedCompensation,trailingSellingGeneralAndAdministration,trailingCapitalExpenditure,trailingChangeInInventory,trailingDilutedEPS,annualOtherIntangibleAssets,annualGoodwill,annualStockBasedCompensation,trailingBasicEPS,trailingResearchAndDevelopment,quarterlyIncomeTaxPayable,annualNonCurrentDeferredRevenue,annualIncomeTaxPayable,trailingSaleOfInvestment,trailingPurchaseOfInvestment,trailingChangeInAccountPayable,quarterlyOtherIntangibleAssets,quarterlyCurrentDeferredRevenue,quarterlyGoodwill,quarterlyResearchAndDevelopment,trailingDilutedAverageShares
,,,,177100000.0,52957746.0,,,,,,,,,,,,,,,,,177100000.0,,,,,,,,,,177100000.0,,,,,,,,,,,,,,,,0.355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18800000.0,18800000.0,,,,,,,,,52957746.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18800000.0,,,,,,,,,,,0.355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,147900000.0,52820513.0,,,,,,,,,,,,,,,,,147900000.0,,,,,,,,,,147900000.0,,,,,,,,,,,,,,,,0.195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10300000.0,10300000.0,,,,,,,,,52820513.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10300000.0,,,,,,,,,,,0.195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,152200000.0,53432836.0,,,,,,,,,,,,,,,,,152200000.0,,,,,,,,,,152200000.0,,,,,,,,,,,,,,,,0.335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17900000.0,17900000.0,,,,,,,,,53432836.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17900000.0,,,,,,,,,,,0.335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.215,,171600000.0,,64900000.0,,,,,,,,,,,,,,,,171600000.0,,,,,,,,648800000.0,,171600000.0,,,,,,,,,,,64900000.0,,,,,,,,,,,,,,,,,,,,,53415638.0,,,,,,,,,,,,1.215,,64900000.0,,,,,,,,,,,,,,,,,,,,,,,,17900000.0,17900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648800000.0,,,,,,,,,,,,,,,,17900000.0,,,648800000.0,,,,,,53415638.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,178000000.0,53333333.0,,,,,,,,,,,,,,,,,178000000.0,,,,,,,,,,178000000.0,,,,,,,,,,,,,,,,0.345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18400000.0,18400000.0,,,,,,,,,53333333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18400000.0,,,,,,,,,,,0.345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,140200000.0,54615385.0,,,,,,,,,,,,,,,,,140200000.0,,,,,,,,,,140200000.0,,,,,,,,,,,,,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7100000.0,7100000.0,,,,,,,,,54615385.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7100000.0,,,,,,,,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,151400000.0,53777778.0,,,,,,,,,,,,,,,,,151400000.0,,,,,,,,,,151400000.0,,,,,,,,,,,,,,,,0.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12100000.0,12100000.0,,,,,,,,,53777778.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12100000.0,,,,,,,,,,,0.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.055,,182100000.0,,57000000.0,,,,,,,,,,,,,,,,182100000.0,,,,,,,,651700000.0,,182100000.0,,,,,,,,,,,57000000.0,,,,,,,,,,,,,,,,,,,,,54028436.0,,,,,,,,,,,,1.055,,57000000.0,,,,,,,,,,,,,,,,,,,,,,,,19400000.0,19400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651700000.0,,,,,,,,,,,,,,,,19400000.0,,,651700000.0,,,,,,54028436.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,203800000.0,55492958.0,,,,,,,,,,,,,,,,,203800000.0,,,,,,,,,,203800000.0,,,,,,,,,,,,,,,,0.355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19700000.0,19700000.0,,,,,,,,,55492958.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19700000.0,,,,,,,,,,,0.355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,168500000.0,58333333.0,,,,,,,,,,,,,,,,,168500000.0,,,,,,,,,,168500000.0,,,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000000.0,7000000.0,,,,,,,,,58333333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000000.0,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,173900000.0,60454545.0,,,,,,,,,,,,,,,,,173900000.0,,,,,,,,,,173900000.0,,,,,,,,,,,,,,,,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13300000.0,13300000.0,,,,,,,,,60454545.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13300000.0,,,,,,,,,,,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.055,,226900000.0,,62500000.0,,,,,,,,,,,,,,,,226900000.0,,,,,,,,773100000.0,,226900000.0,,,,,,,,,,,62500000.0,,,,,,,,,,,,,,,,,,,,,59241706.0,,,,,,,,,,,,1.055,,62500000.0,,,,,,,,,,,,,,,,,,,,,,,,22500000.0,22500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,773100000.0,,,,,,,,,,,,,,,,22500000.0,,,773100000.0,,,,,,59241706.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1053000000.0,47100000.0,60689655.0,,,,19600000.0,,,150600000.0,,62100000.0,,2130100000.0,,,,,,234100000.0,,,,,,,,,8800000.0,70400000.0,,,,,,9200000.0,-18000000.0,-10800000.0,,23200000.0,,,,,-100000.0,0.435,,,,42400000.0,296400000.0,-100000.0,,,,,123900000.0,,225100000.0,,,,658600000.0,,,,,-794700000.0,785800000.0,,,,,,,,21400000.0,,,,,,,-62300000.0,,,,,101100000.0,,,,100000.0,,,,-17900000.0,70000000.0,,26400000.0,26400000.0,423800000.0,,,,-100000.0,261400000.0,,16000000.0,60689655.0,4800000.0,,37700000.0,1335400000.0,103500000.0,55700000.0,,,63600000.0,,83500000.0,,,-10300000.0,,,19500000.0,60300000.0,52100000.0,,,,,,,,,,,,,9100000.0,,,,9100000.0,26400000.0,,1711600000.0,,,,,,1587700000.0,,,0.435,,,99500000.0,,,,,10300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1081000000.0,20900000.0,62424242.0,,,,-33400000.0,,,127400000.0,,53200000.0,,2138000000.0,,,,,,181300000.0,,,,,,,,,-5600000.0,41400000.0,,,,,,9200000.0,-19400000.0,,,20700000.0,,,,,-21700000.0,0.165,,,,16000000.0,294300000.0,-1100000.0,,,,,140600000.0,,235000000.0,,,,658000000.0,,,,,-800000000.0,804300000.0,,,,,,,,29400000.0,,,,,,,18300000.0,,,,,98000000.0,,,,-800000.0,,,,-21500000.0,1100000.0,,10300000.0,10300000.0,423600000.0,,,,123000000.0,264300000.0,,5700000.0,62424242.0,4200000.0,,40500000.0,1338000000.0,106500000.0,61500000.0,,,58800000.0,,53900000.0,,,0.0,,,9200000.0,60300000.0,-20400000.0,,,,,,,,,,,,,9200000.0,,,,9200000.0,10300000.0,,1739000000.0,,,,,,1598400000.0,,,0.165,,,123000000.0,,,,,10000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1093600000.0,33500000.0,61200000.0,,,,4200000.0,-15200000.0,,141500000.0,,55000000.0,,2168500000.0,,,,,,193700000.0,,,,,,,,,4400000.0,54100000.0,,,,,,7400000.0,-19800000.0,,,18300000.0,,,,,,0.25,,,,24600000.0,294700000.0,-1600000.0,,,,,156400000.0,,255800000.0,,,,658400000.0,,,,,-829000000.0,796600000.0,,,,,,,,27500000.0,,,,,,,-3500000.0,,,,,97700000.0,4600000.0,,,500000.0,,,,-21700000.0,21500000.0,,15300000.0,15300000.0,425300000.0,,,,100000.0,254400000.0,,9300000.0,61200000.0,2000000.0,,47600000.0,1339500000.0,108000000.0,73900000.0,,,62100000.0,,52200000.0,,,-1800000.0,,,9200000.0,60300000.0,-200000.0,,,,,,,,,,,,,7400000.0,,,,7400000.0,15300000.0,,1752000000.0,,,,,,1595600000.0,,,0.25,,,138600000.0,,,,3500000.0,11100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.065,1148100000.0,28300000.0,,65300000.0,,,24600000.0,19100000.0,,146500000.0,,71900000.0,54800000.0,2198400000.0,-129700000.0,436200000.0,7300000.0,35400000.0,,206900000.0,,,,,154400000.0,41000000.0,,816100000.0,-6500000.0,54100000.0,160000000.0,-1000000.0,,,,7300000.0,-75400000.0,-7500000.0,,25800000.0,65300000.0,,10300000.0,-808900000.0,,,,15000000.0,,21600000.0,293000000.0,-100000.0,,,,,154400000.0,1805900000.0,251100000.0,,1148100000.0,61342000.0,657800000.0,293000000.0,,-49400000.0,19500000.0,-808900000.0,856300000.0,,30200000.0,250000000.0,124300000.0,1.065,448100000.0,65300000.0,30200000.0,1651500000.0,43600000.0,,,,,-5300000.0,,,657800000.0,88000000.0,160000000.0,,264800000.0,,-800000.0,1100000.0,-52800000.0,,-68600000.0,80700000.0,-132600000.0,13300000.0,13300000.0,448100000.0,71500000.0,,,100000.0,264800000.0,,8300000.0,,2400000.0,60300000.0,45400000.0,1389500000.0,118200000.0,71500000.0,566100000.0,251100000.0,54800000.0,1389500000.0,60400000.0,,173300000.0,-100000.0,45400000.0,,7400000.0,60300000.0,12100000.0,,218100000.0,,856300000.0,,-12200000.0,7300000.0,,,,100000.0,-2900000.0,7300000.0,7300000.0,,100700000.0,7300000.0,13300000.0,,1805900000.0,129900000.0,,,,10600000.0,1651500000.0,61342000.0,,,,,124300000.0,71900000.0,2198400000.0,,,9500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1128100000.0,44100000.0,61562500.0,,,,41300000.0,1700000.0,,153200000.0,,70800000.0,,2256600000.0,,,,,,224900000.0,,,,,,,,,4100000.0,67900000.0,,,,,,11200000.0,-31800000.0,-14900000.0,,23700000.0,,,,,,0.32,,,,33400000.0,296300000.0,-10900000.0,,,,,142900000.0,,225400000.0,,,,662000000.0,,,,,-858500000.0,862500000.0,,,,,,,,22400000.0,,,,,,,-50000000.0,,,,,160300000.0,,,,-600000.0,,,,-20900000.0,85700000.0,,19700000.0,19700000.0,447600000.0,,,,-200000.0,268600000.0,,13700000.0,61562500.0,300000.0,,37500000.0,1398100000.0,109100000.0,71800000.0,,,64400000.0,,71700000.0,,,3900000.0,,,7300000.0,60300000.0,64800000.0,,,,,,,,,,,,,11200000.0,,,,11200000.0,19700000.0,,1790100000.0,,,,,,1647200000.0,,,0.32,,,90400000.0,,,,,11000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1153700000.0,20000000.0,62727273.0,,,,-41100000.0,2900000.0,,131700000.0,,59500000.0,,2281300000.0,,,,,,183200000.0,,,,,,,,,2000000.0,43100000.0,,,,,,11100000.0,-24100000.0,-15000000.0,,23000000.0,,,,,,0.11,,,,9300000.0,288000000.0,-400000.0,,,,,142800000.0,,268500000.0,,,,656000000.0,,,,,-879100000.0,845400000.0,,,,,,,,30900000.0,,,,,,,33400000.0,,,,,164300000.0,,,,2100000.0,,,,-23700000.0,-9300000.0,,6900000.0,6900000.0,431000000.0,,,,153300000.0,266500000.0,,2400000.0,62727273.0,-100000.0,,39300000.0,1402200000.0,111700000.0,61500000.0,,,55700000.0,,51500000.0,,,-100000.0,,,11200000.0,60300000.0,-33000000.0,,,,,,,,,,,,,11100000.0,,,,11100000.0,6900000.0,,1809700000.0,,,,,,1666900000.0,,,0.11,,,153300000.0,,,,,11000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1163500000.0,40900000.0,60882353.0,,,,-7500000.0,3800000.0,,143200000.0,,74100000.0,,2308700000.0,,,,,,201400000.0,,,,,,,,,-6900000.0,65400000.0,,,,,,5400000.0,-41900000.0,-14900000.0,,24900000.0,,,,,,0.34,,,,32600000.0,293800000.0,-6100000.0,,,,,150100000.0,,281400000.0,,,,661500000.0,,,,,-895800000.0,842900000.0,,,,,,,,27000000.0,,,,,,,-4800000.0,,,,,163100000.0,,,,-300000.0,,,,-35800000.0,41000000.0,,20700000.0,20700000.0,427100000.0,,,,152700000.0,269600000.0,,11900000.0,60882353.0,1500000.0,,46100000.0,1412900000.0,102300000.0,71600000.0,,,54600000.0,,58200000.0,,,-5700000.0,,,11100000.0,60300000.0,5200000.0,,,,,,,,,,,,,5400000.0,,,,5400000.0,20700000.0,,1825000000.0,,,,,,1674900000.0,,,0.34,,,152700000.0,,,,,10600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.95,1214900000.0,44400000.0,,71600000.0,,,22200000.0,2300000.0,,134600000.0,,94900000.0,56800000.0,2332300000.0,-115400000.0,413300000.0,11400000.0,36100000.0,,197800000.0,,,,,175700000.0,46900000.0,,807300000.0,4600000.0,67100000.0,172000000.0,900000.0,,,,11400000.0,-52800000.0,-14900000.0,,22400000.0,58400000.0,,10700000.0,-887600000.0,,,,14900000.0,,32400000.0,291900000.0,-17800000.0,,,,,175700000.0,1872400000.0,321600000.0,,1214900000.0,61548000.0,657500000.0,291900000.0,,-59700000.0,7300000.0,-887600000.0,854700000.0,,28100000.0,244500000.0,169900000.0,0.95,430400000.0,58400000.0,28100000.0,1696700000.0,70300000.0,,,,,-9600000.0,,,657500000.0,94000000.0,172000000.0,,280300000.0,,-300000.0,3800000.0,-31000000.0,,-35000000.0,68300000.0,-150600000.0,24300000.0,11100000.0,430400000.0,94600000.0,,,169900000.0,280300000.0,,8100000.0,,1700000.0,60300000.0,41600000.0,1444700000.0,90200000.0,94600000.0,562800000.0,321600000.0,56800000.0,1444700000.0,63200000.0,,185700000.0,6000000.0,41600000.0,,5400000.0,60300000.0,33300000.0,,243600000.0,,854700000.0,,4100000.0,11400000.0,,,,169900000.0,-35200000.0,11400000.0,11400000.0,,107700000.0,11400000.0,11100000.0,,1872400000.0,149500000.0,,,,3100000.0,1696700000.0,61548000.0,,,,,169900000.0,94900000.0,2332300000.0,,,14200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1165100000.0,54000000.0,61553398.0,,,,21000000.0,-100000.0,,171500000.0,,80300000.0,,2272900000.0,,,,,,260800000.0,,,,,,,,,7400000.0,79300000.0,,,,,,7900000.0,-6900000.0,-15200000.0,,25400000.0,,,,,,0.515,,,,49200000.0,308100000.0,-6400000.0,,,,,147100000.0,,275300000.0,,,,673600000.0,,,,,-930700000.0,851300000.0,,,,,,,,23200000.0,,,,,,,-70700000.0,,,,,271700000.0,,,,200000.0,,,,-22600000.0,74200000.0,,31700000.0,31700000.0,428300000.0,,,,-100000.0,283600000.0,,17500000.0,61553398.0,4000000.0,,34200000.0,1342200000.0,117500000.0,81800000.0,,,78800000.0,,89300000.0,,,-3500000.0,,,11400000.0,60300000.0,51600000.0,,,,,,,,,,,,,7900000.0,,,,7900000.0,31700000.0,,1838700000.0,,,,,,1691600000.0,,,0.515,,,116300000.0,,,,,9700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1162800000.0,31200000.0,61111111.0,,,,-28900000.0,-1200000.0,,148900000.0,,73700000.0,,2270500000.0,,,,,,208300000.0,,,,,,,,,-6300000.0,54400000.0,,,,,,17500000.0,25900000.0,-15200000.0,,23100000.0,,,,,,0.27,,,,26900000.0,307900000.0,-4600000.0,,,,,165800000.0,,272500000.0,,,,675600000.0,,,,,-942800000.0,852400000.0,,,,,,,,26600000.0,,,,,,,-17700000.0,,,,,269000000.0,,,,500000.0,,,,-28700000.0,-6500000.0,,16500000.0,16500000.0,423700000.0,,,,118000000.0,275900000.0,,10400000.0,61111111.0,6100000.0,,40400000.0,1327700000.0,117700000.0,81300000.0,,,80800000.0,,59400000.0,,,1700000.0,,,7900000.0,60300000.0,-35200000.0,,,,,,,,,,,,,17500000.0,,,,17500000.0,16500000.0,,1838400000.0,,,,,,1672600000.0,,,0.27,,,118000000.0,,,,,10900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1177600000.0,28900000.0,61951220.0,,,,-10100000.0,1500000.0,,153200000.0,,86100000.0,,2320500000.0,,,,,,212200000.0,,,,,,,,,-11300000.0,52800000.0,,,,,,24000000.0,-44400000.0,-15200000.0,,23900000.0,,,,,,0.205,,,,21200000.0,307200000.0,-11100000.0,,,,,160000000.0,,295800000.0,,,,673400000.0,,,,,-975200000.0,844400000.0,,,,,,,,8900000.0,,,,,,,-7600000.0,,,,,271300000.0,,,,400000.0,,,,-36100000.0,49000000.0,,13900000.0,12700000.0,421300000.0,,,,-100000.0,278900000.0,,7300000.0,61951220.0,1300000.0,,50600000.0,1345300000.0,124300000.0,76500000.0,,,82200000.0,,59000000.0,,,-2900000.0,,,17500000.0,60300000.0,12900000.0,,,,,,,,,,,,,24000000.0,,,,24000000.0,12700000.0,,1851000000.0,,,,,,1691000000.0,,,0.205,,,127600000.0,,,,,9700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.17,1233100000.0,27500000.0,,73200000.0,,,39600000.0,14300000.0,,158900000.0,,106500000.0,73500000.0,2337300000.0,-141500000.0,491000000.0,11100000.0,41800000.0,,251500000.0,,,,,172400000.0,45300000.0,,932800000.0,6100000.0,51800000.0,273700000.0,-1400000.0,,,,11100000.0,-93200000.0,-15100000.0,,24300000.0,71900000.0,,14500000.0,-967400000.0,,,,21600000.0,,17700000.0,303200000.0,-16200000.0,,,,,172400000.0,1900500000.0,407300000.0,,1233100000.0,61580000.0,667400000.0,303200000.0,,-60700000.0,11400000.0,-967400000.0,789000000.0,,26800000.0,300400000.0,227400000.0,1.17,362600000.0,71900000.0,26800000.0,1728100000.0,49200000.0,,,,,23600000.0,,,667400000.0,96700000.0,273700000.0,,282600000.0,,-2500000.0,-4100000.0,-72400000.0,,-54100000.0,74000000.0,-118600000.0,11100000.0,11000000.0,362600000.0,88800000.0,,,-100000.0,282600000.0,,6600000.0,,4200000.0,60300000.0,45700000.0,1369900000.0,131400000.0,88800000.0,632400000.0,407300000.0,73500000.0,1369900000.0,92600000.0,,190700000.0,4400000.0,45700000.0,,24000000.0,60300000.0,19900000.0,,238100000.0,,789000000.0,,-300000.0,11100000.0,,,,-100000.0,-38300000.0,11100000.0,11100000.0,,115000000.0,11100000.0,11000000.0,,1900500000.0,141400000.0,,,,15600000.0,1728100000.0,61580000.0,,,,,227400000.0,106500000.0,2337300000.0,,,15000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1190300000.0,40700000.0,61408451.0,,,,43900000.0,2500000.0,,151300000.0,,94100000.0,,2356800000.0,,,,,,261700000.0,,,,,,,,,8800000.0,66900000.0,,,,,,11200000.0,-31800000.0,-15400000.0,,26200000.0,,,,,,0.355,,,,33800000.0,309600000.0,-7100000.0,,,,,129800000.0,,358600000.0,,,,673900000.0,,,,,-990200000.0,795200000.0,,,,,,,,20800000.0,,,,,,,-61400000.0,,,,,281900000.0,,,,0.0,,,,-24700000.0,93300000.0,,21800000.0,21800000.0,362800000.0,,,,-100000.0,282800000.0,,12000000.0,61408451.0,2900000.0,,37000000.0,1366600000.0,110600000.0,60800000.0,,,83400000.0,,110400000.0,,,100000.0,,,11100000.0,60300000.0,68600000.0,,,,,,,,,,,,,11200000.0,,,,11200000.0,21800000.0,,1864200000.0,,,,,,1734400000.0,,,0.355,,,181200000.0,,,,,10500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1282500000.0,19700000.0,62068966.0,,,,-56600000.0,-1900000.0,,130700000.0,,91400000.0,,2388200000.0,,,,,,206600000.0,,,,,,,,,-6700000.0,46900000.0,,,,,,43000000.0,-40600000.0,-15400000.0,,27200000.0,,,,,,0.145,,,,13300000.0,303300000.0,-10200000.0,,,,,194400000.0,,343300000.0,,,,667600000.0,,,,,-1014200000.0,903300000.0,,,,,,,,27000000.0,,,,,,,95700000.0,,,,,286800000.0,,,,100000.0,,,,-32600000.0,-23300000.0,,9000000.0,9000000.0,467500000.0,,,,-100000.0,286800000.0,,4300000.0,62068966.0,2500000.0,,43600000.0,1374000000.0,111000000.0,80800000.0,,,64700000.0,,75900000.0,,,31800000.0,,,11200000.0,60300000.0,-55900000.0,,,,,,,,,,,,,43000000.0,,,,43000000.0,9000000.0,,1950100000.0,,,,,,1755700000.0,,,0.145,,,187300000.0,,,,,9700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1180800000.0,32000000.0,62222222.0,,,,-2400000.0,100000.0,,144600000.0,,95100000.0,,2410000000.0,,,,,,214500000.0,,,,,,,,,-9700000.0,61400000.0,,,,,,8800000.0,-30300000.0,-15400000.0,,29400000.0,,,,,,0.225,,,,20600000.0,301800000.0,0.0,,,,,158700000.0,,322900000.0,,,,665700000.0,,,,,-1039100000.0,822500000.0,,,,,,,,22000000.0,,,,,,,-44100000.0,,,,,223100000.0,,,,0.0,,,,-28100000.0,40200000.0,,14000000.0,14000000.0,458500000.0,,,,167500000.0,285700000.0,,6600000.0,62222222.0,200000.0,,53300000.0,1370900000.0,112600000.0,74600000.0,,,60300000.0,,69900000.0,,,-34200000.0,,,43000000.0,60300000.0,12100000.0,,,,,,,,,,,,,8800000.0,,,,8800000.0,14000000.0,,1846500000.0,,,,,,1687800000.0,,,0.225,,,167500000.0,,,,,12200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
