date,trailingNetIncomeContinuousOperations,annualBasicEPS,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOperatingIncome,quarterlyDilutedAverageShares,annualNetIncomeContinuousOperations,annualInvestmentsAndAdvances,quarterlyChangeInAccountPayable,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,annualRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,annualCurrentAccruedExpenses,quarterlyGrossPPE,annualCapitalExpenditure,annualOperatingExpense,annualCashAndCashEquivalents,annualTaxProvision,trailingDeferredIncomeTax,quarterlyTotalRevenue,trailingNetOtherFinancingCharges,annualChangesInAccountReceivables,trailingCostOfRevenue,trailingBeginningCashPosition,annualCurrentAssets,annualInterestExpense,trailingChangesInAccountReceivables,annualTotalRevenue,quarterlyChangeInInventory,quarterlyEbitda,annualOtherNonCurrentAssets,annualNetOtherFinancingCharges,trailingOperatingExpense,annualCommonStockIssuance,annualOtherShortTermInvestments,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,annualNetIncomeCommonStockholders,annualChangeInAccountPayable,annualDeferredIncomeTax,annualAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,quarterlyBasicEPS,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPretaxIncome,quarterlyRetainedEarnings,quarterlyNetOtherInvestingChanges,trailingCommonStockIssuance,trailingFreeCashFlow,quarterlyPurchaseOfBusiness,trailingNetIncome,quarterlyCurrentAssets,annualTotalAssets,quarterlyCurrentLiabilities,trailingNetIncomeCommonStockholders,annualTotalLiabilitiesNetMinorityInterest,annualDilutedAverageShares,quarterlyStockholdersEquity,annualRetainedEarnings,quarterlySellingGeneralAndAdministration,annualCashDividendsPaid,annualBeginningCashPosition,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentLiabilities,quarterlyRepaymentOfDebt,annualOtherCurrentAssets,annualCostOfRevenue,annualCurrentDebt,annualDilutedEPS,annualLongTermDebt,annualNetIncome,quarterlyOtherCurrentAssets,annualTotalNonCurrentAssets,annualFreeCashFlow,annualSellingGeneralAndAdministration,trailingDepreciationAndAmortization,trailingTaxProvision,trailingOtherNonCashItems,quarterlyCashFlowFromContinuingFinancingActivities,trailingPurchaseOfBusiness,quarterlyInvestmentsAndAdvances,annualStockholdersEquity,annualOtherNonCashItems,quarterlyOtherNonCurrentAssets,quarterlyCommonStockIssuance,annualNonCurrentDeferredTaxesLiabilities,annualPurchaseOfBusiness,quarterlyNetOtherFinancingCharges,annualChangeInInventory,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyLongTermDebt,annualAccountsReceivable,trailingOperatingCashFlow,annualPurchaseOfInvestment,quarterlyOtherCurrentLiabilities,quarterlyNonCurrentDeferredTaxesLiabilities,trailingCashDividendsPaid,quarterlyTaxProvision,quarterlyBasicAverageShares,quarterlyOtherIncomeExpense,annualCapitalStock,quarterlyInventory,quarterlyNetPPE,quarterlyOperatingExpense,quarterlyAccountsReceivable,annualGrossProfit,annualCurrentLiabilities,quarterlyCurrentAccruedExpenses,annualNetPPE,quarterlyCostOfRevenue,annualSaleOfInvestment,annualOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,annualInventory,annualRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyFreeCashFlow,trailingNetOtherInvestingChanges,annualEbitda,trailingRepaymentOfDebt,annualOtherNonCurrentLiabilities,trailingChangeInWorkingCapital,annualChangeInCashSupplementalAsReported,annualCashCashEquivalentsAndMarketableSecurities,annualGainsLossesNotAffectingRetainedEarnings,trailingGrossProfit,trailingPretaxIncome,annualOtherCurrentLiabilities,annualNetOtherInvestingChanges,quarterlyCashCashEquivalentsAndMarketableSecurities,annualEndCashPosition,trailingInterestExpense,annualPretaxIncome,quarterlyCashAndCashEquivalents,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,quarterlyTotalAssets,annualOperatingIncome,trailingTotalRevenue,trailingOtherIncomeExpense,quarterlyChangesInAccountReceivables,annualOtherIncomeExpense,quarterlyTotalNonCurrentAssets,annualBasicAverageShares,trailingChangeInCashSupplementalAsReported,quarterlyDilutedEPS,trailingEndCashPosition,trailingInvestingCashFlow,quarterlyCurrentDebt,annualAccountsPayable,annualGrossPPE,quarterlyDepreciationAndAmortization,quarterlySaleOfInvestment,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,annualResearchAndDevelopment,trailingBasicAverageShares,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingStockBasedCompensation,trailingRepurchaseOfCapitalStock,quarterlyStockBasedCompensation,trailingSellingGeneralAndAdministration,trailingCapitalExpenditure,trailingChangeInInventory,trailingDilutedEPS,annualOtherIntangibleAssets,annualGoodwill,annualStockBasedCompensation,trailingBasicEPS,trailingResearchAndDevelopment,quarterlyIncomeTaxPayable,annualNonCurrentDeferredRevenue,annualIncomeTaxPayable,trailingSaleOfInvestment,trailingPurchaseOfInvestment,trailingChangeInAccountPayable,quarterlyOtherIntangibleAssets,quarterlyCurrentDeferredRevenue,quarterlyGoodwill,quarterlyResearchAndDevelopment,trailingDilutedAverageShares
,,,4250400000.0,97000000.0,226052000.0,,,,18300000.0,-400000.0,,453300000.0,-17600000.0,305500000.0,,7571200000.0,,,,,,746200000.0,,,,,,,,,-39900000.0,174700000.0,,,,,,125300000.0,-72800000.0,-36000000.0,,,,,,,-90500000.0,0.215,,,,75900000.0,962800000.0,-800000.0,,,,,750400000.0,,926600000.0,,,,2496200000.0,,,,,-2872000000.0,2465100000.0,,,,,,,,182400000.0,,,,,,,-52800000.0,,,,,1069200000.0,7200000.0,,,-15300000.0,,,,-138200000.0,140700000.0,,45000000.0,48600000.0,1295500000.0,,,,345700000.0,757100000.0,,30900000.0,225556000.0,7000000.0,,188000000.0,4699200000.0,356300000.0,160400000.0,,,275400000.0,,292900000.0,,,15100000.0,,,110200000.0,1100000.0,2500000.0,,,,,,,,,,,,,125300000.0,,,,125300000.0,48600000.0,,6751500000.0,,,,,,6001100000.0,,,0.215,,,345700000.0,,,,,32400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,4410800000.0,203600000.0,222112000.0,,,,-141100000.0,28800000.0,,531800000.0,-17400000.0,298400000.0,,7651600000.0,,,,,,907300000.0,,,,,,,,,-31300000.0,280700000.0,,,,,,108100000.0,-123800000.0,-35400000.0,,,,,,,-61100000.0,0.54,,,,181400000.0,1047000000.0,2800000.0,,,,,849900000.0,,754300000.0,,,,2511800000.0,,,,,-2906100000.0,2794100000.0,,,,,,,,142800000.0,,,,,,,29400000.0,,,,,1098900000.0,300000.0,,,10300000.0,,,,-130300000.0,77200000.0,,116200000.0,119600000.0,1593900000.0,,,,161000000.0,770800000.0,,65200000.0,221762000.0,7200000.0,,216900000.0,4745500000.0,328200000.0,274200000.0,,,294900000.0,,375500000.0,,,-17200000.0,,,125300000.0,1100000.0,-53100000.0,,,,,,,,,,,,,108100000.0,,,,108100000.0,119600000.0,,6927200000.0,,,,,,6077300000.0,,,0.54,,,161000000.0,,,,,33600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.895,4504600000.0,341700000.0,,424700000.0,,,102400000.0,49300000.0,-296800000.0,890200000.0,-8500000.0,346700000.0,338900000.0,7566500000.0,-542000000.0,1471800000.0,745600000.0,255800000.0,,871400000.0,,,,,1472300000.0,135400000.0,,3437600000.0,3800000.0,419200000.0,729600000.0,8400000.0,,34100000.0,,745600000.0,570700000.0,-35000000.0,,,406600000.0,,91200000.0,-2886600000.0,-100000.0,,,2600000.0,,319200000.0,1205200000.0,-31400000.0,,,,,1472300000.0,7189700000.0,937000000.0,,4504600000.0,225042000.0,2681200000.0,1205200000.0,,-143200000.0,266000000.0,-2886600000.0,2667400000.0,,171500000.0,1202700000.0,251400000.0,1.89,1404500000.0,425300000.0,171500000.0,5717400000.0,46800000.0,,,,,-133200000.0,,,2681200000.0,4100000.0,729600000.0,1200000.0,822900000.0,,900000.0,-25600000.0,-438200000.0,,-170900000.0,199200000.0,329000000.0,198300000.0,193200000.0,1404500000.0,195300000.0,,,251400000.0,822900000.0,,120900000.0,,7600000.0,1100000.0,208300000.0,4679900000.0,548500000.0,195300000.0,2234900000.0,937000000.0,338900000.0,4679900000.0,-18800000.0,,588800000.0,636700000.0,208300000.0,,108100000.0,1100000.0,28300000.0,,1073100000.0,,2667400000.0,,479600000.0,745600000.0,-8500000.0,,,251400000.0,-29800000.0,745600000.0,745600000.0,,680500000.0,745600000.0,174500000.0,,7189700000.0,763100000.0,,,,29300000.0,5717400000.0,224568000.0,,,,,251400000.0,346700000.0,7566500000.0,,,35100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,4465500000.0,125100000.0,220608000.0,,,,-52500000.0,-1300000.0,,690500000.0,-6700000.0,333900000.0,,7510400000.0,,,,,,992000000.0,,,,,,,,,,198500000.0,,,,,,632400000.0,-116300000.0,-38600000.0,,6400000.0,,,,,-1400000.0,0.31,,,,108500000.0,1232000000.0,16100000.0,,,,,1402100000.0,,903300000.0,,,,2719700000.0,,,,,-2727700000.0,2652900000.0,,,,,,,,154700000.0,,,,,,,-83800000.0,,,,,707800000.0,700000.0,,,1700000.0,,,,-132800000.0,86900000.0,,68100000.0,68100000.0,1403600000.0,,,,223100000.0,838400000.0,,40400000.0,220296000.0,7500000.0,,142800000.0,4782700000.0,565400000.0,344100000.0,,,346300000.0,,301500000.0,,,-113200000.0,,,745600000.0,1100000.0,-45900000.0,,,,,,,,,,,,,632400000.0,,,,632400000.0,68100000.0,,7189100000.0,,,,,,5787000000.0,,,0.31,,,223100000.0,,,,,34400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,4657000000.0,82000000.0,220644000.0,,,,32800000.0,-4400000.0,,522200000.0,-4800000.0,355500000.0,,7682200000.0,,,,,,827400000.0,,,,,,,,,,155100000.0,,,,,,573900000.0,-307100000.0,-38500000.0,,,,,,,-100000.0,0.275,,,,62600000.0,1254300000.0,1900000.0,,,,,1376100000.0,,1075700000.0,,,,2744800000.0,,,,,-2689800000.0,2664400000.0,,,,,,,,306600000.0,,,,,,,85000000.0,,,,,728600000.0,600000.0,,,-1700000.0,,,,-311000000.0,163600000.0,,51800000.0,60800000.0,1403200000.0,,,,345600000.0,856100000.0,,10800000.0,220336000.0,7200000.0,,176300000.0,4992400000.0,440200000.0,217000000.0,,,374600000.0,,305200000.0,,,-58500000.0,,,632400000.0,1100000.0,-147400000.0,,,,,,,,,,,,,573900000.0,,,,573900000.0,60800000.0,,7403900000.0,,,,,,6027800000.0,,,0.275,,,345600000.0,,,,,35000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,4481400000.0,190500000.0,220626000.0,,,,-32000000.0,9900000.0,,663100000.0,-7700000.0,396400000.0,,7842800000.0,,,,,,980300000.0,,,,,,,,,-62300000.0,248400000.0,,,,,,379400000.0,-185300000.0,-38600000.0,,,,,,,-200000.0,0.49,,,,176700000.0,1324200000.0,3500000.0,,,,,1118600000.0,,1050000000.0,,,,2813100000.0,,,,,-2725600000.0,2528500000.0,,,,,,,,176500000.0,,,,,,,-160000000.0,,,,,758400000.0,0.0,,,3800000.0,,,,-196500000.0,150800000.0,,109100000.0,108500000.0,1255100000.0,,,,354700000.0,860400000.0,,67600000.0,220364000.0,9600000.0,,241600000.0,5117200000.0,472600000.0,230300000.0,,,298900000.0,,317200000.0,,,-194500000.0,,,573900000.0,1100000.0,-45700000.0,,,,,,,,,,,,,379400000.0,,,,379400000.0,108500000.0,,7296600000.0,,,,,,6178000000.0,,,0.49,,,354700000.0,,,,,34600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.305,5375900000.0,91000000.0,,298700000.0,,,-260800000.0,69300000.0,-300000.0,447300000.0,-8700000.0,425100000.0,390600000.0,7767400000.0,-879000000.0,1882100000.0,346900000.0,140200000.0,,882000000.0,,,,,1445600000.0,125800000.0,,3681700000.0,6900000.0,196200000.0,1541400000.0,-20900000.0,,1300000.0,,346900000.0,-257400000.0,-38000000.0,,,288000000.0,,73500000.0,-2766200000.0,1400000.0,,,-312500000.0,,91100000.0,1336200000.0,-21500000.0,,,,,1445600000.0,8201500000.0,1038200000.0,,5375900000.0,220616000.0,2823500000.0,1336200000.0,,-153700000.0,745600000.0,-2766200000.0,3699800000.0,,511100000.0,1311000000.0,222500000.0,1.305,1748300000.0,306700000.0,511100000.0,6755900000.0,-559500000.0,,,,,306700000.0,,,2823500000.0,-11400000.0,1541400000.0,0.0,971200000.0,,-24700000.0,-22000000.0,147900000.0,,-238700000.0,-81800000.0,-866100000.0,69700000.0,69300000.0,1748300000.0,233900000.0,,,222500000.0,971200000.0,,21400000.0,,8900000.0,1100000.0,167500000.0,5001200000.0,356300000.0,233900000.0,2370700000.0,1038200000.0,390600000.0,5001200000.0,434700000.0,,319500000.0,-32500000.0,167500000.0,,379400000.0,1100000.0,-320500000.0,,775000000.0,,3699800000.0,,-398700000.0,346900000.0,-8700000.0,,,222500000.0,0.0,346900000.0,346900000.0,,438900000.0,346900000.0,50600000.0,,8201500000.0,488600000.0,,,,33200000.0,6755900000.0,220340000.0,,,,,222500000.0,425100000.0,7767400000.0,,,21800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,5197100000.0,73700000.0,220610000.0,,,-38200000.0,96700000.0,26100000.0,,369700000.0,-1500000.0,359800000.0,,8023400000.0,,,,,,949900000.0,,,,,,,,,57100000.0,159200000.0,,,,,,283700000.0,-311400000.0,-46100000.0,,-6400000.0,,,,,,0.33,269900000.0,,4144500000.0,58400000.0,1367400000.0,1600000.0,,,-313000000.0,,2666500000.0,,1052600000.0,,,,3040200000.0,,,,,-2806900000.0,899900000.0,,,,,,,,1166700000.0,,,,,,,-19400000.0,,,,,356400000.0,,,,-500000.0,,,,,267600000.0,,77300000.0,77300000.0,1648500000.0,,,,315200000.0,1019700000.0,,-18900000.0,220436000.0,18700000.0,,181400000.0,5216500000.0,296000000.0,138800000.0,,,,,580200000.0,,,-63200000.0,,,346900000.0,184900000.0,267600000.0,,,,,,,,,,,,,553600000.0,,,,283700000.0,72600000.0,,8239400000.0,,,,123000000.0,,5572900000.0,,,0.33,,,337200000.0,,,65100000.0,,35700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,5305100000.0,62800000.0,220698000.0,,,-22200000.0,13500000.0,52900000.0,,392300000.0,-1400000.0,314900000.0,,8694500000.0,,,,,,742300000.0,,,,,,,,,-15100000.0,171700000.0,,,,,,246200000.0,-276900000.0,-46000000.0,,-3300000.0,,,,,,0.13,23700000.0,,4158500000.0,48400000.0,1355200000.0,38300000.0,,,-315200000.0,,1137900000.0,,1146600000.0,,,,3028100000.0,,,,,-2878200000.0,873500000.0,,,,,,,,212500000.0,,,,,,,67100000.0,,267100000.0,,,926800000.0,,,,-11100000.0,,,,,172300000.0,,33800000.0,33800000.0,1648200000.0,,,,307400000.0,1065800000.0,,14600000.0,220532000.0,19900000.0,,216200000.0,5816300000.0,329500000.0,309300000.0,,,,,350000000.0,,,-37500000.0,,,283700000.0,1100000.0,172300000.0,,,,,,,,,,,,,269900000.0,,,,246200000.0,29100000.0,,8335300000.0,,,,119700000.0,,7197400000.0,,,0.13,,,474000000.0,,,87600000.0,,35700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,5810100000.0,159900000.0,220576000.0,,,3200000.0,-93900000.0,9500000.0,,480400000.0,-1000000.0,328100000.0,,8978500000.0,,,,,,885700000.0,,,,,,,,,-45000000.0,63400000.0,,,,,,176700000.0,-294900000.0,-46000000.0,,221200000.0,,,,,,-0.2,23400000.0,,4817300000.0,-60900000.0,1269500000.0,21100000.0,,,-316000000.0,,1234400000.0,,992800000.0,,,,2943500000.0,,,,,-2940700000.0,999900000.0,,,,,,,,211100000.0,,,,,,,74800000.0,,275000000.0,,,1029500000.0,,,,15100000.0,,,,,150600000.0,,-38700000.0,-39700000.0,2155900000.0,,,,354300000.0,1132100000.0,,-22200000.0,220576000.0,-179400000.0,,244500000.0,6037800000.0,320500000.0,170600000.0,,,38900000.0,,405300000.0,,,-69500000.0,,,246200000.0,1100000.0,150600000.0,,,,,,,,,,,,,200100000.0,,,,176700000.0,-44300000.0,,8755700000.0,,,,-68200000.0,,7521300000.0,,,-0.200838,,,271500000.0,,,81900000.0,,42400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.505,6077500000.0,100800000.0,,129400000.0,281500000.0,19600000.0,-83700000.0,5800000.0,-900000.0,444600000.0,-1400000.0,332200000.0,78300000.0,9309100000.0,,1289800000.0,175300000.0,-9200000.0,,854900000.0,,48500000.0,,,1377300000.0,154900000.0,,3432800000.0,4700000.0,198500000.0,999300000.0,-21900000.0,,1000000.0,23800000.0,175300000.0,-265700000.0,-46100000.0,5003400000.0,7100000.0,111000000.0,-37600000.0,94300000.0,-3106100000.0,,,23800000.0,-67400000.0,5003400000.0,74300000.0,1281700000.0,-7300000.0,,,-258400000.0,,1377300000.0,9036000000.0,1074100000.0,,6077500000.0,220704000.0,2956400000.0,1281700000.0,,-184200000.0,346900000.0,-3106100000.0,1028600000.0,85200000.0,267100000.0,1745800000.0,291500000.0,0.505,2404500000.0,129700000.0,267100000.0,7658700000.0,657100000.0,,,,,197700000.0,,281500000.0,2956400000.0,218600000.0,999300000.0,,1186400000.0,-1202600000.0,-25400000.0,1700000.0,320200000.0,317700000.0,,66600000.0,-1148900000.0,57000000.0,58300000.0,2404500000.0,247300000.0,,,372100000.0,1186400000.0,,17300000.0,,14100000.0,1100000.0,238800000.0,6203000000.0,343800000.0,247300000.0,1687000000.0,1074100000.0,78300000.0,6203000000.0,410300000.0,,657100000.0,-1400000.0,238800000.0,-377900000.0,176700000.0,1100000.0,66600000.0,,592800000.0,,1028600000.0,,-171600000.0,199100000.0,-1400000.0,,,372100000.0,53700000.0,199100000.0,175300000.0,,120200000.0,175300000.0,53600000.0,,9036000000.0,397200000.0,,,-126000000.0,-126700000.0,7658700000.0,220536000.0,,,,,291500000.0,332200000.0,9309100000.0,83100000.0,,41100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,6115300000.0,109200000.0,220902000.0,,,-36900000.0,27700000.0,28400000.0,,398900000.0,-1400000.0,259800000.0,,9277500000.0,,,,,,891300000.0,,,,,,,,,51100000.0,211400000.0,,,,,,140200000.0,-232200000.0,-48300000.0,,800000.0,,,,,,0.195,28200000.0,,4859800000.0,83000000.0,1281500000.0,6200000.0,,,-229300000.0,,1264500000.0,,1255500000.0,,,,2958000000.0,,,,,-2949100000.0,1034500000.0,-105100000.0,,,,,,,263900000.0,,,,,,,7900000.0,,285700000.0,,,1041600000.0,,,,1000000.0,,,,,189200000.0,,48100000.0,48100000.0,2204700000.0,,,,375000000.0,1202300000.0,,34900000.0,220736000.0,13700000.0,,191000000.0,6328400000.0,289700000.0,253400000.0,,,68900000.0,,492400000.0,,,-35100000.0,,,175300000.0,1100000.0,189200000.0,,,,,,,,,,,,,168400000.0,,,,140200000.0,43400000.0,,9075400000.0,,,,23100000.0,,7810900000.0,,,0.195,,,551800000.0,,,87700000.0,,40700000.0,-9100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,6078600000.0,100700000.0,220980000.0,,,25100000.0,142600000.0,19700000.0,,376100000.0,-2300000.0,289900000.0,,9402100000.0,,,,,,741600000.0,,,,,,,,,-23900000.0,191100000.0,,,,,,171100000.0,-163400000.0,-48300000.0,,-900000.0,,,,,,0.215,34900000.0,,5184500000.0,75700000.0,1285700000.0,3300000.0,,,-166700000.0,,1154100000.0,,894100000.0,,,,2962900000.0,,,,,-2978000000.0,1017000000.0,-185700000.0,,,,,,,265400000.0,,,,,,,-95700000.0,,286000000.0,,,1035400000.0,,,,-1400000.0,,,,,290000000.0,,52700000.0,52500000.0,2503600000.0,,,,279200000.0,1243300000.0,,23000000.0,220818000.0,14600000.0,,217000000.0,6424100000.0,275400000.0,114900000.0,,,48200000.0,,365500000.0,,,30900000.0,,,140200000.0,1100000.0,290000000.0,,,,,,,,,,,,,206000000.0,,,,171100000.0,47800000.0,,9043600000.0,,,,161500000.0,,7889500000.0,,,0.215,,,201400000.0,,,75800000.0,,39600000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,6152200000.0,246600000.0,221088000.0,,,-300000.0,-157500000.0,129500000.0,,530000000.0,-1700000.0,295100000.0,,9584100000.0,,,,,,951700000.0,,,,,,,,,-19400000.0,336900000.0,,,,,,137000000.0,-210900000.0,-48300000.0,,2200000.0,,,,,,0.675,30600000.0,,5460300000.0,219600000.0,1391100000.0,3100000.0,,,-214000000.0,,1167600000.0,,691900000.0,,,,3071600000.0,,,,,-3027200000.0,972900000.0,-206300000.0,,,,,,,249100000.0,,,,,,,-39600000.0,,287200000.0,,,1074400000.0,,,,15000000.0,,,,,216400000.0,,155500000.0,153700000.0,2703800000.0,,,,312500000.0,1384800000.0,,64100000.0,220938000.0,14300000.0,,240100000.0,6556900000.0,283400000.0,139300000.0,,,46800000.0,,421700000.0,,,-34100000.0,,,171100000.0,1100000.0,216400000.0,,,,,,,,,,,,,167600000.0,,,,137000000.0,149100000.0,,9225800000.0,,,,-61600000.0,,8058200000.0,,,0.675,,,1400000.0,,,52400000.0,,41900000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.3,6203500000.0,99800000.0,,308000000.0,289200000.0,11700000.0,88900000.0,39000000.0,,429800000.0,-1400000.0,336300000.0,46700000.0,9915200000.0,,1177600000.0,159300000.0,145200000.0,,832600000.0,,81300000.0,,,1092700000.0,163000000.0,,3416100000.0,5800000.0,192300000.0,1032700000.0,9300000.0,,,19100000.0,159300000.0,-260000000.0,-48400000.0,5336800000.0,20000000.0,287600000.0,-400000.0,216600000.0,-3184600000.0,,,19100000.0,101700000.0,5336800000.0,75100000.0,1394700000.0,-12200000.0,,,-256900000.0,,1092700000.0,9282900000.0,866700000.0,,6203500000.0,221042000.0,3077400000.0,1394700000.0,,-193300000.0,175300000.0,-3184600000.0,835300000.0,46700000.0,226100000.0,1682400000.0,48700000.0,1.3,2703400000.0,306300000.0,226100000.0,8190200000.0,984900000.0,,,,,-7000000.0,,289200000.0,3077400000.0,22100000.0,1032700000.0,,1434300000.0,-866900000.0,-5300000.0,13600000.0,-134400000.0,292300000.0,,289300000.0,-866500000.0,51700000.0,52000000.0,2703400000.0,415900000.0,,,389700000.0,1434300000.0,,23400000.0,,13000000.0,1100000.0,233000000.0,6730600000.0,330000000.0,415900000.0,1733700000.0,866700000.0,46700000.0,6730600000.0,402800000.0,,984900000.0,22300000.0,233000000.0,-450400000.0,137000000.0,1100000.0,289300000.0,,908500000.0,,835300000.0,,-16000000.0,178400000.0,-1400000.0,,,389700000.0,400000.0,178400000.0,159300000.0,,453200000.0,159300000.0,47300000.0,,9282900000.0,556100000.0,,,-41700000.0,56100000.0,8190200000.0,220884000.0,,,,,48700000.0,336300000.0,9915200000.0,76400000.0,,40800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,6292900000.0,127800000.0,221264000.0,,,2200000.0,93400000.0,-4100000.0,,463200000.0,-1400000.0,300200000.0,,9889600000.0,,,,,,945000000.0,,,,,,,,,67000000.0,220400000.0,,,,,,126100000.0,-233300000.0,-51800000.0,,1300000.0,,,,,,0.33,,,5514000000.0,101000000.0,1421100000.0,3800000.0,,,-7700000.0,,977000000.0,,778900000.0,,,,2920500000.0,,,,,-3066200000.0,268500000.0,0.0,,,,,,,84100000.0,,,,,,,-61200000.0,,292200000.0,,,0.0,,,,5600000.0,,,,-229400000.0,261300000.0,,78400000.0,79700000.0,2703600000.0,,,,360600000.0,1472700000.0,,22600000.0,221138000.0,13000000.0,,170200000.0,6823400000.0,335400000.0,333600000.0,,,46700000.0,,481800000.0,,,-33200000.0,,,159300000.0,1100000.0,31900000.0,,,,,,,,,,,,,126100000.0,,,,126100000.0,73500000.0,,9400500000.0,,,,9600000.0,,8423500000.0,,,0.33,,,33700000.0,,,78800000.0,,40600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,6226900000.0,72000000.0,221959022.0,,,,61500000.0,-21400000.0,,456700000.0,-600000.0,305800000.0,,9983600000.0,,,,,,819500000.0,,,,,,,,,,167300000.0,,,,,,77100000.0,-107800000.0,-51300000.0,,15400000.0,,,,,,0.230223,0.0,,5466800000.0,44700000.0,1425100000.0,13800000.0,,,-12900000.0,,877800000.0,,760100000.0,,,,2927200000.0,,,,,-3117200000.0,212300000.0,-600000.0,,,,,,,79500000.0,,,,,,,-146700000.0,,296100000.0,,,1260900000.0,,,,-22800000.0,,,,-108700000.0,205500000.0,,55300000.0,55300000.0,2703500000.0,,,,360500000.0,1477900000.0,,-10600000.0,221959022.0,12300000.0,,185300000.0,6866400000.0,384700000.0,249400000.0,,,46600000.0,,362800000.0,,,-49000000.0,,,126100000.0,1100000.0,96800000.0,,,,,,,,,,,,,77100000.0,,,,77100000.0,51100000.0,,9301200000.0,,,,73200000.0,,8423400000.0,,,0.230223,,,1400000.0,,,82200000.0,,40400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,6332800000.0,185100000.0,221390000.0,,,,-126500000.0,56200000.0,,617400000.0,-600000.0,314600000.0,,10114400000.0,,,,,,1021600000.0,,,,,,,,,,280000000.0,,,,,,45700000.0,-165300000.0,-50900000.0,,-3200000.0,,,,,,0.55,0.0,,5558400000.0,160000000.0,1500200000.0,2300000.0,,,-25500000.0,,947100000.0,,774400000.0,,,,3001600000.0,,,,,-3176500000.0,251600000.0,0.0,,,,,,,92000000.0,,,,,,,-12000000.0,,299200000.0,,,0.0,,,,-23200000.0,,,,-142100000.0,145900000.0,,125900000.0,125900000.0,2703600000.0,,,,351900000.0,1561200000.0,,34100000.0,221294000.0,12900000.0,,205100000.0,6937900000.0,432300000.0,345400000.0,,,46600000.0,,404200000.0,,,-31400000.0,,,77100000.0,1100000.0,3800000.0,,,,,,,,,,,,,45700000.0,,,,45700000.0,122000000.0,,9481300000.0,,,,-82500000.0,,8534200000.0,,,0.55,,,23500000.0,,,81300000.0,,38700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
