,quarterlyCurrentDebt,annualDepreciationAndAmortization,annualOtherNonCashItems,annualDilutedAverageShares,annualCurrentLiabilities,annualChangeInInventory,quarterlyOtherNonCurrentAssets,quarterlyInterestExpense,annualInventory,annualSaleOfInvestment,quarterlyInvestmentsAndAdvances,annualPurchaseOfBusiness,quarterlyInventory,quarterlyNetOtherFinancingCharges,annualOperatingCashFlow,quarterlyDilutedEPS,annualDilutedEPS,quarterlyOtherCurrentLiabilities,annualNetPPE,annualOtherIntangibleAssets,quarterlyAccumulatedDepreciation,quarterlyChangeInCashSupplementalAsReported,annualGrossProfit,quarterlyOperatingCashFlow,annualNonCurrentDeferredTaxesLiabilities,quarterlyTaxProvision,trailingPretaxIncome,trailingNetIncome,annualCashCashEquivalentsAndMarketableSecurities,quarterlyNetPPE,quarterlyPretaxIncome,annualBasicEPS,quarterlyFreeCashFlow,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,trailingChangeInCashSupplementalAsReported,annualChangeInCashSupplementalAsReported,annualRepaymentOfDebt,annualGrossPPE,annualOtherCurrentLiabilities,annualNetOtherInvestingChanges,quarterlyTotalAssets,annualGoodwill,quarterlyOtherIntangibleAssets,annualPretaxIncome,annualInterestExpense,quarterlyTotalNonCurrentAssets,annualOtherNonCurrentLiabilities,trailingOperatingIncome,annualTotalRevenue,quarterlyCashAndCashEquivalents,annualCapitalStock,annualAccountsPayable,trailingInvestingCashFlow,annualPurchaseOfInvestment,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingGrossProfit,annualInvestingCashFlow,annualCapitalExpenditure,annualEndCashPosition,annualCashFlowFromContinuingFinancingActivities,quarterlyCapitalStock,quarterlyBeginningCashPosition,annualOtherIncomeExpense,annualOperatingIncome,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyDilutedAverageShares,trailingTotalRevenue,quarterlyAccountsPayable,annualCashAndCashEquivalents,annualNetIncomeContinuousOperations,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyBasicEPS,quarterlyEbitda,trailingTaxProvision,quarterlyGrossProfit,trailingEndCashPosition,quarterlyInvestingCashFlow,annualInvestmentsAndAdvances,quarterlyNetIncomeCommonStockholders,annualOperatingExpense,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyEndCashPosition,annualNetOtherFinancingCharges,annualCurrentDebt,quarterlyBasicAverageShares,annualCostOfRevenue,trailingSellingGeneralAndAdministration,annualGainsLossesNotAffectingRetainedEarnings,trailingFreeCashFlow,quarterlyGrossPPE,annualOtherNonCurrentAssets,annualAccumulatedDepreciation,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalLiabilitiesNetMinorityInterest,quarterlyCurrentAssets,annualChangesInAccountReceivables,quarterlyCurrentLiabilities,trailingOperatingExpense,trailingBeginningCashPosition,annualCurrentAssets,trailingNetIncomeContinuousOperations,trailingCostOfRevenue,quarterlyRetainedEarnings,trailingNetIncomeCommonStockholders,annualEbitda,quarterlyCostOfRevenue,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyStockholdersEquity,annualNetIncomeCommonStockholders,annualRetainedEarnings,annualOtherShortTermInvestments,annualCommonStockIssuance,annualFreeCashFlow,quarterlyLongTermDebt,annualCashDividendsPaid,annualBeginningCashPosition,annualNetIncome,annualBasicAverageShares,quarterlyOperatingExpense,trailingOperatingCashFlow,annualAccountsReceivable,annualOtherCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyNetIncome,annualTotalNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualSellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,quarterlySellingGeneralAndAdministration,quarterlyNetOtherInvestingChanges,annualTaxProvision,annualTotalAssets,annualStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherCurrentAssets,annualLongTermDebt,quarterlyOtherNonCashItems,quarterlyOtherIncomeExpense,trailingPurchaseOfInvestment,trailingSaleOfInvestment,trailingNetOtherFinancingCharges,trailingCapitalExpenditure,quarterlyStockBasedCompensation,annualResearchAndDevelopment,trailingBasicEPS,trailingChangeInInventory,quarterlyPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyRepurchaseOfCapitalStock,trailingChangeInAccountPayable,trailingRepurchaseOfCapitalStock,trailingCashDividendsPaid,trailingNetOtherInvestingChanges,quarterlyResearchAndDevelopment,trailingChangesInAccountReceivables,trailingDilutedAverageShares,trailingCashFlowFromContinuingFinancingActivities,trailingCommonStockIssuance,quarterlyIncomeTaxPayable,annualStockBasedCompensation,trailingDepreciationAndAmortization,quarterlyDeferredIncomeTax,quarterlyCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,quarterlyCapitalExpenditure,trailingOtherIncomeExpense,quarterlyCashFlowFromContinuingFinancingActivities,annualNonCurrentDeferredRevenue,annualCurrentAccruedExpenses,quarterlyPurchaseOfInvestment,quarterlyDepreciationAndAmortization,quarterlyChangeInInventory,trailingDeferredIncomeTax,annualIncomeTaxPayable,quarterlyCashDividendsPaid,trailingBasicAverageShares,trailingOtherNonCashItems,annualDeferredIncomeTax,trailingPurchaseOfBusiness,quarterlyChangesInAccountReceivables,trailingDilutedEPS,trailingResearchAndDevelopment,annualRepurchaseOfCapitalStock,trailingChangeInWorkingCapital,quarterlySaleOfInvestment,trailingStockBasedCompensation,quarterlyCurrentAccruedExpenses,quarterlyCurrentDeferredRevenue,trailingRepaymentOfDebt,quarterlyRepaymentOfDebt,quarterlyChangeInAccountPayable,trailingInterestExpense,annualCurrentDeferredRevenue
1427760000,,,,,,,15415818000.0,56849000.0,,,,,,3870605000.0,,0.1452,,36847629000.0,,,,70735000.0,,-3651031000.0,,277633000.0,,,,,1089005000.0,,-3651031000.0,,,,,,,,,63634665000.0,,,,,15415818000.0,,,,,,,,,,,,,,,4343115000.0,3301722000.0,,,,4343114500.0,,,,,2470398000.0,1039176000.0,0.1452,1145854000.0,,1057291000.0,,-148839000.0,,630502000.0,,41687076000.0,3372457000.0,,,4343114500.0,,,,,,,,,,,48218847000.0,,36847629000.0,,,,,,,,,1413107000.0,,,17635524000.0,,,,,,,,,,,18115000.0,,,,,630502000.0,,4839447000.0,,811372000.0,18115000.0,-148839000.0,,,,4839447000.0,48218847000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435622400,9792966000.0,,,,,,0.0,-53596000.0,,,,,211351000.0,4819609000.0,,,,1470000000.0,,,,4521211000.0,,-248513000.0,,433012000.0,,,,3128946000.0,1681456000.0,,-248513000.0,,6037973000.0,,,,,,,90784830000.0,,10862723000.0,,,15899196000.0,,,,51223292000.0,,,,,57261265000.0,,,,,,4343115000.0,3372457000.0,,,,,,43414657000.0,,,3489081000.0,1493960000.0,,1627860000.0,,1516617000.0,,-49885000.0,,883946000.0,,68836447000.0,7893543000.0,,,,,,,,3128946000.0,,,,,,74885634000.0,,60838592000.0,,,,,,5040619000.0,,,1972464000.0,86867000.0,213183000.0,17373471000.0,,,,,,7850000000.0,,,,,22657000.0,,,,147855000.0,883946000.0,,0.0,,1248444000.0,22657000.0,-49885000.0,,,,7997855000.0,606320000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443571200,,,,,,,15739485000.0,317885000.0,,,,,,-2442333000.0,,,,38128911000.0,,,,-1844922000.0,,432884000.0,,339606000.0,,,,,1329357000.0,,432884000.0,,,,,,,,,69027796000.0,,,,,15739485000.0,,,,,,,,,,,,,,,4343115000.0,7893543000.0,,,,,,,,,3068868000.0,1272449000.0,,1647242000.0,,1293712000.0,,164527000.0,,757241000.0,,46109332000.0,6048943000.0,,,,,,,,,,,,,,53288311000.0,,38128911000.0,,,,,,,,,1775156000.0,,,18120880000.0,,,,,,,,,,,21263000.0,,,,,757241000.0,,7980421000.0,,989751000.0,21263000.0,164527000.0,,,,7980421000.0,53288311000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451520000,5394051000.0,1259031000.0,572306000.0,4343114500.0,42440986000.0,91612000.0,0.0,-317885000.0,316528000.0,1739703000.0,,-102100000.0,316528000.0,-7828826000.0,-2676334000.0,,0.6884,200000000.0,3236239000.0,13384661000.0,-1755747000.0,-1120903000.0,5447096000.0,790326000.0,262128000.0,366621000.0,,,42084754000.0,3236239000.0,1346834000.0,0.6884,440548000.0,-8136890000.0,9753129000.0,,1626121000.0,-6981030000.0,4991986000.0,200000000.0,495938000.0,73891763000.0,86867000.0,13384661000.0,5446652000.0,3253000.0,19532288000.0,0.0,,12507394000.0,32331625000.0,4343115000.0,27918257000.0,,-2901830000.0,42084754000.0,,-1368698000.0,-349778000.0,4983051000.0,,4343115000.0,6048943000.0,,5338469000.0,,,,27918257000.0,32331625000.0,4029780000.0,3479047000.0,1532884000.0,,1028949000.0,,1579476000.0,,-1334501000.0,,717991000.0,108627000.0,51893114000.0,4983051000.0,-1580945000.0,5394051000.0,,7060298000.0,,,,4991986000.0,0.0,-1755747000.0,,9452128000.0,51893114000.0,54359475000.0,,42440986000.0,,,54359475000.0,,,3239176000.0,,6708936000.0,1899571000.0,86867000.0,151083000.0,16736658000.0,2989680000.0,3239176000.0,9753129000.0,,-3026112000.0,9190000000.0,-1411512000.0,3356563000.0,2989680000.0,4343114500.0,46592000.0,,151083000.0,270000000.0,262128000.0,717991000.0,19532288000.0,0.0,108627000.0,980213000.0,46592000.0,492235000.0,1416872000.0,73891763000.0,16736658000.0,9452128000.0,270000000.0,9190000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1459382400,,,,,,,19291506000.0,180614000.0,,,,,,-1416100000.0,,0.1524,,41366103000.0,,,,-1545426000.0,,100515000.0,,269691000.0,,,,,1068168000.0,,100515000.0,,,,,,,,,71723391000.0,,,,,19291506000.0,,,,,,,,,,,,,,,4343115000.0,4983051000.0,,,,4343114500.0,,,,,2694358000.0,1110550000.0,0.1524,1248782000.0,,1130453000.0,,-229841000.0,,661821000.0,,48920661000.0,3437465000.0,,,4343114500.0,,,,,,,,,,,52431885000.0,,41366103000.0,,,,,,,,,1563905000.0,,,17401402000.0,,,,,,,,,,,19903000.0,,,,,661821000.0,,7554558000.0,,798477000.0,19903000.0,-229841000.0,,,,7554558000.0,52431885000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467244800,8554690000.0,,,,,,0.0,-180614000.0,,,,,334732000.0,-1523809000.0,,,,9512523000.0,,,,116091000.0,,1703904000.0,,305423000.0,,,,3169853000.0,1205072000.0,,1703904000.0,,16242193000.0,,,,,,,71326570000.0,,12877857000.0,,,19077099000.0,,,,26231838000.0,,,,,42474031000.0,,,,,,4343115000.0,3437465000.0,,,,,,23149509000.0,,,2642762000.0,1235966000.0,,1024458000.0,,1259164000.0,,-64004000.0,,706385000.0,,49042353000.0,3553806000.0,,,,,,,,3169853000.0,,,,,,52249471000.0,,44415661000.0,,,,,,4346795000.0,,,1383598000.0,86867000.0,191901000.0,16881571000.0,,,,,,4370000000.0,,,,,23198000.0,,,,256692000.0,706385000.0,,0.0,,899649000.0,23198000.0,-64004000.0,,,,4626692000.0,641421000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475193600,,,,,,,,506177000.0,,,,,,,,,,,,,,348451000.0,,628148000.0,,348253000.0,,,,,1420843000.0,,628148000.0,,,,,,,,,70797695000.0,,,,,21200917000.0,,,,,,,,,,,,,,,4343115000.0,3553806000.0,,,,,,,,,2671660000.0,1275863000.0,,1927020000.0,,1298768000.0,,-302912000.0,,812765000.0,,47425820000.0,3902255000.0,,,,,,,,,,,,,,49596778000.0,,42223915000.0,,,,,,,,,1372892000.0,,,17702753000.0,,,,,,,,,,,22905000.0,,,,,812765000.0,,,,1072590000.0,22905000.0,,,,,5201905000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483142400,9944735000.0,1322564000.0,642045000.0,4343114500.0,42507358000.0,87421000.0,,-506177000.0,206814000.0,175890000.0,,-1198164000.0,206814000.0,,4719236000.0,,0.6994,,3119093000.0,14647706000.0,-1597110000.0,3296067000.0,5139299000.0,2286669000.0,378147000.0,238203000.0,,,40898391000.0,3119093000.0,1194502000.0,0.6994,1787874000.0,-2492685000.0,13452381000.0,,2215183000.0,-15149051000.0,4716203000.0,700000000.0,105000000.0,73761432000.0,86867000.0,14647706000.0,4888585000.0,0.0,21603208000.0,0.0,,9735347000.0,27446010000.0,4343115000.0,20857735000.0,,-397949000.0,40898391000.0,,-1499819000.0,-498795000.0,7198745000.0,,4343115000.0,3902255000.0,,5057612000.0,,,,20857735000.0,27446010000.0,3727015000.0,1726567000.0,1435233000.0,,688325000.0,,1450914000.0,,-903062000.0,,856434000.0,81687000.0,49585505000.0,7198745000.0,-5000000.0,9944735000.0,,4596048000.0,,,,4716203000.0,0.0,-1597110000.0,,7078147000.0,49585505000.0,52158224000.0,,42507358000.0,,,52158224000.0,,,,,6211149000.0,275653000.0,86867000.0,275318000.0,18317157000.0,3037405000.0,4472724000.0,13452381000.0,,4220441000.0,6700000000.0,-1216072000.0,4983051000.0,3037405000.0,4343114500.0,15681000.0,,275318000.0,165000000.0,378147000.0,856434000.0,21603208000.0,,81687000.0,956299000.0,15681000.0,,1161570000.0,73761432000.0,18317157000.0,7078147000.0,,6700000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490918400,,,,,,,,176159000.0,,,,,,,,0.1825,,,,,,-3093366000.0,,-1144645000.0,,290393000.0,,,,,1264141000.0,,-1144645000.0,,,,,,,,,74211703000.0,,,,,20007874000.0,,,,,,,,,,,,,,,4343115000.0,7198745000.0,,,,4343753425.0,,,,,2338312000.0,1204012000.0,0.1825,1440300000.0,,1219486000.0,,1499420000.0,,792735000.0,,49064811000.0,4105334000.0,,,4343753425.0,,,,,,,,,,,54203829000.0,,42975445000.0,,,,,,,,,1118826000.0,,,19108441000.0,,,,,,,,,,,15474000.0,,,,,792735000.0,,,,973748000.0,15474000.0,,,,,6089366000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498780800,5720000000.0,,,,,,0.0,154148000.0,,,,,206855000.0,,,,,10436834000.0,,,,4273281000.0,,2631978000.0,,269370000.0,,,,3033611000.0,1177437000.0,,2631978000.0,,20555815000.0,,,,,,,75823374000.0,,14086330000.0,,,19987078000.0,,,,26517052000.0,,,,,47072867000.0,,,,,,4343115000.0,4105334000.0,,,,,,18697870000.0,,,2330446000.0,1190000000.0,,953712000.0,,1208842000.0,,-185373000.0,,718008000.0,,48388190000.0,8378418000.0,,,,,,,,3033611000.0,,,,,,55836296000.0,,39759193000.0,,,,,,5722880000.0,,,1121604000.0,86867000.0,194436000.0,19309021000.0,,,,,,8241449000.0,,,,,18842000.0,,,,387548000.0,718008000.0,,0.0,,908067000.0,18842000.0,,,,,8628997000.0,160000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506729600,,,,,,,,137026000.0,,,,,,,,,,,,,,-3872560000.0,,-1646528000.0,,321493000.0,,,,,1424858000.0,,-1646528000.0,,,,,,,,,71468510000.0,,,,,19646735000.0,,,,,,,,,,,,,,,4343115000.0,8378418000.0,,,,,,,,,2542571000.0,1300644000.0,,1939757000.0,,1323251000.0,,-163420000.0,,888153000.0,,43127070000.0,4506159000.0,,,,,,,,,,,,,,51821775000.0,,34464066000.0,,,,,,,,,1219320000.0,,,20058175000.0,,,,,,,,,,,22607000.0,,,,,888153000.0,,,,1103365000.0,22607000.0,,,,,8663004000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514678400,2482800000.0,1411444000.0,590448000.0,4509861000.0,32421081000.0,21383000.0,,144414000.0,131261000.0,2234742000.0,,-247411000.0,131261000.0,,-829667000.0,,0.7136,,3013434000.0,13541160000.0,-1784766000.0,1083319000.0,4970177000.0,-670472000.0,394434000.0,311013000.0,,,44806842000.0,3013434000.0,1316865000.0,0.7373,-1000771000.0,-6109791000.0,24163021000.0,,-1609326000.0,-11945609000.0,4798200000.0,,-14915000.0,73650520000.0,86867000.0,13541160000.0,5183301000.0,611747000.0,19698271000.0,,,9626340000.0,20643821000.0,4343115000.0,15562311000.0,,-1181943000.0,44806842000.0,,878421000.0,-330299000.0,5588814000.0,,4343115000.0,4506159000.0,,4871681000.0,,,,15562311000.0,20643821000.0,3991032000.0,2415011000.0,1177025000.0,,537912000.0,,1218598000.0,,-272206000.0,,803234000.0,98496000.0,44446169000.0,5588814000.0,2623050000.0,2482800000.0,,4656163000.0,,,,4798200000.0,,-1784766000.0,,12025088000.0,44446169000.0,53952249000.0,,32421081000.0,,,53952249000.0,,,,,6283125000.0,1196413000.0,86867000.0,244587000.0,20654500000.0,3202130000.0,,24163021000.0,,-1159966000.0,11630654000.0,-1537627000.0,7198745000.0,3202130000.0,4343115000.0,41573000.0,,244587000.0,9793492000.0,394434000.0,803234000.0,19698271000.0,,98496000.0,1005852000.0,41573000.0,,1192269000.0,73650520000.0,20654500000.0,12025088000.0,9793492000.0,11630654000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522454400,,,,,,,,182314000.0,,,,,,,,0.1678,,,,,,1843782000.0,,1477265000.0,,272190000.0,,,,,1249759000.0,,1477265000.0,,,,,,,,,75338084000.0,,,,,19370045000.0,,,,,,,,,,,,,,,4343115000.0,5588814000.0,,,,4900208582.0,,,,,2255435000.0,1214312000.0,0.1893,1432073000.0,,1229341000.0,,-1341105000.0,,822255000.0,,45158139000.0,7430621000.0,,,4343660856.0,,,,,,,,,,,55968039000.0,,34606353000.0,,,,,,,,,1026094000.0,,,21475828000.0,,,,,,,,,,,15029000.0,,,,,822255000.0,,,,977569000.0,15029000.0,,,,,10551786000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530316800,7957550000.0,,,,,,,226292000.0,,,,,131530000.0,,,0.3797,,25648000.0,,,,289436000.0,,-728681000.0,,573285000.0,,,,2906934000.0,2646575000.0,,-728681000.0,,27588394000.0,,,,,,,81065986000.0,,12982996000.0,,,21707442000.0,,,,24051362000.0,,,,,51639756000.0,,,,,,4343115000.0,7430621000.0,,,,4584597000.0,,16886766000.0,,,5390447000.0,2750678000.0,0.4225,2750678000.0,,2800031000.0,,-2917533000.0,,1835053000.0,,51296613000.0,7722684000.0,,,4343115000.0,,,,,2906934000.0,,,,,,59358544000.0,,38696233000.0,,,,,,,,,2590416000.0,86867000.0,220445000.0,21164094000.0,,,,,,12261650000.0,,,,,49353000.0,,,,338730000.0,1835053000.0,,,,2073290000.0,49353000.0,,,,,12600380000.0,18667176000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538265600,,,,,,,,238950000.0,,,,,,,,,,,,,,-1776748000.0,,1844281000.0,,281121000.0,,,,,1282980000.0,,1844281000.0,,,,,,,,,78224264000.0,,,,,21539482000.0,,,,,,,,,,,,,,,4343115000.0,7722684000.0,,,,,,,,,2541759000.0,1235305000.0,,2060151000.0,,1252844000.0,,-228566000.0,,867057000.0,,47430322000.0,5949542000.0,,,,,,,,,,,,,,56684782000.0,,34645985000.0,,,,,,,,,1288915000.0,,,22032843000.0,,,,,,,,,,,17539000.0,,,,,867057000.0,,,,1001859000.0,17539000.0,,,,,12784337000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546214400,5968750000.0,1413123000.0,808674000.0,4589747000.0,35267409000.0,-28855000.0,,218761000.0,157416000.0,20000000.0,,-3224535000.0,157416000.0,,2412060000.0,,0.7552,,2945954000.0,12434206000.0,-1970017000.0,530187000.0,4883812000.0,-180805000.0,321889000.0,273946000.0,,,51265586000.0,2945954000.0,1186202000.0,0.8014,-469622000.0,-2450658000.0,29764788000.0,,886657000.0,-16484610000.0,4915971000.0,,,79513154000.0,86867000.0,12434206000.0,5135331000.0,,21346977000.0,,,9568321000.0,21500798000.0,4343115000.0,15228878000.0,,-280000000.0,51265586000.0,,-3569012000.0,-288817000.0,6477724000.0,,4343115000.0,5949542000.0,,4783968000.0,,,,15228878000.0,21500798000.0,3992343000.0,2394266000.0,1012129000.0,,187283000.0,,1056701000.0,,918192000.0,,801258000.0,99844000.0,47808961000.0,6477724000.0,38208000.0,5968750000.0,,4684509000.0,,,,4915971000.0,,-1970017000.0,,12541552000.0,47808961000.0,58166177000.0,,35267409000.0,,,58166177000.0,,,,,6197091000.0,1337565000.0,86867000.0,216233000.0,22833160000.0,3480537000.0,,29764788000.0,,2123243000.0,12219663000.0,-1583516000.0,5588814000.0,3480537000.0,4343115000.0,44572000.0,,216233000.0,,321889000.0,801258000.0,21346977000.0,,99844000.0,912256000.0,44572000.0,,1142988000.0,79513154000.0,22833160000.0,12541552000.0,,12219663000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561852800,15160481000.0,,,,,,,,,,,,188641000.0,,,,,,,,,,,,,,,,,4060306000.0,,,,,35279017000.0,,,,,,,108541438000.0,,23996882000.0,,,35002952000.0,,,,29144723000.0,,,,,64423740000.0,,,,,,4343115000.0,,,,,,,21703629000.0,,,,,,,,,,,,,,78625601000.0,,,,,,,,,4060306000.0,,,,,,73538486000.0,,54970761000.0,,,,,,7750299000.0,,,,86867000.0,278367000.0,19800587000.0,,,,,,23146574000.0,,,,,,,,,317721000.0,,,,,,,,,,,23654840000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1569801600,,,,,,,,,,,,,,,,,,,,,,2228103000.0,,3247873000.0,,352639000.0,5873593000.0,3846879000.0,,,1690538000.0,,3247873000.0,,,4103361000.0,,,,,,108547842000.0,,,,,35332758000.0,,4741740000.0,,,,,-1189084000.0,,,4847825000.0,,,,,4343115000.0,8312672000.0,,,,,9937639000.0,,,,3057738000.0,1389126000.0,,3178300000.0,1337635000.0,1420292000.0,10548770000.0,-470070000.0,,1139904000.0,,77292425000.0,10540919000.0,,,,,106085000.0,,1351554000.0,,,,,,,73215084000.0,,52795748000.0,106085000.0,6445409000.0,,4535958000.0,5089814000.0,,3846879000.0,,1637446000.0,,,20940606000.0,,,,,,,,,,,31166000.0,1640371000.0,,,,1139904000.0,,,,1337899000.0,31166000.0,,,,,24496677000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
