date,annualCashDividendsPaid,quarterlyLongTermDebt,annualPretaxIncome,annualLongTermDebt,quarterlyOtherCurrentLiabilities,trailingPretaxIncome,annualAccountsReceivable,annualGoodwill,annualNetIncome,trailingCashDividendsPaid,annualTotalAssets,trailingNetIncome,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,trailingNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,trailingInvestingCashFlow,annualOtherNonCashItems,trailingChangeInWorkingCapital,quarterlyInvestmentsAndAdvances,quarterlyBasicEPS,annualCommonStockIssuance,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyBasicAverageShares,annualStockholdersEquity,quarterlyNetIncome,quarterlyGoodwill,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyOtherIncomeExpense,quarterlyInventory,annualDepreciationAndAmortization,annualTotalRevenue,annualRetainedEarnings,quarterlyNonCurrentDeferredTaxesLiabilities,trailingTotalRevenue,trailingOperatingCashFlow,trailingOperatingIncome,annualCashFlowFromContinuingFinancingActivities,annualEndCashPosition,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNetIncomeCommonStockholders,annualCurrentLiabilities,annualOtherIncomeExpense,quarterlyCashDividendsPaid,annualNetPPE,annualOtherShortTermInvestments,annualOperatingIncome,annualOtherIntangibleAssets,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyCashAndCashEquivalents,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOperatingCashFlow,annualChangeInAccountPayable,trailingCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,annualAccountsPayable,quarterlyCurrentDebt,quarterlyNetOtherFinancingCharges,annualEbitda,annualOtherNonCurrentLiabilities,quarterlyTotalLiabilitiesNetMinorityInterest,annualRepurchaseOfCapitalStock,quarterlyFreeCashFlow,annualInvestmentsAndAdvances,annualBasicEPS,quarterlyOtherIntangibleAssets,annualGainsLossesNotAffectingRetainedEarnings,annualCashCashEquivalentsAndMarketableSecurities,annualCashAndCashEquivalents,quarterlyDilutedAverageShares,annualNetOtherInvestingChanges,quarterlyOtherNonCurrentAssets,annualChangesInAccountReceivables,quarterlyChangeInInventory,annualBeginningCashPosition,annualCurrentAssets,quarterlyOtherCurrentAssets,trailingBeginningCashPosition,annualInterestExpense,quarterlyDilutedEPS,quarterlyChangesInAccountReceivables,annualOtherNonCurrentAssets,annualDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyRepurchaseOfCapitalStock,trailingChangeInCashSupplementalAsReported,annualNetIncomeCommonStockholders,trailingOperatingExpense,trailingCapitalExpenditure,annualAccumulatedDepreciation,annualSellingGeneralAndAdministration,annualGrossPPE,annualRepaymentOfDebt,quarterlyCapitalStock,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,quarterlyGrossProfit,quarterlyAccountsPayable,quarterlyChangeInAccountPayable,trailingRepurchaseOfCapitalStock,annualCurrentAccruedExpenses,annualChangeInCashSupplementalAsReported,trailingGrossProfit,quarterlyOperatingExpense,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,annualDilutedAverageShares,quarterlyNetOtherInvestingChanges,annualDilutedEPS,trailingNetIncomeCommonStockholders,quarterlyCurrentDeferredRevenue,quarterlyStockholdersEquity,annualCapitalExpenditure,trailingDeferredIncomeTax,annualCurrentDeferredRevenue,quarterlySellingGeneralAndAdministration,annualCapitalStock,annualCostOfRevenue,quarterlyTaxProvision,annualTaxProvision,annualCurrentDebt,quarterlyRepaymentOfDebt,trailingCostOfRevenue,quarterlyEbitda,annualTotalNonCurrentAssets,annualGrossProfit,quarterlyPretaxIncome,annualNetOtherFinancingCharges,quarterlyNetPPE,quarterlyCommonStockIssuance,quarterlyOtherNonCashItems,annualOtherCurrentAssets,trailingDepreciationAndAmortization,annualInventory,trailingTaxProvision,annualBasicAverageShares,trailingOtherNonCashItems,annualChangeInWorkingCapital,annualPurchaseOfBusiness,quarterlyOperatingIncome,annualTotalLiabilitiesNetMinorityInterest,trailingNetIncomeContinuousOperations,annualNonCurrentDeferredTaxesLiabilities,quarterlyRetainedEarnings,annualFreeCashFlow,quarterlyPurchaseOfBusiness,trailingPurchaseOfBusiness,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,trailingFreeCashFlow,quarterlyGrossPPE,annualOperatingExpense,quarterlyCurrentAssets,quarterlyCurrentLiabilities,annualChangeInInventory,quarterlyTotalRevenue,annualNetIncomeContinuousOperations,quarterlyOperatingCashFlow,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,annualNonCurrentDeferredRevenue,trailingInterestExpense,quarterlyPurchaseOfInvestment,annualSaleOfInvestment,trailingSellingGeneralAndAdministration,trailingDilutedAverageShares,annualResearchAndDevelopment,annualStockBasedCompensation,annualPurchaseOfInvestment,quarterlyStockBasedCompensation,trailingOtherIncomeExpense,trailingBasicEPS,trailingCommonStockIssuance,annualIncomeTaxPayable,trailingChangeInAccountPayable,trailingStockBasedCompensation,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingChangeInInventory,trailingResearchAndDevelopment,trailingSaleOfInvestment,quarterlyIncomeTaxPayable,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,quarterlySaleOfInvestment,trailingDilutedEPS,quarterlyNonCurrentDeferredRevenue
2016-12-31,-982000000.0,6278000000.0,1037000000.0,6278000000.0,102000000.0,,1392000000.0,14485000000.0,3098000000.0,,27852000000.0,,23218000000.0,27852000000.0,1392000000.0,2168000000.0,1517000000.0,,188000000.0,340000000.0,1551000000.0,,288000000.0,,135000000.0,,,10034000000.0,,12773000000.0,2226000000.0,14485000000.0,2186000000.0,274000000.0,136000000.0,32000000.0,1552000000.0,11166000000.0,7477000000.0,1158000000.0,,,,-3712000000.0,2367000000.0,2367000000.0,2966000000.0,2226000000.0,4562000000.0,31000000.0,-240000000.0,961000000.0,188000000.0,1390000000.0,7049000000.0,,407000000.0,2368000000.0,10034000000.0,2984000000.0,220000000.0,,102000000.0,2556000000.0,311000000.0,1111000000.0,8000000.0,2942000000.0,340000000.0,14596000000.0,-1673000000.0,751000000.0,135000000.0,4.559974,7049000000.0,-4293000000.0,2556000000.0,2368000000.0,,40000000.0,537000000.0,30000000.0,,922000000.0,4634000000.0,338000000.0,,410000000.0,,-45000000.0,537000000.0,-11000000.0,-4293000000.0,-441000000.0,,3098000000.0,,,-3114000000.0,1594000000.0,4075000000.0,-503000000.0,9589000000.0,826000000.0,,692000000.0,311000000.0,368000000.0,,1517000000.0,1458000000.0,,398000000.0,,102000000.0,679982140.0,17000000.0,4.548959,,901000000.0,12773000000.0,-905000000.0,,901000000.0,391000000.0,9589000000.0,8232000000.0,1000000.0,-15000000.0,1111000000.0,0.0,,701000000.0,23218000000.0,2934000000.0,273000000.0,-14000000.0,961000000.0,,-66000000.0,338000000.0,,32000000.0,,678499529.0,,18000000.0,-112000000.0,294000000.0,14596000000.0,,1158000000.0,7477000000.0,2079000000.0,-1000000.0,,119000000.0,362000000.0,,4075000000.0,1544000000.0,4634000000.0,4562000000.0,,2860000000.0,1056000000.0,998000000.0,-3114000000.0,-2413000000.0,-247000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-31,,6288000000.0,,,455000000.0,,,,,,,,23350000000.0,26606000000.0,1573000000.0,1572000000.0,1226000000.0,,131000000.0,802000000.0,-1569000000.0,,,,281000000.0,0.451592,,9410000000.0,660225440.0,,297000000.0,14673000000.0,,317000000.0,-92000000.0,,,,,1130000000.0,,,,,,800000000.0,-375000000.0,296000000.0,,,-243000000.0,,,,,,371000000.0,812000000.0,,,,,96000000.0,943000000.0,,828000000.0,-4000000.0,,,13371000000.0,,-581000000.0,,,7018000000.0,,,,662035599.0,,364000000.0,,,,,0.0,,,0.451592,-157000000.0,,,-4158000000.0,-284000000.0,,,,,,,,,0.0,2367000000.0,,1243000000.0,275000000.0,-401000000.0,,,,,734000000.0,,,,6000000.0,,,970000000.0,12743000000.0,,,,367000000.0,,,9000000.0,,,-550000000.0,,791000000.0,,,324000000.0,,937000000.0,,-493000000.0,,,,,,,,,509000000.0,,,,7284000000.0,,-178000000.0,,-21000000.0,-657000000.0,,,,3256000000.0,3961000000.0,,2815000000.0,,-368000000.0,,-826000000.0,-213000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,,6326000000.0,,,548000000.0,,,,,,,,23380000000.0,26517000000.0,1545000000.0,1552000000.0,1241000000.0,,86000000.0,790000000.0,,,,,256000000.0,0.29739,,9421000000.0,654604939.0,,192000000.0,14856000000.0,,201000000.0,-144000000.0,,,,,1093000000.0,,,,,,766000000.0,-220000000.0,192000000.0,,,-241000000.0,,,,,,365000000.0,771000000.0,,,,,96000000.0,857000000.0,,718000000.0,-11000000.0,,,13384000000.0,,593000000.0,,,6943000000.0,,,,655961480.0,,371000000.0,,,,,0.0,,,0.29739,47000000.0,,,-3922000000.0,-294000000.0,,,,,,,,,0.0,800000000.0,,1230000000.0,255000000.0,-39000000.0,,,,,778000000.0,,,,9000000.0,,,1023000000.0,12639000000.0,,,,392000000.0,,,5000000.0,,,0.0,,674000000.0,,,213000000.0,,877000000.0,,65000000.0,,,,,,,,,452000000.0,,,,6990000000.0,,-5000000.0,,-52000000.0,54000000.0,,,,3137000000.0,3963000000.0,,2782000000.0,,834000000.0,,-651000000.0,-241000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-30,,5383000000.0,,,728000000.0,,,,,,,,23507000000.0,26765000000.0,1530000000.0,1545000000.0,1404000000.0,,106000000.0,751000000.0,122000000.0,,,,261000000.0,0.506664,,8335000000.0,649632200.0,,330000000.0,15019000000.0,,349000000.0,-111000000.0,,,,,987000000.0,,,,,,892000000.0,-218000000.0,329000000.0,,,-238000000.0,,,,,,359000000.0,898000000.0,,,,,85000000.0,1004000000.0,,1723000000.0,-5000000.0,,,13527000000.0,,552000000.0,,,6840000000.0,,,,650873623.0,,374000000.0,,,,,0.0,,,0.506664,34000000.0,,,-3712000000.0,-230000000.0,,,,,,,,,0.0,766000000.0,,1247000000.0,252000000.0,116000000.0,,,,,727000000.0,,,,-1000000.0,,,935000000.0,12744000000.0,,,,398000000.0,,,-22000000.0,,,-550000000.0,,769000000.0,,,325000000.0,,903000000.0,,-7000000.0,,,,,,,,,520000000.0,,,,6920000000.0,,-1000000.0,,-121000000.0,97000000.0,,,,3258000000.0,5192000000.0,,2792000000.0,,808000000.0,,-468000000.0,-256000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,-958000000.0,5382000000.0,1190000000.0,5382000000.0,129000000.0,,1457000000.0,15042000000.0,1395000000.0,,26471000000.0,,23494000000.0,26471000000.0,1457000000.0,2082000000.0,1477000000.0,,98000000.0,279000000.0,-24000000.0,,273000000.0,,83000000.0,,,8100000000.0,,13077000000.0,576000000.0,15042000000.0,-1047000000.0,595000000.0,-37000000.0,31000000.0,1463000000.0,11333000000.0,7201000000.0,708000000.0,,,,-2490000000.0,868000000.0,868000000.0,-234000000.0,576000000.0,4796000000.0,-384000000.0,-236000000.0,921000000.0,98000000.0,1755000000.0,6773000000.0,,368000000.0,874000000.0,8100000000.0,2029000000.0,-318000000.0,,93000000.0,972000000.0,307000000.0,1644000000.0,-41000000.0,3218000000.0,279000000.0,12896000000.0,-1000000000.0,515000000.0,83000000.0,2.136799,6773000000.0,-3673000000.0,972000000.0,874000000.0,,21000000.0,596000000.0,-2000000.0,,2367000000.0,2977000000.0,126000000.0,,370000000.0,,74000000.0,596000000.0,-511000000.0,-3673000000.0,-192000000.0,,1395000000.0,,,-3387000000.0,1526000000.0,4308000000.0,-2112000000.0,9549000000.0,892000000.0,,862000000.0,307000000.0,6000000.0,,1477000000.0,-1508000000.0,,417000000.0,,129000000.0,653863683.0,7000000.0,2.136799,,937000000.0,13077000000.0,-950000000.0,,937000000.0,369000000.0,9549000000.0,8079000000.0,-266000000.0,-274000000.0,1644000000.0,-1012000000.0,,813000000.0,23494000000.0,3254000000.0,328000000.0,-61000000.0,921000000.0,,172000000.0,126000000.0,,31000000.0,,652571015.0,,-566000000.0,-185000000.0,445000000.0,12896000000.0,,708000000.0,7201000000.0,1079000000.0,-1000000.0,,-317000000.0,-60000000.0,,4308000000.0,1499000000.0,2977000000.0,4796000000.0,,2944000000.0,1462000000.0,755000000.0,-3387000000.0,-545000000.0,-240000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-31,,5343000000.0,,,1941000000.0,,,,,,,,10480000000.0,26958000000.0,839000000.0,867000000.0,704000000.0,,53000000.0,603000000.0,,,,,194000000.0,-0.528693,,8218000000.0,645302407.0,,-339000000.0,5061000000.0,,172000000.0,4000000.0,,,,,1334000000.0,,,,,,844000000.0,-314000000.0,-340000000.0,,,-237000000.0,,,,,,157000000.0,502000000.0,,,,,79000000.0,555000000.0,,1760000000.0,,,,13574000000.0,,240000000.0,,,4227000000.0,,,,645969597.0,,328000000.0,,,,,-74000000.0,,,-0.528693,91000000.0,,,-3502000000.0,0.0,,,,,,,,,0.0,868000000.0,,512000000.0,165000000.0,-172000000.0,,,,,241000000.0,,,,,,,695000000.0,12868000000.0,,,,82000000.0,,,27000000.0,,,0.0,,433000000.0,,,197000000.0,,528000000.0,,16000000.0,,,,,,,,,271000000.0,,,,6829000000.0,,-27000000.0,,5000000.0,-172000000.0,,,,16478000000.0,5356000000.0,,1379000000.0,,419000000.0,,-119000000.0,-179000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,,4936000000.0,,,2763000000.0,,,,,,,,10367000000.0,26975000000.0,856000000.0,964000000.0,1037000000.0,,48000000.0,211000000.0,400000000.0,,,,40000000.0,0.96927,,7636000000.0,644313178.0,,625000000.0,4984000000.0,,142000000.0,,,,,,1285000000.0,,,,,,1231000000.0,-225000000.0,625000000.0,,,-239000000.0,,,,,,157000000.0,879000000.0,,,,,81000000.0,927000000.0,,2595000000.0,1000000.0,,,14812000000.0,,803000000.0,,,4208000000.0,,,,644695608.0,,586000000.0,,,,,,,,0.96927,,,,-3864000000.0,-359000000.0,,,,,,,,,9132000000.0,844000000.0,,347000000.0,,,,,,,143000000.0,,,,18000000.0,,,781000000.0,11643000000.0,,,,,,,-3000000.0,,,-870000000.0,,361000000.0,,,137000000.0,,502000000.0,,11000000.0,,,,,,,,,204000000.0,,,,6375000000.0,,-1000000.0,,-30000000.0,72000000.0,,,,16608000000.0,7176000000.0,,1311000000.0,,803000000.0,,-154000000.0,-131000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-30,,4955000000.0,,,2780000000.0,,,,,,,,10305000000.0,26749000000.0,871000000.0,879000000.0,842000000.0,,42000000.0,234000000.0,-256000000.0,,,,193000000.0,0.407534,,7493000000.0,636630755.0,,261000000.0,5009000000.0,,-58000000.0,-6000000.0,,,,,1424000000.0,,,,,,966000000.0,-245000000.0,260000000.0,,,-233000000.0,,,,,,146000000.0,507000000.0,,,,,85000000.0,549000000.0,,2127000000.0,9000000.0,,,14199000000.0,,740000000.0,,,4166000000.0,,,,636630755.0,,332000000.0,,,,,,,,0.407534,3000000.0,,,-3906000000.0,-129000000.0,,,,,,,,,9311000000.0,1231000000.0,,413000000.0,140000000.0,133000000.0,,,,,256000000.0,,,,1000000.0,,,718000000.0,12023000000.0,,,,111000000.0,,,128000000.0,,,-500000000.0,,300000000.0,,,69000000.0,,459000000.0,,13000000.0,,,,,,,,,157000000.0,,,,6618000000.0,,-32000000.0,,82000000.0,37000000.0,,,,16444000000.0,6706000000.0,,1292000000.0,,850000000.0,,-836000000.0,-110000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,-903000000.0,3213000000.0,533000000.0,3213000000.0,95000000.0,,1313000000.0,5076000000.0,3949000000.0,,17047000000.0,,12518000000.0,17047000000.0,1313000000.0,1230000000.0,854000000.0,,76000000.0,79000000.0,1736000000.0,,394000000.0,,2260000000.0,,,5359000000.0,,9226000000.0,3402000000.0,5076000000.0,14729000000.0,-76000000.0,7000000.0,33000000.0,619000000.0,5501000000.0,4755000000.0,799000000.0,,,,-14876000000.0,2703000000.0,2703000000.0,15513000000.0,3402000000.0,2462000000.0,18000000.0,-194000000.0,473000000.0,76000000.0,780000000.0,4232000000.0,,159000000.0,2706000000.0,5359000000.0,2062000000.0,,,50000000.0,2782000000.0,326000000.0,3000000.0,-11000000.0,1399000000.0,79000000.0,7821000000.0,-9962000000.0,-166000000.0,2260000000.0,5.91,4232000000.0,-877000000.0,2782000000.0,2706000000.0,,18000000.0,446000000.0,,,868000000.0,4529000000.0,149000000.0,,298000000.0,,-401000000.0,446000000.0,-167000000.0,-877000000.0,-9474000000.0,,3949000000.0,,,-1353000000.0,402000000.0,1826000000.0,-3719000000.0,5348000000.0,966000000.0,,289000000.0,326000000.0,279000000.0,,854000000.0,1855000000.0,,143000000.0,,95000000.0,668210717.0,-1000000.0,5.91,,795000000.0,9226000000.0,-576000000.0,,795000000.0,115000000.0,5348000000.0,4131000000.0,-11000000.0,141000000.0,3000000.0,-2349000000.0,,305000000.0,12518000000.0,1370000000.0,130000000.0,-1000000.0,473000000.0,,276000000.0,149000000.0,,33000000.0,,667586385.0,,-134000000.0,-478000000.0,146000000.0,7821000000.0,,799000000.0,4755000000.0,1486000000.0,-418000000.0,,-224000000.0,-71000000.0,,1826000000.0,590000000.0,4529000000.0,2462000000.0,,1519000000.0,180000000.0,-10000000.0,-1353000000.0,-13767000000.0,-156000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31,,3223000000.0,,,316000000.0,,,,,,,,12463000000.0,16459000000.0,1137000000.0,1000000000.0,616000000.0,,48000000.0,487000000.0,-447000000.0,,,,2183000000.0,0.23,,5313000000.0,501888688.0,,116000000.0,5091000000.0,,126000000.0,-12000000.0,,,,,711000000.0,,,,,,2258000000.0,-48000000.0,115000000.0,,,-175000000.0,,,,,,166000000.0,2258000000.0,,,,,51000000.0,2306000000.0,,,35000000.0,,,7491000000.0,,-168000000.0,,,4182000000.0,,,,503649290.0,,364000000.0,,,,,,,,0.23,,,,-872000000.0,-190000000.0,,,,,,,,,0.0,2703000000.0,,487000000.0,329000000.0,,,,,,212000000.0,,,,3000000.0,,,747000000.0,8968000000.0,,,,90000000.0,,,5000000.0,,,-11000000.0,,445000000.0,,,228000000.0,,460000000.0,,-186000000.0,,,,,,,,,275000000.0,,,,4473000000.0,,-4000000.0,,-64000000.0,-168000000.0,,,,3996000000.0,2178000000.0,,1487000000.0,,-58000000.0,,-341000000.0,-110000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,,3233000000.0,,,211000000.0,,,,,,,,12592000000.0,16453000000.0,1178000000.0,971000000.0,570000000.0,,48000000.0,500000000.0,-150000000.0,,,,2332000000.0,0.38,,5355000000.0,501231212.0,,189000000.0,5078000000.0,,216000000.0,-2000000.0,,,,,712000000.0,,,,,,2108000000.0,-105000000.0,188000000.0,,,-176000000.0,,,,,,167000000.0,2108000000.0,,,,,52000000.0,2156000000.0,,,2000000.0,,,7355000000.0,,11000000.0,,,4153000000.0,,,,503040736.0,,375000000.0,,,,,,,,0.37,,,,-860000000.0,0.0,,,,,,,,,5381000000.0,2258000000.0,,452000000.0,191000000.0,,,,,,3000000.0,,,,1000000.0,,,845000000.0,9098000000.0,,,,97000000.0,,,50000000.0,,,-12000000.0,,611000000.0,,,392000000.0,,470000000.0,,-4000000.0,,,,,,,,,449000000.0,,,,4577000000.0,,-1000000.0,,-9000000.0,-94000000.0,,,,3861000000.0,2000000000.0,,1423000000.0,,141000000.0,,-186000000.0,-130000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,,3229000000.0,,,104000000.0,,,,,,,,13116000000.0,15984000000.0,1112000000.0,1059000000.0,,,55000000.0,293000000.0,-957000000.0,,,,1985000000.0,-0.09,,5425000000.0,501240480.0,,-44000000.0,5664000000.0,,-72000000.0,,,,,,643000000.0,,,,,,1147000000.0,-937000000.0,-44000000.0,,,-175000000.0,,,,,,183000000.0,1147000000.0,,,,,,1202000000.0,,,1000000.0,,,7395000000.0,,137000000.0,,,4368000000.0,,,,501240480.0,,542000000.0,,,,,,,,-0.09,,,,-984000000.0,-98000000.0,,,,,,,,,5396000000.0,2108000000.0,,354000000.0,,,,,,,92000000.0,,,,1000000.0,,,818000000.0,8589000000.0,,,,,,,-13000000.0,,,-12000000.0,,445000000.0,,,219000000.0,,527000000.0,,233000000.0,,,,,,,,,262000000.0,,,,4177000000.0,,-816000000.0,,-65000000.0,20000000.0,,,,2868000000.0,1970000000.0,,1413000000.0,,264000000.0,,-284000000.0,-127000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
