,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,annualLongTermDebt,annualCashDividendsPaid,quarterlyChangeInCashSupplementalAsReported,quarterlyBasicEPS,quarterlyLongTermDebt,annualAccountsReceivable,annualNetIncome,trailingCashDividendsPaid,annualNonCurrentDeferredRevenue,annualGoodwill,annualTotalAssets,quarterlyTotalAssets,annualPretaxIncome,trailingNetIncome,quarterlyAccountsReceivable,trailingInvestingCashFlow,trailingNetOtherInvestingChanges,annualStockholdersEquity,annualOtherNonCashItems,quarterlyInvestmentsAndAdvances,trailingChangeInWorkingCapital,annualDepreciationAndAmortization,annualSaleOfInvestment,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualCommonStockIssuance,annualRetainedEarnings,quarterlyInventory,quarterlyNetIncome,trailingStockBasedCompensation,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,trailingCommonStockIssuance,quarterlyGoodwill,quarterlyOtherIncomeExpense,trailingChangeInAccountPayable,quarterlyNonCurrentDeferredTaxesLiabilities,trailingTotalRevenue,trailingOperatingCashFlow,annualBasicEPS,trailingOtherIncomeExpense,annualCashFlowFromContinuingFinancingActivities,quarterlyDilutedAverageShares,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,trailingOperatingIncome,quarterlyNetIncomeCommonStockholders,quarterlyEndCashPosition,annualEndCashPosition,annualOtherIncomeExpense,trailingCashFlowFromContinuingFinancingActivities,trailingEndCashPosition,annualOperatingIncome,quarterlyDepreciationAndAmortization,annualAccountsPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlyCapitalStock,quarterlyCashAndCashEquivalents,annualCurrentLiabilities,annualNetPPE,quarterlyCurrentDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOperatingCashFlow,annualEbitda,annualOtherNonCurrentLiabilities,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,annualInvestmentsAndAdvances,annualRepurchaseOfCapitalStock,quarterlyTotalNonCurrentAssets,annualCashCashEquivalentsAndMarketableSecurities,annualGainsLossesNotAffectingRetainedEarnings,trailingPretaxIncome,annualNetOtherInvestingChanges,quarterlyTotalLiabilitiesNetMinorityInterest,annualCashAndCashEquivalents,quarterlyOtherNonCurrentAssets,annualBeginningCashPosition,annualCurrentAssets,annualChangesInAccountReceivables,quarterlyChangeInInventory,quarterlyOtherCurrentAssets,trailingChangesInAccountReceivables,quarterlyIncomeTaxPayable,trailingInterestExpense,trailingBeginningCashPosition,annualInterestExpense,annualOtherNonCurrentAssets,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,annualSellingGeneralAndAdministration,quarterlyChangesInAccountReceivables,annualAccumulatedDepreciation,annualDeferredIncomeTax,annualNetIncomeCommonStockholders,quarterlySaleOfInvestment,trailingOperatingExpense,annualDilutedAverageShares,trailingChangeInCashSupplementalAsReported,trailingCapitalExpenditure,annualGrossPPE,annualRepaymentOfDebt,quarterlyStockholdersEquity,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,quarterlyChangeInAccountPayable,quarterlyAccountsPayable,annualDilutedEPS,annualChangeInCashSupplementalAsReported,annualBasicAverageShares,quarterlyNetOtherInvestingChanges,annualCurrentAccruedExpenses,quarterlyOperatingExpense,quarterlyGrossProfit,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,trailingDeferredIncomeTax,quarterlyCurrentDeferredRevenue,annualCapitalExpenditure,trailingGrossProfit,trailingNetIncomeCommonStockholders,quarterlyDilutedEPS,trailingCostOfRevenue,quarterlySellingGeneralAndAdministration,annualCurrentDeferredRevenue,annualOtherCurrentAssets,annualCapitalStock,annualTotalRevenue,annualCostOfRevenue,annualTaxProvision,annualCurrentDebt,annualStockBasedCompensation,quarterlyRepaymentOfDebt,quarterlyPretaxIncome,annualGrossProfit,quarterlyEbitda,quarterlyNetPPE,annualNetOtherFinancingCharges,quarterlyRetainedEarnings,trailingTaxProvision,quarterlyTaxProvision,annualInventory,trailingChangeInInventory,quarterlyCommonStockIssuance,quarterlyStockBasedCompensation,annualTotalNonCurrentAssets,quarterlyOtherNonCashItems,annualChangeInWorkingCapital,trailingNetIncomeContinuousOperations,quarterlyOperatingIncome,quarterlyCashFlowFromContinuingFinancingActivities,trailingDepreciationAndAmortization,trailingOtherNonCashItems,annualPurchaseOfBusiness,quarterlyBasicAverageShares,quarterlyDeferredIncomeTax,quarterlyTotalRevenue,annualTotalLiabilitiesNetMinorityInterest,annualNonCurrentDeferredTaxesLiabilities,quarterlyNonCurrentDeferredRevenue,annualFreeCashFlow,quarterlyChangeInWorkingCapital,annualChangeInInventory,quarterlyCurrentAssets,annualOperatingExpense,quarterlyGrossPPE,quarterlyCurrentLiabilities,trailingFreeCashFlow,quarterlyOperatingCashFlow,annualNetIncomeContinuousOperations,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyPurchaseOfInvestment,trailingBasicAverageShares,quarterlyResearchAndDevelopment,trailingPurchaseOfBusiness,annualIncomeTaxPayable,trailingResearchAndDevelopment,trailingSellingGeneralAndAdministration,trailingSaleOfInvestment,trailingDilutedEPS,trailingPurchaseOfInvestment,annualResearchAndDevelopment,quarterlyOtherShortTermInvestments,trailingDilutedAverageShares,quarterlyPurchaseOfBusiness,annualPurchaseOfInvestment,annualOtherShortTermInvestments,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,trailingRepurchaseOfCapitalStock,trailingBasicEPS
1033344000,104949000.0,14127000.0,,,20000.0,0.262222,49027000.0,,,,,,,177836000.0,,,2854000.0,,,,,,,,,3444000.0,,,,,690000.0,1528000.0,,,1528000.0,,,-17000.0,,8435000.0,,,,,,5891762.0,-3384000.0,-754000.0,,1518000.0,692000.0,,,,,,,,,,2843000.0,692000.0,,,14127000.0,692000.0,,,,1089000.0,301000.0,-3861000.0,,,169171000.0,,,,,126891000.0,,310000.0,,,,3000.0,1637000.0,,,,,,,0.0,,,,,,,,,,,,,,50945000.0,672000.0,,,3390000.0,,,,40000.0,,5894000.0,9460000.0,,,,,,,,0.257778,,,,,,,,,,,,2543000.0,,4450000.0,165566000.0,,7902000.0,,1015000.0,,,-111000.0,,,,,,3566000.0,3841000.0,,,,5780319.0,889000.0,9460000.0,,,,,-3540000.0,,8665000.0,,197085000.0,20961000.0,,-437000.0,,-31519000.0,-3424000.0,,,,,,,,,,,,,,,,,,,,
1041292800,121392000.0,3584000.0,63970000.0,-2724000.0,182000.0,,63970000.0,6543000.0,4167000.0,,,,183072000.0,183072000.0,6992000.0,,6543000.0,,,51276000.0,,,,,,2828000.0,,,15560000.0,8260000.0,712000.0,1183000.0,,-18404000.0,1183000.0,,,365000.0,,8897000.0,,,0.777778,,15471000.0,,-2745000.0,-745000.0,,1173000.0,874000.0,874000.0,380000.0,,,11000000.0,,3119000.0,,,2675000.0,874000.0,9531000.0,167646000.0,3584000.0,874000.0,2754000.0,14392000.0,121392000.0,1071000.0,932000.0,-3215000.0,,-100000.0,171152000.0,874000.0,,,-15000.0,131796000.0,874000.0,0.0,1053000.0,11920000.0,,-22000.0,1073000.0,,,,,4388000.0,0.0,0.0,,175000.0,,-34314000.0,2104000.0,4125000.0,,,5418000.0,,,201960000.0,,51276000.0,692000.0,,,3119000.0,0.76,-179000.0,5301000.0,18000.0,2828000.0,5722000.0,8749000.0,,3584000.0,,,-18402000.0,,,,,,,1073000.0,2675000.0,34597000.0,,2825000.0,3584000.0,,,1955000.0,34597000.0,3915000.0,167646000.0,2268000.0,8260000.0,,772000.0,712000.0,,65000.0,,171152000.0,,-6375000.0,,3027000.0,3366000.0,,,,,493000.0,8749000.0,131796000.0,8897000.0,,-15648000.0,-2950000.0,-96000.0,11920000.0,23597000.0,201960000.0,9531000.0,,-439000.0,4167000.0,-34314000.0,-2776000.0,,,,,,,,,,,,,,,,,,,,
1049068800,122355000.0,6031000.0,,,-93000.0,0.12,63953000.0,,,,,,,186657000.0,,,7450000.0,,,,,,,,,3232000.0,,,,,776000.0,772000.0,,,772000.0,,,29000.0,,9443000.0,,,,,,5929500.0,-4280000.0,-833000.0,,708000.0,781000.0,,,,,,,,,,2580000.0,781000.0,,,6031000.0,781000.0,,,,1155000.0,603000.0,-2984000.0,,,174565000.0,,,,,135463000.0,,0.0,,,,-64000.0,896000.0,,,,,,,-100000.0,,,,,,,,,,,,,,51194000.0,874000.0,,,2979000.0,,,,0.0,,6174000.0,8538000.0,,,,,,,,0.12,,,,,,,,,,,,1271000.0,,3211000.0,170953000.0,,8116000.0,,499000.0,,,79000.0,,,,,,2364000.0,2891000.0,,,,5799000.0,353000.0,8538000.0,,,,,-641000.0,,12092000.0,,205267000.0,12242000.0,,1296000.0,,-34314000.0,-4280000.0,,,,,,,,,,,,,,,,,,,,
1056931200,123015000.0,4090000.0,,,185000.0,0.206667,63953000.0,,,,,,,187104000.0,,,2602000.0,,,,,,,,,3280000.0,,,,,751000.0,1219000.0,,,1219000.0,,,2000.0,,10373000.0,,,,,,5964109.0,-5439000.0,-770000.0,,1217000.0,966000.0,,,,,,,,,,3880000.0,966000.0,,,4090000.0,966000.0,,,,1228000.0,660000.0,2833000.0,,,179150000.0,,,,,135248000.0,,0.0,,,,25000.0,560000.0,,,,,,,0.0,,,,,,,,,,,,,,51856000.0,781000.0,,,4005000.0,,,,0.0,,6230000.0,9453000.0,,,,,,,,0.206667,,,,,,,,,,,,2066000.0,,4112000.0,175444000.0,,7265000.0,,847000.0,,,213000.0,,,,,,3223000.0,-2650000.0,,,,5813253.0,812000.0,9453000.0,,,,,5424000.0,,7954000.0,,209758000.0,11375000.0,,8274000.0,,-34314000.0,-5441000.0,,,,,,,,,,,,,,,,,,,,
1064880000,125724000.0,6903000.0,,,649000.0,0.18,64615000.0,,,,,,,194263000.0,,,3423000.0,,,,,,,,,4618000.0,,,,,792000.0,1055000.0,,,1055000.0,,,10000.0,,12049000.0,,,,,,5977234.0,-4631000.0,-773000.0,,1052000.0,1615000.0,,,,,,,,,,3886000.0,1615000.0,,,6903000.0,1615000.0,,,,1227000.0,-268000.0,-3868000.0,,,182661000.0,,,,,141969000.0,,0.0,,,,-41000.0,2882000.0,,,,,,,0.0,,,,,,,,,,,,,,52294000.0,966000.0,,,3873000.0,,,,0.0,,6369000.0,9227000.0,,,,,,,,0.173333,,,,,,,,,,,,1708000.0,,3765000.0,179090000.0,,7547000.0,,653000.0,,,156000.0,,,,,,2858000.0,4517000.0,,,,5826772.0,2342000.0,9227000.0,,,,,-3474000.0,,11602000.0,,213404000.0,15394000.0,,763000.0,,-34314000.0,-4631000.0,,,,,,,,,,,,,,,,,,,,
1072828800,143116000.0,12787000.0,80558000.0,-3177000.0,-487000.0,,80558000.0,2408000.0,3917000.0,,,,216324000.0,216324000.0,6304000.0,,2408000.0,,,52691000.0,,,,,,2936000.0,,,769000.0,7630000.0,801000.0,871000.0,,-24540000.0,871000.0,,,6000.0,,12618000.0,,,0.66,,10689000.0,,-10190000.0,-801000.0,,869000.0,1128000.0,1128000.0,47000.0,,,10916000.0,,3951000.0,,,3901000.0,1128000.0,19674000.0,187893000.0,12787000.0,1128000.0,14105000.0,14551000.0,143116000.0,1279000.0,-14117000.0,-6438000.0,,-100000.0,207113000.0,1128000.0,,,9000.0,163633000.0,1128000.0,14553000.0,874000.0,9211000.0,,-9000.0,2129000.0,,,,,4889000.0,14553000.0,0.0,,,,-35903000.0,3930000.0,3846000.0,,,5989500.0,,,223796000.0,,52691000.0,1615000.0,,,3951000.0,0.64,254000.0,5820000.0,9000.0,2936000.0,6606000.0,9077000.0,,12787000.0,,,-24562000.0,,,,,,,2129000.0,3901000.0,36295000.0,,2387000.0,12787000.0,,,1259000.0,36295000.0,3466000.0,187893000.0,-13122000.0,7630000.0,,388000.0,801000.0,,321000.0,,207113000.0,,2853000.0,,2471000.0,5931000.0,,,,,423000.0,9077000.0,163633000.0,12618000.0,,-10457000.0,1544000.0,-89000.0,9211000.0,25379000.0,223796000.0,19674000.0,,3772000.0,3917000.0,-35903000.0,-10210000.0,,,,,,,,,,,,,,,,,,,,
1080691200,145783000.0,11977000.0,,,452000.0,0.12,81328000.0,,,,,,,220506000.0,,,2489000.0,,,,,,,,,4441000.0,,,,,768000.0,718000.0,,,718000.0,,,277000.0,,13312000.0,,,,,,6079500.0,-9102000.0,-795000.0,,715000.0,1580000.0,,,,,,,,,,3918000.0,1580000.0,,,11977000.0,1580000.0,,,,1457000.0,1348000.0,-4935000.0,,,211928000.0,,,,,167625000.0,,11080000.0,,,,33000.0,1376000.0,,,,,,,-100000.0,,,,,,,,,,,,,,52881000.0,1128000.0,,,4588000.0,,,,0.0,,6510000.0,8787000.0,,,,,,,,0.12,,,,,,,,,,,,1189000.0,,3201000.0,196010000.0,,7553000.0,,471000.0,,,267000.0,,,,,,2277000.0,5378000.0,,,,5875500.0,623000.0,8787000.0,,,,,2004000.0,,8578000.0,,231913000.0,21006000.0,,4176000.0,,-35903000.0,-9111000.0,,,,,,,,,,,,,,,,,,,,
1088553600,150023000.0,11732000.0,,,-587000.0,0.16,83202000.0,,,,,,,225040000.0,,,2632000.0,,,,,,,,,4725000.0,,,,,874000.0,959000.0,,,959000.0,,,-85000.0,,14100000.0,,,,,,6096000.0,-11300000.0,-821000.0,,959000.0,993000.0,,,,,,,,,,3936000.0,993000.0,,,11732000.0,993000.0,,,,1480000.0,-741000.0,-8676000.0,,,216264000.0,,,,,171713000.0,,5322000.0,,,,-106000.0,1150000.0,,,,,,,0.0,,,,,,,,,,,,,,53327000.0,1580000.0,,,4404000.0,,,,-4000.0,,6974000.0,9984000.0,,,,,,,,0.16,,,,,,,,,,,,1607000.0,,4103000.0,206252000.0,,7691000.0,,648000.0,,,308000.0,,,,,,3010000.0,8091000.0,,,,5895000.0,646000.0,9984000.0,,,,,92000.0,,8776000.0,,242155000.0,20861000.0,,2622000.0,,-35903000.0,-11298000.0,,,,,,,,,,,,,,,,,,,,
1096502400,152700000.0,11526000.0,,,169000.0,0.253333,83073000.0,,,,,,,226002000.0,,,2949000.0,,,,,,,,,3961000.0,,,,,955000.0,1480000.0,,,1480000.0,,,-6000.0,,15783000.0,,,,,,6109500.0,-3268000.0,-822000.0,,1480000.0,1162000.0,,,,,,,,,,3946000.0,1162000.0,,,11526000.0,1162000.0,,,,1493000.0,3756000.0,-3565000.0,,,214808000.0,,,,,171757000.0,,1762000.0,,,,-81000.0,2982000.0,,,,,,,0.0,,,,,,,,,,,,,,54245000.0,993000.0,,,2747000.0,,,,0.0,,6635000.0,10601000.0,,,,,,,,0.24,,,,,,,,,,,,2473000.0,,4970000.0,208364000.0,,8349000.0,,993000.0,,,260000.0,,,,,,3966000.0,3734000.0,,,,5916000.0,1683000.0,10601000.0,,,,,-4458000.0,,11194000.0,,244267000.0,18234000.0,,-297000.0,,-35903000.0,-3268000.0,,,,,,,,,,,,,,,,,,,,
1104451200,153181000.0,10295000.0,82356000.0,-3267000.0,55000.0,,82356000.0,3806000.0,4402000.0,,,,227380000.0,227380000.0,7294000.0,,3806000.0,,,54943000.0,1000.0,,,,,5972000.0,,,1117000.0,8765000.0,932000.0,1245000.0,,-28589000.0,1245000.0,,,-17000.0,,15590000.0,,,0.746667,,17244000.0,,-4919000.0,-829000.0,,1245000.0,1217000.0,1217000.0,169000.0,,,12766000.0,,2173000.0,,,3956000.0,1217000.0,18440000.0,212152000.0,10295000.0,1217000.0,11434000.0,16812000.0,153181000.0,1513000.0,9341000.0,14000.0,,-100000.0,217722000.0,1217000.0,,,-4000.0,172437000.0,1217000.0,840000.0,1128000.0,9658000.0,,23000.0,1331000.0,,,,,5943000.0,840000.0,0.0,,,,-39332000.0,2908000.0,4400000.0,,,6099000.0,,,251484000.0,,54943000.0,1162000.0,,,2173000.0,0.72,89000.0,5904000.0,0.0,5972000.0,6697000.0,10210000.0,,10295000.0,,,-28596000.0,,,,,,,1331000.0,3956000.0,39582000.0,,2892000.0,10295000.0,,,2025000.0,39582000.0,4545000.0,212152000.0,13704000.0,8765000.0,,780000.0,932000.0,,282000.0,,217722000.0,,379000.0,,3513000.0,41000.0,,,,,-44000.0,10210000.0,172437000.0,15590000.0,,-17162000.0,2741000.0,-131000.0,9658000.0,26816000.0,251484000.0,18440000.0,,4933000.0,4402000.0,-39332000.0,-4919000.0,,,,,,,,,,,,,,,,,,,,
1112227200,155116000.0,10966000.0,,,468000.0,0.16,82495000.0,,,,,,,229829000.0,,,3215000.0,,,,,,,,,6249000.0,,,,,911000.0,954000.0,,,954000.0,,,377000.0,,16322000.0,,,,,,6141000.0,-4848000.0,-843000.0,,954000.0,1685000.0,,,,,,,,,,3971000.0,1685000.0,,,10966000.0,1685000.0,,,,1481000.0,1257000.0,-1610000.0,,,221112000.0,,,,,174372000.0,,0.0,,,,21000.0,949000.0,,,,,,,,,,,,,,,,,,,,,55457000.0,1217000.0,,,1232000.0,,,,0.0,,7255000.0,9902000.0,,,,,,,,0.153333,,,,,,,,,,,,1594000.0,,3689000.0,216179000.0,,8876000.0,,640000.0,,,403000.0,,,,,,2647000.0,2074000.0,,,,5950500.0,636000.0,9902000.0,,,,,662000.0,,8717000.0,,255624000.0,18447000.0,,3242000.0,,-39445000.0,-4852000.0,,,,,,,,,,,,,,,,,,,,
1120089600,167332000.0,1466000.0,,,-168000.0,0.2,91630000.0,,,,,,,234571000.0,,,3584000.0,,,,,,,,,7176000.0,,,,,902000.0,1204000.0,,,1204000.0,,,-31000.0,,17177000.0,,,,,,6160500.0,-5392000.0,-864000.0,,1204000.0,1517000.0,,,,,,,,,,3986000.0,1517000.0,,,1466000.0,1517000.0,,,,1544000.0,-858000.0,-2001000.0,,,225299000.0,,,,,178546000.0,,327000.0,,,,9000.0,532000.0,,,,,,,,,,,,,,,,,,,,,56025000.0,1685000.0,,,1770000.0,,,,0.0,,7990000.0,11502000.0,,,,,,,,0.193333,,,,,,,,,,,,2009000.0,,4592000.0,220079000.0,,9216000.0,,805000.0,,,228000.0,,,,,,3512000.0,1833000.0,,,,5962500.0,801000.0,11502000.0,,,,,378000.0,,9272000.0,,259524000.0,10412000.0,,3391000.0,,-39445000.0,-5392000.0,,,,,,,,,,,,,,,,,,,,
1128038400,171636000.0,362000.0,,,-317000.0,0.28,92385000.0,,,,,,,241251000.0,,,4593000.0,,,,,,,,,8468000.0,,,,,936000.0,1679000.0,,,1679000.0,,,-15000.0,,17913000.0,,,,,,6187500.0,-4807000.0,-868000.0,,1679000.0,1200000.0,,,,,,,,,,4006000.0,1200000.0,,,362000.0,1200000.0,,,,1518000.0,-370000.0,-2677000.0,,,229749000.0,,,,,184056000.0,,4042000.0,,,,-34000.0,2176000.0,,,,,,,,,,,,,,,,,,,,,57195000.0,1517000.0,,,2794000.0,,,,0.0,,8100000.0,12380000.0,,,,,,,,0.273333,,,,,,,,,,,,2795000.0,,5379000.0,223690000.0,,10027000.0,,1116000.0,,,359000.0,,,,,,4280000.0,2358000.0,,,,5997000.0,1111000.0,12380000.0,,,,,-1709000.0,,11502000.0,,263022000.0,11624000.0,,2132000.0,,-39332000.0,-4809000.0,,,,,,,,,,,,,,,,,,,,
1135987200,173014000.0,2087000.0,92379000.0,-3470000.0,159000.0,,92379000.0,4281000.0,5035000.0,,,,243854000.0,243854000.0,8382000.0,,4281000.0,,,57813000.0,,,,,,7361000.0,,,1304000.0,10330000.0,1008000.0,1198000.0,,-20158000.0,1198000.0,,,-40000.0,,18573000.0,,,0.84,,6427000.0,,-5111000.0,-895000.0,,1198000.0,1359000.0,1359000.0,292000.0,,,13988000.0,,2790000.0,,,4014000.0,1359000.0,12238000.0,227566000.0,2087000.0,1359000.0,13873000.0,18353000.0,173014000.0,1578000.0,-354000.0,-3000.0,,,233448000.0,1359000.0,,,0.0,186041000.0,1359000.0,316000.0,1217000.0,10406000.0,,-71000.0,1384000.0,,,,,6121000.0,316000.0,,,,,-43280000.0,3104000.0,5035000.0,,,6181500.0,,,270846000.0,,57813000.0,1200000.0,,,2790000.0,0.813333,142000.0,5983500.0,0.0,7361000.0,7951000.0,11501000.0,,2087000.0,,,-20164000.0,,,,,,,1384000.0,4014000.0,45285000.0,,3347000.0,2087000.0,,,1984000.0,45285000.0,4695000.0,227566000.0,-325000.0,10330000.0,,786000.0,1008000.0,,314000.0,,233448000.0,,1593000.0,,3550000.0,162000.0,,,,,556000.0,11501000.0,186041000.0,18573000.0,,-6291000.0,2262000.0,-75000.0,10406000.0,31297000.0,270846000.0,12238000.0,,5108000.0,5035000.0,-43280000.0,-5111000.0,,,,,,,,,,,,,,,,,,,,
1143763200,176506000.0,1823000.0,,,-145000.0,0.166667,92270000.0,,,,,,,247724000.0,,,4014000.0,,,,,,,,,8759000.0,,,,,961000.0,996000.0,,,996000.0,,,411000.0,,19403000.0,,,,,,6217500.0,-6116000.0,-898000.0,,996000.0,1214000.0,,,,,,,,,,4020000.0,1214000.0,,,1823000.0,1214000.0,,,,1503000.0,2817000.0,-2660000.0,,,238438000.0,,,,,189650000.0,,311000.0,,,,46000.0,997000.0,,,,,,,,,,,,,,37000.0,,,,,,,58074000.0,1359000.0,,,1779000.0,,,,0.0,,7783000.0,10489000.0,,,,,,,,0.16,,,,,,,,,,,,1649000.0,,3871000.0,232586000.0,,10428000.0,,653000.0,,,163000.0,,,,,,2706000.0,2477000.0,,,,6027000.0,650000.0,10489000.0,,,,,718000.0,,9286000.0,,275866000.0,12361000.0,,3494000.0,,-43280000.0,-6154000.0,,,,,,,,,,,,,,,,,,,,
1151625600,182535000.0,5586000.0,,,321000.0,0.22,92229000.0,,,,,,,259293000.0,,,4400000.0,,,,,,,,,8591000.0,,,,,1061000.0,1360000.0,,,1360000.0,,,-32000.0,,20464000.0,,,,,,6238000.0,-10923000.0,-921000.0,,1360000.0,1535000.0,,,,,,,,,,6063000.0,1535000.0,,,5586000.0,1535000.0,,,,1583000.0,5481000.0,-8183000.0,,,248095000.0,,,,,200285000.0,,327000.0,,,,-99000.0,1056000.0,,,,,,,,,,,,,,,,,,,,,59008000.0,1214000.0,,,2796000.0,,,,-1000.0,,8249000.0,12013000.0,,,,,,,,0.22,,,,,,,,,,,,2234000.0,,4785000.0,242092000.0,,8842000.0,,874000.0,,,496000.0,,,,,,3764000.0,8501000.0,,,,6049000.0,870000.0,12013000.0,,,,,-422000.0,,11198000.0,,285372000.0,16973000.0,,2743000.0,,-43280000.0,-10926000.0,,,,,,,,,,,,,,,,,,,,
1159574400,185368000.0,7950000.0,,,698000.0,0.43,92114000.0,,,,,,,268041000.0,,,4615000.0,,,,,,,,,9425000.0,,,,,1046000.0,2607000.0,,,2607000.0,,,1291000.0,,21468000.0,,,,,,6247000.0,-6638000.0,-923000.0,,2607000.0,2233000.0,,,,,,,,,,6068000.0,2233000.0,,,7950000.0,2233000.0,,,,1643000.0,-8268000.0,-4314000.0,,,254585000.0,,,,,206697000.0,,383000.0,,,,15000.0,2399000.0,,,,,,,,,,,,,,,,,,,,,61344000.0,1535000.0,,,3183000.0,,,,1000.0,,8414000.0,12872000.0,,,,,,,,0.42,,,,,,,,,,,,4206000.0,,5695000.0,248619000.0,,10526000.0,,1599000.0,,,400000.0,,,,,,4458000.0,3676000.0,,,,6065000.0,1596000.0,12872000.0,,,,,-610000.0,,13456000.0,,291899000.0,20558000.0,,3660000.0,,-43280000.0,-7974000.0,,,,,,,,,,,,,,,,,,,,
1167523200,187673000.0,8216000.0,92073000.0,-3714000.0,-819000.0,,92073000.0,3416000.0,6071000.0,,,,269360000.0,269360000.0,9958000.0,,3416000.0,,,61800000.0,322000.0,,,,37000.0,8116000.0,,,1766000.0,10662000.0,1054000.0,1109000.0,,-29490000.0,1109000.0,,,-1346000.0,,22270000.0,,,1.0,,16822000.0,,-5813000.0,-972000.0,,1109000.0,1414000.0,1414000.0,325000.0,,,15682000.0,,2790000.0,,,6086000.0,1414000.0,19122000.0,253489000.0,8216000.0,1414000.0,12723000.0,20292000.0,187673000.0,1608000.0,12345000.0,-3010000.0,,,259115000.0,1414000.0,,,0.0,207560000.0,1414000.0,0.0,1359000.0,10245000.0,,-8000.0,1706000.0,,,,,6337000.0,0.0,,,,,-48084000.0,3711000.0,6071000.0,0.0,,6235000.0,,,301573000.0,,61800000.0,2233000.0,,,2790000.0,0.97,55000.0,6055000.0,0.0,8116000.0,8459000.0,13213000.0,,8216000.0,,,-30890000.0,,,,,,,1706000.0,6086000.0,48587000.0,,3887000.0,8216000.0,,,1869000.0,48587000.0,5942000.0,253489000.0,12375000.0,10662000.0,,760000.0,1054000.0,,707000.0,,259115000.0,289000.0,-380000.0,,4754000.0,2168000.0,,,,,595000.0,13213000.0,207560000.0,22270000.0,,-18167000.0,-66000.0,-46000.0,10245000.0,32905000.0,301573000.0,19122000.0,,2826000.0,6071000.0,-48084000.0,-5836000.0,,,,,,,,,,,,,,,,,,,,
1175299200,189730000.0,9463000.0,,,1157000.0,0.19,91958000.0,,,,,,,273800000.0,,,3781000.0,,,,,,,,,9474000.0,,,,,1022000.0,1156000.0,,,1156000.0,,,463000.0,,23359000.0,,,,,,6273000.0,-5039000.0,-977000.0,,1156000.0,2571000.0,,,,,,,,,,6120000.0,2571000.0,,,9463000.0,2571000.0,,,,1635000.0,1404000.0,-2274000.0,,,262932000.0,,,,,211517000.0,,0.0,,,,32000.0,1045000.0,,,,,,,,,,,,,,,,,,,,,62283000.0,1414000.0,,,2092000.0,,,,0.0,,8595000.0,11604000.0,,,,,,,,0.18,,,,,,,,,,,,1897000.0,,4221000.0,257090000.0,,10841000.0,,741000.0,,,272000.0,,,-28000.0,,,3009000.0,3425000.0,,,,6111000.0,882000.0,11604000.0,,,,,-451000.0,,10868000.0,,305174000.0,21029000.0,,2771000.0,,-48084000.0,-5045000.0,,,,,,,,,,,,,,,,,,,,
1183161600,193335000.0,1000.0,,,4906000.0,0.2,91917000.0,,,,,,,285660000.0,,,4018000.0,,,,,,,,,5702000.0,,,,,1056000.0,1271000.0,,,1271000.0,,,-42000.0,,24400000.0,,,,,,6623000.0,-6625000.0,-1017000.0,,1271000.0,7477000.0,,,,,,,,,,7140000.0,7477000.0,,,2444000.0,7477000.0,,,,1681000.0,2808000.0,-4673000.0,,,268179000.0,,,,,204670000.0,,0.0,,,,-34000.0,1533000.0,,,,,,,,,,,,,,,,,,,,,80990000.0,2571000.0,,,2436000.0,,,,0.0,,9130000.0,12913000.0,,,,,,,,0.19,,,,,,,,,,,,2135000.0,,5074000.0,262305000.0,,11095000.0,,864000.0,,,18419000.0,,,-40000.0,,,3783000.0,9563000.0,,,,6468000.0,964000.0,12913000.0,,,,,-1518000.0,,17481000.0,,310389000.0,10583000.0,,1968000.0,,-48084000.0,-6641000.0,,,,,,,,,,,,,,,,,,,,
