date,annualGoodwill,trailingNetIncome,annualTotalAssets,trailingPretaxIncome,quarterlyAccountsReceivable,quarterlyGoodwill,annualNetOtherInvestingChanges,quarterlyLongTermDebt,annualBasicAverageShares,annualRetainedEarnings,quarterlyChangeInCashSupplementalAsReported,quarterlyFreeCashFlow,annualPurchaseOfInvestment,annualAccountsReceivable,quarterlyCurrentAccruedExpenses,annualPretaxIncome,annualNetIncome,annualCashDividendsPaid,quarterlyTotalAssets,annualFreeCashFlow,quarterlyDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyNetIncome,annualAccountsPayable,trailingTotalRevenue,annualOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyDilutedAverageShares,annualLongTermDebt,annualDepreciationAndAmortization,annualOperatingIncome,annualEndCashPosition,annualBasicEPS,annualStockholdersEquity,quarterlyInvestingCashFlow,annualDilutedAverageShares,annualTaxProvision,quarterlyPurchaseOfInvestment,annualCurrentAccruedExpenses,quarterlyCurrentDebt,annualCashAndCashEquivalents,quarterlyInterestExpense,quarterlyInvestmentsAndAdvances,quarterlyCashDividendsPaid,quarterlyNetOtherFinancingCharges,quarterlyBasicEPS,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,annualOtherShortTermInvestments,annualCommonStockIssuance,annualSaleOfInvestment,annualOtherIntangibleAssets,annualRepurchaseOfCapitalStock,annualDilutedEPS,annualGainsLossesNotAffectingRetainedEarnings,quarterlyTotalLiabilitiesNetMinorityInterest,annualNetPPE,annualChangeInAccountPayable,annualOperatingCashFlow,trailingInterestExpense,quarterlyNetOtherInvestingChanges,annualNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,annualGrossPPE,trailingNetIncomeCommonStockholders,annualBeginningCashPosition,quarterlyChangesInAccountReceivables,annualInterestExpense,quarterlyOtherIntangibleAssets,quarterlyBasicAverageShares,quarterlyGainsLossesNotAffectingRetainedEarnings,annualCapitalExpenditure,quarterlySaleOfInvestment,quarterlyCapitalStock,annualRepaymentOfDebt,annualSellingGeneralAndAdministration,quarterlyCashAndCashEquivalents,quarterlyStockholdersEquity,quarterlyBeginningCashPosition,quarterlyRepaymentOfDebt,quarterlyAccountsPayable,quarterlyTaxProvision,quarterlyNetPPE,trailingTaxProvision,annualNetOtherFinancingCharges,annualCashFlowFromContinuingFinancingActivities,quarterlyStockBasedCompensation,quarterlyAccumulatedDepreciation,annualCapitalStock,annualNetIncomeContinuousOperations,annualPurchaseOfBusiness,annualTotalRevenue,annualStockBasedCompensation,annualCurrentDebt,annualAccumulatedDepreciation,quarterlyRetainedEarnings,annualTotalLiabilitiesNetMinorityInterest,quarterlyDilutedEPS,quarterlyGrossPPE,annualDeferredIncomeTax,trailingSellingGeneralAndAdministration,quarterlyOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyOtherShortTermInvestments,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,annualChangeInWorkingCapital,trailingNetIncomeContinuousOperations,quarterlyOperatingIncome,quarterlyTotalRevenue,annualChangesInAccountReceivables,quarterlyPretaxIncome,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingChangeInInventory,annualIncomeTaxPayable,annualCurrentLiabilities,quarterlyCurrentDeferredRevenue,trailingPurchaseOfBusiness,annualGrossProfit,annualInventory,annualOperatingExpense,trailingBeginningCashPosition,trailingGrossProfit,quarterlyNonCurrentDeferredTaxesLiabilities,annualResearchAndDevelopment,annualCurrentDeferredRevenue,trailingCashDividendsPaid,annualNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyNonCurrentDeferredRevenue,trailingChangeInCashSupplementalAsReported,trailingStockBasedCompensation,quarterlyResearchAndDevelopment,trailingCashFlowFromContinuingFinancingActivities,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingChangeInWorkingCapital,quarterlyCurrentLiabilities,trailingCapitalExpenditure,quarterlyOtherIncomeExpense,annualNonCurrentDeferredRevenue,trailingFreeCashFlow,annualTotalNonCurrentAssets,annualCashCashEquivalentsAndMarketableSecurities,annualCurrentAssets,trailingRepaymentOfDebt,trailingBasicAverageShares,annualOtherCurrentLiabilities,quarterlyGrossProfit,annualCostOfRevenue,quarterlyOtherCurrentAssets,trailingOtherIncomeExpense,trailingSaleOfInvestment,trailingRepurchaseOfCapitalStock,trailingDepreciationAndAmortization,trailingBasicEPS,trailingOperatingIncome,quarterlyTotalNonCurrentAssets,annualEbitda,trailingDeferredIncomeTax,trailingNetOtherInvestingChanges,annualOtherIncomeExpense,trailingCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyOtherNonCurrentLiabilities,trailingChangesInAccountReceivables,trailingOtherNonCashItems,trailingOperatingExpense,trailingPurchaseOfInvestment,trailingEndCashPosition,annualChangeInInventory,trailingNetOtherFinancingCharges,quarterlyIncomeTaxPayable,annualOtherCurrentAssets,quarterlyCostOfRevenue,trailingDilutedEPS,quarterlyOtherCurrentLiabilities,quarterlyOtherNonCurrentAssets,trailingDilutedAverageShares,quarterlyPurchaseOfBusiness,trailingResearchAndDevelopment,annualOtherNonCurrentLiabilities,trailingOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentAssets,trailingCommonStockIssuance,trailingChangeInAccountPayable,trailingInvestingCashFlow,annualOtherNonCurrentAssets,quarterlyEbitda
1970-01-01 00:00:01.262217600,528000000.0,,75431000000.0,,,528000000.0,-3000000.0,1512000000.0,1157352941.0,7243000000.0,125000000.0,705000000.0,-19812000000.0,,1407000000.0,1276000000.0,787000000.0,-279000000.0,75431000000.0,1297000000.0,38000000.0,164000000,-14057000000.0,164000000.0,,,-4000000.0,472000000.0,,1512000000.0,159000000.0,1276000000.0,8241000000.0,0.68,5073000000.0,-3869000000.0,1160000000.0,489000000.0,-5860000000.0,1407000000.0,,26614000000.0,22000000.0,29875000000.0,-70000000.0,1000000.0,,164000000.0,29875000000.0,8241000000.0,,,,7309000000.0,,0.0,0.68,-191000000.0,70358000000.0,641000000.0,,1437000000.0,,-3000000.0,787000000.0,2799000000.0,2259000000.0,,5442000000.0,,221000000.0,,,-191000000.0,-140000000.0,2516000000.0,14000000.0,-80000000.0,1941000000.0,26614000000.0,5073000000.0,8116000000.0,-1000000.0,,102000000.0,641000000.0,,-1000000.0,15419000000.0,21000000.0,-1618000000.0,14000000.0,787000000.0,0.0,4253000000.0,75000000.0,,-1618000000.0,7243000000.0,70358000000.0,,2259000000.0,16000000.0,,737000000.0,0.0,3257000000.0,-32000000.0,,15000000.0,,403000000.0,,266000000.0,1046000000.0,,266000000.0,498000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.269993600,,,,,,528000000.0,,1309000000.0,,,-1947000000.0,-618000000.0,,,1336000000.0,,,,78337000000.0,,37000000.0,119000000,,119000000.0,,,,516000000.0,1190000000.0,,,,,,,-4435000000.0,,,-7800000000.0,,,,65000000.0,32708000000.0,-72000000.0,2000000.0,0.1,119000000.0,,6294000000.0,,,,,,,,,72666000000.0,,,,,0.0,,,,,,,,,1190000000.0,-111000000.0,,3669000000.0,14000000.0,,,25800000000.0,5671000000.0,8241000000.0,-201000000.0,,79000000.0,628000000.0,,,,21000000.0,,,,,,,,,7177000000.0,,0.1,,,,-589000000.0,,3077000000.0,-29000000.0,,4000000.0,543000000.0,,,198000000.0,986000000.0,,198000000.0,-704000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.277856000,,,,,,528000000.0,,1308000000.0,,,3216000000.0,840000000.0,,,1400000000.0,,,,82295000000.0,,36000000.0,205000000,,205000000.0,,,,489000000.0,1205882353.0,,,,,,,-1416000000.0,,,-5248000000.0,,,,46000000.0,33574000000.0,-71000000.0,1000000.0,0.17,205000000.0,,9510000000.0,,,,,,,,,76416000000.0,,,,,4000000.0,,,,,,,,,1205882353.0,-65000000.0,,4082000000.0,14000000.0,,,28383000000.0,5879000000.0,6294000000.0,-2000000.0,,133000000.0,617000000.0,,,,22000000.0,,,,,,,,,7310000000.0,,0.17,,,,865000000.0,,3767000000.0,-25000000.0,,-6000000.0,0.0,,,338000000.0,1088000000.0,,338000000.0,579000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.285804800,,,,,,528000000.0,,2008000000.0,,,-3809000000.0,138000000.0,,,1260000000.0,,,,87298000000.0,,35000000.0,124000000,,124000000.0,,,,464000000.0,1240000000.0,,,,,,,-7551000000.0,,,-10892000000.0,,,,58000000.0,40748000000.0,-72000000.0,-5000000.0,0.1,124000000.0,,5701000000.0,,,,,,,,,81263000000.0,,,,,0.0,,,,,,,,,1240000000.0,3000000.0,,3762000000.0,14000000.0,,,25767000000.0,6035000000.0,9510000000.0,-1000000.0,,75000000.0,610000000.0,,,,21000000.0,,,,,,,,,7363000000.0,,0.1,,,,166000000.0,,3576000000.0,-28000000.0,,14000000.0,0.0,,,199000000.0,1066000000.0,,199000000.0,39000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.293753600,631000000.0,,92568000000.0,,,631000000.0,5000000.0,2006000000.0,1194736842.0,7409000000.0,-770000000.0,-498000000.0,-30603000000.0,,1496000000.0,779000000.0,454000000.0,-288000000.0,92568000000.0,-138000000.0,38000000.0,119000000,-15410000000.0,119000000.0,,,35000000.0,827000000.0,,2006000000.0,146000000.0,779000000.0,4931000000.0,0.38,6226000000.0,-2008000000.0,1194736842.0,325000000.0,-6663000000.0,1496000000.0,,27680000000.0,229000000.0,42092000000.0,-73000000.0,-3000000.0,,119000000.0,42092000000.0,4931000000.0,,,543000000.0,16804000000.0,,0.0,0.38,16000000.0,86342000000.0,624000000.0,,-9000000.0,,1000000.0,454000000.0,-3310000000.0,2308000000.0,,8241000000.0,,199000000.0,,,16000000.0,-129000000.0,5291000000.0,14000000.0,-205000000.0,2296000000.0,27680000000.0,6226000000.0,5701000000.0,-1000000.0,,110000000.0,624000000.0,,-5000000.0,12109000000.0,23000000.0,-1684000000.0,14000000.0,454000000.0,-44000000.0,4311000000.0,87000000.0,,-1684000000.0,7409000000.0,86342000000.0,,2308000000.0,-51000000.0,,-451000000.0,,1689000000.0,-47000000.0,,23000000.0,0.0,-668000000.0,,30000000.0,972000000.0,,229000000.0,-582000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.301529600,,,,,,631000000.0,,2005000000.0,,,617000000.0,1265000000.0,,,1400000000.0,,,,94883000000.0,,35000000.0,243000000,,243000000.0,,,,553000000.0,1215000000.0,,,,,,,-1386000000.0,,,-3716000000.0,,,,45000000.0,43078000000.0,-72000000.0,8000000.0,0.2,243000000.0,,5548000000.0,,,,,,,,,88396000000.0,,,,,1000000.0,,,,,,,,,1215000000.0,34000000.0,,2781000000.0,14000000.0,,,28619000000.0,6487000000.0,4931000000.0,-1000000.0,33732000000.0,151000000.0,627000000.0,,,,23000000.0,,,,,,,,,7580000000.0,,0.2,,,,1303000000.0,,700000000.0,-38000000.0,,19000000.0,0.0,,,394000000.0,1218000000.0,,394000000.0,819000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.309392000,,,,,,631000000.0,,2004000000.0,,,918000000.0,576000000.0,,,1222000000.0,,,,97572000000.0,,33000000.0,238000000,,238000000.0,,,,535000000.0,1210000000.0,,,,,,,-681000000.0,,,-3451000000.0,,,,45000000.0,43417000000.0,-73000000.0,2000000.0,0.2,238000000.0,,6466000000.0,,,,,,,,,90838000000.0,,,,,5000000.0,,,,,,,,,1190000000.0,45000000.0,,3143000000.0,14000000.0,,,30308000000.0,6734000000.0,5548000000.0,-2000000.0,35273000000.0,148000000.0,639000000.0,,,,24000000.0,,,,,,,,,7745000000.0,,0.2,,,,615000000.0,,984000000.0,-39000000.0,,19000000.0,0.0,,,386000000.0,1193000000.0,,386000000.0,316000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.317340800,,,,,,1138000000.0,,2002000000.0,,,-90000000.0,34000000.0,,,1218000000.0,,,,102906000000.0,,39000000.0,220000000,,220000000.0,,,,527000000.0,1229000000.0,,,,,,,-1754000000.0,,,-4499000000.0,,,,44000000.0,45185000000.0,-73000000.0,0.0,0.18,220000000.0,,6376000000.0,,,,,,,,,95251000000.0,,,,,89000000.0,,,,,,,,332000000.0,1229000000.0,56000000.0,,2960000000.0,15000000.0,,,33385000000.0,7655000000.0,6466000000.0,-112000000.0,37953000000.0,140000000.0,665000000.0,,,,26000000.0,,,,,,,,,7892000000.0,,0.18,,,,94000000.0,,1570000000.0,-60000000.0,,21000000.0,0.0,,,360000000.0,1202000000.0,,360000000.0,-210000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.325289600,1161000000.0,,108553000000.0,,,1161000000.0,7000000.0,2001000000.0,1229000000.0,7978000000.0,2303000000.0,409000000.0,-20687000000.0,,1397000000.0,1392000000.0,864000000.0,-295000000.0,108553000000.0,2284000000.0,48000000.0,163000000,-8667000000.0,163000000.0,36587000000.0,,9000000.0,565000000.0,,2001000000.0,155000000.0,1392000000.0,8679000000.0,0.7,7714000000.0,-4846000000.0,1229000000.0,528000000.0,-9021000000.0,1397000000.0,,8679000000.0,41000000.0,49666000000.0,-77000000.0,-8000000.0,,163000000.0,49666000000.0,8679000000.0,,,0.0,13264000000.0,326000000.0,,0.7,8000000.0,100839000000.0,685000000.0,,2464000000.0,,-88000000.0,864000000.0,3748000000.0,2487000000.0,,4931000000.0,,175000000.0,326000000.0,,8000000.0,-180000000.0,4380000000.0,15000000.0,-116000000.0,2180000000.0,8679000000.0,7714000000.0,6376000000.0,-1000000.0,36587000000.0,89000000.0,685000000.0,,2000000.0,9951000000.0,26000000.0,-1802000000.0,15000000.0,864000000.0,54000000.0,4740000000.0,99000000.0,,-1802000000.0,7978000000.0,100839000000.0,,2487000000.0,,,452000000.0,,6697000000.0,-43000000.0,,-50000000.0,0.0,971000000.0,,252000000.0,1127000000.0,,252000000.0,46000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.333152000,,,,,,1164000000.0,,2000000000.0,,,-1885000000.0,56000000.0,,,1310000000.0,,,,111482000000.0,,48000000.0,195000000,,195000000.0,,,,590000000.0,1273000000.0,,,,,,,-3720000000.0,,,-8029000000.0,,,,38000000.0,53229000000.0,-77000000.0,1000000.0,0.15,195000000.0,,6794000000.0,,,,,,,,,103145000000.0,,,,,0.0,,,,,,,,316000000.0,1273000000.0,76000000.0,,4317000000.0,409000000.0,,,33699000000.0,8337000000.0,8679000000.0,-1000000.0,37576000000.0,118000000.0,684000000.0,,,,25000000.0,,,,,,,,,8097000000.0,,0.15,,,,98000000.0,,1737000000.0,-42000000.0,,95000000.0,,,,313000000.0,1207000000.0,,313000000.0,-259000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.341014400,,,,,,1165000000.0,,1999000000.0,,,1295000000.0,-364000000.0,,,1285000000.0,,,,111816000000.0,,48000000.0,275000000,,275000000.0,,,,558000000.0,1274000000.0,,,,,,,-2768000000.0,,,-9114000000.0,,,,39000000.0,55980000000.0,-77000000.0,-1000000.0,0.2,261000000.0,,8089000000.0,,,,,,,,,102706000000.0,,,,,0.0,,,,,,,,304000000.0,1274000000.0,154000000.0,,6476000000.0,878000000.0,,,30812000000.0,9110000000.0,6794000000.0,-2000000.0,33165000000.0,157000000.0,677000000.0,,,,29000000.0,,,,,,,,,8280000000.0,,0.2,,,,-330000000.0,,4393000000.0,-34000000.0,,86000000.0,,,,432000000.0,1294000000.0,,432000000.0,-791000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.348963200,,,,,,1159000000.0,,1776000000.0,,,434000000.0,574000000.0,,,1455000000.0,,,,117658000000.0,,50000000.0,247000000,,247000000.0,,,,544000000.0,1275000000.0,,,,,,,-2354000000.0,,,-7366000000.0,,,,39000000.0,58573000000.0,-98000000.0,-19000000.0,0.19,238000000.0,,8523000000.0,,,,,,,,,108193000000.0,,,,,10000000.0,,,,,,,,292000000.0,1275000000.0,312000000.0,,5289000000.0,879000000.0,,,33564000000.0,9465000000.0,8089000000.0,-204000000.0,,114000000.0,672000000.0,,,,25000000.0,,,,,,,,,8442000000.0,,0.19,,,,605000000.0,,2183000000.0,-31000000.0,,3000000.0,,,,361000000.0,1209000000.0,,361000000.0,200000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.356912000,1228000000.0,,133637000000.0,,14025000000.0,1228000000.0,3000000.0,1537000000.0,1279710145.0,8554000000.0,4140000000.0,852000000.0,-37713000000.0,14025000000.0,1641000000.0,1450000000.0,928000000.0,-337000000.0,133637000000.0,1118000000.0,50000000.0,211000000,-16260000000.0,211000000.0,41398000000.0,,98000000.0,572000000.0,1278000000.0,1537000000.0,196000000.0,1194000000.0,12663000000.0,0.69,9589000000.0,-7418000000.0,1279710145.0,522000000.0,-13204000000.0,1641000000.0,,12663000000.0,34000000.0,65012000000.0,-85000000.0,-5000000.0,0.15,189000000.0,65012000000.0,12663000000.0,,46123000000.0,0.0,22656000000.0,319000000.0,,0.69,298000000.0,124048000000.0,675000000.0,4950000000.0,1266000000.0,,-7000000.0,883000000.0,3984000000.0,2502000000.0,,8679000000.0,,150000000.0,319000000.0,1260000000.0,298000000.0,-148000000.0,6574000000.0,880000000.0,-732000000.0,2264000000.0,12663000000.0,9589000000.0,8523000000.0,-525000000.0,41398000000.0,133000000.0,675000000.0,,-24000000.0,18978000000.0,26000000.0,-1827000000.0,880000000.0,928000000.0,,4899000000.0,105000000.0,,-1827000000.0,8554000000.0,124048000000.0,0.15,2502000000.0,5000000.0,,893000000.0,,10665000000.0,-41000000.0,46123000000.0,94000000.0,,-336000000.0,,297000000.0,1217000000.0,-2391000000.0,344000000.0,514000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.364688000,,,,,12454000000.0,1231000000.0,,1631000000.0,,,-5732000000.0,-417000000.0,,,1453000000.0,,,,133324000000.0,,51000000.0,206000000,,206000000.0,,,,664000000.0,1320000000.0,,,,,,,-8035000000.0,,,-12734000000.0,,,,28000000.0,72274000000.0,-98000000.0,-1000000.0,0.15,198000000.0,,6931000000.0,-3442000000.0,,,,,,,,123548000000.0,,,,,2000000.0,,,,,,1003000000.0,,302000000.0,1320000000.0,300000000.0,,5276000000.0,881000000.0,,,6931000000.0,9776000000.0,12663000000.0,-302000000.0,38040000000.0,125000000.0,681000000.0,,,,37000000.0,,,,,,,,,8674000000.0,,0.15,,,,-368000000.0,,2671000000.0,-49000000.0,48809000000.0,7000000.0,,,,331000000.0,1296000000.0,,331000000.0,-723000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.372550400,,,,,12825000000.0,1231000000.0,,1630000000.0,,,-697000000.0,470000000.0,,,1210000000.0,,,,135907000000.0,,51000000.0,256000000,,256000000.0,,,,617000000.0,1294444444.0,,,,,,,-3117000000.0,,,-9767000000.0,,,,26000000.0,74720000000.0,-86000000.0,-2000000.0,0.18,233000000.0,,6234000000.0,-36000000.0,,,,,,,,126187000000.0,,,,,0.0,,,,,,-372000000.0,,290000000.0,1294444444.0,3000000.0,,7158000000.0,882000000.0,,,6234000000.0,9720000000.0,6931000000.0,-1000000.0,39002000000.0,156000000.0,711000000.0,,,,22000000.0,,,,,,,,,8830000000.0,,0.18,,,,532000000.0,,1888000000.0,-62000000.0,48414000000.0,13000000.0,,,,412000000.0,1336000000.0,,412000000.0,140000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.380499200,,,,,13124000000.0,1227000000.0,,1814000000.0,,,1128000000.0,596000000.0,,,1328000000.0,,,,140211000000.0,,51000000.0,290000000,,290000000.0,,,,594000000.0,1296000000.0,,,,,,,-6605000000.0,,,-10851000000.0,,,,25000000.0,80566000000.0,-99000000.0,-4000000.0,0.22,282000000.0,,7362000000.0,-2320000000.0,,,,,,,,130158000000.0,,,,,0.0,,,,,,-299000000.0,,278000000.0,1281818182.0,46000000.0,,4650000000.0,883000000.0,,,7362000000.0,10053000000.0,6234000000.0,-1000000.0,35739000000.0,174000000.0,738000000.0,,,,24000000.0,,,,,,,,,9034000000.0,,0.22,,,,661000000.0,,7072000000.0,-65000000.0,51865000000.0,3000000.0,,,,464000000.0,1369000000.0,,464000000.0,259000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.388448000,1227000000.0,,143642000000.0,,14450000000.0,1227000000.0,2000000.0,1814000000.0,1294871795.0,9253000000.0,366000000.0,758000000.0,-39003000000.0,14450000000.0,1586000000.0,1705000000.0,1071000000.0,-368000000.0,143642000000.0,1407000000.0,49000000.0,319000000,-20050000000.0,319000000.0,36800000000.0,,15000000.0,629000000.0,1304000000.0,1814000000.0,202000000.0,1705000000.0,7728000000.0,0.78,10381000000.0,-2293000000.0,1294871795.0,634000000.0,-5651000000.0,1586000000.0,,7728000000.0,26000000.0,82512000000.0,-85000000.0,12000000.0,0.23,297000000.0,82512000000.0,7728000000.0,801000000.0,51618000000.0,,20834000000.0,266000000.0,,0.78,9000000.0,133261000000.0,790000000.0,-4997000000.0,1656000000.0,,0.0,1010000000.0,-4935000000.0,2580000000.0,,12663000000.0,-828000000.0,105000000.0,266000000.0,1291304348.0,9000000.0,-249000000.0,3750000000.0,884000000.0,-306000000.0,2504000000.0,7728000000.0,10381000000.0,7362000000.0,-2000000.0,36800000000.0,179000000.0,790000000.0,,5000000.0,13459000000.0,33000000.0,-1790000000.0,884000000.0,1071000000.0,,5434000000.0,116000000.0,,-1790000000.0,9253000000.0,133261000000.0,0.23,2580000000.0,-21000000.0,,831000000.0,,1828000000.0,-73000000.0,51618000000.0,-8000000.0,,102000000.0,,498000000.0,1433000000.0,-496000000.0,498000000.0,426000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.396224000,,,,,14571000000.0,1227000000.0,,1902000000.0,,,-555000000.0,16000000.0,,,1532000000.0,,,,144066000000.0,,48000000.0,326000000,,326000000.0,,,,647000000.0,1325000000.0,,,,,,,-3210000000.0,,,-6521000000.0,,,,26000000.0,85659000000.0,-100000000.0,4000000.0,0.24,318000000.0,,7173000000.0,-3025000000.0,,,,,,,,133251000000.0,,,,,-8000000.0,,,,,,-622000000.0,,255000000.0,1325000000.0,108000000.0,,3543000000.0,885000000.0,,,7173000000.0,10815000000.0,7728000000.0,-2000000.0,34226000000.0,196000000.0,820000000.0,,,,29000000.0,,,,,,,,,9492000000.0,,0.24,,,,69000000.0,,2586000000.0,-53000000.0,53080000000.0,2000000.0,,,,522000000.0,1479000000.0,,522000000.0,-364000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.404086400,,,,,14670000000.0,1227000000.0,,1901000000.0,,,-341000000.0,320000000.0,,,1433000000.0,,,,143401000000.0,,48000000.0,324000000,,324000000.0,,,,642000000.0,1313043478.0,,,,,,,-800000000.0,,,-3227000000.0,,,,26000000.0,86281000000.0,-86000000.0,2000000.0,0.23,302000000.0,,6832000000.0,-824000000.0,,,,,,,,132231000000.0,,,,,0.0,,,,,,-100000000.0,,244000000.0,1313043478.0,186000000.0,,2828000000.0,886000000.0,,,6832000000.0,11170000000.0,7173000000.0,-2000000.0,33209000000.0,197000000.0,883000000.0,,,,25000000.0,,,,,,,,,9715000000.0,,0.23,,,,432000000.0,,27000000.0,-112000000.0,53203000000.0,5000000.0,,,,521000000.0,1471000000.0,,521000000.0,6000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.412035200,,,,,15416000000.0,1227000000.0,,1900000000.0,,,1756000000.0,842000000.0,,,1496000000.0,,,,147444000000.0,,49000000.0,321000000,,321000000.0,,,,707000000.0,1316000000.0,,,,,,,-846000000.0,,,-6420000000.0,,,,27000000.0,86780000000.0,-100000000.0,2000000.0,0.24,312000000.0,,8588000000.0,1647000000.0,,,,,,,,135971000000.0,,,,,0.0,,,,,,-747000000.0,,233000000.0,1300000000.0,163000000.0,,5931000000.0,887000000.0,,,8588000000.0,11473000000.0,6832000000.0,-1000000.0,35230000000.0,197000000.0,991000000.0,,,,26000000.0,,,,,,,,,9949000000.0,,0.24,,,,987000000.0,,1615000000.0,-145000000.0,52201000000.0,-12000000.0,,,,518000000.0,1550000000.0,,518000000.0,570000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
