,annualOperatingIncome,trailingCommonStockIssuance,annualAccountsPayable,trailingFreeCashFlow,trailingOperatingIncome,quarterlyOtherNonCashItems,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyDepreciationAndAmortization,quarterlyDilutedAverageShares,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualBasicAverageShares,annualEndCashPosition,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalLiabilitiesNetMinorityInterest,annualTaxProvision,annualChangeInWorkingCapital,annualOtherCurrentAssets,trailingCostOfRevenue,trailingTotalRevenue,quarterlyRetainedEarnings,quarterlyPurchaseOfInvestment,quarterlyTotalRevenue,annualNetIncomeContinuousOperations,trailingTaxProvision,trailingEndCashPosition,quarterlyOperatingIncome,annualCashAndCashEquivalents,trailingPretaxIncome,annualNetOtherInvestingChanges,quarterlyTotalLiabilitiesNetMinorityInterest,annualCurrentDebt,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,annualPretaxIncome,quarterlyFreeCashFlow,annualFreeCashFlow,annualCostOfRevenue,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,annualBasicEPS,annualCashDividendsPaid,annualNetIncome,annualDilutedAverageShares,annualOtherNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualTotalAssets,annualOtherNonCashItems,quarterlyBasicEPS,annualCurrentAssets,annualStockholdersEquity,annualRepurchaseOfCapitalStock,quarterlyOtherCurrentAssets,annualLongTermDebt,quarterlyCurrentAccruedExpenses,annualNetIncomeCommonStockholders,quarterlyCostOfRevenue,quarterlyAccountsReceivable,annualCurrentLiabilities,annualDepreciationAndAmortization,trailingNetIncomeCommonStockholders,trailingNetOtherInvestingChanges,annualDilutedEPS,quarterlyStockholdersEquity,annualRetainedEarnings,quarterlyNetOtherInvestingChanges,annualCurrentAccruedExpenses,quarterlyGoodwill,quarterlyInvestmentsAndAdvances,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,annualCommonStockIssuance,quarterlyOtherIncomeExpense,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualAccountsReceivable,trailingOperatingCashFlow,trailingRepurchaseOfCapitalStock,quarterlyOperatingExpense,quarterlyInventory,quarterlyGrossProfit,annualOtherIncomeExpense,annualOperatingCashFlow,annualTotalNonCurrentAssets,annualNetPPE,quarterlyCashAndCashEquivalents,trailingGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,quarterlyCashCashEquivalentsAndMarketableSecurities,annualGrossProfit,quarterlyRepaymentOfDebt,trailingRepaymentOfDebt,quarterlyCapitalStock,quarterlyBeginningCashPosition,annualCashFlowFromContinuingFinancingActivities,annualEbitda,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyTaxProvision,quarterlyNetPPE,trailingChangeInCashSupplementalAsReported,quarterlyBasicAverageShares,annualGrossPPE,quarterlyChangesInAccountReceivables,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,quarterlyCapitalExpenditure,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,annualIncomeTaxPayable,annualPurchaseOfBusiness,trailingOtherNonCashItems,annualBeginningCashPosition,quarterlyNetOtherFinancingCharges,trailingOtherIncomeExpense,annualOtherNonCurrentLiabilities,quarterlySaleOfInvestment,quarterlyIncomeTaxPayable,trailingOperatingExpense,trailingInvestingCashFlow,trailingDeferredIncomeTax,annualCapitalExpenditure,trailingCapitalExpenditure,quarterlyGrossPPE,annualOperatingExpense,annualAccumulatedDepreciation,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,annualDeferredIncomeTax,annualInvestingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,annualNonCurrentDeferredTaxesLiabilities,trailingCashDividendsPaid,trailingNetIncome,quarterlyOtherCurrentLiabilities,trailingNetIncomeContinuousOperations,annualChangesInAccountReceivables,annualNonCurrentDeferredRevenue,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,quarterlyDilutedEPS,quarterlyStockBasedCompensation,trailingStockBasedCompensation,annualNetOtherFinancingCharges,quarterlyCommonStockIssuance,annualChangeInCashSupplementalAsReported,annualInventory,quarterlyEbitda,trailingChangeInWorkingCapital,annualInterestExpense,annualRepaymentOfDebt,annualGoodwill,annualPurchaseOfInvestment,annualCapitalStock,annualStockBasedCompensation,annualTotalRevenue,trailingChangeInInventory,quarterlyCurrentDeferredRevenue,annualResearchAndDevelopment,annualCurrentDeferredRevenue,trailingSellingGeneralAndAdministration,quarterlyResearchAndDevelopment,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,trailingBasicAverageShares,trailingSaleOfInvestment,annualSellingGeneralAndAdministration,quarterlyChangeInAccountPayable,trailingBasicEPS,annualOtherShortTermInvestments,quarterlyChangeInInventory,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualChangeInInventory,quarterlyOtherShortTermInvestments,trailingDilutedEPS,trailingDilutedAverageShares,quarterlySellingGeneralAndAdministration,trailingInterestExpense,trailingResearchAndDevelopment,trailingChangeInAccountPayable
1199059200,216016000.0,,45801000.0,,,1012000.0,,-16657000.0,115511000.0,183212000.0,,,,,166017500.0,14540000.0,,2248635000.0,60528000.0,-10581000.0,9247000.0,,,350364000.0,,149083000.0,95014000.0,,,52154000.0,14540000.0,,-54678000.0,2248635000.0,23927000.0,24911000.0,,155542000.0,-1402000.0,-43972000.0,,3111401000.0,3226912000.0,0.576,-63763000.0,95014000.0,167002500.0,76621000.0,2052963000.0,24911000.0,24911000.0,3226912000.0,4320000.0,,115511000.0,976298000.0,-863000.0,9247000.0,1215053000.0,113484000.0,95014000.0,,82921000.0,183212000.0,,,,0.568,976298000.0,350364000.0,-15968000.0,113484000.0,,,1215053000.0,307651000.0,,17724000.0,2846000.0,-91271000.0,14540000.0,82921000.0,,,96929000.0,8803000.0,149083000.0,3494000.0,194168000.0,3111401000.0,2792794000.0,14540000.0,,14540000.0,14540000.0,602499000.0,,,67050000.0,15582000.0,120377000.0,304027000.0,,39007000.0,14096000.0,2792794000.0,,,3573996000.0,,16828000.0,,29274000.0,23927000.0,-62357000.0,,76621000.0,-781202000.0,,,,44039000.0,12104000.0,,2052963000.0,,,,,,-238140000.0,,3573996000.0,386483000.0,-781202000.0,-1042000.0,60955000.0,21993000.0,-344044000.0,-21000.0,,,5210000.0,14132000.0,,307651000.0,,,23927000.0,,,,45801000.0,,23927000.0,,,,,5432000.0,3205000.0,-29499000.0,8803000.0,74905000.0,,66921000.0,,,,67050000.0,,602499000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1206921600,,,,,,978000.0,,-16678000.0,110119000.0,174461000.0,,167462500.0,,,,,,,,,,,,348007000.0,,139283000.0,,,,40216000.0,,,,2243139000.0,,14321000.0,,,-12593000.0,,,3115764000.0,3225883000.0,,,,,,2056199000.0,14321000.0,14321000.0,,,0.088,,,,9771000.0,,139085000.0,,,73674000.0,,,,,,980715000.0,,18062000.0,,,,1213640000.0,307966000.0,,,956000.0,-38405000.0,16509000.0,,,,99067000.0,10165000.0,139283000.0,,,,,16509000.0,,,16509000.0,,,,67167000.0,14540000.0,,,,24042000.0,9721000.0,2802123000.0,,166768750.0,,,17130000.0,,-3500000.0,11956000.0,-56467000.0,,75503000.0,-797170000.0,,,,,3663000.0,,,,,,,,,,3599293000.0,,,1969000.0,43874000.0,,,-283000.0,,,5278000.0,1672000.0,,,,,11956000.0,,,,23420000.0,,,,0.088,,,,3279000.0,,,62870000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214784000,,,,,,1051000.0,,-16705000.0,119862000.0,163564000.0,,167575000.0,,,,,,,,,,,,353854000.0,,150751000.0,,,,53129000.0,,,,2270027000.0,,22552000.0,,,-19941000.0,,,3174375000.0,3294237000.0,,,,,,2093729000.0,22552000.0,22552000.0,,,0.136,,,,12286000.0,,128306000.0,,,81864000.0,,,,,,1022114000.0,,-3936000.0,,,,1212423000.0,326990000.0,,,553000.0,-42532000.0,14800000.0,,,,97622000.0,10912000.0,150751000.0,,,,,14800000.0,,,14800000.0,,,,67778000.0,16509000.0,,,,37719000.0,15167000.0,2872247000.0,,167103750.0,,,17063000.0,,6708000.0,7002000.0,-54056000.0,,62568000.0,-814323000.0,,,,,9625000.0,,,,,,,,,,3686570000.0,,,-1709000.0,34115000.0,,,-12000.0,,,-30103000.0,18508000.0,,,,,7002000.0,,,,28256000.0,189000.0,,,0.136,,,,25897000.0,,,74760000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222732800,,,,,,913000.0,,-16875000.0,129871000.0,218283000.0,,169098750.0,,,,,,,,,,,,354112000.0,,177098000.0,,,,74574000.0,,,,2333880000.0,,35380000.0,,,562000.0,,,3234168000.0,3364039000.0,,,,,,2102835000.0,35380000.0,35380000.0,,,0.208,,,,8693000.0,,180359000.0,,,94086000.0,,,,,,1028019000.0,,-12042000.0,,,,1211388000.0,341875000.0,,,532000.0,-85738000.0,15968000.0,,,,102524000.0,11124000.0,177098000.0,,,,,15968000.0,,,15968000.0,,,,67924000.0,14800000.0,,,,59068000.0,23688000.0,2922516000.0,,168665000.0,,,17014000.0,,8804000.0,7123000.0,-77540000.0,,60268000.0,-837180000.0,,,,,166000.0,,,,,,,,,,3759696000.0,,,1168000.0,78102000.0,,,-3000.0,,,11779000.0,14378000.0,,,,,7123000.0,,,,30801000.0,-16000.0,,,0.208,,,,2730000.0,,,99198000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230681600,225801000.0,,50044000.0,,,7740000.0,-14000.0,-18246000.0,121041000.0,193171000.0,,,,,167877500.0,14944000.0,,2424395000.0,64584000.0,-21445000.0,11752000.0,,,379778000.0,,159840000.0,97918000.0,,,57882000.0,14944000.0,,22475000.0,2424395000.0,7297000.0,25665000.0,,162502000.0,-13940000.0,-45912000.0,,3363981000.0,3485022000.0,0.584,-68504000.0,97918000.0,168381250.0,52931000.0,2216253000.0,25665000.0,25665000.0,3485022000.0,10682000.0,,121041000.0,1058446000.0,-397000.0,11752000.0,1248104000.0,135830000.0,97918000.0,,84523000.0,193171000.0,,,,0.584,1058446000.0,379778000.0,20391000.0,135830000.0,,,1248104000.0,355166000.0,,46589000.0,514000.0,-72096000.0,14944000.0,84523000.0,,,101958000.0,9822000.0,159840000.0,1599000.0,221506000.0,3363981000.0,2997383000.0,14944000.0,,14944000.0,14944000.0,626972000.0,,,68026000.0,15968000.0,17669000.0,320101000.0,,41673000.0,16008000.0,2997383000.0,,,3848419000.0,,17365000.0,,5657000.0,7297000.0,-79355000.0,,52931000.0,-851036000.0,,,,14540000.0,-4919000.0,,2216253000.0,,,,,,-267418000.0,,3848419000.0,401171000.0,-851036000.0,-1024000.0,65415000.0,45768000.0,-238771000.0,-99000.0,,,-8399000.0,11210000.0,,355166000.0,,,7297000.0,,,,50044000.0,-14000.0,7297000.0,,,,,8535000.0,14683000.0,404000.0,9822000.0,83273000.0,,68572000.0,,,,68026000.0,,626972000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1238457600,,,,,,1494000.0,,-18283000.0,114731000.0,192035000.0,29142000.0,169845000.0,,,,,2224909000.0,,,,,,,379866000.0,-29000.0,154487000.0,,,,46766000.0,,,,2416944000.0,,18371000.0,,,807000.0,,,3367238000.0,3481969000.0,,,,,,618224000.0,18371000.0,18371000.0,,,0.112,,,,0.0,,35345000.0,,0.0,77280000.0,,,,,,1062794000.0,,-758000.0,,40842000.0,28611000.0,1226232000.0,365525000.0,,,758000.0,-38631000.0,16744000.0,,,,107721000.0,9358000.0,154487000.0,,,,,16744000.0,,,16744000.0,,-11661000.0,,68170000.0,14944000.0,,,-290000.0,30896000.0,12525000.0,3026696000.0,,169257500.0,,,16628000.0,,-22265000.0,111940000.0,-61889000.0,,0.0,-870944000.0,,,,,180000.0,,,24335000.0,,,,,,,3897640000.0,,,1800000.0,62696000.0,,,-300000.0,,,4702000.0,8391000.0,,,,,0.0,,,,27157000.0,23000.0,,,0.112,729000.0,,,2879000.0,,,76666000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246320000,,,,,,1622000.0,,-18313000.0,122530000.0,205772000.0,28036000.0,169923750.0,,,,,2246769000.0,,,,,,,387406000.0,-4872000.0,167333000.0,,,,58864000.0,,,,2452541000.0,,25853000.0,,,-12562000.0,,,3407734000.0,3530264000.0,,,,,,616060000.0,25853000.0,25853000.0,,,0.152,,,,0.0,,39774000.0,,0.0,84851000.0,,,,,,1075441000.0,,-777000.0,,40842000.0,24519000.0,1227744000.0,375907000.0,,,648000.0,-50106000.0,13822000.0,,,,108469000.0,9723000.0,167333000.0,,,,,13822000.0,,,13822000.0,,683000.0,,68297000.0,16744000.0,,,-880000.0,42703000.0,16850000.0,3060481000.0,,169538750.0,,,16809000.0,,3331000.0,124737000.0,-56415000.0,,0.0,-893836000.0,,,,,1130000.0,,,8964000.0,,,,,,,3954317000.0,,,-2922000.0,43853000.0,,,0.0,,,-21497000.0,9827000.0,,,,,0.0,,,,29521000.0,260000.0,,,0.152,1101000.0,,,3017000.0,,,87548000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254268800,,,,,,1492000.0,,-18373000.0,124882000.0,230067000.0,28465000.0,170325000.0,,,,,2316666000.0,,,,,,,382744000.0,-54821000.0,180826000.0,,,,71455000.0,,,,2546733000.0,,33470000.0,,,-2226000.0,,,3499759000.0,3624641000.0,,,,,,631788000.0,33470000.0,33470000.0,,,0.2,,,,0.0,,37494000.0,,0.0,86075000.0,,,,,,1077356000.0,,-1969000.0,,42874000.0,38623000.0,1265404000.0,391851000.0,,,909000.0,-94897000.0,18015000.0,,,,109371000.0,10277000.0,180826000.0,,,,,18015000.0,,,18015000.0,,-1640000.0,,68470000.0,13822000.0,,,-353000.0,55108000.0,21638000.0,3132352000.0,,169968750.0,,,17256000.0,,24734000.0,131394000.0,-76582000.0,,367407000.0,-924710000.0,,,,,-7809000.0,,,40717000.0,15110000.0,,,,,,4057062000.0,,,4193000.0,74356000.0,,,-2000.0,,,-5183000.0,15390000.0,,,,,98673000.0,,,,26310000.0,118000.0,,,0.2,884000.0,,,2880000.0,,,100829000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262217600,237459000.0,,57862000.0,,,889000.0,280000.0,-19760000.0,121571000.0,201007000.0,29296000.0,,2452126000.0,,169770000.0,21869000.0,2452126000.0,2653133000.0,67842000.0,-15988000.0,11441000.0,,,409402000.0,-74751000.0,167893000.0,104353000.0,,,60374000.0,21869000.0,,-3965000.0,2653133000.0,87064000.0,26659000.0,,172195000.0,-14386000.0,-28367000.0,0.0,3641026000.0,3762597000.0,0.616,-74729000.0,104353000.0,170161250.0,84830000.0,551261000.0,26659000.0,26659000.0,3762597000.0,3603000.0,,121571000.0,1108904000.0,-304000.0,11441000.0,1386557000.0,37268000.0,104353000.0,0.0,78742000.0,201007000.0,114939000.0,,,0.616,1108904000.0,409402000.0,-461000.0,37268000.0,43083000.0,,1386557000.0,408583000.0,102560000.0,11892000.0,1028000.0,-137030000.0,21869000.0,78742000.0,,,107519000.0,9519000.0,167893000.0,3343000.0,258590000.0,3641026000.0,3227294000.0,21869000.0,,21869000.0,21869000.0,670539000.0,-8171000.0,,68574000.0,18015000.0,68999000.0,355741000.0,,43488000.0,16829000.0,3227294000.0,,,4141690000.0,,17914000.0,,63199000.0,87064000.0,-92071000.0,,84830000.0,-914396000.0,18813000.0,,,14944000.0,8699000.0,,551261000.0,28544000.0,18813000.0,,,,-286957000.0,,4141690000.0,433080000.0,-914396000.0,3854000.0,77685000.0,47240000.0,-320664000.0,-2000.0,76913000.0,,5990000.0,13632000.0,,408583000.0,,,0.0,,,76913000.0,57862000.0,280000.0,0.0,,,889000.0,,2200000.0,3116000.0,6925000.0,9519000.0,90698000.0,,68607000.0,-20789000.0,43083000.0,-134473000.0,68574000.0,3603000.0,670539000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1269993600,,,,,,-1745000.0,,-19818000.0,110492000.0,204491000.0,29372000.0,171000000.0,,,,,2458394000.0,,,,,,,411095000.0,-980000.0,160517000.0,,,,50684000.0,,,,2662885000.0,,21511000.0,,,-2717000.0,,,3667995000.0,3778487000.0,,,,,,623891000.0,21511000.0,21511000.0,,,0.128,,,,0.0,,42428000.0,,0.0,73690000.0,,,,,,1115044000.0,,3082000.0,,43083000.0,84852000.0,1393323000.0,411397000.0,,,3470000.0,-64319000.0,14786000.0,,,,109833000.0,9987000.0,160517000.0,,,,,14786000.0,,,14786000.0,,-58243000.0,,68810000.0,21869000.0,,,-205000.0,35724000.0,14213000.0,3258308000.0,,170636250.0,,,18430000.0,,-7221000.0,99911000.0,-67174000.0,,409687000.0,-940628000.0,,,,,-1294000.0,,,958000.0,,,,,,,4198936000.0,,,-7083000.0,64457000.0,,,-344000.0,,,14511000.0,1791000.0,,,,,104580000.0,,,,35841000.0,-148000.0,,,0.128,946000.0,,,3075000.0,,,83526000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277856000,,,,,,745000.0,,-19860000.0,119163000.0,198581000.0,30116000.0,171265000.0,,,,,2538716000.0,,,,,,,421090000.0,-40000.0,178444000.0,,,,66075000.0,,,,2737297000.0,,29855000.0,,,-39905000.0,,,3748216000.0,3867379000.0,,,,,,631924000.0,29855000.0,29855000.0,,,0.176,,,,0.0,,43741000.0,,0.0,85597000.0,,,,,,1129523000.0,,-7715000.0,,43201000.0,81634000.0,1461606000.0,414357000.0,,,1571000.0,-76209000.0,13112000.0,,,,112369000.0,9916000.0,178444000.0,,,,,13112000.0,,,13112000.0,,-1963000.0,,68923000.0,14786000.0,,,,49142000.0,19287000.0,3341193000.0,,170981250.0,,,18504000.0,,39226000.0,86659000.0,-75214000.0,,0.0,-967167000.0,,,,,836000.0,,,3258000.0,,,,,,,4308360000.0,,,-1674000.0,35309000.0,,,-183000.0,,,-29214000.0,2704000.0,,,,,111922000.0,,,,49700000.0,-148000.0,,,0.176,1213000.0,,,3113000.0,,,97762000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285804800,,,,,,1437000.0,,-19906000.0,149165000.0,206578000.0,31060000.0,171742500.0,,,,,2567139000.0,,,,,,,423621000.0,-31000.0,207797000.0,,,,89587000.0,,,,2773717000.0,,43751000.0,,,-7467000.0,,,3764117000.0,3913282000.0,,,,,,637371000.0,43751000.0,43751000.0,,,0.256,,,,0.0,,48943000.0,,0.0,96467000.0,,,,,,1139000000.0,,195000.0,,41651000.0,42329000.0,1450338000.0,446641000.0,,,1368000.0,-59242000.0,13554000.0,,,,118210000.0,10013000.0,207797000.0,,,,,13554000.0,,,13554000.0,,-47645000.0,,69095000.0,13112000.0,,,,71805000.0,28054000.0,3397300000.0,,171368750.0,,,19150000.0,,-29928000.0,82277000.0,-97079000.0,,0.0,-991859000.0,,,,,1239000.0,,,39336000.0,,,,,,,4389159000.0,,,442000.0,89612000.0,,,-217000.0,,,-18343000.0,31062000.0,,,,,0.0,,,,36540000.0,124000.0,,,0.256,936000.0,,,3100000.0,,,122015000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293753600,272076000.0,,45382000.0,,,1934000.0,499000.0,-21323000.0,145419000.0,223715000.0,30519000.0,,2673925000.0,,171185000.0,5934000.0,2673925000.0,2897640000.0,80094000.0,-59172000.0,0.0,,,452470000.0,-144106000.0,179314000.0,123975000.0,,,65730000.0,5934000.0,,-3341000.0,2897640000.0,118081000.0,28858000.0,135086000.0,204069000.0,-21320000.0,-71409000.0,0.0,3927047000.0,4072466000.0,0.728,-80907000.0,123975000.0,171620000.0,0.0,627323000.0,28858000.0,28858000.0,4072466000.0,2371000.0,,145419000.0,1174254000.0,-770000.0,0.0,1531976000.0,43851000.0,123975000.0,0.0,85881000.0,223715000.0,121067000.0,,,0.72,1174254000.0,452470000.0,1097000.0,43851000.0,40234000.0,135086000.0,1531976000.0,478705000.0,94901000.0,12530000.0,1236000.0,-184432000.0,5934000.0,85881000.0,,,113584000.0,9158000.0,179314000.0,7645000.0,263842000.0,3927047000.0,3469258000.0,5934000.0,,5934000.0,5934000.0,726072000.0,-60221000.0,,69223000.0,13554000.0,104425000.0,400788000.0,,47398000.0,18540000.0,3469258000.0,,,4489653000.0,,19568000.0,,102348000.0,118081000.0,-95784000.0,,0.0,-1020395000.0,,,,21869000.0,250000.0,,627323000.0,51349000.0,,,,,-335251000.0,,4489653000.0,453996000.0,-1020395000.0,-7620000.0,74464000.0,74153000.0,-384202000.0,-26000.0,,,-26126000.0,38596000.0,,478705000.0,,,0.0,,,,45382000.0,499000.0,105634000.0,,,936000.0,,1031000.0,3242000.0,-15935000.0,9158000.0,97485000.0,,75652000.0,-168072000.0,40234000.0,-145157000.0,69223000.0,4031000.0,726072000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1301529600,,,,,,970000.0,,-21388000.0,156893000.0,209294000.0,29249000.0,172980000.0,,,,,2710340000.0,,,,,,,461433000.0,,171324000.0,,,,60985000.0,,,,2919634000.0,,30351000.0,,,13751000.0,,,3955433000.0,4112326000.0,,,,,,561747000.0,30351000.0,30351000.0,,,0.176,,,,0.0,,44085000.0,,0.0,79132000.0,,,,,,1192116000.0,,465000.0,,41101000.0,,1530092000.0,514223000.0,,,2098000.0,-51349000.0,7259000.0,,,,110339000.0,10937000.0,171324000.0,,,,,7259000.0,,,7259000.0,,-9683000.0,,69452000.0,5934000.0,,,,43140000.0,12789000.0,3496803000.0,,172281250.0,,,19943000.0,,-21417000.0,120345000.0,-60340000.0,,134427000.0,-1035565000.0,,,,,-46000.0,,,5289000.0,,,,,,,4532368000.0,,,1325000.0,74091000.0,,,-734000.0,66679000.0,,-5603000.0,20735000.0,,,,,0.0,,,,29471000.0,501000.0,,,0.176,970000.0,,,3201000.0,,,92332000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309392000,,,,,,757000.0,,-21425000.0,178029000.0,306882000.0,29509000.0,173476250.0,,,,,2674163000.0,,,,,,,477574000.0,,188229000.0,,,,74837000.0,,,,2981045000.0,,37590000.0,,,-27184000.0,,,4015153000.0,4193182000.0,,,,,,554904000.0,37590000.0,37590000.0,,,0.216,,,,0.0,,44156000.0,,0.0,93579000.0,,,,,,1211556000.0,,-173000.0,,40778000.0,,1468525000.0,545102000.0,,,2070000.0,-80949000.0,6917000.0,,,,113392000.0,11794000.0,188229000.0,,,,,6917000.0,,,6917000.0,,-13879000.0,,69552000.0,7259000.0,,,,56801000.0,19211000.0,3555852000.0,,172642500.0,,,20106000.0,,18754000.0,209386000.0,-89037000.0,,134411000.0,-1060585000.0,,,,,1078000.0,,,0.0,,,,,,,4616437000.0,,,-342000.0,61853000.0,,,-264000.0,66143000.0,,-17721000.0,12481000.0,,,,,97496000.0,,,,42708000.0,522000.0,,,0.216,757000.0,,,3187000.0,,,106416000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317340800,,,,,,1041000.0,,-21453000.0,335950000.0,428660000.0,25461000.0,173688750.0,,,,,2586601000.0,,,,,,,474358000.0,,197328000.0,,,,87759000.0,,,,3015261000.0,,41123000.0,,,34461000.0,,,3892119000.0,4228069000.0,,,,,,528564000.0,41123000.0,45516000.0,,,0.24,,,,169727000.0,,39731000.0,,0.0,86710000.0,,,,,,1212223000.0,,4366000.0,,28465000.0,100577000.0,1402451000.0,550470000.0,,,2020000.0,-51831000.0,7988000.0,,,,109569000.0,11632000.0,197328000.0,,,,,7988000.0,,,7988000.0,,-27037000.0,,69633000.0,6917000.0,,,,70219000.0,24703000.0,3513158000.0,,172871250.0,,,19560000.0,,-57936000.0,198340000.0,-76698000.0,,0.0,-1015529000.0,,,,,715000.0,,,29355000.0,14863000.0,,,,,,4528687000.0,,,1071000.0,111159000.0,,,-3000.0,66369000.0,,6484000.0,25279000.0,,,,,114821000.0,,,,38042000.0,66000.0,,,0.24,1041000.0,,,3013000.0,,,117985000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325289600,285810000.0,,68299000.0,,,1083000.0,256000.0,-22867000.0,320453000.0,425673000.0,27723000.0,,2670930000.0,,172727500.0,8204000.0,2670930000.0,3096603000.0,71091000.0,23428000.0,172238000.0,,,508334000.0,-5101000.0,172700000.0,144762000.0,,,64434000.0,8204000.0,,4343000.0,3096603000.0,188200000.0,34005000.0,88905000.0,215853000.0,15234000.0,36262000.0,0.0,4027967000.0,4348420000.0,0.832,-87133000.0,143069000.0,173361250.0,0.0,566167000.0,34005000.0,31961000.0,4348420000.0,3851000.0,,320453000.0,1251313000.0,-1163000.0,172238000.0,1395457000.0,38086000.0,143069000.0,0.0,81056000.0,425673000.0,111942000.0,,,0.824,1251313000.0,508334000.0,-315000.0,38086000.0,26944000.0,88905000.0,1395457000.0,601764000.0,46330000.0,12607000.0,1660000.0,-100775000.0,8204000.0,81056000.0,,,108266000.0,11186000.0,172700000.0,7845000.0,366847000.0,4027967000.0,3612926000.0,8204000.0,,8204000.0,8204000.0,711956000.0,-45473000.0,,69762000.0,7988000.0,-79396000.0,405597000.0,-1581000.0,46749000.0,14788000.0,3612926000.0,,,4648128000.0,,19345000.0,,-18797000.0,188200000.0,-104510000.0,,0.0,-1035202000.0,16209000.0,-8515000.0,,5934000.0,-1104000.0,,566167000.0,11686000.0,16209000.0,,,,-330585000.0,,4648128000.0,426146000.0,-1035202000.0,216000.0,119744000.0,74142000.0,-284904000.0,-162000.0,66198000.0,,40268000.0,15647000.0,,601764000.0,,,114879000.0,,,66198000.0,68299000.0,256000.0,114879000.0,,,1083000.0,,643000.0,3206000.0,2270000.0,11186000.0,93817000.0,,77802000.0,-96072000.0,26944000.0,-5236000.0,69762000.0,3851000.0,711956000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1333152000,,,,,,-4489000.0,,-22915000.0,243524000.0,324142000.0,28810000.0,174320000.0,,,,,2721754000.0,,,,,,,523300000.0,,170244000.0,,,,63079000.0,,,,3045896000.0,,37904000.0,,,-4107000.0,,,4075818000.0,4319342000.0,,,,,,566728000.0,37904000.0,27658000.0,,,0.216,,,,112057000.0,,42009000.0,,0.0,,,,,,,1272931000.0,,-6821000.0,,26967000.0,,1437138000.0,607113000.0,,,1786000.0,-51430000.0,5203000.0,,,,107165000.0,10954000.0,170244000.0,,,,,5203000.0,,,5203000.0,,-28232000.0,,69904000.0,8204000.0,,,,45617000.0,17959000.0,3657562000.0,,173452500.0,,,19248000.0,,-29504000.0,151444000.0,-82040000.0,,90192000.0,-1056520000.0,,,,,-15634000.0,,,0.0,,,,,,,4714082000.0,,,-3001000.0,77933000.0,,,-683000.0,68509000.0,,17266000.0,6982000.0,,,,,74612000.0,,,,33842000.0,208000.0,,,0.216,1220000.0,,,3200000.0,,,91889000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
