,annualOperatingIncome,trailingCommonStockIssuance,annualAccountsPayable,trailingFreeCashFlow,trailingOperatingIncome,quarterlyOtherNonCashItems,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyDepreciationAndAmortization,quarterlyDilutedAverageShares,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualBasicAverageShares,annualEndCashPosition,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalLiabilitiesNetMinorityInterest,annualTaxProvision,annualChangeInWorkingCapital,annualOtherCurrentAssets,trailingCostOfRevenue,trailingTotalRevenue,quarterlyRetainedEarnings,quarterlyPurchaseOfInvestment,quarterlyTotalRevenue,annualNetIncomeContinuousOperations,trailingTaxProvision,trailingEndCashPosition,quarterlyOperatingIncome,annualCashAndCashEquivalents,trailingPretaxIncome,annualNetOtherInvestingChanges,quarterlyTotalLiabilitiesNetMinorityInterest,annualCurrentDebt,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,annualPretaxIncome,quarterlyFreeCashFlow,annualFreeCashFlow,annualCostOfRevenue,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,annualBasicEPS,annualCashDividendsPaid,annualNetIncome,annualDilutedAverageShares,annualOtherNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualTotalAssets,annualOtherNonCashItems,quarterlyBasicEPS,annualCurrentAssets,annualStockholdersEquity,annualRepurchaseOfCapitalStock,quarterlyOtherCurrentAssets,annualLongTermDebt,quarterlyCurrentAccruedExpenses,annualNetIncomeCommonStockholders,quarterlyCostOfRevenue,quarterlyAccountsReceivable,annualCurrentLiabilities,annualDepreciationAndAmortization,trailingNetIncomeCommonStockholders,trailingNetOtherInvestingChanges,annualDilutedEPS,quarterlyStockholdersEquity,annualRetainedEarnings,quarterlyNetOtherInvestingChanges,annualCurrentAccruedExpenses,quarterlyGoodwill,quarterlyInvestmentsAndAdvances,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,annualCommonStockIssuance,quarterlyOtherIncomeExpense,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualAccountsReceivable,trailingOperatingCashFlow,trailingRepurchaseOfCapitalStock,quarterlyOperatingExpense,quarterlyInventory,quarterlyGrossProfit,annualOtherIncomeExpense,annualOperatingCashFlow,annualTotalNonCurrentAssets,annualNetPPE,quarterlyCashAndCashEquivalents,trailingGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,quarterlyCashCashEquivalentsAndMarketableSecurities,annualGrossProfit,quarterlyRepaymentOfDebt,trailingRepaymentOfDebt,quarterlyCapitalStock,quarterlyBeginningCashPosition,annualCashFlowFromContinuingFinancingActivities,annualEbitda,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyTaxProvision,quarterlyNetPPE,trailingChangeInCashSupplementalAsReported,quarterlyBasicAverageShares,annualGrossPPE,quarterlyChangesInAccountReceivables,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,quarterlyCapitalExpenditure,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,annualIncomeTaxPayable,annualPurchaseOfBusiness,trailingOtherNonCashItems,annualBeginningCashPosition,quarterlyNetOtherFinancingCharges,trailingOtherIncomeExpense,annualOtherNonCurrentLiabilities,quarterlySaleOfInvestment,quarterlyIncomeTaxPayable,trailingOperatingExpense,trailingInvestingCashFlow,trailingDeferredIncomeTax,annualCapitalExpenditure,trailingCapitalExpenditure,quarterlyGrossPPE,annualOperatingExpense,annualAccumulatedDepreciation,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,annualDeferredIncomeTax,annualInvestingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,annualNonCurrentDeferredTaxesLiabilities,trailingCashDividendsPaid,trailingNetIncome,quarterlyOtherCurrentLiabilities,trailingNetIncomeContinuousOperations,annualChangesInAccountReceivables,annualNonCurrentDeferredRevenue,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,quarterlyDilutedEPS,quarterlyStockBasedCompensation,trailingStockBasedCompensation,annualNetOtherFinancingCharges,quarterlyCommonStockIssuance,annualChangeInCashSupplementalAsReported,annualInventory,quarterlyEbitda,trailingChangeInWorkingCapital,annualInterestExpense,annualRepaymentOfDebt,annualGoodwill,annualPurchaseOfInvestment,annualCapitalStock,annualStockBasedCompensation,annualTotalRevenue,trailingChangeInInventory,quarterlyCurrentDeferredRevenue,annualResearchAndDevelopment,annualCurrentDeferredRevenue,trailingSellingGeneralAndAdministration,quarterlyResearchAndDevelopment,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,trailingBasicAverageShares,trailingSaleOfInvestment,annualSellingGeneralAndAdministration,quarterlyChangeInAccountPayable,trailingBasicEPS,annualOtherShortTermInvestments,quarterlyChangeInInventory,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualChangeInInventory,quarterlyOtherShortTermInvestments,trailingDilutedEPS,trailingDilutedAverageShares,quarterlySellingGeneralAndAdministration,trailingInterestExpense,trailingResearchAndDevelopment,trailingChangeInAccountPayable
686188800,,,,,,,,,,,,50951087.0,,,,,,,,,,,,,,22600000.0,,,,22600000.0,,,,,,-2300000.0,,,,,,,,,,,,,,-2300000.0,2700000.0,,,0.05376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50951087.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05376,,,,,,,22600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694137600,88600000.0,,,,,,,,,,,,,,51041667.0,,,,,,,,,,,23700000.0,10200000.0,,,23700000.0,,,,,,2600000.0,,,,,,,,0.096,,4900000.0,51041667.0,,,2600000.0,2600000.0,,,,,,,,,,4900000.0,,,,,,,0.096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23700000.0,,,,,,,,88600000.0,,,,,,,,,,,,,,,,,,,,,,,,,
702000000,,,,,,,,,,,,49479167.0,,,,,,,,,,,,,,22900000.0,,,,22900000.0,,,,,,1900000.0,,,,,,,,,,,,,,2100000.0,2100000.0,,,0.0384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49479167.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0384,,,,,,,22900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709862400,,,,,,,,,,,,52083333.0,,,,,,,,,,,,,,23200000.0,,,,23200000.0,,,,,,2600000.0,,,,,,,,,,,,,,2600000.0,2600000.0,,,0.04992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52083333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04992,,,,,,,23200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717811200,,,,,,,,,,,,52083333.0,,,,,,,,,,,,,,24200000.0,,,,24200000.0,,,,,,-3200000.0,,,,,,,,,,,,,,-3200000.0,3100000.0,,,-0.06144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52083333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06144,,,,,,,24200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725760000,93300000.0,,,,,,,,,,,,,,52083333.0,,,,,,,,,,,23000000.0,10600000.0,,,23000000.0,,,,,,2500000.0,,,,,,,,0.0768,,4300000.0,52083333.0,,,2800000.0,2800000.0,,,,,,,,,,4000000.0,,,,,,,0.0768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23000000.0,,,,,,,,93300000.0,,,,,,,,,,,,,,,,,,,,,,,,,
733536000,,,,,,,,,,,,67708333.0,,,,,,,,,,,,,,22700000.0,,,,22700000.0,,,,,,2600000.0,,,,,,,,,,,,,,2600000.0,2600000.0,,,0.0384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67708333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0384,,,,,,,22700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741398400,,,,,,,,,,,,66964286.0,,,,,,,,,,,,,,25000000.0,,,,25000000.0,,,,,,3600000.0,,,,,,,,,,,,,,3600000.0,3600000.0,,,0.05376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66964286.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05376,,,,,,,25000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749347200,,,,,,,,,,,,74652778.0,,,,,,,,,,,,,,27900000.0,,,,27900000.0,,,,,,4300000.0,,,,,,,,,,,,,,4300000.0,4300000.0,,,0.0576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74652778.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0576,,,,,,,27900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757296000,101200000.0,,,,,,,,,,,,,,65870098.0,,,,,,,,,,,25500000.0,13800000.0,,,25500000.0,,,,,,2500000.0,,,,,,,,0.19584,,13800000.0,65870098.0,,,3400000.0,3400000.0,,,,,,,,,,12900000.0,,,,,,,0.19584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25500000.0,,,,,,,,101200000.0,,,,,,,,,,,,,,,,,,,,,,,,,
765072000,,,,,,2700000.0,,-3100000.0,20300000.0,18800000.0,,75520833.0,,,,,,,,,,,,,,24800000.0,,,,8400000.0,,,,306400000.0,,2900000.0,,,1900000.0,,,420800000.0,441100000.0,,,,,,277600000.0,2900000.0,2900000.0,,,0.0384,,,,400000.0,,17100000.0,,,18600000.0,,,,,,134700000.0,,0.0,,,,154200000.0,69700000.0,,,0.0,-2600000.0,-600000.0,,,,16400000.0,1900000.0,24800000.0,,,,,-600000.0,,,-600000.0,,,,134700000.0,-900000.0,,,,5000000.0,2100000.0,366500000.0,,75520833.0,,,3200000.0,,-1500000.0,900000.0,-2600000.0,,-100000.0,-69700000.0,,,,,-1300000.0,,,,,,,,,,436200000.0,,,300000.0,4500000.0,,,-1800000.0,,,-1300000.0,200000.0,,,,,900000.0,,,,800000.0,,,,0.0384,,,,700000.0,,,11100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772934400,,,,,,2400000.0,,-3100000.0,23000000.0,17200000.0,,74404762.0,,,,,,,,,,,,,,26700000.0,,,,10400000.0,,,,307100000.0,,4000000.0,,,-2900000.0,,,422200000.0,445200000.0,,,,,,279900000.0,4000000.0,4000000.0,,,0.05376,,,,2300000.0,,14800000.0,,,19500000.0,,,,,,138100000.0,,0.0,,,,157000000.0,67900000.0,,,0.0,-5900000.0,-700000.0,,,,16300000.0,1900000.0,26700000.0,,,,,-700000.0,,,-700000.0,,,,138100000.0,-600000.0,,,,7000000.0,3000000.0,369800000.0,,74404762.0,,,3200000.0,,2800000.0,1000000.0,-5900000.0,,0.0,-72300000.0,,,,,500000.0,,,,,,,,,,442100000.0,,,-100000.0,3000000.0,,,-200000.0,,,-4200000.0,900000.0,,,,,1000000.0,,,,1400000.0,,,,0.05376,,,,2700000.0,,,13000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780883200,,,,,,2400000.0,,-3200000.0,22400000.0,20500000.0,,75061275.0,,,,,,,,,,,,,,28800000.0,,,,11900000.0,,,,308700000.0,,4900000.0,,,3700000.0,,,428200000.0,450600000.0,,,,,,278200000.0,4900000.0,4900000.0,,,0.06528,,,,1300000.0,,16700000.0,,,19800000.0,,,,,,141900000.0,,0.0,,,,152300000.0,68900000.0,,,0.0,-8500000.0,-300000.0,,,,16900000.0,1600000.0,28800000.0,,,,,-300000.0,,,-300000.0,,,,141900000.0,-700000.0,,,,8500000.0,3600000.0,375600000.0,,75061275.0,,,3200000.0,,-3500000.0,2400000.0,-8500000.0,,0.0,-74500000.0,,,,,1200000.0,,,,,,,,,,450100000.0,,,400000.0,12200000.0,,,-100000.0,,,3000000.0,1500000.0,,,,,2400000.0,,,,1400000.0,,,,0.06528,,,,1900000.0,,,14500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788832000,40800000.0,,5600000.0,,,2900000.0,,-3200000.0,21000000.0,29400000.0,,,,,75265755.0,-600000.0,,314400000.0,11600000.0,400000.0,600000.0,,,38500000.0,,28200000.0,15600000.0,,,10000000.0,-600000.0,,0.0,314400000.0,7800000.0,3700000.0,,27200000.0,-900000.0,1800000.0,,437200000.0,458200000.0,0.207417,-12600000.0,15600000.0,75265755.0,0.0,277800000.0,3700000.0,3700000.0,458200000.0,10400000.0,,21000000.0,143800000.0,-2200000.0,600000.0,152200000.0,16000000.0,15600000.0,,19300000.0,29400000.0,,,,0.207417,143800000.0,38500000.0,-600000.0,16000000.0,,,152200000.0,67700000.0,,6900000.0,0.0,-11000000.0,-600000.0,19300000.0,,,18200000.0,1700000.0,28200000.0,100000.0,29200000.0,437200000.0,385700000.0,-600000.0,,-600000.0,-600000.0,108600000.0,,,2700000.0,-300000.0,-1000000.0,51100000.0,,6600000.0,2900000.0,385700000.0,,,462500000.0,,3300000.0,,1200000.0,7800000.0,-10400000.0,,0.0,-76800000.0,,,,-900000.0,500000.0,,277800000.0,,,,,,-27400000.0,,462500000.0,67800000.0,-76800000.0,-400000.0,9500000.0,2700000.0,-28000000.0,-100000.0,,,2900000.0,100000.0,,67700000.0,,,7800000.0,,,,5600000.0,,7800000.0,,,,,900000.0,1600000.0,200000.0,1700000.0,12700000.0,,12900000.0,,,,2700000.0,,108600000.0,,,,,,,,,,,,,,,,,,,,,,,,,
796608000,,,,,,2900000.0,,-3300000.0,19100000.0,28700000.0,,78125000.0,,,,,,,,,,,,,,25700000.0,,,,9100000.0,,,,313800000.0,,3300000.0,,,3800000.0,,,439200000.0,458300000.0,,,,,,279200000.0,3300000.0,3300000.0,,,0.04224,,,,500000.0,,18600000.0,,,16900000.0,,,,,,144500000.0,,0.0,,,,154100000.0,68300000.0,,,200000.0,-4600000.0,-100000.0,,,,16600000.0,1800000.0,25700000.0,,,,,-100000.0,,,-100000.0,,,,144500000.0,-600000.0,,,,5700000.0,2400000.0,387600000.0,,78125000.0,,,3400000.0,,-3100000.0,7900000.0,-4600000.0,,-100000.0,-79000000.0,,,,,-1000000.0,,,,,,,,,,466600000.0,,,600000.0,8400000.0,,,-2900000.0,,,2100000.0,100000.0,,,,,7900000.0,,,,2200000.0,,,,0.04224,,,,700000.0,,,11900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804470400,,,,,,2700000.0,,-3300000.0,22700000.0,35000000.0,,76497396.0,,,,,,,,,,,,,,28800000.0,,,,11700000.0,,,,342600000.0,,4700000.0,,,-4200000.0,,,469200000.0,491900000.0,,,,,,301900000.0,4700000.0,4700000.0,,,0.06144,,,,2200000.0,,16300000.0,,,19600000.0,,,,,,149300000.0,,-25700000.0,,,,174700000.0,69100000.0,,,200000.0,-32400000.0,-900000.0,,,,17100000.0,1800000.0,28800000.0,,,,,-900000.0,,,-900000.0,,,,149300000.0,-100000.0,,,,8000000.0,3300000.0,416700000.0,,76497396.0,,,3700000.0,,29000000.0,16000000.0,-6700000.0,,0.0,-81700000.0,,,,,500000.0,,,,,,,,,,498400000.0,,,-900000.0,2500000.0,,,0.0,,,-5800000.0,1000000.0,,,,,16000000.0,,,,2700000.0,,,,0.06144,,,,3400000.0,,,14500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812419200,,,,,,2700000.0,,-3400000.0,31200000.0,31200000.0,,78125000.0,,,,,,,,,,,,,,32400000.0,,,,13800000.0,,,,356800000.0,,5700000.0,,,1400000.0,,,479200000.0,510400000.0,,,,,,320000000.0,5700000.0,5700000.0,,,0.07296,,,,1000000.0,,19700000.0,,,21900000.0,,,,,,153600000.0,,0.0,,,,190000000.0,70300000.0,,,0.0,-9100000.0,6400000.0,,,,18600000.0,1900000.0,32400000.0,,,,,6400000.0,,,6400000.0,,,,153600000.0,-900000.0,,,,9700000.0,4000000.0,425300000.0,,78125000.0,,,3900000.0,,5900000.0,8800000.0,-9000000.0,,0.0,-89500000.0,,,,,300000.0,,,,,,,,,,514800000.0,,,7300000.0,10400000.0,,,-400000.0,,,900000.0,1200000.0,,,,,8800000.0,,,,2700000.0,,,,0.07296,,,,2400000.0,,,16700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820368000,46000000.0,,9700000.0,,,3300000.0,,-3500000.0,26900000.0,50200000.0,,,,,78207654.0,2400000.0,,361100000.0,12900000.0,800000.0,500000.0,,,43300000.0,,30100000.0,18000000.0,,,11300000.0,2400000.0,,0.0,361100000.0,21600000.0,4700000.0,,30900000.0,-1400000.0,-400000.0,,491200000.0,518100000.0,0.235073,-13500000.0,18400000.0,78207654.0,0.0,305300000.0,4700000.0,4300000.0,518100000.0,11600000.0,,26900000.0,157000000.0,-2900000.0,500000.0,175400000.0,18900000.0,18400000.0,,22100000.0,50200000.0,,,,0.235073,157000000.0,43300000.0,0.0,18900000.0,,,175400000.0,71000000.0,,9100000.0,100000.0,-13500000.0,2400000.0,22100000.0,,,18800000.0,1900000.0,30100000.0,300000.0,32800000.0,491200000.0,436900000.0,2400000.0,,2400000.0,2400000.0,117000000.0,,,2600000.0,6400000.0,28000000.0,57600000.0,,7500000.0,3200000.0,436900000.0,,,529400000.0,,3900000.0,,-3800000.0,21600000.0,-12900000.0,,0.0,-92500000.0,,,,1200000.0,-500000.0,,305300000.0,,,,,,-33200000.0,,529400000.0,71000000.0,-92500000.0,-5900000.0,11500000.0,2600000.0,-59600000.0,400000.0,,,3600000.0,300000.0,,71000000.0,,,21600000.0,,,,9700000.0,,21600000.0,,,,,-700000.0,2600000.0,1100000.0,1900000.0,14400000.0,,14900000.0,,,,2600000.0,,117000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
828230400,,,,,,3300000.0,,-3500000.0,24700000.0,49900000.0,,80128205.0,,,,,,,,,,,,,,29300000.0,,,,10600000.0,,,,355500000.0,,4000000.0,,,5600000.0,,,491700000.0,516400000.0,,,,,,301400000.0,4000000.0,4000000.0,,,0.04992,,,,300000.0,,22100000.0,,,20600000.0,,,,,,160900000.0,,-100000.0,,,,173000000.0,71600000.0,,,0.0,-3600000.0,1800000.0,,,,18700000.0,2000000.0,29300000.0,,,,,1800000.0,,,1800000.0,,,,160900000.0,2400000.0,,,,6700000.0,2700000.0,437100000.0,,80128205.0,,,3800000.0,,-6100000.0,21100000.0,-3400000.0,,0.0,-94800000.0,,,,,-1700000.0,,,,,,,,,,531900000.0,,,-600000.0,9000000.0,,,-1500000.0,,,1800000.0,-100000.0,,,,,21100000.0,,,,6700000.0,,,,0.04992,,,,3500000.0,,,13900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836092800,,,,,,3400000.0,,-3600000.0,27000000.0,32200000.0,,81188725.0,,,,,,,,,,,,,,30700000.0,,,,12800000.0,,,,358400000.0,,5300000.0,,,-5900000.0,,,498300000.0,525300000.0,,,,,,321800000.0,5300000.0,5300000.0,,,0.06528,,,,2100000.0,,17800000.0,,,21600000.0,,,,,,166900000.0,,-100000.0,,,,192700000.0,72200000.0,,,100000.0,-9400000.0,1400000.0,,,,17900000.0,1900000.0,30700000.0,,,,,1400000.0,,,1400000.0,,,,166900000.0,1800000.0,,,,8900000.0,3600000.0,442900000.0,,81188725.0,,,3800000.0,,7900000.0,9000000.0,-7000000.0,,0.0,-98200000.0,,,,,200000.0,,,,,,,,,,541100000.0,,,-400000.0,1100000.0,,,0.0,,,-8200000.0,700000.0,,,,,9000000.0,,,,5400000.0,,,,0.06528,,,,4300000.0,,,16100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844041600,,,,,,3300000.0,,-3800000.0,26500000.0,48000000.0,,80729167.0,,,,,,,,,,,,,,30800000.0,,,,13500000.0,,,,356800000.0,,6200000.0,,,6200000.0,,,502400000.0,528900000.0,,,,,,304500000.0,6200000.0,5800000.0,,,0.08064,,,,1100000.0,,20900000.0,,,20400000.0,,,,,,172100000.0,,-200000.0,,,,174900000.0,73000000.0,,,100000.0,-7100000.0,3100000.0,,,,17300000.0,2000000.0,30800000.0,,,,,3000000.0,,,3000000.0,,,,172100000.0,1400000.0,,,,9800000.0,4000000.0,446700000.0,,76884921.0,,,3800000.0,,-4200000.0,23500000.0,-6900000.0,,-100000.0,-98900000.0,,,,,0.0,,,,,,,,,,545600000.0,,,1700000.0,13100000.0,,,0.0,,,3000000.0,700000.0,,,,,23500000.0,,,,3600000.0,,,,0.0768,,,,2900000.0,,,16900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851990400,49300000.0,,9700000.0,,,3300000.0,,-3900000.0,26000000.0,45000000.0,,,,,82672571.0,1500000.0,,402900000.0,14000000.0,1700000.0,700000.0,,,49300000.0,,31700000.0,19800000.0,,,12300000.0,1500000.0,,0.0,402900000.0,19500000.0,5300000.0,,33800000.0,300000.0,6200000.0,,556900000.0,582900000.0,0.251205,-14800000.0,20800000.0,82672571.0,0.0,353600000.0,5300000.0,4700000.0,582900000.0,13300000.0,,26000000.0,180000000.0,-2300000.0,700000.0,217500000.0,15800000.0,20800000.0,,21900000.0,45000000.0,,,,0.251205,180000000.0,49300000.0,400000.0,15800000.0,,,217500000.0,75900000.0,,14700000.0,100000.0,-53400000.0,1500000.0,21900000.0,,,19400000.0,1900000.0,31700000.0,300000.0,37600000.0,556900000.0,502900000.0,1500000.0,,1500000.0,1500000.0,122500000.0,,,12900000.0,3100000.0,35000000.0,62600000.0,,8400000.0,3700000.0,502900000.0,,,612800000.0,,3900000.0,,37400000.0,19500000.0,-14100000.0,,0.0,-109900000.0,,,,2400000.0,-400000.0,,353600000.0,,,,,,-31400000.0,,612800000.0,73200000.0,-109900000.0,-1600000.0,14400000.0,600000.0,-73500000.0,-800000.0,,,5100000.0,-700000.0,,75900000.0,,,19500000.0,,,,9700000.0,,19500000.0,,,,,-1900000.0,4000000.0,-900000.0,1900000.0,15600000.0,,15300000.0,,,,12900000.0,,122500000.0,,,,,,,,,,,,,,,,,,,,,,,,,
859766400,,,,,,3800000.0,,-3900000.0,24400000.0,74100000.0,,83705357.0,,,,,,,,,,,,49800000.0,,31000000.0,,,,12000000.0,,,,400700000.0,,4500000.0,,,2900000.0,,,559500000.0,583900000.0,,,,,,323800000.0,4500000.0,4500000.0,,,0.05376,,,,400000.0,,18700000.0,,,21200000.0,,,,,,183200000.0,,-100000.0,,,,187800000.0,76900000.0,,,100000.0,-5400000.0,800000.0,,,,19000000.0,2000000.0,31000000.0,,,,,800000.0,,,800000.0,,,,13000000.0,1500000.0,,,,7600000.0,3100000.0,504700000.0,,83705357.0,,,4400000.0,,-3100000.0,50200000.0,-4900000.0,,0.0,-113700000.0,,,,,-1200000.0,,,,,,,,,,618400000.0,,,-800000.0,7800000.0,,,-2000000.0,,,-1000000.0,500000.0,,,,,50200000.0,,,,5200000.0,,,,0.05376,,,,3100000.0,,,15700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867628800,,,,,,3700000.0,,-4000000.0,26700000.0,68100000.0,,83912037.0,,,,,,,,,,,,51700000.0,,33300000.0,,,,14300000.0,,,,404200000.0,,5800000.0,,,-4300000.0,,,564000000.0,590700000.0,,,,,,333400000.0,5800000.0,5800000.0,,,0.06912,,,,700000.0,,14500000.0,,,23000000.0,,,,,,186500000.0,,-100000.0,,,,195400000.0,78300000.0,,,100000.0,-7900000.0,1000000.0,,,,19000000.0,2000000.0,33300000.0,,,,,1000000.0,,,1000000.0,,,,13100000.0,800000.0,,,,9800000.0,4000000.0,508600000.0,,83912037.0,,,4500000.0,,4600000.0,49200000.0,-7800000.0,,100000.0,-117200000.0,,,,,400000.0,,,,,,,,,,625800000.0,,,300000.0,3500000.0,,,-1000000.0,,,-7200000.0,1300000.0,,,,,49200000.0,,,,4400000.0,,,,0.06912,,,,2600000.0,,,17900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875577600,,,,,,3200000.0,,-4200000.0,27600000.0,58700000.0,,87594697.0,,,,,,,,,,,,54900000.0,,36800000.0,,,,16800000.0,,,,407100000.0,,7400000.0,,,5000000.0,,,571700000.0,599300000.0,,,,,,345600000.0,7400000.0,7400000.0,,,0.08448,,,,900000.0,,17100000.0,,,23400000.0,,,,,,192200000.0,,-200000.0,,,,205400000.0,79900000.0,,,100000.0,-10800000.0,1400000.0,,,,20000000.0,1900000.0,36800000.0,,,,,1400000.0,,,1400000.0,,,,13200000.0,1000000.0,,,,12400000.0,5000000.0,516700000.0,,87594697.0,,,4500000.0,,-3600000.0,37600000.0,-9900000.0,,100000.0,-119200000.0,,,,,-100000.0,,,,,,,,,,635900000.0,,,400000.0,14900000.0,,,-400000.0,,,2500000.0,1700000.0,,,,,37600000.0,,,,4000000.0,,,,0.08448,,,,2800000.0,,,20200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
