,annualChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,trailingChangeInCashSupplementalAsReported,quarterlyChangesInAccountReceivables,trailingNetIncomeCommonStockholders,annualGrossPPE,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,quarterlyStockholdersEquity,annualBeginningCashPosition,annualRepaymentOfDebt,annualInterestExpense,annualDilutedAverageShares,annualDilutedEPS,trailingChangesInAccountReceivables,annualOtherNonCurrentLiabilities,quarterlyGainsLossesNotAffectingRetainedEarnings,annualTotalNonCurrentAssets,quarterlyOtherIntangibleAssets,annualOtherIncomeExpense,trailingGrossProfit,quarterlySaleOfInvestment,annualCapitalExpenditure,annualSellingGeneralAndAdministration,quarterlyDilutedEPS,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyBeginningCashPosition,trailingInterestExpense,quarterlyCapitalStock,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyRepaymentOfDebt,annualBasicAverageShares,annualStockBasedCompensation,trailingStockBasedCompensation,annualNetOtherFinancingCharges,annualCashFlowFromContinuingFinancingActivities,quarterlyTotalRevenue,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyStockBasedCompensation,trailingNetOtherFinancingCharges,quarterlyEbitda,trailingTaxProvision,trailingDepreciationAndAmortization,quarterlyCashFlowFromContinuingFinancingActivities,trailingOtherNonCashItems,annualPurchaseOfBusiness,annualNetIncomeContinuousOperations,annualTotalRevenue,annualCurrentDeferredRevenue,annualCurrentDebt,annualCostOfRevenue,annualCapitalStock,quarterlyCurrentAssets,quarterlyPretaxIncome,annualGrossProfit,quarterlyRepurchaseOfCapitalStock,annualOperatingExpense,quarterlyPurchaseOfBusiness,trailingFreeCashFlow,quarterlyGrossPPE,quarterlyCurrentLiabilities,trailingSellingGeneralAndAdministration,quarterlyOperatingCashFlow,annualTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,annualAccumulatedDepreciation,trailingNetIncomeContinuousOperations,annualChangeInWorkingCapital,trailingCostOfRevenue,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyBasicAverageShares,quarterlyChangeInCashSupplementalAsReported,quarterlyCommonStockIssuance,trailingCashDividendsPaid,quarterlyChangeInWorkingCapital,quarterlyRetainedEarnings,trailingOperatingExpense,quarterlyTaxProvision,trailingBeginningCashPosition,trailingPurchaseOfBusiness,quarterlyNonCurrentDeferredRevenue,quarterlyNetPPE,annualChangesInAccountReceivables,annualRetainedEarnings,quarterlyTotalNonCurrentAssets,trailingNetIncome,annualTotalAssets,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyBasicEPS,trailingPretaxIncome,annualNetOtherInvestingChanges,annualAccountsReceivable,annualPretaxIncome,quarterlyFreeCashFlow,annualPurchaseOfInvestment,quarterlyLongTermDebt,annualNetIncome,trailingChangeInWorkingCapital,quarterlyTotalAssets,annualCashDividendsPaid,annualFreeCashFlow,trailingCommonStockIssuance,annualAccountsPayable,trailingInvestingCashFlow,quarterlyDepreciationAndAmortization,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,annualLongTermDebt,quarterlyOtherNonCurrentLiabilities,annualStockholdersEquity,trailingPurchaseOfInvestment,annualOtherCurrentAssets,annualOtherNonCashItems,annualEndCashPosition,annualOperatingIncome,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualNonCurrentDeferredRevenue,trailingTotalRevenue,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,quarterlyInvestingCashFlow,trailingEndCashPosition,annualDepreciationAndAmortization,annualTaxProvision,annualCashAndCashEquivalents,annualBasicEPS,annualCurrentLiabilities,trailingCashFlowFromContinuingFinancingActivities,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,trailingOperatingCashFlow,quarterlyCurrentDeferredRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,annualInvestmentsAndAdvances,trailingOtherIncomeExpense,quarterlyChangeInAccountPayable,quarterlyInvestmentsAndAdvances,quarterlyNetIncomeCommonStockholders,quarterlyDilutedAverageShares,trailingOperatingIncome,quarterlyNetOtherFinancingCharges,quarterlyOperatingExpense,quarterlyGrossProfit,annualOtherIntangibleAssets,annualOtherNonCurrentAssets,annualCommonStockIssuance,quarterlyCashDividendsPaid,annualNetPPE,annualSaleOfInvestment,annualCashCashEquivalentsAndMarketableSecurities,annualGainsLossesNotAffectingRetainedEarnings,annualChangeInAccountPayable,annualOperatingCashFlow,quarterlyOtherNonCurrentAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualCurrentAssets,annualEbitda,trailingNetOtherInvestingChanges,annualRepurchaseOfCapitalStock,annualChangeInInventory,annualGoodwill,trailingDilutedAverageShares,annualResearchAndDevelopment,trailingBasicEPS,quarterlyDeferredIncomeTax,annualIncomeTaxPayable,trailingChangeInAccountPayable,annualDeferredIncomeTax,trailingDeferredIncomeTax,quarterlyGoodwill,quarterlyChangeInInventory,quarterlyResearchAndDevelopment,trailingBasicAverageShares,quarterlyCurrentDebt,trailingChangeInInventory,trailingResearchAndDevelopment,trailingCapitalExpenditure,annualOtherShortTermInvestments,quarterlyNonCurrentDeferredTaxesLiabilities,trailingSaleOfInvestment,annualCurrentAccruedExpenses,quarterlyIncomeTaxPayable,trailingRepurchaseOfCapitalStock,annualInventory,quarterlyInventory,trailingRepaymentOfDebt,annualNonCurrentDeferredTaxesLiabilities,quarterlyCurrentAccruedExpenses,trailingDilutedEPS,quarterlyOtherShortTermInvestments
1467244800,,607043000.0,,710000.0,,,,,2162262000.0,,,,,,,,-65340000.0,,,,,,,,0.22,181561000.0,181561000.0,206410000.0,,240000.0,0.0,148218000.0,-620073000.0,,,,,,126300000.0,-278590000.0,-52764000.0,2132000.0,,119265000.0,,,-622223000.0,,,,,,,,,584577000.0,54288000.0,,,,-109991000.0,,3482199000.0,148218000.0,,67954000.0,,-12570000.0,,,,,90639000.0,0.0,238082000.0,-20816000.0,44306000.0,,7232000.0,-414657000.0,,364000.0,,,20997000.0,3203609000.0,,,4533356000.0,,,143687000.0,784000.0,0.23,,,,,67954000.0,,2758635000.0,,,5117933000.0,,,,,,23476000.0,,53924000.0,53724000.0,12045000.0,,22845000.0,,,,,,,2802477000.0,,,181561000.0,5150000.0,533453000.0,,,,,,,,-146504000.0,41501000.0,,20997000.0,2950695000.0,,,6522000.0,528747000.0,53724000.0,239008000.0,,5930000.0,34877000.0,125516000.0,,,,-52386000.0,,,,,,,188589000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475193600,,92903000.0,,-10047000.0,,,,,3161053000.0,,,,,,,,-60036000.0,,,,,0.0,,,0.28,1094917000.0,1094917000.0,181561000.0,,310000.0,0.0,149190000.0,-540074000.0,,,,,,126555000.0,-301262000.0,-31271000.0,1680000.0,,135845000.0,,,865775000.0,,,,,,,,,1418668000.0,71033000.0,,,,-103109000.0,,3652215000.0,149190000.0,,30999000.0,,10916000.0,,,,,90467000.0,0.0,246230000.0,912198000.0,979782000.0,,-31994000.0,-402632000.0,,490000.0,,,24528000.0,3350953000.0,,,4676669000.0,,,157967000.0,93000.0,0.29,,,,,30999000.0,,2728549000.0,,,6095337000.0,,,,,,24550000.0,,70543000.0,70358000.0,12305000.0,,27104000.0,,,,,,,2780181000.0,,,1094917000.0,43363000.0,15424000.0,,,,,,,,-52701000.0,40262000.0,,24528000.0,2929371000.0,,,-21947000.0,533491000.0,70358000.0,247468000.0,,-18661000.0,36181000.0,126648000.0,,,,-55272000.0,,,,,,,242107000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483142400,-109298000.0,95830000.0,,-457000.0,,4317866000.0,225048000.0,0.0,3248378000.0,195541000.0,-575299000.0,159597000.0,261072000.0,0.86,,28323000.0,-92903000.0,5960731000.0,263837000.0,6104000.0,,0.0,-171209000.0,48911000.0,0.13,83240000.0,83240000.0,1094917000.0,,321000.0,0.0,207711000.0,1039922000.0,260414000.0,7942000.0,,-17396000.0,552563000.0,153283000.0,-325125000.0,-31873000.0,2110000.0,,101588000.0,,,321289000.0,,-1682409000.0,225938000.0,541137000.0,19933000.0,,2712000.0,321000.0,457805000.0,35242000.0,538425000.0,,143285000.0,-1469309000.0,,4317866000.0,207711000.0,,96394000.0,3165308000.0,-3146000.0,-325125000.0,,1107000.0,,112549000.0,0.0,319833000.0,-1004391000.0,149563000.0,,26300000.0,-434114000.0,,-8003000.0,,,19933000.0,3992741000.0,-13247000.0,-434114000.0,5960731000.0,,6418536000.0,174559000.0,1120000.0,0.13,,797730000.0,174559000.0,219108000.0,96394000.0,-119423000.0,2909341000.0,225048000.0,,6418536000.0,-218393000.0,264683000.0,,207711000.0,,27881000.0,-926544000.0,43245000.0,43039000.0,13090000.0,2909341000.0,28323000.0,3248378000.0,,0.0,-16972000.0,83240000.0,395140000.0,2957597000.0,19933000.0,,83240000.0,-38842000.0,-1422074000.0,,97601000.0,-6830000.0,83240000.0,0.86,207711000.0,,-16722000.0,38465000.0,,19933000.0,3165308000.0,177430000.0,,53986000.0,177430000.0,43039000.0,319994000.0,,137000.0,39614000.0,152163000.0,263837000.0,82058000.0,1173651000.0,-58333000.0,3992741000.0,50000000.0,83240000.0,-92903000.0,41583000.0,264683000.0,82058000.0,2957597000.0,457805000.0,476306000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490918400,,1823000.0,,-4208000.0,,,,,3246781000.0,,,,,,,,-86611000.0,,,,,,,,0.21,446948000.0,446948000.0,83240000.0,,321000.0,0.0,194311000.0,-675201000.0,,,,,,156397000.0,-351462000.0,-30593000.0,1971000.0,,136035000.0,,,282983000.0,,,,,,,,,792771000.0,69052000.0,,,,-9004000.0,,4310407000.0,194311000.0,,64271000.0,,-3907000.0,,,,,114286000.0,0.0,321057000.0,373815000.0,,,-24636000.0,-443315000.0,,867000.0,,,19411000.0,3958945000.0,,,5987959000.0,,,191791000.0,1328000.0,0.21,,,,,64271000.0,,3277986000.0,,,6780730000.0,,,,,,28954000.0,,68185000.0,67970000.0,13197000.0,,32451000.0,,,,,,,3329848000.0,,,446948000.0,6424000.0,26561000.0,,,,,,,,-1410000.0,38029000.0,,19411000.0,3524159000.0,,,-20428000.0,650388000.0,67970000.0,321423000.0,,-12575000.0,40783000.0,155069000.0,,,,-74521000.0,,,,,,,318229000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498780800,,-209000.0,,-6578000.0,,,,,3817310000.0,,,,,,,,-52591000.0,,,,,,,,0.21,236364000.0,236364000.0,446948000.0,,364000.0,0.0,219527000.0,-39989000.0,,,,,,166807000.0,-384826000.0,-5409000.0,2406000.0,,143763000.0,,,343604000.0,,,,,,,,,605624000.0,73182000.0,,,,-591777000.0,,4976129000.0,219527000.0,,90613000.0,,-19184000.0,,,,,121082000.0,0.0,349856000.0,-230279000.0,,,2724000.0,-457419000.0,,-614000.0,,,20108000.0,4591303000.0,,,6722213000.0,,,216292000.0,1153000.0,0.21,,,,,90613000.0,,3221054000.0,,,7327837000.0,,,,,,30871000.0,,73796000.0,73415000.0,15079000.0,,34943000.0,,,,,,,3276105000.0,,,236364000.0,-7439000.0,-664496000.0,,,,,,,,-2164000.0,39710000.0,,20108000.0,3495632000.0,,,9302000.0,693243000.0,73415000.0,350319000.0,,2701000.0,44572000.0,165654000.0,,,,-77171000.0,,,,,,,375109000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506729600,,-13428000.0,,-3827000.0,,,,,3826444000.0,,,,,,,,-35165000.0,,,,,0.0,,,0.21,188224000.0,188224000.0,236364000.0,,364000.0,0.0,180631000.0,26969000.0,,,,,,176580000.0,-418880000.0,-16951000.0,2771000.0,,154150000.0,,,1469771000.0,,,,,,,,,611892000.0,77411000.0,,,,-1551288000.0,,5795286000.0,180631000.0,,65062000.0,,-15473000.0,,,,,128135000.0,0.0,364315000.0,-53688000.0,-8000.0,,-33079000.0,-468473000.0,,530000.0,,,18906000.0,5376406000.0,,,8315148000.0,,,271959000.0,1519000.0,0.21,,,,,65062000.0,,4832264000.0,,,8927040000.0,,,,,,33980000.0,,76881000.0,76464000.0,15011000.0,,54035000.0,,,,,,,4905205000.0,,,188224000.0,-3551000.0,-1588521000.0,,,,,,,,-6881000.0,42759000.0,,18906000.0,5085836000.0,,,-29252000.0,695829000.0,76464000.0,365046000.0,,-24760000.0,46926000.0,175061000.0,,,,-87519000.0,,,,,,,465358000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514678400,71312000.0,956000.0,,-6503000.0,,5944220000.0,289793000.0,0.0,3820633000.0,83240000.0,-1038221000.0,176954000.0,350441000.0,0.82,,57050000.0,-26049000.0,8378869000.0,394277000.0,-11782000.0,,0.0,,58599000.0,0.19,171472000.0,171472000.0,188224000.0,,364000.0,0.0,211188000.0,-350000000.0,349902000.0,9949000.0,,-18253000.0,2070277000.0,204961000.0,-455712000.0,-20859000.0,2801000.0,,168904000.0,,,-26081000.0,,-2246788000.0,291238000.0,704745000.0,18178000.0,,5811000.0,364000.0,641419000.0,74274000.0,698934000.0,,183705000.0,-94719000.0,,5944220000.0,211188000.0,,143155000.0,5185083000.0,-4286000.0,-455712000.0,,-25124000.0,,151726000.0,0.0,364382000.0,-18536000.0,-270000.0,,29867000.0,-485932000.0,,1898000.0,,,18178000.0,5488508000.0,-21116000.0,-485932000.0,8378869000.0,,9020288000.0,264562000.0,1811000.0,0.19,,-10858000.0,264562000.0,293919000.0,143155000.0,-94970000.0,4898667000.0,289793000.0,,9020288000.0,-326729000.0,363101000.0,,211188000.0,,38174000.0,-2362066000.0,72376000.0,71944000.0,15312000.0,4898667000.0,57050000.0,3820633000.0,,0.0,-42850000.0,171472000.0,515229000.0,4973895000.0,18178000.0,,171472000.0,-7216000.0,-135610000.0,,131979000.0,2681000.0,171472000.0,0.82,211188000.0,,-20988000.0,56456000.0,,18178000.0,5185083000.0,288398000.0,,42872000.0,288398000.0,71944000.0,364977000.0,,16381000.0,51424000.0,203150000.0,394277000.0,124920000.0,547785000.0,-87518000.0,5488508000.0,0.0,171472000.0,-26049000.0,2494000.0,363101000.0,124920000.0,4973895000.0,641419000.0,602852000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522454400,,-147346000.0,,-3678000.0,,,,,3838795000.0,,,,,,,,-9961000.0,,,,,,,,0.25,138314000.0,138314000.0,172247000.0,,365000.0,,206891000.0,-33590000.0,,,,,,205046000.0,,,1856000.0,,187099000.0,,,-123337000.0,,,,,,,,,571438000.0,92218000.0,,,,0.0,,,206891000.0,,94797000.0,,-24145000.0,,,,,149242000.0,,364882000.0,-35476000.0,,,-16407000.0,-484804000.0,,1175000.0,,,15549000.0,,,,8460402000.0,,,284282000.0,2184000.0,0.25,,,,,94797000.0,,4898364000.0,,,9031840000.0,,,,,,37858000.0,,91043000.0,90601000.0,17818000.0,,57847000.0,,,,,,,4971760000.0,,,139545000.0,-1000.0,-6936000.0,,,,,,,,-149080000.0,57023000.0,,15549000.0,5178651000.0,,,-12729000.0,,90406000.0,365343000.0,,-344000.0,53620000.0,202862000.0,,,,-89403000.0,,,,,,,473481000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530316800,,240773000.0,,-3607000.0,,,,,3831249000.0,,,,,,,,-42353000.0,,,,,,,,0.3,146569000.0,146569000.0,139545000.0,,365000.0,,,28972000.0,,,,,,201902000.0,,,4869000.0,,208289000.0,,,-92423000.0,,,,,,,,,594902000.0,113580000.0,,,,-273728000.0,,,204505000.0,,101682000.0,,-33390000.0,,,,,145964000.0,,364897000.0,14550000.0,,,-1481000.0,-464784000.0,,1563000.0,,,14133000.0,,,,8361922000.0,,,300478000.0,1920000.0,0.3,,,,,101682000.0,,4864261000.0,,,8956824000.0,,,,,,36583000.0,,112017000.0,111567000.0,19552000.0,,28470000.0,,,,,,,4906864000.0,,,147844000.0,25742000.0,5291000.0,,,,,,,,-20355000.0,58126000.0,,14133000.0,5111369000.0,,,2126000.0,,111244000.0,365541000.0,,-29985000.0,54018000.0,199982000.0,,,,-91410000.0,,,,,,,470604000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538265600,,263851000.0,,-2873000.0,,,,,4472490000.0,,,,,,,,-50569000.0,,,,,,,,2.0,710965000.0,710965000.0,147844000.0,,365000.0,,,-813498000.0,,,,,,196996000.0,,,4970000.0,,827822000.0,,,-143598000.0,,,,,,,,,1476686000.0,738540000.0,,,,-892890000.0,,,202033000.0,,102644000.0,,-30329000.0,,,,,143346000.0,,365024000.0,569512000.0,,,2343000.0,179703000.0,,2064000.0,,,11162000.0,,,,7297830000.0,,,283268000.0,2719000.0,2.01,,,,,102644000.0,,4043849000.0,,,8774516000.0,,,,,,32067000.0,,736476000.0,736034000.0,20982000.0,,30964000.0,,,,,,,4085975000.0,,,712520000.0,652409000.0,610466000.0,,,,,,,,-42680000.0,57215000.0,,11162000.0,4288008000.0,,,,,735744000.0,366467000.0,,1712000.0,50931000.0,194277000.0,,,,-91547000.0,,,,,,,684681000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546214400,667396000.0,316637000.0,,56656000.0,,,1016685000.0,,4547108000.0,172247000.0,-811718000.0,223274000.0,366271000.0,2.76,,27524000.0,-58202000.0,7341117000.0,,680562000.0,,,,80086000.0,0.21,820868000.0,820868000.0,712520000.0,,371000.0,,,6398000.0,365364000.0,16505000.0,,-24220000.0,-345870000.0,180578000.0,,,4810000.0,,160960000.0,,,13488000.0,,-1430995000.0,1018477000.0,784522000.0,,,9237000.0,371000.0,1502526000.0,75066000.0,775285000.0,,213169000.0,-264377000.0,,,204325000.0,,149965000.0,4282705000.0,-9135000.0,,,22996000.0,,123564000.0,,366655000.0,118810000.0,94239000.0,,38541000.0,162768000.0,,-3875000.0,,,13467000.0,,46498000.0,162768000.0,7341117000.0,,8843643000.0,246703000.0,2414000.0,0.21,,673915000.0,246703000.0,1019404000.0,149965000.0,-138441000.0,4037389000.0,1016685000.0,,8843643000.0,-363906000.0,449088000.0,,,,34984000.0,564178000.0,78941000.0,78483000.0,21734000.0,4037389000.0,27524000.0,4547108000.0,,,-96999000.0,822425000.0,562116000.0,4078380000.0,13467000.0,,822425000.0,2412000.0,-44643000.0,,141492000.0,927000.0,820868000.0,2.77,204325000.0,,-75361000.0,50910000.0,,,4282705000.0,520058000.0,,,520058000.0,79291000.0,367732000.0,,4397000.0,54600000.0,178164000.0,,120209000.0,94239000.0,-91546000.0,,0.0,820868000.0,-58202000.0,,449088000.0,120209000.0,4078380000.0,1502526000.0,1384170000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1553990400,,-765000.0,,-1193000.0,,,,,4876822000.0,,,,,,,,-67892000.0,,,,,,,,0.2,995548000.0,995548000.0,822425000.0,,392000.0,,,,,,,,,180454000.0,,,6715000.0,,157861000.0,,,270708000.0,,,,,,,,,1629294000.0,73958000.0,,,,-6492000.0,,11419000.0,188956000.0,,86924000.0,,-22220000.0,,,,,120585000.0,,380551000.0,189639000.0,354030000.0,,-11133000.0,141427000.0,,-2333000.0,,,9979000.0,11419000.0,,,7602159000.0,,,268344000.0,3066000.0,0.2,,,,,86924000.0,,4023568000.0,,,9231453000.0,,,,,,34675000.0,,76291000.0,75822000.0,23451000.0,,35029000.0,,,,,,,4152021000.0,,,1000614000.0,3924000.0,-167993000.0,,,,,,,,-1185000.0,50551000.0,,,4340977000.0,,,,506123000.0,75822000.0,381675000.0,,3000000.0,56803000.0,177388000.0,,,,-95419000.0,,,,,,,301532000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561852800,,-1807000.0,,928000.0,,,,,4910169000.0,,,,,,,,-66530000.0,,,,,,,,0.2,451652000.0,451652000.0,1000614000.0,,394000.0,,,,,,,,,192549000.0,,,6317000.0,,165948000.0,,,780332000.0,,,,,,,,,1115287000.0,79646000.0,,,,-1395823000.0,,10651000.0,192948000.0,,111182000.0,,-14346000.0,,,,,128011000.0,,394574000.0,-547404000.0,45323000.0,,3983000.0,121772000.0,,-274000.0,,,10449000.0,10651000.0,,,9007924000.0,,,293004000.0,8290000.0,0.2,,,,,111182000.0,,4878310000.0,,,10123211000.0,,,,,,34755000.0,,79920000.0,79438000.0,22272000.0,,34979000.0,,,,,,,5006628000.0,,,456610000.0,3961000.0,-1438918000.0,,,,,,,,,52326000.0,,,5199576000.0,,,,799058000.0,79438000.0,395692000.0,,-8947000.0,56248000.0,184259000.0,,,,-97163000.0,,,,,,,284761000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1569801600,,-30657000.0,-220558000.0,793000.0,322983000.0,,,,5973540000.0,,,,,,57184000.0,,-50186000.0,,,,760529000.0,,,,0.2,461622000.0,461622000.0,456610000.0,218306000.0,460000.0,,,,,,26929000.0,,,224756000.0,,,9087000.0,-28139000.0,194874000.0,-7227000.0,146051000.0,2281941000.0,-73533000.0,,,,,,,,1308666000.0,89522000.0,,,,-2300777000.0,477342000.0,10261000.0,249642000.0,90743000.0,129271000.0,,-27832000.0,,325419000.0,,17808000.0,156599000.0,,439581000.0,18397000.0,1108010000.0,-383221000.0,12091000.0,51702000.0,231770000.0,-745000.0,712520000.0,-3967469000.0,16377000.0,10261000.0,,,11143487000.0,323529000.0,,325646000.0,4038000.0,0.2,318192000.0,,,,129271000.0,,6096232000.0,,43482000.0,12452153000.0,,,1601602000.0,,-4044369000.0,41637000.0,,90267000.0,89786000.0,23286000.0,,27441000.0,,-288457000.0,,,,,6215693000.0,,778337000.0,466412000.0,1401000.0,-2392815000.0,491962000.0,,,,,,3346469000.0,-47610000.0,64519000.0,477342000.0,,6465335000.0,,12612000.0,,777102000.0,89786000.0,440933000.0,528759000.0,-26589000.0,64119000.0,220718000.0,,,,-99093000.0,,,,,,,279297000.0,,,,283408000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
