,trailingNetIncome,annualGoodwill,annualTotalAssets,trailingPretaxIncome,quarterlyAccountsReceivable,quarterlyGoodwill,annualNetOtherInvestingChanges,annualRetainedEarnings,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyFreeCashFlow,annualPurchaseOfInvestment,quarterlyLongTermDebt,annualAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,trailingChangeInWorkingCapital,annualNetIncome,annualPretaxIncome,annualCashDividendsPaid,quarterlyDilutedEPS,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,annualFreeCashFlow,annualIncomeTaxPayable,trailingCommonStockIssuance,quarterlyDepreciationAndAmortization,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualAccountsPayable,trailingInvestingCashFlow,annualOtherNonCashItems,annualOtherCurrentAssets,trailingTotalRevenue,quarterlySellingGeneralAndAdministration,annualLongTermDebt,annualDepreciationAndAmortization,annualOperatingIncome,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,annualDilutedAverageShares,annualStockholdersEquity,trailingCashFlowFromContinuingFinancingActivities,quarterlyInvestingCashFlow,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,quarterlyInventory,annualTaxProvision,trailingEndCashPosition,quarterlyBasicAverageShares,quarterlyPurchaseOfInvestment,annualCurrentAccruedExpenses,quarterlyCurrentDebt,annualCurrentLiabilities,annualCashAndCashEquivalents,quarterlyInterestExpense,quarterlyNonCurrentDeferredTaxesLiabilities,annualBasicAverageShares,quarterlyCurrentDeferredRevenue,quarterlyInvestmentsAndAdvances,trailingOperatingCashFlow,quarterlyOperatingExpense,quarterlyNetOtherFinancingCharges,quarterlyCashDividendsPaid,trailingOtherIncomeExpense,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualInvestmentsAndAdvances,quarterlyChangeInAccountPayable,trailingRepurchaseOfCapitalStock,annualCashCashEquivalentsAndMarketableSecurities,annualOtherShortTermInvestments,annualCommonStockIssuance,annualSaleOfInvestment,annualOtherIntangibleAssets,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,annualNetPPE,annualGainsLossesNotAffectingRetainedEarnings,annualOperatingCashFlow,annualOtherNonCurrentAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,trailingNetOtherInvestingChanges,annualEbitda,annualCurrentAssets,annualRepurchaseOfCapitalStock,quarterlyChangesInAccountReceivables,quarterlyNetOtherInvestingChanges,trailingChangeInCashSupplementalAsReported,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,annualGrossPPE,annualOtherNonCurrentLiabilities,annualBeginningCashPosition,trailingChangesInAccountReceivables,quarterlyChangeInInventory,annualInterestExpense,quarterlyBasicEPS,quarterlyOtherIntangibleAssets,annualSellingGeneralAndAdministration,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossProfit,annualOtherIncomeExpense,quarterlySaleOfInvestment,quarterlyCapitalStock,trailingGrossProfit,annualRepaymentOfDebt,annualTotalNonCurrentAssets,trailingDeferredIncomeTax,annualCapitalExpenditure,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyStockholdersEquity,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,quarterlyRepaymentOfDebt,trailingInterestExpense,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,trailingTaxProvision,annualDilutedEPS,quarterlyTaxProvision,annualInventory,quarterlyNetPPE,annualNetOtherFinancingCharges,annualCashFlowFromContinuingFinancingActivities,trailingStockBasedCompensation,annualChangeInInventory,trailingNetOtherFinancingCharges,trailingChangeInInventory,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,annualCapitalStock,annualPurchaseOfBusiness,trailingDepreciationAndAmortization,annualNetIncomeContinuousOperations,trailingOtherNonCashItems,annualCurrentDeferredRevenue,annualCostOfRevenue,annualTotalRevenue,annualStockBasedCompensation,annualCurrentDebt,quarterlyPurchaseOfBusiness,annualAccumulatedDepreciation,quarterlyCurrentAssets,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,annualOperatingExpense,quarterlyGrossPPE,trailingOperatingExpense,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,annualBasicEPS,trailingSellingGeneralAndAdministration,quarterlyOperatingCashFlow,annualDeferredIncomeTax,quarterlyDilutedAverageShares,annualGrossProfit,quarterlyOtherNonCashItems,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,annualChangeInWorkingCapital,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,trailingNetIncomeContinuousOperations,quarterlyTotalRevenue,quarterlyIncomeTaxPayable,quarterlyNonCurrentDeferredRevenue,quarterlyCurrentLiabilities,trailingCashDividendsPaid,annualNonCurrentDeferredTaxesLiabilities,annualChangesInAccountReceivables,quarterlyPretaxIncome,trailingPurchaseOfBusiness,trailingCostOfRevenue,quarterlyChangeInWorkingCapital,trailingBeginningCashPosition,quarterlyDeferredIncomeTax,trailingBasicAverageShares,annualResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,trailingPurchaseOfInvestment,trailingChangeInAccountPayable,trailingSaleOfInvestment,trailingResearchAndDevelopment,trailingDilutedAverageShares
970272000,,,,,,,,,-116000.0,3801000.0,206638000.0,,6035054000.0,,,559527000.0,,,,,0.21,10003769000.0,10700640000.0,,,,111797000.0,,72114000.0,67431000.0,,,,,,194524000.0,,,,7721453000.0,,,,,-94623000.0,-185000.0,211272000.0,85156000.0,,,317696000.0,,,12670000.0,,,105797000.0,1682598000.0,,,,,306321000.0,0.0,0.0,,67431000.0,,,,,,,,,,753854000.0,8387087000.0,,,,,,,,,,,,-10080000.0,,,,,,,,,,1437000.0,,0.21,53979000.0,,-3686000.0,531147000.0,,,1631000.0,,,,,,211272000.0,2313553000.0,211272000.0,,211388000.0,,,,56591000.0,212606000.0,,,49283000.0,,9195936000.0,,,,,,,336623000.0,,-549265000.0,-107891000.0,,,,,,,,,,,,,696871000.0,359954000.0,,,9745201000.0,,,,,,314529000.0,,324734000.0,,,-220022000.0,,62535000.0,,224826000.0,596373000.0,,1090674000.0,,,665634000.0,,,,121397000.0,,,84795000.0,,8015000.0,,,,,,,,,,,
978220800,,,10734601000.0,,,,-54899000.0,427956000.0,16696000.0,33381000.0,114557000.0,,5355412000.0,,,576495000.0,,160744000.0,275040000.0,-11341000.0,,9938957000.0,10734601000.0,481059000.0,,,107470000.0,-5556692000.0,68002000.0,68002000.0,65317000.0,,,244747000.0,,590578000.0,5355412000.0,324438000.0,537716000.0,7118951000.0,227968000.0,294943119.0,2382445000.0,,39464000.0,125698000.0,227968000.0,86279000.0,108880000.0,,,,,525407000.0,1233205000.0,227968000.0,99369000.0,1730158000.0,289628829.0,,,,698048000.0,0.0,-3000.0,,68002000.0,,,,,227968000.0,,1255161000.0,,54281000.0,820443000.0,8352156000.0,9064233000.0,-5280000.0,817558000.0,820443000.0,7118951000.0,,,862154000.0,795644000.0,-52579000.0,,66292000.0,,160744000.0,642481000.0,,106446000.0,9708632000.0,33381000.0,121522000.0,,-2718000.0,274899000.0,,54281000.0,981244000.0,-5280000.0,781552000.0,-741000.0,,1632000.0,,,9938957000.0,,-336499000.0,227968000.0,2382445000.0,227968000.0,,211272000.0,,,,65317000.0,244747000.0,,0.545,44517000.0,86279000.0,9064233000.0,0.0,4845580000.0,,4293000.0,,,190974000.0,,-644399000.0,-103540000.0,1632000.0,,,166160000.0,,,1675535000.0,3518933000.0,,525407000.0,,-644399000.0,795644000.0,427956000.0,0.0,1305682000.0,9708632000.0,,8352156000.0,,0.555,,218097000.0,35595000.0,,1843398000.0,,-240865000.0,,2482000.0,51724000.0,83504000.0,642481000.0,,1358047000.0,,,1233205000.0,,1730158000.0,,112519000.0,,,-29100000.0,,31493000.0,,,,,,,,,,,
985996800,,,,,208786000.0,50650000.0,,,31414000.0,35206000.0,152007000.0,,5337470000.0,,68122000.0,570054000.0,,,,,0.26,9890113000.0,10658576000.0,,,,106641000.0,,84672000.0,83894000.0,,,,,,167542000.0,,,,7116176000.0,,,,,-55074000.0,-1145000.0,259382000.0,86333000.0,,,316581132.0,,,413044000.0,,,98353000.0,1743500000.0,,,,,263485000.0,-8007000.0,,,83894000.0,,,,,,,,,,804886000.0,8194463000.0,,,,,,,,,,,,-1331000.0,,,,,,,,,,-230000.0,,0.265,,,-8490000.0,499453000.0,,,1633000.0,,,,,,259382000.0,2464113000.0,259382000.0,,227968000.0,,,,59013000.0,0.0,,,53830000.0,,9034577000.0,,,,,,,342609000.0,,,-65462000.0,,,,,,,,,,,,,768463000.0,511850000.0,,,9034577000.0,,,,,,217469000.0,,322669231.0,,,-130981000.0,,984000.0,,235968000.0,538108000.0,,1069507000.0,,,1078287000.0,,,,138502000.0,,,-19275000.0,,29597000.0,,,,,,,,,,,
993859200,,,,,188693000.0,,,,-44516000.0,50627000.0,153383000.0,,5324551000.0,,,574688000.0,,,,,0.235,9859577000.0,10550437000.0,,,,103855000.0,,76586000.0,76586000.0,,,,,,152161000.0,,,,7096304000.0,,,,,-83731000.0,-11806000.0,214866000.0,87239000.0,,,319108333.0,,,229264000.0,,,93169000.0,1721126000.0,,,,,250660000.0,-6298000.0,,,76586000.0,,,,,,,,,,841529000.0,8004207000.0,,,,,,,,,,,,-5654000.0,,,,,,,,,,-1187000.0,,0.24,104401000.0,,-6616000.0,476988000.0,,,1635000.0,,,,,,214866000.0,2546230000.0,214866000.0,,259382000.0,,,,57659000.0,0.0,,,47620000.0,,8913647000.0,,,,,,,330183000.0,,,-78551000.0,,,,,,,,,,,,,690860000.0,588436000.0,,,8913647000.0,,,,,,231934000.0,,325897872.0,,,-192719000.0,,5110000.0,,226328000.0,620980000.0,,1051676000.0,,,907903000.0,,,,124206000.0,,,2869000.0,,29652000.0,,,,,,,,,,,
1001808000,,,,,145103000.0,,,,-81426000.0,43910000.0,66009000.0,,5331899000.0,,60685000.0,572253000.0,,,,,-0.045,9814233000.0,10430487000.0,,,,105257000.0,,-14353000.0,-14353000.0,,,,,,193634000.0,,,,7113654000.0,,,,,-99897000.0,-59811000.0,133440000.0,87756000.0,,,318955556.0,,,142946000.0,,,84667000.0,1737845000.0,,,,,331307000.0,7484000.0,,,-14353000.0,,,,,,,,,,818514000.0,7947539000.0,,,,,,,,,,,,-19127000.0,,,,,,,,,,-797000.0,,-0.045,102922000.0,,-11151000.0,420636000.0,,,1636000.0,,,,,,133440000.0,2482948000.0,133440000.0,,214866000.0,,,,66038000.0,0.0,,,-9321000.0,,8892797000.0,,,,,,,194586000.0,,-644399000.0,-90246000.0,,,,,,,,,,,,,616254000.0,574083000.0,,,9537196000.0,,,,,,156255000.0,,318955556.0,,,-137784000.0,,2566000.0,,89329000.0,564216000.0,,992889000.0,,,833885000.0,,,,-23674000.0,,,-9230000.0,,616000.0,,,,,,,,,,,
1009756800,,,10497443000.0,,144374000.0,,-51109000.0,597771000.0,75531000.0,57248000.0,94411000.0,,5295313000.0,144374000.0,644044000.0,512483000.0,,169815000.0,277589000.0,,,9835516000.0,10497443000.0,465810000.0,,,105478000.0,-352205000.0,23688000.0,23688000.0,75787000.0,,,0.0,,165754000.0,5295313000.0,421231000.0,651623000.0,7098833000.0,208971000.0,320405660.0,2510700000.0,,-113503000.0,-36325000.0,208971000.0,78037000.0,106996000.0,,,,644044000.0,168079000.0,887910000.0,208971000.0,75659000.0,1746272000.0,317411215.0,,,,294624000.0,1729000.0,,,23688000.0,,,,,208971000.0,,9974000.0,,103059000.0,840812000.0,7986743000.0,8891645000.0,-9150000.0,793746000.0,840812000.0,7098833000.0,,,1072854000.0,661927000.0,-45716000.0,,-24997000.0,,169815000.0,0.0,,-18997000.0,9893375000.0,57248000.0,227968000.0,,9678000.0,351848000.0,,103059000.0,711973000.0,-9150000.0,383798000.0,-76247000.0,,1637000.0,,,9835516000.0,,-327936000.0,208971000.0,2510700000.0,208971000.0,,133440000.0,,,,75787000.0,0.0,,0.53,14867000.0,78037000.0,8891645000.0,-5092000.0,-460538000.0,,7464000.0,,,194652000.0,,-1001730000.0,-93677000.0,1637000.0,,,170593000.0,,,2207341000.0,4009618000.0,,168079000.0,,-1001730000.0,661927000.0,597771000.0,0.0,1150654000.0,9893375000.0,,7986743000.0,,0.535,,188088000.0,65619000.0,,1802277000.0,,946000.0,,1314000.0,15131000.0,89174000.0,0.0,,896281000.0,,,887910000.0,,1746272000.0,,38555000.0,,,40767000.0,,5754000.0,,,,,,,,,,,
1017532800,,,,,136864000.0,,,,3302000.0,69199000.0,164316000.0,,5299726000.0,,627197000.0,537389000.0,,,,,0.255,9828979000.0,10466984000.0,,,,110547000.0,,81956000.0,81956000.0,,,,,,161877000.0,,,,7122836000.0,,,,,-97841000.0,-13258000.0,212273000.0,83144000.0,,,315215385.0,,,10926000.0,,,72874000.0,1753911000.0,,,,,10635000.0,-289000.0,,,81956000.0,,,,,,,,,,881690000.0,7837936000.0,,,,,,,,,,,,-49462000.0,,,,,,,,,,-5222000.0,,0.26,104083000.0,,-7433000.0,483751000.0,,,1653000.0,,,,,,212273000.0,2629048000.0,212273000.0,,208971000.0,,,,71662000.0,0.0,,,51653000.0,,8843206000.0,,,,,,,583663000.0,,-1001730000.0,-53718000.0,,,,,,,,,,,,,638005000.0,679727000.0,,,9844936000.0,,,,,,218034000.0,,321396078.0,,,-116891000.0,,34898000.0,,473116000.0,5315000.0,,1021140000.0,,,715100000.0,,,,133609000.0,,,-6512000.0,,17933000.0,,,,,,,,,,,
1025395200,,,,,130145000.0,,,,927000.0,50333000.0,179812000.0,,5172435000.0,,644028000.0,557255000.0,,,,,0.315,9804885000.0,10424206000.0,,,,104465000.0,,101875000.0,101875000.0,,,,,,163291000.0,,,,6987804000.0,,,,,-70341000.0,7510000.0,213200000.0,80630000.0,,,318359375.0,,,6980000.0,,,69428000.0,1765036000.0,,,,,260856000.0,-2422000.0,,,101875000.0,,,,,,,,,,877612000.0,7705006000.0,,,,,,,,,,,,4454000.0,,,,,,,,,,2514000.0,,0.32,105445000.0,,-39112000.0,483966000.0,,,1662000.0,,,,,,213200000.0,2719200000.0,213200000.0,,212273000.0,,,,66194000.0,0.0,,,60540000.0,,8821828000.0,,,,,,,327575000.0,,-1001730000.0,-74815000.0,,,,,,,,,,,,,619321000.0,781602000.0,,,9823558000.0,,,,,,254627000.0,,323412698.0,,,-183359000.0,,7270000.0,,223110000.0,0.0,,1041221000.0,,,717202000.0,,,,162415000.0,,,2495000.0,,33602000.0,,,,,,,,,,,
1033344000,,,,,114767000.0,,,,-74001000.0,107493000.0,104503000.0,,5069243000.0,,668124000.0,549514000.0,,,,,0.215,9913976000.0,10434637000.0,,,,103041000.0,,69888000.0,69560000.0,,,,,,168468000.0,,,,6938651000.0,,,,,-116345000.0,-18701000.0,139199000.0,84183000.0,,,316181818.0,,,6734000.0,,,71506000.0,1761915000.0,,,,,280449000.0,-885000.0,,,69560000.0,,,,,,,,,,1022523000.0,7676424000.0,,,,,,,,,,,,34078000.0,,,,,,,,,,-3578000.0,,0.22,104522000.0,,-39321000.0,461794000.0,,,1664000.0,,,,,,139199000.0,2758213000.0,139199000.0,,213200000.0,,,,62915000.0,0.0,,,38323000.0,,8786931000.0,,,,,,,284386000.0,,-1001730000.0,-75931000.0,,,,,,,,,,,,,520661000.0,851162000.0,-34152000.0,,9788661000.0,,,,,,180434000.0,,323534884.0,,,-138090000.0,,3328000.0,,181345000.0,0.0,,1011308000.0,,,737773000.0,,,,108211000.0,,,-28616000.0,,23428000.0,,,,,,,,,,,
1041292800,,,10504985000.0,,139935000.0,,-91511000.0,890206000.0,72035000.0,107564000.0,79288000.0,,5213778000.0,139935000.0,,561812000.0,,292435000.0,466314000.0,,,9899575000.0,10504985000.0,527919000.0,,,109097000.0,-371210000.0,39044000.0,39044000.0,69959000.0,,,0.0,,220054000.0,5213778000.0,427150000.0,749740000.0,7090773000.0,211234000.0,319601093.0,2664144000.0,,-86683000.0,69458000.0,211234000.0,83582000.0,173551000.0,,,,,6956000.0,750068000.0,211234000.0,82414000.0,1769431000.0,316145946.0,,,,258395000.0,-19158000.0,,,39044000.0,,,,,211234000.0,,45985000.0,,256108000.0,881022000.0,7840841000.0,8762445000.0,-35920000.0,827958000.0,881022000.0,7090773000.0,,,1176890000.0,605410000.0,-207590000.0,,-80581000.0,,292435000.0,673153000.0,,2263000.0,10153806000.0,107564000.0,208971000.0,,601000.0,296222000.0,,256108000.0,705541000.0,-35920000.0,395814000.0,25930000.0,,1664000.0,,,9899575000.0,,-300039000.0,211234000.0,2664144000.0,211234000.0,,139199000.0,,,,69959000.0,0.0,,0.915,23035000.0,83582000.0,8762445000.0,-22754000.0,-454485000.0,,-5685000.0,,,246516000.0,,-1391361000.0,-95575000.0,1664000.0,,,292763000.0,,,2195040000.0,4031295000.0,,6956000.0,,-1391361000.0,605410000.0,890206000.0,-137781000.0,1086515000.0,10153806000.0,,7840841000.0,,0.925,,174863000.0,90852000.0,,1836255000.0,,-16145000.0,,489000.0,-49332000.0,137419000.0,673153000.0,,957626000.0,,,750068000.0,,1769431000.0,,62079000.0,,,-16699000.0,,15889000.0,,,,,,,,,,,
1049068800,,,,,134586000.0,,,,-39100000.0,0.0,61211000.0,,5296830000.0,,,572747000.0,,,,,0.165,9903374000.0,10431336000.0,,,,114118000.0,,51003000.0,51003000.0,,,,,,179399000.0,,,,7058371000.0,,,,,-83451000.0,3789000.0,172134000.0,68066000.0,,,300017647.0,,,7356000.0,,,85988000.0,1761541000.0,,,,,281007000.0,-2750000.0,,,51003000.0,,,,,,,,,,906517000.0,7778272000.0,,,,,,,,,,,,2660000.0,,,,,,,,,,-65000.0,,0.17,257351000.0,,-31636000.0,449183000.0,,,1664000.0,,,,,,172134000.0,2653064000.0,172134000.0,,211234000.0,,,,75168000.0,0.0,,,32746000.0,,8739506000.0,,,,,,,282294000.0,,-1391361000.0,-86445000.0,,,,,,,,,,,,,527962000.0,941209000.0,-66581000.0,,10130867000.0,,,,,,147656000.0,,309109091.0,,-612000.0,-103305000.0,,80000.0,,168176000.0,637377000.0,,1021930000.0,,,719901000.0,,,,83749000.0,,,-42240000.0,,10894000.0,,,,,,,,,,,
1056931200,,,,,131091000.0,,,,-41410000.0,110112000.0,75974000.0,,5116344000.0,,634342000.0,528377000.0,,,,,0.175,9745970000.0,10411171000.0,,,,115436000.0,,55852000.0,53750000.0,,,,,,184771000.0,,,,6973516000.0,,,,,-147979000.0,-1429000.0,130724000.0,61995000.0,,,298611111.0,,,8025000.0,,,81035000.0,1747060000.0,,,,,281862000.0,-9795000.0,,,53750000.0,,,,,,,,,,909433000.0,7722133000.0,,,,,,,,,,,,-13307000.0,,,,,,,,,,1074000.0,,0.18,256704000.0,,-26969000.0,456967000.0,,,1665000.0,,,,,,130724000.0,2689038000.0,130724000.0,,172134000.0,,,,80444000.0,219646000.0,,,32829000.0,,8579833000.0,,,,,,,290541000.0,,-1391361000.0,-135500000.0,,,,,,,,,,,,,665201000.0,994959000.0,-24024000.0,,9971194000.0,,,,,,211474000.0,,307142857.0,,-2179000.0,-104905000.0,,1165000.0,,175105000.0,25806000.0,,985344000.0,,,748617000.0,,,,88681000.0,,,36679000.0,,-838000.0,,,,,,,,,,,
1064880000,,,,,141295000.0,,,,23082000.0,115166000.0,28688000.0,,5246878000.0,,645104000.0,554353000.0,,,,,0.155,9809745000.0,10551650000.0,,,,111598000.0,,43687000.0,47209000.0,,,,,,181656000.0,,,,7119740000.0,,,,,-146945000.0,1717000.0,153806000.0,64407000.0,,,295056250.0,,,8151000.0,,,86079000.0,1757696000.0,,,,,268578000.0,-11280000.0,,,47209000.0,,,,,,,,,,952856000.0,7923053000.0,,,,,,,,,,,,12616000.0,,,,,,,,,,-2261000.0,,0.16,264699000.0,,-21696000.0,435292000.0,,,1676000.0,,,,,,153806000.0,2628597000.0,153806000.0,,130724000.0,,,,100072000.0,236282000.0,,,24093000.0,,8592190000.0,,,,,,,278312000.0,,-1391361000.0,-135853000.0,,,,,,,,,,,,,741905000.0,1042168000.0,-119990000.0,,9983551000.0,,,,,,164541000.0,,304574194.0,,-735000.0,5486000.0,,19300000.0,,166714000.0,49986000.0,,989645000.0,,,803313000.0,,,,67780000.0,,,-10884000.0,,2746000.0,,,,,,,,,,,
1072828800,,,10709710000.0,,139475000.0,,-62070000.0,1133903000.0,24241000.0,123547000.0,-28369000.0,,5521890000.0,139475000.0,647156000.0,546309000.0,,243697000.0,353704000.0,,,9952089000.0,10709710000.0,137504000.0,,,107611000.0,-555688000.0,88025000.0,91735000.0,85439000.0,,,226082000.0,,160384000.0,5521890000.0,448763000.0,719666000.0,7410863000.0,178047000.0,302729193.0,2533788000.0,,-177313000.0,38457000.0,178047000.0,65189000.0,116592000.0,,,,647156000.0,9008000.0,765059000.0,178047000.0,90376000.0,1765426000.0,297191463.0,,,,211443000.0,-21702000.0,,,91735000.0,,,,,178047000.0,,36254000.0,,267668000.0,1003082000.0,8175922000.0,8681339000.0,-12829000.0,687736000.0,1003082000.0,7410863000.0,,,1168429000.0,757621000.0,-442864000.0,,-64039000.0,,243697000.0,23456000.0,,-33187000.0,10327401000.0,123547000.0,211234000.0,,-953000.0,341114000.0,,267668000.0,694532000.0,-12829000.0,427274000.0,42790000.0,,1683000.0,,,9952089000.0,,-550232000.0,178047000.0,2533788000.0,178047000.0,,153806000.0,,,,85439000.0,226082000.0,,0.805,29071000.0,65189000.0,8681339000.0,-45527000.0,-165235000.0,,-2205000.0,,,323442000.0,,-1646062000.0,-192434000.0,1683000.0,,,237112000.0,,,2161969000.0,3908816000.0,,9008000.0,,-1646062000.0,757621000.0,1133903000.0,-232269000.0,1027181000.0,10327401000.0,,8175922000.0,,0.82,,164065000.0,28362000.0,,1746847000.0,,37489000.0,,15709000.0,-27461000.0,215831000.0,23456000.0,,973583000.0,,,765059000.0,,1765426000.0,,117096000.0,,,-11016000.0,,15560000.0,,,,,,,,,,,
1080691200,,,,,161883000.0,,,,27895000.0,135544000.0,17727000.0,,5394989000.0,,601930000.0,566959000.0,,,,,0.36,10001363000.0,10646419000.0,,,,105959000.0,,97140000.0,105848000.0,,,,,,171016000.0,,,,7262789000.0,,,,,36518000.0,10399000.0,196413000.0,63230000.0,,,286075676.0,,,9687000.0,,,89810000.0,1732256000.0,,,,,244397000.0,-8357000.0,,,105848000.0,,,,,,,,,,1050359000.0,8035475000.0,,,,,,,,,,,,2727000.0,,,,,,,,,,1192000.0,,0.37,232671000.0,,-9666000.0,499477000.0,,,1712000.0,,,,,,196413000.0,2610944000.0,196413000.0,,168518000.0,,,,95229000.0,86516000.0,,,55260000.0,,8718333000.0,,,,,,,361039000.0,,-1646062000.0,-177031000.0,,,,,,,,,,,,,645056000.0,1239751000.0,-121045000.0,,10364395000.0,,,,,,194758000.0,,294022222.0,,-2193000.0,-203381000.0,,71224000.0,,255080000.0,65840000.0,,1066436000.0,,,772686000.0,,,,152400000.0,,,-2028000.0,,-31630000.0,,,,,,,,,,,
1088553600,,,,,166166000.0,,,,-9846000.0,148054000.0,30581000.0,,5526728000.0,,608393000.0,569566000.0,,,,,0.36,10080585000.0,10704208000.0,,,,105177000.0,,101663000.0,104717000.0,,,,,,170520000.0,,,,7406698000.0,,,,,-143425000.0,16379000.0,185793000.0,64110000.0,,,279245333.0,,,6802000.0,,,92622000.0,1731916000.0,,,,,238462000.0,511000.0,,,104717000.0,,,,,,,,,,1057559000.0,8194868000.0,,,,,,,,,,,,13181000.0,,,,,,,,,,-2178000.0,,0.375,232353000.0,,-12023000.0,502959000.0,,,1718000.0,,,,,,185793000.0,2509340000.0,185793000.0,,196413000.0,,,,127650000.0,81907000.0,,,58165000.0,,8790673000.0,,,,,,,369674000.0,,-1646062000.0,-170318000.0,,,,,,,,,,,,,623623000.0,1344468000.0,-222811000.0,,10436735000.0,,,,,,200899000.0,,290880556.0,,-2121000.0,-67320000.0,,15051000.0,,264497000.0,45325000.0,,1072525000.0,,,788170000.0,,,,159828000.0,,,3851000.0,,-1192000.0,,,,,,,,,,,
1096502400,,,,,172408000.0,,,,159536000.0,141925000.0,34111000.0,,5569768000.0,,635313000.0,570973000.0,,,,,0.445,10179629000.0,10898830000.0,,,,109022000.0,,76167000.0,126881000.0,,,,,,171710000.0,,,,7483962000.0,,,,,-67138000.0,23035000.0,355632000.0,64173000.0,,,275828261.0,,,14000.0,,,95262000.0,1772269000.0,,,,,241479000.0,5038000.0,,,126881000.0,,,,,,,,,,1083830000.0,8267445000.0,,,,,,,,,,,,-24196000.0,,,,,,,,,,-176000.0,,0.46,233059000.0,,-15808000.0,465423000.0,,,1719000.0,,,,,,355632000.0,2631385000.0,355632000.0,,185793000.0,,,,101584000.0,0.0,,,45495000.0,,8862740000.0,,,,,,,332966000.0,,-1646062000.0,-179134000.0,,,,,,,,,,,,,719201000.0,1471349000.0,-5039000.0,,10508802000.0,,,,,,213245000.0,,285125843.0,,-8315000.0,13429000.0,,3546000.0,,223944000.0,46572000.0,,1036396000.0,,,783483000.0,,,,121662000.0,,,26004000.0,,49746000.0,,,,,,,,,,,
1104451200,,,11115029000.0,,204151000.0,,-23599000.0,1546235000.0,-22063000.0,154492000.0,43966000.0,,5458848000.0,204151000.0,724922000.0,585397000.0,,412332000.0,555815000.0,,,10294827000.0,11115029000.0,126385000.0,,,114098000.0,-347753000.0,74886000.0,74886000.0,198050000.0,,-15469000.0,0.0,,183926000.0,5458848000.0,434256000.0,956485000.0,7415348000.0,435128000.0,289355789.0,2771704000.0,,-173708000.0,33232000.0,435128000.0,70333000.0,205959000.0,,,,724922000.0,14000.0,927977000.0,435128000.0,100692000.0,1802008000.0,279547119.0,,,,264386000.0,-12498000.0,,,74886000.0,,,,,435128000.0,,135910000.0,,233335000.0,1147350000.0,8343325000.0,8914142000.0,-12045000.0,829247000.0,1147350000.0,7415348000.0,,,1390741000.0,820202000.0,-348895000.0,,-15311000.0,,412332000.0,4991000.0,,155522000.0,10852158000.0,154492000.0,279606000.0,,-7395000.0,378386000.0,,233335000.0,697172000.0,-12045000.0,477350000.0,83045000.0,,1736000.0,,,10294827000.0,,-702862000.0,435128000.0,2771704000.0,435128000.0,,355632000.0,,,,198050000.0,0.0,,1.425,47039000.0,70333000.0,8914142000.0,-15306000.0,-325972000.0,,-8557000.0,,,327062000.0,,-1938016000.0,-176379000.0,1736000.0,,,349856000.0,,,2292895000.0,4238104000.0,,14000.0,,-1938016000.0,820202000.0,1546235000.0,0.0,988724000.0,10852158000.0,,8343325000.0,,1.475,,220345000.0,55647000.0,,1945209000.0,-2840000.0,-68700000.0,,46089000.0,31302000.0,212964000.0,4991000.0,,1062747000.0,,,927977000.0,,1802008000.0,,121925000.0,,,3475000.0,,38723000.0,,,,,,,,,,,
