,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,trailingNetOtherInvestingChanges,quarterlyFreeCashFlow,trailingChangeInWorkingCapital,quarterlyRetainedEarnings,annualGainsLossesNotAffectingRetainedEarnings,quarterlyGoodwill,trailingFreeCashFlow,quarterlyCurrentLiabilities,annualRetainedEarnings,quarterlyCurrentAssets,trailingNetIncome,annualDilutedAverageShares,annualTotalAssets,annualTotalLiabilitiesNetMinorityInterest,annualNetOtherInvestingChanges,quarterlySellingGeneralAndAdministration,trailingPretaxIncome,annualPretaxIncome,trailingPurchaseOfInvestment,annualDilutedEPS,annualCashDividendsPaid,quarterlyDilutedEPS,annualCurrentDeferredRevenue,quarterlyOtherNonCurrentLiabilities,annualEndCashPosition,annualCurrentDebt,quarterlyNetIncomeCommonStockholders,annualCostOfRevenue,quarterlyTotalAssets,trailingOperatingIncome,annualNonCurrentDeferredRevenue,annualOtherCurrentAssets,trailingTotalRevenue,annualNetIncome,annualLongTermDebt,annualOperatingIncome,quarterlyPurchaseOfInvestment,quarterlyTotalNonCurrentAssets,annualAccountsPayable,trailingInvestingCashFlow,annualFreeCashFlow,trailingEndCashPosition,quarterlyDepreciationAndAmortization,annualIncomeTaxPayable,trailingTaxProvision,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,annualStockholdersEquity,quarterlyChangeInAccountPayable,quarterlyTotalLiabilitiesNetMinorityInterest,annualOtherNonCashItems,quarterlyOtherNonCurrentAssets,annualInvestmentsAndAdvances,quarterlyGrossProfit,annualRepurchaseOfCapitalStock,annualBasicAverageShares,quarterlyNetIncome,annualCurrentAccruedExpenses,annualCashAndCashEquivalents,annualTaxProvision,trailingSaleOfInvestment,annualDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyBasicAverageShares,quarterlyCurrentDeferredRevenue,quarterlyInventory,quarterlyOtherIncomeExpense,annualCurrentAssets,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyChangeInInventory,quarterlyAccountsReceivable,annualCurrentLiabilities,annualNetPPE,quarterlyCashDividendsPaid,quarterlyCostOfRevenue,quarterlyOperatingExpense,quarterlyCurrentAccruedExpenses,quarterlyEndCashPosition,annualOtherShortTermInvestments,annualCommonStockIssuance,quarterlyInvestingCashFlow,annualOperatingCashFlow,annualOtherNonCurrentAssets,annualSaleOfInvestment,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualNetIncomeCommonStockholders,annualOtherIntangibleAssets,quarterlyBeginningCashPosition,quarterlyCapitalStock,annualEbitda,quarterlyBasicEPS,annualRepaymentOfDebt,annualOtherNonCurrentLiabilities,trailingRepaymentOfDebt,quarterlyPretaxIncome,annualChangeInCashSupplementalAsReported,quarterlyPurchaseOfBusiness,trailingGrossProfit,trailingNetIncomeCommonStockholders,annualCashCashEquivalentsAndMarketableSecurities,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,annualOtherCurrentLiabilities,quarterlyAccumulatedDepreciation,trailingInterestExpense,quarterlyRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,quarterlyOtherCurrentAssets,trailingOtherIncomeExpense,annualBeginningCashPosition,annualTotalNonCurrentAssets,quarterlyChangesInAccountReceivables,annualOtherIncomeExpense,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlyOtherIntangibleAssets,quarterlyCurrentDebt,quarterlyInterestExpense,trailingDepreciationAndAmortization,annualSellingGeneralAndAdministration,trailingCashFlowFromContinuingFinancingActivities,quarterlySaleOfInvestment,quarterlyResearchAndDevelopment,annualBasicEPS,trailingPurchaseOfBusiness,quarterlyNonCurrentDeferredRevenue,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyChangeInWorkingCapital,annualNonCurrentDeferredTaxesLiabilities,annualNetIncomeContinuousOperations,quarterlyCommonStockIssuance,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,annualPurchaseOfBusiness,trailingNetIncomeContinuousOperations,quarterlyDilutedAverageShares,trailingOtherNonCashItems,annualInvestingCashFlow,trailingSellingGeneralAndAdministration,quarterlyIncomeTaxPayable,annualCapitalExpenditure,annualChangeInInventory,quarterlyGrossPPE,trailingStockBasedCompensation,annualOperatingExpense,trailingDeferredIncomeTax,quarterlyCapitalExpenditure,annualCashFlowFromContinuingFinancingActivities,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyOperatingCashFlow,trailingNetOtherFinancingCharges,annualChangesInAccountReceivables,annualInterestExpense,trailingBeginningCashPosition,trailingCostOfRevenue,trailingChangesInAccountReceivables,annualPurchaseOfInvestment,trailingCashDividendsPaid,quarterlyTaxProvision,annualTotalRevenue,quarterlyOtherCurrentLiabilities,trailingResearchAndDevelopment,quarterlyNetPPE,annualCapitalStock,quarterlyStockBasedCompensation,trailingOperatingExpense,quarterlyEbitda,trailingChangeInInventory,annualNetOtherFinancingCharges,annualGrossProfit,annualStockBasedCompensation,annualGoodwill,annualResearchAndDevelopment,quarterlyOtherNonCashItems,annualInventory,annualAccumulatedDepreciation,quarterlyChangeInCashSupplementalAsReported,quarterlyRepurchaseOfCapitalStock,annualDeferredIncomeTax,trailingDilutedAverageShares,trailingBasicEPS,trailingCommonStockIssuance,trailingChangeInAccountPayable,trailingBasicAverageShares,trailingRepurchaseOfCapitalStock,trailingDilutedEPS
1412035200,6877706000000.0,,386555000000.0,,114160000000.0,,13716388000000.0,,1772405000000.0,,6063194000000.0,,5740166000000.0,,,,,,1654387000000.0,,,,,,831.723,,65247000000.0,,,531548000000.0,,27684975000000.0,,,,,,,,-1632000000.0,21944809000000.0,,,,,721038000000.0,,,-208000000.0,6941660000000.0,,-96084000000.0,12940900000000.0,,81375000000.0,,3094166000000.0,,,531548000000.0,,,,,,531002000000.0,5355761000000.0,362434000000.0,639066090.0,485316000000.0,236767000000.0,185556000000.0,,,,175287000000.0,2735086000000.0,,,-70937000000.0,1273318000000.0,2547320000000.0,1032220000000.0,1332619000000.0,,,-829729000000.0,,,,,,,,1331263000000.0,44639000000.0,,831.723,,,,665759000000.0,,-50016000000.0,,,,19095000000.0,14024732000000.0,,,,-106771000000.0,1719174000000.0,1332619000000.0,,4718000000.0,,,,-245431000000.0,,,,2465913000000.0,1753350000000.0,82171000000.0,,,,-16400000000.0,107727000000.0,,,33646000000.0,-93827000000.0,-181717000000.0,,,,134757000000.0,317020000000.0,-25021000000.0,,,639066090.0,,,,50099000000.0,,,10217606000000.0,,,,-809579000000.0,,4367484000000.0,546846000000.0,923739000000.0,,,,,,,,,134757000000.0,,23290000000.0,,10217606000000.0,,,,1468968000000.0,,,,,,,68133000000.0,,,183000000.0,,,,,,,,,
1419984000,7272653000000.0,-707333000000.0,593229000000.0,,418174000000.0,,14188591000000.0,-4489000000.0,1917595000000.0,,5420310000000.0,14188591000000.0,5083148000000.0,,639066090.0,27941233000000.0,12692963000000.0,-7985000000.0,1717908000000.0,,2253828000000.0,,2792.094,-666802000000.0,,456258000000.0,66823000000.0,834429000000.0,957314000000.0,492860000000.0,4736220000000.0,27941233000000.0,,19659000000.0,4814000000.0,,1801178000000.0,5798878000000.0,1833742000000.0,-187220000000.0,22858085000000.0,275495000000.0,,538692000000.0,,750184000000.0,99236000000.0,,-14325000000.0,7254999000000.0,14506739000000.0,-60145000000.0,12692963000000.0,273465000000.0,127252000000.0,7254999000000.0,3149924000000.0,,639066090.0,501280000000.0,952418000000.0,834429000000.0,454508000000.0,,2891870000000.0,503370000000.0,5798878000000.0,444211000000.0,,456258000000.0,267667000000.0,272953000000.0,5083148000000.0,,2392150000000.0,-32586000000.0,2392150000000.0,5420310000000.0,10567701000000.0,0.0,1139102000000.0,2685071000000.0,952418000000.0,834429000000.0,593229000000.0,,-1402301000000.0,3677385000000.0,127252000000.0,73449000000.0,7272653000000.0,-37790000000.0,1784338000000.0,2483994000000.0,1332619000000.0,44639000000.0,5469608000000.0,,-1082610000000.0,66823000000.0,,647486000000.0,-565179000000.0,-236801000000.0,,,1427658000000.0,-15332000000.0,14506739000000.0,408000000.0,-21727283000000.0,,-547524000000.0,1427658000000.0,834429000000.0,,4814000000.0,,1398639000000.0,22858085000000.0,272536000000.0,708523000000.0,,32294984000000.0,2483994000000.0,957314000000.0,80510000000.0,,6947080000000.0,,-12600000000.0,78256000000.0,2792.094,,19659000000.0,-474572000000.0,184435000000.0,444211000000.0,1799320000000.0,,144116000000.0,275495000000.0,-4489000000.0,-435293000000.0,,,,-3683165000000.0,,99236000000.0,-3138693000000.0,-171000000.0,32294984000000.0,,10593836000000.0,,-959444000000.0,-559399000000.0,4289026000000.0,464853000000.0,1377618000000.0,,-168839000000.0,323910000000.0,,,,-218036000000.0,,144116000000.0,17163798000000.0,408000000.0,,10567701000000.0,44639000000.0,,,1478180000000.0,,-230875000000.0,12427578000000.0,,1917595000000.0,390943000000.0,68615000000.0,267667000000.0,-21727283000000.0,-499255000000.0,,454508000000.0,,,,,,,
1427760000,7423521000000.0,,624077000000.0,,-132415000000.0,,14029660000000.0,,1917365000000.0,,5323745000000.0,,5228504000000.0,,,,,,1639490000000.0,,,,,,695.526,,68244000000.0,,,444495000000.0,,27824417000000.0,,,,,,,,-78491000000.0,22595913000000.0,,,,,729494000000.0,,,-190234000000.0,7226121000000.0,,40499000000.0,12747266000000.0,,128289000000.0,,2937124000000.0,,,444495000000.0,,,,,,442747000000.0,6042264000000.0,455495000000.0,639066090.0,413513000000.0,295045000000.0,204913000000.0,,,,-28120000000.0,2374763000000.0,,,,1303162000000.0,2519309000000.0,789185000000.0,740420000000.0,,,-589583000000.0,,,,,,,,834429000000.0,44639000000.0,,695.526,,,,560013000000.0,,-19987000000.0,,,,-11991000000.0,14345583000000.0,,,,-313151000000.0,1364497000000.0,740420000000.0,,6608000000.0,,,,3942000000.0,,,,2387444000000.0,943348000000.0,75516000000.0,,,,104868000000.0,69470000000.0,,,10519000000.0,30176000000.0,-634832000000.0,,,,117266000000.0,299432000000.0,-6480000000.0,,,639066090.0,,,,216110000000.0,,,10404953000000.0,,,,-598027000000.0,,4240286000000.0,417815000000.0,465612000000.0,,,,,,,,,117266000000.0,,4218166000000.0,,10404953000000.0,,,,1365023000000.0,,,,,,,70241000000.0,,,-93795000000.0,,,,,,,,,
1435622400,7415528000000.0,,628382000000.0,,403335000000.0,,14421043000000.0,,1930205000000.0,,5308391000000.0,,5180521000000.0,,,,,,1585927000000.0,,,,,,602.952,,62584000000.0,,,387419000000.0,,28041506000000.0,,,,,,,,-224243000000.0,22860985000000.0,,,,,738666000000.0,,,-227468000000.0,7731717000000.0,,-3610000000.0,12723919000000.0,,119200000000.0,,2928690000000.0,,,395839000000.0,,,,,,397888000000.0,6019105000000.0,511611000000.0,642585477.0,397600000000.0,282871000000.0,146209000000.0,,,,11444000000.0,2443502000000.0,,,,1327049000000.0,2493830000000.0,786418000000.0,829659000000.0,,,-504426000000.0,,,,,,,,740420000000.0,44639000000.0,,602.952,,,,515592000000.0,,-14540000000.0,,,,53609000000.0,15187526000000.0,,,,-73591000000.0,1458041000000.0,829659000000.0,,2212000000.0,,,,-83929000000.0,,,,2298574000000.0,1489631000000.0,74706000000.0,,,,38839000000.0,77952000000.0,,,4688000000.0,-359986000000.0,-152110000000.0,,,,117704000000.0,291316000000.0,59389000000.0,,,642585477.0,,,,224673000000.0,,,10252498000000.0,,,,-545104000000.0,,4255739000000.0,434860000000.0,948439000000.0,,,,,,,,,117704000000.0,,4233000000.0,,10252498000000.0,,,,1328964000000.0,,,,,,,64851000000.0,,,84027000000.0,,,,,,,,,
1443571200,7691062000000.0,,427004000000.0,,587339000000.0,,14726953000000.0,,1932658000000.0,,5233888000000.0,,5573261000000.0,,,,,,1595539000000.0,,,,,,584.193,,65320000000.0,,,382251000000.0,,28558720000000.0,,,,,,,,78269000000.0,22985459000000.0,,,,,754733000000.0,,,-28000000.0,7917199000000.0,,22378000000.0,12924950000000.0,,101156000000.0,,3024254000000.0,,,382251000000.0,,,,,,381797000000.0,6303671000000.0,482657000000.0,654316757.0,365208000000.0,271995000000.0,117970000000.0,,,,11014000000.0,2555497000000.0,,,-72629000000.0,1237106000000.0,2524766000000.0,877909000000.0,1263748000000.0,,,-516804000000.0,,,,,,,,829659000000.0,44639000000.0,,584.193,,,,554842000000.0,,-27255000000.0,,,,-8543000000.0,15503547000000.0,,,,-109445000000.0,1690752000000.0,1263748000000.0,,3994000000.0,,,,-113612000000.0,,,,2199204000000.0,1125118000000.0,73866000000.0,,,,57780000000.0,78959000000.0,,,3106000000.0,-277871000000.0,93635000000.0,,,,173045000000.0,334438000000.0,55721000000.0,,,654316757.0,,,,319668000000.0,,,10170550000000.0,,,,-642553000000.0,,4261360000000.0,499488000000.0,1229892000000.0,,,,,,,,,173045000000.0,,90000000.0,,10170550000000.0,,,,1383441000000.0,,,,,,,62952000000.0,,,435217000000.0,,,,,,,,,
1451520000,7950798000000.0,-685734000000.0,783352000000.0,,313144000000.0,,15007627000000.0,9303000000.0,1908590000000.0,,5256493000000.0,15007627000000.0,5160242000000.0,,644612306.0,28581387000000.0,13207291000000.0,14534000000.0,1664324000000.0,,2035365000000.0,,2329.668,-668494000000.0,,361077000000.0,50076000000.0,768922000000.0,963087000000.0,279179000000.0,5197030000000.0,28581387000000.0,,2842000000.0,749000000.0,,1518604000000.0,6560700000000.0,1736715000000.0,-483416000000.0,23421145000000.0,279782000000.0,,1171403000000.0,,770593000000.0,381794000000.0,,-11468000000.0,8114142000000.0,15251079000000.0,-46825000000.0,13207291000000.0,265645000000.0,85457000000.0,8114142000000.0,3049636000000.0,-490192000000.0,644612306.0,296019000000.0,920739000000.0,768922000000.0,519480000000.0,,2993486000000.0,293453000000.0,6560700000000.0,538114000000.0,,361077000000.0,273556000000.0,100967000000.0,5160242000000.0,,2344867000000.0,-2152000000.0,2344867000000.0,5256493000000.0,10371256000000.0,0.0,1329713000000.0,2662930000000.0,920739000000.0,768922000000.0,783352000000.0,,-1269686000000.0,3778129000000.0,85457000000.0,261892000000.0,7950798000000.0,12442000000.0,1501764000000.0,2304784000000.0,1263748000000.0,44639000000.0,5326513000000.0,,-751730000000.0,50076000000.0,,404918000000.0,-66953000000.0,-16495000000.0,,,1552274000000.0,-18541000000.0,15251079000000.0,54000000.0,-23391540000000.0,,-255543000000.0,1552274000000.0,768922000000.0,,749000000.0,,834429000000.0,23421145000000.0,201153000000.0,572215000000.0,,33762796000000.0,2304784000000.0,963087000000.0,73572000000.0,,6485280000000.0,,60405000000.0,89409000000.0,2329.668,,2842000000.0,-356902000000.0,7573000000.0,538114000000.0,1515885000000.0,,111465000000.0,279782000000.0,9303000000.0,-78277000000.0,,,,-2880499000000.0,,381794000000.0,-2606726000000.0,-7814000000.0,33762796000000.0,,10202989000000.0,,-821042000000.0,-964583000000.0,4379349000000.0,386706000000.0,1134186000000.0,,7554000000.0,297662000000.0,,,,-707881000000.0,,111465000000.0,17136734000000.0,54000000.0,,10371256000000.0,44639000000.0,,,1249083000000.0,,-429198000000.0,11939704000000.0,,1908590000000.0,315790000000.0,67601000000.0,273556000000.0,-23391540000000.0,-492402000000.0,,519480000000.0,,,,,,,
1459382400,8020060000000.0,,908983000000.0,,160129000000.0,,14941403000000.0,,1905997000000.0,,5355129000000.0,,5805802000000.0,,,,,,1631812000000.0,,,,,,898.989,,46176000000.0,,,571847000000.0,,28490375000000.0,,,,,,,,-133506000000.0,22684573000000.0,,,,,749070000000.0,,,-121345000000.0,8007354000000.0,,28488000000.0,13375189000000.0,,72559000000.0,,2959072000000.0,,,571847000000.0,,,,,,572298000000.0,6776059000000.0,486232000000.0,636118559.0,350102000000.0,278352000000.0,385690000000.0,,,,-6923000000.0,2328795000000.0,,,,1269391000000.0,2548296000000.0,850621000000.0,759927000000.0,,,-451286000000.0,,,,,,,,768922000000.0,44639000000.0,,898.989,,,,736124000000.0,,-30665000000.0,,,,-13245000000.0,15000850000000.0,,,,-447155000000.0,1668910000000.0,759927000000.0,,590000000.0,,,,6817000000.0,,,,2188772000000.0,621324000000.0,72392000000.0,,,,223886000000.0,84099000000.0,,,2842000000.0,-229932000000.0,-452952000000.0,,,,163826000000.0,300872000000.0,-180470000000.0,,,636118559.0,,,,506734000000.0,,,9922014000000.0,,,,-513461000000.0,,4228463000000.0,410776000000.0,673590000000.0,,,,,,,,,163826000000.0,,53000000.0,,9922014000000.0,,,,1557586000000.0,,,,,,,75561000000.0,,,-7628000000.0,,,,,,,,,
1467244800,7941900000000.0,,931854000000.0,,774130000000.0,,15214203000000.0,,1912065000000.0,,5219997000000.0,,6118565000000.0,,,,,,1649518000000.0,,,,,,442.89,,45814000000.0,,,281715000000.0,,28529390000000.0,,,,,,,,-183934000000.0,22410825000000.0,,,,,752484000000.0,,,15809000000.0,7986373000000.0,,-74847000000.0,13161897000000.0,,60448000000.0,,2985587000000.0,,,290135000000.0,,,,,,290990000000.0,6671996000000.0,492058000000.0,636118559.0,353830000000.0,270871000000.0,456000000.0,,,,7245000000.0,2199983000000.0,,,,1281702000000.0,2563622000000.0,1028226000000.0,1099561000000.0,,,-429888000000.0,,,,,,,,759927000000.0,44639000000.0,,442.89,,,,364750000000.0,,-29295000000.0,,,,756000000.0,15218121000000.0,,,,-28335000000.0,2031415000000.0,1099561000000.0,,875000000.0,,,,127218000000.0,,,,2070189000000.0,980620000000.0,70017000000.0,,,,147552000000.0,84012000000.0,,,2717000000.0,-379102000000.0,146499000000.0,,,,73760000000.0,251106000000.0,-232405000000.0,,,636118559.0,,,,341036000000.0,,,9716070000000.0,,,,-374575000000.0,,4267289000000.0,421965000000.0,1148705000000.0,,,,,,,,,73760000000.0,,15425000000.0,,9716070000000.0,,,,1187251000000.0,,,,,,,56478000000.0,,,339715000000.0,,,,,,,,,
1475193600,8618310000000.0,,725758000000.0,,-62755000000.0,,15469391000000.0,,1902478000000.0,,5393208000000.0,,5777657000000.0,,,,,,1647646000000.0,,,,,,511.044,,46178000000.0,,,325102000000.0,,29555705000000.0,,,,,,,,179462000000.0,23778048000000.0,,,,,764547000000.0,,,23970000000.0,8046807000000.0,,83856000000.0,14011518000000.0,,66224000000.0,,3021679000000.0,,,325102000000.0,,,,,,322113000000.0,6489489000000.0,482177000000.0,636118559.0,335059000000.0,274047000000.0,56838000000.0,,,,-6447000000.0,2324873000000.0,,,-70610000000.0,1222125000000.0,2587329000000.0,1162960000000.0,859222000000.0,,,-741732000000.0,,,,,,,,1099561000000.0,44639000000.0,,511.044,,,,431173000000.0,,-46439000000.0,,,,-22714000000.0,15377474000000.0,,,,-335390000000.0,1584980000000.0,859222000000.0,,391000000.0,,,,-136289000000.0,,,,3198834000000.0,683467000000.0,74657000000.0,,,,53416000000.0,85469000000.0,,,2600000000.0,-382030000000.0,-172111000000.0,,,,109060000000.0,306722000000.0,-328654000000.0,,,636118559.0,,,,344338000000.0,,,9790522000000.0,,,,-950739000000.0,,4243804000000.0,434350000000.0,887984000000.0,,,,,,,,,109060000000.0,,33859000000.0,,9790522000000.0,,,,1270377000000.0,,,,,,,65291000000.0,,,-235778000000.0,,,,,,,,,
1483142400,8737134000000.0,13764000000.0,576132000000.0,,245822000000.0,,15953164000000.0,-226183000000.0,1932452000000.0,,6444099000000.0,15953164000000.0,5996628000000.0,,636118559.0,31297663000000.0,15181233000000.0,-28434000000.0,1770767000000.0,,2096139000000.0,,2608.167,-706091000000.0,,362991000000.0,49112000000.0,1505242000000.0,891081000000.0,480463000000.0,5056810000000.0,31297663000000.0,,2389000000.0,0.0,,1675967000000.0,6478646000000.0,1583611000000.0,100353000000.0,25301035000000.0,402445000000.0,,1117326000000.0,,802457000000.0,474931000000.0,,-22100000000.0,8233781000000.0,15971399000000.0,38088000000.0,15181233000000.0,269797000000.0,61869000000.0,8233781000000.0,3068668000000.0,0.0,636118559.0,488883000000.0,1125816000000.0,1505242000000.0,436038000000.0,,3068558000000.0,474700000000.0,6478646000000.0,479765000000.0,,362991000000.0,259846000000.0,310292000000.0,5996628000000.0,,2240926000000.0,6923000000.0,2240926000000.0,6444099000000.0,10374212000000.0,1000000.0,1283592000000.0,2751541000000.0,1125816000000.0,1505242000000.0,576132000000.0,,-839302000000.0,4243168000000.0,61869000000.0,777869000000.0,8737134000000.0,75585000000.0,1659127000000.0,3776354000000.0,859222000000.0,44639000000.0,5455151000000.0,,-1060799000000.0,49112000000.0,,564092000000.0,736131000000.0,-47710000000.0,,,2081374000000.0,6769000000.0,15971399000000.0,86952000000.0,-24965744000000.0,,-249919000000.0,2081374000000.0,1505242000000.0,,0.0,,768922000000.0,25301035000000.0,90803000000.0,753884000000.0,,35339956000000.0,3776354000000.0,891081000000.0,73388000000.0,,6699743000000.0,,353015000000.0,91207000000.0,2608.167,,2389000000.0,-53765000000.0,492328000000.0,479765000000.0,1660101000000.0,,89392000000.0,402445000000.0,-226183000000.0,-154109000000.0,,,,-2462208000000.0,,474931000000.0,-3125842000000.0,798000000.0,35339956000000.0,,10451395000000.0,,-1287067000000.0,-1044829000000.0,4352260000000.0,317127000000.0,1532889000000.0,,88549000000.0,290454000000.0,,,,-37625000000.0,,89392000000.0,17091816000000.0,86952000000.0,,10374212000000.0,44639000000.0,,,1439937000000.0,,-103666000000.0,12035006000000.0,,1932452000000.0,344787000000.0,72467000000.0,259846000000.0,-24965744000000.0,639822000000.0,,436038000000.0,,,,,,,
1490918400,8349705000000.0,,680865000000.0,,253821000000.0,,15895550000000.0,,1919502000000.0,,6255605000000.0,,5965094000000.0,,,,,,1675349000000.0,,,,,,926.184,,48917000000.0,,,589134000000.0,,30517821000000.0,,,,,,,,-54169000000.0,24552727000000.0,,,,,794643000000.0,,,-345061000000.0,8356009000000.0,,-92671000000.0,14605310000000.0,,58036000000.0,,3060466000000.0,,,589134000000.0,,,,,,583481000000.0,6282834000000.0,560378000000.0,636118559.0,343465000000.0,248593000000.0,356347000000.0,,,,11513000000.0,2160062000000.0,,,,1173899000000.0,2643453000000.0,985665000000.0,1575978000000.0,,,-656253000000.0,,,,,,,,1505242000000.0,44639000000.0,,926.184,,,,724220000000.0,,-7000000.0,,,,-9913000000.0,15807610000000.0,,,,-105300000000.0,2256843000000.0,1575978000000.0,,4157000000.0,,,,61060000000.0,,,,3677709000000.0,1049737000000.0,74420000000.0,,,,70874000000.0,94617000000.0,,,2244000000.0,-197547000000.0,-188479000000.0,,,,140739000000.0,263477000000.0,-324371000000.0,,,636118559.0,,,,493760000000.0,,,9928895000000.0,,,,-676537000000.0,,4234365000000.0,417013000000.0,930358000000.0,,,,,,,,,140739000000.0,,115024000000.0,,9928895000000.0,,12000000.0,,1593283000000.0,,,,,,,50627000000.0,,,76558000000.0,,,,,,,,,
1498780800,8014130000000.0,,735450000000.0,,399961000000.0,,16513404000000.0,,1922795000000.0,,6088438000000.0,,5792614000000.0,,,,,,1706541000000.0,,,,,,969.141,,46676000000.0,,,616469000000.0,,30777779000000.0,,,,,,,,-176361000000.0,24985165000000.0,,,,,804133000000.0,,,-31770000000.0,8963037000000.0,,-12384000000.0,14102568000000.0,,53296000000.0,,3138692000000.0,,,624889000000.0,,,,,,620511000000.0,5884347000000.0,612069000000.0,636118559.0,343829000000.0,263478000000.0,386142000000.0,,,,-14521000000.0,2221284000000.0,,,,1206901000000.0,2703507000000.0,1146906000000.0,1237629000000.0,,,-538131000000.0,,,,,,,,1575978000000.0,44639000000.0,,969.141,,,,748426000000.0,,0.0,,,,-2990000000.0,16573461000000.0,,,,-380326000000.0,1973079000000.0,1237629000000.0,,3242000000.0,,,,-62219000000.0,,,,3760024000000.0,1494924000000.0,75066000000.0,,,,114565000000.0,94848000000.0,,,2163000000.0,-685202000000.0,-56309000000.0,,,,127915000000.0,249340000000.0,-176625000000.0,,,636118559.0,,,,263687000000.0,,,9573704000000.0,,,,-482384000000.0,,4345593000000.0,435185000000.0,882345000000.0,,,,,,,,,127915000000.0,,70495000000.0,,9573704000000.0,,133000000.0,,1627625000000.0,,,,,,,72181000000.0,,,-340988000000.0,,,,,,,,,
1506729600,8060005000000.0,,711682000000.0,,324831000000.0,,17242404000000.0,,1949682000000.0,,6387736000000.0,,6008289000000.0,,,,,,1735856000000.0,,,,,,1251.081,,45181000000.0,,,795826000000.0,,31923826000000.0,,,,,,,,55992000000.0,25915537000000.0,,,,,816699000000.0,,,39855000000.0,9801952000000.0,,7134000000.0,14447741000000.0,,49803000000.0,,3144521000000.0,,,795826000000.0,,,,,,792967000000.0,5800491000000.0,719550000000.0,636118559.0,341036000000.0,248839000000.0,661461000000.0,,,,11203000000.0,2128250000000.0,,,-70609000000.0,1298218000000.0,2746395000000.0,1201981000000.0,1447178000000.0,,,-914999000000.0,,,,,,,,1237629000000.0,44639000000.0,,1251.081,,,,1004051000000.0,,-151826000000.0,,,,8115000000.0,17339464000000.0,,,,-4800000000.0,2158860000000.0,1447178000000.0,,137200000000.0,,,,56049000000.0,,,,3658195000000.0,1650714000000.0,72015000000.0,,,,-36672000000.0,103192000000.0,,,1816000000.0,21808000000.0,111261000000.0,,,,211084000000.0,257105000000.0,-144046000000.0,,,636118559.0,,,,190218000000.0,,,9601584000000.0,,,,-805583000000.0,,4442739000000.0,398126000000.0,1130414000000.0,,,,,,,,,211084000000.0,,173527000000.0,,9601584000000.0,,134000000.0,,1892765000000.0,,,,,,,58253000000.0,,,237223000000.0,,,,,,,,,
