date,quarterlyTotalNonCurrentAssets,quarterlyGoodwill,trailingNetIncome,annualGoodwill,annualTotalAssets,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,annualNetOtherInvestingChanges,trailingPretaxIncome,quarterlyDilutedAverageShares,annualBasicAverageShares,annualRetainedEarnings,annualAccountsReceivable,annualPurchaseOfInvestment,annualPretaxIncome,quarterlyLongTermDebt,annualNetIncome,trailingChangeInWorkingCapital,quarterlyTotalAssets,annualCashDividendsPaid,annualFreeCashFlow,annualInvestingCashFlow,trailingSaleOfInvestment,trailingCommonStockIssuance,annualAccountsPayable,trailingInvestingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,quarterlyOtherNonCurrentLiabilities,annualLongTermDebt,annualStockholdersEquity,trailingPurchaseOfInvestment,annualOtherNonCashItems,annualOtherCurrentAssets,annualOperatingIncome,annualEndCashPosition,annualBasicEPS,annualNonCurrentDeferredRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInventory,quarterlyOtherIncomeExpense,trailingEndCashPosition,annualTaxProvision,annualDepreciationAndAmortization,annualDilutedAverageShares,quarterlyCurrentDebt,annualCurrentLiabilities,annualCashAndCashEquivalents,quarterlyInterestExpense,annualCurrentAccruedExpenses,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,trailingOperatingIncome,quarterlyBasicEPS,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,quarterlyGrossProfit,quarterlyBasicAverageShares,quarterlyOperatingExpense,trailingRepurchaseOfCapitalStock,annualOtherIntangibleAssets,annualCommonStockIssuance,annualOtherNonCurrentAssets,annualNetPPE,annualGainsLossesNotAffectingRetainedEarnings,annualSaleOfInvestment,annualCashCashEquivalentsAndMarketableSecurities,annualOtherShortTermInvestments,annualDilutedEPS,annualChangeInAccountPayable,annualOperatingCashFlow,quarterlyOtherNonCurrentAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualCurrentAssets,annualEbitda,annualRepurchaseOfCapitalStock,trailingChangeInCashSupplementalAsReported,annualGrossPPE,annualOtherCurrentLiabilities,annualNetIncomeCommonStockholders,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualChangeInCashSupplementalAsReported,annualOtherNonCurrentLiabilities,annualRepaymentOfDebt,annualBeginningCashPosition,annualInterestExpense,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherIntangibleAssets,annualTotalNonCurrentAssets,annualOtherIncomeExpense,trailingGrossProfit,quarterlyCashAndCashEquivalents,annualCapitalExpenditure,annualSellingGeneralAndAdministration,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingCapitalExpenditure,quarterlyCapitalStock,trailingInterestExpense,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,trailingRepaymentOfDebt,annualChangeInInventory,annualStockBasedCompensation,quarterlyNetPPE,quarterlyEbitda,trailingStockBasedCompensation,annualNetOtherFinancingCharges,annualCashFlowFromContinuingFinancingActivities,quarterlyTotalRevenue,trailingNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,annualInventory,trailingChangeInInventory,trailingTaxProvision,trailingDepreciationAndAmortization,trailingOtherNonCashItems,annualPurchaseOfBusiness,annualCapitalStock,annualNetIncomeContinuousOperations,annualCostOfRevenue,annualTotalRevenue,annualCurrentDeferredRevenue,annualCurrentDebt,quarterlyPretaxIncome,quarterlyCurrentAssets,quarterlyDilutedEPS,annualOperatingExpense,trailingOperatingExpense,trailingSellingGeneralAndAdministration,trailingFreeCashFlow,quarterlyCurrentLiabilities,quarterlyGrossPPE,annualTotalLiabilitiesNetMinorityInterest,annualResearchAndDevelopment,annualDeferredIncomeTax,annualAccumulatedDepreciation,annualGrossProfit,trailingCostOfRevenue,trailingNetIncomeContinuousOperations,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,trailingCashDividendsPaid,annualNonCurrentDeferredTaxesLiabilities,quarterlyTaxProvision,trailingPurchaseOfBusiness,quarterlyRetainedEarnings,trailingBeginningCashPosition,quarterlyNonCurrentDeferredRevenue,trailingBasicAverageShares,quarterlyChangesInAccountReceivables,quarterlyFreeCashFlow,trailingOtherIncomeExpense,quarterlyStockBasedCompensation,annualChangesInAccountReceivables,quarterlyBeginningCashPosition,quarterlyDepreciationAndAmortization,quarterlyInvestingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyEndCashPosition,quarterlySaleOfInvestment,trailingCashFlowFromContinuingFinancingActivities,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,trailingChangesInAccountReceivables,quarterlyCommonStockIssuance,quarterlyNetOtherFinancingCharges,quarterlyCashDividendsPaid,quarterlyDeferredIncomeTax,trailingNetOtherInvestingChanges,annualIncomeTaxPayable,quarterlyChangeInCashSupplementalAsReported,quarterlyPurchaseOfInvestment,quarterlyRepaymentOfDebt,quarterlyNetOtherInvestingChanges,trailingChangeInAccountPayable,quarterlyPurchaseOfBusiness,quarterlyCapitalExpenditure,trailingDeferredIncomeTax,quarterlyOtherNonCashItems,trailingResearchAndDevelopment,quarterlyIncomeTaxPayable,quarterlyChangeInWorkingCapital,trailingDilutedAverageShares
2011-09-30,141527476817.99042,49524340221.137505,,,,,,16226796874.756329,,,,,,,,,33619047954.712036,,,168506306379.9261,,,,,,,,,,,,1056372284.515696,,,,,,,,,,43388195124.99415,665973831.542504,,,,,,7842415981.785007,,,,,7770077444.910563,,40224819425.16726,,70594374374.2495,,0.0,,,,,,,,,,,,,,,,,,3515882538.246807,,,,,,,,,,96345745270.80766,,,,,,14768543829.827051,24339047081.390453,,,,8008909439.670633,,,8863193113.2355,,4565365438.298271,,16378363332.969448,860024827.285062,,,,21380056454.002464,,,,,,,,,,,,,,,,,,,,,26978829561.935654,0.0,,,,,27206179249.255337,,,,,,,,,,854283673.564868,,207829764.671023,,,,,-90265863481.12222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-31,143479957301.35605,46026017034.62961,,46026017034.62961,167513099181.8895,,10754605962.120363,4662609548.358176,-247232320.968284,,,2762260452.0,-101034008293.17494,4662609548.358176,-500465426.42609,10787010198.36378,32501448952.146137,8338690126.639023,,167513099181.8895,-7972642272.778214,5220682505.883671,7898232545.108147,,,5431910119.914827,,,,,,531669505.771601,32501448952.146137,92334070940.26672,,-1933452762.523815,0.0,10248139751.204752,8402298442.22795,3.018792,,44824659979.827415,583276252.381486,,,2393112854.421159,9432033060.629833,2780499882.0,7510581867.085061,28833769472.150623,4738219432.926146,,10754605962.120363,7917435055.474616,,43084432477.86619,,73658429451.97803,,,,43084432477.86619,,,,,25400120587.24644,109214277.709291,0.0,22388926930.40457,13166921326.907991,79210355.261683,10154527513.168217,5416308080.242071,2.99899,1045336658.074639,12358015577.720497,673288019.724308,44824659979.827415,24033141880.533455,12936491202.510366,-4300162165.191079,,57927972991.14648,0.0,8338690126.639023,,92334070940.26672,1450989689.566289,1889046957.301356,-4109337218.424297,7366563039.336546,2149481004.146587,13166921326.907991,25400120587.24644,143479957301.35605,352846127.983862,,4738219432.926146,-7137333071.836826,8144264709.178527,10154527513.168217,,4639806567.297994,,5431910119.914827,4632605625.910568,,28803765.549703,171622436.400314,22388926930.40457,,,-4076932982.180881,,,,-35539046060.741905,583276252.381486,,,,,-184824162.277261,4639806567.297994,8393897343.94262,32645467779.894653,46591290933.542534,,7510581867.085061,,24033141880.533455,,3697683402.443125,,,,28833769472.150623,57927972991.14648,73658429451.97803,,3055599462.064328,-35539046060.741905,13945823153.647877,,,247232320.968284,5416308080.242071,,138018043.258994,,7917435055.474616,,,-101034008293.17494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-30,141155698634.5589,38842454259.33697,,,,,,12112419961.909681,,,,,,,,,33697566867.87824,,,164576060686.27133,,,,,,,,,,,,1112442057.522838,,,,,,,,,,44327987749.76597,715231108.170051,,,,,,9797032086.251978,,,,,8190590335.388489,,47138632315.43949,,75992990993.8991,,0.0,,,,,,,,,,,,,,,,,,4314012589.173311,,,,,,,,,,87279564140.22403,,,,,,10707097679.07292,24928758061.91291,,,,5396286726.49214,,,9561973707.995739,,4859549146.19581,,17371694050.808613,563134510.474838,,,,23205415620.258884,,,,,,,,,,,,,,,,,,,,,23420362051.71245,0.0,,,,,31665003244.13312,,,,,,,,,,4165686981.503599,,0.0,,,,,-112595477178.08838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-31,141676281876.74728,36035139418.98627,,36035139418.98627,169305357724.56546,,11785099428.710344,4739904582.472347,-7118755.317856,,,2683093145.0,-105339781815.9718,11166954175.27653,-5041265224.261578,3861924759.936793,32927802722.74219,508991005.226693,,169305357724.56546,-5702123009.602528,2363426765.528139,-8777425306.91625,,,19218266439.771484,,,,,,404582593.89814,34444097605.44548,84804545642.39699,,1554261577.731859,0.0,7060618816.093351,9014717150.844778,0.18924,,46255299136.98797,533906648.839188,,,3063437705.117297,9135735991.24833,2696402247.0,14580397350.188404,37046002674.121796,9044378631.335846,,11785099428.710344,7946903853.166403,,46757171386.896805,,83301301811.10976,,,,46757171386.896805,,,,,26131764312.629147,61695879.421417,0.0,24121902394.554516,13224274462.136866,1806977391.515741,15391935456.42397,6347556825.088124,0.18924,,12687994894.858393,1396462501.519387,46255299136.98797,27629075847.81816,5983313844.657834,-1860368056.39966,,61515537620.0316,0.0,508991005.226693,,84804545642.39699,403396134.678498,1950538957.0925,-2040709857.785341,8409622948.827033,2121389084.72104,13224274462.136866,26131764312.629147,141676281876.74728,373734654.187432,,4898890117.904461,-10324568129.330254,10033885620.517807,14912605931.688343,,4586851343.138447,,5134995502.613346,4976009967.181233,,85425063.81427,158985535.432114,24121902394.554516,,,17796888.29464,,,,-37393635225.47709,533906648.839188,,,,,-1706128357.846116,4586851343.138447,798487054.819497,36192938495.19874,52732180017.017136,,13467498602.163609,,27629075847.81816,,9478622705.725052,,,,37046002674.121796,61515537620.0316,83301301811.10976,,3063437705.117297,-37393635225.47709,16539241521.818403,,,377294031.84636,10013715813.783882,,144748024.796402,,7946903853.166403,,,-105339781815.9718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-30,108573979048.78917,28197750638.55928,,,,,,9805777668.20783,,,,,,,,,26334832584.305992,,,174315219066.2485,,,,,,,,,,,,1588571922.790908,,,,,,,,,,34127939943.095478,620573345.40399,,,,,,13270445843.706554,,,,,4521320087.943354,,11217042920.883312,,73569089899.44713,,0.0,,,,,,,,,,,,,,,,,,4203845306.993437,,,,,,,,,,99788912751.78635,,,,,,10021420915.645512,21292374648.388245,,,,6732861392.220893,,,11990962575.57632,,4542884412.687122,,14269592890.167805,42932174528.759415,,,,19347991367.325165,,,,,,,,,,,,,,,,,,,,,65741240017.45934,0.0,,,,,39441149956.35165,,,,,,,,,,5258101183.355427,,8956382876.911636,,,,,-91126044294.99821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-31,117538030227.37108,28217211791.33793,,28217211791.33793,147458077832.15155,,10771313958.52059,4389613003.095975,6643117114.417923,,,2647200000.0,-62241251040.314255,10754370318.585838,-258995639.00263,-6378070175.438596,25964917940.01132,71712745763.84035,,147458077832.15155,-6143279736.342754,-600288957.688338,37207023036.71893,,,18705778487.965645,,,,,,147651719.431406,25957656380.039284,85688828190.01964,,-53618148573.52109,41148839.841539,2915516328.772596,12238149072.871933,27.09046,,30280705083.39159,533724657.944672,,,-20068531242.7178,9149565564.765804,2668200000.0,9375884183.894272,30303700023.30304,12264774792.7694,,10771313958.52059,904064216.518526,,4438023402.909551,,60584405106.69463,,,,4438023402.909551,,,,,28287406871.06761,45989879.822897,3957550184.759812,27655651153.50045,-51770081560.63784,1794815573.088319,17612913712.174175,5348138919.404774,26.876244,,7536288990.978395,243262259.063218,30280705083.39159,29920047604.780453,-4497326142.681181,-18546024168.580845,,60765944105.99554,0.0,71712745763.84035,,85688828190.01964,3293117447.318486,1681051133.526416,-11846024834.38197,9084211525.017477,1880744032.757415,10471169479.67642,28287406871.06761,117538030227.37108,238421219.08186,,7849746329.771297,-8136577948.666733,8808272246.080095,17612913712.174175,,4589305902.326975,,5700324578.048537,280780318.918739,,4841039.981358,111343919.571224,27655651153.50045,,,-134338859.482673,,,,-33110292952.49509,533724657.944672,,,,,-5192015380.005992,4589305902.326975,13690461067.279203,33817084789.773296,46408629781.28433,,6555978394.753487,,29920047604.780453,,9676028662.73844,,,,30303700023.30304,60765944105.99554,60584405106.69463,,-18000196910.682777,-33110292952.49509,12591544991.511036,,,1671369053.563701,9763167382.402876,,84718199.673757,,904064216.518526,,,-62241251040.314255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-30,133630845226.88147,30310375418.19599,,,,,,11014740767.206938,,,,,,,,,28376460324.162796,,,158277703576.18475,,,,,,,,,,,,1232534901.094618,,,,,,,,,,31898719979.212006,668103030.499886,,,,,,11583012310.390749,,,,,718018774.157924,,4543612563.744438,,66239471725.078766,,0.0,,,,,,,,,,,,,,,,,,4718957611.979082,,,,,,,,,,90058240686.00383,,,,,,6976685094.358008,28366221197.258583,,,,7539837074.089713,,,12030974112.45006,,4853346152.596875,,18864311430.14909,0.0,,,,32982787540.195538,,,,,,,,,,,,,,,,,,,,,24646858349.303276,0.0,,,,,34340751745.86676,,,,,,,,,,4491137038.360347,,0.0,,,,,-62494511059.86293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-31,140469221809.24316,30817464438.554146,,30817464438.554146,167608336008.6479,,11036418133.894064,5393090462.15812,1144527565.118242,,,2648900000.0,-67647458989.204956,11011804637.870014,-283055204.276554,1497321008.1296,30677987961.084538,7877686144.141209,,167608336008.6479,-4002427936.799396,1137690482.88934,-14121309635.574774,,,20385444373.695045,,,,,,117597814.337119,30668416045.964077,90447760806.14828,,2555701337.163673,0.0,2775855384.934326,9381844234.49971,2.974131,,35474884852.88238,659094726.86618,,,-6515739364.143875,13079338303.890064,2662900000.0,17260897795.0867,39514233033.71785,9410559979.861101,,11036418133.894064,813612785.239372,,5133281337.459833,,74989117886.60023,,,,5133281337.459833,,,,,28651476788.437904,24613496.024048,6652481008.72192,36377379707.09748,2481860849.091528,1229307384.75663,14681950378.34476,5271390398.483659,2.957722,,13284450770.757133,259809124.698287,35474884852.88238,27139114199.404716,3871155958.004472,0.0,,75343278746.05737,0.0,7877686144.141209,,90447760806.14828,-4143271830.714783,1728414387.466497,-5565384934.326457,13827315099.731976,2373834949.874872,2481860849.091528,28651476788.437904,140469221809.24316,1181447809.154314,,6126025677.096445,-12146760287.867794,12581598717.625978,14681950378.34476,,5185243162.399491,,6910922716.974427,367835023.914943,,-99821400.541973,120332647.22868,36377379707.09748,,,-981805008.070368,,,,-38965899038.959885,659094726.86618,,,,,-4345649464.69029,5185243162.399491,8013060372.273474,42228554678.59206,57741894255.97133,,15473684500.451645,,27139114199.404716,,12737484192.44495,,,,39514233033.71785,75343278746.05737,74989117886.60023,,,-38965899038.959885,15513339577.379278,,,-1981386429.935881,8555924701.248316,,123067480.120241,,813612785.239372,,,-67647458989.204956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-30,141098631453.72714,30368656548.818745,,,,,,11517705920.68375,,,,,,,,,31939007940.717392,,,162178511373.10764,,,,,,,,,,,,2470003818.818288,,,,,,,,,,37072952628.46838,773054630.317174,,,,,,15885329903.46876,,,,,564302944.430132,,4707013820.485232,,75258349724.95416,,0.0,,,,,,,,,,,,,,,,,,7187791919.865432,,,,,,,,,,84995605782.78198,,,,,,3309050917.577172,32126211065.48061,,,,5710368697.813272,,,7983741896.376669,,5107008986.346209,,18650279652.669384,0.0,,,,35899902832.29023,,,,,,,,,,,,,,,,,,,,,21079879919.380505,0.0,,,,,38185397096.48578,,,,,,,,,,2273373198.563397,,0.0,,,,,-71776910318.3864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-31,133864860012.93382,28897179047.20845,,28897179047.20845,169552349902.99634,,7636088122.440181,5580608406.984264,415914464.324208,,,2669200000.0,-71780749989.22182,11591079629.230438,-97638456.563915,-569346324.638931,37187571631.8172,-5102560379.39211,,169552349902.99634,-3801559646.475534,-1741007803.405906,-12871791851.692175,,,19948677904.720844,,,,,,124267126.535891,37181231472.300064,83544281957.31839,,2790938219.443846,3665880232.808795,2260900883.811166,12945337702.090967,-1.912192,164844147.44557,41846320845.0097,716438025.436516,,,4271999482.647122,12043767018.754042,2669200000.0,20313871092.907955,42345925414.96012,12956749989.221815,,7636088122.440181,565542228.928648,,4539554214.270317,1971789609.829705,84192246259.96982,,,,4539554214.270317,,,,,30406137012.287132,16484414.744557,5807586117.69778,35608871912.05001,7248070359.991377,1720719292.951067,18307844621.685707,5351094632.463893,-1.912192,,13290242379.823238,625139728.389739,41846320845.0097,35687489890.062515,2123953438.241,0.0,,77081123345.54861,438739038.585902,-5102560379.39211,,83544281957.31839,4171824962.276353,1903315887.044622,-3499768053.459797,8699966889.415821,2693299762.879931,7248070359.991377,30406137012.287132,133864860012.93382,377873507.221384,,5626257555.507653,-15031250183.229143,11006516921.750378,18307844621.685707,,4808376977.796939,,7439543177.408924,6928526320.327657,,-124267126.535891,148359732.701013,35608871912.05001,,,-60865531.364518,,,,-41472251433.4986,716438025.436516,,,,,-57061435.654236,4808376977.796939,-4841345807.286053,38592550980.814835,51955071179.13343,1971789609.829705,14903178960.98297,,35687489890.062515,,11101619314.507437,,,,42345925414.96012,77081123345.54861,84192246259.96982,,,-41472251433.4986,13362520198.318604,,,-346172709.635697,12681587066.178057,,990332916.576848,,565542228.928648,,,-71780749989.22182,,164844147.44557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-30,125004000000.0,26736000000.0,,,,,,11833000000.0,,,,,,,,,39573000000.0,,,156329000000.0,,,,,,,,,,,,2606000000.0,,,,,,,,,,45731000000.0,681000000.0,,,,,,14044000000.0,,,,,534000000.0,,4949000000.0,,80794000000.0,,0.0,,,,,,,,,,,,,,,,,,5895000000.0,,,,,,,,,,73816000000.0,,,,,,29297000000.0,25115000000.0,,,,8584000000.0,,,13567000000.0,,4796000000.0,,17376000000.0,3794000000.0,,,,33183000000.0,,,,,,,,,,,,,,,,,,,,,31325000000.0,0.0,,,,,35063000000.0,,,,,,,,,,4983000000.0,,441000000.0,,,,,-103398000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-31,114570000000.0,26808000000.0,,26808000000.0,154684000000.0,,,4973000000.0,-2327000000.0,,,2797100000.0,-105851000000.0,9861000000.0,-2219000000.0,2792000000.0,34523000000.0,-6297000000.0,,154684000000.0,-3714000000.0,5362000000.0,-8423000000.0,,,16834000000.0,,,,,,-46000000.0,34523000000.0,72200000000.0,,355000000.0,17195000000.0,3678000000.0,9302000000.0,-2.251,204000000.0,47438000000.0,576000000.0,,,4764000000.0,11086000000.0,2797100000.0,12051000000.0,42389000000.0,8835000000.0,,,535000000.0,,6597000000.0,,80965000000.0,,,,6597000000.0,,,,,19412000000.0,25000000.0,-17195000000.0,30204000000.0,30057000000.0,3597000000.0,14955000000.0,6120000000.0,-2.251,,14223000000.0,-17195000000.0,38576000000.0,42737000000.0,4198000000.0,,,70470000000.0,11794000000.0,-6297000000.0,,72200000000.0,-3296000000.0,-46000000.0,-9267000000.0,12911000000.0,1406000000.0,30057000000.0,19412000000.0,111947000000.0,473000000.0,,7703000000.0,-8861000000.0,10429000000.0,12714000000.0,,4796000000.0,,6212000000.0,19643000000.0,,117000000.0,95000000.0,30204000000.0,,,-3152000000.0,-5939000000.0,,,-40266000000.0,576000000.0,,,,,-28000000.0,4796000000.0,-1972000000.0,34576000000.0,47631000000.0,,12051000000.0,,40114000000.0,,9377000000.0,,,,33527000000.0,70470000000.0,80965000000.0,,,-40266000000.0,13055000000.0,,,-48000000.0,5011000000.0,,11794000000.0,,535000000.0,,,-105851000000.0,,204000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-30,121014000000.0,26534000000.0,,,,,,10573000000.0,,,,,,,,,32221000000.0,,,147077000000.0,,,,,,,,,,,,2054000000.0,,,,,,,,,,44205000000.0,639000000.0,,,,,,11961000000.0,,,,,466000000.0,,5842000000.0,,77391000000.0,,0.0,,,,,,,,,,,,,,,,,,-15681000000.0,,,,,,,,,,68043000000.0,,,,,,28277000000.0,18355000000.0,,,,5358000000.0,,,12226000000.0,,4797000000.0,,16179000000.0,15681000000.0,,,,28813000000.0,,,,,,,,,,,,,,,,,,,,,26063000000.0,0.0,,,,,33186000000.0,,,,,,,,,,6868000000.0,,10997000000.0,,,,,-106692000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-31,107660000000.0,26734000000.0,,26734000000.0,145611000000.0,,,4967000000.0,-247000000.0,,,2777000000.0,-106695000000.0,9975000000.0,-3901000000.0,3878000000.0,32908000000.0,2439000000.0,,145611000000.0,-3920000000.0,5437000000.0,-9841000000.0,,,16242000000.0,,,,,,2843000000.0,32908000000.0,67640000000.0,,893000000.0,,4358000000.0,5394000000.0,0.878,237000000.0,37980000000.0,581000000.0,,,-879000000.0,10409000000.0,2878300000.0,10351000000.0,39024000000.0,4674000000.0,,,644000000.0,,,,77004000000.0,,,,,,,,,16523000000.0,20000000.0,,28325000000.0,,1250000000.0,13469000000.0,8795000000.0,0.876,,13600000000.0,,37980000000.0,37951000000.0,4952000000.0,-1766000000.0,,70757000000.0,-2843000000.0,2439000000.0,,67640000000.0,-3475000000.0,2843000000.0,-4664000000.0,9302000000.0,1074000000.0,,16523000000.0,107660000000.0,,,3225000000.0,-8163000000.0,9655000000.0,12020000000.0,,4796000000.0,,6185000000.0,,,-26000000.0,128000000.0,28325000000.0,,,685000000.0,,,,-42432000000.0,581000000.0,,,,,-42000000.0,4796000000.0,4757000000.0,32771000000.0,46571000000.0,,10351000000.0,,37951000000.0,,9442000000.0,,,,39024000000.0,70757000000.0,77004000000.0,,,-42432000000.0,13800000000.0,,,-858000000.0,8795000000.0,,-2843000000.0,,644000000.0,,,-106695000000.0,,237000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-30,101438000000.0,23316000000.0,,,,,,13399000000.0,,,,,,,,,42670000000.0,,,133660000000.0,,,,,,,,,,,,,,,,,,,,,,47724000000.0,777000000.0,,,,,,5502000000.0,,,,,488000000.0,,,,72284000000.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,60449000000.0,,,,,,,16419000000.0,,,,6962000000.0,,,17931000000.0,,4796000000.0,,15653000000.0,,,,,27082000000.0,,,,,,,,,,,,,,,,,,,,,32222000000.0,0.0,,,,,24560000000.0,,,,,,,,,,10969000000.0,,,,,,,-115434000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31,103276000000.0,23353000000.0,,23353000000.0,143324000000.0,,,4701000000.0,-372000000.0,,,2760700000.0,-116725000000.0,12190000000.0,-3629000000.0,-2613000000.0,48685000000.0,-8020000000.0,,142862000000.0,-4064000000.0,4829000000.0,-9217000000.0,,,17653000000.0,,,,,,462000000.0,48685000000.0,62218000000.0,,2243000000.0,,4057000000.0,13605000000.0,-2.905,574000000.0,53894000000.0,714000000.0,,,1496000000.0,9795000000.0,2760700000.0,4270000000.0,25523000000.0,13637000000.0,,,478000000.0,,,,79417000000.0,,,,,,,,,17652000000.0,7000000.0,,27432000000.0,,2269000000.0,26649000000.0,13012000000.0,-2.905,,12980000000.0,,54356000000.0,39817000000.0,-525000000.0,-475000000.0,,73649000000.0,,-8020000000.0,,62218000000.0,8200000000.0,462000000.0,-6180000000.0,5394000000.0,2088000000.0,,17652000000.0,103507000000.0,,,4630000000.0,-8151000000.0,9301000000.0,26649000000.0,,4796000000.0,,6541000000.0,,,-131000000.0,147000000.0,27432000000.0,,,-1000000000.0,,,,-46217000000.0,714000000.0,,,,,-499000000.0,4796000000.0,-4109000000.0,30160000000.0,43666000000.0,,4270000000.0,,39586000000.0,,9449000000.0,,,,25523000000.0,73649000000.0,79879000000.0,,,-46217000000.0,13506000000.0,,,577000000.0,22019000000.0,,,,478000000.0,,,-116725000000.0,,574000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,133027000000.0,34365000000.0,,,,,,12959000000.0,,,,,,,,,63319000000.0,,,159968000000.0,,,,,,,,,,,,,,,,,,,,,,72946000000.0,698000000.0,,,,,,8748000000.0,,,,,2289000000.0,,,,100683000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58065000000.0,,,,,,,23628000000.0,,,,5866000000.0,,,12979000000.0,,4797000000.0,,15422000000.0,123000000.0,,,,39701000000.0,,,,,,,,,,,,,,,,,,,,,26941000000.0,,,,,,27737000000.0,,,,,,,,,,7113000000.0,,,,,,,-120337000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
