,trailingSellingGeneralAndAdministration,trailingOperatingExpense,annualOperatingExpense,annualOtherNonCurrentAssets,annualCapitalExpenditure,annualSellingGeneralAndAdministration,trailingCapitalExpenditure,quarterlyAccountsPayable,quarterlyGrossProfit,annualCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,trailingNetIncomeContinuousOperations,trailingBeginningCashPosition,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,trailingInterestExpense,quarterlyNetOtherInvestingChanges,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyGrossPPE,annualNetOtherFinancingCharges,quarterlyEbitda,quarterlyEndCashPosition,annualNetIncomeCommonStockholders,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,annualChangeInCashSupplementalAsReported,trailingNetIncomeCommonStockholders,annualEbitda,annualInterestExpense,quarterlyChangeInInventory,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInvestingCashFlow,quarterlyBasicAverageShares,quarterlyCashDividendsPaid,quarterlyBasicEPS,quarterlyCurrentAssets,quarterlyCurrentLiabilities,annualTotalNonCurrentAssets,quarterlyOperatingExpense,quarterlyPurchaseOfBusiness,annualCommonStockIssuance,annualFreeCashFlow,quarterlyPretaxIncome,annualGrossProfit,annualCostOfRevenue,quarterlyOtherNonCashItems,annualBasicAverageShares,quarterlyRetainedEarnings,annualResearchAndDevelopment,annualOtherCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRepaymentOfDebt,quarterlyStockholdersEquity,trailingCostOfRevenue,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,annualChangeInInventory,annualTaxProvision,trailingTaxProvision,quarterlyOtherCurrentAssets,annualNetIncome,annualNetIncomeContinuousOperations,annualOtherNonCashItems,annualPurchaseOfBusiness,annualBeginningCashPosition,annualCurrentDebt,quarterlyOtherNonCurrentLiabilities,annualCashDividendsPaid,quarterlyNetIncome,annualInvestingCashFlow,trailingSaleOfInvestment,quarterlyNetIncomeContinuousOperations,trailingInvestingCashFlow,annualPurchaseOfInvestment,annualAccountsReceivable,quarterlyResearchAndDevelopment,quarterlyOtherCurrentLiabilities,annualStockholdersEquity,annualLongTermDebt,quarterlyLongTermDebt,trailingPurchaseOfInvestment,quarterlyOtherNonCurrentAssets,quarterlyCapitalExpenditure,quarterlyDilutedEPS,annualNonCurrentDeferredTaxesLiabilities,trailingPretaxIncome,quarterlyOperatingCashFlow,trailingCashDividendsPaid,annualTotalAssets,annualDepreciationAndAmortization,quarterlyGoodwill,quarterlyInventory,trailingNetIncome,quarterlyNetPPE,annualInventory,annualCurrentLiabilities,annualRetainedEarnings,quarterlyCommonStockIssuance,trailingNetOtherInvestingChanges,quarterlyTaxProvision,quarterlyOtherShortTermInvestments,annualDilutedAverageShares,annualChangeInWorkingCapital,quarterlyChangeInCashSupplementalAsReported,annualSaleOfInvestment,annualGoodwill,annualOtherShortTermInvestments,quarterlyCostOfRevenue,quarterlyAccountsReceivable,annualNetPPE,annualOtherIntangibleAssets,quarterlyOtherIntangibleAssets,annualOperatingIncome,annualAccountsPayable,annualCapitalStock,quarterlyCashAndCashEquivalents,annualOperatingCashFlow,trailingGrossProfit,quarterlyCapitalStock,trailingResearchAndDevelopment,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,annualTotalRevenue,annualRepaymentOfDebt,trailingTotalRevenue,annualDilutedEPS,annualEndCashPosition,annualBasicEPS,annualCashCashEquivalentsAndMarketableSecurities,quarterlyDilutedAverageShares,annualGrossPPE,quarterlyPurchaseOfInvestment,quarterlyTotalAssets,annualNetOtherInvestingChanges,quarterlyTotalNonCurrentAssets,annualCashAndCashEquivalents,annualNonCurrentDeferredRevenue,trailingChangeInCashSupplementalAsReported,quarterlyFreeCashFlow,annualPretaxIncome,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,annualOtherNonCurrentLiabilities,quarterlyNetOtherFinancingCharges,quarterlyCurrentDebt,quarterlyNetIncomeCommonStockholders,quarterlyDepreciationAndAmortization,trailingOperatingIncome,quarterlySaleOfInvestment,trailingEndCashPosition,trailingRepurchaseOfCapitalStock,quarterlyIncomeTaxPayable,trailingDeferredIncomeTax,annualDeferredIncomeTax,trailingChangeInAccountPayable,annualStockBasedCompensation,quarterlyOtherIncomeExpense,trailingOtherNonCashItems,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,annualCashFlowFromContinuingFinancingActivities,annualCurrentAccruedExpenses,quarterlyRepurchaseOfCapitalStock,annualChangesInAccountReceivables,trailingOperatingCashFlow,annualInvestmentsAndAdvances,quarterlyChangesInAccountReceivables,trailingBasicEPS,trailingBasicAverageShares,trailingStockBasedCompensation,quarterlyDeferredIncomeTax,annualCurrentDeferredRevenue,trailingChangeInWorkingCapital,trailingChangesInAccountReceivables,annualRepurchaseOfCapitalStock,annualAccumulatedDepreciation,annualGainsLossesNotAffectingRetainedEarnings,trailingCommonStockIssuance,trailingCashFlowFromContinuingFinancingActivities,trailingChangeInInventory,trailingPurchaseOfBusiness,quarterlyCurrentDeferredRevenue,annualOtherIncomeExpense,annualChangeInAccountPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingDilutedEPS,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,annualIncomeTaxPayable,trailingDepreciationAndAmortization,trailingOtherIncomeExpense,trailingDilutedAverageShares,quarterlyAccumulatedDepreciation
1151625600,,,,,,,,3010512000.0,3710472000.0,,26256108000.0,,,-841884000.0,,,-578055000.0,12941315000.0,3052475000.0,35478975000.0,,3910797000.0,1539014000.0,,,,,,,,-615973000.0,,-1628749000.0,,-465017000.0,,11174006000.0,12513754000.0,,657997000.0,,,,2738023000.0,,,261418000.0,,5708739000.0,,,536495000.0,,13742354000.0,-3935906000.0,26029064000.0,,,,,,,0.0,,,,,,,0.0,,1943419000.0,,,1943419000.0,,,,,2706245000.0,,,9094994000.0,,0.0,-1074241000.0,,,,2335079000.0,,,,,5943620000.0,,35478975000.0,,,,,,794604000.0,0.0,,,-430335000.0,,,,9230843000.0,922469000.0,,,5588454000.0,,,,1539014000.0,,,5932986000.0,,,1969349000.0,,,,,,,,,,,52285172000.0,,41111166000.0,,,,1260838000.0,,1539014000.0,260723000.0,,-9024000.0,1707500000.0,1943419000.0,912051000.0,,23546000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159574400,,,,,,,,2600728000.0,4093819000.0,,25295136000.0,,,-1299093000.0,,,646761000.0,14518670000.0,3303949000.0,35901208000.0,,4251640000.0,1583048000.0,,,,,,,,-888614000.0,,-1501003000.0,,-479144000.0,0.269096,11930901000.0,10498277000.0,,789870000.0,,,,2992588000.0,,,220293000.0,,7817888000.0,,,681897000.0,,14796859000.0,-1456473000.0,28138739000.0,,,,,,,0.0,,,,,,,0.0,,2109149000.0,,,2109149000.0,,,,,2481196000.0,,,10149499000.0,,0.0,-1557338000.0,0.269096,,,2222621000.0,,,,,6970151000.0,,35901208000.0,,,,,,883439000.0,0.0,,,44034000.0,,,,10424851000.0,1403608000.0,,,5557334000.0,,,,1583048000.0,,,5932986000.0,,,1539014000.0,,,,,,,,,,,53433875000.0,,41502974000.0,,,,665283000.0,,1583048000.0,208908000.0,,-2659000.0,665000000.0,2109149000.0,1050144000.0,,-590426000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167523200,,,2856000000.0,0.0,-10670000000.0,2486000000.0,,2739000000.0,3228951000.0,11654000000.0,28596000000.0,,,420064000.0,,,-1449181000.0,15088317000.0,2397010000.0,41185000000.0,-32000000.0,3207183000.0,1698000000.0,6845000000.0,,5078000000.0,1136000000.0,,14090000000.0,935000000.0,-492670000.0,11413000000.0,-8425543000.0,,-514038000.0,,11654000000.0,17183000000.0,46776000000.0,831941000.0,,,414000000.0,1971350000.0,13364000000.0,41246000000.0,179367000.0,,8826000000.0,,0.0,775478000.0,,11413000000.0,-3226474000.0,29834000000.0,,28596000000.0,,-1208000000.0,2368000000.0,,0.0,6845000000.0,6845000000.0,902000000.0,,562000000.0,4630000000.0,0.0,-1624000000.0,1692798000.0,-11873000000.0,,1692798000.0,,-18000000.0,648000000.0,,5078000000.0,29834000000.0,9089000000.0,9089000000.0,,0.0,-7009799000.0,,,,3534400000.0,,58430000000.0,3942000000.0,,7220000000.0,,41185000000.0,7220000000.0,17183000000.0,8826000000.0,,,278552000.0,0.0,,-1032000000.0,115291000.0,3000000.0,,0.0,11859366000.0,648000000.0,41185000000.0,5528000000.0,5528000000.0,10508000000.0,2739000000.0,5933000000.0,1698000000.0,11084000000.0,,5933000000.0,,,1583048000.0,54610000000.0,-10989000000.0,,0.873319,1698000000.0,0.873319,1698000000.0,,41185000000.0,,58430000000.0,-1239000000.0,46776000000.0,1698000000.0,,,-3475399000.0,9213000000.0,1698000000.0,225125000.0,0.0,-9322000.0,4630000000.0,1692798000.0,1010708000.0,,438000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175299200,,,,,,,,2706000000.0,4816000000.0,,30278000000.0,,,,,,3000000.0,16017000000.0,3645000000.0,42833000000.0,,3655000000.0,1960000000.0,,,,,,,,,,-3130000000.0,7703465347.0,-229000000.0,0.310769,13990000000.0,18710000000.0,,1171000000.0,,,,3478000000.0,,,,,11509000000.0,,,973000000.0,77000000.0,11568000000.0,-1266000000.0,32517000000.0,,,,,,,0.0,,,,,,,0.0,,2394000000.0,,,2394000000.0,,,,,5654000000.0,,,9159000000.0,,0.0,-3059000000.0,0.310769,,,,,,,,7630000000.0,,42833000000.0,,,,,,1084000000.0,,,,262000000.0,,,,11201000000.0,1337000000.0,,,5708000000.0,,,,1960000000.0,,,5933000000.0,,,1698000000.0,,,,,,,,7703465347.0,,-81000000.0,62795000000.0,,48805000000.0,,,,-449000000.0,,1960000000.0,177000000.0,,-8000000.0,5005000000.0,2394000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183161600,,,,,,,,2755000000.0,5182000000.0,,35362000000.0,,,,,,157000000.0,17019000000.0,3619000000.0,42570000000.0,,3535000000.0,1453000000.0,,,,,,,,,,-3562000000.0,,-3650000000.0,,18314000000.0,19730000000.0,,1563000000.0,,,,3332000000.0,,,,,10478000000.0,,,1430000000.0,75000000.0,15632000000.0,-5306000000.0,31486000000.0,,,,,,,0.0,,,,,,,0.0,,2410000000.0,,,2410000000.0,,,,,5076000000.0,,,13227000000.0,,0.0,-3784000000.0,,,,,,,,,7953000000.0,,42570000000.0,,,,,,922000000.0,,,,-507000000.0,,,,11837000000.0,2062000000.0,,,5694000000.0,,,,1453000000.0,,,5933000000.0,,,1960000000.0,,,,,,,,,,0.0,66848000000.0,,48534000000.0,,,,-734000000.0,,1453000000.0,203000000.0,,-19000000.0,5165000000.0,2410000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191110400,,,,,,,,2708000000.0,4189000000.0,,38650000000.0,,,,,,88000000.0,16394000000.0,2615000000.0,44961000000.0,,2602000000.0,992000000.0,,,,,,,,,,-5295000000.0,7716835017.0,-378000000.0,0.228462,20948000000.0,20804000000.0,,1574000000.0,,,,2405000000.0,,,,,12241000000.0,,,1322000000.0,147000000.0,17846000000.0,-2086000000.0,33471000000.0,,,,,,,0.0,,,,,,,0.0,,1763000000.0,,,1763000000.0,,,,,5080000000.0,,,15368000000.0,,0.0,-5382000000.0,0.228462,,,,,,,,8326000000.0,,44961000000.0,,,,,,642000000.0,,,,-461000000.0,,,,12205000000.0,1812000000.0,,,5668000000.0,,,,992000000.0,,,5933000000.0,,,1453000000.0,,,,,,,,7716835017.0,,-1000000.0,72121000000.0,,51173000000.0,,,,-3477000000.0,,992000000.0,197000000.0,,-15000000.0,6360000000.0,1763000000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199059200,,,5882000000.0,0.0,-18181000000.0,5118000000.0,,2960000000.0,3363000000.0,30115000000.0,32531000000.0,,,,,,157000000.0,16069000000.0,1392000000.0,49771000000.0,19921000000.0,1314000000.0,7733000000.0,7525000000.0,,5138000000.0,6253000000.0,,15350000000.0,720000000.0,,12556000000.0,-5972000000.0,,-540000000.0,,30115000000.0,19975000000.0,56671000000.0,1971000000.0,,19978000000.0,-10275000000.0,1158000000.0,17153000000.0,48346000000.0,,8734375000.0,12446000000.0,,0.0,1790000000.0,102000000.0,12556000000.0,-9259000000.0,54255000000.0,,32531000000.0,,-1609000000.0,2848000000.0,,0.0,7525000000.0,7525000000.0,752000000.0,,1480000000.0,4512000000.0,146000000.0,-4797000000.0,958000000.0,-17959000000.0,,958000000.0,,-248000000.0,932000000.0,,5138000000.0,54255000000.0,12297000000.0,12297000000.0,,0.0,-5956000000.0,,102000000.0,,,,86786000000.0,4257000000.0,,8701000000.0,,49771000000.0,8701000000.0,19975000000.0,12446000000.0,,,200000000.0,,8734375000.0,-4729000000.0,6959000000.0,4000000.0,,,12706000000.0,932000000.0,49771000000.0,5577000000.0,5577000000.0,11271000000.0,2960000000.0,7235000000.0,7733000000.0,7906000000.0,,7235000000.0,,,992000000.0,65499000000.0,-17917000000.0,,0.861538,7733000000.0,0.861538,7733000000.0,,49771000000.0,-166000000.0,86786000000.0,405000000.0,56671000000.0,7733000000.0,,,-5615000000.0,10373000000.0,7733000000.0,156000000.0,146000000.0,19963000000.0,4512000000.0,958000000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206921600,,,,,,,,2158000000.0,4649000000.0,,32691000000.0,,,,,,14000000.0,18586000000.0,3309000000.0,52058000000.0,,3348000000.0,7420000000.0,,,,,,,,,,-3605000000.0,9396153846.0,-303000000.0,0.26,30447000000.0,19629000000.0,,1340000000.0,,,,3147000000.0,,,,,14910000000.0,,,1100000000.0,64000000.0,13062000000.0,-1434000000.0,56611000000.0,,,,,,,0.0,,,,,,,146000000.0,,2443000000.0,,,2443000000.0,,,,,4576000000.0,,,12834000000.0,,0.0,-3613000000.0,0.26,,,,,,,,9421000000.0,,52058000000.0,,,,,,704000000.0,,,,-313000000.0,,,,13937000000.0,1009000000.0,,,5556000000.0,,,,7420000000.0,,,7235000000.0,,,7733000000.0,,,,,,,,9396153846.0,,-10000000.0,89302000000.0,,58855000000.0,,,,105000000.0,,7420000000.0,201000000.0,,-59000000.0,4250000000.0,2443000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214784000,,,,,,,,2504000000.0,6173000000.0,,33701000000.0,,,,,,105000000.0,21582000000.0,4547000000.0,55477000000.0,,4530000000.0,1730000000.0,,,,,,,,,,-6034000000.0,,-4221000000.0,,25903000000.0,20163000000.0,,1626000000.0,,,,4378000000.0,,,,,14447000000.0,,,1341000000.0,53000000.0,13538000000.0,-3831000000.0,56121000000.0,,,,,,,0.0,,,,,,,146000000.0,,3537000000.0,,,3537000000.0,,,,,4036000000.0,,,13313000000.0,,0.0,-5827000000.0,,,,,,,,0.0,10880000000.0,,55477000000.0,,,,,,841000000.0,0.0,,,-5690000000.0,,,,15409000000.0,1367000000.0,,,6835000000.0,,,,1730000000.0,,,7235000000.0,,,7420000000.0,,,,,,,,,,-316000000.0,89822000000.0,,63919000000.0,,,,-2631000000.0,,1730000000.0,152000000.0,,0.0,5650000000.0,3537000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222732800,,,,,,,,3029000000.0,5493000000.0,,35184000000.0,,,,,,104000000.0,22847000000.0,3754000000.0,58037000000.0,,2909000000.0,2110000000.0,,,,,,,,,,-3201000000.0,9410509554.0,-549000000.0,0.241538,26871000000.0,17083000000.0,,1739000000.0,,,,2715000000.0,,,,,16720000000.0,,,1463000000.0,49000000.0,18101000000.0,-5179000000.0,58371000000.0,,,,,,,0.0,,,,,,,183000000.0,,2273000000.0,,,2273000000.0,,,,,912000000.0,,,17836000000.0,,0.0,-3319000000.0,0.241538,,,,,,,,14093000000.0,,58037000000.0,,,,,,442000000.0,,,,380000000.0,,,,17354000000.0,1389000000.0,,,6797000000.0,,,,2110000000.0,,,7235000000.0,,,1730000000.0,,,,,,,,9410509554.0,,0.0,93555000000.0,,66684000000.0,,,,-2310000000.0,,2110000000.0,194000000.0,,0.0,7370000000.0,2273000000.0,,,14000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230681600,,,6423000000.0,0.0,-14684000000.0,5475000000.0,,8012000000.0,-3310000000.0,19973000000.0,39076000000.0,,,,,,186000000.0,16601000000.0,-5028000000.0,62041000000.0,-59000000.0,-6160000000.0,2974000000.0,2989000000.0,,1031000000.0,-4759000000.0,,9530000000.0,769000000.0,,17753000000.0,-2714000000.0,,-436000000.0,,19973000000.0,21323000000.0,72206000000.0,1718000000.0,,0.0,-2746000000.0,-6398000000.0,13005000000.0,66611000000.0,,9408474576.0,11144000000.0,,0.0,1571000000.0,47000000.0,17753000000.0,-1351000000.0,53103000000.0,,39076000000.0,,-3904000000.0,853000000.0,,0.0,2989000000.0,2989000000.0,690000000.0,,7733000000.0,7570000000.0,141000000.0,-5509000000.0,-5264000000.0,-15554000000.0,,-5264000000.0,,-1301000000.0,1235000000.0,,1031000000.0,53103000000.0,17565000000.0,17565000000.0,,0.0,-1925000000.0,,47000000.0,,,,92179000000.0,4919000000.0,,10372000000.0,,62041000000.0,10372000000.0,21323000000.0,11144000000.0,,,-1134000000.0,,9408474576.0,2211000000.0,864000000.0,17000000.0,,,19911000000.0,1235000000.0,62041000000.0,6761000000.0,6761000000.0,6582000000.0,8012000000.0,7235000000.0,2974000000.0,11938000000.0,,7235000000.0,,,2110000000.0,79616000000.0,-11795000000.0,,0.317692,2974000000.0,0.317692,2974000000.0,,62041000000.0,-975000000.0,92179000000.0,409000000.0,72206000000.0,2974000000.0,,,2090000000.0,3842000000.0,2974000000.0,238000000.0,141000000.0,0.0,7570000000.0,-5264000000.0,,,1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238457600,,,,,,,,10374000000.0,-573000000.0,,40471000000.0,,,,,,144000000.0,15633000000.0,-1413000000.0,62422000000.0,,14000000.0,1610000000.0,,,,,,,,,,-2108000000.0,10400000000.0,-414000000.0,0.000769,21033000000.0,23295000000.0,,840000000.0,,,,14000000.0,,,,,11143000000.0,,,801000000.0,47000000.0,17176000000.0,-3419000000.0,53137000000.0,,,,,,,0.0,,,,,,,140000000.0,,8000000.0,,,8000000.0,,,,,1521000000.0,,,16989000000.0,,0.0,-2256000000.0,0.000769,,,,,,,0.0,9254000000.0,,62422000000.0,,,,,,6000000.0,0.0,,,-1364000000.0,,,,16206000000.0,962000000.0,,,6723000000.0,,,,1610000000.0,,,7235000000.0,,,2974000000.0,,,,,,,,10400000000.0,,0.0,93608000000.0,,72575000000.0,,,,-914000000.0,,1610000000.0,0.0,,-5000000.0,7450000000.0,8000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246320000,,,,,,,,8153000000.0,1633000000.0,,42075000000.0,,,,,,238000000.0,14409000000.0,549000000.0,62591000000.0,,-1428000000.0,1646000000.0,,,,,,,,,,-1305000000.0,,-1873000000.0,,19059000000.0,29918000000.0,,1084000000.0,,,,-1769000000.0,,,,,8067000000.0,,,1051000000.0,57000000.0,12157000000.0,-8151000000.0,50112000000.0,,,,,,,0.0,,,,,,,139000000.0,,-1571000000.0,,,-1571000000.0,,,,,5453000000.0,,,11961000000.0,,0.0,-1454000000.0,,,,,,,,0.0,9117000000.0,,62591000000.0,,,,,,-198000000.0,0.0,,,36000000.0,,,,12776000000.0,825000000.0,,,6684000000.0,,,,1646000000.0,,,7235000000.0,,,1610000000.0,,,,,,,,,,-142000000.0,92187000000.0,,73128000000.0,,,,-1381000000.0,,1646000000.0,341000000.0,,-8000000.0,11700000000.0,-1571000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254268800,,,,,,,,7587000000.0,3166000000.0,,47591000000.0,,,,,,1334000000.0,19182000000.0,2018000000.0,65959000000.0,,2132000000.0,2804000000.0,,,,,,,,,,33000000.0,9392748092.0,-400000000.0,0.201538,24751000000.0,35955000000.0,,1148000000.0,,,,1904000000.0,,,,,9959000000.0,,,1090000000.0,54000000.0,11636000000.0,-2164000000.0,52000000000.0,,,,,,,0.0,,,,,,,177000000.0,,1893000000.0,,,1893000000.0,,,,,7957000000.0,,,11405000000.0,,0.0,-1309000000.0,0.201538,,,,,,,,10980000000.0,,65959000000.0,,,,,,11000000.0,,,,1158000000.0,,,,16016000000.0,1652000000.0,,,7101000000.0,,,,2804000000.0,,,7235000000.0,,,1646000000.0,,,,,,,,9392748092.0,,0.0,100998000000.0,,76247000000.0,,,,291000000.0,,2804000000.0,228000000.0,,-11000000.0,13360000000.0,1893000000.0,,,7000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262217600,,,4226000000.0,0.0,-6870000000.0,4043000000.0,,6827000000.0,2188000000.0,24297000000.0,47189000000.0,,,,,,14000000.0,20902000000.0,1034000000.0,66727000000.0,-38000000.0,1047000000.0,2242000000.0,727000000.0,,7695000000.0,-732000000.0,,8162000000.0,902000000.0,,11702000000.0,-1833000000.0,,-399000000.0,,24297000000.0,35487000000.0,76690000000.0,1154000000.0,,0.0,-2321000000.0,694000000.0,6414000000.0,63712000000.0,,9451000000.0,10280000000.0,,0.0,1101000000.0,61000000.0,11702000000.0,-3350000000.0,52432000000.0,,47189000000.0,,1444000000.0,157000000.0,,0.0,727000000.0,686000000.0,898000000.0,,2974000000.0,13710000000.0,139000000.0,-3086000000.0,397000000.0,-5213000000.0,,356000000.0,,-143000000.0,1770000000.0,,7695000000.0,52432000000.0,11502000000.0,11502000000.0,,0.0,-1851000000.0,,61000000.0,,,,100987000000.0,6417000000.0,,10658000000.0,,66727000000.0,10658000000.0,35487000000.0,10280000000.0,,,338000000.0,,9451000000.0,-1488000000.0,-562000000.0,47000000.0,,,18714000000.0,1770000000.0,66727000000.0,7061000000.0,7061000000.0,2188000000.0,6827000000.0,7235000000.0,2242000000.0,4549000000.0,,7235000000.0,,,2804000000.0,70126000000.0,-17084000000.0,,0.076923,2242000000.0,0.076923,2242000000.0,,66727000000.0,-1000000.0,100987000000.0,1730000000.0,76690000000.0,2242000000.0,,,-317000000.0,843000000.0,2242000000.0,353000000.0,139000000.0,-14000000.0,13710000000.0,397000000.0,,,4000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269993600,,,,,,,,7237000000.0,2937000000.0,,49161000000.0,,,,,,19000000.0,21673000000.0,1756000000.0,65887000000.0,,1504000000.0,3105000000.0,,,,,,,,,,-1361000000.0,9386163522.0,-395000000.0,0.122308,28176000000.0,37910000000.0,,1181000000.0,0.0,,,1504000000.0,,,,,11428000000.0,,,1107000000.0,55000000.0,11251000000.0,-2681000000.0,53572000000.0,,,,,,,0.0,,,,,,,138000000.0,,1148000000.0,,,1152000000.0,,,,,11069000000.0,,,11058000000.0,,0.0,-1359000000.0,0.122308,,,,,,,0.0,11855000000.0,,65887000000.0,,,,,,352000000.0,0.0,,,863000000.0,,,,18736000000.0,1812000000.0,,,7021000000.0,,,,3105000000.0,,,7235000000.0,,,2242000000.0,,,,,,,,9386163522.0,,-25000000.0,104102000000.0,,75926000000.0,,,,60000000.0,,3105000000.0,0.0,,-14000000.0,11995000000.0,1148000000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277856000,,,,,,,,7387000000.0,3921000000.0,,47800000000.0,,,,,,28000000.0,22367000000.0,2526000000.0,64547000000.0,,2656000000.0,1953000000.0,,,,,,,,,,-733000000.0,,-815000000.0,,29386000000.0,32131000000.0,,1395000000.0,,,,2087000000.0,,,,,12596000000.0,,,1337000000.0,44000000.0,15669000000.0,-13330000000.0,54714000000.0,,,,,,,0.0,,,,,,,278000000.0,,1602000000.0,,,1607000000.0,,,,,7340000000.0,,,15347000000.0,,0.0,-827000000.0,,,,,,,,,13624000000.0,,64547000000.0,,,,,,480000000.0,,,,-1152000000.0,,,,18446000000.0,3109000000.0,,,7043000000.0,,,,1953000000.0,,,7235000000.0,,,3105000000.0,,,,,,,,,,0.0,103889000000.0,,74503000000.0,,,,-573000000.0,,1953000000.0,569000000.0,,-18000000.0,11595000000.0,1602000000.0,,,66000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285804800,,,,,,,,8303000000.0,1550000000.0,,50000000000.0,,,,,,29000000.0,23897000000.0,235000000.0,63954000000.0,,-340000000.0,3579000000.0,,,,,,,,,,-1268000000.0,9256000000.0,-393000000.0,-0.019231,31741000000.0,35889000000.0,,1315000000.0,,,,-340000000.0,,,,,12418000000.0,,,1242000000.0,53000000.0,14111000000.0,-4165000000.0,54571000000.0,,,,,,,0.0,,,,,,,241000000.0,,-178000000.0,,,-229000000.0,,,,,8287000000.0,,,13817000000.0,,0.0,-1309000000.0,-0.019231,,,,,,,0.0,12991000000.0,,63954000000.0,,,,,,-111000000.0,0.0,,,1626000000.0,,,,22347000000.0,2139000000.0,,,7007000000.0,,,,3579000000.0,,,7235000000.0,,,1953000000.0,,,,,,,,9256000000.0,,0.0,105895000000.0,,74154000000.0,,,,2579000000.0,,3579000000.0,0.0,,-21000000.0,11600000000.0,-178000000.0,,,11000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293753600,,,5348000000.0,0.0,-4910000000.0,5063000000.0,,9562000000.0,1329000000.0,30944000000.0,49769000000.0,,,,,,11000000.0,24494000000.0,-128000000.0,63591000000.0,-70000000.0,340000000.0,3651000000.0,2039000000.0,,8984000000.0,1409000000.0,,10767000000.0,1233000000.0,,13369000000.0,-1388000000.0,,-382000000.0,,30944000000.0,36400000000.0,74170000000.0,1457000000.0,0.0,0.0,4116000000.0,-893000000.0,9737000000.0,82694000000.0,,9399645390.0,11672000000.0,,0.0,1377000000.0,61000000.0,13369000000.0,-5901000000.0,54068000000.0,,49769000000.0,,-2938000000.0,408000000.0,,0.0,2039000000.0,1950000000.0,1219000000.0,0.0,2242000000.0,10395000000.0,591000000.0,-1985000000.0,-533000000.0,-4750000000.0,,-580000000.0,,-25000000.0,2061000000.0,,8984000000.0,54068000000.0,12717000000.0,12717000000.0,,0.0,-1415000000.0,,61000000.0,,,,105114000000.0,7176000000.0,0.0,13134000000.0,,63591000000.0,13134000000.0,36400000000.0,11672000000.0,0.0,,-313000000.0,0.0,9399645390.0,-1098000000.0,72000000.0,93000000.0,0.0,0.0,23165000000.0,2061000000.0,63591000000.0,6967000000.0,6967000000.0,4389000000.0,9562000000.0,7235000000.0,3651000000.0,9026000000.0,,7235000000.0,,,3579000000.0,92431000000.0,-26077000000.0,,0.216923,3651000000.0,0.216923,3651000000.0,,63591000000.0,0.0,105114000000.0,87000000.0,74170000000.0,3651000000.0,,,2050000000.0,2358000000.0,3651000000.0,1233000000.0,591000000.0,-17000000.0,10395000000.0,-533000000.0,,,16000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
