,trailingChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,quarterlyFreeCashFlow,annualCommonStockIssuance,quarterlyRetainedEarnings,annualFreeCashFlow,trailingFreeCashFlow,quarterlyGoodwill,annualTotalRevenue,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyDilutedEPS,annualRetainedEarnings,quarterlySellingGeneralAndAdministration,annualNetOtherInvestingChanges,annualCurrentDebt,annualPretaxIncome,annualEndCashPosition,trailingPurchaseOfInvestment,annualTaxProvision,annualCurrentDeferredRevenue,annualTotalAssets,annualOtherCurrentAssets,annualCostOfRevenue,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualLongTermDebt,annualNetIncome,annualCashDividendsPaid,quarterlyTotalNonCurrentAssets,trailingTotalRevenue,quarterlyPurchaseOfInvestment,annualOperatingIncome,trailingInvestingCashFlow,annualAccountsPayable,annualDilutedAverageShares,annualDilutedEPS,trailingTaxProvision,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyOtherNonCurrentLiabilities,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,annualRepurchaseOfCapitalStock,annualInvestmentsAndAdvances,annualSaleOfInvestment,annualIncomeTaxPayable,quarterlyTotalLiabilitiesNetMinorityInterest,annualOtherNonCashItems,quarterlyGrossProfit,annualStockholdersEquity,quarterlyChangeInAccountPayable,quarterlyNetOtherFinancingCharges,quarterlyBasicAverageShares,quarterlyNetIncomeContinuousOperations,annualDepreciationAndAmortization,trailingSaleOfInvestment,annualBasicAverageShares,annualCashAndCashEquivalents,annualCurrentAccruedExpenses,quarterlyNetIncome,quarterlyChangeInInventory,trailingPretaxIncome,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualAccountsReceivable,trailingOperatingCashFlow,annualCurrentAssets,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,annualNetPPE,annualNetIncomeCommonStockholders,annualOtherNonCurrentAssets,annualOperatingCashFlow,quarterlyAccountsReceivable,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,trailingNetOtherInvestingChanges,annualOtherIntangibleAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualCurrentLiabilities,annualChangeInAccountPayable,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,annualRepaymentOfDebt,annualEbitda,quarterlyCapitalStock,annualOtherNonCurrentLiabilities,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,quarterlyOperatingExpense,quarterlyPretaxIncome,trailingGrossProfit,annualOtherCurrentLiabilities,quarterlyNetOtherInvestingChanges,quarterlyCurrentDeferredRevenue,annualCashCashEquivalentsAndMarketableSecurities,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,quarterlyStockholdersEquity,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,annualCashFlowFromContinuingFinancingActivities,trailingInterestExpense,quarterlyBasicEPS,annualBeginningCashPosition,trailingOtherIncomeExpense,quarterlyOtherCurrentAssets,trailingChangeInCashSupplementalAsReported,annualOtherIncomeExpense,annualTotalNonCurrentAssets,annualGrossPPE,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,trailingCapitalExpenditure,trailingDepreciationAndAmortization,trailingCashFlowFromContinuingFinancingActivities,annualSellingGeneralAndAdministration,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,quarterlyCashAndCashEquivalents,quarterlyInterestExpense,trailingOtherNonCashItems,quarterlyChangeInWorkingCapital,trailingNetIncomeContinuousOperations,annualNonCurrentDeferredTaxesLiabilities,quarterlyOperatingIncome,annualPurchaseOfBusiness,quarterlyDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,annualCapitalExpenditure,quarterlyIncomeTaxPayable,trailingStockBasedCompensation,trailingNetOtherFinancingCharges,quarterlyTotalRevenue,annualInvestingCashFlow,annualChangeInInventory,annualOperatingExpense,trailingSellingGeneralAndAdministration,quarterlyGrossPPE,quarterlyCapitalExpenditure,annualNetIncomeContinuousOperations,annualPurchaseOfInvestment,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,trailingBeginningCashPosition,annualInterestExpense,quarterlyDilutedAverageShares,trailingChangesInAccountReceivables,trailingCashDividendsPaid,quarterlyOtherCurrentLiabilities,trailingNetIncome,annualCapitalStock,annualGoodwill,annualStockBasedCompensation,quarterlyTaxProvision,trailingCostOfRevenue,quarterlyNetPPE,annualBasicEPS,annualChangesInAccountReceivables,annualDeferredIncomeTax,quarterlyStockBasedCompensation,trailingOperatingExpense,annualNetOtherFinancingCharges,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,annualGrossProfit,quarterlyEbitda,annualInventory,quarterlyChangeInCashSupplementalAsReported,annualAccumulatedDepreciation,trailingChangeInAccountPayable,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,trailingDeferredIncomeTax,trailingResearchAndDevelopment,trailingDilutedEPS,annualResearchAndDevelopment,trailingDilutedAverageShares,trailingCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,trailingRepurchaseOfCapitalStock,trailingChangeInInventory,trailingBasicEPS
1033344000,,1476310000.0,,,46462000.0,,1486741000.0,,,1017766000.0,,,770663000.0,469142000.0,0.38,,292392000.0,,,,,,,,,,,3509761000.0,59014000.0,,,,,3040619000.0,,,,,,,,,,,632449000.0,,465115000.0,,,,,2246973000.0,,404765000.0,,,3782000.0,151668000.0,59014000.0,,,,,,59014000.0,,,65675000.0,697510000.0,-40770000.0,39563000.0,,,,-3882000.0,27496000.0,324736000.0,372869000.0,,,,,286472000.0,-20438000.0,,,,,,,,55670000.0,,,15870000.0,,,379603000.0,292392000.0,96744000.0,,,-2417000.0,,,,,1262788000.0,-1208945000.0,,,,0.39,,,36874000.0,,,,,,,,,,,39563000.0,146581000.0,39563000.0,11747000.0,,,,,112373000.0,,,-9863000.0,184157000.0,,,,,729501000.0,,,,,2387080000.0,-37046000.0,,,-58845000.0,83508000.0,,,154699000.0,,,67056000.0,,,,,37730000.0,,1178135000.0,,,,,,,8411000.0,,24494000.0,-57712000.0,,112373000.0,,-16107000.0,,,,,,,,,,,,,,,,
1041292800,,1628799000.0,2364535000.0,-161559000.0,5008000.0,68754000.0,1573661000.0,112595000.0,,,3079007000.0,-114963000.0,735736000.0,563056000.0,,1573661000.0,274092000.0,-23320000.0,229460000.0,491387000.0,36962000.0,,191640000.0,,3633842000.0,70931000.0,1352632000.0,3633842000.0,107502000.0,,648563000.0,299747000.0,-80259000.0,3070786000.0,,,544868000.0,,177712000.0,154805000.0,1.94,,,,826186000.0,,480339000.0,-131480000.0,,,,2364535000.0,,466328000.0,1269307000.0,,10986000.0,,107502000.0,153347000.0,,151563000.0,36962000.0,262050000.0,107502000.0,,,73824000.0,648563000.0,-76531000.0,36962000.0,358335000.0,,563056000.0,-4471000.0,23300000.0,373870000.0,262050000.0,1197368000.0,299747000.0,480339000.0,273284000.0,358335000.0,-20583000.0,,,1393079000.0,1628799000.0,735736000.0,,,39563000.0,,698215000.0,15721000.0,826186000.0,,1393079000.0,274092000.0,176232000.0,,66514000.0,-11556000.0,,36962000.0,,-14990000.0,1269307000.0,-1230049000.0,,72638000.0,,,51952000.0,,70931000.0,,-8046000.0,3070786000.0,2427417000.0,,,,,,1181507000.0,36962000.0,229460000.0,36962000.0,11533000.0,,,,73824000.0,192236000.0,,,-114963000.0,177712000.0,-160689000.0,,,,840198000.0,-360912000.0,8339000.0,1181507000.0,,2427417000.0,-63937000.0,299747000.0,,4985000.0,68945000.0,,45435000.0,,,,66514000.0,,15721000.0,,,68730000.0,,1197368000.0,1.98,,88119000.0,,,23131000.0,9313000.0,,,-27699000.0,1726375000.0,192236000.0,23300000.0,-2601000.0,-1230049000.0,,,,,,,,,,,,,,,
1049068800,,1671109000.0,,,106477000.0,,1621981000.0,,,,,,766578000.0,535339000.0,0.45,,309987000.0,,,,,,,,,,,3709814000.0,68846000.0,,,,,3174475000.0,,,,,,,,,,,867024000.0,,504297000.0,,,,,2437687000.0,,432282000.0,,,35033000.0,151845000.0,68846000.0,,,,,,68846000.0,,,75748000.0,648476000.0,-153839000.0,39448000.0,,,,3302000.0,28068000.0,351458000.0,241901000.0,,,,,344453000.0,-20526000.0,,,,,,,,36962000.0,,,15754000.0,,,1462498000.0,309987000.0,113795000.0,,,-47134000.0,,,,,1272127000.0,-1247422000.0,,,,0.45,,,49842000.0,,,,,,,,,,,39448000.0,275606000.0,39448000.0,11802000.0,,,,,122295000.0,,,-112205000.0,171050000.0,,,,,783740000.0,,,,,2455102000.0,-41646000.0,,,8023000.0,148123000.0,,,154598000.0,,,78021000.0,,,,,44949000.0,,1207680000.0,,,,,,,8830000.0,,79277000.0,-60951000.0,,122295000.0,,2486000.0,,,,,,,,,,,,,,,,
1056931200,,1693906000.0,,,88001000.0,,1651382000.0,,,,,,757682000.0,530004000.0,0.47,,320788000.0,,,,,,,,,,,3714772000.0,72829000.0,,,,,3184768000.0,,,,,,,,,,,887609000.0,,514025000.0,,,,,2451588000.0,,450845000.0,,,3899000.0,150730000.0,72829000.0,,,,,,72829000.0,,,78368000.0,648450000.0,-32036000.0,33415000.0,,,,1805000.0,24423000.0,351046000.0,255298000.0,,,,,344878000.0,-21636000.0,,,,,,,,39448000.0,,,15783000.0,,,1462881000.0,320788000.0,120378000.0,,,-1955000.0,,,,,1263184000.0,-1268343000.0,,,,0.48,,,53760000.0,,,,,,,,,,,33415000.0,240661000.0,33415000.0,11484000.0,,,,,130057000.0,,,-107467000.0,186414000.0,,,,,801891000.0,,,,,2476205000.0,-30081000.0,,,-92350000.0,118082000.0,,,153403000.0,,,75309000.0,,,,,47549000.0,,1207862000.0,,,,,,,8847000.0,,45253000.0,-47655000.0,,130057000.0,,-6033000.0,,,,,,,,,,,,,,,,
1064880000,,1640972000.0,,,131860000.0,,1701684000.0,,,,,,801110000.0,518080000.0,0.33,,315692000.0,,,,,,,,,,,3690306000.0,50120000.0,,,,,3172226000.0,,,,,,,,,,,835517000.0,,520734000.0,,,,,2442082000.0,,408429000.0,,,1249000.0,149305000.0,50120000.0,,,,,,50120000.0,,,78656000.0,647709000.0,-19897000.0,36298000.0,,,,1244000.0,26948000.0,350858000.0,222165000.0,,,,,329020000.0,-21610000.0,,,,,,,,33415000.0,,,15798000.0,,,1458925000.0,315692000.0,82843000.0,,,-2430000.0,,,,,1248224000.0,-1285401000.0,,,,0.34,,,52286000.0,,,,,,,,,,,36298000.0,209120000.0,36298000.0,11138000.0,,,,,92737000.0,,,-106536000.0,172114000.0,,,,,759287000.0,,,,,2477968000.0,-17467000.0,,,-126609000.0,149327000.0,,,151606000.0,,,197711000.0,,,,,32723000.0,,1192567000.0,,,,,,,3918000.0,,99207000.0,-76849000.0,,92737000.0,,2883000.0,,,,,,,,,,,,,,,,
1072828800,,1560722000.0,2321086000.0,2482000.0,19047000.0,33180000.0,1790801000.0,345385000.0,,,3227200000.0,-87056000.0,760364000.0,603311000.0,,1790801000.0,312388000.0,-125030000.0,229577000.0,499847000.0,39447000.0,,197762000.0,,3804739000.0,81014000.0,1428795000.0,3804739000.0,110860000.0,,646909000.0,302655000.0,-85515000.0,3201428000.0,,,539550000.0,,176570000.0,152840000.0,1.98,,,,694661000.0,,539745000.0,-208501000.0,,,,2321086000.0,,506849000.0,1392242000.0,,6699000.0,,110860000.0,147747000.0,,150285000.0,39447000.0,277936000.0,110860000.0,,,140336000.0,646909000.0,-40158000.0,39447000.0,387720000.0,,603311000.0,-1297000.0,28952000.0,375433000.0,277936000.0,1187313000.0,302655000.0,539745000.0,466285000.0,387720000.0,-21743000.0,,,1474370000.0,1560722000.0,760364000.0,,,36298000.0,,687297000.0,15856000.0,694661000.0,,1474370000.0,312388000.0,182831000.0,,76281000.0,-73511000.0,,39447000.0,,2485000.0,1392242000.0,-1288696000.0,,-218674000.0,,,36962000.0,,81014000.0,,5054000.0,3201428000.0,2476009000.0,,,,,,1258855000.0,39447000.0,229577000.0,39447000.0,10333000.0,,,,140336000.0,194461000.0,,,-87056000.0,176570000.0,-120900000.0,,,,882282000.0,-245930000.0,-5652000.0,1258855000.0,,2476009000.0,-31706000.0,302655000.0,,-7738000.0,50753000.0,,44757000.0,,,,76281000.0,,15856000.0,,,72541000.0,,1187313000.0,2.01,,53536000.0,,,46880000.0,11585000.0,,,-23046000.0,1798405000.0,194461000.0,28952000.0,3149000.0,-1288696000.0,,,,,,,,,,,,,,,
1080691200,,1319907000.0,,,135959000.0,,1827463000.0,,,,,,935938000.0,539802000.0,0.38,,325303000.0,,,,,,,,,,,3735732000.0,58435000.0,,,,,3195930000.0,,,,,,,,,,,707270000.0,,547149000.0,,,,,2255845000.0,,434465000.0,,,5217000.0,149925000.0,58435000.0,,,,,,58435000.0,,,140371000.0,393334000.0,-28356000.0,32323000.0,,,,-2043000.0,38281000.0,367479000.0,287222000.0,,,,,347078000.0,-21773000.0,,,,,,,,39447000.0,,,15905000.0,,,1467723000.0,325303000.0,96674000.0,,,-3928000.0,,,,,1384801000.0,-1315691000.0,,,,0.39,,,55942000.0,,,,,,,,,,,32323000.0,396049000.0,32323000.0,10320000.0,,,,,109162000.0,,,-89023000.0,172394000.0,,,,,801944000.0,,,,,2496749000.0,-24428000.0,,,-139087000.0,160387000.0,,,152460000.0,,,80273000.0,,,,,38239000.0,,1181058000.0,,,,,,,17813000.0,,,-53180000.0,,109162000.0,,-7124000.0,,,,,,,,,,,,,,,,
1088553600,,1326216000.0,,,99372000.0,,1857104000.0,,,,,,968983000.0,562735000.0,0.5,,326715000.0,,,,,,,,,,,3784604000.0,75677000.0,,,,,3221869000.0,,,,,,,,,,,713821000.0,,573001000.0,,,,,2295199000.0,,458472000.0,,,-5217000.0,148626000.0,75677000.0,,,,,,75677000.0,,,140317000.0,393422000.0,-47597000.0,45185000.0,,,,3984000.0,39949000.0,365459000.0,307322000.0,,,,,356434000.0,-23018000.0,,,,,,,,32323000.0,,,15947000.0,,,1463637000.0,326715000.0,125388000.0,,,-15130000.0,,,,,1376392000.0,-1340684000.0,,,,0.51,,,54989000.0,,,,,,,,,,,45185000.0,397384000.0,45185000.0,10353000.0,,,,,131757000.0,,,-87988000.0,186302000.0,,,,,823931000.0,,,,,2525915000.0,-32467000.0,,,-71354000.0,131839000.0,,,150902000.0,,,77975000.0,,,,,49538000.0,,1185231000.0,,,,,,,12407000.0,,,-53275000.0,,131757000.0,,12862000.0,,,,,,,,,,,,,,,,
1096502400,,1344367000.0,,,34121000.0,,1905689000.0,,,,,,1056639000.0,556307000.0,0.33,,324970000.0,,,,,,,,,,,3827905000.0,48272000.0,,,,,3271598000.0,,,,,,,,,,,732076000.0,,608578000.0,,,,,2401006000.0,,409261000.0,,,0.0,146469000.0,48272000.0,,,,,,48272000.0,,,140513000.0,393511000.0,-51328000.0,30844000.0,,,,5764000.0,36136000.0,364569000.0,272927000.0,,,,,358908000.0,-22705000.0,,,,,,,,45185000.0,,,15960000.0,,,1460203000.0,324970000.0,79975000.0,,,-9315000.0,,,,,1306652000.0,-1363470000.0,,,,0.33,,,64241000.0,,,,,,,,,,,30844000.0,515335000.0,30844000.0,10080000.0,,,,,84291000.0,,,-84557000.0,190817000.0,,,,,773830000.0,,,,,2566287000.0,-42013000.0,,,-39189000.0,76134000.0,,,147964000.0,,,77560000.0,,,,,31620000.0,,1202817000.0,,,,,,,2776000.0,,27862000.0,-131837000.0,,84291000.0,,-14341000.0,,,,,,,,,,,,,,,,
1104451200,,1294946000.0,2414695000.0,11940000.0,20782000.0,41090000.0,1684854000.0,290234000.0,,,3303642000.0,-94998000.0,1119749000.0,613893000.0,,1684854000.0,341153000.0,-38344000.0,587373000.0,476645000.0,42389000.0,,183499000.0,,3949857000.0,92911000.0,1475548000.0,3949857000.0,110173000.0,,393601000.0,292557000.0,-90127000.0,3335964000.0,,,509953000.0,,190134000.0,149357000.0,1.96,,,,691364000.0,,503991000.0,-293222000.0,,,,2414695000.0,,525896000.0,1400542000.0,,-12525000.0,,110173000.0,146788000.0,,147567000.0,42389000.0,264669000.0,110173000.0,,,132108000.0,393601000.0,-64867000.0,42389000.0,389300000.0,,613893000.0,747000.0,32654000.0,378041000.0,264669000.0,1367384000.0,292557000.0,503991000.0,444038000.0,389300000.0,-22631000.0,,,1464589000.0,1294946000.0,1119749000.0,,,30844000.0,,656741000.0,15093000.0,691364000.0,,1464589000.0,341153000.0,174483000.0,,77573000.0,-9971000.0,,42389000.0,,2942000.0,1400542000.0,-1379733000.0,,-249238000.0,,,39447000.0,,92911000.0,,8452000.0,3335964000.0,2747117000.0,,,,,,1318141000.0,42389000.0,587373000.0,42389000.0,11007000.0,,,,132108000.0,184743000.0,,,-94998000.0,190134000.0,-153804000.0,,,,903937000.0,-192148000.0,-3702000.0,1318141000.0,,2747117000.0,-54896000.0,292557000.0,,392000.0,75678000.0,,41760000.0,,,,77573000.0,,15093000.0,,,64102000.0,,1367384000.0,1.98,,3547000.0,,,-12525000.0,8094000.0,,,-54930000.0,1828094000.0,184743000.0,32654000.0,11545000.0,-1379733000.0,,,,,,,,,,,,,,,
1112227200,,1743047000.0,,,94910000.0,,1758240000.0,,,,,,939476000.0,543357000.0,0.76,,343526000.0,,,,,,,,,,,4305077000.0,111049000.0,,,,,3761720000.0,,-16500000.0,,,,,,,,,712044000.0,,528467000.0,,,,,2682523000.0,,428652000.0,,,1315000.0,145868000.0,111049000.0,,,,,,111049000.0,,,132131000.0,821395000.0,-306704000.0,37802000.0,,,,123948000.0,33409000.0,376931000.0,308041000.0,,,,,354649000.0,-22598000.0,,,,,,,,42389000.0,,,15101000.0,,,1866381000.0,220580000.0,194826000.0,,,163422000.0,,,,,1478696000.0,-1313130000.0,,,,0.76,,,60858000.0,,,,,,,,,,,37802000.0,369192000.0,37802000.0,14248000.0,,,,,208072000.0,,,-68636000.0,180626000.0,,,,,805583000.0,,,,,2680002000.0,-40394000.0,,,167027000.0,135304000.0,,,146771000.0,,,81617000.0,,,,,83658000.0,,1366872000.0,,,,,,,2524000.0,,,-21714000.0,,208072000.0,,-4587000.0,,,,,,,,,,,,,,,,
1120089600,,1746898000.0,,,-17978000.0,,1771016000.0,,,,,,958374000.0,576462000.0,0.42,,359651000.0,,,,,,,,,,,4336809000.0,60815000.0,,,,,3760347000.0,,-21000.0,,,,,,,,,716129000.0,,535765000.0,,,,,2705272000.0,,466193000.0,,,2449000.0,145524000.0,60815000.0,,,,,,60815000.0,,,132086000.0,821585000.0,-36208000.0,31604000.0,,,,4388000.0,35835000.0,378876000.0,256619000.0,,,,,383308000.0,-24020000.0,,,,,,,,37802000.0,,,15118000.0,,,1850845000.0,359651000.0,99086000.0,,,-185480000.0,,,,,1476936000.0,-1316369000.0,,,,0.42,,,69076000.0,,,,,,,,,,,31604000.0,416456000.0,31604000.0,11844000.0,,,,,106542000.0,,,-80063000.0,207153000.0,,,,,845069000.0,,,,,2690106000.0,-33796000.0,,,14539000.0,15818000.0,,,146003000.0,,,78146000.0,,,,,38110000.0,,1373737000.0,,,,,,,2612000.0,,,-13387000.0,,106542000.0,,-6198000.0,,,,,,,,,,,,,,,,
1128038400,,1738601000.0,,,4256000.0,,1784918000.0,,,,,,968769000.0,572218000.0,0.16,,363172000.0,,,,,,,,,,,4378812000.0,23081000.0,,,,,3806594000.0,,-2536000.0,,,,,,,,,728461000.0,,555873000.0,,,,,2707370000.0,,408251000.0,,,876000.0,145214000.0,23081000.0,,,,,,23081000.0,,,111689000.0,821773000.0,-53493000.0,37188000.0,,,,6250000.0,37413000.0,382832000.0,244894000.0,,,,,372449000.0,-23954000.0,,,,,,,,31604000.0,,,15131000.0,,,1844274000.0,363172000.0,39652000.0,,,21293000.0,,,,,1500047000.0,-1341707000.0,,,,0.16,,,68529000.0,,,,,,,,,,,37188000.0,432632000.0,37188000.0,11677000.0,,,,,45079000.0,,,-77702000.0,212578000.0,,,,,791083000.0,,,,,2748154000.0,-71613000.0,,,-16616000.0,75869000.0,,,145602000.0,,,78665000.0,,,,,16738000.0,,1406447000.0,,,,,,,2289000.0,,,-11581000.0,,45079000.0,,5584000.0,,,,,,,,,,,,,,,,
1135987200,,1761291000.0,2827813000.0,4578000.0,-8221000.0,14348000.0,1825763000.0,72967000.0,,,3372775000.0,-117876000.0,1066522000.0,657746000.0,,1825763000.0,407934000.0,-19824000.0,498080000.0,446104000.0,44927000.0,,180242000.0,,4533037000.0,77328000.0,1540384000.0,4533037000.0,64808000.0,,821962000.0,259753000.0,-94535000.0,3875291000.0,,,481054000.0,,201119000.0,145877000.0,1.78,,,,783185000.0,,555901000.0,-57363000.0,,,,2827813000.0,,529295000.0,1516248000.0,,2162000.0,,70660000.0,143769000.0,,145440000.0,44927000.0,285453000.0,64808000.0,,,79806000.0,821962000.0,-99106000.0,44927000.0,435273000.0,,657746000.0,-2189000.0,32100000.0,401745000.0,285453000.0,1468403000.0,259753000.0,555901000.0,294311000.0,435273000.0,-23963000.0,,,1850987000.0,1761291000.0,1066522000.0,,,37188000.0,,624823000.0,15177000.0,783185000.0,,1850987000.0,407934000.0,112540000.0,,81870000.0,-19059000.0,,44927000.0,,2538000.0,1516248000.0,-1368187000.0,,204405000.0,,,42389000.0,,77328000.0,,132397000.0,3875291000.0,2836590000.0,,,,,,1474283000.0,44927000.0,498080000.0,44927000.0,11094000.0,,-27468000.0,,79806000.0,121361000.0,,,-117876000.0,201119000.0,-221344000.0,,,,931040000.0,-495511000.0,554000.0,1351337000.0,,2836590000.0,-75541000.0,265605000.0,,39455000.0,67320000.0,,48863000.0,,,,81870000.0,,15177000.0,,,41736000.0,,1468403000.0,1.79,,-29635000.0,,,6802000.0,6923000.0,,,-10681000.0,1832391000.0,121361000.0,32100000.0,7739000.0,-1368187000.0,,,,,,,,,,,,,,,
1143763200,,1764147000.0,,,11257000.0,,1836671000.0,,,1440650000.0,,,1024787000.0,597229000.0,0.24,,369662000.0,,,,,,,,,,,4524763000.0,34955000.0,,,,,3927534000.0,,,,,,,,,,,786036000.0,,579677000.0,,,,,2788934000.0,,437938000.0,,,-267000.0,145165000.0,34955000.0,,,,,,34955000.0,,,79989000.0,822154000.0,-63358000.0,40184000.0,,,,1967000.0,29646000.0,393834000.0,238670000.0,,,,,390887000.0,-24047000.0,,,,,,,,44927000.0,,,15189000.0,,,404332000.0,369662000.0,57719000.0,,,1810000.0,,,,,1527110000.0,-1384024000.0,,,,0.24,,,68394000.0,,,,,,,,,,,40184000.0,509003000.0,40184000.0,12524000.0,,,,,68276000.0,,,-116774000.0,191584000.0,,,,,831772000.0,,,,,2886899000.0,-65168000.0,,,-17882000.0,76425000.0,,,145361000.0,,,85530000.0,,,,,22857000.0,,1502875000.0,,,,,,,2973000.0,,,-7092000.0,,68276000.0,,-4743000.0,,,,,,,,,,,,,,,,
1151625600,,1636893000.0,,,17503000.0,,1847253000.0,,,1444621000.0,,,1202006000.0,735788000.0,0.42,,368103000.0,,,,,,,,,,,4608546000.0,61313000.0,,,,,3872758000.0,,,,,,,,,,,785769000.0,,477996000.0,,,,,2838899000.0,,467176000.0,,,2005000.0,144792000.0,61313000.0,,,,,,61313000.0,,,55066000.0,720471000.0,-73318000.0,41437000.0,,,,8770000.0,27268000.0,391572000.0,258693000.0,,,,,397848000.0,-25428000.0,,,,,,,,40184000.0,,,15198000.0,,,397974000.0,368103000.0,94609000.0,,,-1190000.0,,,,,1536702000.0,-1412197000.0,,,,0.42,,,201117000.0,,,,,,,,,,,41437000.0,631974000.0,41437000.0,13234000.0,,,,,99073000.0,,,-110776000.0,229767000.0,,,,,858748000.0,,,,,2964364000.0,-72128000.0,,,-15230000.0,89631000.0,,,144943000.0,,,81572000.0,,,,,33540000.0,,1552167000.0,,,,,,,1425000.0,,,-13851000.0,,99073000.0,,1253000.0,,,,,,,,,,,,,,,,
1159574400,,1590262000.0,,,-30391000.0,,1861212000.0,,,1440818000.0,,,1310958000.0,1172286000.0,0.1,,356542000.0,,,,,,,,,,,4450178000.0,14023000.0,,,,,3277892000.0,,,,,,,,,,,789758000.0,,370337000.0,,,,,2901220000.0,,377018000.0,,,-632000.0,144454000.0,9733000.0,,,,,,14023000.0,,,4958000.0,720625000.0,-109795000.0,38695000.0,,,,7348000.0,31088000.0,362568000.0,257109000.0,,,,,370619000.0,-25367000.0,,,,,,,,41437000.0,,,15220000.0,,,157272000.0,356542000.0,14557000.0,,,-725000.0,,,,,1543341000.0,-1330967000.0,,,,0.1,,,663766000.0,,,,,,,,,,,38695000.0,748956000.0,38695000.0,15142000.0,,,,,20476000.0,,,-111050000.0,224378000.0,,,,,739586000.0,,,,,2640432000.0,-73328000.0,,,64158000.0,42937000.0,,,144568000.0,,,80515000.0,,,,,5091000.0,,1309465000.0,,,,,,,4286000.0,,,-13012000.0,,20476000.0,,-2742000.0,,,,,,,,,,,,,,,,
1167523200,,1732125000.0,3030119000.0,58437000.0,91654000.0,15988000.0,1111006000.0,90023000.0,,650920000.0,3289903000.0,-147164000.0,1297994000.0,1185043000.0,,1111006000.0,392611000.0,-20605000.0,650898000.0,-551922000.0,72360000.0,,16608000.0,,3855928000.0,599619000.0,1529529000.0,3855928000.0,-653734000.0,,720790000.0,-543443000.0,-100104000.0,2670885000.0,,,-520611000.0,,242528000.0,144579000.0,-3.76,,,,937095000.0,,385471000.0,-52267000.0,,100000000.0,,3030119000.0,874209000.0,511490000.0,819842000.0,,44030000.0,,-666572000.0,169853000.0,,144579000.0,72360000.0,321270000.0,-653734000.0,,,,720790000.0,-42191000.0,72360000.0,402639000.0,,1185043000.0,-813178000.0,36696000.0,419373000.0,321270000.0,1375365000.0,-543443000.0,385471000.0,422328000.0,402639000.0,-25262000.0,,,133448000.0,1732125000.0,1297994000.0,,,38695000.0,,-350758000.0,14886000.0,937095000.0,,133448000.0,1207044000.0,-705925000.0,,83298000.0,-20500000.0,,72360000.0,,27433000.0,819842000.0,-1297546000.0,,-106192000.0,,,44927000.0,,599619000.0,,-795093000.0,2670885000.0,2672911000.0,,,,,,1466552000.0,72360000.0,650898000.0,72360000.0,13477000.0,,-40265000.0,,,-695554000.0,,,-147164000.0,242528000.0,-332305000.0,,,,930863000.0,-288662000.0,-7592000.0,2280985000.0,,2672911000.0,-121681000.0,-568171000.0,,-137238000.0,213335000.0,,58581000.0,,,,83298000.0,,14886000.0,650920000.0,,-39598000.0,,1375365000.0,-3.76,,-139904000.0,,,45136000.0,7304000.0,,,-18312000.0,1760374000.0,-695554000.0,36696000.0,33665000.0,-1297546000.0,,,,,,,,,,,,,,,
