,trailingTotalRevenue,quarterlySellingGeneralAndAdministration,annualCurrentDeferredRevenue,annualCostOfRevenue,annualOtherCurrentAssets,annualTotalRevenue,annualCurrentDebt,annualEndCashPosition,quarterlyCashDividendsPaid,annualOperatingIncome,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,trailingCostOfRevenue,annualFreeCashFlow,trailingTaxProvision,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyRetainedEarnings,annualCommonStockIssuance,quarterlyDepreciationAndAmortization,annualNetOtherFinancingCharges,trailingEndCashPosition,quarterlyDilutedEPS,quarterlyPurchaseOfInvestment,quarterlyEbitda,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,annualAccountsPayable,quarterlyStockBasedCompensation,annualNetIncomeContinuousOperations,trailingNetOtherInvestingChanges,annualChangeInWorkingCapital,trailingNetIncomeContinuousOperations,quarterlyFreeCashFlow,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,annualRepurchaseOfCapitalStock,annualInvestmentsAndAdvances,quarterlyDeferredIncomeTax,quarterlyTotalNonCurrentAssets,trailingNetIncome,quarterlyCurrentAssets,annualOperatingExpense,quarterlyCurrentLiabilities,quarterlyGrossPPE,annualGainsLossesNotAffectingRetainedEarnings,trailingSellingGeneralAndAdministration,trailingPretaxIncome,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,annualDilutedAverageShares,annualAccountsReceivable,annualBeginningCashPosition,annualLongTermDebt,quarterlyLongTermDebt,annualCurrentAssets,quarterlyBasicAverageShares,quarterlyOtherCurrentAssets,annualNetIncome,annualCashDividendsPaid,annualSellingGeneralAndAdministration,annualOtherNonCurrentAssets,annualSaleOfInvestment,annualBasicAverageShares,quarterlyAccountsReceivable,annualNetIncomeCommonStockholders,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,quarterlyStockholdersEquity,annualDepreciationAndAmortization,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,quarterlyCostOfRevenue,annualStockholdersEquity,trailingRepurchaseOfCapitalStock,quarterlyOtherIncomeExpense,annualTotalAssets,quarterlyInventory,quarterlyGrossProfit,trailingCommonStockIssuance,annualTaxProvision,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,trailingNetIncomeCommonStockholders,annualRetainedEarnings,annualCurrentAccruedExpenses,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingOperatingCashFlow,annualCapitalStock,quarterlyCashAndCashEquivalents,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyRepaymentOfDebt,trailingOtherIncomeExpense,quarterlyOperatingExpense,quarterlyPretaxIncome,trailingCashFlowFromContinuingFinancingActivities,quarterlyNetPPE,annualStockBasedCompensation,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,quarterlyTaxProvision,annualOtherIncomeExpense,quarterlyCapitalStock,annualNetPPE,annualOperatingCashFlow,annualInventory,annualTotalNonCurrentAssets,annualGrossProfit,annualCurrentLiabilities,quarterlyCurrentDebt,annualOtherNonCurrentLiabilities,annualPurchaseOfBusiness,trailingDepreciationAndAmortization,quarterlyInterestExpense,annualEbitda,quarterlyBasicEPS,quarterlyCommonStockIssuance,trailingOtherNonCashItems,quarterlyNetOtherFinancingCharges,annualCashCashEquivalentsAndMarketableSecurities,quarterlyPurchaseOfBusiness,annualNonCurrentDeferredTaxesLiabilities,annualChangeInInventory,quarterlyOtherNonCurrentAssets,quarterlyOperatingCashFlow,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,annualPurchaseOfInvestment,trailingCapitalExpenditure,quarterlyOtherCurrentLiabilities,trailingCashDividendsPaid,trailingInterestExpense,trailingOperatingExpense,annualPretaxIncome,annualInterestExpense,annualNonCurrentDeferredRevenue,trailingBeginningCashPosition,quarterlyTotalAssets,annualDilutedEPS,annualAccumulatedDepreciation,annualGoodwill,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlySaleOfInvestment,annualDeferredIncomeTax,trailingInvestingCashFlow,quarterlyChangeInCashSupplementalAsReported,annualRepaymentOfDebt,quarterlyDilutedAverageShares,annualBasicEPS,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,trailingChangeInWorkingCapital,quarterlyAccountsPayable,trailingStockBasedCompensation,annualCashFlowFromContinuingFinancingActivities,trailingGrossProfit,annualInvestingCashFlow,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,trailingDeferredIncomeTax,annualChangeInCashSupplementalAsReported,annualCapitalExpenditure,trailingChangeInInventory,annualIncomeTaxPayable,annualChangesInAccountReceivables,trailingPurchaseOfBusiness,annualResearchAndDevelopment,quarterlyResearchAndDevelopment,annualChangeInAccountPayable,quarterlyChangesInAccountReceivables,trailingBasicAverageShares,trailingSaleOfInvestment,quarterlyChangeInAccountPayable,trailingBasicEPS,annualOtherShortTermInvestments,quarterlyChangeInInventory,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,quarterlyOtherShortTermInvestments,quarterlyIncomeTaxPayable,trailingDilutedEPS,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingChangeInAccountPayable
1104451200,,-37000000.0,,9015000000.0,217000000.0,10099000000.0,489000000.0,770000000.0,-19000000.0,477000000.0,189000000.0,,,710000000.0,,770000000.0,163000000.0,1951000000.0,206000000.0,51000000.0,35000000.0,,,,160000000.0,2219000000.0,,570000000.0,,594000000.0,,196000000.0,,344000000.0,109000000.0,3141000000.0,,193000000.0,-664000000.0,,,6722000000.0,,1946000000.0,607000000.0,2356000000.0,3070000000.0,-99000000.0,,,4575000000.0,,4575000000.0,66000000.0,770000000.0,485898392.0,797000000.0,229000000.0,836000000.0,836000000.0,1946000000.0,,217000000.0,596000000.0,-73000000.0,607000000.0,2500000000.0,,458185556.0,797000000.0,596000000.0,1383000000.0,,4081000000.0,166000000.0,508000000.0,2219000000.0,,3069000000.0,4081000000.0,,72000000.0,8668000000.0,,72000000.0,,100000000.0,77000000.0,,188000000.0,189000000.0,,1951000000.0,508000000.0,770000000.0,,3000000.0,770000000.0,,,,,-37000000.0,199000000.0,,2389000000.0,,1436000000.0,1436000000.0,21000000.0,130000000.0,3000000.0,2389000000.0,891000000.0,,6722000000.0,1084000000.0,2356000000.0,489000000.0,1383000000.0,,,30000000.0,643000000.0,,106000000.0,,35000000.0,770000000.0,,,,2500000000.0,410000000.0,-681000000.0,-66000000.0,-5000000.0,,,789000000.0,,,,654000000.0,99000000.0,,,8668000000.0,1.226594,-681000000.0,,-78000000.0,-99000000.0,,3070000000.0,,,,568000000.0,,,1.300783,202000000.0,,,570000000.0,,-637000000.0,,287000000.0,789000000.0,,,541000000.0,-181000000.0,,,,,,,,,,,,,,,,,,,,,,
1112227200,,124000000.0,,,,,,,-19000000.0,,145000000.0,,,,,377000000.0,-37000000.0,2055000000.0,,37000000.0,,,0.301537,,195000000.0,,,,,,,,,-96000000.0,158000000.0,2534000000.0,,-136000000.0,,,,6696000000.0,,1733000000.0,,2244000000.0,3033000000.0,,,,,,4484000000.0,,,,,,,835000000.0,,456180051.0,220000000.0,,,,,,,974000000.0,,1405000000.0,,3932000000.0,,392000000.0,2240000000.0,,2252000000.0,,,-21000000.0,,,282000000.0,,,-17000000.0,,145000000.0,145000000.0,,,,377000000.0,,,377000000.0,,,,,124000000.0,140000000.0,,2352000000.0,,1441000000.0,,5000000.0,,3000000.0,,,,,,,489000000.0,,,,24000000.0,,0.316366,51000000.0,,-6000000.0,,,,,2482000000.0,-61000000.0,-681000000.0,-35000000.0,-295000000.0,,,774000000.0,,,,,,,,8429000000.0,,,,-320000000.0,-175000000.0,,,,,,-393000000.0,,484703948.0,,770000000.0,,,589000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120089600,,284000000.0,,,,,,,-19000000.0,,138000000.0,,,,,471000000.0,81000000.0,2172000000.0,,36000000.0,,,0.291811,,77000000.0,,,,,,,,,296000000.0,41000000.0,2661000000.0,,81000000.0,,,,6606000000.0,,1858000000.0,,2109000000.0,3178000000.0,,,,,,4797000000.0,,,,,,,1207000000.0,,442883417.0,235000000.0,,,,,,,993000000.0,,1481000000.0,,3653000000.0,,445000000.0,2688000000.0,,2336000000.0,,,69000000.0,,,325000000.0,,,380000000.0,,138000000.0,138000000.0,,,,471000000.0,,,471000000.0,,,,,284000000.0,114000000.0,,2497000000.0,,1364000000.0,,-20000000.0,,3000000.0,,,,,,,225000000.0,,,,21000000.0,,0.311594,36000000.0,,-19000000.0,,,,,2231000000.0,394000000.0,-681000000.0,-98000000.0,-381000000.0,,,817000000.0,,,,,,,,8464000000.0,,,,-433000000.0,-170000000.0,,,,,,94000000.0,,472909412.0,,377000000.0,,,622000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128038400,,149000000.0,,,,,,,-23000000.0,,149000000.0,,,,,161000000.0,-319000000.0,2291000000.0,,53000000.0,,,0.321486,,188000000.0,,,,,,,,,-349000000.0,135000000.0,2714000000.0,,18000000.0,,,,6646000000.0,,1969000000.0,,2170000000.0,3185000000.0,,,,,,5301000000.0,,,,,,,1602000000.0,,436604352.0,710000000.0,,,,,,,914000000.0,,1529000000.0,,3303000000.0,,487000000.0,3131000000.0,,2430000000.0,,,39000000.0,,,284000000.0,,,-49000000.0,,148000000.0,149000000.0,,,,161000000.0,,,161000000.0,,,,,149000000.0,163000000.0,,2504000000.0,,1370000000.0,,33000000.0,,3000000.0,,,,,,,215000000.0,,,,24000000.0,,0.34127,17000000.0,,12000000.0,,,,,2250000000.0,144000000.0,-681000000.0,-493000000.0,-135000000.0,,,858000000.0,,,,,,,,8615000000.0,,,,-513000000.0,-164000000.0,,,,,,-310000000.0,,463472312.0,,471000000.0,,,610000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135987200,,196000000.0,,10242000000.0,759000000.0,11550000000.0,56000000.0,203000000.0,-23000000.0,555000000.0,237000000.0,,,57000000.0,,203000000.0,145000000.0,2500000000.0,125000000.0,58000000.0,-3000000.0,,,,279000000.0,3275000000.0,,591000000.0,,668000000.0,,-37000000.0,,206000000.0,221000000.0,3641000000.0,,0.0,-1644000000.0,,,6520000000.0,,2010000000.0,753000000.0,1992000000.0,3126000000.0,-148000000.0,,,5267000000.0,,5267000000.0,583000000.0,203000000.0,468035891.0,837000000.0,770000000.0,1681000000.0,1681000000.0,2010000000.0,,759000000.0,669000000.0,-84000000.0,753000000.0,2235000000.0,,437742305.0,837000000.0,669000000.0,1594000000.0,,3252000000.0,184000000.0,559000000.0,3275000000.0,,3224000000.0,3252000000.0,,102000000.0,8530000000.0,,417000000.0,,94000000.0,269000000.0,,237000000.0,237000000.0,,2500000000.0,559000000.0,203000000.0,,3000000.0,203000000.0,,,,,196000000.0,300000000.0,,2341000000.0,,1390000000.0,1390000000.0,76000000.0,189000000.0,3000000.0,2341000000.0,837000000.0,,6520000000.0,1308000000.0,1992000000.0,56000000.0,1594000000.0,,,37000000.0,739000000.0,,21000000.0,,10000000.0,203000000.0,,,,2235000000.0,360000000.0,-785000000.0,-154000000.0,-463000000.0,-231000000.0,,786000000.0,,,,717000000.0,106000000.0,,,8530000000.0,1.429378,-785000000.0,,-378000000.0,-148000000.0,,3126000000.0,,,,42000000.0,,,1.528296,161000000.0,,,591000000.0,,-1274000000.0,,-130000000.0,786000000.0,,,-567000000.0,-780000000.0,,,,,,,,,,,,,,,,,,,,,,
1143763200,,150000000.0,,,,,,,-21000000.0,,65000000.0,,,,,172000000.0,-63000000.0,2441000000.0,,40000000.0,,,0.143353,,-1879000000.0,,,,,,,,,-83000000.0,-1919000000.0,2705000000.0,,-98000000.0,,,,5219000000.0,,3461000000.0,,2232000000.0,1912000000.0,,,,,,5636000000.0,,,,,,,1865000000.0,,416327515.0,804000000.0,,,,,,,1055000000.0,,1539000000.0,,3044000000.0,,425000000.0,3404000000.0,,2352000000.0,,,33000000.0,,1138000000.0,353000000.0,,,-121000000.0,,170000000.0,65000000.0,,,,172000000.0,,,172000000.0,,,,,2272000000.0,220000000.0,,1114000000.0,,1455000000.0,,56000000.0,,3000000.0,,,,,,,12000000.0,,,,27000000.0,,0.15324,73000000.0,,-3000000.0,,,,,2099000000.0,19000000.0,-798000000.0,-102000000.0,13000000.0,,,1123000000.0,,,,,,,,8680000000.0,,,,-236000000.0,-2000000.0,,,,,,-31000000.0,,446065194.0,,203000000.0,,,672000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151625600,,141000000.0,,,,,,,-22000000.0,,186000000.0,,,,,364000000.0,454000000.0,2598000000.0,,42000000.0,,,0.425351,,276000000.0,,,,,,,,,305000000.0,234000000.0,2851000000.0,,9000000.0,,,,5008000000.0,,3365000000.0,,2273000000.0,1918000000.0,,,,,,5414000000.0,,,,,,,1549000000.0,,417850876.0,592000000.0,,,,,,,1049000000.0,,1592000000.0,,2959000000.0,,486000000.0,3141000000.0,,2476000000.0,,,55000000.0,,1124000000.0,375000000.0,,,22000000.0,924000000.0,186000000.0,186000000.0,,,,364000000.0,,,364000000.0,,248000000.0,,,141000000.0,271000000.0,,1085000000.0,,542000000.0,,85000000.0,,5000000.0,,,,,,,12000000.0,,,,30000000.0,,0.445135,89000000.0,,-12000000.0,,,,,1818000000.0,356000000.0,-833000000.0,-51000000.0,-618000000.0,,,898000000.0,,,,,,,,8373000000.0,,,,-352000000.0,14000000.0,,,,,,192000000.0,,437285801.0,,172000000.0,,,629000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159574400,,149000000.0,,,,,,,-26000000.0,,141000000.0,,,,,136000000.0,-11000000.0,2704000000.0,,44000000.0,,,0.326432,-22000000.0,273000000.0,,,,,,,,,100000000.0,229000000.0,2703000000.0,,4000000.0,,,,5078000000.0,,3236000000.0,,2371000000.0,1897000000.0,,,,,,5612000000.0,,,,,,,1622000000.0,,407260186.0,558000000.0,,,,,,,1124000000.0,,1619000000.0,,2702000000.0,,518000000.0,3241000000.0,,2325000000.0,,,12000000.0,,1184000000.0,378000000.0,,,14000000.0,924000000.0,141000000.0,141000000.0,,,,136000000.0,,,136000000.0,,256000000.0,,,149000000.0,223000000.0,,1031000000.0,,550000000.0,,82000000.0,,5000000.0,,,,,,,14000000.0,,,,29000000.0,,0.346216,42000000.0,,3000000.0,,,,,1965000000.0,166000000.0,-866000000.0,-66000000.0,-383000000.0,,,972000000.0,,,,,,,,8314000000.0,,,,-474000000.0,25000000.0,,,,,,-228000000.0,,431942621.0,,364000000.0,,,611000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167523200,,234000000.0,178000000.0,10472000000.0,596000000.0,12160000000.0,15000000.0,193000000.0,-24000000.0,1011000000.0,216000000.0,,,441000000.0,,193000000.0,-261000000.0,2860000000.0,378000000.0,62000000.0,15000000.0,,,-27000000.0,367000000.0,3448000000.0,-172000000.0,658000000.0,,717000000.0,,33000000.0,,119000000.0,305000000.0,3861000000.0,,118000000.0,-1546000000.0,,,5274000000.0,,3314000000.0,677000000.0,2522000000.0,2143000000.0,44000000.0,,,5970000000.0,,5970000000.0,-28000000.0,193000000.0,435918553.0,1117000000.0,203000000.0,1818000000.0,1818000000.0,3314000000.0,,596000000.0,608000000.0,-93000000.0,674000000.0,1875000000.0,,409763440.0,1117000000.0,608000000.0,1630000000.0,-67000000.0,2618000000.0,188000000.0,615000000.0,3448000000.0,,3319000000.0,2618000000.0,,2000000.0,8588000000.0,1208000000.0,542000000.0,,286000000.0,57000000.0,921000000.0,220000000.0,216000000.0,,2860000000.0,615000000.0,193000000.0,,5000000.0,193000000.0,,178000000.0,,,237000000.0,283000000.0,,1238000000.0,,575000000.0,575000000.0,63000000.0,62000000.0,5000000.0,1238000000.0,970000000.0,1208000000.0,5274000000.0,1688000000.0,2522000000.0,15000000.0,1630000000.0,,,38000000.0,1199000000.0,,174000000.0,,27000000.0,193000000.0,,,,1875000000.0,429000000.0,-905000000.0,-310000000.0,-111000000.0,-122000000.0,,1056000000.0,,,,997000000.0,124000000.0,,,8588000000.0,1.394756,-905000000.0,921000000.0,-484000000.0,44000000.0,,2143000000.0,,,,57000000.0,,,1.483783,136000000.0,,,658000000.0,,-1099000000.0,,119000000.0,1056000000.0,,,-10000000.0,-529000000.0,,,,,,,,,,,,,,,,,,,,,,
1175299200,,147000000.0,,,,,,,-25000000.0,,182000000.0,,,,,124000000.0,-66000000.0,2927000000.0,,45000000.0,,,0.435004,,246000000.0,,-131000000.0,,,,,,,-311000000.0,201000000.0,2904000000.0,,-254000000.0,,,,5344000000.0,,3399000000.0,,2544000000.0,2226000000.0,,,,,,6521000000.0,,,,,,,2311000000.0,,392557601.0,686000000.0,,,,,,,1198000000.0,,1666000000.0,,2222000000.0,,462000000.0,3977000000.0,,2556000000.0,,,25000000.0,,1172000000.0,348000000.0,,,43000000.0,921000000.0,182000000.0,182000000.0,,,,124000000.0,,,124000000.0,,144000000.0,,,147000000.0,196000000.0,,1272000000.0,,579000000.0,,14000000.0,,5000000.0,,,,,,,107000000.0,,,,33000000.0,,0.464663,95000000.0,,-6000000.0,,,,,1806000000.0,-153000000.0,-954000000.0,-158000000.0,150000000.0,,,1221000000.0,,,,,,,,8743000000.0,,,,-492000000.0,31000000.0,,,1000000.0,,,-69000000.0,,416024068.0,,193000000.0,,,610000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183161600,,207000000.0,,,,,,,-24000000.0,,207000000.0,,,,,151000000.0,49000000.0,3094000000.0,,46000000.0,,,0.504486,,346000000.0,,184000000.0,,,,,,,368000000.0,300000000.0,3210000000.0,,152000000.0,,,,5146000000.0,,3773000000.0,,3106000000.0,2039000000.0,,,,,,6948000000.0,,,,,,,2065000000.0,,387522990.0,850000000.0,,,,,,,1254000000.0,,1777000000.0,,1971000000.0,,498000000.0,3842000000.0,,2703000000.0,,,-5000000.0,,1291000000.0,507000000.0,,,129000000.0,921000000.0,207000000.0,207000000.0,,,,151000000.0,,,151000000.0,,142000000.0,,,207000000.0,249000000.0,,1085000000.0,,594000000.0,,42000000.0,,5000000.0,,,,,,,219000000.0,,,,52000000.0,,0.534162,47000000.0,,-13000000.0,,,,,1720000000.0,519000000.0,-954000000.0,-151000000.0,-541000000.0,,,1547000000.0,,,,,,,,8919000000.0,,,,-344000000.0,45000000.0,,,,,,27000000.0,,410318460.0,,124000000.0,,,700000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191110400,,164000000.0,,,,,,,-28000000.0,,131000000.0,,,,,208000000.0,35000000.0,3188000000.0,,43000000.0,,,0.326432,,226000000.0,,,,,,,,,-279000000.0,183000000.0,3040000000.0,,-26000000.0,,,-162000000.0,5396000000.0,,3714000000.0,,2928000000.0,2317000000.0,,,,,,7459000000.0,,,,,,,2701000000.0,,378376485.0,522000000.0,,,,,,,1239000000.0,,1830000000.0,,1651000000.0,,548000000.0,4531000000.0,,2693000000.0,,,35000000.0,,1499000000.0,347000000.0,,,-55000000.0,921000000.0,131000000.0,131000000.0,,,,208000000.0,,,208000000.0,,157000000.0,,,164000000.0,182000000.0,,1319000000.0,,623000000.0,,52000000.0,,5000000.0,,,,,,,247000000.0,,,,42000000.0,,0.346216,26000000.0,,-15000000.0,,,,,1751000000.0,-60000000.0,-998000000.0,-219000000.0,82000000.0,,,1290000000.0,,,,,,,,9110000000.0,,,,-457000000.0,32000000.0,,,,,,57000000.0,,401308393.0,,151000000.0,,,686000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199059200,,267000000.0,101000000.0,11034000000.0,350000000.0,12990000000.0,175000000.0,332000000.0,-28000000.0,1188000000.0,176000000.0,,,107000000.0,,332000000.0,107000000.0,3332000000.0,203000000.0,63000000.0,-28000000.0,,,-30000000.0,567000000.0,4637000000.0,,789000000.0,,697000000.0,,71000000.0,,329000000.0,504000000.0,3836000000.0,,199000000.0,-1757000000.0,,,5370000000.0,,3572000000.0,768000000.0,2876000000.0,2348000000.0,51000000.0,,,7513000000.0,,7513000000.0,48000000.0,332000000.0,402061120.0,1148000000.0,191000000.0,2790000000.0,2790000000.0,3572000000.0,,350000000.0,696000000.0,-105000000.0,785000000.0,1807000000.0,43000000.0,380328086.0,1148000000.0,696000000.0,1847000000.0,,1429000000.0,197000000.0,642000000.0,4637000000.0,,3082000000.0,1429000000.0,,57000000.0,8942000000.0,1557000000.0,754000000.0,,441000000.0,-69000000.0,921000000.0,177000000.0,176000000.0,,3332000000.0,642000000.0,332000000.0,,5000000.0,332000000.0,,101000000.0,,,250000000.0,510000000.0,,1329000000.0,,635000000.0,635000000.0,333000000.0,112000000.0,5000000.0,1329000000.0,778000000.0,1557000000.0,5370000000.0,1956000000.0,2876000000.0,175000000.0,1847000000.0,,,57000000.0,1385000000.0,,35000000.0,,6000000.0,332000000.0,,,,1807000000.0,472000000.0,-1019000000.0,-143000000.0,-453000000.0,-40000000.0,,1169000000.0,,,,1137000000.0,184000000.0,,,8942000000.0,1.73108,-1019000000.0,921000000.0,-464000000.0,51000000.0,,2348000000.0,,,,126000000.0,,,1.829999,208000000.0,,,789000000.0,,-762000000.0,,125000000.0,1169000000.0,,,141000000.0,-671000000.0,,,,,,,,,,,,,,,,,,,,,,
1206921600,,162000000.0,,,,,,,-27000000.0,,121000000.0,,,,,314000000.0,-91000000.0,3430000000.0,,41000000.0,,,0.326252,,236000000.0,,-28000000.0,,,,,,,-132000000.0,195000000.0,2947000000.0,,-199000000.0,,,,5403000000.0,,3705000000.0,,2564000000.0,2388000000.0,,,,,,7788000000.0,,,,,,,3340000000.0,,358369384.0,372000000.0,,,,,,,1118000000.0,,1884000000.0,,1320000000.0,,490000000.0,5224000000.0,,2590000000.0,,,32000000.0,,1718000000.0,357000000.0,,,-55000000.0,921000000.0,122000000.0,121000000.0,,,,314000000.0,,,314000000.0,,143000000.0,,,162000000.0,196000000.0,,1338000000.0,,648000000.0,,75000000.0,,5000000.0,,,,,,,55000000.0,,,,42000000.0,,0.336139,15000000.0,,0.0,,,,,1842000000.0,-67000000.0,-1050000000.0,-65000000.0,140000000.0,,,1240000000.0,,,,,,,,9108000000.0,,,,-271000000.0,50000000.0,,,15000000.0,,,-18000000.0,,376171532.0,,332000000.0,,,636000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214784000,,184000000.0,,,,,,,-27000000.0,,157000000.0,,,,,125000000.0,-168000000.0,3549000000.0,,46000000.0,,,0.415459,,359000000.0,,216000000.0,,,,,,,337000000.0,313000000.0,3185000000.0,,42000000.0,,,,5400000000.0,,3612000000.0,,2560000000.0,2442000000.0,,,,,,7577000000.0,,,,,,,3006000000.0,,357363592.0,351000000.0,,,,,,,1120000000.0,,2011000000.0,,1435000000.0,,546000000.0,5017000000.0,,2688000000.0,,,6000000.0,,1824000000.0,497000000.0,,,-76000000.0,921000000.0,153000000.0,157000000.0,,,,125000000.0,,,125000000.0,,157000000.0,,,184000000.0,290000000.0,,1372000000.0,,712000000.0,,139000000.0,,5000000.0,,,,,,,42000000.0,,,,38000000.0,,0.435243,15000000.0,,16000000.0,,,,,1759000000.0,424000000.0,-1070000000.0,-87000000.0,-445000000.0,,,1200000000.0,,,,,,,,9012000000.0,,,,-76000000.0,71000000.0,,,-10000000.0,,,-189000000.0,,357363592.0,,314000000.0,,,615000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222732800,,167000000.0,,,,,,,-30000000.0,,94000000.0,,,,,117000000.0,-108000000.0,3610000000.0,,43000000.0,,,0.257189,,246000000.0,,-382000000.0,,,,,,,130000000.0,203000000.0,2963000000.0,,194000000.0,,,,5497000000.0,,3607000000.0,,2666000000.0,2491000000.0,,,,,,7662000000.0,,,,,,,3002000000.0,,355038454.0,317000000.0,,,,,,,1091000000.0,,1994000000.0,,1428000000.0,,562000000.0,4996000000.0,,2593000000.0,,,9000000.0,,1892000000.0,370000000.0,,,-35000000.0,921000000.0,94000000.0,94000000.0,,,,117000000.0,,,117000000.0,,162000000.0,,,167000000.0,187000000.0,,1394000000.0,,721000000.0,,103000000.0,,5000000.0,,,,,,,44000000.0,,,,33000000.0,,0.267081,12000000.0,,0.0,,,,,1845000000.0,198000000.0,-1097000000.0,-68000000.0,-98000000.0,,,1241000000.0,,,,,,,,9104000000.0,,,,-81000000.0,48000000.0,,,,,,-8000000.0,,355038454.0,,125000000.0,,,657000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230681600,,290000000.0,70000000.0,11256000000.0,169000000.0,12879000000.0,120000000.0,134000000.0,-31000000.0,840000000.0,-10000000.0,,,284000000.0,,134000000.0,-116000000.0,3565000000.0,51000000.0,60000000.0,16000000.0,,,,189000000.0,4979000000.0,25000000.0,704000000.0,,359000000.0,,172000000.0,,-51000000.0,129000000.0,3784000000.0,,135000000.0,-434000000.0,,,5535000000.0,,3368000000.0,783000000.0,2533000000.0,2519000000.0,-15000000.0,,,7512000000.0,,7512000000.0,-161000000.0,134000000.0,355645012.0,898000000.0,332000000.0,2975000000.0,2975000000.0,3368000000.0,,169000000.0,362000000.0,-115000000.0,803000000.0,1780000000.0,22000000.0,355645012.0,898000000.0,362000000.0,2004000000.0,-169000000.0,1380000000.0,190000000.0,633000000.0,4979000000.0,,3385000000.0,1380000000.0,,-49000000.0,8903000000.0,1981000000.0,399000000.0,,350000000.0,5000000.0,875000000.0,-10000000.0,-10000000.0,,3565000000.0,633000000.0,134000000.0,,5000000.0,134000000.0,,70000000.0,,,270000000.0,21000000.0,,1443000000.0,,710000000.0,710000000.0,33000000.0,-2000000.0,5000000.0,1443000000.0,641000000.0,1981000000.0,5535000000.0,1623000000.0,2533000000.0,120000000.0,2004000000.0,,,50000000.0,1030000000.0,,9000000.0,,0.0,134000000.0,,,,1780000000.0,86000000.0,-1076000000.0,-137000000.0,47000000.0,-25000000.0,,1006000000.0,,,,694000000.0,163000000.0,,,8903000000.0,0.979297,-1076000000.0,875000000.0,-6000000.0,-15000000.0,,2519000000.0,,,,17000000.0,,,1.018864,117000000.0,,,704000000.0,,-356000000.0,,-483000000.0,1006000000.0,,,-198000000.0,-357000000.0,,,,,,,,,,,,,,,,,,,,,,
1238457600,,174000000.0,,,,,,,-31000000.0,,-23000000.0,,,,,168000000.0,-41000000.0,3541000000.0,,39000000.0,,,-0.059351,-4000000.0,76000000.0,,97000000.0,,,,,,,148000000.0,84000000.0,2495000000.0,,-83000000.0,,,,5267000000.0,,3437000000.0,,2406000000.0,2530000000.0,,,,,,7367000000.0,,,,,,,2834000000.0,,354431896.0,268000000.0,,,,,,,,,1916000000.0,,1328000000.0,,1157000000.0,4961000000.0,311000000.0,2237000000.0,,,-53000000.0,,1994000000.0,258000000.0,,,17000000.0,875000000.0,-25000000.0,-23000000.0,,,,168000000.0,,,168000000.0,,65000000.0,-130000000.0,,174000000.0,8000000.0,,1449000000.0,,712000000.0,,33000000.0,,5000000.0,,,,,,,143000000.0,,,,29000000.0,,-0.059351,2000000.0,,0.0,,,,,446000000.0,203000000.0,-1081000000.0,-55000000.0,-128000000.0,,,442000000.0,,,,,,,,8704000000.0,,,,0.0,-27000000.0,,,,,,34000000.0,,354431896.0,,134000000.0,,,599000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
