,annualOtherCurrentAssets,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,annualCurrentDeferredRevenue,annualCostOfRevenue,annualTotalRevenue,annualOperatingIncome,annualEndCashPosition,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,quarterlyDilutedEPS,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,trailingCostOfRevenue,annualCurrentDebt,trailingTaxProvision,annualOtherShortTermInvestments,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualFreeCashFlow,quarterlyRetainedEarnings,annualCommonStockIssuance,annualNetOtherFinancingCharges,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyEbitda,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,quarterlyStockBasedCompensation,annualAccountsPayable,quarterlyFreeCashFlow,annualNetIncomeContinuousOperations,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,quarterlyOperatingIncome,trailingNetIncomeContinuousOperations,quarterlyTotalRevenue,quarterlyNonCurrentDeferredRevenue,annualDilutedAverageShares,annualRepurchaseOfCapitalStock,annualInvestmentsAndAdvances,quarterlyChangeInWorkingCapital,quarterlyTotalNonCurrentAssets,quarterlyDeferredIncomeTax,trailingNetIncome,quarterlyCurrentAssets,annualOperatingExpense,trailingPretaxIncome,quarterlyGrossPPE,quarterlyBasicAverageShares,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,trailingSellingGeneralAndAdministration,annualGainsLossesNotAffectingRetainedEarnings,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,annualLongTermDebt,quarterlyLongTermDebt,annualBeginningCashPosition,annualCurrentAssets,annualAccountsReceivable,quarterlyOtherCurrentAssets,annualNetIncome,annualCashDividendsPaid,annualSellingGeneralAndAdministration,annualSaleOfInvestment,quarterlyAccountsReceivable,annualNetIncomeCommonStockholders,annualOtherNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,quarterlyStockholdersEquity,annualBasicAverageShares,quarterlyInvestmentsAndAdvances,annualDepreciationAndAmortization,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualStockholdersEquity,trailingRepurchaseOfCapitalStock,quarterlyOtherIncomeExpense,trailingSaleOfInvestment,annualTotalAssets,quarterlyGrossProfit,annualTaxProvision,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,trailingNetIncomeCommonStockholders,annualCurrentAccruedExpenses,annualRetainedEarnings,quarterlyCashCashEquivalentsAndMarketableSecurities,annualCapitalStock,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,trailingOperatingCashFlow,quarterlyRepaymentOfDebt,quarterlyOperatingExpense,trailingOtherIncomeExpense,quarterlyPretaxIncome,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherIntangibleAssets,annualBasicEPS,quarterlyTaxProvision,quarterlyNetPPE,annualOtherIntangibleAssets,annualOtherIncomeExpense,quarterlyCapitalStock,annualNetPPE,annualOperatingCashFlow,annualGrossProfit,annualTotalNonCurrentAssets,quarterlyCurrentDebt,quarterlyDilutedAverageShares,annualCurrentLiabilities,quarterlyInterestExpense,annualPurchaseOfBusiness,trailingDepreciationAndAmortization,quarterlyCommonStockIssuance,annualEbitda,annualOtherNonCurrentLiabilities,quarterlyNetOtherFinancingCharges,annualNonCurrentDeferredTaxesLiabilities,trailingPurchaseOfBusiness,annualCashCashEquivalentsAndMarketableSecurities,quarterlyPurchaseOfBusiness,quarterlyBasicEPS,quarterlyOtherNonCurrentAssets,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,annualPurchaseOfInvestment,trailingCapitalExpenditure,trailingPurchaseOfInvestment,quarterlyOtherCurrentLiabilities,quarterlyIncomeTaxPayable,trailingInterestExpense,annualPretaxIncome,trailingChangesInAccountReceivables,trailingCashDividendsPaid,annualChangesInAccountReceivables,annualNonCurrentDeferredRevenue,annualInterestExpense,trailingBeginningCashPosition,quarterlyTotalAssets,annualAccumulatedDepreciation,annualGoodwill,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyRepurchaseOfCapitalStock,annualDilutedEPS,annualIncomeTaxPayable,quarterlyChangesInAccountReceivables,trailingOperatingExpense,trailingChangeInCashSupplementalAsReported,quarterlySaleOfInvestment,annualDeferredIncomeTax,quarterlyChangeInCashSupplementalAsReported,trailingInvestingCashFlow,annualGrossPPE,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,trailingChangeInWorkingCapital,quarterlyAccountsPayable,annualStockBasedCompensation,annualCashFlowFromContinuingFinancingActivities,trailingStockBasedCompensation,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,trailingGrossProfit,annualInvestingCashFlow,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,trailingDeferredIncomeTax,annualCapitalExpenditure,annualInventory,trailingBasicAverageShares,trailingCommonStockIssuance,annualResearchAndDevelopment,trailingOtherNonCashItems,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,trailingNetOtherInvestingChanges,annualChangeInInventory,trailingChangeInInventory,trailingChangeInAccountPayable,trailingResearchAndDevelopment,quarterlyInventory,trailingDilutedAverageShares,annualChangeInAccountPayable
1388448000,26300000.0,223000000.0,,620100000.0,822400000.0,2972500000.0,1253800000.0,1919500000.0,-53600000.0,1141300000.0,0.94,206700000.0,,,0.0,,211800000.0,-64100000.0,1919500000.0,884500000.0,5302100000.0,,22200000.0,,23300000.0,-10700000.0,350300000.0,2905400000.0,11400000.0,17800000.0,16400000.0,262000000.0,815900000.0,211800000.0,35600000.0,331100000.0,,779200000.0,109200000.0,223500000.0,-893100000.0,37500000.0,62400000.0,1425800000.0,-33400000.0,,2968800000.0,896300000.0,,654400000.0,214300000.0,4046700000.0,,4046700000.0,,-54600000.0,-244600000.0,1894500000.0,2101800000.0,2101800000.0,1755400000.0,2968800000.0,694200000.0,26300000.0,804500000.0,-197300000.0,822100000.0,57000000.0,694200000.0,804500000.0,64300000.0,2825400000.0,-19200000.0,347900000.0,219400000.0,37500000.0,93400000.0,217300000.0,221000000.0,2905400000.0,347900000.0,,-5600000.0,,4394600000.0,558200000.0,353400000.0,-52800000.0,665200000.0,209600000.0,206700000.0,,217300000.0,5302100000.0,2106300000.0,3400000.0,59100000.0,1894500000.0,620100000.0,,0.0,227100000.0,,301800000.0,,221600000.0,3.67,92200000.0,278700000.0,221600000.0,7300000.0,3400000.0,278700000.0,926800000.0,2150100000.0,1425800000.0,0.0,219000000.0,1141300000.0,25200000.0,-50700000.0,,,1360000000.0,2825400000.0,4100000.0,59100000.0,,2106300000.0,-50700000.0,0.96,64300000.0,273300000.0,-155600000.0,-375700000.0,-11300000.0,-225900000.0,,,0.0,47500000.0,,1169300000.0,,,-67000000.0,109200000.0,97300000.0,,4394600000.0,-375700000.0,665200000.0,-54600000.0,-145500000.0,3.6,47500000.0,-93800000.0,,,33600000.0,-46400000.0,84400000.0,,654400000.0,1835100000.0,,,16400000.0,67100000.0,-498800000.0,,0.0,,,-286900000.0,-63800000.0,164100000.0,,-42300000.0,,,,,,,,,,,,,,,,,,
1396224000,,195100000.0,,,,,,,-59900000.0,1027300000.0,1.0,218000000.0,,,,,,-82200000.0,1792200000.0,,5521900000.0,,,,23100000.0,-4300000.0,360100000.0,,-18500000.0,20300000.0,,158100000.0,,177300000.0,,333000000.0,,767200000.0,110600000.0,,,,-77000000.0,1407600000.0,27900000.0,,2945800000.0,,,673500000.0,214000000.0,,,3960100000.0,,,,,,2097500000.0,,,,2870400000.0,,,,,737900000.0,,,2826300000.0,,393300000.0,,39900000.0,,222900000.0,216000000.0,2932800000.0,,,2400000.0,,,551200000.0,,-63100000.0,656600000.0,221700000.0,218000000.0,,,,1969500000.0,,72400000.0,1792200000.0,716500000.0,,0.0,218200000.0,,311600000.0,,212800000.0,,89900000.0,282300000.0,,,3400000.0,,,,,,218500000.0,,25400000.0,,,,,,33400000.0,,,,-72600000.0,1.02,56200000.0,177200000.0,-222100000.0,-391200000.0,-19100000.0,,,,0.0,400000.0,,,,,,,,,4353400000.0,,,-61300000.0,-201600000.0,,,-42800000.0,,,13800000.0,,-127300000.0,,,1919500000.0,,,16500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404086400,,217400000.0,,,,,,,-59300000.0,1093400000.0,1.48,319200000.0,,,,,,-31200000.0,1777300000.0,,5780700000.0,,,,22300000.0,-35500000.0,535200000.0,,13900000.0,20300000.0,,261100000.0,,182000000.0,,411700000.0,,873500000.0,120800000.0,,,,4700000.0,1840300000.0,18300000.0,,2944300000.0,,,713200000.0,212000000.0,,,4110700000.0,,,,,,2104500000.0,,,,28400000.0,,,,,758300000.0,,,3017300000.0,,673900000.0,,17300000.0,,242700000.0,222100000.0,3017300000.0,,,99500000.0,,,651400000.0,,-11500000.0,955200000.0,324400000.0,319200000.0,,,,1959300000.0,,112200000.0,1777300000.0,684200000.0,,0.0,239700000.0,,485200000.0,,310500000.0,,160800000.0,298300000.0,,,3400000.0,,,,,,215700000.0,,27700000.0,,,,,,4100000.0,,,,-7900000.0,1.51,74000000.0,280800000.0,-279100000.0,-414900000.0,-19700000.0,,,,0.0,33200000.0,,,,,,,,,4784600000.0,,,-47300000.0,-258100000.0,,,-3000000.0,,,31900000.0,,-14900000.0,,,1792200000.0,,,20400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412035200,,206500000.0,,,,,,,-59000000.0,1041700000.0,1.0,215200000.0,,,,,,-131200000.0,1940800000.0,,5936200000.0,,,,23200000.0,-28200000.0,391100000.0,,0.0,19300000.0,,233800000.0,,164800000.0,,356100000.0,,816100000.0,123200000.0,,,,9000000.0,1931800000.0,-8900000.0,,3061900000.0,,,730500000.0,210400000.0,,,4513400000.0,,,,,,2536500000.0,,,,42900000.0,,,,,712200000.0,,,3334100000.0,,480300000.0,,20000000.0,,212800000.0,236700000.0,3471700000.0,,,10000000.0,,,579400000.0,,-113200000.0,1000300000.0,218500000.0,215200000.0,,,,2105600000.0,,114800000.0,1940800000.0,633100000.0,,-300000000.0,223300000.0,,328400000.0,,349800000.0,,109900000.0,303500000.0,,,3400000.0,,,,,,214200000.0,,39500000.0,,,,,,-3500000.0,,,,-130000000.0,1.02,67000000.0,251800000.0,107800000.0,-427000000.0,-18000000.0,,,,0.0,22100000.0,,,,,,,,,4993700000.0,,,-133600000.0,-320500000.0,,,33900000.0,,,45000000.0,,163500000.0,,,1777300000.0,,,17600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419984000,47200000.0,250300000.0,,641600000.0,930300000.0,3334300000.0,1445500000.0,1219500000.0,-57800000.0,1199700000.0,1.12,236300000.0,,,,,458100000.0,-320300000.0,1219500000.0,944000000.0,6044300000.0,,-153700000.0,,27000000.0,-338800000.0,393700000.0,3437500000.0,0.0,20500000.0,19400000.0,291000000.0,1006000000.0,458100000.0,-25400000.0,344700000.0,,877500000.0,132200000.0,214700000.0,-1220500000.0,21600000.0,37900000.0,1993700000.0,-13800000.0,,2686400000.0,958500000.0,,753800000.0,206500000.0,4637200000.0,,4637200000.0,,-235200000.0,-490300000.0,1219500000.0,2547300000.0,2547300000.0,1919500000.0,2686400000.0,792400000.0,47200000.0,988700000.0,-236000000.0,869300000.0,156200000.0,792400000.0,988700000.0,65000000.0,3437500000.0,-102800000.0,42900000.0,210700000.0,21600000.0,95600000.0,239000000.0,255500000.0,3437500000.0,42900000.0,,20400000.0,,4680100000.0,622000000.0,455000000.0,-302500000.0,1021100000.0,241400000.0,236300000.0,,239000000.0,6044300000.0,1677600000.0,3400000.0,95700000.0,1219500000.0,641600000.0,,0.0,277300000.0,,335800000.0,,345500000.0,4.69,94400000.0,302300000.0,345500000.0,132300000.0,3400000.0,302300000.0,1018600000.0,2404000000.0,1993700000.0,,210500000.0,1199700000.0,30900000.0,-239700000.0,,,1680100000.0,3437500000.0,-187700000.0,95700000.0,,1677600000.0,-29200000.0,1.14,65000000.0,308800000.0,-671100000.0,-451500000.0,-17800000.0,-406800000.0,,,0.0,16100000.0,,1461000000.0,,,-98300000.0,132200000.0,123500000.0,,4680100000.0,-451500000.0,1021100000.0,-235200000.0,-440300000.0,4.61,16100000.0,-86400000.0,,,65500000.0,23500000.0,-721300000.0,,753800000.0,1940800000.0,,,19400000.0,80400000.0,-1064500000.0,,0.0,,,-564900000.0,-300000000.0,-700000000.0,,-74600000.0,,,,,,,,,,,,,,,,,,
1427760000,,221300000.0,,,,,,,-68700000.0,1138200000.0,1.11,230100000.0,,,,,,-49300000.0,1509900000.0,,6276400000.0,,,,28600000.0,-167900000.0,404300000.0,,-14700000.0,22700000.0,,242800000.0,,485500000.0,,371300000.0,,865600000.0,132300000.0,,,,9000000.0,1936700000.0,7600000.0,,3039300000.0,,,766900000.0,202700000.0,,,5122200000.0,,,,,,3095100000.0,,,,37200000.0,,,,,842700000.0,,,3984000000.0,,-146200000.0,,23400000.0,,220100000.0,244400000.0,3984000000.0,,,2500000.0,,,621200000.0,,-30300000.0,988000000.0,231300000.0,230100000.0,,,,1995400000.0,,90000000.0,1509900000.0,759000000.0,,,249900000.0,,344500000.0,,328000000.0,,113200000.0,299300000.0,,,3400000.0,,,,,,206500000.0,,31200000.0,,,,,,29500000.0,,,,0.0,1.14,84200000.0,261800000.0,123900000.0,-467600000.0,-19000000.0,,,,0.0,50400000.0,,,,,,,,,4976000000.0,,,-322400000.0,-365800000.0,,,-62700000.0,,,137600000.0,,290400000.0,,,1219500000.0,,,21100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435622400,,227000000.0,,,,,,,-68500000.0,1124800000.0,1.28,261700000.0,,,,,,-42500000.0,1538600000.0,,6468400000.0,,,,27900000.0,-121300000.0,441300000.0,,18000000.0,21700000.0,,310900000.0,,508900000.0,,419300000.0,,918100000.0,132400000.0,,,,19600000.0,1935500000.0,3000000.0,,3064000000.0,,,794000000.0,201300000.0,,,5102900000.0,,,,,,3106100000.0,,,,48700000.0,,,,,801300000.0,,,3978100000.0,,-103400000.0,,22200000.0,,242600000.0,243900000.0,3978100000.0,,,-8200000.0,,,674200000.0,,-20800000.0,1006800000.0,264100000.0,261700000.0,,,,2047500000.0,,90100000.0,1538600000.0,709400000.0,,,254900000.0,,379200000.0,,322600000.0,,115100000.0,304600000.0,,,3400000.0,,,,,,204400000.0,,34200000.0,,,,,,2100000.0,,,,-4600000.0,1.3,75900000.0,332600000.0,-281500000.0,-489400000.0,-21700000.0,,,,0.0,23500000.0,,,,,,,,,4999500000.0,,,-280800000.0,-234900000.0,,,50900000.0,,,105100000.0,,28700000.0,,,1509900000.0,,,16600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443571200,,220800000.0,,,,,,,-67800000.0,1050200000.0,1.14,231600000.0,,,,,,10300000.0,1471100000.0,,6631700000.0,,,,28300000.0,-191200000.0,401200000.0,,18700000.0,22100000.0,,273900000.0,,470200000.0,,356100000.0,,834900000.0,128400000.0,,,,15600000.0,1910800000.0,2700000.0,,2862100000.0,,,807500000.0,199400000.0,,,5013100000.0,,,,,,3124500000.0,,,,37000000.0,,,,,720500000.0,,,3962900000.0,,-240200000.0,,25800000.0,,222200000.0,236100000.0,3962900000.0,,,13300000.0,,,598800000.0,,35500000.0,990000000.0,233800000.0,231600000.0,,,,1941300000.0,,84300000.0,1471100000.0,644500000.0,,0.0,242700000.0,,343600000.0,,308800000.0,,109800000.0,306100000.0,,,3400000.0,,,,,,202500000.0,,29300000.0,,,,,,900000.0,,,,0.0,1.16,76000000.0,299100000.0,-354900000.0,-501400000.0,-25200000.0,,,,0.0,12000000.0,,,,,,,,,4772900000.0,,,-320300000.0,-304900000.0,,,72800000.0,,,226700000.0,,-67500000.0,,,1538600000.0,,,17600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451520000,29400000.0,252200000.0,,659800000.0,976300000.0,3484500000.0,1479800000.0,1757400000.0,-67100000.0,1218500000.0,1.09,217900000.0,,,,,474800000.0,-10900000.0,1757400000.0,1065000000.0,6709000000.0,,26700000.0,,28700000.0,-207800000.0,371800000.0,4237900000.0,0.0,20700000.0,22200000.0,237400000.0,949600000.0,474800000.0,36100000.0,333100000.0,,865900000.0,132500000.0,203400000.0,-1098100000.0,28700000.0,-8100000.0,1880300000.0,-1600000.0,,3243100000.0,1028400000.0,,825300000.0,197000000.0,5456400000.0,,5456400000.0,,-339500000.0,-3400000.0,1757400000.0,3401000000.0,3401000000.0,1219500000.0,3243100000.0,802000000.0,29400000.0,941300000.0,-272100000.0,921300000.0,692800000.0,802000000.0,941300000.0,65700000.0,4237900000.0,-6400000.0,-333000000.0,200100000.0,28700000.0,113500000.0,267800000.0,251900000.0,4237900000.0,-333000000.0,,7300000.0,,5123400000.0,614000000.0,430000000.0,12200000.0,976300000.0,220400000.0,217900000.0,,267800000.0,6709000000.0,2232200000.0,3400000.0,83800000.0,1757400000.0,659800000.0,,0.0,280900000.0,,312300000.0,,299100000.0,4.7,91900000.0,306400000.0,299100000.0,14900000.0,3400000.0,306400000.0,1154000000.0,2508200000.0,1880300000.0,,200200000.0,1218500000.0,30800000.0,-7600000.0,,,1617900000.0,4237900000.0,-5800000.0,83800000.0,,2232200000.0,-3000000.0,1.11,65700000.0,260500000.0,51500000.0,-518900000.0,-23100000.0,-688200000.0,,,0.0,11500000.0,,1379600000.0,,,-25400000.0,132500000.0,124800000.0,,5123400000.0,-518900000.0,976300000.0,-339500000.0,-192500000.0,4.63,11500000.0,-86400000.0,,,223400000.0,11700000.0,286300000.0,,825300000.0,1471100000.0,,,22200000.0,87200000.0,-461000000.0,,0.0,,,-92400000.0,0.0,537900000.0,,-89000000.0,,,,,,,,,,,,,,,,,,
1459382400,,232900000.0,,,,,,,-72100000.0,1151900000.0,0.93,184400000.0,,,,,,-108400000.0,1576100000.0,,6895100000.0,,,,29900000.0,-134600000.0,342500000.0,,9100000.0,25400000.0,,211000000.0,,490600000.0,,304100000.0,,816100000.0,135100000.0,,,,400000.0,2029600000.0,11300000.0,,3085300000.0,,,852100000.0,195000000.0,,,5466400000.0,,,,,,3428600000.0,,,,23200000.0,,,,,852100000.0,,,4314500000.0,,-351500000.0,,30300000.0,,242000000.0,249200000.0,4314500000.0,,,5600000.0,,,566900000.0,,0.0,1050900000.0,186600000.0,184400000.0,,,,2066700000.0,,118600000.0,1576100000.0,787300000.0,,,262800000.0,,275600000.0,,329200000.0,,89000000.0,310500000.0,,,3400000.0,,,,,,197900000.0,,37000000.0,,,,,,13400000.0,,,,-75900000.0,0.95,65600000.0,237300000.0,-339200000.0,-541600000.0,-26300000.0,,,,0.0,41500000.0,,,,,,,,,5114900000.0,,,-301500000.0,-262100000.0,,,-45500000.0,,,128400000.0,,-181300000.0,,,1757400000.0,,,14400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467244800,,228600000.0,,,,,,,-71500000.0,1146400000.0,1.3,255500000.0,,,,,,101100000.0,1674300000.0,,7077800000.0,,,,31200000.0,-39900000.0,447200000.0,,22200000.0,23500000.0,,263500000.0,,352500000.0,,410200000.0,,928900000.0,134100000.0,,,,-22400000.0,2014800000.0,2400000.0,,3030100000.0,,,883600000.0,193400000.0,,,5414400000.0,,,,,,3420400000.0,,,,33500000.0,,,,,843700000.0,,,4268000000.0,,-369500000.0,,16200000.0,,270300000.0,258900000.0,4268000000.0,,,3000000.0,,,670000000.0,,0.0,1047200000.0,258100000.0,255500000.0,,,,2026800000.0,,111400000.0,1674300000.0,718000000.0,,,259800000.0,,378900000.0,,319200000.0,,120800000.0,323000000.0,,,3400000.0,,,,,,195800000.0,,37100000.0,,,,,,-400000.0,,,,0.0,1.32,70600000.0,291500000.0,-283600000.0,-560600000.0,-28000000.0,,,,0.0,21700000.0,,,,,,,,,5044900000.0,,,-316800000.0,-223800000.0,,,300000.0,,,169000000.0,,98200000.0,,,1576100000.0,,,35600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475193600,,225300000.0,,,,,,,-70900000.0,1402500000.0,1.31,255300000.0,,,,,,4900000.0,1746100000.0,,7261200000.0,,,,32700000.0,-105200000.0,439600000.0,,9100000.0,23900000.0,,297300000.0,,311800000.0,,407500000.0,,917100000.0,135000000.0,,,,37600000.0,2002400000.0,-8200000.0,,3016900000.0,,,911300000.0,191700000.0,,,5377200000.0,,,,,,3118200000.0,,,,24500000.0,,,,,831400000.0,,,3974700000.0,,-357900000.0,,18600000.0,,250600000.0,253200000.0,3974700000.0,,,-3100000.0,,,663900000.0,,35400000.0,1040800000.0,256600000.0,255300000.0,,,,2057900000.0,,107500000.0,1746100000.0,679500000.0,,,256400000.0,,369000000.0,,307800000.0,,112400000.0,329600000.0,,,3400000.0,,,,,299900000.0,194300000.0,,37900000.0,,,,,,-30700000.0,,,,-3200000.0,1.33,63600000.0,327800000.0,-259800000.0,-581700000.0,-30500000.0,,,,0.0,7900000.0,,,,,,,,,5019300000.0,,,-305700000.0,-193000000.0,,,9600000.0,,,143800000.0,,71800000.0,,,1674300000.0,,,28000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483142400,28100000.0,253200000.0,,712300000.0,1026600000.0,3604200000.0,1516100000.0,2051500000.0,-70600000.0,2428200000.0,-2.25,-428600000.0,,,300000000.0,,173400000.0,104400000.0,2051500000.0,1110900000.0,6688900000.0,,-19300000.0,,32900000.0,-127100000.0,-395900000.0,3926400000.0,0.0,25300000.0,28400000.0,339100000.0,275800000.0,173400000.0,949900000.0,390700000.0,,942100000.0,134100000.0,195400000.0,-738800000.0,26300000.0,934300000.0,2074200000.0,-160200000.0,,3253100000.0,1061500000.0,,921400000.0,190800000.0,6354600000.0,,6354600000.0,,-364900000.0,0.0,2051500000.0,3063000000.0,3063000000.0,1757400000.0,3253100000.0,887400000.0,28100000.0,266600000.0,-285100000.0,936400000.0,703300000.0,887400000.0,266600000.0,42400000.0,3926400000.0,-1600000.0,-1027300000.0,192700000.0,26300000.0,126700000.0,1123900000.0,265300000.0,3926400000.0,-1027300000.0,,-822200000.0,,5327300000.0,676800000.0,282200000.0,0.0,1023600000.0,-425500000.0,-428600000.0,,1123900000.0,6688900000.0,2224900000.0,3400000.0,104300000.0,2051500000.0,712300000.0,,,286100000.0,,-465500000.0,,296400000.0,1.38,-40000000.0,325900000.0,296400000.0,-820300000.0,3400000.0,325900000.0,1226100000.0,2577600000.0,2074200000.0,300000000.0,193400000.0,2428200000.0,36700000.0,-80800000.0,,,833400000.0,3926400000.0,-1600000.0,104300000.0,,2224900000.0,-1700000.0,-2.25,42400000.0,369500000.0,-127200000.0,-595500000.0,-30400000.0,-406800000.0,,,0.0,16800000.0,,558000000.0,,,-104800000.0,134100000.0,148700000.0,,5327300000.0,-595500000.0,1023600000.0,-364900000.0,-59900000.0,1.36,16800000.0,-69200000.0,,,262100000.0,-154700000.0,305400000.0,,921400000.0,1746100000.0,,,28400000.0,98100000.0,-1009800000.0,,0.0,,,102000000.0,0.0,294100000.0,,-115200000.0,,,,,,,,,,,,,,,,,,
1490918400,,221900000.0,,,,,,,-72600000.0,1423800000.0,1.78,345600000.0,,,,,,18600000.0,2129600000.0,,7031000000.0,,,,32500000.0,-34500000.0,530300000.0,,28400000.0,28400000.0,,-531100000.0,,132800000.0,,443400000.0,,975200000.0,132500000.0,,,,-1044500000.0,1950400000.0,185000000.0,,3485500000.0,,,949600000.0,191100000.0,,,6160100000.0,,,,,,3861900000.0,,,,20400000.0,,,,,953500000.0,,,4736300000.0,,-724200000.0,,86900000.0,,226500000.0,277400000.0,4736300000.0,,,50300000.0,,,697800000.0,,0.0,1029600000.0,345900000.0,345600000.0,,,,2262400000.0,,105000000.0,2129600000.0,848500000.0,,-740400000.0,254400000.0,,451300000.0,,289800000.0,,105400000.0,329100000.0,,,3400000.0,,,,,213800000.0,194300000.0,,46500000.0,,,,,,-5100000.0,,,,-5000000.0,1.81,35400000.0,-512400000.0,553700000.0,-620500000.0,-18700000.0,,,,0.0,40300000.0,,,,,,,,,5435900000.0,,,-357300000.0,-55000000.0,,,-61900000.0,,,76800000.0,,78100000.0,,,2051500000.0,,,24100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498780800,,217700000.0,,,,,,,-72600000.0,1237200000.0,1.61,312200000.0,,,,,,21300000.0,3280900000.0,,7269600000.0,,,,32900000.0,-40800000.0,544500000.0,,28700000.0,28700000.0,,440600000.0,,86300000.0,,464100000.0,,1000500000.0,132200000.0,,,,122200000.0,1977200000.0,8500000.0,,4559100000.0,,,975400000.0,191000000.0,,,7003800000.0,,,,,,4887100000.0,,,,51200000.0,,,,,916500000.0,,,5766600000.0,,-467500000.0,,80700000.0,,267600000.0,285800000.0,5766600000.0,,,42900000.0,,,714700000.0,,0.0,1054500000.0,313600000.0,312200000.0,,,,3367200000.0,,107600000.0,3280900000.0,771900000.0,,-263300000.0,250600000.0,,462000000.0,,287100000.0,,148400000.0,329700000.0,,,3400000.0,,,,,0.0,193800000.0,,49600000.0,,,,,,-20700000.0,,,,0.0,1.63,44500000.0,464700000.0,623900000.0,-645700000.0,-24100000.0,,,,0.0,53600000.0,,,,,,,,,6536300000.0,,,-309700000.0,-79500000.0,,,45400000.0,,,86200000.0,,1151300000.0,,,2129600000.0,,,25000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506729600,,247200000.0,,,,,,,-72600000.0,1982700000.0,1.63,317300000.0,,,,,,-3447300000.0,962800000.0,,7513400000.0,,,,43000000.0,-48700000.0,561200000.0,,-69900000.0,31800000.0,,363800000.0,,108300000.0,,455500000.0,,1062900000.0,135500000.0,,,,97900000.0,6026000000.0,-32100000.0,,2278900000.0,,,1014000000.0,191100000.0,,,8461700000.0,,,,,,5107300000.0,,,,35700000.0,,,,,1007300000.0,,,6479000000.0,,-156800000.0,,83400000.0,,272100000.0,317200000.0,6479000000.0,,,58400000.0,,,745700000.0,,-3420700000.0,3722100000.0,319700000.0,317300000.0,,,,1071100000.0,,452600000.0,962800000.0,814700000.0,,-419500000.0,290200000.0,,465800000.0,,1633100000.0,,146100000.0,332100000.0,,,3400000.0,,,,,614100000.0,194100000.0,,52400000.0,,,,,,-3300000.0,,,,-3506000000.0,1.66,45800000.0,390400000.0,719100000.0,-681900000.0,-26600000.0,,,,0.0,49800000.0,,,,,,,,,8304900000.0,,,-257800000.0,-29100000.0,,,6700000.0,,,134000000.0,,-2318100000.0,,,3280900000.0,,,29200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
