,quarterlyFreeCashFlow,annualNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyTotalNonCurrentAssets,quarterlyCurrentAccruedExpenses,trailingNetIncome,annualGoodwill,quarterlyCostOfRevenue,annualTotalAssets,trailingPretaxIncome,quarterlyTotalAssets,annualTotalLiabilitiesNetMinorityInterest,annualRetainedEarnings,trailingChangeInWorkingCapital,annualNetIncome,quarterlyLongTermDebt,annualGainsLossesNotAffectingRetainedEarnings,annualDilutedEPS,annualPurchaseOfInvestment,trailingOperatingIncome,annualCostOfRevenue,annualOtherCurrentAssets,trailingInvestingCashFlow,annualAccountsPayable,trailingTotalRevenue,quarterlySellingGeneralAndAdministration,annualOperatingIncome,annualLongTermDebt,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,annualCashDividendsPaid,annualBasicAverageShares,annualCurrentDebt,annualEndCashPosition,annualFreeCashFlow,annualPretaxIncome,annualIncomeTaxPayable,quarterlyDepreciationAndAmortization,trailingEndCashPosition,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingTaxProvision,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,quarterlyCurrentDebt,annualDepreciationAndAmortization,annualCashAndCashEquivalents,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,annualStockholdersEquity,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualInvestmentsAndAdvances,annualSaleOfInvestment,quarterlyNetIncomeCommonStockholders,annualTaxProvision,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,quarterlyOtherIncomeExpense,quarterlyNetOtherFinancingCharges,quarterlyInventory,quarterlyGrossProfit,annualCurrentAccruedExpenses,quarterlyNetIncome,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,trailingChangeInAccountPayable,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualAccountsReceivable,trailingOperatingCashFlow,annualChangeInAccountPayable,quarterlyOperatingExpense,annualOtherShortTermInvestments,annualCommonStockIssuance,annualCashCashEquivalentsAndMarketableSecurities,annualDilutedAverageShares,quarterlyCashDividendsPaid,annualRepurchaseOfCapitalStock,annualOtherIntangibleAssets,quarterlyBasicEPS,annualCurrentLiabilities,annualCurrentAssets,annualEbitda,trailingNetOtherInvestingChanges,annualOtherNonCurrentAssets,annualNetPPE,trailingNetIncomeCommonStockholders,quarterlyBasicAverageShares,quarterlyStockholdersEquity,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,annualOtherNonCurrentLiabilities,quarterlyChangesInAccountReceivables,quarterlyNetOtherInvestingChanges,quarterlyChangeInInventory,annualChangeInCashSupplementalAsReported,annualRepaymentOfDebt,trailingGrossProfit,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,trailingDeferredIncomeTax,quarterlySaleOfInvestment,trailingOtherIncomeExpense,annualBeginningCashPosition,quarterlyRepaymentOfDebt,quarterlyOtherIntangibleAssets,trailingInterestExpense,annualSellingGeneralAndAdministration,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,trailingCashFlowFromContinuingFinancingActivities,quarterlyGainsLossesNotAffectingRetainedEarnings,annualTotalNonCurrentAssets,annualOtherIncomeExpense,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,annualGrossPPE,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,trailingChangeInCashSupplementalAsReported,quarterlyCapitalExpenditure,quarterlyTotalRevenue,annualPurchaseOfBusiness,trailingDepreciationAndAmortization,quarterlyDilutedEPS,trailingChangeInInventory,trailingNetOtherFinancingCharges,annualNetOtherFinancingCharges,annualChangeInInventory,trailingStockBasedCompensation,trailingPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyOperatingIncome,annualStockBasedCompensation,annualNonCurrentDeferredTaxesLiabilities,annualCashFlowFromContinuingFinancingActivities,quarterlyDilutedAverageShares,annualCurrentDeferredRevenue,trailingSellingGeneralAndAdministration,trailingOtherNonCashItems,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,annualCapitalExpenditure,annualBasicEPS,annualNetIncomeContinuousOperations,annualOperatingExpense,annualTotalRevenue,quarterlyOtherNonCashItems,quarterlyChangeInCashSupplementalAsReported,annualCapitalStock,quarterlyOperatingCashFlow,annualDeferredIncomeTax,annualChangesInAccountReceivables,quarterlyCurrentLiabilities,annualInterestExpense,quarterlyGrossPPE,trailingCostOfRevenue,trailingBeginningCashPosition,trailingFreeCashFlow,trailingCashDividendsPaid,quarterlyIncomeTaxPayable,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,trailingChangesInAccountReceivables,annualInventory,quarterlyTaxProvision,quarterlyDeferredIncomeTax,quarterlyNetPPE,quarterlyPretaxIncome,annualAccumulatedDepreciation,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,trailingOperatingExpense,annualGrossProfit,trailingNetIncomeContinuousOperations,quarterlyStockBasedCompensation,quarterlyOtherCurrentLiabilities,annualChangeInWorkingCapital,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,annualResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingBasicAverageShares,trailingSaleOfInvestment,trailingBasicEPS,trailingPurchaseOfInvestment,trailingDilutedEPS,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingCommonStockIssuance
1175299200,3969000.0,,886260000.0,44321000.0,87183000.0,62291000.0,,,2651041000.0,,,1321826000.0,,,,,20061000.0,,,,,,,,,,34217000.0,,,14829000.0,,,,,,,,,1332000.0,,48248000.0,,28187000.0,,8000.0,,,677000.0,-15058000.0,,164545000.0,-17612000.0,,,14829000.0,,,,-100000.0,94000.0,65827000.0,51168000.0,,14829000.0,,9207000.0,892105000.0,,,,,,,,,34217000.0,,,,,-1063000.0,,,0.265,,,,,,,,56006000.0,429721000.0,,,,,0.0,11157000.0,,,,164545000.0,,,50000.0,,,,4650000.0,,,0.0,731905000.0,,152000.0,,,176495000.0,,,192089000.0,285000.0,,-2604000.0,2702209000.0,,,0.255,,,,,,,-11194000.0,16951000.0,,,,58236000.0,,,,-17142000.0,-911000.0,,,,,,1730000.0,-11950000.0,,6573000.0,,,843857000.0,,46147000.0,,,,,,,1234643000.0,,,2839000.0,-124000.0,29005000.0,17724000.0,,257026000.0,-371000.0,18283000.0,,,,,49653000.0,,429000.0,27544000.0,,,,,,,,,,,,
1183161600,30201000.0,,1005303000.0,44321000.0,92203000.0,72968000.0,,,3215371000.0,,,1498786000.0,,,,,20060000.0,,,,,,,,,,35922000.0,,,16988000.0,,,,,,,,,1430000.0,,47129000.0,,27069000.0,,7000.0,,,551000.0,-5002000.0,,220587000.0,22982000.0,,,16988000.0,,,,381000.0,-233000.0,85246000.0,57988000.0,,16988000.0,,11653000.0,1051521000.0,,,,,,,,,35922000.0,,,,,-1063000.0,,,0.305,,,,,,,,56122000.0,447265000.0,,,,,0.0,-21305000.0,,,,220587000.0,,,32510000.0,,,,4338000.0,,,0.0,886928000.0,,120000.0,,,164545000.0,,,220587000.0,286000.0,,-4526000.0,3273359000.0,,,0.29,,,,,,,16521000.0,22066000.0,,,,58206000.0,,,,-17142000.0,-1667000.0,,,,,,1081000.0,56042000.0,,34727000.0,,,1004392000.0,,49033000.0,,,,,,,1406583000.0,,,6506000.0,-1293000.0,31891000.0,23618000.0,,272950000.0,-568000.0,23496000.0,,,,,44489000.0,,197000.0,,,,,,,,,,,,,
1191110400,-73672000.0,,1138372000.0,44321000.0,93099000.0,77217000.0,,,3546190000.0,,,1575266000.0,,,,,20141000.0,,,,,,,,,,39958000.0,,,14826000.0,,,,,,,,,1429000.0,,47988000.0,,27847000.0,,34000.0,,,588000.0,-10000000.0,,134453000.0,-15539000.0,,,14826000.0,,,,-2813000.0,141000.0,113938000.0,62275000.0,,14826000.0,,10014000.0,1114009000.0,,,,,,,,,39958000.0,,,,,-1063000.0,,,0.265,,,,,,,,56306000.0,461257000.0,,,,,0.0,-28113000.0,,,,134453000.0,,,0.0,,,,4026000.0,,,0.0,948087000.0,,74000.0,,,220587000.0,,,142553000.0,286000.0,,-5539000.0,3608465000.0,,,0.255,,,,,,,-89429000.0,22317000.0,,,,58154000.0,,,,-17142000.0,-2462000.0,,,,,,4271000.0,-86134000.0,,-68133000.0,,,1066021000.0,,51880000.0,,,,,,,1482167000.0,,,5014000.0,770000.0,34738000.0,20108000.0,,286714000.0,-1644000.0,23746000.0,,,,,40683000.0,,104000.0,8100000.0,,,,,,,,,,,,
1199059200,-55006000.0,0.0,1370656000.0,52104000.0,132738000.0,37333000.0,,52104000.0,4071681000.0,1798046000.0,,1798046000.0,1314169000.0,303757000.0,,64773000.0,45191000.0,35000.0,1.115,-30060000.0,,13484283000.0,0.0,,1066971000.0,,49287000.0,85888000.0,45191000.0,18130000.0,-68988000.0,-4253000.0,56204000.0,53000.0,36151000.0,-94508000.0,86586000.0,,2710000.0,,83058000.0,,37867000.0,13510000.0,53000.0,6901000.0,36151000.0,103000.0,0.0,483877000.0,36151000.0,-58819000.0,,32560000.0,18130000.0,21235000.0,,,119000.0,-6373000.0,103029000.0,73841000.0,37333000.0,18130000.0,,17286000.0,1314169000.0,,,,-77927000.0,83058000.0,1370656000.0,,,49287000.0,8100000.0,1056000.0,44251000.0,58124000.0,-1064000.0,-2583000.0,26478000.0,,1231111000.0,1665308000.0,92789000.0,,17286000.0,36870000.0,,,483877000.0,64773000.0,126754000.0,37867000.0,,-54907000.0,11481000.0,-140344000.0,,,36151000.0,,,0.0,,176495000.0,,26478000.0,,159384000.0,0.0,1066971000.0,,35000.0,132738000.0,-2413000.0,134453000.0,,59482000.0,44251000.0,286000.0,,-3912000.0,4145522000.0,,,,,,-6371000.0,-26780000.0,,,-76438000.0,24554000.0,,,6571000.0,,,,,-22612000.0,11611000.0,-16581000.0,1.15,64773000.0,159384000.0,13729555000.0,6428000.0,-98302000.0,286000.0,-51094000.0,-3020000.0,,1231111000.0,1919000.0,59482000.0,,,,,,,1665308000.0,,103029000.0,6876000.0,-2373000.0,36870000.0,25136000.0,-22612000.0,303757000.0,0.0,27264000.0,,245272000.0,,,126754000.0,-160540000.0,326000.0,8100000.0,,,,,,,,,,,,
1206921600,-9303000.0,,1633346000.0,52404000.0,136135000.0,40242000.0,,,4417677000.0,,,2122206000.0,,,,,83445000.0,,,,,,,,,,51488000.0,,,15753000.0,,,,,,,,,2870000.0,,123364000.0,,39919000.0,,114000.0,,,1354000.0,,,76016000.0,-4088000.0,,,15753000.0,,,,-870000.0,9854000.0,118140000.0,73809000.0,,15753000.0,,20273000.0,1619002000.0,,,,,,,,,51488000.0,,,,,-1085000.0,,,0.28,,,,,,,,56574000.0,503204000.0,,,,,0.0,-15121000.0,,,,76016000.0,,,,,,,25750000.0,,,87355000.0,1328795000.0,,1000.0,,,36151000.0,,,84116000.0,286000.0,,-3988000.0,4491486000.0,,,0.275,,,,,,,-25845000.0,22321000.0,,,,57580000.0,,,,-22612000.0,49268000.0,,,,,,2407000.0,39865000.0,,-5315000.0,,,1495638000.0,,60320000.0,,,,,,,1986071000.0,,,4202000.0,-500000.0,37708000.0,20097000.0,,320946000.0,-254000.0,25191000.0,,,,,126487000.0,,753000.0,8100000.0,,,,,,,,,,,,
1214784000,-84705000.0,,1858732000.0,118545000.0,255548000.0,48765000.0,,,5556796000.0,,,2576652000.0,,,,,246189000.0,,,,,,,,,,64500000.0,,,20548000.0,,,,,,,,,7187000.0,,301332000.0,,55143000.0,,4788000.0,,,2507000.0,,,54729000.0,-94691000.0,,,20548000.0,,,,-237000.0,4788000.0,134785000.0,94322000.0,,20548000.0,,36056000.0,2036353000.0,,,,,,,,,64500000.0,,,,,-1065000.0,,,0.36,,,,,,,,57102000.0,540299000.0,,,,,0.0,-14274000.0,,,,54729000.0,,,,,,,63030000.0,,,0.0,1439053000.0,,,,,76016000.0,,,62829000.0,292000.0,,-1425000.0,5651118000.0,,,0.355,,,,,,,242093000.0,29822000.0,,,,57862000.0,,,,-22612000.0,156684000.0,,,,,,-347476000.0,-21287000.0,,-83280000.0,,,1735021000.0,,60529000.0,,,,,,,2321104000.0,,,6502000.0,-5632000.0,37917000.0,27078000.0,,340405000.0,-133000.0,37009000.0,,,,,242415000.0,,1094000.0,8100000.0,,,,,,,,,,,,
1222732800,286245000.0,,1311305000.0,121905000.0,240083000.0,59254000.0,,,5329546000.0,,,1928302000.0,,,,,49446000.0,,,,,,,,,,63489000.0,,,40085000.0,,,,,,,,,-188000.0,,89049000.0,,39603000.0,,19389000.0,,,3292000.0,,,159026000.0,-640000.0,,,40085000.0,,,,-2056000.0,2800000.0,78001000.0,123805000.0,,40085000.0,,20562000.0,1344507000.0,,,,,,,,,63489000.0,,,,,-1091000.0,,,0.69,,,,,,,,57892000.0,583795000.0,,,,,0.0,53814000.0,,,,159026000.0,,,,,,,60997000.0,,,57531000.0,1071597000.0,,,,,54729000.0,,,167126000.0,293000.0,,-640000.0,5453351000.0,,,0.685,,,,,,,-121701000.0,60316000.0,,,,58388000.0,,,,-22612000.0,-181948000.0,,,,,,366409000.0,104297000.0,,286885000.0,,,1255458000.0,,59231000.0,,,,,,,1688219000.0,,,14848000.0,2280000.0,36619000.0,54968000.0,,379390000.0,-1195000.0,60316000.0,,,,,105218000.0,,31000.0,8100000.0,,,,,,,,,,,,
1230681600,194424000.0,0.0,676100000.0,122010000.0,232476000.0,71067000.0,,122010000.0,2810001000.0,1404626000.0,,1404626000.0,796739000.0,406953000.0,,105039000.0,9537000.0,-4401000.0,1.81,0.0,,18114020000.0,72260000.0,,548876000.0,,46085000.0,153740000.0,9537000.0,28819000.0,-100157000.0,-4335000.0,57394000.0,23840000.0,314352000.0,386661000.0,137575000.0,,4001000.0,,45693000.0,,30546000.0,268061000.0,23840000.0,13870000.0,314352000.0,3188000.0,,607887000.0,314352000.0,-738000.0,0.0,0.0,28653000.0,32370000.0,,,-4547000.0,-1309000.0,28726000.0,103447000.0,71067000.0,28653000.0,0.0,15949000.0,796739000.0,,,,393452000.0,45693000.0,676100000.0,,-531315000.0,62166000.0,8100000.0,,322452000.0,58058000.0,-1784000.0,-1599000.0,59189000.0,,751046000.0,1172150000.0,167610000.0,,197148000.0,35328000.0,,,607887000.0,105039000.0,107263000.0,36156000.0,,0.0,50425000.0,278201000.0,-1911578000.0,,314352000.0,,,,,36151000.0,,59189000.0,,85282000.0,72260000.0,548876000.0,,-4401000.0,232476000.0,-7710000.0,159026000.0,,59470000.0,322452000.0,293000.0,,-738000.0,2913448000.0,-93366000.0,,,,,13844000.0,74844000.0,,,147513000.0,41281000.0,14674000.0,,-13372000.0,,,,,-24142000.0,-37376000.0,-6791000.0,1.83,105205000.0,241643000.0,18509403000.0,-3424000.0,155326000.0,293000.0,195162000.0,6482000.0,,751046000.0,10341000.0,59470000.0,,,,,,,1172150000.0,,28726000.0,6818000.0,4397000.0,35328000.0,35432000.0,-24142000.0,406953000.0,-17000.0,39458000.0,,395383000.0,,,107263000.0,242060000.0,,8100000.0,,,,,,,,,,,,
1238457600,88303000.0,,587782000.0,122065000.0,236896000.0,59582000.0,,,1926608000.0,,,1364512000.0,,,,,10521000.0,,,,,,,,,,53772000.0,,,25819000.0,,,,,,,,,3838000.0,,45330000.0,,30331000.0,,9642000.0,,,1394000.0,,,386328000.0,-1303000.0,,,25830000.0,,,-30717000.0,-221000.0,0.0,45760000.0,87335000.0,,25830000.0,,9996000.0,726582000.0,,,,,,,,,54230000.0,,,,,-1372000.0,,,0.44,,,,,,,,58784000.0,638186000.0,,,,88113000.0,0.0,-16894000.0,,,,386328000.0,,,,,,0.0,57388000.0,,,0.0,518257000.0,,-3781000.0,,,314352000.0,,,449807000.0,295000.0,,-1303000.0,2013943000.0,,,0.435,,,,,,,57066000.0,33105000.0,,,,59172000.0,,,,,-16288000.0,,,,,,3341000.0,71976000.0,,89606000.0,,,681252000.0,,,,,,,,,1127616000.0,,,5930000.0,-2473000.0,34599000.0,31749000.0,,430577000.0,-16831000.0,36981000.0,,,,1791000.0,93771000.0,,,63479000.0,,,,,,,,,,,,
1246320000,29371000.0,,763349000.0,153005000.0,284021000.0,56294000.0,,,2441772000.0,,,1570467000.0,,,,,9704000.0,,,,,,,,,,54977000.0,,,27943000.0,,,,,,,,,4302000.0,,53367000.0,,32193000.0,,10546000.0,,,1152000.0,,,352811000.0,-59169000.0,,,27742000.0,,,170888000.0,242000.0,-140000.0,73255000.0,91568000.0,,27742000.0,,4368000.0,899752000.0,,,,,,,,,55441000.0,,,,,-2206000.0,,,0.47,,,,,,,,58864000.0,670770000.0,,,,-166161000.0,-57161000.0,-23477000.0,,,,352811000.0,,,,,,-19845000.0,77137000.0,,,0.0,693526000.0,,1464000.0,,,386328000.0,,,404237000.0,296000.0,,-2008000.0,2533340000.0,,,0.465,,,,,,,-6024000.0,36127000.0,,,,59846000.0,,,,,-6595000.0,,,,,,-1894000.0,-33517000.0,,31379000.0,,,846385000.0,,,,,,,,,1286446000.0,,,7623000.0,5657000.0,40125000.0,35566000.0,,456103000.0,13954000.0,41020000.0,,,,1811000.0,86019000.0,,,51426000.0,,,,,,,,,,,,
1254268800,-5753000.0,,864562000.0,153699000.0,277755000.0,57989000.0,,,3107921000.0,,,1670416000.0,,,,,9796000.0,,,,,,,,,,52085000.0,,,29097000.0,,,,,,,,,4987000.0,,56208000.0,,35065000.0,,10871000.0,,,1080000.0,0.0,,348504000.0,3256000.0,,,29072000.0,,,75182000.0,-578000.0,140000.0,101462000.0,94732000.0,,29072000.0,,4334000.0,972146000.0,,,,,,,,,53859000.0,,,,,-2392000.0,,,0.49,,,,,,,,59156000.0,698247000.0,,,,-98541000.0,0.0,-27890000.0,,,,348504000.0,,,5179000.0,,,-135000.0,74870000.0,,,0.0,770476000.0,,3379000.0,,,352811000.0,,,375859000.0,297000.0,,-1923000.0,3202653000.0,,,0.485,,,,,,,-42058000.0,40873000.0,,,,60162000.0,,,,,-5296000.0,,,,,,2022000.0,-4307000.0,,-3830000.0,,,915938000.0,,,,,,,,0.0,1392661000.0,,,10437000.0,2732000.0,39279000.0,39534000.0,,482951000.0,-2157000.0,45601000.0,,,,869000.0,76602000.0,,,27355000.0,,,,,,,,,,,,
1262217600,-40493000.0,-3353000.0,951398000.0,153841000.0,277250000.0,69497000.0,,153841000.0,3443285000.0,1741228000.0,,1741228000.0,1007979000.0,515218000.0,,117139000.0,9925000.0,3795000.0,1.96,-25185000.0,,10919586000.0,12257000.0,,796978000.0,,56210000.0,153995000.0,9925000.0,34704000.0,-61828000.0,-8198000.0,59003000.0,6684000.0,298843000.0,71428000.0,149909000.0,,3829000.0,,60237000.0,,39164000.0,5604000.0,6684000.0,16956000.0,298843000.0,1252000.0,0.0,733021000.0,298843000.0,-4612000.0,,25185000.0,34495000.0,32346000.0,,27258000.0,134000.0,8000.0,126793000.0,101956000.0,69497000.0,34495000.0,,11827000.0,1007979000.0,,,,77921000.0,60237000.0,951398000.0,,242611000.0,58066000.0,8100000.0,,306943000.0,59901000.0,-2228000.0,-4954000.0,72805000.0,,947742000.0,1463978000.0,171744000.0,,11827000.0,38777000.0,,,733021000.0,117139000.0,74583000.0,39164000.0,-86323000.0,-3353000.0,-25345000.0,-15509000.0,-24379000.0,,298843000.0,,,0.0,,314352000.0,-4399000.0,72805000.0,,217044000.0,12257000.0,796978000.0,,3795000.0,277250000.0,-423000.0,348504000.0,,69019000.0,306943000.0,594000.0,,-1259000.0,3545241000.0,-51982000.0,,,,,8000.0,-93606000.0,,,-83998000.0,43890000.0,6480000.0,,-34436000.0,,,,,-30242000.0,-6257000.0,-6493000.0,1.99,117563000.0,221596000.0,11295177000.0,2135000.0,-49661000.0,594000.0,-39234000.0,7495000.0,-262912000.0,947742000.0,4879000.0,69019000.0,,,,,,0.0,1463978000.0,,126793000.0,8356000.0,1579000.0,38777000.0,43060000.0,-30242000.0,515218000.0,80000.0,48141000.0,,375591000.0,,2009000.0,74583000.0,-75014000.0,,8100000.0,,,,,,,,,,,,
1269993600,16566000.0,,1035425000.0,156414000.0,287371000.0,70084000.0,,,3819203000.0,,,1846892000.0,,,,,9647000.0,,,,,,,,,,56324000.0,,,33840000.0,,,,,,,,,4419000.0,,56386000.0,,46739000.0,,6893000.0,,,826000.0,,,303080000.0,-9206000.0,,,33703000.0,,,80445000.0,36000.0,-2097000.0,121923000.0,98818000.0,,33703000.0,,240549000.0,1080637000.0,,,,,,,,,56693000.0,,,,,-2226000.0,,,0.57,,,,,,,,59324000.0,765890000.0,,,,-80847000.0,-9206000.0,4814000.0,,,,303080000.0,,,,,,-2000.0,70768000.0,,,17144000.0,884960000.0,,3623000.0,,,298843000.0,,,311180000.0,594000.0,,-891000.0,3918021000.0,,,0.56,,,,,,,-22183000.0,42125000.0,,,,60601000.0,,,,,-2097000.0,,,,,,279000.0,4237000.0,,16566000.0,,,1024251000.0,,,,,,,,-8315000.0,1559521000.0,,,7681000.0,-1455000.0,46822000.0,41521000.0,,546697000.0,-119000.0,46544000.0,,,,1306000.0,62314000.0,,,8100000.0,,,,,,,,,,,,
1277856000,3944000.0,,1115878000.0,156328000.0,288233000.0,71106000.0,,,4289706000.0,,,1943443000.0,,,,,4728000.0,,,,,,,,,,60809000.0,,,37051000.0,,,,,,,,,4205000.0,,54335000.0,,38975000.0,,6259000.0,,,1004000.0,,,297386000.0,-3262000.0,,,36977000.0,,,62510000.0,593000.0,0.0,140693000.0,107569000.0,,36977000.0,,15261000.0,1142466000.0,,,,,,,,,62505000.0,,,,,-2231000.0,,,0.62,,,,,,,,59418000.0,800538000.0,,,,-82540000.0,0.0,-18773000.0,,,,297386000.0,,,,,,-5519000.0,68804000.0,,,0.0,947214000.0,,2680000.0,,,303080000.0,,,317557000.0,595000.0,,-3262000.0,4397275000.0,,,0.61,,,,,,,-36502000.0,45064000.0,,,,60685000.0,,,,,-9314000.0,,,,,,1690000.0,-5694000.0,,7206000.0,,,1088131000.0,,,,,,,,0.0,1655210000.0,,,7765000.0,183000.0,47840000.0,44816000.0,,581441000.0,-1399000.0,50025000.0,,,,2411000.0,63552000.0,,,20171000.0,,,,,,,,,,,,
1285804800,-60491000.0,,1163383000.0,182625000.0,339999000.0,95752000.0,,,4874967000.0,,,2269015000.0,,,,,8348000.0,,,,,,,,,,65923000.0,,,36374000.0,,,,,,,,,4469000.0,,60542000.0,,40295000.0,,8822000.0,,,1212000.0,0.0,,424869000.0,-31447000.0,,,36755000.0,,,20869000.0,-209000.0,-2366000.0,219908000.0,112107000.0,,36755000.0,,22632000.0,1204581000.0,,,,,,,,,67020000.0,,,,,-2228000.0,,,0.61,,,,,,,,60496000.0,1064376000.0,,,,-20392000.0,0.0,-79124000.0,,,,424869000.0,,,10000000.0,,,-2000.0,82226000.0,,,0.0,980171000.0,,4339000.0,,,297386000.0,,,434947000.0,687000.0,,-3747000.0,4987074000.0,,,0.6,,,,,,,-100944000.0,45087000.0,,,,61663000.0,,,,,214184000.0,,,,,,1240000.0,127483000.0,,-56744000.0,,,1144039000.0,,,,,,,,-37700000.0,1929016000.0,,,7515000.0,-247000.0,52516000.0,43889000.0,,615968000.0,-36000.0,49570000.0,,,,2721000.0,59294000.0,,,10078000.0,,,,,,,,,,,,
1293753600,-7311000.0,0.0,1386700000.0,287434000.0,498583000.0,76199000.0,,287434000.0,5705130000.0,2566450000.0,,2566450000.0,1439886000.0,652796000.0,,146865000.0,24566000.0,4753000.0,2.31,0.0,,18689006000.0,37476000.0,,1131228000.0,,73957000.0,180866000.0,24566000.0,39238000.0,-180292000.0,-9421000.0,62168000.0,17076000.0,272893000.0,-48183000.0,177530000.0,,6013000.0,,81402000.0,,11508000.0,4736000.0,17076000.0,19106000.0,272893000.0,2417000.0,0.0,1127208000.0,272893000.0,-136377000.0,,10000000.0,39430000.0,31027000.0,,83584000.0,989000.0,1440000.0,211526000.0,123647000.0,76199000.0,39430000.0,,29317000.0,1439886000.0,,,65480000.0,-35698000.0,81402000.0,1386700000.0,,247408000.0,75057000.0,0.0,218816000.0,272893000.0,63441000.0,-2736000.0,-3824000.0,117726000.0,,1358484000.0,2067867000.0,202095000.0,,29317000.0,64106000.0,,,1127208000.0,146865000.0,8591000.0,11508000.0,-145326000.0,0.0,34159000.0,-25950000.0,-14988000.0,,272893000.0,,,0.0,,298843000.0,-9465000.0,117726000.0,,257013000.0,37476000.0,1131228000.0,,4753000.0,498583000.0,1409000.0,424869000.0,,104330000.0,272893000.0,696000.0,,-4585000.0,5828777000.0,-177807000.0,,,,,-926000.0,-58924000.0,,,-45760000.0,48590000.0,8789000.0,,189951000.0,,65480000.0,,,-40224000.0,-12822000.0,-12485000.0,2.36,146503000.0,261275000.0,19131147000.0,1527000.0,-151976000.0,696000.0,-2726000.0,-7379000.0,-329105000.0,1358484000.0,5459000.0,104330000.0,,,,,,-131792000.0,2067867000.0,,211526000.0,8066000.0,-5860000.0,64106000.0,47304000.0,-40224000.0,652796000.0,-2270000.0,55734000.0,,442141000.0,,2351000.0,8591000.0,-205389000.0,0.0,0.0,,,,,,,,,,,,
1301529600,-147114000.0,,1892307000.0,308161000.0,526497000.0,73609000.0,,,6942638000.0,,,3037783000.0,,,,,64133000.0,,,,,,,,,,80447000.0,,,41657000.0,,,,,,,,,8167000.0,,123920000.0,,11240000.0,,17401000.0,,,2604000.0,,,93374000.0,-69628000.0,,,41109000.0,,,330242000.0,-928000.0,2915000.0,312379000.0,136768000.0,,41109000.0,,29389000.0,1843016000.0,,,,,,,,,81243000.0,,,,,-2598000.0,,,0.59,,,,,,,,69970000.0,1194084000.0,,,,-457573000.0,0.0,-64061000.0,,,,93374000.0,,,,,,-334000000.0,124048000.0,,,33773000.0,1488592000.0,,5454000.0,,,272893000.0,,,93374000.0,708000.0,,-2628000.0,7079406000.0,,,0.58,,,,,,,-197722000.0,55525000.0,,,,70982000.0,,,,,33438000.0,,,,,,42103000.0,-179519000.0,,-144486000.0,,,1719096000.0,,,,,,,,-67000000.0,2511286000.0,,,10415000.0,123000.0,64899000.0,52072000.0,,691260000.0,-6416000.0,62843000.0,,,,2865000.0,56189000.0,,,0.0,,,,,,,,,,,,
1309392000,2021000.0,,1982962000.0,330210000.0,568126000.0,64424000.0,,,8543607000.0,,,3362058000.0,,,,,167020000.0,,,,,,,,,,95468000.0,,,50673000.0,,,,,,,,,10573000.0,,227006000.0,,11038000.0,,15787000.0,,,4445000.0,,,149735000.0,-43779000.0,,,50203000.0,,,147646000.0,-83000.0,5474000.0,429206000.0,165102000.0,,50203000.0,,29793000.0,2107761000.0,,,,,,,,,98999000.0,,,,,-2696000.0,,,0.71,,,,,,,,70856000.0,1243267000.0,,,,-78055000.0,0.0,-116473000.0,,,,149735000.0,,,,,,-1944000000.0,123472000.0,,,47817000.0,1646847000.0,,5894000.0,,,93374000.0,,,149735000.0,711000.0,,-4766000.0,8708709000.0,,,0.7,,,,,,,-68078000.0,66103000.0,,,,71558000.0,,,,,92880000.0,,,,,,-41210000.0,56361000.0,,6787000.0,,,1880755000.0,,,,,,,,-39013000.0,2793932000.0,,,11049000.0,6441000.0,84651000.0,61722000.0,,738811000.0,-2238000.0,76740000.0,,,,2793000.0,54313000.0,,,0.0,,,,,,,,,,,,
