,quarterlyChangesInAccountReceivables,annualGrossPPE,annualChangeInCashSupplementalAsReported,annualOtherCurrentLiabilities,annualNetIncomeCommonStockholders,trailingNetIncomeCommonStockholders,annualRepaymentOfDebt,trailingChangeInCashSupplementalAsReported,annualEbitda,annualInterestExpense,annualBeginningCashPosition,annualOtherNonCurrentLiabilities,quarterlyOtherIntangibleAssets,annualDilutedEPS,annualOtherIncomeExpense,annualTotalNonCurrentAssets,annualCapitalExpenditure,quarterlyOperatingExpense,quarterlyGainsLossesNotAffectingRetainedEarnings,annualCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingOperatingCashFlow,annualBasicAverageShares,annualSellingGeneralAndAdministration,trailingCapitalExpenditure,quarterlyCashAndCashEquivalents,quarterlyRepaymentOfDebt,quarterlyCapitalStock,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyStockholdersEquity,quarterlyAccountsPayable,quarterlyNetOtherInvestingChanges,annualCashFlowFromContinuingFinancingActivities,trailingInterestExpense,quarterlyStockBasedCompensation,quarterlyTotalRevenue,quarterlyDilutedEPS,quarterlyNetPPE,trailingTaxProvision,trailingNetOtherFinancingCharges,quarterlyEbitda,trailingDepreciationAndAmortization,annualNetIncomeContinuousOperations,annualPurchaseOfBusiness,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyCommonStockIssuance,annualOtherNonCashItems,quarterlyDilutedAverageShares,annualCurrentDebt,trailingOtherNonCashItems,annualBasicEPS,annualStockBasedCompensation,annualNetOtherFinancingCharges,trailingOperatingExpense,quarterlyGrossPPE,trailingFreeCashFlow,annualGrossProfit,quarterlyOperatingCashFlow,quarterlyPretaxIncome,quarterlyRepurchaseOfCapitalStock,annualAccumulatedDepreciation,quarterlyRetainedEarnings,quarterlyOtherNonCashItems,annualCostOfRevenue,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,trailingSellingGeneralAndAdministration,annualOperatingExpense,quarterlyAccumulatedDepreciation,quarterlyChangeInWorkingCapital,trailingBeginningCashPosition,trailingNetIncomeContinuousOperations,annualChangesInAccountReceivables,quarterlyTaxProvision,trailingNetIncome,quarterlyPurchaseOfBusiness,quarterlyOperatingIncome,annualTotalLiabilitiesNetMinorityInterest,quarterlyCurrentAssets,quarterlyCurrentLiabilities,trailingCashDividendsPaid,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyTotalNonCurrentAssets,annualRetainedEarnings,annualNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,annualChangeInWorkingCapital,trailingChangeInWorkingCapital,annualCashDividendsPaid,annualNetIncome,annualGoodwill,annualFreeCashFlow,quarterlyDepreciationAndAmortization,quarterlyTotalAssets,annualCommonStockIssuance,annualOtherShortTermInvestments,annualPretaxIncome,annualInvestingCashFlow,annualOperatingIncome,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualOtherCurrentAssets,annualTotalRevenue,annualAccountsReceivable,quarterlyOtherNonCurrentLiabilities,annualAccountsPayable,trailingInvestingCashFlow,quarterlyLongTermDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,annualStockholdersEquity,trailingTotalRevenue,quarterlySellingGeneralAndAdministration,annualLongTermDebt,annualTaxProvision,annualTotalAssets,annualCurrentAccruedExpenses,annualCurrentLiabilities,annualDepreciationAndAmortization,quarterlyInterestExpense,quarterlyOtherIncomeExpense,quarterlyCurrentDebt,annualCashAndCashEquivalents,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyInvestingCashFlow,trailingEndCashPosition,trailingRepurchaseOfCapitalStock,annualInvestmentsAndAdvances,quarterlyNetIncomeCommonStockholders,quarterlyEndCashPosition,quarterlyCashDividendsPaid,annualDilutedAverageShares,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherIntangibleAssets,annualCurrentAssets,annualOtherNonCurrentAssets,annualOperatingCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,annualGainsLossesNotAffectingRetainedEarnings,annualNetPPE,quarterlyOtherNonCurrentAssets,trailingPretaxIncome,annualRepurchaseOfCapitalStock,annualCashCashEquivalentsAndMarketableSecurities,quarterlyBasicAverageShares,quarterlyBasicEPS,annualResearchAndDevelopment,trailingBasicAverageShares,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingStockBasedCompensation,quarterlyChangeInInventory,trailingDeferredIncomeTax,quarterlySaleOfInvestment,quarterlyNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,quarterlyInventory,annualNonCurrentDeferredTaxesLiabilities,annualInventory,trailingCostOfRevenue,trailingChangeInInventory,trailingChangesInAccountReceivables,trailingPurchaseOfBusiness,trailingDilutedEPS,quarterlyPurchaseOfInvestment,trailingNetOtherInvestingChanges,trailingBasicEPS,trailingResearchAndDevelopment,annualPurchaseOfInvestment,quarterlyDeferredIncomeTax,trailingGrossProfit,quarterlyIncomeTaxPayable,trailingCommonStockIssuance,annualChangeInInventory,annualNonCurrentDeferredRevenue,annualIncomeTaxPayable,trailingSaleOfInvestment,trailingOtherIncomeExpense,trailingPurchaseOfInvestment,trailingOperatingIncome,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment,trailingCashFlowFromContinuingFinancingActivities,annualDeferredIncomeTax,trailingDilutedAverageShares
1238457600,83605000.0,,,,,,,,,,,,1038013000.0,,,,,923176000.0,-2906000.0,,3240942000.0,,,,,843808000.0,-305920000.0,,503737000.0,,0.0,0.0,,2438000.0,,,738045000.0,47131000.0,-0.84,,,,-871295000.0,,,,-281272000.0,-4482000.0,,,273624497.0,,,,,,,,,,555882000.0,-912207000.0,-27934000.0,,,121011000.0,,0.0,272566000.0,,,,455843000.0,,,,17731000.0,,0.0,-876045000.0,,3489631000.0,1482103000.0,,0.0,,1703602000.0,248689000.0,4184878000.0,,,2397134000.0,551400000.0,,,,,,,39513000.0,7674509000.0,,,,,,-231574000.0,-929938000.0,,,,433275000.0,,,329753000.0,1028447000.0,,,,923176000.0,,,,,,,1399000.0,-34763000.0,,,0.0,92195000.0,,47131000.0,-2044000.0,,,,-231574000.0,776303000.0,-40432000.0,,,,,,,,2510550000.0,,,596967000.0,,,,273624497.0,-0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246320000,-16843000.0,,,,,,,,,,,,998500000.0,,,,,1051619000.0,576000.0,,3382832000.0,,,,,855493000.0,-4252000.0,,776303000.0,,0.0,0.0,,-1039000.0,,,762521000.0,406416000.0,-0.6,,,,-547388000.0,,,,-118978000.0,-8411000.0,,,275199027.0,,,,,,,,,,136704000.0,-586986000.0,-28208000.0,,,-181634000.0,,0.0,8276000.0,,,,61050000.0,,,,10885000.0,,0.0,-645203000.0,,3628938000.0,1468988000.0,,0.0,,1703602000.0,246106000.0,4069794000.0,,,2527339000.0,128293000.0,,,,,,,39511000.0,7698732000.0,,,,,,-164284000.0,-597871000.0,,,,455133000.0,,,258157000.0,1034699000.0,,,,1051619000.0,,,,,,,87000.0,58304000.0,,,0.0,596000.0,,406416000.0,-9450000.0,,,,-164284000.0,784579000.0,-87513000.0,,,,,,,,2503687000.0,,,518920000.0,,,,275199027.0,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254268800,2175000.0,,,,,,,,,,,,958989000.0,,,,,1092536000.0,-177000.0,,4372402000.0,,,,,560194000.0,-10041000.0,,784579000.0,,0.0,0.0,,-160000.0,,,738404000.0,597023000.0,-1.52,,,,-382188000.0,,,,494539000.0,-5430000.0,,,291554570.0,,,,,,,,,,-787058000.0,-426959000.0,-46000.0,,,-253848000.0,,0.0,-298109000.0,,,,-828452000.0,,,,52551000.0,,0.0,-495513000.0,,4616318000.0,1545207000.0,,0.0,,1703602000.0,243916000.0,4113663000.0,,,3812208000.0,-792488000.0,,,,,,,39513000.0,8729981000.0,,,,,,-176183000.0,-479510000.0,,,,466474000.0,,,836395000.0,1766613000.0,,,,1092536000.0,,,,,,,5258000.0,73812000.0,,,238000.0,37117000.0,,597023000.0,-5590000.0,,,,-176183000.0,486470000.0,-123786000.0,,,,,,,,3311820000.0,,,160306000.0,,,,291554570.0,-1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262217600,-33887000.0,,448359000.0,0.0,-715291000.0,,-323993000.0,,-2120034000.0,13384000.0,503737000.0,526311000.0,919477000.0,-2.46,176694000.0,4499054000.0,-23627000.0,1163361000.0,2420000.0,,4603663000.0,,290768699.0,4228475000.0,,1038180000.0,-3780000.0,,486470000.0,,0.0,-2077910000.0,,3562000.0,55676000.0,,809138000.0,725346000.0,,,,,-319163000.0,,-2390696000.0,0.0,-38613000.0,-5304000.0,,-518317000.0,,657623000.0,,-2.46,3048108000.0,195525000.0,,,,1773699000.0,505981000.0,-365314000.0,-497000.0,,,-203846000.0,0.0,0.0,465626000.0,,4228475000.0,,274704000.0,,,35050000.0,18063000.0,,0.0,-438015000.0,3391802000.0,4909970000.0,2207868000.0,,0.0,488945000.0,1703602000.0,306307000.0,4499054000.0,,4801000.0,3565483000.0,500677000.0,-36855000.0,,-353160000.0,-715291000.0,1703602000.0,387882000.0,39511000.0,9409024000.0,,3565483000.0,-2291466000.0,-18826000.0,-2454776000.0,-143250000.0,-383377000.0,0.0,1773699000.0,306307000.0,526311000.0,,,657623000.0,1183934000.0,952096000.0,-2077910000.0,,1163361000.0,657623000.0,99230000.0,9409024000.0,488945000.0,2207868000.0,158048000.0,6640000.0,79341000.0,,1038180000.0,,65617000.0,,725346000.0,-1742000.0,,,,-143250000.0,952096000.0,-101429000.0,290768699.0,,1183934000.0,919477000.0,4909970000.0,932463000.0,411509000.0,3391802000.0,2420000.0,,932463000.0,,-56685000.0,4603663000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269993600,-12112000.0,,,,,,,,,,,,879965000.0,,,,,106238000.0,1709000.0,,8575371000.0,,,,,903797000.0,-26735000.0,,952096000.0,,0.0,0.0,,-146000.0,,,723145000.0,701239000.0,-0.36,,,,-180974000.0,,,,-338219000.0,-6974000.0,,,1126926204.0,,,,,,,,,,20500000.0,-227671000.0,-9489000.0,,,-222386000.0,,0.0,-324839000.0,,,,-106067000.0,,,,9635000.0,,,-392290000.0,,9693381000.0,2517305000.0,,987291000.0,423403000.0,1703602000.0,377936000.0,3792936000.0,,,7671574000.0,13526000.0,,,,,,,39512000.0,13486317000.0,,,,,,-121377000.0,-237306000.0,,,,545348000.0,,,3973091000.0,4518439000.0,,,,106238000.0,,,,,,,7185000.0,171804000.0,,,,3621000.0,,701239000.0,-7120000.0,,,,-121377000.0,627257000.0,-306588000.0,,,,,,,,7035744000.0,,,184193000.0,,,,333433864.0,-0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277856000,-33771000.0,,,,,,,,,,,,860634000.0,,,,,1120084000.0,1610000.0,,11398395000.0,,,,,896915000.0,-26442000.0,,627257000.0,,0.0,0.0,,172000.0,,,743834000.0,550088000.0,-0.55,,,,-588424000.0,,,,-93705000.0,-11833000.0,,,354399780.0,,,,,,,,,,6340000.0,-636928000.0,-11754000.0,,,134822000.0,,0.0,-120518000.0,,,,-99636000.0,,,,19392000.0,,,-569996000.0,,12562940000.0,2994058000.0,,0.0,574665000.0,1703602000.0,411316000.0,3910369000.0,,,10501480000.0,-5493000.0,,,,,,,40822000.0,16473309000.0,,,,,,-193320000.0,-656320000.0,,,,542487000.0,,,6352671000.0,6895158000.0,,,,1120084000.0,,,,,,,7682000.0,-59250000.0,,,,86177000.0,,550088000.0,-33153000.0,,,,-193320000.0,506739000.0,-144026000.0,,,,,,,,9889216000.0,,,259965000.0,,,,354399780.0,-0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285804800,-33739000.0,,,,,,,,,,,,820169000.0,,,,,914003000.0,5999000.0,,12434650000.0,,,,,1407920000.0,-74129000.0,,506739000.0,,287445000.0,0.0,,9000.0,,,457379000.0,784000000.0,-0.12,,,,195940000.0,,,,256684000.0,-11780000.0,,,370101582.0,,,,,,,,,,289275000.0,143302000.0,-865000.0,,551737000.0,-356196000.0,,264037000.0,509490000.0,,,,158714000.0,,,,-4225000.0,,-406000.0,-130003000.0,,13804368000.0,3349361000.0,,0.0,760160000.0,1703602000.0,424931000.0,3936523000.0,,,11026730000.0,277495000.0,,,,,,,40872000.0,17740891000.0,,,,,,-118819000.0,147527000.0,,,,587399000.0,,,6735736000.0,6735736000.0,,,,914003000.0,,,,,,,11766000.0,285071000.0,,,,-538212000.0,,784000000.0,-12177000.0,,,,-44358000.0,1016229000.0,,,,,,,,,10085097000.0,,,1412752000.0,,,,370101582.0,-0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293753600,-28540000.0,261622000.0,-363475000.0,0.0,-370028000.0,,-246292000.0,,-319374000.0,41229000.0,952096000.0,116688000.0,779311000.0,-1.02,501994000.0,4018400000.0,-54160000.0,975145000.0,4302000.0,,12563093000.0,,364021369.0,4102761000.0,,588621000.0,-118986000.0,,1016229000.0,,181425000.0,0.0,691807000.0,-178000.0,84624000.0,,515790000.0,1084015000.0,,144881000.0,,,254084000.0,,-607323000.0,-21886000.0,259864000.0,-23573000.0,,-698467000.0,,,,-1.02,2440148000.0,148134000.0,,261622000.0,,3119342000.0,-688000000.0,198643000.0,-3619000.0,-116741000.0,470583000.0,-254707000.0,0.0,0.0,-427608000.0,,4102761000.0,-116741000.0,-822923000.0,,,-108162000.0,59867000.0,,12000.0,108870000.0,10591248000.0,14826205000.0,3275662000.0,,0.0,821568000.0,1703602000.0,495893000.0,4018400000.0,470583000.0,-143000.0,11974472000.0,-711573000.0,-869912000.0,,-599390000.0,-370028000.0,1703602000.0,-426045000.0,40845000.0,18844605000.0,,11974472000.0,-522654000.0,-76189000.0,-983419000.0,744058000.0,138776000.0,181425000.0,3119342000.0,495893000.0,116688000.0,691807000.0,,7198898000.0,7315586000.0,588621000.0,0.0,,975145000.0,7198898000.0,84669000.0,18844605000.0,821568000.0,3275662000.0,162051000.0,14596000.0,104369000.0,,588621000.0,,596548000.0,,1084015000.0,-23739000.0,,,,-10973000.0,588621000.0,,364021369.0,,7315586000.0,779311000.0,14826205000.0,67435000.0,-371885000.0,10591248000.0,4302000.0,144881000.0,67435000.0,,-25727000.0,12563093000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301529600,130920000.0,,,,,,,,,,,,738465000.0,,,,,977061000.0,3101000.0,,13132275000.0,,,,,455811000.0,-173523000.0,,588621000.0,,229723000.0,0.0,658939000.0,321000.0,,,426280000.0,1153269000.0,0.09,,,,171863000.0,,,,-568928000.0,-5710000.0,,,457652916.0,,,,,,,,,,441507000.0,117214000.0,-8879000.0,,295544000.0,-203364000.0,,0.0,-132810000.0,,,,367635000.0,,,,38850000.0,,,176208000.0,,15159186000.0,3283148000.0,,0.0,685080000.0,1703602000.0,379827000.0,4089581000.0,,,12676464000.0,435797000.0,,,,,,,40846000.0,19248767000.0,,,,,,42704000.0,78364000.0,,,,209666000.0,,,7325138000.0,7534804000.0,,,,977061000.0,,,,,,,13803000.0,-45191000.0,,,,-16978000.0,,1153269000.0,-5389000.0,,,,42704000.0,455811000.0,-371994000.0,,,,,,,,10817952000.0,,,253356000.0,,,,447742389.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309392000,-127861000.0,,,,,,,,,,,,720134000.0,,,,,970646000.0,2630000.0,,15753805000.0,,,,,434803000.0,-73699000.0,,455811000.0,,93975000.0,0.0,735814000.0,11000.0,,,408643000.0,1308281000.0,0.18,,,,304560000.0,,,,82493000.0,-11460000.0,,,483643646.0,,,,,,,,,,-68813000.0,248796000.0,-24750000.0,,211758000.0,-498287000.0,,0.0,-21008000.0,,,,-177166000.0,,,,64199000.0,,,337635000.0,,18129462000.0,3597662000.0,,0.0,980558000.0,1703602000.0,528960000.0,4201669000.0,,,15319002000.0,-80273000.0,,,,,,,41579000.0,22331131000.0,,,,,,277145000.0,184597000.0,,,,152095000.0,,,9300142000.0,9452237000.0,,,,970646000.0,,,,,,,14185000.0,-74654000.0,,,,16978000.0,,1308281000.0,-34696000.0,,,,86237000.0,434803000.0,162895000.0,,,,,,,,13049899000.0,,,339986000.0,,,,476289647.0,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317340800,84596000.0,,,,,,,,,,,,678291000.0,,,,,527149000.0,1845000.0,,15441378000.0,,,,,592982000.0,-636360000.0,,434803000.0,,194931000.0,0.0,698583000.0,-1000.0,,,240089000.0,-124079000.0,-0.563573,,,,-938288000.0,,,,-218251000.0,-8793000.0,,,487189657.0,,,,,,,,,,385745000.0,-994412000.0,-2284000.0,,-50111000.0,1028216000.0,,0.0,158179000.0,,,,300638000.0,,,,-7637000.0,,-497000.0,-651228000.0,,17888211000.0,3678198000.0,,0.0,1035342000.0,1703602000.0,441671000.0,4180585000.0,,,14848396000.0,376952000.0,,,,,,,42339000.0,22068796000.0,,,,,,-274567000.0,-986775000.0,,,,406148000.0,,,9412191000.0,9818339000.0,,,,527149000.0,,,,,,,13785000.0,-329399000.0,,,,448185000.0,,-124079000.0,-9291000.0,,,,-274567000.0,592982000.0,-383437000.0,,,,,,,,13496537000.0,,,330975000.0,,,,487189657.0,-0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325289600,29059000.0,286170000.0,166123000.0,0.0,-168303000.0,,-1064605000.0,,342673000.0,57824000.0,588621000.0,245674000.0,595488000.0,-0.353888,212751000.0,3895185000.0,-36484000.0,855389000.0,1958000.0,,15883043000.0,,475582718.0,3330245000.0,,754744000.0,-181023000.0,,592982000.0,,139485000.0,0.0,828873000.0,-1000.0,-873515000.0,,321050000.0,915105000.0,,149690000.0,,,804538000.0,,-268453000.0,-23744000.0,-168829000.0,-10521000.0,,-175068000.0,,,,-0.35,1396062000.0,575665000.0,,286170000.0,,3252576000.0,341174000.0,705660000.0,-1264000.0,-136480000.0,386864000.0,-501633000.0,0.0,0.0,161762000.0,,3330245000.0,-136480000.0,104910000.0,,,116714000.0,250299000.0,,0.0,59716000.0,12656843000.0,18013944000.0,3543601000.0,,0.0,903260000.0,1703602000.0,406140000.0,3895185000.0,386864000.0,330000.0,15128299000.0,330653000.0,596017000.0,,-702832000.0,-168303000.0,1703602000.0,1063129000.0,82827000.0,21909129000.0,,15128299000.0,77258000.0,-59898000.0,-77669000.0,-22677000.0,455361000.0,139485000.0,3252576000.0,406140000.0,245674000.0,828873000.0,,8867568000.0,9113242000.0,754744000.0,0.0,,855389000.0,8867568000.0,345711000.0,21909129000.0,903260000.0,3543601000.0,207591000.0,16051000.0,661995000.0,,754744000.0,,127480000.0,,915105000.0,-10522000.0,,,,-22677000.0,754744000.0,-110296000.0,475582718.0,,9113242000.0,595488000.0,18013944000.0,106005000.0,1099613000.0,12656843000.0,1958000.0,149690000.0,106005000.0,,-37177000.0,15883043000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333152000,-131943000.0,,,,,,,,,,,,689565000.0,,,,,769275000.0,3297000.0,,20139828000.0,,,,,391304000.0,-154625000.0,,754744000.0,,83761000.0,0.0,1011428000.0,-166000.0,,,222444000.0,952036000.0,0.11,,,,519045000.0,,,,-327439000.0,-13086000.0,,,517389558.0,,,,,,,,,,134228000.0,456385000.0,-8837000.0,,764741000.0,-404622000.0,,0.0,-363440000.0,,,,-23227000.0,,,,38753000.0,,-156972000.0,182761000.0,,22406736000.0,3556104000.0,,0.0,820683000.0,1703602000.0,576566000.0,4139625000.0,,,19748524000.0,121142000.0,,,,,,,48142000.0,26546361000.0,,,,,,165730000.0,417632000.0,,,,271879000.0,,,12693529000.0,12965408000.0,,,,769275000.0,,,,,,,14518000.0,288142000.0,,,,110043000.0,,952036000.0,-170224000.0,,,,58325000.0,391304000.0,-279224000.0,,,,,,,,16521512000.0,,,455888000.0,,,,506985529.0,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341014400,1168000.0,,,,,,,,,,,,652874000.0,,,,,726046000.0,1932000.0,,19764003000.0,,,,,412545000.0,-112773000.0,,391304000.0,,88524000.0,0.0,823413000.0,-10000.0,,,244561000.0,627203000.0,-0.14,,,,186080000.0,,,,-182881000.0,-7862000.0,,,528778977.0,,,,,,,,,,212104000.0,135614000.0,-8434000.0,,966931000.0,-251225000.0,,0.0,21241000.0,,,,90240000.0,,,,41337000.0,,0.0,-98843000.0,,22097613000.0,3564158000.0,,0.0,977003000.0,1703602000.0,586416000.0,4044957000.0,,,19351458000.0,204242000.0,,,,,,,36693000.0,26142570000.0,,,,,,-74964000.0,94277000.0,,,,204140000.0,,,12110532000.0,12314672000.0,,,,726046000.0,,,,,,,13773000.0,248230000.0,,,,45716000.0,,627203000.0,-7872000.0,,,,-74964000.0,412545000.0,-111066000.0,,,,,,,,15878830000.0,,,458646000.0,,,,528778977.0,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348963200,133061000.0,,,,,,,,,,,,622280000.0,,,,,832317000.0,1403000.0,,21600215000.0,,,,,833515000.0,-372949000.0,,412545000.0,,105581000.0,0.0,825153000.0,2517000.0,,,223612000.0,1223090000.0,0.235543,,,,285410000.0,,,,414358000.0,-6025000.0,,,546923603.0,,,,,,,,,,10018000.0,235739000.0,-3539000.0,,737079000.0,-131213000.0,,0.0,420970000.0,,,,-114589000.0,,,,39237000.0,,0.0,390773000.0,,23883885000.0,3908407000.0,,0.0,1295598000.0,1703602000.0,498543000.0,3916554000.0,,,20766700000.0,3993000.0,,,,,,,30597000.0,27800439000.0,,,,,,128824000.0,196502000.0,,,,174616000.0,,,12875686000.0,13050302000.0,,,,832317000.0,,,,,,,19074000.0,-135960000.0,,,,262841000.0,,1223090000.0,-3508000.0,,,,128824000.0,833515000.0,-112109000.0,,,,,,,,16958709000.0,,,375418000.0,,,,544716399.0,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356912000,-62806000.0,300105000.0,-45242000.0,0.0,218598000.0,,-932148000.0,,1226949000.0,490902000.0,754744000.0,368691000.0,598535000.0,0.41,256145000.0,3964120000.0,-37020000.0,442142000.0,2170000.0,5464677000.0,21556772000.0,,533703606.0,582567000.0,,709502000.0,-291801000.0,5464677000.0,833515000.0,,248018000.0,5466847000.0,1038888000.0,4000.0,-405411000.0,,259016000.0,982356000.0,,142390000.0,,,236414000.0,,829882000.0,-188306000.0,-309449000.0,-10047000.0,,1116520000.0,,,,0.41,949633000.0,773651000.0,,300105000.0,,4019441000.0,226805000.0,187167000.0,-1554000.0,-157715000.0,509028000.0,1903580000.0,0.0,0.0,-124013000.0,,2769779000.0,-157715000.0,-187738000.0,,,-60520000.0,65696000.0,,-31334000.0,356939000.0,19272790000.0,24967432000.0,4296510000.0,,0.0,1254978000.0,1703602000.0,638164000.0,3964120000.0,509028000.0,2345000.0,20847270000.0,216758000.0,-235314000.0,,-876112000.0,218598000.0,1703602000.0,546135000.0,23742000.0,28931552000.0,,20847270000.0,1014905000.0,-222981000.0,831630000.0,106413000.0,121471000.0,248018000.0,3784684000.0,638164000.0,368691000.0,1038888000.0,,13051404000.0,13420095000.0,709502000.0,5466847000.0,,-1745070000.0,13051404000.0,185023000.0,28931552000.0,1254978000.0,4296510000.0,139174000.0,443537000.0,-144267000.0,,709502000.0,21095288000.0,355051000.0,,1217113000.0,-41377000.0,,,21095288000.0,106413000.0,709502000.0,-373713000.0,538669070.0,,13420095000.0,598535000.0,24967432000.0,152484000.0,583155000.0,19272790000.0,2170000.0,142390000.0,152484000.0,,-22364000.0,21556772000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364688000,178416000.0,,,,,,,,,,,,575622000.0,,,,,623130000.0,-1952000.0,,20769852000.0,,,,,815266000.0,-416676000.0,5478211000.0,709502000.0,,258043000.0,5476259000.0,1386791000.0,5852000.0,,,195343000.0,1101712000.0,0.29,141445000.0,,,528557000.0,,,,-997036000.0,-7344000.0,,,585699899.0,,,,,,,,,,1104302000.0,478582000.0,-9741000.0,,410170000.0,352626000.0,,0.0,105764000.0,,,,939801000.0,,,,50993000.0,,0.0,438434000.0,,24034582000.0,4391565000.0,,0.0,1121947000.0,1703602000.0,706624000.0,3943417000.0,,,19954586000.0,1096958000.0,,,,,,,22913000.0,27977999000.0,,,,,,167635000.0,427589000.0,,,,315242000.0,,,11904958000.0,12220200000.0,,,,116714000.0,,,,,,,211971000.0,67210000.0,,,20258057000.0,186136000.0,,1246473000.0,-1492000.0,,,,167635000.0,815266000.0,-759078000.0,,,,,,,,18250892000.0,,,343085000.0,,,,582322183.0,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372550400,-222488000.0,,,,,,,,,,,,554043000.0,,,,,639072000.0,1154000.0,,20558543000.0,,,,,660977000.0,-342060000.0,5537746000.0,815266000.0,,176273000.0,5538900000.0,1096167000.0,-48000.0,,,183244000.0,1205746000.0,0.36,143804000.0,,,615209000.0,,,,-382599000.0,-7301000.0,,,586763053.0,,,,,,,,,,236254000.0,566674000.0,-5700000.0,,335656000.0,273040000.0,,0.0,-154289000.0,,,,19506000.0,,,,56082000.0,,0.0,552664000.0,,23844986000.0,4300722000.0,,0.0,1380546000.0,1703602000.0,936240000.0,3897892000.0,,,19897566000.0,228953000.0,,,,,,,21579000.0,27742878000.0,,,,,,211148000.0,510592000.0,,,,77553000.0,,,11363892000.0,11441445000.0,,,,121993000.0,,,,,,,275690000.0,40966000.0,,,20202831000.0,409385000.0,,1440470000.0,-7349000.0,,,,211148000.0,660977000.0,-448826000.0,,,,,,,,17720453000.0,,,347921000.0,,,,583843094.0,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380499200,-51419000.0,,,,,,,,,,,,587144000.0,,,,,617427000.0,1634000.0,,21040324000.0,,,,,888938000.0,-793337000.0,5669930000.0,660977000.0,,95977000.0,5671564000.0,1115206000.0,-39000.0,,,193547000.0,1135819000.0,0.29,138433000.0,,,569443000.0,,,,-1014418000.0,-3929000.0,,,592920795.0,,,,,,,,,,1392149000.0,518392000.0,-5091000.0,,296304000.0,201442000.0,,0.0,227961000.0,,,,1201323000.0,,,,57477000.0,,-146117000.0,456708000.0,,24069171000.0,4558558000.0,,0.0,1633184000.0,1787392000.0,854607000.0,3965711000.0,,,20151386000.0,1388220000.0,,,,,,,24783000.0,28034882000.0,,,,,,171164000.0,460915000.0,,,,170086000.0,,,10801714000.0,10971800000.0,,,,126113000.0,,,,,,,168978000.0,87952000.0,,,20293398000.0,284976000.0,,1216845000.0,-150085000.0,,,,171164000.0,888938000.0,-506782000.0,,,,,,,,17647960000.0,,,76994000.0,,,,589643844.0,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
