date,trailingNetIncomeCommonStockholders,annualGrossPPE,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,annualOtherNonCurrentLiabilities,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyChangesInAccountReceivables,quarterlyChangeInInventory,annualBeginningCashPosition,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,trailingGrossProfit,trailingCapitalExpenditure,trailingDeferredIncomeTax,quarterlySaleOfInvestment,annualCapitalExpenditure,trailingOtherIncomeExpense,quarterlyOtherIntangibleAssets,quarterlyRepaymentOfDebt,trailingRepaymentOfDebt,trailingCashFlowFromContinuingFinancingActivities,annualSellingGeneralAndAdministration,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentAssets,annualTotalNonCurrentAssets,quarterlyBeginningCashPosition,trailingChangeInCashSupplementalAsReported,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOtherIncomeExpense,quarterlyCashAndCashEquivalents,quarterlyTotalRevenue,trailingChangeInInventory,quarterlyCapitalExpenditure,trailingNetOtherFinancingCharges,quarterlyDilutedEPS,quarterlyEbitda,annualNetOtherFinancingCharges,annualChangeInInventory,annualStockBasedCompensation,quarterlyOperatingIncome,trailingPurchaseOfBusiness,trailingStockBasedCompensation,annualCashFlowFromContinuingFinancingActivities,annualCurrentDebt,quarterlyDilutedAverageShares,trailingOtherNonCashItems,quarterlyCashFlowFromContinuingFinancingActivities,annualPurchaseOfBusiness,quarterlyAccumulatedDepreciation,annualNetIncomeContinuousOperations,annualOperatingExpense,annualBasicEPS,trailingSellingGeneralAndAdministration,quarterlyOtherNonCashItems,annualTotalRevenue,annualDeferredIncomeTax,annualCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyPretaxIncome,trailingCostOfRevenue,quarterlyGrossPPE,quarterlyPurchaseOfBusiness,trailingFreeCashFlow,annualInterestExpense,trailingChangesInAccountReceivables,quarterlyCurrentLiabilities,quarterlyCurrentAssets,trailingCashDividendsPaid,quarterlyDeferredIncomeTax,annualNonCurrentDeferredTaxesLiabilities,quarterlyChangeInWorkingCapital,trailingBeginningCashPosition,annualAccumulatedDepreciation,quarterlyRetainedEarnings,quarterlyTaxProvision,annualInventory,annualChangesInAccountReceivables,quarterlyNetPPE,annualGrossProfit,quarterlyOtherCurrentLiabilities,quarterlyStockBasedCompensation,trailingOperatingExpense,trailingNetIncomeContinuousOperations,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,annualChangeInWorkingCapital,annualNetOtherInvestingChanges,quarterlyTotalNonCurrentAssets,quarterlyAccountsReceivable,quarterlyGoodwill,trailingNetIncome,annualGoodwill,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,annualTotalAssets,trailingPretaxIncome,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalAssets,trailingChangeInWorkingCapital,annualNetIncome,annualRetainedEarnings,annualDilutedEPS,annualAccountsReceivable,quarterlyFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,quarterlyLongTermDebt,annualPurchaseOfInvestment,annualCostOfRevenue,annualAccountsPayable,trailingOperatingIncome,trailingInvestingCashFlow,annualOperatingIncome,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,trailingTotalRevenue,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,annualBasicAverageShares,annualCashDividendsPaid,trailingCommonStockIssuance,annualFreeCashFlow,annualPretaxIncome,trailingEndCashPosition,annualEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingTaxProvision,annualLongTermDebt,quarterlyOtherNonCurrentLiabilities,annualOtherCurrentAssets,annualOtherNonCashItems,quarterlyCurrentDebt,annualCashAndCashEquivalents,annualDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,annualStockholdersEquity,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,annualTaxProvision,quarterlyChangeInAccountPayable,trailingRepurchaseOfCapitalStock,quarterlyInventory,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,annualCurrentAccruedExpenses,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,trailingChangeInAccountPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredTaxesLiabilities,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOperatingCashFlow,annualDilutedAverageShares,annualChangeInAccountPayable,quarterlyOperatingExpense,annualOtherIntangibleAssets,annualCommonStockIssuance,annualCashCashEquivalentsAndMarketableSecurities,quarterlyCashDividendsPaid,annualSaleOfInvestment,annualOtherShortTermInvestments,annualRepurchaseOfCapitalStock,quarterlyBasicEPS,annualOtherNonCurrentAssets,annualCurrentLiabilities,annualCurrentAssets,trailingNetOtherInvestingChanges,quarterlyBasicAverageShares,annualNetPPE,annualEbitda,trailingBasicAverageShares,annualResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredRevenue,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,trailingPurchaseOfInvestment,trailingInterestExpense,annualCurrentDeferredRevenue,annualIncomeTaxPayable,trailingDepreciationAndAmortization,trailingSaleOfInvestment,quarterlyCurrentDeferredRevenue,trailingResearchAndDevelopment,quarterlyIncomeTaxPayable,trailingDilutedAverageShares
2008-09-30,,2247300000.0,81800000.0,65900000.0,106800000.0,640500000.0,200000.0,,-2900000.0,10900000.0,,41900000.0,,,,,-84200000.0,,176900000.0,,,,310500000.0,241500000.0,-20400000.0,49900000.0,2303900000.0,56900000.0,,400000.0,52800000.0,-13200000.0,52800000.0,785700000,,-24500000.0,,,118600000,168300000.0,2200000.0,,79900000,,,696500000.0,245100000.0,,,-63500000.0,,-914200000.0,81800000.0,310500000.0,1.095,,6900000.0,2838900000.0,22800000.0,400000.0,-4100000.0,83900000.0,,45000000.0,,2247300000.0,,,88600000.0,,647700000.0,709200000.0,,23200000.0,153300000.0,-13400000.0,,-914200000.0,421700000.0,16600000.0,283000000.0,,1333100000.0,542100000.0,65900000.0,,,,,1900000.0,-13300000.0,800000.0,2303900000.0,304300000.0,727000000.0,,727000000.0,95200000.0,621200000.0,3013100000.0,,2355000000.0,3013100000.0,,81800000.0,421700000.0,1.07,304300000.0,59400000.0,-20400000.0,1447200000.0,-300000.0,2296800000.0,241500000.0,,,231600000.0,28400000,-895200000.0,,28400000,84600000.0,74800000.0,-15200000.0,,156700000.0,126100000.0,,52800000.0,38700000.0,1707300000.0,,1447200000.0,106800000.0,49900000.0,12000000.0,245100000.0,52800000.0,135300000.0,-100000.0,27600000.0,640500000.0,52800000.0,-24300000.0,28400000,,44300000.0,,,283000000.0,164500000.0,199000000.0,95200000.0,-6600000.0,,,66900000.0,,2355000000.0,153300000.0,1707300000.0,240900000.0,76400000.0,,84600000.0,176900000.0,4300000.0,52800000.0,-3800000.0,,,,,66900000.0,647700000.0,709200000.0,,,1333100000.0,366900000.0,,,,,,,,,,,,,,,,,
2008-12-31,,,,,,637000000.0,0.0,,-13800000.0,,,,,,,3500000.0,,,173000000.0,,,,,205100000.0,-53500000.0,50100000.0,,52800000.0,,400000.0,12700000.0,,12700000.0,703100000,,-14200000.0,,0.395,121200000,,,,83300000,,,,,77000000.0,,-79500000.0,,-918900000.0,,,,,1400000.0,,,,-40100000.0,49600000.0,,47300000.0,,2217100000.0,,,,,534100000.0,625200000.0,,7700000.0,,-31000000.0,,,448500000.0,16700000.0,,,1298200000.0,,69400000.0,,,,,700000.0,,,2256100000.0,270100000.0,721700000.0,,,68100000.0,538300000.0,,,,2881300000.0,,,,,,35400000.0,,1408300000.0,,,,,,,30600000,,,30600000,81500000.0,,,,,,,,37900000.0,1692800000.0,,,131200000.0,,,191500000.0,,,-500000.0,26400000.0,,12700000.0,-10700000.0,30600000,,,,,292300000.0,164800000.0,13500000.0,,-9300000.0,,,63200000.0,,2226900000.0,153300000.0,,,,,81500000.0,,,,-3800000.0,,,,0.405,,,,,75555556.0,,,,,,,,,,,,,,,,,,,
2009-03-31,,,,,,669600000.0,-22500000.0,,7600000.0,,,,,,,,,,157900000.0,,,,,211600000.0,-58500000.0,51200000.0,,12700000.0,,400000.0,11200000.0,,10300000.0,676300000,,-17000000.0,,0.485,121200000,,,,88000000,,,,,77200000.0,,-100200000.0,,-943800000.0,,,,,2700000.0,,,,-2400000.0,105900000.0,,59300000.0,,2223400000.0,,,,,546500000.0,609900000.0,,11800000.0,,15400000.0,,,479700000.0,21900000.0,,,1279600000.0,,83800000.0,,,,900000.0,-400000.0,,,2223600000.0,264000000.0,725200000.0,,,68500000.0,504800000.0,,,,2833500000.0,,,,,,88900000.0,,1327800000.0,,,,,,,37400000,,,37400000,83500000.0,,,,,,,,37300000.0,1602700000.0,,,38600000.0,,,182600000.0,,,,24600000.0,,10300000.0,-8100000.0,37400000,,,,,283500000.0,171500000.0,1200000.0,,-3400000.0,,25300000.0,35600000.0,,2149200000.0,162900000.0,,,,,83500000.0,,,,-6600000.0,,,,0.495,,,,,75600000.0,,,,,,,,,,,,,,,,,,,
2009-06-30,,,,,,773400000.0,0.0,-11600000.0,1700000.0,,,,,,,,,,155300000.0,-193900000.0,,,,224000000.0,-41100000.0,57000000.0,,10300000.0,,400000.0,18900000.0,,17400000.0,703900000,,-18100000.0,,1.12,175100000,,,,141700000,,,,,77600000.0,,-82600000.0,,-973700000.0,,,,,4100000.0,,,,7100000.0,111700000.0,,114400000.0,,2244800000.0,-500000.0,,,,425700000.0,640300000.0,,4900000.0,,23400000.0,,,561100000.0,27400000.0,,,1271100000.0,,75900000.0,3300000.0,,,1500000.0,,,,2220800000.0,279300000.0,729000000.0,,,75800000.0,480800000.0,,,,2861100000.0,,,,,,93600000.0,,1383700000.0,,,,,,,87000000,,,87000000,81400000.0,,,,,,,,37500000.0,1643800000.0,,,37700000.0,,,50000000.0,,,,23200000.0,,17400000.0,-22300000.0,87000000,,,10800000.0,,285100000.0,223100000.0,5000000.0,,-2700000.0,,24000000.0,41400000.0,,2069500000.0,169400000.0,,,,,81400000.0,,,,-3800000.0,,,,1.129352,,,,,75400000.0,,,,,,,,,,,,,,,,,,,
2009-09-30,,2289800000.0,222300000.0,71100000.0,40500000.0,776800000.0,0.0,-23200000.0,12500000.0,52800000.0,-796700000.0,-41000000.0,,,,,-84000000.0,,151300000.0,-148500000.0,,,330800000.0,233900000.0,-108400000.0,65000000.0,2226100000.0,17400000.0,,400000.0,12700000.0,-17700000.0,11800000.0,729000000,,-34700000.0,,,152700000,9800000.0,8000000.0,11900000.0,118900000,,,-356700000.0,56300000.0,,,-94400000.0,-1000000.0,-1013700000.0,222300000.0,330800000.0,2.871522,,-17100000.0,2812300000.0,46000000.0,400000.0,-5600000.0,122500000.0,500000.0,92900000.0,,2289800000.0,0.0,,96700000.0,,449300000.0,658300000.0,,21600000.0,149200000.0,16400000.0,,-1013700000.0,620300000.0,25600000.0,275100000.0,-300000.0,1276100000.0,762700000.0,71100000.0,3700000.0,,,900000.0,,24200000.0,0.0,2226100000.0,305500000.0,736400000.0,,736400000.0,88000000.0,525700000.0,2884400000.0,,2089800000.0,2884400000.0,,222300000.0,620300000.0,2.871522,305500000.0,87800000.0,-108400000.0,1289300000.0,-1000000.0,2049600000.0,233900000.0,,,431900000.0,67300000,-75400000.0,,67300000,84400000.0,75600000.0,-20100000.0,,305700000.0,313900000.0,,11800000.0,37300000.0,1640500000.0,,1289300000.0,40500000.0,65000000.0,-51000000.0,56300000.0,11800000.0,150000000.0,,22500000.0,776800000.0,11800000.0,-34300000.0,67300000,23800000.0,91600000.0,8500000.0,,275100000.0,203300000.0,-9900000.0,88000000.0,-2200000.0,,23800000.0,38500000.0,,2089800000.0,149200000.0,1640500000.0,389700000.0,77400000.0,-6400000.0,84400000.0,151300000.0,,12700000.0,-5900000.0,,900000.0,-100000.0,,38500000.0,449300000.0,658300000.0,,,1276100000.0,560600000.0,,,,,,,,,,,,,,,,,
2009-12-31,,,,,,843400000.0,200000.0,41500000.0,9200000.0,,,,,,,,,,148300000.0,-97400000.0,,,,203300000.0,-97900000.0,79600000.0,,11800000.0,,400000.0,14100000.0,,14100000.0,690800000,,-12300000.0,,0.715,133900000,,,,98500000,,,,,77800000.0,,-83500000.0,,-1048200000.0,,,,,7500000.0,,,,2300000.0,95600000.0,,74900000.0,,2301700000.0,-100000.0,,,,396800000.0,625300000.0,,-17900000.0,,6000000.0,,,669100000.0,17300000.0,,,1253500000.0,,70500000.0,3500000.0,,,900000.0,900000.0,,,2199300000.0,264900000.0,737300000.0,,,59700000.0,512300000.0,,,,2824600000.0,,,,,,83300000.0,,1203200000.0,,,,,,,57600000,,,56300000,80000000.0,,,,,,,,37500000.0,1577500000.0,,,49200000.0,,,63300000.0,,,-100000.0,21500000.0,,14100000.0,-9900000.0,56300000,,,-30900000.0,,266700000.0,178500000.0,1300000.0,,-2300000.0,,23800000.0,36400000.0,,1974300000.0,160900000.0,,,,,80000000.0,,,,-6700000.0,,,,0.725712,,,,,77579012.0,,,,,,,,,,,,,,,,,,,
2010-03-31,,,,,,882500000.0,200000.0,-31300000.0,2900000.0,,,,,,,,,,145500000.0,-226900000.0,,,,241800000.0,-88300000.0,56800000.0,,14100000.0,,400000.0,12400000.0,,12400000.0,731900000,,-18300000.0,,0.415,106100000,,,,74100000,,,,,78000000.0,,-101400000.0,,-1076700000.0,,,,,-24100000.0,,,,-1700000.0,117100000.0,,50100000.0,,2320100000.0,100000.0,,,,441800000.0,631500000.0,,31200000.0,,30400000.0,,,693300000.0,16400000.0,,,1243400000.0,,53400000.0,4500000.0,,,,-2200000.0,,,2183800000.0,297300000.0,738700000.0,,,76200000.0,570600000.0,,,,2815300000.0,,,,,,98800000.0,,1108800000.0,,,,,,,33700000,,,32800000,87200000.0,,,,,,,,36800000.0,1477000000.0,,,31400000.0,,,70400000.0,,,,19200000.0,,12400000.0,-17500000.0,32800000,,,37900000.0,,265000000.0,161300000.0,-2200000.0,,-4800000.0,,23400000.0,32800000.0,,1918800000.0,172800000.0,,,,,87200000.0,,,,-4900000.0,,,,0.421141,,,,,76400000.0,,,,,,,,,,,,,,,,,,,
2010-06-30,,,,,,920200000.0,0.0,-9000000.0,3500000.0,,,,,,,,,,142500000.0,-202100000.0,,,,230400000.0,-93600000.0,37800000.0,,12400000.0,,400000.0,11400000.0,,11400000.0,771900000,,-30300000.0,,0.57,128200000,,,,91200000,,,,,78400000.0,,-71500000.0,,-1096100000.0,,,,,-12400000.0,,,,-1000000.0,100300000.0,-600000.0,74000000.0,,2334000000.0,-100000.0,,,,449800000.0,613700000.0,,2900000.0,,20000000.0,,,730100000.0,27000000.0,,,1237900000.0,,67300000.0,3900000.0,,,,,,,2170400000.0,304600000.0,736400000.0,,,79800000.0,595800000.0,,,,2784100000.0,,,,,,70000000.0,,1039700000.0,,,,,,,47000000,,,45100000,84900000.0,,,,,,,,36400000.0,1400900000.0,,,32800000.0,,,72300000.0,,,-100000.0,17800000.0,,11400000.0,-29900000.0,45100000,,,-10700000.0,,259900000.0,176100000.0,186100000.0,,500000.0,,23100000.0,30500000.0,,1850700000.0,178900000.0,,,,,84900000.0,,,,-5900000.0,,,,0.579108,,,,,76600000.0,,,,,,,,,,,,,,,,,,,
2010-09-30,,2354500000.0,225600000.0,56600000.0,37300000.0,1011300000.0,-400000.0,-23400000.0,-7200000.0,11800000.0,-564000000.0,4100000.0,,,,,-106200000.0,,151500000.0,-37600000.0,,,339900000.0,252300000.0,-92200000.0,90100000.0,2205900000.0,11400000.0,,400000.0,15900000.0,-9400000.0,15900000.0,806800000,,-45300000.0,,,150100000,5500000.0,8400000.0,16000000.0,116400000,,,-247300000.0,231600000.0,,,9100000.0,-24200000.0,-1104500000.0,230700000.0,339900000.0,2.899517,,0.0,3001400000.0,-51100000.0,400000.0,4500000.0,64300000.0,,96400000.0,,2354500000.0,,,75500000.0,,631200000.0,709000000.0,,-67300000.0,166400000.0,-11300000.0,,-1104500000.0,812600000.0,4000000.0,269500000.0,-22200000.0,1250000000.0,720100000.0,56600000.0,4100000.0,,,,,45100000.0,0.0,2205900000.0,333500000.0,748800000.0,,748800000.0,90700000.0,602600000.0,2914900000.0,,1897500000.0,2914900000.0,,225600000.0,812600000.0,2.85,333500000.0,19000000.0,-92200000.0,897300000.0,,2281300000.0,252300000.0,,,380200000.0,92400000,-126000000.0,,91400000,87800000.0,77806072.0,-30300000.0,,271100000.0,295400000.0,,15900000.0,36700000.0,1266300000.0,,897300000.0,37300000.0,90100000.0,-29000000.0,231600000.0,15900000.0,147400000.0,,17000000.0,1011300000.0,15900000.0,-68700000.0,91400000,23300000.0,64700000.0,19000000.0,,269500000.0,204200000.0,-179700000.0,90700000.0,-2700000.0,,23300000.0,32300000.0,,1897500000.0,166400000.0,1266300000.0,377300000.0,78200000.0,15300000.0,87800000.0,151500000.0,,15900000.0,-12800000.0,,,-4200000.0,,32300000.0,631200000.0,709000000.0,,,1250000000.0,518300000.0,,,,,,,,,,,,,,,,,
2010-12-31,,,,,,1068400000.0,500000.0,50200000.0,-16600000.0,,,,,,,,,,148600000.0,-82200000.0,,,,227300000.0,-82500000.0,71400000.0,,15900000.0,,400000.0,10000000.0,,10000000.0,761100000,,-28500000.0,,0.635,132000000,,,,95600000,,,,,78800000.0,,-81900000.0,,-1137900000.0,,,,,5400000.0,,,,-5900000.0,104300000.0,,78600000.0,,2389900000.0,,,,,587000000.0,653100000.0,,19800000.0,,-13000000.0,,,855100000.0,27300000.0,,,1252000000.0,,64100000.0,4000000.0,,,,800000.0,,,2205900000.0,284400000.0,750300000.0,,,60900000.0,582300000.0,,,,2859000000.0,,,,,,75800000.0,,822300000.0,,,,,,,51300000,,,50300000,83200000.0,,,,,,,,36700000.0,1190800000.0,,,29300000.0,,,234700000.0,,,,16700000.0,,10000000.0,-27600000.0,50300000,,,-25600000.0,,287300000.0,178800000.0,7300000.0,,-300000.0,,23100000.0,31900000.0,,1777800000.0,173300000.0,,,,,83200000.0,,,,-7800000.0,,,,0.651277,,,,,78768348.0,,,,,,,,,,,,,,,,,,,
2011-03-31,,,,,,1108300000.0,-100000.0,-44700000.0,7900000.0,,,,,,,,,,145600000.0,-91600000.0,,,,264000000.0,-73100000.0,88200000.0,,10000000.0,,400000.0,11900000.0,,11900000.0,792900000,,-30300000.0,,0.46,109200000,,,,78000000,,,,,78817348.0,,-56600000.0,,-1166500000.0,,,,,29600000.0,,,,1900000.0,89700000.0,,55800000.0,,2418900000.0,,,,,629300000.0,710600000.0,,,,-900000.0,,,878800000.0,17500000.0,,,1252400000.0,,50700000.0,5400000.0,,,,,,,2202800000.0,330100000.0,751800000.0,,,76800000.0,626600000.0,,,,2913400000.0,,,,,,59400000.0,,774800000.0,,,,,,,38300000,,,37000000,88300000.0,,,,,,,,37200000.0,1162600000.0,,,28800000.0,,,237800000.0,,,,16200000.0,,11900000.0,-31100000.0,37000000,,,36300000.0,,280400000.0,166300000.0,-10700000.0,,-6000000.0,,24400000.0,28600000.0,,1791900000.0,194900000.0,,,,,88300000.0,,,,-7900000.0,,,,0.460559,,,,,78817348.0,,,,,,,,,,,,,,,,,,,
2011-06-30,,,,,,3540300000.0,200000.0,-11300000.0,39300000.0,,,,,,,,,,833100000.0,-1891800000.0,,,,845900000.0,-62000000.0,231500000.0,,11900000.0,,700000.0,51600000.0,,51600000.0,1382100000,,-48700000.0,,-0.3,50300000,,,,67100000,,,,,142413718.0,,1236700000.0,,-1249000000.0,,,,,-119200000.0,,,,39700000.0,145700000.0,,-46000000.0,,6862600000.0,,,,,1549500000.0,2286200000.0,,,,70100000.0,,,837500000.0,-17600000.0,,,5613600000.0,,192200000.0,7200000.0,,,,,,,8478200000.0,1127900000.0,1853000000.0,,,269900000.0,1169700000.0,,,,10764400000.0,,,,,,97000000.0,,3241900000.0,,,,,,,-28400000,,,-30100000,145300000.0,,,,,,,,73500000.0,5665900000.0,,,139200000.0,,,241500000.0,,,-100000.0,22800000.0,,51600000.0,-1343100000.0,-30100000,,,8100000.0,,833700000.0,212400000.0,-74500000.0,,-94400000.0,,56700000.0,178500000.0,,7215400000.0,979600000.0,,,,,145300000.0,,,,-7900000.0,,,,-0.212058,,,,,142413718.0,,,,,,,,,,,,,,,,,,,
2011-09-30,,6845900000.0,141100000.0,174300000.0,153300000.0,3371600000.0,400000.0,-8600000.0,-31100000.0,15900000.0,-2530800000.0,25800000.0,,,,,-199400000.0,,799400000.0,-465200000.0,,,541200000.0,780700000.0,-299200000.0,186700000.0,8337100000.0,51600000.0,,700000.0,41700000.0,-146300000.0,41700000.0,2463500000,,-91900000.0,,0.585,291200000,-86900000.0,-500000.0,21400000.0,210000000,,,1051600000.0,143300000.0,143200000.0,,-46600000.0,,-1318700000.0,146000000.0,541200000.0,0.991231,,-28100000.0,5399600000.0,60000000.0,700000.0,-9900000.0,122000000.0,,127100000.0,,6845900000.0,,,88900000.0,,1318300000.0,2228900000.0,,51200000.0,827100000.0,-149600000.0,,-1318700000.0,907400000.0,42300000.0,849800000.0,-14400000.0,5527200000.0,991900000.0,174300000.0,4800000.0,,,,,-93400000.0,-1299100000.0,8337100000.0,1109600000.0,1839400000.0,,1839400000.0,220000000.0,2029100000.0,10566000000.0,,7187400000.0,10566000000.0,,141100000.0,907400000.0,0.991231,1109600000.0,30100000.0,-299200000.0,3302500000.0,-2000000.0,4407700000.0,780700000.0,,,450700000.0,84800000,-1491400000.0,,83900000,224400000.0,140935808.0,-37600000.0,,262300000.0,215500000.0,,41700000.0,130900000.0,5869100000.0,,3302500000.0,153300000.0,186700000.0,37300000.0,143300000.0,41700000.0,278300000.0,-700000.0,33200000.0,3371600000.0,41700000.0,-89600000.0,83900000,,69500000.0,-57600000.0,,849800000.0,434400000.0,-9000000.0,220000000.0,-45600000.0,,,171100000.0,,7187400000.0,827100000.0,5869100000.0,461700000.0,140935808.0,-38800000.0,224400000.0,799400000.0,25200000.0,41700000.0,-14000000.0,,,0.0,0.591759,171100000.0,1318300000.0,2228900000.0,,140935808.0,5527200000.0,582700000.0,,,,,,,,,,,,,,,,,
2011-12-31,,,,,,3452200000.0,700000.0,132200000.0,-69400000.0,,,,,,,,,,813400000.0,-103200000.0,,,,729300000.0,-288200000.0,202700000.0,,41700000.0,,700000.0,41000000.0,,41000000.0,2267700000,,-81600000.0,,0.53,289800000,,,,166300000,,,,,143400000.0,,13800000.0,,-1425900000.0,,,,,-2800000.0,,,,-700000.0,145100000.0,,124400000.0,,6954600000.0,-87500000.0,,,,1246500000.0,2203800000.0,,42900000.0,,-41900000.0,,,970000000.0,47600000.0,,,5528700000.0,,179400000.0,5300000.0,,,,2000000.0,,,8371500000.0,986300000.0,1862200000.0,,,176800000.0,1875500000.0,,,,10575300000.0,,,,,,63500000.0,,3315200000.0,,,,,,,76800000,,,76700000,225900000.0,,,,,,,,132700000.0,5869400000.0,,,153300000.0,,,161000000.0,,,,32700000.0,,41000000.0,-158300000.0,76300000,,,-56800000.0,,932700000.0,392200000.0,-1300000.0,,-9600000.0,,,167200000.0,,7115900000.0,881700000.0,,,,,225900000.0,,,,-14100000.0,,,,0.540813,,,,,141083932.0,,,,,,,,,,,,,,,,,,,
2012-03-31,,,,,,3490700000.0,400000.0,-58500000.0,12900000.0,,,,,,,,,,810300000.0,-1186000000.0,,,,760200000.0,-277400000.0,153300000.0,,41000000.0,,700000.0,34900000.0,,34900000.0,2282900000,,-120600000.0,,0.22,218100000,,,,131200000,,,,,143800000.0,,-102000000.0,,-1534000000.0,,,,,-42800000.0,,,,-6100000.0,192700000.0,,53300000.0,,7081900000.0,0.0,,,,1431600000.0,2205400000.0,,17900000.0,,16400000.0,,,982600000.0,20600000.0,,,5547900000.0,,200200000.0,6500000.0,,,,,,,8398300000.0,1054500000.0,1814700000.0,,,211200000.0,1922100000.0,,,,10603700000.0,,,,,,72100000.0,,3148400000.0,,,,,,,32700000,,,31900000,229600000.0,,,,,,,,132600000.0,5673000000.0,,,156600000.0,,,260000000.0,,,,32200000.0,,34900000.0,-99400000.0,31700000,,,30500000.0,,921600000.0,360800000.0,-10400000.0,,-46200000.0,,,225400000.0,,7104600000.0,896100000.0,,,,,229600000.0,,,,-14100000.0,,,,0.22428,,,,,141341398.0,,,,,,,,,,,,,,,,,,,
2012-06-30,,,,,,3546200000.0,500000.0,-9900000.0,65000000.0,,,,,,,,,,817900000.0,-174400000.0,,,,758500000.0,-280100000.0,104300000.0,,34900000.0,,700000.0,19500000.0,,19500000.0,2303200000,,-146100000.0,,0.405,248800000,,,,130200000,,,,,144600000.0,,-54400000.0,,-1632700000.0,,,,,-51300000.0,,,,-15400000.0,203600000.0,2100000.0,90600000.0,,7216700000.0,-33000000.0,,,,1443900000.0,2085800000.0,,29900000.0,,31800000.0,,,1026600000.0,31300000.0,,,5584000000.0,,219300000.0,9300000.0,,,,,,,8505300000.0,1065900000.0,1859100000.0,,,208400000.0,1943400000.0,,,,10591100000.0,,,,,,57500000.0,,3102600000.0,,,,,,,59300000,,,58200000,229600000.0,,,,,,,,131400000.0,5591900000.0,,,173700000.0,,,257700000.0,,,,26800000.0,,19500000.0,-163900000.0,58200000,,,-9400000.0,,855500000.0,359800000.0,1400000.0,,-13000000.0,,,244300000.0,,7035800000.0,907700000.0,,,,,229600000.0,,,,-14200000.0,,,,0.411263,,,,,141515230.0,,,,,,,,,,,,,,,,,,,
2012-09-30,,7363000000.0,248400000.0,226700000.0,173900000.0,3405700000.0,200000.0,-8300000.0,-1400000.0,41700000.0,-2563400000.0,-4500000.0,,,,,-469400000.0,,795100000.0,-1099800000.0,,,927500000.0,708900000.0,-500500000.0,174500000.0,8497300000.0,19500000.0,,700000.0,37200000.0,-96400000.0,37200000.0,2353800000,,-121100000.0,,0.57,286400000,-20800000.0,7100000.0,29200000.0,177500000,,,-118600000.0,261300000.0,144800000.0,,24000000.0,-125600000.0,-1751600000.0,252200000.0,927500000.0,1.752158,,-143100000.0,9207600000.0,123400000.0,700000.0,17700000.0,115300000.0,4800000.0,120800000.0,,7363000000.0,-5100000.0,,119700000.0,,1408300000.0,2189800000.0,,32700000.0,888800000.0,-22200000.0,,-1751600000.0,1094700000.0,37400000.0,861900000.0,55500000.0,5611400000.0,1532700000.0,226700000.0,8100000.0,,,,,-15900000.0,1800000.0,8497300000.0,1075600000.0,1865300000.0,,1865300000.0,211400000.0,1933900000.0,10687100000.0,,7269500000.0,10687100000.0,,249100000.0,1094700000.0,1.725,1075600000.0,-5800000.0,-500500000.0,3151200000.0,-1700000.0,7674900000.0,708900000.0,,,605200000.0,83400000,-544200000.0,,82300000,242400000.0,141768004.0,-56500000.0,,187300000.0,389100000.0,,37200000.0,137600000.0,5861200000.0,,3151200000.0,173900000.0,174500000.0,-305400000.0,261300000.0,37200000.0,534300000.0,,28000000.0,3405700000.0,37200000.0,-122600000.0,82200000,,136900000.0,-42100000.0,,861900000.0,419900000.0,-10500000.0,211400000.0,-28700000.0,,,225500000.0,,7269500000.0,888800000.0,5861200000.0,656700000.0,144200000.0,-77800000.0,242400000.0,795100000.0,,37200000.0,-14100000.0,,,5200000.0,0.579821,225500000.0,1408300000.0,2189800000.0,,141768004.0,5611400000.0,1043100000.0,,,,,,,,,,,,,,,,,
