,annualTaxProvision,quarterlyInvestingCashFlow,annualEndCashPosition,quarterlyEndCashPosition,annualCurrentDebt,quarterlyNetIncomeCommonStockholders,trailingCostOfRevenue,trailingTotalRevenue,annualOtherCurrentAssets,annualTotalRevenue,quarterlyBasicEPS,annualCostOfRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlyPurchaseOfInvestment,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,annualAccountsPayable,trailingOperatingIncome,annualNetOtherFinancingCharges,quarterlyEbitda,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,trailingTaxProvision,trailingEndCashPosition,quarterlyDepreciationAndAmortization,annualInvestmentsAndAdvances,annualTotalLiabilitiesNetMinorityInterest,quarterlyDeferredIncomeTax,quarterlyTotalLiabilitiesNetMinorityInterest,annualAccumulatedDepreciation,quarterlyChangeInWorkingCapital,annualFreeCashFlow,annualOtherNonCurrentAssets,trailingNetIncomeContinuousOperations,annualChangeInWorkingCapital,trailingSellingGeneralAndAdministration,annualOperatingExpense,annualGainsLossesNotAffectingRetainedEarnings,quarterlyFreeCashFlow,quarterlyRetainedEarnings,annualRepurchaseOfCapitalStock,trailingOperatingExpense,annualNetOtherInvestingChanges,annualNetIncomeContinuousOperations,annualCashAndCashEquivalents,quarterlyOperatingIncome,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyIncomeTaxPayable,trailingFreeCashFlow,quarterlyTotalRevenue,quarterlyOtherCurrentAssets,quarterlyDilutedAverageShares,annualNetIncome,annualTotalAssets,annualLongTermDebt,annualBeginningCashPosition,annualCashDividendsPaid,annualBasicEPS,quarterlyLongTermDebt,annualAccountsReceivable,annualCurrentAssets,quarterlyCostOfRevenue,trailingNetOtherInvestingChanges,quarterlyOtherNonCurrentLiabilities,annualNetIncomeCommonStockholders,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,annualSaleOfInvestment,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingRepurchaseOfCapitalStock,annualCommonStockIssuance,annualSellingGeneralAndAdministration,annualStockholdersEquity,annualOtherNonCashItems,quarterlyOperatingExpense,quarterlyInvestmentsAndAdvances,quarterlyGrossProfit,annualDepreciationAndAmortization,trailingNetIncomeCommonStockholders,quarterlyNetOtherInvestingChanges,annualRetainedEarnings,annualCurrentAccruedExpenses,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,quarterlyNetIncomeContinuousOperations,trailingSaleOfInvestment,quarterlyGoodwill,trailingCommonStockIssuance,annualCashFlowFromContinuingFinancingActivities,annualInventory,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,annualStockBasedCompensation,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyNetPPE,annualCapitalStock,quarterlyTaxProvision,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,trailingOtherIncomeExpense,annualOperatingCashFlow,quarterlyCommonStockIssuance,trailingDepreciationAndAmortization,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,annualNetPPE,quarterlyCashAndCashEquivalents,annualCurrentLiabilities,annualTotalNonCurrentAssets,annualGrossProfit,annualOtherIntangibleAssets,quarterlyInterestExpense,trailingCashFlowFromContinuingFinancingActivities,annualDilutedAverageShares,annualNonCurrentDeferredTaxesLiabilities,annualIncomeTaxPayable,trailingPurchaseOfBusiness,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,quarterlyOtherNonCurrentAssets,quarterlyPretaxIncome,annualEbitda,annualOtherNonCurrentLiabilities,quarterlyNetOtherFinancingCharges,annualDilutedEPS,trailingOtherNonCashItems,annualPurchaseOfBusiness,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,annualBasicAverageShares,quarterlyCashFlowFromContinuingFinancingActivities,annualChangeInInventory,quarterlyDilutedEPS,annualCashCashEquivalentsAndMarketableSecurities,trailingPretaxIncome,trailingCashDividendsPaid,trailingInterestExpense,trailingBeginningCashPosition,trailingNetIncome,annualPretaxIncome,annualGoodwill,annualInterestExpense,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyOtherCurrentLiabilities,annualChangesInAccountReceivables,annualPurchaseOfInvestment,trailingPurchaseOfInvestment,trailingCapitalExpenditure,quarterlyOtherShortTermInvestments,trailingChangeInCashSupplementalAsReported,annualGrossPPE,trailingInvestingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,annualDeferredIncomeTax,quarterlySaleOfInvestment,quarterlyAccountsPayable,quarterlyCapitalStock,annualRepaymentOfDebt,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBasicAverageShares,trailingChangeInWorkingCapital,quarterlyBeginningCashPosition,annualOperatingIncome,annualOtherIncomeExpense,trailingRepaymentOfDebt,trailingDeferredIncomeTax,annualCapitalExpenditure,trailingGrossProfit,annualChangeInCashSupplementalAsReported,annualOtherCurrentLiabilities,trailingStockBasedCompensation,trailingNetOtherFinancingCharges,annualInvestingCashFlow,trailingBasicAverageShares,quarterlyChangesInAccountReceivables,annualResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredRevenue,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,annualCurrentDeferredRevenue,trailingChangesInAccountReceivables,trailingChangeInInventory,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,trailingResearchAndDevelopment,trailingDilutedAverageShares
915062400,1665000000.0,-1037000000.0,1648000000.0,1648000000.0,4462000000.0,597000000.0,,,2017000000.0,18813000000.0,,4917000000.0,2102000000.0,,-245000000.0,,,3141000000.0,,0.0,1111000000.0,-391000000.0,159000000.0,,,174000000.0,,10742000000.0,-63000000.0,10742000000.0,-2016000000.0,78000000.0,2570000000.0,8549000000.0,,-550000000.0,,8929000000.0,,578000000.0,19922000000.0,-1563000000.0,,-350000000.0,3533000000.0,1648000000.0,937000000.0,8640000000.0,5685000000.0,6380000000.0,,,4458000000.0,2017000000.0,,3533000000.0,19145000000.0,687000000.0,1737000000.0,-1480000000.0,0.715,687000000.0,,6380000000.0,1125000000.0,,991000000.0,3533000000.0,,,1036000000.0,2102000000.0,,302000000.0,8284000000.0,8403000000.0,,2396000000.0,,3333000000.0,645000000.0,,-313000000.0,19922000000.0,,597000000.0,2222000000.0,8403000000.0,597000000.0,,,,-1333000000.0,890000000.0,,-2016000000.0,,424000000.0,890000000.0,3669000000.0,,268000000.0,-52000000.0,,,3433000000.0,106000000.0,,1807000000.0,4462000000.0,3669000000.0,1648000000.0,8640000000.0,12765000000.0,13896000000.0,547000000.0,68000000.0,,4992000000.0,424000000.0,,,,547000000.0,8549000000.0,865000000.0,5612000000.0,991000000.0,0.0,0.71,,,829000000.0,-251000000.0,4934000000.0,104000000.0,-12000000.0,,1807000000.0,,,,,,5198000000.0,,277000000.0,19145000000.0,12765000000.0,1037000000.0,,-610000000.0,,,159000000.0,,5685000000.0,,-104000000.0,-98000000.0,-38000000.0,174000000.0,3141000000.0,,,,,,1746000000.0,4967000000.0,289000000.0,,,-863000000.0,,-89000000.0,1037000000.0,,,-2161000000.0,,,,,,,,,,,,,,,,,
922838400,,-512000000.0,,1593000000.0,,747000000.0,,,,,0.15,,,,-85000000.0,,,,,,1329000000.0,-338000000.0,,,,185000000.0,,,-15000000.0,10994000000.0,,-806000000.0,,,,,,,,109000000.0,20274000000.0,,,,,,1144000000.0,8833000000.0,6228000000.0,6252000000.0,,,4428000000.0,1966000000.0,4974000000.0,,,,,,,694000000.0,,,1146000000.0,,912000000.0,,,,,2161000000.0,,,,,,2138000000.0,,3282000000.0,,,-11000000.0,,,747000000.0,1953000000.0,8488000000.0,747000000.0,,,,,,,-2091000000.0,,555000000.0,931000000.0,4137000000.0,,335000000.0,-49000000.0,,,,48000000.0,,1754000000.0,4959000000.0,,1593000000.0,,,,,77000000.0,,,,,,,762000000.0,8331000000.0,1082000000.0,,,0.0,,,,337000000.0,-228000000.0,,225000000.0,,0.15,,,,,,,,,,19482000000.0,13230000000.0,942000000.0,,,,,161000000.0,,,,-5000000.0,-55000000.0,,35000000.0,2932000000.0,,,,4932000000.0,,1648000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930700800,,-954000000.0,,2213000000.0,,942000000.0,,,,,0.19,,,,-106000000.0,,,,,,1605000000.0,-414000000.0,,,,215000000.0,,,-30000000.0,12144000000.0,,169000000.0,,,,,,,,1110000000.0,20822000000.0,,,,,,1390000000.0,9542000000.0,6439000000.0,7124000000.0,,,5379000000.0,1910000000.0,4976000000.0,,,,,,,1104000000.0,,,1421000000.0,,932000000.0,,,1913000000.0,,2602000000.0,,,,,,2568000000.0,,3958000000.0,,,-49000000.0,,,942000000.0,2353000000.0,9073000000.0,942000000.0,,,,,,,-2163000000.0,,566000000.0,937000000.0,4276000000.0,,424000000.0,-10000000.0,,,,48000000.0,,2364000000.0,5103000000.0,,2213000000.0,,,,,78000000.0,,,,,,,802000000.0,9015000000.0,1366000000.0,,,0.0,,,,1414000000.0,-304000000.0,,185000000.0,,0.19,,,,,,,,,,21217000000.0,14093000000.0,1211000000.0,,,,,151000000.0,,,,-4000000.0,620000000.0,,15000000.0,3228000000.0,866000000.0,,-1913000000.0,4936000000.0,,1593000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938649600,,-1475000000.0,,1502000000.0,,787000000.0,,,,,0.16,,,,-175000000.0,,,,,,1308000000.0,-388000000.0,,,,209000000.0,,,64000000.0,12278000000.0,,167000000.0,,,,,,,,889000000.0,21214000000.0,,,,,,1099000000.0,9686000000.0,6691000000.0,6124000000.0,,,5195000000.0,1734000000.0,4970000000.0,,,,,,,1108000000.0,,,1497000000.0,,881000000.0,,,1871000000.0,,2592000000.0,,,,,,2599000000.0,,3698000000.0,,,-63000000.0,,,787000000.0,2390000000.0,9468000000.0,787000000.0,,,,,,,-2252000000.0,,603000000.0,882000000.0,4439000000.0,,354000000.0,69000000.0,,,,24000000.0,,1637000000.0,5218000000.0,,1502000000.0,,,,,89000000.0,,,,,,,1992000000.0,9191000000.0,1141000000.0,,,0.0,,,,1145000000.0,-256000000.0,,-350000000.0,,0.16,,,,,,,,,,21746000000.0,15622000000.0,947000000.0,,,,,135000000.0,,,,0.0,-711000000.0,,36000000.0,3521000000.0,866000000.0,,-1935000000.0,4938000000.0,,2213000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946598400,1388000000.0,-480000000.0,1611000000.0,1611000000.0,5373000000.0,-45000000.0,,,1794000000.0,19805000000.0,,5217000000.0,2254000000.0,,-152000000.0,,,3714000000.0,,0.0,532000000.0,-440000000.0,201000000.0,,,183000000.0,,12110000000.0,78000000.0,12110000000.0,-2204000000.0,-87000000.0,2814000000.0,8916000000.0,,-557000000.0,,10606000000.0,-1551000000.0,706000000.0,20773000000.0,-15000000.0,,-179000000.0,2431000000.0,1611000000.0,349000000.0,9856000000.0,6471000000.0,6480000000.0,,,4803000000.0,1794000000.0,,2431000000.0,21623000000.0,854000000.0,1648000000.0,-1580000000.0,0.49,854000000.0,1798000000.0,6480000000.0,1153000000.0,,902000000.0,2431000000.0,,1798000000.0,176000000.0,2254000000.0,,168000000.0,9814000000.0,9513000000.0,,3301000000.0,,3650000000.0,792000000.0,,-56000000.0,20773000000.0,,-45000000.0,3118000000.0,9513000000.0,-45000000.0,,,,-471000000.0,1076000000.0,,-2204000000.0,,498000000.0,1076000000.0,4267000000.0,867000000.0,275000000.0,-96000000.0,,,3883000000.0,48000000.0,,1812000000.0,5373000000.0,4267000000.0,1611000000.0,9856000000.0,15143000000.0,14588000000.0,1960000000.0,93000000.0,,4974000000.0,498000000.0,,,,1960000000.0,8916000000.0,230000000.0,4774000000.0,902000000.0,0.0,0.49,,,987000000.0,-281000000.0,4938000000.0,-531000000.0,-163000000.0,,1812000000.0,,,,,,3819000000.0,,337000000.0,21623000000.0,15143000000.0,769000000.0,,-518000000.0,,,201000000.0,,6471000000.0,,-6000000.0,109000000.0,97000000.0,90000000.0,3714000000.0,867000000.0,,-1551000000.0,,,1502000000.0,3982000000.0,-86000000.0,,,-1069000000.0,,-37000000.0,769000000.0,,,-3421000000.0,,,,,,,,,,,,,,,,,
954460800,,-395000000.0,,2454000000.0,,-58000000.0,,,,,-0.01,,,,-137000000.0,,,,,,457000000.0,,,,,217000000.0,,,-54000000.0,13321000000.0,,-701000000.0,,,,,,,,-58000000.0,20295000000.0,,,,,,240000000.0,11127000000.0,6609000000.0,7425000000.0,,,4391000000.0,2023000000.0,4944000000.0,,,,,,,853000000.0,,,1181000000.0,,850000000.0,,,1495000000.0,,2194000000.0,,,,,,2970000000.0,,3210000000.0,,,15000000.0,,,-58000000.0,2753000000.0,8902000000.0,-58000000.0,,,,,,,-2347000000.0,,491000000.0,1223000000.0,4262000000.0,,155000000.0,-111000000.0,,,,84000000.0,,2684000000.0,6512000000.0,,2454000000.0,,,,,99000000.0,,,,,,,1959000000.0,8577000000.0,97000000.0,,,0.0,,,,169000000.0,-227000000.0,,1074000000.0,,-0.01,,,,,,,,,,22223000000.0,14798000000.0,723000000.0,,,,,230000000.0,,,,-108000000.0,843000000.0,,24000000.0,3892000000.0,868000000.0,,-1680000000.0,4944000000.0,,1611000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962323200,,-524000000.0,,2843000000.0,,926000000.0,,,,,0.185,,,,-117000000.0,,,,,,1511000000.0,,,,,226000000.0,,,-21000000.0,14074000000.0,,-115000000.0,,,,,,,,870000000.0,20799000000.0,,,,,,1285000000.0,11837000000.0,6697000000.0,8110000000.0,,,5621000000.0,2095000000.0,4960000000.0,,,,,,,852000000.0,,,1451000000.0,,884000000.0,,,1752000000.0,,2237000000.0,,,,,,2885000000.0,,4170000000.0,,,-19000000.0,,,926000000.0,2659000000.0,9184000000.0,926000000.0,,,,,,,-2415000000.0,,501000000.0,1194000000.0,4282000000.0,,416000000.0,78000000.0,,,,66000000.0,,3069000000.0,6750000000.0,,2843000000.0,,,,,119000000.0,,,,,,,1953000000.0,8913000000.0,1342000000.0,,,-420000000.0,,,,1062000000.0,-192000000.0,,-119000000.0,,0.185,,,,,,,,,,23258000000.0,15148000000.0,758000000.0,,,,,226000000.0,,,,-15000000.0,389000000.0,,6000000.0,4329000000.0,868000000.0,,-1965000000.0,4950000000.0,,2454000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970272000,,-17000000.0,,2945000000.0,,1067000000.0,,,,,0.215,,,,-17000000.0,,,,,,1456000000.0,-421000000.0,,,,129000000.0,,,32000000.0,13293000000.0,,216000000.0,,,,,,,,1196000000.0,21446000000.0,,,,,,1327000000.0,11091000000.0,6784000000.0,7999000000.0,,,5543000000.0,1990000000.0,4978000000.0,,,,,,,851000000.0,,,1607000000.0,,895000000.0,,,1802000000.0,,2202000000.0,,,,,,2609000000.0,,3936000000.0,,,66000000.0,,,1067000000.0,2480000000.0,9848000000.0,1067000000.0,,,,,,,-2504000000.0,,456000000.0,1101000000.0,4280000000.0,,416000000.0,184000000.0,,,,93000000.0,,3106000000.0,5899000000.0,,2945000000.0,,,,,120000000.0,,,,,,,1953000000.0,8909000000.0,1483000000.0,,,0.0,,,,1348000000.0,-152000000.0,,-1178000000.0,,0.215,,,,,,,,,,23141000000.0,15142000000.0,672000000.0,,,,,161000000.0,,,,-7000000.0,102000000.0,,81000000.0,4520000000.0,869000000.0,,-2059000000.0,4956000000.0,,2843000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978220800,1222000000.0,-229000000.0,1819000000.0,1819000000.0,4816000000.0,242000000.0,,,1905000000.0,20458000000.0,,6204000000.0,2197000000.0,,-237000000.0,,,3905000000.0,,0.0,1040000000.0,-844000000.0,73000000.0,,,201000000.0,,11518000000.0,46000000.0,11518000000.0,-2446000000.0,-252000000.0,2852000000.0,8129000000.0,,-852000000.0,,10563000000.0,-2722000000.0,844000000.0,21265000000.0,-133000000.0,,138000000.0,2177000000.0,1819000000.0,839000000.0,9321000000.0,6614000000.0,6620000000.0,,,4903000000.0,1905000000.0,,2177000000.0,20834000000.0,835000000.0,1611000000.0,-1685000000.0,0.44,835000000.0,1757000000.0,6620000000.0,1965000000.0,,1004000000.0,2177000000.0,,1757000000.0,290000000.0,2197000000.0,,331000000.0,10563000000.0,9316000000.0,,2099000000.0,,2938000000.0,773000000.0,,76000000.0,21265000000.0,,242000000.0,2671000000.0,9316000000.0,242000000.0,,,,-2072000000.0,1066000000.0,,-2446000000.0,,358000000.0,1066000000.0,4168000000.0,870000000.0,235000000.0,-341000000.0,,,3585000000.0,88000000.0,,1892000000.0,4816000000.0,4168000000.0,1819000000.0,9321000000.0,14214000000.0,14254000000.0,1917000000.0,109000000.0,,4974000000.0,358000000.0,,,,1917000000.0,8129000000.0,477000000.0,4464000000.0,1004000000.0,0.0,0.44,,,1006000000.0,-162000000.0,4954000000.0,-1849000000.0,-2000000.0,,1892000000.0,,,,,,3399000000.0,,447000000.0,20834000000.0,14214000000.0,600000000.0,,-508000000.0,,,73000000.0,,6614000000.0,,-3000000.0,-1126000000.0,3000000.0,179000000.0,3905000000.0,870000000.0,,-2722000000.0,,,2945000000.0,3691000000.0,-190000000.0,,,-733000000.0,,208000000.0,600000000.0,,,-1165000000.0,,,,,,,,,,,,,,,,,
985996800,,-399000000.0,,2616000000.0,,863000000.0,,,,,0.175,,,,-184000000.0,,,,,,1466000000.0,,,,,186000000.0,,,-46000000.0,12248000000.0,,-332000000.0,,,,,,,,580000000.0,21679000000.0,,,,,,1280000000.0,9491000000.0,6707000000.0,7763000000.0,,,4479000000.0,0.0,4980000000.0,,,,,,,1359000000.0,,,1345000000.0,,1006000000.0,,768000000.0,1749000000.0,,2757000000.0,,,,,,1854000000.0,,3134000000.0,,,106000000.0,,,863000000.0,1854000000.0,10000000000.0,873000000.0,,,,,,,-2517000000.0,,392000000.0,1120000000.0,4190000000.0,,374000000.0,-23000000.0,,,,85000000.0,,2678000000.0,4745000000.0,,2616000000.0,,,,,91000000.0,,,,,,,1914000000.0,8381000000.0,1247000000.0,,,0.0,,,,717000000.0,-137000000.0,,471000000.0,,0.175,,,,,,,,,,22248000000.0,14485000000.0,0.0,,,,,62000000.0,,,,-67000000.0,797000000.0,,16000000.0,3978000000.0,871000000.0,,-2456000000.0,4972000000.0,,1819000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993859200,,-196000000.0,,2599000000.0,,1118000000.0,,,,,0.225,,,,-156000000.0,,,,,,1712000000.0,,,,,199000000.0,,,-38000000.0,11980000000.0,,99000000.0,,,,,,,,1202000000.0,22351000000.0,,,,,,1513000000.0,9170000000.0,6683000000.0,8044000000.0,,,5293000000.0,0.0,4976000000.0,,,,,,,1356000000.0,,,1579000000.0,,1015000000.0,,1027000000.0,1857000000.0,,2810000000.0,,,,,,2201000000.0,,3714000000.0,,,-2000000.0,,,1118000000.0,2201000000.0,10407000000.0,1118000000.0,,,,,,,-2542000000.0,,439000000.0,1196000000.0,4141000000.0,,479000000.0,83000000.0,,,,40000000.0,,2666000000.0,4092000000.0,,2599000000.0,,,,,77000000.0,,,,,,,2074000000.0,8128000000.0,1597000000.0,,,-448000000.0,,,,1378000000.0,-176000000.0,,-1142000000.0,,0.225,,,,,,,,,,22387000000.0,14343000000.0,0.0,,,,,67000000.0,,,,-65000000.0,-17000000.0,,124000000.0,4051000000.0,872000000.0,,-2719000000.0,4976000000.0,,2616000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001808000,,-245000000.0,,2495000000.0,,1074000000.0,,,,,0.215,,,,-25000000.0,,,,,,1497000000.0,-449000000.0,,,,186000000.0,,,39000000.0,11581000000.0,,-85000000.0,,,,,,,,743000000.0,22976000000.0,,,,,,1311000000.0,8768000000.0,7214000000.0,7665000000.0,,,5397000000.0,0.0,4976000000.0,,,,,,,1399000000.0,,,1692000000.0,,1043000000.0,,825000000.0,1807000000.0,,2813000000.0,,,,,,2394000000.0,,3705000000.0,,,8000000.0,,,1074000000.0,2394000000.0,11084000000.0,1074000000.0,,,,,,,-2724000000.0,,371000000.0,1140000000.0,4490000000.0,,460000000.0,221000000.0,,,,30000000.0,,2567000000.0,3881000000.0,,2495000000.0,,,,,66000000.0,,,,,,,2223000000.0,8287000000.0,1534000000.0,,,0.0,,,,958000000.0,-215000000.0,,-855000000.0,,0.215,,,,,,,,,,22665000000.0,15000000000.0,0.0,,,,,72000000.0,,,,-87000000.0,-104000000.0,,39000000.0,4062000000.0,873000000.0,,-2626000000.0,4976000000.0,,2599000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009756800,1691000000.0,-348000000.0,1866000000.0,1866000000.0,3899000000.0,914000000.0,,,0.0,20092000000.0,,6044000000.0,2622000000.0,,-91000000.0,,,3679000000.0,,0.0,1480000000.0,-894000000.0,68000000.0,,,232000000.0,,11051000000.0,101000000.0,11051000000.0,-2652000000.0,-144000000.0,3341000000.0,8214000000.0,,-462000000.0,,8696000000.0,-2788000000.0,816000000.0,23443000000.0,-277000000.0,,142000000.0,3979000000.0,1866000000.0,1248000000.0,8429000000.0,7105000000.0,7171000000.0,,,4923000000.0,0.0,,3969000000.0,22417000000.0,1219000000.0,1819000000.0,-1791000000.0,0.8,1219000000.0,1882000000.0,7171000000.0,1428000000.0,,961000000.0,3969000000.0,851000000.0,1882000000.0,455000000.0,2622000000.0,,164000000.0,8696000000.0,11366000000.0,,2247000000.0,,3495000000.0,803000000.0,,30000000.0,23443000000.0,851000000.0,914000000.0,2247000000.0,11366000000.0,914000000.0,,,,-2830000000.0,1055000000.0,,-2652000000.0,,442000000.0,1055000000.0,4453000000.0,873000000.0,378000000.0,1000000.0,,,4110000000.0,9000000.0,,1934000000.0,3899000000.0,4453000000.0,1866000000.0,8429000000.0,15246000000.0,14048000000.0,2579000000.0,55000000.0,,4974000000.0,442000000.0,,,,2579000000.0,8214000000.0,1292000000.0,6155000000.0,961000000.0,0.0,0.8,,,1057000000.0,-241000000.0,4974000000.0,-1304000000.0,-17000000.0,,1934000000.0,,,,,,5670000000.0,,289000000.0,22417000000.0,15246000000.0,0.0,,-456000000.0,,,68000000.0,,7105000000.0,,-58000000.0,-629000000.0,56000000.0,276000000.0,3679000000.0,873000000.0,,-2788000000.0,,,2495000000.0,5352000000.0,282000000.0,,,-769000000.0,,47000000.0,0.0,,,-1188000000.0,,,,,,,,,,,,,,,,,
1017532800,,-329000000.0,,2268000000.0,,-125000000.0,,,,,-0.025,,,,-58000000.0,,,,,,1448000000.0,,,,,195000000.0,,,-35000000.0,13161000000.0,,-126000000.0,,,,,,,,786000000.0,22821000000.0,,,,,,1253000000.0,8397000000.0,7988000000.0,7749000000.0,,,4079000000.0,0.0,4970000000.0,,,,,,,2478000000.0,,,1394000000.0,,1624000000.0,,998000000.0,1981000000.0,,4764000000.0,,,,,,1432000000.0,,2685000000.0,,,23000000.0,,,-125000000.0,1432000000.0,10528000000.0,801000000.0,,,,,,,-2730000000.0,,662000000.0,1254000000.0,5258000000.0,,350000000.0,-114000000.0,,,,30000000.0,,2397000000.0,3400000000.0,,2268000000.0,,,,,46000000.0,,,,,,,3258000000.0,7424000000.0,1151000000.0,,,0.0,,,,961000000.0,-175000000.0,,-219000000.0,,-0.025,,,,,,,,,,23689000000.0,15940000000.0,0.0,,,,,129000000.0,,,,-183000000.0,402000000.0,,74000000.0,3999000000.0,873000000.0,,-2871000000.0,4970000000.0,,1866000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025395200,,-257000000.0,,2671000000.0,,1290000000.0,,,,,0.26,,,,-4000000.0,,,,,,1855000000.0,,,,,203000000.0,,,-110000000.0,13936000000.0,,-130000000.0,,,,,,,,996000000.0,23614000000.0,,,,,,1652000000.0,8863000000.0,8348000000.0,8550000000.0,,,5368000000.0,0.0,4976000000.0,,,,,,,2774000000.0,,,1927000000.0,,1759000000.0,,1208000000.0,2334000000.0,,5073000000.0,,,,,,1789000000.0,,3441000000.0,,,13000000.0,,,1290000000.0,1789000000.0,11351000000.0,1290000000.0,,,,,,,-2882000000.0,,540000000.0,1385000000.0,5466000000.0,,477000000.0,121000000.0,,,,55000000.0,,2836000000.0,3170000000.0,,2671000000.0,,,,,58000000.0,,,,,,,3429000000.0,7842000000.0,1767000000.0,,,-497000000.0,,,,1195000000.0,-199000000.0,,-577000000.0,,0.26,,,,,,,,,,25287000000.0,16737000000.0,0.0,,,,,165000000.0,,,,-118000000.0,403000000.0,,-28000000.0,4485000000.0,874000000.0,,-2792000000.0,4962000000.0,,2268000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033344000,,-145000000.0,,2647000000.0,,1161000000.0,,,,,0.235,,,,-53000000.0,,,,,,1746000000.0,-497000000.0,,,,201000000.0,,,89000000.0,13688000000.0,,-136000000.0,,,,,,,,1041000000.0,24279000000.0,,,,,,1545000000.0,8111000000.0,8690000000.0,8248000000.0,,,5322000000.0,0.0,4964000000.0,,,,,,,2835000000.0,,,2083000000.0,,2199000000.0,,1077000000.0,2183000000.0,,5577000000.0,,,,,,1694000000.0,,3239000000.0,,,13000000.0,,,1161000000.0,1694000000.0,11612000000.0,1161000000.0,,,,,,,-3003000000.0,,543000000.0,1287000000.0,5687000000.0,,429000000.0,51000000.0,,,,12000000.0,,2793000000.0,2723000000.0,,2647000000.0,,,,,52000000.0,,,,,,,3524000000.0,7841000000.0,1590000000.0,,,0.0,,,,1249000000.0,-208000000.0,,-1116000000.0,,0.235,,,,,,,,,,25300000000.0,17052000000.0,0.0,,,,,146000000.0,,,,-177000000.0,-24000000.0,,231000000.0,4311000000.0,874000000.0,,-3020000000.0,4958000000.0,,2671000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041292800,1523000000.0,-456000000.0,2126000000.0,2126000000.0,2655000000.0,724000000.0,,,0.0,19564000000.0,,7105000000.0,5360000000.0,,-41000000.0,,,3692000000.0,,0.0,1215000000.0,-993000000.0,219000000.0,,,207000000.0,,12701000000.0,96000000.0,12701000000.0,-3090000000.0,-15000000.0,3891000000.0,7685000000.0,,-407000000.0,,7001000000.0,-3047000000.0,1068000000.0,24506000000.0,-691000000.0,,52000000.0,3976000000.0,2126000000.0,1008000000.0,7341000000.0,9001000000.0,7352000000.0,,,4795000000.0,0.0,,3050000000.0,24501000000.0,2701000000.0,1866000000.0,-1987000000.0,0.615,2701000000.0,2097000000.0,7352000000.0,1701000000.0,,2260000000.0,3050000000.0,994000000.0,2097000000.0,243000000.0,5360000000.0,,107000000.0,7001000000.0,11800000000.0,,2086000000.0,,3094000000.0,806000000.0,,3000000.0,24506000000.0,994000000.0,724000000.0,2086000000.0,11800000000.0,724000000.0,,,,-3327000000.0,1294000000.0,,-3090000000.0,,399000000.0,1294000000.0,5911000000.0,873000000.0,267000000.0,-27000000.0,,,4742000000.0,10000000.0,,2345000000.0,2655000000.0,5911000000.0,2126000000.0,7341000000.0,17149000000.0,12459000000.0,3553000000.0,43000000.0,,4966000000.0,399000000.0,,,,3553000000.0,7685000000.0,991000000.0,6264000000.0,2260000000.0,0.0,0.615,,,1337000000.0,-269000000.0,4956000000.0,-1415000000.0,-49000000.0,,2345000000.0,,,,,,5499000000.0,,199000000.0,24501000000.0,17149000000.0,0.0,,-156000000.0,,,219000000.0,,9001000000.0,,-213000000.0,-521000000.0,40000000.0,-34000000.0,3692000000.0,873000000.0,,-3047000000.0,,,2647000000.0,5458000000.0,31000000.0,,,-851000000.0,,260000000.0,0.0,,,-1187000000.0,,,,,,,,,,,,,,,,,
