,trailingChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingNetOtherInvestingChanges,quarterlyRetainedEarnings,quarterlyFreeCashFlow,annualChangeInWorkingCapital,annualOperatingIncome,annualGainsLossesNotAffectingRetainedEarnings,annualNetOtherInvestingChanges,quarterlyCurrentLiabilities,annualBasicEPS,trailingNetIncome,annualRetainedEarnings,annualTotalAssets,quarterlySellingGeneralAndAdministration,quarterlyCurrentAssets,trailingPretaxIncome,annualTotalLiabilitiesNetMinorityInterest,quarterlyDilutedAverageShares,quarterlyGoodwill,trailingFreeCashFlow,annualPretaxIncome,annualNetIncome,quarterlyNetIncomeCommonStockholders,annualNonCurrentDeferredRevenue,annualCashDividendsPaid,quarterlyTotalAssets,quarterlyOtherNonCurrentLiabilities,annualEndCashPosition,annualCurrentDebt,annualOtherCurrentAssets,trailingTotalRevenue,annualLongTermDebt,annualCurrentDeferredRevenue,annualCostOfRevenue,quarterlyBasicEPS,quarterlyPurchaseOfInvestment,quarterlyTotalNonCurrentAssets,trailingOperatingIncome,trailingInvestingCashFlow,annualAccountsPayable,trailingTaxProvision,annualFreeCashFlow,annualIncomeTaxPayable,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherFinancingCharges,annualStockholdersEquity,annualInvestmentsAndAdvances,quarterlyChangeInAccountPayable,trailingRepurchaseOfCapitalStock,quarterlyBasicAverageShares,quarterlyGrossProfit,annualOtherNonCashItems,annualRepurchaseOfCapitalStock,quarterlyInvestmentsAndAdvances,quarterlyNetIncomeContinuousOperations,annualDilutedEPS,quarterlyNetIncome,annualCashAndCashEquivalents,annualCurrentAccruedExpenses,annualTaxProvision,annualDepreciationAndAmortization,quarterlyChangeInInventory,quarterlyLongTermDebt,trailingChangeInAccountPayable,quarterlyInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,annualCurrentAssets,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,annualAccountsReceivable,annualNetIncomeCommonStockholders,quarterlyCurrentAccruedExpenses,quarterlyOperatingExpense,annualChangeInAccountPayable,annualNetPPE,quarterlyCashDividendsPaid,quarterlyCostOfRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOperatingCashFlow,annualOtherNonCurrentAssets,annualCurrentLiabilities,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualCommonStockIssuance,annualSaleOfInvestment,quarterlyAccountsReceivable,annualOtherIntangibleAssets,quarterlyCapitalStock,annualRepaymentOfDebt,annualOtherNonCurrentLiabilities,quarterlyPretaxIncome,annualEbitda,quarterlyBeginningCashPosition,quarterlyDilutedEPS,trailingRepaymentOfDebt,trailingGrossProfit,annualOtherCurrentLiabilities,annualChangeInCashSupplementalAsReported,quarterlyPurchaseOfBusiness,trailingNetIncomeCommonStockholders,annualCashCashEquivalentsAndMarketableSecurities,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,annualDilutedAverageShares,quarterlyAccumulatedDepreciation,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingCapitalExpenditure,annualBeginningCashPosition,trailingChangeInCashSupplementalAsReported,quarterlySaleOfInvestment,annualOtherIncomeExpense,quarterlyChangesInAccountReceivables,trailingOtherIncomeExpense,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,annualTotalNonCurrentAssets,annualGrossPPE,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherIntangibleAssets,quarterlyInterestExpense,trailingDepreciationAndAmortization,annualSellingGeneralAndAdministration,quarterlyNonCurrentDeferredRevenue,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,annualNonCurrentDeferredTaxesLiabilities,trailingPurchaseOfBusiness,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyChangeInWorkingCapital,annualNetIncomeContinuousOperations,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOperatingExpense,quarterlyCommonStockIssuance,trailingOtherNonCashItems,annualPurchaseOfBusiness,trailingOperatingExpense,trailingNetIncomeContinuousOperations,trailingNetOtherFinancingCharges,quarterlyIncomeTaxPayable,annualCapitalExpenditure,trailingStockBasedCompensation,annualInvestingCashFlow,quarterlyOperatingCashFlow,trailingSellingGeneralAndAdministration,trailingDeferredIncomeTax,quarterlyCapitalExpenditure,quarterlyOperatingIncome,annualChangeInInventory,annualCashFlowFromContinuingFinancingActivities,quarterlyGrossPPE,quarterlyTotalRevenue,trailingBeginningCashPosition,trailingChangesInAccountReceivables,annualBasicAverageShares,annualChangesInAccountReceivables,trailingCashDividendsPaid,trailingCostOfRevenue,annualInterestExpense,annualPurchaseOfInvestment,quarterlyOtherCurrentLiabilities,annualCapitalStock,quarterlyNetPPE,annualTotalRevenue,quarterlyTaxProvision,annualDeferredIncomeTax,trailingChangeInInventory,annualGrossProfit,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,annualStockBasedCompensation,annualGoodwill,quarterlyChangeInCashSupplementalAsReported,annualInventory,annualAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,annualNetOtherFinancingCharges,quarterlyEbitda,annualResearchAndDevelopment,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingSaleOfInvestment,trailingBasicEPS,annualOtherShortTermInvestments,trailingPurchaseOfInvestment,quarterlyOtherShortTermInvestments,trailingDilutedEPS,trailingDilutedAverageShares,trailingInterestExpense,trailingResearchAndDevelopment,trailingCommonStockIssuance
1067558400,,756947000.0,,55383000.0,4689000.0,,,,,194912000.0,,,,,,121097000.0,,,35281944.0,,,,,-25403000.0,,,1449504000.0,119211000.0,,,,,,,,-0.72,,1328407000.0,,,,,,,,,161475000.0,951859000.0,-334000.0,,,,,35281944.0,-10933000.0,,,,-25403000.0,,-25403000.0,,,,,,576909000.0,,41820000.0,60827000.0,,,-1262000.0,,,,,19463000.0,,,,114556000.0,,,,,18525000.0,-21068000.0,,,34940000.0,,352000.0,,,-43313000.0,,18940000.0,-0.72,,,,,,,,470909000.0,-172000.0,,25812000.0,,-350982000.0,18525000.0,,,,,,,,18525000.0,3522000.0,,,,232643000.0,13408000.0,,,,191390000.0,,,,-4932000.0,50988000.0,,-176000.0,,,,,,,,,,,,25585000.0,,,-20896000.0,-30396000.0,,,1285271000.0,103623000.0,,,,,,,,,0.0,,934289000.0,,-17910000.0,,,,,,,,-415000.0,,,,,-10030000.0,,,,,,,,,,,,,
1075507200,,798358000.0,,48645000.0,65948000.0,,,,,241973000.0,,,,,,154358000.0,,,35457895.0,,,,,-6737000.0,,,1535701000.0,110527000.0,,,,,,,,-0.19,,1381343000.0,,,,,,,,,160775000.0,1040331000.0,-29358000.0,,,,,35457895.0,75944000.0,,,,-6737000.0,,-6737000.0,,,,,,628086000.0,,34946000.0,59745000.0,,,-44271000.0,,,,,29313000.0,,,,171292000.0,,,,,42569000.0,-25408000.0,,,46195000.0,,353000.0,,,-7518000.0,,18525000.0,-0.19,,,,,,,,464462000.0,1451000.0,,30648000.0,,-395700000.0,42569000.0,,,,,,,,42569000.0,14941000.0,,,,232144000.0,12857000.0,,,,227032000.0,,,,-39304000.0,95494000.0,,-848000.0,,,,,,,,,,,,88756000.0,,,-22808000.0,46631000.0,,,1384124000.0,247236000.0,,,,,,,,,0.0,,988424000.0,,-781000.0,,,,,,,,24044000.0,,,,,69199000.0,,,,,,,,,,,,,
1083283200,,811841000.0,,111130000.0,66307000.0,,,,,170305000.0,,,,,,174255000.0,,,35302260.0,,,,,62485000.0,,,1548872000.0,98151000.0,,,,,,,,1.77,,1374617000.0,,,,,,,,,167028000.0,982146000.0,22700000.0,,,,,35302260.0,131572000.0,,,,62485000.0,,62485000.0,,,,,,620456000.0,,29229000.0,93234000.0,,,1278000.0,,,,,22406000.0,,,,156354000.0,,,,,94869000.0,-10008000.0,,,29455000.0,,353000.0,,,96047000.0,,42569000.0,1.77,,,,,,,,527063000.0,-9702000.0,,20702000.0,,-418176000.0,94869000.0,,,,,,,,94869000.0,14227000.0,,,,231254000.0,10664000.0,,,,156078000.0,,,,-8356000.0,3751000.0,,-762000.0,,,,,,,,,,,,70664000.0,,,-4357000.0,109166000.0,,,1394511000.0,287926000.0,,,,,,,,,0.0,,976335000.0,,33562000.0,,,,,,,,52300000.0,,,,,131572000.0,,,,,,,,,,,,,
1091232000,,803662000.0,,74827000.0,-14539000.0,51625000.0,81811000.0,-677000.0,-23063000.0,202027000.0,-0.17,,74827000.0,1533957000.0,,155737000.0,,1005689000.0,,,,-8516000.0,-5959000.0,-36303000.0,,,1533957000.0,101273000.0,46328000.0,3159000.0,13193000.0,,622644000.0,,546898000.0,,,1378220000.0,,,198868000.0,,122405000.0,,,,179155000.0,1005689000.0,-25135000.0,491163000.0,,,,,-15746000.0,4426000.0,,,-36303000.0,-0.17,-36303000.0,46328000.0,,-2557000.0,87451000.0,,622644000.0,,31151000.0,79745000.0,,155737000.0,-7242000.0,,31915000.0,-5959000.0,,27844000.0,,968772000.0,,98854000.0,803662000.0,185365000.0,179155000.0,202027000.0,46328000.0,-26881000.0,562000.0,,31915000.0,230293000.0,353000.0,,101273000.0,-53731000.0,169262000.0,94869000.0,,,,0.0,38454000.0,,,46328000.0,491163000.0,-14640000.0,,13193000.0,35283721.0,-434360000.0,46328000.0,,7874000.0,,,-45655000.0,,,46328000.0,3159000.0,1378220000.0,1403132000.0,,230293000.0,10549000.0,,,,198868000.0,,79745000.0,,-10954000.0,-98608000.0,-5959000.0,-677000.0,93184000.0,,,,,,,,-62960000.0,,-83365000.0,360000.0,,,-14899000.0,-43590000.0,605000.0,-63546000.0,1403132000.0,83108000.0,,,35052941.0,,,,47479000.0,,0.0,353000.0,968772000.0,721893000.0,-17428000.0,-1018000.0,,174995000.0,,-2000.0,,,-37475000.0,31151000.0,-434360000.0,,-32127000.0,-22553000.0,,,,,,,,,,,,,
1099180800,,813555000.0,,43371000.0,-32228000.0,,,,,231244000.0,,,,,,152212000.0,,,35343820.0,,,,,-31456000.0,,,1540424000.0,105054000.0,,,,,,,,-0.89,,1388212000.0,,,,,,,,,170372000.0,1044799000.0,620000.0,,,,,35343820.0,-19687000.0,,,,-31456000.0,,-31456000.0,,,,,,648512000.0,,40549000.0,59989000.0,,,-1709000.0,,,,,21934000.0,,,,117570000.0,,,,,31618000.0,-38190000.0,,,29913000.0,,354000.0,,,-51148000.0,,46328000.0,-0.89,,,,,,,,460562000.0,-8964000.0,,34003000.0,,-452476000.0,31618000.0,,,,,,,,31618000.0,3299000.0,,,,229439000.0,10576000.0,,,,227945000.0,,,,26482000.0,28454000.0,,-585000.0,,,,,,,,,,,,-3002000.0,,,-29226000.0,-41621000.0,,,1440877000.0,97883000.0,,,,,,,,,0.0,,988401000.0,,-19692000.0,,,,,,,,-14710000.0,,,,,-20545000.0,,,,,,,,,,,,,
1107129600,,728716000.0,,75612000.0,94385000.0,,,,,291375000.0,,,,,,162221000.0,,,36225843.0,,,,,32241000.0,,,1551809000.0,102381000.0,,,,,,,,0.91,,1389588000.0,,,,,,,,,169191000.0,1020091000.0,703000.0,,,,,35429670.0,84495000.0,,,,32241000.0,,32241000.0,,,,,,546421000.0,,37364000.0,79914000.0,,,6677000.0,,,,,23896000.0,,,,180133000.0,,,,,19117000.0,-23928000.0,,,51917000.0,,355000.0,,,52425000.0,,31618000.0,0.89,,,,,,,,495618000.0,-17327000.0,,34816000.0,,-471164000.0,19117000.0,,,,,,,,19117000.0,2222000.0,,,,228710000.0,10809000.0,,,,289153000.0,,,,-102295000.0,81481000.0,,-500000.0,,,,,,,,,,,,113722000.0,,,-19337000.0,60599000.0,,,1462851000.0,264628000.0,,,,,,,,,0.0,,991687000.0,,20184000.0,,,,,,,,-12501000.0,,,,,83872000.0,,,,,,,,,,,,,
1114819200,,739454000.0,,134399000.0,48504000.0,,,,,190527000.0,,,,,,151353000.0,,,36514286.0,,,,,58788000.0,,,1530285000.0,102467000.0,,,,,,,,1.64,,1378932000.0,,,,,,,,,174053000.0,929981000.0,5494000.0,,,,,35846341.0,135723000.0,,,,58788000.0,,58788000.0,,,,,,520349000.0,,31098000.0,116638000.0,,,-1530000.0,,,,,26650000.0,,,,191728000.0,,,,,41068000.0,-25375000.0,,,33493000.0,,359000.0,,,95589000.0,,19117000.0,1.61,,,,,,,,561162000.0,6813000.0,,27985000.0,,-481760000.0,41068000.0,,,,,,,,41068000.0,2178000.0,,,,226415000.0,9349000.0,,,,188349000.0,,,,-20630000.0,9169000.0,,-415000.0,,,,,,,,,,,,67956000.0,,,-19452000.0,109073000.0,,,1460224000.0,327451000.0,,,,,,,,,0.0,,978464000.0,,36801000.0,,,,,,,,21951000.0,,,,,134112000.0,,,,,,,,,,,,,
1122768000,,731370000.0,,97965000.0,29705000.0,55242000.0,88329000.0,-329000.0,33075000.0,224352000.0,0.65,,97965000.0,1525921000.0,,282884000.0,,955722000.0,,,,37623000.0,23138000.0,-36434000.0,,,1525921000.0,140455000.0,136580000.0,2004000.0,47432000.0,,519706000.0,,627612000.0,,,1243037000.0,,,209369000.0,,140366000.0,,,,187509000.0,955722000.0,-10398000.0,540529000.0,,,,,-18155000.0,-2996000.0,,,-36434000.0,0.64,-36434000.0,136580000.0,,14485000.0,89968000.0,,519706000.0,,36078000.0,71209000.0,,282884000.0,-12683000.0,,33136000.0,23138000.0,,21567000.0,,843047000.0,,138181000.0,731370000.0,220341000.0,187509000.0,224352000.0,136580000.0,42612000.0,21939000.0,,33136000.0,212481000.0,366000.0,,140455000.0,-59242000.0,178297000.0,41068000.0,,,,12979000.0,90252000.0,,,136580000.0,540529000.0,52553000.0,,47432000.0,36153125.0,-466583000.0,136580000.0,,46328000.0,,,-9247000.0,,,136580000.0,2004000.0,1243037000.0,1309630000.0,,212481000.0,9564000.0,,,,209369000.0,,71209000.0,,11235000.0,-63862000.0,23138000.0,-329000.0,94046000.0,,,,,,,,-79975000.0,,-44881000.0,41665000.0,,,-11960000.0,-39722000.0,-5074000.0,-85208000.0,1309630000.0,120026000.0,,,35596923.0,,,,40298000.0,,12979000.0,366000.0,843047000.0,809987000.0,-22808000.0,-7514000.0,,182375000.0,,,,,95512000.0,36078000.0,-466583000.0,,-3581000.0,-19141000.0,,,,,,,,,,,,,
1130716800,,708081000.0,,63637000.0,-55530000.0,,,,,265120000.0,,,,,,221236000.0,,,36912903.0,,,,,-34329000.0,,,1519804000.0,134166000.0,,,,,,,,-0.93,,1298568000.0,,,,,,,,,227459000.0,973201000.0,-379000.0,,,,,36912903.0,-30581000.0,,,,-34329000.0,,-34329000.0,,,,,,524174000.0,,50571000.0,49741000.0,,,739000.0,,,,,19299000.0,,,,116001000.0,,,,,58692000.0,-74513000.0,,,25458000.0,,372000.0,,,-56276000.0,,136580000.0,-0.93,,,,,,,,519944000.0,-42065000.0,,69115000.0,,-483141000.0,58692000.0,,,,,,,,58692000.0,6128000.0,,,,213149000.0,9437000.0,,,,246801000.0,,,,19707000.0,11247000.0,,,,11502000.0,,,,,,,,,,-23082000.0,,,-32448000.0,-49880000.0,,,1341101000.0,85420000.0,,,,,,,,,12191000.0,,857960000.0,,-21947000.0,,,,,,,,-77888000.0,,,,,-30957000.0,,,,,,,,,,,,,
1138665600,,727608000.0,,106647000.0,100844000.0,,,,,307089000.0,,,,,,326854000.0,,,38402679.0,,,,,43011000.0,,,1652680000.0,132933000.0,,,,,,,,1.15,,1325826000.0,,,,,,,,,254274000.0,1034697000.0,3298000.0,,,,,37400870.0,98073000.0,,,,43011000.0,,43011000.0,,,,,,517638000.0,,43977000.0,77037000.0,,,8600000.0,,,,,21065000.0,,,,189943000.0,,,,,175541000.0,-18810000.0,,,39712000.0,,380000.0,,,70509000.0,,58692000.0,1.12,,,,,,,,586638000.0,-26858000.0,,43909000.0,,-498245000.0,175541000.0,,,,,,,,175541000.0,5673000.0,,,,213352000.0,9502000.0,,,,295092000.0,,,,12151000.0,80497000.0,,,,16133000.0,,,,,,,,,,123508000.0,,,-22664000.0,77008000.0,,,1356445000.0,288016000.0,,,,,,,,,6324000.0,,858200000.0,,27498000.0,,,,,,,,116849000.0,,,,,98439000.0,,,,,,,,,,,,,
1146355200,,785711000.0,,174984000.0,-19645000.0,,,,,212215000.0,,,,,,379615000.0,,,39049714.0,135811000.0,,,,68337000.0,,,1712735000.0,149994000.0,,,,,,,,1.78,,1333120000.0,,,,,,,,,271738000.0,997926000.0,5334000.0,,,,,38391573.0,150073000.0,,,,68337000.0,,68337000.0,,,,,,516871000.0,,36830000.0,118846000.0,23041000.0,,-899000.0,,,,70637000.0,23050000.0,,,,191316000.0,,,,,240116000.0,-32433000.0,,,35618000.0,,389000.0,,,112028000.0,,175541000.0,1.75,,,,,,,,679585000.0,64504000.0,,34744000.0,,-518244000.0,240116000.0,,,,,,,,240116000.0,4420000.0,,,,76587000.0,8849000.0,,,,71516000.0,,,,19716000.0,8955000.0,,,,16401000.0,,,,,,,,,,77292000.0,,,-96937000.0,127023000.0,,,1367228000.0,341389000.0,,,,,,,,,42601000.0,,848984000.0,,43691000.0,,,,,,,,64575000.0,,,,,149965000.0,,,,,,,,,,,,,
1154304000,,758112000.0,,143721000.0,78834000.0,23155000.0,110435000.0,,-134355000.0,254194000.0,1.21,,143721000.0,1687643000.0,,325974000.0,,1012306000.0,,135811000.0,,75010000.0,45756000.0,-31263000.0,,,1687643000.0,159735000.0,191794000.0,5915000.0,23693000.0,,525313000.0,30785000.0,642485000.0,,,1361669000.0,,,82599000.0,,104503000.0,,,,299637000.0,1012306000.0,247000.0,642777000.0,,,,,-21199000.0,35004000.0,-10839000.0,,-31263000.0,1.19,-31263000.0,191794000.0,87401000.0,29254000.0,86098000.0,,525313000.0,,42278000.0,73064000.0,30785000.0,325974000.0,-524000.0,,35949000.0,45756000.0,87401000.0,22517000.0,,851112000.0,,145225000.0,758112000.0,193404000.0,299637000.0,254194000.0,191794000.0,-65965000.0,46649000.0,,35949000.0,75109000.0,390000.0,,159735000.0,-51249000.0,196533000.0,240116000.0,,,,47494000.0,55214000.0,,,191794000.0,642777000.0,-129936000.0,,23693000.0,38450420.0,-532118000.0,191794000.0,,136580000.0,,,7913000.0,,,191794000.0,5915000.0,1361669000.0,1383230000.0,,75109000.0,8690000.0,,,,82599000.0,,73064000.0,,1957000.0,-77544000.0,45756000.0,,85932000.0,2613000.0,,,,,,,-88901000.0,,-191721000.0,15686000.0,,,63148000.0,-43716000.0,-4811000.0,53531000.0,1383230000.0,124026000.0,,,37814876.0,,,,36478000.0,,47494000.0,390000.0,851112000.0,838852000.0,-19986000.0,1322000.0,,196367000.0,,,,135811000.0,-48322000.0,42278000.0,-532118000.0,,8500000.0,-20914000.0,,,,,,,,,,,,,
1162252800,,756940000.0,,107906000.0,-26319000.0,,,,,283906000.0,,,,,,260902000.0,,,38510753.0,135811000.0,,,,-35815000.0,,,1674985000.0,166991000.0,,,,,,,,-0.93,,1414083000.0,,,,,,,,,347518000.0,1040846000.0,-270000.0,,,,,38510753.0,-28460000.0,,,,-35815000.0,,-35815000.0,,,,,,542990000.0,,56623000.0,46959000.0,68277000.0,,-1523000.0,,,,67557000.0,21666000.0,,,,141954000.0,,,,,117311000.0,-83468000.0,,,27532000.0,,392000.0,,,-58714000.0,,191794000.0,-0.93,,,,,,,,604304000.0,-54910000.0,,39082000.0,,-547753000.0,117311000.0,,,,,,,,117311000.0,430000.0,,,,74252000.0,8936000.0,,,,103975000.0,,,,6746000.0,38054000.0,,,,2324000.0,,,,,,,,,,2239000.0,,,-28558000.0,-50126000.0,,,1404255000.0,113494000.0,,,,,,,,,43667000.0,,856502000.0,,-22899000.0,,,,,,,,-74483000.0,,,-7500000.0,,-28541000.0,,,,,,,,,,,,,
1170201600,,822927000.0,,160931000.0,161147000.0,,,,,315233000.0,,,,,,414129000.0,,,39278519.0,135811000.0,,,,53026000.0,,,1832616000.0,187094000.0,,,,,,,,1.37,,1418487000.0,,,,,,,,,340776000.0,1138160000.0,2360000.0,,,,,38705109.0,120019000.0,,,,53026000.0,,53026000.0,,,,,,551866000.0,,49825000.0,83967000.0,,,2731000.0,,,,,21769000.0,,,,241019000.0,,,,,254866000.0,-66803000.0,,,43728000.0,,395000.0,,,86928000.0,,117311000.0,1.35,,,,,,,,658421000.0,-33303000.0,,38918000.0,,-565977000.0,254866000.0,,,,,,,,254866000.0,440000.0,,,,73715000.0,7911000.0,,,,305690000.0,,,,9711000.0,141622000.0,,,,4479000.0,,,,,,,,,,194647000.0,,,-33500000.0,98250000.0,,,1434162000.0,361038000.0,,,,,,,,,9103000.0,,868185000.0,,33902000.0,,,,,,,,137555000.0,,,-7507000.0,,120009000.0,,,,,,,,,,,,,
1177891200,,871756000.0,,239440000.0,68585000.0,,,,,250121000.0,,,,,,467565000.0,,,39451256.0,135939000.0,,,,78508000.0,,,1895118000.0,166382000.0,,,,,,,,2.02,,1427553000.0,,,,,,,,,349692000.0,1121877000.0,5723000.0,,,,,38865347.0,160105000.0,,,,78508000.0,,78508000.0,,,,,,575162000.0,,42627000.0,130212000.0,,,5491000.0,,,,,23755000.0,,,,209384000.0,,,,,316439000.0,-57245000.0,,,35258000.0,,396000.0,,,128701000.0,,254866000.0,1.99,,,,,,,,743189000.0,-40835000.0,,32833000.0,,-585334000.0,316439000.0,,,,,,,,316439000.0,401000.0,,,,73199000.0,8039000.0,,,,237981000.0,,,,30279000.0,10030000.0,,,,2791000.0,,,,,,,,,,88539000.0,,,-19954000.0,136350000.0,,,1454057000.0,369489000.0,,,,,,,,,11739000.0,,868723000.0,,50193000.0,,,,,,,,61573000.0,,,0.0,,159863000.0,,,,,,,,,,,,,
1185840000,,847776000.0,,205118000.0,-204203000.0,-123985000.0,130278000.0,,-17012000.0,319597000.0,1.58,,205118000.0,1909123000.0,,411637000.0,,1167373000.0,,141699000.0,,100651000.0,61397000.0,-34322000.0,,,1909123000.0,181830000.0,230819000.0,377000.0,19392000.0,,593733000.0,36179000.0,722150000.0,,,1497486000.0,,,58292000.0,,-790000.0,,,,396354000.0,1167373000.0,-15920000.0,714039000.0,,,,,-33278000.0,88894000.0,-15007000.0,,-34322000.0,1.56,-34322000.0,230819000.0,187308000.0,39254000.0,87664000.0,,593733000.0,,48064000.0,72213000.0,36179000.0,411637000.0,3654000.0,,43557000.0,61397000.0,187308000.0,20919000.0,,885926000.0,,129792000.0,847776000.0,118442000.0,396354000.0,319597000.0,230819000.0,75370000.0,11496000.0,,43557000.0,73507000.0,397000.0,,181830000.0,-56265000.0,217942000.0,316439000.0,,,,37441000.0,39025000.0,,,230819000.0,714039000.0,112036000.0,,19392000.0,39357051.0,-579053000.0,230819000.0,,191794000.0,,,10355000.0,,,230819000.0,377000.0,1497486000.0,1464979000.0,,73507000.0,7740000.0,,,,58292000.0,,72213000.0,,5993000.0,-313691000.0,61397000.0,,88108000.0,1902000.0,,,,,,,-119232000.0,,-132146000.0,-166983000.0,,,-37220000.0,-54197000.0,-5171000.0,52729000.0,1464979000.0,96514000.0,,,38858861.0,,,,32625000.0,,37441000.0,397000.0,885926000.0,940536000.0,-21943000.0,-3968000.0,,218386000.0,,,,141699000.0,-85620000.0,48064000.0,-579053000.0,0.0,-8107000.0,-33390000.0,,,,,,,,,,,,,
1193788800,,757012000.0,,180508000.0,-69555000.0,,,,,472004000.0,,,,,,344190000.0,,,39063492.0,141699000.0,,,,-24610000.0,,,1934921000.0,168131000.0,,,,,,,,-0.63,,1590731000.0,,,,,,,,20761000.0,458445000.0,1229016000.0,-2268000.0,,,,,39063492.0,-31209000.0,,,,-24610000.0,,-24610000.0,,,,,-15637000.0,534527000.0,,63701000.0,54354000.0,69568000.0,,16873000.0,,,,70173000.0,20995000.0,,,,129096000.0,,,,,166044000.0,-51767000.0,,,24954000.0,,399000.0,,,-40678000.0,,230819000.0,-0.63,,,,,,,,681372000.0,523000.0,,46615000.0,,-595881000.0,166044000.0,,,,,,,,166044000.0,76944000.0,,,,73243000.0,7644000.0,,,,96896000.0,-18654000.0,,,4257000.0,6503000.0,,,,863000.0,,,,,,,,,,-17265000.0,,,-52290000.0,-52204000.0,,,1513225000.0,97887000.0,,,,,,,,,158423000.0,,917344000.0,,-16068000.0,,,,,798000.0,,,-64775000.0,,,-11698000.0,,-31443000.0,,,,,,,,,,,,,
1201737600,,807734000.0,,231824000.0,63471000.0,,,,,544392000.0,,,,,,479591000.0,,,39174809.0,142011000.0,,,,51319000.0,,,2101815000.0,167020000.0,,,,,,,,1.32,,1622224000.0,,,,,,,,23622000.0,423697000.0,1352126000.0,13164000.0,,,,,38878030.0,115641000.0,,,,51319000.0,,51319000.0,,,,,12188000.0,554411000.0,,51513000.0,86303000.0,70684000.0,,3497000.0,,,,97314000.0,23069000.0,,,,244379000.0,,,,,274433000.0,-36381000.0,,,44756000.0,,399000.0,,,83072000.0,,166044000.0,1.31,,,,,,,,720884000.0,2506000.0,,52603000.0,,-616841000.0,274433000.0,,,,,,,,274433000.0,100710000.0,,,,72658000.0,7535000.0,,,,127929000.0,31214000.0,,,42412000.0,-44256000.0,,,,299000.0,,,,,,,,,,102358000.0,,,-38887000.0,92572000.0,,,1600699000.0,360020000.0,,,,,,,,,147755000.0,,983858000.0,,31753000.0,,,,,38399000.0,,,108389000.0,,,-14172000.0,,116194000.0,,,,,,,,,,,,,
1209513600,,877142000.0,,319165000.0,40560000.0,,,,,414983000.0,,,,,,490679000.0,,,38991518.0,142011000.0,,,,87341000.0,,,2121426000.0,172380000.0,,,,,,,,2.26,,1630747000.0,,,,,,,,25471000.0,436628000.0,1292125000.0,9303000.0,,,,,38646460.0,176908000.0,,,,87341000.0,,87341000.0,,,,,6429000.0,575275000.0,,45084000.0,129487000.0,29924000.0,,3181000.0,,,,220180000.0,25447000.0,,,,246882000.0,,,,,304133000.0,-21511000.0,,,39054000.0,,399000.0,,,141556000.0,,274433000.0,2.24,,,,,,,,796168000.0,-86000.0,,41846000.0,,-641785000.0,304133000.0,,,,,,,,304133000.0,74192000.0,,,,72597000.0,8441000.0,,,,65269000.0,42375000.0,,,-10774000.0,-140998000.0,,,,609000.0,,,,,,,,,,61985000.0,,,-21425000.0,151461000.0,,,1621296000.0,423790000.0,,,,,,,,,25418000.0,,979511000.0,,54215000.0,,,,,40328000.0,,,29700000.0,,,-14998000.0,,176932000.0,,,,,,,,,,,,,
