,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingChangeInWorkingCapital,annualTotalLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,annualCommonStockIssuance,annualFreeCashFlow,quarterlyFreeCashFlow,quarterlyRetainedEarnings,annualOperatingIncome,annualDilutedEPS,annualNetOtherInvestingChanges,quarterlyCurrentLiabilities,annualTotalRevenue,trailingFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentAssets,annualRetainedEarnings,trailingCommonStockIssuance,quarterlyGoodwill,quarterlySellingGeneralAndAdministration,annualEndCashPosition,annualTaxProvision,annualCurrentDebt,annualCurrentDeferredRevenue,quarterlyNetIncomeCommonStockholders,annualTotalAssets,annualPretaxIncome,trailingTotalRevenue,quarterlyTotalNonCurrentAssets,annualOtherCurrentAssets,quarterlyTotalAssets,annualCostOfRevenue,annualCashDividendsPaid,annualNonCurrentDeferredRevenue,trailingPurchaseOfInvestment,annualNetIncome,annualLongTermDebt,trailingInvestingCashFlow,annualAccountsPayable,quarterlyDilutedEPS,trailingOperatingIncome,quarterlyOtherNonCurrentLiabilities,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,annualBasicAverageShares,trailingTaxProvision,annualRepurchaseOfCapitalStock,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,annualIncomeTaxPayable,annualInvestmentsAndAdvances,annualSaleOfInvestment,annualOtherNonCashItems,annualStockholdersEquity,trailingRepurchaseOfCapitalStock,quarterlyNetOtherFinancingCharges,quarterlyGrossProfit,annualCashAndCashEquivalents,annualDepreciationAndAmortization,trailingSaleOfInvestment,annualCurrentAccruedExpenses,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,trailingPretaxIncome,quarterlyLongTermDebt,quarterlyInvestingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,annualDilutedAverageShares,quarterlyInventory,quarterlyEndCashPosition,annualCurrentAssets,quarterlyChangeInInventory,quarterlyCurrentAccruedExpenses,annualChangeInAccountPayable,quarterlyBasicAverageShares,quarterlyAccountsReceivable,annualOperatingCashFlow,annualOtherNonCurrentAssets,quarterlyCostOfRevenue,quarterlyCashDividendsPaid,annualNetPPE,quarterlyBasicEPS,annualOtherShortTermInvestments,annualOtherIntangibleAssets,annualCurrentLiabilities,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualNetIncomeCommonStockholders,quarterlyCapitalStock,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,annualEbitda,annualRepaymentOfDebt,quarterlyOtherIntangibleAssets,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyOperatingExpense,annualOtherNonCurrentLiabilities,quarterlyCurrentDeferredRevenue,trailingNetIncomeCommonStockholders,trailingGrossProfit,quarterlyStockholdersEquity,annualCashCashEquivalentsAndMarketableSecurities,annualChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,annualOtherCurrentLiabilities,quarterlyRepaymentOfDebt,trailingInterestExpense,annualCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualBeginningCashPosition,trailingOtherIncomeExpense,quarterlyOtherCurrentAssets,annualGrossPPE,quarterlySaleOfInvestment,annualOtherIncomeExpense,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,annualTotalNonCurrentAssets,trailingChangeInCashSupplementalAsReported,annualSellingGeneralAndAdministration,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyCurrentDebt,trailingCashFlowFromContinuingFinancingActivities,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,trailingPurchaseOfBusiness,quarterlyDeferredIncomeTax,annualNonCurrentDeferredTaxesLiabilities,annualPurchaseOfBusiness,trailingNetIncomeContinuousOperations,trailingOtherNonCashItems,trailingOperatingExpense,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,annualBasicEPS,quarterlyIncomeTaxPayable,trailingDeferredIncomeTax,trailingStockBasedCompensation,annualCapitalExpenditure,quarterlyTotalRevenue,quarterlyGrossPPE,trailingSellingGeneralAndAdministration,annualNetIncomeContinuousOperations,annualOperatingExpense,annualPurchaseOfInvestment,quarterlyOperatingIncome,annualChangeInInventory,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,annualInvestingCashFlow,quarterlyOperatingCashFlow,trailingNetOtherFinancingCharges,quarterlyDilutedAverageShares,trailingCashDividendsPaid,trailingBeginningCashPosition,annualInterestExpense,annualGoodwill,trailingResearchAndDevelopment,quarterlyNetPPE,quarterlyOtherCurrentLiabilities,trailingNetIncome,trailingCostOfRevenue,quarterlyTaxProvision,annualCapitalStock,quarterlyCommonStockIssuance,annualResearchAndDevelopment,quarterlyOtherNonCashItems,annualNetOtherFinancingCharges,quarterlyOtherShortTermInvestments,quarterlyChangeInCashSupplementalAsReported,annualGrossProfit,annualInventory,annualAccumulatedDepreciation,annualDeferredIncomeTax,trailingChangeInInventory,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,trailingChangeInAccountPayable,trailingBasicAverageShares,quarterlyChangesInAccountReceivables,annualStockBasedCompensation,quarterlyChangeInAccountPayable,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingChangesInAccountReceivables,annualChangesInAccountReceivables,trailingDilutedAverageShares,quarterlyStockBasedCompensation,trailingBasicEPS
1088553600,6953063040.0,,,,,,-328422300.0,18656279040.0,,,,9801187200.0,,,,11892599040.0,,,,1416683520.0,,,,,615699840.0,,,,19117848960.0,,31010448000.0,,,,,,,,,0.479524,,2747283840.0,,417822900.0,,,,,16754250240.0,,9960236160.0,,,,,,,-446467400.0,2435744640.0,,,,,615699840.0,615699840.0,,4205779200.0,-306810960.0,,,,419758080.0,,3734371200.0,2431645440.0,,,2980118400.0,,1280034000.0,4858371840.0,,,4837056000.0,,,0.479524,,,,,,,,3101352860.0,,,3768804480.0,291043200.0,,2043861120.0,,,,,13929901440.0,,,13929100.0,,,,,-9558514560.0,,,868210560.0,,,,2431645440.0,,,,,2431645440.0,64767360.0,,1934002560.0,,-531951620.0,,653412480.0,,,,,,,,3358884480.0,-4726377600.0,,,,,,7272800640.0,14947322880.0,,,,,391883520.0,,-425646860.0,-390696400.0,,62274100.0,,1283941000.0,,,,,,5388808320.0,1528181760.0,,,86903040.0,,,,,,,-670293740.0,,,,,,809706420.0,,,,,,,,,,,,,
1096502400,6564521340.0,,,,,,86917800.0,18845154120.0,,,,9261741060.0,,,,11691973020.0,,,,1409727540.0,,,,,1171690260.0,,,,19419338640.0,,31111311660.0,,,,,,,,,0.909849,,2725366020.0,,411829380.0,,,,,15826262400.0,,10445494020.0,,,,,,,6271320.0,2411735820.0,,,,,1171690260.0,1171690260.0,,3839155320.0,163677900.0,,,,994770660.0,,4054675560.0,1609968360.0,,,3187769520.0,,1280091000.0,5214303120.0,,,4816234020.0,-60720.0,,0.919822,,,,,,262966860.0,,2431645440.0,,,3719332500.0,948932400.0,,1334938800.0,,,,,14969810700.0,,,29504100.0,,,,,-9375934620.0,,,813025980.0,,,,1609968360.0,,,,,1609968360.0,69963660.0,,983512140.0,,-377744340.0,,640931460.0,,,,,,,,3455561460.0,-2964207480.0,,,,,,7227969840.0,14630446740.0,,,,,1076797020.0,,-1271199360.0,-204950640.0,,291868440.0,,1282909000.0,,,,,,5254512120.0,1634897940.0,,,97305780.0,,,,15660.0,,,-824179380.0,,,,,,1488626400.0,,,,,,,,,,,,,
1104451200,6400849360.0,,15568736400.0,-32457920.0,,1306431280.0,1433491720.0,19331642080.0,1893624560.0,2.215948,1017998400.0,9167887040.0,30296517600.0,,-3604304480.0,13312910960.0,19331642080.0,,,1654594840.0,4345672880.0,357774800.0,960459360.0,,496415300.0,30700028560.0,1821331920.0,,17387117600.0,1215696640.0,30700028560.0,20140139360.0,-459574640.0,,,2834166560.0,3549716160.0,,3496603200.0,,,2851133200.0,,1084159900.0,,1280251000.0,,-17704320.0,15568736400.0,,9589102320.0,,,,62702800.0,14848760720.0,,0.0,3114978160.0,4345672880.0,2291234080.0,,3304806400.0,496415300.0,496415300.0,,3549716160.0,1058957700.0,,4289609200.0,,-152997960.0,1280251000.0,3227350000.0,4345672880.0,13312910960.0,,3304806400.0,,,4289609200.0,2694745040.0,9589102320.0,6045276500.0,416320.0,4993355920.0,,,2804659360.0,9167887040.0,6400849360.0,2834166560.0,262614080.0,,1609968360.0,4184858640.0,,2804659360.0,429296340.0,,2923802660.0,2851133200.0,,,,14848760720.0,4345672880.0,1276186400.0,975376860.0,1406018080.0,,,-2143698080.0,-9604593600.0,3069486480.0,,1215696640.0,14597949520.0,,1723958160.0,4345672880.0,,17387117600.0,,5847589360.0,4345672880.0,105092200.0,,960459360.0,,946229140.0,,624136300.0,,,,,,,,3496603200.0,-3604304480.0,2.225974,,,,-1388313760.0,9160254660.0,14597949520.0,,2834166560.0,8262753680.0,,191175500.0,,-187932320.0,-503715760.0,652846800.0,1937207480.0,,,,,306137200.0,,,4993355920.0,1406018080.0,,,127779320.0,262614080.0,,2532455440.0,63506980.0,0.0,,2737381460.0,10156378240.0,3227350000.0,-9604593600.0,,,1275335400.0,9637800.0,,,,,,,,,,,,
1112227200,6415211880.0,,,,,,-577029640.0,18951720810.0,,,,9109816870.0,,,,12379137210.0,,,,1314516720.0,,,,,117257360.0,,,,17951176100.0,,30330313310.0,,,,,,,,,0.089949,,2808776630.0,,361800670.0,,,,,15525028750.0,,10068704360.0,,,,,,,-771430.0,2140718250.0,,,,,117257360.0,117257360.0,,3606435250.0,-290057680.0,,,,9257160.0,,3607978110.0,3209148800.0,,,3182920180.0,,1276078000.0,4546036990.0,,,4492036890.0,,,0.089949,,,,,,263057630.0,,4347008050.0,,,2892091070.0,145028840.0,,1902346380.0,,,,,14500569710.0,,,-101057330.0,,,,,-10044018600.0,,,1015973310.0,,,,3209148800.0,,,,,3209148800.0,47828660.0,,888687360.0,,-895630230.0,,619458290.0,,,,,,,,3085720000.0,-3179063030.0,,,,,,6632755140.0,15034399270.0,,,,,238371870.0,,-543086720.0,-226028990.0,,-351000650.0,,1279471000.0,,,,,,4990380670.0,1952489330.0,,,43971510.0,,,,9257160.0,,,-1138630680.0,,,,,,600172540.0,-413486480.0,,,,,,,,,,,,
1120089600,6523195140.0,,,,,,-182000030.0,19901609280.0,,,,8751554280.0,,,,12853122660.0,,,,1501540740.0,,,,,981204840.0,,,,18401720400.0,,31254843060.0,,,,,,,,,0.778439,,2880017910.0,,377406680.0,,,,,15274749420.0,,10329906510.0,,,,,,,1597360.0,2297737260.0,,,,,981204840.0,981204840.0,,3643177230.0,687330010.0,,,,811063260.0,,3991719690.0,2998951830.0,,,3247556760.0,,1265804000.0,4901068620.0,,,4774701330.0,,,0.778439,,,,,,262645740.0,,3209148800.0,,,3047681700.0,82593000.0,,2118510450.0,,,,,15645591990.0,,,23419910.0,,,,,-10753608600.0,,,961382520.0,,,,2998951830.0,,,,,2998951830.0,56989170.0,,813541050.0,,-405209520.0,,640921680.0,,,,,,,,3340886850.0,-2699139240.0,,,,,,7072438590.0,15777740790.0,,,,,179226810.0,,-982405990.0,-219973210.0,,37973180.0,,1267986000.0,,,,,,5024132190.0,1349569620.0,,,-82593000.0,,,,-98457600.0,,,-202679640.0,,,,,,556633490.0,-284424370.0,,,,,,,,,,,,
1128038400,6340317320.0,,,,,,254497340.0,21354933480.0,,,,9568659280.0,,,,14672997070.0,,,,1472037490.0,,,,,1434633940.0,,,,18082538450.0,,32755535520.0,,,,,,,,,1.138813,,2967348300.0,,374587250.0,,,,,15908976600.0,,9944357160.0,,,,,,,-825930.0,2431230750.0,,,,,1434633940.0,1434633940.0,,3372969020.0,1295030510.0,,,,1029013220.0,,4017972460.0,4339642990.0,,,3528401550.0,,1259133000.0,5415202850.0,,,5186625600.0,-709770.0,,1.138813,,,,,,262656040.0,,2998951830.0,,,3205899830.0,93924470.0,,1948309360.0,,,,,16519901250.0,,,599624740.0,,,,,-10822093800.0,,,900178770.0,,,,4339642990.0,,,,,4339642990.0,,,965842780.0,,-349903590.0,,640847490.0,,,,,,,,3592403180.0,-2963192350.0,,,,,,7617856350.0,15754375260.0,,,,,482921390.0,,-444427590.0,-240560740.0,,495058080.0,,1261517000.0,,,,,,4932281460.0,1482011770.0,,,93924470.0,,,,106655430.0,,,1336323180.0,,,,,,857508640.0,-336920700.0,,,,,,,,,,,,
1135987200,6482612180.0,,16849894670.0,-364741920.0,,1092537140.0,1597069470.0,21693701140.0,1782338410.0,2.280627,473657910.0,10367282490.0,30371519320.0,,-2467918130.0,15094574180.0,21693701140.0,,,1638973230.0,5288757840.0,585951140.0,1165992110.0,,332965330.0,33834878940.0,1885344230.0,,18740304760.0,1176968140.0,33834878940.0,20561481430.0,-503208760.0,,,2866432450.0,3317293990.0,,3853430840.0,,,3165318190.0,,393298750.0,,1249956000.0,,-1759542040.0,16849894670.0,,9806660650.0,,,,-76832210.0,16653170440.0,,-844310.0,2939421350.0,5288757840.0,1507093350.0,,3628844380.0,332965330.0,415707710.0,,3317293990.0,-395442680.0,,4712094110.0,,275743640.0,1249956000.0,3477712890.0,5288757840.0,15094574180.0,,3628844380.0,,,4712094110.0,2088822940.0,9806660650.0,6107087330.0,492380.0,4889399210.0,,,4044244900.0,10367282490.0,6482612180.0,2866432450.0,262580410.0,,4339642990.0,3289431760.0,,4044244900.0,1019244250.0,,2058092900.0,3165318190.0,,,,16653170440.0,5288757840.0,958291850.0,-48329410.0,1719015160.0,,,-2586965840.0,-10259210810.0,4330465990.0,,1176968140.0,15148610020.0,,2125972580.0,5288757840.0,,18740304760.0,,5928744820.0,5288757840.0,,,1165992110.0,,1286001420.0,,649728980.0,,,,,,,,3853430840.0,-2467918130.0,2.280627,,,,-996285800.0,9046508680.0,15148610020.0,,2949174830.0,8027699480.0,,881328450.0,-195879920.0,-617045540.0,-309722860.0,1296860160.0,1906792330.0,,,,,,,,4889399210.0,1719015160.0,,,531092600.0,262580410.0,,2550660510.0,-94287200.0,-844310.0,,963278990.0,9810037890.0,3477712890.0,-10259210810.0,,,1274627200.0,-724710490.0,,,,,,,,,,,,
1143763200,6167774760.0,,,,,,-1140163820.0,21336408620.0,,,,10839806390.0,,,,13644015380.0,,,,1466042770.0,,,,,160051940.0,,,,24630673550.0,,38274688930.0,,,,,,,,,0.12994,,2929610510.0,,341554140.0,,,,,17007581150.0,,15232159630.0,,,,,,,0.0,2352928520.0,,,,,160051940.0,160051940.0,,3238164250.0,-857185390.0,,,,42900520.0,,3856096740.0,3387491060.0,,,3563218190.0,,1195716000.0,4945934950.0,,,5017710820.0,,,0.12994,,,,,,263178190.0,,5289964120.0,,,4521879810.0,311853780.0,,2017974460.0,,,,,20920603580.0,,,-25575310.0,,,,,-10024696510.0,,,1454492630.0,,,,3387491060.0,,,,,3387491060.0,23100280.0,,1452017600.0,,-1305990830.0,,630307640.0,,,,,,,,3416366410.0,2498130280.0,,,,,,7370639340.0,14901330620.0,,,,,334954060.0,,-117976430.0,-273903320.0,,-866260500.0,,1203980000.0,,,,,,4876634110.0,2408204190.0,,,90751100.0,,,,-8250100.0,,,-1904123080.0,,,,,,676508200.0,-372904520.0,,,,,,,,,,,,
1151625600,6103497400.0,,,,,,-19649380.0,21594281800.0,,,,9834151600.0,,,,12607686000.0,,,3001271000.0,1550330600.0,,,,,301301000.0,,,,23657998000.0,,36265684000.0,,,,,,,,,0.25012,,2914402400.0,,320525460.0,,,,,15937649000.0,,14424883200.0,,,,,,,-523559400.0,2508233000.0,,,,,301301000.0,272344800.0,,3189095000.0,-519408010.0,,,,-72781800.0,,3913000000.0,2539537000.0,,,3356571400.0,,1191966000.0,4862293800.0,,,5097856400.0,,,0.259823,,,,,,262953600.0,,3387491060.0,,,1475201000.0,494603200.0,,2138845800.0,,,,,19986038800.0,,,-46423890.0,,,,,-9509372600.0,,,1292855200.0,,,,2539537000.0,,,,,2539537000.0,,,1360941400.0,,-394598970.0,,623732200.0,,,,,,,,3451266000.0,1299116000.0,,,,,,7606089400.0,14266015400.0,,,,,369387200.0,,-587146170.0,-312264080.0,,292614700.0,,1197857000.0,,,,,,4756642800.0,1665372800.0,,,97825000.0,,,,17641300.0,,,-852976720.0,,,,,,689912660.0,-34047480.0,,,,,,,,,,,,
1159574400,5945946160.0,,,,,,475863920.0,23799543840.0,,,,9471279200.0,,,,16678749320.0,,,3212512920.0,1324560760.0,,,,,4238436840.0,,,,22656213880.0,,39334963200.0,,,,,,,,,3.546372,,2909936280.0,,-78989200.0,,,,,15417225360.0,,14681270720.0,,,,,,,0.0,1731148120.0,,,,,4238436840.0,1575920.0,,3036009880.0,5893968080.0,,,,-68552520.0,,3431565800.0,7264203240.0,,,3411866800.0,,1188121000.0,4726972040.0,,,4575683720.0,1141920.0,,3.566307,,,,,,245843520.0,,2539537000.0,,,1609014320.0,56733120.0,,1705933400.0,,,,,23778268920.0,,,-40679080.0,,,,,-9574501960.0,,,1083445000.0,,,,7264203240.0,,,,,7436766480.0,,,869119880.0,,580110680.0,,394767960.0,,,,,,,,3307856080.0,1638168840.0,,,,,,6306831840.0,12727917880.0,,,,,25214720.0,,-1521652360.0,-65475520.0,,541339440.0,,1195750000.0,,,,,,3153415920.0,1882436440.0,,,-26790640.0,,,,-1511600.0,,172563240.0,4734091440.0,,,,,,25214720.0,-793899040.0,,,,,,,,,,,,
1167523200,6238819460.0,,15368983960.0,-1376722730.0,,50765230.0,734714510.0,22085148120.0,1182754090.0,4.54604,61372890.0,9130164500.0,26976037070.0,,1607060490.0,14962104430.0,22085148120.0,,3820272980.0,1687111460.0,6022877810.0,137141890.0,863008910.0,,684781970.0,38496713520.0,1216850140.0,,23534609090.0,490983120.0,38496713520.0,18680846950.0,-522806100.0,,,5383387450.0,3005756230.0,,3449762570.0,,,3233063230.0,,251126290.0,,1174925000.0,,-2754960840.0,15368983960.0,,13556589480.0,,,3788450.0,22730700.0,22996649190.0,,0.0,2699098200.0,6022877810.0,834216690.0,,3336109070.0,684781970.0,551100650.0,,3005756230.0,-729682370.0,,4334744490.0,,371749600.0,1182784000.0,2879979690.0,6022877810.0,14962104430.0,,3336109070.0,,,4334744490.0,853916630.0,13556589480.0,5448634670.0,-388620.0,3098952100.0,,,1914682630.0,9130164500.0,6238819460.0,5383387450.0,228064690.0,,7264203240.0,2016970780.0,,1914682630.0,563631300.0,,2037185670.0,3233063230.0,,,,22996649190.0,6022877810.0,729655470.0,174051170.0,1481283950.0,,,-3714954070.0,-4474159450.0,5293222340.0,,490983120.0,7573111550.0,-6455030.0,300045240.0,6022877810.0,,23534609090.0,,5678128860.0,6022877810.0,,,863008910.0,,-256243610.0,,465248730.0,,,,,,,,3449762570.0,1607060490.0,4.576014,,,,-803151400.0,8147732870.0,7573111550.0,,919077970.0,7112436030.0,-31065290.0,661912530.0,2273070.0,-1488179110.0,-151508480.0,3787692310.0,886222990.0,,,,,344748950.0,3820272980.0,,3098952100.0,1481283950.0,,,48102410.0,228064690.0,,1667675690.0,14851100.0,0.0,,-1247336170.0,8295190120.0,2879979690.0,-4474159450.0,,,913038820.0,-1554109800.0,,,,,,,,,,,,
1175299200,6168134400.0,,,,,,-447638880.0,22269660000.0,,,,9062067360.0,,,,14716689600.0,,,4039978320.0,1343665200.0,,,,,874318080.0,,,,22611003360.0,,37327692960.0,,,,,,,,,0.789731,,3242013360.0,,208099680.0,,,,,15230201760.0,,13304156880.0,,,,,,,0.0,1993415280.0,,,,,874318080.0,846621360.0,,2926121040.0,477581280.0,,,,-47907840.0,,3108021120.0,5903892720.0,,,3393971040.0,,1100107000.0,4343893680.0,,,3995813280.0,,,0.799762,,,,,,227562240.0,,6021416640.0,,,2109442080.0,974625120.0,,1701476880.0,,,,,21962750400.0,,,1125085680.0,,,,,-4472646000.0,,,1360882080.0,,,,5903892720.0,,,,,5903892720.0,,,1006064640.0,,-887792160.0,,405719520.0,,,,,,,,2759192160.0,635527440.0,,,,,,5989228560.0,7630072080.0,,,,,291938400.0,,-303915360.0,-170671680.0,,-276967200.0,,1111232000.0,,,,,,3157426080.0,1902839520.0,,,83090160.0,,,,117523920.0,,,-116775360.0,,,,,,500038080.0,-306161040.0,,,,,,,,,,,,
1183161600,4631349130.0,,,,,,-281527110.0,,,,,9703005180.0,,,,15486835510.0,,,4070622700.0,1386671290.0,,,,,1569147480.0,,,,21088189650.0,,36575025160.0,,,,,,,,,1.409869,,3298608050.0,,208566600.0,,,,,14334354310.0,,11542542480.0,,,,,,,-639036050.0,2099584340.0,,,,,1569147480.0,1572841330.0,,1332741080.0,1508971250.0,,,,49497590.0,,3365836120.0,6260336980.0,,,3213649500.0,,1099261000.0,4502803150.0,,,3999700780.0,,,1.42989,,,,,,,,5903892720.0,,,2248077110.0,1637853090.0,,1797427410.0,,,,,22105475940.0,,,-1116220440.0,,,,,-4362436850.0,,,1357859260.0,,,,6260336980.0,,,,,6260336980.0,,,2474140730.0,,-350386360.0,,404107190.0,,,,,,,,2867905140.0,22105475940.0,,,,,,6099285120.0,7589384210.0,,,,,302156930.0,,-1110090420.0,-241561980.0,,-39965130.0,,1110900000.0,,,,,,3226947360.0,1147309810.0,,,118941970.0,,,,-217257870.0,,,354659300.0,,,,,,510723530.0,-357993190.0,,,,,,,,,,,,
1191110400,4550800380.0,,,,,,209895420.0,24142928040.0,,,,9951634770.0,,,,15010493400.0,,,4280303160.0,1416256170.0,,,,,330763440.0,,,,20428146270.0,,35438639670.0,,,,,,,,,2.501749,,790468560.0,,215428260.0,,,,,14502435150.0,,10643294760.0,,,,,,,0.0,2177292390.0,,,,,330763440.0,332865750.0,,3760331820.0,-512833220.0,,,,163980180.0,,3760331820.0,5160470280.0,,,3171685020.0,,1181769000.0,4596350430.0,,,4348277850.0,-66190.0,,2.515764,,,,,,227750250.0,,6260336980.0,,,2319548700.0,405045060.0,,1791868890.0,,,,,20811467460.0,,,3210472140.0,,,,,-4138046850.0,,,1493340870.0,,,,5160470280.0,,,,,5160470280.0,,,2421861120.0,,-168967640.0,,412052760.0,,,,,,,,3217235070.0,-1312542210.0,,,,,,6525570240.0,7323046500.0,,,,,385423500.0,,-939880650.0,-177814680.0,,387710100.0,,1188412000.0,,,,,,3184999650.0,1140853560.0,,,201120990.0,,,,173314800.0,,,-1101933350.0,,,,,,600851760.0,-807462770.0,,,,,,,,,,,,
1199059200,4991761860.0,,14639895150.0,-851164670.0,,587790590.0,1107061160.0,25599411880.0,1855278350.0,3.810556,4480788710.0,9648133290.0,26835349620.0,,-1890257720.0,17859368930.0,25599411880.0,,4141283060.0,1695068900.0,8782565350.0,622769960.0,2348418880.0,,1399140720.0,36399806770.0,4471872400.0,,18540437840.0,1192042060.0,36399806770.0,17651550320.0,-639916710.0,,,4174890690.0,1213989900.0,,3087786740.0,,,3777771960.0,,220441870.0,,1086128000.0,,-1450615050.0,14639895150.0,,9056913350.0,,,,38408720.0,21718073550.0,,685870.0,2911207030.0,8782565350.0,852536410.0,,2989021460.0,1399140720.0,1854334430.0,,1213989900.0,2500211470.0,,4241420080.0,,3357605140.0,1097435000.0,3207813990.0,8782565350.0,17859368930.0,,2989021460.0,,,4241420080.0,1368310650.0,9056913350.0,5303982920.0,-814470.0,3185180280.0,,,2157061150.0,9648133290.0,4991761860.0,4174890690.0,228394710.0,,5160470280.0,2707814760.0,,2157061150.0,1452955240.0,,2034904370.0,3777771960.0,,,,21718073550.0,8782565350.0,2858706160.0,1261451330.0,1222906210.0,,,-2371738460.0,-4701638850.0,5924545060.0,,1192042060.0,7886819130.0,,3570639220.0,8782565350.0,,18540437840.0,,5842926530.0,8782565350.0,,,2348418880.0,,555981490.0,,409541850.0,,,,,,,,3087786740.0,-1890257720.0,3.850667,,,,-780520060.0,8215189950.0,7886819130.0,,4608360530.0,7328520950.0,,876302660.0,-389574160.0,-17852030.0,-190471720.0,3973930780.0,1297532880.0,,,,,279149090.0,4141283060.0,,3185180280.0,1222906210.0,,,219827210.0,228394710.0,,1631684730.0,-35172130.0,685870.0,,3722755570.0,9183799300.0,3207813990.0,-4701638850.0,,,1096744530.0,21001950.0,,,,,,,,,,,,
1206921600,7701489970.0,,,,,,-770592230.0,23339383400.0,,,,9965144220.0,,,,14687475240.0,,,7262056110.0,1378454630.0,,,,,218450550.0,,,,23238073000.0,,37925548240.0,,,,,,,,,0.209839,,4532374020.0,,252009620.0,,,,,17666634190.0,,8721559060.0,,,,,,,0.0,1972386850.0,,,,,218450550.0,231747540.0,,3169115950.0,-4461456740.0,,,,50022010.0,,3714925730.0,4752724140.0,,,3166583190.0,,1048432000.0,4770453460.0,,,3989730190.0,,,0.209839,,,,,,217184170.0,,8872258280.0,,,3837131400.0,220983310.0,,1796993220.0,,,,,20217756700.0,,,921291450.0,,,,,-4691937900.0,,,1547516360.0,,,,4654579690.0,,,,,4654579690.0,,,2232627940.0,,-1059326870.0,,409040740.0,,,,,,,,2937368410.0,-1910334230.0,,,,,,5962117040.0,8109264330.0,,,,,175393630.0,,991575540.0,-176026820.0,,-594565410.0,,1058696000.0,,,,,,3417326430.0,1628564680.0,,,48755630.0,,,,77249180.0,,,-4120167330.0,,,,,,427403250.0,-966247940.0,,,,,,,,,,,,
1214784000,7509112650.0,,,,,,-85994370.0,23190747750.0,,,,7478611050.0,,,,12544418450.0,,,7363594600.0,1536518100.0,,,,,720600300.0,,,,21466771900.0,,34011190350.0,,,,,,,,,0.710839,,4354103400.0,,264611230.0,,,,,14987723700.0,,6862860000.0,,,,,,,-698359550.0,2170061750.0,,,,,720600300.0,724413000.0,,3155009250.0,1015411390.0,,,,108661950.0,,3849556100.0,2492234900.0,,,2858254100.0,,1011602000.0,4839587200.0,,,4298819250.0,,,0.710839,,,,,,209063050.0,,4752724140.0,,,3810158200.0,819730500.0,,1844711350.0,,,,,18980256050.0,,,1223987750.0,,,,,-4698517300.0,,,1457086850.0,,,,2398188300.0,,,,,2398188300.0,,,759998200.0,,-235084780.0,,413677950.0,,,,,,,,2980895950.0,-2804876300.0,,,,,,6468881000.0,8128676400.0,,,,,325350400.0,,-3410733690.0,-214139480.0,,128145110.0,,1019557000.0,,,,,,3430159100.0,879462800.0,,,97223850.0,,,,222047770.0,,,-2272459670.0,,,,,,589961630.0,-1118663510.0,,,,,,,,,,,,
1222732800,7331723990.0,,,,,,-44895570.0,22739196200.0,,,,8548122040.0,,,,12913678890.0,,,7736007890.0,1602240930.0,,,,,356762810.0,,,,21135536730.0,,34049215620.0,,,,,,,,,0.368623,,4037164840.0,,266413230.0,,,,,15879846030.0,,5916021070.0,,,,,,,0.0,1939853450.0,,,,,356762810.0,346833030.0,,3294559150.0,669962570.0,,,,79438240.0,,4161287090.0,2456911280.0,,,3298105500.0,,972087000.0,5009574010.0,,,4386834950.0,1147140.0,,0.368623,,,,,,201432680.0,,2492234900.0,,,3998154990.0,343286680.0,,1902971410.0,,,,,18123267040.0,,,769820500.0,,,,,-4688983970.0,,,1285906510.0,,,,2456911280.0,,,,,2456911280.0,,,658911830.0,,-33341790.0,,370238940.0,,,,,,,,3167599820.0,-3200935510.0,,,,,,6326688400.0,8174336750.0,,,,,36882040.0,,-893132750.0,-209876120.0,,164980550.0,,977701000.0,,,,,,3485352780.0,1423504890.0,,,4255620.0,,,,-694280.0,,,-17045990.0,,,,,,303295270.0,-797561830.0,,,,,,,,,,,,
