,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingChangeInWorkingCapital,annualTotalLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,annualCommonStockIssuance,annualFreeCashFlow,quarterlyFreeCashFlow,quarterlyRetainedEarnings,annualOperatingIncome,annualDilutedEPS,annualNetOtherInvestingChanges,quarterlyCurrentLiabilities,annualTotalRevenue,trailingFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentAssets,annualRetainedEarnings,trailingCommonStockIssuance,quarterlyGoodwill,quarterlySellingGeneralAndAdministration,annualEndCashPosition,annualTaxProvision,annualCurrentDebt,annualCurrentDeferredRevenue,quarterlyNetIncomeCommonStockholders,annualTotalAssets,annualPretaxIncome,trailingTotalRevenue,quarterlyTotalNonCurrentAssets,annualOtherCurrentAssets,quarterlyTotalAssets,annualCostOfRevenue,annualCashDividendsPaid,annualNonCurrentDeferredRevenue,trailingPurchaseOfInvestment,annualNetIncome,annualLongTermDebt,trailingInvestingCashFlow,annualAccountsPayable,quarterlyDilutedEPS,trailingOperatingIncome,quarterlyOtherNonCurrentLiabilities,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,annualBasicAverageShares,trailingTaxProvision,annualRepurchaseOfCapitalStock,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,annualIncomeTaxPayable,annualInvestmentsAndAdvances,annualSaleOfInvestment,annualOtherNonCashItems,annualStockholdersEquity,trailingRepurchaseOfCapitalStock,quarterlyNetOtherFinancingCharges,quarterlyGrossProfit,annualCashAndCashEquivalents,annualDepreciationAndAmortization,trailingSaleOfInvestment,annualCurrentAccruedExpenses,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,trailingPretaxIncome,quarterlyLongTermDebt,quarterlyInvestingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,annualDilutedAverageShares,quarterlyInventory,quarterlyEndCashPosition,annualCurrentAssets,quarterlyChangeInInventory,quarterlyCurrentAccruedExpenses,annualChangeInAccountPayable,quarterlyBasicAverageShares,quarterlyAccountsReceivable,annualOperatingCashFlow,annualOtherNonCurrentAssets,quarterlyCostOfRevenue,quarterlyCashDividendsPaid,annualNetPPE,quarterlyBasicEPS,annualOtherShortTermInvestments,annualOtherIntangibleAssets,annualCurrentLiabilities,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualNetIncomeCommonStockholders,quarterlyCapitalStock,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,annualEbitda,annualRepaymentOfDebt,quarterlyOtherIntangibleAssets,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyOperatingExpense,annualOtherNonCurrentLiabilities,quarterlyCurrentDeferredRevenue,trailingNetIncomeCommonStockholders,trailingGrossProfit,quarterlyStockholdersEquity,annualCashCashEquivalentsAndMarketableSecurities,annualChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,annualOtherCurrentLiabilities,quarterlyRepaymentOfDebt,trailingInterestExpense,annualCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualBeginningCashPosition,trailingOtherIncomeExpense,quarterlyOtherCurrentAssets,annualGrossPPE,quarterlySaleOfInvestment,annualOtherIncomeExpense,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,annualTotalNonCurrentAssets,trailingChangeInCashSupplementalAsReported,annualSellingGeneralAndAdministration,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyCurrentDebt,trailingCashFlowFromContinuingFinancingActivities,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,trailingPurchaseOfBusiness,quarterlyDeferredIncomeTax,annualNonCurrentDeferredTaxesLiabilities,annualPurchaseOfBusiness,trailingNetIncomeContinuousOperations,trailingOtherNonCashItems,trailingOperatingExpense,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,annualBasicEPS,quarterlyIncomeTaxPayable,trailingDeferredIncomeTax,trailingStockBasedCompensation,annualCapitalExpenditure,quarterlyTotalRevenue,quarterlyGrossPPE,trailingSellingGeneralAndAdministration,annualNetIncomeContinuousOperations,annualOperatingExpense,annualPurchaseOfInvestment,quarterlyOperatingIncome,annualChangeInInventory,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,annualInvestingCashFlow,quarterlyOperatingCashFlow,trailingNetOtherFinancingCharges,quarterlyDilutedAverageShares,trailingCashDividendsPaid,trailingBeginningCashPosition,annualInterestExpense,annualGoodwill,trailingResearchAndDevelopment,quarterlyNetPPE,quarterlyOtherCurrentLiabilities,trailingNetIncome,trailingCostOfRevenue,quarterlyTaxProvision,annualCapitalStock,quarterlyCommonStockIssuance,annualResearchAndDevelopment,quarterlyOtherNonCashItems,annualNetOtherFinancingCharges,quarterlyOtherShortTermInvestments,quarterlyChangeInCashSupplementalAsReported,annualGrossProfit,annualInventory,annualAccumulatedDepreciation,annualDeferredIncomeTax,trailingChangeInInventory,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,trailingChangeInAccountPayable,trailingBasicAverageShares,quarterlyChangesInAccountReceivables,annualStockBasedCompensation,quarterlyChangeInAccountPayable,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingChangesInAccountReceivables,annualChangesInAccountReceivables,trailingDilutedAverageShares,quarterlyStockBasedCompensation,trailingBasicEPS
733536000,,,,,,,,,,,,,,,,,,,,,,,,,210696048.0,,,,,,,,,,,,,,,0.047542,,,,,,,,,,,,,,,,,,,,,,,,210696048.0,210696048.0,,,,,,,,,,,,,,,1342626576.0,,,,,,,0.047542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6307384896.0,,,,,,6307384896.0,,,,,,,1342626576.0,,,,,,,,,,,,,,,,,,,,,,,6307384896.0,,,,,,,,,,,,,
741398400,,,,,,,,,,,,,,,,,,,,,,,,,218356389.0,,,,,,,,,,,,,,,0.049271,,,,,,,,,,,,,,,,,,,,,,,,218356389.0,218356389.0,,,,,,,,,,,,,,,1342626576.0,,,,,,,0.049271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6536704428.0,,,,,,6536704428.0,,,,,,,1342626576.0,,,,,,,,,,,,,,,,,,,,,,,6536704428.0,,,,,,,,,,,,,
749347200,,,,,,,,,,,,,,,,,,,,,,,,,215217900.0,,,,,,,,,,,,,,,0.048563,,,,,,,,,,,,,,,,,,,,,,,,215217900.0,215217900.0,,,,,,,,,,,,,,,1342626576.0,,,,,,,0.048563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6442750800.0,,,,,,6442750800.0,,,,,,,1342626576.0,,,,,,,,,,,,,,,,,,,,,,,6442750800.0,,,,,,,,,,,,,
757296000,7732051775.0,,15328955082.0,1046862901.0,276391164.0,1370753195.0,,786155412.0,1088895150.0,0.197264,1231840645.0,7596903307.0,27140017051.0,,,12734695995.0,786155412.0,,,,0.0,158718791.0,1432053959.0,,260952336.0,21353995670.0,1065324827.0,,8619299675.0,-89621.0,21353995670.0,18391483894.0,,,,906606036.0,6091449749.0,,,,,1640602026.0,,,,1239895247.0,,,15328955082.0,,1442270753.0,,,,-50725486.0,6025040588.0,,,,1071329434.0,1477760669.0,,,260952336.0,260952336.0,,6091449749.0,,,,,,1239895247.0,4466531398.0,,12734695995.0,,,,,,2645522299.0,1442270753.0,,,6007026767.0,,,1170002155.0,7596903307.0,7732051775.0,906606036.0,,,,2566655819.0,,1170002155.0,,,,1640602026.0,,,,6025040588.0,1071329434.0,306414199.0,,6164849348.0,,,-2752081668.0,-1388229290.0,764915235.0,,-89621.0,7395256057.0,,585404372.0,1071329434.0,,8619299675.0,,6181877338.0,1071329434.0,,,1432053959.0,,,,,,,,,,,,,,0.197264,,,,-1274769104.0,7811849751.0,7395256057.0,,906606036.0,7659638007.0,,-18239272150.0,,,,405086920.0,,,,,,479382729.0,,,6007026767.0,6164849348.0,,,,,,,,-243231394.0,,,8748533157.0,4466531398.0,-1388229290.0,,,-18239272150.0,,,,,,,,,,,,,
765072000,,,,,,,,,,,,,,,,,,,,,,,,,264862208.0,,,,,,,,,,,,,,,0.056431,,,,,,,,,,,,,,,,,,,,,,,,264862208.0,264862208.0,,,,,,,,,,,,,,,1239895247.0,,,,,,,0.056431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7599062016.0,,,,,,7599062016.0,,,,,,,1239895247.0,,,,,,,,,,,,,,,,,,,,,,,7599062016.0,,,,,,,,,,,,,
772934400,,,,,,,,,,,,,,,,,,,,,,,,,255657781.0,,,,,,,,,,,,,,,0.05447,,,,,,,,,,,,,,,,,,,,,,,,255657781.0,255657781.0,,,,,,,,,,,,,,,1239895247.0,,,,,,,0.05447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7334981262.0,,,,,,7334981262.0,,,,,,,1239895247.0,,,,,,,,,,,,,,,,,,,,,,,7334981262.0,,,,,,,,,,,,,
780883200,,,,,,,,,,,,,,,,,,,,,,,,,247794072.0,,,,,,,,,,,,,,,0.052795,,,,,,,,,,,,,,,,,,,,,,,,247794072.0,247794072.0,,,,,,,,,,,,,,,1239895247.0,,,,,,,0.052795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7109366544.0,,,,,,7109366544.0,,,,,,,1239895247.0,,,,,,,,,,,,,,,,,,,,,,,7109366544.0,,,,,,,,,,,,,
788832000,7178820564.0,,15825224490.0,-225474690.0,64829070.0,557611548.0,,800537082.0,1639971606.0,0.210513,-188371260.0,8646403926.0,28646131248.0,,,14044749126.0,800537082.0,,,,0.0,280925970.0,1453068174.0,,254984868.0,22606589850.0,1279212102.0,,8561840724.0,0.0,22606589850.0,19281877884.0,-77060970.0,,,998286132.0,5722490550.0,,197749050.0,,,1456330014.0,,,,1313101843.0,,,15825224490.0,,1400389458.0,,,,182255310.0,6781365360.0,,,,1326671874.0,1517897244.0,,,254984868.0,254984868.0,,5722490550.0,,,,,,1313101843.0,4905970452.0,,14044749126.0,,,,,,2362550712.0,1400389458.0,,,6085614888.0,,,1075836378.0,8646403926.0,7178820564.0,998286132.0,,,,3157868850.0,,1075836378.0,,,,1456330014.0,,,,6781365360.0,1326671874.0,235831032.0,,6995586702.0,,,-617792496.0,-1367118690.0,1090840842.0,,0.0,7452733578.0,,222212850.0,1326671874.0,,8561840724.0,,6206384514.0,1326671874.0,,,1453068174.0,,,,,,,,,,,,197749050.0,,0.210513,,,,-1804939164.0,7318031616.0,7452733578.0,,998286132.0,7724281758.0,,-19688128026.0,,,,-1465707804.0,,,,,,406832994.0,,,6085614888.0,6995586702.0,,,,,,,,0.0,,,9364253364.0,4905970452.0,-1367118690.0,,,-19688128026.0,,,,,,,,,,,,,
796608000,,,,,,,,,,,,,,,,,,,,,,,,,338472960.0,,,,,,,,,,,,,,,0.088281,,,,,,,,,,,,,,,,,,,,,,,,338472960.0,338472960.0,,,,,,,,,,,,,,,1313101843.0,,,,,,,0.088281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6653864640.0,,,,,,6653864640.0,,,,,,,1313101843.0,,,,,,,,,,,,,,,,,,,,,,,6653864640.0,,,,,,,,,,,,,
804470400,,,,,,,,,,,,,,,,,,,,,,,,,282706880.0,,,,,,,,,,,,,,,0.042906,,,,,,,,,,,,,,,,,,,,,,,,282706880.0,282706880.0,,,,,,,,,,,,,,,1313101843.0,,,,,,,0.042906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7051130640.0,,,,,,7051130640.0,,,,,,,1313101843.0,,,,,,,,,,,,,,,,,,,,,,,7051130640.0,,,,,,,,,,,,,
812419200,,,,,,,,,,,,,,,,,,,,,,,,,258270610.0,,,,,,,,,,,,,,,0.054098,,,,,,,,,,,,,,,,,,,,,,,,258270610.0,258270610.0,,,,,,,,,,,,,,,1313101843.0,,,,,,,0.054098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7337856240.0,,,,,,7337856240.0,,,,,,,1313101843.0,,,,,,,,,,,,,,,,,,,,,,,7337856240.0,,,,,,,,,,,,,
820368000,7246533765.0,,18533547267.0,-1123070400.0,4913433.0,-1163391747.0,,3460460670.0,1712760351.0,0.243722,71361765.0,11287013502.0,31285855677.0,,,13935041925.0,3460460670.0,,,,0.0,225705954.0,2160272709.0,,395782417.0,25355030082.0,1528389627.0,,11419988157.0,739588653.0,25355030082.0,21816422430.0,-204336420.0,,,1289737167.0,3185308422.0,,3113478711.0,,,4061225343.0,,,,1342626576.0,,,18533547267.0,,3226409679.0,,,,-180081219.0,6821482815.0,,,,1291063014.0,1421074011.0,,,395782417.0,504517993.0,,3185308422.0,,,,,,1342626576.0,5884732914.0,,13935041925.0,,,,,,1214319870.0,3226409679.0,,,6843788241.0,,,1349790237.0,11287013502.0,7246533765.0,1289737167.0,,,,3133834362.0,,1349790237.0,,,,4061225343.0,,,,6821482815.0,1291063014.0,-79628811.0,,6013262082.0,,,785291379.0,-9888322908.0,1370613834.0,,739588653.0,16732111149.0,,361644267.0,1291063014.0,,11419988157.0,,6335598885.0,1291063014.0,,,2160272709.0,,,,,,,,,,,,3113478711.0,,0.252199,,,,-2377711617.0,9920911427.0,16732111149.0,,1302683673.0,7756672896.0,,-19652183899.0,,,,-2019498954.0,,,,,,334893354.0,,,6843788241.0,6013262082.0,,,,,,,,-77991.0,,,9469433247.0,5884732914.0,-9888322908.0,,,-19652183899.0,,,,,,,,,,,,,
828230400,,,,,,,,,,,,,,,,,,,,,,,,,56113065.0,,,,,,,,,,,,,,,0.010814,,,,,,,,,,,,,,,,,,,,,,,,56113065.0,162369720.0,,,,,,,,,,,,,,,1342626576.0,,,,,,,0.010814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7577651565.0,,,,,,7577651565.0,,,,,,,1342626576.0,,,,,,,,,,,,,,,,,,,,,,,7577651565.0,,,,,,,,,,,,,
836092800,,,,,,,,,,,,,,,,,,,,,,,,,56572020.0,,,,,,,,,,,,,,,0.010903,,,,,,,,,,,,,,,,,,,,,,,,56572020.0,163697760.0,,,,,,,,,,,,,,,1342626576.0,,,,,,,0.010903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7639630020.0,,,,,,7639630020.0,,,,,,,1342626576.0,,,,,,,,,,,,,,,,,,,,,,,7639630020.0,,,,,,,,,,,,,
844041600,,,,,,,,,,,,,,,,,,,,,,,,,57504620.0,,,,,,,,,,,,,,,0.010882,,,,,,,,,,,,,,,,,,,,,,,,57504620.0,57504620.0,,,,,,,,,,,,,,,1342626576.0,,,,,,,0.010882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7475920960.0,,,,,,7475920960.0,,,,,,,1342626576.0,,,,,,,,,,,,,,,,,,,,,,,7475920960.0,,,,,,,,,,,,,
851990400,7855526190.0,,18266890450.0,-81150470.0,35352680.0,-1099146960.0,,3128712180.0,1169852320.0,0.055457,18479810.0,10411364260.0,31917845750.0,,,14931686480.0,3128712180.0,,,,989071570.0,106058040.0,2563872770.0,,-232171150.0,25403310990.0,439498090.0,,10471624510.0,0.0,25403310990.0,24614303450.0,-253093050.0,,,-272376330.0,3591510900.0,,2900526700.0,,,4264015290.0,,,,4880699360.0,,,18266890450.0,,1811021380.0,,,,89185170.0,6437401640.0,,,,989071570.0,1659969020.0,,,-232171150.0,165571410.0,,3591510900.0,,,5621076120.0,,,4880699360.0,4966248070.0,,14931686480.0,,,,,5621076120.0,1217257050.0,1811021380.0,,,7199894670.0,,,1460708460.0,10411364260.0,7855526190.0,-272376330.0,1626223280.0,,,2829821340.0,,1460708460.0,,,,4264015290.0,,,,6437401640.0,989071570.0,-237827120.0,,4946964790.0,,,674111330.0,-9603876910.0,1226898690.0,,0.0,16803771580.0,,-106861510.0,989071570.0,,10471624510.0,,6285545810.0,989071570.0,,,2563872770.0,,,,,,,,,,,,2900526700.0,,0.055457,,,,-2316404010.0,9573857010.0,16803771580.0,,333440050.0,6133689980.0,,-21174136420.0,,,,-2076969950.0,,,,,,453960550.0,,,7199894670.0,4946964790.0,,,,1626223280.0,,,,0.0,,,7303542300.0,4966248070.0,-9603876910.0,,,-21174136420.0,,,,,,,,,,,,,
859766400,11220703120.0,,,,,,0.0,-159482950.0,,,,7838802510.0,,,,15333639090.0,,,,,,,,,406897040.0,,,,10970702820.0,,26304341910.0,,,,,,,,,0.086676,,5314661550.0,,,,,,,19059505630.0,,0.0,,,,,,,,383621150.0,,,,,406897040.0,211207150.0,,5906041570.0,0.0,,,,-4310350.0,,5569834270.0,0.0,,,,,5032484640.0,8856045110.0,,,7023284290.0,,,0.086676,,,,,,,,0.0,,,,287931380.0,,,,,,,7244836280.0,,,,,,,,-10304322710.0,,,0.0,,,,907759710.0,,,,,907759710.0,76724230.0,,,,,,,,,,,,,,,,,,,,,7406905440.0,21275025530.0,,,,,383621150.0,,,,,0.0,,5032484640.0,,,,,,10970702820.0,,,,76724230.0,,,,,,,,,,,,,383621150.0,,,,,,,,,,,,,
867628800,18111059420.0,,,,,,0.0,156236960.0,,,,758104340.0,,,,15610380350.0,,,,,,,,,338217510.0,,,,10830949710.0,,26441330060.0,,,,,,,,,0.067543,,11943250340.0,,,,,,,18869163760.0,,0.0,,,,,,,,521973480.0,,,,,338217510.0,313361630.0,,6167809080.0,0.0,,,,24855880.0,,5913036310.0,0.0,,,,,5032484640.0,8888640230.0,,,7282772840.0,,,0.067543,,,,,,,,0.0,,,,418999120.0,,,,,,,7572166300.0,,,,,,,,-10610797630.0,,,0.0,,,,808703810.0,,,,,808703810.0,101198940.0,,,,,,,,,,,,,,,,,,,,,7804746320.0,21441747340.0,,,,,521973480.0,,,,,0.0,,5032484640.0,,,,,,10830949710.0,,,,105637490.0,,,,,,,,,,,,,521973480.0,,,,,,,,,,,,,
875577600,10704413720.0,,,,,,0.0,796360040.0,,,,8238673800.0,,,,16669448040.0,,,,,,,,,648451720.0,,,,10562818560.0,,27232266600.0,,,,,,,,,0.132341,,5147029160.0,,,,,,,18943087520.0,,0.0,,,,,,,,532109200.0,,,,,648451720.0,326480560.0,,5557384560.0,0.0,,,,-2705640.0,,6214855080.0,0.0,,,,,5032484640.0,9464328720.0,,,8022222600.0,,,0.132341,,,,,,,,0.0,,,,441019320.0,,,,,,,8289179080.0,,,,,,,,-10780171640.0,,,-901880.0,,,,991166120.0,,,,,991166120.0,73954160.0,,,,,,,,,,,,,,,,,,,,,8554331800.0,21342990200.0,,,,,532109200.0,,,,,0.0,,5032484640.0,,,,,,10562818560.0,,,,114538760.0,,,,,,,,,,,,,532109200.0,,,,,,,,,,,,,
883526400,6101812080.0,,16864528590.0,168181650.0,,1789089120.0,1789089120.0,5324540130.0,2272725000.0,0.503952,62727210.0,10762716510.0,34306329330.0,,,14209076700.0,5324540130.0,,,,1692725580.0,431817750.0,974544480.0,,1182018530.0,26672700600.0,1908179910.0,,12463623900.0,909090.0,26672700600.0,25828155990.0,-249999750.0,,,2571815610.0,3286360350.0,,3304542150.0,,,2815451730.0,,,,4988489537.0,,-112727160.0,16864528590.0,,3635450910.0,,,,386363250.0,8730900360.0,,,7045086020.0,1692725580.0,1679089230.0,,4167268560.0,1182018530.0,626791200.0,,3286360350.0,-60909030.0,,5949994050.0,,171045910.0,4988489537.0,5124540330.0,1692725580.0,14209076700.0,,4167268560.0,,,5949994050.0,3463632900.0,3635450910.0,3579678270.0,,7225447320.0,,,1602725670.0,10762716510.0,6101812080.0,2571815610.0,1637271090.0,,0.0,3951814230.0,,1602725670.0,762792310.0,,6206350220.0,2815451730.0,,,,8730900360.0,1692725580.0,730908360.0,,2316361320.0,,,-2639088270.0,-10156353480.0,962726310.0,,909090.0,17381800800.0,,188181630.0,1692725580.0,,12463623900.0,,6335448210.0,1692725580.0,195647760.0,,974544480.0,,,,,,,,,,,,3304542150.0,,0.516304,,,,-1674543780.0,10624764290.0,17381800800.0,,1476362160.0,6205448340.0,,838735800.0,-213636150.0,,,-60909030.0,3463632900.0,,,,,447272280.0,,,7225447320.0,2316361320.0,,,136001110.0,1637271090.0,,,,-87272640.0,,,8478173340.0,5124540330.0,-10156353480.0,,,838735800.0,,,,,,,,,,,,,
891302400,6288798230.0,,,,,,0.0,6134665570.0,,,,10499591080.0,,,,14897942950.0,,,,,,,,,696382500.0,,,,12546955630.0,,27444898580.0,,,,,,,,,0.138772,,3103080420.0,,,,,,,16788389310.0,,-928510.0,,,,,,,,383474630.0,,,,,696382500.0,319407440.0,,3185717810.0,0.0,,,,28783810.0,,5749333920.0,0.0,,,,,5217047680.0,7357513240.0,,,7575713090.0,,,0.138772,,,,,,,,0.0,,,,392759730.0,,,,,,,10656509270.0,,,,,,,,-10373313720.0,,,0.0,,,,1791095790.0,,,,,1791095790.0,64067190.0,,,,,,,,,,,,,,,,,,,,,7959187720.0,22921197860.0,,,,,383474630.0,,,,,0.0,,5217047680.0,,,,,,12547884140.0,,,,73352290.0,,,,,,,,,,,,,383474630.0,,,,,,,,,,,,,
899164800,5357031500.0,,,,,,0.0,6495469000.0,,,,8052851500.0,,,,12324269000.0,,,,,,,,,462661000.0,,,,11331551500.0,,23655820500.0,,,,,,,,,0.089095,,2387075750.0,,,,,,,13409883000.0,,-910750.0,,,,,,,,437160000.0,,,,,462661000.0,382515000.0,,2969955750.0,0.0,,,,40983750.0,,5255027500.0,0.0,,,,,5217047680.0,5936268500.0,,,7583815250.0,,,0.089095,,,,,,,,0.0,,,,468125500.0,,-910750.0,,,,,10245937500.0,,,,,,,,-10174899000.0,,,0.0,,,,1132973000.0,,,,,1132973000.0,62841750.0,,,,,,,,,,,,,,,,,,,,,8020975250.0,21507361250.0,,,,,438070750.0,,,,,0.0,,5217047680.0,,,,,,11332462250.0,,,,85610500.0,,,,,,,,,,,,,438070750.0,,,,,,,,,,,,,
907113600,5155729040.0,,,,,,0.0,6325865700.0,,,,8102708460.0,,,,12196065420.0,,,,,,,,,190921500.0,,,,11054779120.0,,23250844540.0,,,,,,,,,0.039199,,2313120040.0,,,,,,,13258437500.0,,-848540.0,,,,,,,,229954340.0,,,,,190921500.0,201952520.0,,2842609000.0,0.0,,,,47518240.0,,5375500900.0,0.0,,,,,5261152480.0,5793831120.0,,,7011486020.0,,,0.039199,,,,,,,,0.0,,,,230802880.0,,848540.0,,,,,9992407040.0,,,,,,,,-9479888880.0,,,0.0,,,,1026733400.0,,,,,1026733400.0,102673340.0,,,,,,,,,,,,,,,,,,,,,7241440360.0,20535516540.0,,,,,229105800.0,,,,,0.0,,5261152480.0,,,,,,11055627660.0,,,,28850360.0,,,,,,,,,,,,,229105800.0,,,,,,,,,,,,,
915062400,4778306640.0,,13634033400.0,138130920.0,,594304020.0,594304020.0,10643754780.0,1008696780.0,4.5373,5184172800.0,8855726760.0,30287335860.0,,,16177518180.0,10643754780.0,,,,6516027720.0,40927680.0,796384440.0,,4663812680.0,27994533120.0,578956140.0,,11817014940.0,0.0,27994533120.0,23985325800.0,-324863460.0,,,6019779600.0,2770292340.0,,2931445080.0,,,2008014300.0,,,,1325006359.0,,-156036780.0,13634033400.0,,4728852360.0,,,,43485660.0,14120049600.0,,,5248123380.0,6516027720.0,1879262640.0,,2886254100.0,4663812680.0,-369060800.0,,2770292340.0,3687754500.0,,4316164920.0,,-284219880.0,1326731676.0,4250510100.0,6516027720.0,16177518180.0,,2886254100.0,,,4316164920.0,2218621320.0,4728852360.0,1742546780.0,,6537344220.0,,,550818360.0,8855726760.0,4778306640.0,6019779600.0,1662687000.0,,0.0,2887959420.0,,550818360.0,-517357540.0,,5294161820.0,2008014300.0,,,,14120049600.0,6516027720.0,5127044580.0,,2241643140.0,,,-809174340.0,-10040924160.0,1388983140.0,,0.0,16578268380.0,,-167121360.0,6516027720.0,,11817014940.0,,5482603800.0,6516027720.0,88087840.0,,796384440.0,,,,,,,,,,,,2931445080.0,,4.574339,,,,-1624317300.0,6990670160.0,16578268380.0,,538028460.0,5293313280.0,,-46038440.0,-59686200.0,,,3687754500.0,2218621320.0,,,,,318042180.0,,,6537344220.0,2241643140.0,,,-148296740.0,1662687000.0,,,,115109100.0,,,6302010060.0,4250510100.0,-10040924160.0,,,-46038440.0,,,,,,,,,,,,,
922838400,6689296940.0,,,,,,0.0,12065072720.0,,,,6899237380.0,,,,17098069640.0,,,,,,,,,469114700.0,,,,11633115620.0,,28731185260.0,,,,,,,,,0.091077,,3228995440.0,,,,,,,13588534320.0,,,,,,,,,,549003540.0,,,,,469114700.0,469114700.0,,3460301500.0,0.0,,,,24152440.0,,4726446720.0,0.0,,,,,3834394400.0,5683254920.0,,,6289852740.0,,,0.091077,,,,,,,,0.0,,,,583374320.0,,,,,,,14874187280.0,,,,,,,,,,,928940.0,,,,6687439060.0,,,,,6687439060.0,,,,,,,,,,,,,,,,,,,,,,6838856280.0,,,,,,549003540.0,,,,,0.0,,3834394400.0,,,,,,,,,,114259620.0,,,,,,,,,,,,,549003540.0,,,,,,,,,,,,,
930700800,6599028800.0,,,,,,0.0,12796243200.0,,,,6875276200.0,,,,14573499200.0,,,,,,,,,270452000.0,,,,12850333600.0,,27423832800.0,,,,,,,,,0.05071,,3117925200.0,,,,,,,13474305000.0,,,,,,,,,,318747000.0,,,,,270452000.0,273349700.0,,3481103600.0,0.0,,,,16420300.0,,4942510300.0,0.0,,,,,5262136000.0,5988580000.0,,,6968968500.0,,,0.05071,,,,,,,,0.0,,,,339996800.0,,,,,,,13681973500.0,,,,,,,,,,,0.0,,,,3642408900.0,,,,,3642408900.0,,,,,,,,,,,,,,,,885730300.0,,,,,,7287715500.0,,,,,,318747000.0,,,,,0.0,,5262136000.0,,,,,,,,,,66647100.0,,,,,,,,,,,,,318747000.0,,,,,,,,,,,,,
938649600,6427244160.0,,,,,,0.0,12786212880.0,,,,7210073520.0,,,,13193059680.0,,,,,,,,,372241440.0,,,,14581015200.0,,27774074880.0,,,,,,,,,0.072484,,3058365600.0,,,,,,,13637317680.0,,,,,,,,,,351665280.0,,,,,372241440.0,374112000.0,,3368878560.0,0.0,,,,98204400.0,,5049576720.0,0.0,,,,,5262136000.0,6427244160.0,,,7386841440.0,,,0.072484,,,,,,,,0.0,,,,446128560.0,,,,,,,13835597040.0,,,,,,,,,,,-935280.0,,,,1717174080.0,,,,,1717174080.0,,,,,,,,,,,,,,,,1049384160.0,,,,,,7738506720.0,,,,,,351665280.0,,,,,0.0,,5262136000.0,,,,,,,,,,72016560.0,,,,,,,,,,,,,351665280.0,,,,,,,,,,,,,
