,trailingCashDividendsPaid,annualNetIncome,trailingPretaxIncome,quarterlyTotalAssets,annualCashDividendsPaid,annualNonCurrentDeferredRevenue,annualRetainedEarnings,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,annualAccountsReceivable,annualPurchaseOfInvestment,annualLongTermDebt,quarterlyBasicAverageShares,quarterlyLongTermDebt,trailingInvestingCashFlow,quarterlyTotalNonCurrentAssets,quarterlyAccountsReceivable,annualGoodwill,annualSaleOfInvestment,annualPretaxIncome,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,trailingChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherNonCashItems,annualOperatingIncome,annualDepreciationAndAmortization,annualInvestingCashFlow,quarterlyGoodwill,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlySellingGeneralAndAdministration,annualStockholdersEquity,trailingStockBasedCompensation,annualTotalAssets,quarterlyNetIncomeCommonStockholders,annualEndCashPosition,quarterlyInventory,trailingTotalRevenue,trailingOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyOtherIncomeExpense,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,annualOperatingCashFlow,annualAccountsPayable,trailingOperatingIncome,quarterlyCurrentDebt,annualCurrentLiabilities,quarterlyOperatingExpense,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,annualChangeInAccountPayable,quarterlyEndCashPosition,annualCommonStockIssuance,quarterlyOtherIntangibleAssets,quarterlyDilutedEPS,quarterlyInvestingCashFlow,annualOtherIntangibleAssets,quarterlyDepreciationAndAmortization,trailingEndCashPosition,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,annualRepurchaseOfCapitalStock,quarterlyOtherNonCurrentAssets,annualInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,annualEbitda,annualOtherNonCurrentLiabilities,annualOtherNonCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,trailingNetOtherInvestingChanges,annualNetPPE,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,annualCashCashEquivalentsAndMarketableSecurities,trailingInterestExpense,annualInterestExpense,trailingBeginningCashPosition,quarterlyChangeInInventory,quarterlyOtherCurrentAssets,annualChangesInAccountReceivables,annualCurrentAssets,annualBeginningCashPosition,annualDilutedEPS,trailingChangeInCashSupplementalAsReported,trailingCapitalExpenditure,annualGrossPPE,quarterlySaleOfInvestment,annualNetIncomeCommonStockholders,annualBasicAverageShares,quarterlyRepurchaseOfCapitalStock,quarterlyChangesInAccountReceivables,quarterlyAccountsPayable,quarterlyChangeInAccountPayable,trailingRepaymentOfDebt,quarterlyGrossProfit,trailingRepurchaseOfCapitalStock,quarterlyDilutedAverageShares,quarterlyGainsLossesNotAffectingRetainedEarnings,annualSellingGeneralAndAdministration,annualRepaymentOfDebt,annualBasicEPS,annualTotalNonCurrentAssets,annualOtherIncomeExpense,quarterlyBeginningCashPosition,quarterlyCapitalStock,trailingGrossProfit,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,trailingNetIncomeCommonStockholders,annualCurrentAccruedExpenses,annualCapitalExpenditure,annualChangeInCashSupplementalAsReported,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,annualTaxProvision,annualCurrentDebt,quarterlyRepaymentOfDebt,annualInventory,quarterlyTaxProvision,quarterlyAccumulatedDepreciation,trailingTaxProvision,quarterlyNetPPE,annualCapitalStock,quarterlyOtherNonCashItems,annualCostOfRevenue,annualTotalRevenue,annualCurrentDeferredRevenue,annualOtherCurrentAssets,quarterlyStockBasedCompensation,quarterlyEbitda,trailingChangeInInventory,annualGrossProfit,trailingDepreciationAndAmortization,annualStockBasedCompensation,annualFreeCashFlow,annualNetOtherFinancingCharges,quarterlyChangeInWorkingCapital,annualTotalLiabilitiesNetMinorityInterest,trailingOtherNonCashItems,quarterlyRetainedEarnings,quarterlyNonCurrentDeferredRevenue,annualAccumulatedDepreciation,annualOperatingExpense,annualChangeInWorkingCapital,trailingNetIncomeContinuousOperations,annualPurchaseOfBusiness,trailingSellingGeneralAndAdministration,annualNetIncomeContinuousOperations,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyBasicEPS,quarterlyOperatingCashFlow,quarterlyTotalRevenue,trailingOperatingExpense,quarterlyCapitalExpenditure,quarterlyPretaxIncome,quarterlyOperatingIncome,trailingCostOfRevenue,quarterlyCurrentAssets,annualChangeInInventory,trailingNetIncome,quarterlyPurchaseOfBusiness,quarterlyGrossPPE,quarterlyCurrentLiabilities,trailingFreeCashFlow,annualDilutedAverageShares,annualResearchAndDevelopment,trailingBasicAverageShares,trailingDeferredIncomeTax,quarterlyNonCurrentDeferredTaxesLiabilities,annualNonCurrentDeferredTaxesLiabilities,quarterlyCashFlowFromContinuingFinancingActivities,trailingChangesInAccountReceivables,quarterlyInvestmentsAndAdvances,trailingPurchaseOfBusiness,trailingDilutedEPS,trailingBasicEPS,trailingResearchAndDevelopment,quarterlyDeferredIncomeTax,quarterlyIncomeTaxPayable,trailingCommonStockIssuance,annualCashFlowFromContinuingFinancingActivities,annualIncomeTaxPayable,trailingSaleOfInvestment,trailingOtherIncomeExpense,trailingPurchaseOfInvestment,trailingChangeInAccountPayable,quarterlyResearchAndDevelopment,trailingCashFlowFromContinuingFinancingActivities,annualDeferredIncomeTax,trailingDilutedAverageShares
1149033600,,,,29304000000.0,,,,652000000.0,0.0,175000000.0,,,,161000000.0,6045000000.0,,27798000000.0,240000000.0,,,,1620000000.0,946000000.0,,6697000000.0,,,,,3290000000.0,380000000.0,380000000.0,354000000.0,,,,380000000.0,,278000000.0,,,583000000.0,-1000000.0,570000000.0,,,,,4155000000.0,,594000000.0,,75000000.0,-2000000.0,,570000000.0,,1308000000.0,0.46,-719000000.0,,240000000.0,,-202000000.0,,,428000000.0,,1000000.0,,,,,,,546000000.0,12209000000.0,,,,,,,-6000000.0,0.0,,,,,,,,0.0,,,,12000000.0,411000000.0,-9000000.0,,1042000000.0,,161000000.0,473000000.0,,,,,,395000000.0,359000000.0,,,,,,,,17095000000.0,9000000.0,,,-389000000.0,,-3000000.0,,,22772000000.0,,723000000.0,,,,,14000000.0,688000000.0,,,,,,,665000000.0,,,10369000000.0,,,,,,,,,5000000.0,13000000.0,0.47,1272000000.0,2662000000.0,,-726000000.0,377000000.0,448000000.0,,1506000000.0,,,,22772000000.0,5512000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1156982400,,,,29866000000.0,,,,621000000.0,2326000000.0,24000000.0,,,,154000000.0,6556000000.0,,28315000000.0,262000000.0,,,,1975000000.0,984000000.0,,7177000000.0,,,,,3281000000.0,1232000000.0,1232000000.0,335000000.0,,,,1232000000.0,,278000000.0,,,594000000.0,-1000000.0,594000000.0,,,,,1002000000.0,,590000000.0,,81000000.0,-8000000.0,,594000000.0,,1311000000.0,1.49,-709000000.0,,255000000.0,,-201000000.0,,,460000000.0,,5000000.0,,,,,,,244000000.0,11987000000.0,,,,,,,1000000.0,0.0,,,,,,,,0.0,,,-320000000.0,-3000000.0,498000000.0,18000000.0,,1930000000.0,,154000000.0,522000000.0,,,,,,570000000.0,360000000.0,,,,,,,,17879000000.0,-2000000.0,,,-71000000.0,,31000000.0,,,23263000000.0,,-897000000.0,,,,,16000000.0,1595000000.0,,,,,,,-564000000.0,,,11402000000.0,,,,,,,,,6000000.0,21000000.0,1.55,943000000.0,3905000000.0,,-699000000.0,1263000000.0,1340000000.0,,1551000000.0,,,,23263000000.0,4810000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1164844800,,2279000000.0,,30552000000.0,-803000000.0,,11600000000.0,572000000.0,2336000000.0,569000000.0,280000000.0,-18000000.0,572000000.0,,6355000000.0,,28557000000.0,280000229.8,3313000000.0,6000000.0,2318000000.0,1680000000.0,1149000000.0,,6927000000.0,-106000000.0,2613000000.0,988000000.0,-2443000000.0,3313000000.0,416000000.0,416000000.0,393000000.0,18210000000.0,,30552000000.0,416000000.0,1163000000.0,263000000.0,,,1163000000.0,9000000.0,1163000000.0,,3640000000.0,438000000.0,,1492000000.0,5415000000.0,654000000.0,6927000000.0,69000593.4,-6000000.0,-11000000.0,1163000000.0,66000000.0,1321000000.0,,-250000000.0,1321000000.0,261000000.0,,-198000000.0,,-841000000.0,465000000.0,,-3000000.0,3618000000.0,572000000.0,465000000.0,661000000.0,,23458000000.0,507000000.0,12342000000.0,49000000.0,1163000000.0,1163000000.0,,312000000.0,,16000000.0,0.0,25000000.0,1995000000.0,1178000000.0,2.77,,,23458000000.0,6000000.0,2279000000.0,801000000.0,-48000000.0,20000000.0,438000000.0,-13000000.0,,1130000000.0,,,661000000.0,1447000000.0,-2537000000.0,2.85,28557000000.0,-8000000.0,594000000.0,360000000.0,,2336000000.0,,,1149000000.0,-2480000000.0,-15000000.0,18210000000.0,2000000.0,39000000.0,1492000000.0,-1507000000.0,263000000.0,-3000000.0,-4955001079.8,,23458000000.0,360000000.0,-261000000.0,6791000000.0,11839000000.0,,0.0,17999296.8,737000000.0,,5048000000.0,,68000000.0,1160000000.0,1000000.0,109000000.0,12342000000.0,,11600000000.0,,-4955001079.8,2435000000.0,70000000.0,,,,2279000000.0,24000000.0,,,805000000.0,2810000000.0,,-298000000.0,413000000.0,476000000.0,,1995000000.0,-5000000.0,,,23458000000.0,5415000000.0,,836000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1172620800,,,,30461000000.0,,,,595000000.0,2417000000.0,-582000000.0,,,,153000000.0,6172000000.0,,28952000000.0,287000000.0,,,,1691000000.0,1063000000.0,,6767000000.0,,,,,3315000000.0,283000000.0,283000000.0,384000000.0,,,,283000000.0,,265000000.0,,,685000000.0,0.0,581000000.0,,,,,1468000000.0,,644000000.0,,84000000.0,-241000000.0,,581000000.0,,1322000000.0,0.35,-790000000.0,,260000000.0,,-217000000.0,,,478000000.0,,-1000000.0,,,,,,,-40000000.0,12123000000.0,,,,,,,-2000000.0,0.0,,,,,,,,158000000.0,,,,-1000000.0,408000000.0,-6000000.0,,997000000.0,,153000000.0,673000000.0,,,,,,1163000000.0,360000000.0,,,,,,,,18338000000.0,-70000000.0,,,-395000000.0,,-4000000.0,,,23837000000.0,,-69000000.0,,,,,19000000.0,613000000.0,,,,,,,34000000.0,,,11665000000.0,,,,,,,,,29000000.0,104000000.0,0.36,597000000.0,2688000000.0,,-637000000.0,279000000.0,353000000.0,,1509000000.0,,,,23837000000.0,5356000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1180569600,,,,33187000000.0,,,,574000000.0,4370000000.0,1278000000.0,,,,170822750.0,5425000000.0,,30168000000.0,401000000.0,,,,1763000000.0,1209000000.0,,5999000000.0,,,,,3331000000.0,390000000.0,390000000.0,406000000.0,,,,390000000.0,,282000000.0,,,2073000000.0,-1000000.0,1859000000.0,,,,,2532000000.0,,678000000.0,,94000000.0,-658000000.0,,1859000000.0,,1328000000.0,0.48,-1464000000.0,,272000000.0,,-218000000.0,,,490000000.0,,-4000000.0,,,,,,,1000000.0,14608000000.0,,,,,,,-17000000.0,0.0,,,,,,,,548000000.0,,,,-29000000.0,498000000.0,22000000.0,,1137000000.0,,170822750.0,772000000.0,,,,,,581000000.0,360000000.0,,,,,,,,18579000000.0,139000000.0,,,-45000000.0,,-9000000.0,,,25019000000.0,,813000000.0,,,,,13000000.0,731000000.0,,,,,,,-63000000.0,,,11778000000.0,,,,,,,,,11000000.0,214000000.0,0.49,1494000000.0,2900000000.0,,-1493000000.0,381000000.0,459000000.0,,3019000000.0,,,,25019000000.0,8609000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1188518400,,,,33188000000.0,,,,598000000.0,3790000000.0,-447000000.0,,,,168384177.0,5735000000.0,,30466000000.0,423000000.0,,,,2189000000.0,1212000000.0,,6333000000.0,,,,,3356000000.0,1377000000.0,1377000000.0,363000000.0,,,,1377000000.0,,297000000.0,,,1753000000.0,1000000.0,1412000000.0,,,,,1677000000.0,,642000000.0,,95000000.0,-519000000.0,,1412000000.0,,1334000000.0,1.67,-594000000.0,,279000000.0,,-278000000.0,,,642000000.0,,0.0,,,,,,,875000000.0,13480000000.0,,,,,,,-13000000.0,0.0,,,,,,,,392000000.0,,,-107000000.0,4000000.0,468000000.0,-9000000.0,,2132000000.0,,168384177.0,885000000.0,,,,,,1859000000.0,360000000.0,,,,,,,,19708000000.0,-221000000.0,,,-372000000.0,,39000000.0,,,25134000000.0,,-1071000000.0,,,,,19000000.0,1769000000.0,,,,,,,317000000.0,,,12878000000.0,,,,,,,,,4000000.0,341000000.0,1.73,1121000000.0,4321000000.0,,-246000000.0,1416000000.0,1490000000.0,,2722000000.0,,,,25134000000.0,7147000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196380800,,2408000000.0,,34180997059.0,-990000000.0,,12921000000.0,645000000.0,2807000000.0,-469000643.9,436000000.0,-2098000000.0,645000000.0,,6313000093.6,,32204998602.8,436000117.2,3610000000.0,2078000000.0,2424000000.0,1984999409.6,1353000000.0,,6958000719.7,246000000.0,2725000000.0,1101000000.0,-3746000000.0,3610000000.0,357999458.9,357999458.9,-644999373.0,19963000000.0,,34181000000.0,357999458.9,943000000.0,330999202.4,,,942999423.5,-1000000.0,942999423.5,,4130000000.0,561000000.0,,2538999758.2,7260000000.0,715998871.8,6958000000.0,93999457.3,-680000000.0,,943000000.0,51000000.0,1392999156.7,,-898000365.6,1393000000.0,290000428.0,,-276999813.4,,-326000000.0,-942999423.5,,48998483.9,3892000000.0,645000000.0,563000000.0,1296000000.0,,26639000000.0,-17999119.9,14218001407.4,-75000000.0,943000000.0,943000000.0,,367000000.0,,-24999204.2,0.0,,1976000000.0,1163000000.0,2.95,,,26639000000.0,980000000.0,2408000000.0,793000000.0,-219000823.3,,561000716.7,,,1138999604.3,,,1296000000.0,1579000000.0,-1986000000.0,3.04,32205000000.0,-1000000.0,1412000000.0,360000492.9,,2807000000.0,,,1353000000.0,-3312000000.0,-220000000.0,19962995651.6,56999955.6,16000000.0,2539000000.0,-1173999326.6,331000000.0,-9999429.8,-5900998775.6,,27201999446.1,360000000.0,-290000000.0,7628000000.0,13033000000.0,,0.0,13000224.7,778999914.4,,5405000000.0,,64000000.0,818000000.0,-7000000.0,181999786.8,14218000000.0,,12920999134.7,,-5900998775.6,2680000000.0,-67000000.0,,-339000000.0,,2408000000.0,,,,918001713.8,3123999013.9,,-936000833.7,348000029.1,423000732.5,,1975998456.2,-57000000.0,,,33102998221.7,7260000687.7,,828000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1204243200,,,,34145000000.0,,,,741000000.0,2794000000.0,23000000.0,,,,786000000.0,6271000000.0,,32122000000.0,434000000.0,,,,2114000000.0,1203000000.0,,7012000000.0,,,,,3593000000.0,236000000.0,236000000.0,425000000.0,,,,236000000.0,,331000000.0,,,978000000.0,2000000.0,966000000.0,,,,,2919000000.0,,726000000.0,,98000000.0,-1000000.0,,966000000.0,,1389000000.0,0.3,-261000000.0,,301000000.0,,-316000000.0,,,598000000.0,,0.0,,,,,,,115000000.0,14405000000.0,,,,,,,1000000.0,0.0,,,,,,,,6000000.0,,,-84000000.0,,477000000.0,,,1038000000.0,,814000000.0,1219000000.0,,,,,,943000000.0,360000000.0,,,,,,,,19740000000.0,-8000000.0,,,-1423000000.0,,-10000000.0,,,26542000000.0,,-312000000.0,,,,,19000000.0,625000000.0,,,,,,,-188000000.0,,,12832000000.0,,,,,,,,,7000000.0,12000000.0,0.3,373000000.0,3152000000.0,,-258000000.0,226000000.0,312000000.0,,2023000000.0,,,,26542000000.0,7393000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1212192000,,,,35472000000.0,,,,764000000.0,3605000000.0,22000000.0,,,,786000000.0,7689000000.0,,33293000000.0,542000000.0,,,,2159000000.0,1269000000.0,,8453000000.0,,,,,3614000000.0,390000000.0,390000000.0,425000000.0,,,,390000000.0,,349000000.0,,,996000000.0,4000000.0,988000000.0,,,,,1761000000.0,,737000000.0,,102000000.0,-1000000.0,,988000000.0,,1393000000.0,0.49,-1317000000.0,,312000000.0,,-314000000.0,,,620000000.0,,-9000000.0,,,,,,,107000000.0,15542000000.0,,,,,,,-17000000.0,0.0,,,,,,,,4000000.0,,,0.0,,454000000.0,,,1219000000.0,,819000000.0,1306000000.0,,,,,,966000000.0,360000000.0,,,,,,,,19930000000.0,-26000000.0,,,-1947000000.0,,6000000.0,,,27666000000.0,,893000000.0,,,,,11000000.0,810000000.0,,,,,,,730000000.0,,,12907000000.0,,,,,,,,,7000000.0,8000000.0,0.5,1442000000.0,3378000000.0,,-1335000000.0,396000000.0,482000000.0,,2179000000.0,,,,27666000000.0,7089000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1220140800,,,,35278000000.0,,,,0.0,2917000000.0,-196000000.0,,,,786000000.0,8345000000.0,,33225000000.0,642000000.0,,,,2634000000.0,1224000000.0,,9128000000.0,,,,,3500000000.0,1333000000.0,1333000000.0,372000000.0,,,,1333000000.0,,365000000.0,,,801000000.0,0.0,792000000.0,,,,,1183000000.0,,695000000.0,,108000000.0,-1000000.0,,792000000.0,,1359000000.0,1.65,-1136000000.0,,323000000.0,,-315000000.0,,,631000000.0,,-9000000.0,,,,,,,-66000000.0,14957000000.0,,,,,,,-25000000.0,0.0,,,,,,,,0.0,,,0.0,,505000000.0,,,2180000000.0,,814000000.0,666000000.0,,,,,,988000000.0,360000000.0,,,,,,,,20321000000.0,36000000.0,,,-862000000.0,,52000000.0,,,27735000000.0,,-1194000000.0,,,,,11000000.0,1816000000.0,,,,,,,-587000000.0,,,13925000000.0,783000000.0,,,,,,,,2000000.0,9000000.0,1.7,1064000000.0,4814000000.0,,-1130000000.0,1385000000.0,1485000000.0,,2053000000.0,,,,27735000000.0,5829000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1228003200,,2330000000.0,,33400000000.0,-1261000000.0,,13980000000.0,786000000.0,2519000000.0,-142000000.0,418000000.0,-4000000.0,7735000000.0,,7735000000.0,,31750000000.0,418000000.0,3266000000.0,11000000.0,2377000000.0,2132000000.0,1142000000.0,,8521000000.0,-2729000000.0,2729000000.0,1249000000.0,0.0,3266000000.0,371000000.0,371000000.0,407000000.0,19098000000.0,,33400000000.0,371000000.0,0.0,315000000.0,,,650000000.0,21000000.0,650000000.0,,0.0,512000000.0,,1608000000.0,5781000000.0,720000000.0,8521000000.0,106000000.0,-1000000.0,,650000000.0,,1294000000.0,,-541000000.0,1294000000.0,313000000.0,,-316000000.0,,-83000000.0,733000000.0,,5000000.0,4040000000.0,786000000.0,733000000.0,-623000000.0,,26457000000.0,-118000000.0,14302000000.0,91000000.0,650000000.0,650000000.0,,414000000.0,,33000000.0,0.0,,1650000000.0,943000000.0,2.9,,,32873000000.0,1000000.0,2330000000.0,786000000.0,1000000.0,,512000000.0,,,1170000000.0,,,-623000000.0,1629000000.0,-5448000000.0,2.96,31750000000.0,27000000.0,792000000.0,360000000.0,,2519000000.0,,,1142000000.0,-3353000000.0,0.0,19098000000.0,89000000.0,47000000.0,1608000000.0,-1216000000.0,315000000.0,-1000000.0,-6416000000.0,,26457000000.0,360000000.0,9000000.0,9039000000.0,14646000000.0,,0.0,9000000.0,789000000.0,,5607000000.0,,50000000.0,0.0,-13000000.0,-156000000.0,14302000000.0,,13980000000.0,,-6416000000.0,2878000000.0,-201000000.0,,,,2330000000.0,,,,512000000.0,3302000000.0,,-630000000.0,370000000.0,450000000.0,,1650000000.0,-8000000.0,,,32873000000.0,5781000000.0,,816000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1235779200,,,,32836000000.0,,,,652000000.0,2280000000.0,-43000000.0,,,,787000000.0,7690000000.0,,31277000000.0,402000000.0,,,,1850000000.0,739000000.0,,8342000000.0,,,,,3225000000.0,260000000.0,260000000.0,392000000.0,,,,260000000.0,,305000000.0,,,607000000.0,19000000.0,607000000.0,,,,,1825000000.0,,703000000.0,,96000000.0,,,607000000.0,,1281000000.0,0.33,-313000000.0,,311000000.0,,-314000000.0,,,546000000.0,,119000000.0,,,,,,,-1000000.0,13682000000.0,,,,,,,8000000.0,0.0,,,,,,,,,,,-9000000.0,,496000000.0,,,1014000000.0,,803000000.0,-847000000.0,,,,,,650000000.0,360000000.0,,,,,,,,19154000000.0,-7000000.0,,,-1064000000.0,,-22000000.0,,,26225000000.0,,-311000000.0,,,,,19000000.0,645000000.0,,,,,,,-276000000.0,,,14240000000.0,,,,,,,,,,,0.33,305000000.0,2864000000.0,,-306000000.0,238000000.0,311000000.0,,1559000000.0,,,,26225000000.0,5340000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1243728000,,,,35545000000.0,,,,676000000.0,2852000000.0,-122000000.0,,,,787000000.0,8317000000.0,,34011000000.0,424000000.0,,,,1885000000.0,810000000.0,,8993000000.0,,,,,3388000000.0,264000000.0,264000000.0,393000000.0,,,,264000000.0,,308000000.0,,,485000000.0,5000000.0,485000000.0,,,,,1962000000.0,,710000000.0,,90000000.0,,,485000000.0,,1328000000.0,0.33,-1649000000.0,,317000000.0,,0.0,,,632000000.0,,-34000000.0,,,,,,,-514000000.0,15160000000.0,,,,,,,9000000.0,0.0,,,,,,,,,,,0.0,,543000000.0,,,1063000000.0,,804000000.0,107000000.0,,,,,,607000000.0,360000000.0,,,,,,,,20385000000.0,1000000.0,,,-1720000000.0,,6000000.0,,,28663000000.0,,423000000.0,,,,,13000000.0,677000000.0,,,,,,,529000000.0,,,14504000000.0,,,,,,,,,,,0.34,1136000000.0,2948000000.0,,-1650000000.0,270000000.0,353000000.0,,1534000000.0,,,,28663000000.0,6167000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1251676800,,,,36359000000.0,,,,651000000.0,2536000000.0,491000000.0,,,,787000000.0,8373000000.0,,34261000000.0,476000000.0,,,,2226000000.0,886000000.0,,9024000000.0,,,,,3402000000.0,1073000000.0,1073000000.0,381000000.0,,,,1073000000.0,,309000000.0,,,976000000.0,-8000000.0,976000000.0,,,,,1741000000.0,,717000000.0,,95000000.0,,,976000000.0,,1332000000.0,1.33,-492000000.0,,336000000.0,,0.0,,,645000000.0,,-19000000.0,,,,,,,743000000.0,14799000000.0,,,,,,,0.0,0.0,,,,,,,,,,,-43000000.0,,612000000.0,,,1913000000.0,,809000000.0,199000000.0,,,,,,485000000.0,360000000.0,,,,,,,,21560000000.0,-46000000.0,,,519000000.0,,24000000.0,,,28882000000.0,,-277000000.0,,,,,9000000.0,1528000000.0,,,,,,,-246000000.0,,,15577000000.0,,,,,,,,,,,1.36,1189000000.0,4139000000.0,,-446000000.0,1097000000.0,1196000000.0,,2098000000.0,,,,28882000000.0,5775000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1259539200,,1790000000.0,,36835000000.0,-314000000.0,,15561000000.0,736000000.0,2575000000.0,-438000000.0,362000000.0,-4000000.0,732000000.0,,9097000000.0,,35317000000.0,362000000.0,3451000000.0,2000000.0,1806000000.0,2143000000.0,874000000.0,,9833000000.0,-2154000000.0,2154000000.0,1309000000.0,0.0,3451000000.0,193000000.0,193000000.0,424000000.0,22039000000.0,,36835000000.0,193000000.0,0.0,320000000.0,,,538000000.0,2000000.0,538000000.0,,0.0,568000000.0,,950000000.0,4967000000.0,769000000.0,9829000000.0,99000000.0,,,538000000.0,196000000.0,1346000000.0,,-930000000.0,1346000000.0,345000000.0,,0.0,,-188000000.0,650000000.0,,-8000000.0,3495000000.0,736000000.0,650000000.0,462000000.0,,29870000000.0,-266000000.0,14800000000.0,31000000.0,538000000.0,538000000.0,,380000000.0,,-7000000.0,0.0,,1518000000.0,650000000.0,2.24,,,29870000000.0,,1790000000.0,787000000.0,-135999724.0,,568000000.0,,,1063000000.0,,,462000000.0,1590000000.0,-3310000000.0,2.27,35317000000.0,18000000.0,976000000.0,360000000.0,,2575000000.0,,,874000000.0,-3380000000.0,0.0,22035000000.0,83000000.0,16000000.0,950000000.0,-1045000000.0,320000000.0,8000000.0,-6951000000.0,,29870000000.0,360000000.0,9000000.0,8407000000.0,13460000000.0,,0.0,9000000.0,645000000.0,,5053000000.0,,50000000.0,0.0,58000000.0,149000000.0,14796000000.0,,15770000000.0,,-6951000000.0,2899000000.0,156000000.0,,-33000000.0,,1790000000.0,143000619.6,,,712000000.0,3206000000.0,,-978000000.0,201000000.0,294000000.0,,1518000000.0,10000000.0,,,36821000000.0,4967000000.0,,804000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1267315200,,,,36732000000.0,,,,713000000.0,2515000000.0,215000000.0,,,,787000000.0,8933000000.0,,34987000000.0,392000000.0,,,,2099000000.0,912000000.0,,9646000000.0,,,,,3326000000.0,175000000.0,175000000.0,396000000.0,,,,175000000.0,,321000000.0,,,753000000.0,-3000000.0,753000000.0,,,,,1712000000.0,,741000000.0,,96000000.0,,,753000000.0,,1316000000.0,0.22,-1116000000.0,,345000000.0,,0.0,,,643000000.0,,3000000.0,,,,,,,-773000000.0,15313000000.0,,,,,,,-12000000.0,0.0,,,,,,,,,,,-59000000.0,,528000000.0,,,996000000.0,,805000000.0,-273000000.0,,,,,,538000000.0,361000000.0,,,,,,,,21419000000.0,53000000.0,,,-476000000.0,,-15000000.0,,,29702000000.0,,-255000000.0,,,,,15000000.0,601000000.0,,,,,,,-108000000.0,,,15657000000.0,,,,,,,,,62000000.0,,0.22,396000000.0,3095000000.0,,-1169000000.0,160000000.0,255000000.0,,1745000000.0,,,,29702000000.0,5667000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1275264000,,,,36029000000.0,,,,0.0,3208000000.0,-159000000.0,,,,788000000.0,7681000000.0,,34443000000.0,455000000.0,,,,2093000000.0,928000000.0,,8402000000.0,,,,,3214000000.0,252000000.0,252000000.0,404000000.0,,,,252000000.0,,297000000.0,,,594000000.0,-2000000.0,594000000.0,,,,,2079000000.0,,753000000.0,,99000000.0,,,594000000.0,,1289000000.0,0.32,-978000000.0,,349000000.0,,-79000000.0,,,623000000.0,,11000000.0,,,,,,,399000000.0,15165000000.0,,,,,,,14000000.0,0.0,,,,,,,,,,,-246000000.0,,548000000.0,,,1102000000.0,,806000000.0,-1029000000.0,,,,,,753000000.0,361000000.0,,,,,,,,20864000000.0,21000000.0,,,-643000000.0,,-1000000.0,,,29317000000.0,,822000000.0,,,,,8000000.0,699000000.0,,,,,,,782000000.0,,,15830000000.0,721000000.0,,,,,,,,255000000.0,,0.32,1398000000.0,3195000000.0,,-999000000.0,251000000.0,349000000.0,,1586000000.0,,,,29317000000.0,6763000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
