,annualOperatingIncome,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualResearchAndDevelopment,annualChangeInAccountPayable,trailingOperatingIncome,annualAccountsPayable,annualFreeCashFlow,annualCommonStockIssuance,annualOtherShortTermInvestments,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,annualTotalLiabilitiesNetMinorityInterest,annualBasicEPS,trailingFreeCashFlow,trailingCommonStockIssuance,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,annualEndCashPosition,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,annualOtherCurrentAssets,quarterlyOtherNonCashItems,trailingTotalRevenue,quarterlyDilutedAverageShares,annualChangeInWorkingCapital,quarterlyPurchaseOfInvestment,annualNetOtherInvestingChanges,quarterlyTotalNonCurrentAssets,annualCashAndCashEquivalents,trailingNetIncome,trailingTaxProvision,trailingPretaxIncome,quarterlyOperatingIncome,quarterlyTotalRevenue,trailingEndCashPosition,quarterlyTotalLiabilitiesNetMinorityInterest,annualPretaxIncome,annualNetIncome,quarterlyNetIncomeCommonStockholders,annualCashDividendsPaid,annualInvestmentsAndAdvances,annualCurrentDebt,quarterlyTotalAssets,quarterlyFreeCashFlow,annualNetIncomeContinuousOperations,annualOperatingExpense,annualCurrentDeferredRevenue,annualCostOfRevenue,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualOtherNonCurrentAssets,annualSellingGeneralAndAdministration,quarterlyBasicEPS,annualSaleOfInvestment,trailingSaleOfInvestment,quarterlyOtherCurrentAssets,annualDilutedAverageShares,quarterlyOtherNonCurrentLiabilities,annualDilutedEPS,annualStockholdersEquity,annualOtherNonCashItems,annualLongTermDebt,annualRepurchaseOfCapitalStock,annualCurrentAssets,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,annualRetainedEarnings,quarterlyEndCashPosition,annualCurrentAccruedExpenses,annualCurrentLiabilities,trailingNetIncomeCommonStockholders,quarterlyInvestingCashFlow,quarterlyStockholdersEquity,annualTotalAssets,annualTaxProvision,quarterlyAccountsReceivable,quarterlyNetOtherInvestingChanges,annualDepreciationAndAmortization,quarterlyChangeInInventory,quarterlyInvestmentsAndAdvances,quarterlyLongTermDebt,quarterlyChangeInAccountPayable,trailingRepurchaseOfCapitalStock,trailingChangeInAccountPayable,quarterlyInventory,quarterlyGrossProfit,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,annualAccountsReceivable,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,annualOtherIncomeExpense,annualTotalNonCurrentAssets,annualNetPPE,trailingGrossProfit,quarterlyOperatingExpense,trailingOtherIncomeExpense,annualOperatingCashFlow,quarterlyPretaxIncome,annualGrossProfit,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,quarterlyRepaymentOfDebt,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyTaxProvision,annualEbitda,quarterlyNetPPE,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlyCurrentDebt,quarterlyCapitalExpenditure,trailingDepreciationAndAmortization,quarterlyInterestExpense,trailingCashFlowFromContinuingFinancingActivities,annualChangeInInventory,quarterlyOtherNonCurrentAssets,quarterlyBasicAverageShares,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualOtherNonCurrentLiabilities,annualBeginningCashPosition,annualPurchaseOfBusiness,annualCapitalExpenditure,quarterlySaleOfInvestment,trailingOperatingExpense,annualDeferredIncomeTax,quarterlyIncomeTaxPayable,trailingSellingGeneralAndAdministration,annualInvestingCashFlow,quarterlyOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,trailingDeferredIncomeTax,trailingInvestingCashFlow,annualAccumulatedDepreciation,annualNonCurrentDeferredTaxesLiabilities,quarterlyGrossPPE,annualIncomeTaxPayable,trailingBeginningCashPosition,quarterlyNonCurrentDeferredRevenue,trailingCashDividendsPaid,annualChangesInAccountReceivables,quarterlyAccountsPayable,annualNonCurrentDeferredRevenue,quarterlyChangeInCashSupplementalAsReported,quarterlyChangeInWorkingCapital,trailingPurchaseOfBusiness,quarterlyDeferredIncomeTax,quarterlyCommonStockIssuance,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingNetIncomeContinuousOperations,trailingCapitalExpenditure,quarterlyOtherCurrentLiabilities,trailingPurchaseOfInvestment,quarterlyResearchAndDevelopment,trailingChangeInInventory,trailingNetOtherFinancingCharges,trailingStockBasedCompensation,annualOtherCurrentLiabilities,quarterlyEbitda,annualChangeInCashSupplementalAsReported,annualStockBasedCompensation,quarterlyStockBasedCompensation,annualGoodwill,annualInventory,annualNetOtherFinancingCharges,trailingInterestExpense,annualCashFlowFromContinuingFinancingActivities,quarterlyDilutedEPS,trailingChangeInWorkingCapital,trailingChangesInAccountReceivables,annualRepaymentOfDebt,annualInterestExpense,annualCapitalStock,annualPurchaseOfInvestment,annualBasicAverageShares,annualTotalRevenue,trailingResearchAndDevelopment,trailingBasicAverageShares,trailingOtherNonCashItems,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingBasicEPS,trailingDilutedAverageShares
870307200,2135691000.0,39364000.0,,1120109000.0,0.0,698172000.0,,,207178000.0,1111826000.0,280212000.0,1005977000.0,3101266000.0,369904000.0,1120109000.0,0.1691,,,61156000.0,0.0,,269608000.0,1005977000.0,2487058000.0,0.0,,,,-306414000.0,-903355000.0,-59083000.0,2350718000.0,269608000.0,,,,577058000.0,1765097000.0,,1120109000.0,1888872000.0,1048679000.0,150957000.0,,,,5451984000.0,424217000.0,1048679000.0,2063102000.0,,2241378000.0,150957000.0,150957000.0,1884366000.0,1364930000.0,,2547690000.0,,0.0,6197672000.0,0.0,0.1691,4289622000.0,,,-322812000.0,3101266000.0,616040000.0,1048679000.0,656707000.0,,2487058000.0,269608000.0,656707000.0,1120109000.0,,-366640000.0,4289622000.0,5451984000.0,840193000.0,1170401000.0,-32103000.0,212200000.0,-144603000.0,,,,,,254677000.0,1149057000.0,,,1170401000.0,-272611000.0,,-355708000.0,2350718000.0,466352000.0,,571999000.0,,1442123000.0,335701000.0,4198793000.0,,,1275585000.0,,,1763200000.0,1275585000.0,269608000.0,184744000.0,2347891000.0,466352000.0,345492000.0,,,,882185000.0,,-60057000.0,,,,-74374000.0,1884366000.0,,1613000.0,-193518000.0,-415833000.0,0.0,279695000.0,,-330297000.0,622328000.0,,-185944000.0,,,-1404008000.0,484274000.0,,,,-415833000.0,,882185000.0,,,,,,207178000.0,,-75884000.0,-125226000.0,,-103485000.0,127681000.0,39364000.0,,,256224000.0,,202095000.0,,,,256224000.0,638214000.0,-10087000.0,,,,254677000.0,-5602000.0,,-48202000.0,,,,,,1763200000.0,-3543676000.0,6197672000.0,6440171000.0,,,,,,,
878256000,,,,1329537000.0,,,,,,,,,3602932000.0,389831000.0,,,,,67538000.0,0.0,,,1448381000.0,2823593000.0,,,,6333175000.0,,-1056283000.0,,2572298000.0,,,,,602470000.0,1868717000.0,,1329537000.0,,,336535000.0,,,,6175230000.0,643066000.0,,,,,336535000.0,336535000.0,,,0.0534,,,0.0,,0.0,,,,,,,652181000.0,,717949000.0,,,378196000.0,,,,-692657000.0,4803431000.0,,,1147282000.0,-43313000.0,,13555000.0,,,,,,241122000.0,1216536000.0,,,,-121780000.0,,,,,,614066000.0,,,517746000.0,,,,,,,1946082000.0,1826577000.0,378196000.0,181211000.0,,467150000.0,269608000.0,,,,,,-63325000.0,,,,,2105148000.0,6333175000.0,-1556000.0,94854000.0,-473252000.0,,,,,470264000.0,,,,,,706391000.0,,,,,,940402000.0,,,,,,202145000.0,,108588000.0,268850000.0,,-54209000.0,96410000.0,33756000.0,,,409443000.0,,224235000.0,,,,,670008000.0,,,,,,,,,0.0534,,,,,,,,,,,,,,,
886204800,,,,1349927000.0,,,,,,,,,3556292000.0,421076000.0,,,,,70531000.0,0.0,,,1136720000.0,3280875000.0,,,,6371844000.0,,-1419068000.0,,3266337000.0,,,,,659693000.0,2016315000.0,,1349927000.0,,,457282000.0,,,,6822629000.0,383821000.0,,,,,457282000.0,457282000.0,,,0.075,,,0.0,,0.0,,,,,,,696774000.0,,791968000.0,,,476927000.0,,,,-462328000.0,5430401000.0,,,1255996000.0,-32478000.0,,-26744000.0,,,,,,267866000.0,1319541000.0,,,,0.0,,,,,,659848000.0,,,703511000.0,,,,,,,2121996000.0,1613647000.0,476927000.0,246229000.0,,478592000.0,378196000.0,,,,,,-77105000.0,,,,,2787745000.0,6089037000.0,-2781000.0,100133000.0,-538864000.0,,,,,1066323000.0,,,,,,460926000.0,,,,,,1017456000.0,,,,,,238720000.0,,98731000.0,-111516000.0,,-28371000.0,102914000.0,27530000.0,,,319239000.0,,238772000.0,,,,,730224000.0,,,,,,,,,0.0717,,,,,,,,,,,,,,,
893894400,,,,1546708000.0,,,,,,,,,4142645000.0,479570000.0,,,,,92093000.0,0.0,,,942475000.0,3336546000.0,,,,6454735000.0,,-963664000.0,,3755492000.0,,,,,691395000.0,2183756000.0,,1546708000.0,,,64578000.0,,,,7898137000.0,675303000.0,,,,,64578000.0,64578000.0,,,0.01,,,0.0,,0.0,,,,,,,749727000.0,,915700000.0,,,1170585000.0,,,,-267208000.0,6308469000.0,,,1272958000.0,-21806000.0,,-38918000.0,,,,,,308276000.0,1434029000.0,,,,-418659000.0,,,,,,742634000.0,,,324783000.0,,,,,,,2924246000.0,2113060000.0,1170585000.0,260205000.0,,545661000.0,476927000.0,,,,,,-141726000.0,,,,,3209831000.0,6160210000.0,-34000.0,143837000.0,-611751000.0,,,,,859988000.0,,,,,,817029000.0,,,,,,1157412000.0,,,,,,268168000.0,,693658000.0,118580000.0,,-6251000.0,143871000.0,47677000.0,,,362840000.0,,263064000.0,,,,,783488000.0,,,,,,,,,0.01,,,,,,,,,,,,,,,
901843200,2698049000.0,58190000.0,,1766980000.0,-5000.0,1020446000.0,,,248872000.0,2465672000.0,488494000.0,1156849000.0,3761924000.0,532188000.0,1766975000.0,0.22,,,97171000.0,-5000.0,,534652000.0,1156849000.0,3828223000.0,0.0,,,,202384000.0,-2261167000.0,-173514000.0,5154776000.0,534652000.0,,,,744491000.0,2389989000.0,,1766975000.0,2302466000.0,1350072000.0,491677000.0,,,,8916700000.0,763482000.0,1350072000.0,2843111000.0,,2917617000.0,491677000.0,491677000.0,4559427000.0,1822665000.0,,3194434000.0,,0.0,6432692000.0,-5000.0,0.21,7106618000.0,,,,3761924000.0,818935000.0,1350072000.0,1107745000.0,,3828223000.0,534652000.0,1107745000.0,1766980000.0,,-1671912000.0,7106618000.0,8916700000.0,952394000.0,1297867000.0,-75917000.0,327333000.0,-214343000.0,,,,,,361986000.0,1571054000.0,,,1297867000.0,-47845000.0,,-588284000.0,5154776000.0,595349000.0,,826563000.0,,2880515000.0,756426000.0,5541160000.0,,,1691501000.0,,,3220205000.0,1691501000.0,534652000.0,264749000.0,3025382000.0,595349000.0,1170585000.0,,,,1264651000.0,,-132687000.0,,,,-266450000.0,4559427000.0,,-5489000.0,139810000.0,-669302000.0,-5000.0,269608000.0,,-414843000.0,797859000.0,,-60115000.0,,,-3094105000.0,896169000.0,,,,-669302000.0,,1264651000.0,,,,,,248872000.0,,-635933000.0,-73530000.0,,28716000.0,145299000.0,58190000.0,,,410363000.0,,294375000.0,,,,410363000.0,841662000.0,265044000.0,,,,361986000.0,-9860000.0,,478634000.0,,,,,,3220205000.0,-5700182000.0,6135476000.0,8458777000.0,,,,,,,
909792000,,,,1869000000.0,,,,,,,,,3998000000.0,598000000.0,,,,,111000000.0,0.0,,,920000000.0,4346000000.0,,,,6608000000.0,,-1312000000.0,,5867000000.0,,,,,769000000.0,2588000000.0,,1869000000.0,,,518000000.0,,,,9865000000.0,725000000.0,,,,,518000000.0,518000000.0,,,0.0825,,,0.0,,0.0,,,,,,,894000000.0,,1182000000.0,,,961000000.0,,,,-563000000.0,7953000000.0,,,1333000000.0,-68000000.0,,-13000000.0,,,,,,375000000.0,1694000000.0,,,,-41000000.0,,,,,,925000000.0,,,793000000.0,,,,,,,3520000000.0,1881000000.0,961000000.0,275000000.0,,621000000.0,535000000.0,,,,,,-125000000.0,,,,,5246000000.0,6276000000.0,11000000.0,139000000.0,-754000000.0,,,,,942000000.0,,,,,,850000000.0,,,,,,1375000000.0,,,,,,282000000.0,,426000000.0,24000000.0,,40000000.0,128000000.0,87000000.0,,,405000000.0,,327000000.0,,,,,880000000.0,,,,,,,,,0.0775,,,,,,,,,,,,,,,
917740800,,,,2234000000.0,,,,,,,,,4808000000.0,660000000.0,,,,,118000000.0,0.0,,,886000000.0,4634000000.0,,,,6716000000.0,,-1388000000.0,,6626000000.0,,,,,825000000.0,2827000000.0,,2234000000.0,,,288000000.0,,,,11434000000.0,713000000.0,,,,,288000000.0,288000000.0,,,0.045,,,0.0,,0.0,,,,,,,985000000.0,,1427000000.0,,,1421000000.0,,,,-592000000.0,9156000000.0,,,1477000000.0,-202000000.0,,-96000000.0,,,,,,472000000.0,1842000000.0,,,,-349000000.0,,,,,,1017000000.0,,,556000000.0,,,363000000.0,,,,4361000000.0,2307000000.0,1421000000.0,268000000.0,,679000000.0,961000000.0,,,,,,-152000000.0,,,,,5584000000.0,6340000000.0,0.0,187000000.0,-840000000.0,,,,,1169000000.0,,,,,,865000000.0,,,,,,1519000000.0,,,,,,345000000.0,,460000000.0,45000000.0,,-125000000.0,187000000.0,161000000.0,,,462000000.0,,357000000.0,,,,,943000000.0,,,,,,,,,0.0425,,,,,,,,,,,,,,,
925430400,,,,2412000000.0,,,,,,,,,4326000000.0,752000000.0,,,,,105000000.0,0.0,,,1161000000.0,5280000000.0,,,,6784000000.0,,-2771000000.0,,8382000000.0,,,,,875000000.0,3147000000.0,,2412000000.0,,,646000000.0,,,,12708000000.0,1141000000.0,,,,,646000000.0,646000000.0,,,0.1,,,0.0,,0.0,,,,,,,1102000000.0,,1542000000.0,,,690000000.0,,,,-2170000000.0,10252000000.0,,,1275000000.0,-113000000.0,,-150000000.0,,,,,,621000000.0,2045000000.0,,,,0.0,,,,,,1170000000.0,,,965000000.0,,,,,,,4847000000.0,1851000000.0,690000000.0,319000000.0,,701000000.0,1421000000.0,,,,,,-100000000.0,,,,,7681000000.0,6404000000.0,-6000000.0,198000000.0,-917000000.0,,,,,814000000.0,,,,,,1241000000.0,,,,,,1618000000.0,,,,,,348000000.0,,-731000000.0,288000000.0,,-79000000.0,204000000.0,125000000.0,,,522000000.0,,418000000.0,,,,,980000000.0,,,,,,,,,0.095,,,,,,,,,,,,,,,
933379200,3455000000.0,298000000.0,,3003000000.0,0.0,1594000000.0,,,361000000.0,3854000000.0,740000000.0,1189000000.0,4615000000.0,855000000.0,3003000000.0,0.325,,,152000000.0,0.0,,827000000.0,1189000000.0,5856000000.0,0.0,,,,675000000.0,-2512000000.0,-565000000.0,10110000000.0,827000000.0,,,,986000000.0,3592000000.0,,3003000000.0,3316000000.0,2096000000.0,644000000.0,,,,14725000000.0,1275000000.0,2096000000.0,4459000000.0,724000000.0,4240000000.0,644000000.0,644000000.0,8849000000.0,2865000000.0,,4214000000.0,,0.0,6796000000.0,0.0,0.31,11678000000.0,,,,4615000000.0,1259000000.0,2096000000.0,745000000.0,,5856000000.0,827000000.0,745000000.0,3003000000.0,,-1612000000.0,11678000000.0,14725000000.0,1220000000.0,1242000000.0,-182000000.0,486000000.0,-175000000.0,,,,,,652000000.0,2333000000.0,,724000000.0,1242000000.0,-81000000.0,,-471000000.0,10110000000.0,801000000.0,,1347000000.0,,4438000000.0,1002000000.0,7914000000.0,,460000000.0,2016000000.0,460000000.0,,5524000000.0,2016000000.0,827000000.0,358000000.0,3941000000.0,801000000.0,690000000.0,,,,1824000000.0,,-207000000.0,,,,-434000000.0,8849000000.0,,1000000.0,222000000.0,-1023000000.0,0.0,580000000.0,,-584000000.0,1289000000.0,,-207000000.0,,,-4937000000.0,1482000000.0,,,,-1023000000.0,,1824000000.0,,,,,,361000000.0,,92000000.0,318000000.0,,-43000000.0,221000000.0,298000000.0,,,1173000000.0,,492000000.0,,,,1173000000.0,1138000000.0,247000000.0,,,,652000000.0,6000000.0,,746000000.0,,,,,,5524000000.0,-7983000000.0,6426000000.0,12154000000.0,,,,,,,
941328000,,,,3029000000.0,,,,,,,,,4892000000.0,904000000.0,,,,,144000000.0,452000000.0,,,514000000.0,6264000000.0,,,,7000000000.0,,-3471000000.0,,12515000000.0,,,,,1066000000.0,3877000000.0,,3481000000.0,,,438000000.0,,,,17407000000.0,983000000.0,,,,,438000000.0,438000000.0,,,0.065,,,0.0,,0.0,,,,,,,1364000000.0,,2070000000.0,,,1251000000.0,,,,-1038000000.0,13882000000.0,,,1391000000.0,-530000000.0,,-3000000.0,,,,,,655000000.0,2513000000.0,452000000.0,,,-381000000.0,,,,,,1447000000.0,,,791000000.0,,,915000000.0,,,,6794000000.0,1765000000.0,1251000000.0,353000000.0,,898000000.0,838000000.0,,,,,,-193000000.0,,,,,10702000000.0,6602000000.0,6000000.0,275000000.0,-1132000000.0,,,,,3156000000.0,,,,,,1176000000.0,,,,,,2030000000.0,,,,,,484000000.0,,413000000.0,-153000000.0,,-21000000.0,269000000.0,824000000.0,,,475000000.0,,519000000.0,,,,,1210000000.0,,,,,,,,,0.065,,,,,,,,,,,,,,,
949276800,,,,3778000000.0,,,,,,,,,7722000000.0,1067000000.0,,,,,164000000.0,1045000000.0,,,249000000.0,7011000000.0,,,,7296000000.0,,-3092000000.0,,13669000000.0,,,,,1102000000.0,4350000000.0,,4823000000.0,,,825000000.0,,,,21391000000.0,1321000000.0,,,,,825000000.0,825000000.0,,,0.12,,,0.0,,0.0,,,,,,,1536000000.0,,2701000000.0,,,3719000000.0,,,,508000000.0,16523000000.0,,,1711000000.0,-165000000.0,,-35000000.0,,,,,,695000000.0,2814000000.0,1045000000.0,,,-43000000.0,,,,,,1712000000.0,,,1210000000.0,,,962000000.0,,,,7691000000.0,3968000000.0,3719000000.0,385000000.0,,1004000000.0,1251000000.0,,,,,,-218000000.0,,,,,11703000000.0,6826000000.0,0.0,373000000.0,-1247000000.0,,,,,3994000000.0,,,,,,1539000000.0,,,,,,2251000000.0,,,,,,482000000.0,,2420000000.0,318000000.0,,-85000000.0,373000000.0,1821000000.0,,,595000000.0,,598000000.0,,,,,1266000000.0,,,,,,,,,0.115,,,,,,,,,,,,,,,
957052800,,,,5099000000.0,,,,,,,,,9080000000.0,1169000000.0,,,,,184000000.0,915000000.0,,,1111000000.0,7624000000.0,,,,7450000000.0,,-4937000000.0,,17005000000.0,,,,,1232000000.0,4919000000.0,,6014000000.0,,,662000000.0,,,,26085000000.0,1550000000.0,,,,,662000000.0,662000000.0,,,0.1,,,0.0,,0.0,,,,,,,1748000000.0,,3562000000.0,,,3542000000.0,,,,-2337000000.0,20026000000.0,,,1922000000.0,-390000000.0,,-158000000.0,,,,,,878000000.0,3171000000.0,915000000.0,,,-488000000.0,,,,,,1939000000.0,,,1057000000.0,,,3214000000.0,,,,10701000000.0,4653000000.0,3542000000.0,395000000.0,,1153000000.0,3719000000.0,,,,,,-255000000.0,,,,,12638000000.0,6944000000.0,-8000000.0,355000000.0,-1415000000.0,,,,,3234000000.0,,,,,,1805000000.0,,,,,,2568000000.0,,,,,,596000000.0,,-177000000.0,462000000.0,,-224000000.0,363000000.0,1701000000.0,,,941000000.0,,719000000.0,,,,,1416000000.0,,,,,,,,,0.09,,,,,,,,,,,,,,,
965001600,4608000000.0,3530000000.0,,5196000000.0,1132000000.0,2704000000.0,,,739000000.0,5055000000.0,1564000000.0,1291000000.0,11110000000.0,1420000000.0,6328000000.0,0.39,,,371000000.0,1132000000.0,,4234000000.0,1291000000.0,8358000000.0,0.0,,,,-651000000.0,-6209000000.0,-1509000000.0,21760000000.0,4234000000.0,,,,1231000000.0,5745000000.0,,6328000000.0,4343000000.0,2668000000.0,761000000.0,,,,32870000000.0,1201000000.0,2668000000.0,7574000000.0,1386000000.0,6746000000.0,761000000.0,761000000.0,16247000000.0,4579000000.0,,15927000000.0,,0.0,7438000000.0,0.0,0.36,26497000000.0,,,,11110000000.0,2075000000.0,2668000000.0,2838000000.0,,8358000000.0,4234000000.0,2838000000.0,5196000000.0,,-1510000000.0,26497000000.0,32870000000.0,1675000000.0,2299000000.0,-424000000.0,863000000.0,-691000000.0,,,,,,1232000000.0,3670000000.0,1132000000.0,1386000000.0,2299000000.0,70000000.0,,-842000000.0,21760000000.0,1426000000.0,,2439000000.0,,6141000000.0,1312000000.0,12182000000.0,,4087000000.0,5525000000.0,4087000000.0,,14609000000.0,5525000000.0,4234000000.0,551000000.0,5471000000.0,1426000000.0,3542000000.0,,,,3005000000.0,,-420000000.0,,,,-887000000.0,16247000000.0,,-5000000.0,554000000.0,-1579000000.0,0.0,913000000.0,,-1086000000.0,5543000000.0,,-782000000.0,,,-4377000000.0,1621000000.0,,,,-1579000000.0,1132000000.0,3005000000.0,,,,,,739000000.0,,665000000.0,-1278000000.0,,-452000000.0,559000000.0,3530000000.0,,,233000000.0,,850000000.0,,,,233000000.0,1602000000.0,3321000000.0,,,,1232000000.0,-7000000.0,,1557000000.0,,,,,,14609000000.0,-17709000000.0,6917000000.0,18928000000.0,,,,,,,
972950400,,,,5802000000.0,,,,,,,,,13059000000.0,1557000000.0,,,,,434000000.0,664000000.0,,,853000000.0,9156000000.0,,,,7580000000.0,,-5709000000.0,,21093000000.0,,,,,1411000000.0,6519000000.0,,6466000000.0,,,798000000.0,,,,34152000000.0,839000000.0,,,,,798000000.0,798000000.0,,,0.11,,,0.0,,0.0,,,,,,,2378000000.0,,2850000000.0,,,5538000000.0,,,,-378000000.0,27641000000.0,,,2887000000.0,-414000000.0,,-867000000.0,,,,,,1956000000.0,4141000000.0,664000000.0,1697000000.0,,-319000000.0,,,,,,2730000000.0,,,1322000000.0,,,4427000000.0,,,,16103000000.0,6391000000.0,5538000000.0,524000000.0,,1769000000.0,4234000000.0,,,,,,-524000000.0,,,,,14897000000.0,7093000000.0,-19000000.0,319000000.0,-1766000000.0,,,,,6269000000.0,,,,,,1363000000.0,,,,,,3535000000.0,,,,,,999000000.0,,1304000000.0,-1232000000.0,,-292000000.0,338000000.0,2382000000.0,,,256000000.0,,942000000.0,,,,,1845000000.0,,,,,,,,,0.11,,,,,,,,,,,,,,,
980899200,,,,6335000000.0,,,,,,,,,12912000000.0,1630000000.0,,,,,540000000.0,0.0,,,788000000.0,10030000000.0,,,,7556000000.0,,-6621000000.0,,22969000000.0,,,,,1269000000.0,6748000000.0,,6335000000.0,,,874000000.0,,,,35881000000.0,779000000.0,,,,,874000000.0,874000000.0,,,0.12,,,454000000.0,,0.0,,,,,,,2581000000.0,,3112000000.0,,,3994000000.0,,,,-3384000000.0,29498000000.0,,,3512000000.0,-1102000000.0,,-770000000.0,,,,,,2533000000.0,4167000000.0,,1994000000.0,,-237000000.0,,,,,,2898000000.0,,,1307000000.0,,,4696000000.0,,,,18203000000.0,4782000000.0,3994000000.0,433000000.0,,2211000000.0,5538000000.0,,,,,,-684000000.0,,,,,16062000000.0,7144000000.0,17000000.0,377000000.0,-1766000000.0,,,,,5047000000.0,,,,,,1463000000.0,,,,,,3977000000.0,,,,,,942000000.0,,-1544000000.0,-659000000.0,,-369000000.0,360000000.0,1265000000.0,,,287000000.0,,1012000000.0,,,,,1809000000.0,,,,,,,,,0.12,,,,,,,,,,,,,,,
988588800,,,,7675000000.0,,,,,,,,,12076000000.0,1546000000.0,,,,,641000000.0,0.0,,,1098000000.0,7337000000.0,,,,7251000000.0,,-5911000000.0,,21714000000.0,,,,,-2522000000.0,4728000000.0,,7675000000.0,,,-2693000000.0,,,,33790000000.0,1275000000.0,,,,,-2693000000.0,-2693000000.0,,,-0.37,,,0.0,,0.0,,,,,,,4400000000.0,,3647000000.0,,,5102000000.0,,,,-1168000000.0,26093000000.0,,,1983000000.0,-478000000.0,,-93000000.0,,,,,,1913000000.0,328000000.0,,2585000000.0,,-1279000000.0,,,,,,2850000000.0,,,-3565000000.0,,,4955000000.0,,,,18745000000.0,6200000000.0,5102000000.0,-872000000.0,,2410000000.0,3994000000.0,,,,,,-606000000.0,,,,,14349000000.0,7251000000.0,-13000000.0,395000000.0,-1766000000.0,,,,,5816000000.0,,,,,,1881000000.0,,,,,,4176000000.0,,,,,,664000000.0,,1108000000.0,2627000000.0,,-770000000.0,408000000.0,11000000.0,,,779000000.0,,1028000000.0,,,,,-1881000000.0,,,,,,,,,-0.37,,,,,,,,,,,,,,,
996537600,21000000.0,-275000000.0,,8096000000.0,0.0,3922000000.0,,,644000000.0,4121000000.0,1262000000.0,2034000000.0,12835000000.0,1340000000.0,8096000000.0,-0.14,,,621000000.0,0.0,,4873000000.0,2034000000.0,7344000000.0,0.0,,,,371000000.0,-5600000000.0,-1909000000.0,22403000000.0,4873000000.0,,,,-137000000.0,4298000000.0,,8096000000.0,-874000000.0,-1014000000.0,7000000.0,,,,35238000000.0,1228000000.0,-1014000000.0,11051000000.0,3214000000.0,11221000000.0,7000000.0,7000000.0,15153000000.0,6074000000.0,,21031000000.0,,0.0,7196000000.0,0.0,-0.14,27120000000.0,,,,12835000000.0,1862000000.0,-1014000000.0,3611000000.0,,7344000000.0,4873000000.0,3611000000.0,8096000000.0,,-2073000000.0,27120000000.0,35238000000.0,140000000.0,1466000000.0,85000000.0,2236000000.0,86000000.0,,,,,,1684000000.0,2436000000.0,,3214000000.0,1466000000.0,0.0,,-1835000000.0,22403000000.0,2591000000.0,,2573000000.0,,6392000000.0,62000000.0,11072000000.0,,4659000000.0,6907000000.0,4659000000.0,,20051000000.0,6907000000.0,4873000000.0,55000000.0,2257000000.0,2591000000.0,5102000000.0,,,,5029000000.0,,-457000000.0,,,,-1644000000.0,15153000000.0,,3000000.0,159000000.0,-2438000000.0,0.0,4234000000.0,,-2271000000.0,3899000000.0,,-924000000.0,,,-7003000000.0,1685000000.0,,,,-2438000000.0,,5029000000.0,,,,,,644000000.0,,-229000000.0,-365000000.0,,507000000.0,156000000.0,-275000000.0,,,627000000.0,,935000000.0,,,,627000000.0,484000000.0,639000000.0,,,,1684000000.0,-12000000.0,,1250000000.0,,,,,,20051000000.0,-23841000000.0,7196000000.0,22293000000.0,,,,,,,
